,PAYX
2009-04-13,9755208090
2009-04-14,9603628830
2009-04-15,9657764280
2009-04-16,9946486680
2009-04-17,9892351230
2009-04-20,9625283010
2009-04-21,9856260930
2009-04-22,9816561600
2009-04-23,9726335850
2009-04-24,9910396380
2009-04-27,9679418460
2009-04-28,9733553910
2009-04-29,9903178320
2009-04-30,9747990030
2009-05-01,9719117790
2009-05-04,9841824810
2009-05-05,9978967950
2009-05-06,10061975640
2009-05-07,9758817120
2009-05-08,10058366610
2009-05-11,9950095710
2009-05-12,9989795040
2009-05-13,9679418460
2009-05-14,9657764280
2009-05-15,9643328160
2009-05-18,9960922800
2009-05-19,9863478990
2009-05-20,9856260930
2009-05-21,9585583680
2009-05-22,9607237860
2009-05-26,9921223470
2009-05-27,9719117790
2009-05-28,9805734510
2009-05-29,9867088020
2009-06-01,10279752000
2009-06-02,10200288000
2009-06-03,9914940000
2009-06-04,9914940000
2009-06-05,9994404000
2009-06-08,9954672000
2009-06-09,9987180000
2009-06-10,10059420000
2009-06-11,10229184000
2009-06-12,9958284000
2009-06-15,9846312000
2009-06-16,9781296000
2009-06-17,9712668000
2009-06-18,9680160000
2009-06-19,9647652000
2009-06-22,9542904000
2009-06-23,9441768000
2009-06-24,9647652000
2009-06-25,9051672000
2009-06-26,9199764000
2009-06-29,9167256000
2009-06-30,9102240000
2009-07-01,9243108000
2009-07-02,8968596000
2009-07-06,9055284000
2009-07-07,8766324000
2009-07-08,8809668000
2009-07-09,8744652000
2009-07-10,8759100000
2009-07-13,8892744000
2009-07-14,8899968000
2009-07-15,9138360000
2009-07-16,9156420000
2009-07-17,9160032000
2009-07-20,9246720000
2009-07-21,9261168000
2009-07-22,9232272000
2009-07-23,9423708000
2009-07-24,9463440000
2009-07-27,9575412000
2009-07-28,9618756000
2009-07-29,9741564000
2009-07-30,9521232000
2009-07-31,9571800000
2009-08-03,9571800000
2009-08-04,9651264000
2009-08-05,9550128000
2009-08-06,9470664000
2009-08-07,10041360000
2009-08-10,9961896000
2009-08-11,9889656000
2009-08-12,10063032000
2009-08-13,10203900000
2009-08-14,10120824000
2009-08-17,9875208000
2009-08-18,9954672000
2009-08-19,10048584000
2009-08-20,10113600000
2009-08-21,10258080000
2009-08-24,10301424000
2009-08-25,10272528000
2009-08-26,10214736000
2009-08-27,10265304000
2009-08-28,10265304000
2009-08-31,10224006000
2009-09-01,9934886000
2009-09-02,9934886000
2009-09-03,10021622000
2009-09-04,10133656000
2009-09-08,10115586000
2009-09-09,10224006000
2009-09-10,10270988000
2009-09-11,10325198000
2009-09-14,10444460000
2009-09-15,10397478000
2009-09-16,10639616000
2009-09-17,10748036000
2009-09-18,10726352000
2009-09-21,10795018000
2009-09-22,11094980000
2009-09-23,11217856000
2009-09-24,10527582000
2009-09-25,10401092000
2009-09-28,10585406000
2009-09-29,10426390000
2009-09-30,10498670000
2009-10-01,10256532000
2009-10-02,10140884000
2009-10-05,10224006000
2009-10-06,10328812000
2009-10-07,10350496000
2009-10-08,10401092000
2009-10-09,10372180000
2009-10-12,10350496000
2009-10-13,10310742000
2009-10-14,10491442000
2009-10-15,10451688000
2009-10-16,10390250000
2009-10-19,10415548000
2009-10-20,10321584000
2009-10-21,10332426000
2009-10-22,10451688000
2009-10-23,10307128000
2009-10-26,10552880000
2009-10-27,10534810000
2009-10-28,10495056000
2009-10-29,10361338000
2009-10-30,10267374000
2009-11-02,10267374000
2009-11-03,10343268000
2009-11-04,10531196000
2009-11-05,10972104000
2009-11-06,10975718000
2009-11-09,11185330000
2009-11-10,11181716000
2009-11-11,11192558000
2009-11-12,11203400000
2009-11-13,11210628000
2009-11-16,11373258000
2009-11-17,11405784000
2009-11-18,11315434000
2009-11-19,11185330000
2009-11-20,11221470000
2009-11-23,11452766000
2009-11-24,11427468000
2009-11-25,11452766000
2009-11-27,11322662000
2009-11-30,11329890000
2009-12-01,11467222000
2009-12-02,11597326000
2009-12-03,11474450000
2009-12-04,11691290000
2009-12-07,11745500000
2009-12-08,11499748000
2009-12-09,11456380000
2009-12-10,11506976000
2009-12-11,11506976000
2009-12-14,11564800000
2009-12-15,11499748000
2009-12-16,11384100000
2009-12-17,11156418000
2009-12-18,11174488000
2009-12-21,11188944000
2009-12-22,11188944000
2009-12-23,11149190000
2009-12-24,11214242000
2009-12-28,11203400000
2009-12-29,11188944000
2009-12-30,11167260000
2009-12-31,11073296000
2010-01-04,11138348000
2010-01-05,11131120000
2010-01-06,11221470000
2010-01-07,11398556000
2010-01-08,11405784000
2010-01-11,11474450000
2010-01-12,11434696000
2010-01-13,11441924000
2010-01-14,11329890000
2010-01-15,11084138000
2010-01-19,10997402000
2010-01-20,11004630000
2010-01-21,10925122000
2010-01-22,10711896000
2010-01-25,10661300000
2010-01-26,10614318000
2010-01-27,10617932000
2010-01-28,10433618000
2010-01-29,10476986000
2010-02-01,10596248000
2010-02-02,10664914000
2010-02-03,10654072000
2010-02-04,10473372000
2010-02-05,10458916000
2010-02-08,10430004000
2010-02-09,10520354000
2010-02-10,10509512000
2010-02-11,10636002000
2010-02-12,10672142000
2010-02-16,10795018000
2010-02-17,10870912000
2010-02-18,10899824000
2010-02-19,10925122000
2010-02-22,10946806000
2010-02-23,10874526000
2010-02-24,10954034000
2010-02-25,10769720000
2010-02-26,10820316000
2010-03-01,10952864000
2010-03-02,10844384000
2010-03-03,10978176000
2010-03-04,10967328000
2010-03-05,11252992000
2010-03-08,11300000000
2010-03-09,11390400000
2010-03-10,11495264000
2010-03-11,11527808000
2010-03-12,11618208000
2010-03-15,11730304000
2010-03-16,11676064000
2010-03-17,11726688000
2010-03-18,11741152000
2010-03-19,11632672000
2010-03-22,11748384000
2010-03-23,11846016000
2010-03-24,11694144000
2010-03-25,11234912000
2010-03-26,11285536000
2010-03-29,11278304000
2010-03-30,11231296000
2010-03-31,11108352000
2010-04-01,11108352000
2010-04-05,11238528000
2010-04-06,11202368000
2010-04-07,11083040000
2010-04-08,11173440000
2010-04-09,11289152000
2010-04-12,11249376000
2010-04-13,11260224000
2010-04-14,11350624000
2010-04-15,11289152000
2010-04-16,11144512000
2010-04-19,11238528000
2010-04-20,11347008000
2010-04-21,11354240000
2010-04-22,11401248000
2010-04-23,11469952000
2010-04-26,11484416000
2010-04-27,11300000000
2010-04-28,11252992000
2010-04-29,11169824000
2010-04-30,11054112000
2010-05-03,11191520000
2010-05-04,11007104000
2010-05-05,10905856000
2010-05-06,10576800000
2010-05-07,10468320000
2010-05-10,10985408000
2010-05-11,10938400000
2010-05-12,11061344000
2010-05-13,10884160000
2010-05-14,10652736000
2010-05-17,10844384000
2010-05-18,10757600000
2010-05-19,10703360000
2010-05-20,10457472000
2010-05-21,10649120000
2010-05-24,10482784000
2010-05-25,10414080000
2010-05-26,10251360000
2010-05-27,10414080000
2010-05-28,10320064000
2010-06-01,10204352000
2010-06-02,10435776000
2010-06-03,10511712000
2010-06-04,10113952000
2010-06-07,9987392000
2010-06-08,10092256000
2010-06-09,10106720000
2010-06-10,10338144000
2010-06-11,10254976000
2010-06-14,10207968000
2010-06-15,10475552000
2010-06-16,10443008000
2010-06-17,10367072000
2010-06-18,10244128000
2010-06-21,10179040000
2010-06-22,10027168000
2010-06-23,9915072000
2010-06-24,9683648000
2010-06-25,9586016000
2010-06-28,9618560000
2010-06-29,9401600000
2010-06-30,9390752000
2010-07-01,9397984000
2010-07-02,9209952000
2010-07-06,9097856000
2010-07-07,9408832000
2010-07-08,9488384000
2010-07-09,9502848000
2010-07-12,9311200000
2010-07-13,9423296000
2010-07-14,9531776000
2010-07-15,9586016000
2010-07-16,9282272000
2010-07-19,9412448000
2010-07-20,9517312000
2010-07-21,9322048000
2010-07-22,9517312000
2010-07-23,9633024000
2010-07-26,9737888000
2010-07-27,9792128000
2010-07-28,9737888000
2010-07-29,9444992000
2010-07-30,9397984000
2010-08-02,9444992000
2010-08-03,9383520000
2010-08-04,9369056000
2010-08-05,9332896000
2010-08-06,9242496000
2010-08-09,9311200000
2010-08-10,9260576000
2010-08-11,9029152000
2010-08-12,8960448000
2010-08-13,9029152000
2010-08-16,9047232000
2010-08-17,9213568000
2010-08-18,9213568000
2010-08-19,9134016000
2010-08-20,9177408000
2010-08-23,9177408000
2010-08-24,9029152000
2010-08-25,9112320000
2010-08-26,9119552000
2010-08-27,9173792000
2010-08-30,9036384000
2010-08-31,9002713000
2010-09-01,9223350000
2010-09-02,9404200000
2010-09-03,9501859000
2010-09-07,9295690000
2010-09-08,9317392000
2010-09-09,9328243000
2010-09-10,9349945000
2010-09-13,9396966000
2010-09-14,9349945000
2010-09-15,9357179000
2010-09-16,9357179000
2010-09-17,9386115000
2010-09-20,9642922000
2010-09-21,9530795000
2010-09-22,9585050000
2010-09-23,9494625000
2010-09-24,9849091000
2010-09-27,9740581000
2010-09-28,9827389000
2010-09-29,9856325000
2010-09-30,9943133000
2010-10-01,9859942000
2010-10-04,9845474000
2010-10-05,9979303000
2010-10-06,9946750000
2010-10-07,9975686000
2010-10-08,9939516000
2010-10-11,9910580000
2010-10-12,9867176000
2010-10-13,9993771000
2010-10-14,9982920000
2010-10-15,9986537000
2010-10-18,9993771000
2010-10-19,9906963000
2010-10-20,10040792000
2010-10-21,10098664000
2010-10-22,10127600000
2010-10-25,10142068000
2010-10-26,10152919000
2010-10-27,10055260000
2010-10-28,10019090000
2010-10-29,10033558000
2010-11-01,10015473000
2010-11-02,10134834000
2010-11-03,10174621000
2010-11-04,10225259000
2010-11-05,10199940000
2010-11-08,10080579000
2010-11-09,10044409000
2010-11-10,10037175000
2010-11-11,10044409000
2010-11-12,10037175000
2010-11-15,10134834000
2010-11-16,9982920000
2010-11-17,10058877000
2010-11-18,10189089000
2010-11-19,10261429000
2010-11-22,10304833000
2010-11-23,10199940000
2010-11-24,10420577000
2010-11-26,10366322000
2010-11-29,10380790000
2010-11-30,10325772000
2010-12-01,10604358000
2010-12-02,10709280000
2010-12-03,10738224000
2010-12-06,10665864000
2010-12-07,10901034000
2010-12-08,11038518000
2010-12-09,10861236000
2010-12-10,10980630000
2010-12-13,11034900000
2010-12-14,11052990000
2010-12-15,10951686000
2010-12-16,11136204000
2010-12-17,11223036000
2010-12-20,11100024000
2010-12-21,11096406000
2010-12-22,11233890000
2010-12-23,11147058000
2010-12-27,11110878000
2010-12-28,11150676000
2010-12-29,11179620000
2010-12-30,11204946000
2010-12-31,11183238000
2011-01-03,11356902000
2011-01-04,11125350000
2011-01-05,11411172000
2011-01-06,11534184000
2011-01-07,11530566000
2011-01-10,11577600000
2011-01-11,11570364000
2011-01-12,11675286000
2011-01-13,11610162000
2011-01-14,11689758000
2011-01-18,11794680000
2011-01-19,11718702000
2011-01-20,11733174000
2011-01-21,11794680000
2011-01-24,11986434000
2011-01-25,11946636000
2011-01-26,11870658000
2011-01-27,11801916000
2011-01-28,11465442000
2011-01-31,11577600000
2011-02-01,11845332000
2011-02-02,11895984000
2011-02-03,11943018000
2011-02-04,12033468000
2011-02-07,12044322000
2011-02-08,12087737999
2011-02-09,11939400000
2011-02-10,12047939999
2011-02-11,12058794000
2011-02-14,12000906000
2011-02-15,11990052000
2011-02-16,11975580000
2011-02-17,12102210000
2011-02-18,12156480000
2011-02-22,11914074000
2011-02-23,11754882000
2011-02-24,11772972000
2011-02-25,11964726000
2011-02-28,12174060000
2011-03-01,11895320000
2011-03-02,11942380000
2011-03-03,12108900000
2011-03-04,12054599999
2011-03-07,11964099999
2011-03-08,12188540000
2011-03-09,12221120000
2011-03-10,12116140000
2011-03-11,12022020000
2011-03-14,11942380000
2011-03-15,11591240000
2011-03-16,11413860000
2011-03-17,11403000000
2011-03-18,11439200000
2011-03-21,11645540000
2011-03-22,11558660000
2011-03-23,11670880000
2011-03-24,11207520000
2011-03-25,11229240000
2011-03-28,11196660000
2011-03-29,11279920000
2011-03-30,11334220000
2011-03-31,11363180000
2011-04-01,11522460000
2011-04-04,11609340000
2011-04-05,11573140000
2011-04-06,11627440000
2011-04-07,11656400000
2011-04-08,11569520000
2011-04-11,11692599999
2011-04-12,11681740000
2011-04-13,11710700000
2011-04-14,11728800000
2011-04-15,11725180000
2011-04-18,11569520000
2011-04-19,11555040000
2011-04-20,11826540000
2011-04-21,11808440000
2011-04-25,11830160000
2011-04-26,11978580000
2011-04-27,12127000000
2011-04-28,11942380000
2011-04-29,11841020000
2011-05-02,11895320000
2011-05-03,11938759999
2011-05-04,11848259999
2011-05-05,11641919999
2011-05-06,11580380000
2011-05-09,11685360000
2011-05-10,11801200000
2011-05-11,11808440000
2011-05-12,11866360000
2011-05-13,11736040000
2011-05-16,11504360000
2011-05-17,11551420000
2011-05-18,11551420000
2011-05-19,11562280000
2011-05-20,11551420000
2011-05-23,11417480000
2011-05-24,11446440000
2011-05-25,11475400000
2011-05-26,11551420000
2011-05-27,11562280000
2011-05-31,11699059999
2011-06-01,11431032000
2011-06-02,11311506000
2011-06-03,11061588000
2011-06-06,10989148000
2011-06-07,11014502000
2011-06-08,10992770000
2011-06-09,10949306000
2011-06-10,10760962000
2011-06-13,10818914000
2011-06-14,10949306000
2011-06-15,10590728000
2011-06-16,10692144000
2011-06-17,10731986000
2011-06-20,10746474000
2011-06-21,10855134000
2011-06-22,10760962000
2011-06-23,11072454000
2011-06-24,10862378000
2011-06-27,10909464000
2011-06-28,10992770000
2011-06-29,10981904000
2011-06-30,11126784000
2011-07-01,11246310000
2011-07-05,11213712000
2011-07-06,11351348000
2011-07-07,11456386000
2011-07-08,11347726000
2011-07-11,11213712000
2011-07-12,11195602000
2011-07-13,11119540000
2011-07-14,11050722000
2011-07-15,10891354000
2011-07-18,10648680000
2011-07-19,10775450000
2011-07-20,10692144000
2011-07-21,10818914000
2011-07-22,10826158000
2011-07-25,10789938000
2011-07-26,10695766000
2011-07-27,10427738000
2011-07-28,10261126000
2011-07-29,10224906000
2011-08-01,10105380000
2011-08-02,9688850000
2011-08-03,9913414000
2011-08-04,9674362000
2011-08-05,9811998000
2011-08-08,9319406000
2011-08-09,9685228000
2011-08-10,9239722000
2011-08-11,9591056000
2011-08-12,9656252000
2011-08-15,9862706000
2011-08-16,9790266000
2011-08-17,9721448000
2011-08-18,9337516000
2011-08-19,9181770000
2011-08-22,9152794000
2011-08-23,9399090000
2011-08-24,9533104000
2011-08-25,9373736000
2011-08-26,9500506000
2011-08-29,9587434000
2011-08-30,9725070000
2011-08-31,9777552000
2011-09-01,9697824000
2011-09-02,9447768000
2011-09-06,9339048000
2011-09-07,9730440000
2011-09-08,9650712000
2011-09-09,9397032000
2011-09-12,9491256000
2011-09-13,9520248000
2011-09-14,9570984000
2011-09-15,9853656000
2011-09-16,9813792000
2011-09-19,9860904000
2011-09-20,9842784000
2011-09-21,9560112000
2011-09-22,9386160000
2011-09-23,9502128000
2011-09-26,9632592000
2011-09-27,9672456000
2011-09-28,9755808000
2011-09-29,9824664000
2011-09-30,9556488000
2011-10-03,9259320000
2011-10-04,9386160000
2011-10-05,9509376000
2011-10-06,9701448000
2011-10-07,9824664000
2011-10-10,10056600000
2011-10-11,10092840000
2011-10-12,10252296000
2011-10-13,10234176000
2011-10-14,10328400000
2011-10-17,10168944000
2011-10-18,10350144000
2011-10-19,10187064000
2011-10-20,10248672000
2011-10-21,10429872000
2011-10-24,10574832000
2011-10-25,10368264000
2011-10-26,10476984000
2011-10-27,10843008000
2011-10-28,10640064000
2011-10-31,10560336000
2011-11-01,10310280000
2011-11-02,10400880000
2011-11-03,10712544000
2011-11-04,10658184000
2011-11-07,10690800000
2011-11-08,10719792000
2011-11-09,10368264000
2011-11-10,10426248000
2011-11-11,10654560000
2011-11-14,10553088000
2011-11-15,10654560000
2011-11-16,10411752000
2011-11-17,10263168000
2011-11-18,10226928000
2011-11-21,10107336000
2011-11-22,10056600000
2011-11-23,9868152000
2011-11-25,9904392000
2011-11-28,10103712000
2011-11-29,10172568000
2011-11-30,10552375000
2011-12-01,10574125000
2011-12-02,10592250000
2011-12-05,10766250000
2011-12-06,10766250000
2011-12-07,10740875000
2011-12-08,10661125000
2011-12-09,10896750000
2011-12-12,10788000000
2011-12-13,10693750000
2011-12-14,10606750000
2011-12-15,10639375000
2011-12-16,10726375000
2011-12-19,10730000000
2011-12-20,10962000000
2011-12-21,10679250000
2011-12-22,10686500000
2011-12-23,10820625000
2011-12-27,10900375000
2011-12-28,10835125000
2011-12-29,10940250000
2011-12-30,10914875000
2012-01-03,11030875000
2012-01-04,10958375000
2012-01-05,11150500000
2012-01-06,11161375000
2012-01-09,11284625000
2012-01-10,11273750000
2012-01-11,11281000000
2012-01-12,11281000000
2012-01-13,11233875000
2012-01-17,11310000000
2012-01-18,11480375000
2012-01-19,11719625000
2012-01-20,11712375000
2012-01-23,11690625000
2012-01-24,11723250000
2012-01-25,11766750000
2012-01-26,11803000000
2012-01-27,11668875000
2012-01-30,11444125000
2012-01-31,11422375000
2012-02-01,11531125000
2012-02-02,11455000000
2012-02-03,11581875000
2012-02-06,11502125000
2012-02-07,11491250000
2012-02-08,11473125000
2012-02-09,11484000000
2012-02-10,11349875000
2012-02-13,11349875000
2012-02-14,11317250000
2012-02-15,11302750000
2012-02-16,11455000000
2012-02-17,11411500000
2012-02-21,11349875000
2012-02-22,11335375000
2012-02-23,11353500000
2012-02-24,11389750000
2012-02-27,11320875000
2012-02-28,11389750000
2012-02-29,11349380000
2012-03-01,11454534000
2012-03-02,11349380000
2012-03-05,11396518000
2012-03-06,11251478000
2012-03-07,11284112000
2012-03-08,11349380000
2012-03-09,11418274000
2012-03-12,11440030000
2012-03-13,11563314000
2012-03-14,11512550000
2012-03-15,11519802000
2012-03-16,11541558000
2012-03-19,11556062000
2012-03-20,11537932000
2012-03-21,11585070000
2012-03-22,11595948000
2012-03-23,11508924000
2012-03-26,11650338000
2012-03-27,11639460000
2012-03-28,11595948000
2012-03-29,11367510000
2012-03-30,11236974000
2012-04-02,11516176000
2012-04-03,11610452000
2012-04-04,11429152000
2012-04-05,11440030000
2012-04-09,11258730000
2012-04-10,11106438000
2012-04-11,11226096000
2012-04-12,11316746000
2012-04-13,11178958000
2012-04-16,11218844000
2012-04-17,11305868000
2012-04-18,11229722000
2012-04-19,11157202000
2012-04-20,11153576000
2012-04-23,11088308000
2012-04-24,11055674000
2012-04-25,11204340000
2012-04-26,11280486000
2012-04-27,11291364000
2012-04-30,11233348000
2012-05-01,11204340000
2012-05-02,11146324000
2012-05-03,11106438000
2012-05-04,10848992000
2012-05-07,10809106000
2012-05-08,10910634000
2012-05-09,10845366000
2012-05-10,10827236000
2012-05-11,10845366000
2012-05-14,10838114000
2012-05-15,10899756000
2012-05-16,10972276000
2012-05-17,10845366000
2012-05-18,10664066000
2012-05-21,10794602000
2012-05-22,10841740000
2012-05-23,10946894000
2012-05-24,11030292000
2012-05-25,10983154000
2012-05-29,11033918000
2012-05-30,10914260000
2012-05-31,10879110000
2012-06-01,10628640000
2012-06-04,10664940000
2012-06-05,10712130000
2012-06-06,11024310000
2012-06-07,11129580000
2012-06-08,11256630000
2012-06-11,11187660000
2012-06-12,11278410000
2012-06-13,11274780000
2012-06-14,11514360000
2012-06-15,11626890000
2012-06-18,11735790000
2012-06-19,11826540000
2012-06-20,11808390000
2012-06-21,11655930000
2012-06-22,11710380000
2012-06-25,11517990000
2012-06-26,11528880000
2012-06-27,11590590000
2012-06-28,11245740000
2012-06-29,11401830000
2012-07-02,11390940000
2012-07-03,11398200000
2012-07-05,11521620000
2012-07-06,11307450000
2012-07-09,11412720000
2012-07-10,11372790000
2012-07-11,11488950000
2012-07-12,11434500000
2012-07-13,11568810000
2012-07-16,11626890000
2012-07-17,11793870000
2012-07-18,12047970000
2012-07-19,11880989999
2012-07-20,11772090000
2012-07-23,11677710000
2012-07-24,11608740000
2012-07-25,11612370000
2012-07-26,11812020000
2012-07-27,12008040000
2012-07-30,11935440000
2012-07-31,11866470000
2012-08-01,11753940000
2012-08-02,11637780000
2012-08-03,11837430000
2012-08-06,11772090000
2012-08-07,11819280000
2012-08-08,11949960000
2012-08-09,11949960000
2012-08-10,12044340000
2012-08-13,12029820000
2012-08-14,11968110000
2012-08-15,11920920000
2012-08-16,12080640000
2012-08-17,12066120000
2012-08-20,11895510000
2012-08-21,11942700000
2012-08-22,11928180000
2012-08-23,11971739999
2012-08-24,12047970000
2012-08-27,12062489999
2012-08-28,12062489999
2012-08-29,12066120000
2012-08-30,12051600000
2012-08-31,12093336000
2012-09-04,12169692000
2012-09-05,12180600000
2012-09-06,12442392000
2012-09-07,12442392000
2012-09-10,12409668000
2012-09-11,12402396000
2012-09-12,12260592000
2012-09-13,12413304000
2012-09-14,12529656000
2012-09-17,12449664000
2012-09-18,12471479999
2012-09-19,12536927999
2012-09-20,12533292000
2012-09-21,12562379999
2012-09-24,12500568000
2012-09-25,12147875999
2012-09-26,12060612000
2012-09-27,12071520000
2012-09-28,12104244000
2012-10-01,11893356000
2012-10-02,12002436000
2012-10-03,12096972000
2012-10-04,12133332000
2012-10-05,12206052000
2012-10-08,12126060000
2012-10-09,11987892000
2012-10-10,11911536000
2012-10-11,11889720000
2012-10-12,11864268000
2012-10-15,11940624000
2012-10-16,11987892000
2012-10-17,12024252000
2012-10-18,11984256000
2012-10-19,11835179999
2012-10-22,11867904000
2012-10-23,11911536000
2012-10-24,11915172000
2012-10-25,11929716000
2012-10-26,11973348000
2012-10-31,11787912000
2012-11-01,12107879999
2012-11-02,11976984000
2012-11-05,11907900000
2012-11-06,12006072000
2012-11-07,11871540000
2012-11-08,11715192000
2012-11-09,11693375999
2012-11-12,11715192000
2012-11-13,11678832000
2012-11-14,11471580000
2012-11-15,11478852000
2012-11-16,11540664000
2012-11-19,11609748000
2012-11-20,11638836000
2012-11-21,11682468000
2012-11-23,11795184000
2012-11-26,11722464000
2012-11-27,11664288000
2012-11-28,11722464000
2012-11-29,11795184000
2012-11-30,11838052000
2012-12-03,11816223999
2012-12-04,11929002000
2012-12-05,11994486000
2012-12-06,12052694000
2012-12-07,12074522000
2012-12-10,12099988000
2012-12-11,12332820000
2012-12-12,12303716000
2012-12-13,12263698000
2012-12-14,12263698000
2012-12-17,12340096000
2012-12-18,12063607999
2012-12-19,12023589999
2012-12-20,11783482000
2012-12-21,11423320000
2012-12-24,11459700000
2012-12-26,11332370000
2012-12-27,11317818000
2012-12-28,11234144000
2012-12-31,11314180000
2013-01-02,11587030000
2013-01-03,11605220000
2013-01-04,11703446000
2013-01-07,11648876000
2013-01-08,11623410000
2013-01-09,11627048000
2013-01-10,11587030000
2013-01-11,11561564000
2013-01-14,11739826000
2013-01-15,11670704000
2013-01-16,11623410000
2013-01-17,11648876000
2013-01-18,11779844000
2013-01-22,11812586000
2013-01-23,11743464000
2013-01-24,11547012000
2013-01-25,11583392000
2013-01-28,11623410000
2013-01-29,11852604000
2013-01-30,11743464000
2013-01-31,11878070000
2013-02-01,11954468000
2013-02-04,11899898000
2013-02-05,12132730000
2013-02-06,12103626000
2013-02-07,12085436000
2013-02-08,12121816000
2013-02-11,12121816000
2013-02-12,12165472000
2013-02-13,12198214000
2013-02-14,12267336000
2013-02-15,12358286000
2013-02-19,12343734000
2013-02-20,12263698000
2013-02-21,12009038000
2013-02-22,12049056000
2013-02-25,12009038000
2013-02-26,12001762000
2013-02-27,12067246000
2013-02-28,12071906000
2013-03-01,12159410000
2013-03-04,12221392000
2013-03-05,12374524000
2013-03-06,12316188000
2013-03-07,12418276000
2013-03-08,12392754000
2013-03-11,12378170000
2013-03-12,12356294000
2013-03-13,12440152000
2013-03-14,12487550000
2013-03-15,12392754000
2013-03-18,12319834000
2013-03-19,12363585999
2013-03-20,12538594000
2013-03-21,12454735999
2013-03-22,12556824000
2013-03-25,12524010000
2013-03-26,12702664000
2013-03-27,12673496000
2013-03-28,12782876000
2013-04-01,12881318000
2013-04-02,13078202000
2013-04-03,12928716000
2013-04-04,12983406000
2013-04-05,12720894000
2013-04-08,12782876000
2013-04-09,12841212000
2013-04-10,13052679999
2013-04-11,13158414000
2013-04-12,13176644000
2013-04-15,12884964000
2013-04-16,13001635999
2013-04-17,12990698000
2013-04-18,12881318000
2013-04-19,12906840000
2013-04-22,12965176000
2013-04-23,13143829999
2013-04-24,13140184000
2013-04-25,13227688000
2013-04-26,13078202000
2013-04-29,13172998000
2013-04-30,13275085999
2013-05-01,13234979999
2013-05-02,13453740000
2013-05-03,13625102000
2013-05-06,13530306000
2013-05-07,13519368000
2013-05-08,13555828000
2013-05-09,13643332000
2013-05-10,13760004000
2013-05-13,13683438000
2013-05-14,13927720000
2013-05-15,14091790000
2013-05-16,13832924000
2013-05-17,14044392000
2013-05-20,13920428000
2013-05-21,13927720000
2013-05-22,13847507999
2013-05-23,13836570000
2013-05-24,13803756000
2013-05-28,13949596000
2013-05-29,13792818000
2013-05-30,13767296000
2013-05-31,13600118999
2013-06-03,13654914000
2013-06-04,13552630000
2013-06-05,13391897999
2013-06-06,13413816000
2013-06-07,13570895000
2013-06-10,13545324000
2013-06-11,13421122000
2013-06-12,13355368000
2013-06-13,13556283000
2013-06-14,13567242000
2013-06-17,13822952000
2013-06-18,13808339999
2013-06-19,13647608000
2013-06-20,13421122000
2013-06-21,13578201000
2013-06-24,13603772000
2013-06-25,13746239000
2013-06-26,13877747000
2013-06-27,13369980000
2013-06-28,13337103000
2013-07-01,13391897999
2013-07-02,13494182000
2013-07-03,13574547999
2013-07-05,13738933000
2013-07-08,13896012000
2013-07-09,13936195000
2013-07-10,14056743999
2013-07-11,14206517000
2013-07-12,14392820000
2013-07-15,14254006000
2013-07-16,14268618000
2013-07-17,14319760000
2013-07-18,14378208000
2013-07-19,14374555000
2013-07-22,14392820000
2013-07-23,14319760000
2013-07-24,14327066000
2013-07-25,14334372000
2013-07-26,14345331000
2013-07-29,14345331000
2013-07-30,14202864000
2013-07-31,14407432000
2013-08-01,14772732000
2013-08-02,14893281000
2013-08-05,14798303000
2013-08-06,14801956000
2013-08-07,14732549000
2013-08-08,14703325000
2013-08-09,14758120000
2013-08-12,14743508000
2013-08-13,14725243000
2013-08-14,14619306000
2013-08-15,14443962000
2013-08-16,14363596000
2013-08-19,14378208000
2013-08-20,14443962000
2013-08-21,14312454000
2013-08-22,14411085000
2013-08-23,14359943000
2013-08-26,14294189000
2013-08-27,14053091000
2013-08-28,14078662000
2013-08-29,14096927000
2013-08-30,14129804000
2013-09-03,14074193000
2013-09-04,14172716000
2013-09-05,14212855000
2013-09-06,14293133000
2013-09-09,14428146000
2013-09-10,14592351000
2013-09-11,14774801000
2013-09-12,14698172000
2013-09-13,14716417000
2013-09-16,14833185000
2013-09-17,14858728000
2013-09-18,14931708000
2013-09-19,15001039000
2013-09-20,14957251000
2013-09-23,14840483000
2013-09-24,14855079000
2013-09-25,14811291000
2013-09-26,14887919999
2013-09-27,14723715000
2013-09-30,14829536000
2013-10-01,14588701999
2013-10-02,14574106000
2013-10-03,14420848000
2013-10-04,14431794999
2013-10-07,14471933999
2013-10-08,14435444000
2013-10-09,14384358000
2013-10-10,14665331000
2013-10-11,14866026000
2013-10-14,14924410000
2013-10-15,14858728000
2013-10-16,15022933000
2013-10-17,15106860000
2013-10-18,15190787000
2013-10-21,15420674000
2013-10-22,15588528000
2013-10-23,15566633999
2013-10-24,15635965000
2013-10-25,15690700000
2013-10-28,15789223000
2013-10-29,15789223000
2013-10-30,15435269999
2013-10-31,15424323000
2013-11-01,15322151000
2013-11-04,15325800000
2013-11-05,15292958999
2013-11-06,15292958999
2013-11-07,15249171000
2013-11-08,15402429000
2013-11-11,15336747000
2013-11-12,15398780000
2013-11-13,15606773000
2013-11-14,15734488000
2013-11-15,15811117000
2013-11-18,15847607000
2013-11-19,15905991000
2013-11-20,15803819000
2013-11-21,15920587000
2013-11-22,15873150000
2013-11-25,15873150000
