,GEN
2009-04-13,13349760000
2009-04-14,13080480000
2009-04-15,13439520000
2009-04-16,13920959999
2009-04-17,14092320000
2009-04-20,13684320000
2009-04-21,13912800000
2009-04-22,14157600000
2009-04-23,13969920000
2009-04-24,14443200000
2009-04-27,13765920000
2009-04-28,13847520000
2009-04-29,14116800000
2009-04-30,14076000000
2009-05-01,14532959999
2009-05-04,14475839999
2009-05-05,14394240000
2009-05-06,14353440000
2009-05-07,12231840000
2009-05-08,12142080000
2009-05-11,12501120000
2009-05-12,12354240000
2009-05-13,12182880000
2009-05-14,12158400000
2009-05-15,12093120000
2009-05-18,12280800000
2009-05-19,12599040000
2009-05-20,12313440000
2009-05-21,12133920000
2009-05-22,11579040000
2009-05-26,11774880000
2009-05-27,12076800000
2009-05-28,12395040000
2009-05-29,12754080000
2009-06-01,12794880000
2009-06-02,13064160000
2009-06-03,12868320000
2009-06-04,13031520000
2009-06-05,13096800000
2009-06-08,13178399999
2009-06-09,13488480000
2009-06-10,13423200000
2009-06-11,12958080000
2009-06-12,13455839999
2009-06-15,13153920000
2009-06-16,12835680000
2009-06-17,13007040000
2009-06-18,12803040000
2009-06-19,12958080000
2009-06-22,12297120000
2009-06-23,12346080000
2009-06-24,12623520000
2009-06-25,12925440000
2009-06-26,12982560000
2009-06-29,12786720000
2009-06-30,12713280000
2009-07-01,12691560000
2009-07-02,12748400000
2009-07-06,12610360000
2009-07-07,12529160000
2009-07-08,12342400000
2009-07-09,12456080000
2009-07-10,12659080000
2009-07-13,12634720000
2009-07-14,12910800000
2009-07-15,13495440000
2009-07-16,13308680000
2009-07-17,13324920000
2009-07-20,13544160000
2009-07-21,13568520000
2009-07-22,13690320000
2009-07-23,14177520000
2009-07-24,14104440000
2009-07-27,13998879999
2009-07-28,13966400000
2009-07-29,13998879999
2009-07-30,12001360000
2009-07-31,12123160000
2009-08-03,12383000000
2009-08-04,12642840000
2009-08-05,12318040000
2009-08-06,12399240000
2009-08-07,12594120000
2009-08-10,12480440000
2009-08-11,12196240000
2009-08-12,12447960000
2009-08-13,12626600000
2009-08-14,12383000000
2009-08-17,12001360000
2009-08-18,12253080000
2009-08-19,12358640000
2009-08-20,12464200000
2009-08-21,12618480000
2009-08-24,12537280000
2009-08-25,12537280000
2009-08-26,12529160000
2009-08-27,12561640000
2009-08-28,12374880000
2009-08-31,12277440000
2009-09-01,12115040000
2009-09-02,12180000000
2009-09-03,12374880000
2009-09-04,12707800000
2009-09-08,12740280000
2009-09-09,12797120000
2009-09-10,12935160000
2009-09-11,12967640000
2009-09-14,12853960000
2009-09-15,12724040000
2009-09-16,13000120000
2009-09-17,13016360000
2009-09-18,12707800000
2009-09-21,12772760000
2009-09-22,12618480000
2009-09-23,12586000000
2009-09-24,12415480000
2009-09-25,12691560000
2009-09-28,12967640000
2009-09-29,13008240000
2009-09-30,13373640000
2009-10-01,12846920000
2009-10-02,12927820000
2009-10-05,13130070000
2009-10-06,13267599999
2009-10-07,13397039999
2009-10-08,13299960000
2009-10-09,13453670000
2009-10-12,13291870000
2009-10-13,13672099999
2009-10-14,13639740000
2009-10-15,13518390000
2009-10-16,13453670000
2009-10-19,13583110000
2009-10-20,13291870000
2009-10-21,13583110000
2009-10-22,13672099999
2009-10-23,13477940000
2009-10-26,13299960000
2009-10-27,13073440000
2009-10-28,12725570000
2009-10-29,14351659999
2009-10-30,14222219999
2009-11-02,14060420000
2009-11-03,13955250000
2009-11-04,13939070000
2009-11-05,14117050000
2009-11-06,14092780000
2009-11-09,14327390000
2009-11-10,14278849999
2009-11-11,14230310000
2009-11-12,14028060000
2009-11-13,14117050000
2009-11-16,14400200000
2009-11-17,14416380000
2009-11-18,14537730000
2009-11-19,14456830000
2009-11-20,14335480000
2009-11-23,14570090000
2009-11-24,14513460000
2009-11-25,14578180000
2009-11-27,14311210000
2009-11-30,14359750000
2009-12-01,14570090000
2009-12-02,14562000000
2009-12-03,14529640000
2009-12-04,14464920000
2009-12-07,14286940000
2009-12-08,14044240000
2009-12-09,14278849999
2009-12-10,14295030000
2009-12-11,14246490000
2009-12-14,14343570000
2009-12-15,14278849999
2009-12-16,14335480000
2009-12-17,14100870000
2009-12-18,14246490000
2009-12-21,14424469999
2009-12-22,14327390000
2009-12-23,14367840000
2009-12-24,14586270000
2009-12-28,14626719999
2009-12-29,14586270000
2009-12-30,14683349999
2009-12-31,14473010000
2010-01-04,14646399999
2010-01-05,14566800000
2010-01-06,14614560000
2010-01-07,14582720000
2010-01-08,14622520000
2010-01-11,14614560000
2010-01-12,14702120000
2010-01-13,14877240000
2010-01-14,14948880000
2010-01-15,15004600000
2010-01-19,15235440000
2010-01-20,14893160000
2010-01-21,14829480000
2010-01-22,14558840000
2010-01-25,14702120000
2010-01-26,14694160000
2010-01-27,14813560000
2010-01-28,13858360000
2010-01-29,13492200000
2010-02-01,13794679999
2010-02-02,13794679999
2010-02-03,13738960000
2010-02-04,13476280000
2010-02-05,13643440000
2010-02-08,13539960000
2010-02-09,13579759999
2010-02-10,13603640000
2010-02-11,13715080000
2010-02-12,13396679999
2010-02-16,13603640000
2010-02-17,13484240000
2010-02-18,13627520000
2010-02-19,13667320000
2010-02-22,13436480000
2010-02-23,13245440000
2010-02-24,13149920000
2010-02-25,13165840000
2010-02-26,13173800000
2010-03-01,13277280000
2010-03-02,13189720000
2010-03-03,13261360000
2010-03-04,13317080000
2010-03-05,13508120000
2010-03-08,13452399999
2010-03-09,13691200000
2010-03-10,13890200000
2010-03-11,13834480000
2010-03-12,13906120000
2010-03-15,13834480000
2010-03-16,13754880000
2010-03-17,13627520000
2010-03-18,13898160000
2010-03-19,13683240000
2010-03-22,13667320000
2010-03-23,13571800000
2010-03-24,13508120000
2010-03-25,13555880000
2010-03-26,13404640000
2010-03-29,13492200000
2010-03-30,13571800000
2010-03-31,13476280000
2010-04-01,13348920000
2010-04-05,13396679999
2010-04-06,13317080000
2010-04-07,13285240000
2010-04-08,13277280000
2010-04-09,13595679999
2010-04-12,13659360000
2010-04-13,13301160000
2010-04-14,13603640000
2010-04-15,13516080000
2010-04-16,13277280000
2010-04-19,13380759999
2010-04-20,13587720000
2010-04-21,13619560000
2010-04-22,13707120000
2010-04-23,13858360000
2010-04-26,13595679999
2010-04-27,13492200000
2010-04-28,13818560000
2010-04-29,13643440000
2010-04-30,13348920000
2010-05-03,13245440000
2010-05-04,12911120000
2010-05-05,12935000000
2010-05-06,13157880000
2010-05-07,12433520000
2010-05-10,12903160000
2010-05-11,12966840000
2010-05-12,13197679999
2010-05-13,13030520000
2010-05-14,12831520000
2010-05-17,12958880000
2010-05-18,12696200000
2010-05-19,12441480000
2010-05-20,11748960000
2010-05-21,11709160000
2010-05-24,11486280000
2010-05-25,11406680000
2010-05-26,11255440000
2010-05-27,11637520000
2010-05-28,11279320000
2010-06-01,11016640000
2010-06-02,11366880000
2010-06-03,11621600000
2010-06-04,11080320000
2010-06-07,11064400000
2010-06-08,11183800000
2010-06-09,11080320000
2010-06-10,11486280000
2010-06-11,11677320000
2010-06-14,11486280000
2010-06-15,11947960000
2010-06-16,11995720000
2010-06-17,11971840000
2010-06-18,12067360000
2010-06-21,11908160000
2010-06-22,11685280000
2010-06-23,11741000000
2010-06-24,11478320000
2010-06-25,11478320000
2010-06-28,11470360000
2010-06-29,11088280000
2010-06-30,11048480000
2010-07-01,10846340000
2010-07-02,10932360000
2010-07-06,10971460000
2010-07-07,11307720000
2010-07-08,11339000000
2010-07-09,11260800000
2010-07-12,11511040000
2010-07-13,11714360000
2010-07-14,11698720000
2010-07-15,11667440000
2010-07-16,11409380000
2010-07-19,11651800000
2010-07-20,11745640000
2010-07-21,11409380000
2010-07-22,11878580000
2010-07-23,11878580000
2010-07-26,11800380000
2010-07-27,11722180000
2010-07-28,11471940000
2010-07-29,10189460000
2010-07-30,10142540000
2010-08-02,10298940000
2010-08-03,10134720000
2010-08-04,10228560000
2010-08-05,10236380000
2010-08-06,10197280000
2010-08-09,10197280000
2010-08-10,10087800000
2010-08-11,9814100000
2010-08-12,9704620000
2010-08-13,9649880000
2010-08-16,9688980000
2010-08-17,9954860000
2010-08-18,9845380000
2010-08-19,10455340000
2010-08-20,10791600000
2010-08-23,10580460000
2010-08-24,10682120000
2010-08-25,10807240000
2010-08-26,10682120000
2010-08-27,10924540000
2010-08-30,10705580000
2010-08-31,10658660000
2010-09-01,11010560000
2010-09-02,10924540000
2010-09-03,10932360000
2010-09-07,10924540000
2010-09-08,11401560000
2010-09-09,11432840000
2010-09-10,11620520000
2010-09-13,11737820000
2010-09-14,11730000000
2010-09-15,11722180000
2010-09-16,11683080000
2010-09-17,11714360000
2010-09-20,11800380000
2010-09-21,11776920000
2010-09-22,11659620000
2010-09-23,11659620000
2010-09-24,11839480000
2010-09-27,12058440000
2010-09-28,12160100000
2010-09-29,12207020000
2010-09-30,11831660000
2010-10-01,11858000000
2010-10-04,11565400000
2010-10-05,11765600000
2010-10-06,11496100000
2010-10-07,11573100000
2010-10-08,11557700000
2010-10-11,11680900000
2010-10-12,11850300000
2010-10-13,12012000000
2010-10-14,11981200000
2010-10-15,12112100000
2010-10-18,12019700000
2010-10-19,11942700000
2010-10-20,12004300000
2010-10-21,11981200000
2010-10-22,12089000000
2010-10-25,12150600000
2010-10-26,12235300000
2010-10-27,12166000000
2010-10-28,12666500000
2010-10-29,12466300000
2010-11-01,12612600000
2010-11-02,12851300000
2010-11-03,12597200000
2010-11-04,12758900000
2010-11-05,13251700000
2010-11-08,13521199999
2010-11-09,13521199999
2010-11-10,13605900000
2010-11-11,13143900000
2010-11-12,13267100000
2010-11-15,13151599999
2010-11-16,12866700000
2010-11-17,13036100000
2010-11-18,13197800000
2010-11-19,13267100000
2010-11-22,13128500000
2010-11-23,12882100000
2010-11-24,13244000000
2010-11-26,13082299999
2010-11-29,12843600000
2010-11-30,12936000000
2010-12-01,13197800000
2010-12-02,13282500000
2010-12-03,13159300000
2010-12-06,13097700000
2010-12-07,13043800000
2010-12-08,13105400000
2010-12-09,13059200000
2010-12-10,13244000000
2010-12-13,13190100000
2010-12-14,13290200000
2010-12-15,13205499999
2010-12-16,13297900000
2010-12-17,13043800000
2010-12-20,12859000000
2010-12-21,12859000000
2010-12-22,12866700000
2010-12-23,12720400000
2010-12-27,12912900000
2010-12-28,12920600000
2010-12-29,12943699999
2010-12-30,12912900000
2010-12-31,12889799999
2011-01-03,12955800000
2011-01-04,12955800000
2011-01-05,13303100000
2011-01-06,13355950000
2011-01-07,13250250000
2011-01-10,12872750000
2011-01-11,12902950000
2011-01-12,13310650000
2011-01-13,13129450000
2011-01-14,13227600000
2011-01-18,13756100000
2011-01-19,13567350000
2011-01-20,13446549999
2011-01-21,13476750000
2011-01-24,13522050000
2011-01-25,13461649999
2011-01-26,13439000000
2011-01-27,13522050000
2011-01-28,13182300000
2011-01-31,13295550000
2011-02-01,13582449999
2011-02-02,13522050000
2011-02-03,13552250000
2011-02-04,13710800000
2011-02-07,13786300000
2011-02-08,13959949999
2011-02-09,13869350000
2011-02-10,13967500000
2011-02-11,13922200000
2011-02-14,13907100000
2011-02-15,13990150000
2011-02-16,13839149999
2011-02-17,14065650000
2011-02-18,14027899999
2011-02-22,13537150000
2011-02-23,13363500000
2011-02-24,13454100000
2011-02-25,13703249999
2011-02-28,13612650000
2011-03-01,13152100000
2011-03-02,13182300000
2011-03-03,13559800000
2011-03-04,13378600000
2011-03-07,13499400000
2011-03-08,13612650000
2011-03-09,13937300000
2011-03-10,13605100000
2011-03-11,13680600000
2011-03-14,13635299999
2011-03-15,13257799999
2011-03-16,12880299999
2011-03-17,13016199999
2011-03-18,13038850000
2011-03-21,13340850000
2011-03-22,13310650000
2011-03-23,13371050000
2011-03-24,13657950000
2011-03-25,13673050000
2011-03-28,13567350000
2011-03-29,13748550000
2011-03-30,13627750000
2011-03-31,13997700000
2011-04-01,13937300000
2011-04-04,13861800000
2011-04-05,13846700000
2011-04-06,13876900000
2011-04-07,13786300000
2011-04-08,13748550000
2011-04-11,13907100000
2011-04-12,13778750000
2011-04-13,13839149999
2011-04-14,13922200000
2011-04-15,13982600000
2011-04-18,13741000000
2011-04-19,13688150000
2011-04-20,14299700000
2011-04-21,14367650000
2011-04-25,14473350000
2011-04-26,14601700000
2011-04-27,14896150000
2011-04-28,14858400000
2011-04-29,14835749999
2011-05-02,14760250000
2011-05-03,14798000000
2011-05-04,14752700000
2011-05-05,14533750000
2011-05-06,14662100000
2011-05-09,14646999999
2011-05-10,14767799999
2011-05-11,14654550000
2011-05-12,15417100000
2011-05-13,15145299999
2011-05-16,14873500000
2011-05-17,14850850000
2011-05-18,14858400000
2011-05-19,14775350000
2011-05-20,14669650000
2011-05-23,14345000000
2011-05-24,14277050000
2011-05-25,14292150000
2011-05-26,14579049999
2011-05-27,14511100000
2011-05-31,14760250000
2011-06-01,14360100000
2011-06-02,14194000000
2011-06-03,13975050000
2011-06-06,13922200000
2011-06-07,14141150000
2011-06-08,14239300000
2011-06-09,14231750000
2011-06-10,13967500000
2011-06-13,13929750000
2011-06-14,14088300000
2011-06-15,13990150000
2011-06-16,14058100000
2011-06-17,14005250000
2011-06-20,14194000000
2011-06-21,14412950000
2011-06-22,14239300000
2011-06-23,14292150000
2011-06-24,14156250000
2011-06-27,14375200000
2011-06-28,14722500000
2011-06-29,14745150000
2011-06-30,14888600000
2011-07-01,14773349999
2011-07-05,14721200000
2011-07-06,14743550000
2011-07-07,14795700000
2011-07-08,14698850000
2011-07-11,14423200000
2011-07-12,14326350000
2011-07-13,14356150000
2011-07-14,14132650000
2011-07-15,14132650000
2011-07-18,14058150000
2011-07-19,14497700000
2011-07-20,14073050000
2011-07-21,14177350000
2011-07-22,14199700000
2011-07-25,14222050000
2011-07-26,14207150000
2011-07-27,13722900000
2011-07-28,14520049999
2011-07-29,14199700000
2011-08-01,14184800000
2011-08-02,13789950000
2011-08-03,13611150000
2011-08-04,12754400000
2011-08-05,12739500000
2011-08-08,11920000000
2011-08-09,12597950000
2011-08-10,11912550000
2011-08-11,12434050000
2011-08-12,12508550000
2011-08-15,12665000000
2011-08-16,12620300000
2011-08-17,12501100000
2011-08-18,11778450000
2011-08-19,11487900000
2011-08-22,11659250000
2011-08-23,12069000000
2011-08-24,12203100000
2011-08-25,11882750000
2011-08-26,12203100000
2011-08-29,12545800000
2011-08-30,12642650000
2011-08-31,12776749999
2011-09-01,12620300000
2011-09-02,12188200000
2011-09-06,11979599999
2011-09-07,12448950000
2011-09-08,12277600000
2011-09-09,11957250000
2011-09-12,12106250000
2011-09-13,12165849999
2011-09-14,12545800000
2011-09-15,12933200000
2011-09-16,13067300000
2011-09-19,12962999999
2011-09-20,12925750000
2011-09-21,12687350000
2011-09-22,11957250000
2011-09-23,12195650000
2011-09-26,12553250000
2011-09-27,12776749999
2011-09-28,12560700000
2011-09-29,12583050000
2011-09-30,12143500000
2011-10-03,11553160000
2011-10-04,11861440000
2011-10-05,12162380000
2011-10-06,12566080000
2011-10-07,12551400000
2011-10-10,12933080000
2011-10-11,13057860000
2011-10-12,12918400000
2011-10-13,13050520000
2011-10-14,13204659999
2011-10-17,12933080000
2011-10-18,13314760000
2011-10-19,13204659999
2011-10-20,13167960000
2011-10-21,13520280000
2011-10-24,13674420000
2011-10-25,13615700000
2011-10-26,13571659999
2011-10-27,13021159999
2011-10-28,13204659999
2011-10-31,12485340000
2011-11-01,12059620000
2011-11-02,12111000000
2011-11-03,12500020000
2011-11-04,12463320000
2011-11-07,12566080000
2011-11-08,12859680000
2011-11-09,12162380000
2011-11-10,12257800000
2011-11-11,12566080000
2011-11-14,12433960000
2011-11-15,12617460000
2011-11-16,12235780000
2011-11-17,11868780000
2011-11-18,11883460000
2011-11-21,11611880000
2011-11-22,11626560000
2011-11-23,11406360000
2011-11-25,11252220000
2011-11-28,11795380000
2011-11-29,11450400000
2011-11-30,12000900000
2011-12-01,11920159999
2011-12-02,11817400000
2011-12-05,12125680000
2011-12-06,11883460000
2011-12-07,11905480000
2011-12-08,11516460000
2011-12-09,11883460000
2011-12-12,11626560000
2011-12-13,11494440000
2011-12-14,11296260000
2011-12-15,11274240000
2011-12-16,11347640000
2011-12-19,11222860000
2011-12-20,11472420000
2011-12-21,11120100000
2011-12-22,11421040000
2011-12-23,11589860000
2011-12-27,11633900000
2011-12-28,11465080000
2011-12-29,11523800000
2011-12-30,11487100000
2012-01-03,11298480000
2012-01-04,11277000000
2012-01-05,11312800000
2012-01-06,11298480000
2012-01-09,11219720000
2012-01-10,11391560000
2012-01-11,11627839999
2012-01-12,11513279999
2012-01-13,11370080000
2012-01-17,11656480000
2012-01-18,11849800000
2012-01-19,11878440000
2012-01-20,12021640000
2012-01-23,12021640000
2012-01-24,12078920000
2012-01-25,12222120000
2012-01-26,12086080000
2012-01-27,12229279999
2012-01-30,12193480000
2012-01-31,12308040000
2012-02-01,12494200000
2012-02-02,12479880000
2012-02-03,12615920000
2012-02-06,12551480000
2012-02-07,12615920000
2012-02-08,12709000000
2012-02-09,12902320000
2012-02-10,12730480000
2012-02-13,12837880000
2012-02-14,12830720000
2012-02-15,12845040000
2012-02-16,12995399999
2012-02-17,12852200000
2012-02-21,12845040000
2012-02-22,12802080000
2012-02-23,12823560000
2012-02-24,12802080000
2012-02-27,12816399999
2012-02-28,12830720000
2012-02-29,12773440000
2012-03-01,12809240000
2012-03-02,12701839999
2012-03-05,12537160000
2012-03-06,12243600000
2012-03-07,12365320000
2012-03-08,12580120000
2012-03-09,12694680000
2012-03-12,12744800000
2012-03-13,13016880000
2012-03-14,12787760000
2012-03-15,13024040000
2012-03-16,13009720000
2012-03-19,13117120000
2012-03-20,13102800000
2012-03-21,13009720000
2012-03-22,13031200000
2012-03-23,13031200000
2012-03-26,13367720000
2012-03-27,13303279999
2012-03-28,13138600000
2012-03-29,13174399999
2012-03-30,13389200000
2012-04-02,13460800000
2012-04-03,13253160000
2012-04-04,13031200000
2012-04-05,13109960000
2012-04-09,12866520000
2012-04-10,12572960000
2012-04-11,12866520000
2012-04-12,13095640000
2012-04-13,12945279999
2012-04-16,13016880000
2012-04-17,13181560000
2012-04-18,13002560000
2012-04-19,12959600000
2012-04-20,12988240000
2012-04-23,12938120000
2012-04-24,11463160000
2012-04-25,11663640000
2012-04-26,11792520000
2012-04-27,11799680000
2012-04-30,11842640000
2012-05-01,11778200000
2012-05-02,11763880000
2012-05-03,11620680000
2012-05-04,11327120000
2012-05-07,11413040000
2012-05-08,11319960000
2012-05-09,11327120000
2012-05-10,11119480000
2012-05-11,11062200000
2012-05-14,10911840000
2012-05-15,10990600000
2012-05-16,10761480000
2012-05-17,10625440000
2012-05-18,10553840000
2012-05-21,10747160000
2012-05-22,10740000000
2012-05-23,10768640000
2012-05-24,10704200000
2012-05-25,10797280000
2012-05-29,10854560000
2012-05-30,10603960000
2012-05-31,10625440000
2012-06-01,10288920000
2012-06-04,10331880000
2012-06-05,10424960000
2012-06-06,10575320000
2012-06-07,10360520000
2012-06-08,10432120000
2012-06-11,10253120000
2012-06-12,10432120000
2012-06-13,10238800000
2012-06-14,10424960000
2012-06-15,10568160000
2012-06-18,10582480000
2012-06-19,10689880000
2012-06-20,10761480000
2012-06-21,10339040000
2012-06-22,10346200000
2012-06-25,10045480000
2012-06-26,10074120000
2012-06-27,10145720000
2012-06-28,9945240000
2012-06-29,10460760000
2012-07-02,10179000000
2012-07-03,10389600000
2012-07-05,10333440000
2012-07-06,9912240000
2012-07-09,9771840000
2012-07-10,9701640000
2012-07-11,9631440000
2012-07-12,9322560000
2012-07-13,9448920000
2012-07-16,9350640000
2012-07-17,9441900000
2012-07-18,9533160000
2012-07-19,9715680000
2012-07-20,9533160000
2012-07-23,9413820000
2012-07-24,9252360000
2012-07-25,10501920000
2012-07-26,10782720000
2012-07-27,11182860000
2012-07-30,10859940000
2012-07-31,11056500000
2012-08-01,11239020000
2012-08-02,11449620000
2012-08-03,11793600000
2012-08-06,11842740000
2012-08-07,12046320000
2012-08-08,12004200000
2012-08-09,11934000000
2012-08-10,12130560000
2012-08-13,12088440000
2012-08-14,12060360000
2012-08-15,12404340000
2012-08-16,12628979999
2012-08-17,12643020000
2012-08-20,12544740000
2012-08-21,12628979999
2012-08-22,12516659999
2012-08-23,12467520000
2012-08-24,12446460000
2012-08-27,12376260000
2012-08-28,12460500000
2012-08-29,12516659999
2012-08-30,12404340000
2012-08-31,12516659999
2012-09-04,12551760000
2012-09-05,12586860000
2012-09-06,13302900000
2012-09-07,13281840000
2012-09-10,13309920000
2012-09-11,13338000000
2012-09-12,13380120000
2012-09-13,13478400000
2012-09-14,13436280000
2012-09-17,13415220000
2012-09-18,13338000000
2012-09-19,13295880000
2012-09-20,13267799999
2012-09-21,13008060000
2012-09-24,12804479999
2012-09-25,12692159999
2012-09-26,12685140000
2012-09-27,12783420000
2012-09-28,12621960000
2012-10-01,12321540000
2012-10-02,12432420000
2012-10-03,12411630000
2012-10-04,12480930000
2012-10-05,12494790000
2012-10-08,12307680000
2012-10-09,12245310000
2012-10-10,12252240000
2012-10-11,12439350000
2012-10-12,12390840000
2012-10-15,12446280000
2012-10-16,12695760000
2012-10-17,12376980000
2012-10-18,12314610000
2012-10-19,12078990000
2012-10-22,12009689999
2012-10-23,12037410000
2012-10-24,12044340000
2012-10-25,12848220000
2012-10-26,12744270000
2012-10-31,12605670000
2012-11-01,12966030000
2012-11-02,13028400000
2012-11-05,12966030000
2012-11-06,13063050000
2012-11-07,12619530000
2012-11-08,12439350000
2012-11-09,12453210000
2012-11-12,12446280000
2012-11-13,12328470000
2012-11-14,12148290000
2012-11-15,12169080000
2012-11-16,12453210000
2012-11-19,12605670000
2012-11-20,12487860000
2012-11-21,12619530000
2012-11-23,12799710000
2012-11-26,12681900000
2012-11-27,12487860000
2012-11-28,12633390000
2012-11-29,12903660000
2012-11-30,13000680000
2012-12-03,12889800000
2012-12-04,12931380000
2012-12-05,13076910000
2012-12-06,13063050000
2012-12-07,13132350000
2012-12-10,12972960000
2012-12-11,13229370000
2012-12-12,12993750000
2012-12-13,12848220000
2012-12-14,12945240000
2012-12-17,12834360000
2012-12-18,13021470000
2012-12-19,12896730000
2012-12-20,12917520000
2012-12-21,12848220000
2012-12-24,12765060000
2012-12-26,12688830000
2012-12-27,12626460000
2012-12-28,12584880000
2012-12-31,13042260000
2013-01-02,13513500000
2013-01-03,13451130000
2013-01-04,13596660000
2013-01-07,13617449999
2013-01-08,13458060000
2013-01-09,13527360000
2013-01-10,13818420000
2013-01-11,13818420000
2013-01-14,13797630000
2013-01-15,14449050000
2013-01-16,14352030000
2013-01-17,14449050000
2013-01-18,14331240000
2013-01-22,14455980000
2013-01-23,14871780000
2013-01-24,15045030000
2013-01-25,15336090000
2013-01-28,15169770000
2013-01-29,15183630000
2013-01-30,15232140000
2013-01-31,15086610000
2013-02-01,15329160000
2013-02-04,15003449999
2013-02-05,15356880000
2013-02-06,15440040000
2013-02-07,15412319999
2013-02-08,15654870000
2013-02-11,15689520000
2013-02-12,15731100000
2013-02-13,15675660000
2013-02-14,15710310000
2013-02-15,15613290000
2013-02-19,15661800000
2013-02-20,15634080000
2013-02-21,15460830000
2013-02-22,15890490000
2013-02-25,15543990000
2013-02-26,15564780000
2013-02-27,16098390000
2013-02-28,16243920000
2013-03-01,16410240000
2013-03-04,16604280000
2013-03-05,16770600000
2013-03-06,16992360000
2013-03-07,17096310000
2013-03-08,17027010000
2013-03-11,16964640000
2013-03-12,16943850000
2013-03-13,17006220000
2013-03-14,17137890000
2013-03-15,17013150000
2013-03-18,16985430000
2013-03-19,16784460000
2013-03-20,16992360000
2013-03-21,16909199999
2013-03-22,17068590000
2013-03-25,17020080000
2013-03-26,17027010000
2013-03-27,16999290000
2013-03-28,17103240000
2013-04-01,17048620000
2013-04-02,17188020000
2013-04-03,17041650000
2013-04-04,17076500000
2013-04-05,16930130000
2013-04-08,16902250000
2013-04-09,16874370000
2013-04-10,17041650000
2013-04-11,16937100000
2013-04-12,16902250000
2013-04-15,16693150000
2013-04-16,16832549999
2013-04-17,16574660000
2013-04-18,16421320000
2013-04-19,16414350000
2013-04-22,16497990000
2013-04-23,16839520000
2013-04-24,16985890000
2013-04-25,17041650000
2013-04-26,17020740000
2013-04-29,17139230000
2013-04-30,16937100000
2013-05-01,16971950000
2013-05-02,17118320000
2013-05-03,17313480000
2013-05-06,17390150000
2013-05-07,17494700000
2013-05-08,17069529999
2013-05-09,16985890000
2013-05-10,16971950000
2013-05-13,16881340000
2013-05-14,17090440000
2013-05-15,17188020000
2013-05-16,16937100000
2013-05-17,16937100000
2013-05-20,16832549999
2013-05-21,16748910000
2013-05-22,16463140000
2013-05-23,16072820000
2013-05-24,15926450000
2013-05-28,15961299999
2013-05-29,15947360000
2013-05-30,15996150000
2013-05-31,15605830000
2013-06-03,15612799999
2013-06-04,15264299999
2013-06-05,15069140000
2013-06-06,15229450000
2013-06-07,15466430000
2013-06-10,15508250000
2013-06-11,15340970000
2013-06-12,15459460000
2013-06-13,15675529999
2013-06-14,15584920000
2013-06-17,15564009999
2013-06-18,15842810000
2013-06-19,15821900000
2013-06-20,15605830000
2013-06-21,15494310000
2013-06-24,15340970000
2013-06-25,15403700000
2013-06-26,15696440000
2013-06-27,15682500000
2013-06-28,15668560000
2013-07-01,15713520000
2013-07-02,15685560000
2013-07-03,15629640000
2013-07-05,16090980000
2013-07-08,15930210000
2013-07-09,15972150000
2013-07-10,16146900000
2013-07-11,16531349999
2013-07-12,16657169999
2013-07-15,16720080000
2013-07-16,16755030000
2013-07-17,16936770000
2013-07-18,16978710000
2013-07-19,16776000000
2013-07-22,16789980000
2013-07-23,16720080000
2013-07-24,16859880000
2013-07-25,16950750000
2013-07-26,16964730000
2013-07-29,16824930000
2013-07-30,17020650000
2013-07-31,18649320000
2013-08-01,18663300000
2013-08-02,18537480000
2013-08-05,18635340000
2013-08-06,18635340000
2013-08-07,18691260000
2013-08-08,18747180000
2013-08-09,18747180000
2013-08-12,18824070000
2013-08-13,18845040000
2013-08-14,18719220000
2013-08-15,18481560000
2013-08-16,18341760000
2013-08-19,18306810000
2013-08-20,18355740000
2013-08-21,18201960000
2013-08-22,18411660000
2013-08-23,18404670000
2013-08-26,18194970000
2013-08-27,17796540000
2013-08-28,17957310000
2013-08-29,18208950000
2013-08-30,17901390000
2013-09-03,18229920000
2013-09-04,17698680000
2013-09-05,17789550000
2013-09-06,17719650000
2013-09-09,17747610000
2013-09-10,17635770000
2013-09-11,17656740000
2013-09-12,17454030000
2013-09-13,17523930000
2013-09-16,17740620000
2013-09-17,17684700000
2013-09-18,17726640000
2013-09-19,17621790000
2013-09-20,17572860000
2013-09-23,17293260000
2013-09-24,17258310000
2013-09-25,17370150000
2013-09-26,17516940000
2013-09-27,17286270000
2013-09-30,17300250000
2013-10-01,17156399999
2013-10-02,17065920000
2013-10-03,16891920000
2013-10-04,17288640000
2013-10-07,17274720000
2013-10-08,17219040000
2013-10-09,17170320000
2013-10-10,17219040000
2013-10-11,17455680000
2013-10-14,17525280000
2013-10-15,17372160000
2013-10-16,17490480000
2013-10-17,17462640000
2013-10-18,17671440000
2013-10-21,17685360000
2013-10-22,17546160000
2013-10-23,17135520000
2013-10-24,14957039999
2013-10-25,15332880000
2013-10-28,15339840000
2013-10-29,15402480000
2013-10-30,15778320000
2013-10-31,15840960000
2013-11-01,15847920000
2013-11-04,15945360000
2013-11-05,15785280000
2013-11-06,16098480000
2013-11-07,15889679999
2013-11-08,16119360000
2013-11-11,16154160000
2013-11-12,16042800000
2013-11-13,16126320000
2013-11-14,16349039999
2013-11-15,16411679999
2013-11-18,16460399999
2013-11-19,16397760000
2013-11-20,16272480000
2013-11-21,16390800000
2013-11-22,16244640000
2013-11-25,16077600000
