,AYI
2016-01-07,9737040000
2016-01-08,9373380000
2016-01-11,8975355000
2016-01-12,9096285000
2016-01-13,8681295000
2016-01-14,9004500000
2016-01-15,8833110000
2016-01-19,8983185000
2016-01-20,8797440000
2016-01-21,8553405000
2016-01-22,8681295000
2016-01-25,8368530000
2016-01-26,8470320000
2016-01-27,8451180000
2016-01-28,8255430000
2016-01-29,8805705000
2016-02-01,8706960000
2016-02-02,8547750000
2016-02-03,8454660000
2016-02-04,8502945000
2016-02-05,8019225000
2016-02-08,7709070000
2016-02-09,7830435000
2016-02-10,7963110000
2016-02-11,7618155000
2016-02-12,7816080000
2016-02-16,8086214999
2016-02-17,8475540000
2016-02-18,8451615000
2016-02-19,8311110000
2016-02-22,8592120000
2016-02-23,8579070000
2016-02-24,8558625000
2016-02-25,8894445000
2016-02-26,9080190000
2016-02-29,9110205000
2016-03-01,9441675000
2016-03-02,9585660000
2016-03-03,9662655000
2016-03-04,9583050000
2016-03-07,9365115000
2016-03-08,9314655000
2016-03-09,9320745000
2016-03-10,9245055000
2016-03-11,9380775000
2016-03-14,9392955000
2016-03-15,9486915000
2016-03-16,9696585000
2016-03-17,9770970000
2016-03-18,9580440000
2016-03-21,9615240000
2016-03-22,9602625000
2016-03-23,9474300000
2016-03-24,9348585000
2016-03-28,9375120000
2016-03-29,9499095000
2016-03-30,9411225000
2016-03-31,9489090000
2016-04-01,9715290000
2016-04-04,9577395000
2016-04-05,9787500000
2016-04-06,11085975000
2016-04-07,10801050000
2016-04-08,10880220000
2016-04-11,10795395000
2016-04-12,10867605000
2016-04-13,11161664999
2016-04-14,11089455000
2016-04-15,11166015000
2016-04-18,11235179999
2016-04-19,11289990000
2016-04-20,11204295000
2016-04-21,11118600000
2016-04-22,11137304999
2016-04-25,11001150000
2016-04-26,11156880000
2016-04-27,11078145000
2016-04-28,10712745000
2016-04-29,10609215000
2016-05-02,10665765000
2016-05-03,10540050000
2016-05-04,10534830000
2016-05-05,10611825000
2016-05-06,10679685000
2016-05-09,10823235000
2016-05-10,10977660000
2016-05-11,10958955000
2016-05-12,10964175000
2016-05-13,10759290000
2016-05-16,10941120000
2016-05-17,10771470000
2016-05-18,10804095000
2016-05-19,10696650000
2016-05-20,10911540000
2016-05-23,10915890000
2016-05-24,11143830000
2016-05-25,11127300000
2016-05-26,11098155000
2016-05-27,11145135000
2016-05-31,11320048000
2016-06-01,11149618000
2016-06-02,11166661000
2016-06-03,11129953000
2016-06-06,11014585000
2016-06-07,11280718000
2016-06-08,11337965000
2016-06-09,11292079999
2016-06-10,10994483000
2016-06-13,10970011000
2016-06-14,10796959000
2016-06-15,10901839000
2016-06-16,10812691000
2016-06-17,10688146000
2016-06-20,10891351000
2016-06-21,10934177000
2016-06-22,10921067000
2016-06-23,11138693000
2016-06-24,10779479000
2016-06-27,10178604000
2016-06-28,10691642000
2016-06-29,10776857000
2016-06-30,10835852000
2016-07-01,10935925000
2016-07-05,10793463000
2016-07-06,10979188000
2016-07-07,11083631000
2016-07-08,11563894000
2016-07-11,11712474000
2016-07-12,11702423000
2016-07-13,11412692000
2016-07-14,11592735999
2016-07-15,11598854000
2016-07-18,11523253000
2016-07-19,11654790000
2016-07-20,11703734000
2016-07-21,11580063000
2016-07-22,11578752000
2016-07-25,11457703000
2016-07-26,11485234000
2016-07-27,11427987000
2016-07-28,11521504999
2016-07-29,11468191000
2016-08-01,11453332999
2016-08-02,11362874000
2016-08-03,11558650000
2016-08-04,11525875000
2016-08-05,11698053000
2016-08-08,11771032000
2016-08-09,11800748000
2016-08-10,11923107999
2016-08-11,12023618000
2016-08-12,11977296000
2016-08-15,12061200000
2016-08-16,12046342000
2016-08-17,12029735999
2016-08-18,12139423000
2016-08-19,12129372000
2016-08-22,12128498000
2016-08-23,12198854999
2016-08-24,12031921000
2016-08-25,11961127000
2016-08-26,11932722000
2016-08-29,12007449000
2016-08-30,12110144000
2016-08-31,12050256000
2016-09-01,12004704000
2016-09-02,12001200000
2016-09-06,11917980000
2016-09-07,11847900000
2016-09-08,11861040000
2016-09-09,11449319999
2016-09-12,11476476000
2016-09-13,11362596000
2016-09-14,11329746000
2016-09-15,11578091999
2016-09-16,11396760000
2016-09-19,11507574000
2016-09-20,11106804000
2016-09-21,11340696000
2016-09-22,11429610000
2016-09-23,11377050000
2016-09-26,11313978000
2016-09-27,11478666000
2016-09-28,11512391999
2016-09-29,11405958000
2016-09-30,11589480000
2016-10-03,11542176000
2016-10-04,11169000000
2016-10-05,10642962000
2016-10-06,10685886000
2016-10-07,10544412000
2016-10-10,10678002000
2016-10-11,10515942000
2016-10-12,10715670000
2016-10-13,10718298000
2016-10-14,10863276000
2016-10-17,10606170000
2016-10-18,10795824000
2016-10-19,10646028000
2016-10-20,10606170000
2016-10-21,10504554000
2016-10-24,10501488000
2016-10-25,10244382000
2016-10-26,10132692000
2016-10-27,9891792000
2016-10-28,9771780000
2016-10-31,9792366000
2016-11-01,9662280000
2016-11-02,9520806000
2016-11-03,9602274000
2016-11-04,9912816000
2016-11-07,9927270000
2016-11-08,10122618000
2016-11-09,10584270000
2016-11-10,11166372000
2016-11-11,11105928000
2016-11-14,11220684000
2016-11-15,11328869999
2016-11-16,11236013999
2016-11-17,11025774000
2016-11-18,10904448000
2016-11-21,11017890000
2016-11-22,11108994000
2016-11-23,11159364000
2016-11-25,11279813999
2016-11-28,10984164000
2016-11-29,11044608000
2016-11-30,11011758000
2016-12-01,11013948000
2016-12-02,10949562000
2016-12-05,11051616000
2016-12-06,11031030000
2016-12-07,11136588000
2016-12-08,10808526000
2016-12-09,10898754000
2016-12-12,10876416000
2016-12-13,10921092000
2016-12-14,10692018000
2016-12-15,10679754000
2016-12-16,10869408000
2016-12-19,10755966000
2016-12-20,10149336000
2016-12-21,10088892000
2016-12-22,10174740000
2016-12-23,10289496000
2016-12-27,10318842000
2016-12-28,10109040000
2016-12-29,10196202000
2016-12-30,10111668000
2017-01-03,10257522000
2017-01-04,10508934000
2017-01-05,10453746000
2017-01-06,10396368000
2017-01-09,8869938000
2017-01-10,9151572000
2017-01-11,9212016000
2017-01-12,9416124000
2017-01-13,9424884000
2017-01-17,9230850000
2017-01-18,9035064000
2017-01-19,9042510000
2017-01-20,9104268000
2017-01-23,9082806000
2017-01-24,9149820000
2017-01-25,9229536000
2017-01-26,9286476000
2017-01-27,8994768000
2017-01-30,8972430000
2017-01-31,9076674000
2017-02-01,9027618000
2017-02-02,9025866000
2017-02-03,9038130000
2017-02-06,9059592000
2017-02-07,9053022000
2017-02-08,9160332000
2017-02-09,9293046000
2017-02-10,9292608000
2017-02-13,9397290000
2017-02-14,9283410000
2017-02-15,9481824000
2017-02-16,9569862000
2017-02-17,9648702000
2017-02-21,9777474000
2017-02-22,9527814000
2017-02-23,9616290000
2017-02-24,9554094000
2017-02-27,9628992000
2017-02-28,9107030000
2017-03-01,9172542000
2017-03-02,9223831000
2017-03-03,9032467000
2017-03-06,8831621000
2017-03-07,8853171000
2017-03-08,8916097000
2017-03-09,8974713000
2017-03-10,9119529000
2017-03-13,9059620000
2017-03-14,8867825000
2017-03-15,8936785000
2017-03-16,9026433000
2017-03-17,8979454000
2017-03-20,8888513000
2017-03-21,8760075000
2017-03-22,8839810000
2017-03-23,8720854000
2017-03-24,8620000000
2017-03-27,8559229000
2017-03-28,8721285000
2017-03-29,8933337000
2017-03-30,8902736000
2017-03-31,8792400000
2017-04-03,8794986000
2017-04-04,7496383000
2017-04-05,7344240000
2017-04-06,7437767000
2017-04-07,7461472000
2017-04-10,7603271000
2017-04-11,7658008000
2017-04-12,7533880000
2017-04-13,7444232000
2017-04-17,7545517000
2017-04-18,7529569999
2017-04-19,7508882000
2017-04-20,7645508999
2017-04-21,7656715000
2017-04-24,7667921000
2017-04-25,7599392000
2017-04-26,7607150000
2017-04-27,7622235000
2017-04-28,7589910000
2017-05-01,7589048000
2017-05-02,7699383999
2017-05-03,7642061000
2017-05-04,7749811000
2017-05-05,7982119999
2017-05-08,8054958999
2017-05-09,8248047000
2017-05-10,8300198000
2017-05-11,8127798000
2017-05-12,7474833000
2017-05-15,7575687000
2017-05-16,7443369999
2017-05-17,7303294999
2017-05-18,7288641000
2017-05-19,7294244000
2017-05-22,7333033999
2017-05-23,7315363000
2017-05-24,7234335000
2017-05-25,7167961000
2017-05-26,7105897000
2017-05-30,7015818000
2017-05-31,6825929000
2017-06-01,6996881000
2017-06-02,7028725000
2017-06-05,7045904000
2017-06-06,7212247000
2017-06-07,7249119000
2017-06-08,7258337000
2017-06-09,7423842000
2017-06-12,7670214000
2017-06-13,7510575000
2017-06-14,7567978000
2017-06-15,7490044000
2017-06-16,7394931000
2017-06-19,7471608000
2017-06-20,7379009000
2017-06-21,7322025000
2017-06-22,7406244000
2017-06-23,7422585000
2017-06-26,7397864000
2017-06-27,7346327000
2017-06-28,7530687000
2017-06-29,8317988000
2017-06-30,8517432000
2017-07-03,8508633000
2017-07-05,8416872000
2017-07-06,8338938000
2017-07-07,8318407000
2017-07-10,8314217000
2017-07-11,8355279000
2017-07-12,8303742000
2017-07-13,8522040999
2017-07-14,8576930000
2017-07-17,8463381000
2017-07-18,8453325000
2017-07-19,8553885000
2017-07-20,8526650000
2017-07-21,8600394000
2017-07-24,8659892000
2017-07-25,8641875000
2017-07-26,8503605000
2017-07-27,8519108000
2017-07-28,8552209000
2017-07-31,8491035000
2017-08-01,8419805000
2017-08-02,8413939000
2017-08-03,8380000000
2017-08-04,8374553000
2017-08-07,8286144000
2017-08-08,8234188000
2017-08-09,8123572000
2017-08-10,7754852000
2017-08-11,7780411000
2017-08-14,7822311000
2017-08-15,7631665999
2017-08-16,7683622000
2017-08-17,7590185000
2017-08-18,7472027000
2017-08-21,7404568000
2017-08-22,7583900000
2017-08-23,7369790999
2017-08-24,7353031000
2017-08-25,7405825000
2017-08-28,7323701000
2017-08-29,7290181000
2017-08-30,7307360000
2017-08-31,7407501000
2017-09-01,7414624000
2017-09-05,7397864000
2017-09-06,7537810000
2017-09-07,7513508000
2017-09-08,7531525000
2017-09-11,7539905000
2017-09-12,7649264000
2017-09-13,7564207000
2017-09-14,7457781000
2017-09-15,7143950000
2017-09-18,7032077000
2017-09-19,6605954000
2017-09-20,6729140000
2017-09-21,6763497999
2017-09-22,6871181000
2017-09-25,6947439000
2017-09-26,6914757000
2017-09-27,7067692000
2017-09-28,7044647000
2017-09-29,7176632000
2017-10-02,7126352000
2017-10-03,7108754000
2017-10-04,7472027000
2017-10-05,7361411000
2017-10-06,7298980000
2017-10-09,7171185000
2017-10-10,7072301000
2017-10-11,6916014000
2017-10-12,6931936000
2017-10-13,6810007000
2017-10-16,6908890999
2017-10-17,6856515999
2017-10-18,6794922999
2017-10-19,6743386000
2017-10-20,6741710000
2017-10-23,6701905000
2017-10-24,6662100000
2017-10-25,6552740999
2017-10-26,6670899000
2017-10-27,6649111000
2017-10-30,6933612000
2017-10-31,7005680000
2017-11-01,6943668000
2017-11-02,6755537000
2017-11-03,6790733000
2017-11-06,6958333000
2017-11-07,6705257000
2017-11-08,6631513000
2017-11-09,6707352000
2017-11-10,6711542000
2017-11-13,6851907000
2017-11-14,6884589000
2017-11-15,6843946000
2017-11-16,6886684000
2017-11-17,6780258000
2017-11-20,6795342000
2017-11-21,6807493000
2017-11-22,6766431000
2017-11-24,6619781000
2017-11-27,6697715000
2017-11-28,7040876000
2017-11-29,7141855000
2017-11-30,7096787999
2017-12-01,6914214000
2017-12-04,7128252000
2017-12-05,7050420000
2017-12-06,6791670000
2017-12-07,6845490000
2017-12-08,7106310000
2017-12-11,7187868000
2017-12-12,7213122000
2017-12-13,6932016000
2017-12-14,6687342000
2017-12-15,6865362000
2017-12-18,7071120000
2017-12-19,7115004000
2017-12-20,7069878000
2017-12-21,7137774000
2017-12-22,7128252000
2017-12-26,7289712000
2017-12-27,7337322000
2017-12-28,7362576000
2017-12-29,7286400000
2018-01-02,7444134000
2018-01-03,7354295999
2018-01-04,7476840000
2018-01-05,7673904000
2018-01-08,7689222000
2018-01-09,6539130000
2018-01-10,6582186000
2018-01-11,6617790000
2018-01-12,6571836000
2018-01-16,6648426000
2018-01-17,6781320000
2018-01-18,6685686000
2018-01-19,6754410000
2018-01-22,6859980000
2018-01-23,6902208000
2018-01-24,6909245999
2018-01-25,6916698000
2018-01-26,6972587999
2018-01-29,6772212000
2018-01-30,6555276000
2018-01-31,6393816000
2018-02-01,6361524000
2018-02-02,6207930000
2018-02-05,6012108000
2018-02-06,6164874000
2018-02-07,6130098000
2018-02-08,6019974000
2018-02-09,6087870000
2018-02-12,6230286000
2018-02-13,6163218000
2018-02-14,6279137999
2018-02-15,6354486000
2018-02-16,6257195999
2018-02-20,6160734000
2018-02-21,6109812000
2018-02-22,6056820000
2018-02-23,6067584000
2018-02-26,6147486000
2018-02-27,6025770000
2018-02-28,5760232000
2018-03-01,5930316000
2018-03-02,5937588000
2018-03-05,6053536000
2018-03-06,6229680000
2018-03-07,5930720000
2018-03-08,6131104000
2018-03-09,6168676000
2018-03-12,6092724000
2018-03-13,6104036000
2018-03-14,6014348000
2018-03-15,6053536000
2018-03-16,6065252000
2018-03-19,6034144000
2018-03-20,5927892000
2018-03-21,5940416000
2018-03-22,5440264000
2018-03-23,5348960000
2018-03-26,5561867999
2018-03-27,5492380000
2018-03-28,5535204000
2018-03-29,5623276000
2018-04-02,5521467999
2018-04-03,5445112000
2018-04-04,5230992000
2018-04-05,5381684000
2018-04-06,5325932000
2018-04-09,5230184000
2018-04-10,5258867999
2018-04-11,5248364000
2018-04-12,5299672000
2018-04-13,5284320000
2018-04-16,5273008000
2018-04-17,5334012000
2018-04-18,5302904000
2018-04-19,5203116000
2018-04-20,5168372000
2018-04-23,5204328000
2018-04-24,5102520000
2018-04-25,5122720000
2018-04-26,5037072000
2018-04-27,4955464000
2018-04-30,4838708000
2018-05-01,4600348000
2018-05-02,4566008000
2018-05-03,4499348000
2018-05-04,4529648000
2018-05-07,4452888000
2018-05-08,4556312000
2018-05-09,4601560000
2018-05-10,4586208000
2018-05-11,4619336000
2018-05-14,4672260000
2018-05-15,4681552000
2018-05-16,4727608000
2018-05-17,4797096000
2018-05-18,4773664000
2018-05-21,4871836000
2018-05-22,4815680000
2018-05-23,4771240000
2018-05-24,4812448000
2018-05-25,4831840000
2018-05-29,4804772000
2018-05-30,4909408000
2018-05-31,4730000000
2018-06-01,4743600000
2018-06-04,4718000000
2018-06-05,4766000000
2018-06-06,4859200000
2018-06-07,4860000000
2018-06-08,4873600000
2018-06-11,4764400000
2018-06-12,4944000000
2018-06-13,4944400000
2018-06-14,4830800000
2018-06-15,4888400000
2018-06-18,4924400000
2018-06-19,4817200000
2018-06-20,4799200000
2018-06-21,4718400000
2018-06-22,4856400000
2018-06-25,4804400000
2018-06-26,4811200000
2018-06-27,4794000000
2018-06-28,4615600000
2018-06-29,4634800000
2018-07-02,4684800000
2018-07-03,5282000000
2018-07-05,5044000000
2018-07-06,5138800000
2018-07-09,5114000000
2018-07-10,5226000000
2018-07-11,5306400000
2018-07-12,5294400000
2018-07-13,5378400000
2018-07-16,5293200000
2018-07-17,5236400000
2018-07-18,5274000000
2018-07-19,5345599999
2018-07-20,5211600000
2018-07-23,5210800000
2018-07-24,5237200000
2018-07-25,5324000000
2018-07-26,5356000000
2018-07-27,5373600000
2018-07-30,5443600000
2018-07-31,5561200000
2018-08-01,5426799999
2018-08-02,5430800000
2018-08-03,5459200000
2018-08-06,5526400000
2018-08-07,5475599999
2018-08-08,5366400000
2018-08-09,5406799999
2018-08-10,5428400000
2018-08-13,5434800000
2018-08-14,5500000000
2018-08-15,5602800000
2018-08-16,5694000000
2018-08-17,5747600000
2018-08-20,5803600000
2018-08-21,5924000000
2018-08-22,5935599999
2018-08-23,5903200000
2018-08-24,5961200000
2018-08-27,6140000000
2018-08-28,6075599999
2018-08-29,6120000000
2018-08-30,6060000000
2018-08-31,6113600000
2018-09-04,6028800000
2018-09-05,6077200000
2018-09-06,6018400000
2018-09-07,6256400000
2018-09-10,6198000000
2018-09-11,6328400000
2018-09-12,6204400000
2018-09-13,6324800000
2018-09-14,6364000000
2018-09-17,6328800000
2018-09-18,6395599999
2018-09-19,6305200000
2018-09-20,6445200000
2018-09-21,6602400000
2018-09-24,6512800000
2018-09-25,6465200000
2018-09-26,6376400000
2018-09-27,6341600000
2018-09-28,6288000000
2018-10-01,6207200000
2018-10-02,6219200000
2018-10-03,5400400000
2018-10-04,5418400000
2018-10-05,5239600000
2018-10-08,5162000000
2018-10-09,5042000000
2018-10-10,4850400000
2018-10-11,4777600000
2018-10-12,4910800000
2018-10-15,4920000000
2018-10-16,5069600000
2018-10-17,5066400000
2018-10-18,5027600000
2018-10-19,4957600000
2018-10-22,4897600000
2018-10-23,4840400000
2018-10-24,4654400000
2018-10-25,4771600000
2018-10-26,4739200000
2018-10-29,4770000000
2018-10-30,4977600000
2018-10-31,5025600000
2018-11-01,5260400000
2018-11-02,5240400000
2018-11-05,5217200000
2018-11-06,5306400000
2018-11-07,5174800000
2018-11-08,5094000000
2018-11-09,5077600000
2018-11-12,4992800000
2018-11-13,4982000000
2018-11-14,4962800000
2018-11-15,4958800000
2018-11-16,5036400000
2018-11-19,4951200000
2018-11-20,4844800000
2018-11-21,4953600000
2018-11-23,4906400000
2018-11-26,5072800000
2018-11-27,5065200000
2018-11-28,5143200000
2018-11-29,5162400000
2018-11-30,5135790000
2018-12-03,5091945000
2018-12-04,4740000000
2018-12-06,4757380000
2018-12-07,4657050000
2018-12-10,4595430000
2018-12-11,4570545000
2018-12-12,4604515000
2018-12-13,4611625000
2018-12-14,4674825000
2018-12-17,4572915000
2018-12-18,4619525000
2018-12-19,4380155000
2018-12-20,4311425000
2018-12-21,4204380000
2018-12-24,4179100000
2018-12-26,4374230000
2018-12-27,4475745000
2018-12-28,4506555000
2018-12-31,4540525000
2019-01-02,4551585000
2019-01-03,4402275000
2019-01-04,4608465000
2019-01-07,4677195000
2019-01-08,4761330000
2019-01-09,4627030000
2019-01-10,4820975000
2019-01-11,4808335000
2019-01-14,4800040000
2019-01-15,4704450000
2019-01-16,4634930000
2019-01-17,4674035000
2019-01-18,4762515000
2019-01-22,4587530000
2019-01-23,4564225000
2019-01-24,4635325000
2019-01-25,4692205000
2019-01-28,4687465000
2019-01-29,4691415000
2019-01-30,4680355000
2019-01-31,4775945000
2019-02-01,4817025000
2019-02-04,4821765000
2019-02-05,4938685000
2019-02-06,5008995000
2019-02-07,4919330000
2019-02-08,4959620000
2019-02-11,5014130000
2019-02-12,5284705000
2019-02-13,5215975000
2019-02-14,5130654999
2019-02-15,5178055000
2019-02-19,5125520000
2019-02-20,5078515000
2019-02-21,5063505000
2019-02-22,5159885000
2019-02-25,5199385000
2019-02-26,5212025000
2019-02-27,5179635000
2019-02-28,5165764000
2019-03-01,5251516000
2019-03-04,5260250000
2019-03-05,5157030000
2019-03-06,5223726000
2019-03-07,5254692000
2019-03-08,5117727000
2019-03-11,5178865000
2019-03-12,5199509000
2019-03-13,5253501000
2019-03-14,5216182999
2019-03-15,5190775000
2019-03-18,5190378000
2019-03-19,5102244000
2019-03-20,4883894000
2019-03-21,4889849000
2019-03-22,4722315000
2019-03-25,4703656000
2019-03-26,4716757000
2019-03-27,4732637000
2019-03-28,4743356000
2019-03-29,4764397000
2019-04-01,4909302000
2019-04-02,4918433000
2019-04-03,5351163000
2019-04-04,5432945000
2019-04-05,5517903000
2019-04-08,5549266000
2019-04-09,5537356000
2019-04-10,5552442000
2019-04-11,5592936000
2019-04-12,5677100000
2019-04-15,5731489000
2019-04-16,5627872000
2019-04-17,5606831000
2019-04-18,5654868000
2019-04-22,5716006000
2019-04-23,5808904000
2019-04-24,5802155000
2019-04-25,5772777000
2019-04-26,5788260000
2019-04-29,5793023999
2019-04-30,5809301000
2019-05-01,5729901000
2019-05-02,5737841000
2019-05-03,5760867000
2019-05-06,5776350000
2019-05-07,5708860000
2019-05-08,5742207999
2019-05-09,5685040000
2019-05-10,5698935000
2019-05-13,5478600000
2019-05-14,5454780000
2019-05-15,5428578000
2019-05-16,5478600000
2019-05-17,5361882000
2019-05-20,5351163000
2019-05-21,5445252000
2019-05-22,5513932999
2019-05-23,5410713000
2019-05-24,5379747000
2019-05-28,5365852000
2019-05-29,5232857000
2019-05-30,5283276000
2019-05-31,4897332000
2019-06-03,4987620000
2019-06-04,5222448000
2019-06-05,5278680000
2019-06-06,5194728000
2019-06-07,5174928000
2019-06-10,5307588000
2019-06-11,5289372000
2019-06-12,5291748000
2019-06-13,5366196000
2019-06-14,5286600000
2019-06-17,5219676000
2019-06-18,5326200000
2019-06-19,5248188000
2019-06-20,5314320000
2019-06-21,5313131999
2019-06-24,5361840000
2019-06-25,5291748000
2019-06-26,5327784000
2019-06-27,5316300000
2019-06-28,5461236000
2019-07-01,5584392000
2019-07-02,5146020000
2019-07-03,5352731999
2019-07-05,5175324000
2019-07-08,5206212000
2019-07-09,5147208000
2019-07-10,5066820000
2019-07-11,5069196000
2019-07-12,5173343999
2019-07-15,5278284000
2019-07-16,5264028000
2019-07-17,5193936000
2019-07-18,5180472000
2019-07-19,5195520000
2019-07-22,5190372000
2019-07-23,5297292000
2019-07-24,5352731999
2019-07-25,5303231999
2019-07-26,5365800000
2019-07-29,5340456000
2019-07-30,5403024000
2019-07-31,5315112000
2019-08-01,5186412000
2019-08-02,5178096000
2019-08-05,5051376000
2019-08-06,5182452000
2019-08-07,5160672000
2019-08-08,5242248000
2019-08-09,5120676000
2019-08-12,4991184000
2019-08-13,5082264000
2019-08-14,4892580000
2019-08-15,4817340000
2019-08-16,4910004000
2019-08-19,4950000000
2019-08-20,4890996000
2019-08-21,4938516000
2019-08-22,4971780000
2019-08-23,4814172000
2019-08-26,4790016000
2019-08-27,4780116000
2019-08-28,4791600000
2019-08-29,4958712000
2019-08-30,4966236000
2019-09-03,4786610000
2019-09-04,4921700000
2019-09-05,4927625000
2019-09-06,4970680000
2019-09-09,5101820000
2019-09-10,5301690000
2019-09-11,5490105000
2019-09-12,5402020000
2019-09-13,5496820000
2019-09-16,5467985000
2019-09-17,5339610000
2019-09-18,5297740000
2019-09-19,5327365000
2019-09-20,5355015000
2019-09-23,5418214999
2019-09-24,5159095000
2019-09-25,5142900000
2019-09-26,5161070000
2019-09-27,5225455000
2019-09-30,5324205000
2019-10-01,5113670000
2019-10-02,4541315000
2019-10-03,4745135000
2019-10-04,4785425000
2019-10-07,4719065000
2019-10-08,4626635000
2019-10-09,4685490000
2019-10-10,4741185000
2019-10-11,4819790000
2019-10-14,4820580000
2019-10-15,4928415000
2019-10-16,4868770000
2019-10-17,4866400000
2019-10-18,4855735000
2019-10-21,4892470000
2019-10-22,4956065000
2019-10-23,5027560000
2019-10-24,4909455000
2019-10-25,4933550000
2019-10-28,5038225000
2019-10-29,5055210000
2019-10-30,5080885000
2019-10-31,4929205000
2019-11-01,4976605000
2019-11-04,5167390000
2019-11-05,5206890000
2019-11-06,5096290000
2019-11-07,5061529999
2019-11-08,5059160000
2019-11-11,5020450000
2019-11-12,4978975000
2019-11-13,4941055000
2019-11-14,5009785000
2019-11-15,5071010000
2019-11-18,5078910000
2019-11-19,5056000000
2019-11-20,5035065000
2019-11-21,5008600000
2019-11-22,5028745000
2019-11-25,5114065000
2019-11-26,5221505000
2019-11-27,5261795000
2019-11-29,5165810000
2019-12-02,5161464999
2019-12-03,5063110000
2019-12-04,5108535000
2019-12-05,5268904999
2019-12-06,5285100000
2019-12-09,5253895000
2019-12-10,5274435000
2019-12-11,5195830000
2019-12-12,5258635000
2019-12-13,5166600000
2019-12-16,5226245000
2019-12-17,5412685000
2019-12-18,5457320000
2019-12-19,5390960000
2019-12-20,5390960000
2019-12-23,5413870000
2019-12-24,5393725000
2019-12-26,5446260000
2019-12-27,5439940000
2019-12-30,5444680000
2019-12-31,5451000000
2020-01-02,5514595000
2020-01-03,5515385000
2020-01-06,5498005000
2020-01-07,5544220000
2020-01-08,5653240000
2020-01-09,4875090000
2020-01-10,4788980000
2020-01-13,4751850000
2020-01-14,4687070000
2020-01-15,4790165000
2020-01-16,4834800000
2020-01-17,4869560000
2020-01-21,4843490000
2020-01-22,4820975000
2020-01-23,4849810000
2020-01-24,4798855000
2020-01-27,4762910000
2020-01-28,4777525000
2020-01-29,4779500000
2020-01-30,4801225000
2020-01-31,4655865000
2020-02-03,4696155000
2020-02-04,4770415000
2020-02-05,4841120000
2020-02-06,4762120000
2020-02-07,4649150000
2020-02-10,4679170000
2020-02-11,4694970000
2020-02-12,4708795000
2020-02-13,4672060000
2020-02-14,4617550000
2020-02-18,4606095000
2020-02-19,4587925000
2020-02-20,4576075000
2020-02-21,4570150000
2020-02-24,4456390000
2020-02-25,4240325000
2020-02-26,4162905000
2020-02-27,3940125000
2020-02-28,4062970000
2020-03-02,4052305000
2020-03-03,3942495000
2020-03-04,4134465000
2020-03-05,3970145000
2020-03-06,4070475000
2020-03-09,3896675000
2020-03-10,4083510000
2020-03-11,3848485000
2020-03-12,3476395000
2020-03-13,3779360000
2020-03-16,3330639999
2020-03-17,3540780000
2020-03-18,2904830000
2020-03-19,3063225000
2020-03-20,3022935000
2020-03-23,2807660000
2020-03-24,3319185000
2020-03-25,3206215000
2020-03-26,3382780000
2020-03-27,3271389999
2020-03-30,3387520000
2020-03-31,3383570000
2020-04-01,3188440000
2020-04-02,3031230000
2020-04-03,2966055000
2020-04-06,3295090000
2020-04-07,3419514999
2020-04-08,3541965000
2020-04-09,3639530000
2020-04-13,3475605000
2020-04-14,3521820000
2020-04-15,3302200000
2020-04-16,3203845000
2020-04-17,3411220000
2020-04-20,3263885000
2020-04-21,3242555000
2020-04-22,3239790000
2020-04-23,3261514999
2020-04-24,3291930000
2020-04-27,3376855000
2020-04-28,3375275000
2020-04-29,3542755000
2020-04-30,3420305000
2020-05-01,3252430000
2020-05-04,3245320000
2020-05-05,3306150000
2020-05-06,3269415000
2020-05-07,3342490000
2020-05-08,3396210000
2020-05-11,3194365000
2020-05-12,3098775000
2020-05-13,2942355000
2020-05-14,3011875000
2020-05-15,3054930000
2020-05-18,3356315000
2020-05-19,3181330000
2020-05-20,3327875000
2020-05-21,3330245000
2020-05-22,3348810000
2020-05-26,3553025000
2020-05-27,3725245000
2020-05-28,3509970000
2020-05-29,3402925000
2020-06-01,3618744000
2020-06-02,3665904000
2020-06-03,3797952000
2020-06-04,3920175000
2020-06-05,4248723000
2020-06-08,4512819000
2020-06-09,4345401000
2020-06-10,4005456000
2020-06-11,3687519000
2020-06-12,3839610000
2020-06-15,3840002999
2020-06-16,3775944000
2020-06-17,3755115000
2020-06-18,3597915000
2020-06-19,3555864000
2020-06-22,3510275999
2020-06-23,3557829000
2020-06-24,3372333000
2020-06-25,3412025999
2020-06-26,3318885000
2020-06-29,3510669000
2020-06-30,3762582000
2020-07-01,3617958000
2020-07-02,3516564000
2020-07-06,3698130000
2020-07-07,3581016000
2020-07-08,3614027999
2020-07-09,3492198000
2020-07-10,3514206000
2020-07-13,3474120000
2020-07-14,3604202999
2020-07-15,3851400000
2020-07-16,3894237000
2020-07-17,3934716000
2020-07-20,3939432000
2020-07-21,3957902999
2020-07-22,4013316000
2020-07-23,4028643000
2020-07-24,3989343000
2020-07-27,4040825999
2020-07-28,3942969000
2020-07-29,4034931000
2020-07-30,3970872000
2020-07-31,3894630000
2020-08-03,3901311000
2020-08-04,3937074000
2020-08-05,4056939000
2020-08-06,4025106000
2020-08-07,4137111000
2020-08-10,4213352999
2020-08-11,4317105000
2020-08-12,4267980000
2020-08-13,4261299000
2020-08-14,4285272000
2020-08-17,4349724000
2020-08-18,4366230000
2020-08-19,4354833000
2020-08-20,4293525000
2020-08-21,4277412000
2020-08-24,4374090000
