,ZTS
2017-09-14,31913775000
2017-09-15,31889320000
2017-09-18,31889320000
2017-09-19,31683898000
2017-09-20,31537168000
2017-09-21,31419783999
2017-09-22,31380656000
2017-09-25,31140997000
2017-09-26,30974703000
2017-09-27,30916011000
2017-09-28,30969812000
2017-09-29,31185016000
2017-10-02,31066841250
2017-10-03,30988869570
2017-10-04,30979123110
2017-10-05,31066841250
2017-10-06,31066841250
2017-10-09,31057094790
2017-10-10,31183798770
2017-10-11,31325122440
2017-10-12,31632135930
2017-10-13,31890417120
2017-10-16,32021994329
2017-10-17,32070726630
2017-10-18,31948895880
2017-10-19,31958642340
2017-10-20,32134078620
2017-10-23,31812445440
2017-10-24,31666248540
2017-10-25,31373854739
2017-10-26,31061968020
2017-10-27,31213038150
2017-10-30,30818306520
2017-10-31,31100953860
2017-11-01,31437206730
2017-11-02,32801711130
2017-11-03,33474216870
2017-11-06,33971286329
2017-11-07,33357259350
2017-11-08,33873821730
2017-11-09,33771483900
2017-11-10,33688638989
2017-11-13,33566808239
2017-11-14,34063877700
2017-11-15,33927427260
2017-11-16,34312412430
2017-11-17,34497595170
2017-11-20,34575566850
2017-11-21,34775369280
2017-11-22,34634045610
2017-11-24,34741256670
2017-11-27,34863087420
2017-11-28,34789988970
2017-11-29,34897200030
2017-11-30,35228579670
2017-12-01,35233452900
2017-12-04,34609679460
2017-12-05,34526834550
2017-12-06,34585313310
2017-12-07,34911819720
2017-12-08,35028777240
2017-12-11,34975171710
2017-12-12,35199340290
2017-12-13,35272438740
2017-12-14,34970298480
2017-12-15,35067763080
2017-12-18,35394269490
2017-12-19,35477114400
2017-12-20,35433255330
2017-12-21,35223706440
2017-12-22,35082382770
2017-12-26,35252945820
2017-12-27,35306551350
2017-12-28,35277311970
2017-12-29,35106748920
2018-01-02,34873043000
2018-01-03,35033390000
2018-01-04,35242327000
2018-01-05,35645624000
2018-01-08,36073216000
2018-01-09,36495949000
2018-01-10,35912869000
2018-01-11,36243281000
2018-01-12,36632001000
2018-01-16,36704886000
2018-01-17,37302543000
2018-01-18,37088747000
2018-01-19,37229658000
2018-01-22,37647532000
2018-01-23,37700981000
2018-01-24,38060547000
2018-01-25,38507575000
2018-01-26,38915731000
2018-01-29,38473562000
2018-01-30,38070265000
2018-01-31,37283107000
2018-02-01,37812738000
2018-02-02,37307402000
2018-02-05,35873997000
2018-02-06,35601893000
2018-02-07,35888574000
2018-02-08,34746709000
2018-02-09,35154865000
2018-02-12,35563021000
2018-02-13,35587316000
2018-02-14,36180114000
2018-02-15,38143150000
2018-02-16,38740807000
2018-02-20,39042065000
2018-02-21,39114950000
2018-02-22,39241284000
2018-02-23,40227661000
2018-02-26,40475470000
2018-02-27,39683453000
2018-02-28,39289874000
2018-03-01,39085796000
2018-03-02,39493952000
2018-03-05,39790351000
2018-03-06,39605709000
2018-03-07,39727184000
2018-03-08,40106186000
2018-03-09,41068268000
2018-03-12,41014819000
2018-03-13,41102281000
2018-03-14,40985665000
2018-03-15,41150871000
2018-03-16,41107140000
2018-03-19,40402585000
2018-03-20,41136294000
2018-03-21,40864190000
2018-03-22,39872954000
2018-03-23,39163540000
2018-03-26,40684407000
2018-03-27,39775774000
2018-03-28,39357900000
2018-03-29,40577509000
2018-04-02,39289398000
2018-04-03,40092506000
2018-04-04,40082830000
2018-04-05,40406976000
2018-04-06,39173286000
2018-04-09,39608706000
2018-04-10,40198942000
2018-04-11,40189266000
2018-04-12,40619848000
2018-04-13,40431166000
2018-04-16,40832720000
2018-04-17,41447146000
2018-04-18,41592286000
2018-04-19,41321358000
2018-04-20,41340710000
2018-04-23,41268140000
2018-04-24,40808530000
2018-04-25,40914966000
2018-04-26,40992374000
2018-04-27,41045592000
2018-04-30,40387624000
2018-05-01,40348920000
2018-05-02,38655620000
2018-05-03,38887844000
2018-05-04,39458728000
2018-05-07,39744170000
2018-05-08,39671600000
2018-05-09,39831254000
2018-05-10,40377948000
2018-05-11,40856910000
2018-05-14,40668228000
2018-05-15,40165076000
2018-05-16,40082830000
2018-05-17,40131210000
2018-05-18,40832720000
2018-05-21,41306844000
2018-05-22,40823044000
2018-05-23,41064944000
2018-05-24,41002050000
2018-05-25,40479546000
2018-05-29,40227970000
2018-05-30,40856910000
2018-05-31,40494060000
2018-06-01,41326196000
2018-06-04,41311682000
2018-06-05,41006888000
2018-06-06,41350386000
2018-06-07,41442308000
2018-06-08,41984164000
2018-06-11,42119628000
2018-06-12,42163170000
2018-06-13,42264768000
2018-06-14,42646970000
2018-06-15,43154960000
2018-06-18,43024334000
2018-06-19,42211550000
2018-06-20,42090600000
2018-06-21,42100276000
2018-06-22,41519716000
2018-06-25,40977860000
2018-06-26,40644038000
2018-06-27,40329568000
2018-06-28,41040754000
2018-06-29,41214922000
2018-07-02,41283300000
2018-07-03,41485740000
2018-07-05,41524300000
2018-07-06,41866520000
2018-07-09,42170180000
2018-07-10,41558040000
2018-07-11,40729000000
2018-07-12,41196540000
2018-07-13,41519480000
2018-07-16,40767560000
2018-07-17,41341140000
2018-07-18,41427900000
2018-07-19,41172440000
2018-07-20,41109780000
2018-07-23,40468720000
2018-07-24,40247000000
2018-07-25,41278480000
2018-07-26,41230280000
2018-07-27,41066400000
2018-07-30,40724180000
2018-07-31,41683360000
2018-08-01,41461640000
2018-08-02,44069260000
2018-08-03,44165660000
2018-08-06,44623560000
2018-08-07,44580180000
2018-08-08,44936860000
2018-08-09,44536800000
2018-08-10,44199400000
2018-08-13,43987320000
2018-08-14,44040340000
2018-08-15,43789700000
2018-08-16,44122280000
2018-08-17,44088540000
2018-08-20,44421120000
2018-08-21,44387380000
2018-08-22,43220940000
2018-08-23,43220940000
2018-08-24,43187200000
2018-08-27,43081160000
2018-08-28,43163100000
2018-08-29,43298060000
2018-08-30,43288420000
2018-08-31,43669200000
2018-09-04,43365540000
2018-09-05,42926920000
2018-09-06,43254680000
2018-09-07,43105260000
2018-09-10,42835340000
2018-09-11,42531680000
2018-09-12,42796780000
2018-09-13,43235400000
2018-09-14,42902820000
2018-09-17,42560600000
2018-09-18,42984760000
2018-09-19,42936560000
2018-09-20,43408920000
2018-09-21,43298060000
2018-09-24,43211300000
2018-09-25,43505320000
2018-09-26,43553520000
2018-09-27,43958400000
2018-09-28,44131920000
2018-10-01,44052070980
2018-10-02,44133773490
2018-10-03,44950798590
2018-10-04,43768515210
2018-10-05,44191445850
2018-10-08,43960756410
2018-10-09,44479807650
2018-10-10,43076446890
2018-10-11,41812461000
2018-10-12,42725606700
2018-10-15,43292718240
2018-10-16,44124161430
2018-10-17,44595152370
2018-10-18,44133773490
2018-10-19,43960756410
2018-10-22,44599958400
2018-10-23,43960756410
2018-10-24,42663128310
2018-10-25,43480153410
2018-10-26,42701576550
2018-10-29,43086058950
2018-10-30,43340778540
2018-10-31,43326360450
2018-11-01,45296832750
2018-11-02,44585540310
2018-11-05,44561510160
2018-11-06,44580734280
2018-11-07,45748599570
2018-11-08,45609224700
2018-11-09,45787047810
2018-11-12,45383341290
2018-11-13,45258384510
2018-11-14,44446165440
2018-11-15,44032846860
2018-11-16,44345238810
2018-11-19,43302330300
2018-11-20,42490111230
2018-11-21,42619874040
2018-11-23,42889011720
2018-11-26,43023580560
2018-11-27,43350390600
2018-11-28,44599958400
2018-11-29,44585540310
2018-11-30,45114203610
2018-12-03,44970022710
2018-12-04,43528213710
2018-12-06,43451317230
2018-12-07,42336318270
2018-12-10,42735218760
2018-12-11,43158149400
2018-12-12,43605110190
2018-12-13,43706036820
2018-12-14,42509335350
2018-12-17,40822418820
2018-12-18,40846448970
2018-12-19,40101514320
2018-12-20,39611299260
2018-12-21,39255653040
2018-12-24,38102205840
2018-12-26,39851600760
2018-12-27,40529250990
2018-12-28,40606147470
2018-12-31,41024984000
2019-01-02,40516608000
2019-01-03,39116176000
2019-01-04,40650896000
2019-01-07,40895492000
2019-01-08,41504584000
2019-01-09,41355908000
2019-01-10,41197640000
2019-01-11,41274376000
2019-01-14,40526200000
2019-01-15,40674876000
2019-01-16,39907516000
2019-01-17,40406300000
2019-01-18,40569364000
2019-01-22,40329564000
2019-01-23,40137724000
2019-01-24,40123336000
2019-01-25,40617324000
2019-01-28,40118540000
2019-01-29,40483036000
2019-01-30,40809164000
2019-01-31,41322336000
2019-02-01,41792344000
2019-02-04,41710812000
2019-02-05,41902652000
2019-02-06,42003368000
2019-02-07,41346316000
2019-02-08,41643668000
2019-02-11,41375092000
2019-02-12,41969796000
2019-02-13,42324700000
2019-02-14,44727496000
2019-02-15,45739452000
2019-02-19,45518836000
2019-02-20,45269444000
2019-02-21,44828212000
2019-02-22,45374956000
2019-02-25,45269444000
2019-02-26,44837804000
2019-02-27,44986480000
2019-02-28,45192708000
2019-03-01,45921700000
2019-03-04,45979252000
2019-03-05,45936088000
2019-03-06,45163932000
2019-03-07,44386980000
2019-03-08,44319836000
2019-03-11,45432508000
2019-03-12,45921700000
2019-03-13,46487628000
2019-03-14,46137520000
2019-03-15,46478036000
2019-03-18,46890492000
2019-03-19,47346112000
2019-03-20,47240600000
2019-03-21,47787344000
2019-03-22,46967228000
2019-03-25,46967228000
2019-03-26,47394072000
2019-03-27,47250192000
2019-03-28,47667444000
2019-03-29,48281332000
2019-04-01,48617352000
2019-04-02,48856752000
2019-04-03,48895056000
2019-04-04,48828024000
2019-04-05,48895056000
2019-04-08,48947724000
2019-04-09,48579048000
2019-04-10,48516804000
2019-04-11,48387528000
2019-04-12,48679596000
2019-04-15,48483288000
2019-04-16,47482596000
2019-04-17,46912824000
2019-04-18,47415564000
2019-04-22,47937456000
2019-04-23,48823236000
2019-04-24,48406680000
2019-04-25,48756204000
2019-04-26,49483980000
2019-04-29,48483288000
2019-04-30,48760992000
2019-05-01,48737052000
2019-05-02,49388220000
2019-05-03,49675500000
2019-05-06,49474404000
2019-05-07,48535956000
2019-05-08,48770568000
2019-05-09,48679596000
2019-05-10,48976452000
2019-05-13,48526380000
2019-05-14,48478500000
2019-05-15,48760992000
2019-05-16,49282884000
2019-05-17,48823236000
2019-05-20,48942936000
2019-05-21,49019544000
2019-05-22,49287672000
2019-05-23,49263732000
2019-05-24,49029120000
2019-05-28,48847176000
2019-05-29,48430620000
2019-05-30,48995604000
2019-05-31,48382740000
2019-06-03,49771260000
2019-06-04,51767856000
2019-06-05,51949800000
2019-06-06,52136532000
2019-06-07,52696728000
2019-06-10,52773336000
2019-06-11,52744608000
2019-06-12,53357472000
2019-06-13,52682364000
2019-06-14,53046252000
2019-06-17,53055828000
2019-06-18,54286344000
2019-06-19,54717264000
2019-06-20,54090036000
2019-06-21,54046944000
2019-06-24,54329436000
2019-06-25,54516168000
2019-06-26,54128340000
2019-06-27,53989488000
2019-06-28,54339012000
2019-07-01,54263746000
2019-07-02,54751102000
2019-07-03,55109452000
2019-07-05,54555204000
2019-07-08,54516980000
2019-07-09,54115628000
2019-07-10,54741546000
2019-07-11,54636430000
2019-07-12,54139518000
2019-07-15,54263746000
2019-07-16,54220744000
2019-07-17,54316304000
2019-07-18,54918332000
2019-07-19,54512202000
2019-07-22,55396132000
2019-07-23,55396132000
2019-07-24,55157232000
2019-07-25,54779770000
2019-07-26,54999558000
2019-07-29,55209790000
2019-07-30,55324462000
2019-07-31,54894442000
2019-08-01,55281460000
2019-08-02,55596808000
2019-08-05,53785946000
2019-08-06,57895026000
2019-08-07,57761242000
2019-08-08,59299758000
2019-08-09,59758446000
2019-08-12,59228088000
2019-08-13,59581660000
2019-08-14,58191262000
2019-08-15,59094304000
2019-08-16,59901786000
2019-08-19,60561150000
2019-08-20,60226690000
2019-08-21,60986392000
2019-08-22,60508592000
2019-08-23,58802846000
2019-08-26,60298360000
2019-08-27,59839672000
2019-08-28,60092906000
2019-08-29,60527704000
2019-08-30,60403476000
2019-09-03,60699712000
2019-09-04,60962502000
2019-09-05,61191846000
2019-09-06,61363854000
2019-09-09,60518148000
2019-09-10,58783734000
2019-09-11,57670460000
2019-09-12,58143482000
2019-09-13,57823356000
2019-09-16,57163992000
2019-09-17,58492276000
2019-09-18,58884072000
2019-09-19,59376206000
2019-09-20,60021236000
2019-09-23,59763224000
2019-09-24,59748890000
2019-09-25,59619884000
2019-09-26,60231468000
2019-09-27,59199420000
2019-09-30,59354676000
2019-10-01,59607168000
2019-10-02,58258956000
2019-10-03,59206992000
2019-10-04,60526620000
2019-10-07,60059748000
2019-10-08,59731032000
2019-10-09,60231252000
2019-10-10,60698124000
2019-10-11,61203108000
2019-10-14,60307476000
2019-10-15,61317444000
2019-10-16,60945852000
2019-10-17,61203108000
2019-10-18,61036368000
2019-10-21,60240780000
2019-10-22,58506684000
2019-10-23,58025520000
2019-10-24,58573380000
2019-10-25,59245104000
2019-10-28,59611932000
2019-10-29,60102624000
2019-10-30,60788640000
2019-10-31,60941088000
2019-11-01,59711976000
2019-11-04,59435664000
2019-11-05,57287100000
2019-11-06,57868308000
2019-11-07,57658692000
2019-11-08,56148504000
2019-11-11,55753092000
2019-11-12,55834080000
2019-11-13,55476780000
2019-11-14,55381500000
2019-11-15,56177088000
2019-11-18,56596320000
2019-11-19,57325212000
2019-11-20,56958384000
2019-11-21,57272808000
2019-11-22,57077484000
2019-11-25,57458604000
2019-11-26,58068396000
2019-11-27,57944532000
2019-11-29,57415728000
2019-12-02,57125124000
2019-12-03,57420492000
2019-12-04,57044136000
2019-12-05,57220404000
2019-12-06,57987408000
2019-12-09,57753972000
2019-12-10,58492392000
2019-12-11,58863984000
2019-12-12,59230812000
2019-12-13,59287980000
2019-12-16,60245544000
2019-12-17,60550440000
2019-12-18,60498036000
2019-12-19,61331736000
2019-12-20,63208752000
2019-12-23,63061068000
2019-12-24,63323087999
2019-12-26,63375492000
2019-12-27,63480300000
2019-12-30,62984844000
2019-12-31,62945660000
2020-01-02,63796983999
2020-01-03,63806496000
2020-01-06,63316628000
2020-01-07,63530648000
2020-01-08,63392724000
2020-01-09,64234536000
2020-01-10,64477092000
2020-01-13,64924155999
2020-01-14,65285612000
2020-01-15,65889624000
2020-01-16,66222544000
2020-01-17,66660096000
2020-01-21,67501908000
2020-01-22,67297400000
2020-01-23,65794504000
2020-01-24,64829036000
2020-01-27,64662576000
2020-01-28,65756455999
2020-01-29,65875355999
2020-01-30,65647068000
2020-01-31,63830276000
2020-02-03,64453312000
2020-02-04,66094132000
2020-02-05,65580483999
2020-02-06,66094132000
2020-02-07,66060840000
2020-02-10,67796780000
2020-02-11,68500668000
2020-02-12,68001287999
2020-02-13,68933464000
2020-02-14,68567251999
2020-02-18,68319940000
2020-02-19,68514936000
2020-02-20,68272380000
2020-02-21,67644587999
2020-02-24,65818283999
2020-02-25,64120392000
2020-02-26,64752940000
2020-02-27,63706619999
2020-02-28,63364187999
2020-03-02,66065596000
2020-03-03,65271344000
2020-03-04,68305672000
2020-03-05,66374736000
2020-03-06,65180980000
2020-03-09,61694832000
2020-03-10,63121632000
2020-03-11,61956412000
2020-03-12,57205168000
2020-03-13,59678288000
2020-03-16,50908224000
2020-03-17,52815380000
2020-03-18,50327992000
2020-03-19,48668148000
2020-03-20,48007064000
2020-03-23,44069096000
2020-03-24,49348256000
2020-03-25,51464676000
2020-03-26,56077996000
2020-03-27,53157812000
2020-03-30,55493008000
2020-03-31,55938057000
2020-04-01,53195576000
2020-04-02,55149059000
2020-04-03,54474133000
2020-04-06,60263287000
2020-04-07,59940083000
2020-04-08,60481925000
2020-04-09,61194875000
2020-04-13,58438135000
2020-04-14,60752846000
2020-04-15,58846893000
2020-04-16,60576985000
2020-04-17,62131216000
2020-04-20,60548467000
2020-04-21,59269910000
2020-04-22,59797493000
2020-04-23,58766092000
2020-04-24,59845023000
2020-04-27,60562726000
2020-04-28,58461900000
2020-04-29,59673915000
2020-04-30,61461043000
2020-05-01,60615009000
2020-05-04,60572232000
2020-05-05,62406890000
2020-05-06,59740457000
2020-05-07,59051272000
2020-05-08,59635891000
2020-05-11,60073167000
2020-05-12,58941953000
2020-05-13,58476159000
2020-05-14,59902059000
2020-05-15,60595997000
2020-05-18,62463925999
2020-05-19,63851802000
2020-05-20,63376502000
2020-05-21,61945849000
2020-05-22,61841283000
2020-05-26,62002884999
2020-05-27,64469691999
2020-05-28,65643683000
2020-05-29,66252066999
2020-06-01,65753002000
2020-06-02,67245443999
2020-06-03,67744509000
2020-06-04,66789156000
2020-06-05,67022052999
2020-06-08,67159890000
2020-06-09,65971640000
2020-06-10,66499223000
2020-06-11,62292818000
2020-06-12,63723471000
2020-06-15,63357490000
2020-06-16,64754872000
2020-06-17,65016287000
2020-06-18,65306220000
2020-06-19,65306220000
2020-06-22,65087582000
2020-06-23,65643683000
2020-06-24,63832790000
2020-06-25,64312843000
2020-06-26,63053298000
2020-06-29,62730093999
2020-06-30,65162520000
2020-07-01,65233845000
2020-07-02,65457330000
2020-07-06,65904300000
2020-07-07,65828220000
2020-07-08,66004155000
2020-07-09,65466840000
2020-07-10,65191050000
2020-07-13,65766405000
2020-07-14,66760200000
2020-07-15,67958459999
2020-07-16,67967970000
2020-07-17,68785830000
2020-07-20,69408735000
2020-07-21,68952255000
2020-07-22,68999805000
2020-07-23,68505285000
2020-07-24,68576610000
2020-07-27,69860460000
2020-07-28,69413490000
2020-07-29,70179045000
2020-07-30,70901805000
2020-07-31,72123840000
2020-08-03,73469505000
2020-08-04,74006820000
2020-08-05,74995860000
2020-08-06,76712415000
2020-08-07,75547440000
2020-08-10,75171795000
2020-08-11,74620215000
2020-08-12,75775680000
2020-08-13,75542685000
2020-08-14,74677275000
2020-08-17,74853210000
2020-08-18,76160835000
2020-08-19,75404790000
2020-08-20,75385770000
2020-08-21,75304935000
2020-08-24,74539380000
2020-08-25,75404790000
2020-08-26,75965880000
2020-08-27,75894555000
2020-08-28,76080000000
2020-08-31,76127550000
2020-09-01,77054775000
2020-09-02,78614415000
2020-09-03,75509400000
2020-09-04,74767620000
2020-09-08,72994005000
2020-09-09,75561705000
2020-09-10,75176550000
2020-09-11,75409545000
2020-09-14,76488930000
2020-09-15,77164140000
2020-09-16,76674375000
2020-09-17,76303485000
2020-09-18,76493685000
2020-09-21,76541235000
2020-09-22,76798005000
2020-09-23,75761415000
2020-09-24,75119490000
2020-09-25,76479420000
2020-09-28,76707660000
2020-09-29,77259240000
2020-09-30,78633435000
2020-10-01,77996265000
2020-10-02,77768025000
2020-10-05,77720475000
2020-10-06,76802760000
2020-10-07,76037205000
2020-10-08,77587335000
2020-10-09,78661965000
2020-10-12,80145525000
2020-10-13,78609660000
2020-10-14,77820330000
2020-10-15,77501745000
2020-10-16,77768025000
2020-10-19,76075245000
2020-10-20,75932595000
2020-10-21,76641090000
2020-10-22,77211690000
2020-10-23,77739495000
2020-10-26,76308240000
2020-10-27,77254485000
2020-10-28,75457095000
2020-10-29,76645845000
2020-10-30,75390525000
2020-11-02,77454195000
2020-11-03,77573070000
2020-11-04,82903425000
2020-11-05,81262950000
2020-11-06,80478375000
2020-11-09,78552600000
2020-11-10,77297280000
2020-11-11,78433725000
2020-11-12,78547845000
2020-11-13,78828390000
2020-11-16,78595395000
2020-11-17,78661965000
2020-11-18,77744250000
2020-11-19,79080405000
2020-11-20,79028100000
2020-11-23,78143670000
2020-11-24,76584030000
2020-11-25,76170345000
2020-11-27,76778985000
2020-11-30,76260690000
2020-12-01,76726680000
2020-12-02,75580725000
2020-12-03,74686785000
2020-12-04,75105225000
2020-12-07,75342975000
2020-12-08,75599745000
2020-12-09,75461850000
2020-12-10,75186060000
2020-12-11,75856515000
2020-12-14,75842250000
2020-12-15,77011980000
2020-12-16,76374810000
2020-12-17,77363850000
2020-12-18,77806065000
2020-12-21,76479420000
2020-12-22,76950165000
2020-12-23,76008675000
2020-12-24,76422360000
2020-12-28,77216445000
2020-12-29,77563560000
2020-12-30,78110385000
2020-12-31,78695250000
2021-01-04,77787045000
2021-01-05,78329115000
2021-01-06,79479825000
2021-01-07,79408500000
2021-01-08,79936305000
2021-01-11,80544945000
2021-01-12,78990060000
2021-01-13,77007225000
2021-01-14,76536480000
2021-01-15,76821780000
2021-01-19,77302035000
2021-01-20,77677680000
2021-01-21,78200730000
2021-01-22,77663415000
2021-01-25,76717170000
2021-01-26,75942105000
2021-01-27,72822825000
2021-01-28,74430015000
2021-01-29,73345875000
2021-02-01,73978290000
2021-02-02,74838945000
2021-02-03,73811865000
2021-02-04,74715315000
2021-02-05,75737640000
2021-02-08,76089510000
2021-02-09,75999165000
2021-02-10,76374810000
2021-02-11,78191220000
2021-02-12,79270605000
2021-02-16,79085160000
2021-02-17,80311950000
2021-02-18,79860225000
2021-02-19,76080000000
2021-02-22,76156080000
2021-02-23,75851760000
2021-02-24,75628275000
2021-02-25,74406240000
2021-02-26,73816620000
2021-03-01,74981595000
2021-03-02,74677275000
2021-03-03,71001660000
2021-03-04,68472000000
2021-03-05,69270840000
2021-03-08,69018825000
2021-03-09,71391570000
2021-03-10,71843295000
2021-03-11,72447180000
2021-03-12,72547035000
2021-03-15,73626420000
2021-03-16,73716765000
2021-03-17,74258835000
2021-03-18,72475710000
2021-03-19,72808560000
2021-03-22,74002065000
2021-03-23,74197020000
2021-03-24,73906965000
2021-03-25,72694440000
2021-03-26,74249325000
2021-03-29,75314445000
2021-03-30,74672520000
2021-03-31,74771504000
2021-04-01,74966172000
2021-04-05,75213068000
2021-04-06,74021320000
2021-04-07,74961424000
2021-04-08,75968000000
2021-04-09,75896780000
2021-04-12,77159748000
2021-04-13,77615556000
2021-04-14,77430384000
2021-04-15,78555660000
2021-04-16,79590724000
2021-04-19,79813880000
2021-04-20,80117752000
2021-04-21,80787220000
2021-04-22,80274436000
2021-04-23,80972392000
2021-04-26,80621040000
2021-04-27,80597300000
2021-04-28,81532656000
2021-04-29,82862096000
2021-04-30,82154644000
2021-05-03,83203952000
2021-05-04,82505996000
2021-05-05,82548728000
2021-05-06,79538496000
2021-05-07,81451940000
2021-05-10,81271516000
2021-05-11,80825204000
2021-05-12,79785392000
2021-05-13,81119580000
2021-05-14,81803292000
2021-05-17,80844196000
2021-05-18,80768228000
2021-05-19,81323744000
2021-05-20,83469840000
2021-05-21,83574296000
2021-05-24,83754720000
2021-05-25,83859176000
2021-05-26,83241936000
2021-05-27,82933316000
2021-05-28,83887664000
2021-06-01,82705412000
2021-06-02,82116660000
2021-06-03,82529736000
2021-06-04,83184960000
2021-06-07,83137480000
2021-06-08,82662680000
2021-06-09,83892412000
2021-06-10,86461080000
2021-06-11,86508560000
2021-06-14,87638584000
2021-06-15,88156116000
2021-06-16,87415428000
2021-06-17,88521712000
2021-06-18,88023172000
2021-06-21,88597680000
2021-06-22,88607176000
2021-06-23,88369776000
2021-06-24,88018424000
2021-06-25,88896804000
2021-06-28,88825584000
2021-06-29,89257652000
2021-06-30,88334640000
2021-07-01,89723460000
2021-07-02,91339800000
2021-07-06,91965480000
2021-07-07,93567600000
2021-07-08,93359040000
2021-07-09,93615000000
2021-07-12,94008420000
2021-07-13,94472940000
2021-07-14,95406720000
2021-07-15,94913760000
2021-07-16,94648320000
2021-07-19,93771420000
2021-07-20,94852140000
2021-07-21,93870960000
2021-07-22,95055960000
2021-07-23,96501660000
2021-07-26,95188680000
2021-07-27,95686380000
2021-07-28,96349980000
2021-07-29,96752880000
2021-07-30,96079800000
2021-08-02,95800140000
2021-08-03,96743400000
2021-08-04,97070460000
2021-08-05,96620160000
2021-08-06,95691120000
2021-08-09,94667280000
2021-08-10,94212240000
2021-08-11,93572340000
2021-08-12,94724160000
2021-08-13,95501520000
2021-08-16,97065720000
2021-08-17,97928400000
2021-08-18,96378420000
2021-08-19,97852560000
2021-08-20,98141700000
2021-08-23,97866780000
2021-08-24,97165260000
2021-08-25,96899820000
2021-08-26,96705480000
2021-08-27,96610680000
2021-08-30,97591860000
2021-08-31,96961440000
2021-09-01,97852560000
2021-09-02,99170280000
2021-09-03,99393060000
2021-09-07,98501940000
2021-09-08,99222420000
2021-09-09,97653480000
2021-09-10,98118000000
2021-09-13,97170000000
2021-09-14,96482700000
2021-09-15,96677040000
2021-09-16,96112980000
2021-09-17,94084260000
2021-09-20,94145880000
2021-09-21,95278740000
2021-09-22,95439900000
2021-09-23,97032540000
2021-09-24,97042020000
2021-09-27,93757200000
2021-09-28,91372980000
2021-09-29,92425260000
2021-09-30,91847634000
2021-10-01,92817489000
2021-10-04,91634739000
2021-10-05,92945226000
2021-10-06,92623518000
2021-10-07,94151631000
2021-10-08,93617028000
2021-10-11,93508215000
2021-10-12,93271665000
2021-10-13,93418326000
2021-10-14,94804509000
2021-10-15,95670282000
2021-10-18,95911563000
2021-10-19,96720564000
2021-10-20,97605261000
2021-10-21,98698122000
2021-10-22,98646081000
2021-10-25,100070112000
2021-10-26,99597012000
2021-10-27,99152298000
2021-10-28,100614177000
2021-10-29,102284220000
2021-11-01,101054160000
2021-11-02,100391820000
2021-11-03,99885603000
2021-11-04,103026987000
2021-11-05,102534963000
2021-11-08,103041180000
2021-11-09,104186082000
2021-11-10,102463998000
2021-11-11,102042939000
2021-11-12,102591735000
2021-11-15,102217986000
2021-11-16,104167158000
2021-11-17,104966697000
2021-11-18,106702974000
2021-11-19,107124033000
2021-11-22,106135254000
2021-11-23,105813546000
2021-11-24,105581727000
2021-11-26,103760292000
2021-11-29,105761505000
2021-11-30,105047124000
2021-12-01,103921146000
2021-12-02,105591189000
2021-12-03,105657423000
2021-12-06,105487107000
2021-12-07,106778670000
2021-12-08,108633222000
2021-12-09,108888696000
2021-12-10,109498995000
2021-12-13,109929516000
2021-12-14,107899917000
2021-12-15,109797048000
2021-12-16,110142411000
2021-12-17,110852061000
2021-12-20,110828406000
2021-12-21,112427484000
2021-12-22,114286767000
2021-12-23,114731481000
2021-12-27,116623881000
2021-12-28,115554675000
2021-12-29,116869893000
2021-12-30,115985196000
2021-12-31,115230966000
2022-01-03,110508966000
2022-01-04,106301664000
2022-01-05,102259632000
2022-01-06,102665724000
2022-01-07,99676698000
2022-01-10,100389720000
2022-01-11,100484160000
2022-01-12,100488882000
2022-01-13,97745400000
2022-01-14,97358196000
2022-01-18,95714940000
2022-01-19,94713876000
2022-01-20,95365512000
2022-01-21,94595826000
2022-01-24,94473054000
2022-01-25,92197050000
2022-01-26,89642448000
2022-01-27,88613052000
2022-01-28,92220660000
2022-01-31,94340838000
2022-02-01,93906414000
2022-02-02,95464674000
2022-02-03,94874424000
2022-02-04,94222788000
2022-02-07,94591104000
2022-02-08,95053860000
2022-02-09,95521338000
2022-02-10,94142514000
2022-02-11,93906414000
2022-02-14,92754246000
2022-02-15,93382272000
2022-02-16,92121498000
2022-02-17,91167654000
2022-02-18,90341304000
2022-02-22,89765220000
2022-02-23,88329732000
2022-02-24,90166590000
2022-02-25,91942062000
2022-02-28,91441530000
2022-03-01,90917388000
2022-03-02,92584254000
2022-03-03,92489814000
2022-03-04,92947848000
2022-03-07,88816098000
2022-03-08,85652358000
2022-03-09,89519676000
2022-03-10,89349684000
2022-03-11,87493938000
2022-03-14,87196452000
2022-03-15,89297742000
2022-03-16,90624624000
2022-03-17,91455696000
2022-03-18,92503980000
2022-03-21,91942062000
2022-03-22,92966736000
2022-03-23,90298806000
2022-03-24,89514954000
2022-03-25,89448846000
2022-03-28,89420514000
2022-03-29,90794616000
2022-03-30,90341304000
2022-03-31,88637300000
2022-04-01,89821700000
2022-04-04,88707800000
2022-04-05,88548000000
2022-04-06,89948600000
2022-04-07,93027100000
2022-04-08,94042300000
2022-04-11,90475000000
2022-04-12,88317700000
2022-04-13,89074400000
2022-04-14,88031000000
2022-04-18,85920700000
2022-04-19,87391800000
2022-04-20,88256600000
2022-04-21,86818400000
2022-04-22,85516500000
2022-04-25,84741000000
2022-04-26,83175900000
2022-04-27,83880900000
2022-04-28,85215700000
2022-04-29,83307500000
2022-05-02,82094900000
