,SBAC
2004-12-08,631517120
2004-12-09,628334070
2004-12-10,600959840
2004-12-13,615601870
2004-12-14,631517120
2004-12-15,606689330
2004-12-16,616875090
2004-12-17,620694750
2004-12-20,601596450
2004-12-21,599686620
2004-12-22,604779500
2004-12-23,613055430
2004-12-27,585681200
2004-12-28,598413400
2004-12-29,585681200
2004-12-30,585044590
2004-12-31,605612800
2005-01-03,599086800
2005-01-04,595171200
2005-01-05,579508800
2005-01-06,584729600
2005-01-07,569719800
2005-01-10,581466600
2005-01-11,571677600
2005-01-12,566456800
2005-01-13,561888600
2005-01-14,576245800
2005-01-18,595171200
2005-01-19,572330200
2005-01-20,536437200
2005-01-21,565151600
2005-01-24,535131999
2005-01-25,531216400
2005-01-26,557320400
2005-01-27,554710000
2005-01-28,561236000
2005-01-31,558625600
2005-02-01,567109400
2005-02-02,588645200
2005-02-03,592560800
2005-02-04,606918000
2005-02-07,604960200
2005-02-08,616707000
2005-02-09,608223200
2005-02-10,562541200
2005-02-11,563846400
2005-02-14,546878800
2005-02-15,556667800
2005-02-16,578203600
2005-02-17,578203600
2005-02-18,580814000
2005-02-22,569719800
2005-02-23,578203600
2005-02-24,569719800
2005-02-25,589297800
2005-02-28,567762000
2005-03-01,586687400
2005-03-02,595171200
2005-03-03,595823800
2005-03-04,598434200
2005-03-07,618012200
2005-03-08,607570600
2005-03-09,608223200
2005-03-10,603655000
2005-03-11,656515600
2005-03-14,632369400
2005-03-15,618664800
2005-03-16,623233000
2005-03-17,604307600
2005-03-18,604960200
2005-03-21,603002400
2005-03-22,603002400
2005-03-23,575593200
2005-03-24,594518600
2005-03-28,584077000
2005-03-29,581466600
2005-03-30,573635400
2005-03-31,642816200
2005-04-01,623827100
2005-04-04,613277600
2005-04-05,624530400
2005-04-06,639299700
2005-04-07,632266700
2005-04-08,637893100
2005-04-11,641409600
2005-04-12,633673300
2005-04-13,632970000
2005-04-14,632970000
2005-04-15,606947900
2005-04-18,611167700
2005-04-19,599211600
2005-04-20,609057800
2005-04-21,629453500
2005-04-22,616794100
2005-04-25,635079900
2005-04-26,615387500
2005-04-27,617497400
2005-04-28,594288500
2005-04-29,596398400
2005-05-02,594991800
2005-05-03,600618199
2005-05-04,673761400
2005-05-05,682201000
2005-05-06,713849500
2005-05-09,723695699
2005-05-10,741981500
2005-05-11,734948500
2005-05-12,721585800
2005-05-13,725102300
2005-05-16,728618800
2005-05-17,731432000
2005-05-18,761673900
2005-05-19,800355400
2005-05-20,790509200
2005-05-23,791212500
2005-05-24,768706900
2005-05-25,765190400
2005-05-26,777849800
2005-05-27,789102600
2005-05-31,790509200
2005-06-01,787696000
2005-06-02,789102600
2005-06-03,772223400
2005-06-06,783476200
2005-06-07,769410200
2005-06-08,754640900
2005-06-09,765190400
2005-06-10,771520100
2005-06-13,798245500
2005-06-14,825674200
2005-06-15,852399600
2005-06-16,873498600
2005-06-17,876311800
2005-06-20,862245800
2005-06-21,864355699
2005-06-22,865059000
2005-06-23,862949100
2005-06-24,917806500
2005-06-27,903037200
2005-06-28,946641800
2005-06-29,981806800
2005-06-30,1005574500
2005-07-01,1021961640
2005-07-05,1038348780
2005-07-06,1097193510
2005-07-07,1105387080
2005-07-08,1142630580
2005-07-11,1153058760
2005-07-12,1115815260
2005-07-13,1129967790
2005-07-14,1106876820
2005-07-15,1105387080
2005-07-18,1080806370
2005-07-19,1114325520
2005-07-20,1132202400
2005-07-21,1102407600
2005-07-22,1103152470
2005-07-25,1094958900
2005-07-26,1121029350
2005-07-27,1132947270
2005-07-28,1191792000
2005-07-29,1235739330
2005-08-01,1210413750
2005-08-02,1156783110
2005-08-03,1089744810
2005-08-04,1065164100
2005-08-05,1074847410
2005-08-08,1062184620
2005-08-09,1068888450
2005-08-10,1090489680
2005-08-11,1089744810
2005-08-12,1080061500
2005-08-15,1083040980
2005-08-16,1062929490
2005-08-17,1052501310
2005-08-18,1045797479
2005-08-19,1055480790
2005-08-22,1102407600
2005-08-23,1100917860
2005-08-24,1105387080
2005-08-25,1121774220
2005-08-26,1091979420
2005-08-29,1080806370
2005-08-30,1109856300
2005-08-31,1121029350
2005-09-01,1148589540
2005-09-02,1137416490
2005-09-06,1134437010
2005-09-07,1159017720
2005-09-08,1165721550
2005-09-09,1188067650
2005-09-12,1159017720
2005-09-13,1135926750
2005-09-14,1092724290
2005-09-15,1112090910
2005-09-16,1118794740
2005-09-19,1123263960
2005-09-20,1083785850
2005-09-21,1062929490
2005-09-22,1083040980
2005-09-23,1074847410
2005-09-26,1083785850
2005-09-27,1118794740
2005-09-28,1106131950
2005-09-29,1147844670
2005-09-30,1313278160
2005-10-03,1331151680
2005-10-04,1289446800
2005-10-05,1292000160
2005-10-06,1303064720
2005-10-07,1308171440
2005-10-10,1298809120
2005-10-11,1268168800
2005-10-12,1229868400
2005-10-13,1239230720
2005-10-14,1280084480
2005-10-17,1288595680
2005-10-18,1285191200
2005-10-19,1302213600
2005-10-20,1274977760
2005-10-21,1316682640
2005-10-24,1359238640
2005-10-25,1326044960
2005-10-26,1271573280
2005-10-27,1246890800
2005-10-28,1246890800
2005-10-31,1257104240
2005-11-01,1248593040
2005-11-02,1245188560
2005-11-03,1268168800
2005-11-04,1308171440
2005-11-07,1306469200
2005-11-08,1398390160
2005-11-09,1449457360
2005-11-10,1455415200
2005-11-11,1457968560
2005-11-14,1444350640
2005-11-15,1435839440
2005-11-16,1421370400
2005-11-17,1480948799
2005-11-18,1503077920
2005-11-21,1559251840
2005-11-22,1589892160
2005-11-23,1585636560
2005-11-25,1535420480
2005-11-28,1530313760
2005-11-29,1505631280
2005-11-30,1569465280
2005-12-01,1633299280
2005-12-02,1631597040
2005-12-05,1612872400
2005-12-06,1612021280
2005-12-07,1587338799
2005-12-08,1590743280
2005-12-09,1602658959
2005-12-12,1572869760
2005-12-13,1504780160
2005-12-14,1532867120
2005-12-15,1522653680
2005-12-16,1526909280
2005-12-19,1478395440
2005-12-20,1486055520
2005-12-21,1514993600
2005-12-22,1515844720
2005-12-23,1538824959
2005-12-27,1532016000
2005-12-28,1523504799
2005-12-29,1529462640
2005-12-30,1523504799
2006-01-03,1578483480
2006-01-04,1604191680
2006-01-05,1604191680
2006-01-06,1605048620
2006-01-09,1615331900
2006-01-10,1605905559
2006-01-11,1605048620
2006-01-12,1585339000
2006-01-13,1590480640
2006-01-17,1567343260
2006-01-18,1593908400
2006-01-19,1636755400
2006-01-20,1617902720
2006-01-23,1620473540
2006-01-24,1697598140
2006-01-25,1723306340
2006-01-26,1754156180
2006-01-27,1789290720
2006-01-30,1765296400
2006-01-31,1872413900
2006-02-01,1813285040
2006-02-02,1773865800
2006-02-03,1761011700
2006-02-06,1796146240
2006-02-07,1750728420
2006-02-08,1762725580
2006-02-09,1749014540
2006-02-10,1781578260
2006-02-13,1739588200
2006-02-14,1797860120
2006-02-15,1863844500
2006-02-16,1886124940
2006-02-17,1884411059
2006-02-21,1883554120
2006-02-22,1915260900
2006-02-23,1894694340
2006-02-24,1952966260
2006-02-27,1940969099
2006-02-28,1927258059
2006-03-01,1939255220
2006-03-02,1964106480
2006-03-03,1898122099
2006-03-06,1878412480
2006-03-07,1830423840
2006-03-08,1809857280
2006-03-09,1818426680
2006-03-10,1862130620
2006-03-13,1832994660
2006-03-14,1863844500
2006-03-15,1869843080
2006-03-16,1848419580
2006-03-17,2044658840
2006-03-20,2065225400
2006-03-21,2035232500
2006-03-22,2042944960
2006-03-23,2033518620
2006-03-24,2066082340
2006-03-27,2072937860
2006-03-28,1998384080
2006-03-29,1985529980
2006-03-30,1986386920
2006-03-31,2297410580
2006-04-03,2307224380
2006-04-04,2269931940
2006-04-05,2231658120
2006-04-06,2305261620
2006-04-07,2289559540
2006-04-10,2258155380
2006-04-11,2238527780
2006-04-12,2271894700
2006-04-13,2266987800
2006-04-17,2244416060
2006-04-18,2282689880
2006-04-19,2329796120
2006-04-20,2330777500
2006-04-21,2282689880
2006-04-24,2328814740
2006-04-25,2363163040
2006-04-26,2520183840
2006-04-27,2485835540
2006-04-28,2465226560
2006-05-01,2479947260
2006-05-02,2576122500
2006-05-03,2588880440
2006-05-04,2586917680
2006-05-05,2603601140
2006-05-08,2625191500
2006-05-09,2609489420
2006-05-10,2527053500
2006-05-11,2379846500
2006-05-12,2378865120
2006-05-15,2403399620
2006-05-16,2387697540
2006-05-17,2230676740
2006-05-18,2175719460
2006-05-19,2188477400
2006-05-22,2021642800
2006-05-23,2073655940
2006-05-24,2159036000
2006-05-25,2304280240
2006-05-26,2336665780
2006-05-30,2251285720
2006-05-31,2246378820
2006-06-01,2350405100
2006-06-02,2346479580
2006-06-05,2233620880
2006-06-06,2246378820
2006-06-07,2241471920
2006-06-08,2287596780
2006-06-09,2236565020
2006-06-12,2125669080
2006-06-13,2056972480
2006-06-14,2120762180
2006-06-15,2307224380
2006-06-16,2245397440
2006-06-19,2181607740
2006-06-20,2225769840
2006-06-21,2297410580
2006-06-22,2258155380
2006-06-23,2273857460
2006-06-26,2276801600
2006-06-27,2184551880
2006-06-28,2188477400
2006-06-29,2321945080
2006-06-30,2711580620
2006-07-03,2606810290
2006-07-05,2591250340
2006-07-06,2608884950
2006-07-07,2585026360
2006-07-10,2569466410
2006-07-11,2549757140
2006-07-12,2569466410
2006-07-13,2506189280
2006-07-14,2358888420
2006-07-17,2350589780
2006-07-18,2276939350
2006-07-19,2368224390
2006-07-20,2367187060
2006-07-21,2295611290
2006-07-24,2345403130
2006-07-25,2377560360
2006-07-26,2372373710
2006-07-27,2371336380
2006-07-28,2449136130
2006-07-31,2477144040
2006-08-01,2433576180
2006-08-02,2490629330
2006-08-03,2525898550
2006-08-04,2440837490
2006-08-07,2485442680
2006-08-08,2558055780
2006-08-09,2470920060
2006-08-10,2452248120
2006-08-11,2440837490
2006-08-14,2446024140
2006-08-15,2551831800
2006-08-16,2574653060
2006-08-17,2532122530
2006-08-18,2526935880
2006-08-21,2532122530
2006-08-22,2557018450
2006-08-23,2569466410
2006-08-24,2586063690
2006-08-25,2558055780
2006-08-28,2525898550
2006-08-29,2569466410
2006-08-30,2686684700
2006-08-31,2670087420
2006-09-01,2640004850
2006-09-05,2636892860
2006-09-06,2506189280
2006-09-07,2511375930
2006-09-08,2580877040
2006-09-11,2595399660
2006-09-12,2615108930
2006-09-13,2595399660
2006-09-14,2608884950
2006-09-15,2573615730
2006-09-18,2562205100
2006-09-19,2489592000
2006-09-20,2558055780
2006-09-21,2555981120
2006-09-22,2600586310
2006-09-25,2660751450
2006-09-26,2609922280
2006-09-27,2569466410
2006-09-28,2540421170
2006-09-29,2523823890
2006-10-02,2516993820
2006-10-03,2542195260
2006-10-04,2628300180
2006-10-05,2631450360
2006-10-06,2720705460
2006-10-09,2751157200
2006-10-10,2749057080
2006-10-11,2847762720
2006-10-12,2896065480
2006-10-13,2916016620
2006-10-16,2864563680
2006-10-17,2821511220
2006-10-18,2785809180
2006-10-19,2771108340
2006-10-20,2745906900
2006-10-23,2720705460
2006-10-24,2693403900
2006-10-25,2777408700
2006-10-26,2837262120
2006-10-27,2838312180
2006-10-30,2782659000
2006-10-31,2804710260
2006-11-01,2755357440
2006-11-02,2761657800
2006-11-03,2824661400
2006-11-06,2889765120
2006-11-07,2912866440
2006-11-08,2822561280
2006-11-09,2860363440
2006-11-10,2794209660
2006-11-13,2898165600
2006-11-14,2945418300
2006-11-15,2904465960
2006-11-16,2941218060
2006-11-17,2940168000
2006-11-20,2951718660
2006-11-21,3010522020
2006-11-22,3012622140
2006-11-24,2986370640
2006-11-27,2988470760
2006-11-28,2962219260
2006-11-29,2994771120
2006-11-30,2979020220
2006-12-01,2896065480
2006-12-04,2962219260
2006-12-05,3004221660
2006-12-06,3013672200
2006-12-07,3025222860
2006-12-08,2982170400
2006-12-11,3031523220
2006-12-12,3011572080
2006-12-13,3033623340
2006-12-14,3005271720
2006-12-15,2977970160
2006-12-18,2970619740
2006-12-19,2942268120
2006-12-20,2941218060
2006-12-21,2939117940
2006-12-22,2877164400
2006-12-26,2870864040
2006-12-27,2834111940
2006-12-28,2869813980
2006-12-29,2887665000
2007-01-03,2911098300
2007-01-04,2967101280
2007-01-05,2887851780
2007-01-08,2881511820
2007-01-09,2963931300
2007-01-10,3016764300
2007-01-11,3032614200
2007-01-12,3088617180
2007-01-16,3023104260
2007-01-17,2985064500
2007-01-18,3001971060
2007-01-19,3069597300
2007-01-22,3030500880
2007-01-23,3041067480
2007-01-24,3051634080
2007-01-25,3088617180
2007-01-26,3148846800
2007-01-29,3169980000
2007-01-30,3169980000
2007-01-31,3139336860
2007-02-01,3098127120
2007-02-02,3082277220
2007-02-05,3110807040
2007-02-06,3062200680
2007-02-07,3090730500
2007-02-08,3144620160
2007-02-09,3069597300
2007-02-12,3027330900
2007-02-13,2993517780
2007-02-14,3038954160
2007-02-15,3042124140
2007-02-16,3028387560
2007-02-20,3138280200
2007-02-21,3138280200
2007-02-22,3164696700
2007-02-23,3056917380
2007-02-26,3015707640
2007-02-27,2922721560
2007-02-28,2849812020
2007-03-01,2801205660
2007-03-02,2771619180
2007-03-05,2747316000
2007-03-06,2854038660
2007-03-07,2863548600
2007-03-08,2863548600
2007-03-09,2872001880
2007-03-12,2917438260
2007-03-13,2856151980
2007-03-14,2866718580
2007-03-15,2866718580
2007-03-16,2881511820
2007-03-19,2881511820
2007-03-20,2979781200
2007-03-21,3083333880
2007-03-22,3152016780
2007-03-23,3144620160
2007-03-26,3129826920
2007-03-27,3094957140
2007-03-28,3100240440
2007-03-29,3118203660
2007-03-30,3122430300
2007-04-02,3042188400
2007-04-03,3081389200
2007-04-04,3072104800
2007-04-05,3043220000
2007-04-09,3092736800
2007-04-10,3161854000
2007-04-11,3076231200
2007-04-12,3147411600
2007-04-13,3112337200
2007-04-16,3173201600
2007-04-17,3154632800
2007-04-18,3105116000
2007-04-19,3115432000
2007-04-20,3131937600
2007-04-23,3119558400
2007-04-24,3149474800
2007-04-25,3141222000
2007-04-26,3093768400
2007-04-27,3087578800
2007-04-30,3034967200
2007-05-01,3047346400
2007-05-02,3134000800
2007-05-03,3098926400
2007-05-04,3110274000
2007-05-07,3160822400
2007-05-08,3107179200
2007-05-09,3215497200
2007-05-10,3156696000
2007-05-11,3195896800
2007-05-14,3148443200
2007-05-15,3099958000
2007-05-16,3111305600
2007-05-17,3102021200
2007-05-18,3156696000
2007-05-21,3174233200
2007-05-22,3167012000
2007-05-23,3215497200
2007-05-24,3138127200
2007-05-25,3179391200
2007-05-29,3197960000
2007-05-30,3288740800
2007-05-31,3314530800
2007-06-01,3345478800
2007-06-04,3363016000
2007-06-05,3366110800
2007-06-06,3315562400
2007-06-07,3244382000
2007-06-08,3276361600
2007-06-11,3265014000
2007-06-12,3292867200
2007-06-13,3334131200
2007-06-14,3340320800
2007-06-15,3424912000
2007-06-18,3437291200
2007-06-19,3477523600
2007-06-20,3471334000
2007-06-21,3408406400
2007-06-22,3385711200
2007-06-25,3357857999
2007-06-26,3332067999
2007-06-27,3424912000
2007-06-28,3428006799
2007-06-29,3465144400
2007-07-02,3613239840
2007-07-03,3645538120
2007-07-05,3643454360
2007-07-06,3639286840
2007-07-09,3642412480
2007-07-10,3573648399
2007-07-11,3603862920
2007-07-12,3742432960
2007-07-13,3750768000
2007-07-16,3716385960
2007-07-17,3684087680
2007-07-18,3662208200
2007-07-19,3799736360
2007-07-20,3759103040
2007-07-23,3778898760
2007-07-24,3697632120
2007-07-25,3663250079
2007-07-26,3598653520
2007-07-27,3481962960
2007-07-30,3484046720
2007-07-31,3471544160
2007-08-01,3373607440
2007-08-02,3540308239
2007-08-03,3334016000
2007-08-06,3339225399
2007-08-07,3401738200
2007-08-08,3547601399
2007-08-09,3431952720
2007-08-10,3464251000
2007-08-13,3478837320
2007-08-14,3244414320
2007-08-15,3171482720
2007-08-16,3079797280
2007-08-17,3226702360
2007-08-20,3198571600
2007-08-21,3219409200
2007-08-22,3259000640
2007-08-23,3300675840
2007-08-24,3395486920
2007-08-27,3411115120
2007-08-28,3299633960
2007-08-29,3301717720
2007-08-30,3319429680
2007-08-31,3393403160
2007-09-04,3523638160
2007-09-05,3449664680
2007-09-06,3439245880
2007-09-07,3378816840
2007-09-10,3368398040
2007-09-11,3454874079
2007-09-12,3423617680
2007-09-13,3501758680
2007-09-14,3455915960
2007-09-17,3414240760
2007-09-18,3447580920
2007-09-19,3546559520
2007-09-20,3583025320
2007-09-21,3649705640
2007-09-24,3690338960
2007-09-25,3736181680
2007-09-26,3674710760
2007-09-27,3709092800
2007-09-28,3675752640
2007-10-01,3800191780
2007-10-02,3738727440
2007-10-03,3737667710
2007-10-04,3767340149
2007-10-05,3788534750
2007-10-08,3727070410
2007-10-09,3778997179
2007-10-10,3709055000
2007-10-11,3671964450
2007-10-12,3663486610
2007-10-15,3656068500
2007-10-16,3611559840
2007-10-17,3698457700
2007-10-18,3680442289
2007-10-19,3604141730
2007-10-22,3710114730
2007-10-23,3751444200
2007-10-24,3769459610
2007-10-25,3793833399
2007-10-26,3855297740
2007-10-29,3860596390
2007-10-30,3839401789
2007-10-31,3772638800
2007-11-01,3676203369
2007-11-02,3944315060
2007-11-05,4058765899
2007-11-06,4030153190
2007-11-07,3919941270
2007-11-08,3896627210
2007-11-09,3460018450
2007-11-12,3286222730
2007-11-13,3568110910
2007-11-14,3499228460
2007-11-15,3536319009
2007-11-16,3640172550
2007-11-19,3581887399
2007-11-20,3610500110
2007-11-21,3567051179
2007-11-23,3645471200
2007-11-26,3676203369
2007-11-27,3680442289
2007-11-28,3788534750
2007-11-29,3913582890
2007-11-30,3967629119
2007-12-03,3884970179
2007-12-04,3682561750
2007-12-05,3741906630
2007-12-06,3777937450
2007-12-07,3876492340
2007-12-10,3855297740
2007-12-11,3728130140
2007-12-12,3622157140
2007-12-13,3572349830
2007-12-14,3562812259
2007-12-17,3354045450
2007-12-18,3471675480
2007-12-19,3478033860
2007-12-20,3490750619
2007-12-21,3644411470
2007-12-24,3591424970
2007-12-26,3647590660
2007-12-27,3576588750
2007-12-28,3558573340
2007-12-31,3670590960
2008-01-02,3594662660
2008-01-03,3502464010
2008-01-04,3380978730
2008-01-07,3289864770
2008-01-08,3206343640
2008-01-09,3091366500
2008-01-10,3101128710
2008-01-11,3066418630
2008-01-14,3198750810
2008-01-15,3143431620
2008-01-16,3012184130
2008-01-17,2890698850
2008-01-18,2838633730
2008-01-22,2790907370
2008-01-23,2765959500
2008-01-24,2982897500
2008-01-25,2860327530
2008-01-28,2903715130
2008-01-29,3169464180
2008-01-30,3091366500
2008-01-31,3211767090
2008-02-01,3362539000
2008-02-04,3302881050
2008-02-05,3119568440
2008-02-06,3138008170
2008-02-07,3156447900
2008-02-08,3345183960
2008-02-11,3345183960
2008-02-12,3362539000
2008-02-13,3345183960
2008-02-14,3332167680
2008-02-15,3292034150
2008-02-19,3366877760
2008-02-20,3334337060
2008-02-21,3207428330
2008-02-22,3492701800
2008-02-25,3559952580
2008-02-26,3603340180
2008-02-27,3521988430
2008-02-28,3513310910
2008-02-29,3367962450
2008-03-03,3277933180
2008-03-04,3171633560
2008-03-05,3210682400
2008-03-06,3115229680
2008-03-07,3075096150
2008-03-10,2944933350
2008-03-11,3098959330
2008-03-12,3075096150
2008-03-13,3161871350
2008-03-14,3047978900
2008-03-17,2952526180
2008-03-18,3114144990
2008-03-19,3039301380
2008-03-20,3080519600
2008-03-24,3229122130
2008-03-25,3293118840
2008-03-26,3385317490
2008-03-27,3391825630
2008-03-28,3264916900
2008-03-31,3195717730
2008-04-01,3219286550
2008-04-02,3343558510
2008-04-03,3378911740
2008-04-04,3323203620
2008-04-07,3284636460
2008-04-08,3330702790
2008-04-09,3203216900
2008-04-10,3218215240
2008-04-11,3167863670
2008-04-14,3146437470
2008-04-15,3240712750
2008-04-16,3299634800
2008-04-17,3257853710
2008-04-18,3379983050
2008-04-21,3409979730
2008-04-22,3364984710
2008-04-23,3399266630
2008-04-24,3507468940
2008-04-25,3551392650
2008-04-28,3549250030
2008-04-29,3527823830
2008-04-30,3464616540
2008-05-01,3589959810
2008-05-02,3581389330
2008-05-05,3558891820
2008-05-06,3694948190
2008-05-07,3685306400
2008-05-08,3668165440
2008-05-09,3639240070
2008-05-12,3701376049
2008-05-13,3749585000
2008-05-14,3756012860
2008-05-15,3775296440
2008-05-16,3832075870
2008-05-19,3917780670
2008-05-20,3866357790
2008-05-21,3837432420
2008-05-22,3831004560
2008-05-23,3818148840
2008-05-27,3864215170
2008-05-28,3912424120
2008-05-29,3968132240
2008-05-30,3987415820
2008-06-02,4005628090
2008-06-03,4021697740
2008-06-04,3931707700
2008-06-05,3851359450
2008-06-06,3673521990
2008-06-09,3715303080
2008-06-10,3841717660
2008-06-11,3744228450
2008-06-12,3782795610
2008-06-13,3839575040
2008-06-16,3965989620
2008-06-17,4053837040
2008-06-18,3965989620
2008-06-19,4024911670
2008-06-20,3935992940
2008-06-23,3853502070
2008-06-24,3772082510
2008-06-25,3849216830
2008-06-26,3747442379
2008-06-27,3761369410
2008-06-30,3866897840
2008-07-01,3637096079
2008-07-02,3529712079
2008-07-03,3647834480
2008-07-07,3625283840
2008-07-08,3753070800
2008-07-09,3705821840
2008-07-10,3690788079
2008-07-11,3686492720
2008-07-14,3688640400
2008-07-15,3736963199
2008-07-16,3751996959
2008-07-17,3682197360
2008-07-18,3749849280
2008-07-21,3767030720
2008-07-22,3867971680
2008-07-23,3895891520
2008-07-24,3772399920
2008-07-25,3961395760
2008-07-28,3890522319
2008-07-29,3987167920
2008-07-30,4053746000
2008-07-31,4068779760
2008-08-01,4046229120
2008-08-04,3745553920
2008-08-05,3769178400
2008-08-06,3787433680
2008-08-07,3721929439
2008-08-08,3757366160
2008-08-11,3805688959
2008-08-12,3749849280
2008-08-13,3709043360
2008-08-14,3734815520
2008-08-15,3774547600
2008-08-18,3696157280
2008-08-19,3585551760
2008-08-20,3590920959
2008-08-21,3673606640
2008-08-22,3724077120
2008-08-25,3640317600
2008-08-26,3668237439
2008-08-27,3646760640
2008-08-28,3773473760
2008-08-29,3750923120
2008-09-02,3747701600
2008-09-03,3651056000
2008-09-04,3540450480
2008-09-05,3451321760
2008-09-08,3467429360
2008-09-09,3353602320
2008-09-10,3473872400
2008-09-11,3372931440
2008-09-12,3338568560
2008-09-15,3180714080
2008-09-16,3087290000
2008-09-17,2886481920
2008-09-18,2959503040
2008-09-19,3267695120
2008-09-22,3091585360
2008-09-23,2974536800
2008-09-24,2877891200
2008-09-25,2877891200
2008-09-26,2970241440
2008-09-29,2555739200
2008-09-30,3015019150
2008-10-01,2903135950
2008-10-02,2478912150
2008-10-03,2385676150
2008-10-06,2123449899
2008-10-07,1920661600
2008-10-08,1875209050
2008-10-09,1554710300
2008-10-10,1679413450
2008-10-13,2109464500
2008-10-14,2125780799
2008-10-15,1841411000
2008-10-16,1936977900
2008-10-17,2116457200
2008-10-20,2198038700
2008-10-21,2126946250
2008-10-22,2111795400
2008-10-23,1987092250
2008-10-24,1835583750
2008-10-27,1828591050
2008-10-28,2012732150
2008-10-29,2255145750
2008-10-30,2385676150
2008-10-31,2446279550
2008-11-03,2443948650
2008-11-04,2410150600
2008-11-05,2226009500
2008-11-06,2089651850
2008-11-07,2135104400
2008-11-10,2102471800
2008-11-11,1975437750
2008-11-12,1682909800
2008-11-13,1843741900
2008-11-14,1806447500
2008-11-17,1733024150
2008-11-18,1651442650
2008-11-19,1435834400
2008-11-20,1240038800
2008-11-21,1258686000
2008-11-24,1468467000
2008-11-25,1569861150
2008-11-26,1715542400
2008-11-28,1840245550
2008-12-01,1579184750
2008-12-02,1624637300
2008-12-03,1673586200
2008-12-04,1638622700
2008-12-05,1821598350
2008-12-08,1938143350
2008-12-09,1871712699
2008-12-10,1970775950
2008-12-11,1881036300
2008-12-12,1898518050
2008-12-15,1786634850
2008-12-16,1898518050
2008-12-17,1922992500
2008-12-18,1940474249
2008-12-19,1896187150
2008-12-22,1784303950
2008-12-23,1772649450
2008-12-24,1783138500
2008-12-26,1783138500
2008-12-29,1756333150
2008-12-30,1816936550
2008-12-31,1925498880
2009-01-02,2087136960
2009-01-05,2153208000
2009-01-06,2297148480
2009-01-07,2231077440
2009-01-08,2290069440
2009-01-09,2194502400
2009-01-12,2098935360
2009-01-13,2139049920
2009-01-14,2041123200
2009-01-15,2070619200
2009-01-16,2176804800
2009-01-20,2009267520
2009-01-21,2193322560
2009-01-22,2253494400
2009-01-23,2205120960
2009-01-26,2247595200
2009-01-27,2261753280
2009-01-28,2467045440
2009-01-29,2417492160
2009-01-30,2347881600
2009-02-02,2376197760
2009-02-03,2410413120
2009-02-04,2344342080
2009-02-05,2385636480
2009-02-06,2531936640
2009-02-09,2543735040
2009-02-10,2398614720
2009-02-11,2377377600
2009-02-12,2358500160
2009-02-13,2362039680
2009-02-17,2177984640
2009-02-18,2120172479
2009-02-19,2137870080
2009-02-20,2218099200
2009-02-23,2160287040
2009-02-24,2318385600
2009-02-25,2336083200
2009-02-26,2382096960
2009-02-27,2451707520
2009-03-02,2320745280
2009-03-03,2261753280
2009-03-04,2438729280
2009-03-05,2321925120
2009-03-06,2358500160
2009-03-09,2339622720
2009-03-10,2713632000
2009-03-11,2758465920
2009-03-12,2815098240
2009-03-13,2736048960
2009-03-16,2632223040
2009-03-17,2715991680
2009-03-18,2754926400
2009-03-19,2733689280
2009-03-20,2642841600
2009-03-23,2831616000
2009-03-24,2780882880
2009-03-25,2772624000
2009-03-26,2836335360
2009-03-27,2819817600
2009-03-30,2705373120
2009-03-31,2727940700
2009-04-01,2854386020
2009-04-02,3099081130
2009-04-03,3151766680
2009-04-06,3040541630
2009-04-07,2910583940
2009-04-08,3034687680
2009-04-09,3161133000
2009-04-13,3068640590
2009-04-14,2931658160
2009-04-15,3058103480
2009-04-16,3124838510
2009-04-17,3092056390
2009-04-20,2903559200
2009-04-21,2930487370
2009-04-22,2907071570
2009-04-23,2933999740
2009-04-24,2963269490
2009-04-27,2937512110
2009-04-28,2812237580
2009-04-29,2901217620
2009-04-30,2950390800
2009-05-01,2925804210
2009-05-04,2926975000
2009-05-05,2953903170
2009-05-06,2979660550
2009-05-07,2854386020
2009-05-08,2861410760
2009-05-11,2830970220
2009-05-12,2715062010
2009-05-13,2644814610
2009-05-14,2660034880
2009-05-15,2599153800
2009-05-18,2811066790
2009-05-19,2839165750
2009-05-20,2786480200
2009-05-21,2761893610
2009-05-22,2747844130
2009-05-26,2907071570
2009-05-27,2911754730
2009-05-28,2997222400
2009-05-29,2993710030
2009-06-01,2990197660
2009-06-02,2942195270
2009-06-03,2861410760
2009-06-04,2835653380
2009-06-05,2846190490
2009-06-08,2800529680
2009-06-09,2809896000
2009-06-10,2734965440
2009-06-11,2772430720
2009-06-12,2816920740
2009-06-15,2745502550
2009-06-16,2692817000
2009-06-17,2661205670
2009-06-18,2685792260
2009-06-19,2713891220
2009-06-22,2622569600
2009-06-23,2662376460
2009-06-24,2785309410
2009-06-25,2848532070
2009-06-26,2918779470
2009-06-29,2914096310
2009-06-30,2863474440
2009-07-01,2848305260
2009-07-02,2763124480
2009-07-06,2672109400
2009-07-07,2652272780
2009-07-08,2641771040
2009-07-09,2718783800
2009-07-10,2740954140
2009-07-13,2780627380
2009-07-14,2807465160
2009-07-15,2920650580
2009-07-16,2955656380
2009-07-17,2957990100
2009-07-20,3036169720
2009-07-21,3050172040
2009-07-22,3070008660
2009-07-23,3140020260
2009-07-24,3112015620
2009-07-27,3114349340
2009-07-28,3124851080
2009-07-29,2968491840
2009-07-30,3040837160
2009-07-31,3044337740
2009-08-03,3095679580
2009-08-04,3086344700
2009-08-05,3031502280
2009-08-06,2961490680
2009-08-07,2946321500
2009-08-10,2917150000
2009-08-11,2924151160
