,SBAC
2009-08-12,2939320340
2009-08-13,2927651740
2009-08-14,2897313380
2009-08-17,2798130280
2009-08-18,2834302940
2009-08-19,2885644780
2009-08-20,2935819760
2009-08-21,2875143040
2009-08-24,2864641300
2009-08-25,2865808160
2009-08-26,2878643620
2009-08-27,2875143040
2009-08-28,2924151160
2009-08-31,2813299460
2009-09-01,2738620420
2009-09-02,2733952980
2009-09-03,2816800040
2009-09-04,2863474440
2009-09-08,2918316860
2009-09-09,2920650580
2009-09-10,2985994740
2009-09-11,3085177840
2009-09-14,3004664500
2009-09-15,3080510400
2009-09-16,3177359780
2009-09-17,3189028380
2009-09-18,3233369060
2009-09-21,3263707420
2009-09-22,3259039980
2009-09-23,3173859200
2009-09-24,3121350500
2009-09-25,3162190600
2009-09-28,3208865000
2009-09-29,3205364420
2009-09-30,3160482750
2009-10-01,3078635250
2009-10-02,3033034500
2009-10-05,3148790250
2009-10-06,3237653250
2009-10-07,3232976250
2009-10-08,3238822500
2009-10-09,3294946500
2009-10-12,3332362500
2009-10-13,3323008500
2009-10-14,3442272000
2009-10-15,3665598750
2009-10-16,3641044500
2009-10-19,3679629750
2009-10-20,3634029000
2009-10-21,3562704750
2009-10-22,3617659500
2009-10-23,3575566500
2009-10-26,3549843000
2009-10-27,3432918000
2009-10-28,3374455500
2009-10-29,3435256500
2009-10-30,3298454250
2009-11-02,3269223000
2009-11-03,3387317250
2009-11-04,3344055000
2009-11-05,3449287500
2009-11-06,3499565250
2009-11-09,3639875250
2009-11-10,3645721500
2009-11-11,3756800250
2009-11-12,3619998000
2009-11-13,3666768000
2009-11-16,3740430750
2009-11-17,3810585750
2009-11-18,3745107750
2009-11-19,3706522500
2009-11-20,3710030250
2009-11-23,3700676250
2009-11-24,3651567750
2009-11-25,3670275750
2009-11-27,3698337750
2009-11-30,3746277000
2009-12-01,3814093499
2009-12-02,3853848000
2009-12-03,3804739500
2009-12-04,3843324749
2009-12-07,3805908749
2009-12-08,3735753750
2009-12-09,3727569000
2009-12-10,3833970750
2009-12-11,3846832500
2009-12-14,3870217500
2009-12-15,3864371249
2009-12-16,3918156750
2009-12-17,3938034000
2009-12-18,3983634750
2009-12-21,4049112750
2009-12-22,4150837500
2009-12-23,4056128249
2009-12-24,4106405999
2009-12-28,4087698000
2009-12-29,4039758749
2009-12-30,4012866000
2009-12-31,4000750879
2010-01-04,4119040060
2010-01-05,4217419180
2010-01-06,4209220919
2010-01-07,4268951100
2010-01-08,4273635820
2010-01-11,4302915320
2010-01-12,4137778940
2010-01-13,4249041040
2010-01-14,4264266379
2010-01-15,4292374700
2010-01-19,4300572960
2010-01-20,4252554580
2010-01-21,4231473340
2010-01-22,4040571000
2010-01-25,4062823419
2010-01-26,4011291500
2010-01-27,4048769260
2010-01-28,3945705419
2010-01-29,3875434620
2010-02-01,3989039080
2010-02-02,3989039080
2010-02-03,3883632879
2010-02-04,3726694760
2010-02-05,3723181220
2010-02-08,3768857240
2010-02-09,3861380460
2010-02-10,3893002320
2010-02-11,3959759580
2010-02-12,3976156100
2010-02-16,4020660940
2010-02-17,4020660940
2010-02-18,4034715100
2010-02-19,4073364040
2010-02-22,4007777960
2010-02-23,4026516840
2010-02-24,4086247020
2010-02-25,4150661919
2010-02-26,4141292480
2010-03-01,4162373720
2010-03-02,4148319560
2010-03-03,4175256700
2010-03-04,4182283780
2010-03-05,4183454960
2010-03-08,4140121300
2010-03-09,4246698680
2010-03-10,4294717060
2010-03-11,4273635820
2010-03-12,4246698680
2010-03-15,4170571980
2010-03-16,4260752840
2010-03-17,4256068120
2010-03-18,4204536200
2010-03-19,4130751860
2010-03-22,4191653220
2010-03-23,4251383399
2010-03-24,4179941419
2010-03-25,4076877580
2010-03-26,4079219940
2010-03-29,4172914340
2010-03-30,4245527500
2010-03-31,4172072620
2010-04-01,4235688919
2010-04-05,4276172020
2010-04-06,4235688919
2010-04-07,4144312780
2010-04-08,4155879380
2010-04-09,4191735840
2010-04-12,4183639220
2010-04-13,4111926299
2010-04-14,4093419740
2010-04-15,4059876600
2010-04-16,4027490120
2010-04-19,3961560500
2010-04-20,4069129880
2010-04-21,4088793100
2010-04-22,4139686140
2010-04-23,4136216160
2010-04-26,4140842799
2010-04-27,4072599860
2010-04-28,4019393500
2010-04-29,4106143000
2010-04-30,4087636440
2010-05-03,4140842799
2010-05-04,4017080179
2010-05-05,3895630880
2010-05-06,3795001460
2010-05-07,3771868260
2010-05-10,3907197480
2010-05-11,3865557720
2010-05-12,3945367260
2010-05-13,3966187140
2010-05-14,3930330679
2010-05-17,3929174020
2010-05-18,3884064280
2010-05-19,3798471440
2010-05-20,3648105640
2010-05-21,3704781980
2010-05-24,3661985560
2010-05-25,3689745400
2010-05-26,3739481780
2010-05-27,3902570840
2010-05-28,3820447980
2010-06-01,3712878600
2010-06-02,3837797880
2010-06-03,3967343799
2010-06-04,3792688140
2010-06-07,3752205039
2010-06-08,3731385160
2010-06-09,3724445200
2010-06-10,3929174020
2010-06-11,4043683360
2010-06-14,4002043600
2010-06-15,4116552940
2010-06-16,4091106419
2010-06-17,4056406620
2010-06-18,4086479780
2010-06-21,4064503240
2010-06-22,4005513580
2010-06-23,4056406620
2010-06-24,3981223720
2010-06-25,4020550160
2010-06-28,4070286539
2010-06-29,3939583960
2010-06-30,3902579480
2010-07-01,3838320600
2010-07-02,3813076039
2010-07-06,3844058000
2010-07-07,4029949759
2010-07-08,4093061160
2010-07-09,4056341800
2010-07-12,3950773640
2010-07-13,4000115280
2010-07-14,4024212360
2010-07-15,4005852679
2010-07-16,3902579480
2010-07-19,3935856399
2010-07-20,4119453200
2010-07-21,4071259039
2010-07-22,4109125880
2010-07-23,4179122160
2010-07-26,4135517920
2010-07-27,4073554000
2010-07-28,4076996440
2010-07-29,4055194320
2010-07-30,4151582640
2010-08-02,4262888200
2010-08-03,4134370440
2010-08-04,4208956640
2010-08-05,4199776800
2010-08-06,4129780520
2010-08-09,4165352399
2010-08-10,4176827200
2010-08-11,4074701480
2010-08-12,4110273360
2010-08-13,4130928000
2010-08-16,4152730119
2010-08-17,4239938600
2010-08-18,4244528520
2010-08-19,4194039399
2010-08-20,4214694039
2010-08-23,4220431440
2010-08-24,4160762480
2010-08-25,4215841520
2010-08-26,4191744440
2010-08-27,4199776800
2010-08-30,4095356119
2010-08-31,4107978399
2010-09-01,4130928000
2010-09-02,4155025080
2010-09-03,4233053720
2010-09-07,4277805440
2010-09-08,4331737000
2010-09-09,4311082360
2010-09-10,4376488720
2010-09-13,4426977840
2010-09-14,4383373600
2010-09-15,4410913120
2010-09-16,4344359280
2010-09-17,4377636200
2010-09-20,4472877040
2010-09-21,4514186320
2010-09-22,4461402240
2010-09-23,4467139640
2010-09-24,4572707800
2010-09-27,4521071200
2010-09-28,4583035120
2010-09-29,4624344400
2010-09-30,4610964800
2010-10-01,4608676480
2010-10-04,4601811520
2010-10-05,4664740320
2010-10-06,4637280480
2010-10-07,4669316960
2010-10-08,4686479360
2010-10-11,4677326080
2010-10-12,4659019520
2010-10-13,4683046880
2010-10-14,4638424640
2010-10-15,4564054240
2010-10-18,4518287840
2010-10-19,4475953920
2010-10-20,4519432000
2010-10-21,4457647360
2010-10-22,4462224000
2010-10-25,4490828000
2010-10-26,4517143680
2010-10-27,4485107200
2010-10-28,4581216640
2010-10-29,4491972160
2010-11-01,4507990400
2010-11-02,4512567040
2010-11-03,4490828000
2010-11-04,4478242240
2010-11-05,4397006880
2010-11-08,4350096320
2010-11-09,4323780640
2010-11-10,4368402880
2010-11-11,4362682080
2010-11-12,4291744160
2010-11-15,4234536160
2010-11-16,4217373760
2010-11-17,4259707679
2010-11-18,4339798880
2010-11-19,4394718560
2010-11-22,4356961280
2010-11-23,4348952160
2010-11-24,4439340800
2010-11-26,4455359040
2010-11-29,4438196640
2010-11-30,4479386400
2010-12-01,4573207520
2010-12-02,4597234880
2010-12-03,4560621760
2010-12-06,4582360800
2010-12-07,4568630880
2010-12-08,4532017760
2010-12-09,4549180160
2010-12-10,4553756800
2010-12-13,4553756800
2010-12-14,4553756800
2010-12-15,4498837120
2010-12-16,4490828000
2010-12-17,4480530560
2010-12-20,4540026880
2010-12-21,4631559680
2010-12-22,4607532320
2010-12-23,4589225760
2010-12-27,4623550560
2010-12-28,4636136320
2010-12-29,4652154560
2010-12-30,4663596160
2010-12-31,4684191040
2011-01-03,4679614400
2011-01-04,4693344320
2011-01-05,4662452000
2011-01-06,4541171040
2011-01-07,4537738560
2011-01-10,4526296960
2011-01-11,4534306080
2011-01-12,4598379040
2011-01-13,4566342560
2011-01-14,4490828000
2011-01-18,4564054240
2011-01-19,4494260480
2011-01-20,4551468480
2011-01-21,4544603520
2011-01-24,4607532320
2011-01-25,4649866240
2011-01-26,4678470240
2011-01-27,4692200160
2011-01-28,4685335200
2011-01-31,4668172800
2011-02-01,4779156320
2011-02-02,4822634400
2011-02-03,4907302240
2011-02-04,4914167200
2011-02-07,4885563200
2011-02-08,4964510240
2011-02-09,4970231040
2011-02-10,5004555840
2011-02-11,5064052160
2011-02-14,5038880640
2011-02-15,5035448160
2011-02-16,5058331360
2011-02-17,4995402560
2011-02-18,4972519360
2011-02-22,4888995680
2011-02-23,4826066880
2011-02-24,4855815040
2011-02-25,4847805920
2011-02-28,4815769440
2011-03-01,4774579680
2011-03-02,4781444640
2011-03-03,4805472000
2011-03-04,4822634400
2011-03-07,4796318720
2011-03-08,4761993920
2011-03-09,4749408160
2011-03-10,4654442880
2011-03-11,4686479360
2011-03-14,4653298720
2011-03-15,4614397280
2011-03-16,4679614400
2011-03-17,4670461120
2011-03-18,4645289600
2011-03-21,4236824480
2011-03-22,4226527039
2011-03-23,4318059840
2011-03-24,4351240480
2011-03-25,4393574400
2011-03-28,4435908320
2011-03-29,4491972160
2011-03-30,4540026880
2011-03-31,4457016320
2011-04-01,4490713520
2011-04-04,4463755760
2011-04-05,4394114880
2011-04-06,4382882480
2011-04-07,4382882480
2011-04-08,4379512760
2011-04-11,4353678240
2011-04-12,4330090200
2011-04-13,4378389520
2011-04-14,4357047960
2011-04-15,4397484600
2011-04-18,4339076120
2011-04-19,4378389520
2011-04-20,4396361360
2011-04-21,4523287480
2011-04-25,4513178320
2011-04-26,4492960000
2011-04-27,4508685360
2011-04-28,4477234640
2011-04-29,4339076120
2011-05-02,4264942280
2011-05-03,4268312000
2011-05-04,4241354240
2011-05-05,4277297920
2011-05-06,4307625400
2011-05-09,4368280360
2011-05-10,4422195880
2011-05-11,4401977560
2011-05-12,4397484600
2011-05-13,4342445840
2011-05-16,4348062040
2011-05-17,4321104280
2011-05-18,4379512760
2011-05-19,4378389520
2011-05-20,4415456440
2011-05-23,4415456440
2011-05-24,4417702920
2011-05-25,4403100800
2011-05-26,4419949400
2011-05-27,4408717000
2011-05-31,4413209960
2011-06-01,4346938800
2011-06-02,4360417680
2011-06-03,4291900040
2011-06-06,4194178160
2011-06-07,4224505640
2011-06-08,4164973920
2011-06-09,4172836600
2011-06-10,4133523199
2011-06-13,4171713360
2011-06-14,4143632360
2011-06-15,4109935160
2011-06-16,4131276720
2011-06-17,4120044320
2011-06-20,4153741519
2011-06-21,4223382400
2011-06-22,4291900040
2011-06-23,4327843720
2011-06-24,4306502160
2011-06-27,4324474000
2011-06-28,4291900040
2011-06-29,4300885960
2011-06-30,4209760079
2011-07-01,4335424560
2011-07-05,4306764240
2011-07-06,4350857040
2011-07-07,4396052160
2011-07-08,4366289520
2011-07-11,4321094400
2011-07-12,4343140800
2011-07-13,4318889760
2011-07-14,4195429920
2011-07-15,4214169359
2011-07-18,4108346640
2011-07-19,4130393040
2011-07-20,4178895119
2011-07-21,4208657760
2011-07-22,4221885599
2011-07-25,4165667280
2011-07-26,4199839200
2011-07-27,4125983760
2011-07-28,4197634560
2011-07-29,4207555440
2011-08-01,4232908800
2011-08-02,4121574480
2011-08-03,4295741040
2011-08-04,4001421599
2011-08-05,3922054560
2011-08-08,3617814240
2011-08-09,3745683359
2011-08-10,3634349040
2011-08-11,3718125359
2011-08-12,3825050400
2011-08-15,3939691680
2011-08-16,3930873119
2011-08-17,3963942720
2011-08-18,3791980800
2011-08-19,3745683359
2011-08-22,3735762480
2011-08-23,3928668480
2011-08-24,3966147359
2011-08-25,3871347839
2011-08-26,3925361520
2011-08-29,4008035520
2011-08-30,3999216960
2011-08-31,4165667280
2011-09-01,4235113440
2011-09-02,4122676800
2011-09-06,4084095599
2011-09-07,4173383520
2011-09-08,4129290720
2011-09-09,4038900480
2011-09-12,3976068240
2011-09-13,4033388880
2011-09-14,4079686320
2011-09-15,4148030160
2011-09-16,4114960560
2011-09-19,4191020640
2011-09-20,4155746400
2011-09-21,4120472160
2011-09-22,4002523920
2011-09-23,3915440640
2011-09-26,3933077760
2011-09-27,3987091440
2011-09-28,3905519760
2011-09-29,3883473359
2011-09-30,3773939439
2011-10-03,3653541140
2011-10-04,3662297380
2011-10-05,3775033970
2011-10-06,3852745600
2011-10-07,3830855000
2011-10-10,3864785430
2011-10-11,3845083890
2011-10-12,3954536890
2011-10-13,3992845439
2011-10-14,4083691430
2011-10-17,4076029720
2011-10-18,4092447670
2011-10-19,4121999979
2011-10-20,4141701520
2011-10-21,4233642040
2011-10-24,4286179479
2011-10-25,4201900670
2011-10-26,4163592120
2011-10-27,4265383410
2011-10-28,4228169390
2011-10-31,4169064770
2011-11-01,4222696740
2011-11-02,4264288880
2011-11-03,4396727010
2011-11-04,4336527860
2011-11-07,4321204440
2011-11-08,4321204440
2011-11-09,4232547510
2011-11-10,4202995200
2011-11-11,4339811450
2011-11-14,4311353670
2011-11-15,4313542730
2011-11-16,4311353670
2011-11-17,4302597430
2011-11-18,4256627170
2011-11-21,4216129560
2011-11-22,4163592120
2011-11-23,4093542200
2011-11-25,4090258609
2011-11-28,4244587340
2011-11-29,4323393500
2011-11-30,4475533170
2011-12-01,4467871460
2011-12-02,4524787020
2011-12-05,4513841720
2011-12-06,4540110440
2011-12-07,4500707360
2011-12-08,4428468380
2011-12-09,4442697270
2011-12-12,4427373850
2011-12-13,4403294190
2011-12-14,4366080170
2011-12-15,4380309060
2011-12-16,4373741880
2011-12-19,4331055210
2011-12-20,4549961210
2011-12-21,4624389250
2011-12-22,4623294720
2011-12-23,4645185320
2011-12-27,4701006350
2011-12-28,4650657970
2011-12-29,4697722760
2011-12-30,4702100880
2012-01-03,4802676100
2012-01-04,4809361960
2012-01-05,4806019030
2012-01-06,4808247650
2012-01-09,4853934360
2012-01-10,4930821750
2012-01-11,4949765020
2012-01-12,4983194320
2012-01-13,4965365360
2012-01-17,4965365360
2012-01-18,5021080860
2012-01-19,5057853090
2012-01-20,5011052070
2012-01-23,5015509310
2012-01-24,4984308630
2012-01-25,5023309480
2012-01-26,5014395000
2012-01-27,5105768420
2012-01-30,5089053770
2012-01-31,5094625320
2012-02-01,5091282390
2012-02-02,5075682050
2012-02-03,5077910670
2012-02-06,5064538950
2012-02-07,5047824300
2012-02-08,5041138440
2012-02-09,5066767570
2012-02-10,5035566890
2012-02-13,5067881880
2012-02-14,5057853090
2012-02-15,5066767570
2012-02-16,5154798060
2012-02-17,5155912370
2012-02-21,5239485620
2012-02-22,5209399250
2012-02-23,5232799760
2012-02-24,5219428040
2012-02-27,5227228210
2012-02-28,5304115600
2012-02-29,5229456830
2012-03-01,5242828550
2012-03-02,5248400100
2012-03-05,5304115600
2012-03-06,5295201120
2012-03-07,5355373860
2012-03-08,5474605030
2012-03-09,5534777770
2012-03-12,5529206220
2012-03-13,5578235860
2012-03-14,5540349320
2012-03-15,5532549150
2012-03-16,5564864140
2012-03-19,5591607580
2012-03-20,5588264650
2012-03-21,5613893780
2012-03-22,5650666010
2012-03-23,5618351020
2012-03-26,5651780320
2012-03-27,5649551700
2012-03-28,5626151190
2012-03-29,5636179980
2012-03-30,5661809110
2012-04-02,6176299380
2012-04-03,6075605440
2012-04-04,6028291420
2012-04-05,6122919460
2012-04-09,6175086200
2012-04-10,6080458160
2012-04-11,6255156080
2012-04-12,6302470100
2012-04-13,6325520520
2012-04-16,6340078680
2012-04-17,6381326800
2012-04-18,6313388720
2012-04-19,6291551480
2012-04-20,6306109640
2012-04-23,6260008800
2012-04-24,6251516540
2012-04-25,6367981820
2012-04-26,6472315300
2012-04-27,6505071160
2012-04-30,6525695220
2012-05-01,6591206940
2012-05-02,6615470540
2012-05-03,6587567400
2012-05-04,6529334760
2012-05-07,6596059660
2012-05-08,6502644800
2012-05-09,6457757140
2012-05-10,6433493540
2012-05-11,6435919900
2012-05-14,6297617380
2012-05-15,6324307340
2012-05-16,6276993320
2012-05-17,6108361300
2012-05-18,6051341840
2012-05-21,6115640380
2012-05-22,6156888500
2012-05-23,6226039760
2012-05-24,6347357760
2012-05-25,6341291860
2012-05-29,6357063200
2012-05-30,6300043740
2012-05-31,6302470100
2012-06-01,6227252940
2012-06-04,6216334320
2012-06-05,6234532020
2012-06-06,6363129100
2012-06-07,6363129100
2012-06-08,6387392700
2012-06-11,6334012780
2012-06-12,6422574920
2012-06-13,6445625340
2012-06-14,6499005260
2012-06-15,6517202960
2012-06-18,6634881420
2012-06-19,6690687700
2012-06-20,6636094600
2012-06-21,6551172000
2012-06-22,6642160500
2012-06-25,6750133520
2012-06-26,6933323700
2012-06-27,6969719100
2012-06-28,6900567840
2012-06-29,6921191900
2012-07-02,7015443286
2012-07-03,7064001468
2012-07-05,7030010741
2012-07-06,7036080513
2012-07-09,7093136377
2012-07-10,7002089786
2012-07-11,6891619923
2012-07-12,6906187378
2012-07-13,6908615287
2012-07-16,6925610650
2012-07-17,6968099059
2012-07-18,6873410605
2012-07-19,6858843151
2012-07-20,6833350105
2012-07-23,6834564060
2012-07-24,6816354742
2012-07-25,6839419878
2012-07-26,7027582832
2012-07-27,7141694558
2012-07-30,7212103922
2012-07-31,7169615513
2012-08-01,7088280559
2012-08-02,7096778240
2012-08-03,7185396922
2012-08-06,7283727240
2012-08-07,7292224921
2012-08-08,7289797012
2012-08-09,7318931921
2012-08-10,7333499376
2012-08-13,7332285421
2012-08-14,7358992421
2012-08-15,7458536693
2012-08-16,7348066830
2012-08-17,7345638921
2012-08-20,7351708694
2012-08-21,7252164421
2012-08-22,7238810922
2012-08-23,7199964376
2012-08-24,7244880694
2012-08-27,7270373740
2012-08-28,7277657467
2012-08-29,7289797012
2012-08-30,7294652830
2012-08-31,7257020240
2012-09-04,7280085376
2012-09-05,7308006330
2012-09-06,7366276148
2012-09-07,7288583058
2012-09-10,7263090012
2012-09-11,7288583058
2012-09-12,7215745785
2012-09-13,7289797012
2012-09-14,7227885331
2012-09-17,7274015603
2012-09-18,7334713330
2012-09-19,7407550603
2012-09-20,7397838966
2012-09-21,7465820421
2012-09-24,7470676239
2012-09-25,7431829693
2012-09-26,7467034375
2012-09-27,7542299557
2012-09-28,7635774056
2012-10-01,7997195660
2012-10-02,7906045100
2012-10-03,8063026620
2012-10-04,8092144160
2012-10-05,8156709140
2012-10-08,8168102959
2012-10-09,8249125680
2012-10-10,8278243220
2012-10-11,8145315320
2012-10-12,8256721560
2012-10-15,8384585540
2012-10-16,8399777299
2012-10-17,8441554640
2012-10-18,8444086600
2012-10-19,8368127799
2012-10-22,8317488600
2012-10-23,8250391660
2012-10-24,8298498900
2012-10-25,8327616440
2012-10-26,8364329859
2012-10-31,8401043280
2012-11-01,8433958760
2012-11-02,8431426799
2012-11-05,8374457700
2012-11-06,8406107200
2012-11-07,8479534040
2012-11-08,8542833040
2012-11-09,8511183540
2012-11-12,8489661880
2012-11-13,8449150519
2012-11-14,8356733980
2012-11-15,8208614320
2012-11-16,8351670060
2012-11-19,8483331980
2012-11-20,8492193840
2012-11-21,8513715500
2012-11-23,8577014500
2012-11-26,8513715500
2012-11-27,8537769120
2012-11-28,8583344400
2012-11-29,8618791840
2012-11-30,8712474360
2012-12-03,8661835160
2012-12-04,8674494960
2012-12-05,8594738220
2012-12-06,8649175360
2012-12-07,8745389840
2012-12-10,8722602200
2012-12-11,8677026920
2012-12-12,8763113560
2012-12-13,8742857880
2012-12-14,8813752760
2012-12-17,8877051760
2012-12-18,8837806380
2012-12-19,8836540400
2012-12-20,8871987840
2012-12-21,8975798200
2012-12-24,8955542520
2012-12-26,8915031160
2012-12-27,8936552820
2012-12-28,8896041460
2012-12-31,8823602658
2013-01-02,9023743547
2013-01-03,8883271992
2013-01-04,8781336881
2013-01-07,8675672436
2013-01-08,8654539547
2013-01-09,8674429325
2013-01-10,8778850658
2013-01-11,8802469769
2013-01-14,8767662658
2013-01-15,8712965769
2013-01-16,8798740436
2013-01-17,8887001325
2013-01-18,8863382214
2013-01-22,8900675547
2013-01-23,8868354658
2013-01-24,8931753325
2013-01-25,8869597769
2013-01-28,8878299547
2013-01-29,8831061325
2013-01-30,8712965769
2013-01-31,8658268881
2013-02-01,8746529769
2013-02-04,8655782658
2013-02-05,8747772881
2013-02-06,8694319103
2013-02-07,8608544436
2013-02-08,8638379103
2013-02-11,8612273770
2013-02-12,8486719547
2013-02-13,8384784436
2013-02-14,8466829770
2013-02-15,8538930214
2013-02-19,8440724436
2013-02-20,8419591548
2013-02-21,8422077770
2013-02-22,8701777770
2013-02-25,8717938214
2013-02-26,8752745325
2013-02-27,8791281769
2013-02-28,8841006214
2013-03-01,8904404880
2013-03-04,9001367547
2013-03-05,9078440436
2013-03-06,9073467991
2013-03-07,9092114658
2013-03-08,9114490658
2013-03-11,9082169769
2013-03-12,8997638214
2013-03-13,8975262214
2013-03-14,8934239547
2013-03-15,8853437325
2013-03-18,8795011103
2013-03-19,8782579992
2013-03-20,8842249325
2013-03-21,8837276880
2013-03-22,8937968880
2013-03-25,8928023992
2013-03-26,8928023992
2013-03-27,8986450214
2013-03-28,8950399992
2013-04-01,9208107300
2013-04-02,9269409540
2013-04-03,9206830170
2013-04-04,9257915370
2013-04-05,9315386220
2013-04-08,9415002360
2013-04-09,9435436440
2013-04-10,9579752130
2013-04-11,9595077690
2013-04-12,9641054370
2013-04-15,9504401460
2013-04-16,9672982620
2013-04-17,9573366480
2013-04-18,9683199660
2013-04-19,9715127910
2013-04-22,9776430150
2013-04-23,9827515350
2013-04-24,9754718940
2013-04-25,9973108170
2013-04-26,9980770950
2013-04-29,9945011310
2013-04-30,10088049870
2013-05-01,10054844490
2013-05-02,10079109960
2013-05-03,10122532380
2013-05-06,10043350320
2013-05-07,10128918030
2013-05-08,10218317130
2013-05-09,10174894710
2013-05-10,10209377220
2013-05-13,10215762870
2013-05-14,10325596050
2013-05-15,10310270490
2013-05-16,10223425650
2013-05-17,10316656140
2013-05-20,10297499190
2013-05-21,10305161970
2013-05-22,10028024760
2013-05-23,10038241800
2013-05-24,9978216690
2013-05-28,9883709070
2013-05-29,9628283070
2013-05-30,9672982620
2013-05-31,9612957510
2013-06-03,9611680380
2013-06-04,9637222980
2013-06-05,9559318050
2013-06-06,9722790690
2013-06-07,9729176340
2013-06-10,9573366480
2013-06-11,9510787110
2013-06-12,9448207740
2013-06-13,9658934190
2013-06-14,9736839120
2013-06-17,9656379930
2013-06-18,9689585310
2013-06-19,9432882180
2013-06-20,9185118960
2013-06-21,9163407750
2013-06-24,9131479500
2013-06-25,9132756630
2013-06-26,9172347660
2013-06-27,9506955720
2013-06-28,9466087560
2013-07-01,9483951600
2013-07-02,9483951600
2013-07-03,9460932300
2013-07-05,9432797600
2013-07-08,9499297800
2013-07-09,9514644000
2013-07-10,9711586900
2013-07-11,9973751150
2013-07-12,10092684200
2013-07-15,10083732250
2013-07-16,10059434100
2013-07-17,10027462850
2013-07-18,10064549500
2013-07-19,10156626700
2013-07-22,10077338000
2013-07-23,10063270650
2013-07-24,9990376200
2013-07-25,9827962250
2013-07-26,9784481350
2013-07-29,9743558150
2013-07-30,9662990600
2013-07-31,9474999650
2013-08-01,9503134350
2013-08-02,9384201300
2013-08-05,9638692450
2013-08-06,9540221000
2013-08-07,9409778300
2013-08-08,9370133950
2013-08-09,9391874400
2013-08-12,9393153250
2013-08-13,9368855100
2013-08-14,9304912600
2013-08-15,9240970100
2013-08-16,9161681400
2013-08-19,9171912200
2013-08-20,9335605000
2013-08-21,9251200900
2013-08-22,9262710550
2013-08-23,9395710950
2013-08-26,9403384050
2013-08-27,9501855500
2013-08-28,9541499850
2013-08-29,9605442350
2013-08-30,9591375000
2013-09-03,9618230850
2013-09-04,9669384850
2013-09-05,9633577050
2013-09-06,9696240700
2013-09-09,9849702700
2013-09-10,10008280100
2013-09-11,10047924450
2013-09-12,9877837400
2013-09-13,9783202500
2013-09-16,9881673950
2013-09-17,9882952800
2013-09-18,9898299000
2013-09-19,9903414400
2013-09-20,9875279700
2013-09-23,9875279700
2013-09-24,9900856700
2013-09-25,9973751150
2013-09-26,10191155650
2013-09-27,10209059550
2013-09-30,10331546760
2013-10-01,10198004520
2013-10-02,10108120320
2013-10-03,9969441840
2013-10-04,9952749060
2013-10-07,10022088300
2013-10-08,9901386660
2013-10-09,9900102600
2013-10-10,10072166640
2013-10-11,10190300160
2013-10-14,10260923460
2013-10-15,10264775640
2013-10-16,10466373060
2013-10-17,10807933020
2013-10-18,10872136020
2013-10-21,11050620360
2013-10-22,11137936440
2013-10-23,10976144880
2013-10-24,11229104700
2013-10-25,11208559740
2013-10-28,11216264100
2013-10-29,11379339720
2013-10-30,11419145580
2013-10-31,11221400340
2013-11-01,11234240940
2013-11-04,11265058380
2013-11-05,11679809760
2013-11-06,11791522980
2013-11-07,11744012760
2013-11-08,11761989600
2013-11-11,11720899680
2013-11-12,11652844500
2013-11-13,11575800900
2013-11-14,11479496400
2013-11-15,11556540000
2013-11-18,11543699400
2013-11-19,11375487540
2013-11-20,11110971180
2013-11-21,10976144880
2013-11-22,10882408500
2013-11-25,10905521580
2013-11-26,11006962320
2013-11-27,10990269540
2013-11-29,10936339020
2013-12-02,11033927580
2013-12-03,10968440520
2013-12-04,11040347880
2013-12-05,11080153740
2013-12-06,11185446660
2013-12-09,11212411920
2013-12-10,11158481400
2013-12-11,11140504560
2013-12-12,11104550880
2013-12-13,11240661240
2013-12-16,10972292700
2013-12-17,10913225940
2013-12-18,11026223220
2013-12-19,11198287260
2013-12-20,11179026360
2013-12-23,11244513420
2013-12-24,11317704840
2013-12-26,11333113560
2013-12-27,11312568600
2013-12-30,11471792040
2013-12-31,11549830400
2014-01-02,11367275200
2014-01-03,11288853600
2014-01-06,11290139200
2014-01-07,11385273600
2014-01-08,11446982400
2014-01-09,11292710400
2014-01-10,11354419200
2014-01-13,11457267200
2014-01-14,11643679200
2014-01-15,11656535200
2014-01-16,11662963200
2014-01-17,11571685600
2014-01-21,11653964000
2014-01-22,11759383200
2014-01-23,11927796800
2014-01-24,11563972000
2014-01-27,11518976000
2014-01-28,11561400800
2014-01-29,11643679200
2014-01-30,11864802400
2014-01-31,11923940000
2014-02-03,11826234400
2014-02-04,11778667200
2014-02-05,11791523200
2014-02-06,11827520000
2014-02-07,11944509600
2014-02-10,11977935200
2014-02-11,12178488800
2014-02-12,12106495200
2014-02-13,12231198400
2014-02-14,12388041600
2014-02-18,12418896000
2014-02-19,12559026400
2014-02-20,12754437600
2014-02-21,12501174400
2014-02-24,12328904000
2014-02-25,12256910400
2014-02-26,11929082400
2014-02-27,12199058400
2014-02-28,12235055200
2014-03-03,12236340800
2014-03-04,12317333600
2014-03-05,12244054400
2014-03-06,12281336800
2014-03-07,12223484800
2014-03-10,12156633600
2014-03-11,12211914400
2014-03-12,12238912000
2014-03-13,12196487200
2014-03-14,12208057600
2014-03-17,12150205600
2014-03-18,12177203200
2014-03-19,12051214400
2014-03-20,12021645600
2014-03-21,11813378400
2014-03-24,11749098400
2014-03-25,11639822400
2014-03-26,11617967200
2014-03-27,11989505600
2014-03-28,11859660000
2014-03-31,11729292000
