,BK
2009-04-14,36537727200
2009-04-15,38130397360
2009-04-16,36549438010
2009-04-17,35390067820
2009-04-20,32825400430
2009-04-21,32766846380
2009-04-22,30740876250
2009-04-23,31443524850
2009-04-24,31478657280
2009-04-27,30225600610
2009-04-28,29300446620
2009-04-29,31209308650
2009-04-30,29839143880
2009-05-01,30330997900
2009-05-04,32602895040
2009-05-05,32099330210
2009-05-06,35671127260
2009-05-07,34558600310
2009-05-08,37650254150
2009-05-11,34605443550
2009-05-12,33293832830
2009-05-13,32731713950
2009-05-14,33305543640
2009-05-15,32415522080
2009-05-18,33340676070
2009-05-19,32450654510
2009-05-20,31221019460
2009-05-21,31853403200
2009-05-22,31513789710
2009-05-26,33773976040
2009-05-27,32122751830
2009-05-28,32579473420
2009-05-29,32532630180
2009-06-01,32146173450
2009-06-02,32602895040
2009-06-03,32626316660
2009-06-04,33809108470
2009-06-05,33047905820
2009-06-08,33422651740
2009-06-09,33715421990
2009-06-10,33328965260
2009-06-11,33914505760
2009-06-12,33984770620
2009-06-15,33328965260
2009-06-16,33235278780
2009-06-17,33071327440
2009-06-18,33844240900
2009-06-19,34663997600
2009-06-22,32755135570
2009-06-23,33188435540
2009-06-24,33855951710
2009-06-25,34675708410
2009-06-26,34382938160
2009-06-29,34792816510
2009-06-30,35096204340
2009-07-01,34353807660
2009-07-02,33012703980
2009-07-06,33958661040
2009-07-07,33060600540
2009-07-08,32988755700
2009-07-09,33012703980
2009-07-10,32641505640
2009-07-13,34162221420
2009-07-14,34437626640
2009-07-15,35168049180
2009-07-16,35515299240
2009-07-17,35191997460
2009-07-20,35347661280
2009-07-21,34856721540
2009-07-22,32713350480
2009-07-23,32617557360
2009-07-24,32018850360
2009-07-27,32330178000
2009-07-28,32018850360
2009-07-29,32473867680
2009-07-30,32916910860
2009-07-31,32737298760
2009-08-03,33802997220
2009-08-04,34162221420
2009-08-05,35203971600
2009-08-06,34892643960
2009-08-07,36293618340
2009-08-10,35191997460
2009-08-11,33599436840
2009-08-12,34377755940
2009-08-13,34533419760
2009-08-14,34210117980
2009-08-17,33168367800
2009-08-18,34246040400
2009-08-19,34222092119
2009-08-20,34653161160
2009-08-21,34868695680
2009-08-24,34952514660
2009-08-25,35191997460
2009-08-26,34509471480
2009-08-27,35156075040
2009-08-28,34641187020
2009-08-31,35455428540
2009-09-01,33647333400
2009-09-02,33467721300
2009-09-03,33707204100
2009-09-04,33635359260
2009-09-08,34138273140
2009-09-09,34868695680
2009-09-10,34976462940
2009-09-11,34329859380
2009-09-14,34748954280
2009-09-15,34521445620
2009-09-16,36784558080
2009-09-17,36808506360
2009-09-18,36281644200
2009-09-21,35479376820
2009-09-22,35814652740
2009-09-23,35383583700
2009-09-24,35132126760
2009-09-25,34808824980
2009-09-28,35874523440
2009-09-29,35120152620
2009-09-30,34805480970
2009-10-01,33496823700
2009-10-02,33136642800
2009-10-05,33256703100
2009-10-06,33820986510
2009-10-07,34217185500
2009-10-08,34181167410
2009-10-09,34433294040
2009-10-12,34373263890
2009-10-13,33304727220
2009-10-14,33832992540
2009-10-15,33772962390
2009-10-16,32704425720
2009-10-19,32692419690
2009-10-20,34697426700
2009-10-21,33688920180
2009-10-22,35117637750
2009-10-23,35621891010
2009-10-26,34205179470
2009-10-27,33328739280
2009-10-28,32740443810
2009-10-29,33760956360
2009-10-30,32008075980
2009-11-02,32380262910
2009-11-03,31719931260
2009-11-04,31023581520
2009-11-05,32092118190
2009-11-06,32296220700
2009-11-09,32956552350
2009-11-10,32272208640
2009-11-11,33040594560
2009-11-12,32776461900
2009-11-13,32956552350
2009-11-16,32596371450
2009-11-17,32332238790
2009-11-18,32128136280
2009-11-19,31551846840
2009-11-20,31443792570
2009-11-23,32176160400
2009-11-24,31755949350
2009-11-25,31960051860
2009-11-27,31575858900
2009-11-30,31984063920
2009-12-01,32356250850
2009-12-02,32848498080
2009-12-03,32116130250
2009-12-04,32332238790
2009-12-07,32188166430
2009-12-08,32308226730
2009-12-09,32584365420
2009-12-10,32560353360
2009-12-11,32344244820
2009-12-14,32464305120
2009-12-15,31948045830
2009-12-16,32248196580
2009-12-17,31924033770
2009-12-18,32140142310
2009-12-21,32680413660
2009-12-22,33040594560
2009-12-23,33196672950
2009-12-24,33328739280
2009-12-28,33208678980
2009-12-29,33172660890
2009-12-30,33640896060
2009-12-31,33989630426
2010-01-04,34378499991
2010-01-05,34743065208
2010-01-06,34220521730
2010-01-07,35666630425
2010-01-08,35885369556
2010-01-11,35265608686
2010-01-12,35326369556
2010-01-13,35593717382
2010-01-14,35545108686
2010-01-15,35277760860
2010-01-19,35885369556
2010-01-20,37623130425
2010-01-21,37270717381
2010-01-22,35569413034
2010-01-25,36164869556
2010-01-26,35569413034
2010-01-27,36164869556
2010-01-28,35447891295
2010-01-29,35350673904
2010-02-01,35946130425
2010-02-02,35557260860
2010-02-03,34718760860
2010-02-04,33163282600
2010-02-05,32980999991
2010-02-08,32640739122
2010-02-09,32883782600
2010-02-10,33284804339
2010-02-11,33369869556
2010-02-12,32871630426
2010-02-16,33697978252
2010-02-17,33673673904
2010-02-18,33649369556
2010-02-19,34828130426
2010-02-22,35046869556
2010-02-23,34171913034
2010-02-24,34791673904
2010-02-25,34500021730
2010-02-26,34657999991
2010-03-01,34536478252
2010-03-02,34864586947
2010-03-03,34864586947
2010-03-04,35107630425
2010-03-05,36091956512
2010-03-08,35994739121
2010-03-09,36225630425
2010-03-10,35994739121
2010-03-11,36055499990
2010-03-12,36116260860
2010-03-15,36383608686
2010-03-16,36760326077
2010-03-17,37295021729
2010-03-18,37452999990
2010-03-19,37234260860
2010-03-22,37465152164
2010-03-23,38097065207
2010-03-24,37282869555
2010-03-25,37477304338
2010-03-26,37550217381
2010-03-29,37623130425
2010-03-30,37331478251
2010-03-31,37196720160
2010-04-01,37654451820
2010-04-05,37943545500
2010-04-06,38184456900
2010-04-07,37895363220
2010-04-08,38365140450
2010-04-09,38485596150
2010-04-12,39196284780
2010-04-13,39111965790
2010-04-14,38762644260
2010-04-15,38569915140
2010-04-16,38027864490
2010-04-19,38714461980
2010-04-20,38726507550
2010-04-21,38810826540
2010-04-22,39051737940
2010-04-23,38485596150
2010-04-26,38124229050
2010-04-27,37184674590
2010-04-28,37630360680
2010-04-29,38509687290
2010-04-30,37497859410
2010-05-03,37738770810
2010-05-04,36871489770
2010-05-05,37558087260
2010-05-06,36401712540
2010-05-07,36208983420
2010-05-10,38027864490
2010-05-11,37317175860
2010-05-12,37244902440
2010-05-13,36112618860
2010-05-14,35775342900
2010-05-17,35895798600
2010-05-18,35124882120
2010-05-19,34667150460
2010-05-20,33306001050
2010-05-21,33510775740
2010-05-24,32727813690
2010-05-25,32751904830
2010-05-26,32932588380
2010-05-27,33763732710
2010-05-28,32763950400
2010-06-01,31920760500
2010-06-02,32872360530
2010-06-03,32860314960
2010-06-04,31318482000
2010-06-07,30860750340
2010-06-08,30607793370
2010-06-09,30511428809
2010-06-10,31222117440
2010-06-11,31547347830
2010-06-14,30920978190
2010-06-15,31920760500
2010-06-16,31764168090
2010-06-17,31691894670
2010-06-18,32017125059
2010-06-21,31824395940
2010-06-22,31619621250
2010-06-23,31463028840
2010-06-24,30740294640
2010-06-25,31173935160
2010-06-28,31258254150
2010-06-29,30246426270
2010-06-30,30112117643
2010-07-01,30209686271
2010-07-02,29977960780
2010-07-06,30173098035
2010-07-07,32100078427
2010-07-08,31661019604
2010-07-09,31990313721
2010-07-12,32039098035
2010-07-13,32746470584
2010-07-14,32453764702
2010-07-15,32673294113
2010-07-16,31380509800
2010-07-19,31270745094
2010-07-20,31136588231
2010-07-21,30709725486
2010-07-22,31343921565
2010-07-23,31490274506
2010-07-26,32087882349
2010-07-27,31892745094
2010-07-28,30843882349
2010-07-29,30807294114
2010-07-30,30575568624
2010-08-02,31502470584
2010-08-03,31356117643
2010-08-04,31404901957
2010-08-05,31587843133
2010-08-06,31380509800
2010-08-09,31392705878
2010-08-10,31026823525
2010-08-11,30209686271
2010-08-12,30234078427
2010-08-13,30246274506
2010-08-16,30124313722
2010-08-17,30807294114
2010-08-18,30624352937
2010-08-19,29990156859
2010-08-20,30063333329
2010-08-23,29892588231
2010-08-24,29685254898
2010-08-25,29465725486
2010-08-26,29490117643
2010-08-27,30063333329
2010-08-30,29477921565
2010-08-31,29587686271
2010-09-01,30636549016
2010-09-02,30819490192
2010-09-03,31795176467
2010-09-07,31063411761
2010-09-08,31246352937
2010-09-09,31185372545
2010-09-10,31099999996
2010-09-13,31795176467
2010-09-14,31209764702
2010-09-15,31319529408
2010-09-16,31160980388
2010-09-17,31014627447
2010-09-20,31636627447
2010-09-21,31246352937
2010-09-22,31002431369
2010-09-23,30648745094
2010-09-24,31868352937
2010-09-27,31295137251
2010-09-28,31539058819
2010-09-29,31453686270
2010-09-30,32207001840
2010-10-01,32465841120
2010-10-04,32305607280
2010-10-05,32613749280
2010-10-06,33045148080
2010-10-07,32613749280
2010-10-08,32712354720
2010-10-11,32737006080
2010-10-12,32761657439
2010-10-13,32823285840
2010-10-14,32182350480
2010-10-15,31849557120
2010-10-18,32810960160
2010-10-19,32034442319
2010-10-20,31492112400
2010-10-21,31430484000
2010-10-22,31146993360
2010-10-25,30727920240
2010-10-26,30851177040
2010-10-27,31085364960
2010-10-28,31023736560
2010-10-29,30888154080
2010-11-01,30875828400
2010-11-02,30912805439
2010-11-03,31750951680
2010-11-04,32663052000
2010-11-05,34721440560
2010-11-08,34598183760
2010-11-09,34203762000
2010-11-10,34166784960
2010-11-11,34105156560
2010-11-12,33883294319
2010-11-15,34179110640
2010-11-16,34129807920
2010-11-17,33673757760
2010-11-18,34561206720
2010-11-19,34216087680
2010-11-22,33661432080
2010-11-23,33131427840
2010-11-24,33833991600
2010-11-26,33451895520
2010-11-29,33513523920
2010-11-30,33267010319
2010-12-01,33735386160
2010-12-02,34314693120
2010-12-03,34511904000
2010-12-06,34499578320
2010-12-07,34684463520
2010-12-08,35448655680
2010-12-09,35719820640
2010-12-10,35682843600
2010-12-13,36151219440
2010-12-14,35990985600
2010-12-15,35941682880
2010-12-16,36274476240
2010-12-17,36225173520
2010-12-20,36311453280
2010-12-21,36718200720
2010-12-22,37617975360
2010-12-23,37087971120
2010-12-27,37383787440
2010-12-28,37457741520
2010-12-29,37322159040
2010-12-30,37198902240
2010-12-31,37269095200
2011-01-03,38021881560
2011-01-04,37799747880
2011-01-05,39107868440
2011-01-06,38799349440
2011-01-07,37960177760
2011-01-10,37886133200
2011-01-11,37873792440
2011-01-12,39070846160
2011-01-13,39046164640
2011-01-14,39947040120
2011-01-18,39515113520
2011-01-19,38848712480
2011-01-20,39033823880
2011-01-21,39428728200
2011-01-24,39046164640
2011-01-25,39083186920
2011-01-26,39132549960
2011-01-27,39021483120
2011-01-28,38108266880
2011-01-31,38540193480
2011-02-01,39601498840
2011-02-02,39292979840
2011-02-03,38824030960
2011-02-04,38256356000
2011-02-07,39292979840
2011-02-08,39737247200
2011-02-09,39107868440
2011-02-10,39132549960
2011-02-11,39675543400
2011-02-14,39527454280
2011-02-15,38318059800
2011-02-16,38552534240
2011-02-17,38503171200
2011-02-18,39107868440
2011-02-22,38145289160
2011-02-23,37503569640
2011-02-24,37182709880
2011-02-25,37799747880
2011-02-28,37503569640
2011-03-01,37219732160
2011-03-02,37059302280
2011-03-03,38083585360
2011-03-04,37096324560
2011-03-07,36837168600
2011-03-08,37750384840
2011-03-09,37182709880
2011-03-10,35553729560
2011-03-11,35738840960
2011-03-14,35529048040
2011-03-15,35479685000
2011-03-16,34800943200
2011-03-17,35516707280
2011-03-18,35640114880
2011-03-21,35874589320
2011-03-22,35960974640
2011-03-23,35825226280
2011-03-24,36109063760
2011-03-25,36343538200
2011-03-28,36158426800
2011-03-29,36195449080
2011-03-30,36615034920
2011-03-31,36752227220
2011-04-01,37244389620
2011-04-04,37416646460
2011-04-05,37404342400
2011-04-06,37268997740
2011-04-07,37428950520
2011-04-08,37182869320
2011-04-11,37084436840
2011-04-12,36862963760
2011-04-13,36456929780
2011-04-14,36653794740
2011-04-15,36567666320
2011-04-18,35927855200
2011-04-19,34882010100
2011-04-20,35115787240
2011-04-21,34943530400
2011-04-25,34857401980
2011-04-26,35312652200
2011-04-27,35546429340
2011-04-28,35165003480
2011-04-29,35632557760
2011-05-02,35447996860
2011-05-03,35607949640
2011-05-04,35374172500
2011-05-05,35128091300
2011-05-06,35177307540
2011-05-09,35152699420
2011-05-10,35509517160
2011-05-11,34869706040
2011-05-12,35054266940
2011-05-13,34537496420
2011-05-16,34599016720
2011-05-17,34955834460
2011-05-18,35337260320
2011-05-19,35312652200
2011-05-20,34685145140
2011-05-23,34217590860
2011-05-24,33823860939
2011-05-25,33700820340
2011-05-26,33799252820
2011-05-27,34106854320
2011-05-31,34586712660
2011-06-01,33380914780
2011-06-02,33626995979
2011-06-03,33097921400
2011-06-06,32716495540
2011-06-07,32667279300
2011-06-08,32261245320
2011-06-09,32679583360
2011-06-10,32322765620
2011-06-13,32802623960
2011-06-14,33122529520
2011-06-15,32015164120
2011-06-16,32273549380
2011-06-17,32236637200
2011-06-20,32064380360
2011-06-21,32384285920
2011-06-22,32039772240
2011-06-23,31301528640
2011-06-24,30317203840
2011-06-27,30329507900
2011-06-28,30120338880
2011-06-29,31301528640
2011-06-30,31105908120
2011-07-01,31640123560
2011-07-05,31203038200
2011-07-06,31506569700
2011-07-07,32040785140
2011-07-08,31324450800
2011-07-11,30438138820
2011-07-12,30474562600
2011-07-13,30547410160
2011-07-14,30462421340
2011-07-15,30474562600
2011-07-18,29916064640
2011-07-19,30025335980
2011-07-20,30280302440
2011-07-21,31409439620
2011-07-22,31275885760
2011-07-25,31203038200
2011-07-26,31215179460
2011-07-27,30474562600
2011-07-28,30632398980
2011-07-29,30486703860
2011-08-01,30595975200
2011-08-02,29393990460
2011-08-03,29928205900
2011-08-04,28799068720
2011-08-05,27669931540
2011-08-08,24974571820
2011-08-09,25630199860
2011-08-10,23626891960
2011-08-11,24901724260
2011-08-12,24270378740
2011-08-15,25363092140
2011-08-16,25265962060
2011-08-17,25241679540
2011-08-18,23760445820
2011-08-19,23007687700
2011-08-22,22934840140
2011-08-23,23675457000
2011-08-24,24707464100
2011-08-25,24318943780
2011-08-26,24537486460
2011-08-29,25326668360
2011-08-30,25278103320
2011-08-31,25095984420
2011-09-01,25047419380
2011-09-02,24221813700
2011-09-06,23711880780
2011-09-07,25156690720
2011-09-08,24416073860
2011-09-09,24185389920
2011-09-12,24258237480
2011-09-13,24841017960
2011-09-14,25241679540
2011-09-15,25727329940
2011-09-16,25666623640
2011-09-19,24792452920
2011-09-20,24537486460
2011-09-21,23214089120
2011-09-22,22631308640
2011-09-23,22485613520
2011-09-26,22825568800
2011-09-27,23396208020
2011-09-28,22861992579
2011-09-29,23517620620
2011-09-30,22400838460
2011-10-03,21352493680
2011-10-04,22677987080
2011-10-05,22027290320
2011-10-06,22099589960
2011-10-07,21485043019
2011-10-10,22714136900
2011-10-11,22774386600
2011-10-12,23292534019
2011-10-13,22702086960
2011-10-14,22858736180
2011-10-17,22135739780
2011-10-18,23822731380
2011-10-19,23545582760
2011-10-20,24352928740
2011-10-21,24943375800
2011-10-24,25618172440
2011-10-25,24991575560
2011-10-26,25256674240
2011-10-27,26979815660
2011-10-28,27003915540
2011-10-31,25642272320
2011-11-01,24364978680
2011-11-02,25220524420
2011-11-03,25702522019
2011-11-04,25292824060
2011-11-07,25618172440
2011-11-08,26425518420
2011-11-09,24461378200
2011-11-10,24967475680
2011-11-11,25919420940
2011-11-14,24762626700
2011-11-15,24569827660
2011-11-16,23666082160
2011-11-17,22822586360
2011-11-18,22798486480
2011-11-21,22195989480
2011-11-22,21713991880
2011-11-23,21448893200
2011-11-25,21328393800
2011-11-28,21798341460
2011-11-29,21786291519
2011-11-30,23449183240
2011-12-01,23015385400
2011-12-02,23244334260
2011-12-05,23882981080
2011-12-06,23967330660
2011-12-07,24136029820
2011-12-08,22967185640
2011-12-09,23617882400
2011-12-12,22906935940
2011-12-13,22545437740
2011-12-14,22388788519
2011-12-15,22677987080
2011-12-16,23039485280
2011-12-19,22400838460
2011-12-20,23593782519
2011-12-21,23557632700
2011-12-22,24075780120
2011-12-23,24196279519
2011-12-27,24075780120
2011-12-28,23593782519
2011-12-29,24184229580
2011-12-30,23991430540
2012-01-03,24487524810
2012-01-04,24571099979
2012-01-05,24774068250
2012-01-06,24415888950
2012-01-09,24929279280
2012-01-10,25430730300
2012-01-11,25669516500
2012-01-12,25979938560
2012-01-13,25609819950
2012-01-17,25394912370
2012-01-18,24236799300
2012-01-19,24965097210
2012-01-20,25406851680
2012-01-23,25836666840
2012-01-24,25359094440
2012-01-25,24559160670
2012-01-26,23878620000
2012-01-27,24153224130
2012-01-30,23902498620
2012-01-31,24033831030
2012-02-01,24523342740
2012-02-02,25418790990
2012-02-03,26194846140
2012-02-06,26206785450
2012-02-07,25896363390
2012-02-08,26170967520
2012-02-09,26003817180
2012-02-10,25574002020
2012-02-13,25502366160
2012-02-14,25084490310
2012-02-15,25347155130
2012-02-16,26242603380
2012-02-17,26278421310
2012-02-21,26457510960
2012-02-22,26075453040
2012-02-23,26302299930
2012-02-24,25872484770
2012-02-27,26290360620
2012-02-28,26672418540
2012-02-29,26397814410
2012-03-01,26839568880
2012-03-02,26624661300
2012-03-05,26457510960
2012-03-06,25824727530
2012-03-07,26075453040
2012-03-08,26672418540
2012-03-09,26767933020
2012-03-12,27006719220
2012-03-13,27794713680
2012-03-14,27699199200
2012-03-15,28988644680
2012-03-16,28821494340
2012-03-19,29263248810
2012-03-20,29084159160
2012-03-21,28702101240
2012-03-22,28296164700
2012-03-23,28594647450
2012-03-26,29358763290
2012-03-27,28523011590
2012-03-28,28654344000
2012-03-29,28379739870
2012-03-30,28809555030
2012-04-02,28931261500
2012-04-03,29143904500
2012-04-04,28517789000
2012-04-05,28139757000
2012-04-09,27572709000
2012-04-10,27300998500
2012-04-11,27726284500
2012-04-12,28281519000
2012-04-13,27300998500
2012-04-16,27513641500
2012-04-17,28116130000
2012-04-18,27265557999
2012-04-19,26887526000
2012-04-20,26993847500
2012-04-23,26804831500
2012-04-24,27454574000
2012-04-25,27938927500
2012-04-26,27997995000
2012-04-27,28163384000
2012-04-30,27938927500
2012-05-01,28269705500
2012-05-02,28246078500
2012-05-03,27738098000
2012-05-04,27253744500
2012-05-07,27289185000
2012-05-08,27017474500
2012-05-09,26214156500
2012-05-10,26261410500
2012-05-11,26096021500
2012-05-14,25280890000
2012-05-15,24961925500
2012-05-16,24583893500
2012-05-17,24099540000
2012-05-18,23910524000
2012-05-21,24064099500
2012-05-22,24087726500
2012-05-23,24217675000
2012-05-24,24489385500
2012-05-25,24383064000
2012-05-29,24973739000
2012-05-30,24087726500
2012-05-31,24052286000
2012-06-01,23213527500
2012-06-04,23048138500
2012-06-05,23201714000
2012-06-06,23945964500
2012-06-07,24217675000
2012-06-08,24217675000
2012-06-11,23851456500
2012-06-12,24430318000
2012-06-13,24323996500
2012-06-14,24690215000
2012-06-15,24914671500
2012-06-18,24737469000
2012-06-19,25328144000
2012-06-20,25210009000
2012-06-21,24642961000
2012-06-22,25044620000
2012-06-25,24513012500
2012-06-26,24631147500
2012-06-27,24973739000
2012-06-28,24855604000
2012-06-29,25930632500
2012-07-02,25943369320
2012-07-03,26142213900
2012-07-05,25697737780
2012-07-06,25487196460
2012-07-09,25241564919
2012-07-10,24949146419
2012-07-11,24925752940
2012-07-12,24621637700
2012-07-13,25463802980
2012-07-16,25452106240
2012-07-17,25405319280
2012-07-18,25370229060
2012-07-19,24902359460
2012-07-20,24294128980
2012-07-23,24013407220
2012-07-24,23861349600
2012-07-25,24095284400
2012-07-26,24492973560
2012-07-27,25019326860
2012-07-30,25089507300
2012-07-31,24890662720
2012-08-01,24738605100
2012-08-02,24177161580
2012-08-03,25440409500
2012-08-06,25405319280
2012-08-07,26083730200
2012-08-08,26399542180
2012-08-09,26072033460
2012-08-10,26025246500
2012-08-13,26013549760
2012-08-14,25908279100
2012-08-15,25861492140
2012-08-16,26329361740
2012-08-17,26586690020
2012-08-20,26668567200
2012-08-21,26668567200
2012-08-22,26586690020
2012-08-23,26247484560
2012-08-24,26235787820
2012-08-27,26060336720
2012-08-28,26212394340
2012-08-29,26387845440
2012-08-30,26083730200
2012-08-31,26364451960
2012-09-04,26376148700
2012-09-05,26341058480
2012-09-06,26937592220
2012-09-07,26808928080
2012-09-10,26551599800
2012-09-11,26598386760
2012-09-12,26773837860
2012-09-13,27428855300
2012-09-14,27627699880
2012-09-17,27732970540
2012-09-18,27674486840
2012-09-19,27440552040
2012-09-20,27077953100
2012-09-21,27253404200
2012-09-24,27136436800
2012-09-25,26469722620
2012-09-26,26481419360
2012-09-27,26691960680
2012-09-28,26458025880
2012-10-01,26678833519
2012-10-02,26713738229
2012-10-03,26539214678
2012-10-04,27144229655
2012-10-05,27248943786
2012-10-08,27202404172
2012-10-09,27167499462
2012-10-10,26946436297
2012-10-11,27214039075
2012-10-12,26574119388
2012-10-15,26864991973
2012-10-16,27411832433
2012-10-17,28924369877
2012-10-18,29063988718
2012-10-19,28714941615
2012-10-22,28680036905
2012-10-23,28470608644
2012-10-24,28645132195
2012-10-25,28808020843
2012-10-26,28354259610
2012-10-31,28749846326
2012-11-01,29203607559
2012-11-02,28540418064
2012-11-05,29215242462
2012-11-06,29413035820
2012-11-07,27923768184
2012-11-08,27993577604
2012-11-09,28051752121
2012-11-12,28005212507
2012-11-13,27935403087
2012-11-14,27388562627
2012-11-15,27423467337
2012-11-16,27504911661
2012-11-19,27935403087
2012-11-20,27993577604
2012-11-21,27970307797
2012-11-23,28424069030
2012-11-26,28412434127
2012-11-27,27993577604
2012-11-28,28144831348
2012-11-29,28203005865
2012-11-30,27853958763
2012-12-03,27958672894
2012-12-04,27644530502
2012-12-05,27621260695
2012-12-06,27621260695
2012-12-07,28179736059
2012-12-10,28261180382
2012-12-11,28493878451
2012-12-12,28540418064
2012-12-13,28796385939
2012-12-14,28761481229
2012-12-17,29552654661
2012-12-18,30274018672
2012-12-19,30099495121
2012-12-20,30483446934
2012-12-21,30018050797
2012-12-24,29948241377
2012-12-26,29808622536
2012-12-27,29843527246
2012-12-28,29575924468
2012-12-31,29607643957
2013-01-02,30967061072
2013-01-03,30621446551
2013-01-04,31439400917
2013-01-07,30978581556
2013-01-08,30552323647
2013-01-09,30656008003
2013-01-10,30909458652
2013-01-11,30851856232
2013-01-14,30782733328
2013-01-15,30851856232
2013-01-16,29999340414
2013-01-17,30460159775
2013-01-18,30563844131
2013-01-22,31082265912
2013-01-23,31024663492
2013-01-24,31116827365
2013-01-25,31197470753
2013-01-28,31208991237
2013-01-29,31427880433
2013-01-30,31462441885
2013-01-31,31289634625
2013-02-01,31508523822
2013-02-04,31324196077
2013-02-05,31554605758
2013-02-06,31854138342
2013-02-07,32038466087
2013-02-08,32142150443
2013-02-11,32176711895
2013-02-12,32142150443
2013-02-13,32453203512
2013-02-14,32372560124
2013-02-15,32245834799
2013-02-19,32533846900
2013-02-20,32096068507
2013-02-21,31473962369
2013-02-22,31831097374
2013-02-25,30897938168
2013-02-26,31185950269
2013-02-27,31566126242
2013-02-28,31266593657
2013-03-01,31335716561
2013-03-04,31773494954
2013-03-05,32073027539
2013-03-06,31969343183
2013-03-07,32268875768
2013-03-08,32856420453
2013-03-11,32983145777
2013-03-12,32960104809
2013-03-13,33259637394
2013-03-14,33397883202
2013-03-15,33236596426
2013-03-18,32672092709
2013-03-19,32499285448
2013-03-20,32556887868
2013-03-21,32084548023
2013-03-22,32568408352
2013-03-25,32476244480
2013-03-26,32614490288
2013-03-27,32142150443
2013-03-28,32245834799
2013-04-01,32121429150
2013-04-02,32409565400
2013-04-03,31614309350
2013-04-04,31660411150
2013-04-05,31533631200
2013-04-08,31694987500
2013-04-09,31937021950
2013-04-10,32985837900
2013-04-11,33020414250
2013-04-12,32789905250
2013-04-15,31499054849
2013-04-16,31994649200
2013-04-17,31337698550
2013-04-18,30772951500
2013-04-19,31107189550
2013-04-22,31291596750
2013-04-23,31741089300
2013-04-24,32098378250
2013-04-25,32017700100
2013-04-26,32144480050
2013-04-29,32363463599
2013-04-30,32524819900
2013-05-01,31925496500
2013-05-02,32202107300
2013-05-03,32709227100
2013-05-06,32501769000
2013-05-07,32743803450
2013-05-08,32720752550
2013-05-09,32478718100
2013-05-10,32605498050
2013-05-13,33216346900
2013-05-14,34518722750
2013-05-15,34818384450
2013-05-16,34414993700
2013-05-17,35083469800
2013-05-20,35048893450
2013-05-21,34680079050
2013-05-22,34322790100
2013-05-23,34161433800
2013-05-24,34011602950
2013-05-28,34680079050
2013-05-29,34680079050
2013-05-30,35210249750
2013-05-31,34645502700
2013-06-03,34818384450
2013-06-04,34461095500
2013-06-05,33435330450
2013-06-06,34011602950
2013-06-07,34403468250
2013-06-10,34760757200
2013-06-11,33988552050
2013-06-12,33492957700
2013-06-13,33977026600
2013-06-14,33573635850
2013-06-17,33850246650
2013-06-18,34311264650
2013-06-19,34172959250
2013-06-20,33389228650
2013-06-21,32789905250
2013-06-24,32109903700
2013-06-25,32582447150
2013-06-26,32651599849
2013-06-27,33101092400
2013-06-28,32328887250
2013-07-01,32704172280
2013-07-02,32646736080
2013-07-03,32773095720
2013-07-05,33611664240
2013-07-08,33450842880
2013-07-09,33703562160
2013-07-10,33692074919
2013-07-11,34197513480
2013-07-12,34530643440
2013-07-15,35254339560
2013-07-16,34863773400
2013-07-17,35518546080
2013-07-18,36150344280
2013-07-19,36494961480
2013-07-22,36839578680
2013-07-23,37000400040
2013-07-24,36667270080
2013-07-25,36586859400
2013-07-26,36483474240
2013-07-29,36219267720
2013-07-30,36242242200
2013-07-31,36127369800
2013-08-01,36759168000
2013-08-02,36529423200
2013-08-05,36391576320
2013-08-06,36207780480
2013-08-07,35805727080
2013-08-08,35679367440
2013-08-09,35575982280
2013-08-12,35323263000
2013-08-13,35323263000
2013-08-14,35254339560
2013-08-15,34944184080
2013-08-16,35116492680
2013-08-19,34611054120
2013-08-20,35105005440
2013-08-21,34783362720
2013-08-22,35633418480
2013-08-23,35438135400
2013-08-26,35219877840
2013-08-27,34071153840
2013-08-28,34174539000
2013-08-29,34266436919
2013-08-30,34163051760
2013-09-03,34599566880
2013-09-04,34909722360
2013-09-05,35219877840
2013-09-06,34990133040
2013-09-09,35369211960
2013-09-10,35932086720
2013-09-11,35874650520
2013-09-12,35656392960
2013-09-13,35736803640
2013-09-16,36069933600
2013-09-17,36127369800
2013-09-18,36046959120
2013-09-19,35702341920
2013-09-20,35438135400
2013-09-23,34806337200
2013-09-24,34679977560
2013-09-25,35059056480
2013-09-26,35139467160
2013-09-27,34737413760
2013-09-30,34502973590
2013-10-01,35142975750
2013-10-02,34811546060
2013-10-03,34194401120
2013-10-04,34857260500
2013-10-07,34548688030
2013-10-08,33794399770
2013-10-09,34034400580
2013-10-10,35211547410
2013-10-11,35165832970
2013-10-14,35634405980
2013-10-15,35257261850
2013-10-16,35154404360
2013-10-17,35805835130
2013-10-18,35977264280
2013-10-21,36137264820
2013-10-22,36102978990
2013-10-23,36091550380
2013-10-24,36182979260
2013-10-25,36377265630
2013-10-28,36377265630
2013-10-29,36720123930
2013-10-30,36560123390
2013-10-31,36342979800
2013-11-01,36982981960
2013-11-04,37154411110
2013-11-05,36971553350
2013-11-06,36994410570
2013-11-07,36582980610
2013-11-08,37885842150
2013-11-11,37805841880
2013-11-12,37211554160
2013-11-13,37714413000
2013-11-14,37862984930
2013-11-15,38194414620
2013-11-18,37862984930
2013-11-19,37691555780
2013-11-20,38091557130
2013-11-21,38537272920
2013-11-22,38434415430
2013-11-25,38605844580
2013-11-26,38457272650
