,EA
2013-11-27,6809880000
2013-11-29,6828360000
2013-12-02,6745200000
2013-12-03,6634320000
2013-12-04,6880720000
2013-12-05,6471080000
2013-12-06,6849919999
2013-12-09,6834520000
2013-12-10,6794480000
2013-12-11,6492639999
2013-12-12,6458760000
2013-12-13,6843760000
2013-12-16,6794480000
2013-12-17,7007000000
2013-12-18,7040880000
2013-12-19,7213360000
2013-12-20,7250320000
2013-12-23,7348880000
2013-12-24,7339639999
2013-12-26,7290360000
2013-12-27,7136360000
2013-12-30,7050120000
2013-12-31,7111400000
2014-01-02,7077299999
2014-01-03,7030800000
2014-01-06,6984300000
2014-01-07,7161000000
2014-01-08,7226100000
2014-01-09,7052500000
2014-01-10,7133100000
2014-01-13,6937800000
2014-01-14,6962600000
2014-01-15,6798300000
2014-01-16,6677400000
2014-01-17,7471000000
2014-01-21,7539200000
2014-01-22,7492700000
2014-01-23,7399700000
2014-01-24,7390400000
2014-01-27,7585700000
2014-01-28,7709700000
2014-01-29,7818200000
2014-01-30,8069300000
2014-01-31,8184000000
2014-02-03,8084799999
2014-02-04,8115800000
2014-02-05,8109600000
2014-02-06,8202600000
2014-02-07,8432000000
2014-02-10,8332800000
2014-02-11,8497100000
2014-02-12,8636600000
2014-02-13,8543600000
2014-02-14,8549799999
2014-02-18,8804000000
2014-02-19,8652100000
2014-02-20,8614900000
2014-02-21,8680000000
2014-02-24,8667600000
2014-02-25,8711000000
2014-02-26,8763700000
2014-02-27,8847400000
2014-02-28,8862900000
2014-03-03,8707900000
2014-03-04,8931100000
2014-03-05,9017900000
2014-03-06,9055100000
2014-03-07,9107800000
2014-03-10,9055100000
2014-03-11,9238000000
2014-03-12,9293800000
2014-03-13,9210100000
2014-03-14,9176000000
2014-03-17,9331000000
2014-03-18,9374400000
2014-03-19,9371300000
2014-03-20,9377500000
2014-03-21,9222500000
2014-03-24,8990000000
2014-03-25,9079900000
2014-03-26,8856700000
2014-03-27,8828800000
2014-03-28,8844300000
2014-03-31,9080130000
2014-04-01,9224110000
2014-04-02,9117690000
2014-04-03,9036310000
2014-04-04,8951800000
2014-04-07,8870420000
2014-04-08,8992490000
2014-04-09,8814080000
2014-04-10,8519860000
2014-04-11,8347710000
2014-04-14,8538640000
2014-04-15,8598110000
2014-04-16,8635670000
2014-04-17,8629410000
2014-04-21,8757740000
2014-04-22,8801560000
2014-04-23,8810950000
2014-04-24,8795300000
2014-04-25,8829730000
2014-04-28,8820340000
2014-04-29,8782780000
2014-04-30,8857900000
2014-05-01,8995620000
2014-05-02,8920500000
2014-05-05,9001880000
2014-05-06,8779650000
2014-05-07,10626350000
2014-05-08,10729640000
2014-05-09,10992560000
2014-05-12,11052030000
2014-05-13,10967520000
2014-05-14,10682690000
2014-05-15,10576270000
2014-05-16,10779720000
2014-05-19,10820410000
2014-05-20,10760940000
2014-05-21,10829800000
2014-05-22,10820410000
2014-05-23,10917440000
2014-05-27,10980040000
2014-05-28,10861100000
2014-05-29,10879880000
2014-05-30,10995690000
2014-06-02,10817280000
2014-06-03,10870489999
2014-06-04,10939350000
2014-06-05,10886140000
2014-06-06,10908050000
2014-06-09,10926829999
2014-06-10,11174100000
2014-06-11,11114630000
2014-06-12,11026989999
2014-06-13,11167840000
2014-06-16,11174100000
2014-06-17,11515270000
2014-06-18,11627950000
2014-06-19,11602910000
2014-06-20,11624820000
2014-06-23,11549700000
2014-06-24,11380680000
2014-06-25,11427630000
2014-06-26,11352510000
2014-06-27,11233570000
2014-06-30,11227310000
2014-07-01,11396329999
2014-07-02,11505880000
2014-07-03,11555960000
2014-07-07,11318079999
2014-07-08,11045770000
2014-07-09,11117760000
2014-07-10,11221050000
2014-07-11,11258610000
2014-07-14,11440150000
2014-07-15,11324340000
2014-07-16,11618560000
2014-07-17,11599780000
2014-07-18,12012940000
2014-07-21,12025460000
2014-07-22,12025460000
2014-07-23,11280520000
2014-07-24,11530920000
2014-07-25,11280520000
2014-07-28,10983170000
2014-07-29,10748420000
2014-07-30,10798500000
2014-07-31,10516800000
2014-08-01,10551230000
2014-08-04,10698340000
2014-08-05,10682690000
2014-08-06,10726510000
2014-08-07,10426030000
2014-08-08,10732770000
2014-08-11,10976910000
2014-08-12,11127150000
2014-08-13,11396329999
2014-08-14,11452670000
2014-08-15,11311820000
2014-08-18,11477710000
2014-08-19,11584130000
2014-08-20,11756280000
2014-08-21,11818880000
2014-08-22,11944079999
2014-08-25,11775060000
2014-08-26,11756280000
2014-08-27,11649860000
2014-08-28,11612300000
2014-08-29,11843920000
2014-09-02,11897130000
2014-09-03,11859570000
2014-09-04,11693680000
2014-09-05,11796970000
2014-09-08,11894000000
2014-09-09,11721850000
2014-09-10,11834530000
2014-09-11,11906520000
2014-09-12,11631079999
2014-09-15,11433890000
2014-09-16,11587260000
2014-09-17,11396329999
2014-09-18,11659250000
2014-09-19,11490230000
2014-09-22,11458930000
2014-09-23,11477710000
2014-09-24,11540310000
2014-09-25,11211660000
2014-09-26,11255480000
2014-09-29,11199140000
2014-09-30,11074710000
2014-10-01,10928540000
2014-10-02,11068490000
2014-10-03,11180450000
2014-10-06,11196000000
2014-10-07,10860120000
2014-10-08,10972080000
2014-10-09,10888110000
2014-10-10,10738830000
2014-10-13,10334529999
2014-10-14,10182140000
2014-10-15,10381180000
2014-10-16,10144820000
2014-10-17,10661080000
2014-10-20,10863230000
2014-10-21,11099590000
2014-10-22,10900550000
2014-10-23,11270640000
2014-10-24,11304850000
2014-10-27,11466570000
2014-10-28,11656279999
2014-10-29,12101009999
2014-10-30,12393350000
2014-10-31,12741670000
2014-11-03,12738560000
2014-11-04,12639040000
2014-11-05,12667029999
2014-11-06,12688800000
2014-11-07,12732340000
2014-11-10,12831860000
2014-11-11,12794540000
2014-11-12,12813200000
2014-11-13,12890950000
2014-11-14,12897170000
2014-11-17,12875400000
2014-11-18,13332570000
2014-11-19,13512950000
2014-11-20,13419650000
2014-11-21,13528500000
2014-11-24,13559600000
2014-11-25,13687110000
2014-11-26,13584480000
2014-11-28,13662230000
2014-12-01,13419650000
2014-12-02,13568930000
2014-12-03,14302890000
2014-12-04,14458390000
2014-12-05,14511259999
2014-12-08,14309110000
2014-12-09,14175380000
2014-12-10,13920360000
2014-12-11,14032320000
2014-12-12,13963900000
2014-12-15,14134950000
2014-12-16,14134950000
2014-12-17,14324660000
2014-12-18,14691640000
2014-12-19,14760060000
2014-12-22,14881350000
2014-12-23,14878240000
2014-12-24,14946660000
2014-12-26,15030630000
2014-12-29,14800490000
2014-12-30,14735180000
2014-12-31,14576200000
2015-01-02,14529700000
2015-01-05,14436700000
2015-01-06,14247600000
2015-01-07,14511100000
2015-01-08,14920300000
2015-01-09,14728100000
2015-01-12,14588600000
2015-01-13,14390200000
2015-01-14,14539000000
2015-01-15,14458400000
2015-01-16,14907900000
2015-01-20,14821100000
2015-01-21,14901700000
2015-01-22,15301600000
2015-01-23,15434900000
2015-01-26,15338799999
2015-01-27,15007099999
2015-01-28,16929100000
2015-01-29,17152300000
2015-01-30,17006600000
2015-02-02,17040700000
2015-02-03,16901200000
2015-02-04,16913600000
2015-02-05,17480900000
2015-02-06,17093400000
2015-02-09,16826800000
2015-02-10,16975600000
2015-02-11,17034500000
2015-02-12,17422000000
2015-02-13,17480900000
2015-02-17,17595600000
2015-02-18,17859100000
2015-02-19,17713400000
2015-02-20,17877700000
2015-02-23,17840500000
2015-02-24,17865300000
2015-02-25,17790900000
2015-02-26,17896300000
2015-02-27,17725800000
2015-03-02,17809500000
2015-03-03,17567700000
2015-03-04,17732000000
2015-03-05,17787800000
2015-03-06,17471600000
2015-03-09,17567700000
2015-03-10,17065500000
2015-03-11,17077900000
2015-03-12,17068600000
2015-03-13,17143000000
2015-03-16,17304200000
2015-03-17,16792700000
2015-03-18,17245300000
2015-03-19,17347600000
2015-03-20,17756800000
2015-03-23,17753700000
2015-03-24,17967600000
2015-03-25,17387900000
2015-03-26,17384800000
2015-03-27,18054400000
2015-03-30,18435700000
2015-03-31,18293020000
2015-04-01,17814080000
2015-04-02,17929150000
2015-04-06,17764320000
2015-04-07,17975800000
2015-04-08,18084650000
2015-04-09,17882500000
2015-04-10,18149960000
2015-04-13,17829630000
2015-04-14,17748770000
2015-04-15,17683460000
2015-04-16,17683460000
2015-04-17,17425330000
2015-04-20,17817190000
2015-04-21,18358330000
2015-04-22,18600910000
2015-04-23,18622680000
2015-04-24,18625790000
2015-04-27,18610240000
2015-04-28,18383210000
2015-04-29,18230820000
2015-04-30,18065990000
2015-05-01,18451630000
2015-05-04,18445410000
2015-05-05,18398760000
2015-05-06,18949230000
2015-05-07,18743970000
2015-05-08,19244680000
2015-05-11,19465490000
2015-05-12,19425060000
2015-05-13,19198030000
2015-05-14,19620990000
2015-05-15,19555680000
2015-05-18,19686300000
2015-05-19,19471710000
2015-05-20,19356640000
2015-05-21,19496590000
2015-05-22,19456160000
2015-05-26,19446830000
2015-05-27,19860460000
2015-05-28,19676970000
2015-05-29,19518360000
2015-06-01,19558790000
2015-06-02,19586780000
2015-06-03,19708070000
2015-06-04,19477930000
2015-06-05,19561900000
2015-06-08,19176260000
2015-06-09,19213580000
2015-06-10,19446830000
2015-06-11,19465490000
2015-06-12,19515250000
2015-06-15,19148270000
2015-06-16,19549460000
2015-06-17,20053280000
2015-06-18,20298970000
2015-06-19,20510450000
2015-06-22,20718820000
2015-06-23,20706380000
2015-06-24,21048480000
2015-06-25,20976950000
2015-06-26,21032930000
2015-06-29,20594420000
2015-06-30,20688888881
2015-07-01,21155555548
2015-07-02,21093333325
2015-07-06,21158666659
2015-07-07,21743555547
2015-07-08,21466666659
2015-07-09,21933333325
2015-07-10,22421777769
2015-07-13,22879111102
2015-07-14,22477777769
2015-07-15,22555555547
2015-07-16,22701777769
2015-07-17,22857333325
2015-07-20,23267999991
2015-07-21,22922666658
2015-07-22,22686222214
2015-07-23,22340888880
2015-07-24,22490222214
2015-07-27,22157333325
2015-07-28,22337777769
2015-07-29,22455999991
2015-07-30,22493333325
2015-07-31,22259999992
2015-08-03,22079555547
2015-08-04,22337777769
2015-08-05,23383111102
2015-08-06,23025333325
2015-08-07,22823111102
2015-08-10,23012888880
2015-08-11,22966222214
2015-08-12,22935111102
2015-08-13,22829333325
2015-08-14,22655111103
2015-08-17,22928888880
2015-08-18,22975555547
2015-08-19,22278666658
2015-08-20,21065333325
2015-08-21,20387111103
2015-08-24,19817777770
2015-08-25,19767999992
2015-08-26,20639111103
2015-08-27,20894222214
2015-08-28,21127555548
2015-08-31,20579999992
2015-09-01,19733777770
2015-09-02,20119555548
2015-09-03,20467999992
2015-09-04,20648444437
2015-09-08,21311111103
2015-09-09,21087111103
2015-09-10,21385777770
2015-09-11,21438666659
2015-09-14,21264444436
2015-09-15,21584888881
2015-09-16,21864888881
2015-09-17,22107555547
2015-09-18,21799555547
2015-09-21,21958222214
2015-09-22,21370222214
2015-09-23,21609777770
2015-09-24,21407555547
2015-09-25,21619111103
2015-09-28,20676444437
2015-09-29,20533333326
2015-09-30,21070250000
2015-10-01,20899200000
2015-10-02,20678390000
2015-10-05,21020490000
2015-10-06,20697050000
2015-10-07,20560210000
2015-10-08,20463800000
2015-10-09,20227440000
2015-10-12,21182210000
2015-10-13,21278620000
2015-10-14,21947269999
2015-10-15,22071670000
2015-10-16,22301809999
2015-10-19,22482190000
2015-10-20,22485300000
2015-10-21,22637690000
2015-10-22,23181940000
2015-10-23,23300120000
2015-10-26,23038880000
2015-10-27,23408970000
2015-10-28,23875470000
2015-10-29,23654660000
2015-10-30,22413769999
2015-11-02,22392000000
2015-11-03,22360900000
2015-11-04,23104190000
2015-11-05,23032660000
2015-11-06,22510180000
2015-11-09,22062340000
2015-11-10,22028130000
2015-11-11,22174300000
2015-11-12,22286260000
2015-11-13,21735790000
2015-11-16,21144890000
2015-11-17,21179100000
2015-11-18,21278620000
2015-11-19,22105880000
2015-11-20,22522620000
2015-11-23,21452780000
2015-11-24,20855660000
2015-11-25,21617610000
2015-11-27,21421680000
2015-11-30,21082690000
2015-12-01,21343930000
2015-12-02,21564740000
2015-12-03,20905420000
2015-12-04,21888180000
2015-12-07,22015690000
2015-12-08,22077890000
2015-12-09,20864990000
2015-12-10,20641070000
2015-12-11,20889870000
2015-12-14,21664260000
2015-12-15,22494630000
2015-12-16,22404440000
2015-12-17,22118320000
2015-12-18,21452780000
2015-12-21,21368809999
2015-12-22,21480769999
2015-12-23,21347040000
2015-12-24,21443450000
2015-12-28,21518090000
2015-12-29,21723350000
2015-12-30,21661150000
2015-12-31,21097040000
2016-01-04,20292700000
2016-01-05,19936580000
2016-01-06,19549760000
2016-01-07,19175220000
2016-01-08,19380910000
2016-01-11,19712469999
2016-01-12,20145340000
2016-01-13,19457660000
2016-01-14,19795360000
2016-01-15,20280420000
2016-01-19,20682590000
2016-01-20,20522950000
2016-01-21,20578210000
2016-01-22,21293520000
2016-01-25,21465440000
2016-01-26,21744810000
2016-01-27,21333430000
2016-01-28,21425530000
2016-01-29,19816850000
2016-02-01,19709400000
2016-02-02,18622620000
2016-02-03,18300270000
2016-02-04,18030110000
2016-02-05,17038500000
2016-02-08,17290240000
2016-02-09,17882750000
2016-02-10,18106860000
2016-02-11,17864330000
2016-02-12,18189750000
2016-02-16,18223520000
2016-02-17,18370880000
2016-02-18,17913450000
2016-02-19,18287990000
2016-02-22,19423890000
2016-02-23,18886640000
2016-02-24,19402400000
2016-02-25,19856760000
2016-02-26,19786150000
2016-02-29,19721680000
2016-03-01,20102360000
2016-03-02,20289630000
2016-03-03,19893600000
2016-03-04,19780010000
2016-03-07,19522130000
2016-03-08,19328720000
2016-03-09,19623440000
2016-03-10,19494500000
2016-03-11,19792290000
2016-03-14,19890530000
2016-03-15,20176040000
2016-03-16,20262000000
2016-03-17,19853690000
2016-03-18,19746239999
2016-03-21,19629580000
2016-03-22,19608090000
2016-03-23,19970350000
2016-03-24,19721680000
2016-03-28,19844480000
2016-03-29,20271210000
2016-03-30,20387870000
2016-03-31,19899110000
2016-04-01,19841920000
2016-04-04,19787740000
2016-04-05,19700450000
2016-04-06,19814830000
2016-04-07,19242930000
2016-04-08,19336240000
2016-04-11,19011160000
2016-04-12,18950960000
2016-04-13,19495770000
2016-04-14,19546940000
2016-04-15,20118840000
2016-04-18,20022520000
2016-04-19,19923190000
2016-04-20,19805800000
2016-04-21,19920180000
2016-04-22,19826870000
2016-04-25,19844930000
2016-04-26,19664330000
2016-04-27,19068350000
2016-04-28,18758320000
2016-04-29,18616850000
2016-05-02,18929890000
2016-05-03,18686080000
2016-05-04,18625880000
2016-05-05,18734240000
2016-05-06,19245940000
2016-05-09,19420520000
2016-05-10,19426540000
2016-05-11,22087380000
2016-05-12,22578010000
2016-05-13,22635200000
2016-05-16,23062620000
2016-05-17,22617140000
2016-05-18,22421490000
2016-05-19,22123500000
2016-05-20,22006110000
2016-05-23,22045240000
2016-05-24,22680350000
2016-05-25,22556940000
2016-05-26,22608110000
2016-05-27,22785700000
2016-05-31,23101750000
2016-06-01,23062620000
2016-06-02,23050580000
2016-06-03,22984360000
2016-06-06,23023490000
2016-06-07,23252250000
2016-06-08,22960280000
2016-06-09,22951250000
2016-06-10,22659280000
2016-06-13,22346240000
2016-06-14,22430520000
2016-06-15,22391390000
2016-06-16,22575000000
2016-06-17,22430520000
2016-06-20,22668310000
2016-06-21,22728510000
2016-06-22,22514800000
2016-06-23,22891050000
2016-06-24,22036210000
2016-06-27,21521500000
2016-06-28,21852600000
2016-06-29,22195740000
2016-06-30,22145230745
2016-07-01,22177384592
2016-07-05,22183230745
2016-07-06,22431692284
2016-07-07,22396615361
2016-07-08,22875999975
2016-07-11,23141999975
2016-07-12,23241384590
2016-07-13,22688923053
2016-07-14,22814615360
2016-07-15,22750307668
2016-07-18,22875999975
2016-07-19,22361538438
2016-07-20,22419999976
2016-07-21,22034153822
2016-07-22,22311846130
2016-07-25,22478461514
2016-07-26,22460923053
2016-07-27,22411230745
2016-07-28,22297230745
2016-07-29,22308923053
2016-08-01,22399538437
2016-08-02,22443384591
2016-08-03,22984153821
2016-08-04,22867230745
2016-08-05,23337846129
2016-08-08,23171230744
2016-08-09,23001692283
2016-08-10,22966615360
2016-08-11,22756153822
2016-08-12,22633384591
2016-08-15,23232615360
2016-08-16,22814615360
2016-08-17,23317384590
2016-08-18,23671076898
2016-08-19,23899076897
2016-08-22,23820153821
2016-08-23,24059846128
2016-08-24,24091999974
2016-08-25,23837692282
2016-08-26,23738307667
2016-08-29,23825999974
2016-08-30,23890307667
2016-08-31,23744153821
2016-09-01,23899076897
2016-09-02,24395999974
2016-09-06,24515846128
2016-09-07,24188461513
2016-09-08,24015999974
2016-09-09,23343692283
2016-09-12,23630153821
2016-09-13,23638923052
2016-09-14,23627230744
2016-09-15,24369692282
2016-09-16,24229384589
2016-09-19,24194307666
2016-09-20,24258615359
2016-09-21,24398923051
2016-09-22,24311230743
2016-09-23,24629846127
2016-09-26,24407692282
2016-09-27,24904615358
2016-09-28,24846153820
2016-09-29,24629846127
2016-09-30,25876200000
2016-10-03,25879230000
2016-10-04,25924680000
2016-10-05,25897410000
2016-10-06,25627740000
2016-10-07,25394430000
2016-10-10,25676220000
2016-10-11,25261110000
2016-10-12,25006590000
2016-10-13,24773280000
2016-10-14,25024770000
2016-10-17,24942959999
2016-10-18,25455030000
2016-10-19,25076280000
2016-10-20,25003560000
2016-10-21,25109610000
2016-10-24,25497450000
2016-10-25,25130820000
2016-10-26,25021740000
2016-10-27,25064160000
2016-10-28,24073350000
2016-10-31,23791560000
2016-11-01,23585520000
2016-11-02,23973360000
2016-11-03,24397560000
2016-11-04,24306660000
2016-11-07,24567240000
2016-11-08,24691470000
2016-11-09,24070320000
2016-11-10,23267370000
2016-11-11,23467350000
2016-11-14,23143140000
2016-11-15,23518860000
2016-11-16,23885490000
2016-11-17,24124860000
2016-11-18,23933970000
2016-11-21,23712780000
2016-11-22,23558250000
2016-11-23,24043050000
2016-11-25,23988510000
2016-11-28,23855190000
2016-11-29,24655110000
2016-11-30,24009720000
2016-12-01,22900740000
2016-12-02,22985580000
2016-12-05,23467350000
2016-12-06,23291610000
2016-12-07,23618850000
2016-12-08,23567340000
2016-12-09,23861250000
2016-12-12,24427860000
2016-12-13,24470280000
2016-12-14,24452100000
2016-12-15,24697530000
2016-12-16,24091530000
2016-12-19,24088500000
2016-12-20,24088500000
2016-12-21,24136980000
2016-12-22,24176370000
2016-12-23,24443010000
2016-12-27,24567240000
2016-12-28,24355140000
2016-12-29,24288480000
2016-12-30,23864280000
2017-01-03,24384360000
2017-01-04,24834040000
2017-01-05,24319679999
2017-01-06,24335080000
2017-01-09,24221120000
2017-01-10,24285800000
2017-01-11,24338160000
2017-01-12,24516800000
2017-01-13,24747800000
2017-01-17,24710840000
2017-01-18,24803240000
2017-01-19,24757040000
2017-01-20,24676960000
2017-01-23,24603040000
2017-01-24,24797080000
2017-01-25,25095840000
2017-01-26,25163600000
2017-01-27,25613280000
2017-01-30,25822720000
2017-01-31,25696440000
2017-02-01,25564000000
2017-02-02,25413080000
2017-02-03,25034240000
2017-02-06,25108160000
2017-02-07,25320679999
2017-02-08,25095840000
2017-02-09,25644080000
2017-02-10,26540360000
2017-02-13,26586559999
2017-02-14,26506480000
2017-02-15,27088600000
2017-02-16,27057800000
2017-02-17,26888400000
2017-02-21,26962320000
2017-02-22,26913040000
2017-02-23,26688200000
2017-02-24,26654320000
2017-02-27,26796000000
2017-02-28,26642000000
2017-03-01,27048559999
2017-03-02,26799080000
2017-03-03,26869920000
2017-03-06,26839120000
2017-03-07,27196400000
2017-03-08,27412000000
2017-03-09,27421240000
2017-03-10,27661480000
2017-03-13,27944840000
2017-03-14,27997200000
2017-03-15,28185080000
2017-03-16,27781600000
2017-03-17,27593720000
2017-03-20,27461280000
2017-03-21,27230280000
2017-03-22,27331920000
2017-03-23,27291880000
2017-03-24,27519800000
2017-03-27,27418160000
2017-03-28,27639920000
2017-03-29,27652240000
2017-03-30,27800080000
2017-03-31,27661680000
2017-04-03,27534990000
2017-04-04,27587520000
2017-04-05,27315600000
2017-04-06,27365040000
2017-04-07,27417570000
2017-04-10,27420660000
2017-04-11,27711120000
2017-04-12,27794550000
2017-04-13,27507180000
2017-04-17,27565889999
2017-04-18,27562800000
2017-04-19,27701850000
2017-04-20,28183889999
2017-04-21,28409460000
2017-04-24,28678290000
2017-04-25,28733910000
2017-04-26,28891500000
2017-04-27,29120160000
2017-04-28,29299379999
2017-05-01,29290110000
2017-05-02,29123250000
2017-05-03,29079990000
2017-05-04,29280840000
2017-05-05,29583660000
2017-05-08,29580570000
2017-05-09,29667090000
2017-05-10,33421440000
2017-05-11,33551220000
2017-05-12,33708810000
2017-05-15,34268100000
2017-05-16,34533840000
2017-05-17,32519160000
2017-05-18,33041370000
2017-05-19,33260760000
2017-05-22,33492510000
2017-05-23,33684090000
2017-05-24,34703790000
2017-05-25,35173470000
2017-05-26,34648170000
2017-05-30,34870650000
2017-05-31,35018970000
2017-06-01,35185830000
2017-06-02,35386680000
2017-06-05,35439210000
2017-06-06,35130210000
2017-06-07,35649330000
2017-06-08,35315610000
2017-06-09,34132139999
2017-06-12,33650100000
2017-06-13,33983820000
2017-06-14,33996180000
2017-06-15,34153770000
2017-06-16,34147590000
2017-06-19,35117850000
2017-06-20,35062230000
2017-06-21,34969530000
2017-06-22,34799580000
2017-06-23,34258830000
2017-06-26,34564740000
2017-06-27,33470879999
2017-06-28,33622290000
2017-06-29,32964120000
2017-06-30,32667480000
2017-07-03,32574780000
2017-07-05,32988840000
2017-07-06,32676750000
2017-07-07,33202050000
2017-07-10,33322560000
2017-07-11,33501780000
2017-07-12,34200120000
2017-07-13,33674820000
2017-07-14,33677910000
2017-07-17,33816960000
2017-07-18,34076520000
2017-07-19,34478220000
2017-07-20,34598730000
2017-07-21,34675980000
2017-07-24,35148750000
2017-07-25,35120940000
2017-07-26,36462000000
2017-07-27,36338400000
2017-07-28,36539250000
2017-07-31,36072660000
2017-08-01,36128280000
2017-08-02,36100470000
2017-08-03,36724650000
2017-08-04,36220980000
2017-08-07,36140640000
2017-08-08,35998500000
2017-08-09,35877990000
2017-08-10,35222910000
2017-08-11,35674050000
2017-08-14,36186990000
2017-08-15,36285870000
2017-08-16,36848250000
2017-08-17,35989230000
2017-08-18,36115920000
2017-08-21,36103560000
2017-08-22,36780270000
2017-08-23,36517620000
2017-08-24,36406380000
2017-08-25,36131370000
2017-08-28,36687570000
2017-08-29,36842070000
2017-08-30,37688730000
2017-08-31,37543500000
2017-09-01,36866790000
2017-09-05,36526890000
2017-09-06,36153000000
2017-09-07,36749370000
2017-09-08,36548520000
2017-09-11,37447710000
2017-09-12,37206690000
2017-09-13,36956400000
2017-09-14,36829710000
2017-09-15,36900780000
2017-09-18,37067640000
2017-09-19,37144890000
2017-09-20,37185060000
2017-09-21,36468180000
2017-09-22,36616500000
2017-09-25,35287800000
2017-09-26,35201280000
2017-09-27,35834730000
2017-09-28,36032490000
2017-09-29,36480540000
2017-10-02,36328600000
2017-10-03,36331680000
2017-10-04,36516480000
2017-10-05,36812160000
2017-10-06,36987720000
2017-10-09,36534960000
2017-10-10,36288560000
2017-10-11,35743400000
2017-10-12,36079120000
2017-10-13,36534960000
2017-10-16,36183840000
2017-10-17,35721840000
2017-10-18,34853280000
2017-10-19,34825560000
2017-10-20,34994960000
2017-10-23,35007280000
2017-10-24,34924120000
2017-10-25,35284480000
2017-10-26,35675640000
2017-10-27,36002120000
2017-10-30,36214640000
2017-10-31,36836800000
2017-11-01,35256760000
2017-11-02,34708520000
2017-11-03,34865600000
2017-11-06,34637680000
2017-11-07,34403600000
2017-11-08,35158200000
2017-11-09,34462120000
2017-11-10,34727000000
2017-11-13,34499080000
2017-11-14,34579160000
2017-11-15,34335840000
2017-11-16,34372800000
2017-11-17,33516559999
2017-11-20,33153120000
2017-11-21,33174679999
2017-11-22,33054559999
2017-11-24,33245520000
2017-11-27,32952920000
2017-11-28,33716760000
2017-11-29,32490920000
2017-11-30,32755800000
2017-12-01,32654160000
2017-12-04,31055640000
2017-12-05,31841040000
2017-12-06,31779440000
2017-12-07,32145960000
2017-12-08,32423160000
2017-12-11,33239360000
2017-12-12,33159280000
2017-12-13,32506320000
2017-12-14,32777360000
2017-12-15,33658240000
2017-12-18,33060720000
2017-12-19,32956000000
2017-12-20,33402600000
2017-12-21,33254760000
2017-12-22,32654160000
2017-12-26,32358480000
2017-12-27,32410840000
2017-12-28,32435480000
2017-12-29,32358480000
2018-01-02,33601150000
2018-01-03,33693250000
2018-01-04,32907330000
2018-01-05,34503730000
2018-01-08,34758540000
2018-01-09,34439260000
2018-01-10,34460750000
2018-01-11,34384000000
2018-01-12,34730910000
2018-01-16,34359440000
2018-01-17,34733980000
2018-01-18,35390960000
2018-01-19,35667260000
2018-01-22,36222930000
2018-01-23,36124690000
2018-01-24,35200620000
2018-01-25,35151500000
2018-01-26,35366400000
2018-01-29,36118550000
2018-01-30,36440900000
2018-01-31,38976720000
2018-02-01,39351260000
2018-02-02,38230710000
2018-02-05,37343480000
2018-02-06,37800910000
2018-02-07,37776350000
2018-02-08,35777780000
2018-02-09,37036480000
2018-02-12,37521540000
2018-02-13,37539960000
2018-02-14,37997390000
2018-02-15,38829360000
2018-02-16,38688140000
2018-02-20,38786380000
2018-02-21,38344300000
2018-02-22,38255270000
2018-02-23,39019700000
2018-02-26,39470990000
2018-02-27,38620600000
2018-02-28,37975900000
2018-03-01,37506190000
2018-03-02,38402630000
2018-03-05,38712700000
2018-03-06,38236850000
2018-03-07,39041190000
2018-03-08,39547740000
2018-03-09,39446430000
2018-03-12,39332840000
2018-03-13,38856990000
2018-03-14,39286790000
2018-03-15,39639840000
2018-03-16,39455640000
2018-03-19,38510080000
2018-03-20,38942950000
2018-03-21,38682000000
2018-03-22,37754860000
2018-03-23,37282080000
2018-03-26,38817080000
2018-03-27,36833860000
2018-03-28,36634310000
2018-03-29,37220680000
2018-04-02,36328320000
2018-04-03,36570060000
2018-04-04,36753660000
2018-04-05,37096380000
2018-04-06,36218160000
2018-04-09,36371160000
2018-04-10,36937260000
2018-04-11,36346680000
2018-04-12,37053540000
2018-04-13,36882180000
2018-04-16,37390140000
2018-04-17,38038860000
2018-04-18,38228580000
2018-04-19,37671660000
2018-04-20,36992340000
2018-04-23,36597600000
2018-04-24,36288540000
2018-04-25,35704080000
2018-04-26,36597600000
2018-04-27,35945820000
2018-04-30,36101880000
2018-05-01,36667980000
2018-05-02,36395640000
2018-05-03,36772020000
2018-05-04,37833840000
2018-05-07,37919520000
2018-05-08,37910340000
2018-05-09,40089060000
2018-05-10,40930560000
2018-05-11,40639860000
2018-05-14,40554180000
2018-05-15,39813660000
2018-05-16,40043160000
2018-05-17,40027860000
2018-05-18,40392000000
2018-05-21,40670460000
2018-05-22,40447080000
2018-05-23,40851000000
2018-05-24,40232880000
2018-05-25,40346100000
2018-05-29,40162500000
2018-05-30,40199220000
2018-05-31,40058460000
2018-06-01,41521140000
2018-06-04,41205960000
2018-06-05,41909760000
2018-06-06,41903640000
2018-06-07,41894460000
2018-06-08,42188220000
2018-06-11,42582960000
2018-06-12,42772680000
2018-06-13,43843680000
2018-06-14,44183339999
2018-06-15,44874900000
2018-06-18,44327160000
2018-06-19,43785540000
2018-06-20,43923240000
2018-06-21,43803900000
2018-06-22,43225560000
2018-06-25,42999120000
2018-06-26,42953220000
2018-06-27,42151500000
2018-06-28,43032780000
2018-06-29,43152120000
2018-07-02,43761400000
2018-07-03,43075150000
2018-07-05,43685150000
2018-07-06,44255500000
2018-07-09,44115199999
2018-07-10,43977950000
2018-07-11,44444600000
2018-07-12,45326050000
2018-07-13,45362650000
2018-07-16,44737400000
2018-07-17,45365700000
