,SNPS
2009-04-13,3058921250
2009-04-14,3004476750
2009-04-15,2971523500
2009-04-16,3066085000
2009-04-17,3021669750
2009-04-20,2941435750
2009-04-21,2994447500
2009-04-22,2988716500
2009-04-23,2997313000
2009-04-24,3040295500
2009-04-27,3078979750
2009-04-28,3035997250
2009-04-29,3124827750
2009-04-30,3139325640
2009-05-01,3153739440
2009-05-04,3160946340
2009-05-05,3107615280
2009-05-06,3113380800
2009-05-07,3009601440
2009-05-08,3000953160
2009-05-11,2999511780
2009-05-12,2986539360
2009-05-13,2917353120
2009-05-14,2963477280
2009-05-15,2973566940
2009-05-18,3064373880
2009-05-19,3080229060
2009-05-20,3116263560
2009-05-21,2797718580
2009-05-22,2778980640
2009-05-26,2852491020
2009-05-27,2796277200
2009-05-28,2794835820
2009-05-29,2807808240
2009-06-01,2862580680
2009-06-02,2861139300
2009-06-03,2786187539
2009-06-04,2793394440
2009-06-05,2800601340
2009-06-08,2797718580
2009-06-09,2878435860
2009-06-10,2858256539
2009-06-11,2858256539
2009-06-12,2842401360
2009-06-15,2791953060
2009-06-16,2731415100
2009-06-17,2768890980
2009-06-18,2790511680
2009-06-19,2761684080
2009-06-22,2702587500
2009-06-23,2721325440
2009-06-24,2727090960
2009-06-25,2721325440
2009-06-26,2706911640
2009-06-29,2796277200
2009-06-30,2812132380
2009-07-01,2833753080
2009-07-02,2744387520
2009-07-06,2705470260
2009-07-07,2623311600
2009-07-08,2629077120
2009-07-09,2669435760
2009-07-10,2670877140
2009-07-13,2689615080
2009-07-14,2702587500
2009-07-15,2804925480
2009-07-16,2826546180
2009-07-17,2815015140
2009-07-20,2802042720
2009-07-21,2823663420
2009-07-22,2842401360
2009-07-23,2859697920
2009-07-24,2833753080
2009-07-27,2827987560
2009-07-28,2859697920
2009-07-29,2861139300
2009-07-30,2874111720
2009-07-31,2879877240
2009-08-03,2892849660
2009-08-04,2914470360
2009-08-05,2839518600
2009-08-06,2832311700
2009-08-07,2892849660
2009-08-10,2872670340
2009-08-11,2853932400
2009-08-12,2920235880
2009-08-13,2937532440
2009-08-14,2897173800
2009-08-17,2839518600
2009-08-18,2878435860
2009-08-19,2957711760
2009-08-20,2999511780
2009-08-21,3061491120
2009-08-24,3049960080
2009-08-25,3096084240
2009-08-26,3097525620
2009-08-27,3101849760
2009-08-28,3096084240
2009-08-31,3060049740
2009-09-01,2998070400
2009-09-02,2992304880
2009-09-03,3018249720
2009-09-04,3096084240
2009-09-08,3133560120
2009-09-09,3178242900
2009-09-10,3217160160
2009-09-11,3225808440
2009-09-14,3227249820
2009-09-15,3227249820
2009-09-16,3263284320
2009-09-17,3261842940
2009-09-18,3238780860
2009-09-21,3258960180
2009-09-22,3289229160
2009-09-23,3258960180
2009-09-24,3241663620
2009-09-25,3253194660
2009-09-28,3284905020
2009-09-29,3310849860
2009-09-30,3231573960
2009-10-01,3165270480
2009-10-02,3156622200
2009-10-05,3191215320
2009-10-06,3227249820
2009-10-07,3218601539
2009-10-08,3261842940
2009-10-09,3315174000
2009-10-12,3328146420
2009-10-13,3351208500
2009-10-14,3380036100
2009-10-15,3362739539
2009-10-16,3345442980
2009-10-19,3341118840
2009-10-20,3333911940
2009-10-21,3316615380
2009-10-22,3369946440
2009-10-23,3355532640
2009-10-26,3322380900
2009-10-27,3282022260
2009-10-28,3207070500
2009-10-29,3253194660
2009-10-30,3173918760
2009-11-02,3247879600
2009-11-03,3236133200
2009-11-04,3311016500
2009-11-05,3397646200
2009-11-06,3390304700
2009-11-09,3453441600
2009-11-10,3450505000
2009-11-11,3453441600
2009-11-12,3413797500
2009-11-13,3450505000
2009-11-16,3460783100
2009-11-17,3441695200
2009-11-18,3385899800
2009-11-19,3350660600
2009-11-20,3322762900
2009-11-23,3368280200
2009-11-24,3325699500
2009-11-25,3316889700
2009-11-27,3293396900
2009-11-30,3299270100
2009-12-01,3311016500
2009-12-02,3306611600
2009-12-03,3101049600
2009-12-04,3086366600
2009-12-07,3080493400
2009-12-08,3045254200
2009-12-09,3052595700
2009-12-10,3043785900
2009-12-11,3008546700
2009-12-14,3064342100
2009-12-15,3033507800
2009-12-16,3033507800
2009-12-17,3074620200
2009-12-18,3150971800
2009-12-21,3186211000
2009-12-22,3234664900
2009-12-23,3240538100
2009-12-24,3259626000
2009-12-28,3261094300
2009-12-29,3268435800
2009-12-30,3283118800
2009-12-31,3271372400
2010-01-04,3294865200
2010-01-05,3266967500
2010-01-06,3261094300
2010-01-07,3252284500
2010-01-08,3275777300
2010-01-11,3247879600
2010-01-12,3200894000
2010-01-13,3231728300
2010-01-14,3258157700
2010-01-15,3225855100
2010-01-19,3227323400
2010-01-20,3227323400
2010-01-21,3262562600
2010-01-22,3214108700
2010-01-25,3192084200
2010-01-26,3150971800
2010-01-27,3161249900
2010-01-28,3103986200
2010-01-29,3123074100
2010-02-01,3180290400
2010-02-02,3177312600
2010-02-03,3186246000
2010-02-04,3134134500
2010-02-05,3152001300
2010-02-08,3119245500
2010-02-09,3135623400
2010-02-10,3147534600
2010-02-11,3137112300
2010-02-12,3202623900
2010-02-16,3157956900
2010-02-17,3290469000
2010-02-18,3244313100
2010-02-19,3178801500
2010-02-22,3281535600
2010-02-23,3260691000
2010-02-24,3281535600
2010-02-25,3278557800
2010-02-26,3260691000
2010-03-01,3287491199
2010-03-02,3306846900
2010-03-03,3303869100
2010-03-04,3315780300
2010-03-05,3341091600
2010-03-08,3344069400
2010-03-09,3355980600
2010-03-10,3387247500
2010-03-11,3372358500
2010-03-12,3387247500
2010-03-15,3372358500
2010-03-16,3367891800
2010-03-17,3373847400
2010-03-18,3390225300
2010-03-19,3355980600
2010-03-22,3394692000
2010-03-23,3391341975
2010-03-24,3396180900
2010-03-25,3357469500
2010-03-26,3350025000
2010-03-29,3341091600
2010-03-30,3345558300
2010-03-31,3330669300
2010-04-01,3357469500
2010-04-05,3425958900
2010-04-06,3411069900
2010-04-07,3384269700
2010-04-08,3379803000
2010-04-09,3430425600
2010-04-12,3433403400
2010-04-13,3466159200
2010-04-14,3481048200
2010-04-15,3448292400
2010-04-16,3436381199
2010-04-19,3428936700
2010-04-20,3457225800
2010-04-21,3460203600
2010-04-22,3446803500
2010-04-23,3445314600
2010-04-26,3451270200
2010-04-27,3394692000
2010-04-28,3422981100
2010-04-29,3443825700
2010-04-30,3353815960
2010-05-03,3389337400
2010-05-04,3309414160
2010-05-05,3269452540
2010-05-06,3219130500
2010-05-07,3156967979
2010-05-10,3254651940
2010-05-11,3250211760
2010-05-12,3322734700
2010-05-13,3309414160
2010-05-14,3244291520
2010-05-17,3296093620
2010-05-18,3250211760
2010-05-19,3226530800
2010-05-20,3115526300
2010-05-21,3145127500
2010-05-24,3109606060
2010-05-25,3154007860
2010-05-26,3185089120
2010-05-27,3202849840
2010-05-28,3170288520
2010-06-01,3142167380
2010-06-02,3211730200
2010-06-03,3279812960
2010-06-04,3195449540
2010-06-07,3099245640
2010-06-08,3105165880
2010-06-09,3117006360
2010-06-10,3146607560
2010-06-11,3219130500
2010-06-14,3239851340
2010-06-15,3306824055
2010-06-16,3306454040
2010-06-17,3313854340
2010-06-18,3316814460
2010-06-21,3290173380
2010-06-22,3266492420
2010-06-23,3260572180
2010-06-24,3210250140
2010-06-25,3229490920
2010-06-28,3250211760
2010-06-29,3151047740
2010-06-30,3088885220
2010-07-01,3054843840
2010-07-02,3035603060
2010-07-06,3028202760
2010-07-07,3179168880
2010-07-08,3168808460
2010-07-09,3174728700
2010-07-12,3191009360
2010-07-13,3253171880
2010-07-14,3230970979
2010-07-15,3220610560
2010-07-16,3130326900
2010-07-19,3159928100
2010-07-20,3188049240
2010-07-21,3133287020
2010-07-22,3236891220
2010-07-23,3250211760
2010-07-26,3284253140
2010-07-27,3276852840
2010-07-28,3217650440
2010-07-29,3229490920
2010-07-30,3232451040
2010-08-02,3313854340
2010-08-03,3302013860
2010-08-04,3358256140
2010-08-05,3370096620
2010-08-06,3380457040
2010-08-09,3405618060
2010-08-10,3365656440
2010-08-11,3256132000
2010-08-12,3196929600
2010-08-13,3201369780
2010-08-16,3222090620
2010-08-17,3269452540
2010-08-18,3297573680
2010-08-19,3413018360
2010-08-20,3420418660
2010-08-23,3421898720
2010-08-24,3389337400
2010-08-25,3389337400
2010-08-26,3374536800
2010-08-27,3414498420
2010-08-30,3393777580
2010-08-31,3383417160
2010-09-01,3415978479
2010-09-02,3457420160
2010-09-03,3506262140
2010-09-07,3476660940
2010-09-08,3513662440
2010-09-09,3516622560
2010-09-10,3489981479
2010-09-13,3577305020
2010-09-14,3577305020
2010-09-15,3593585680
2010-09-16,3599505920
2010-09-17,3609866340
2010-09-20,3667588680
2010-09-21,3639467540
2010-09-22,3629107120
2010-09-23,3599505920
2010-09-24,3672028860
2010-09-27,3648347900
2010-09-28,3679429160
2010-09-29,3646867840
2010-09-30,3666108620
2010-10-01,3685349400
2010-10-04,3635027360
2010-10-05,3704590180
2010-10-06,3660188380
2010-10-07,3689789580
2010-10-08,3692749700
2010-10-11,3695709820
2010-10-12,3716430660
2010-10-13,3756392280
2010-10-14,3732711320
2010-10-15,3750472040
2010-10-18,3747511920
2010-10-19,3667588680
2010-10-20,3695709820
2010-10-21,3707550300
2010-10-22,3771192880
2010-10-25,3775633060
2010-10-26,3774153000
2010-10-27,3754912220
2010-10-28,3747511920
2010-10-29,3785993479
2010-11-01,3792457200
2010-11-02,3813319440
2010-11-03,3810339120
2010-11-04,3831201360
2010-11-05,3850573440
2010-11-08,3837162000
2010-11-09,3808848960
2010-11-10,3813319440
2010-11-11,3774575279
2010-11-12,3744772080
2010-11-15,3728380320
2010-11-16,3686655840
2010-11-17,3680695200
2010-11-18,3758183520
2010-11-19,3731360640
2010-11-22,3780535920
2010-11-23,3737321279
2010-11-24,3831201360
2010-11-26,3828221040
2010-11-29,3844612800
2010-11-30,3828221040
2010-12-01,3950414160
2010-12-02,3852063600
2010-12-03,3911670000
2010-12-06,3928061760
2010-12-07,3941473200
2010-12-08,3960845279
2010-12-09,3957864960
2010-12-10,3986178000
2010-12-13,3981334980
2010-12-14,4002569760
2010-12-15,3992138640
2010-12-16,4020451680
2010-12-17,4044294240
2010-12-20,4038333600
2010-12-21,4059195840
2010-12-22,4060686000
2010-12-23,4059195840
2010-12-27,4054725360
2010-12-28,4038333600
2010-12-29,4033863120
2010-12-30,4032372960
2010-12-31,4010020560
2011-01-03,4021941840
2011-01-04,3999216900
2011-01-05,3990648480
2011-01-06,3975746880
2011-01-07,3984687840
2011-01-10,3992138640
2011-01-11,3956374800
2011-01-12,3971276400
2011-01-13,3939983040
2011-01-14,3995118960
2011-01-18,4029392640
2011-01-19,3981707520
2011-01-20,3926571600
2011-01-21,3908689680
2011-01-24,3986178000
2011-01-25,3986178000
2011-01-26,4005550080
2011-01-27,4094959680
2011-01-28,3999589440
2011-01-31,4027746930
2011-02-01,4124246580
2011-02-02,4155423390
2011-02-03,4156908000
2011-02-04,4205900129
2011-02-07,4201446300
2011-02-08,4204415520
2011-02-09,4256376870
2011-02-10,4274192190
2011-02-11,4272707580
2011-02-14,4309822830
2011-02-15,4329122760
2011-02-16,4308338220
2011-02-17,4237076940
2011-02-18,4250438430
2011-02-22,4156908000
2011-02-23,4058923740
2011-02-24,4058923740
2011-02-25,4116823530
2011-02-28,4115338920
2011-03-01,4055954520
2011-03-02,4099008210
2011-03-03,4131669629
2011-03-04,4110885090
2011-03-07,4048531470
2011-03-08,4119792750
2011-03-09,4113854310
2011-03-10,4008447000
2011-03-11,4012900830
2011-03-14,3999539340
2011-03-15,3949062600
2011-03-16,3923824230
2011-03-17,3938670330
2011-03-18,3953516430
2011-03-21,4038139200
2011-03-22,4023664252
2011-03-23,4029231540
2011-03-24,4082677500
2011-03-25,4101977430
2011-03-28,4060408350
2011-03-29,4072285230
2011-03-30,4103462040
2011-03-31,4104946650
2011-04-01,4124246580
2011-04-04,4106431260
2011-04-05,4097523600
2011-04-06,4097523600
2011-04-07,4082677500
2011-04-08,4045562250
2011-04-11,4055954520
2011-04-12,3996570120
2011-04-13,4005477780
2011-04-14,3978754800
2011-04-15,3984693240
2011-04-18,3932731890
2011-04-19,3911947350
2011-04-20,3969847140
2011-04-21,3965393310
2011-04-25,3947577990
2011-04-26,3998054730
2011-04-27,4050016080
2011-04-28,4070800620
2011-04-29,4066346790
2011-05-02,3964656000
2011-05-03,3932764800
2011-05-04,3886377600
2011-05-05,3886377600
2011-05-06,3890726400
2011-05-09,3970454400
2011-05-10,4002345600
2011-05-11,3961756799
2011-05-12,4034236799
2011-05-13,4002345600
2011-05-16,3941462400
2011-05-17,3945811200
2011-05-18,4019740800
2011-05-19,3886377600
2011-05-20,3915369600
2011-05-23,3873331200
2011-05-24,3839990400
2011-05-25,3879129600
2011-05-26,3902323200
2011-05-27,3909571200
2011-05-31,3963206400
2011-06-01,3925516799
2011-06-02,3941462400
2011-06-03,3835641600
2011-06-06,3822595200
2011-06-07,3805200000
2011-06-08,3744316799
2011-06-09,3734169600
2011-06-10,3664588800
2011-06-13,3647193600
2011-06-14,3670387200
2011-06-15,3634147200
2011-06-16,3610953600
2011-06-17,3613852800
2011-06-20,3637046400
2011-06-21,3695030400
2011-06-22,3702278400
2011-06-23,3708076799
2011-06-24,3674736000
2011-06-27,3684883200
2011-06-28,3712425600
2011-06-29,3724022400
2011-06-30,3726921600
2011-07-01,3758812800
2011-07-05,3754464000
2011-07-06,3750115200
2011-07-07,3795052800
2011-07-08,3773308800
2011-07-11,3700828800
2011-07-12,3674736000
2011-07-13,3650092800
2011-07-14,3568915200
2011-07-15,3560217600
2011-07-18,3500784000
2011-07-19,3579062400
2011-07-20,3528326400
2011-07-21,3579062400
2011-07-22,3608054400
2011-07-25,3576163200
2011-07-26,3589209600
2011-07-27,3492086400
2011-07-28,3468892800
2011-07-29,3474691200
2011-08-01,3399293650
2011-08-02,3369084100
2011-08-03,3396416550
2011-08-04,3251842275
2011-08-05,3242491700
2011-08-08,3104390899
2011-08-09,3242491700
2011-08-10,3091443950
2011-08-11,3190703900
2011-08-12,3215159250
2011-08-15,3265508500
2011-08-16,3248245899
2011-08-17,3371961200
2011-08-18,3412240600
2011-08-19,3364768450
2011-08-22,3407924950
2011-08-23,3672618150
2011-08-24,3663986850
2011-08-25,3550341400
2011-08-26,3607883399
2011-08-29,3714336100
2011-08-30,3702827700
2011-08-31,3722967400
2011-09-01,3662548300
2011-09-02,3544587200
2011-09-06,3533078800
2011-09-07,3676933800
2011-09-08,3676933800
2011-09-09,3603567750
2011-09-12,3629461650
2011-09-13,3642408600
2011-09-14,3714336100
2011-09-15,3756054050
2011-09-16,3738791450
2011-09-19,3681249450
2011-09-20,3593497900
2011-09-21,3540271550
2011-09-22,3453958550
2011-09-23,3455397100
2011-09-26,3515816200
2011-09-27,3583428050
2011-09-28,3569042550
2011-09-29,3561849800
2011-09-30,3504307800
2011-10-03,3376276850
2011-10-04,3515816200
2011-10-05,3535955899
2011-10-06,3639531500
2011-10-07,3622268900
2011-10-10,3687003650
2011-10-11,3708581900
2011-10-12,3701389150
2011-10-13,3751738399
2011-10-14,3806403300
2011-10-17,3737352900
2011-10-18,3797772000
2011-10-19,3763246800
2011-10-20,3770439550
2011-10-21,3843805600
2011-10-24,3874015150
2011-10-25,3820788800
2011-10-26,3819350250
2011-10-27,3909978900
2011-10-28,3911417450
2011-10-31,3857476420
2011-11-01,3755320200
2011-11-02,3828700020
2011-11-03,3929417420
2011-11-04,3900641020
2011-11-07,3907835120
2011-11-08,3943805620
2011-11-09,3881936360
2011-11-10,3883375180
2011-11-11,3946683260
2011-11-14,3929417420
2011-11-15,3961071460
2011-11-16,3933733880
2011-11-17,3889130460
2011-11-18,3916468040
2011-11-21,3841649400
2011-11-22,3841649400
2011-11-23,3785535420
2011-11-25,3838771760
2011-11-28,3915029220
2011-11-29,3890569280
2011-11-30,4024379540
2011-12-01,3956755000
2011-12-02,3948122080
2011-12-05,3974020840
2011-12-06,3955316180
2011-12-07,3991286680
2011-12-08,3978337300
2011-12-09,4031573640
2011-12-12,3939489160
2011-12-13,3880497540
2011-12-14,3838771760
2011-12-15,3845965860
2011-12-16,3867548160
2011-12-19,3811434180
2011-12-20,3940927980
2011-12-21,3848843500
2011-12-22,3915029220
2011-12-23,3930856240
2011-12-27,3936611520
2011-12-28,3879058720
2011-12-29,3892008100
2011-12-30,3913590400
2012-01-03,3883375180
2012-01-04,3811434180
2012-01-05,3863231700
2012-01-06,3866109340
2012-01-09,3890569280
2012-01-10,3952438540
2012-01-11,3984092580
2012-01-12,4001358420
2012-01-13,4001358420
2012-01-17,4031573640
2012-01-18,4099198180
2012-01-19,4146679240
2012-01-20,4201354400
2012-01-23,4201354400
2012-01-24,4192721480
2012-01-25,4199915580
2012-01-26,4198476760
2012-01-27,4205670860
2012-01-30,4182649740
2012-01-31,4257303160
2012-02-01,4304006520
2012-02-02,4317141840
2012-02-03,4324439240
2012-02-06,4340493520
2012-02-07,4343412480
2012-02-08,4382818440
2012-02-09,4414927000
2012-02-10,4387196880
2012-02-13,4397413240
2012-02-14,4432440760
2012-02-15,4409089080
2012-02-16,4442657120
2012-02-17,4429521800
2012-02-21,4435359720
2012-02-22,4470387240
2012-02-23,4452873480
2012-02-24,4479144120
2012-02-27,4468927760
2012-02-28,4498117360
2012-02-29,4447035560
2012-03-01,4417845960
2012-03-02,4368223640
2012-03-05,4314222880
2012-03-06,4273357440
2012-03-07,4314222880
2012-03-08,4359466760
2012-03-09,4394494280
2012-03-12,4404710640
2012-03-13,4486441520
2012-03-14,4441197640
2012-03-15,4490819960
2012-03-16,4429521800
2012-03-19,4436819200
2012-03-20,4406170120
2012-03-21,4407629600
2012-03-22,4374061560
2012-03-23,4407629600
2012-03-26,4460170880
2012-03-27,4461630360
2012-03-28,4490819960
2012-03-29,4527306960
2012-03-30,4474765680
2012-04-02,4514171640
2012-04-03,4530225920
2012-04-04,4447035560
2012-04-05,4409089080
2012-04-09,4403251160
2012-04-10,4333196120
2012-04-11,4356547800
2012-04-12,4406170120
2012-04-13,4356547800
2012-04-16,4363845200
2012-04-17,4384277920
2012-04-18,4333196120
2012-04-19,4318601320
2012-04-20,4321520280
2012-04-23,4261681600
2012-04-24,4241248880
2012-04-25,4301087560
2012-04-26,4414927000
2012-04-27,4425143360
2012-04-30,4435508010
2012-05-01,4506452490
2012-05-02,4485760350
2012-05-03,4451766120
2012-05-04,4385255670
2012-05-07,4357173480
2012-05-08,4332047310
2012-05-09,4303965120
2012-05-10,4268492880
2012-05-11,4299531090
2012-05-14,4314311190
2012-05-15,4302487110
2012-05-16,4234498650
2012-05-17,4156164120
2012-05-18,4063049490
2012-05-21,4144340040
2012-05-22,4144340040
2012-05-23,4167988200
2012-05-24,4411859850
2012-05-25,4417771890
2012-05-29,4459156170
2012-05-30,4367519550
2012-05-31,4367519550
2012-06-01,4234498650
2012-06-04,4194592380
2012-06-05,4256668800
2012-06-06,4345349400
2012-06-07,4296575070
2012-06-08,4354217460
2012-06-11,4269970890
2012-06-12,4286229000
2012-06-13,4256668800
2012-06-14,4262580840
2012-06-15,4289185020
2012-06-18,4303965120
2012-06-19,4305443130
2012-06-20,4327613280
2012-06-21,4197548400
2012-06-22,4213806510
2012-06-25,4144340040
2012-06-26,4147296060
2012-06-27,4142862030
2012-06-28,4187202329
2012-06-29,4349783430
2012-07-02,4355695470
2012-07-03,4435508010
2012-07-05,4450288110
2012-07-06,4377865620
2012-07-09,4357173480
2012-07-10,4370475570
2012-07-11,4370475570
2012-07-12,4382299650
2012-07-13,4462112190
2012-07-16,4465068210
2012-07-17,4496106420
2012-07-18,4565572890
2012-07-19,4555965825
2012-07-20,4538968710
2012-07-23,4439942040
2012-07-24,4371214575
2012-07-25,4413337860
2012-07-26,4547836770
2012-07-27,4592177070
2012-07-30,4538968710
2012-07-31,4476892290
2012-08-01,4448810100
2012-08-02,4450288110
2012-08-03,4515320550
2012-08-06,4530100650
2012-08-07,4558182840
2012-08-08,4552270800
2012-08-09,4552270800
2012-08-10,4544880750
2012-08-13,4519754580
2012-08-14,4476892290
2012-08-15,4568528910
2012-08-16,4611391200
2012-08-17,4623215280
2012-08-20,4632083340
2012-08-21,4685291700
2012-08-22,4677901650
2012-08-23,4915122255
2012-08-24,4918817280
2012-08-27,4924729320
2012-08-28,4942465440
2012-08-29,4912905240
2012-08-30,4858218870
2012-08-31,4881867030
2012-09-04,4979415690
2012-09-05,4979415690
2012-09-06,5040014100
2012-09-07,4985327730
2012-09-10,4974981659
2012-09-11,4974981659
2012-09-12,5034102060
2012-09-13,5017843950
2012-09-14,4967591610
2012-09-17,5006019870
2012-09-18,5008975890
2012-09-19,5017843950
2012-09-20,5010453900
2012-09-21,4985327730
2012-09-24,4951333500
2012-09-25,4861174890
2012-09-26,4843438770
2012-09-27,4898125140
2012-09-28,4876693995
2012-10-01,4784318370
2012-10-02,4812400560
2012-10-03,4836048720
2012-10-04,4856740860
2012-10-05,4858218870
2012-10-08,4830136680
2012-10-09,4741456080
2012-10-10,4745890110
2012-10-11,4766582250
2012-10-12,4744412100
2012-10-15,4756236180
2012-10-16,4847872800
2012-10-17,4845655784
2012-10-18,4812400560
2012-10-19,4729632000
2012-10-22,4729632000
2012-10-23,4757714190
2012-10-24,4779884340
2012-10-25,4771016280
2012-10-26,4775450310
2012-10-31,4877559400
2012-11-01,5047213640
2012-11-02,4930576350
2012-11-05,4889677560
2012-11-06,4910884340
2012-11-07,4794247050
2012-11-08,4748803950
2012-11-09,4841204920
2012-11-12,4824542450
2012-11-13,4842719690
2012-11-14,4763951650
2012-11-15,4804850440
2012-11-16,4736685790
2012-11-19,4844234460
2012-11-20,4848778770
2012-11-21,4912399110
2012-11-23,4962386520
2012-11-26,4974504680
2012-11-27,4954812670
2012-11-28,4986622840
2012-11-29,4945724050
2012-11-30,4977534220
2012-12-03,5019947780
2012-12-04,5033580710
2012-12-05,5048728410
2012-12-06,4986622840
2012-12-07,4986622840
2012-12-10,4988137610
2012-12-11,4985108069
2012-12-12,4904825260
2012-12-13,4821512910
2012-12-14,4826057220
2012-12-17,4880588940
2012-12-18,4904825260
2012-12-19,4847264000
2012-12-20,4847264000
2012-12-21,4807879980
2012-12-24,4818483370
2012-12-26,4779099350
2012-12-27,4809394750
2012-12-28,4791217510
2012-12-31,4822330885
2013-01-02,4889677560
2013-01-03,4832116300
2013-01-04,4794247050
2013-01-07,4759407340
2013-01-08,4765466420
2013-01-09,4760922110
2013-01-10,4766981190
2013-01-11,4818483370
2013-01-14,4924517270
2013-01-15,4930576350
2013-01-16,4912399110
2013-01-17,4959356980
2013-01-18,4883618480
2013-01-22,4865441240
2013-01-23,4891192330
2013-01-24,4977534220
2013-01-25,5091141970
2013-01-28,5112348750
2013-01-29,5071449960
2013-01-30,5050243180
2013-01-31,5133541600
2013-02-01,5207228800
2013-02-04,5193412450
2013-02-05,5204158500
2013-02-06,5265564500
2013-02-07,5274775400
2013-02-08,5280916000
2013-02-11,5242537250
2013-02-12,5287056600
2013-02-13,5256353600
2013-02-14,5270169950
2013-02-15,5302408100
2013-02-19,5314689300
2013-02-20,5340786850
2013-02-21,5489696400
2013-02-22,5394517100
2013-02-25,5386841350
2013-02-26,5353068050
2013-02-27,5416009200
2013-02-28,5377630450
2013-03-01,5330040800
2013-03-04,5346927450
2013-03-05,5374560150
2013-03-06,5348462600
2013-03-07,5400657700
2013-03-08,5426755250
2013-03-11,5457458250
2013-03-12,5417697864
2013-03-13,5429825550
2013-03-14,5485090949
2013-03-15,5412938900
2013-03-18,5356138350
2013-03-19,5366884400
2013-03-20,5386841350
2013-03-21,5349997750
2013-03-22,5346927450
2013-03-25,5399122550
2013-03-26,5445177050
2013-03-27,5442106750
2013-03-28,5508118200
2013-04-01,5442106750
2013-04-02,5468204300
2013-04-03,5434431000
2013-04-04,5392981950
2013-04-05,5345392300
2013-04-08,5317759600
2013-04-09,5328505650
2013-04-10,5425220100
2013-04-11,5394517100
2013-04-12,5340786850
2013-04-15,5285521450
2013-04-16,5313154150
2013-04-17,5242537250
2013-04-18,5178060949
2013-04-19,5176525800
2013-04-22,5204158500
2013-04-23,5279380850
2013-04-24,5300872950
2013-04-25,5388376500
2013-04-26,5386841350
2013-04-29,5389911650
2013-04-30,5474756550
2013-05-01,5382407550
2013-05-02,5408573100
2013-05-03,5440895250
2013-05-06,5436277800
2013-05-07,5479374000
2013-05-08,5525548500
2013-05-09,5511696150
2013-05-10,5494765500
2013-05-13,5417808000
2013-05-14,5447051850
2013-05-15,5457825900
2013-05-16,5456286750
2013-05-17,5517852750
2013-05-20,5511696150
2013-05-21,5505539550
2013-05-22,5448591000
2013-05-23,5536322550
2013-05-24,5496304650
2013-05-28,5573262150
2013-05-29,5537861699
2013-05-30,5637906450
2013-05-31,5608662600
2013-06-03,5650219650
2013-06-04,5627132400
2013-06-05,5560948950
2013-06-06,5625593250
2013-06-07,5691776699
2013-06-10,5681002649
2013-06-11,5611740900
2013-06-12,5571723000
2013-06-13,5637906450
2013-06-14,5587114500
2013-06-17,5630210700
2013-06-18,5634828150
2013-06-19,5607123450
2013-06-20,5488608899
2013-06-21,5419347150
2013-06-24,5410112250
2013-06-25,5405494800
2013-06-26,5440895250
2013-06-27,5491687200
2013-06-28,5502461250
2013-07-01,5539400850
2013-07-02,5448591000
2013-07-03,5471678250
2013-07-05,5557870650
2013-07-08,5522470200
2013-07-09,5577879600
2013-07-10,5670228600
2013-07-11,5725638000
2013-07-12,5785664850
2013-07-15,5787204000
2013-07-16,5759499300
2013-07-17,5779508250
2013-07-18,5791821450
2013-07-19,5767195050
2013-07-22,5768734199
2013-07-23,5747186100
2013-07-24,5731794600
2013-07-25,5662532850
2013-07-26,5590192800
2013-07-29,5605584300
2013-07-30,5662532850
2013-07-31,5717827760
2013-08-01,5870653070
2013-08-02,5821254990
2013-08-05,5816623920
2013-08-06,5756420010
2013-08-07,5753332630
2013-08-08,5747157869
2013-08-09,5753332630
2013-08-12,5753332630
2013-08-13,5836691890
2013-08-14,5821254990
2013-08-15,5699303480
2013-08-16,5705478240
2013-08-19,5668429680
2013-08-20,5713196690
2013-08-21,5643730640
2013-08-22,5683866580
2013-08-23,5702390860
2013-08-26,5745614180
2013-08-27,5625206360
2013-08-28,5643730640
2013-08-29,5646818020
2013-08-30,5597419940
2013-09-03,5483186880
2013-09-04,5565774295
2013-09-05,5609769460
2013-09-06,5623662670
2013-09-09,5691585030
2013-09-10,5748701560
2013-09-11,5782662740
2013-09-12,5737895730
2013-09-13,5774944289
2013-09-16,5750245250
2013-09-17,5810449160
2013-09-18,5859847240
2013-09-19,5876827830
2013-09-20,5856759860
2013-09-23,5788837500
2013-09-24,5776487980
2013-09-25,5788837500
2013-09-26,5845954030
2013-09-27,5805818090
2013-09-30,5819711300
2013-10-01,5841322960
2013-10-02,5810449160
2013-10-03,5759507390
2013-10-04,5802730710
2013-10-07,5711653000
2013-10-08,5626750050
2013-10-09,5612856840
2013-10-10,5739439420
2013-10-11,5816623920
2013-10-14,5859847240
2013-10-15,5774944289
2013-10-16,5839779270
2013-10-17,5862934619
2013-10-18,5895352110
2013-10-21,5883002590
2013-10-22,5927769600
2013-10-23,5862934619
2013-10-24,5534128650
2013-10-25,5595876250
2013-10-28,5628293740
2013-10-29,5615944220
2013-10-30,5611313150
2013-10-31,5611083720
2013-11-01,5569485900
2013-11-04,5575648540
2013-11-05,5524806760
2013-11-06,5611083720
2013-11-07,5563323260
2013-11-08,5594136460
2013-11-11,5614165040
2013-11-12,5582735576
2013-11-13,5628030980
2013-11-14,5618787020
2013-11-15,5624949660
2013-11-18,5600299100
2013-11-19,5503237520
2013-11-20,5530969400
2013-11-21,5583351840
2013-11-22,5637274940
2013-11-25,5661925500
