,USB
2009-04-14,30336150000
2009-04-15,32792370000
2009-04-16,33103979999
2009-04-17,34093800000
2009-04-20,29218020000
2009-04-21,35321910000
2009-04-22,32352449999
2009-04-23,33672210000
2009-04-24,34772010000
2009-04-27,33250620000
2009-04-28,32407440000
2009-04-29,34442070000
2009-04-30,33397259999
2009-05-01,32920680000
2009-05-04,37283220000
2009-05-05,36879960000
2009-05-06,39024570000
2009-05-07,35853480000
2009-05-08,37649820000
2009-05-11,33910500000
2009-05-12,32792370000
2009-05-13,31894199999
2009-05-14,32700720000
2009-05-15,32389110000
2009-05-18,35468550000
2009-05-19,34570380000
2009-05-20,33873840000
2009-05-21,33195630000
2009-05-22,32682389999
2009-05-26,34900320000
2009-05-27,32920680000
2009-05-28,34680360000
2009-05-29,35193600000
2009-06-01,34643700000
2009-06-02,33213960000
2009-06-03,33085650000
2009-06-04,34368750000
2009-06-05,32994000000
2009-06-08,33635550000
2009-06-09,33323940000
2009-06-10,33177300000
2009-06-11,33653880000
2009-06-12,34057139999
2009-06-15,32664060000
2009-06-16,32737380000
2009-06-17,32572410000
2009-06-18,33048990000
2009-06-19,32902350000
2009-06-22,31307639999
2009-06-23,31949190000
2009-06-24,32554080000
2009-06-25,32609070000
2009-06-26,33030660000
2009-06-29,33342270000
2009-06-30,34191360000
2009-07-01,33542639999
2009-07-02,32512320000
2009-07-06,32607720000
2009-07-07,32283360000
2009-07-08,31653720000
2009-07-09,31710960000
2009-07-10,31653720000
2009-07-13,33752520000
2009-07-14,33237360000
2009-07-15,34229520000
2009-07-16,34191360000
2009-07-17,34267680000
2009-07-20,34897320000
2009-07-21,34859160000
2009-07-22,36175680000
2009-07-23,37053360000
2009-07-24,37721160000
2009-07-27,38293560000
2009-07-28,38064600000
2009-07-29,37549440000
2009-07-30,39075840000
2009-07-31,38942280000
2009-08-03,39819960000
2009-08-04,41403600000
2009-08-05,43483320000
2009-08-06,42739200000
2009-08-07,44361000000
2009-08-10,43922160000
2009-08-11,42166800000
2009-08-12,42014160000
2009-08-13,43025400000
2009-08-14,42910920000
2009-08-17,40831200000
2009-08-18,41041080000
2009-08-19,41174640000
2009-08-20,42109560000
2009-08-21,42510240000
2009-08-24,41441760000
2009-08-25,41823360000
2009-08-26,42185880000
2009-08-27,42453000000
2009-08-28,42796440000
2009-08-31,43158960000
2009-09-01,40525920000
2009-09-02,39419280000
2009-09-03,39972600000
2009-09-04,40926600000
2009-09-08,40068000000
2009-09-09,41499000000
2009-09-10,41441760000
2009-09-11,41708880000
2009-09-14,41937840000
2009-09-15,42300360000
2009-09-16,43540560000
2009-09-17,42815520000
2009-09-18,43426080000
2009-09-21,42796440000
2009-09-22,42624720000
2009-09-23,42109560000
2009-09-24,41785200000
2009-09-25,42090480000
2009-09-28,42414840000
2009-09-29,41499000000
2009-09-30,41708880000
2009-10-01,40277880000
2009-10-02,40506840000
2009-10-05,41289120000
2009-10-06,42052320000
2009-10-07,42319440000
2009-10-08,43120800000
2009-10-09,43750440000
2009-10-12,43922160000
2009-10-13,43597800000
2009-10-14,45677520000
2009-10-15,45811080000
2009-10-16,44666280000
2009-10-19,45429480000
2009-10-20,45410400000
2009-10-21,46612440000
2009-10-22,48367800000
2009-10-23,47604600000
2009-10-26,46078200000
2009-10-27,46269000000
2009-10-28,44895240000
2009-10-29,46192680000
2009-10-30,44303760000
2009-11-02,45486720000
2009-11-03,44876160000
2009-11-04,44017560000
2009-11-05,45753840000
2009-11-06,45276840000
2009-11-09,46765080000
2009-11-10,46421640000
2009-11-11,46555200000
2009-11-12,45792000000
2009-11-13,44799840000
2009-11-16,44609040000
2009-11-17,45105120000
2009-11-18,45047880000
2009-11-19,44132040000
2009-11-20,44437320000
2009-11-23,44933400000
2009-11-24,45276840000
2009-11-25,44971560000
2009-11-27,43788600000
2009-11-30,46040040000
2009-12-01,46440720000
2009-12-02,46612440000
2009-12-03,44361000000
2009-12-04,44838000000
2009-12-07,43941240000
2009-12-08,43845840000
2009-12-09,43693200000
2009-12-10,43941240000
2009-12-11,43979400000
2009-12-14,43960320000
2009-12-15,42720120000
2009-12-16,42147720000
2009-12-17,41556240000
2009-12-18,42548400000
2009-12-21,43807680000
2009-12-22,43483320000
2009-12-23,42624720000
2009-12-24,43082640000
2009-12-28,42872760000
2009-12-29,42720120000
2009-12-30,42834600000
2009-12-31,42994100000
2010-01-04,43700800000
2010-01-05,44808600000
2010-01-06,45286100000
2010-01-07,46164700000
2010-01-08,46241100000
2010-01-11,46451200000
2010-01-12,46432100000
2010-01-13,47196100000
2010-01-14,48380300000
2010-01-15,47024200000
2010-01-19,46775900000
2010-01-20,47769100000
2010-01-21,48017400000
2010-01-22,47119700000
2010-01-25,47387100000
2010-01-26,46432100000
2010-01-27,47979200000
2010-01-28,47730900000
2010-01-29,47902800000
2010-02-01,48093800000
2010-02-02,47501700000
2010-02-03,46718600000
2010-02-04,45171500000
2010-02-05,45782700000
2010-02-08,44865900000
2010-02-09,44865900000
2010-02-10,45095100000
2010-02-11,44865900000
2010-02-12,44426600000
2010-02-16,45572600000
2010-02-17,45324300000
2010-02-18,45668100000
2010-02-19,46107400000
2010-02-22,46890500000
2010-02-23,46355700000
2010-02-24,47329800000
2010-02-25,46413000000
2010-02-26,47005100000
2010-03-01,46814100000
2010-03-02,47253400000
2010-03-03,47081500000
2010-03-04,47253400000
2010-03-05,48132000000
2010-03-08,47730900000
2010-03-09,47119700000
2010-03-10,47673600000
2010-03-11,48647700000
2010-03-12,49029700000
2010-03-15,49469000000
2010-03-16,49889200000
2010-03-17,50061100000
2010-03-18,49640900000
2010-03-19,49927400000
2010-03-22,50080200000
2010-03-23,50137500000
2010-03-24,50022900000
2010-03-25,49984700000
2010-03-26,49755500000
2010-03-29,49583600000
2010-03-30,49392600000
2010-03-31,49482560000
2010-04-01,50170880000
2010-04-05,50610640000
2010-04-06,51776960000
2010-04-07,51050400000
2010-04-08,51872560000
2010-04-09,51929920000
2010-04-12,52599120000
2010-04-13,52637360000
2010-04-14,54014000000
2010-04-15,54033120000
2010-04-16,52484400000
2010-04-19,52790320000
2010-04-20,53937520000
2010-04-21,53421280000
2010-04-22,52331440000
2010-04-23,52197600000
2010-04-26,51375440000
2010-04-27,50151760000
2010-04-28,50801840000
2010-04-29,52178480000
2010-04-30,51184240000
2010-05-03,52044640000
2010-05-04,50668000000
2010-05-05,50515040000
2010-05-06,48717760000
2010-05-07,48086800000
2010-05-10,50744480000
2010-05-11,51012160000
2010-05-12,51394560000
2010-05-13,50438560000
2010-05-14,48775120000
2010-05-17,48966320000
2010-05-18,46576320000
2010-05-19,46174800000
2010-05-20,44377520000
2010-05-21,45849760000
2010-05-24,45104080000
2010-05-25,45677680000
2010-05-26,45180560000
2010-05-27,46710160000
2010-05-28,45811520000
2010-06-01,44530480000
2010-06-02,45868880000
2010-06-03,45065840000
2010-06-04,43689200000
2010-06-07,42943520000
2010-06-08,43478880000
2010-06-09,43153840000
2010-06-10,45276160000
2010-06-11,44568720000
2010-06-14,43631840000
2010-06-15,44358400000
2010-06-16,44205440000
2010-06-17,44090720000
2010-06-18,45065840000
2010-06-21,45257040000
2010-06-22,45027600000
2010-06-23,44224560000
2010-06-24,43230320000
2010-06-25,44664320000
2010-06-28,44186320000
2010-06-29,43249440000
2010-06-30,42755550000
2010-07-01,42717290000
2010-07-02,41856440000
2010-07-06,42162520000
2010-07-07,43865090000
2010-07-08,44458120000
2010-07-09,45739830000
2010-07-12,45472010000
2010-07-13,46734590000
2010-07-14,46179820000
2010-07-15,46677200000
2010-07-16,44075520000
2010-07-19,43979870000
2010-07-20,44285950000
2010-07-21,44132910000
2010-07-22,45261580000
2010-07-23,45338100000
2010-07-26,46141560000
2010-07-27,46505030000
2010-07-28,45854610000
2010-07-29,45797220000
2010-07-30,45720700000
2010-08-02,46887630000
2010-08-03,46332860000
2010-08-04,45778090000
2010-08-05,45299840000
2010-08-06,44419860000
2010-08-09,45223320000
2010-08-10,44840720000
2010-08-11,43004240000
2010-08-12,42927720000
2010-08-13,42506860000
2010-08-16,42334690000
2010-08-17,42679030000
2010-08-18,42851200000
2010-08-19,41550360000
2010-08-20,41588620000
2010-08-23,41378190000
2010-08-24,40766030000
2010-08-25,40593860000
2010-08-26,40115610000
2010-08-27,41435580000
2010-08-30,39618230000
2010-08-31,39790400000
2010-09-01,41722530000
2010-09-02,42315560000
2010-09-03,43367710000
2010-09-07,42525990000
2010-09-08,42698160000
2010-09-09,43329450000
2010-09-10,43291190000
2010-09-13,44706810000
2010-09-14,44496380000
2010-09-15,43367710000
2010-09-16,43425100000
2010-09-17,43635530000
2010-09-20,44534640000
2010-09-21,43750310000
2010-09-22,43080760000
2010-09-23,41741660000
2010-09-24,42870330000
2010-09-27,41818180000
2010-09-28,41760790000
2010-09-29,41454710000
2010-09-30,41380680000
2010-10-01,41552940000
2010-10-04,41380680000
2010-10-05,42758760000
2010-10-06,42892740000
2010-10-07,42797040000
2010-10-08,42701340000
2010-10-11,42586500000
2010-10-12,43792320000
2010-10-13,43754040000
2010-10-14,43198980000
2010-10-15,43141560000
2010-10-18,44328240000
2010-10-19,43658340000
2010-10-20,43696620000
2010-10-21,44711040000
2010-10-22,45151260000
2010-10-25,44921580000
2010-10-26,45821160000
2010-10-27,46586760000
2010-10-28,46280520000
2010-10-29,46318800000
2010-11-01,45802020000
2010-11-02,45553200000
2010-11-03,46031700000
2010-11-04,48156240000
2010-11-05,49955400000
2010-11-08,49189800000
2010-11-09,48251940000
2010-11-10,48826140000
2010-11-11,48194520000
2010-11-12,47122680000
2010-11-15,47735160000
2010-11-16,47314080000
2010-11-17,47333220000
2010-11-18,47869140000
2010-11-19,47601180000
2010-11-22,47180100000
2010-11-23,46089120000
2010-11-24,46261380000
2010-11-26,45878580000
2010-11-29,46127400000
2010-11-30,45514920000
2010-12-01,46337940000
2010-12-02,47390640000
2010-12-03,47390640000
2010-12-06,47180100000
2010-12-07,46644180000
2010-12-08,48175380000
2010-12-09,49457760000
2010-12-10,50625300000
2010-12-13,50108520000
2010-12-14,49649160000
2010-12-15,49381200000
2010-12-16,49955400000
2010-12-17,50146800000
2010-12-20,50031960000
2010-12-21,50835840000
2010-12-22,51582300000
2010-12-23,51716280000
2010-12-27,51907680000
2010-12-28,52022520000
2010-12-29,51735420000
2010-12-30,51563160000
2010-12-31,51728460000
2011-01-03,51670920000
2011-01-04,51325680000
2011-01-05,51440760000
2011-01-06,50424220000
2011-01-07,50040620000
2011-01-10,50347500000
2011-01-11,49963900000
2011-01-12,51191420000
2011-01-13,51306500000
2011-01-14,52495660000
2011-01-18,52380580000
2011-01-19,50865360000
2011-01-20,51210600000
2011-01-21,51709280000
2011-01-24,51479120000
2011-01-25,51325680000
2011-01-26,51018800000
2011-01-27,51709280000
2011-01-28,51402400000
2011-01-31,51786000000
2011-02-01,53051880000
2011-02-02,52534020000
2011-02-03,52687460000
2011-02-04,52591560000
2011-02-07,53608100000
2011-02-08,54125960000
2011-02-09,53780720000
2011-02-10,53435480000
2011-02-11,54413660000
2011-02-14,55008240000
2011-02-15,54950700000
2011-02-16,55046600000
2011-02-17,54394480000
2011-02-18,54778080000
2011-02-22,53109420000
2011-02-23,52783360000
2011-02-24,52745000000
2011-02-25,52783360000
2011-02-28,53186140000
2011-03-01,52016160000
2011-03-02,51498300000
2011-03-03,52821720000
2011-03-04,51862720000
2011-03-07,51594200000
2011-03-08,53224500000
2011-03-09,53320400000
2011-03-10,52131240000
2011-03-11,52092880000
2011-03-14,51536660000
2011-03-15,51229780000
2011-03-16,50155700000
2011-03-17,50539300000
2011-03-18,51114700000
2011-03-21,51018800000
2011-03-22,50750280000
2011-03-23,50731100000
2011-03-24,51172240000
2011-03-25,51632560000
2011-03-28,51536660000
2011-03-29,51114700000
2011-03-30,51172240000
2011-03-31,50772030000
2011-04-01,51252280000
2011-04-04,51098600000
2011-04-05,50925710000
2011-04-06,51674900000
2011-04-07,50772030000
2011-04-08,50291780000
2011-04-11,50118890000
2011-04-12,50637560000
2011-04-13,49926790000
2011-04-14,49638640000
2011-04-15,49811530000
2011-04-18,49100760000
2011-04-19,48505250000
2011-04-20,47717640000
2011-04-21,48313150000
2011-04-25,48121050000
2011-04-26,48101840000
2011-04-27,49081550000
2011-04-28,48947080000
2011-04-29,49600220000
2011-05-02,49331280000
2011-05-03,49581010000
2011-05-04,49062340000
2011-05-05,48409200000
2011-05-06,48389990000
2011-05-09,48505250000
2011-05-10,49331280000
2011-05-11,48389990000
2011-05-12,48658930000
2011-05-13,48063420000
2011-05-16,48121050000
2011-05-17,49158390000
2011-05-18,49446540000
2011-05-19,49581010000
2011-05-20,48409200000
2011-05-23,47890530000
2011-05-24,47948160000
2011-05-25,47852110000
2011-05-26,47928950000
2011-05-27,48831820000
2011-05-31,49177600000
2011-06-01,47448700000
2011-06-02,47506330000
2011-06-03,47160550000
2011-06-06,46315310000
2011-06-07,45815850000
2011-06-08,46046370000
2011-06-09,46891610000
2011-06-10,46737930000
2011-06-13,46699510000
2011-06-14,47064500000
2011-06-15,46084790000
2011-06-16,46507410000
2011-06-17,47045290000
2011-06-20,47064500000
2011-06-21,47487120000
2011-06-22,46968450000
2011-06-23,46661090000
2011-06-24,45950320000
2011-06-27,47198970000
2011-06-28,47775270000
2011-06-29,48658930000
2011-06-30,48851650000
2011-07-01,49904900000
2011-07-05,49004850000
2011-07-06,48449500000
2011-07-07,49062300000
2011-07-08,48545250000
2011-07-11,47626050000
2011-07-12,47798400000
2011-07-13,48104800000
2011-07-14,47281350000
2011-07-15,47377100000
2011-07-18,46783450000
2011-07-19,47932450000
2011-07-20,50058100000
2011-07-21,51724150000
2011-07-22,51532650000
2011-07-25,51647550000
2011-07-26,51207100000
2011-07-27,50211300000
2011-07-28,49981500000
2011-07-29,49904900000
2011-08-01,49751700000
2011-08-02,48162250000
2011-08-03,48315450000
2011-08-04,46247250000
2011-08-05,45423800000
2011-08-08,41344850000
2011-08-09,44753550000
2011-08-10,41038450000
2011-08-11,42972600000
2011-08-12,41957650000
2011-08-15,43527950000
2011-08-16,42474700000
2011-08-17,42953450000
2011-08-18,40349050000
2011-08-19,39372400000
2011-08-22,38893650000
2011-08-23,41191650000
2011-08-24,42589600000
2011-08-25,42800250000
2011-08-26,42934300000
2011-08-29,44370550000
2011-08-30,44102450000
2011-08-31,44447150000
2011-09-01,43393900000
2011-09-02,41383150000
2011-09-06,40732050000
2011-09-07,43451350000
2011-09-08,43776900000
2011-09-09,42130000000
2011-09-12,42800250000
2011-09-13,43968400000
2011-09-14,45021650000
2011-09-15,46055750000
2011-09-16,46170650000
2011-09-19,45749350000
2011-09-20,46132350000
2011-09-21,43776900000
2011-09-22,43872650000
2011-09-23,44447150000
2011-09-26,46649400000
2011-09-27,46094050000
2011-09-28,44715250000
2011-09-29,46362150000
2011-09-30,44820160000
2011-10-03,43125600000
2011-10-04,44096640000
2011-10-05,44648800000
2011-10-06,45696000000
2011-10-07,44420320000
2011-10-10,46552800000
2011-10-11,45467520000
2011-10-12,47124000000
2011-10-13,46324320000
2011-10-14,47028800000
2011-10-17,44953440000
2011-10-18,46609920000
2011-10-19,45943520000
2011-10-20,47447680000
2011-10-21,48342560000
2011-10-24,48685280000
2011-10-25,47295360000
2011-10-26,48532960000
2011-10-27,49922880000
2011-10-28,49561120000
2011-10-31,48723360000
2011-11-01,46705120000
2011-11-02,48190240000
2011-11-03,48742400000
2011-11-04,48609120000
2011-11-07,49294560000
2011-11-08,50018080000
2011-11-09,47809440000
2011-11-10,48818560000
2011-11-11,49389760000
2011-11-14,48513920000
2011-11-15,48590080000
2011-11-16,48437760000
2011-11-17,47809440000
2011-11-18,48323520000
2011-11-21,46876480000
2011-11-22,46971680000
2011-11-23,45296160000
2011-11-25,45753120000
2011-11-28,47066880000
2011-11-29,46857440000
2011-11-30,49351680000
2011-12-01,48932800000
2011-12-02,48970880000
2011-12-05,49389760000
2011-12-06,49903840000
2011-12-07,50284640000
2011-12-08,48837600000
2011-12-09,50056160000
2011-12-12,49580160000
2011-12-13,49008960000
2011-12-14,49085120000
2011-12-15,49123200000
2011-12-16,49504000000
2011-12-19,48666240000
2011-12-20,50456000000
2011-12-21,51046240000
2011-12-22,52055360000
2011-12-23,52340960000
2011-12-27,51998240000
2011-12-28,51179520000
2011-12-29,51979200000
2011-12-30,51503200000
2012-01-03,52429580000
2012-01-04,52410570000
2012-01-05,53189980000
2012-01-06,52752750000
2012-01-09,53684240000
2012-01-10,53722260000
2012-01-11,54007410000
2012-01-12,54634740000
2012-01-13,55186030000
2012-01-17,54691770000
2012-01-18,55281080000
2012-01-19,54292560000
2012-01-20,54634740000
2012-01-23,54159490000
2012-01-24,54083450000
2012-01-25,54368600000
2012-01-26,52828790000
2012-01-27,52961860000
2012-01-30,53247010000
2012-01-31,53646220000
2012-02-01,54292560000
2012-02-02,54311570000
2012-02-03,55509200000
2012-02-06,55433160000
2012-02-07,55984450000
2012-02-08,56326630000
2012-02-09,55775340000
2012-02-10,55148010000
2012-02-13,55471180000
2012-02-14,55129000000
2012-02-15,54425630000
2012-02-16,55281080000
2012-02-17,55794350000
2012-02-21,55357120000
2012-02-22,54767810000
2012-02-23,55109990000
2012-02-24,54615730000
2012-02-27,55699300000
2012-02-28,55452170000
2012-02-29,55889400000
2012-03-01,56478710000
2012-03-02,55642270000
2012-03-05,54938900000
2012-03-06,53931370000
2012-03-07,54444640000
2012-03-08,55433160000
2012-03-09,56497720000
2012-03-12,56421680000
2012-03-13,58950010000
2012-03-14,59843480000
2012-03-15,60223680000
2012-03-16,60166650000
2012-03-19,60546850000
2012-03-20,60261700000
2012-03-21,59957540000
2012-03-22,59634370000
2012-03-23,60261700000
2012-03-26,61041110000
2012-03-27,60242690000
2012-03-28,60489820000
2012-03-29,59976550000
2012-03-30,60223680000
2012-04-02,59868480000
2012-04-03,59641920000
2012-04-04,59113280000
2012-04-05,59188800000
2012-04-09,58546880000
2012-04-10,57281920000
2012-04-11,58282560000
2012-04-12,59169920000
2012-04-13,58339200000
2012-04-16,58830080000
2012-04-17,59566400000
2012-04-18,59094400000
2012-04-19,58943360000
2012-04-20,59075520000
2012-04-23,58924480000
2012-04-24,59698560000
2012-04-25,59811840000
2012-04-26,60604800000
2012-04-27,61227840000
2012-04-30,60736960000
2012-05-01,60963520000
2012-05-02,60491520000
2012-05-03,60302720000
2012-05-04,59792960000
2012-05-07,60113920000
2012-05-08,59604160000
2012-05-09,59415360000
2012-05-10,60246080000
2012-05-11,60812480000
2012-05-14,59585280000
2012-05-15,59094400000
2012-05-16,58641280000
2012-05-17,57867200000
2012-05-18,57149760000
2012-05-21,57999360000
2012-05-22,58528000000
2012-05-23,58697920000
2012-05-24,58773440000
2012-05-25,58395840000
2012-05-29,58924480000
2012-05-30,58056000000
2012-05-31,58735680000
2012-06-01,55884800000
2012-06-04,54355520000
2012-06-05,55167360000
2012-06-06,56073600000
2012-06-07,55847040000
2012-06-08,56828800000
2012-06-11,56394560000
2012-06-12,57829440000
2012-06-13,57697280000
2012-06-14,58546880000
2012-06-15,59623040000
2012-06-18,59509760000
2012-06-19,59962880000
2012-06-20,59887360000
2012-06-21,58962240000
2012-06-22,59887360000
2012-06-25,58830080000
2012-06-26,59094400000
2012-06-27,59339840000
2012-06-28,59358720000
2012-06-29,60718079999
2012-07-02,61181839999
2012-07-03,61445880000
2012-07-05,60898940000
2012-07-06,60370860000
2012-07-09,60408580000
2012-07-10,60163400000
2012-07-11,60880080000
2012-07-12,60370860000
2012-07-13,61672200000
2012-07-16,61823080000
2012-07-17,62143700000
2012-07-18,63143279999
2012-07-19,63746799999
2012-07-20,63369600000
2012-07-23,63030120000
2012-07-24,63124420000
2012-07-25,62784940000
2012-07-26,63350740000
2012-07-27,63973120000
2012-07-30,63652500000
2012-07-31,63181000000
2012-08-01,62841520000
2012-08-02,62049400000
2012-08-03,63162140000
2012-08-06,62256860000
2012-08-07,62407740000
2012-08-08,62275720000
2012-08-09,62294580000
2012-08-10,62539759999
2012-08-13,62577480000
2012-08-14,62275720000
2012-08-15,62558620000
2012-08-16,62634060000
2012-08-17,62445460000
2012-08-20,62671779999
2012-08-21,62294580000
2012-08-22,62049400000
2012-08-23,61785360000
2012-08-24,62294580000
2012-08-27,62596339999
2012-08-28,62822660000
2012-08-29,63181000000
2012-08-30,62784940000
2012-08-31,63011259999
2012-09-04,62464319999
2012-09-05,62388880000
2012-09-06,63991980000
2012-09-07,64086279999
2012-09-10,63803380000
2012-09-11,64199440000
2012-09-12,64010839999
2012-09-13,65764819999
2012-09-14,65877980000
2012-09-17,64482339999
2012-09-18,64482339999
2012-09-19,64765240000
2012-09-20,64199440000
2012-09-21,63841100000
2012-09-24,64463480000
2012-09-25,64350319999
2012-09-26,64029700000
2012-09-27,64425759999
2012-09-28,64689799999
2012-10-01,63816480000
2012-10-02,63797760000
2012-10-03,64359360000
2012-10-04,65875679999
2012-10-05,65370240000
2012-10-08,65164320000
2012-10-09,64920960000
2012-10-10,64771200000
2012-10-11,64378080000
2012-10-12,63123840000
2012-10-15,62955360000
2012-10-16,62917920000
2012-10-17,64022400000
2012-10-18,64396800000
2012-10-19,64078559999
2012-10-22,63966240000
2012-10-23,62449920000
2012-10-24,62019360000
2012-10-25,62674559999
2012-10-26,62056800000
2012-10-31,62169120000
2012-11-01,63011519999
2012-11-02,62580960000
2012-11-05,62038080000
2012-11-06,62880480000
2012-11-07,60634080000
2012-11-08,60222240000
2012-11-09,60091200000
2012-11-12,60016320000
2012-11-13,59361120000
2012-11-14,58649760000
2012-11-15,58425120000
2012-11-16,59061600000
2012-11-19,60053760000
2012-11-20,60372000000
2012-11-21,59997599999
2012-11-23,60989760000
2012-11-26,60615360000
2012-11-27,60091200000
2012-11-28,60634080000
2012-11-29,60652800000
2012-11-30,60390720000
2012-12-03,59997599999
2012-12-04,58836960000
2012-12-05,59454720000
2012-12-06,59548320000
2012-12-07,59941440000
2012-12-10,59716800000
2012-12-11,59847840000
2012-12-12,59660640000
2012-12-13,59099040000
2012-12-14,58780800000
2012-12-17,60072480000
2012-12-18,60971040000
2012-12-19,60278400000
2012-12-20,60727679999
2012-12-21,60802559999
2012-12-24,60484320000
2012-12-26,60390720000
2012-12-27,59941440000
2012-12-28,59304960000
2012-12-31,59344520000
2013-01-02,61258260000
2013-01-03,60403580000
2013-01-04,61722760000
2013-01-07,61165360000
2013-01-08,61258260000
2013-01-09,61815660000
2013-01-10,62503120000
2013-01-11,62243000000
2013-01-14,62187260000
2013-01-15,61834240000
2013-01-16,61592700000
2013-01-17,60868080000
2013-01-18,61072459999
2013-01-22,61314000000
2013-01-23,61481220000
2013-01-24,61518380000
2013-01-25,61629860000
2013-01-28,61629860000
2013-01-29,61927140000
2013-01-30,61574120000
2013-01-31,61499800000
2013-02-01,62057200000
2013-02-04,61239680000
2013-02-05,61555540000
2013-02-06,62447380000
2013-02-07,62317320000
2013-02-08,62521700000
2013-02-11,63339220000
2013-02-12,63747980000
2013-02-13,63041940000
2013-02-14,63153420000
2013-02-15,63004779999
2013-02-19,63320640000
2013-02-20,62893300000
2013-02-21,62744660000
2013-02-22,62949040000
2013-02-25,61945720000
2013-02-26,62781820000
2013-02-27,63227740000
2013-02-28,63134839999
2013-03-01,63190580000
2013-03-04,63692240000
2013-03-05,62818980000
2013-03-06,62688920000
2013-03-07,63450700000
2013-03-08,63599339999
2013-03-11,63933779999
2013-03-12,63803720000
2013-03-13,63580760000
2013-03-14,63283480000
2013-03-15,63580760000
2013-03-18,63413540000
2013-03-19,63079100000
2013-03-20,63041940000
2013-03-21,62335899999
2013-03-22,62373060000
2013-03-25,62558860000
2013-03-26,62577440000
2013-03-27,62726080000
2013-03-28,63041940000
2013-04-01,62643570000
2013-04-02,62846300000
2013-04-03,62053810000
2013-04-04,62330260000
2013-04-05,61482480000
2013-04-08,62090669999
2013-04-09,62090669999
2013-04-10,63012169999
2013-04-11,63030600000
2013-04-12,62809440000
2013-04-15,61390330000
2013-04-16,60302960000
2013-04-17,59676340000
2013-04-18,59473610000
2013-04-19,59915930000
2013-04-22,59842210000
2013-04-23,60487260000
2013-04-24,61095450000
2013-04-25,61390330000
2013-04-26,61058590000
2013-04-29,61353470000
2013-04-30,61335040000
2013-05-01,60468830000
2013-05-02,60044940000
2013-05-03,60395110000
2013-05-06,60616270000
2013-05-07,61095450000
2013-05-08,61427190000
2013-05-09,61390330000
2013-05-10,61722070000
2013-05-13,61740500000
2013-05-14,62459270000
2013-05-15,63288620000
2013-05-16,63233330000
2013-05-17,63896810000
2013-05-20,64744590000
2013-05-21,65039470000
2013-05-22,65186909999
2013-05-23,64910460000
2013-05-24,65260629999
2013-05-28,65500220000
2013-05-29,65113190000
2013-05-30,65481790000
2013-05-31,64615580000
2013-06-03,65002610000
2013-06-04,64984180000
2013-06-05,64523430000
2013-06-06,65205340000
2013-06-07,66108409999
2013-06-10,65592370000
2013-06-11,65260629999
2013-06-12,65242200000
2013-06-13,65352780000
2013-06-14,64523430000
2013-06-17,64928889999
2013-06-18,65150050000
2013-06-19,64855169999
2013-06-20,64615580000
2013-06-21,65555510000
2013-06-24,65223770000
2013-06-25,66237419999
2013-06-26,66218990000
2013-06-27,66606020000
2013-06-28,66624450000
2013-07-01,66519920000
2013-07-02,66501599999
2013-07-03,66593200000
2013-07-05,67344320000
2013-07-08,67875599999
2013-07-09,68315280000
2013-07-10,67912240000
2013-07-11,68058800000
2013-07-12,68993120000
2013-07-15,68700000000
2013-07-16,68278640000
2013-07-17,67307680000
2013-07-18,67912240000
2013-07-19,68260320000
2013-07-22,68425200000
2013-07-23,68773280000
2013-07-24,68773280000
2013-07-25,68626720000
2013-07-26,68773280000
2013-07-29,68681680000
2013-07-30,69066400000
2013-07-31,68370240000
2013-08-01,68993120000
2013-08-02,69194640000
2013-08-05,69139680000
2013-08-06,68901520000
2013-08-07,68168720000
2013-08-08,68425200000
2013-08-09,68095440000
2013-08-12,68077119999
2013-08-13,67985520000
2013-08-14,67729040000
2013-08-15,67362640000
2013-08-16,67637440000
2013-08-19,67161119999
2013-08-20,67527520000
2013-08-21,67399280000
2013-08-22,68516800000
2013-08-23,68370240000
2013-08-26,67637440000
2013-08-27,66153520000
2013-08-28,66153520000
2013-08-29,66153520000
2013-08-30,66190160000
2013-09-03,66061920000
2013-09-04,66190160000
2013-09-05,67234400000
2013-09-06,66813040000
2013-09-09,66538240000
2013-09-10,67252720000
2013-09-11,67197760000
2013-09-12,67545839999
2013-09-13,68040480000
2013-09-16,68718320000
2013-09-17,68736640000
2013-09-18,69322880000
2013-09-19,69084720000
2013-09-20,69341200000
2013-09-23,68443520000
2013-09-24,67600800000
2013-09-25,67344320000
2013-09-26,66941280000
2013-09-27,66868000000
2013-09-30,66612180000
2013-10-01,66848910000
2013-10-02,66266190000
2013-10-03,66193350000
2013-10-04,66685019999
2013-10-07,65792730000
2013-10-08,65009700000
2013-10-09,65483160000
2013-10-10,67267739999
2013-10-11,67468049999
2013-10-14,67704780000
2013-10-15,67158480000
2013-10-16,67814040000
2013-10-17,68615280000
2013-10-18,69052320000
2013-10-21,69307260000
2013-10-22,69325470000
2013-10-23,69161580000
2013-10-24,68833800000
2013-10-25,68888430000
2013-10-28,68760960000
2013-10-29,68888430000
2013-10-30,68760960000
2013-10-31,68032560000
2013-11-01,68050769999
2013-11-04,68360340000
2013-11-05,68597070000
2013-11-06,69052320000
2013-11-07,68232870000
2013-11-08,69343680000
2013-11-11,69088740000
2013-11-12,68742750000
2013-11-13,69234420000
2013-11-14,69707880000
2013-11-15,69762510000
2013-11-18,69798930000
2013-11-19,70399860000
2013-11-20,70545540000
2013-11-21,70764060000
2013-11-22,70927950000
2013-11-25,71401410000
2013-11-26,71510670000
