,CINF
2009-04-13,4344745423
2009-04-14,4117016348
2009-04-15,4344745423
2009-04-16,4338238878
2009-04-17,4136535983
2009-04-20,3902300363
2009-04-21,4186961707
2009-04-22,3991765357
2009-04-23,4048697626
2009-04-24,4003151811
2009-04-27,3947846178
2009-04-28,3939712997
2009-04-29,4154428982
2009-04-30,3895793818
2009-05-01,3738010102
2009-05-04,3749396556
2009-05-05,3694090923
2009-05-06,3833981641
2009-05-07,3739636738
2009-05-08,4021044810
2009-05-11,3700597468
2009-05-12,3731503557
2009-05-13,3591612839
2009-05-14,3707104013
2009-05-15,3588359567
2009-05-18,3773796100
2009-05-19,3684331106
2009-05-20,3630652110
2009-05-21,3606252566
2009-05-22,3599746021
2009-05-26,3679451197
2009-05-27,3534680571
2009-05-28,3607879202
2009-05-29,3677824561
2009-06-01,3724997012
2009-06-02,3850248003
2009-06-03,3816088642
2009-06-04,3920193362
2009-06-05,3923446635
2009-06-08,3926699907
2009-06-09,3907180272
2009-06-10,3879527456
2009-06-11,3903927000
2009-06-12,3877900820
2009-06-15,3817715278
2009-06-16,3767289555
2009-06-17,3645291836
2009-06-18,3687584378
2009-06-19,3692464287
2009-06-22,3536307207
2009-06-23,3552573570
2009-06-24,3559080115
2009-06-25,3591612839
2009-06-26,3601372657
2009-06-29,3635532018
2009-06-30,3640846200
2009-07-01,3679942535
2009-07-02,3564282544
2009-07-06,3650620284
2009-07-07,3525186209
2009-07-08,3517041139
2009-07-09,3543105363
2009-07-10,3508896069
2009-07-13,3714151828
2009-07-14,3605007893
2009-07-15,3720667884
2009-07-16,3756506191
2009-07-17,3763022247
2009-07-20,3789086470
2009-07-21,3823295764
2009-07-22,3857505057
2009-07-23,3943842797
2009-07-24,3965019978
2009-07-27,4031809551
2009-07-28,4033438564
2009-07-29,4013890397
2009-07-30,3982939132
2009-07-31,3934068713
2009-08-03,3986197160
2009-08-04,4072534900
2009-08-05,4030180537
2009-08-06,3948729839
2009-08-07,4012261383
2009-08-10,3999229271
2009-08-11,3986197160
2009-08-12,4035067578
2009-08-13,4092083067
2009-08-14,4064389830
2009-08-17,3981310118
2009-08-18,3979681104
2009-08-19,4007374341
2009-08-20,4009003355
2009-08-21,4056244760
2009-08-24,4015519411
2009-08-25,4090454053
2009-08-26,4111631235
2009-08-27,4142582500
2009-08-28,4155614611
2009-08-31,4189823905
2009-09-01,4049728704
2009-09-02,4005745327
2009-09-03,4054615746
2009-09-04,4056244760
2009-09-08,4077421941
2009-09-09,4142582500
2009-09-10,4147469542
2009-09-11,4158872639
2009-09-14,4225662212
2009-09-15,4199597988
2009-09-16,4248468407
2009-09-17,4158872639
2009-09-18,4222404184
2009-09-21,4188194891
2009-09-22,4163759681
2009-09-23,4134437430
2009-09-24,4134437430
2009-09-25,4114889262
2009-09-28,4254984463
2009-09-29,4251726435
2009-09-30,4210272479
2009-10-01,4147094092
2009-10-02,4132514465
2009-10-05,4156813844
2009-10-06,4194072893
2009-10-07,4194072893
2009-10-08,4182733182
2009-10-09,4208652520
2009-10-12,4182733182
2009-10-13,4173013430
2009-10-14,4237811776
2009-10-15,4237811776
2009-10-16,4171393472
2009-10-19,4250771445
2009-10-20,4187593058
2009-10-21,4155193885
2009-10-22,4229711982
2009-10-23,4161673720
2009-10-26,4108215085
2009-10-27,4079055830
2009-10-28,4075815913
2009-10-29,4158433803
2009-10-30,4108215085
2009-11-02,4160053761
2009-11-03,4153573927
2009-11-04,4145474134
2009-11-05,4190832975
2009-11-06,4176253348
2009-11-09,4276690783
2009-11-10,4255631321
2009-11-11,4291270410
2009-11-12,4228092024
2009-11-13,4228092024
2009-11-16,4210272479
2009-11-17,4197312810
2009-11-18,4177873306
2009-11-19,4135754382
2009-11-20,4119554796
2009-11-23,4168153554
2009-11-24,4173013430
2009-11-25,4151953968
2009-11-27,4082295747
2009-11-30,4134134423
2009-12-01,4143854175
2009-12-02,4134134423
2009-12-03,4085535664
2009-12-04,4129274547
2009-12-07,4113074961
2009-12-08,4114694920
2009-12-09,4137374341
2009-12-10,4169773513
2009-12-11,4184353141
2009-12-14,4236191817
2009-12-15,4210272479
2009-12-16,4219992231
2009-12-17,4190832975
2009-12-18,4185973099
2009-12-21,4153573927
2009-12-22,4192452934
2009-12-23,4205412603
2009-12-24,4242671651
2009-12-28,4241051693
2009-12-29,4265351072
2009-12-30,4279930700
2009-12-31,4285266234
2010-01-04,4327726951
2010-01-05,4329360056
2010-01-06,4339158683
2010-01-07,4355489728
2010-01-08,4340791787
2010-01-11,4373453877
2010-01-12,4365288355
2010-01-13,4404482863
2010-01-14,4414281490
2010-01-15,4386518713
2010-01-19,4466540834
2010-01-20,4415914595
2010-01-21,4383252504
2010-01-22,4293431756
2010-01-25,4322827637
2010-01-26,4283633129
2010-01-27,4319561428
2010-01-28,4283633129
2010-01-29,4309762801
2010-02-01,4296697965
2010-02-02,4350590414
2010-02-03,4348957310
2010-02-04,4288532443
2010-02-05,4296697965
2010-02-08,4190546172
2010-02-09,4210143426
2010-02-10,4221575158
2010-02-11,4224841367
2010-02-12,4242805516
2010-02-16,4299964174
2010-02-17,4329360056
2010-02-18,4353856623
2010-02-19,4362022146
2010-02-22,4383252504
2010-02-23,4344057996
2010-02-24,4396317340
2010-02-25,4402849758
2010-02-26,4391418027
2010-03-01,4471440148
2010-03-02,4528598806
2010-03-03,4520433283
2010-03-04,4543296746
2010-03-05,4582491255
2010-03-08,4626585076
2010-03-09,4641283017
2010-03-10,4634750599
2010-03-11,4652714748
2010-03-12,4654347853
2010-03-15,4685376839
2010-03-16,4695175466
2010-03-17,4753967228
2010-03-18,4781730005
2010-03-19,4799694154
2010-03-22,4683743734
2010-03-23,4727837556
2010-03-24,4701707884
2010-03-25,4713139615
2010-03-26,4736003079
2010-03-29,4786629318
2010-03-30,4765398960
2010-03-31,4721305138
2010-04-01,4749067915
2010-04-05,4780096900
2010-04-06,4796427945
2010-04-07,4773564482
2010-04-08,4789895527
2010-04-09,4783363109
2010-04-12,4770298273
2010-04-13,4804593468
2010-04-14,4876450066
2010-04-15,4869917648
2010-04-16,4776830691
2010-04-19,4827456931
2010-04-20,4863385230
2010-04-21,4855219708
2010-04-22,4874816962
2010-04-23,4933608724
2010-04-26,4902579739
2010-04-27,4718038929
2010-04-28,4763765855
2010-04-29,4757233437
2010-04-30,4644549226
2010-05-03,4688643048
2010-05-04,4572692628
2010-05-05,4556361582
2010-05-06,4407749072
2010-05-07,4340791787
2010-05-10,4512267761
2010-05-11,4484504984
2010-05-12,4544929851
2010-05-13,4526965701
2010-05-14,4474706357
2010-05-17,4538397433
2010-05-18,4497569820
2010-05-19,4517167074
2010-05-20,4348957310
2010-05-21,4409382177
2010-05-24,4326093846
2010-05-25,4311395906
2010-05-26,4280366920
2010-05-27,4450209789
2010-05-28,4440411162
2010-06-01,4355489728
2010-06-02,4479605670
2010-06-03,4486138088
2010-06-04,4309762801
2010-06-07,4285266234
2010-06-08,4365288355
2010-06-09,4353856623
2010-06-10,4523699492
2010-06-11,4554728478
2010-06-14,4567793314
2010-06-15,4641283017
2010-06-16,4597189195
2010-06-17,4618419554
2010-06-18,4620052658
2010-06-21,4522066388
2010-06-22,4497569820
2010-06-23,4461641521
2010-06-24,4401216654
2010-06-25,4468173939
2010-06-28,4422447013
2010-06-29,4278733816
2010-06-30,4221354893
2010-07-01,4170770431
2010-07-02,4165875161
2010-07-06,4164243404
2010-07-07,4294783950
2010-07-08,4376371791
2010-07-09,4418797468
2010-07-12,4412270441
2010-07-13,4505280580
2010-07-14,4488963011
2010-07-15,4487331255
2010-07-16,4343736654
2010-07-19,4369844763
2010-07-20,4415533954
2010-07-21,4324155573
2010-07-22,4444905577
2010-07-23,4495490039
2010-07-26,4555865041
2010-07-27,4572182609
2010-07-28,4521598148
2010-07-29,4526493418
2010-07-30,4495490039
2010-08-02,4603185989
2010-08-03,4547706257
2010-08-04,4583604907
2010-08-05,4575446123
2010-08-06,4485699498
2010-08-09,4541179230
2010-08-10,4484067741
2010-08-11,4364949493
2010-08-12,4345368411
2010-08-13,4351895438
2010-08-16,4343736654
2010-08-17,4433483279
2010-08-18,4466118416
2010-08-19,4378003548
2010-08-20,4392689359
2010-08-23,4374740034
2010-08-24,4371476520
2010-08-25,4395952873
2010-08-26,4350263682
2010-08-27,4441642064
2010-08-30,4340473141
2010-08-31,4351895438
2010-09-01,4502017066
2010-09-02,4519966391
2010-09-03,4617871800
2010-09-07,4541179230
2010-09-08,4564023825
2010-09-09,4609713016
2010-09-10,4611344773
2010-09-13,4702723155
2010-09-14,4702723155
2010-09-15,4748412346
2010-09-16,4751675859
2010-09-17,4766361671
2010-09-20,4743517075
2010-09-21,4701091398
2010-09-22,4609713016
2010-09-23,4554233284
2010-09-24,4696196127
2010-09-27,4665192748
2010-09-28,4723935993
2010-09-29,4681510316
2010-09-30,4650312083
2010-10-01,4655152796
2010-10-04,4659993510
2010-10-05,4755194208
2010-10-06,4761648493
2010-10-07,4756807779
2010-10-08,4766489206
2010-10-11,4764875635
2010-10-12,4789079202
2010-10-13,4821350626
2010-10-14,4826191339
2010-10-15,4819737054
2010-10-18,4861689905
2010-10-19,4805214914
2010-10-20,4882666330
2010-10-21,4881052759
2010-10-22,4919778466
2010-10-25,4947209176
2010-10-26,4884279901
2010-10-27,4895574899
2010-10-28,4772943491
2010-10-29,4751967066
2010-11-01,4760034922
2010-11-02,4821350626
2010-11-03,4826191339
2010-11-04,4985934884
2010-11-05,4960117745
2010-11-08,4900415612
2010-11-09,4837486337
2010-11-10,4887507043
2010-11-11,4842327051
2010-11-12,4803601343
2010-11-15,4869757760
2010-11-16,4764875635
2010-11-17,4782624918
2010-11-18,4861689905
2010-11-19,4860076333
2010-11-22,4845554193
2010-11-23,4805214914
2010-11-24,4884279901
2010-11-26,4842327051
2010-11-29,4860076333
2010-11-30,4864917047
2010-12-01,4971412743
2010-12-02,5008524880
2010-12-03,4952049890
2010-12-06,4945595605
2010-12-07,4977867028
2010-12-08,5032728448
2010-12-09,5066613442
2010-12-10,5085976296
2010-12-13,5169881996
2010-12-14,5161814140
2010-12-15,5158586998
2010-12-16,5187631279
2010-12-17,5132769859
2010-12-20,5081135582
2010-12-21,5144064858
2010-12-22,5198926277
2010-12-23,5152132713
2010-12-27,5176336281
2010-12-28,5165041283
2010-12-29,5158586998
2010-12-30,5126315575
2010-12-31,5163568600
2011-01-03,5262962000
2011-01-04,5222227000
2011-01-05,5236891600
2011-01-06,5232003400
2011-01-07,5183121400
2011-01-10,5192897800
2011-01-11,5165198000
2011-01-12,5215709400
2011-01-13,5189639000
2011-01-14,5238521000
2011-01-18,5253185600
2011-01-19,5170086200
2011-01-20,5174974400
2011-01-21,5176603800
2011-01-24,5261332600
2011-01-25,5295550000
2011-01-26,5280885399
2011-01-27,5342802600
2011-01-28,5240150399
2011-01-31,5220597600
2011-02-01,5357467200
2011-02-02,5308585200
2011-02-03,5391684600
2011-02-04,5401461000
2011-02-07,5399831600
2011-02-08,5424272600
2011-02-09,5414496199
2011-02-10,5438937200
2011-02-11,5471525200
2011-02-14,5427531400
2011-02-15,5437307800
2011-02-16,5497595600
2011-02-17,5520407200
2011-02-18,5569289200
2011-02-22,5523666000
2011-02-23,5473154600
2011-02-24,5440566600
2011-02-25,5491078000
2011-02-28,5548107000
2011-03-01,5435678400
2011-03-02,5386796400
2011-03-03,5463378200
2011-03-04,5417755000
2011-03-07,5378649400
2011-03-08,5468266400
2011-03-09,5455231199
2011-03-10,5372131800
2011-03-11,5390055200
2011-03-14,5349320200
2011-03-15,5271109000
2011-03-16,5212450600
2011-03-17,5275997200
2011-03-18,5311844000
2011-03-21,5357467200
2011-03-22,5310214600
2011-03-23,5267850200
2011-03-24,5285773600
2011-03-25,5290661800
2011-03-28,5275997200
2011-03-29,5305326400
2011-03-30,5372131800
2011-03-31,5347032510
2011-04-01,5379646310
2011-04-04,5436720460
2011-04-05,5415521490
2011-04-06,5467703570
2011-04-07,5413890800
2011-04-08,5368231480
2011-04-11,5381277000
2011-04-12,5294850430
2011-04-13,5263867320
2011-04-14,5223100070
2011-04-15,5247560420
2011-04-18,5157872470
2011-04-19,5146457640
2011-04-20,5195378340
2011-04-21,5237776280
2011-04-25,5245929730
2011-04-26,5285066289
2011-04-27,5322572160
2011-04-28,5154611090
2011-04-29,5166025920
2011-05-02,5126889360
2011-05-03,5104059700
2011-05-04,5091014180
2011-05-05,5017633130
2011-05-06,5046985550
2011-05-09,5099167630
2011-05-10,5141565570
2011-05-11,5058400380
2011-05-12,5102429010
2011-05-13,5040462790
2011-05-16,5042093480
2011-05-17,5043724170
2011-05-18,5077968660
2011-05-19,5055139000
2011-05-20,5004587610
2011-05-23,4923053110
2011-05-24,4875763100
2011-05-25,4870871030
2011-05-26,4910007590
2011-05-27,4906746210
2011-05-31,4960558980
2011-06-01,4854564130
2011-06-02,4838257230
2011-06-03,4800751360
2011-06-06,4758353420
2011-06-07,4774660320
2011-06-08,4738785140
2011-06-09,4797489980
2011-06-10,4759984110
2011-06-13,4706171340
2011-06-14,4764876180
2011-06-15,4680080300
2011-06-16,4709432720
2011-06-17,4709432720
2011-06-20,4653989260
2011-06-21,4653989260
2011-06-22,4621375460
2011-06-23,4595284420
2011-06-24,4587130970
2011-06-27,4623006150
2011-06-28,4640943740
2011-06-29,4727370310
2011-06-30,4742858840
2011-07-01,4789994860
2011-07-05,4746109600
2011-07-06,4728230420
2011-07-07,4776991820
2011-07-08,4716852760
2011-07-11,4627456860
2011-07-12,4624206100
2011-07-13,4611203060
2011-07-14,4564067040
2011-07-15,4521807160
2011-07-18,4463293480
2011-07-19,4528308680
2011-07-20,4533184820
2011-07-21,4645336040
2011-07-22,4616079200
2011-07-25,4609577680
2011-07-26,4598200020
2011-07-27,4508804120
2011-07-28,4503927980
2011-07-29,4442163540
2011-08-01,4401529040
2011-08-02,4315383900
2011-08-03,4383649860
2011-08-04,4247117940
2011-08-05,4221111860
2011-08-08,3909038900
2011-08-09,4138217480
2011-08-10,3905788140
2011-08-11,4165848940
2011-08-12,4146344380
2011-08-15,4299130100
2011-08-16,4278000160
2011-08-17,4292628580
2011-08-18,4178851980
2011-08-19,4159347420
2011-08-22,4133341340
2011-08-23,4291003200
2011-08-24,4395027520
2011-08-25,4305631620
2011-08-26,4320260040
2011-08-29,4489299560
2011-08-30,4474671140
2011-08-31,4538060960
2011-09-01,4456791960
2011-09-02,4369021440
2011-09-06,4312133140
2011-09-07,4520181780
2011-09-08,4461668100
2011-09-09,4369021440
2011-09-12,4401529040
2011-09-13,4414532080
2011-09-14,4445414300
2011-09-15,4500677220
2011-09-16,4523432540
2011-09-19,4370646820
2011-09-20,4440538160
2011-09-21,4211359580
2011-09-22,4143093619
2011-09-23,4136592100
2011-09-26,4266622500
2011-09-27,4317009280
2011-09-28,4209734200
2011-09-29,4354393020
2011-09-30,4283345811
2011-10-03,4076743107
2011-10-04,4236168815
2011-10-05,4356551493
2011-10-06,4393967730
2011-10-07,4276838639
2011-10-10,4402101695
2011-10-11,4311001291
2011-10-12,4314254876
2011-10-13,4309374498
2011-10-14,4341910356
2011-10-17,4190618613
2011-10-18,4385833766
2011-10-19,4415116039
2011-10-20,4465546620
2011-10-21,4646120636
2011-10-24,4746981798
2011-10-25,4620091949
2011-10-26,4714445940
2011-10-27,4934062987
2011-10-28,4782771243
2011-10-31,4707938768
2011-11-01,4512723615
2011-11-02,4637986671
2011-11-03,4763249728
2011-11-04,4751862177
2011-11-07,4756742556
2011-11-08,4799039173
2011-11-09,4607077606
2011-11-10,4675402909
2011-11-11,4759996142
2011-11-14,4712819147
2011-11-15,4738847834
2011-11-16,4639613464
2011-11-17,4624972328
2011-11-18,4672149323
2011-11-21,4548513060
2011-11-22,4558273817
2011-11-23,4439517933
2011-11-25,4470426999
2011-11-28,4592436469
2011-11-29,4571288161
2011-11-30,4823441067
2011-12-01,4717699526
2011-12-02,4704685182
2011-12-05,4771383693
2011-12-06,4821814274
2011-12-07,4841335789
2011-12-08,4743728213
2011-12-09,4826694652
2011-12-12,4797412380
2011-12-13,4787651622
2011-12-14,4812053516
2011-12-15,4859230511
2011-12-16,4877125234
2011-12-19,4737221041
2011-12-20,4875498441
2011-12-21,4899900335
2011-12-22,4938943365
2011-12-23,4971479224
2011-12-27,4974732810
2011-12-28,4945450537
2011-12-29,4997507911
2011-12-30,4955211295
2012-01-03,4965676200
2012-01-04,4941334650
2012-01-05,5011113760
2012-01-06,4977035590
2012-01-09,5022473150
2012-01-10,5082515640
2012-01-11,5101988880
2012-01-12,5106857190
2012-01-13,5071156250
2012-01-17,5082515640
2012-01-18,5171767990
2012-01-19,5196109540
2012-01-20,5282116350
2012-01-23,5274002500
2012-01-24,5262643110
2012-01-25,5311326209
2012-01-26,5368123160
2012-01-27,5343781610
2012-01-30,5301589590
2012-01-31,5303212360
2012-02-01,5389219170
2012-02-02,5363254850
2012-02-03,5421674569
2012-02-06,5371368700
2012-02-07,5428165650
2012-02-08,5428165650
2012-02-09,5564478330
2012-02-10,5590442650
2012-02-13,5621275280
2012-02-14,5652107910
2012-02-15,5645616830
2012-02-16,5754342420
2012-02-17,5796534440
2012-02-21,5841972000
2012-02-22,5775438430
2012-02-23,5819253220
2012-02-24,5803025520
2012-02-27,5788420590
2012-02-28,5749474110
2012-02-29,5707282090
2012-03-01,5682940540
2012-03-02,5598556500
2012-03-05,5725132560
2012-03-06,5601802040
2012-03-07,5637502980
2012-03-08,5669958380
2012-03-09,5686186080
2012-03-12,5697545470
2012-03-13,5824121530
2012-03-14,5768947350
2012-03-15,5838726459
2012-03-16,5767324580
2012-03-19,5697545470
2012-03-20,5710527630
2012-03-21,5695922700
2012-03-22,5640748520
2012-03-23,5643994060
2012-03-26,5730000870
2012-03-27,5718641480
2012-03-28,5700791010
2012-03-29,5640748520
2012-03-30,5600179270
2012-04-02,5652390000
2012-04-03,5673505250
2012-04-04,5595541250
2012-04-05,5559807749
2012-04-09,5460728500
2012-04-10,5371394750
2012-04-11,5439613250
2012-04-12,5527322750
2012-04-13,5501334750
2012-04-16,5564680500
2012-04-17,5623153500
2012-04-18,5584171500
2012-04-19,5580923000
2012-04-20,5624777750
2012-04-23,5556559250
2012-04-24,5632899000
2012-04-25,5744972250
2012-04-26,5805069500
2012-04-27,5814815000
2012-04-30,5790451250
2012-05-01,5845675750
2012-05-02,5840803000
2012-05-03,5907397250
2012-05-04,5871663750
2012-05-07,5855421250
2012-05-08,5855421250
2012-05-09,5805069500
2012-05-10,5873287999
2012-05-11,5860294000
2012-05-14,5775833000
2012-05-15,5770960250
2012-05-16,5725481250
2012-05-17,5626402000
2012-05-18,5558183500
2012-05-21,5636147500
2012-05-22,5688123500
2012-05-23,5746596500
2012-05-24,5788827000
2012-05-25,5792075499
2012-05-29,5852172750
2012-05-30,5775833000
2012-05-31,5860294000
2012-06-01,5709238750
2012-06-04,5683250750
2012-06-05,5727105500
2012-06-06,5878160750
2012-06-07,5899276000
2012-06-08,5962621750
2012-06-11,5878160750
2012-06-12,5949627750
2012-06-13,5878160750
2012-06-14,5918767000
2012-06-15,5949627750
2012-06-18,5980488500
2012-06-19,6081192000
2012-06-20,6056828250
2012-06-21,5939882250
2012-06-22,5993482500
2012-06-25,5943130750
2012-06-26,6012973500
2012-06-27,6006476499
2012-06-28,6025967500
2012-06-29,6183519750
2012-07-02,6232358700
2012-07-03,6245363100
2012-07-05,6190094400
2012-07-06,6198222150
2012-07-09,6181966650
2012-07-10,6173838899
2012-07-11,6178715550
2012-07-12,6133200149
2012-07-13,6196596600
2012-07-16,6128323500
2012-07-17,6131574600
2012-07-18,6129949050
2012-07-19,6121821299
2012-07-20,6051922649
2012-07-23,6043794900
2012-07-24,6030790500
2012-07-25,6030790500
2012-07-26,6107191350
2012-07-27,6185217750
2012-07-30,6230733150
2012-07-31,6151081200
2012-08-01,6095812500
2012-08-02,6095812500
2012-08-03,6216103200
2012-08-06,6165711150
2012-08-07,6191719950
2012-08-08,6211226550
2012-08-09,6206349900
2012-08-10,6224230950
2012-08-13,6227482050
2012-08-14,6248614200
2012-08-15,6276248550
2012-08-16,6381909300
2012-08-17,6425799150
2012-08-20,6435552450
2012-08-21,6354274950
2012-08-22,6351023850
2012-08-23,6316887300
2012-08-24,6355900500
2012-08-27,6308759550
2012-08-28,6313636200
2012-08-29,6266495250
2012-08-30,6263244150
2012-08-31,6284376299
2012-09-04,6308759550
2012-09-05,6294129600
2012-09-06,6362402700
2012-09-07,6292504050
2012-09-10,6279499650
2012-09-11,6360777150
2012-09-12,6375407100
2012-09-13,6476191200
2012-09-14,6484318950
2012-09-17,6429050250
2012-09-18,6425799150
2012-09-19,6383534850
2012-09-20,6347772750
2012-09-21,6352649400
2012-09-24,6303882900
2012-09-25,6229107600
2012-09-26,6144579000
2012-09-27,6172213350
2012-09-28,6155957850
2012-10-01,6211814400
2012-10-02,6211814400
2012-10-03,6231513600
2012-10-04,6320160000
2012-10-05,6354633600
2012-10-08,6352992000
2012-10-09,6310310400
2012-10-10,6318518400
2012-10-11,6346425599
2012-10-12,6303744000
2012-10-15,6344784000
2012-10-16,6412089600
2012-10-17,6471187200
2012-10-18,6538492800
2012-10-19,6489244800
2012-10-22,6504019200
2012-10-23,6474470400
2012-10-24,6477753600
2012-10-25,6556550400
2012-10-26,6666537600
2012-10-31,6540134400
2012-11-01,6528643200
2012-11-02,6412089600
2012-11-05,6439996799
2012-11-06,6541776000
2012-11-07,6410448000
2012-11-08,6398956799
2012-11-09,6418656000
2012-11-12,6379257600
2012-11-13,6313593600
2012-11-14,6228230400
2012-11-15,6288969600
2012-11-16,6421939200
2012-11-19,6505660800
2012-11-20,6548342400
2012-11-21,6548342400
2012-11-23,6618931200
2012-11-26,6586099200
2012-11-27,6572966400
2012-11-28,6627139200
2012-11-29,6638630400
2012-11-30,6651763200
2012-12-03,6635347200
2012-12-04,6635347200
2012-12-05,6648480000
2012-12-06,6666537600
2012-12-07,6648480000
2012-12-10,6661612800
2012-12-11,6669820800
2012-12-12,6661612800
2012-12-13,6545059200
2012-12-14,6504019200
2012-12-17,6510585599
2012-12-18,6584457600
2012-12-19,6554908800
2012-12-20,6587740800
2012-12-21,6502377600
2012-12-24,6481036799
2012-12-26,6449846400
2012-12-27,6417014400
2012-12-28,6330009600
2012-12-31,6386995999
2013-01-02,6502797000
2013-01-03,6502797000
2013-01-04,6579454000
2013-01-07,6572930000
2013-01-08,6571299000
2013-01-09,6643062999
2013-01-10,6719720000
2013-01-11,6729506000
2013-01-14,6721351000
2013-01-15,6693624000
2013-01-16,6690362000
2013-01-17,6731137000
2013-01-18,6788222000
2013-01-22,6918702000
2013-01-23,6908916000
2013-01-24,6933381000
2013-01-25,6977418000
2013-01-28,6895868000
2013-01-29,6962739000
2013-01-30,6933381000
2013-01-31,6921964000
2013-02-01,7094850000
2013-02-04,7067123000
2013-02-05,7099743000
2013-02-06,7168245000
2013-02-07,7241640000
2013-02-08,7275891000
2013-02-11,7274260000
2013-02-12,7277522000
2013-02-13,7292201000
2013-02-14,7288939000
2013-02-15,7313404000
2013-02-19,7349286000
2013-02-20,7259581000
2013-02-21,7267736000
2013-02-22,7339500000
2013-02-25,7163352000
2013-02-26,7277522000
2013-02-27,7337869000
2013-02-28,7341131000
2013-03-01,7365595999
2013-03-04,7378644000
2013-03-05,7468349000
2013-03-06,7514017000
2013-03-07,7553161000
2013-03-08,7556423000
2013-03-11,7589043000
2013-03-12,7608615000
2013-03-13,7664069000
2013-03-14,7691795999
2013-03-15,7662437999
2013-03-18,7530327000
2013-03-19,7531958000
2013-03-20,7585781000
2013-03-21,7535220000
2013-03-22,7561316000
2013-03-25,7569470999
2013-03-26,7657545000
2013-03-27,7647759000
2013-03-28,7701582000
2013-04-01,7704120000
2013-04-02,7771155000
2013-04-03,7754805000
2013-04-04,7774425000
2013-04-05,7743360000
2013-04-08,7813665000
2013-04-09,7792409999
2013-04-10,7906860000
2013-04-11,8016405000
2013-04-12,7978800000
2013-04-15,7856175000
2013-04-16,7973895000
2013-04-17,7790775000
2013-04-18,7653435000
2013-04-19,7795680000
2013-04-22,7844729999
2013-04-23,7957545000
2013-04-24,8001690000
2013-04-25,7995150000
2013-04-26,7864350000
2013-04-29,7895415000
2013-04-30,7996784999
2013-05-01,7905225000
2013-05-02,7965720000
2013-05-03,8054010000
2013-05-06,8076900000
2013-05-07,8062185000
2013-05-08,8088345000
2013-05-09,8029485000
2013-05-10,8062185000
2013-05-13,8093250000
2013-05-14,8210970000
2013-05-15,8232225000
2013-05-16,8067090000
2013-05-17,8119409999
2013-05-20,8044200000
2013-05-21,7913400000
2013-05-22,7831650000
2013-05-23,7807125000
2013-05-24,7836555000
2013-05-28,7862715000
2013-05-29,7772790000
2013-05-30,7849635000
2013-05-31,7740090000
2013-06-03,7707390000
2013-06-04,7552065000
2013-06-05,7453965000
2013-06-06,7512825000
2013-06-07,7596210000
2013-06-10,7601115000
2013-06-11,7440885000
2013-06-12,7462140000
2013-06-13,7592940000
2013-06-14,7550430000
2013-06-17,7656705000
2013-06-18,7700850000
2013-06-19,7565145000
2013-06-20,7404915000
2013-06-21,7422900000
2013-06-24,7319895000
2013-06-25,7365675000
2013-06-26,7462140000
2013-06-27,7563510000
2013-06-28,7507920000
2013-07-01,7618598000
2013-07-02,7584221000
2013-07-03,7582584000
2013-07-05,7634968000
2013-07-08,7759380000
2013-07-09,7873970000
2013-07-10,7941087000
2013-07-11,7993471000
2013-07-12,8050766000
2013-07-15,8086780000
2013-07-16,8018025999
2013-07-17,8027848000
2013-07-18,8122794000
2013-07-19,8111335000
2013-07-22,8185000000
2013-07-23,8106424000
2013-07-24,7968916000
2013-07-25,8003293000
2013-07-26,8040944000
2013-07-29,8037670000
2013-07-30,8009841000
2013-07-31,8022937000
2013-08-01,8171904000
2013-08-02,8142438000
2013-08-05,8040944000
2013-08-06,7980375000
2013-08-07,7947635000
2013-08-08,7977100999
2013-08-09,7965641999
2013-08-12,7944361000
2013-08-13,7980375000
2013-08-14,8004930000
2013-08-15,7816675000
2013-08-16,7818312000
2013-08-19,7725003000
2013-08-20,7774113000
2013-08-21,7710270000
2013-08-22,7780661000
2013-08-23,7756106000
2013-08-26,7679166999
2013-08-27,7572762000
2013-08-28,7526925999
2013-08-29,7562940000
2013-08-30,7477816000
2013-09-03,7497460000
2013-09-04,7530200000
2013-09-05,7533474000
2013-09-06,7463083000
2013-09-09,7571125000
2013-09-10,7631694000
2013-09-11,7612050000
2013-09-12,7579310000
2013-09-13,7621872000
2013-09-16,7656249000
2013-09-17,7652975000
2013-09-18,7726640000
2013-09-19,7756106000
2013-09-20,7765928000
2013-09-23,7697174000
2013-09-24,7695537000
2013-09-25,7716818000
2013-09-26,7734825000
2013-09-27,7769202000
2013-09-30,7814411999
2013-10-01,7837610000
2013-10-02,7879035000
2013-10-03,7797842000
2013-10-04,7892291000
2013-10-07,7870750000
2013-10-08,7809441000
2013-10-09,7806127000
2013-10-10,8029822000
2013-10-11,8046392000
2013-10-14,8117643000
2013-10-15,8064619000
2013-10-16,8195522000
2013-10-17,8261802000
2013-10-18,8283343000
2013-10-21,8276715000
2013-10-22,8339681000
2013-10-23,8306541000
2013-10-24,8338024000
2013-10-25,8314826000
2013-10-28,8334710000
2013-10-29,8389391000
2013-10-30,8377792000
2013-10-31,8293285000
2013-11-01,8285000000
2013-11-04,8270086999
2013-11-05,8230319000
2013-11-06,8324768000
2013-11-07,8222034000
2013-11-08,8379449000
2013-11-11,8382763000
2013-11-12,8304884000
2013-11-13,8371164000
2013-11-14,8432473000
2013-11-15,8463956000
2013-11-18,8434130000
2013-11-19,8472241000
2013-11-20,8440758000
2013-11-21,8601487000
2013-11-22,8684337000
2013-11-25,8725762000
