,YUM
2009-04-13,10133200000
2009-04-14,9968700000
2009-04-15,10222500000
2009-04-16,10753600000
2009-04-17,10838200000
2009-04-20,10584400000
2009-04-21,10871100000
2009-04-22,10842900000
2009-04-23,11665400000
2009-04-24,11782900000
2009-04-27,11665400000
2009-04-28,11425700000
2009-04-29,11435100000
2009-04-30,11270600000
2009-05-01,11186000000
2009-05-04,11505600000
2009-05-05,11895700000
2009-05-06,11942700000
2009-05-07,11468000000
2009-05-08,11463300000
2009-05-11,11388100000
2009-05-12,11129600000
2009-05-13,10678400000
2009-05-14,10871100000
2009-05-15,11204800000
2009-05-18,11646600000
2009-05-19,11613700000
2009-05-20,11458600000
2009-05-21,11218900000
2009-05-22,11439800000
2009-05-26,11811100000
2009-05-27,11562000000
2009-05-28,11515000000
2009-05-29,11703000000
2009-06-01,12126000000
2009-06-02,12314000000
2009-06-03,12379800000
2009-06-04,12097800000
2009-06-05,12083700000
2009-06-08,12074300000
2009-06-09,12032000000
2009-06-10,11750000000
2009-06-11,11557300000
2009-06-12,11829900000
2009-06-15,11670100000
2009-06-16,11439800000
2009-06-17,11491500000
2009-06-18,11510300000
2009-06-19,11651300000
2009-06-22,11280000000
2009-06-23,11045000000
2009-06-24,11002700000
2009-06-25,11364600000
2009-06-26,11228300000
2009-06-29,11256500000
2009-06-30,11265900000
2009-07-01,11884960000
2009-07-02,11620640000
2009-07-06,11823600000
2009-07-07,11705600000
2009-07-08,11946320000
2009-07-09,11875520000
2009-07-10,11870800000
2009-07-13,12102080000
2009-07-14,12295600000
2009-07-15,11554560000
2009-07-16,11417680000
2009-07-17,11403520000
2009-07-20,11436560000
2009-07-21,11328000000
2009-07-22,11427120000
2009-07-23,11436560000
2009-07-24,11502640000
2009-07-27,11554560000
2009-07-28,11535680000
2009-07-29,11521520000
2009-07-30,11979360000
2009-07-31,12031280000
2009-08-03,12125680000
2009-08-04,12295600000
2009-08-05,12404160000
2009-08-06,12234240000
2009-08-07,12404160000
2009-08-10,12394720000
2009-08-11,11922720000
2009-08-12,11946320000
2009-08-13,11908560000
2009-08-14,11856640000
2009-08-17,11705600000
2009-08-18,11828320000
2009-08-19,11851920000
2009-08-20,11969920000
2009-08-21,12224800000
2009-08-24,11927440000
2009-08-25,11932160000
2009-08-26,11884960000
2009-08-27,11842480000
2009-08-28,11847200000
2009-08-31,11620640000
2009-09-01,11441280000
2009-09-02,11318560000
2009-09-03,11389360000
2009-09-04,11549840000
2009-09-08,11650920000
2009-09-09,11451840000
2009-09-10,11423400000
2009-09-11,11380740000
2009-09-14,11399700000
2009-09-15,11456580000
2009-09-16,11589300000
2009-09-17,11655660000
2009-09-18,11835780000
2009-09-21,11518200000
2009-09-22,11423400000
2009-09-23,11219580000
2009-09-24,11290680000
2009-09-25,11072640000
2009-09-28,11181660000
2009-09-29,11172180000
2009-09-30,11503980000
2009-10-01,11290680000
2009-10-02,11295420000
2009-10-05,11873700000
2009-10-06,11878440000
2009-10-07,11712540000
2009-10-08,11764680000
2009-10-09,11925840000
2009-10-12,12044340000
2009-10-13,11897400000
2009-10-14,11864220000
2009-10-15,12049080000
2009-10-16,12011160000
2009-10-19,12205500000
2009-10-20,11968500000
2009-10-21,11774160000
2009-10-22,11925840000
2009-10-23,11684100000
2009-10-26,11584560000
2009-10-27,11556120000
2009-10-28,11413920000
2009-10-29,11499240000
2009-10-30,11229060000
2009-11-02,11285940000
2009-11-03,11266980000
2009-11-04,11513460000
2009-11-05,11859480000
2009-11-06,12006420000
2009-11-09,12200760000
2009-11-10,12124920000
2009-11-11,12177060000
2009-11-12,12020640000
2009-11-13,12025380000
2009-11-16,12238680000
2009-11-17,12286080000
2009-11-18,12238680000
2009-11-19,12148620000
2009-11-20,12177060000
2009-11-23,12224460000
2009-11-24,12120180000
2009-11-25,12167580000
2009-11-27,12063300000
2009-11-30,12020640000
2009-12-01,12025380000
2009-12-02,12034860000
2009-12-03,11973240000
2009-12-04,11594040000
2009-12-07,11617740000
2009-12-08,11622480000
2009-12-09,11778900000
2009-12-10,11688840000
2009-12-11,11740980000
2009-12-14,11868960000
2009-12-15,11788380000
2009-12-16,11783640000
2009-12-17,11703060000
2009-12-18,11759940000
2009-12-21,11925840000
2009-12-22,11944800000
2009-12-23,12063300000
2009-12-24,12053820000
2009-12-28,11982720000
2009-12-29,12001680000
2009-12-30,11996940000
2009-12-31,11916360000
2010-01-04,11959020000
2010-01-05,11916360000
2010-01-06,11831040000
2010-01-07,11826300000
2010-01-08,11831040000
2010-01-11,12034860000
2010-01-12,12262380000
2010-01-13,12229200000
2010-01-14,12361920000
2010-01-15,12153360000
2010-01-19,12148620000
2010-01-20,11977980000
2010-01-21,11916360000
2010-01-22,11684100000
2010-01-25,11679360000
2010-01-26,11698320000
2010-01-27,11864220000
2010-01-28,11703060000
2010-01-29,11655660000
2010-02-01,12068040000
2010-02-02,12205500000
2010-02-03,12044340000
2010-02-04,11380740000
2010-02-05,11238540000
2010-02-08,11148480000
2010-02-09,11266980000
2010-02-10,11300160000
2010-02-11,11376000000
2010-02-12,11366520000
2010-02-16,11451840000
2010-02-17,11470800000
2010-02-18,11475540000
2010-02-19,11513460000
2010-02-22,11475540000
2010-02-23,11442360000
2010-02-24,11485020000
2010-02-25,11485020000
2010-02-26,11489760000
2010-03-01,11546640000
2010-03-02,11613000000
2010-03-03,11575080000
2010-03-04,11594040000
2010-03-05,11883180000
2010-03-08,12068040000
2010-03-09,12470940000
2010-03-10,12565740000
2010-03-11,12712680000
2010-03-12,12769560000
2010-03-15,12840660000
2010-03-16,12821700000
2010-03-17,13167720000
2010-03-18,13001820000
2010-03-19,12930720000
2010-03-22,12974390000
2010-03-23,13007500000
2010-03-24,12893980000
2010-03-25,12936550000
2010-03-26,13012230000
2010-03-29,12983850000
2010-03-30,13050070000
2010-03-31,13035880000
2010-04-01,13329140000
2010-04-05,13617670000
2010-04-06,13532530000
2010-04-07,13650780000
2010-04-08,13627130000
2010-04-09,13839980000
2010-04-12,13868360000
2010-04-13,13996070000
2010-04-14,14171080000
2010-04-15,14544750000
2010-04-16,14521100000
2010-04-19,14511640000
2010-04-20,14653540000
2010-04-21,14658270000
2010-04-22,14681920000
2010-04-23,14771790000
2010-04-26,14942070000
2010-04-27,14544750000
2010-04-28,14402850000
2010-04-29,14544750000
2010-04-30,14426500000
2010-05-03,14644080000
2010-05-04,14171080000
2010-05-05,14062290000
2010-05-06,13627130000
2010-05-07,13471040000
2010-05-10,14308250000
2010-05-11,14218380000
2010-05-12,14421770000
2010-05-13,14100130000
2010-05-14,13797410000
2010-05-17,13986610000
2010-05-18,13977150000
2010-05-19,13892010000
2010-05-20,13480500000
2010-05-21,13650780000
2010-05-24,13518340000
2010-05-25,13589290000
2010-05-26,13598750000
2010-05-27,14076480000
2010-05-28,13925120000
2010-06-01,13769030000
2010-06-02,14081210000
2010-06-03,14256220000
2010-06-04,13892010000
2010-06-07,13523070000
2010-06-08,13906200000
2010-06-09,14014990000
2010-06-10,14298790000
2010-06-11,14279870000
2010-06-14,14341360000
2010-06-15,14752870000
2010-06-16,14530560000
2010-06-17,14478530000
2010-06-18,14450150000
2010-06-21,14549480000
2010-06-22,14279870000
2010-06-23,14081210000
2010-06-24,13929850000
2010-06-25,13929850000
2010-06-28,13778490000
2010-06-29,13385900000
2010-06-30,13277110000
2010-07-01,13291300000
2010-07-02,13102100000
2010-07-06,13158860000
2010-07-07,13504150000
2010-07-08,13594020000
2010-07-09,13693350000
2010-07-12,13896740000
2010-07-13,14185270000
2010-07-14,13944040000
2010-07-15,14010260000
2010-07-16,13627130000
2010-07-19,13603480000
2010-07-20,13991340000
2010-07-21,13556180000
2010-07-22,14000800000
2010-07-23,14152160000
2010-07-26,14327170000
2010-07-27,14260950000
2010-07-28,14119050000
2010-07-29,14052830000
2010-07-30,14043370000
2010-08-02,14294060000
2010-08-03,14076480000
2010-08-04,14194730000
2010-08-05,14421770000
2010-08-06,14402850000
2010-08-09,14516370000
2010-08-10,14412310000
2010-08-11,13991340000
2010-08-12,13944040000
2010-08-13,13892010000
2010-08-16,13915660000
2010-08-17,14289330000
2010-08-18,14341360000
2010-08-19,14251490000
2010-08-20,14388660000
2010-08-23,14251490000
2010-08-24,14142700000
2010-08-25,14388660000
2010-08-26,14402850000
2010-08-27,14388660000
2010-08-30,14180540000
2010-08-31,14180540000
2010-09-01,14487990000
2010-09-02,14908960000
2010-09-03,15079240000
2010-09-07,15055590000
2010-09-08,15136000000
2010-09-09,14908960000
2010-09-10,15140730000
2010-09-13,15486020000
2010-09-14,15476560000
2010-09-15,15613730000
2010-09-16,15580619999
2010-09-17,15556970000
2010-09-20,15840770000
2010-09-21,15793470000
2010-09-22,15802929999
2010-09-23,15580619999
2010-09-24,15812390000
2010-09-27,15769820000
2010-09-28,15793470000
2010-09-29,15736710000
2010-09-30,15661030000
2010-10-01,15802929999
2010-10-04,15784009999
2010-10-05,15911720000
2010-10-06,16105649999
2010-10-07,16053619999
2010-10-08,16204980000
2010-10-11,16181330000
2010-10-12,16290119999
2010-10-13,16309039999
2010-10-14,16465130000
2010-10-15,16611759999
2010-10-18,16531350000
2010-10-19,16214440000
2010-10-20,16469860000
2010-10-21,16592840000
2010-10-22,16857720000
2010-10-25,16961780000
2010-10-26,16938130000
2010-10-27,16677980000
2010-10-28,16748929999
2010-10-29,16852990000
2010-11-01,16933399999
2010-11-02,17184090000
2010-11-03,17288150000
2010-11-04,17505730000
2010-11-05,17453700000
2010-11-08,17576680000
2010-11-09,17226660000
2010-11-10,17472620000
2010-11-11,17647630000
2010-11-12,17269230000
2010-11-15,17382750000
2010-11-16,16758390000
2010-11-17,16881369999
2010-11-18,17188820000
2010-11-19,17269230000
2010-11-22,17221930000
2010-11-23,16900289999
2010-11-24,17193550000
2010-11-26,17018539999
2010-11-29,17009080000
2010-11-30,17028000000
2010-12-01,17141520000
2010-12-02,17321260000
2010-12-03,17198280000
2010-12-06,16971240000
2010-12-07,17146250000
2010-12-08,17094220000
2010-12-09,16886100000
2010-12-10,17089490000
2010-12-13,16819880000
2010-12-14,16819880000
2010-12-15,16777310000
2010-12-16,17009080000
2010-12-17,17018539999
2010-12-20,16871910000
2010-12-21,17009080000
2010-12-22,17032730000
2010-12-23,16886100000
2010-12-27,16838800000
2010-12-28,16739470000
2010-12-29,16867179999
2010-12-30,16767850000
2010-12-31,16677980000
2011-01-03,16692170000
2011-01-04,16436750000
2011-01-05,16517160000
2011-01-06,16630679999
2011-01-07,16838800000
2011-01-10,16862450000
2011-01-11,16753660000
2011-01-12,16711090000
2011-01-13,16625950000
2011-01-14,16266470000
2011-01-18,16748929999
2011-01-19,16758390000
2011-01-20,16540810000
2011-01-21,16413100000
2011-01-24,16422560000
2011-01-25,16323230000
2011-01-26,16242820000
2011-01-27,16181330000
2011-01-28,15779280000
2011-01-31,15902259999
2011-02-01,16124570000
2011-02-02,16228630000
2011-02-03,16739470000
2011-02-04,16763119999
2011-02-07,16796230000
2011-02-08,16862450000
2011-02-09,16834070000
2011-02-10,16914480000
2011-02-11,16923940000
2011-02-14,17103679999
2011-02-15,17250310000
2011-02-16,17401670000
2011-02-17,17472620000
2011-02-18,17401670000
2011-02-22,16905020000
2011-02-23,16753660000
2011-02-24,16786770000
2011-02-25,17004350000
2011-02-28,17113140000
2011-03-01,16952320000
2011-03-02,16824610000
2011-03-03,17226660000
2011-03-04,17330720000
2011-03-07,17288150000
2011-03-08,17732770000
2011-03-09,17907780000
2011-03-10,17969270000
2011-03-11,17879400000
2011-03-14,17647630000
2011-03-15,17325990000
2011-03-16,17292880000
2011-03-17,17340180000
2011-03-18,17340180000
2011-03-21,17351640000
2011-03-22,17205630000
2011-03-23,17299830000
2011-03-24,17573010000
2011-03-25,17554170000
2011-03-28,17427000000
2011-03-29,17370480000
2011-03-30,17516490000
2011-03-31,17398740000
2011-04-01,17403450000
2011-04-04,17224470000
2011-04-05,16918320000
2011-04-06,16965420000
2011-04-07,16734630000
2011-04-08,16786440000
2011-04-11,16918320000
2011-04-12,16880640000
2011-04-13,16923030000
2011-04-14,17158530000
2011-04-15,17309250000
2011-04-18,17059620000
2011-04-19,17233890000
2011-04-20,17455260000
2011-04-21,18166470000
2011-04-25,18015750000
2011-04-26,17667210000
2011-04-27,17709600000
2011-04-28,17888580000
2011-04-29,18161760000
2011-05-02,18114660000
2011-05-03,18274800000
2011-05-04,18091110000
2011-05-05,18029880000
2011-05-06,18161760000
2011-05-09,18401970000
2011-05-10,18580950000
2011-05-11,18486750000
2011-05-12,18533850000
2011-05-13,18576240000
2011-05-16,18312480000
2011-05-17,18510300000
2011-05-18,18835290000
2011-05-19,19193250000
2011-05-20,19051950000
2011-05-23,18896520000
2011-05-24,18849420000
2011-05-25,18915360000
2011-05-26,18986010000
2011-05-27,18774060000
2011-05-31,18731670000
2011-06-01,18439650000
2011-06-02,18449070000
2011-06-03,18425520000
2011-06-06,18241830000
2011-06-07,18336030000
2011-06-08,18133500000
2011-06-09,18185310000
2011-06-10,17879160000
2011-06-13,17878280000
2011-06-14,18201890000
2011-06-15,18215960000
2011-06-16,18351970000
2011-06-17,18487980000
2011-06-20,18398870000
2011-06-21,18708410000
2011-06-22,18455150000
2011-06-23,18342590000
2011-06-24,18154990000
2011-06-27,18342590000
2011-06-28,18670890000
2011-06-29,18623990000
2011-06-30,18623990000
2011-07-01,19135200000
2011-07-05,19083610000
2011-07-06,18933530000
2011-07-07,18741240000
2011-07-08,18750620000
2011-07-11,18717790000
2011-07-12,18623990000
2011-07-13,18741240000
2011-07-14,19003880000
2011-07-15,18717790000
2011-07-18,18492670000
2011-07-19,18595850000
2011-07-20,18323830000
2011-07-21,18375420000
2011-07-22,18398870000
2011-07-25,18154990000
2011-07-26,18117470000
2011-07-27,17667230000
2011-07-28,17761030000
2011-07-29,17807930000
2011-08-01,17756340000
2011-08-02,17188850000
2011-08-03,17212300000
2011-08-04,16991869999
2011-08-05,17099740000
2011-08-08,16124220000
2011-08-09,16973109999
2011-08-10,16274300000
2011-08-11,17348310000
2011-08-12,17310790000
2011-08-15,17399900000
2011-08-16,17207610000
2011-08-17,17310790000
2011-08-18,16499420000
2011-08-19,16658880000
2011-08-22,16841789999
2011-08-23,17409280000
2011-08-24,17887660000
2011-08-25,17432730000
2011-08-26,17793860000
2011-08-29,18206580000
2011-08-30,18215960000
2011-08-31,18333210000
2011-09-01,18154990000
2011-09-02,17751650000
2011-09-06,17558400000
2011-09-07,17976900000
2011-09-08,17842050000
2011-09-09,17228250000
2011-09-12,17404950000
2011-09-13,17460750000
2011-09-14,17818800000
2011-09-15,17935050000
2011-09-16,18000150000
2011-09-19,18307050000
2011-09-20,18232650000
2011-09-21,17567700000
2011-09-22,17037600000
2011-09-23,17270100000
2011-09-26,17581650000
2011-09-27,17837400000
2011-09-28,17572350000
2011-09-29,16558650000
2011-09-30,16512150000
2011-10-03,16195950000
2011-10-04,16526100000
2011-10-05,16084350000
2011-10-06,16488900000
2011-10-07,16461000000
2011-10-10,17014350000
2011-10-11,17344500000
2011-10-12,17060849999
2011-10-13,17586300000
2011-10-14,17428200000
2011-10-17,17093400000
2011-10-18,17474700000
2011-10-19,17256150000
2011-10-20,17437500000
2011-10-21,17962950000
2011-10-24,17874600000
2011-10-25,17665350000
2011-10-26,17735100000
2011-10-27,18181500000
2011-10-28,18097800000
2011-10-31,17907150000
2011-11-01,17590950000
2011-11-02,17767650000
2011-11-03,18065250000
2011-11-04,18046650000
2011-11-07,18260550000
2011-11-08,18595350000
2011-11-09,18321000000
2011-11-10,18297750000
2011-11-11,18655800000
2011-11-14,18483750000
2011-11-15,18520950000
2011-11-16,18214050000
2011-11-17,17976900000
2011-11-18,18000150000
2011-11-21,17879250000
2011-11-22,18223350000
2011-11-23,17776950000
2011-11-25,17623500000
2011-11-28,18232650000
2011-11-29,18348900000
2011-11-30,18734850000
2011-12-01,18818550000
2011-12-02,18804600000
2011-12-05,19083600000
2011-12-06,19162650000
2011-12-07,19390500000
2011-12-08,19218450000
2011-12-09,19376550000
2011-12-12,19711350000
2011-12-13,19483500000
2011-12-14,19176600000
2011-12-15,19223100000
2011-12-16,19288200000
2011-12-19,19255650000
2011-12-20,19497450000
2011-12-21,19534650000
2011-12-22,19520700000
2011-12-23,19734600000
2011-12-27,19822950000
2011-12-28,19716000000
2011-12-29,19915950000
2011-12-30,19725300000
2012-01-03,19581150000
2012-01-04,19711350000
2012-01-05,19864800000
2012-01-06,20008950000
2012-01-09,19929900000
2012-01-10,20055450000
2012-01-11,20367000000
2012-01-12,20343750000
2012-01-13,20469300000
2012-01-17,20687850000
2012-01-18,20948250000
2012-01-19,20883150000
2012-01-20,20887800000
2012-01-23,20818050000
2012-01-24,20818050000
2012-01-25,20943600000
2012-01-26,20887800000
2012-01-27,21008700000
2012-01-30,21287700000
2012-01-31,21171450000
2012-02-01,21455100000
2012-02-02,21320250000
2012-02-03,21343500000
2012-02-06,21124950000
2012-02-07,21678300000
2012-02-08,21543450000
2012-02-09,21696900000
2012-02-10,21641100000
2012-02-13,21589950000
2012-02-14,21390000000
2012-02-15,21301650000
2012-02-16,21636450000
2012-02-17,21813150000
2012-02-21,21896850000
2012-02-22,22031700000
2012-02-23,22008450000
2012-02-24,21910800000
2012-02-27,21915450000
2012-02-28,22050300000
2012-02-29,22143300000
2012-03-01,22138650000
2012-03-02,22143300000
2012-03-05,22185150000
2012-03-06,21887550000
2012-03-07,22231650000
2012-03-08,22394400000
2012-03-09,22533900000
2012-03-12,22375800000
2012-03-13,22943100000
2012-03-14,22947750000
2012-03-15,22938450000
2012-03-16,22864050000
2012-03-19,23087250000
2012-03-20,23468550000
2012-03-21,23375550000
2012-03-22,23640600000
2012-03-23,23612700000
2012-03-26,23882400000
2012-03-27,23608050000
2012-03-28,23533650000
2012-03-29,23496450000
2012-03-30,23794050000
2012-04-02,23398800000
2012-04-03,23635950000
2012-04-04,23422050000
2012-04-05,23626650000
2012-04-09,23398800000
2012-04-10,22891950000
2012-04-11,23436000000
2012-04-12,23691750000
2012-04-13,24356700000
2012-04-16,24152100000
2012-04-17,24468300000
2012-04-18,24384600000
2012-04-19,23873100000
2012-04-20,24714750000
2012-04-23,24663600000
2012-04-24,24147450000
2012-04-25,24319500000
2012-04-26,24366000000
2012-04-27,24510150000
2012-04-30,24314850000
2012-05-01,24589200000
2012-05-02,24635700000
2012-05-03,24068400000
2012-05-04,23784750000
2012-05-07,24193950000
2012-05-08,24003300000
2012-05-09,23547600000
2012-05-10,23854500000
2012-05-11,23970750000
2012-05-14,23338350000
2012-05-15,23319750000
2012-05-16,23445300000
2012-05-17,22738500000
2012-05-18,22543200000
2012-05-21,23101200000
2012-05-22,23561550000
2012-05-23,23631300000
2012-05-24,23566200000
2012-05-25,23533650000
2012-05-29,23896350000
2012-05-30,23515050000
2012-05-31,23519700000
2012-06-01,21627150000
2012-06-04,21473700000
2012-06-05,21529500000
2012-06-06,22310700000
2012-06-07,22320000000
2012-06-08,21589950000
2012-06-11,21208650000
2012-06-12,21227250000
2012-06-13,21013350000
2012-06-14,21534150000
2012-06-15,21724800000
2012-06-18,21758000000
2012-06-19,22241000000
2012-06-20,21900600000
2012-06-21,21500400000
2012-06-22,21863800000
2012-06-25,21592400000
2012-06-26,21647600000
2012-06-27,21371600000
2012-06-28,21127800000
2012-06-29,21302600000
2012-07-02,21146200000
2012-07-03,20897800000
2012-07-05,21413000000
2012-07-06,21468200000
2012-07-09,20989800000
2012-07-10,20851800000
2012-07-11,20488400000
2012-07-12,20879400000
2012-07-13,21403800000
2012-07-16,21178400000
2012-07-17,21298000000
2012-07-18,21675200000
2012-07-19,21781000000
2012-07-20,21477400000
2012-07-23,20874800000
2012-07-24,20755200000
2012-07-25,21003600000
2012-07-26,21532600000
2012-07-27,22066200000
2012-07-30,21960400000
2012-07-31,21440600000
2012-08-01,21348600000
2012-08-02,21712000000
2012-08-03,22333000000
2012-08-06,22264000000
2012-08-07,22195000000
2012-08-08,22015600000
2012-08-09,22029400000
2012-08-10,22098400000
2012-08-13,22149000000
2012-08-14,21909800000
2012-08-15,21794800000
2012-08-16,21868400000
2012-08-17,21859200000
2012-08-20,21555600000
2012-08-21,21693600000
2012-08-22,21592400000
2012-08-23,21385400000
2012-08-24,21173800000
2012-08-27,21137000000
2012-08-28,21091000000
2012-08-29,21132400000
2012-08-30,20953000000
2012-08-31,21072600000
2012-09-04,20828800000
2012-09-05,20948400000
2012-09-06,21192200000
2012-09-07,21744200000
2012-09-10,21725780000
2012-09-11,21963420000
2012-09-12,21945140000
2012-09-13,22082240000
2012-09-14,21867450000
2012-09-17,21862880000
2012-09-18,21949710000
2012-09-19,22283320000
2012-09-20,22402140000
2012-09-21,22511820000
2012-09-24,22420420000
2012-09-25,21922290000
2012-09-26,21862880000
2012-09-27,22219340000
2012-09-28,21794330000
2012-10-01,22150790000
2012-10-02,21830890000
2012-10-03,21821750000
2012-10-04,21840030000
2012-10-05,21684650000
2012-10-08,21990840000
2012-10-09,21698360000
2012-10-10,23325280000
2012-10-11,22973390000
2012-10-12,22818010000
2012-10-15,23265870000
2012-10-16,23311570000
2012-10-17,23439530000
2012-10-18,23686310000
2012-10-19,23028230000
2012-10-22,23060220000
2012-10-23,23000810000
2012-10-24,22973390000
2012-10-25,23060220000
2012-10-26,22964250000
2012-10-31,23032800000
2012-11-01,23923950000
2012-11-02,23695450000
2012-11-05,23750290000
2012-11-06,24033630000
2012-11-07,23617760000
2012-11-08,23370980000
2012-11-09,23645180000
2012-11-12,23905670000
2012-11-13,23882820000
2012-11-14,23430390000
2012-11-15,23361840000
2012-11-16,23617760000
2012-11-19,24088470000
2012-11-20,23782280000
2012-11-21,24157020000
2012-11-23,24312400000
2012-11-26,24189010000
2012-11-27,24248420000
2012-11-28,24275840000
2012-11-29,24467780000
2012-11-30,22036540000
2012-12-03,21945140000
2012-12-04,21648090000
2012-12-05,21652660000
2012-12-06,21986270000
2012-12-07,21780620000
2012-12-10,21766910000
2012-12-11,22182780000
2012-12-12,22223910000
2012-12-13,22274180000
2012-12-14,22306170000
2012-12-17,22690050000
2012-12-18,22685480000
2012-12-19,22063960000
2012-12-20,21844600000
2012-12-21,20985440000
2012-12-24,21360180000
2012-12-26,21369320000
2012-12-27,21506420000
2012-12-28,21264210000
2012-12-31,21721700000
2013-01-02,21967400000
2013-01-03,22103900000
2013-01-04,22349600000
2013-01-07,22208550000
2013-01-08,21275800000
2013-01-09,21203000000
2013-01-10,21671650000
2013-01-11,21871850000
2013-01-14,21639800000
2013-01-15,21708050000
2013-01-16,21571550000
2013-01-17,21394100000
2013-01-18,21312200000
2013-01-22,21357700000
2013-01-23,21621600000
2013-01-24,21717150000
2013-01-25,21139300000
2013-01-28,21125650000
2013-01-29,21011900000
2013-01-30,21011900000
2013-01-31,21243950000
2013-02-01,21567000000
2013-02-04,20916350000
2013-02-05,20306650000
2013-02-06,20584200000
2013-02-07,20793500000
2013-02-08,21357700000
2013-02-11,21116550000
2013-02-12,21180250000
2013-02-13,21066500000
2013-02-14,20898150000
2013-02-15,20930000000
2013-02-19,21312200000
2013-02-20,21116550000
2013-02-21,21275800000
2013-02-22,21407750000
2013-02-25,21171150000
2013-02-26,21221200000
2013-02-27,21385000000
2013-02-28,21416850000
2013-03-01,21330400000
2013-03-04,21416850000
2013-03-05,21685300000
2013-03-06,21885500000
2013-03-07,21999250000
2013-03-08,22149400000
2013-03-11,22190350000
2013-03-12,22481550000
2013-03-13,22686300000
2013-03-14,22850100000
2013-03-15,22963850000
2013-03-18,22604400000
2013-03-19,22517950000
2013-03-20,22718150000
2013-03-21,22722700000
2013-03-22,22795500000
2013-03-25,23076820000
2013-03-26,23208480000
2013-03-27,23276580000
2013-03-28,23480880000
2013-04-01,23226640000
2013-04-02,22895220000
2013-04-03,22041700000
2013-04-04,22105260000
2013-04-05,21860100000
2013-04-08,21973600000
2013-04-09,21801080000
2013-04-10,21787460000
2013-04-11,21941820000
2013-04-12,22127960000
2013-04-15,21560460000
2013-04-16,21755680000
2013-04-17,21614940000
2013-04-18,21215420000
2013-04-19,21229040000
2013-04-22,21301680000
2013-04-23,20938480000
2013-04-24,22404900000
2013-04-25,21932740000
2013-04-26,21823780000
2013-04-29,22064400000
2013-04-30,22232380000
2013-05-01,22064400000
2013-05-02,22218760000
2013-05-03,22491160000
2013-05-06,22318640000
2013-05-07,22395820000
2013-05-08,22709080000
2013-05-09,22541100000
2013-05-10,22963320000
2013-05-13,22495700000
2013-05-14,22895220000
2013-05-15,22822580000
2013-05-16,22727240000
2013-05-17,22899760000
2013-05-20,22995100000
2013-05-21,22904300000
2013-05-22,22790800000
2013-05-23,22618280000
2013-05-24,22591040000
2013-05-28,22858900000
2013-05-29,22695460000
2013-05-30,22391280000
2013-05-31,22114340000
2013-06-03,22522940000
2013-06-04,22473000000
2013-06-05,22205140000
2013-06-06,23213020000
2013-06-07,23993900000
2013-06-10,23653400000
2013-06-11,23421860000
2013-06-12,23403700000
2013-06-13,23371920000
2013-06-14,23208480000
2013-06-17,23212970000
2013-06-18,23415920000
2013-06-19,23185910000
2013-06-20,22495880000
2013-06-21,22365090000
2013-06-24,22080960000
2013-06-25,22157630000
2013-06-26,22441760000
2013-06-27,22568040000
2013-06-28,22482350000
2013-07-01,22766480000
2013-07-02,22730400000
2013-07-03,23059630000
2013-07-05,23235520000
2013-07-08,23501610000
2013-07-09,23668480000
2013-07-10,23461020000
2013-07-11,23190420000
2013-07-12,22901780000
2013-07-15,23267090000
2013-07-16,23203950000
2013-07-17,23149830000
2013-07-18,23411410000
2013-07-19,23370820000
2013-07-22,23172380000
2013-07-23,22834130000
2013-07-24,23167870000
2013-07-25,23375330000
2013-07-26,23993200000
2013-07-29,23835350000
2013-07-30,23686520000
2013-07-31,23641420000
2013-08-01,23961630000
2013-08-02,24119480000
2013-08-05,24259290000
2013-08-06,23993200000
2013-08-07,23952610000
2013-08-08,24024770000
2013-08-09,24123990000
2013-08-12,24146540000
2013-08-13,23659460000
2013-08-14,23686520000
2013-08-15,23497100000
2013-08-16,23397880000
2013-08-19,23370820000
2013-08-20,23551220000
2013-08-21,23411410000
2013-08-22,23587300000
2013-08-23,23528670000
2013-08-26,23352780000
2013-08-27,23140810000
2013-08-28,22946880000
2013-08-29,22874720000
2013-08-30,22703340000
2013-09-03,22694320000
2013-09-04,22577060000
2013-09-05,22644710000
2013-09-06,22568040000
2013-09-09,22765770000
2013-09-10,22779060000
2013-09-11,22996130000
2013-09-12,23053720000
2013-09-13,23098020000
2013-09-16,23137890000
2013-09-17,23164470000
2013-09-18,23447990000
2013-09-19,23164470000
2013-09-20,22960690000
2013-09-23,22867660000
2013-09-24,22947400000
2013-09-25,22801210000
2013-09-26,23049290000
2013-09-27,22969550000
2013-09-30,22734760000
2013-10-01,22796780000
2013-10-02,22517690000
2013-10-03,22433520000
2013-10-04,22779060000
2013-10-07,22748050000
2013-10-08,22823360000
2013-10-09,21170970000
2013-10-10,20998200000
2013-10-11,21339310000
2013-10-14,21317160000
2013-10-15,20953900000
2013-10-16,21166540000
2013-10-17,21463350000
2013-10-18,21237420000
2013-10-21,21290580000
2013-10-22,21361460000
2013-10-23,20754550000
2013-10-24,21020350000
2013-10-25,21201980000
2013-10-28,21259570000
2013-10-29,21357030000
2013-10-30,21707000000
2013-10-31,21534230000
2013-11-01,21808890000
2013-11-04,22265180000
2013-11-05,22367070000
2013-11-06,22398080000
2013-11-07,22229740000
2013-11-08,22473390000
2013-11-11,22845510000
2013-11-12,22765770000
2013-11-13,23310660000
2013-11-14,23354960000
2013-11-15,23558740000
2013-11-18,23377110000
2013-11-19,23496720000
2013-11-20,23031570000
2013-11-21,23859980000
2013-11-22,24936470000
2013-11-25,24843440000
