,FFIV
2014-03-28,7938911120
2014-03-31,7977203560
2014-04-01,8203883920
2014-04-02,8171714760
2014-04-03,8002639640
2014-04-04,7813365280
2014-04-07,7881444200
2014-04-08,8038549400
2014-04-09,8210542188
2014-04-10,7801395360
2014-04-11,7706384120
2014-04-14,8008624600
2014-04-15,8059496760
2014-04-16,8102887720
2014-04-17,8109620800
2014-04-21,8137301240
2014-04-22,8170966640
2014-04-23,8093910280
2014-04-24,7928575760
2014-04-25,7744538240
2014-04-28,7656260080
2014-04-29,7875459240
2014-04-30,7867978040
2014-05-01,7982440400
2014-05-02,7759500640
2014-05-05,7767729960
2014-05-06,7717605920
2014-05-07,7549278920
2014-05-08,7580699960
2014-05-09,7683940520
2014-05-12,7888177280
2014-05-13,7841793839
2014-05-14,7737805160
2014-05-15,7725087120
2014-05-16,7677207440
2014-05-19,8021350121
2014-05-20,7924087040
2014-05-21,8004135880
2014-05-22,8052015560
2014-05-23,8060993000
2014-05-27,8205380160
2014-05-28,8116353880
2014-05-29,8262985400
2014-05-30,8120842600
2014-06-02,8197150839
2014-06-03,8234556839
2014-06-04,8153011760
2014-06-05,8299643280
2014-06-06,8331064320
2014-06-09,8331812440
2014-06-10,8423083080
2014-06-11,8406624440
2014-06-12,8344530480
2014-06-13,8401387600
2014-06-16,8480688320
2014-06-17,8495650720
2014-06-18,8419342480
2014-06-19,8193410240
2014-06-20,8140293720
2014-06-23,8140293720
2014-06-24,8188921520
2014-06-25,8146278680
2014-06-26,8016853920
2014-06-27,8312361320
2014-06-30,8226166480
2014-07-01,8281233962
2014-07-02,8231333670
2014-07-03,8294078120
2014-07-07,8285220080
2014-07-08,8057863720
2014-07-09,8249049750
2014-07-10,8215093930
2014-07-11,8134633400
2014-07-14,8108059280
2014-07-15,8173018240
2014-07-16,8096986730
2014-07-17,8077056140
2014-07-18,8133895230
2014-07-21,8060816400
2014-07-22,8276362040
2014-07-23,8179661770
2014-07-24,8358298910
2014-07-25,8297768970
2014-07-28,8364204270
2014-07-29,8436544930
2014-07-30,8538412390
2014-07-31,8311056030
2014-08-01,8282267400
2014-08-04,8295554460
2014-08-05,8397421920
2014-08-06,8417352510
2014-08-07,8302936160
2014-08-08,8439497610
2014-08-11,8618872920
2014-08-12,8390040220
2014-08-13,8494122189
2014-08-14,8465333560
2014-08-15,8415876170
2014-08-18,8604847690
2014-08-19,8859516340
2014-08-20,9047749690
2014-08-21,9012317530
2014-08-22,8979099880
2014-08-25,8972456350
2014-08-26,9142973620
2014-08-27,9128210220
2014-08-28,9128210220
2014-08-29,9167333230
2014-09-02,9281011410
2014-09-03,9146664470
2014-09-04,9079491000
2014-09-05,9131901070
2014-09-08,9140759110
2014-09-09,9081705510
2014-09-10,9241150230
2014-09-11,9309800040
2014-09-12,9233030360
2014-09-15,9143711790
2014-09-16,9287654940
2014-09-17,9259604480
2014-09-18,9422001880
2014-09-19,9215314280
2014-09-22,9020437400
2014-09-23,8896424840
2014-09-24,9011579360
2014-09-25,8836633070
2014-09-26,8934809680
2014-09-29,8796033720
2014-09-30,8709579000
2014-10-01,8587818000
2014-10-02,8707378500
2014-10-03,8996377500
2014-10-06,8960436000
2014-10-07,8648698500
2014-10-08,8730850500
2014-10-09,8457988500
2014-10-10,7856518500
2014-10-13,8002851750
2014-10-14,8055296999
2014-10-15,8090505000
2014-10-16,8049429000
2014-10-17,8339895000
2014-10-20,8279748000
2014-10-21,8553343500
2014-10-22,8269479000
2014-10-23,8403709499
2014-10-24,8427915000
2014-10-27,8478526500
2014-10-28,8820337500
2014-10-29,8590752000
2014-10-30,8932563000
2014-10-31,9020583000
2014-11-03,9122539500
2014-11-04,9215694000
2014-11-05,9199557000
2014-11-06,9184153500
2014-11-07,9290511000
2014-11-10,9285376500
2014-11-11,9283909500
2014-11-12,9224496000
2014-11-13,9253102500
2014-11-14,9453348000
2014-11-17,9378531000
2014-11-18,9377064000
2014-11-19,9270706500
2014-11-20,9386599500
2014-11-21,9442345500
2014-11-24,9550903500
2014-11-25,9547969500
2014-11-26,9468751500
2014-11-28,9476086500
2014-12-01,9393934500
2014-12-02,9442345500
2014-12-03,9605182500
2014-12-04,9704938500
2014-12-05,9774621000
2014-12-08,9630121500
2014-12-09,9697603500
2014-12-10,9587578500
2014-12-11,9710073000
2014-12-12,9575475750
2014-12-15,9554571000
2014-12-16,9408604500
2014-12-17,9531832500
2014-12-18,9743814000
2014-12-19,9737212500
2014-12-22,9753349500
2014-12-23,9824499000
2014-12-24,9910318500
2014-12-26,9803961000
2014-12-29,9815697000
2014-12-30,9734278500
2014-12-31,9424791600
2015-01-02,9415039200
2015-01-05,9373862400
2015-01-06,9154975200
2015-01-07,9272004000
2015-01-08,9365916000
2015-01-09,9383253599
2015-01-12,9240940800
2015-01-13,9295120800
2015-01-14,9073344000
2015-01-15,8973652800
2015-01-16,9123189600
2015-01-20,9120300000
2015-01-21,9098628000
2015-01-22,8192016000
2015-01-23,8296764000
2015-01-26,8257032000
2015-01-27,8176845600
2015-01-28,8151561600
2015-01-29,8233915200
2015-01-30,8063428800
2015-02-02,8134946400
2015-02-03,8116164000
2015-02-04,7953624000
2015-02-05,8024419200
2015-02-06,8090157600
2015-02-09,7978908000
2015-02-10,8153006400
2015-02-11,8218744800
2015-02-12,8327104800
2015-02-13,8425712400
2015-02-17,8410903200
2015-02-18,8496868800
2015-02-19,8547436799
2015-02-20,8622566400
2015-02-23,8562607200
2015-02-24,8639542800
2015-02-25,8584279200
2015-02-26,8599449600
2015-02-27,8532627600
2015-03-02,8637014400
2015-03-03,8597282400
2015-03-04,8613897600
2015-03-05,8612452800
2015-03-06,8521430400
2015-03-09,8295319200
2015-03-10,8111829600
2015-03-11,8155896000
2015-03-12,8166009600
2015-03-13,8116886400
2015-03-16,8182263600
2015-03-17,8133140400
2015-03-18,8254864800
2015-03-19,8275814400
2015-03-20,8405124000
2015-03-23,8337940800
2015-03-24,8309044800
2015-03-25,8155896000
2015-03-26,8107495200
2015-03-27,8225968800
2015-03-30,8326382400
2015-03-31,8219244460
2015-04-01,8174193790
2015-04-02,8131288390
2015-04-06,7990415660
2015-04-07,8089098080
2015-04-08,8111265870
2015-04-09,8301479810
2015-04-10,8139154379
2015-04-13,8126282760
2015-04-14,8104830060
2015-04-15,8374418990
2015-04-16,8444497810
2015-04-17,8310775980
2015-04-20,8397301870
2015-04-21,8504565370
2015-04-22,8611113780
2015-04-23,8752701600
2015-04-24,8808478620
2015-04-27,8829216230
2015-04-28,8980815310
2015-04-29,8849238750
2015-04-30,8725528180
2015-05-01,8822065330
2015-05-04,8896434690
2015-05-05,8721237640
2015-05-06,8794176820
2015-05-07,8897864870
2015-05-08,9013709450
2015-05-11,9030156520
2015-05-12,8940770270
2015-05-13,9027296160
2015-05-14,9124548400
2015-05-15,9138135110
2015-05-18,9106671150
2015-05-19,9076637370
2015-05-20,9078782640
2015-05-21,9074492100
2015-05-22,9065195930
2015-05-26,9015854720
2015-05-27,9007273640
2015-05-28,9069486470
2015-05-29,8987966210
2015-06-01,8946490990
2015-06-02,8957217340
2015-06-03,9028011250
2015-06-04,8908591220
2015-06-05,8904300680
2015-06-08,8927898650
2015-06-09,8916457210
2015-06-10,9076637370
2015-06-11,9044458320
2015-06-12,8952211710
2015-06-15,8996547290
2015-06-16,9033016880
2015-06-17,9044458320
2015-06-18,9077352460
2015-06-19,9075922280
2015-06-22,9144570920
2015-06-23,9120257860
2015-06-24,9012994360
2015-06-25,9049463950
2015-06-26,8836367130
2015-06-29,8584655450
2015-06-30,8506217650
2015-07-01,8499856540
2015-07-02,8512578760
2015-07-06,8308316450
2015-07-07,8362739279
2015-07-08,8328813360
2015-07-09,8152822650
2015-07-10,8226328810
2015-07-13,8268736210
2015-07-14,8357791750
2015-07-15,8329520150
2015-07-16,8335174470
2015-07-17,8218554120
2015-07-20,8217140540
2015-07-21,8359205330
2015-07-22,8375461500
2015-07-23,9024294720
2015-07-24,9010865710
2015-07-27,9033482990
2015-07-28,9295702080
2015-07-29,9364260710
2015-07-30,9492896490
2015-07-31,9480881059
2015-08-03,9273084800
2015-08-04,9284393440
2015-08-05,9343763800
2015-08-06,9177668150
2015-08-07,9213714440
2015-08-10,9353658860
2015-08-11,9285100230
2015-08-12,9379810090
2015-08-13,9303476770
2015-08-14,9372742190
2015-08-17,9461090940
2015-08-18,9400307000
2015-08-19,9382637250
2015-08-20,8945134240
2015-08-21,8658884290
2015-08-24,8302662130
2015-08-25,8302662130
2015-08-26,8654643550
2015-08-27,8678674410
2015-08-28,8691396630
2015-08-31,8581137390
2015-09-01,8367686810
2015-09-02,8552159000
2015-09-03,8569121960
2015-09-04,8399492360
2015-09-08,8602341090
2015-09-09,8473705310
2015-09-10,8463103460
2015-09-11,8352137430
2015-09-14,8275804110
2015-09-15,8352137430
2015-09-16,8419282480
2015-09-17,8355671380
2015-09-18,8140807220
2015-09-21,8185334990
2015-09-22,8007930700
2015-09-23,8050338100
2015-09-24,8189575730
2015-09-25,8111828830
2015-09-28,8063060320
2015-09-29,8128085000
2015-09-30,8054353200
2015-10-01,8135731380
2015-10-02,8334655820
2015-10-05,8550968760
2015-10-06,8204589840
2015-10-07,8249799940
2015-10-08,8272057220
2015-10-09,8295705580
2015-10-12,8304747600
2015-10-13,8389603480
2015-10-14,8170508380
2015-10-15,8112083020
2015-10-16,8228933740
2015-10-19,8242844540
2015-10-20,8345088920
2015-10-21,8142686780
2015-10-22,8384039160
2015-10-23,8311703000
2015-10-26,8342306760
2015-10-27,8366650660
2015-10-28,8439682360
2015-10-29,7656504320
2015-10-30,7664850800
2015-11-02,7696150100
2015-11-03,7844300120
2015-11-04,7721189540
2015-11-05,7623118400
2015-11-06,7627987180
2015-11-09,7616163000
2015-11-10,7468708520
2015-11-11,7502789980
2015-11-12,7394285740
2015-11-13,7092421380
2015-11-16,7298301220
2015-11-17,7235007080
2015-11-18,7242658020
2015-11-19,7196752380
2015-11-20,7205098860
2015-11-23,7153628900
2015-11-24,7151542280
2015-11-25,7149455660
2015-11-27,7164062000
2015-11-30,7164062000
2015-12-01,7232920460
2015-12-02,7290650280
2015-12-03,7123720680
2015-12-04,7276043940
2015-12-07,7234311540
2015-12-08,7195361300
2015-12-09,6979048360
2015-12-10,6890019240
2015-12-11,6785688240
2015-12-14,6698745740
2015-12-15,6938011500
2015-12-16,6990177000
2015-12-17,6881672760
2015-12-18,6790557020
2015-12-21,6773864060
2015-12-22,6777341760
2015-12-23,6794730260
2015-12-24,6777341760
2015-12-28,6746738000
2015-12-29,6784992700
2015-12-30,6820465240
2015-12-31,6549551040
2016-01-04,6547524570
2016-01-05,6519829480
2016-01-06,6418505980
2016-01-07,6202349180
2016-01-08,6223289370
2016-01-11,6317182480
2016-01-12,6255712890
2016-01-13,6349606000
2016-01-14,6360413840
2016-01-15,6317182480
2016-01-19,6315831500
2016-01-20,6080760980
2016-01-21,6046310990
2016-01-22,6334069730
2016-01-25,6344202080
2016-01-26,6512399090
2016-01-27,6440121660
2016-01-28,6248282500
2016-01-29,6334745220
2016-02-01,6350281490
2016-02-02,6142230570
2016-02-03,6159793310
2016-02-04,6217885450
2016-02-05,6094270780
2016-02-08,5956470820
2016-02-09,5917967890
2016-02-10,5913914950
2016-02-11,5874061040
2016-02-12,5932828670
2016-02-16,6046310990
2016-02-17,6182084480
2016-02-18,6205726630
2016-02-19,6259765830
2016-02-22,6388108930
2016-02-23,6317857970
2016-02-24,6369870700
2016-02-25,6481326550
2016-02-26,6560358880
2016-02-29,6496187330
2016-03-01,6664384340
2016-03-02,6764356860
2016-03-03,6786648030
2016-03-04,6740714710
2016-03-07,6813667630
2016-03-08,6739363730
2016-03-09,6740714710
2016-03-10,6650874540
2016-03-11,6799482340
2016-03-14,6716397070
2016-03-15,6687351000
2016-03-16,6740039220
2016-03-17,6817720570
2016-03-18,6910938190
2016-03-21,6958222490
2016-03-22,7049413640
2016-03-23,6956871510
2016-03-24,6967003860
2016-03-28,6984566600
2016-03-29,7071029320
2016-03-30,7124393030
2016-03-31,7076178350
2016-04-01,7058128580
2016-04-04,6997294170
2016-04-05,6908382340
2016-04-06,6945150390
2016-04-07,6532679720
2016-04-08,6514629950
2016-04-11,6503265280
2016-04-12,6363546690
2016-04-13,6494574650
2016-04-14,6474519350
2016-04-15,6391624110
2016-04-18,6477861900
2016-04-19,6401651760
2016-04-20,6495243160
2016-04-21,6854901540
2016-04-22,6987266520
2016-04-25,7040078810
2016-04-26,7044089870
2016-04-27,7146371900
2016-04-28,6968548240
2016-04-29,7002642250
2016-05-02,6929106150
2016-05-03,6749276960
2016-05-04,6748608450
2016-05-05,6723873580
2016-05-06,6727884640
2016-05-09,6809442860
2016-05-10,6975233340
2016-05-11,6932448700
2016-05-12,6985929500
2016-05-13,7079520900
2016-05-16,7175117830
2016-05-17,6941139330
2016-05-18,7060802620
2016-05-19,7008658840
2016-05-20,7128990640
2016-05-23,7129659150
2016-05-24,7262692640
2016-05-25,7330212150
2016-05-26,7287427510
2016-05-27,7274057310
2016-05-31,7366980200
2016-06-01,7319515990
2016-06-02,7409764840
2016-06-03,7368317220
2016-06-06,7356284040
2016-06-07,8285512940
2016-06-08,8045517850
2016-06-09,8000727680
2016-06-10,7982677910
2016-06-13,7920506480
2016-06-14,7893766080
2016-06-15,7965296650
2016-06-16,7957274530
2016-06-17,7925854560
2016-06-20,7971981750
2016-06-21,7974655790
2016-06-22,7929197110
2016-06-23,8118385440
2016-06-24,7580903400
2016-06-27,7262692640
2016-06-28,7374333810
2016-06-29,7522074520
2016-06-30,7487484480
2016-07-01,7466437440
2016-07-05,7400007720
2016-07-06,7484195880
2016-07-07,7482880440
2016-07-08,7703874360
2016-07-11,7685458200
2016-07-12,7748599320
2016-07-13,7653229920
2016-07-14,7645995000
2016-07-15,7653887640
2016-07-18,7617713040
2016-07-19,7932103200
2016-07-20,7989324840
2016-07-21,8014975920
2016-07-22,8105741280
2016-07-25,8141915880
2016-07-26,8159674320
2016-07-27,8095875480
2016-07-28,8093244600
2016-07-29,8117580240
2016-08-01,8135996400
2016-08-02,8084036520
2016-08-03,8120868840
2016-08-04,8111660760
2016-08-05,8264251800
2016-08-08,8330681520
2016-08-09,8315553960
2016-08-10,8293849200
2016-08-11,8223473160
2016-08-12,8208345600
2016-08-15,8205057000
2016-08-16,8115607080
2016-08-17,8111003040
2016-08-18,8133365520
2016-08-19,8171513280
2016-08-22,8154412560
2016-08-23,8215580520
2016-08-24,8181379080
2016-08-25,8180721360
2016-08-26,8158358880
2016-08-29,8209003320
2016-08-30,8179405920
2016-08-31,8072197560
2016-09-01,8132050080
2016-09-02,8148493080
2016-09-06,8184009960
2016-09-07,7920264240
2016-09-08,7872908400
2016-09-09,7764384600
2016-09-12,7811082720
2016-09-13,7684800480
2016-09-14,7757149680
2016-09-15,7828183440
2016-09-16,7797270600
2016-09-19,7820948520
2016-09-20,7790693400
2016-09-21,7849230480
2016-09-22,7974855000
2016-09-23,7924868280
2016-09-26,7856465400
2016-09-27,8080747920
2016-09-28,8157701160
2016-09-29,8116264800
2016-09-30,8125904800
2016-10-03,8108954100
2016-10-04,8132424300
2016-10-05,8181972500
2016-10-06,8145463300
2016-10-07,8093307300
2016-10-10,8033979850
2016-10-11,7941402950
2016-10-12,7679971000
2016-10-13,7571095350
2016-10-14,7610864300
2016-10-17,7588698000
2016-10-18,7664324200
2016-10-19,7741906250
2016-10-20,7698877550
2016-10-21,7697573650
2016-10-24,7742558200
2016-10-25,7642157900
2016-10-26,7793410300
2016-10-27,8539893050
2016-10-28,8779158700
2016-10-31,9010600950
2016-11-01,8930411100
2016-11-02,8822187400
2016-11-03,8984522950
2016-11-04,8848917350
2016-11-07,8895857750
2016-11-08,8981915150
2016-11-09,9142294850
2016-11-10,9117520750
2016-11-11,9202274250
2016-11-14,9254430250
2016-11-15,9351570800
2016-11-16,9303326500
2016-11-17,9382212450
2016-11-18,9258341950
2016-11-21,9373085150
2016-11-22,9371781250
2016-11-23,9381560500
2016-11-25,9395903400
2016-11-28,9297458950
2016-11-29,9310497950
2016-11-30,9176196250
2016-12-01,9085575200
2016-12-02,9061453050
2016-12-05,9148814350
2016-12-06,9183367700
2016-12-07,9202926200
2016-12-08,9311801850
2016-12-09,9292895300
2016-12-12,9206837900
2016-12-13,9281160200
2016-12-14,9393295600
2016-12-15,9488480300
2016-12-16,9429804800
2016-12-19,9463054250
2016-12-20,9554979200
2016-12-21,9525641450
2016-12-22,9403726800
2016-12-23,9482612750
2016-12-27,9474789350
2016-12-28,9391991700
2016-12-29,9448059400
2016-12-30,9435020400
2017-01-03,9336559200
2017-01-04,9379115340
2017-01-05,9312057180
2017-01-06,9313991550
2017-01-09,9294647850
2017-01-10,9300450960
2017-01-11,9286910370
2017-01-12,9219852210
2017-01-13,9244354230
2017-01-17,9132160770
2017-01-18,9210180360
2017-01-19,9190836660
2017-01-20,9162465900
2017-01-23,9100566060
2017-01-24,9294647850
2017-01-25,9397814250
2017-01-26,8622131880
2017-01-27,8739483660
2017-01-30,8684676510
2017-01-31,8642120370
2017-02-01,8533150860
2017-02-02,8669201550
2017-02-03,8783974170
2017-02-06,8812989720
2017-02-07,8934855030
2017-02-08,8954843520
2017-02-09,9009650670
2017-02-10,9007071510
2017-02-13,9057365130
2017-02-14,9097986900
2017-02-15,9228879270
2017-02-16,9235971960
2017-02-17,9243064650
2017-02-21,9352678950
2017-02-22,9339138360
2017-02-23,9297871800
2017-02-24,9311412390
2017-02-27,9259829190
2017-02-28,9237906330
2017-03-01,9354613320
2017-03-02,9162465900
2017-03-03,9212114730
2017-03-06,9113461860
2017-03-07,9259184400
2017-03-08,9212759520
2017-03-09,9269501040
2017-03-10,9409420470
2017-03-13,9432632910
2017-03-14,9357837270
2017-03-15,9444883920
2017-03-16,9531285780
2017-03-17,9593830410
2017-03-20,9591251250
2017-03-21,9399103830
2017-03-22,9393945510
2017-03-23,9449397450
2017-03-24,9450687030
2017-03-27,9447463080
2017-03-28,9486795270
2017-03-29,9162465900
2017-03-30,9186967920
2017-03-31,9115212950
2017-04-03,9016113700
2017-04-04,8914457050
2017-04-05,8828784150
2017-04-06,8842210500
2017-04-07,8761013050
2017-04-10,8750144100
2017-04-11,8738635800
2017-04-12,8623552800
2017-04-13,8594782050
2017-04-17,8693881300
2017-04-18,8658717050
2017-04-19,8690684550
2017-04-20,8750783450
2017-04-21,8729684900
2017-04-24,8818554550
2017-04-25,8835177650
2017-04-26,8778275500
2017-04-27,8119105650
2017-04-28,8255926550
2017-05-01,8145319000
2017-05-02,8151712500
2017-05-03,8119105650
2017-05-04,8082662700
2017-05-05,8220122950
2017-05-08,8296205599
2017-05-09,8365255400
2017-05-10,8413846000
2017-05-11,8307713900
2017-05-12,8257844600
2017-05-15,8421518200
2017-05-16,8399780300
2017-05-17,8175368450
2017-05-18,8049416500
2017-05-19,8129335250
2017-05-22,8218844250
2017-05-23,8055170650
2017-05-24,8110154750
2017-05-25,8156827300
2017-05-26,8129974600
2017-05-30,8183680000
2017-05-31,8191991550
2017-06-01,8317304150
2017-06-02,8267434850
2017-06-05,8289812100
2017-06-06,8280861200
2017-06-07,8181761950
2017-06-08,8364616050
2017-06-09,8266795500
2017-06-12,8227155800
2017-06-13,8320500899
2017-06-14,8297484300
2017-06-15,8269992250
2017-06-16,8259762650
2017-06-19,8351829050
2017-06-20,8238024750
2017-06-21,8246975650
2017-06-22,8244418249
2017-06-23,8310910650
2017-06-26,8250172399
2017-06-27,8170893000
2017-06-28,8244418249
2017-06-29,8140204200
2017-06-30,8015961280
2017-07-03,8063277280
2017-07-05,8132674080
2017-07-06,8021639200
2017-07-07,8051921440
2017-07-10,8067693440
2017-07-11,8116271200
2017-07-12,8160432800
2017-07-13,8093559519
2017-07-14,7812817920
2017-07-17,7985679040
2017-07-18,7988833440
2017-07-19,8052552320
2017-07-20,8027317120
2017-07-21,8005867200
2017-07-24,7998927520
2017-07-25,8076525760
2017-07-26,8087881599
2017-07-27,7508733760
2017-07-28,7679071360
2017-07-31,7617876000
2017-08-01,7643111200
2017-08-02,7512519040
2017-08-03,7547217440
2017-08-04,7556680640
2017-08-07,7573714400
2017-08-08,7483498560
2017-08-09,7484129440
2017-08-10,7344074080
2017-08-11,7433028160
2017-08-14,7508102880
2017-08-15,7479713280
2017-08-16,7484129440
2017-08-17,7432397280
2017-08-18,7348490240
2017-08-21,7325147680
2017-08-22,7378141600
2017-08-23,7313791840
2017-08-24,7414101760
2017-08-25,7419148800
2017-08-28,7426088480
2017-08-29,7427981120
2017-08-30,7484760320
2017-08-31,7531445440
2017-09-01,7480344160
2017-09-05,7346597600
2017-09-06,7354799040
2017-09-07,7296758080
2017-09-08,7290449280
2017-09-11,7415994400
2017-09-12,7417887040
2017-09-13,7352275520
2017-09-14,7375618080
2017-09-15,7357322560
2017-09-18,7374987200
2017-09-19,7366154880
2017-09-20,7370571040
2017-09-21,7426088480
2017-09-22,7553526240
2017-09-25,7495485280
2017-09-26,7482867680
2017-09-27,7637433280
2017-09-28,7660775840
2017-09-29,7605889280
2017-10-02,7694765400
2017-10-03,7327814900
2017-10-04,7422973250
2017-10-05,7469619500
2017-10-06,7401205000
2017-10-09,7233278500
2017-10-10,7239498000
2017-10-11,7213998050
2017-10-12,7195339550
2017-10-13,7258156500
2017-10-16,7201559050
2017-10-17,7232034600
2017-10-18,7260644300
2017-10-19,7301071050
2017-10-20,7431058600
2017-10-23,7355802650
2017-10-24,7410534250
2017-10-25,7420485450
2017-10-26,7715289750
2017-10-27,7536790100
2017-10-30,7440387850
2017-10-31,7542387650
2017-11-01,7500717000
2017-11-02,7526216950
2017-11-03,7441631750
2017-11-06,7475839000
2017-11-07,7471485350
2017-11-08,7546741300
2017-11-09,7523107200
2017-11-10,7445363450
2017-11-13,7516265750
2017-11-14,7539277900
2017-11-15,7450339050
2017-11-16,7591521700
2017-11-17,7686058100
2017-11-20,7621375300
2017-11-21,7615777750
2017-11-22,7589033900
2017-11-24,7661802050
2017-11-27,7693521500
2017-11-28,7878240650
2017-11-29,8076642700
2017-11-30,8346568999
2017-12-01,8253898450
2017-12-04,8242703350
2017-12-05,8247057000
2017-12-06,8176776650
2017-12-07,8199166850
2017-12-08,8255764300
2017-12-11,8281264250
2017-12-12,8426800550
2017-12-13,8147545000
2017-12-14,8099654849
2017-12-15,8151276700
2017-12-18,8201654650
2017-12-19,8179264449
2017-12-20,8175532749
2017-12-21,8232130200
2017-12-22,8232752150
2017-12-26,8163715699
2017-12-27,8194191250
2017-12-28,8214715600
2017-12-29,8161227900
2018-01-02,8143063600
2018-01-03,8232736799
2018-01-04,8421910400
2018-01-05,8364175600
2018-01-08,8452620400
2018-01-09,8466132800
2018-01-10,8537380000
2018-01-11,8584673400
2018-01-12,8709970200
2018-01-16,8630738400
2018-01-17,8571161000
2018-01-18,8475960000
2018-01-19,8522639199
2018-01-22,8663905200
2018-01-23,8757877800
2018-01-24,8729624600
2018-01-25,8288014800
2018-01-26,8490700800
2018-01-29,8530623799
2018-01-30,8657149000
2018-01-31,8877646800
2018-02-01,8907742600
2018-02-02,8852464600
2018-02-05,8364175600
2018-02-06,8582216599
2018-02-07,8684173800
2018-02-08,8429895000
2018-02-09,8515268799
2018-02-12,8608013000
2018-02-13,8748050600
2018-02-14,8813770000
2018-02-15,8929853800
2018-02-16,8907742600
2018-02-20,8785516800
2018-02-21,8885017200
2018-02-22,8836495400
2018-02-23,9049008600
2018-02-26,9276262600
2018-02-27,9264592800
2018-02-28,9122098400
2018-03-01,9001101000
2018-03-02,9111042800
2018-03-05,9264592800
2018-03-06,9344438800
2018-03-07,9416914400
2018-03-08,9032425200
2018-03-09,9058221600
2018-03-12,9015227600
2018-03-13,9080332800
2018-03-14,9085246400
2018-03-15,9099373000
2018-03-16,9101215600
2018-03-19,9016456000
2018-03-20,9145438000
2018-03-21,9185361000
2018-03-22,8983903400
2018-03-23,8875804200
2018-03-26,9065592000
2018-03-27,8903443200
2018-03-28,8759106200
2018-03-29,8881946200
2018-04-02,8579088700
2018-04-03,8678469800
2018-04-04,8743707700
2018-04-05,8733342800
2018-04-06,8579088700
2018-04-09,8583356600
2018-04-10,8836991800
2018-04-11,8864428300
2018-04-12,9044899500
2018-04-13,9454008200
2018-04-16,9465592500
2018-04-17,9674109900
2018-04-18,9632650300
2018-04-19,9618627200
2018-04-20,9569851200
2018-04-23,9616188400
2018-04-24,9580825800
2018-04-25,9576557900
2018-04-26,9661915900
2018-04-27,9806414800
2018-04-30,9943597300
2018-05-01,10039929900
2018-05-02,10103948400
2018-05-03,10262470400
2018-05-04,10250886100
2018-05-07,10316124000
2018-05-08,10342341100
2018-05-09,10486840000
2018-05-10,10533177200
2018-05-11,10472207200
2018-05-14,10522812300
2018-05-15,10438064000
2018-05-16,10428308800
2018-05-17,10434405800
2018-05-18,10503301900
2018-05-21,10633777700
2018-05-22,10606341200
2018-05-23,10643532900
2018-05-24,10572807700
2018-05-25,10657556000
2018-05-29,10532567500
2018-05-30,10557565200
2018-05-31,10554516700
2018-06-01,10681334300
2018-06-04,10742304300
2018-06-05,10848392100
2018-06-06,10902655400
2018-06-07,10786812400
2018-06-08,10779496000
2018-06-11,10788031800
2018-06-12,10826442900
2018-06-13,10960576900
2018-06-14,11074590800
2018-06-15,11127025000
2018-06-18,11052641600
2018-06-19,10946553800
2018-06-20,11095930300
2018-06-21,10986794000
2018-06-22,10454525900
2018-06-25,10367948500
2018-06-26,10516105600
2018-06-27,10389288000
2018-06-28,10546590600
2018-06-29,10514276500
2018-07-02,10549409760
2018-07-03,10564525260
2018-07-05,10675775340
2018-07-06,10716889500
2018-07-09,10756794420
2018-07-10,10799722440
2018-07-11,10576617660
2018-07-12,10722935700
2018-07-13,10643125860
2018-07-16,10621964160
2018-07-17,10686658500
2018-07-18,10849905900
2018-07-19,10380720780
2018-07-20,10422439560
2018-07-23,10436950440
2018-07-24,10427276520
2018-07-25,10592942400
2018-07-26,10706610960
2018-07-27,10534294260
2018-07-30,10286400060
2018-07-31,10361977560
2018-08-01,10314817200
2018-08-02,10415184120
2018-08-03,10413370260
2018-08-06,10607453280
2018-08-07,10684240020
2018-08-08,10822698000
2018-08-09,10877718420
2018-08-10,10881950760
2018-08-13,10874090700
2018-08-14,10976876100
2018-08-15,10820279520
2018-08-16,10799722440
2018-08-17,10924274160
2018-08-20,11077847640
2018-08-21,11105055540
2018-08-22,11174586840
2018-08-23,11223561060
2018-08-24,11345089680
2018-08-27,11391040800
2018-08-28,11466618300
2018-08-29,11513778660
2018-08-30,11416434840
2018-08-31,11434573440
2018-09-04,11538568080
2018-09-05,11470850640
2018-09-06,11498663160
2018-09-07,11494430820
2018-09-10,11567589840
2018-09-11,11554892820
2018-09-12,11522847960
2018-09-13,11625028740
2018-09-14,11765905200
2018-09-17,11708466300
2018-09-18,11766509820
2018-09-19,11683676880
2018-09-20,11781020700
2018-09-21,11765905200
2018-09-24,11814879420
2018-09-25,11900130840
2018-09-26,11814274800
2018-09-27,11895293880
2018-09-28,12057332040
2018-10-01,11494030080
2018-10-02,11291102160
2018-10-03,11235101280
2018-10-04,11018323680
2018-10-05,10999054560
2018-10-08,10779266160
2018-10-09,10647995280
2018-10-10,10187945040
2018-10-11,9918177360
2018-10-12,10100029680
2018-10-15,10056072000
2018-10-16,10216848720
2018-10-17,10269236640
2018-10-18,10229494080
2018-10-19,9979597680
2018-10-22,10189751520
2018-10-23,10160847840
2018-10-24,9730905600
2018-10-25,10325237520
2018-10-26,10259602080
2018-10-29,10151815440
2018-10-30,10323431040
2018-10-31,10554660480
2018-11-01,10784083440
2018-11-02,10856342640
2018-11-05,10888257120
2018-11-06,10924386720
2018-11-07,11348307360
2018-11-08,11397082320
2018-11-09,11033979840
