,MUR
2009-04-13,7830164349
2009-04-14,7801552300
2009-04-15,7740513260
2009-04-16,7805367240
2009-04-17,7790107480
2009-04-20,7236941180
2009-04-21,7444855410
2009-04-22,7362834200
2009-04-23,7521154210
2009-04-24,7750050610
2009-04-27,7637509880
2009-04-28,7580285780
2009-04-29,7874036160
2009-04-30,7858776400
2009-05-01,8146804370
2009-05-04,8755287300
2009-05-05,8520668490
2009-05-06,9117706600
2009-05-07,8822048750
2009-05-08,9232154800
2009-05-11,9020425630
2009-05-12,9169208290
2009-05-13,8852568270
2009-05-14,8926959600
2009-05-15,8619856930
2009-05-18,9180653110
2009-05-19,9247414560
2009-05-20,9419086860
2009-05-21,9083372140
2009-05-22,9087187080
2009-05-26,9337065650
2009-05-27,9253136970
2009-05-28,9436254090
2009-05-29,9720467120
2009-06-01,9871157250
2009-06-02,9712837240
2009-06-03,9300823720
2009-06-04,9651798200
2009-06-05,9718559650
2009-06-08,9642260850
2009-06-09,9758616520
2009-06-10,9810118210
2009-06-11,9964623280
2009-06-12,9916936530
2009-06-15,9531627590
2009-06-16,9338973120
2009-06-17,9129151420
2009-06-18,9050945150
2009-06-19,9050945150
2009-06-22,8350903660
2009-06-23,8484426559
2009-06-24,8701878140
2009-06-25,8955571650
2009-06-26,8869735500
2009-06-29,9012795750
2009-06-30,8950944010
2009-07-01,9002462980
2009-07-02,8519711150
2009-07-06,8420489430
2009-07-07,8382327230
2009-07-08,8302186610
2009-07-09,8531159810
2009-07-10,8405224549
2009-07-13,8523527370
2009-07-14,8632289640
2009-07-15,8954760230
2009-07-16,9082603600
2009-07-17,9155111780
2009-07-20,9378360650
2009-07-21,9496663470
2009-07-22,9326841680
2009-07-23,9658852820
2009-07-24,9655036600
2009-07-27,9689382580
2009-07-28,9601609520
2009-07-29,9361187660
2009-07-30,9572987870
2009-07-31,9590160860
2009-08-03,9838215160
2009-08-04,9721820450
2009-08-05,9834398940
2009-08-06,9494755360
2009-08-07,9475674260
2009-08-10,9647404160
2009-08-11,9445144500
2009-08-12,9523377010
2009-08-13,9685566360
2009-08-14,9582528420
2009-08-17,9204722640
2009-08-18,9281047040
2009-08-19,9565355430
2009-08-20,9546274330
2009-08-21,9771431310
2009-08-24,9994680180
2009-08-25,9738993440
2009-08-26,9645496050
2009-08-27,9670301480
2009-08-28,9660760930
2009-08-31,9391717420
2009-09-01,9212355080
2009-09-02,9277230820
2009-09-03,9248609170
2009-09-04,9395533640
2009-09-08,9622598730
2009-09-09,9666485260
2009-09-10,9908815230
2009-09-11,9866836810
2009-09-14,10009945060
2009-09-15,10078637020
2009-09-16,10181674960
2009-09-17,10046199150
2009-09-18,9956517980
2009-09-21,9872561140
2009-09-22,10126339770
2009-09-23,9863020590
2009-09-24,9561539210
2009-09-25,9494755360
2009-09-28,9622598730
2009-09-29,9572987870
2009-09-30,9496153663
2009-10-01,9219214346
2009-10-02,9165736409
2009-10-05,9494243736
2009-10-06,9729164674
2009-10-07,9794102168
2009-10-08,10093960601
2009-10-09,10130249201
2009-10-12,10231475296
2009-10-13,10185637064
2009-10-14,10382359475
2009-10-15,10665028570
2009-10-16,10535153581
2009-10-19,10615370486
2009-10-20,10521784096
2009-10-21,10502684833
2009-10-22,10546613139
2009-10-23,10407188517
2009-10-26,10263944043
2009-10-27,10479765717
2009-10-28,10051942222
2009-10-29,10472126012
2009-10-30,10084410969
2009-11-02,10273493675
2009-11-03,10428197707
2009-11-04,10435837412
2009-11-05,10029023106
2009-11-06,9962175685
2009-11-09,10359440359
2009-11-10,10181817211
2009-11-11,10156988169
2009-11-12,9826570916
2009-11-13,9857129737
2009-11-16,10044302516
2009-11-17,9983184874
2009-11-18,9839940400
2009-11-19,9501883442
2009-11-20,9410206978
2009-11-23,9522892631
2009-11-24,9484694105
2009-11-25,9631758431
2009-11-27,9350999262
2009-11-30,9301341178
2009-12-01,9446495578
2009-12-02,9345269483
2009-12-03,9188655525
2009-12-04,9085519504
2009-12-07,9039681272
2009-12-08,8873517682
2009-12-09,8779931293
2009-12-10,8812400040
2009-12-11,8770381661
2009-12-14,8896436798
2009-12-15,8883067314
2009-12-16,9012942304
2009-12-17,8883067314
2009-12-18,8806670261
2009-12-21,8886887166
2009-12-22,8951824661
2009-12-23,9137087514
2009-12-24,9234493757
2009-12-28,9077879798
2009-12-29,8974743777
2009-12-30,9001482746
2009-12-31,8949049200
2010-01-04,9233965510
2010-01-05,9385028520
2010-01-06,9528442770
2010-01-07,9635525410
2010-01-08,9859251640
2010-01-11,9840129740
2010-01-12,9490198970
2010-01-13,9488286780
2010-01-14,9536091530
2010-01-15,9386940710
2010-01-19,9386940710
2010-01-20,9247350840
2010-01-21,8933751680
2010-01-22,8711937640
2010-01-25,8719586400
2010-01-26,8606767190
2010-01-27,8564699010
2010-01-28,8432757900
2010-01-29,8434670090
2010-02-01,8669869460
2010-02-02,8820932470
2010-02-03,8667957270
2010-02-04,8319938690
2010-02-05,8381128770
2010-02-08,8277870510
2010-02-09,8507333310
2010-02-10,8405987240
2010-02-11,8507333310
2010-02-12,8465265130
2010-02-16,8702376690
2010-02-17,8666045080
2010-02-18,8761654580
2010-02-19,8834317800
2010-02-22,8776952100
2010-02-23,8551313680
2010-02-24,8570435580
2010-02-25,8513069880
2010-02-26,8570435580
2010-03-01,8792249620
2010-03-02,8861088460
2010-03-03,8824756850
2010-03-04,8786513050
2010-03-05,8901244450
2010-03-08,8866825030
2010-03-09,8845790940
2010-03-10,8906981020
2010-03-11,8882122550
2010-03-12,8916541970
2010-03-15,8868737220
2010-03-16,9029361180
2010-03-17,9184248570
2010-03-18,9151741340
2010-03-19,9086726880
2010-03-22,9082902500
2010-03-23,9126882870
2010-03-24,9094375640
2010-03-25,8899332260
2010-03-26,8822844660
2010-03-29,9079078120
2010-03-30,9105848780
2010-03-31,9295752720
2010-04-01,9537151080
2010-04-05,9839856960
2010-04-06,9882005880
2010-04-07,9820698360
2010-04-08,9887753460
2010-04-09,9993125760
2010-04-12,10140646980
2010-04-13,10088918760
2010-04-14,10209617940
2010-04-15,10203870360
2010-04-16,9960556140
2010-04-19,9939481680
2010-04-20,10203870360
2010-04-21,10064012580
2010-04-22,10088918760
2010-04-23,10228776540
2010-04-26,10182795900
2010-04-27,9899248620
2010-04-28,10083171180
2010-04-29,10041022260
2010-04-30,9950976840
2010-05-03,10044853980
2010-05-04,9646355100
2010-05-05,9328322340
2010-05-06,8939402760
2010-05-07,8719078860
2010-05-10,9155894940
2010-05-11,9228697620
2010-05-12,9602290320
2010-05-13,9502665600
2010-05-14,9343649220
2010-05-17,9175053540
2010-05-18,9010289580
2010-05-19,8914496580
2010-05-20,8489175660
2010-05-21,8655855480
2010-05-24,8366560620
2010-05-25,8500670819
2010-05-26,8445110880
2010-05-27,8845525620
2010-05-28,8832114600
2010-06-01,8450858460
2010-06-02,8558146620
2010-06-03,8625201720
2010-06-04,8311000680
2010-06-07,8272683480
2010-06-08,8393382660
2010-06-09,8385719220
2010-06-10,8971972380
2010-06-11,8977719960
2010-06-14,9027532320
2010-06-15,9228697620
2010-06-16,9209539020
2010-06-17,9198043860
2010-06-18,9215286600
2010-06-21,9205707300
2010-06-22,8897253840
2010-06-23,8851273200
2010-06-24,8665434780
2010-06-25,8701836120
2010-06-28,8542819740
2010-06-29,8224786980
2010-06-30,8213283760
2010-07-01,8109634000
2010-07-02,8029017520
2010-07-06,8067406320
2010-07-07,8345725119
2010-07-08,8457052640
2010-07-09,8434019360
2010-07-12,8387952800
2010-07-13,8437858240
2010-07-14,8380275039
2010-07-15,8405227760
2010-07-16,8316933520
2010-07-19,8315014080
2010-07-20,8441697119
2010-07-21,8372597279
2010-07-22,8589494000
2010-07-23,9149970480
2010-07-26,9244023040
2010-07-27,9201795360
2010-07-28,9094306720
2010-07-29,9021368000
2010-07-30,9075112320
2010-08-02,9334236720
2010-08-03,9240184160
2010-08-04,9403336560
2010-08-05,9487791920
2010-08-06,9338075600
2010-08-09,9407175440
2010-08-10,9311203440
2010-08-11,8919637680
2010-08-12,8883168320
2010-08-13,9086628960
2010-08-16,9192198160
2010-08-17,9380303280
2010-08-18,9274734080
2010-08-19,9190278720
2010-08-20,9100065040
2010-08-23,9121178880
2010-08-24,8961865360
2010-08-25,8981059760
2010-08-26,8934993200
2010-08-27,9130776080
2010-08-30,9025206880
2010-08-31,8877410000
2010-09-01,9326558960
2010-09-02,9460919760
2010-09-03,9554972320
2010-09-07,9462839200
2010-09-08,9451322560
2010-09-09,9478194720
2010-09-10,9675897040
2010-09-13,9860163280
2010-09-14,9821774480
2010-09-15,9862082720
2010-09-16,9746916320
2010-09-17,9785305120
2010-09-20,10067462800
2010-09-21,9981088000
2010-09-22,9923504800
2010-09-23,9827532800
2010-09-24,10098173840
2010-09-27,9996443520
2010-09-28,10199904160
2010-09-29,10153837600
2010-09-30,10297810185
2010-10-01,10334402366
2010-10-04,10147589651
2010-10-05,10463437953
2010-10-06,10446104814
2010-10-07,10532770507
2010-10-08,10709953701
2010-10-11,10837063383
2010-10-12,10804323010
2010-10-13,10885210990
2010-10-14,10817804340
2010-10-15,10912173650
2010-10-18,10850544713
2010-10-19,10542400028
2010-10-20,10725360935
2010-10-21,10846692904
2010-10-22,10875581469
2010-10-25,10923729076
2010-10-26,10844767000
2010-10-27,10783138063
2010-10-28,10806248915
2010-10-29,10837063383
2010-11-01,10854396522
2010-11-02,10952617640
2010-11-03,10929506789
2010-11-04,11185652058
2010-11-05,11281947272
2010-11-08,11461056370
2010-11-09,11125949025
2010-11-10,11281947272
2010-11-11,11385946103
2010-11-12,11068171897
2010-11-15,11174096632
2010-11-16,10887136894
2010-11-17,10919877267
2010-11-18,11133652642
2010-11-19,11122097217
2010-11-22,11098986365
2010-11-23,10860174234
2010-11-24,11108615887
2010-11-26,10933358597
2010-11-29,11237651473
2010-11-30,11229947856
2010-12-01,11528463020
2010-12-02,11767275150
2010-12-03,11792311906
2010-12-06,11794237810
2010-12-07,11838533609
2010-12-08,11651720894
2010-12-09,11669054032
2010-12-10,11780756480
2010-12-13,11828904087
2010-12-14,11719127543
2010-12-15,11590091957
2010-12-16,11765349246
2010-12-17,11992605951
2010-12-20,12102382495
2010-12-21,12214084943
2010-12-22,12345046434
2010-12-23,12304602444
2010-12-27,12310380157
2010-12-28,12439415744
2010-12-29,12535710958
2010-12-30,12391268137
2010-12-31,12431327340
2011-01-03,12692002890
2011-01-04,12493117100
2011-01-05,12570354299
2011-01-06,12344435490
2011-01-07,11848186480
2011-01-10,12157135280
2011-01-11,12394639670
2011-01-12,12425534549
2011-01-13,12222786900
2011-01-14,12363744790
2011-01-18,12390777810
2011-01-19,12182237370
2011-01-20,12047072270
2011-01-21,12058657850
2011-01-24,12020039250
2011-01-25,11846255550
2011-01-26,12211201320
2011-01-27,10961889610
2011-01-28,11027541230
2011-01-31,11054574250
2011-02-01,11400210720
2011-02-02,11195532140
2011-02-03,11336490030
2011-02-04,11238012600
2011-02-07,11272769340
2011-02-08,11450414900
2011-02-09,11350006540
2011-02-10,11628060460
2011-02-11,11500619080
2011-02-14,11823084390
2011-02-15,11751639980
2011-02-16,12020039250
2011-02-17,12116585750
2011-02-18,12319333400
2011-02-22,12292300380
2011-02-23,12346366420
2011-02-24,12151342490
2011-02-25,12251750850
2011-02-28,12261405500
2011-03-01,12147480630
2011-03-02,12232441550
2011-03-03,12419741759
2011-03-04,12323195260
2011-03-07,12245958060
2011-03-08,11979489720
2011-03-09,11859772060
2011-03-10,11448483970
2011-03-11,11602958370
2011-03-14,11695643010
2011-03-15,11568201630
2011-03-16,11419520020
2011-03-17,11732330680
2011-03-18,11606820230
2011-03-21,11881012290
2011-03-22,11867495780
2011-03-23,11825015320
2011-03-24,11859772060
2011-03-25,12097276450
2011-03-28,11983351580
2011-03-29,12077967150
2011-03-30,12195753880
2011-03-31,12266758800
2011-04-01,12318998940
2011-04-04,12251280240
2011-04-05,12537633600
2011-04-06,12607287120
2011-04-07,12543438060
2011-04-08,12864618179
2011-04-11,12547307699
2011-04-12,12206779380
2011-04-13,12264823980
2011-04-14,12309324840
2011-04-15,12423479219
2011-04-18,12160343700
2011-04-19,12274498080
2011-04-20,12485393460
2011-04-21,12574395179
2011-04-25,12520220219
2011-04-26,12489263100
2011-04-27,12742724520
2011-04-28,12773681640
2011-04-29,12945880620
2011-05-02,12760137900
2011-05-03,12469914900
2011-05-04,12237736500
2011-05-05,11456069220
2011-05-06,11467678140
2011-05-09,11794662720
2011-05-10,11748227040
2011-05-11,11278065780
2011-05-12,11132954280
2011-05-13,11090388240
2011-05-16,10978168680
2011-05-17,11042017740
2011-05-18,11208412260
2011-05-19,11237434560
2011-05-20,11173585500
2011-05-23,11009125800
2011-05-24,11249043480
2011-05-25,11394154980
2011-05-26,11365132680
2011-05-27,11444460300
2011-05-31,11510244180
2011-06-01,11297413980
2011-06-02,11202607800
2011-06-03,11167781040
2011-06-06,10891101780
2011-06-07,10856275020
2011-06-08,10850470560
2011-06-09,11012995440
2011-06-10,10842731280
2011-06-13,10684076040
2011-06-14,10842731280
2011-06-15,10610552880
2011-06-16,10544769000
2011-06-17,10548638640
2011-06-20,10587335040
2011-06-21,10747925100
2011-06-22,10699554600
2011-06-23,10562182380
2011-06-24,10494463680
2011-06-27,10448028000
2011-06-28,10562182380
2011-06-29,10792425960
2011-06-30,10972470600
2011-07-01,11111803560
2011-07-05,11138896080
2011-07-06,10933767000
2011-07-07,11020850100
2011-07-08,10955053980
2011-07-11,10699610220
2011-07-12,10670582520
2011-07-13,10715091660
2011-07-14,10653165900
2011-07-15,10867970880
2011-07-18,10747989720
2011-07-19,10931831820
2011-07-20,11436913800
2011-07-21,11396275020
2011-07-22,11649783600
2011-07-25,11616885540
2011-07-26,11458200780
2011-07-27,11183405220
2011-07-28,10676388060
2011-07-29,10732508280
2011-08-01,10626073380
2011-08-02,10320314940
2011-08-03,10095834060
2011-08-04,9495928260
2011-08-05,9225003060
2011-08-08,8435449620
2011-08-09,8640578700
2011-08-10,8178070680
2011-08-11,8567041860
2011-08-12,8673476760
2011-08-15,8959883400
2011-08-16,8768300580
2011-08-17,8863124400
2011-08-18,8296116659
2011-08-19,8137431899
2011-08-22,7998098940
2011-08-23,8359977600
2011-08-24,8270959320
2011-08-25,8125820820
2011-08-26,8253542700
2011-08-29,8613486180
2011-08-30,8613486180
2011-08-31,8954077860
2011-09-01,8946337140
2011-09-02,8681217480
2011-09-06,8414162639
2011-09-07,8795393100
2011-09-08,8594134380
2011-09-09,8385134940
2011-09-12,8342560980
2011-09-13,8578652940
2011-09-14,8630902800
2011-09-15,8739272880
2011-09-16,8725726620
2011-09-19,8507051280
2011-09-20,8479958760
2011-09-21,8027126639
2011-09-22,7361424720
2011-09-23,7496887320
2011-09-26,7734914460
2011-09-27,7769747700
2011-09-28,7477535520
2011-09-29,7570424159
2011-09-30,7382349643
2011-10-03,7039659927
2011-10-04,7494643448
2011-10-05,7901224467
2011-10-06,8106451076
2011-10-07,7881863466
2011-10-10,8350399688
2011-10-11,8400738290
2011-10-12,8495607194
2011-10-13,8363952388
2011-10-14,8780213908
2011-10-17,8619517600
2011-10-18,8863466212
2011-10-19,8855721811
2011-10-20,8977696117
2011-10-21,9241005729
2011-10-24,9330066333
2011-10-25,9109350923
2011-10-26,9384277136
2011-10-27,9808283055
2011-10-28,9707605851
2011-10-31,9258430630
2011-11-01,9051267920
2011-11-02,9301024832
2011-11-03,9601120346
2011-11-04,9260366730
2011-11-07,9210028128
2011-11-08,9326194133
2011-11-09,8913804814
2011-11-10,9111287023
2011-11-11,9295216532
2011-11-14,9248750129
2011-11-15,9293280432
2011-11-16,9146136825
2011-11-17,8774405607
2011-11-18,8795702708
2011-11-21,8706642104
2011-11-22,8532393096
2011-11-23,8358144088
2011-11-25,8265211284
2011-11-28,8776341707
2011-11-29,8853785711
2011-11-30,9349427334
2011-12-01,9254558430
2011-12-02,9159689525
2011-12-05,9260366730
2011-12-06,9248750129
2011-12-07,9268111130
2011-12-08,8975760017
2011-12-09,9120967523
2011-12-12,8865402312
2011-12-13,8907996514
2011-12-14,8609837100
2011-12-15,8571115098
2011-12-16,8726003105
2011-12-19,8501415495
2011-12-20,8865402312
2011-12-21,9146136825
2011-12-22,9409446437
2011-12-23,9417190837
2011-12-27,9452040639
2011-12-28,9215836428
2011-12-29,9312641432
2011-12-30,9318449733
2012-01-03,9731005960
2012-01-04,9628227300
2012-01-05,9527387860
2012-01-06,9496360340
2012-01-09,9502178000
2012-01-10,9913292640
2012-01-11,9872569020
2012-01-12,9812453200
2012-01-13,9837663060
2012-01-17,9882265120
2012-01-18,10173148120
2012-01-19,10113032300
2012-01-20,10134363720
2012-01-23,10211932520
2012-01-24,10000557540
2012-01-25,10155695140
2012-01-26,10367070120
2012-01-27,10285622880
2012-01-30,10012192860
2012-01-31,9981165340
2012-02-01,9934624060
2012-02-02,9954016260
2012-02-03,10258473800
2012-02-06,10339921040
2012-02-07,10367070120
2012-02-08,10248777700
2012-02-09,10277866000
2012-02-10,10124667620
2012-02-13,10204175640
2012-02-14,10339921040
2012-02-15,10489240980
2012-02-16,10487301760
2012-02-17,10498937080
2012-02-21,10514450840
2012-02-22,10502815520
2012-02-23,10737461140
2012-02-24,10844118240
2012-02-27,10774306320
2012-02-28,10842179020
2012-02-29,10708372840
2012-03-01,10780123980
2012-03-02,10413611400
2012-03-05,10217750180
2012-03-06,9990861440
2012-03-07,10008314420
2012-03-08,10132424500
2012-03-09,10113032300
2012-03-12,9767851140
2012-03-13,9895839660
2012-03-14,9690282340
2012-03-15,9758155040
2012-03-16,9824088520
2012-03-19,10021888960
2012-03-20,9701917660
2012-03-21,9674768580
2012-03-22,9347040400
2012-03-23,9573929140
2012-03-26,9614652760
2012-03-27,9484725020
2012-03-28,9356736500
2012-03-29,9368371820
2012-03-30,9422669980
2012-04-02,9580329970
2012-04-03,9325916180
2012-04-04,9156954350
2012-04-05,9024892230
2012-04-09,8918077280
2012-04-10,8718042010
2012-04-11,8708331560
2012-04-12,8964687440
2012-04-13,8848162040
2012-04-16,8721926190
2012-04-17,8962745350
2012-04-18,8949150720
2012-04-19,9055965670
2012-04-20,8982166250
2012-04-23,8879235480
2012-04-24,8873409210
2012-04-25,8986050430
2012-04-26,9160838530
2012-04-27,9131707180
2012-04-30,9219101230
2012-05-01,9376410520
2012-05-02,9273479750
2012-05-03,8690852750
2012-05-04,8529659280
2012-05-07,8473338670
2012-05-08,8413133880
2012-05-09,8279129670
2012-05-10,8253882500
2012-05-11,8108225750
2012-05-14,7881001220
2012-05-15,7820796430
2012-05-16,7836333150
2012-05-17,7762533730
2012-05-18,7762533730
2012-05-21,7943148100
2012-05-22,7849927780
2012-05-23,7904306300
2012-05-24,7933437650
2012-05-25,7995584530
2012-05-29,8149009640
2012-05-30,7898480030
2012-05-31,7818854340
2012-06-01,7579977270
2012-06-04,7548903829
2012-06-05,7640182060
2012-06-06,7869348680
2012-06-07,7700386850
2012-06-08,7680965949
2012-06-11,7486756949
2012-06-12,7599398170
2012-06-13,7432378430
2012-06-14,7471220230
2012-06-15,7659602960
2012-06-18,7541135470
2012-06-19,7647950420
2012-06-20,7647950420
2012-06-21,7319737210
2012-06-22,7475104410
2012-06-25,7372173640
2012-06-26,7411015439
2012-06-27,7781954630
2012-06-28,8094631120
2012-06-29,8434496870
2012-07-02,8449672100
2012-07-03,8655619500
2012-07-05,8511844900
2012-07-06,8426357299
2012-07-09,8379727700
2012-07-10,8187380600
2012-07-11,8375841900
2012-07-12,8251496300
2012-07-13,8350584199
2012-07-16,8467158200
2012-07-17,8498244600
2012-07-18,8585675100
2012-07-19,8696420400
2012-07-20,8686705900
2012-07-23,8708077800
2012-07-24,8540988400
2012-07-25,8645905000
2012-07-26,8857681100
2012-07-27,9110258100
2012-07-30,9145230300
2012-07-31,9003398600
2012-08-01,9127744200
2012-08-02,9059742700
2012-08-03,9263747200
2012-08-06,9166602200
2012-08-07,9265690100
2012-08-08,9275404600
2012-08-09,9246261100
2012-08-10,9221003400
2012-08-13,9094714900
2012-08-14,9069457200
2012-08-15,9108315200
2012-08-16,9191859900
2012-08-17,9193802800
2012-08-20,9166602200
2012-08-21,9228775000
2012-08-22,9030599200
2012-08-23,8832423400
2012-08-24,8846023700
2012-08-27,8811051500
2012-08-28,8861566900
2012-08-29,8744992900
2012-08-30,8572074799
2012-08-31,8612875700
2012-09-04,8595389600
2012-09-05,8393328000
2012-09-06,8624533100
2012-09-07,8778022200
2012-09-10,8834366300
2012-09-11,8871281400
2012-09-12,8871281400
2012-09-13,9217117600
2012-09-14,9436665300
2012-09-17,9333691600
2012-09-18,9201574400
2012-09-19,9079171700
2012-09-20,9133572900
2012-09-21,9333691600
2012-09-24,9248204000
2012-09-25,9119972600
2012-09-26,8898482000
2012-09-27,9067514300
2012-09-28,9007284400
2012-10-01,9188970000
2012-10-02,9337928040
2012-10-03,9724832040
2012-10-04,9761587920
2012-10-05,9763522440
2012-10-08,9697748760
2012-10-09,9666796440
2012-10-10,9541052640
2012-10-11,9753849840
2012-10-12,9806081880
2012-10-15,9856379400
2012-10-16,10647598080
2012-10-17,10475425800
2012-10-18,10560544680
2012-10-19,10390306920
2012-10-22,10423193760
2012-10-23,10113670560
2012-10-24,10051765920
2012-10-25,9997599360
2012-10-26,9991795800
2012-10-31,10022748120
2012-11-01,10022748120
2012-11-02,9914415000
2012-11-05,9995664840
2012-11-06,10142688360
2012-11-07,9860248440
2012-11-08,9691945200
2012-11-09,9751915320
2012-11-12,9782867640
2012-11-13,9560397840
2012-11-14,9183166440
2012-11-15,9225725880
2012-11-16,9394029120
2012-11-19,9639713160
2012-11-20,9633909600
2012-11-21,9610695360
2012-11-23,9757718880
2012-11-26,9668730960
2012-11-27,9531380040
2012-11-28,9618433440
2012-11-29,9537183600
2012-11-30,9479148000
2012-12-03,9378552960
2012-12-04,9287630520
2012-12-05,9382422000
2012-12-06,9361142280
2012-12-07,9357273240
2012-12-10,9457868280
2012-12-11,9566201400
2012-12-12,9788671200
2012-12-13,9866052000
2012-12-14,9916349520
2012-12-17,10028551680
2012-12-18,10266497640
2012-12-19,10096259880
2012-12-20,10264563120
2012-12-21,10088521800
2012-12-24,10009206480
2012-12-26,9974385120
2012-12-27,9935694720
2012-12-28,9769326000
2012-12-31,9811450200
2013-01-02,9981271100
2013-01-03,10019433100
2013-01-04,10040422200
2013-01-07,9920211900
2013-01-08,9906855200
2013-01-09,9883958000
2013-01-10,10000352100
2013-01-11,10080492300
2013-01-14,10107205700
2013-01-15,10175897300
2013-01-16,10162540600
2013-01-17,10181621600
2013-01-18,10105297600
2013-01-22,10168264900
2013-01-23,10128194800
2013-01-24,10130102900
2013-01-25,10181621600
2013-01-28,10135827200
2013-01-29,10513631000
2013-01-30,10355258700
2013-01-31,9807634000
2013-02-01,9935476700
2013-02-04,9775196300
2013-02-05,9899222800
2013-02-06,9935476700
2013-02-07,9864877000
2013-02-08,9897314700
2013-02-11,9891590400
2013-02-12,9903039000
2013-02-13,9899222800
2013-02-14,9939292900
2013-02-15,10109113800
2013-02-19,10214059300
2013-02-20,10135827200
2013-02-21,10057595100
2013-02-22,10162540600
2013-02-25,9904947100
2013-02-26,9990811600
2013-02-27,10061411300
2013-02-28,10030881700
2013-03-01,9952649600
2013-03-04,9946925300
2013-03-05,10019433100
2013-03-06,10107205700
2013-03-07,10137735300
2013-03-08,10263669900
2013-03-11,10175897300
2013-03-12,10162540600
2013-03-13,10112930000
2013-03-14,10160632500
2013-03-15,10238864600
2013-03-18,10204518800
2013-03-19,10038514100
2013-03-20,10189254000
2013-03-21,10097665200
2013-03-22,10168264900
2013-03-25,10221691700
2013-03-26,10477377100
2013-03-27,10511722900
2013-03-28,10500274300
2013-04-01,10328959300
2013-04-02,10315729160
2013-04-03,10274148720
2013-04-04,10243908400
2013-04-05,10242018380
2013-04-08,10379989840
2013-04-09,10553871680
2013-04-10,10468820780
2013-04-11,10398890040
2013-04-12,10043566280
2013-04-15,9831884040
2013-04-16,9896144720
2013-04-17,9790303600
2013-04-18,9945285240
2013-04-19,9890474660
2013-04-22,9858344320
2013-04-23,9932055100
2013-04-24,9966075460
2013-04-25,10022776060
2013-04-26,9986865680
2013-04-29,10158857500
2013-04-30,10134287240
2013-05-01,9922605000
2013-05-02,9896144720
2013-05-03,10028446120
2013-05-06,10217448120
2013-05-07,10480160900
2013-05-08,10455590640
2013-05-09,10431020380
2013-05-10,10242018380
2013-05-13,10270368680
2013-05-14,10548201620
2013-05-15,10483940940
2013-05-16,10400780060
2013-05-17,10489611000
2013-05-20,10574661900
2013-05-21,10508511200
2013-05-22,10221228160
2013-05-23,10117277060
2013-05-24,10051126360
2013-05-28,10070026560
2013-05-29,10276038740
2013-05-30,10465040740
2013-05-31,10334629360
2013-06-03,10334629360
2013-06-04,10285488840
2013-06-05,10291158900
2013-06-06,10453700620
2013-06-07,10729643540
2013-06-10,10786344140
2013-06-11,10551981660
2013-06-12,10342189440
2013-06-13,10438580460
2013-06-14,10293048920
2013-06-17,10383769880
2013-06-18,10379989840
2013-06-19,10234458300
2013-06-20,9981195620
2013-06-21,10003875860
2013-06-24,9843224160
2013-06-25,9994425760
2013-06-26,9986865680
2013-06-27,10045456300
2013-06-28,9937725160
2013-07-01,9877803920
2013-07-02,9829200040
2013-07-03,9877803920
2013-07-05,9943232220
2013-07-08,9973142300
2013-07-09,10113345800
2013-07-10,10152602780
2013-07-11,10360103960
2013-07-12,10425532260
2013-07-15,10474136140
2013-07-16,10393752800
2013-07-17,10498438080
2013-07-18,10610600880
2013-07-19,10799408260
2013-07-22,10864836560
2013-07-23,11066729600
2013-07-24,10930264860
2013-07-25,11029342000
2013-07-26,10926526100
2013-07-29,10844273380
2013-07-30,10866705940
2013-07-31,10932134240
2013-08-01,11597633520
2013-08-02,11506033900
2013-08-05,11459299400
2013-08-06,11377046680
2013-08-07,11246190080
2013-08-08,11337789700
2013-08-09,11446213740
2013-08-12,11498556380
2013-08-13,11371438540
2013-08-14,11274230780
2013-08-15,11274230780
2013-08-16,11089162160
2013-08-19,10950828040
2013-08-20,10920917960
2013-08-21,10733979960
2013-08-22,10848012140
2013-08-23,10810624540
2013-08-26,10676029180
2013-08-27,10560127620
2013-08-28,10664812900
2013-08-29,10623686540
2013-08-30,10883530360
2013-09-03,11178892400
2013-09-04,11296663340
2013-09-05,11416303660
2013-09-06,11547160260
2013-09-09,11638759880
2013-09-10,11646237400
2013-09-11,11691102520
2013-09-12,11567723440
2013-09-13,11507903280
2013-09-16,11517250180
2013-09-17,11537813360
2013-09-18,11640629260
2013-09-19,11539682740
2013-09-20,11500425760
2013-09-23,11414434280
2013-09-24,11485470720
2013-09-25,11470515680
2013-09-26,11504164520
2013-09-27,11453691260
2013-09-30,11171505280
2013-10-01,11269663400
2013-10-02,11484500040
2013-10-03,11447459240
2013-10-04,11653035680
2013-10-07,11453015360
2013-10-08,11327076640
2013-10-09,11154836920
2013-10-10,11395602120
2013-10-11,11460423520
2013-10-14,11367821520
2013-10-15,11469683720
2013-10-16,11501168400
2013-10-17,11473387800
2013-10-18,11564137760
2013-10-21,11399306200
2013-10-22,11430790880
2013-10-23,11360413360
2013-10-24,11417826600
2013-10-25,11436347000
2013-10-28,11503020440
2013-10-29,11636367320
2013-10-30,11486352080
2013-10-31,11171505280
2013-11-01,11186321600
2013-11-04,11364117440
2013-11-05,11178913440
2013-11-06,11158541000
2013-11-07,11099275720
2013-11-08,11304852160
2013-11-11,11453015360
2013-11-12,11458571480
2013-11-13,11401158240
2013-11-14,11527096960
2013-11-15,11636367320
2013-11-18,11665999960
2013-11-19,11686372400
2013-11-20,11645627520
2013-11-21,11769714200
2013-11-22,11899357000
2013-11-25,11893800880
