,NVR
2013-12-30,4647780000
2013-12-31,4583186670
2014-01-02,4543385700
2014-01-03,4553436450
2014-01-06,4581489210
2014-01-07,4529001960
2014-01-08,4511223300
2014-01-09,4534005000
2014-01-10,4512652740
2014-01-13,4455787830
2014-01-14,4516226340
2014-01-15,4543385700
2014-01-16,4539231390
2014-01-17,4530967440
2014-01-21,4538069970
2014-01-22,4581355200
2014-01-23,4556563350
2014-01-24,4504344120
2014-01-27,4740782430
2014-01-28,4969939530
2014-01-29,4968867450
2014-01-30,5003933400
2014-01-31,5152282470
2014-02-03,5078979000
2014-02-04,5199677340
2014-02-05,5227060050
2014-02-06,5253147330
2014-02-07,5304875190
2014-02-10,5265431580
2014-02-11,5186678370
2014-02-12,5157106830
2014-02-13,5238316890
2014-02-14,5282004150
2014-02-18,5224826550
2014-02-19,5167604280
2014-02-20,5180290560
2014-02-21,5220314880
2014-02-24,5179173810
2014-02-25,5181675330
2014-02-26,5306304630
2014-02-27,5318142180
2014-02-28,5324664000
2014-03-03,5359953300
2014-03-04,5453983650
2014-03-05,5360265990
2014-03-06,5344363470
2014-03-07,5310324930
2014-03-10,5235279330
2014-03-11,5284103640
2014-03-12,5324038620
2014-03-13,5259445800
2014-03-14,5303356410
2014-03-17,5243007240
2014-03-18,5274678270
2014-03-19,5266995030
2014-03-20,5245062060
2014-03-21,5154694650
2014-03-24,5168319000
2014-03-25,5127177930
2014-03-26,5067722160
2014-03-27,5102609430
2014-03-28,5100643950
2014-03-31,4988303000
2014-04-01,4996914020
2014-04-02,4970472100
2014-04-03,5053190080
2014-04-04,5057278140
2014-04-07,5057017200
2014-04-08,5018746000
2014-04-09,5022442650
2014-04-10,5001176040
2014-04-11,4983954000
2014-04-14,4952597710
2014-04-15,4936115000
2014-04-16,4931548550
2014-04-17,4856180380
2014-04-21,4655778460
2014-04-22,4544705000
2014-04-23,4498605600
2014-04-24,4645645290
2014-04-25,4657735510
2014-04-28,4667042370
2014-04-29,4700747120
2014-04-30,4683873000
2014-05-01,4726493200
2014-05-02,4815778170
2014-05-05,4784682820
2014-05-06,4716403520
2014-05-07,4744541550
2014-05-08,4727971860
2014-05-09,4740975370
2014-05-12,4798121230
2014-05-13,4758762780
2014-05-14,4738018050
2014-05-15,4745802760
2014-05-16,4801991840
2014-05-19,4777202540
2014-05-20,4762285470
2014-05-21,4696920000
2014-05-22,4778376770
2014-05-23,4842220090
2014-05-27,4852657690
2014-05-28,4846743050
2014-05-29,4910107980
2014-05-30,4843220360
2014-06-02,4861442670
2014-06-03,4877838400
2014-06-04,4866487510
2014-06-05,4861007770
2014-06-06,4948683610
2014-06-09,4979605000
2014-06-10,4976343250
2014-06-11,4931852980
2014-06-12,4866748450
2014-06-13,4849352450
2014-06-16,4877446990
2014-06-17,4867835700
2014-06-18,4940898900
2014-06-19,4923068000
2014-06-20,4929200090
2014-06-23,4956990200
2014-06-24,5015005860
2014-06-25,4993826230
2014-06-26,4969167400
2014-06-27,4985606620
2014-06-30,4827917600
2014-07-01,4881710320
2014-07-02,4829596000
2014-07-03,4860898160
2014-07-07,4806014480
2014-07-08,4762460000
2014-07-09,4766656000
2014-07-10,4709716280
2014-07-11,4687855120
2014-07-14,4655252200
2014-07-15,4613166320
2014-07-16,4632048320
2014-07-17,4523665640
2014-07-18,4480069200
2014-07-21,4733423680
2014-07-22,4828840720
2014-07-23,4905207920
2014-07-24,4748487320
2014-07-25,4705436360
2014-07-28,4738920440
2014-07-29,4757424800
2014-07-30,4713198960
2014-07-31,4726626160
2014-08-01,4765187400
2014-08-04,4771942960
2014-08-05,4783020400
2014-08-06,4761620800
2014-08-07,4755368760
2014-08-08,4813819040
2014-08-11,4781971400
2014-08-12,4711898200
2014-08-13,4733633480
2014-08-14,4796028000
2014-08-15,4764851720
2014-08-18,4867360000
2014-08-19,4965966000
2014-08-20,4954049360
2014-08-21,4936510080
2014-08-22,4921782120
2014-08-25,4900928000
2014-08-26,4955476000
2014-08-27,4938650040
2014-08-28,4923418560
2014-08-29,4922705240
2014-09-02,4888172160
2014-09-03,4811007720
2014-09-04,4809497160
2014-09-05,4837988000
2014-09-08,4833456320
2014-09-09,4826449000
2014-09-10,4817427600
2014-09-11,4871597960
2014-09-12,4841051080
2014-09-15,4845079240
2014-09-16,4856156680
2014-09-17,4926229880
2014-09-18,4916872800
2014-09-19,4896690040
2014-09-22,4830686960
2014-09-23,4825651760
2014-09-24,4802280040
2014-09-25,4799216960
2014-09-26,4816336640
2014-09-29,4784489000
2014-09-30,4639862120
2014-10-01,4582213880
2014-10-02,4616581100
2014-10-03,4668480940
2014-10-06,4695293120
2014-10-07,4700836220
2014-10-08,4762713640
2014-10-09,4720832440
2014-10-10,4612762520
2014-10-13,4427171320
2014-10-14,4563120980
2014-10-15,4597159720
2014-10-16,4594531880
2014-10-17,4621303000
2014-10-20,4898499060
2014-10-21,4968095760
2014-10-22,4968260000
2014-10-23,4974336880
2014-10-24,4947278340
2014-10-27,5014945220
2014-10-28,5116076000
2014-10-29,5039540160
2014-10-30,5043851460
2014-10-31,5040443480
2014-11-03,5052556180
2014-11-04,5031451340
2014-11-05,5036460660
2014-11-06,5098666560
2014-11-07,5042168000
2014-11-10,5079122000
2014-11-11,5102895740
2014-11-12,5089838660
2014-11-13,5096572500
2014-11-14,5091398940
2014-11-17,5054486000
2014-11-18,5029891060
2014-11-19,5023157220
2014-11-20,5056415820
2014-11-21,5048860780
2014-11-24,5086266440
2014-11-25,5107822940
2014-11-26,5082119380
2014-11-28,5168099020
2014-12-01,5210472940
2014-12-02,5210514000
2014-12-03,5156561160
2014-12-04,5119771400
2014-12-05,5144284220
2014-12-08,5172492440
2014-12-09,5148924000
2014-12-10,5087744600
2014-12-11,5046930960
2014-12-12,4976472000
2014-12-15,4897308320
2014-12-16,4798887500
2014-12-17,4920384040
2014-12-18,5011167700
2014-12-19,5076494160
2014-12-22,5073004060
2014-12-23,5087498240
2014-12-24,5091440000
2014-12-26,5091440000
2014-12-29,5173560000
2014-12-30,5242048080
2014-12-31,5174013810
2015-01-02,5079323430
2015-01-05,5091494430
2015-01-06,5069262070
2015-01-07,5180586150
2015-01-08,5279739230
2015-01-09,5322784000
2015-01-12,5359297000
2015-01-13,5257588010
2015-01-14,5252516760
2015-01-15,5122855040
2015-01-16,5191377770
2015-01-20,5107722430
2015-01-21,5151538030
2015-01-22,5192960000
2015-01-23,5122287060
2015-01-26,4982766830
2015-01-27,4969825000
2015-01-28,4966295410
2015-01-29,5145533670
2015-01-30,5088411110
2015-02-02,5111698290
2015-02-03,5162857060
2015-02-04,5196083890
2015-02-05,5230000410
2015-02-06,5335401270
2015-02-09,5351142430
2015-02-10,5398000780
2015-02-11,5373090800
2015-02-12,5457273550
2015-02-13,5407981000
2015-02-17,5442911770
2015-02-18,5456705570
2015-02-19,5448551000
2015-02-20,5469038850
2015-02-23,5437759380
2015-02-24,5513463000
2015-02-25,5440883270
2015-02-26,5440355860
2015-02-27,5403924000
2015-03-02,5453825100
2015-03-03,5360392390
2015-03-04,5355240000
2015-03-05,5425142110
2015-03-06,5407818720
2015-03-09,5399867000
2015-03-10,5389724500
2015-03-11,5419016040
2015-03-12,5436380000
2015-03-13,5355118290
2015-03-16,5353536060
2015-03-17,5329112920
2015-03-18,5407656440
2015-03-19,5395728860
2015-03-20,5497235000
2015-03-23,5405911930
2015-03-24,5435041190
2015-03-25,5389643360
2015-03-26,5366031620
2015-03-27,5398244200
2015-03-30,5428266000
2015-03-31,5402331560
2015-04-01,5407048120
2015-04-02,5501826580
2015-04-06,5526669840
2015-04-07,5424003340
2015-04-08,5493613260
2015-04-09,5474503060
2015-04-10,5468119440
2015-04-13,5407861320
2015-04-14,5426808880
2015-04-15,5458442360
2015-04-16,5418880180
2015-04-17,5387002740
2015-04-20,5332071080
2015-04-21,5510771780
2015-04-22,5443764100
2015-04-23,5371186000
2015-04-24,5469176600
2015-04-27,5444455320
2015-04-28,5516138900
2015-04-29,5489181320
2015-04-30,5393508340
2015-05-01,5471575540
2015-05-04,5446610300
2015-05-05,5371186000
2015-05-06,5410910820
2015-05-07,5421116480
2015-05-08,5383262020
2015-05-11,5314465300
2015-05-12,5313774080
2015-05-13,5360167140
2015-05-14,5429045180
2015-05-15,5429085840
2015-05-18,5480154800
2015-05-19,5578104740
2015-05-20,5619333980
2015-05-21,5584203740
2015-05-22,5582618000
2015-05-26,5525694000
2015-05-27,5571761780
2015-05-28,5599898500
2015-05-29,5532199600
2015-06-01,5540900840
2015-06-02,5533988640
2015-06-03,5582577340
2015-06-04,5549317460
2015-06-05,5558181340
2015-06-08,5495199000
2015-06-09,5474259100
2015-06-10,5490075840
2015-06-11,5523742320
2015-06-12,5561800080
2015-06-15,5555579100
2015-06-16,5488693400
2015-06-17,5517277380
2015-06-18,5529760000
2015-06-19,5557042860
2015-06-22,5574648640
2015-06-23,5577982760
2015-06-24,5587781820
2015-06-25,5583309220
2015-06-26,5586724660
2015-06-29,5519269720
2015-06-30,5427000000
2015-07-01,5498887500
2015-07-02,5520109500
2015-07-06,5555101500
2015-07-07,5597019000
2015-07-08,5574622500
2015-07-09,5605767000
2015-07-10,5623222500
2015-07-13,5646105000
2015-07-14,5689561500
2015-07-15,5661738000
2015-07-16,5705073000
2015-07-17,5686605000
2015-07-20,5670000000
2015-07-21,5757075000
2015-07-22,5884650000
2015-07-23,5868450000
2015-07-24,5809927500
2015-07-27,5859783000
2015-07-28,5913526500
2015-07-29,5973750000
2015-07-30,6018502500
2015-07-31,6034662000
2015-08-03,6030409500
2015-08-04,5979906000
2015-08-05,5953540500
2015-08-06,5915673000
2015-08-07,5964030000
2015-08-10,6018907500
2015-08-11,6126718500
2015-08-12,6123276000
2015-08-13,6184309500
2015-08-14,6176209500
2015-08-17,6316906500
2015-08-18,6355584000
2015-08-19,6414228000
2015-08-20,6329137500
2015-08-21,6241009500
2015-08-24,6030369000
2015-08-25,5909760000
2015-08-26,6023808000
2015-08-27,6114001500
2015-08-28,6114892500
2015-08-31,6155797500
2015-09-01,6083100000
2015-09-02,6218653500
2015-09-03,6285640500
2015-09-04,6259032000
2015-09-08,6376482000
2015-09-09,6279525000
2015-09-10,6266484000
2015-09-11,6380653500
2015-09-14,6364575000
2015-09-15,6378709500
2015-09-16,6378709500
2015-09-17,6429375000
2015-09-18,6363522000
2015-09-21,6346755000
2015-09-22,6290946000
2015-09-23,6368544000
2015-09-24,6403050000
2015-09-25,6447600000
2015-09-28,6307591500
2015-09-29,6144012000
2015-09-30,5971236300
2015-10-01,6061751100
2015-10-02,6056739900
2015-10-05,6140560050
2015-10-06,6005610000
2015-10-07,6107400000
2015-10-08,6143143950
2015-10-09,6146550000
2015-10-12,6271830000
2015-10-13,6186835350
2015-10-14,6057875250
2015-10-15,6107400000
2015-10-16,6080347350
2015-10-19,6087825000
2015-10-20,6224850000
2015-10-21,6371701650
2015-10-22,6459750000
2015-10-23,6518475000
2015-10-26,6505986150
2015-10-27,6397110000
2015-10-28,6418681650
2015-10-29,6398362800
2015-10-30,6411830400
2015-11-02,6459358500
2015-11-03,6447613500
2015-11-04,6492401100
2015-11-05,6482143800
2015-11-06,6391237500
2015-11-09,6340420800
2015-11-10,6420560850
2015-11-11,6494985000
2015-11-12,6381489150
2015-11-13,6354045000
2015-11-16,6495533100
2015-11-17,6428469150
2015-11-18,6478267950
2015-11-19,6471495000
2015-11-20,6533900100
2015-11-23,6568704450
2015-11-24,6502736700
2015-11-25,6559856550
2015-11-27,6596579250
2015-11-30,6586909200
2015-12-01,6666931800
2015-12-02,6566903550
2015-12-03,6510331800
2015-12-04,6678011250
2015-12-07,6733800000
2015-12-08,6618268350
2015-12-09,6393155850
2015-12-10,6503089050
2015-12-11,6498900000
2015-12-14,6526305000
2015-12-15,6493771350
2015-12-16,6523290450
2015-12-17,6475370850
2015-12-18,6485432400
2015-12-21,6459750000
2015-12-22,6491578950
2015-12-23,6490404450
2015-12-24,6478972650
2015-12-28,6459436800
2015-12-29,6459750000
2015-12-30,6457949100
2015-12-31,6381412000
2016-01-04,6042183440
2016-01-05,6191445560
2016-01-06,6164141040
2016-01-07,6029210880
2016-01-08,5986875280
2016-01-11,5994449080
2016-01-12,6124368880
2016-01-13,5929858160
2016-01-14,5884260000
2016-01-15,5872685680
2016-01-19,5902359440
2016-01-20,5899796000
2016-01-21,5924692440
2016-01-22,5998876840
2016-01-25,6063273560
2016-01-26,6330920000
2016-01-27,6299304240
2016-01-28,6322957800
2016-01-29,6412484000
2016-02-01,6399550280
2016-02-02,6327968160
2016-02-03,6260464240
2016-02-04,6272077400
2016-02-05,6156606080
2016-02-08,6035969040
2016-02-09,6020704920
2016-02-10,6051660400
2016-02-11,5907525160
2016-02-12,5961940000
2016-02-16,6006606000
2016-02-17,6143128600
2016-02-18,6134389600
2016-02-19,6181852080
2016-02-22,6124990320
2016-02-23,6159946320
2016-02-24,6148372000
2016-02-25,6254987800
2016-02-26,6316898760
2016-02-29,6358108000
2016-03-01,6400832000
2016-03-02,6352048960
2016-03-03,6428253040
2016-03-04,6426078000
2016-03-07,6365176880
2016-03-08,6369682320
2016-03-09,6387238000
2016-03-10,6398152040
2016-03-11,6494086840
2016-03-14,6429962000
2016-03-15,6454081640
2016-03-16,6563960000
2016-03-17,6640863200
2016-03-18,6719320000
2016-03-21,6696016000
2016-03-22,6697258880
2016-03-23,6715863240
2016-03-24,6703784000
2016-03-28,6779017080
2016-03-29,6988209320
2016-03-30,6846171440
2016-03-31,6756360000
2016-04-01,6822231000
2016-04-04,6698484000
2016-04-05,6663618000
2016-04-06,6714084000
2016-04-07,6774261000
2016-04-08,6838572000
2016-04-11,6883500000
2016-04-12,6924255000
2016-04-13,6978777000
2016-04-14,6971796000
2016-04-15,6948942000
2016-04-18,6942000000
2016-04-19,6871449000
2016-04-20,6813300000
2016-04-21,6588465000
2016-04-22,6612684000
2016-04-25,6561477000
2016-04-26,6536400000
2016-04-27,6612216000
2016-04-28,6494670000
2016-04-29,6479031000
2016-05-02,6552000000
2016-05-03,6438939000
2016-05-04,6440343000
2016-05-05,6417450000
2016-05-06,6380400000
2016-05-09,6422325000
2016-05-10,6458907000
2016-05-11,6407232000
2016-05-12,6442800000
2016-05-13,6403020000
2016-05-16,6512259000
2016-05-17,6644196000
2016-05-18,6552000000
2016-05-19,6532500000
2016-05-20,6610383000
2016-05-23,6567600000
2016-05-24,6762600000
2016-05-25,6646458000
2016-05-26,6700005000
2016-05-27,6777381000
2016-05-31,6758700000
2016-06-01,6729567000
2016-06-02,6696846000
2016-06-03,6696846000
2016-06-06,6729099000
2016-06-07,6754800000
2016-06-08,6805500000
2016-06-09,6778590000
2016-06-10,6714903000
2016-06-13,6690645000
2016-06-14,6651996000
2016-06-15,6661200000
2016-06-16,6718374000
2016-06-17,6649500000
2016-06-20,6735222000
2016-06-21,6723444000
2016-06-22,6642207000
2016-06-23,6737718000
2016-06-24,6612918000
2016-06-27,6532773000
2016-06-28,6567600000
2016-06-29,6762600000
2016-06-30,6868551720
2016-07-01,6878158140
2016-07-05,6828660000
2016-07-06,6905820000
2016-07-07,6898875600
2016-07-08,7060140000
2016-07-11,7025340840
2016-07-12,6958173060
2016-07-13,6932826000
2016-07-14,6847834260
2016-07-15,6794671020
2016-07-18,6751500000
2016-07-19,6758020020
2016-07-20,6761029260
2016-07-21,6722449260
2016-07-22,6674340000
2016-07-25,6641585580
2016-07-26,6648414240
2016-07-27,6558600000
2016-07-28,6635760000
2016-07-29,6577890000
2016-08-01,6550884000
2016-08-02,6459950940
2016-08-03,6488963100
2016-08-04,6513538560
2016-08-05,6597180000
2016-08-08,6577890000
2016-08-09,6577890000
2016-08-10,6566316000
2016-08-11,6594325080
2016-08-12,6554471940
2016-08-15,6577427040
2016-08-16,6558600000
2016-08-17,6473724000
2016-08-18,6482828880
2016-08-19,6489156000
2016-08-22,6483330420
2016-08-23,6546485880
2016-08-24,6512265420
2016-08-25,6512689800
2016-08-26,6467975580
2016-08-29,6484333500
2016-08-30,6508175940
2016-08-31,6507674400
2016-09-01,6520020000
2016-09-02,6543168000
2016-09-06,6556671000
2016-09-07,6576501120
2016-09-08,6531169620
2016-09-09,6423955800
2016-09-12,6445290540
2016-09-13,6388848000
2016-09-14,6405013020
2016-09-15,6421718160
2016-09-16,6392706000
2016-09-19,6396872640
2016-09-20,6350268000
2016-09-21,6369750900
2016-09-22,6384990000
2016-09-23,6370715400
2016-09-26,6351309660
2016-09-27,6342552000
2016-09-28,6346332840
2016-09-29,6326849940
2016-09-30,6147872630
2016-10-03,6151246730
2016-10-04,6074542190
2016-10-05,6066406860
2016-10-06,6118218040
2016-10-07,6073717410
2016-10-10,6092125000
2016-10-11,6073380000
2016-10-12,6061195750
2016-10-13,6027754670
2016-10-14,5963571790
2016-10-17,5938416000
2016-10-18,6007397600
2016-10-19,6070418290
2016-10-20,5912922800
2016-10-21,5924169800
2016-10-24,5912472920
2016-10-25,5837193000
2016-10-26,5788456000
2016-10-27,5697692710
2016-10-28,5715313010
2016-10-31,5709727000
2016-11-01,5653042120
2016-11-02,5612965310
2016-11-03,5619975940
2016-11-04,5635421820
2016-11-07,5690982000
2016-11-08,5696530520
2016-11-09,5698480000
2016-11-10,5667963140
2016-11-11,5730383990
2016-11-14,5801577500
2016-11-15,5833294040
2016-11-16,5883268210
2016-11-17,5923420000
2016-11-18,5993226380
2016-11-21,5985278500
2016-11-22,5980142370
2016-11-23,5984078820
2016-11-25,6002149000
2016-11-28,5979655000
2016-11-29,6048561620
2016-11-30,5979655000
2016-12-01,5928256210
2016-12-02,5911948060
2016-12-05,5941865080
2016-12-06,6044475210
2016-12-07,6099585510
2016-12-08,6207144320
2016-12-09,6189224100
2016-12-12,6243959500
2016-12-13,6276350860
2016-12-14,6132801650
2016-12-15,6056359540
2016-12-16,6143111400
2016-12-19,6196309710
2016-12-20,6188249360
2016-12-21,6243359660
2016-12-22,6243959500
2016-12-23,6260830000
2016-12-27,6313316000
2016-12-28,6294571000
2016-12-29,6298320000
2016-12-30,6257081000
2017-01-03,6113212950
2017-01-04,6219842850
2017-01-05,6259227000
2017-01-06,6217360500
2017-01-09,6229957500
2017-01-10,6265043850
2017-01-11,6264265800
2017-01-12,6311949150
2017-01-13,6298500000
2017-01-17,6221102550
2017-01-18,6250223850
2017-01-19,6200539800
2017-01-20,6199761750
2017-01-23,6196056750
2017-01-24,6298500000
2017-01-25,6967660050
2017-01-26,7045872600
2017-01-27,6891300000
2017-01-30,6953655150
2017-01-31,6883890000
2017-02-01,6879962700
2017-02-02,6946875000
2017-02-03,6981887250
2017-02-06,6965251800
2017-02-07,6949727850
2017-02-08,7001820150
2017-02-09,6984480750
2017-02-10,7052134050
2017-02-13,7055727900
2017-02-14,6981368550
2017-02-15,7014713550
2017-02-16,7029570600
2017-02-17,7025976750
2017-02-21,7121751000
2017-02-22,7126419300
2017-02-23,7095075000
2017-02-24,7145388900
2017-02-27,7241496600
2017-02-28,7169063850
2017-03-01,7327971300
2017-03-02,7264615800
2017-03-03,7282622100
2017-03-06,7346977950
2017-03-07,7351831500
2017-03-08,7468613100
2017-03-09,7417410000
2017-03-10,7565684100
2017-03-13,7470058050
2017-03-14,7428562050
2017-03-15,7435935000
2017-03-16,7626149700
2017-03-17,7628780250
2017-03-20,7606365000
2017-03-21,7548048300
2017-03-22,7551234600
2017-03-23,7604030850
2017-03-24,7611329700
2017-03-27,7655085750
2017-03-28,7632300000
2017-03-29,7676834100
2017-03-30,7773571650
2017-03-31,7896586240
2017-04-03,7919598960
2017-04-04,7915776000
2017-04-05,7833732280
2017-04-06,7812106320
2017-04-07,7744904679
2017-04-10,7746703719
2017-04-11,7916075840
2017-04-12,7906256080
2017-04-13,7916563080
2017-04-17,8045606719
2017-04-18,8041408960
2017-04-19,8087471880
2017-04-20,7739919840
2017-04-21,7842352679
2017-04-24,7852060000
2017-04-25,7800862320
2017-04-26,7783359160
2017-04-27,7893288000
2017-04-28,7912965000
2017-05-01,7960752000
2017-05-02,7938264000
2017-05-03,7984064559
2017-05-04,8060898559
2017-05-05,8109060360
2017-05-08,8104337880
2017-05-09,8154111320
2017-05-10,8228434160
2017-05-11,8208007559
2017-05-12,8210481240
2017-05-15,8377717000
2017-05-16,8487945679
2017-05-17,8368047160
2017-05-18,8478013480
2017-05-19,8717773040
2017-05-22,8835047960
2017-05-23,8605408000
2017-05-24,8647872840
2017-05-25,8601435120
2017-05-26,8566541240
2017-05-30,8560544440
2017-05-31,8554360240
2017-06-01,8687826520
2017-06-02,8739923720
2017-06-05,8805476240
2017-06-06,8767171680
2017-06-07,8911507160
2017-06-08,8978596360
2017-06-09,8905585320
2017-06-12,8980470360
2017-06-13,9112437440
2017-06-14,9212471560
2017-06-15,9147443760
2017-06-16,9162660640
2017-06-19,9249389360
2017-06-20,9285182760
2017-06-21,9327235320
2017-06-22,9190433320
2017-06-23,9094896800
2017-06-26,9160561760
2017-06-27,9123306640
2017-06-28,9164534640
2017-06-29,8770320000
2017-06-30,9032555670
2017-07-03,9032555670
2017-07-05,9076882680
2017-07-06,9175953360
2017-07-07,9359219130
2017-07-10,9468369240
2017-07-11,9422580900
2017-07-12,9460425600
2017-07-13,9465633930
2017-07-14,9482907600
2017-07-17,9505352130
2017-07-18,9304587870
2017-07-19,9302789310
2017-07-20,9169995630
2017-07-21,9923742150
2017-07-24,9984593430
2017-07-25,10017641970
2017-07-26,10037988180
2017-07-27,9904969680
2017-07-28,9835875000
2017-07-31,9781318680
2017-08-01,9914599470
2017-08-02,10025510670
2017-08-03,10134510900
2017-08-04,10025173440
2017-08-07,10100300790
2017-08-08,10242124740
2017-08-09,10270639410
2017-08-10,9989239710
2017-08-11,10138257900
2017-08-14,10274611230
2017-08-15,10249918500
2017-08-16,10342394460
2017-08-17,10303275780
2017-08-18,10055261850
2017-08-21,10127728830
2017-08-22,10161414360
2017-08-23,10085200380
2017-08-24,10053051120
2017-08-25,10094830170
2017-08-28,10004490000
2017-08-29,9912163920
2017-08-30,9964509510
2017-08-31,10195024950
2017-09-01,10147662870
2017-09-05,10135447650
2017-09-06,10131888000
2017-09-07,10164486900
2017-09-08,10310619900
2017-09-11,10562755530
2017-09-12,10490138670
2017-09-13,10460050260
2017-09-14,10412276010
2017-09-15,10304961930
2017-09-18,10471178850
2017-09-19,10626304650
2017-09-20,10474513680
2017-09-21,10523412030
2017-09-22,10632299850
2017-09-25,10534690500
2017-09-26,10664186820
2017-09-27,10654557030
2017-09-28,10766517390
2017-09-29,10697685000
2017-10-02,10584213240
2017-10-03,10801303680
2017-10-04,10978200480
2017-10-05,10735657800
2017-10-06,10788801480
2017-10-09,10784024520
2017-10-10,10841460000
2017-10-11,10909195800
2017-10-12,10927706520
2017-10-13,10971744120
2017-10-16,10992829920
2017-10-17,10833921360
2017-10-18,10823098560
2017-10-19,11671941960
2017-10-20,12029169000
2017-10-23,11905229280
2017-10-24,11964456120
2017-10-25,11789910480
2017-10-26,11953596000
2017-10-27,12091680000
2017-10-30,12091680000
2017-10-31,12246072840
2017-11-01,12174866280
2017-11-02,11942138760
2017-11-03,11982145800
2017-11-06,12179680560
2017-11-07,12107317080
2017-11-08,12298694040
2017-11-09,12315600000
2017-11-10,12276936480
2017-11-13,12315600000
2017-11-14,12411400440
2017-11-15,12314853600
2017-11-16,12227338200
2017-11-17,12160610040
2017-11-20,12380200920
2017-11-21,12602964000
2017-11-22,12753065040
2017-11-24,12693950160
2017-11-27,12703802640
2017-11-28,12677641320
2017-11-29,12944068800
2017-11-30,12968700000
2017-12-01,12987360000
2017-12-04,12899359440
2017-12-05,12690740640
2017-12-06,12591170880
2017-12-07,12643754760
2017-12-08,12661481760
2017-12-11,12775606320
2017-12-12,12572996040
2017-12-13,12576840000
2017-12-14,12709475280
2017-12-15,12683687160
2017-12-18,12691860240
2017-12-19,12642635160
2017-12-20,12763440000
2017-12-21,13047818400
2017-12-22,12987360000
2017-12-26,12953772000
2017-12-27,12920184000
2017-12-28,13158024360
2017-12-29,13092677040
2018-01-02,12971316750
2018-01-03,13093400250
2018-01-04,12937874250
2018-01-05,13108725000
2018-01-08,13321140000
2018-01-09,13321875000
2018-01-10,12920748750
2018-01-11,13049520750
2018-01-12,13076495250
2018-01-16,13013175000
2018-01-17,13401585750
2018-01-18,13267595250
2018-01-19,13597500000
2018-01-22,13432125000
2018-01-23,13378543500
2018-01-24,13182960000
2018-01-25,12311250000
2018-01-26,12072375000
2018-01-29,11678745750
2018-01-30,11784879750
2018-01-31,11679774750
2018-02-01,11555082000
2018-02-02,11292944250
2018-02-05,10725708000
2018-02-06,11159835750
2018-02-07,10965134250
2018-02-08,10249464750
2018-02-09,10290000000
2018-02-12,10560149250
2018-02-13,10712698500
2018-02-14,11245536750
2018-02-15,11307975000
2018-02-16,11790245250
2018-02-20,11740265250
2018-02-21,11704911750
2018-02-22,11369274000
2018-02-23,11020590000
2018-02-26,10962525000
2018-02-27,10679807250
2018-02-28,10448649750
2018-03-01,10565625000
2018-03-02,10657573500
2018-03-05,10625748000
2018-03-06,10877889750
2018-03-07,10984648500
2018-03-08,11031357750
2018-03-09,11234401500
2018-03-12,11355750000
2018-03-13,11507160000
2018-03-14,11226169500
2018-03-15,11125107000
2018-03-16,11247153750
2018-03-19,11497090500
2018-03-20,11296803000
2018-03-21,11409221250
2018-03-22,11066233500
2018-03-23,10987662000
2018-03-26,11278464750
2018-03-27,11128377750
2018-03-28,10943745750
2018-03-29,10290000000
2018-04-02,10621724450
2018-04-03,10866323600
2018-04-04,11365081950
2018-04-05,11578274700
2018-04-06,11348470000
2018-04-09,11328259400
2018-04-10,11538289700
2018-04-11,11232150000
2018-04-12,10861452700
2018-04-13,10986424000
2018-04-16,10904963650
2018-04-17,11113394550
2018-04-18,11054035000
2018-04-19,11094856050
2018-04-20,11117138600
2018-04-23,11085186950
2018-04-24,11156142150
2018-04-25,11272862000
2018-04-26,11428876200
2018-04-27,11479075550
2018-04-30,11268500000
2018-05-01,11386237650
2018-05-02,11243854700
2018-05-03,11497759450
2018-05-04,11481474650
2018-05-07,11299833700
2018-05-08,11231277600
2018-05-09,10988568650
2018-05-10,10984970000
2018-05-11,11099872350
2018-05-14,11094020000
2018-05-15,10548770000
2018-05-16,10603295000
2018-05-17,10833463200
2018-05-18,10772867750
2018-05-21,10995984050
2018-05-22,10741752150
2018-05-23,10875992700
2018-05-24,10814306750
2018-05-25,10995875000
2018-05-29,11217428250
2018-05-30,11116193500
2018-05-31,10870612900
2018-06-01,11033533600
2018-06-04,11028371900
2018-06-05,11149017550
2018-06-06,11308485000
2018-06-07,11360429150
2018-06-08,11619095750
2018-06-11,11491071050
2018-06-12,11669113350
2018-06-13,11284421300
2018-06-14,11321716400
2018-06-15,11567987650
2018-06-18,11290310000
2018-06-19,11264865000
2018-06-20,11268209200
2018-06-21,11143128850
2018-06-22,10907362750
2018-06-25,10778283900
2018-06-26,10807218500
2018-06-27,10690244200
2018-06-28,10767669700
2018-06-29,10797222250
2018-07-02,10802191680
2018-07-03,10957002000
2018-07-05,11064278400
2018-07-06,10897548480
2018-07-09,11078004000
2018-07-10,11210058720
2018-07-11,11065831560
2018-07-12,11128969320
2018-07-13,11207024640
2018-07-16,11092018560
2018-07-17,11443538400
2018-07-18,11306318520
2018-07-19,11461923480
2018-07-20,10510920000
2018-07-23,10447710000
2018-07-24,10176918360
2018-07-25,10079069280
2018-07-26,10277259720
2018-07-27,10139136840
2018-07-30,9790506600
2018-07-31,9967061160
2018-08-01,9842700000
2018-08-02,9943402560
2018-08-03,9718483320
2018-08-06,9734556720
2018-08-07,9922236240
2018-08-08,9846637080
2018-08-09,9958284000
2018-08-10,9837173640
2018-08-13,9627677640
2018-08-14,9738999480
2018-08-15,9644943000
