,IQV
2017-12-20,20996976000
2017-12-21,20959302000
2017-12-22,20800234000
2017-12-26,20584655000
2017-12-27,20624422000
2017-12-28,20576283000
2017-12-29,20490470000
2018-01-02,20700200000
2018-01-03,20650400000
2018-01-04,20185600000
2018-01-05,20451200000
2018-01-08,20459500000
2018-01-09,20447050000
2018-01-10,20515525000
2018-01-11,20720950000
2018-01-12,20758300000
2018-01-16,20735475000
2018-01-17,20795650000
2018-01-18,20733400000
2018-01-19,21372500000
2018-01-22,21339300000
2018-01-23,21416075000
2018-01-24,21476250000
2018-01-25,21700350000
2018-01-26,21997075000
2018-01-29,21907850000
2018-01-30,21656775000
2018-01-31,21204425000
2018-02-01,21604900000
2018-02-02,20862050000
2018-02-05,20075625000
2018-02-06,20347450000
2018-02-07,20378575000
2018-02-08,19760225000
2018-02-09,19930375000
2018-02-12,20465725000
2018-02-13,20762450000
2018-02-14,21721100000
2018-02-15,21075775000
2018-02-16,21106900000
2018-02-20,20803950000
2018-02-21,20700200000
2018-02-22,20413850000
2018-02-23,20704350000
2018-02-26,20743775000
2018-02-27,20660775000
2018-02-28,20403475000
2018-03-01,20169000000
2018-03-02,20370275000
2018-03-05,20685675000
2018-03-06,20886950000
2018-03-07,21150475000
2018-03-08,21424375000
2018-03-09,21912000000
2018-03-12,21980475000
2018-03-13,21928600000
2018-03-14,21754300000
2018-03-15,21858050000
2018-03-16,21930675000
2018-03-19,21737700000
2018-03-20,21748075000
2018-03-21,21602825000
2018-03-22,21140100000
2018-03-23,20691900000
2018-03-26,21094450000
2018-03-27,20762450000
2018-03-28,20463650000
2018-03-29,20357825000
2018-04-02,19685490000
2018-04-03,19689604000
2018-04-04,19917931000
2018-04-05,19952900000
2018-04-06,19510645000
2018-04-09,19640236000
2018-04-10,19872677000
2018-04-11,19743086000
2018-04-12,19771884000
2018-04-13,20098947000
2018-04-16,20166828000
2018-04-17,20323160000
2018-04-18,20415725000
2018-04-19,20172999000
2018-04-20,20008439000
2018-04-23,20160657000
2018-04-24,19899418000
2018-04-25,19847993000
2018-04-26,19850050000
2018-04-27,19839765000
2018-04-30,19697832000
2018-05-01,20156543000
2018-05-02,19934387000
2018-05-03,20014610000
2018-05-04,20368414000
2018-05-07,20193569000
2018-05-08,20210025000
2018-05-09,20444523000
2018-05-10,20761301000
2018-05-11,21191214000
2018-05-14,21164473000
2018-05-15,21001970000
2018-05-16,20391041000
2018-05-17,20123631000
2018-05-18,20905291000
2018-05-21,21024597000
2018-05-22,21110991000
2018-05-23,21071908000
2018-05-24,20932032000
2018-05-25,20672850000
2018-05-29,20401326000
2018-05-30,20668736000
2018-05-31,20349901000
2018-06-01,20670793000
2018-06-04,20825068000
2018-06-05,20956716000
2018-06-06,21329033000
2018-06-07,21222069000
2018-06-08,21516220000
2018-06-11,21427769000
2018-06-12,21588215000
2018-06-13,21261152000
2018-06-14,21220012000
2018-06-15,21244696000
2018-06-18,21573816000
2018-06-19,21793915000
2018-06-20,21723977000
2018-06-21,21542961000
2018-06-22,21359888000
2018-06-25,20736617000
2018-06-26,20713990000
2018-06-27,20302590000
2018-06-28,20403383000
2018-06-29,20532974000
2018-07-02,20088390000
2018-07-03,20353403000
2018-07-05,20310920000
2018-07-06,20575933000
2018-07-09,20786325000
2018-07-10,21023016000
2018-07-11,21081683000
2018-07-12,21625870000
2018-07-13,21700721000
2018-07-16,21785687000
2018-07-17,22050700000
2018-07-18,22188264000
2018-07-19,22303575000
2018-07-20,22477553000
2018-07-23,22530151000
2018-07-24,23948274000
2018-07-25,25336052000
2018-07-26,24686669000
2018-07-27,24367035000
2018-07-30,24462116000
2018-07-31,24668462000
2018-08-01,24692738000
2018-08-02,25158028000
2018-08-03,24911222000
2018-08-06,24712968000
2018-08-07,24854578000
2018-08-08,24676554000
2018-08-09,24619910000
2018-08-10,24508645000
2018-08-13,24437840000
2018-08-14,24518760000
2018-08-15,24316460000
2018-08-16,24484369000
2018-08-17,24332644000
2018-08-20,24336690000
2018-08-21,24785796000
2018-08-22,25056878000
2018-08-23,25164097000
2018-08-24,25372466000
2018-08-27,25574766000
2018-08-28,25603088000
2018-08-29,25528237000
2018-08-30,25471593000
2018-08-31,25710307000
2018-09-04,25902492000
2018-09-05,25479685000
2018-09-06,25667824000
2018-09-07,25696146000
2018-09-10,25878216000
2018-09-11,25285477000
2018-09-12,25317845000
2018-09-13,25592973000
2018-09-14,25609157000
2018-09-17,25301661000
2018-09-18,25398765000
2018-09-19,25334029000
2018-09-20,25726491000
2018-09-21,25809434000
2018-09-24,26007688000
2018-09-25,26262586000
2018-09-26,26284839000
2018-09-27,26454771000
2018-09-28,26246402000
2018-10-01,25948965000
2018-10-02,25974899999
2018-10-03,26004825000
2018-10-04,25336500000
2018-10-05,25494105000
2018-10-08,25224780000
2018-10-09,25412310000
2018-10-10,24500595000
2018-10-11,24454710000
2018-10-12,24895605000
2018-10-15,24789870000
2018-10-16,25857195000
2018-10-17,25811310000
2018-10-18,25619789999
2018-10-19,25314555000
2018-10-22,25226775000
2018-10-23,24434760000
2018-10-24,22990380000
2018-10-25,23924040000
2018-10-26,23977905000
2018-10-29,24101595000
2018-10-30,23906085000
2018-10-31,24524535000
2018-11-01,24386880000
2018-11-02,24281145000
2018-11-05,24273165000
2018-11-06,24412815000
2018-11-07,25260690000
2018-11-08,25075155000
2018-11-09,24771915000
2018-11-12,24163440000
2018-11-13,23872170000
2018-11-14,23423295000
2018-11-15,23766435000
2018-11-16,23818305000
2018-11-19,23030280000
2018-11-20,23112075000
2018-11-21,23183895000
2018-11-23,23487135000
2018-11-26,23856210000
2018-11-27,23953965000
2018-11-28,24773910000
2018-11-29,24927525000
2018-11-30,24951465000
2018-12-03,25412310000
2018-12-04,24568425000
2018-12-06,24309075000
2018-12-07,23537010000
2018-12-10,23764440000
2018-12-11,24239250000
2018-12-12,24406830000
2018-12-13,24239250000
2018-12-14,23544990000
2018-12-17,23074170000
2018-12-18,23034270000
2018-12-19,22701105000
2018-12-20,21984900000
2018-12-21,21589890000
2018-12-24,21087150000
2018-12-26,22182405000
2018-12-27,22419810000
2018-12-28,22725045000
2018-12-31,22885490000
2019-01-02,22519070000
2019-01-03,21662120000
2019-01-04,22668790000
2019-01-07,23088400000
2019-01-08,23567110000
2019-01-09,24065520000
2019-01-10,24301920000
2019-01-11,24193570000
2019-01-14,23933530000
2019-01-15,24207360000
2019-01-16,24573780000
2019-01-17,24445730000
2019-01-18,25056430000
2019-01-22,24597420000
2019-01-23,24847610000
2019-01-24,24646670000
2019-01-25,24818060000
2019-01-28,24563930000
2019-01-29,24603330000
2019-01-30,25129320000
2019-01-31,25414970000
2019-02-01,25523320000
2019-02-04,25416940000
2019-02-05,25627730000
2019-02-06,25740020000
2019-02-07,25541050000
2019-02-08,25375570000
2019-02-11,25432700000
2019-02-12,25937020000
2019-02-13,25968540000
2019-02-14,27802610000
2019-02-15,27944450000
2019-02-19,27873530000
2019-02-20,27814430000
2019-02-21,27977940000
2019-02-22,28064620000
2019-02-25,27928690000
2019-02-26,27775030000
2019-02-27,27903079999
2019-02-28,27599700000
2019-03-01,28239950000
2019-03-04,27873530000
2019-03-05,27873530000
2019-03-06,27420430000
2019-03-07,27156450000
2019-03-08,27073710000
2019-03-11,27463770000
2019-03-12,27550450000
2019-03-13,27885350000
2019-03-14,27773059999
2019-03-15,27881410000
2019-03-18,28186760000
2019-03-19,28456649999
2019-03-20,28220250000
2019-03-21,28419220000
2019-03-22,27905050000
2019-03-25,27893230000
2019-03-26,28301020000
2019-03-27,27806550000
2019-03-28,27942480000
2019-03-29,28338450000
2019-04-01,28313622000
2019-04-02,28311660000
2019-04-03,28331280000
2019-04-04,27905525999
2019-04-05,28303812000
2019-04-08,28260648000
2019-04-09,28309698000
2019-04-10,28411722000
2019-04-11,28091916000
2019-04-12,27962424000
2019-04-15,27679896000
2019-04-16,26740098000
2019-04-17,25959222000
2019-04-18,26096562000
2019-04-22,26363394000
2019-04-23,26883324000
2019-04-24,26641998000
2019-04-25,26950032000
2019-04-26,27212939999
2019-04-29,27289458000
2019-04-30,27252180000
2019-05-01,26485038000
2019-05-02,26710667999
2019-05-03,27240408000
2019-05-06,27226674000
2019-05-07,26363394000
2019-05-08,26137764000
2019-05-09,26122067999
2019-05-10,26322192000
2019-05-13,25953336000
2019-05-14,26398710000
2019-05-15,26539974000
2019-05-16,26534088000
2019-05-17,26226053999
2019-05-20,26226053999
2019-05-21,26402634000
2019-05-22,26451684000
2019-05-23,26377128000
2019-05-24,26757756000
2019-05-28,26802882000
2019-05-29,26549784000
2019-05-30,26708706000
2019-05-31,26653770000
2019-06-03,26084789999
2019-06-04,26598834000
2019-06-05,27108953999
2019-06-06,26959842000
2019-06-07,27220788000
2019-06-10,27413064000
2019-06-11,27356166000
2019-06-12,27448380000
2019-06-13,27679896000
2019-06-14,27723060000
2019-06-17,27752489999
2019-06-18,28578492000
2019-06-19,30261888000
2019-06-20,30316824000
2019-06-21,31131053999
2019-06-24,30887766000
2019-06-25,30242267999
2019-06-26,30534606000
2019-06-27,30730806000
2019-06-28,31568580000
2019-07-01,31256149999
2019-07-02,31293104999
2019-07-03,31403970000
2019-07-05,31295050000
2019-07-08,30952729999
2019-07-09,30836030000
2019-07-10,30993575000
2019-07-11,30972180000
2019-07-12,30606520000
2019-07-15,30808800000
2019-07-16,30452865000
2019-07-17,30345890000
2019-07-18,30590960000
2019-07-19,30312825000
2019-07-22,30394515000
2019-07-23,30489820000
2019-07-24,31238645000
2019-07-25,31137505000
2019-07-26,31096660000
2019-07-29,30983850000
2019-07-30,31223085000
2019-07-31,30958564999
2019-08-01,30771845000
2019-08-02,30552060000
2019-08-05,29525100000
2019-08-06,30040524999
2019-08-07,30196125000
2019-08-08,30750450000
2019-08-09,30342000000
2019-08-12,30246695000
2019-08-13,30552060000
2019-08-14,29410345000
2019-08-15,29593175000
2019-08-16,30188345000
2019-08-19,30482040000
2019-08-20,30112490000
2019-08-21,30573455000
2019-08-22,30448975000
2019-08-23,29787675000
2019-08-26,30170840000
2019-08-27,29886870000
2019-08-28,29847970000
2019-08-29,30338109999
2019-08-30,30176675000
2019-09-03,29935495000
2019-09-04,29458970000
2019-09-05,29968560000
2019-09-06,29966615000
2019-09-09,29538715000
2019-09-10,29254745000
2019-09-11,29219734999
2019-09-12,29316984999
2019-09-13,29437575000
2019-09-16,29338380000
2019-09-17,29746830000
2019-09-18,29844080000
2019-09-19,29937439999
2019-09-20,30264200000
2019-09-23,30602630000
2019-09-24,30229189999
2019-09-25,30079425000
2019-09-26,29532880000
2019-09-27,28834625000
2019-09-30,28770588000
2019-10-01,27932778000
2019-10-02,27588024000
2019-10-03,28412352000
2019-10-04,28755180000
2019-10-07,28639619999
2019-10-08,27836478000
2019-10-09,28038708000
2019-10-10,27905813999
2019-10-11,28115747999
2019-10-14,28188936000
2019-10-15,28227456000
2019-10-16,27894258000
2019-10-17,27609210000
2019-10-18,27636174000
2019-10-21,27568763999
2019-10-22,27514836000
2019-10-23,27634247999
2019-10-24,27959741999
2019-10-25,28410426000
2019-10-28,28456650000
2019-10-29,28907334000
2019-10-30,28069524000
2019-10-31,27815291999
2019-11-01,28262124000
2019-11-04,28215900000
2019-11-05,26942813999
2019-11-06,26586504000
2019-11-07,26547984000
2019-11-08,26499834000
2019-11-11,27064152000
2019-11-12,27530244000
2019-11-13,27651582000
2019-11-14,28061819999
2019-11-15,28215900000
2019-11-18,27372312000
2019-11-19,27514836000
2019-11-20,27418536000
2019-11-21,27634247999
2019-11-22,27684324000
2019-11-25,28213974000
2019-11-26,28497096000
2019-11-27,28412352000
2019-11-29,28115747999
2019-12-02,27722844000
2019-12-03,27607284000
2019-12-04,27953963999
2019-12-05,27994410000
2019-12-06,28599174000
2019-12-09,28196640000
2019-12-10,28142712000
2019-12-11,27703584000
2019-12-12,27982854000
2019-12-13,27898110000
2019-12-16,28221678000
2019-12-17,28502874000
2019-12-18,28343016000
2019-12-19,28830294000
2019-12-20,30035969999
2019-12-23,29827962000
2019-12-24,29795219999
2019-12-26,29687363999
2019-12-27,29745144000
2019-12-30,29554469999
2019-12-31,29604116000
2020-01-02,29968156000
2020-01-03,29542804000
2020-01-06,29698000000
2020-01-07,30042880000
2020-01-08,30196160000
2020-01-09,30560200000
2020-01-10,30521880000
2020-01-13,30301540000
2020-01-14,30450988000
2020-01-15,30535292000
2020-01-16,30841852000
2020-01-17,30945316000
2020-01-21,30818860000
2020-01-22,30751800000
2020-01-23,30830356000
2020-01-24,30291960000
2020-01-27,30111856000
2020-01-28,30401171999
2020-01-29,30368600000
2020-01-30,30081200000
2020-01-31,29745900000
2020-02-03,29745900000
2020-02-04,30088864000
2020-02-05,30610016000
2020-02-06,30757548000
2020-02-07,30081200000
2020-02-10,30642588000
2020-02-11,30981719999
2020-02-12,31826676000
2020-02-13,31765364000
2020-02-14,31483712000
2020-02-18,31694471999
2020-02-19,31497123999
2020-02-20,31449223999
2020-02-21,31313188000
2020-02-24,30288128000
2020-02-25,28751496000
2020-02-26,28623123999
2020-02-27,27348984000
2020-02-28,26726284000
2020-03-02,28180528000
2020-03-03,27084576000
2020-03-04,28335723999
2020-03-05,26481036000
2020-03-06,26067180000
2020-03-09,23758400000
2020-03-10,25065112000
2020-03-11,24030472000
2020-03-12,21652716000
2020-03-13,22744836000
2020-03-16,19612176000
2020-03-17,20633404000
2020-03-18,17221008000
2020-03-19,17362792000
2020-03-20,17563972000
2020-03-23,16094400000
2020-03-24,18567956000
2020-03-25,20095008000
2020-03-26,21181380000
2020-03-27,20528024000
2020-03-30,21646968000
2020-03-31,20590474000
2020-04-01,19097636000
2020-04-02,20002502000
2020-04-03,19609248000
2020-04-06,22362026000
2020-04-07,22846912000
2020-04-08,24410383000
2020-04-09,24536377000
2020-04-13,23822411000
2020-04-14,24146941000
2020-04-15,23675418000
2020-04-16,23759414000
2020-04-17,25116713000
2020-04-20,24341659000
2020-04-21,23289800000
2020-04-22,23967495000
2020-04-23,24372203000
2020-04-24,24599374000
2020-04-27,25175892000
2020-04-28,25939492000
2020-04-29,27317790000
2020-04-30,27220431000
2020-05-01,26061668000
2020-05-04,25592054000
2020-05-05,25865041000
2020-05-06,25582509000
2020-05-07,25870768000
2020-05-08,26277385000
2020-05-11,26468285000
2020-05-12,25733320000
2020-05-13,25288523000
2020-05-14,25269433000
2020-05-15,25618779999
2020-05-18,26451104000
2020-05-19,26890174000
2020-05-20,27760677999
2020-05-21,27336879999
2020-05-22,27279610000
2020-05-26,27394150000
2020-05-27,28027938000
2020-05-28,27909579999
2020-05-29,28543368000
2020-06-01,28522369000
2020-06-02,28927077000
2020-06-03,29219154000
2020-06-04,28865989000
2020-06-05,28554822000
2020-06-08,28635000000
2020-06-09,28024120000
2020-06-10,28098571000
2020-06-11,26466375999
2020-06-12,26500738000
2020-06-15,26643913000
2020-06-16,26924536000
2020-06-17,26519827999
2020-06-18,26367108000
2020-06-19,25977672000
2020-06-22,26254477000
2020-06-23,26758452999
2020-06-24,26052123000
2020-06-25,26306020000
2020-06-26,25960491000
2020-06-29,26252568000
2020-06-30,27141644000
2020-07-01,27074689000
2020-07-02,27072776000
2020-07-06,27478331999
2020-07-07,27153122000
2020-07-08,27579720999
2020-07-09,27736587000
2020-07-10,27294684000
2020-07-13,27026864000
2020-07-14,28270314000
2020-07-15,29148381000
2020-07-16,28633784000
2020-07-17,29469765000
2020-07-20,29689759999
2020-07-21,30024534999
2020-07-22,31428677000
2020-07-23,30891123999
2020-07-24,30202444000
2020-07-27,31044164000
2020-07-28,30349745000
2020-07-29,30619478000
2020-07-30,30275138000
2020-07-31,30300006999
2020-08-03,30833734000
2020-08-04,30636695000
2020-08-05,30751475000
2020-08-06,30806952000
2020-08-07,30711302000
2020-08-10,30539131999
2020-08-11,30476003000
2020-08-12,31157031000
2020-08-13,31325375000
2020-08-14,30843298999
2020-08-17,30894950000
2020-08-18,30709389000
2020-08-19,30638608000
2020-08-20,30217748000
2020-08-21,30143141000
2020-08-24,29888712000
2020-08-25,30022622000
2020-08-26,30324876000
2020-08-27,30321050000
2020-08-28,30841386000
2020-08-31,31325375000
2020-09-01,31589369000
2020-09-02,32473175000
2020-09-03,31526240000
2020-09-04,30648173000
2020-09-08,30185227000
2020-09-09,30810778000
2020-09-10,30544870999
2020-09-11,30518089000
2020-09-14,30923645000
2020-09-15,31509023000
2020-09-16,30992513000
2020-09-17,30703650000
2020-09-18,30057056000
2020-09-21,29475504000
2020-09-22,29326290000
2020-09-23,28496048000
2020-09-24,28325791000
2020-09-25,28943690000
2020-09-28,29710803000
2020-09-29,29609414000
2020-09-30,30154619000
2020-10-01,30288529000
2020-10-02,30001579000
2020-10-05,30726606000
2020-10-06,30493220000
2020-10-07,31409547000
2020-10-08,31466937000
2020-10-09,31901188000
2020-10-12,32608998000
2020-10-13,31868667000
2020-10-14,31734756999
2020-10-15,30990600000
2020-10-16,31480328000
2020-10-19,31382765000
2020-10-20,33190550000
2020-10-21,32377525000
2020-10-22,32406220000
2020-10-23,32037011000
2020-10-26,31023120999
2020-10-27,30443481999
2020-10-28,29787323000
2020-10-29,29584545000
2020-10-30,29458287000
2020-11-02,29676369000
2020-11-03,30634781999
2020-11-04,32693170000
2020-11-05,32848123000
2020-11-06,32796472000
2020-11-09,33221158000
2020-11-10,31755800000
2020-11-11,32115444000
2020-11-12,32100140000
2020-11-13,33272809000
2020-11-16,33236462000
2020-11-17,32943773000
2020-11-18,32343091000
2020-11-19,32434915000
2020-11-20,32477001000
2020-11-23,32628128000
2020-11-24,32903600000
2020-11-25,32496131000
2020-11-27,32293353000
2020-11-30,32327787000
2020-12-01,32756298999
2020-12-02,32528652000
2020-12-03,32067619000
2020-12-04,32637693000
2020-12-07,32534391000
2020-12-08,32767777000
2020-12-09,32234050000
2020-12-10,32228311000
2020-12-11,32102053000
2020-12-14,32004490000
2020-12-15,32983945999
2020-12-16,33418197000
2020-12-17,34233134999
2020-12-18,34508607000
2020-12-21,33812275000
2020-12-22,33856273999
2020-12-23,33582715000
2020-12-24,33657322000
2020-12-28,33538716000
2020-12-29,33444979000
2020-12-30,33959576000
2020-12-31,34311054999
2021-01-04,33818900000
2021-01-05,34343610000
2021-01-06,35666875000
2021-01-07,36013490000
2021-01-08,36591820000
2021-01-11,36660760000
2021-01-12,36273930000
2021-01-13,36262440000
2021-01-14,36023065000
2021-01-15,35961785000
2021-01-19,36187755000
2021-01-20,36488410000
2021-01-21,35942635000
2021-01-22,35540485000
2021-01-25,35048330000
2021-01-26,34535110000
2021-01-27,33129500000
2021-01-28,34213390000
2021-01-29,34048700000
2021-02-01,34554260000
2021-02-02,35314515000
2021-02-03,35042585000
2021-02-04,35297280000
2021-02-05,35638150000
2021-02-08,35793265000
2021-02-09,35201530000
2021-02-10,36394575000
2021-02-11,36930775000
2021-02-12,36894390000
2021-02-16,36480750000
2021-02-17,36180095000
2021-02-18,35946465000
2021-02-19,36136050000
2021-02-22,36411810000
2021-02-23,36586075000
2021-02-24,37263985000
2021-02-25,36873325000
2021-02-26,36919285000
2021-03-01,37225685000
2021-03-02,36909710000
2021-03-03,36497985000
2021-03-04,35730070000
2021-03-05,36151370000
2021-03-08,35963700000
2021-03-09,36268185000
2021-03-10,36335210000
2021-03-11,36264355000
2021-03-12,35774115000
2021-03-15,36509475000
2021-03-16,36268185000
2021-03-17,36329465000
2021-03-18,35714750000
2021-03-19,36065195000
2021-03-22,36333295000
2021-03-23,35808585000
2021-03-24,35640065000
2021-03-25,35724325000
2021-03-26,36932690000
2021-03-29,36576500000
2021-03-30,36536285000
2021-03-31,37005624000
2021-04-01,37948296000
2021-04-05,38390892000
2021-04-06,39004012000
2021-04-07,38626560000
2021-04-08,39151544000
2021-04-09,39787656000
2021-04-12,39893036000
2021-04-13,39755084000
2021-04-14,40025240000
2021-04-15,41027308000
2021-04-16,41301296000
2021-04-19,41427752000
2021-04-20,41600192000
2021-04-21,41960400000
2021-04-22,43290104000
2021-04-23,44508680000
2021-04-26,44723272000
2021-04-27,44912956000
2021-04-28,45221432000
2021-04-29,45112220000
2021-04-30,44966604000
2021-05-03,44826736000
2021-05-04,44583404000
2021-05-05,44439704000
2021-05-06,44301752000
2021-05-07,44909124000
2021-05-10,44353484000
2021-05-11,44464612000
2021-05-12,43684800000
2021-05-13,44002856000
2021-05-14,44842064000
2021-05-17,44351568000
2021-05-18,44179128000
2021-05-19,44585320000
2021-05-20,45359384000
2021-05-21,45784736000
2021-05-24,46478328000
2021-05-25,46392108000
2021-05-26,45907360000
2021-05-27,45497336000
2021-05-28,46014656000
2021-06-01,45457100000
2021-06-02,45026000000
2021-06-03,44707944000
2021-06-04,44803744000
2021-06-07,44681120000
2021-06-08,44991512000
2021-06-09,45865208000
2021-06-10,46520480000
2021-06-11,46643104000
2021-06-14,46840452000
2021-06-15,47281132000
2021-06-16,46794468000
2021-06-17,47191080000
2021-06-18,45918856000
2021-06-21,46645020000
2021-06-22,46746568000
2021-06-23,46426596000
2021-06-24,46154524000
2021-06-25,47007144000
2021-06-28,46633524000
2021-06-29,46767644000
2021-06-30,46404280000
2021-07-01,47327310000
2021-07-02,47712225000
2021-07-06,48056925000
2021-07-07,48629510000
2021-07-08,47647115000
2021-07-09,48097140000
2021-07-12,47610730000
2021-07-13,47804145000
2021-07-14,47109000000
2021-07-15,47204750000
2021-07-16,47434550000
2021-07-19,46283635000
2021-07-20,47313905000
2021-07-21,46540245000
2021-07-22,46900265000
2021-07-23,47698820000
2021-07-26,47356035000
2021-07-27,46568970000
2021-07-28,46988355000
2021-07-29,47627965000
2021-07-30,47434550000
2021-08-02,47357950000
2021-08-03,47871170000
2021-08-04,47848190000
2021-08-05,47570515000
2021-08-06,47675840000
2021-08-09,47426890000
2021-08-10,47375185000
2021-08-11,46831325000
2021-08-12,47156875000
2021-08-13,47518810000
2021-08-16,48888035000
2021-08-17,49223160000
2021-08-18,48832500000
2021-08-19,49150390000
2021-08-20,48775050000
2021-08-23,48713770000
2021-08-24,49188690000
2021-08-25,49542964999
2021-08-26,49500835000
2021-08-27,49703825000
2021-08-30,50096400000
2021-08-31,49738295000
2021-09-01,50217045000
2021-09-02,50791545000
2021-09-03,50406630000
2021-09-07,50642175000
2021-09-08,50155765000
2021-09-09,50035119999
2021-09-10,49885750000
2021-09-13,48941655000
2021-09-14,49320825000
2021-09-15,49512325000
2021-09-16,49378275000
2021-09-17,49087195000
2021-09-20,48482055000
2021-09-21,49073790000
2021-09-22,49742125000
2021-09-23,50224705000
2021-09-24,50098315000
2021-09-27,47518810000
2021-09-28,46264485000
2021-09-29,46517265000
2021-09-30,45704232000
2021-10-01,46087740000
2021-10-04,45519156000
2021-10-05,45669888000
2021-10-06,45677520000
2021-10-07,46520856000
2021-10-08,46217484000
2021-10-11,45845424000
2021-10-12,45480996000
2021-10-13,46080108000
2021-10-14,47093256000
2021-10-15,47480580000
2021-10-18,47406168000
2021-10-19,47513016000
2021-10-20,47990016000
2021-10-21,48623472000
2021-10-22,49014612000
2021-10-25,49083300000
2021-10-26,48861971999
2021-10-27,48518532000
2021-10-28,49071852000
2021-10-29,49878936000
2021-11-01,49396212000
2021-11-02,49193964000
2021-11-03,48577680000
2021-11-04,48436488000
2021-11-05,47163852000
2021-11-08,47986200000
2021-11-09,48043440000
2021-11-10,48104496000
2021-11-11,48192264000
2021-11-12,48592944000
2021-11-15,48045348000
2021-11-16,51046632000
2021-11-17,50457060000
2021-11-18,50867280000
2021-11-19,51166836000
2021-11-22,51037092000
2021-11-23,50613516000
2021-11-24,50630688000
2021-11-26,50001048000
2021-11-29,50884452000
2021-11-30,49442004000
2021-12-01,49464900000
2021-12-02,50128884000
2021-12-03,49928544000
2021-12-06,50199480000
2021-12-07,51573240000
2021-12-08,51933852000
2021-12-09,51355728000
2021-12-10,51577056000
2021-12-13,51466392000
2021-12-14,50113619999
2021-12-15,51153480000
2021-12-16,50838660000
2021-12-17,51025644000
2021-12-20,50539104000
2021-12-21,51254604000
2021-12-22,52805808000
2021-12-23,53044308000
2021-12-27,53817048000
2021-12-28,53540388000
2021-12-29,53851392000
2021-12-30,53921988000
2021-12-31,53606600000
2022-01-03,51980200000
2022-01-04,50952300000
2022-01-05,49705900000
2022-01-06,49876900000
2022-01-07,48812900000
2022-01-10,48873700000
2022-01-11,49455100000
2022-01-12,49561500000
2022-01-13,47893300000
2022-01-14,46994600000
2022-01-18,46040800000
2022-01-19,45653200000
2022-01-20,46436000000
2022-01-21,45780500000
2022-01-24,46303000000
2022-01-25,44883700000
2022-01-26,44201600000
2022-01-27,44080000000
2022-01-28,45375800000
2022-01-31,46531000000
2022-02-01,46949000000
2022-02-02,48345500000
2022-02-03,47536100000
2022-02-04,47479100000
2022-02-07,46724800000
2022-02-08,47000300000
2022-02-09,48558300000
2022-02-10,47581700000
2022-02-11,46413200000
2022-02-14,45581000000
2022-02-15,43441600000
2022-02-16,44114200000
2022-02-17,43008400000
2022-02-18,43371300000
2022-02-22,43027400000
2022-02-23,42385200000
2022-02-24,43409300000
2022-02-25,44458100000
2022-02-28,43722800000
2022-03-01,43287700000
2022-03-02,44150300000
2022-03-03,44340300000
2022-03-04,43130000000
2022-03-07,41165400000
2022-03-08,40006400000
2022-03-09,41649900000
2022-03-10,41218600000
2022-03-11,40585900000
2022-03-14,40107100000
2022-03-15,40851900000
2022-03-16,41851300000
2022-03-17,42415600000
2022-03-18,43255400000
2022-03-21,43124300000
2022-03-22,43496700000
2022-03-23,41858900000
2022-03-24,42677800000
2022-03-25,42704400000
2022-03-28,43071100000
2022-03-29,44382100000
2022-03-30,43950800000
2022-03-31,43536843000
2022-04-01,45250373000
2022-04-04,44909550000
2022-04-05,44883188000
2022-04-06,45248490000
2022-04-07,46939424000
2022-04-08,47506207000
2022-04-11,45753134000
2022-04-12,44753261000
2022-04-13,45062073000
2022-04-14,44905784000
2022-04-18,44135637000
2022-04-19,44790921000
2022-04-20,45713591000
2022-04-21,44470811000
2022-04-22,42962528000
2022-04-25,41399638000
2022-04-26,38927259000
2022-04-27,39588192000
2022-04-28,41313020000
2022-04-29,41047517000
2022-05-02,40872398000
2022-05-03,40522160000
2022-05-04,41951357000
2022-05-05,40544756000
2022-05-06,40262306000
2022-05-09,38426381000
2022-05-10,38264443000
2022-05-11,37840768000
2022-05-12,38136399000
2022-05-13,39300093000
2022-05-16,38874535000
2022-05-17,38919727000
2022-05-18,37144058000
2022-05-19,37987642000
2022-05-20,38004589000
2022-05-23,38298337000
2022-05-24,38034717000
2022-05-25,38288922000
2022-05-26,39115559000
2022-05-27,41520150000
2022-05-31,40531575000
2022-06-01,39563713000
2022-06-02,41437298000
2022-06-03,41320552000
2022-06-06,41574757000
2022-06-07,42410809000
2022-06-08,41559693000
2022-06-09,40795195000
2022-06-10,39047771000
2022-06-13,37716490000
2022-06-14,37825704000
2022-06-15,38061079000
2022-06-16,36991535000
2022-06-17,37085685000
2022-06-21,37428391000
2022-06-22,37987642000
2022-06-23,39832982000
2022-06-24,40258540000
2022-06-27,40768833000
2022-06-28,39959143000
2022-06-29,40316913000
2022-06-30,40468635000
2022-07-01,40106825000
2022-07-05,40155315000
2022-07-06,40284000000
2022-07-07,40815525000
2022-07-08,40906910000
2022-07-11,40545100000
2022-07-12,39823345000
2022-07-13,39506295000
2022-07-14,39538000000
2022-07-15,40858420000
2022-07-18,39700255000
2022-07-19,41123250000
2022-07-20,41141900000
2022-07-21,42079995000
2022-07-22,41354510000
2022-07-25,41332130000
2022-07-26,40970320000
2022-07-27,41986745000
2022-07-28,44015865000
2022-07-29,44810355000
2022-08-01,44456005000
2022-08-02,43530965000
2022-08-03,43493665000
2022-08-04,43704410000
2022-08-05,43779010000
2022-08-08,43577590000
2022-08-09,43379900000
