,NEE
2009-04-13,20543600000
2009-04-14,20381200000
2009-04-15,20527360000
2009-04-16,20559840000
2009-04-17,20706000000
2009-04-20,20527360000
2009-04-21,20673520000
2009-04-22,20446160000
2009-04-23,20543600000
2009-04-24,20511120000
2009-04-27,20819680000
2009-04-28,22037680000
2009-04-29,21875280000
2009-04-30,21842800000
2009-05-01,22752240000
2009-05-04,23385600000
2009-05-05,23531760000
2009-05-06,23060800000
2009-05-07,22882160000
2009-05-08,23206960000
2009-05-11,23190720000
2009-05-12,23499280000
2009-05-13,22541120000
2009-05-14,22346240000
2009-05-15,22102640000
2009-05-18,22086400000
2009-05-19,22606080000
2009-05-20,21891520000
2009-05-21,21550480000
2009-05-22,21729120000
2009-05-26,22330000000
2009-05-27,22070160000
2009-05-28,22524880000
2009-05-29,22947120000
2009-06-01,23629200000
2009-06-02,23418080000
2009-06-03,22654800000
2009-06-04,22573600000
2009-06-05,22362480000
2009-06-08,22476160000
2009-06-09,22346240000
2009-06-10,22427440000
2009-06-11,22947120000
2009-06-12,23304400000
2009-06-15,22930880000
2009-06-16,23044560000
2009-06-17,23028320000
2009-06-18,23450560000
2009-06-19,23158240000
2009-06-22,23223200000
2009-06-23,23109520000
2009-06-24,23320640000
2009-06-25,23353120000
2009-06-26,23012080000
2009-06-29,23401840000
2009-06-30,23207040000
2009-07-01,23239680000
2009-07-02,22570560000
2009-07-06,22733760000
2009-07-07,22211520000
2009-07-08,22097280000
2009-07-09,22227840000
2009-07-10,22162560000
2009-07-13,22537920000
2009-07-14,22962240000
2009-07-15,23419200000
2009-07-16,23402880000
2009-07-17,23190720000
2009-07-20,23680320000
2009-07-21,23957760000
2009-07-22,23859840000
2009-07-23,24414720000
2009-07-24,24496320000
2009-07-27,24496320000
2009-07-28,23288640000
2009-07-29,23353920000
2009-07-30,23484480000
2009-07-31,23125440000
2009-08-03,23256000000
2009-08-04,23011200000
2009-08-05,23043840000
2009-08-06,23256000000
2009-08-07,23190720000
2009-08-10,23353920000
2009-08-11,23451840000
2009-08-12,23615040000
2009-08-13,23272320000
2009-08-14,23190720000
2009-08-17,23027520000
2009-08-18,23239680000
2009-08-19,23321280000
2009-08-20,23402880000
2009-08-21,23680320000
2009-08-24,23729280000
2009-08-25,23598720000
2009-08-26,23043840000
2009-08-27,22994880000
2009-08-28,23011200000
2009-08-31,22929600000
2009-09-01,22848000000
2009-09-02,22635840000
2009-09-03,22619520000
2009-09-04,22488960000
2009-09-08,22244160000
2009-09-09,22064640000
2009-09-10,22080960000
2009-09-11,21803520000
2009-09-14,22423680000
2009-09-15,22178880000
2009-09-16,22505280000
2009-09-17,22423680000
2009-09-18,22456320000
2009-09-21,22423680000
2009-09-22,22162560000
2009-09-23,21983040000
2009-09-24,22015680000
2009-09-25,22195200000
2009-09-28,22423680000
2009-09-29,22505280000
2009-09-30,22455060000
2009-10-01,21853440000
2009-10-02,21642060000
2009-10-05,21723360000
2009-10-06,21902220000
2009-10-07,21495720000
2009-10-08,21544500000
2009-10-09,21593280000
2009-10-12,21674580000
2009-10-13,21544500000
2009-10-14,21544500000
2009-10-15,21853440000
2009-10-16,21755880000
2009-10-19,22243680000
2009-10-20,21739620000
2009-10-21,21918480000
2009-10-22,21772140000
2009-10-23,21398160000
2009-10-26,21186780000
2009-10-27,20650200000
2009-10-28,20373780000
2009-10-29,20357520000
2009-10-30,19967280000
2009-11-02,19934760000
2009-11-03,19999800000
2009-11-04,20276220000
2009-11-05,20422560000
2009-11-06,20227440000
2009-11-09,20666460000
2009-11-10,20568900000
2009-11-11,20845320000
2009-11-12,20650200000
2009-11-13,20796540000
2009-11-16,21138000000
2009-11-17,20959140000
2009-11-18,20975400000
2009-11-19,20682720000
2009-11-20,20780280000
2009-11-23,21138000000
2009-11-24,21186780000
2009-11-25,21333120000
2009-11-27,20975400000
2009-11-30,21121740000
2009-12-01,21495720000
2009-12-02,21674580000
2009-12-03,21544500000
2009-12-04,21446940000
2009-12-07,21528240000
2009-12-08,21658320000
2009-12-09,21820920000
2009-12-10,22373760000
2009-12-11,22861560000
2009-12-14,22666440000
2009-12-15,22520100000
2009-12-16,22308720000
2009-12-17,22064820000
2009-12-18,22211160000
2009-12-21,22162380000
2009-12-22,21885960000
2009-12-23,21528240000
2009-12-24,21511980000
2009-12-28,21723360000
2009-12-29,21707100000
2009-12-30,21837180000
2009-12-31,21911296907
2010-01-04,22077165923
2010-01-05,21861536203
2010-01-06,22077165923
2010-01-07,22027405218
2010-01-08,21828362400
2010-01-11,21811775498
2010-01-12,21280994650
2010-01-13,21363929157
2010-01-14,20733626900
2010-01-15,20965843521
2010-01-19,21098538733
2010-01-20,20733626900
2010-01-21,20335541263
2010-01-22,19970629430
2010-01-25,19804760414
2010-01-26,20418475771
2010-01-27,20634105490
2010-01-28,20318954362
2010-01-29,20219432952
2010-02-01,20418475771
2010-02-02,20567757884
2010-02-03,20484823377
2010-02-04,19920868725
2010-02-05,19655478301
2010-02-08,19439848581
2010-02-09,19273979566
2010-02-10,19041762944
2010-02-11,19058349846
2010-02-12,18892480831
2010-02-16,19240805763
2010-02-17,18975415338
2010-02-18,18975415338
2010-02-19,19439848581
2010-02-22,19423261679
2010-02-23,19406674778
2010-02-24,19522783089
2010-02-25,19439848581
2010-02-26,19224218861
2010-03-01,19655478301
2010-03-02,19572543793
2010-03-03,19456435482
2010-03-04,19589130695
2010-03-05,19754999710
2010-03-08,19804760414
2010-03-09,19506196187
2010-03-10,19473022384
2010-03-11,19638891399
2010-03-12,19522783089
2010-03-15,19622304498
2010-03-16,19837934217
2010-03-17,19920868725
2010-03-18,19887694922
2010-03-19,19970629430
2010-03-22,19837934217
2010-03-23,19837934217
2010-03-24,19605717596
2010-03-25,19672065202
2010-03-26,19821347316
2010-03-29,20153085346
2010-03-30,19771586611
2010-03-31,19758048000
2010-04-01,19970676000
2010-04-05,20019744000
2010-04-06,20117880000
2010-04-07,20085168000
2010-04-08,20052456000
2010-04-09,20330508000
2010-04-12,20346864000
2010-04-13,20232372000
2010-04-14,19872540000
2010-04-15,19970676000
2010-04-16,19807116000
2010-04-19,19790760000
2010-04-20,20461356000
2010-04-21,20592204000
2010-04-22,20821188000
2010-04-23,20984748000
2010-04-26,20886612000
2010-04-27,20461356000
2010-04-28,20755764000
2010-04-29,20723052000
2010-04-30,21279156000
2010-05-03,21540852000
2010-05-04,21033816000
2010-05-05,20837544000
2010-05-06,20886612000
2010-05-07,20952036000
2010-05-10,21524496000
2010-05-11,21540852000
2010-05-12,21622632000
2010-05-13,21606276000
2010-05-14,21557208000
2010-05-17,21524496000
2010-05-18,21393648000
2010-05-19,21279156000
2010-05-20,20510424000
2010-05-21,20690340000
2010-05-24,20575848000
2010-05-25,20248728000
2010-05-26,19807116000
2010-05-27,20363220000
2010-05-28,20412288000
2010-06-01,20019744000
2010-06-02,20314152000
2010-06-03,20526780000
2010-06-04,19888896000
2010-06-07,20052456000
2010-06-08,20003388000
2010-06-09,19790760000
2010-06-10,20575848000
2010-06-11,20445000000
2010-06-14,20657628000
2010-06-15,20984748000
2010-06-16,21131952000
2010-06-17,21410004000
2010-06-18,21475428000
2010-06-21,21230088000
2010-06-22,20739408000
2010-06-23,20526780000
2010-06-24,20281440000
2010-06-25,20134236000
2010-06-28,20117880000
2010-06-29,19774404000
2010-06-30,20035484000
2010-07-01,20117664000
2010-07-02,20117664000
2010-07-06,20298460000
2010-07-07,20873720000
2010-07-08,20955900000
2010-07-09,21136696000
2010-07-12,21333928000
2010-07-13,21481852000
2010-07-14,21416108000
2010-07-15,21761264000
2010-07-16,21613340000
2010-07-19,21679084000
2010-07-20,21662648000
2010-07-21,21416108000
2010-07-22,21711956000
2010-07-23,21695520000
2010-07-26,21711956000
2010-07-27,22106420000
2010-07-28,21810572000
2010-07-29,21580468000
2010-07-30,21498288000
2010-08-02,22188600000
2010-08-03,22089984000
2010-08-04,22024240000
2010-08-05,21892752000
2010-08-06,22073548000
2010-08-09,21974932000
2010-08-10,22089984000
2010-08-11,21646212000
2010-08-12,21399672000
2010-08-13,21383236000
2010-08-16,21432544000
2010-08-17,21564032000
2010-08-18,21596904000
2010-08-19,21301056000
2010-08-20,21892752000
2010-08-23,22073548000
2010-08-24,22303652000
2010-08-25,21892752000
2010-08-26,21794136000
2010-08-27,22139292000
2010-08-30,21892752000
2010-08-31,22073548000
2010-09-01,22451576000
2010-09-02,22451576000
2010-09-03,22451576000
2010-09-07,22303652000
2010-09-08,22303652000
2010-09-09,22435140000
2010-09-10,22665244000
2010-09-13,22780296000
2010-09-14,22615936000
2010-09-15,22089984000
2010-09-16,22139292000
2010-09-17,22089984000
2010-09-20,22402268000
2010-09-21,22221472000
2010-09-22,22320088000
2010-09-23,22007804000
2010-09-24,22402268000
2010-09-27,22468012000
2010-09-28,22599500000
2010-09-29,22468012000
2010-09-30,22516160000
2010-10-01,22516160000
2010-10-04,22350600000
2010-10-05,22516160000
2010-10-06,22681720000
2010-10-07,22731388000
2010-10-08,22731388000
2010-10-11,22764500000
2010-10-12,22863836000
2010-10-13,22963172000
2010-10-14,22913504000
2010-10-15,22896948000
2010-10-18,23112176000
2010-10-19,22979728000
2010-10-20,23194956000
2010-10-21,23012840000
2010-10-22,22946616000
2010-10-25,22698276000
2010-10-26,22863836000
2010-10-27,22648608000
2010-10-28,22781056000
2010-10-29,22781056000
2010-11-01,22317488000
2010-11-02,22516160000
2010-11-03,22615496000
2010-11-04,22764500000
2010-11-05,22648608000
2010-11-08,22532716000
2010-11-09,22532716000
2010-11-10,22400268000
2010-11-11,22300932000
2010-11-12,22201596000
2010-11-15,22168484000
2010-11-16,21754584000
2010-11-17,21605580000
2010-11-18,21671804000
2010-11-19,21506244000
2010-11-22,21555912000
2010-11-23,21175124000
2010-11-24,21307572000
2010-11-26,21026120000
2010-11-29,20993008000
2010-11-30,20959896000
2010-12-01,21075788000
2010-12-02,21208236000
2010-12-03,21158568000
2010-12-06,21075788000
2010-12-07,21042676000
2010-12-08,21059232000
2010-12-09,21142012000
2010-12-10,21522800000
2010-12-13,21555912000
2010-12-14,21291016000
2010-12-15,21042676000
2010-12-16,21208236000
2010-12-17,21390352000
2010-12-20,21324128000
2010-12-21,21158568000
2010-12-22,21555912000
2010-12-23,21589024000
2010-12-27,21589024000
2010-12-28,21638692000
2010-12-29,21555912000
2010-12-30,21506244000
2010-12-31,21736000000
2011-01-03,21836320000
2011-01-04,22053680000
2011-01-05,21886480000
2011-01-06,21786160000
2011-01-07,21836320000
2011-01-10,22120560000
2011-01-11,22053680000
2011-01-12,22421520000
2011-01-13,22471680000
2011-01-14,22638880000
2011-01-18,22705760000
2011-01-19,22605440000
2011-01-20,22672320000
2011-01-21,22755920000
2011-01-24,22638880000
2011-01-25,22806080000
2011-01-26,22655600000
2011-01-27,22739200000
2011-01-28,22588720000
2011-01-31,22354640000
2011-02-01,22789360000
2011-02-02,22939840000
2011-02-03,22990000000
2011-02-04,22889680000
2011-02-07,23073600000
2011-02-08,23173920000
2011-02-09,23090320000
2011-02-10,23090320000
2011-02-11,23023440000
2011-02-14,22872960000
2011-02-15,22889680000
2011-02-16,22722480000
2011-02-17,22672320000
2011-02-18,22822800000
2011-02-22,22839520000
2011-02-23,22722480000
2011-02-24,22739200000
2011-02-25,22856240000
2011-02-28,23190640000
2011-03-01,22622160000
2011-03-02,22488400000
2011-03-03,22755920000
2011-03-04,22889680000
2011-03-07,22839520000
2011-03-08,23123760000
2011-03-09,23307680000
2011-03-10,23140480000
2011-03-11,23274240000
2011-03-14,23023440000
2011-03-15,22471680000
2011-03-16,21986800000
2011-03-17,22087120000
2011-03-18,22053680000
2011-03-21,22471680000
2011-03-22,22521840000
2011-03-23,22438240000
2011-03-24,22588720000
2011-03-25,22622160000
2011-03-28,22471680000
2011-03-29,22856240000
2011-03-30,22990000000
2011-03-31,23279387910
2011-04-01,23617260013
2011-04-04,23735515249
2011-04-05,23786196065
2011-04-06,23887557696
2011-04-07,23667940829
2011-04-08,23651047224
2011-04-11,23296281515
2011-04-12,23279387910
2011-04-13,23211813489
2011-04-14,23296281515
2011-04-15,23279387910
2011-04-18,23194919884
2011-04-19,23178026279
2011-04-20,23515898382
2011-04-21,23448323962
2011-04-25,23431430356
2011-04-26,23667940829
2011-04-27,23735515249
2011-04-28,24005812932
2011-04-29,23887557696
2011-05-02,23904451301
2011-05-03,24225429799
2011-05-04,24259217009
2011-05-05,24090280958
2011-05-06,24242323404
2011-05-09,24343685035
2011-05-10,24647769928
2011-05-11,24597089112
2011-05-12,24867386795
2011-05-13,24766025164
2011-05-16,24529514692
2011-05-17,24749131559
2011-05-18,24715344349
2011-05-19,24664663533
2011-05-20,24411259456
2011-05-23,24326791430
2011-05-24,24242323404
2011-05-25,24073387353
2011-05-26,24124068168
2011-05-27,24225429799
2011-05-31,24478833876
2011-06-01,23972025722
2011-06-02,23735515249
2011-06-03,23515898382
2011-06-06,23397643146
2011-06-07,23397643146
2011-06-08,23448323962
2011-06-09,23499004777
2011-06-10,23431430356
2011-06-13,23617260013
2011-06-14,23600366408
2011-06-15,23431430356
2011-06-16,23718621644
2011-06-17,23921344906
2011-06-20,24090280958
2011-06-21,24056493747
2011-06-22,23955132116
2011-06-23,23819983275
2011-06-24,23904451301
2011-06-27,24073387353
2011-06-28,24107174563
2011-06-29,24174748983
2011-06-30,23992152000
2011-07-01,24292680000
2011-07-05,24075632000
2011-07-06,24109024000
2011-07-07,24225896000
2011-07-08,24092328000
2011-07-11,23858584000
2011-07-12,23908672000
2011-07-13,23875280000
2011-07-14,23791800000
2011-07-15,23708320000
2011-07-18,23524664000
2011-07-19,23691624000
2011-07-20,23775104000
2011-07-21,24159112000
2011-07-22,23992152000
2011-07-25,24025544000
2011-07-26,23942064000
2011-07-27,23641536000
2011-07-28,23474576000
2011-07-29,23057176000
2011-08-01,23123960000
2011-08-02,22639776000
2011-08-03,22556296000
2011-08-04,21905152000
2011-08-05,22038720000
2011-08-08,20936784000
2011-08-09,21688104000
2011-08-10,20953480000
2011-08-11,21888456000
2011-08-12,21988632000
2011-08-15,22856824000
2011-08-16,22823432000
2011-08-17,22973696000
2011-08-18,22790040000
2011-08-19,22656472000
2011-08-22,22589688000
2011-08-23,23007088000
2011-08-24,23391096000
2011-08-25,23040480000
2011-08-26,23123960000
2011-08-29,23491272000
2011-08-30,23558056000
2011-08-31,23674928000
2011-09-01,23674928000
2011-09-02,23224136000
2011-09-06,22973696000
2011-09-07,22957000000
2011-09-08,22823432000
2011-09-09,22372640000
2011-09-12,22589688000
2011-09-13,22372640000
2011-09-14,22472816000
2011-09-15,22689864000
2011-09-16,23073872000
2011-09-19,22856824000
2011-09-20,23240832000
2011-09-21,22873520000
2011-09-22,22272464000
2011-09-23,22456120000
2011-09-26,22706560000
2011-09-27,22773344000
2011-09-28,22472816000
2011-09-29,22756648000
2011-09-30,22642760000
2011-10-03,22156720000
2011-10-04,22207000000
2011-10-05,22223760000
2011-10-06,22525440000
2011-10-07,22709800000
2011-10-10,23095280000
2011-10-11,22944440000
2011-10-12,22910920000
2011-10-13,22877400000
2011-10-14,22994720000
2011-10-17,22910920000
2011-10-18,22977960000
2011-10-19,22944440000
2011-10-20,23078520000
2011-10-21,23413720000
2011-10-24,23396960000
2011-10-25,23128800000
2011-10-26,23480760000
2011-10-27,24218200000
2011-10-28,23899760000
2011-10-31,23631600000
2011-11-01,23195840000
2011-11-02,23547800000
2011-11-03,24134400000
2011-11-04,23648360000
2011-11-07,23480760000
2011-11-08,23648360000
2011-11-09,22994720000
2011-11-10,23162320000
2011-11-11,23396960000
2011-11-14,23162320000
2011-11-15,23313160000
2011-11-16,23296400000
2011-11-17,23212600000
2011-11-18,23262880000
2011-11-21,22927680000
2011-11-22,22408120000
2011-11-23,21955600000
2011-11-25,22022640000
2011-11-28,22441640000
2011-11-29,22793600000
2011-11-30,23229360000
2011-12-01,23296400000
2011-12-02,23363440000
2011-12-05,23681880000
2011-12-06,23799200000
2011-12-07,23916520000
2011-12-08,23732160000
2011-12-09,24084120000
2011-12-12,23883000000
2011-12-13,24050600000
2011-12-14,23950040000
2011-12-15,24268480000
2011-12-16,24251720000
2011-12-19,24117640000
2011-12-20,24620440000
2011-12-21,25005920000
2011-12-22,25022680000
2011-12-23,25240560000
2011-12-27,25458440000
2011-12-28,25424920000
2011-12-29,25592520000
2011-12-30,25508720000
2012-01-03,24468400000
2012-01-04,24402000000
2012-01-05,24717400000
2012-01-06,24451800000
2012-01-09,24485000000
2012-01-10,24584600000
2012-01-11,24568000000
2012-01-12,24651000000
2012-01-13,24534800000
2012-01-17,24551400000
2012-01-18,24700800000
2012-01-19,24402000000
2012-01-20,24617800000
2012-01-23,24634400000
2012-01-24,24568000000
2012-01-25,24916600000
2012-01-26,24767200000
2012-01-27,24866800000
2012-01-30,24866800000
2012-01-31,24833600000
2012-02-01,24883400000
2012-02-02,24949800000
2012-02-03,24983000000
2012-02-06,24883400000
2012-02-07,24983000000
2012-02-08,25049400000
2012-02-09,25016200000
2012-02-10,25049400000
2012-02-13,24916600000
2012-02-14,25066000000
2012-02-15,24883400000
2012-02-16,25082600000
2012-02-17,24999600000
2012-02-21,25066000000
2012-02-22,24983000000
2012-02-23,24983000000
2012-02-24,25215400000
2012-02-27,25248600000
2012-02-28,25099200000
2012-02-29,24700800000
2012-03-01,24817000000
2012-03-02,24817000000
2012-03-05,24833600000
2012-03-06,24700800000
2012-03-07,24800400000
2012-03-08,24800400000
2012-03-09,24900000000
2012-03-12,25215400000
2012-03-13,25281800000
2012-03-14,24933200000
2012-03-15,24999600000
2012-03-16,24966400000
2012-03-19,24916600000
2012-03-20,24983000000
2012-03-21,25032800000
2012-03-22,25016200000
2012-03-23,25066000000
2012-03-26,25281800000
2012-03-27,25298400000
2012-03-28,25082600000
2012-03-29,25149000000
2012-03-30,25348200000
2012-04-02,26143345320
2012-04-03,26194076262
2012-04-04,26397000029
2012-04-05,26583013482
2012-04-09,26481551598
2012-04-10,26312448459
2012-04-11,26380089715
2012-04-12,26430820656
2012-04-13,26244807203
2012-04-16,26515372226
2012-04-17,26650654737
2012-04-18,26549192854
2012-04-19,26515372226
2012-04-20,26836668191
2012-04-23,26785937249
2012-04-24,27022681644
2012-04-25,27225605411
2012-04-26,27242515725
2012-04-27,27293246666
2012-04-30,27208695097
2012-05-01,26971950702
2012-05-02,26971950702
2012-05-03,26887399132
2012-05-04,26870488818
2012-05-07,27124143527
2012-05-08,27141053841
2012-05-09,27124143527
2012-05-10,27513080747
2012-05-11,27546901375
2012-05-14,27766735456
2012-05-15,27749825142
2012-05-16,27716004514
2012-05-17,27496170433
2012-05-18,27479260120
2012-05-21,27563811689
2012-05-22,27732914828
2012-05-23,27462349806
2012-05-24,27496170433
2012-05-25,27614542631
2012-05-29,27749825142
2012-05-30,27546901375
2012-05-31,27614542631
2012-06-01,27310156980
2012-06-04,27360887922
2012-06-05,27546901375
2012-06-06,27766735456
2012-06-07,28003479851
2012-06-08,28307865502
2012-06-11,28189493304
2012-06-12,28290955188
2012-06-13,28324775816
2012-06-14,28544609896
2012-06-15,28646071780
2012-06-18,28832085233
2012-06-19,28679892408
2012-06-20,28409327385
2012-06-21,28155672676
2012-06-22,28172582990
2012-06-25,28290955188
2012-06-26,28324775816
2012-06-27,28646071780
2012-06-28,28713713036
2012-06-29,29085739942
2012-07-02,29133506340
2012-07-03,29015008639
2012-07-05,28947295666
2012-07-06,28913439180
2012-07-09,28727228506
2012-07-10,28998080396
2012-07-11,28930367423
2012-07-12,28964223909
2012-07-13,29336645257
2012-07-16,29421286473
2012-07-17,29387429986
2012-07-18,29844492550
2012-07-19,29759851334
2012-07-20,29827564306
2012-07-23,29607497146
2012-07-24,29302788771
2012-07-25,29116578097
2012-07-26,29929133765
2012-07-27,30081487953
2012-07-30,30233842140
2012-07-31,30013774980
2012-08-01,29878349036
2012-08-02,29709066605
2012-08-03,29996846737
2012-08-06,29793707820
2012-08-07,29556712417
2012-08-08,29539784174
2012-08-09,29302788771
2012-08-10,29539784174
2012-08-13,29319717014
2012-08-14,29455142959
2012-08-15,29302788771
2012-08-16,29455142959
2012-08-17,29455142959
2012-08-20,29218147556
2012-08-21,29015008639
2012-08-22,28862654451
2012-08-23,28524089589
2012-08-24,28710300263
2012-08-27,28913439180
2012-08-28,28947295666
2012-08-29,28676443777
2012-08-30,28507161346
2012-08-31,28490233103
2012-09-04,28439448374
2012-09-05,28422520131
2012-09-06,28524089589
2012-09-07,28625659048
2012-09-10,28761084992
2012-09-11,28659515534
2012-09-12,28405591888
2012-09-13,29065793368
2012-09-14,28693372020
2012-09-17,28591802562
2012-09-18,28524089589
2012-09-19,28574874319
2012-09-20,28794941479
2012-09-21,29048865125
2012-09-24,29404358229
2012-09-25,29455142959
2012-09-26,29607497146
2012-09-27,29692138362
2012-09-28,29759851334
2012-10-01,29747840000
2012-10-02,29917440000
2012-10-03,29985280000
2012-10-04,30137920000
2012-10-05,30036160000
2012-10-08,29968320000
2012-10-09,29815679999
2012-10-10,29629119999
2012-10-11,29612160000
2012-10-12,29408640000
2012-10-15,29544320000
2012-10-16,29883520000
2012-10-17,30443200000
2012-10-18,30544960000
2012-10-19,30409280000
2012-10-22,30392320000
2012-10-23,30002240000
2012-10-24,29476480000
2012-10-25,29561280000
2012-10-26,29476480000
2012-10-31,29696960000
2012-11-01,29629119999
2012-11-02,29561280000
2012-11-05,29510399999
2012-11-06,29323840000
2012-11-07,28848960000
2012-11-08,28662399999
2012-11-09,28560640000
2012-11-12,28323200000
2012-11-13,28441920000
2012-11-14,28272320000
2012-11-15,28187520000
2012-11-16,28560640000
2012-11-19,28713280000
2012-11-20,28713280000
2012-11-21,28509759999
2012-11-23,28492800000
2012-11-26,28815039999
2012-11-27,28747200000
2012-11-28,28577600000
2012-11-29,28882880000
2012-11-30,29137280000
2012-12-03,28950720000
2012-12-04,28798080000
2012-12-05,29340800000
2012-12-06,29323840000
2012-12-07,29408640000
2012-12-10,29323840000
2012-12-11,29391679999
2012-12-12,29357759999
2012-12-13,29696960000
2012-12-14,29459520000
2012-12-17,29900480000
2012-12-18,30053119999
2012-12-19,29917440000
2012-12-20,29934399999
2012-12-21,29663039999
2012-12-24,29646080000
2012-12-26,29306880000
2012-12-27,29340800000
2012-12-28,28933759999
2012-12-31,29134149337
2013-01-02,29689887446
2013-01-03,29689887446
2013-01-04,29841452384
2013-01-07,29706727995
2013-01-08,30026698421
2013-01-09,29807771287
2013-01-10,30094060616
2013-01-11,30228785006
2013-01-14,30178263360
2013-01-15,30262466103
2013-01-16,30026698421
2013-01-17,29925655128
2013-01-18,30127741713
2013-01-22,30312987750
2013-01-23,30228785006
2013-01-24,30346668847
2013-01-25,30531914883
2013-01-28,30481393237
2013-01-29,30565595981
2013-01-30,30312987750
2013-01-31,30329828298
2013-02-01,30430871591
2013-02-04,30312987750
2013-02-05,30380349945
2013-02-06,30312987750
2013-02-07,30414031042
2013-02-08,30346668847
2013-02-11,30397190493
2013-02-12,30515074335
2013-02-13,30548755432
2013-02-14,30397190493
2013-02-15,30531914883
2013-02-19,30700320371
2013-02-20,30717160919
2013-02-21,30531914883
2013-02-22,30632958176
2013-02-25,30397190493
2013-02-26,30430871591
2013-02-27,30296147201
2013-02-28,30262466103
2013-03-01,30464552688
2013-03-04,30986609699
2013-03-05,31104493541
2013-03-06,31222377382
2013-03-07,31138174638
2013-03-08,31222377382
2013-03-11,31239217931
2013-03-12,30767682566
2013-03-13,31053971895
2013-03-14,31155015187
2013-03-15,31357101772
2013-03-18,31205536833
2013-03-19,31626550552
2013-03-20,31862318235
2013-03-21,31828637137
2013-03-22,32064404820
2013-03-25,32081245368
2013-03-26,32485418538
2013-03-27,32367534697
2013-03-28,32704345672
2013-04-01,32902837250
2013-04-02,33191607634
2013-04-03,33259553607
2013-04-04,33650242949
2013-04-05,33786134895
2013-04-08,33955999826
2013-04-09,33633256456
2013-04-10,33922026840
2013-04-11,33905040347
2013-04-12,33752161908
2013-04-15,33531337497
2013-04-16,33854080867
2013-04-17,33548323991
2013-04-18,33480378018
2013-04-19,34006959306
2013-04-22,33939013333
2013-04-23,34023945799
2013-04-24,34210797224
2013-04-25,34159837744
2013-04-26,34210797224
2013-04-29,34516554101
2013-04-30,34839297471
2013-05-01,34533540594
2013-05-02,34703405525
2013-05-03,34720392019
2013-05-06,34227783717
2013-05-07,34703405525
2013-05-08,34380662155
2013-05-09,33905040347
2013-05-10,33972986320
2013-05-13,33820107881
2013-05-14,34057918785
2013-05-15,34465594621
2013-05-16,34159837744
2013-05-17,34431621635
2013-05-20,34074905278
2013-05-21,34176824237
2013-05-22,33616269963
2013-05-23,33225580620
2013-05-24,32834891278
2013-05-28,32698999333
2013-05-29,32155431551
2013-05-30,32155431551
2013-05-31,32121458565
2013-06-03,32393242456
2013-06-04,32478174921
2013-06-05,32274337004
2013-06-06,32868864264
2013-06-07,33463391525
2013-06-10,33412432045
2013-06-11,33497364511
2013-06-12,33021742703
2013-06-13,33599283470
2013-06-14,33854080867
2013-06-17,34261756703
2013-06-18,34652446046
2013-06-19,34057918785
2013-06-20,32834891278
2013-06-21,33259553607
2013-06-24,33276540100
2013-06-25,33548323991
2013-06-26,33905040347
2013-06-27,34159837744
2013-06-28,34601486566
2013-07-01,34005711999
2013-07-02,34039615999
2013-07-03,33954856000
2013-07-05,33870096000
2013-07-08,34192184000
2013-07-09,34480368000
2013-07-10,34599032000
2013-07-11,35277112000
2013-07-12,35599200000
2013-07-15,36209472000
2013-07-16,36006048000
2013-07-17,35938240000
2013-07-18,36209472000
2013-07-19,36006048000
2013-07-22,35972144000
2013-07-23,35938240000
2013-07-24,35497488000
2013-07-25,35633104000
2013-07-26,35582248000
2013-07-29,35938240000
2013-07-30,36650224000
2013-07-31,36701080000
2013-08-01,37413064000
2013-08-02,37277448000
2013-08-05,36904504000
2013-08-06,36802792000
2013-08-07,36768888000
2013-08-08,36718032000
2013-08-09,36565464000
2013-08-12,36277280000
2013-08-13,36073856000
2013-08-14,35785672000
2013-08-15,35175400000
2013-08-16,34819408000
2013-08-19,34565128000
2013-08-20,34836360000
2013-08-21,34243040000
2013-08-22,34310847999
2013-08-23,34497320000
2013-08-26,34141328000
2013-08-27,34361704000
2013-08-28,34361704000
2013-08-29,34141328000
2013-08-30,34056568000
2013-09-03,33802288000
2013-09-04,33937904000
2013-09-05,33887047999
2013-09-06,33904000000
2013-09-09,34005711999
2013-09-10,34158279999
2013-09-11,33734479999
2013-09-12,33598864000
2013-09-13,33581911999
2013-09-16,33548008000
2013-09-17,33480200000
2013-09-18,34988928000
2013-09-19,35039784000
2013-09-20,34192184000
2013-09-23,34429512000
2013-09-24,34429512000
2013-09-25,34039615999
2013-09-26,34090472000
2013-09-27,33937904000
2013-09-30,34789450200
2013-10-01,34754730190
2013-10-02,34893610230
2013-10-03,34476970108
2013-10-04,34563770134
2013-10-07,34442250098
2013-10-08,34581130139
2013-10-09,34720010180
2013-10-10,35327610358
2013-10-11,35483850403
2013-10-14,35171370312
2013-10-15,34806810205
2013-10-16,35379690373
2013-10-17,36022010561
2013-10-18,36265050633
2013-10-21,36369210663
2013-10-22,36890010816
2013-10-23,36924730826
2013-10-24,36959450836
2013-10-25,37306650938
2013-10-28,36959450836
2013-10-29,37324010943
2013-10-30,37150410892
2013-10-31,36785850785
2013-11-01,38261451218
2013-11-04,38226731208
2013-11-05,37879531106
2013-11-06,38348251243
2013-11-07,37758011070
2013-11-08,37810091086
2013-11-11,37567051014
2013-11-12,37167770897
2013-11-13,37376090958
2013-11-14,37983691136
2013-11-15,38435051269
2013-11-18,38643371330
2013-11-19,37896891111
2013-11-20,37428170974
2013-11-21,37584411019
2013-11-22,37584411019
2013-11-25,37376090958
