,NYT
2009-04-21,711266140
2009-04-22,711266140
2009-04-23,738622530
2009-04-24,799094550
2009-04-27,741502150
2009-04-28,721344810
2009-04-29,773177970
2009-04-30,774617780
2009-05-01,777497400
2009-05-04,859566570
2009-05-05,886922960
2009-05-06,908520110
2009-05-07,882603530
2009-05-08,932996880
2009-05-11,980510610
2009-05-12,1006427190
2009-05-13,920038590
2009-05-14,909959920
2009-05-15,876844290
2009-05-18,931557070
2009-05-19,943075550
2009-05-20,976191180
2009-05-21,947394980
2009-05-22,973311560
2009-05-26,967552320
2009-05-27,948834790
2009-05-28,970431940
2009-05-29,950274600
2009-06-01,987709660
2009-06-02,937316310
2009-06-03,909959920
2009-06-04,928677450
2009-06-05,934436690
2009-06-08,912839540
2009-06-09,904200680
2009-06-10,881163720
2009-06-11,884043340
2009-06-12,905640490
2009-06-15,875404480
2009-06-16,869645240
2009-06-17,836529610
2009-06-18,807733410
2009-06-19,836529610
2009-06-22,763099300
2009-06-23,728543860
2009-06-24,740062340
2009-06-25,753020630
2009-06-26,780377020
2009-06-29,802502600
2009-06-30,795285850
2009-07-01,796729199
2009-07-02,777965650
2009-07-06,731778450
2009-07-07,715901600
2009-07-08,708684850
2009-07-09,692808000
2009-07-10,688477949
2009-07-13,714458250
2009-07-14,728891750
2009-07-15,788069100
2009-07-16,812606050
2009-07-17,799615900
2009-07-20,877556800
2009-07-21,926630700
2009-07-22,955497700
2009-07-23,938177500
2009-07-24,961271100
2009-07-27,1112822850
2009-07-28,1091172600
2009-07-29,1085399200
2009-07-30,1099832700
2009-07-31,1135916450
2009-08-03,1209527300
2009-08-04,1210970650
2009-08-05,1169113500
2009-08-06,1173443550
2009-08-07,1174886900
2009-08-10,1169113500
2009-08-11,1148906600
2009-08-12,1157566700
2009-08-13,1164783450
2009-08-14,1154680000
2009-08-17,1094059300
2009-08-18,1109936150
2009-08-19,1137359800
2009-08-20,1160453399
2009-08-21,1163340100
2009-08-24,1154680000
2009-08-25,1156123350
2009-08-26,1147463250
2009-08-27,1147463250
2009-08-28,1150349950
2009-08-31,1098389350
2009-09-01,1053645500
2009-09-02,1027665200
2009-09-03,1030551900
2009-09-04,1030551900
2009-09-08,1039212000
2009-09-09,1063748950
2009-09-10,1114266200
2009-09-11,1122926300
2009-09-14,1115709550
2009-09-15,1137359800
2009-09-16,1273034700
2009-09-17,1215300700
2009-09-18,1206640600
2009-09-21,1177773600
2009-09-22,1208083950
2009-09-23,1172000200
2009-09-24,1118596250
2009-09-25,1122926300
2009-09-28,1154794700
2009-09-29,1212606700
2009-09-30,1173583600
2009-10-01,1120107500
2009-10-02,1057959600
2009-10-05,1128779300
2009-10-06,1185146000
2009-10-07,1160575900
2009-10-08,1241512700
2009-10-09,1225614400
2009-10-12,1212606700
2009-10-13,1201044300
2009-10-14,1253075100
2009-10-15,1253075100
2009-10-16,1225614400
2009-10-19,1287762300
2009-10-20,1250184500
2009-10-21,1264637500
2009-10-22,1549361600
2009-10-23,1552252200
2009-10-26,1456862400
2009-10-27,1403386300
2009-10-28,1237176800
2009-10-29,1270418699
2009-10-30,1151904100
2009-11-02,1124443400
2009-11-03,1153349400
2009-11-04,1105654500
2009-11-05,1193817800
2009-11-06,1180810100
2009-11-09,1247293900
2009-11-10,1253075100
2009-11-11,1299324700
2009-11-12,1287762300
2009-11-13,1293543500
2009-11-16,1380261500
2009-11-17,1380261500
2009-11-18,1336902500
2009-11-19,1277645200
2009-11-20,1250184500
2009-11-23,1287762300
2009-11-24,1283426400
2009-11-25,1299324700
2009-11-27,1266082800
2009-11-30,1219833200
2009-12-01,1242958000
2009-12-02,1231395600
2009-12-03,1235731500
2009-12-04,1260301600
2009-12-07,1286317000
2009-12-08,1302215300
2009-12-09,1294988800
2009-12-10,1312332400
2009-12-11,1328230700
2009-12-14,1400495700
2009-12-15,1459753000
2009-12-16,1543580400
2009-12-17,1481432500
2009-12-18,1503112000
2009-12-21,1559478699
2009-12-22,1594165900
2009-12-23,1748813000
2009-12-24,1757484800
2009-12-28,1774282900
2009-12-29,1761215350
2009-12-30,1833812850
2009-12-31,1794610200
2010-01-04,1891890850
2010-01-05,1954324700
2010-01-06,1997883200
2010-01-07,2061769000
2010-01-08,2048701450
2010-01-11,2130010650
2010-01-12,2012402700
2010-01-13,2018210500
2010-01-14,2025470250
2010-01-15,1935449350
2010-01-19,1989171500
2010-01-20,1932545450
2010-01-21,1845428450
2010-01-22,1807677750
2010-01-25,1816389450
2010-01-26,1890438900
2010-01-27,1920929850
2010-01-28,1888986950
2010-01-29,1875919400
2010-02-01,1813485550
2010-02-02,1842524550
2010-02-03,1813485550
2010-02-04,1746695850
2010-02-05,1723464650
2010-02-08,1685713950
2010-02-09,1694425650
2010-02-10,1541970900
2010-02-11,1568106000
2010-02-12,1544874800
2010-02-16,1611664500
2010-02-17,1618924250
2010-02-18,1616020350
2010-02-19,1600048900
2010-02-22,1581173550
2010-02-23,1560846250
2010-02-24,1601500850
2010-02-25,1588433300
2010-02-26,1588433300
2010-03-01,1706041250
2010-03-02,1681358100
2010-03-03,1663934700
2010-03-04,1650867150
2010-03-05,1708945150
2010-03-08,1708945150
2010-03-09,1698781500
2010-03-10,1697329550
2010-03-11,1672646400
2010-03-12,1674098350
2010-03-15,1617472300
2010-03-16,1653771050
2010-03-17,1658126900
2010-03-18,1646511300
2010-03-19,1604404750
2010-03-22,1633443750
2010-03-23,1629087900
2010-03-24,1629087900
2010-03-25,1613116450
2010-03-26,1613116450
2010-03-29,1629275190
2010-03-30,1635099230
2010-03-31,1620539130
2010-04-01,1611803070
2010-04-05,1643835289
2010-04-06,1638011250
2010-04-07,1642379280
2010-04-08,1659851400
2010-04-09,1710811750
2010-04-12,1688971600
2010-04-13,1716635789
2010-04-14,1825836539
2010-04-15,1850588710
2010-04-16,1798172350
2010-04-19,1763228110
2010-04-20,1863692800
2010-04-21,1854956740
2010-04-22,1789436289
2010-04-23,1690427610
2010-04-26,1640923270
2010-04-27,1521530450
2010-04-28,1482218180
2010-04-29,1499690300
2010-04-30,1444361920
2010-05-03,1480762170
2010-05-04,1400681620
2010-05-05,1406505660
2010-05-06,1340985210
2010-05-07,1301672940
2010-05-10,1362825360
2010-05-11,1367193390
2010-05-12,1402137630
2010-05-13,1371561420
2010-05-14,1332249150
2010-05-17,1348265260
2010-05-18,1336617180
2010-05-19,1326425110
2010-05-20,1259448650
2010-05-21,1308952990
2010-05-24,1301672940
2010-05-25,1303128950
2010-05-26,1288568850
2010-05-27,1354089300
2010-05-28,1351177280
2010-06-01,1274008750
2010-06-02,1313321020
2010-06-03,1300216930
2010-06-04,1237608500
2010-06-07,1217224360
2010-06-08,1215768350
2010-06-09,1217224360
2010-06-10,1323513090
2010-06-11,1336617180
2010-06-14,1330793140
2010-06-15,1421065760
2010-06-16,1409417680
2010-06-17,1439993890
2010-06-18,1423977780
2010-06-21,1474938130
2010-06-22,1461834039
2010-06-23,1400681620
2010-06-24,1336617180
2010-06-25,1368649400
2010-06-28,1420121220
2010-06-29,1312227000
2010-06-30,1261195950
2010-07-01,1259737920
2010-07-02,1239325500
2010-07-06,1249531710
2010-07-07,1245157619
2010-07-08,1303478820
2010-07-09,1313685030
2010-07-12,1369090170
2010-07-13,1388044560
2010-07-14,1398250770
2010-07-15,1396792740
2010-07-16,1283066400
2010-07-19,1294730640
2010-07-20,1361800020
2010-07-21,1319517150
2010-07-22,1335555480
2010-07-23,1348677750
2010-07-26,1420121220
2010-07-27,1423037280
2010-07-28,1310768970
2010-07-29,1269944130
2010-07-30,1274318220
2010-08-02,1358883960
2010-08-03,1297646700
2010-08-04,1318059119
2010-08-05,1309310940
2010-08-06,1272860190
2010-08-09,1269944130
2010-08-10,1232035350
2010-08-11,1170798090
2010-08-12,1144553550
2010-08-13,1124141130
2010-08-16,1135805370
2010-08-17,1181004300
2010-08-18,1214538990
2010-08-19,1159133850
2010-08-20,1125599160
2010-08-23,1102270680
2010-08-24,1100812650
2010-08-25,1124141130
2010-08-26,1109560830
2010-08-27,1094980530
2010-08-30,1062903870
2010-08-31,1046865540
2010-09-01,1099354620
2010-09-02,1132889310
2010-09-03,1181004300
2010-09-07,1131431280
2010-09-08,1221829140
2010-09-09,1199958690
2010-09-10,1198500660
2010-09-13,1226203230
2010-09-14,1208706869
2010-09-15,1198500660
2010-09-16,1172256119
2010-09-17,1172256119
2010-09-20,1230577320
2010-09-21,1162049910
2010-09-22,1086232350
2010-09-23,1132889310
2010-09-24,1135805370
2010-09-27,1223752000
2010-09-28,1233214000
2010-09-29,1231637000
2010-09-30,1220598000
2010-10-01,1237945000
2010-10-04,1222175000
2010-10-05,1239522000
2010-10-06,1225329000
2010-10-07,1204828000
2010-10-08,1264754000
2010-10-11,1354643000
2010-10-12,1335719000
2010-10-13,1351489000
2010-10-14,1338873000
2010-10-15,1305756000
2010-10-18,1267907999
2010-10-19,1228483000
2010-10-20,1203251000
2010-10-21,1211136000
2010-10-22,1211136000
2010-10-25,1222175000
2010-10-26,1219021000
2010-10-27,1203251000
2010-10-28,1215867000
2010-10-29,1209559000
2010-11-01,1212713000
2010-11-02,1198520000
2010-11-03,1256869000
2010-11-04,1360951000
2010-11-05,1406684000
2010-11-08,1337296000
2010-11-09,1308910000
2010-11-10,1289986000
2010-11-11,1329411000
2010-11-12,1288409000
2010-11-15,1248984000
2010-11-16,1217444000
2010-11-17,1234791000
2010-11-18,1253715000
2010-11-19,1289986000
2010-11-22,1340450000
2010-11-23,1403530000
2010-11-24,1435070000
2010-11-26,1420877000
2010-11-29,1414569000
2010-11-30,1417723000
2010-12-01,1435070000
2010-12-02,1430339000
2010-12-03,1444532000
2010-12-06,1479226000
2010-12-07,1539152000
2010-12-08,1528113000
2010-12-09,1535998000
2010-12-10,1515497000
2010-12-13,1474495000
2010-12-14,1465032999
2010-12-15,1498150000
2010-12-16,1510766000
2010-12-17,1545460000
2010-12-20,1558076000
2010-12-21,1553345000
2010-12-22,1577000000
2010-12-23,1570692000
2010-12-27,1436946829
2010-12-28,1435479060
2010-12-29,1434011290
2010-12-30,1428140210
2010-12-31,1438414600
2011-01-03,1447221220
2011-01-04,1472173310
2011-01-05,1535287420
2011-01-06,1513270870
2011-01-07,1483915470
2011-01-10,1488318780
2011-01-11,1475108850
2011-01-12,1522077490
2011-01-13,1485383240
2011-01-14,1501528710
2011-01-18,1526480800
2011-01-19,1479512160
2011-01-20,1576384980
2011-01-21,1519141950
2011-01-24,1560239510
2011-01-25,1539690730
2011-01-26,1564642820
2011-01-27,1586659370
2011-01-28,1545561810
2011-01-31,1483915470
2011-02-01,1520609720
2011-02-02,1576384980
2011-02-03,1580788290
2011-02-04,1557303970
2011-02-07,1599869300
2011-02-08,1586659370
2011-02-09,1547029579
2011-02-10,1555836200
2011-02-11,1535287420
2011-02-14,1513270870
2011-02-15,1500060940
2011-02-16,1520609720
2011-02-17,1554368430
2011-02-18,1567578360
2011-02-22,1494189860
2011-02-23,1453092300
2011-02-24,1432543520
2011-02-25,1479512160
2011-02-28,1526480800
2011-03-01,1485383240
2011-03-02,1561707280
2011-03-03,1593998220
2011-03-04,1502996480
2011-03-07,1434011290
2011-03-08,1478044390
2011-03-09,1450156760
2011-03-10,1388510420
2011-03-11,1373832720
2011-03-14,1343009550
2011-03-15,1323928540
2011-03-16,1300444220
2011-03-17,1304847530
2011-03-18,1347412860
2011-03-21,1422269130
2011-03-22,1381171570
2011-03-23,1360622790
2011-03-24,1351816170
2011-03-25,1362090560
2011-03-28,1356962720
2011-03-29,1383454400
2011-03-30,1411417840
2011-03-31,1393756720
2011-04-01,1398172000
2011-04-04,1401115520
2011-04-05,1423191920
2011-04-06,1402587280
2011-04-07,1389341440
2011-04-08,1395228480
2011-04-11,1396700240
2011-04-12,1364321520
2011-04-13,1348132160
2011-04-14,1295148800
2011-04-15,1303979360
2011-04-18,1317225200
2011-04-19,1324584000
2011-04-20,1342245120
2011-04-21,1312809920
2011-04-25,1273072400
2011-04-26,1262770080
2011-04-27,1267185360
2011-04-28,1236278400
2011-04-29,1196540880
2011-05-02,1184766800
2011-05-03,1177408000
2011-05-04,1178879760
2011-05-05,1211258480
2011-05-06,1178879760
2011-05-09,1147972800
2011-05-10,1165633920
2011-05-11,1149444560
2011-05-12,1130311680
2011-05-13,1102348240
2011-05-16,1074384800
2011-05-17,1058195440
2011-05-18,1156803360
2011-05-19,1159746880
2011-05-20,1131783440
2011-05-23,1120009360
2011-05-24,1117065840
2011-05-25,1130311680
2011-05-26,1117065840
2011-05-27,1147972800
2011-05-31,1180351520
2011-06-01,1134726960
2011-06-02,1114122320
2011-06-03,1186238560
2011-06-06,1183295039
2011-06-07,1195069120
2011-06-08,1170049200
2011-06-09,1202427920
2011-06-10,1155331600
2011-06-13,1145029280
2011-06-14,1161218640
2011-06-15,1143557520
2011-06-16,1143557520
2011-06-17,1203899680
2011-06-20,1198012640
2011-06-21,1230391360
2011-06-22,1215673760
2011-06-23,1189182080
2011-06-24,1174464480
2011-06-27,1221572949
2011-06-28,1245149750
2011-06-29,1262832350
2011-06-30,1284935600
2011-07-01,1283462050
2011-07-05,1301144650
2011-07-06,1311459500
2011-07-07,1357139550
2011-07-08,1323247900
2011-07-11,1280514950
2011-07-12,1293776900
2011-07-13,1309985950
2011-07-14,1239255550
2011-07-15,1277567850
2011-07-18,1240729100
2011-07-19,1262832350
2011-07-20,1321774350
2011-07-21,1346824700
2011-07-22,1333562750
2011-07-25,1326195000
2011-07-26,1327668550
2011-07-27,1276094300
2011-07-28,1276094300
2011-07-29,1264305900
2011-08-01,1262832350
2011-08-02,1177366450
2011-08-03,1208311000
2011-08-04,1116950900
2011-08-05,1115477350
2011-08-08,1024117250
2011-08-09,1128739300
2011-08-10,1022643700
2011-08-11,1096321200
2011-08-12,1084532800
2011-08-15,1130212850
2011-08-16,1102215400
2011-08-17,1072744400
2011-08-18,1013802400
2011-08-19,976963650
2011-08-22,965175250
2011-08-23,1031485000
2011-08-24,1080112150
2011-08-25,1037379200
2011-08-26,1077165050
2011-08-29,1205363900
2011-08-30,1220099400
2011-08-31,1205363900
2011-09-01,1169998700
2011-09-02,1108109600
2011-09-06,1081585700
2011-09-07,1133159950
2011-09-08,1094847650
2011-09-09,1058008900
2011-09-12,1038852750
2011-09-13,1071270849
2011-09-14,1069797300
2011-09-15,1088953450
2011-09-16,1068323750
2011-09-19,1024117250
2011-09-20,978437200
2011-09-21,910653900
2011-09-22,848764800
2011-09-23,853185450
2011-09-26,871435410
2011-09-27,896502080
2011-09-28,833098150
2011-09-29,906823650
2011-09-30,856690310
2011-10-03,836047170
2011-10-04,889129530
2011-10-05,883231490
2011-10-06,995294250
2011-10-07,949584440
2011-10-10,980549150
2011-10-11,996768760
2011-10-12,1010039350
2011-10-13,1004141310
2011-10-14,1024784450
2011-10-17,980549150
2011-10-18,1014462880
2011-10-19,961380519
2011-10-20,1049851120
2011-10-21,1063121710
2011-10-24,1095560930
2011-10-25,1060172690
2011-10-26,1080815830
2011-10-27,1163388390
2011-10-28,1154541330
2011-10-31,1123576620
2011-11-01,1055749160
2011-11-02,1108831520
2011-11-03,1120627600
2011-11-04,1099984460
2011-11-07,1083764850
2011-11-08,1088188380
2011-11-09,1017411900
2011-11-10,1032157000
2011-11-11,1058698180
2011-11-14,1042478570
2011-11-15,1051325630
2011-11-16,1042478570
2011-11-17,1057223670
2011-11-18,1060172690
2011-11-21,1024784450
2011-11-22,1023309940
2011-11-23,984972680
2011-11-25,959906010
2011-11-28,987921700
2011-11-29,973176600
2011-11-30,1073443280
2011-12-01,1097035440
2011-12-02,1139796230
2011-12-05,1164862900
2011-12-06,1147168780
2011-12-07,1175184470
2011-12-08,1089662890
2011-12-09,1147168780
2011-12-12,1150117800
2011-12-13,1107357010
2011-12-14,1091137400
2011-12-15,1110306030
2011-12-16,1085239360
2011-12-19,1060172690
2011-12-20,1130949170
2011-12-21,1148643290
2011-12-22,1151592310
2011-12-23,1148643290
2011-12-27,1147447920
2011-12-28,1134139890
2011-12-29,1151883930
2011-12-30,1143011910
2012-01-03,1148926590
2012-01-04,1138575900
2012-01-05,1145969250
2012-01-06,1150405260
2012-01-09,1141533240
2012-01-10,1148926590
2012-01-11,1150405260
2012-01-12,1179978660
2012-01-13,1194765360
2012-01-17,1175542650
2012-01-18,1190329350
2012-01-19,1169627970
2012-01-20,1138575900
2012-01-23,1145969250
2012-01-24,1175542650
2012-01-25,1178499990
2012-01-26,1181457330
2012-01-27,1168149300
2012-01-30,1122310530
2012-01-31,1101609150
2012-02-01,1134139890
2012-02-02,1122310530
2012-02-03,1144490580
2012-02-06,1114917180
2012-02-07,1107523830
2012-02-08,1089779790
2012-02-09,1106045160
2012-02-10,1073514420
2012-02-13,1094215800
2012-02-14,1077950430
2012-02-15,1040983680
2012-02-16,1057249050
2012-02-17,1077950430
2012-02-21,1038026339
2012-02-22,1045419690
2012-02-23,1080907770
2012-02-24,1054291710
2012-02-27,1035069000
2012-02-28,1008452940
2012-02-29,974443530
2012-03-01,992187570
2012-03-02,968528850
2012-03-05,995144910
2012-03-06,968528850
2012-03-07,964092839
2012-03-08,977400870
2012-03-09,984794220
2012-03-12,961135500
2012-03-13,974443530
2012-03-14,972964860
2012-03-15,1004016930
2012-03-16,1005495600
2012-03-19,1015846290
2012-03-20,1023239640
2012-03-21,1008452940
2012-03-22,981836880
2012-03-23,1014367620
2012-03-26,1041955200
2012-03-27,1019754450
2012-03-28,1001993849
2012-03-29,999033750
2012-03-30,1004953950
2012-04-02,1001993849
2012-04-03,987193350
2012-04-04,979793100
2012-04-05,973872900
2012-04-09,947232000
2012-04-10,929471400
2012-04-11,935391600
2012-04-12,950192100
2012-04-13,932431500
2012-04-16,917631000
2012-04-17,938351700
2012-04-18,904310550
2012-04-19,944271900
2012-04-20,938351700
2012-04-23,947232000
2012-04-24,935391600
2012-04-25,957592350
2012-04-26,938351700
2012-04-27,938351700
2012-04-30,933911550
2012-05-01,926511300
2012-05-02,914670900
2012-05-03,896910300
2012-05-04,885069900
2012-05-07,889510050
2012-05-08,908750700
2012-05-09,938351700
2012-05-10,963512550
2012-05-11,951672150
2012-05-14,950192100
2012-05-15,945751950
2012-05-16,941311800
2012-05-17,935391600
2012-05-18,916150950
2012-05-21,926511300
2012-05-22,911710800
2012-05-23,933911550
2012-05-24,967952700
2012-05-25,969432750
2012-05-29,1015314300
2012-05-30,990153450
2012-05-31,984233250
2012-06-01,941311800
2012-06-04,933911550
2012-06-05,962032500
2012-06-06,993113550
2012-06-07,978313050
2012-06-08,994593600
2012-06-11,953152200
2012-06-12,969432750
2012-06-13,947232000
2012-06-14,969432750
2012-06-15,987193350
2012-06-18,1009394100
2012-06-19,1031594850
2012-06-20,1028634750
2012-06-21,1012354200
2012-06-22,1019754450
2012-06-25,985014000
2012-06-26,1014594000
2012-06-27,1095939000
2012-06-28,1132914000
2012-06-29,1153620000
2012-07-02,1177284000
2012-07-03,1180242000
2012-07-05,1152141000
2012-07-06,1135872000
2012-07-09,1138830000
2012-07-10,1113687000
2012-07-11,1103334000
2012-07-12,1095939000
2012-07-13,1104813000
2012-07-16,1103334000
2012-07-17,1103334000
2012-07-18,1119603000
2012-07-19,1106292000
2012-07-20,1095939000
2012-07-23,1056006000
2012-07-24,1042695000
2012-07-25,1042695000
2012-07-26,1153620000
2012-07-27,1169889000
2012-07-30,1155099000
2012-07-31,1146225000
2012-08-01,1128477000
2012-08-02,1125519000
2012-08-03,1150662000
2012-08-06,1177284000
2012-08-07,1195032000
2012-08-08,1267503000
2012-08-09,1305957000
2012-08-10,1316310000
2012-08-13,1339974000
2012-08-14,1344411000
2012-08-15,1363638000
2012-08-16,1388781000
2012-08-17,1390260000
2012-08-20,1384344000
2012-08-21,1369554000
2012-08-22,1360680000
2012-08-23,1341453000
2012-08-24,1363638000
2012-08-27,1347369000
2012-08-28,1357722000
2012-08-29,1371033000
2012-08-30,1354764000
2012-08-31,1359201000
2012-09-04,1381386000
2012-09-05,1372512000
2012-09-06,1409487000
2012-09-07,1416882000
2012-09-10,1405050000
2012-09-11,1412445000
2012-09-12,1409487000
2012-09-13,1428714000
2012-09-14,1449420000
2012-09-17,1436109000
2012-09-18,1405050000
2012-09-19,1405050000
2012-09-20,1408008000
2012-09-21,1416882000
2012-09-24,1423740990
2012-09-25,1425225600
2012-09-26,1425225600
2012-09-27,1471248510
2012-09-28,1448979360
2012-10-01,1443040920
2012-10-02,1444525530
2012-10-03,1435617870
2012-10-04,1486094610
2012-10-05,1524694470
2012-10-08,1493517660
2012-10-09,1492033050
2012-10-10,1481640780
2012-10-11,1536571350
2012-10-12,1541025180
2012-10-15,1615255680
2012-10-16,1590017310
2012-10-17,1613771070
2012-10-18,1607832630
2012-10-19,1584078870
2012-10-22,1612286460
2012-10-23,1567748160
2012-10-24,1581109650
2012-10-25,1233710910
2012-10-26,1215895590
2012-10-31,1214410980
2012-11-01,1306456800
2012-11-02,1303487580
2012-11-05,1258949280
2012-11-06,1290126090
2012-11-07,1211441760
2012-11-08,1218864810
2012-11-09,1248557010
2012-11-12,1217380200
2012-11-13,1230741689
2012-11-14,1183234170
2012-11-15,1166903460
2012-11-16,1196595660
2012-11-19,1198080270
2012-11-20,1199564880
2012-11-21,1206987930
2012-11-23,1214410980
2012-11-26,1204018710
2012-11-27,1193626439
2012-11-28,1223318640
2012-11-29,1242618570
2012-11-30,1204018710
2012-12-03,1205503320
2012-12-04,1196595660
2012-12-05,1206987930
2012-12-06,1229257080
2012-12-07,1242618570
2012-12-10,1247072400
2012-12-11,1251526230
2012-12-12,1229257080
2012-12-13,1226287860
2012-12-14,1232226300
2012-12-17,1248557010
2012-12-18,1288641480
2012-12-19,1310910630
2012-12-20,1304972189
2012-12-21,1281218430
2012-12-24,1258949280
2012-12-26,1236680130
2012-12-27,1227772470
2012-12-28,1223318640
2012-12-31,1268496300
2013-01-02,1296751200
2013-01-03,1316083500
2013-01-04,1290802800
2013-01-07,1284854400
2013-01-08,1280393100
2013-01-09,1284854400
2013-01-10,1286341500
2013-01-11,1264035000
2013-01-14,1253625300
2013-01-15,1235780100
2013-01-16,1235780100
2013-01-17,1278906000
2013-01-18,1278906000
2013-01-22,1298238300
2013-01-23,1301212500
2013-01-24,1360696500
2013-01-25,1347312600
2013-01-28,1350286800
2013-01-29,1323519000
2013-01-30,1289315700
2013-01-31,1317570600
2013-02-01,1319057700
2013-02-04,1240241400
2013-02-05,1216447800
2013-02-06,1225370400
2013-02-07,1265522100
2013-02-08,1289315700
2013-02-11,1296751200
2013-02-12,1296751200
2013-02-13,1320544800
2013-02-14,1335415800
2013-02-15,1336902900
2013-02-19,1348799700
2013-02-20,1342851300
2013-02-21,1323519000
2013-02-22,1365157800
2013-02-25,1357722300
2013-02-26,1385977200
2013-02-27,1435051500
2013-02-28,1438025700
2013-03-01,1423154700
2013-03-04,1433564400
2013-03-05,1436538600
2013-03-06,1429103100
2013-03-07,1432077300
2013-03-08,1440999900
2013-03-11,1449922500
2013-03-12,1460332200
2013-03-13,1485612900
2013-03-14,1490074200
2013-03-15,1481151600
2013-03-18,1469254800
2013-03-19,1475203200
2013-03-20,1506432300
2013-03-21,1482638700
2013-03-22,1484125800
2013-03-25,1484125800
2013-03-26,1470741900
2013-03-27,1476690300
2013-03-28,1457358000
2013-04-01,1412083530
2013-04-02,1404643680
2013-04-03,1371908340
2013-04-04,1383812100
2013-04-05,1373396310
2013-04-08,1406131650
2013-04-09,1385300070
2013-04-10,1447794810
2013-04-11,1487970000
2013-04-12,1471602330
2013-04-15,1374884280
2013-04-16,1394227890
2013-04-17,1318341420
2013-04-18,1340660970
2013-04-19,1328757210
2013-04-22,1339173000
2013-04-23,1334709090
2013-04-24,1339173000
2013-04-25,1406131650
2013-04-26,1327269240
2013-04-29,1319829390
2013-04-30,1318341420
2013-05-01,1298997810
2013-05-02,1325781270
2013-05-03,1368932400
2013-05-06,1364468490
2013-05-07,1383812100
2013-05-08,1398691800
2013-05-09,1432915110
2013-05-10,1465650450
2013-05-13,1438866990
2013-05-14,1447794810
2013-05-15,1449282780
2013-05-16,1444818870
2013-05-17,1480530150
2013-05-20,1490945940
2013-05-21,1534097070
2013-05-22,1456722629
2013-05-23,1519217370
2013-05-24,1541536920
2013-05-28,1577248200
2013-05-29,1592127900
2013-05-30,1607007600
2013-05-31,1572784290
2013-06-03,1541536920
2013-06-04,1532609100
2013-06-05,1499873760
2013-06-06,1520705340
2013-06-07,1531121129
2013-06-10,1535585040
2013-06-11,1526657220
2013-06-12,1508801580
2013-06-13,1599567750
2013-06-14,1575760230
2013-06-17,1568320379
2013-06-18,1569808350
2013-06-19,1556416620
2013-06-20,1551952710
2013-06-21,1556416620
2013-06-24,1535585040
2013-06-25,1587663990
2013-06-26,1614447450
2013-06-27,1618911360
2013-06-28,1645694820
2013-07-01,1755386100
2013-07-02,1752385440
2013-07-03,1797395340
2013-07-05,1837904250
2013-07-08,1866410520
2013-07-09,1899417780
2013-07-10,1878413160
2013-07-11,1888915470
2013-07-12,1891916130
2013-07-15,1897917450
2013-07-16,1824401280
2013-07-17,1830402600
2013-07-18,1816899630
2013-07-19,1809397980
2013-07-22,1804896990
2013-07-23,1809397980
2013-07-24,1782392040
2013-07-25,1792894350
2013-07-26,1791394020
2013-07-29,1774890390
2013-07-30,1782392040
2013-07-31,1827401940
2013-08-01,1765888410
2013-08-02,1789893690
2013-08-05,1782392040
2013-08-06,1812398640
2013-08-07,1803396660
2013-08-08,1803396660
2013-08-09,1791394020
2013-08-12,1806397319
2013-08-13,1837904250
2013-08-14,1804896990
2013-08-15,1734381480
2013-08-16,1711876530
2013-08-19,1725379500
2013-08-20,1770389400
2013-08-21,1756886430
2013-08-22,1798895670
2013-08-23,1791394020
2013-08-26,1789893690
2013-08-27,1737382140
2013-08-28,1704374880
2013-08-29,1726879830
2013-08-30,1672867950
2013-09-03,1665366300
2013-09-04,1675868610
2013-09-05,1677368940
2013-09-06,1659364980
2013-09-09,1699873890
2013-09-10,1713376860
2013-09-11,1704374880
2013-09-12,1681869930
2013-09-13,1684870590
2013-09-16,1710376200
2013-09-17,1708875870
2013-09-18,1716377520
2013-09-19,1731380819
2013-09-20,1749384780
2013-09-23,1756886430
2013-09-24,1762887750
2013-09-25,1749384780
2013-09-26,1843905569
2013-09-27,1876912830
2013-09-30,1887536340
2013-10-01,1862008800
2013-10-02,1845490979
2013-10-03,1839484500
2013-10-04,1845490979
2013-10-07,1837982880
2013-10-08,1824468300
2013-10-09,1792934280
2013-10-10,1818461820
2013-10-11,1877025000
2013-10-14,1898047680
2013-10-15,1904054160
2013-10-16,1938591420
2013-10-17,1949102760
2013-10-18,2024183760
2013-10-21,2024183760
2013-10-22,2073737220
2013-10-23,2055717780
2013-10-24,2046708060
2013-10-25,2034695100
2013-10-28,2036196720
2013-10-29,2078242080
2013-10-30,2064727500
2013-10-31,2076740460
2013-11-01,2058721020
2013-11-04,2060222640
2013-11-05,2030190240
2013-11-06,1992649740
2013-11-07,1935588180
2013-11-08,1998656220
2013-11-11,1998656220
2013-11-12,2000157840
2013-11-13,2033193479
2013-11-14,2006164320
2013-11-15,2043704820
2013-11-18,2007665940
2013-11-19,2016675660
2013-11-20,2037698340
2013-11-21,2082746940
2013-11-22,2096261520
2013-11-25,2063225880
2013-11-26,2063225880
2013-11-27,2069232360
2013-11-29,2096261520
2013-12-02,2100766380
2013-12-03,2106772860
2013-12-04,2069232360
2013-12-05,2045206440
2013-12-06,2058721020
2013-12-09,2039199960
2013-12-10,2030190240
2013-12-11,2013672420
2013-12-12,2034695100
2013-12-13,2051212920
2013-12-16,2103769620
2013-12-17,2159329560
2013-12-18,2175847380
2013-12-19,2132300400
2013-12-20,2195368440
2013-12-23,2255433240
