,NDAQ
2011-12-22,4245420000
2011-12-23,4271370000
2011-12-27,4260990000
2011-12-28,4203900000
2011-12-29,4260990000
2011-12-30,4240230000
2012-01-03,4318080000
2012-01-04,4260990000
2012-01-05,4266180000
2012-01-06,4224660000
2012-01-09,4209089999
2012-01-10,4354410000
2012-01-11,4333650000
2012-01-12,4318080000
2012-01-13,4292130000
2012-01-17,4240230000
2012-01-18,4286940000
2012-01-19,4349220000
2012-01-20,4385550000
2012-01-23,4406310000
2012-01-24,4437450000
2012-01-25,4478970000
2012-01-26,4468590000
2012-01-27,4494540000
2012-01-30,4375170000
2012-01-31,4281750000
2012-02-01,4286940000
2012-02-02,4266180000
2012-02-03,4338840000
2012-02-06,4385550000
2012-02-07,4447830000
2012-02-08,4541250000
2012-02-09,4478970000
2012-02-10,4499730000
2012-02-13,4562010000
2012-02-14,4562010000
2012-02-15,4536060000
2012-02-16,4629480000
2012-02-17,4639860000
2012-02-21,4603530000
2012-02-22,4536060000
2012-02-23,4541250000
2012-02-24,4619100000
2012-02-27,4634670000
2012-02-28,4608720000
2012-02-29,4556820000
2012-03-01,4551630000
2012-03-02,4515300000
2012-03-05,4525680000
2012-03-06,4406310000
2012-03-07,4437450000
2012-03-08,4489350000
2012-03-09,4520490000
2012-03-12,4468590000
2012-03-13,4624290000
2012-03-14,4582770000
2012-03-15,4629480000
2012-03-16,4603530000
2012-03-19,4634670000
2012-03-20,4624290000
2012-03-21,4645050000
2012-03-22,4650240000
2012-03-23,4608720000
2012-03-26,4702140000
2012-03-27,4603530000
2012-03-28,4572390000
2012-03-29,4468590000
2012-03-30,4478970000
2012-04-02,4380480000
2012-04-03,4350060000
2012-04-04,4263870000
2012-04-05,4314570000
2012-04-09,4284149999
2012-04-10,4157399999
2012-04-11,4177680000
2012-04-12,4218240000
2012-04-13,4152329999
2012-04-16,4126980000
2012-04-17,4187820000
2012-04-18,4177680000
2012-04-19,4172610000
2012-04-20,4233450000
2012-04-23,4228380000
2012-04-24,4279079999
2012-04-25,4243589999
2012-04-26,4238519999
2012-04-27,4248660000
2012-04-30,4152329999
2012-05-01,4132050000
2012-05-02,4071209999
2012-05-03,4000230000
2012-05-04,4000230000
2012-05-07,3959670000
2012-05-08,3995160000
2012-05-09,4066140000
2012-05-10,4010370000
2012-05-11,3949530000
2012-05-14,3979950000
2012-05-15,4000230000
2012-05-16,3903900000
2012-05-17,3888690000
2012-05-18,3716310000
2012-05-21,3848130000
2012-05-22,3772080000
2012-05-23,3685890000
2012-05-24,3685890000
2012-05-25,3726450000
2012-05-29,3756870000
2012-05-30,3685890000
2012-05-31,3696030000
2012-06-01,3614910000
2012-06-04,3614910000
2012-06-05,3696030000
2012-06-06,3756870000
2012-06-07,3736590000
2012-06-08,3736590000
2012-06-11,3625050000
2012-06-12,3670680000
2012-06-13,3604770000
2012-06-14,3594630000
2012-06-15,3630120000
2012-06-18,3665610000
2012-06-19,3741660000
2012-06-20,3756870000
2012-06-21,3640260000
2012-06-22,3680820000
2012-06-25,3589560000
2012-06-26,3599700000
2012-06-27,3655470000
2012-06-28,3696030000
2012-06-29,3832920000
2012-07-02,3805125238
2012-07-03,3785177006
2012-07-05,3750267600
2012-07-06,3695409963
2012-07-09,3630578209
2012-07-10,3600655861
2012-07-11,3675461731
2012-07-12,3665487615
2012-07-13,3750267600
2012-07-16,3740293485
2012-07-17,3785177006
2012-07-18,3805125238
2012-07-19,3790164064
2012-07-20,3720345253
2012-07-23,3680448789
2012-07-24,3630578209
2012-07-25,3800138180
2012-07-26,3859982876
2012-07-27,3864969934
2012-07-30,3850008760
2012-07-31,3775202890
2012-08-01,3790164064
2012-08-02,3760241716
2012-08-03,3815099354
2012-08-06,3850008760
2012-08-07,3889905224
2012-08-08,3869956992
2012-08-09,3869956992
2012-08-10,3884918166
2012-08-13,3884918166
2012-08-14,3854995818
2012-08-15,3874944050
2012-08-16,3894892282
2012-08-17,3919827572
2012-08-20,3914840514
2012-08-21,3939775804
2012-08-22,3854995818
2012-08-23,3800138180
2012-08-24,3785177006
2012-08-27,3805125238
2012-08-28,3840034644
2012-08-29,3825073470
2012-08-30,3790164064
2012-08-31,3800138180
2012-09-04,3864969934
2012-09-05,3869956992
2012-09-06,3944762862
2012-09-07,3944762862
2012-09-10,3919827572
2012-09-11,3934788746
2012-09-12,3959724036
2012-09-13,4024555789
2012-09-14,4069439311
2012-09-17,4009594615
2012-09-18,3929801688
2012-09-19,3989646384
2012-09-20,3939775804
2012-09-21,3954736978
2012-09-24,3944762862
2012-09-25,3850008760
2012-09-26,3810112296
2012-09-27,3894892282
2012-09-28,3869956992
2012-10-01,3869040000
2012-10-02,3834495000
2012-10-03,3824625000
2012-10-04,3898650000
2012-10-05,3878910000
2012-10-08,3873975000
2012-10-09,3834495000
2012-10-10,3873975000
2012-10-11,3864105000
2012-10-12,3824625000
2012-10-15,3898650000
2012-10-16,3962804999
2012-10-17,4026960000
2012-10-18,4041764999
2012-10-19,3992415000
2012-10-22,3967739999
2012-10-23,3967739999
2012-10-24,3878910000
2012-10-25,3923325000
2012-10-26,3908520000
2012-10-31,3913455000
2012-11-01,3972675000
2012-11-02,3952935000
2012-11-05,3992415000
2012-11-06,4017090000
2012-11-07,3913455000
2012-11-08,3873975000
2012-11-09,3878910000
2012-11-12,3864105000
2012-11-13,3809820000
2012-11-14,3750600000
2012-11-15,3795015000
2012-11-16,3775275000
2012-11-19,3834495000
2012-11-20,3804885000
2012-11-21,3819690000
2012-11-23,3913455000
2012-11-26,3873975000
2012-11-27,3883845000
2012-11-28,3938130000
2012-11-29,3992415000
2012-11-30,3987480000
2012-12-03,3928260000
2012-12-04,3972675000
2012-12-05,3893715000
2012-12-06,3898650000
2012-12-07,3898650000
2012-12-10,3864105000
2012-12-11,3873975000
2012-12-12,3997350000
2012-12-13,4002284999
2012-12-14,3982545000
2012-12-17,4061505000
2012-12-18,4145400000
2012-12-19,4150335000
2012-12-20,4293449999
2012-12-21,4194750000
2012-12-24,4150335000
2012-12-26,4140465000
2012-12-27,4120725000
2012-12-28,4096050000
2012-12-31,4140843000
2013-01-02,4270089000
2013-01-03,4369509000
2013-01-04,4389393000
2013-01-07,4354596000
2013-01-08,4324770000
2013-01-09,4369509000
2013-01-10,4414248000
2013-01-11,4404306000
2013-01-14,4429161000
2013-01-15,4439103000
2013-01-16,4449045000
2013-01-17,4483842000
2013-01-18,4493784000
2013-01-22,4558407000
2013-01-23,4538523000
2013-01-24,4558407000
2013-01-25,4588233000
2013-01-28,4603146000
2013-01-29,4623030000
2013-01-30,4632972000
2013-01-31,4692624000
2013-02-01,4747305000
2013-02-04,4697595000
2013-02-05,4772160000
2013-02-06,4806957000
2013-02-07,4846725000
2013-02-08,4881522000
2013-02-11,5035623000
2013-02-12,5060478000
2013-02-13,5244405000
2013-02-14,5070420000
2013-02-15,5149956000
2013-02-19,5219550000
2013-02-20,5144985000
2013-02-21,5135043000
2013-02-22,5194695000
2013-02-25,5110188000
2013-02-26,5209608000
2013-02-27,5269260000
2013-02-28,5244405000
2013-03-01,5234463000
2013-03-04,5309028000
2013-03-05,5378622000
2013-03-06,5338854000
2013-03-07,5304057000
2013-03-08,5304057000
2013-03-11,5353767000
2013-03-12,5318970000
2013-03-13,5323941000
2013-03-14,5403477000
2013-03-15,5398506000
2013-03-18,5353767000
2013-03-19,5299086000
2013-03-20,5294115000
2013-03-21,5309028000
2013-03-22,5363709000
2013-03-25,5323941000
2013-03-26,5388564000
2013-03-27,5363709000
2013-03-28,5353767000
2013-04-01,5326464000
2013-04-02,4642560000
2013-04-03,4702464000
2013-04-04,4752384000
2013-04-05,4787328000
2013-04-08,4827264000
2013-04-09,4782336000
2013-04-10,4827264000
2013-04-11,4852224000
2013-04-12,4857216000
2013-04-15,4747392000
2013-04-16,4767360000
2013-04-17,4707456000
2013-04-18,4647552000
2013-04-19,4652544000
2013-04-22,4682496000
2013-04-23,4737408000
2013-04-24,4692480000
2013-04-25,4782336000
2013-04-26,4812288000
2013-04-29,4842240000
2013-04-30,4907136000
2013-05-01,4867200000
2013-05-02,4987008000
2013-05-03,5066880000
2013-05-06,5016960000
2013-05-07,5026944000
2013-05-08,5081856000
2013-05-09,5031936000
2013-05-10,5076864000
2013-05-13,5071872000
2013-05-14,5146752000
2013-05-15,5181696000
2013-05-16,5116800000
2013-05-17,5201664000
2013-05-20,5216640000
2013-05-21,5191680000
2013-05-22,5156736000
2013-05-23,5146752000
2013-05-24,5111808000
2013-05-28,5236608000
2013-05-29,5256576000
2013-05-30,5351424000
2013-05-31,5236608000
2013-06-03,5166720000
2013-06-04,5131776000
2013-06-05,5166720000
2013-06-06,5301504000
2013-06-07,5471232000
2013-06-10,5476224000
2013-06-11,5346432000
2013-06-12,5216640000
2013-06-13,5421312000
2013-06-14,5426304000
2013-06-17,5496192000
2013-06-18,5521152000
2013-06-19,5441280000
2013-06-20,5451264000
2013-06-21,5421312000
2013-06-24,5301504000
2013-06-25,5381376000
2013-06-26,5396352000
2013-06-27,5466240000
2013-06-28,5456256000
2013-07-01,5540976000
2013-07-02,5530938000
2013-07-03,5475729000
2013-07-05,5571090000
2013-07-08,5545995000
2013-07-09,5561052000
2013-07-10,5566071000
2013-07-11,5706603000
2013-07-12,5736717000
2013-07-15,5711622000
2013-07-16,5651394000
2013-07-17,5631318000
2013-07-18,5711622000
2013-07-19,5671470000
2013-07-22,5646375000
2013-07-23,5661432000
2013-07-24,5490786000
2013-07-25,5561052000
2013-07-26,5505843000
2013-07-29,5520900000
2013-07-30,5430558000
2013-07-31,5420520000
2013-08-01,5556033000
2013-08-02,5515881000
2013-08-05,5455653000
2013-08-06,5440596000
2013-08-07,5395425000
2013-08-08,5405463000
2013-08-09,5340216000
2013-08-12,5345235000
2013-08-13,5340216000
2013-08-14,5345235000
2013-08-15,5209722000
2013-08-16,5149494000
2013-08-19,5149494000
2013-08-20,5224779000
2013-08-21,5274969000
2013-08-22,5094285000
2013-08-23,5159532000
2013-08-26,5129418000
2013-08-27,5008962000
2013-08-28,4993905000
2013-08-29,5029038000
2013-08-30,4993905000
2013-09-03,4983867000
2013-09-04,5019000000
2013-09-05,5064171000
2013-09-06,5104323000
2013-09-09,5129418000
2013-09-10,5184627000
2013-09-11,5184627000
2013-09-12,5234817000
2013-09-13,5229798000
2013-09-16,5254893000
2013-09-17,5274969000
2013-09-18,5315121000
2013-09-19,5355273000
2013-09-20,5365311000
2013-09-23,5365311000
2013-09-24,5385387000
2013-09-25,5360292000
2013-09-26,5450634000
2013-09-27,5385387000
2013-09-30,5402430000
2013-10-01,5452920000
2013-10-02,5447871000
2013-10-03,5437773000
2013-10-04,5538753000
2013-10-07,5432724000
2013-10-08,5351940000
2013-10-09,5387283000
2013-10-10,5558949000
2013-10-11,5584194000
2013-10-14,5644782000
2013-10-15,5609439000
2013-10-16,5670027000
2013-10-17,5735664000
2013-10-18,5745762000
2013-10-21,5670027000
2013-10-22,5649831000
2013-10-23,5978016000
2013-10-24,5998212000
2013-10-25,6008310000
2013-10-28,6013359000
2013-10-29,6058800000
2013-10-30,6013359000
2013-10-31,5962869000
2013-11-01,5937624000
2013-11-04,5967918000
2013-11-05,5942673000
2013-11-06,5972967000
2013-11-07,5912379000
2013-11-08,6048702000
2013-11-11,6043653000
2013-11-12,6033555000
2013-11-13,6089094000
2013-11-14,6260760000
2013-11-15,6240564000
2013-11-18,6326397000
2013-11-19,6432426000
2013-11-20,6477867000
2013-11-21,6548553000
2013-11-22,6664680000
2013-11-25,6614190000
2013-11-26,6528357000
2013-11-27,6503112000
2013-11-29,6614190000
2013-12-02,6629337000
2013-12-03,6568749000
2013-12-04,6725268000
2013-12-05,6538455000
2013-12-06,6543504000
2013-12-09,6548553000
2013-12-10,6543504000
2013-12-11,6513210000
2013-12-12,6528357000
2013-12-13,6487965000
2013-12-16,6518259000
2013-12-17,6614190000
2013-12-18,6664680000
2013-12-19,6639435000
2013-12-20,6725268000
2013-12-23,6689925000
2013-12-24,6715170000
2013-12-26,6730317000
2013-12-27,6720219000
2013-12-30,6705072000
2013-12-31,6751776000
2014-01-02,6650016000
2014-01-03,6746688000
2014-01-06,6761952000
2014-01-07,6797568000
2014-01-08,6812832000
2014-01-09,6823008000
2014-01-10,6772128000
2014-01-13,6639840000
2014-01-14,6741600000
2014-01-15,6700896000
2014-01-16,6782304000
2014-01-17,6736512000
2014-01-21,6680544000
2014-01-22,6700896000
2014-01-23,6563520000
2014-01-24,6375264000
2014-01-27,6329472000
2014-01-28,6385440000
2014-01-29,6309120000
2014-01-30,6512640000
2014-01-31,6471936000
2014-02-03,6298944000
2014-02-04,6410880000
2014-02-05,6471936000
2014-02-06,6421056000
2014-02-07,6365088000
2014-02-10,6360000000
2014-02-11,6507552000
2014-02-12,6543168000
2014-02-13,6563520000
2014-02-14,6568608000
2014-02-18,6634752000
2014-02-19,6711072000
2014-02-20,6695808000
2014-02-21,6604224000
2014-02-24,6634752000
2014-02-25,6624576000
2014-02-26,6502464000
2014-02-27,6517728000
2014-02-28,6512640000
2014-03-03,6502464000
2014-03-04,6751776000
2014-03-05,6792480000
2014-03-06,6904416000
2014-03-07,6919680000
2014-03-10,6828096000
2014-03-11,6705984000
2014-03-12,6680544000
2014-03-13,6583872000
2014-03-14,6670368000
2014-03-17,6736512000
2014-03-18,6527904000
2014-03-19,6360000000
2014-03-20,6360000000
2014-03-21,6365088000
2014-03-24,6461760000
2014-03-25,6471936000
2014-03-26,6375264000
2014-03-27,6298944000
2014-03-28,6227712000
2014-03-31,6252249000
2014-04-01,6059247000
2014-04-02,6262407000
2014-04-03,6170985000
2014-04-04,6145590000
2014-04-07,6059247000
2014-04-08,5891640000
2014-04-09,5906877000
2014-04-10,5906877000
2014-04-11,5886561000
2014-04-14,5825613000
2014-04-15,5779902000
2014-04-16,5881482000
2014-04-17,5927193000
2014-04-21,6008457000
2014-04-22,6201459000
2014-04-23,6196380000
2014-04-24,6140511000
2014-04-25,6104958000
2014-04-28,6145590000
2014-04-29,6181143000
2014-04-30,6247170000
2014-05-01,6252249000
2014-05-02,6237012000
2014-05-05,6211617000
2014-05-06,6145590000
2014-05-07,6242091000
2014-05-08,6191301000
2014-05-09,6155748000
2014-05-12,6237012000
2014-05-13,6181143000
2014-05-14,6186222000
2014-05-15,6130353000
2014-05-16,6104958000
2014-05-19,6130353000
2014-05-20,6054168000
2014-05-21,6145590000
2014-05-22,6155748000
2014-05-23,6170985000
2014-05-27,6252249000
2014-05-28,6328434000
2014-05-29,6384303000
2014-05-30,6414777000
2014-06-02,6394461000
2014-06-03,6440172000
2014-06-04,6460488000
2014-06-05,6384303000
2014-06-06,6369066000
2014-06-09,6384303000
2014-06-10,6287802000
2014-06-11,6176064000
2014-06-12,6231933000
2014-06-13,6216696000
2014-06-16,6186222000
2014-06-17,6308118000
2014-06-18,6414777000
2014-06-19,6353829000
2014-06-20,6394461000
2014-06-23,6582384000
2014-06-24,6384303000
2014-06-25,6353829000
2014-06-26,6435093000
2014-06-27,6475725000
2014-06-30,6509646000
2014-07-01,6631038000
2014-07-02,6686676000
2014-07-03,6732198000
2014-07-07,6696792000
2014-07-08,6560226000
2014-07-09,6595632000
2014-07-10,6509646000
2014-07-11,6595632000
2014-07-14,6782778000
2014-07-15,6747372000
2014-07-16,6792894000
2014-07-17,6848532000
2014-07-18,6909228000
2014-07-21,6924402000
2014-07-22,6990156000
2014-07-23,6939576000
2014-07-24,7116606000
2014-07-25,7141896000
2014-07-28,7222824000
2014-07-29,7222824000
2014-07-30,7232940000
2014-07-31,7111548000
2014-08-01,7076142000
2014-08-04,7126722000
2014-08-05,7025562000
2014-08-06,7035678000
2014-08-07,6995214000
2014-08-08,7020504000
2014-08-11,7076142000
2014-08-12,7010388000
2014-08-13,7086258000
2014-08-14,7121664000
2014-08-15,7101432000
2014-08-18,7141896000
2014-08-19,7162128000
2014-08-20,7202592000
2014-08-21,7207650000
2014-08-22,7212708000
2014-08-25,7329042000
2014-08-26,7354332000
2014-08-27,7369506000
2014-08-28,7384680000
2014-08-29,7329042000
2014-09-02,7339158000
2014-09-03,7313868000
2014-09-04,7268346000
2014-09-05,7268346000
2014-09-08,7298694000
2014-09-09,7243056000
2014-09-10,7308810000
2014-09-11,7303752000
2014-09-12,7394796000
2014-09-15,7359390000
2014-09-16,7415028000
2014-09-17,7394796000
2014-09-18,7369506000
2014-09-19,7399854000
2014-09-22,7293636000
2014-09-23,7177302000
2014-09-24,7212708000
2014-09-25,7081200000
2014-09-26,7146954000
2014-09-29,7141896000
2014-09-30,7135044000
2014-10-01,7054308000
2014-10-02,7079538000
2014-10-03,7190550000
2014-10-06,7094676000
2014-10-07,6933204000
2014-10-08,7089630000
2014-10-09,6983664000
2014-10-10,6958434000
2014-10-13,6726318000
2014-10-14,6690996000
2014-10-15,6696042000
2014-10-16,6680904000
2014-10-17,6756594000
2014-10-20,6852468000
2014-10-21,6928158000
2014-10-22,6882744000
2014-10-23,6948342000
2014-10-24,6877698000
2014-10-27,6892836000
2014-10-28,7034124000
2014-10-29,7135044000
2014-10-30,7195596000
2014-10-31,7276332000
2014-11-03,7321746000
2014-11-04,7346976000
2014-11-05,7357068000
2014-11-06,7382298000
2014-11-07,7382298000
2014-11-10,7407528000
2014-11-11,7447896000
2014-11-12,7407528000
2014-11-13,7367160000
2014-11-14,7362114000
2014-11-17,7357068000
2014-11-18,7397436000
2014-11-19,7397436000
2014-11-20,7427712000
2014-11-21,7417620000
2014-11-24,7508448000
2014-11-25,7498356000
2014-11-26,7538724000
2014-11-28,7553862000
2014-12-01,7447896000
2014-12-02,7579092000
2014-12-03,7659828000
2014-12-04,7725426000
2014-12-05,7685058000
2014-12-08,7780932000
2014-12-09,7806162000
2014-12-10,7700196000
2014-12-11,7902036000
2014-12-12,7755702000
2014-12-15,7816254000
2014-12-16,7695150000
2014-12-17,7826346000
2014-12-18,8048370000
2014-12-19,8189658000
2014-12-22,8290578000
2014-12-23,8265347999
2014-12-24,8199750000
2014-12-26,8189658000
2014-12-29,8214888000
2014-12-30,8179566000
2014-12-31,8106930000
2015-01-02,8086650000
2015-01-05,8046090000
2015-01-06,8041020000
2015-01-07,8157630000
2015-01-08,8284380000
2015-01-09,8198190000
2015-01-12,8000460000
2015-01-13,7893990000
2015-01-14,7716540000
2015-01-15,7731750000
2015-01-16,7823010000
2015-01-20,7767240000
2015-01-21,7721610000
2015-01-22,7863570000
2015-01-23,7868640000
2015-01-26,7868640000
2015-01-27,7787520000
2015-01-28,7610070000
2015-01-29,7635420000
2015-01-30,7706400000
2015-02-02,7909200000
2015-02-03,7949760000
2015-02-04,8046090000
2015-02-05,8162700000
2015-02-06,8319870000
2015-02-09,8193120000
2015-02-10,8203260000
2015-02-11,8309730000
2015-02-12,8406059999
2015-02-13,8360429999
2015-02-17,8436480000
2015-02-18,8436480000
2015-02-19,8502390000
2015-02-20,8608860000
2015-02-23,8583510000
2015-02-24,8558159999
2015-02-25,8583510000
2015-02-26,8558159999
2015-02-27,8477039999
2015-03-02,8603790000
2015-03-03,8548020000
2015-03-04,8619000000
2015-03-05,8583510000
2015-03-06,8482110000
2015-03-09,8568299999
2015-03-10,8390850000
2015-03-11,8340150000
2015-03-12,8446620000
2015-03-13,8492250000
2015-03-16,8583510000
2015-03-17,8608860000
2015-03-18,8370570000
2015-03-19,8517600000
2015-03-20,8522669999
2015-03-23,8507460000
2015-03-24,8477039999
2015-03-25,8309730000
2015-03-26,8375640000
2015-03-27,8400990000
2015-03-30,8568299999
2015-03-31,8593578000
2015-04-01,8512602000
2015-04-02,8451870000
2015-04-06,8532846000
2015-04-07,8436687000
2015-04-08,8421504000
2015-04-09,8456931000
2015-04-10,8532846000
2015-04-13,8487297000
2015-04-14,8386077000
2015-04-15,8350650000
2015-04-16,8401260000
2015-04-17,8208941999
2015-04-20,8153271000
2015-04-21,8219063999
2015-04-22,8239308000
2015-04-23,8396199000
2015-04-24,8193759000
2015-04-27,8143149000
2015-04-28,8320284000
2015-04-29,8259552000
2015-04-30,8203881000
2015-05-01,8274735000
2015-05-04,8370894000
2015-05-05,8340528000
2015-05-06,8259552000
2015-05-07,8416442999
2015-05-08,8527785000
2015-05-11,8568273000
2015-05-12,8517662999
2015-05-13,8563212000
2015-05-14,8679615000
2015-05-15,8634066000
2015-05-18,8735286000
2015-05-19,8816262000
2015-05-20,8745408000
2015-05-21,8816262000
2015-05-22,8876994000
2015-05-26,8760591000
2015-05-27,8780835000
2015-05-28,8831445000
2015-05-29,8730225000
2015-06-01,8684676000
2015-06-02,8704920000
2015-06-03,8765652000
2015-06-04,8659371000
2015-06-05,8522724000
2015-06-08,8441748000
2015-06-09,8456931000
2015-06-10,8563212000
2015-06-11,8618883000
2015-06-12,8558151000
2015-06-15,8492358000
2015-06-16,8532846000
2015-06-17,8613822000
2015-06-18,8649249000
2015-06-19,8497419000
2015-06-22,8537907000
2015-06-23,8527785000
2015-06-24,8391137999
2015-06-25,8426564999
2015-06-26,8386077000
2015-06-29,8188698000
2015-06-30,8146389000
2015-07-01,8131367999
2015-07-02,8201465999
2015-07-06,8136375000
2015-07-07,8151396000
2015-07-08,7986165000
2015-07-09,8216487000
2015-07-10,8426780999
2015-07-13,8456823000
2015-07-14,8536935000
2015-07-15,8551955999
2015-07-16,8657103000
2015-07-17,8652096000
2015-07-20,8637075000
2015-07-21,8546949000
2015-07-22,8632068000
2015-07-23,8602026000
2015-07-24,8662110000
2015-07-27,8541941999
2015-07-28,8451815999
2015-07-29,8511900000
2015-07-30,8511900000
2015-07-31,8516907000
2015-08-03,8511900000
2015-08-04,8576990999
2015-08-05,8757243000
2015-08-06,8807313000
2015-08-07,8832348000
2015-08-10,8937495000
2015-08-11,8897439000
2015-08-12,8852376000
2015-08-13,8952516000
2015-08-14,9057663000
2015-08-17,9042642000
2015-08-18,9062670000
2015-08-19,9017607000
2015-08-20,8857383000
2015-08-21,8602026000
2015-08-24,8286585000
2015-08-25,8151396000
2015-08-26,8291591999
2015-08-27,8561970000
2015-08-28,8592012000
2015-08-31,8541941999
2015-09-01,8346669000
2015-09-02,8476851000
2015-09-03,8536935000
2015-09-04,8396739000
2015-09-08,8672124000
2015-09-09,8501886000
2015-09-10,8566977000
2015-09-11,8637075000
2015-09-14,8571984000
2015-09-15,8632068000
2015-09-16,8652096000
2015-09-17,8501886000
2015-09-18,8421774000
2015-09-21,8541941999
2015-09-22,8516907000
2015-09-23,8677131000
2015-09-24,8667117000
2015-09-25,8927481000
2015-09-28,8682138000
2015-09-29,8647089000
2015-09-30,8779764000
2015-10-01,8661252000
2015-10-02,8661252000
2015-10-05,8829144000
2015-10-06,8784702000
2015-10-07,8764950000
2015-10-08,8853834000
2015-10-09,8740260000
2015-10-12,8908152000
2015-10-13,8824206000
2015-10-14,8834082000
2015-10-15,9036540000
2015-10-16,9046416000
2015-10-19,9125424000
2015-10-20,9189618000
2015-10-21,9095796000
2015-10-22,9727860000
2015-10-23,9663666000
2015-10-26,9614286000
2015-10-27,9703170000
2015-10-28,9757488000
2015-10-29,9747612000
2015-10-30,9530340000
2015-11-02,9821682000
2015-11-03,9762426000
2015-11-04,9574782000
2015-11-05,9648852000
2015-11-06,9584658000
2015-11-09,9495774000
2015-11-10,9638976000
2015-11-11,9629100000
2015-11-12,9500712000
2015-11-13,9313068000
2015-11-16,9421704000
2015-11-17,9476022000
2015-11-18,9658728000
2015-11-19,9772302000
2015-11-20,9871062000
2015-11-23,9747612000
2015-11-24,9629100000
2015-11-25,9619224000
2015-11-27,9688356000
2015-11-30,9648852000
2015-12-01,9663666000
2015-12-02,9629100000
2015-12-03,9377262000
2015-12-04,9703170000
2015-12-07,9594534000
2015-12-08,9535278000
2015-12-09,9293316000
2015-12-10,9209370000
2015-12-11,9031602000
2015-12-14,9229122000
2015-12-15,9342696000
2015-12-16,9362448000
2015-12-17,9229122000
2015-12-18,9204432000
2015-12-21,9293316000
2015-12-22,9550092000
2015-12-23,9545154000
2015-12-24,9545154000
2015-12-28,9727860000
2015-12-29,9772302000
2015-12-30,9713046000
2015-12-31,9557331000
2016-01-04,9291165000
2016-01-05,9429177000
2016-01-06,9404532000
2016-01-07,9379887000
2016-01-08,9167940000
2016-01-11,9409461000
2016-01-12,9458751000
2016-01-13,9158082000
2016-01-14,9443964000
2016-01-15,9281307000
2016-01-19,9443964000
2016-01-20,9251733000
2016-01-21,9163011000
2016-01-22,9483396000
2016-01-25,9301023000
2016-01-26,9616479000
2016-01-27,9577047000
2016-01-28,9675627000
2016-01-29,10188243000
2016-02-01,10143882000
2016-02-02,10237533000
2016-02-03,10119237000
2016-02-04,9833355000
2016-02-05,9759420000
2016-02-08,9892503000
2016-02-09,10104450000
2016-02-10,10000941000
2016-02-11,9853071000
2016-02-12,10074876000
2016-02-16,10129095000
2016-02-17,10345971000
2016-02-18,10331184000
2016-02-19,10341042000
2016-02-22,10439622000
2016-02-23,10375545000
2016-02-24,10459338000
2016-02-25,10597350000
2016-02-26,10488912000
2016-02-29,10400190000
2016-03-01,10557918000
2016-03-02,10597350000
2016-03-03,10710717000
2016-03-04,10671285000
2016-03-07,10552989000
2016-03-08,10656498000
2016-03-09,10740291000
2016-03-10,10676214000
2016-03-11,10838871000
2016-03-14,10981812000
2016-03-15,11016315000
2016-03-16,10942380000
2016-03-17,10819155000
2016-03-18,10597350000
2016-03-21,10557918000
2016-03-22,10750149000
2016-03-23,10784652000
2016-03-24,10518486000
2016-03-28,10626924000
2016-03-29,10774794000
2016-03-30,10705788000
2016-03-31,10954350000
2016-04-01,10904850000
2016-04-04,10815750000
2016-04-05,10721700000
2016-04-06,10716750000
2016-04-07,10602900000
2016-04-08,10503900000
2016-04-11,10607850000
2016-04-12,10419750000
2016-04-13,10553400000
2016-04-14,10503900000
2016-04-15,10632600000
2016-04-18,10583100000
2016-04-19,10588050000
2016-04-20,10583100000
2016-04-21,10528650000
2016-04-22,10558350000
2016-04-25,10588050000
2016-04-26,10627650000
2016-04-27,10583100000
2016-04-28,10370250000
2016-04-29,10182150000
2016-05-02,10395000000
2016-05-03,10276200000
2016-05-04,10325700000
2016-05-05,10429650000
2016-05-06,10563300000
2016-05-09,10642500000
2016-05-10,10657350000
2016-05-11,10498950000
2016-05-12,10588050000
2016-05-13,10508850000
2016-05-16,10513800000
2016-05-17,10315800000
2016-05-18,10404900000
2016-05-19,10399950000
2016-05-20,10498950000
2016-05-23,10489050000
2016-05-24,10825650000
2016-05-25,10805850000
2016-05-26,10726650000
2016-05-27,10835550000
2016-05-31,10890000000
2016-06-01,10825650000
2016-06-02,10751400000
2016-06-03,10736550000
2016-06-06,10746450000
2016-06-07,10706850000
2016-06-08,10761300000
2016-06-09,10835550000
2016-06-10,10820700000
2016-06-13,10741500000
2016-06-14,10706850000
2016-06-15,10692000000
2016-06-16,10706850000
2016-06-17,10538550000
2016-06-20,10409850000
2016-06-21,10390050000
2016-06-22,10409850000
2016-06-23,10627650000
2016-06-24,10395000000
2016-06-27,10137600000
2016-06-28,10330650000
2016-06-29,10573200000
2016-06-30,10711008000
2016-07-01,10725912000
2016-07-05,10696104000
2016-07-06,10720944000
2016-07-07,10750752000
2016-07-08,10909728000
2016-07-11,10999152000
2016-07-12,11148192000
2016-07-13,11123352000
2016-07-14,11158128000
2016-07-15,11178000000
2016-07-18,11192904000
2016-07-19,11272392000
2016-07-20,11217744000
2016-07-21,11158128000
2016-07-22,11227680000
2016-07-25,11332008000
2016-07-26,11341944000
2016-07-27,11729448000
2016-07-28,11734416000
2016-07-29,11719512000
2016-08-01,11828808000
2016-08-02,11789064000
2016-08-03,11843712000
2016-08-04,11828808000
2016-08-05,11789064000
2016-08-08,11674800000
2016-08-09,11630088000
2016-08-10,11644992000
2016-08-11,11595312000
