,CVS
2009-04-13,43561310000
2009-04-14,42949412000
2009-04-15,42599756000
2009-04-16,44362605000
2009-04-17,43910966000
2009-04-20,42439497000
2009-04-21,44012949000
2009-04-22,44114932000
2009-04-23,43080533000
2009-04-24,43313637000
2009-04-27,43590448000
2009-04-28,44857951000
2009-04-29,44872520000
2009-04-30,46300282000
2009-05-01,46999594000
2009-05-04,46664507000
2009-05-05,46329420000
2009-05-06,46562524000
2009-05-07,46314851000
2009-05-08,46795628000
2009-05-11,47494940000
2009-05-12,48048561999
2009-05-13,46547955000
2009-05-14,46533386000
2009-05-15,44872520000
2009-05-18,45659246000
2009-05-19,45076486000
2009-05-20,43473896000
2009-05-21,43182516000
2009-05-22,43022257000
2009-05-26,43517603000
2009-05-27,42235531000
2009-05-28,43182516000
2009-05-29,43415620000
2009-06-01,44581140000
2009-06-02,45659246000
2009-06-03,44595709000
2009-06-04,44216915000
2009-06-05,43983811000
2009-06-08,44843382000
2009-06-09,44901658000
2009-06-10,44406312000
2009-06-11,44100363000
2009-06-12,44216915000
2009-06-15,43677862000
2009-06-16,43736138000
2009-06-17,44959934000
2009-06-18,45236745000
2009-06-19,46285713000
2009-06-22,45353297000
2009-06-23,45032779000
2009-06-24,45265883000
2009-06-25,45455280000
2009-06-26,45688384000
2009-06-29,46810197000
2009-06-30,45542230000
2009-07-01,45370750000
2009-07-02,44399030000
2009-07-06,44656250000
2009-07-07,43841720000
2009-07-08,44513350000
2009-07-09,44384740000
2009-07-10,44156100000
2009-07-13,45270720000
2009-07-14,44827730000
2009-07-15,45370750000
2009-07-16,45828030000
2009-07-17,46785460000
2009-07-20,47071260000
2009-07-21,46942650000
2009-07-22,47299900000
2009-07-23,47871500000
2009-07-24,49129020000
2009-07-27,48657449999
2009-07-28,48700320000
2009-07-29,48471680000
2009-07-30,48000110000
2009-07-31,47842919999
2009-08-03,48586000000
2009-08-04,48557419999
2009-08-05,49143310000
2009-08-06,48757480000
2009-08-07,49257630000
2009-08-10,49657750000
2009-08-11,49500560000
2009-08-12,49614880000
2009-08-13,50100740000
2009-08-14,49657750000
2009-08-17,48843220000
2009-08-18,49286210000
2009-08-19,49186180000
2009-08-20,50043580000
2009-08-21,51043880000
2009-08-24,51358260000
2009-08-25,52715810000
2009-08-26,52844419999
2009-08-27,52644360000
2009-08-28,52544330000
2009-08-31,53616080000
2009-09-01,52815840000
2009-09-02,52044180000
2009-09-03,52344270000
2009-09-04,53158800000
2009-09-08,52444300000
2009-09-09,52358560000
2009-09-10,52401430000
2009-09-11,52201370000
2009-09-14,52201370000
2009-09-15,52072760000
2009-09-16,52815840000
2009-09-17,52001310000
2009-09-18,51415419999
2009-09-21,51701220000
2009-09-22,51572610000
2009-09-23,51572610000
2009-09-24,50300800000
2009-09-25,50300800000
2009-09-28,49843520000
2009-09-29,51544030000
2009-09-30,49535640000
2009-10-01,49715820000
2009-10-02,48953520000
2009-10-05,48205080000
2009-10-06,48024900000
2009-10-07,49383180000
2009-10-08,50159340000
2009-10-09,50561279999
2009-10-12,50450400000
2009-10-13,50893920000
2009-10-14,51850259999
2009-10-15,52681860000
2009-10-16,52252200000
2009-10-19,52612560000
2009-10-20,52404660000
2009-10-21,51614640000
2009-10-22,52307640000
2009-10-23,51503759999
2009-10-26,50589000000
2009-10-27,49937580000
2009-10-28,49355460000
2009-10-29,50464259999
2009-10-30,48925799999
2009-11-02,49549500000
2009-11-03,49105980000
2009-11-04,50103900000
2009-11-05,40013820000
2009-11-06,41288940000
2009-11-09,42827400000
2009-11-10,41385960000
2009-11-11,41580000000
2009-11-12,41122620000
2009-11-13,41926500000
2009-11-16,41843340000
2009-11-17,42189840000
2009-11-18,42536340000
2009-11-19,43076880000
2009-11-20,43853040000
2009-11-23,44199540000
2009-11-24,43797600000
2009-11-25,43700580000
2009-11-27,43243200000
2009-11-30,42979860000
2009-12-01,43215480000
2009-12-02,43118460000
2009-12-03,42688800000
2009-12-04,42633360000
2009-12-07,42758100000
2009-12-08,42356160000
2009-12-09,43007580000
2009-12-10,43659000000
2009-12-11,44656920000
2009-12-14,44850960000
2009-12-15,44019360000
2009-12-16,42868980000
2009-12-17,43243200000
2009-12-18,43215480000
2009-12-21,44767799999
2009-12-22,44781660000
2009-12-23,44476740000
2009-12-24,44546040000
2009-12-28,44892540000
2009-12-29,45252900000
2009-12-30,45336060000
2009-12-31,44643060000
2010-01-04,45710279999
2010-01-05,45530100000
2010-01-06,45128160000
2010-01-07,46791360000
2010-01-08,47124000000
2010-01-11,47026980000
2010-01-12,46514160000
2010-01-13,47082420000
2010-01-14,47054700000
2010-01-15,46999259999
2010-01-19,47054700000
2010-01-20,46916100000
2010-01-21,46070640000
2010-01-22,46070640000
2010-01-25,45793440000
2010-01-26,45474660000
2010-01-27,45003420000
2010-01-28,44809380000
2010-01-29,44864820000
2010-02-01,45627120000
2010-02-02,46264680000
2010-02-03,44934120000
2010-02-04,43173900000
2010-02-05,43063020000
2010-02-08,45349920000
2010-02-09,45349920000
2010-02-10,45363779999
2010-02-11,46029060000
2010-02-12,45724140000
2010-02-16,46458720000
2010-02-17,47110140000
2010-02-18,47290320000
2010-02-19,47553660000
2010-02-22,47428920000
2010-02-23,47331900000
2010-02-24,47830860000
2010-02-25,47124000000
2010-02-26,46777500000
2010-03-01,47692259999
2010-03-02,48038759999
2010-03-03,48149640000
2010-03-04,48329820000
2010-03-05,48551580000
2010-03-08,48274380000
2010-03-09,48066480000
2010-03-10,48302100000
2010-03-11,48038759999
2010-03-12,47997180000
2010-03-15,48135779999
2010-03-16,48412980000
2010-03-17,48801060000
2010-03-18,48634740000
2010-03-19,47886299999
2010-03-22,48773340000
2010-03-23,49785120000
2010-03-24,49216860000
2010-03-25,50478120000
2010-03-26,50990940000
2010-03-29,51379020000
2010-03-30,51323580000
2010-03-31,49685040000
2010-04-01,49236569999
2010-04-05,48937590000
2010-04-06,48720150000
2010-04-07,48461939999
2010-04-08,49562730000
2010-04-09,50595569999
2010-04-12,50255819999
2010-04-13,50527620000
2010-04-14,50636340000
2010-04-15,50785830000
2010-04-16,50473260000
2010-04-19,50323770000
2010-04-20,50554800000
2010-04-21,50147100000
2010-04-22,50051970000
2010-04-23,50296590000
2010-04-26,50106330000
2010-04-27,49277340000
2010-04-28,50432490000
2010-04-29,50636340000
2010-04-30,50174280000
2010-05-03,50391720000
2010-05-04,49576319999
2010-05-05,49005540000
2010-05-06,47891160000
2010-05-07,47374740000
2010-05-10,49155030000
2010-05-11,48584250000
2010-05-12,49358880000
2010-05-13,49603500000
2010-05-14,48625020000
2010-05-17,48747330000
2010-05-18,47836800000
2010-05-19,47497050000
2010-05-20,46015740000
2010-05-21,46613699999
2010-05-24,46138050000
2010-05-25,46301130000
2010-05-26,45893430000
2010-05-27,47007810000
2010-05-28,47062170000
2010-06-01,46668060000
2010-06-02,47836800000
2010-06-03,47646540000
2010-06-04,45920610000
2010-06-07,42183360000
2010-06-08,42346440000
2010-06-09,41680530000
2010-06-10,43352100000
2010-06-11,43596720000
2010-06-14,43311330000
2010-06-15,43773390000
2010-06-16,43324920000
2010-06-17,43270560000
2010-06-18,44072370000
2010-06-21,43189020000
2010-06-22,42672600000
2010-06-23,42713370000
2010-06-24,41843610000
2010-06-25,41585400000
2010-06-28,41979510000
2010-06-29,40525380000
2010-06-30,39875200000
2010-07-01,39752800000
2010-07-02,39548800000
2010-07-06,38828000000
2010-07-07,39616800000
2010-07-08,40024800000
2010-07-09,40528000000
2010-07-12,40759200000
2010-07-13,41548000000
2010-07-14,41711200000
2010-07-15,41860800000
2010-07-16,40854400000
2010-07-19,41017600000
2010-07-20,41466400000
2010-07-21,40745600000
2010-07-22,40691200000
2010-07-23,42064800000
2010-07-26,42160000000
2010-07-27,41616000000
2010-07-28,42894400000
2010-07-29,42024000000
2010-07-30,41738400000
2010-08-02,42323200000
2010-08-03,41969600000
2010-08-04,41561600000
2010-08-05,40963200000
2010-08-06,40582400000
2010-08-09,40800000000
2010-08-10,40364800000
2010-08-11,38923200000
2010-08-12,39358400000
2010-08-13,39032000000
2010-08-16,39032000000
2010-08-17,39276800000
2010-08-18,39508000000
2010-08-19,38787200000
2010-08-20,38066400000
2010-08-23,38719200000
2010-08-24,37984800000
2010-08-25,38120800000
2010-08-26,37753600000
2010-08-27,37413600000
2010-08-30,37291200000
2010-08-31,36692800000
2010-09-01,38052800000
2010-09-02,38501600000
2010-09-03,39004800000
2010-09-07,38324800000
2010-09-08,38746400000
2010-09-09,39100000000
2010-09-10,39467200000
2010-09-13,39752800000
2010-09-14,39807200000
2010-09-15,40024800000
2010-09-16,40092800000
2010-09-17,40568800000
2010-09-20,41208000000
2010-09-21,40854400000
2010-09-22,40922400000
2010-09-23,40664000000
2010-09-24,42173600000
2010-09-27,41629600000
2010-09-28,42772000000
2010-09-29,42554400000
2010-09-30,42862140000
2010-10-01,43284360000
2010-10-04,42807660000
2010-10-05,43665720000
2010-10-06,44142419999
2010-10-07,43556760000
2010-10-08,42562500000
2010-10-11,42290100000
2010-10-12,42153900000
2010-10-13,43093680000
2010-10-14,42562500000
2010-10-15,42644220000
2010-10-18,42562500000
2010-10-19,41609100000
2010-10-20,42262860000
2010-10-21,42562500000
2010-10-22,42712320000
2010-10-25,42535260000
2010-10-26,41908740000
2010-10-27,42004080000
2010-10-28,41758920000
2010-10-29,41037060000
2010-11-01,40723800000
2010-11-02,41581860000
2010-11-03,42044940000
2010-11-04,42916620000
2010-11-05,42140280000
2010-11-08,42535260000
2010-11-09,42262860000
2010-11-10,42399060000
2010-11-11,42031320000
2010-11-12,41186880000
2010-11-15,40928100000
2010-11-16,40383300000
2010-11-17,40628460000
2010-11-18,41935980000
2010-11-19,42262860000
2010-11-22,42194760000
2010-11-23,42222000000
2010-11-24,42984720000
2010-11-26,42426300000
2010-11-29,42821280000
2010-11-30,42222000000
2010-12-01,43406940000
2010-12-02,43556760000
2010-12-03,44156040000
2010-12-06,44292240000
2010-12-07,45027720000
2010-12-08,45354599999
2010-12-09,45749580000
2010-12-10,45831300000
2010-12-13,45967500000
2010-12-14,46416960000
2010-12-15,46090080000
2010-12-16,47070720000
2010-12-17,46852800000
2010-12-20,46798320000
2010-12-21,46961759999
2010-12-22,47601900000
2010-12-23,47275020000
2010-12-27,47193300000
2010-12-28,47329500000
2010-12-29,47533800000
2010-12-30,47670000000
2010-12-31,47356740000
2011-01-03,47738099999
2011-01-04,47697240000
2011-01-05,48201180000
2011-01-06,47710860000
2011-01-07,47738099999
2011-01-10,47915160000
2011-01-11,48119460000
2011-01-12,47411220000
2011-01-13,47479320000
2011-01-14,47778960000
2011-01-18,47860680000
2011-01-19,46989000000
2011-01-20,48092220000
2011-01-21,48228419999
2011-01-24,47656380000
2011-01-25,47887919999
2011-01-26,48487200000
2011-01-27,48637020000
2011-01-28,47397599999
2011-01-31,46580400000
2011-02-01,47601900000
2011-02-02,47193300000
2011-02-03,44837040000
2011-02-04,44496540000
2011-02-07,44850660000
2011-02-08,45354599999
2011-02-09,45381840000
2011-02-10,44891520000
2011-02-11,44986860000
2011-02-14,44632740000
2011-02-15,44918759999
2011-02-16,44551020000
2011-02-17,44619120000
2011-02-18,45027720000
2011-02-22,44537400000
2011-02-23,43910880000
2011-02-24,44278620000
2011-02-25,44864280000
2011-02-28,45027720000
2011-03-01,45082200000
2011-03-02,44619120000
2011-03-03,45586140000
2011-03-04,44959620000
2011-03-07,44714460000
2011-03-08,45436320000
2011-03-09,46403340000
2011-03-10,46348860000
2011-03-11,46308000000
2011-03-14,45654240000
2011-03-15,45123060000
2011-03-16,44782560000
2011-03-17,44918759999
2011-03-18,45776820000
2011-03-21,45940259999
2011-03-22,45504419999
2011-03-23,45831300000
2011-03-24,46308000000
2011-03-25,46158180000
2011-03-28,45776820000
2011-03-29,46035599999
2011-03-30,45817680000
2011-03-31,46503600000
2011-04-01,47370800000
2011-04-04,47113350000
2011-04-05,47425000000
2011-04-06,48454800000
2011-04-07,48061850000
2011-04-08,49091649999
2011-04-11,48834200000
2011-04-12,48929050000
2011-04-13,48265100000
2011-04-14,48251550000
2011-04-15,48603850000
2011-04-18,48197350000
2011-04-19,48508999999
2011-04-20,49118750000
2011-04-21,49064550000
2011-04-25,48807100000
2011-04-26,48901950000
2011-04-27,49281350000
2011-04-28,49118750000
2011-04-29,49078100000
2011-05-02,48983250000
2011-05-03,49471050000
2011-05-04,48942600000
2011-05-05,49850450000
2011-05-06,50162100000
2011-05-09,50785399999
2011-05-10,50798950000
2011-05-11,50812500000
2011-05-12,51747450000
2011-05-13,51666150000
2011-05-16,51964250000
2011-05-17,52330100000
2011-05-18,52235249999
2011-05-19,52072650000
2011-05-20,52032000000
2011-05-23,51449350000
2011-05-24,51720350000
2011-05-25,51720350000
2011-05-26,51693250000
2011-05-27,52573999999
2011-05-31,52424950000
2011-06-01,52004900000
2011-06-02,52208150000
2011-06-03,51449350000
2011-06-06,50473750000
2011-06-07,50636350000
2011-06-08,50826050000
2011-06-09,51151250000
2011-06-10,50419550000
2011-06-13,50555050000
2011-06-14,51368049999
2011-06-15,50351799999
2011-06-16,50595700000
2011-06-17,50582150000
2011-06-20,50798950000
2011-06-21,51259650000
2011-06-22,50744750000
2011-06-23,49891100000
2011-06-24,49349100000
2011-06-27,49484600000
2011-06-28,49728500000
2011-06-29,49985950000
2011-06-30,50056560000
2011-07-01,50576040000
2011-07-05,50203080000
2011-07-06,50296320000
2011-07-07,51335280000
2011-07-08,50749200000
2011-07-11,49870080000
2011-07-12,49776840000
2011-07-13,49683600000
2011-07-14,49244040000
2011-07-15,49044240000
2011-07-18,48937680000
2011-07-19,49443840000
2011-07-20,49217400000
2011-07-21,50376240000
2011-07-22,49750200000
2011-07-25,49363920000
2011-07-26,49097520000
2011-07-27,48031920000
2011-07-28,48511440000
2011-07-29,48418200000
2011-08-01,48857760000
2011-08-02,48418200000
2011-08-03,48231720000
2011-08-04,45288000000
2011-08-05,45487800000
2011-08-08,43036920000
2011-08-09,44262359999
2011-08-10,42703920000
2011-08-11,44302320000
2011-08-12,44289000000
2011-08-15,45288000000
2011-08-16,45021600000
2011-08-17,45794160000
2011-08-18,43889400000
2011-08-19,43116840000
2011-08-22,42903720000
2011-08-23,44475480000
2011-08-24,45874080000
2011-08-25,45248040000
2011-08-26,45740880000
2011-08-29,47352600000
2011-08-30,47632320000
2011-08-31,47832119999
2011-09-01,47658960000
2011-09-02,47192760000
2011-09-06,47698920000
2011-09-07,49323960000
2011-09-08,49310640000
2011-09-09,48618000000
2011-09-12,48990960000
2011-09-13,48697920000
2011-09-14,48844440000
2011-09-15,49150800000
2011-09-16,48245040000
2011-09-19,47539080000
2011-09-20,47698920000
2011-09-21,47059560000
2011-09-22,46100520000
2011-09-23,45461160000
2011-09-26,45820800000
2011-09-27,46207080000
2011-09-28,45314640000
2011-09-29,45394560000
2011-09-30,43633410000
2011-10-03,42828030000
2011-10-04,42867000000
2011-10-05,43217730000
2011-10-06,43841250000
2011-10-07,43880220000
2011-10-10,44620650000
2011-10-11,44646630000
2011-10-12,45036330000
2011-10-13,45075300000
2011-10-14,45633870000
2011-10-17,45192210000
2011-10-18,45659850000
2011-10-19,45101280000
2011-10-20,45179220000
2011-10-21,46179450000
2011-10-24,46517190000
2011-10-25,46374300000
2011-10-26,47049780000
2011-10-27,48426720000
2011-10-28,47855160000
2011-10-31,47192670000
2011-11-01,46049550000
2011-11-02,46465230000
2011-11-03,48465690000
2011-11-04,49387980000
2011-11-07,49660769999
2011-11-08,50712960000
2011-11-09,49868610000
2011-11-10,50011500000
2011-11-11,50972760000
2011-11-14,50362230000
2011-11-15,50596050000
2011-11-16,49985519999
2011-11-17,49985519999
2011-11-18,49569839999
2011-11-21,48998280000
2011-11-22,48842400000
2011-11-23,48114960000
2011-11-25,47868150000
2011-11-28,48556620000
2011-11-29,48946320000
2011-11-30,50453160000
2011-12-01,49985519999
2011-12-02,49738710000
2011-12-05,49790670000
2011-12-06,49712730000
2011-12-07,49777680000
2011-12-08,48972300000
2011-12-09,49842630000
2011-12-12,49556850000
2011-12-13,48959310000
2011-12-14,48114960000
2011-12-15,48452700000
2011-12-16,48777450000
2011-12-19,47491440000
2011-12-20,51700200000
2011-12-21,52557540000
2011-12-22,53207040000
2011-12-23,53246010000
2011-12-27,53271990000
2011-12-28,53310960000
2011-12-29,53466839999
2011-12-30,52973220000
2012-01-03,53934480000
2012-01-04,54298200000
2012-01-05,54233250000
2012-01-06,53856540000
2012-01-09,54285210000
2012-01-10,54493050000
2012-01-11,54609960000
2012-01-12,54752850000
2012-01-13,54752850000
2012-01-17,55259460000
2012-01-18,55986900000
2012-01-19,55701120000
2012-01-20,55558230000
2012-01-23,55882980000
2012-01-24,55129560000
2012-01-25,54791820000
2012-01-26,54791820000
2012-01-27,54895740000
2012-01-30,54454080000
2012-01-31,54233250000
2012-02-01,55402350000
2012-02-02,55415339999
2012-02-03,56519490000
2012-02-06,56207730000
2012-02-07,55960920000
2012-02-08,56597430000
2012-02-09,55857000000
2012-02-10,56090820000
2012-02-13,55636170000
2012-02-14,56350620000
2012-02-15,56545470000
2012-02-16,57870450000
2012-02-17,57506730000
2012-02-21,57168990000
2012-02-22,56753310000
2012-02-23,57207960000
2012-02-24,57246930000
2012-02-27,57844470000
2012-02-28,58338089999
2012-02-29,58584900000
2012-03-01,58727790000
2012-03-02,58493970000
2012-03-05,58675830000
2012-03-06,58182210000
2012-03-07,58078290000
2012-03-08,58727790000
2012-03-09,59286360000
2012-03-12,58922640000
2012-03-13,58753769999
2012-03-14,58584900000
2012-03-15,58299120000
2012-03-16,58818720000
2012-03-19,58623870000
2012-03-20,58039320000
2012-03-21,58338089999
2012-03-22,58130250000
2012-03-23,58636860000
2012-03-26,59299350000
2012-03-27,58896660000
2012-03-28,57935400000
2012-03-29,57532710000
2012-03-30,58195200000
2012-04-02,57599460000
2012-04-03,57394979999
2012-04-04,56628180000
2012-04-05,57024360000
2012-04-09,56155320000
2012-04-10,55631340000
2012-04-11,55912500000
2012-04-12,55567439999
2012-04-13,55503540000
2012-04-16,55733580000
2012-04-17,56155320000
2012-04-18,55720800000
2012-04-19,55375740000
2012-04-20,56653740000
2012-04-23,55273500000
2012-04-24,55490760000
2012-04-25,55976400000
2012-04-26,56973240000
2012-04-27,57356640000
2012-04-30,57024360000
2012-05-01,57139380000
2012-05-02,58685760000
2012-05-03,58966920000
2012-05-04,58046760000
2012-05-07,57842280000
2012-05-08,57855060000
2012-05-09,57803939999
2012-05-10,58749660000
2012-05-11,57918960000
2012-05-14,57663360000
2012-05-15,57918960000
2012-05-16,57714479999
2012-05-17,57343860000
2012-05-18,56781540000
2012-05-21,57356640000
2012-05-22,57433320000
2012-05-23,57241620000
2012-05-24,57727260000
2012-05-25,57484439999
2012-05-29,58327920000
2012-05-30,57931740000
2012-05-31,57433320000
2012-06-01,55720800000
2012-06-04,56372580000
2012-06-05,56270340000
2012-06-06,57305520000
2012-06-07,56807100000
2012-06-08,57369420000
2012-06-11,57164939999
2012-06-12,58008420000
2012-06-13,57752820000
2012-06-14,58545180000
2012-06-15,58340700000
2012-06-18,58366260000
2012-06-19,59107500000
2012-06-20,58775220000
2012-06-21,58008420000
2012-06-22,58660200000
2012-06-25,57765600000
2012-06-26,58072320000
2012-06-27,58775220000
2012-06-28,58775220000
2012-06-29,59720939999
2012-07-02,60479650000
2012-07-03,60504950000
2012-07-05,60859150000
2012-07-06,60871800000
2012-07-09,59821850000
2012-07-10,59366450000
2012-07-11,59328500000
2012-07-12,60112800000
2012-07-13,60783250000
2012-07-16,60808550000
2012-07-17,61276600000
2012-07-18,61491650000
2012-07-19,57468950000
2012-07-20,57026200000
2012-07-23,56684650000
2012-07-24,56406350000
2012-07-25,56343100000
2012-07-26,56368400000
2012-07-27,56849100000
2012-07-30,57342450000
2012-07-31,57241250000
2012-08-01,56722600000
2012-08-02,56811149999
2012-08-03,56608750000
2012-08-06,56798500000
2012-08-07,55811800000
2012-08-08,57633400000
2012-08-09,56950300000
2012-08-10,56861750000
2012-08-13,56545500000
2012-08-14,55811800000
2012-08-15,55938300000
2012-08-16,56608750000
2012-08-17,57317150000
2012-08-20,57949650000
2012-08-21,57721950000
2012-08-22,57810500000
2012-08-23,57367750000
2012-08-24,57633400000
2012-08-27,57481600000
2012-08-28,57380400000
2012-08-29,57468950000
2012-08-30,57178000000
2012-08-31,57620750000
2012-09-04,58101450000
2012-09-05,57595450000
2012-09-06,58822500000
2012-09-07,58265900000
2012-09-10,58430350000
2012-09-11,58253250000
2012-09-12,58784550000
2012-09-13,60024250000
2012-09-14,59417050000
2012-09-17,59328500000
2012-09-18,59961000000
2012-09-19,60353150000
2012-09-20,60479650000
2012-09-21,60555550000
2012-09-24,60808550000
2012-09-25,60251950000
2012-09-26,60504950000
2012-09-27,61023600000
2012-09-28,61251300000
2012-10-01,60399470000
2012-10-02,60176090000
2012-10-03,60635260000
2012-10-04,60660080000
2012-10-05,60635260000
2012-10-08,60349830000
2012-10-09,59592820000
2012-10-10,59642460000
2012-10-11,59071600000
2012-10-12,58426280000
2012-10-15,58413870000
2012-10-16,58202900000
2012-10-17,57892650000
2012-10-18,57818190000
2012-10-19,57334200000
2012-10-22,57408660000
2012-10-23,56937080000
2012-10-24,57023950000
2012-10-25,57222510000
2012-10-26,57160460000
2012-10-31,57582400000
2012-11-01,57694090000
2012-11-02,57780960000
2012-11-05,57867830000
2012-11-06,58178080000
2012-11-07,57942290000
2012-11-08,57619630000
2012-11-09,57532760000
2012-11-12,57396250000
2012-11-13,57371429999
2012-11-14,56353809999
2012-11-15,55472700000
2012-11-16,55596800000
2012-11-19,55944280000
2012-11-20,56552370000
2012-11-21,56763340000
2012-11-23,56875030000
2012-11-26,56217300000
2012-11-27,56155250000
2012-11-28,56937080000
2012-11-29,57507940000
2012-11-30,57718910000
2012-12-03,57433480000
2012-12-04,57011540000
2012-12-05,57309380000
2012-12-06,57967110000
2012-12-07,58128440000
2012-12-10,58624840000
2012-12-11,59009550000
2012-12-12,58997140000
2012-12-13,60188500000
2012-12-14,61106840000
2012-12-17,60858640000
2012-12-18,61057200000
2012-12-19,60498750000
2012-12-20,60970330000
2012-12-21,60399470000
2012-12-24,60349830000
2012-12-26,59940300000
2012-12-27,60064400000
2012-12-28,59468720000
2012-12-31,59567200000
2013-01-02,61205760000
2013-01-03,61328960000
2013-01-04,61587680000
2013-01-07,61636960000
2013-01-08,61415200000
2013-01-09,61944960000
2013-01-10,63115359999
2013-01-11,63201600000
2013-01-14,63928480000
2013-01-15,63805280000
2013-01-16,63768320000
2013-01-17,64273440000
2013-01-18,64199520000
2013-01-22,64199520000
2013-01-23,64815520000
2013-01-24,64137920000
2013-01-25,63891520000
2013-01-28,63250880000
2013-01-29,63250880000
2013-01-30,63632800000
2013-01-31,63078400000
2013-02-01,63546560000
2013-02-04,62832000000
2013-02-05,63719040000
2013-02-06,63127680000
2013-02-07,63066080000
2013-02-08,63078400000
2013-02-11,63127680000
2013-02-12,63041440000
2013-02-13,62905920000
2013-02-14,63928480000
2013-02-15,62979840000
2013-02-19,64877119999
2013-02-20,63879200000
2013-02-21,63891520000
2013-02-22,63263200000
2013-02-25,62252960000
2013-02-26,62388480000
2013-02-27,63029119999
2013-02-28,62979840000
2013-03-01,63521920000
2013-03-04,63903840000
2013-03-05,64433600000
2013-03-06,64335040000
2013-03-07,64174880000
2013-03-08,64408960000
2013-03-11,64840160000
2013-03-12,64162560000
2013-03-13,65172800000
2013-03-14,65616320000
2013-03-15,66010560000
2013-03-18,66281600000
2013-03-19,66996160000
2013-03-20,67944800000
2013-03-21,67328800000
2013-03-22,68006400000
2013-03-25,68129600000
2013-03-26,68117280000
2013-03-27,67747680000
2013-03-28,67747680000
2013-04-01,66908310000
2013-04-02,67779480000
2013-04-03,66417510000
2013-04-04,67914450000
2013-04-05,68270280000
2013-04-08,69251880000
2013-04-09,69423660000
2013-04-10,69889920000
2013-04-11,70871520000
2013-04-12,70577040000
2013-04-15,69092370000
2013-04-16,70712010000
2013-04-17,70196670000
2013-04-18,69779490000
2013-04-19,71166000000
2013-04-22,71300970000
2013-04-23,71190540000
2013-04-24,70650660000
2013-04-25,71092380000
2013-04-26,70834710000
2013-04-29,70478880000
2013-04-30,71386860000
2013-05-01,72086250000
2013-05-02,72331650000
2013-05-03,71951280000
2013-05-06,71092380000
2013-05-07,71828580000
2013-05-08,71521830000
2013-05-09,70540230000
2013-05-10,71202810000
2013-05-13,71840850000
2013-05-14,73705890000
2013-05-15,74049450000
2013-05-16,72846990000
2013-05-17,72932880000
2013-05-20,72368460000
2013-05-21,73018770000
2013-05-22,72024900000
2013-05-23,71570910000
2013-05-24,72638400000
2013-05-28,73877670000
2013-05-29,72687480000
2013-05-30,72135330000
2013-05-31,70650660000
2013-06-03,71963550000
2013-06-04,70540230000
2013-06-05,70221210000
2013-06-06,71031030000
2013-06-07,71767230000
2013-06-10,71902200000
2013-06-11,71988090000
2013-06-12,71632260000
2013-06-13,72724290000
2013-06-14,72429810000
2013-06-17,72724290000
2013-06-18,73509570000
2013-06-19,72503430000
2013-06-20,69926730000
2013-06-21,70638390000
2013-06-24,69742680000
2013-06-25,69472740000
2013-06-26,70380720000
2013-06-27,70258020000
2013-06-28,70159860000
2013-07-01,70144620000
2013-07-02,71240820000
2013-07-03,71009400000
2013-07-05,71423520000
2013-07-08,72507540000
2013-07-09,73262700000
2013-07-10,72933840000
2013-07-11,74298000000
2013-07-12,74237100000
2013-07-15,73871700000
2013-07-16,74164020000
2013-07-17,74237100000
2013-07-18,74541600000
2013-07-19,75065340000
2013-07-22,75296760000
2013-07-23,75382020000
2013-07-24,75101880000
2013-07-25,75430740000
2013-07-26,75467280000
2013-07-29,75053160000
2013-07-30,74249280000
2013-07-31,74894820000
2013-08-01,75723060000
2013-08-02,75321120000
2013-08-05,75053160000
2013-08-06,72946020000
2013-08-07,72008160000
2013-08-08,72276120000
2013-08-09,72446640000
2013-08-12,72933840000
2013-08-13,73469760000
2013-08-14,72617160000
2013-08-15,71435700000
2013-08-16,71338260000
2013-08-19,71192100000
2013-08-20,72203040000
2013-08-21,70753620000
2013-08-22,71106840000
2013-08-23,70607460000
2013-08-26,70936320000
2013-08-27,70266420000
2013-08-28,69767040000
2013-08-29,70424760000
2013-08-30,70704900000
2013-09-03,71277360000
2013-09-04,71399160000
2013-09-05,71204280000
2013-09-06,71411340000
2013-09-09,71581860000
2013-09-10,72129960000
2013-09-11,72592800000
2013-09-12,72483180000
2013-09-13,72958200000
2013-09-16,74237100000
2013-09-17,74310180000
2013-09-18,73762080000
2013-09-19,72836400000
2013-09-20,71289540000
2013-09-23,70887600000
2013-09-24,70546560000
2013-09-25,70376040000
2013-09-26,70851060000
2013-09-27,70400400000
2013-09-30,67646000000
2013-10-01,68587680000
2013-10-02,68063200000
2013-10-03,67514880000
2013-10-04,67800960000
2013-10-07,67622160000
2013-10-08,68003600000
2013-10-09,69183680000
2013-10-10,69994240000
2013-10-11,71007440000
2013-10-14,71150480000
2013-10-15,70399520000
2013-10-16,70518720000
2013-10-17,71520000000
2013-10-18,72723920000
2013-10-21,71972960000
2013-10-22,73164960000
2013-10-23,73260320000
2013-10-24,73987440000
2013-10-25,73200720000
2013-10-28,73594080000
2013-10-29,74559600000
2013-10-30,74166240000
2013-10-31,74213920000
2013-11-01,74607280000
2013-11-04,73880160000
2013-11-05,75358240000
2013-11-06,76133040000
2013-11-07,75739680000
2013-11-08,76025760000
2013-11-11,76204560000
2013-11-12,76240320000
2013-11-13,76740960000
2013-11-14,77801840000
2013-11-15,78219040000
2013-11-18,78004480000
2013-11-19,77742240000
2013-11-20,77980640000
2013-11-21,78779280000
2013-11-22,79482560000
2013-11-25,79601760000
