,DE
2009-04-14,15648354000
2009-04-15,16544478000
2009-04-16,16996767000
2009-04-17,16671287999
2009-04-20,15521544000
2009-04-21,16020330000
2009-04-22,16565612999
2009-04-23,16413441000
2009-04-24,17127804000
2009-04-27,16616337000
2009-04-28,16252815000
2009-04-29,16996767000
2009-04-30,17448854000
2009-05-01,18133952000
2009-05-04,19064332000
2009-05-05,19199660000
2009-05-06,19897445000
2009-05-07,18523020000
2009-05-08,18992439000
2009-05-11,18531478000
2009-05-12,18484959000
2009-05-13,17364274000
2009-05-14,17668762000
2009-05-15,17723739000
2009-05-18,18806363000
2009-05-19,18531478000
2009-05-20,18747157000
2009-05-21,17579953000
2009-05-22,17719510000
2009-05-26,18095891000
2009-05-27,18095891000
2009-05-28,17698365000
2009-05-29,18383463000
2009-06-01,19859384000
2009-06-02,19618331000
2009-06-03,18916317000
2009-06-04,19631018000
2009-06-05,19652163000
2009-06-08,19368820000
2009-06-09,19428026000
2009-06-10,19330759000
2009-06-11,19064332000
2009-06-12,18933233000
2009-06-15,18226990000
2009-06-16,17601098000
2009-06-17,17317755000
2009-06-18,17118991999
2009-06-19,16941374000
2009-06-22,16463497000
2009-06-23,16598825000
2009-06-24,16911771000
2009-06-25,17808319000
2009-06-26,17668762000
2009-06-29,17825235000
2009-06-30,16894855000
2009-07-01,17072472999
2009-07-02,16294337000
2009-07-06,16078658000
2009-07-07,15215941999
2009-07-08,15156736000
2009-07-09,15084843000
2009-07-10,14932599000
2009-07-13,15473911000
2009-07-14,15596552000
2009-07-15,16353543000
2009-07-16,16493100000
2009-07-17,16230902000
2009-07-20,16827191000
2009-07-21,17144366000
2009-07-22,16987893000
2009-07-23,17804090000
2009-07-24,17914044000
2009-07-27,18066288000
2009-07-28,17821006000
2009-07-29,17415022000
2009-07-30,18129723000
2009-07-31,18506394000
2009-08-03,19225664000
2009-08-04,19310284000
2009-08-05,19229895000
2009-08-06,19191816000
2009-08-07,19593761000
2009-08-10,19259512000
2009-08-11,18980266000
2009-08-12,19377980000
2009-08-13,19306053000
2009-08-14,18840643000
2009-08-17,17969057000
2009-08-18,19077579000
2009-08-19,18523318000
2009-08-20,18612169000
2009-08-21,18954880000
2009-08-24,19187585000
2009-08-25,19593761000
2009-08-26,19094503000
2009-08-27,19069117000
2009-08-28,18798333000
2009-08-31,18447160000
2009-09-01,17977519000
2009-09-02,17440182000
2009-09-03,17440182000
2009-09-04,17846358000
2009-09-08,18100218000
2009-09-09,18197531000
2009-09-10,18205993000
2009-09-11,18193300000
2009-09-14,18303306000
2009-09-15,19111427000
2009-09-16,19124120000
2009-09-17,19428752000
2009-09-18,19069117000
2009-09-21,18988728000
2009-09-22,19538758000
2009-09-23,19204509000
2009-09-24,18798333000
2009-09-25,18591014000
2009-09-28,18011367000
2009-09-29,18277920000
2009-09-30,18159452000
2009-10-01,17516340000
2009-10-02,17402103000
2009-10-05,17820972000
2009-10-06,18239841000
2009-10-07,18036753000
2009-10-08,18244072000
2009-10-09,18180607000
2009-10-12,18028291000
2009-10-13,18045215000
2009-10-14,18510625000
2009-10-15,18637555000
2009-10-16,18633324000
2009-10-19,19479524000
2009-10-20,19466831000
2009-10-21,20351110000
2009-10-22,20469578000
2009-10-23,20342648000
2009-10-26,20325724000
2009-10-27,19851852000
2009-10-28,19217202000
2009-10-29,20101481000
2009-10-30,19272205000
2009-11-02,19612680000
2009-11-03,19998156000
2009-11-04,19807536000
2009-11-05,20379396000
2009-11-06,19976976000
2009-11-09,20536128000
2009-11-10,20481060000
2009-11-11,20337036000
2009-11-12,20082876000
2009-11-13,20154888000
2009-11-16,20718276000
2009-11-17,20819940000
2009-11-18,21798456000
2009-11-19,21557004000
2009-11-20,21531588000
2009-11-23,21963660000
2009-11-24,22150044000
2009-11-25,22747320000
2009-11-27,22179696000
2009-11-30,22666836000
2009-12-01,22895580000
2009-12-02,22874400000
2009-12-03,23043840000
2009-12-04,22976064000
2009-12-07,22709196000
2009-12-08,22141572000
2009-12-09,22298304000
2009-12-10,22196640000
2009-12-11,22213584000
2009-12-14,22560936000
2009-12-15,22666836000
2009-12-16,23098908000
2009-12-17,22933704000
2009-12-18,23225988000
2009-12-21,23543688000
2009-12-22,23971524000
2009-12-23,23747016000
2009-12-24,23861388000
2009-12-28,23691948000
2009-12-29,23268348000
2009-12-30,23200572000
2009-12-31,22912524000
2010-01-04,23747016000
2010-01-05,23658060000
2010-01-06,23594520000
2010-01-07,23763960000
2010-01-08,24412068000
2010-01-11,25394820000
2010-01-12,24310404000
2010-01-13,24691644000
2010-01-14,24717060000
2010-01-15,23861388000
2010-01-19,24424776000
2010-01-20,23768196000
2010-01-21,23488620000
2010-01-22,22459272000
2010-01-25,22743084000
2010-01-26,22624476000
2010-01-27,22192404000
2010-01-28,21650196000
2010-01-29,21158820000
2010-02-01,21792940000
2010-02-02,22259780000
2010-02-03,22000896000
2010-02-04,21164828000
2010-02-05,21143608000
2010-02-08,20778624000
2010-02-09,21355808000
2010-02-10,21241220000
2010-02-11,22204608000
2010-02-12,22539884000
2010-02-16,22824232000
2010-02-17,23970112000
2010-02-18,24301144000
2010-02-19,24309632000
2010-02-22,24063480000
2010-02-23,23804596000
2010-02-24,23842792000
2010-02-25,24173824000
2010-02-26,24318120000
2010-03-01,24738276000
2010-03-02,24704324000
2010-03-03,24895304000
2010-03-04,24827400000
2010-03-05,25268776000
2010-03-08,25124480000
2010-03-09,25158432000
2010-03-10,24823156000
2010-03-11,24500612000
2010-03-12,24886816000
2010-03-15,24670372000
2010-03-16,25005648000
2010-03-17,25289996000
2010-03-18,25145700000
2010-03-19,25035356000
2010-03-22,25472488000
2010-03-23,26295824000
2010-03-24,25671956000
2010-03-25,25548880000
2010-03-26,25701664000
2010-03-29,26036940000
2010-03-30,25935084000
2010-03-31,25234824000
2010-04-01,25353656000
2010-04-05,25735616000
2010-04-06,25752592000
2010-04-07,25633760000
2010-04-08,25727128000
2010-04-09,26176992000
2010-04-12,26329776000
2010-04-13,26117576000
2010-04-14,26215188000
2010-04-15,26210944000
2010-04-16,25680444000
2010-04-19,25663468000
2010-04-20,25548880000
2010-04-21,25676200000
2010-04-22,25871424000
2010-04-23,26223676000
2010-04-26,26401924000
2010-04-27,25175408000
2010-04-28,25285752000
2010-04-29,25722884000
2010-04-30,25393590000
2010-05-03,26030340000
2010-05-04,24799290000
2010-05-05,24412995000
2010-05-06,23937555000
2010-05-07,23933310000
2010-05-10,25228035000
2010-05-11,25240770000
2010-05-12,25953930000
2010-05-13,25419060000
2010-05-14,24773820000
2010-05-17,24599775000
2010-05-18,24264420000
2010-05-19,24990315000
2010-05-20,24056415000
2010-05-21,24930885000
2010-05-24,23912085000
2010-05-25,23725305000
2010-05-26,23831430000
2010-05-27,25232280000
2010-05-28,24485160000
2010-06-01,24251685000
2010-06-02,25499715000
2010-06-03,25329915000
2010-06-04,24145560000
2010-06-07,23254110000
2010-06-08,23372970000
2010-06-09,23462115000
2010-06-10,24565815000
2010-06-11,24986070000
2010-06-14,24468180000
2010-06-15,25257750000
2010-06-16,25189830000
2010-06-17,25223790000
2010-06-18,25155870000
2010-06-21,25661025000
2010-06-22,25087950000
2010-06-23,25134645000
2010-06-24,24701655000
2010-06-25,25359630000
2010-06-28,24837495000
2010-06-29,23530035000
2010-06-30,23636160000
2010-07-01,23436645000
2010-07-02,23135250000
2010-07-06,23190435000
2010-07-07,24026700000
2010-07-08,24306870000
2010-07-09,24625245000
2010-07-12,24400260000
2010-07-13,25202565000
2010-07-14,25351140000
2010-07-15,25928460000
2010-07-16,25355385000
2010-07-19,25516695000
2010-07-20,25762905000
2010-07-21,26217120000
2010-07-22,26662845000
2010-07-23,27380250000
2010-07-26,27584010000
2010-07-27,27286860000
2010-07-28,27244410000
2010-07-29,27384495000
2010-07-30,28305660000
2010-08-02,28453212000
2010-08-03,28304951999
2010-08-04,28618416000
2010-08-05,28796328000
2010-08-06,28821744000
2010-08-09,29351244000
2010-08-10,28770912000
2010-08-11,27678024000
2010-08-12,27758508000
2010-08-13,27470459999
2010-08-16,27783924000
2010-08-17,28478628000
2010-08-18,27949128000
2010-08-19,27834755999
2010-08-20,27589067999
2010-08-23,26695272000
2010-08-24,26407224000
2010-08-25,26627496000
2010-08-26,26580900000
2010-08-27,27377267999
2010-08-30,26678328000
2010-08-31,26801172000
2010-09-01,28182108000
2010-09-02,28698900000
2010-09-03,29071667999
2010-09-07,28665012000
2010-09-08,28842924000
2010-09-09,28525224000
2010-09-10,28724316000
2010-09-13,29558808000
2010-09-14,29664708000
2010-09-15,29677416000
2010-09-16,29499504000
2010-09-17,30689820000
2010-09-20,31181196000
2010-09-21,30939744000
2010-09-22,30533088000
2010-09-23,30156084000
2010-09-24,30770304000
2010-09-27,30541559999
2010-09-28,30325524000
2010-09-29,30384828000
2010-09-30,29558808000
2010-10-01,29046251999
2010-10-04,29067432000
2010-10-05,30202680000
2010-10-06,30482255999
2010-10-07,30456840000
2010-10-08,31918259999
2010-10-11,31901316000
2010-10-12,31625976000
2010-10-13,31888608000
2010-10-14,31808124000
2010-10-15,32261376000
2010-10-18,32214780000
2010-10-19,31736112000
2010-10-20,32379984000
2010-10-21,32638380000
2010-10-22,32723100000
2010-10-25,32718863999
2010-10-26,32371512000
2010-10-27,32125824000
2010-10-28,31981800000
2010-10-29,32532480000
2010-11-01,32200212000
2010-11-02,32622012000
2010-11-03,32697936000
2010-11-04,33398124000
2010-11-05,33364379999
2010-11-08,33183006000
2010-11-09,32845566000
2010-11-10,33288456000
2010-11-11,33233622000
2010-11-12,32419548000
2010-11-15,32259264000
2010-11-16,31930260000
2010-11-17,32056800000
2010-11-18,32596704000
2010-11-19,32891964000
2010-11-22,32584050000
2010-11-23,32200212000
2010-11-24,32153814000
2010-11-26,32056800000
2010-11-29,31710924000
2010-11-30,31508460000
2010-12-01,32115852000
2010-12-02,33026940000
2010-12-03,33031158000
2010-12-06,33339072000
2010-12-07,34342956000
2010-12-08,34001298000
2010-12-09,33975990000
2010-12-10,34646652000
2010-12-13,34549638000
2010-12-14,34815372000
2010-12-15,34402008000
2010-12-16,34705704000
2010-12-17,34397790000
2010-12-20,34828026000
2010-12-21,35625228000
2010-12-22,35410110000
2010-12-23,35254044000
2010-12-27,35249826000
2010-12-28,35237172000
2010-12-29,35140158000
2010-12-30,35135940000
2010-12-31,35030490000
2011-01-03,35258262000
2011-01-04,35017836000
2011-01-05,35532432000
2011-01-06,35536650000
2011-01-07,35574612000
2011-01-10,35675844000
2011-01-11,36131388000
2011-01-12,36886410000
2011-01-13,37738446000
2011-01-14,37759536000
2011-01-18,38215080000
2011-01-19,37708920000
2011-01-20,37649868000
2011-01-21,37641432000
2011-01-24,38012616000
2011-01-25,37704702000
2011-01-26,38379582000
2011-01-27,38375364000
2011-01-28,37502238000
2011-01-31,38241630000
2011-02-01,39108272000
2011-02-02,39583663000
2011-02-03,39327036000
2011-02-04,39213447000
2011-02-07,39604698000
2011-02-08,39331243000
2011-02-09,39524765000
2011-02-10,39764564000
2011-02-11,40143194000
2011-02-14,39865532000
2011-02-15,39385934000
2011-02-16,40328302000
2011-02-17,40075882000
2011-02-18,39966500000
2011-02-22,38283700000
2011-02-23,37130982000
2011-02-24,37404437000
2011-02-25,38069143000
2011-02-28,37926105000
2011-03-01,37467542000
2011-03-02,37673685000
2011-03-03,38969441000
2011-03-04,38851645000
2011-03-07,38018659000
2011-03-08,38498257000
2011-03-09,37787274000
2011-03-10,36832285000
2011-03-11,36933253000
2011-03-14,36865941000
2011-03-15,36886976000
2011-03-16,36563037000
2011-03-17,37602166000
2011-03-18,37905070000
2011-03-21,38540327000
2011-03-22,38304735000
2011-03-23,38464601000
2011-03-24,39221861000
2011-03-25,39646768000
2011-03-28,39251310000
2011-03-29,39524765000
2011-03-30,39735115000
2011-03-31,40761623000
2011-04-01,41481020000
2011-04-04,41750268000
2011-04-05,41316947000
2011-04-06,40812107000
2011-04-07,40584929000
2011-04-08,40357751000
2011-04-11,39962293000
2011-04-12,39314415000
2011-04-13,39369106000
2011-04-14,39650975000
2011-04-15,39444832000
2011-04-18,38506671000
2011-04-19,38864266000
2011-04-20,39499523000
2011-04-21,40071675000
2011-04-25,39848704000
2011-04-26,40807900000
2011-04-27,40706932000
2011-04-28,40349337000
2011-04-29,41018250000
2011-05-02,40650586000
2011-05-03,39644652000
2011-05-04,38830722000
2011-05-05,38208796000
2011-05-06,38204622000
2011-05-09,38734720000
2011-05-10,39440126000
2011-05-11,38104446000
2011-05-12,37716264000
2011-05-13,36614328000
2011-05-16,36785462000
2011-05-17,36297104000
2011-05-18,36105100000
2011-05-19,35913096000
2011-05-20,35374650000
2011-05-23,34669244000
2011-05-24,34832030000
2011-05-25,35357954000
2011-05-26,35453956000
2011-05-27,35787876000
2011-05-31,35929792000
2011-06-01,34544024000
2011-06-02,35157602000
2011-06-03,34310280000
2011-06-06,34101580000
2011-06-07,33897053999
2011-06-08,33375303999
2011-06-09,34226800000
2011-06-10,34143320000
2011-06-13,33475480000
2011-06-14,34226800000
2011-06-15,33479653999
2011-06-16,33087298000
2011-06-17,32778422000
2011-06-20,33417044000
2011-06-21,34281062000
2011-06-22,34047317999
2011-06-23,34114102000
2011-06-24,33383652000
2011-06-27,33680006000
2011-06-28,34205930000
2011-06-29,34406282000
2011-06-30,34414630000
2011-07-01,35286996000
2011-07-05,35412216000
2011-07-06,35307866000
2011-07-07,36080056000
2011-07-08,35942314000
2011-07-11,34848726000
2011-07-12,34080710000
2011-07-13,34180886000
2011-07-14,33988882000
2011-07-15,34097406000
2011-07-18,33308520000
2011-07-19,33759312000
2011-07-20,33592352000
2011-07-21,34352020000
2011-07-22,33909575999
2011-07-25,34180886000
2011-07-26,33767660000
2011-07-27,33149908000
2011-07-28,33137386000
2011-07-29,32770074000
2011-08-01,32306688000
2011-08-02,31526927999
2011-08-03,31629527999
2011-08-04,29717064000
2011-08-05,29819664000
2011-08-08,27517320000
2011-08-09,29109672000
2011-08-10,27903095999
2011-08-11,30156192000
2011-08-12,30767688000
2011-08-15,31395600000
2011-08-16,30845664000
2011-08-17,30476304000
2011-08-18,28789560000
2011-08-19,28321704000
2011-08-22,28728000000
2011-08-23,29819664000
2011-08-24,30821039999
2011-08-25,29983824000
2011-08-26,31202712000
2011-08-29,32384664000
2011-08-30,32877144000
2011-08-31,33168527999
2011-09-01,32786856000
2011-09-02,32023512000
2011-09-06,31658256000
2011-09-07,32565239999
2011-09-08,31707504000
2011-09-09,30886704000
2011-09-12,30796416000
2011-09-13,31420224000
2011-09-14,31719816000
2011-09-15,32273856000
2011-09-16,32019408000
2011-09-19,31678776000
2011-09-20,31182192000
2011-09-21,29885327999
2011-09-22,28149336000
2011-09-23,27689688000
2011-09-26,28087776000
2011-09-27,28514592000
2011-09-28,27669168000
2011-09-29,27923616000
2011-09-30,26499527999
2011-10-03,25329888000
2011-10-04,26052192000
2011-10-05,27152064000
2011-10-06,27320327999
2011-10-07,26963280000
2011-10-10,28473552000
2011-10-11,29417472000
2011-10-12,29158920000
2011-10-13,28645920000
2011-10-14,29298456000
2011-10-17,28551527999
2011-10-18,28781352000
2011-10-19,28362744000
2011-10-20,28420200000
2011-10-21,29643192000
2011-10-24,30595320000
2011-10-25,30008448000
2011-10-26,30340872000
2011-10-27,31904495999
2011-10-28,32286168000
2011-10-31,30663600000
2011-11-01,29774800000
2011-11-02,29924279999
2011-11-03,30594920000
2011-11-04,30457560000
2011-11-07,30360600000
2011-11-08,30554520000
2011-11-09,29403120000
2011-11-10,29726320000
2011-11-11,30619160000
2011-11-14,30178800000
2011-11-15,30837320000
2011-11-16,30877720000
2011-11-17,30308080000
2011-11-18,30005080000
2011-11-21,29362720000
2011-11-22,29055680000
2011-11-23,30186880000
2011-11-25,29750560000
2011-11-28,30906000000
2011-11-29,30639360000
2011-11-30,32017000000
2011-12-01,31806920000
2011-12-02,31386760000
2011-12-05,31568560000
2011-12-06,31665520000
2011-12-07,31879640000
2011-12-08,31059520000
2011-12-09,31649360000
2011-12-12,31095880000
2011-12-13,30388880000
2011-12-14,29819240000
2011-12-15,29782880000
2011-12-16,29754600000
2011-12-19,29718240000
2011-12-20,30962560000
2011-12-21,31075680000
2011-12-22,31415040000
2011-12-23,31790760000
2011-12-27,31689760000
2011-12-28,31075680000
2011-12-29,31346360000
2011-12-30,31249399999
2012-01-03,32041240000
2012-01-04,32509880000
2012-01-05,32982560000
2012-01-06,33249200000
2012-01-09,33422920000
2012-01-10,33835000000
2012-01-11,34138000000
2012-01-12,34113760000
2012-01-13,34202640000
2012-01-17,34303640000
2012-01-18,34832880000
2012-01-19,35123760000
2012-01-20,35164160000
2012-01-23,35107600000
2012-01-24,34913680000
2012-01-25,35455040000
2012-01-26,35414640000
2012-01-27,35547960000
2012-01-30,35313640000
2012-01-31,34477230000
2012-02-01,34785384000
2012-02-02,34985484000
2012-02-03,35377680000
2012-02-06,35145564000
2012-02-07,35193588000
2012-02-08,35417700000
2012-02-09,35189586000
2012-02-10,35037510000
2012-02-13,35489736000
2012-02-14,35637810000
2012-02-15,33728856000
2012-02-16,33260622000
2012-02-17,33564774000
2012-02-21,33692838000
2012-02-22,33764874000
2012-02-23,33656819999
2012-02-24,33324654000
2012-02-27,33372678000
2012-02-28,33348666000
2012-02-29,33188586000
2012-03-01,33248616000
2012-03-02,32928456000
2012-03-05,32748366000
2012-03-06,31699841999
2012-03-07,31699841999
2012-03-08,32168076000
2012-03-09,32084034000
2012-03-12,31799891999
2012-03-13,32680332000
2012-03-14,32652318000
2012-03-15,32672328000
2012-03-16,33304644000
2012-03-19,33280632000
2012-03-20,32972478000
2012-03-21,32812397999
2012-03-22,32188086000
2012-03-23,32352168000
2012-03-26,33128556000
2012-03-27,32976480000
2012-03-28,32160072000
2012-03-29,32212097999
2012-03-30,32376180000
2012-04-02,32892438000
2012-04-03,32716350000
2012-04-04,32500241999
2012-04-05,32748366000
2012-04-09,31795890000
2012-04-10,30619302000
2012-04-11,31035510000
2012-04-12,31751868000
2012-04-13,31803894000
2012-04-16,31843913999
2012-04-17,32376180000
2012-04-18,32392188000
2012-04-19,32172078000
2012-04-20,32380182000
2012-04-23,32011997999
2012-04-24,32408196000
2012-04-25,32592288000
2012-04-26,32936460000
2012-04-27,33172578000
2012-04-30,32507492000
2012-05-01,32894298000
2012-05-02,32929821000
2012-05-03,32558802999
2012-05-04,31848343000
2012-05-07,31662834000
2012-05-08,31789138000
2012-05-09,31201035000
2012-05-10,31165511999
2012-05-11,31208928999
2012-05-14,30522151000
2012-05-15,30241914000
2012-05-16,29278846000
2012-05-17,28801259000
2012-05-18,28888093000
2012-05-21,29724857000
2012-05-22,29574871000
2012-05-23,29977465000
2012-05-24,29866949000
2012-05-25,29657758000
2012-05-29,30111663000
2012-05-30,29922207000
2012-05-31,29156489000
2012-06-01,28228944000
2012-06-04,27861873000
2012-06-05,28280255000
2012-06-06,29014397000
2012-06-07,29014397000
2012-06-08,29330157000
2012-06-11,28631538000
2012-06-12,29231482000
2012-06-13,28919669000
2012-06-14,29488036999
2012-06-15,29740644999
2012-06-18,29559083000
2012-06-19,30403741000
2012-06-20,30336642000
2012-06-21,29626182000
2012-06-22,29811691000
2012-06-25,29369627000
2012-06-26,29997200000
2012-06-27,30818176000
2012-06-28,30881327999
2012-06-29,31919389000
2012-07-02,31753615000
2012-07-03,32254884000
2012-07-05,32357506000
2012-07-06,31852290000
2012-07-09,31785191000
2012-07-10,31023419999
2012-07-11,30849752000
2012-07-12,30889222000
2012-07-13,30581356000
2012-07-16,30305066000
2012-07-17,29973518000
2012-07-18,29863002000
2012-07-19,29874843000
2012-07-20,29949836000
2012-07-23,29661705000
2012-07-24,29156489000
2012-07-25,29101231000
2012-07-26,29614341000
2012-07-27,30826069999
2012-07-30,30518203999
2012-07-31,29921389999
2012-08-01,30197935000
2012-08-02,29761695000
2012-08-03,30190145000
2012-08-06,30548485000
2012-08-07,30758815000
2012-08-08,30836715000
2012-08-09,30645860000
2012-08-10,30914615000
2012-08-13,31066520000
2012-08-14,31210635000
2012-08-15,29251449999
2012-08-16,29411145000
2012-08-17,29968130000
2012-08-20,30338155000
2012-08-21,30244675000
2012-08-22,30003185000
2012-08-23,29648740000
2012-08-24,29862965000
2012-08-27,29317665000
2012-08-28,28748995000
2012-08-29,28947639999
2012-08-30,29029435000
2012-08-31,29255345000
2012-09-04,28869740000
2012-09-05,29142389999
2012-09-06,30007080000
2012-09-07,30466690000
2012-09-10,30065505000
2012-09-11,30478375000
2012-09-12,30688705000
2012-09-13,31304115000
2012-09-14,31939000000
2012-09-17,31557290000
2012-09-18,31670245000
2012-09-19,31931210000
2012-09-20,32051955000
2012-09-21,32211650000
2012-09-24,32309025000
2012-09-25,31802675000
2012-09-26,31709195000
2012-09-27,31977949999
2012-09-28,32122065000
2012-10-01,32172699999
2012-10-02,32024690000
2012-10-03,31903945000
2012-10-04,32262285000
2012-10-05,32242810000
2012-10-08,32238915000
2012-10-09,31833835000
2012-10-10,31623505000
2012-10-11,32083115000
2012-10-12,32110380000
2012-10-15,32418085000
2012-10-16,32936120000
2012-10-17,33422995000
2012-10-18,33831970000
2012-10-19,33103604999
2012-10-22,33454155000
2012-10-23,33119185000
2012-10-24,32838745000
2012-10-25,32986755000
2012-10-26,33290565000
2012-10-31,33184896000
2012-11-01,33740308000
2012-11-02,33247039999
2012-11-05,33359676000
2012-11-06,33441239999
2012-11-07,32676092000
2012-11-08,32466356000
2012-11-09,32738236000
2012-11-12,33278112000
2012-11-13,33281996000
2012-11-14,32913015999
2012-11-15,33165476000
2012-11-16,33111100000
2012-11-19,33499500000
2012-11-20,33398515999
2012-11-21,32171172000
2012-11-23,32613948000
2012-11-26,32804263999
2012-11-27,32780960000
2012-11-28,32730468000
2012-11-29,32959624000
2012-11-30,32645020000
2012-12-03,32322648000
2012-12-04,32431400000
2012-12-05,32718815999
2012-12-06,32909132000
2012-12-07,33181012000
2012-12-10,33316952000
2012-12-11,33181012000
2012-12-12,33499500000
2012-12-13,33227620000
2012-12-14,33375212000
2012-12-17,33546108000
2012-12-18,33736424000
2012-12-19,33437356000
2012-12-20,33693700000
2012-12-21,33476196000
2012-12-24,33441239999
2012-12-26,33604368000
2012-12-27,33379096000
2012-12-28,32839220000
2012-12-31,33565528000
2013-01-02,34175315999
2013-01-03,34089868000
2013-01-04,34439428000
2013-01-07,34412240000
2013-01-08,34054912000
2013-01-09,34590904000
2013-01-10,34921044000
2013-01-11,34808408000
2013-01-14,34901624000
2013-01-15,34851132000
2013-01-16,34785104000
2013-01-17,34994840000
2013-01-18,35328864000
2013-01-22,35989144000
2013-01-23,36031868000
2013-01-24,36214416000
2013-01-25,36303748000
2013-01-28,36505716000
2013-01-29,36917420000
2013-01-30,36874696000
2013-01-31,36608152000
2013-02-01,36837780000
2013-02-04,36253980000
2013-02-05,36347388000
2013-02-06,36074948000
2013-02-07,35872564000
2013-02-08,36121652000
2013-02-11,36285116000
2013-02-12,36573124000
2013-02-13,35292656000
2013-02-14,35249844000
2013-02-15,34930700000
2013-02-19,35172004000
2013-02-20,34339116000
2013-02-21,33883752000
2013-02-22,33910996000
2013-02-25,33296060000
2013-02-26,33665800000
2013-02-27,34179543999
2013-02-28,34183436000
2013-03-01,34206788000
2013-03-04,34237924000
2013-03-05,35070812000
2013-03-06,34743884000
2013-03-07,34938484000
2013-03-08,35370496000
2013-03-11,35588448000
2013-03-12,35358820000
2013-03-13,35549528000
2013-03-14,35884240000
2013-03-15,35899808000
2013-03-18,35736344000
2013-03-19,35249844000
2013-03-20,34148407999
2013-03-21,33817588000
2013-03-22,34140624000
2013-03-25,33813696000
2013-03-26,33961592000
2013-03-27,34035540000
2013-03-28,33463416000
2013-04-01,33113136000
2013-04-02,32708368000
2013-04-03,33004160000
2013-04-04,33350548000
2013-04-05,33346656000
2013-04-08,33658016000
2013-04-09,33735856000
2013-04-10,33899319999
2013-04-11,34086136000
2013-04-12,33525688000
2013-04-15,32284140000
2013-04-16,32373656000
2013-04-17,32132352000
2013-04-18,32136243999
2013-04-19,32482631999
2013-04-22,32622743999
2013-04-23,32996376000
2013-04-24,33128704000
2013-04-25,33482876000
2013-04-26,33272707999
2013-04-29,34572636000
2013-04-30,34469800000
2013-05-01,33879220000
2013-05-02,34562440000
2013-05-03,34948440000
2013-05-06,35176180000
2013-05-07,35407780000
2013-05-08,35647100000
2013-05-09,35585340000
2013-05-10,35627800000
2013-05-13,35735880000
2013-05-14,36195220000
2013-05-15,34601040000
2013-05-16,34504540000
2013-05-17,33570420000
2013-05-20,33983440000
2013-05-21,33809740000
2013-05-22,33516380000
2013-05-23,33651480000
2013-05-24,33307940000
2013-05-28,33327240000
2013-05-29,33717099999
2013-05-30,33740260000
2013-05-31,33624460000
2013-06-03,34103099999
2013-06-04,33639900000
2013-06-05,33157400000
2013-06-06,33230740000
2013-06-07,33508660000
2013-06-10,33273200000
2013-06-11,32902639999
2013-06-12,32547519999
2013-06-13,33041599999
2013-06-14,32763680000
2013-06-17,32736660000
2013-06-18,32810000000
2013-06-19,32840880000
2013-06-20,31995540000
2013-06-21,31833420000
2013-06-24,31266000000
2013-06-25,31825700000
2013-06-26,31709900000
2013-06-27,32018700000
2013-06-28,31362500000
2013-07-01,31385660000
2013-07-02,31227400000
2013-07-03,31262139999
2013-07-05,31435840000
2013-07-08,31401099999
2013-07-09,32389260000
2013-07-10,31987820000
2013-07-11,32520500000
2013-07-12,32400840000
2013-07-15,32586120000
2013-07-16,32408559999
2013-07-17,32269599999
2013-07-18,32292760000
2013-07-19,32443300000
2013-07-22,32725080000
2013-07-23,32385400000
2013-07-24,31879740000
2013-07-25,31999400000
2013-07-26,31964660000
2013-07-29,32045720000
2013-07-30,32030280000
2013-07-31,31466915999
2013-08-01,31459340000
2013-08-02,31591920000
2013-08-05,31364640000
2013-08-06,30758560000
2013-08-07,30679011999
2013-08-08,31182815999
2013-08-09,30963111999
2013-08-12,31584344000
2013-08-13,31785108000
2013-08-14,31190392000
2013-08-15,31955568000
2013-08-16,31860868000
2013-08-19,32016176000
2013-08-20,31535100000
2013-08-21,31254788000
2013-08-22,31535100000
2013-08-23,31629800000
2013-08-26,32110876000
2013-08-27,31622224000
2013-08-28,31864656000
2013-08-29,31743440000
2013-08-30,31682832000
2013-09-03,31841928000
2013-09-04,32001024000
2013-09-05,31269940000
2013-09-06,31292668000
2013-09-09,31773744000
2013-09-10,31887384000
2013-09-11,31936628000
2013-09-12,31512372000
2013-09-13,31247211999
2013-09-16,31644952000
2013-09-17,31709347999
2013-09-18,32012388000
2013-09-19,32235879999
2013-09-20,31751015999
2013-09-23,31822988000
2013-09-24,31917688000
2013-09-25,32061632000
2013-09-26,31470704000
2013-09-27,31201756000
2013-09-30,30830532000
2013-10-01,31144936000
2013-10-02,31175240000
2013-10-03,31095692000
2013-10-04,31269940000
2013-10-07,31235847999
2013-10-08,31141147999
2013-10-09,31288879999
2013-10-10,31410096000
2013-10-11,31179028000
2013-10-14,31478279999
2013-10-15,31197968000
2013-10-16,31429036000
2013-10-17,31686620000
2013-10-18,31891172000
2013-10-21,31883596000
2013-10-22,32023752000
2013-10-23,31849504000
2013-10-24,31925264000
2013-10-25,31648740000
2013-10-28,31618436000
2013-10-29,31307820000
2013-10-30,31141147999
2013-10-31,30436296000
2013-11-01,30361916000
2013-11-04,30417701000
2013-11-05,30421420000
2013-11-06,30421420000
2013-11-07,30332164000
2013-11-08,30309850000
2013-11-11,30443734000
2013-11-12,30540428000
2013-11-13,30808196000
2013-11-14,30811914999
2013-11-15,30804477000
2013-11-18,31113154000
2013-11-19,30797039000
2013-11-20,31432988000
2013-11-21,31183814999
2013-11-22,31525963000
2013-11-25,31492492000
2013-11-26,31180096000
