,GWW
2009-04-13,5672737320
2009-04-14,5872502280
2009-04-15,5845328370
2009-04-16,5899676190
2009-04-17,5834311920
2009-04-20,5680081620
2009-04-21,5707989960
2009-04-22,5834311920
2009-04-23,5813747880
2009-04-24,6028935870
2009-04-27,5948148570
2009-04-28,5984870070
2009-04-29,6100175580
2009-04-30,6160398840
2009-05-01,6080345970
2009-05-04,6173618580
2009-05-05,6123677340
2009-05-06,6093565710
2009-05-07,5895269610
2009-05-08,5933459970
2009-05-11,5777760810
2009-05-12,5879112150
2009-05-13,5695504650
2009-05-14,5680081620
2009-05-15,5707255530
2009-05-18,5888659740
2009-05-19,5801997000
2009-05-20,5652173280
2009-05-21,5548618650
2009-05-22,5561103960
2009-05-26,5773354230
2009-05-27,5688160350
2009-05-28,5746914750
2009-05-29,5789511690
2009-06-01,6090627990
2009-06-02,6142038090
2009-06-03,6082549259
2009-06-04,6122942910
2009-06-05,6095034570
2009-06-08,6200792490
2009-06-09,6192713759
2009-06-10,6171415290
2009-06-11,6178025160
2009-06-12,6155257830
2009-06-15,6039952320
2009-06-16,5960633880
2009-06-17,6054640920
2009-06-18,6051703200
2009-06-19,5941538700
2009-06-22,5754993480
2009-06-23,5730757290
2009-06-24,5916568080
2009-06-25,6074470530
2009-06-26,6080345970
2009-06-29,6082549259
2009-06-30,6063050240
2009-07-01,6067493120
2009-07-02,5931985280
2009-07-06,6056385920
2009-07-07,5948275840
2009-07-08,5860158720
2009-07-09,5798698880
2009-07-10,5814248960
2009-07-13,6008254720
2009-07-14,6114883840
2009-07-15,6145243520
2009-07-16,6200779520
2009-07-17,6261498880
2009-07-20,6499933440
2009-07-21,6464390400
2009-07-22,6436992640
2009-07-23,6565836160
2009-07-24,6596195840
2009-07-27,6586569600
2009-07-28,6548805120
2009-07-29,6574721920
2009-07-30,6676908160
2009-07-31,6657655680
2009-08-03,6747253760
2009-08-04,6690977280
2009-08-05,6599157760
2009-08-06,6593233920
2009-08-07,6736887040
2009-08-10,6573981440
2009-08-11,6569538560
2009-08-12,6485864320
2009-08-13,6477719040
2009-08-14,6420702080
2009-08-17,6364425600
2009-08-18,6455504640
2009-08-19,6448840320
2009-08-20,6544362240
2009-08-21,6650991359
2009-08-24,6580645760
2009-08-25,6613967359
2009-08-26,6585088640
2009-08-27,6595455359
2009-08-28,6534736000
2009-08-31,6476978560
2009-09-01,6388861440
2009-09-02,6382937600
2009-09-03,6454764160
2009-09-04,6576943359
2009-09-08,6628036480
2009-09-09,6582867200
2009-09-10,6664320000
2009-09-11,6563614720
2009-09-14,6612486400
2009-09-15,6607303040
2009-09-16,6722817920
2009-09-17,6662098560
2009-09-18,6731703680
2009-09-21,6667281920
2009-09-22,6728741760
2009-09-23,6619891200
2009-09-24,6568798080
2009-09-25,6469573760
2009-09-28,6619891200
2009-09-29,6645067520
2009-09-30,6485480720
2009-10-01,6269927030
2009-10-02,6219123130
2009-10-05,6369357520
2009-10-06,6431773740
2009-10-07,6407097560
2009-10-08,6485480720
2009-10-09,6585636980
2009-10-12,6759821780
2009-10-13,6844736870
2009-10-14,6767805250
2009-10-15,6925297340
2009-10-16,6890460380
2009-10-19,6944893130
2009-10-20,6941264280
2009-10-21,6961585840
2009-10-22,7097304830
2009-10-23,7037065920
2009-10-26,6981181630
2009-10-27,6856349190
2009-10-28,6762724860
2009-10-29,6947070440
2009-10-30,6802642210
2009-11-02,6867235740
2009-11-03,6894815000
2009-11-04,6864332660
2009-11-05,6989165100
2009-11-06,7022550520
2009-11-09,7148834500
2009-11-10,7164075670
2009-11-11,7172059139
2009-11-12,7154640660
2009-11-13,7220685730
2009-11-16,7336808930
2009-11-17,7361485110
2009-11-18,7130690250
2009-11-19,7042146310
2009-11-20,7051581320
2009-11-23,7127061400
2009-11-24,7167704520
2009-11-25,7158269510
2009-11-27,7073354420
2009-11-30,7090772900
2009-12-01,7129238710
2009-12-02,7153914889
2009-12-03,7089321360
2009-12-04,7184397230
2009-12-07,7149560270
2009-12-08,7076983270
2009-12-09,7092950210
2009-12-10,7095127520
2009-12-11,7099482139
2009-12-14,7145205650
2009-12-15,7154640660
2009-12-16,7112546000
2009-12-17,7050855550
2009-12-18,7021098980
2009-12-21,7096579060
2009-12-22,7077709040
2009-12-23,7093675980
2009-12-24,7135044870
2009-12-28,7118352160
2009-12-29,7125609860
2009-12-30,7092224440
2009-12-31,7027630910
2010-01-04,7057387480
2010-01-05,7060290560
2010-01-06,7087144050
2010-01-07,7153914889
2010-01-08,7238104210
2010-01-11,7268586550
2010-01-12,7265683470
2010-01-13,7297617350
2010-01-14,7286005030
2010-01-15,7260603080
2010-01-19,7354953180
2010-01-20,7320841990
2010-01-21,7226491889
2010-01-22,7177139530
2010-01-25,7325922380
2010-01-26,7215605340
2010-01-27,7266409240
2010-01-28,7312858520
2010-01-29,7205444560
2010-02-01,7253345380
2010-02-02,7431159030
2010-02-03,7421724020
2010-02-04,7198186860
2010-02-05,7209073410
2010-02-08,7153914889
2010-02-09,7276570020
2010-02-10,7232298050
2010-02-11,7316487370
2010-02-12,7319390450
2010-02-16,7405757080
2010-02-17,7449303280
2010-02-18,7567603790
2010-02-19,7558168780
2010-02-22,7521880280
2010-02-23,7463818680
2010-02-24,7512445270
2010-02-25,7438416730
2010-02-26,7377452050
2010-03-01,7563249170
2010-03-02,7517525660
2010-03-03,7587199580
2010-03-04,7598811900
2010-03-05,7757755530
2010-03-08,7740337050
2010-03-09,7806382120
2010-03-10,7844122160
2010-03-11,7886942590
2010-03-12,7825977910
2010-03-15,7775174010
2010-03-16,7820171750
2010-03-17,7863717950
2010-03-18,7865169490
2010-03-19,7806382120
2010-03-22,7867346800
2010-03-23,7935569180
2010-03-24,7902183760
2010-03-25,7892748750
2010-03-26,7914521850
2010-03-29,7945004190
2010-03-30,7929763020
2010-03-31,7751339040
2010-04-01,7852424760
2010-04-05,8043125480
2010-04-06,8079688400
2010-04-07,8167152640
2010-04-08,8185075640
2010-04-09,8228090840
2010-04-12,8189377160
2010-04-13,8290462880
2010-04-14,7968565800
2010-04-15,7726963760
2010-04-16,7522641560
2010-04-19,7581429000
2010-04-20,7707606920
2010-04-21,7713342280
2010-04-22,7932719800
2010-04-23,7952076640
2010-04-26,7900458400
2010-04-27,7753489800
2010-04-28,7773563560
2010-04-29,7985054960
2010-04-30,7924833680
2010-05-03,8048860840
2010-05-04,7822314120
2010-05-05,7785751200
2010-05-06,7635198000
2010-05-07,7523358480
2010-05-10,7937021320
2010-05-11,7909778360
2010-05-12,7912646040
2010-05-13,7807258800
2010-05-14,7719077640
2010-05-17,7764960520
2010-05-18,7674628600
2010-05-19,7521207720
2010-05-20,7179236880
2010-05-21,7367786840
2010-05-24,7230855120
2010-05-25,7258098080
2010-05-26,7179236880
2010-05-27,7408651280
2010-05-28,7294661000
2010-06-01,7184972240
2010-06-02,7391445200
2010-06-03,7423706600
2010-06-04,7111129480
2010-06-07,6974914680
2010-06-08,7091055720
2010-06-09,7124750960
2010-06-10,7441629600
2010-06-11,7474607920
2010-06-14,7501850880
2010-06-15,7705456160
2010-06-16,7721228400
2010-06-17,7729831439
2010-06-18,7761375920
2010-06-21,7732699120
2010-06-22,7519773880
2010-06-23,7544866080
2010-06-24,7377823720
2010-06-25,7411518960
2010-06-28,7449515720
2010-06-29,7172067680
2010-06-30,6953941800
2010-07-01,6904995000
2010-07-02,6864439080
2010-07-06,6820386960
2010-07-07,6979813679
2010-07-08,7102180679
2010-07-09,7201472760
2010-07-12,7256712720
2010-07-13,7376282760
2010-07-14,7254615000
2010-07-15,7474176360
2010-07-16,7340621520
2010-07-19,7327335960
2010-07-20,7404951600
2010-07-21,7383974400
2010-07-22,7579062360
2010-07-23,7664369640
2010-07-26,7758067800
2010-07-27,7723805040
2010-07-28,7746180720
2010-07-29,7779045000
2010-07-30,7832187240
2010-08-02,7982523840
2010-08-03,7939170960
2010-08-04,8072026560
2010-08-05,7977629160
2010-08-06,7973433720
2010-08-09,8041260000
2010-08-10,7927983120
2010-08-11,7681151400
2010-08-12,7743383760
2010-08-13,7667865840
2010-08-16,7637099280
2010-08-17,7778345760
2010-08-18,7774150320
2010-08-19,7559483640
2010-08-20,7529416320
2010-08-23,7613325120
2010-08-24,7436417400
2010-08-25,7402154640
2010-08-26,7397259960
2010-08-27,7532213280
2010-08-30,7432921200
2010-08-31,7397259960
2010-09-01,7662971160
2010-09-02,7750376160
2010-09-03,7791631320
2010-09-07,7716812640
2010-09-08,7742684520
2010-09-09,7904908200
2010-09-10,8022380520
2010-09-13,8150341440
2010-09-14,8136356640
2010-09-15,8263618320
2010-09-16,8163627000
2010-09-17,8302775760
2010-09-20,8461503240
2010-09-21,8372699760
2010-09-22,8282497800
2010-09-23,8232851760
2010-09-24,8442623760
2010-09-27,8345429400
2010-09-28,8434232880
2010-09-29,8360113440
2010-09-30,8241801799
2010-10-01,8243185697
2010-10-04,8182294205
2010-10-05,8420324582
2010-10-06,8484675817
2010-10-07,8441083045
2010-10-08,8510969871
2010-10-11,8520657153
2010-10-12,8559406284
2010-10-13,8670810036
2010-10-14,8416864838
2010-10-15,8394722477
2010-10-18,8454230071
2010-10-19,8383651297
2010-10-20,8492979202
2010-10-21,8567709670
2010-10-22,8483983868
2010-10-25,8491595305
2010-10-26,8425168223
2010-10-27,8401641965
2010-10-28,8379499604
2010-10-29,8582240594
2010-11-01,8605766852
2010-11-02,8662506651
2010-11-03,8623065571
2010-11-04,8742080760
2010-11-05,8870091282
2010-11-08,8789825225
2010-11-09,8706099424
2010-11-10,8744156606
2010-11-11,8766990915
2010-11-12,8683957063
2010-11-15,8674961729
2010-11-16,8616838032
2010-11-17,8639672342
2010-11-18,8665966395
2010-11-19,8703331629
2010-11-22,8715094758
2010-11-23,8584316440
2010-11-24,8766990915
2010-11-26,8701255782
2010-11-29,8653511317
2010-11-30,8644515983
2010-12-01,8806431995
2010-12-02,9075600067
2010-12-03,9105353864
2010-12-06,9130264020
2010-12-07,9177316536
2010-12-08,9142719098
2010-12-09,9157941970
2010-12-10,9249279208
2010-12-13,9256198696
2010-12-14,9329545265
2010-12-15,9367602448
2010-12-16,9465859173
2010-12-17,9423650298
2010-12-20,9500456612
2010-12-21,9583490464
2010-12-22,9549584974
2010-12-23,9553736667
2010-12-27,9593869696
2010-12-28,9549584974
2010-12-29,9545433282
2010-12-30,9568959540
2010-12-31,9585248330
2011-01-03,9684494620
2011-01-04,9662979690
2011-01-05,9624808040
2011-01-06,9276404980
2011-01-07,9202837800
2011-01-10,9207001980
2011-01-11,9268076620
2011-01-12,9331927380
2011-01-13,9354136340
2011-01-14,9431867700
2011-01-18,9522091600
2011-01-19,9444360240
2011-01-20,9383285600
2011-01-21,9390919930
2011-01-24,9658121480
2011-01-25,9200061680
2011-01-26,9173688540
2011-01-27,9299307970
2011-01-28,9036964630
2011-01-31,9124412410
2011-02-01,9183404960
2011-02-02,9142457190
2011-02-03,9186181080
2011-02-04,9261830350
2011-02-07,9345807980
2011-02-08,9399942320
2011-02-09,9388837840
2011-02-10,9429785610
2011-02-11,9420069190
2011-02-14,9333315440
2011-02-15,9300002000
2011-02-16,9315270660
2011-02-17,9300002000
2011-02-18,9415210980
2011-02-22,9231293030
2011-02-23,9059173590
2011-02-24,9027248210
2011-02-25,9141763160
2011-02-28,9245173630
2011-03-01,9162584060
2011-03-02,9352054250
2011-03-03,9534584140
2011-03-04,9468651290
2011-03-07,9422845310
2011-03-08,9487390100
2011-03-09,9513763240
2011-03-10,9328457230
2011-03-11,9472121440
2011-03-14,9406188590
2011-03-15,9327069170
2011-03-16,9238927360
2011-03-17,9338173650
2011-03-18,9406188590
2011-03-21,9475591590
2011-03-22,9417293070
2011-03-23,9372181120
2011-03-24,9420069190
2011-03-25,9432561730
2011-03-28,9468651290
2011-03-29,9575531910
2011-03-30,9527643840
2011-03-31,9583767120
2011-04-01,9806515920
2011-04-04,9811388550
2011-04-05,9851065680
2011-04-06,10037617800
2011-04-07,10011166380
2011-04-08,9965920530
2011-04-11,9990283680
2011-04-12,9881693640
2011-04-13,9860114850
2011-04-14,9901184160
2011-04-15,9944341740
2011-04-18,10115579880
2011-04-19,10157345280
2011-04-20,10432300830
2011-04-21,10416986850
2011-04-25,10367564460
2011-04-26,10373133180
2011-04-27,10454575710
2011-04-28,10499821560
2011-04-29,10552724400
2011-05-02,10427428200
2011-05-03,10398192420
2011-05-04,10323710790
2011-05-05,10217905110
2011-05-06,10295867190
2011-05-09,10320926430
2011-05-10,10503302010
2011-05-11,10444830450
2011-05-12,10565254020
2011-05-13,10510959000
2011-05-16,10462232700
2011-05-17,10378005810
2011-05-18,10562469660
2011-05-19,10542283050
2011-05-20,10499125470
2011-05-23,10364084010
2011-05-24,10256190060
2011-05-25,10336936500
2011-05-26,10397496330
2011-05-27,10400280690
2011-05-31,10515831630
2011-06-01,10079383200
2011-06-02,10078687110
2011-06-03,9993764130
2011-06-06,10025784270
2011-06-07,9996548490
2011-06-08,9929723850
2011-06-09,9983322780
2011-06-10,9877517100
2011-06-13,9940861290
2011-06-14,10141335210
2011-06-15,9963832260
2011-06-16,10042490430
2011-06-17,10061284860
2011-06-20,10165698360
2011-06-21,10336936500
2011-06-22,10378701900
2011-06-23,10382878440
2011-06-24,10258278330
2011-06-27,10310485080
2011-06-28,10546459590
2011-06-29,10552028310
2011-06-30,10731837900
2011-07-01,11050335660
2011-07-05,11048938740
2011-07-06,11149516980
2011-07-07,11229839880
2011-07-08,11227744500
2011-07-11,11073384840
2011-07-12,11056621800
2011-07-13,11088052500
2011-07-14,10937185140
2011-07-15,11009126520
2011-07-18,10917628260
2011-07-19,10912739040
2011-07-20,10872228360
2011-07-21,10907849820
2011-07-22,10857560700
2011-07-25,10814954640
2011-07-26,10476201540
2011-07-27,10390290960
2011-07-28,10395878640
2011-07-29,10363051020
2011-08-01,10288315800
2011-08-02,9878319780
2011-08-03,9972611880
2011-08-04,9543058980
2011-08-05,9673671000
2011-08-08,9070201560
2011-08-09,9259484220
2011-08-10,8808279060
2011-08-11,9304884120
2011-08-12,9487880640
2011-08-15,9678560220
2011-08-16,9587061960
2011-08-17,9574489680
2011-08-18,9146333700
2011-08-19,9103727640
2011-08-22,9267167280
2011-08-23,9649224900
2011-08-24,9846889080
2011-08-25,9640144920
2011-08-26,9991470300
2011-08-29,10378417140
2011-08-30,10505536860
2011-08-31,10763268600
2011-09-01,10543952160
2011-09-02,10365146400
2011-09-06,10406355540
2011-09-07,10689231840
2011-09-08,10648022700
2011-09-09,10422420120
2011-09-12,10597035120
2011-09-13,10984680420
2011-09-14,11156501580
2011-09-15,11289208980
2011-09-16,11167676940
2011-09-19,11200504560
2011-09-20,11208187620
2011-09-21,10969314300
2011-09-22,10790508540
2011-09-23,10775142420
2011-09-26,11044747980
2011-09-27,11173963080
2011-09-28,10792603920
2011-09-29,10705296420
2011-09-30,10452617054
2011-10-03,10055593750
2011-10-04,10445627207
2011-10-05,10588919068
2011-10-06,10640643935
2011-10-07,10484071365
2011-10-10,10775547981
2011-10-11,10787430720
2011-10-12,11101274846
2011-10-13,10918839842
2011-10-14,11037667239
2011-10-17,10840553557
2011-10-18,11624115394
2011-10-19,11434690543
2011-10-20,11541635201
2011-10-21,11717779343
2011-10-24,11942153428
2011-10-25,11760417409
2011-10-26,11866663082
2011-10-27,12174915330
2011-10-28,12163032590
2011-10-31,11974306724
2011-11-01,11856877296
2011-11-02,12200777763
2011-11-03,12520213767
2011-11-04,12464993976
2011-11-07,12485963517
2011-11-08,12674689383
2011-11-09,12069368642
2011-11-10,12321003130
2011-11-11,12539785338
2011-11-14,12407677232
2011-11-15,12532795491
2011-11-16,12360845257
2011-11-17,12266482324
2011-11-18,12325896023
2011-11-21,12159537667
2011-11-22,12168624468
2011-11-23,11842897602
2011-11-25,11904408255
2011-11-28,12283257957
2011-11-29,12336380793
2011-11-30,13064023856
2011-12-01,13022084774
2011-12-02,13015094927
2011-12-05,13092682228
2011-12-06,13016492897
2011-12-07,12955681229
2011-12-08,12810991398
2011-12-09,13037462437
2011-12-12,12850134540
2011-12-13,12625061470
2011-12-14,12448218344
2011-12-15,12471284838
2011-12-16,12511126966
2011-12-19,12701250801
2011-12-20,13050743146
2011-12-21,13103865983
2011-12-22,13033268529
2011-12-23,13234576120
2011-12-27,13442174573
2011-12-28,13201723840
2011-12-29,13254846676
2011-12-30,13084294412
2012-01-03,13015983470
2012-01-04,13175886710
2012-01-05,13339296600
2012-01-06,13349115220
2012-01-09,13404520290
2012-01-10,13413637580
2012-01-11,13535669000
2012-01-12,13611412640
2012-01-13,13795161100
2012-01-17,14058159850
2012-01-18,14173879300
2012-01-19,14173879300
2012-01-20,14072186450
2012-01-23,14212452450
2012-01-24,14272766830
2012-01-25,13687857610
2012-01-26,13507615800
2012-01-27,13548292940
2012-01-30,13593178060
2012-01-31,13377168420
2012-02-01,13561618210
2012-02-02,13767809230
2012-02-03,14241206980
2012-02-06,14223673730
2012-02-07,14156346050
2012-02-08,14149332750
2012-02-09,14134604820
2012-02-10,14037821280
2012-02-13,14619925180
2012-02-14,14664810300
2012-02-15,14575741390
2012-02-16,14649381040
2012-02-17,14649381040
2012-02-21,14504907060
2012-02-22,14471243220
2012-02-23,14585560010
2012-02-24,14537869570
2012-02-27,14740553940
2012-02-28,14660602320
2012-02-29,14568728090
2012-03-01,14575040060
2012-03-02,14594677300
2012-03-05,14654991680
2012-03-06,14415136820
2012-03-07,14455813960
2012-03-08,14556805480
2012-03-09,14852065410
2012-03-12,14968486190
2012-03-13,15180287850
2012-03-14,15156442630
2012-03-15,15182391840
2012-03-16,15014773970
2012-03-19,14915886440
2012-03-20,14881521270
2012-03-21,15058256430
2012-03-22,14981110130
2012-03-23,15058957760
2012-03-26,15288994000
2012-03-27,15384374880
2012-03-28,15167663910
2012-03-29,15257434150
2012-03-30,15065269730
2012-04-02,15259554030
2012-04-03,15349772760
2012-04-04,15206401910
2012-04-05,15195211990
2012-04-09,14952530600
2012-04-10,14520319940
2012-04-11,14799368570
2012-04-12,14966518000
2012-04-13,14909169660
2012-04-16,15077717830
2012-04-17,15080515310
2012-04-18,15158844750
2012-04-19,14914764620
2012-04-20,15379146300
2012-04-23,14773491880
2012-04-24,14267847370
2012-04-25,14577668280
2012-04-26,14649004020
2012-04-27,14884691710
2012-04-30,14534307340
2012-05-01,14535006710
2012-05-02,14618931110
2012-05-03,14383243420
2012-05-04,14109789750
2012-05-07,14316103900
2012-05-08,14216093990
2012-05-09,14110489120
2012-05-10,14155248800
2012-05-11,13607642090
2012-05-14,13375451250
2012-05-15,13411818490
2012-05-16,13411818490
2012-05-17,13176130800
2012-05-18,13024367510
2012-05-21,13217393630
2012-05-22,13537705090
2012-05-23,13669186650
2012-05-24,13626525080
2012-05-25,13560784300
2012-05-29,13731430580
2012-05-30,13683873420
2012-05-31,13543300050
2012-06-01,13165640250
2012-06-04,13113187500
2012-06-05,12445289150
2012-06-06,12755110060
2012-06-07,12990098380
2012-06-08,13286631260
2012-06-11,12650204560
2012-06-12,12699160460
2012-06-13,12394235140
2012-06-14,12385842700
2012-06-15,12625027240
2012-06-18,12685173060
2012-06-19,13219491740
2012-06-20,13246067800
2012-06-21,12879597920
2012-06-22,13064930970
2012-06-25,12850224380
2012-06-26,12829942650
2012-06-27,12911069570
2012-06-28,12760005650
2012-06-29,13374751880
2012-07-02,13235712500
2012-07-03,13464082500
2012-07-05,13358948750
2012-07-06,13073486250
2012-07-09,13091588750
2012-07-10,12849293750
2012-07-11,12464267500
2012-07-12,12910563750
2012-07-13,13212040000
2012-07-16,13095766250
2012-07-17,13157036250
2012-07-18,14660936250
2012-07-19,14323255000
2012-07-20,14259200000
2012-07-23,14220210000
2012-07-24,13837968750
2012-07-25,13870692500
2012-07-26,14082352500
2012-07-27,14465290000
2012-07-30,14450668750
2012-07-31,14261288750
2012-08-01,14134571250
2012-08-02,14013423750
2012-08-03,14293316250
2012-08-06,14381043750
2012-08-07,14497317500
2012-08-08,14375473750
2012-08-09,14239008750
2012-08-10,13976522500
2012-08-13,14014120000
2012-08-14,14008550000
2012-08-15,14091403750
2012-08-16,14349712500
2012-08-17,14431870000
2012-08-20,14328825000
2012-08-21,14177042500
2012-08-22,14277302500
2012-08-23,14212551250
2012-08-24,14272428750
2012-08-27,14366422500
2012-08-28,14341357500
2012-08-29,14232046250
2012-08-30,14222298750
2012-08-31,14339965000
2012-09-04,14569031250
2012-09-05,14164510000
2012-09-06,14179131250
2012-09-07,14185397500
2012-09-10,14133178750
2012-09-11,14180523750
2012-09-12,14397057500
2012-09-13,14337180000
2012-09-14,14343446250
2012-09-17,14351801250
2012-09-18,14262681250
2012-09-19,14186093750
2012-09-20,14221602500
2012-09-21,14135963750
2012-09-24,14170080000
2012-09-25,14388702500
2012-09-26,14429085000
2012-09-27,14470860000
2012-09-28,14507761250
2012-10-01,14684178270
2012-10-02,14798947320
2012-10-03,14754430840
2012-10-04,14868504320
2012-10-05,14988837930
2012-10-08,14858766340
2012-10-09,14675831430
2012-10-10,14577060490
2012-10-11,15074393040
2012-10-12,14929018910
2012-10-15,15014574020
2012-10-16,14577756060
2012-10-17,14556193390
2012-10-18,14579147200
2012-10-19,14314830600
2012-10-22,14281443240
2012-10-23,14204930540
2012-10-24,13867579090
2012-10-25,13885663910
2012-10-26,13736116360
2012-10-31,14009475370
2012-11-01,13947569640
2012-11-02,13985130420
2012-11-05,14084596930
2012-11-06,14125635560
2012-11-07,13802891080
2012-11-08,13581004250
2012-11-09,13536487770
2012-11-12,13453714940
2012-11-13,13410589600
2012-11-14,13130274890
2012-11-15,13012723560
2012-11-16,13064891310
2012-11-19,13299298400
2012-11-20,13322947780
2012-11-21,13242957230
2012-11-23,13320861070
2012-11-26,13245043940
2012-11-27,13260346480
2012-11-28,13326425630
2012-11-29,13494058000
2012-11-30,13495449140
2012-12-03,13383462370
2012-12-04,13360508560
2012-12-05,13369550970
2012-12-06,13258955340
2012-12-07,13291647130
2012-12-10,13427978850
2012-12-11,13480842170
2012-12-12,13361204130
2012-12-13,13249912930
2012-12-14,13233914820
2012-12-17,13331294620
2012-12-18,13574744120
2012-12-19,13768808150
2012-12-20,13698555580
2012-12-21,13911400000
2012-12-24,13872448080
2012-12-26,13833496160
2012-12-27,13947569640
2012-12-28,13786197400
2012-12-31,14077261940
2013-01-02,14450114260
2013-01-03,14404203340
2013-01-04,14498112040
2013-01-07,14407681440
2013-01-08,14166996920
2013-01-09,14264383720
2013-01-10,14173257500
2013-01-11,14234472060
2013-01-14,14398638380
2013-01-15,14473765340
2013-01-16,14482112780
2013-01-17,14631671080
2013-01-18,14624019260
2013-01-22,14640714140
2013-01-23,14593411980
2013-01-24,14907832220
2013-01-25,15101214580
2013-01-28,15070607300
2013-01-29,15206948820
2013-01-30,15202775100
2013-01-31,15151994840
2013-02-01,15277206440
2013-02-04,15104692680
2013-02-05,15213209400
2013-02-06,15155472940
2013-02-07,15015653320
2013-02-08,15074781020
2013-02-11,15137386820
2013-02-12,15518586580
2013-02-13,15694578440
2013-02-14,15741184980
2013-02-15,15963087760
2013-02-19,15938741060
2013-02-20,15766227300
2013-02-21,15564497500
2013-02-22,15641711320
2013-02-25,15406591760
2013-02-26,15518586580
2013-02-27,15833702440
2013-02-28,15753010520
2013-03-01,15820485660
2013-03-04,15955435940
2013-03-05,16123080360
2013-03-06,16043084060
2013-03-07,16015259260
2013-03-08,16068822000
2013-03-11,16038910340
2013-03-12,15707099600
2013-03-13,15659101820
2013-03-14,15658406200
2013-03-15,15655623720
2013-03-18,15531803360
2013-03-19,15558236920
2013-03-20,15739098120
2013-03-21,15521369060
2013-03-22,15629190160
2013-03-25,15228513040
2013-03-26,15367637040
2013-03-27,15443459620
2013-03-28,15650058760
2013-04-01,15313063650
2013-04-02,15235735500
2013-04-03,15115911700
2013-04-04,15650242250
2013-04-05,15466326650
2013-04-08,15648152300
2013-04-09,15760312950
2013-04-10,15836944450
2013-04-11,15944228550
2013-04-12,15883620000
2013-04-15,15723390500
2013-04-16,16850570200
2013-04-17,16591416400
2013-04-18,16761399000
2013-04-19,16932078250
2013-04-22,16979450450
2013-04-23,17127836900
2013-04-24,17158489500
2013-04-25,17105544100
2013-04-26,17084644600
2013-04-29,17108330700
2013-04-30,17170332550
2013-05-01,16782298500
2013-05-02,16889582600
2013-05-03,17324292200
2013-05-06,17313842450
2013-05-07,17636391400
2013-05-08,17593895750
2013-05-09,17527017350
2013-05-10,17872555750
2013-05-13,17937344200
2013-05-14,18248746750
2013-05-15,18238297000
2013-05-16,18005615900
2013-05-17,18346277750
2013-05-20,18342097850
2013-05-21,18624241100
2013-05-22,18107326800
2013-05-23,18011885750
2013-05-24,17958243700
2013-05-28,18101753600
2013-05-29,17763878350
2013-05-30,17632211500
2013-05-31,17934557600
2013-06-03,18009099150
2013-06-04,17885095450
2013-06-05,17531197250
2013-06-06,17640571300
2013-06-07,18155395650
2013-06-10,17839813200
2013-06-11,17764575000
2013-06-12,17559759900
2013-06-13,17677493750
2013-06-14,17721382700
2013-06-17,17719989400
2013-06-18,17825183550
2013-06-19,17534680500
2013-06-20,17382810800
2013-06-21,17501937950
2013-06-24,17481735100
2013-06-25,17795924250
2013-06-26,17688640150
2013-06-27,17741585550
2013-06-28,17568119700
2013-07-01,17679213720
2013-07-02,17633369460
2013-07-03,17723668760
2013-07-05,17788962100
2013-07-08,17779237560
2013-07-09,18181416750
2013-07-10,18174470650
2013-07-11,18364793790
2013-07-12,18424530250
2013-07-15,18393272800
2013-07-16,18246015480
2013-07-17,18243931650
2013-07-18,18282135200
2013-07-19,18234901720
2013-07-22,18170997600
2013-07-23,17902183530
2013-07-24,17722974150
2013-07-25,17744507060
2013-07-26,17827165650
2013-07-29,17873009910
2013-07-30,18070279150
2013-07-31,18208506540
2013-08-01,18721823330
2013-08-02,18612074950
2013-08-05,18482877490
2013-08-06,18306446550
2013-08-07,18140434760
2013-08-08,18129321000
2013-08-09,18048051630
2013-08-12,17923021830
2013-08-13,17861896150
2013-08-14,17634758680
2013-08-15,17500004340
2013-08-16,17602112010
2013-08-19,17478471430
2013-08-20,17456243910
2013-08-21,17330519500
2013-08-22,17459716960
2013-08-23,17645177830
2013-08-26,17521537250
2013-08-27,17204795090
2013-08-28,17283980630
2013-08-29,17170759200
2013-08-30,17181178350
2013-09-03,17453465470
2013-09-04,17769513020
2013-09-05,18028602550
2013-09-06,17940387080
2013-09-09,18334925560
2013-09-10,18710014960
2013-09-11,18732937090
2013-09-12,18621104880
2013-09-13,18566230690
2013-09-16,18757248440
2013-09-17,18710709570
2013-09-18,19033008610
2013-09-19,18998278110
2013-09-20,18764889150
2013-09-23,18619021050
2013-09-24,18633607860
2013-09-25,18557200760
2013-09-26,18688482050
2013-09-27,18332147120
2013-09-30,18094629400
2013-10-01,18297901000
2013-10-02,18297901000
2013-10-03,18234983600
2013-10-04,18313803200
2013-10-07,18054528200
2013-10-08,17840885600
2013-10-09,17448170400
2013-10-10,17692926000
2013-10-11,17831206000
2013-10-14,17880295400
2013-10-15,17659738800
2013-10-16,17822217800
2013-10-17,18107766000
2013-10-18,18273702000
2013-10-21,18214241600
2013-10-22,18349064600
2013-10-23,18264713800
2013-10-24,18186585600
2013-10-25,18488036000
2013-10-28,18612488000
2013-10-29,18877985600
2013-10-30,18671948400
2013-10-31,18596585800
2013-11-01,18671948400
2013-11-04,18797783200
2013-11-05,18595894400
2013-11-06,18815068200
2013-11-07,18230835200
2013-11-08,18537125400
2013-11-11,18669182800
2013-11-12,18546113600
2013-11-13,18322100000
2013-11-14,18363584000
2013-11-15,18028255000
2013-11-18,17842268400
2013-11-19,17710211000
2013-11-20,17509013600
2013-11-21,17645910800
2013-11-22,17726804600
2013-11-25,17759300400
