,ITT
2009-06-22,1504712499
2009-06-23,1510187500
2009-06-24,1513837500
2009-06-25,1543037500
2009-06-26,1537562500
2009-06-29,1558549999
2009-06-30,1556604000
2009-07-01,1577614500
2009-07-02,1507275000
2009-07-06,1515496500
2009-07-07,1463427000
2009-07-08,1458859500
2009-07-09,1455205500
2009-07-10,1463427000
2009-07-13,1494486000
2009-07-14,1514582999
2009-07-15,1542901500
2009-07-16,1583095499
2009-07-17,1591317000
2009-07-20,1615981500
2009-07-21,1604106000
2009-07-22,1596798000
2009-07-23,1653435000
2009-07-24,1650694500
2009-07-27,1648867500
2009-07-28,1656175500
2009-07-29,1655262000
2009-07-30,1689061499
2009-07-31,1728342000
2009-08-03,1699110000
2009-08-04,1699110000
2009-08-05,1679013000
2009-08-06,1688148000
2009-08-07,1728342000
2009-08-10,1737477000
2009-08-11,1705504500
2009-08-12,1736563500
2009-08-13,1742044500
2009-08-14,1721947500
2009-08-17,1689061499
2009-08-18,1717380000
2009-08-19,1729255500
2009-08-20,1731996000
2009-08-21,1782238500
2009-08-24,1786806000
2009-08-25,1792287000
2009-08-26,1774930500
2009-08-27,1788632999
2009-08-28,1777671000
2009-08-31,1752093000
2009-09-01,1739304000
2009-09-02,1734736499
2009-09-03,1772189999
2009-09-04,1788632999
2009-09-08,1790460000
2009-09-09,1795941000
2009-09-10,1812384000
2009-09-11,1794114000
2009-09-14,1788632999
2009-09-15,1805989500
2009-09-16,1788632999
2009-09-17,1805989500
2009-09-18,1819692000
2009-09-21,1811470499
2009-09-22,1835221500
2009-09-23,1819692000
2009-09-24,1801422000
2009-09-25,1801422000
2009-09-28,1816951500
2009-09-29,1830654000
2009-09-30,1825258000
2009-10-01,1757622000
2009-10-02,1700040000
2009-10-05,1727459999
2009-10-06,1748482000
2009-10-07,1733858000
2009-10-08,1757622000
2009-10-09,1822516000
2009-10-12,1800580000
2009-10-13,1857248000
2009-10-14,1921228000
2009-10-15,1909346000
2009-10-16,1906604000
2009-10-19,1982466000
2009-10-20,1944992000
2009-10-21,1909346000
2009-10-22,1940422000
2009-10-23,1918485999
2009-10-26,1912088000
2009-10-27,1913916000
2009-10-28,1867302000
2009-10-29,1902948000
2009-10-30,1774988000
2009-11-02,1785042000
2009-11-03,1796009999
2009-11-04,1783214000
2009-11-05,1815204000
2009-11-06,1817946000
2009-11-09,1855420000
2009-11-10,1839882000
2009-11-11,1851764000
2009-11-12,1833484000
2009-11-13,1838054000
2009-11-16,1881011999
2009-11-17,1857248000
2009-11-18,1831656000
2009-11-19,1796924000
2009-11-20,1779558000
2009-11-23,1806064000
2009-11-24,1822516000
2009-11-25,1828914000
2009-11-27,1815204000
2009-11-30,1810634000
2009-12-01,1821602000
2009-12-02,1814290000
2009-12-03,1794182000
2009-12-04,1833484000
2009-12-07,1840796000
2009-12-08,1799666000
2009-12-09,1785042000
2009-12-10,1785042000
2009-12-11,1796009999
2009-12-14,1838054000
2009-12-15,1830742000
2009-12-16,1827085999
2009-12-17,1787784000
2009-12-18,1769504000
2009-12-21,1763106000
2009-12-22,1756708000
2009-12-23,1752138000
2009-12-24,1774988000
2009-12-28,1771332000
2009-12-29,1779558000
2009-12-30,1774074000
2009-12-31,1745932500
2010-01-04,1739517000
2010-01-05,1714771500
2010-01-06,1703773500
2010-01-07,1712938500
2010-01-08,1778009999
2010-01-11,1783509000
2010-01-12,1745932500
2010-01-13,1787175000
2010-01-14,1803672000
2010-01-15,1804588500
2010-01-19,1802755500
2010-01-20,1778926500
2010-01-21,1735851000
2010-01-22,1721187000
2010-01-25,1726686000
2010-01-26,1719354000
2010-01-27,1731268500
2010-01-28,1718437500
2010-01-29,1695525000
2010-02-01,1712022000
2010-02-02,1770678000
2010-02-03,1745016000
2010-02-04,1715688000
2010-02-05,1702856999
2010-02-08,1668030000
2010-02-09,1707439500
2010-02-10,1695525000
2010-02-11,1722103500
2010-02-12,1729435500
2010-02-16,1736767500
2010-02-17,1739517000
2010-02-18,1784425500
2010-02-19,1801839000
2010-02-22,1806421500
2010-02-23,1791757500
2010-02-24,1798173000
2010-02-25,1790841000
2010-02-26,1798173000
2010-03-01,1821085500
2010-03-02,1833000000
2010-03-03,1830250500
2010-03-04,1843998000
2010-03-05,1877908499
2010-03-08,1860495000
2010-03-09,1872409500
2010-03-10,1861411500
2010-03-11,1859578500
2010-03-12,1860495000
2010-03-15,1854079500
2010-03-16,1866910500
2010-03-17,1882491000
2010-03-18,1874242500
2010-03-19,1845831000
2010-03-22,1854995999
2010-03-23,1870576500
2010-03-24,1849497000
2010-03-25,1844914500
2010-03-26,1851330000
2010-03-29,1893489000
2010-03-30,1886156999
2010-03-31,1888760000
2010-04-01,1900720000
2010-04-05,1918200000
2010-04-06,1900720000
2010-04-07,1897960000
2010-04-08,1907160000
2010-04-09,1916359999
2010-04-12,1926480000
2010-04-13,1945799999
2010-04-14,1968799999
2010-04-15,1970640000
2010-04-16,1968799999
2010-04-19,1974320000
2010-04-20,1999160000
2010-04-21,2009280000
2010-04-22,2025840000
2010-04-23,2030440000
2010-04-26,2008359999
2010-04-27,1989040000
2010-04-28,1988120000
2010-04-29,2042400000
2010-04-30,1957760000
2010-05-03,1966960000
2010-05-04,1893359999
2010-05-05,1881400000
2010-05-06,1823440000
2010-05-07,1761799999
2010-05-10,1846440000
2010-05-11,1852880000
2010-05-12,1874960000
2010-05-13,1848280000
2010-05-14,1820680000
2010-05-17,1831720000
2010-05-18,1798600000
2010-05-19,1758120000
2010-05-20,1682680000
2010-05-21,1711200000
2010-05-24,1690040000
2010-05-25,1690040000
2010-05-26,1674400000
2010-05-27,1724079999
2010-05-28,1701079999
2010-06-01,1667040000
2010-06-02,1692799999
2010-06-03,1689120000
2010-06-04,1615520000
2010-06-07,1579640000
2010-06-08,1587920000
2010-06-09,1598960000
2010-06-10,1639440000
2010-06-11,1647720000
2010-06-14,1659680000
2010-06-15,1703840000
2010-06-16,1701079999
2010-06-17,1697400000
2010-06-18,1710280000
2010-06-21,1706600000
2010-06-22,1673480000
2010-06-23,1665200000
2010-06-24,1646799999
2010-06-25,1649560000
2010-06-28,1641280000
2010-06-29,1576880000
2010-06-30,1583260000
2010-07-01,1574975500
2010-07-02,1574975500
2010-07-06,1572213999
2010-07-07,1623762000
2010-07-08,1660582000
2010-07-09,1655059000
2010-07-12,1632046500
2010-07-13,1664263999
2010-07-14,1665184500
2010-07-15,1660582000
2010-07-16,1607193000
2010-07-19,1623762000
2010-07-20,1654138500
2010-07-21,1648615500
2010-07-22,1719494000
2010-07-23,1745268000
2010-07-26,1777485500
2010-07-27,1758155000
2010-07-28,1757234500
2010-07-29,1759996000
2010-07-30,1661502500
2010-08-02,1654138500
2010-08-03,1636649000
2010-08-04,1639410500
2010-08-05,1643092500
2010-08-06,1622841500
2010-08-09,1650456500
2010-08-10,1605352000
2010-08-11,1550122000
2010-08-12,1561168000
2010-08-13,1569452500
2010-08-16,1560247500
2010-08-17,1582339500
2010-08-18,1585101000
2010-08-19,1549201499
2010-08-20,1557486000
2010-08-23,1548281000
2010-08-24,1516984000
2010-08-25,1518825000
2010-08-26,1516063500
2010-08-27,1546440000
2010-08-30,1524348000
2010-08-31,1498574000
2010-09-01,1568532000
2010-09-02,1599829000
2010-09-03,1623762000
2010-09-07,1609954499
2010-09-08,1603511000
2010-09-09,1604431500
2010-09-10,1607193000
2010-09-13,1632046500
2010-09-14,1621921000
2010-09-15,1613636500
2010-09-16,1607193000
2010-09-17,1611795500
2010-09-20,1655059000
2010-09-21,1654138500
2010-09-22,1648615500
2010-09-23,1620080000
2010-09-24,1661502500
2010-09-27,1649536000
2010-09-28,1653218000
2010-09-29,1654138500
2010-09-30,1655862000
2010-10-01,1662323000
2010-10-04,1642017000
2010-10-05,1686321000
2010-10-06,1694628000
2010-10-07,1690936000
2010-10-08,1693705000
2010-10-11,1677091000
2010-10-12,1669707000
2010-10-13,1692782000
2010-10-14,1687244000
2010-10-15,1690013000
2010-10-18,1699243000
2010-10-19,1668783999
2010-10-20,1708473000
2010-10-21,1723241000
2010-10-22,1714933999
2010-10-25,1702012000
2010-10-26,1696474000
2010-10-27,1682629000
2010-10-28,1703858000
2010-10-29,1667861000
2010-11-01,1648478000
2010-11-02,1663246000
2010-11-03,1660476999
2010-11-04,1689090000
2010-11-05,1720472000
2010-11-08,1715857000
2010-11-09,1685398000
2010-11-10,1679860000
2010-11-11,1689090000
2010-11-12,1658631000
2010-11-15,1660476999
2010-11-16,1621711000
2010-11-17,1622633999
2010-11-18,1636479000
2010-11-19,1646632000
2010-11-22,1642940000
2010-11-23,1620788000
2010-11-24,1645708999
2010-11-26,1629094999
2010-11-29,1626326000
2010-11-30,1626326000
2010-12-01,1665092000
2010-12-02,1701089000
2010-12-03,1727856000
2010-12-06,1740778000
2010-12-07,1750008000
2010-12-08,1739855000
2010-12-09,1735240000
2010-12-10,1750931000
2010-12-13,1767544999
2010-12-14,1780467000
2010-12-15,1767544999
2010-12-16,1798004000
2010-12-17,1827540000
2010-12-20,1844154000
2010-12-21,1852461000
2010-12-22,1842308000
2010-12-23,1837693000
2010-12-27,1846000000
2010-12-28,1840462000
2010-12-29,1838616000
2010-12-30,1839539000
2010-12-31,1846300000
2011-01-03,1870350000
2011-01-04,1850000000
2011-01-05,1857399999
2011-01-06,1850000000
2011-01-07,1863874999
2011-01-10,1868500000
2011-01-11,1869425000
2011-01-12,2178375000
2011-01-13,2106225000
2011-01-14,2100675000
2011-01-18,2091425000
2011-01-19,2065524999
2011-01-20,2060900000
2011-01-21,2056275000
2011-01-24,2080324999
2011-01-25,2096050000
2011-01-26,2104375000
2011-01-27,2105300000
2011-01-28,2077550000
2011-01-31,2087725000
2011-02-01,2096975000
2011-02-02,2094200000
2011-02-03,2109925000
2011-02-04,2139525000
2011-02-07,2142300000
2011-02-08,2125650000
2011-02-09,2116400000
2011-02-10,2102525000
2011-02-11,2110850000
2011-02-14,2116400000
2011-02-15,2096975000
2011-02-16,2093275000
2011-02-17,2093275000
2011-02-18,2120100000
2011-02-22,2063675000
2011-02-23,2030375000
2011-02-24,2039625000
2011-02-25,2052575000
2011-02-28,2052575000
2011-03-01,2012800000
2011-03-02,2018350000
2011-03-03,2043325000
2011-03-04,2030375000
2011-03-07,2007250000
2011-03-08,2014650000
2011-03-09,2015575000
2011-03-10,2000775000
2011-03-11,2018350000
2011-03-14,2002624999
2011-03-15,1996149999
2011-03-16,1963775000
2011-03-17,1991525000
2011-03-18,2007250000
2011-03-21,2035925000
2011-03-22,2017425000
2011-03-23,2028525000
2011-03-24,2072925000
2011-03-25,2075700000
2011-03-28,2059050000
2011-03-29,2072925000
2011-03-30,2112700000
2011-03-31,2130950000
2011-04-01,2145774000
2011-04-04,2156892000
2011-04-05,2134656000
2011-04-06,2120758500
2011-04-07,2107787500
2011-04-08,2086478000
2011-04-11,2097596000
2011-04-12,2079066000
2011-04-13,2050344500
2011-04-14,2050344500
2011-04-15,2064242000
2011-04-18,2053124000
2011-04-19,2060535999
2011-04-20,2093890000
2011-04-21,2082772000
2011-04-25,2078139500
2011-04-26,2093890000
2011-04-27,2103155000
2011-04-28,2089257500
2011-04-29,2050344500
2011-05-02,2036447000
2011-05-03,2003093000
2011-05-04,2027182000
2011-05-05,2041079500
2011-05-06,2054977000
2011-05-09,2054977000
2011-05-10,2075359999
2011-05-11,2045711999
2011-05-12,2054977000
2011-05-13,2033667500
2011-05-16,2021623000
2011-05-17,2004946000
2011-05-18,2012358000
2011-05-19,2032741000
2011-05-20,2031814500
2011-05-23,2014210999
2011-05-24,1991975000
2011-05-25,2007725500
2011-05-26,2022549499
2011-05-27,2026255500
2011-05-31,2044785500
2011-06-01,1995681000
2011-06-02,1998460500
2011-06-03,1978077500
2011-06-06,1960474000
2011-06-07,1966959500
2011-06-08,1936384999
2011-06-09,1979004000
2011-06-10,1953988500
2011-06-13,1952135500
2011-06-14,1979930500
2011-06-15,1976224499
2011-06-16,1981783500
2011-06-17,1998460500
2011-06-20,2025329000
2011-06-21,2046638500
2011-06-22,2030888000
2011-06-23,2020696500
2011-06-24,1994754500
2011-06-27,2009578500
2011-06-28,2045711999
2011-06-29,2062389000
2011-06-30,2092239000
2011-07-01,2124684000
2011-07-05,2096874000
2011-07-06,2103363000
2011-07-07,2111706000
2011-07-08,2089458000
2011-07-11,2048670000
2011-07-12,2032911000
2011-07-13,2032911000
2011-07-14,2006954999
2011-07-15,2002320000
2011-07-18,1961532000
2011-07-19,1994904000
2011-07-20,1994904000
2011-07-21,2018079000
2011-07-22,2004174000
2011-07-25,2014371000
2011-07-26,1986561000
2011-07-27,1950408000
2011-07-28,1934649000
2011-07-29,1893861000
2011-08-01,1867904999
2011-08-02,1805796000
2011-08-03,1803942000
2011-08-04,1706607000
2011-08-05,1729782000
2011-08-08,1629665999
2011-08-09,1665819000
2011-08-10,1585170000
2011-08-11,1630593000
2011-08-12,1646352000
2011-08-15,1667672999
2011-08-16,1653768000
2011-08-17,1649133000
2011-08-18,1556433000
2011-08-19,1524915000
2011-08-22,1509156000
2011-08-23,1551797999
2011-08-24,1578681000
2011-08-25,1541601000
2011-08-26,1576827000
2011-08-29,1625958000
2011-08-30,1651914000
2011-08-31,1680651000
2011-09-01,1646352000
2011-09-02,1570338000
2011-09-06,1543454999
2011-09-07,1593513000
2011-09-08,1565703000
2011-09-09,1518426000
2011-09-12,1525842000
2011-09-13,1532331000
2011-09-14,1563849000
2011-09-15,1573119000
2011-09-16,1595367000
2011-09-19,1574972999
2011-09-20,1567557000
2011-09-21,1506375000
2011-09-22,1450755000
2011-09-23,1472076000
2011-09-26,1522134000
2011-09-27,1549944000
2011-09-28,1524915000
2011-09-29,1543454999
2011-09-30,1502806000
2011-10-03,1447700000
2011-10-04,1486928000
2011-10-05,1523353999
2011-10-06,1572856000
2011-10-07,1552308000
2011-10-10,1570988000
2011-10-11,1586865999
2011-10-12,1642906000
2011-10-13,1605546000
2011-10-14,1625159999
2011-10-17,1587800000
2011-10-18,1608348000
2011-10-19,1579394000
2011-10-20,1563515999
2011-10-21,1583130000
2011-10-24,1596206000
2011-10-25,1574724000
2011-10-26,1557912000
2011-10-27,1584998000
2011-10-28,1609282000
2011-10-31,1630764000
2011-11-01,1755920000
2011-11-02,1879208000
2011-11-03,1905359999
2011-11-04,1877340000
2011-11-07,1894152000
2011-11-08,1843715999
2011-11-09,1776468000
2011-11-10,1809158000
2011-11-11,1856792000
2011-11-14,1865198000
2011-11-15,1871736000
2011-11-16,1828771999
2011-11-17,1840914000
2011-11-18,1840914000
2011-11-21,1827838000
2011-11-22,1815696000
2011-11-23,1783006000
2011-11-25,1781138000
2011-11-28,1853990000
2011-11-29,1831574000
2011-11-30,1883878000
2011-12-01,1850253999
2011-12-02,1853990000
2011-12-05,1881076000
2011-12-06,1860528000
2011-12-07,1837178000
2011-12-08,1801686000
2011-12-09,1862396000
2011-12-12,1826903999
2011-12-13,1808224000
2011-12-14,1758721999
2011-12-15,1796082000
2011-12-16,1792346000
2011-12-19,1774600000
2011-12-20,1850253999
2011-12-21,1853056000
2011-12-22,1837178000
2011-12-23,1886680000
2011-12-27,1879208000
2011-12-28,1805421999
2011-12-29,1834376000
2011-12-30,1805421999
2012-01-03,1845451000
2012-01-04,1890715000
2012-01-05,1906746000
2012-01-06,1911461000
2012-01-09,1939751000
2012-01-10,1954839000
2012-01-11,2040652000
2012-01-12,2076486000
2012-01-13,2026506999
2012-01-17,2060455000
2012-01-18,2060455000
2012-01-19,2101947000
2012-01-20,2043481000
2012-01-23,2007647000
2012-01-24,1993502000
2012-01-25,2028393000
2012-01-26,2026506999
2012-01-27,2042538000
2012-01-30,2042538000
2012-01-31,2050081999
2012-02-01,2078372000
2012-02-02,2097231999
2012-02-03,2129293999
2012-02-06,2134952000
2012-02-07,2141553000
2012-02-08,2131180000
2012-02-09,2141553000
2012-02-10,2131180000
2012-02-13,2117035000
2012-02-14,2114206000
2012-02-15,2099118000
2012-02-16,2121750000
2012-02-17,2142496000
2012-02-21,2152869000
2012-02-22,2150983000
2012-02-23,2209449000
2012-02-24,2203791000
2012-02-27,2184931000
2012-02-28,2201905000
2012-02-29,2352785000
2012-03-01,2345241000
2012-03-02,2252827000
2012-03-05,2206620000
2012-03-06,2140610000
2012-03-07,2153812000
2012-03-08,2150040000
2012-03-09,2157584000
2012-03-12,2143439000
2012-03-13,2169843000
2012-03-14,2139667000
2012-03-15,2171729000
2012-03-16,2166071000
2012-03-19,2159470000
2012-03-20,2138724000
2012-03-21,2122693000
2012-03-22,2105718999
2012-03-23,2130237000
2012-03-26,2167014000
2012-03-27,2155698000
2012-03-28,2154755000
2012-03-29,2141553000
2012-03-30,2163242000
2012-04-02,2142752000
2012-04-03,2164096000
2012-04-04,2116768000
2012-04-05,2104704000
2012-04-09,2039744000
2012-04-10,1995200000
2012-04-11,1998912000
2012-04-12,2024896000
2012-04-13,2001696000
2012-04-16,1984064000
2012-04-17,2041600000
2012-04-18,2029536000
2012-04-19,2008192000
2012-04-20,2036960000
2012-04-23,2016544000
2012-04-24,2048096000
2012-04-25,2075936000
2012-04-26,2071296000
2012-04-27,2093568000
2012-04-30,2084288000
2012-05-01,2099136000
2012-05-02,2085216000
2012-05-03,2042528000
2012-05-04,2038816000
2012-05-07,2069440000
2012-05-08,2047168000
2012-05-09,2031392000
2012-05-10,2022112000
2012-05-11,2036032000
2012-05-14,1995200000
2012-05-15,2002623999
2012-05-16,1980352000
2012-05-17,1936736000
2012-05-18,1907040000
2012-05-21,1933023999
2012-05-22,1928384000
2012-05-23,1929312000
2012-05-24,1928384000
2012-05-25,1918176000
2012-05-29,1940448000
2012-05-30,1907968000
2012-05-31,1905184000
2012-06-01,1827232000
2012-06-04,1829088000
2012-06-05,1828160000
2012-06-06,1857856000
2012-06-07,1878271999
2012-06-08,1872704000
2012-06-11,1791968000
2012-06-12,1809600000
2012-06-13,1784544000
2012-06-14,1780832000
2012-06-15,1785471999
2012-06-18,1766912000
2012-06-19,1783616000
2012-06-20,1770623999
2012-06-21,1735360000
2012-06-22,1674112000
2012-06-25,1631423999
2012-06-26,1623071999
2012-06-27,1590592000
2012-06-28,1596160000
2012-06-29,1633280000
2012-07-02,1653900000
2012-07-03,1677025000
2012-07-05,1671475000
2012-07-06,1673325000
2012-07-09,1660375000
2012-07-10,1633550000
2012-07-11,1615050000
2012-07-12,1633550000
2012-07-13,1638175000
2012-07-16,1628925000
2012-07-17,1635400000
2012-07-18,1697375000
2012-07-19,1731600000
2012-07-20,1740850000
2012-07-23,1718649999
2012-07-24,1706625000
2012-07-25,1695524999
2012-07-26,1726975000
2012-07-27,1748249999
2012-07-30,1723275000
2012-07-31,1733449999
2012-08-01,1714025000
2012-08-02,1681650000
2012-08-03,1874975000
2012-08-06,1884225000
2012-08-07,1903649999
2012-08-08,1900875000
2012-08-09,1913825000
2012-08-10,1916600000
2012-08-13,1917525000
2012-08-14,1899950000
2012-08-15,1909200000
2012-08-16,1924000000
2012-08-17,1918449999
2012-08-20,1910124999
2012-08-21,1910124999
2012-08-22,1905500000
2012-08-23,1898100000
2012-08-24,1890700000
2012-08-27,1911975000
2012-08-28,1900875000
2012-08-29,1865725000
2012-08-30,1830575000
2012-08-31,1840749999
2012-09-04,1839825000
2012-09-05,1808375000
2012-09-06,1890700000
2012-09-07,1902725000
2012-09-10,1910124999
2012-09-11,1944350000
2012-09-12,1956374999
2012-09-13,1972100000
2012-09-14,1992450000
2012-09-17,1955450000
2012-09-18,1939725000
2012-09-19,1979499999
2012-09-20,1949899999
2012-09-21,1965625000
2012-09-24,1941574999
2012-09-25,1919375000
2012-09-26,1878675000
2012-09-27,1879600000
2012-09-28,1863874999
2012-10-01,1838160000
2012-10-02,1843680000
2012-10-03,1860240000
2012-10-04,1888760000
2012-10-05,1907160000
2012-10-08,1905320000
2012-10-09,1898880000
2012-10-10,1875880000
2012-10-11,1886920000
2012-10-12,1890600000
2012-10-15,1920040000
2012-10-16,1918200000
2012-10-17,1932920000
2012-10-18,1920960000
2012-10-19,1885079999
2012-10-22,1888760000
2012-10-23,1887840000
2012-10-24,1907160000
2012-10-25,1927400000
2012-10-26,1903480000
2012-10-31,1913600000
2012-11-01,1972480000
2012-11-02,1995480000
2012-11-05,2038720000
2012-11-06,2054359999
2012-11-07,1998240000
2012-11-08,1989960000
2012-11-09,1998240000
2012-11-12,1999160000
2012-11-13,1984440000
2012-11-14,1946720000
2012-11-15,1931079999
2012-11-16,1925560000
2012-11-19,1963280000
2012-11-20,1965120000
2012-11-21,1973400000
2012-11-23,1993640000
2012-11-26,2012040000
2012-11-27,2000079999
2012-11-28,2025840000
2012-11-29,2047000000
2012-11-30,2058040000
2012-12-03,2052520000
2012-12-04,2056200000
2012-12-05,2042400000
2012-12-06,2049760000
2012-12-07,2075520000
2012-12-10,2080120000
2012-12-11,2073680000
2012-12-12,2067240000
2012-12-13,2068160000
2012-12-14,2072760000
2012-12-17,2093000000
2012-12-18,2121520000
2012-12-19,2116920000
2012-12-20,2116000000
2012-12-21,2096680000
2012-12-24,2093000000
2012-12-26,2109560000
2012-12-27,2098520000
2012-12-28,2112320000
2012-12-31,2158320000
2013-01-02,2236520000
2013-01-03,2236520000
2013-01-04,2268720000
2013-01-07,2247560000
2013-01-08,2253080000
2013-01-09,2290800000
2013-01-10,2300920000
2013-01-11,2299080000
2013-01-14,2300000000
2013-01-15,2324840000
2013-01-16,2320240000
2013-01-17,2347840000
2013-01-18,2353360000
2013-01-22,2360720000
2013-01-23,2374520000
2013-01-24,2390160000
2013-01-25,2391080000
2013-01-28,2389240000
2013-01-29,2428800000
2013-01-30,2382800000
2013-01-31,2362560000
2013-02-01,2398440000
2013-02-04,2360720000
2013-02-05,2406720000
2013-02-06,2420520000
2013-02-07,2403960000
2013-02-08,2401200000
2013-02-11,2388320000
2013-02-12,2400280000
2013-02-13,2393840000
2013-02-14,2382800000
2013-02-15,2434320000
2013-02-19,2437080000
2013-02-20,2381880000
2013-02-21,2337720000
2013-02-22,2372680000
2013-02-25,2314720000
2013-02-26,2322080000
2013-02-27,2372680000
2013-02-28,2422360000
2013-03-01,2403040000
2013-03-04,2392920000
2013-03-05,2461920000
2013-03-06,2461920000
2013-03-07,2487680000
2013-03-08,2553000000
2013-03-11,2553920000
2013-03-12,2543800000
2013-03-13,2547480000
2013-03-14,2588880000
2013-03-15,2615560000
2013-03-18,2623840000
2013-03-19,2649600000
2013-03-20,2682720000
2013-03-21,2668000000
2013-03-22,2680880000
2013-03-25,2645000000
2013-03-26,2631200000
2013-03-27,2607280000
2013-03-28,2615560000
2013-04-01,2539336000
2013-04-02,2521256000
2013-04-03,2460688000
2013-04-04,2465208000
2013-04-05,2467920000
2013-04-08,2497752000
2013-04-09,2485096000
2013-04-10,2525776000
2013-04-11,2554704000
2013-04-12,2523064000
2013-04-15,2437184000
2013-04-16,2470632000
2013-04-17,2402832000
2013-04-18,2372096000
2013-04-19,2389272000
2013-04-22,2363056000
2013-04-23,2407352000
2013-04-24,2424528000
2013-04-25,2461592000
2013-04-26,2457072000
2013-04-29,2465208000
2013-04-30,2495040000
2013-05-01,2462496000
2013-05-02,2490520000
2013-05-03,2543856000
2013-05-06,2608944000
2013-05-07,2654144000
2013-05-08,2666800000
2013-05-09,2668608000
2013-05-10,2683072000
2013-05-13,2686688000
2013-05-14,2728272000
2013-05-15,2749968000
2013-05-16,2715616000
2013-05-17,2779800000
2013-05-20,2772568000
2013-05-21,2762624000
2013-05-22,2755392000
2013-05-23,2756296000
2013-05-24,2741832000
2013-05-28,2764432000
2013-05-29,2719232000
2013-05-30,2728272000
2013-05-31,2725560000
2013-06-03,2698440000
2013-06-04,2664992000
2013-06-05,2599000000
2013-06-06,2639680000
2013-06-07,2706576000
2013-06-10,2716520000
2013-06-11,2683072000
2013-06-12,2647816000
2013-06-13,2696632000
2013-06-14,2687592000
2013-06-17,2684880000
2013-06-18,2722848000
2013-06-19,2673128000
2013-06-20,2612560000
2013-06-21,2614368000
2013-06-24,2542048000
2013-06-25,2571880000
2013-06-26,2629736000
2013-06-27,2695728000
2013-06-28,2658664000
2013-07-01,2735504000
2013-07-02,2709288000
2013-07-03,2729176000
2013-07-05,2779800000
2013-07-08,2787032000
2013-07-09,2852120000
2013-07-10,2857544000
2013-07-11,2863872000
2013-07-12,2862064000
2013-07-15,2859352000
2013-07-16,2815056000
2013-07-17,2814152000
2013-07-18,2844888000
2013-07-19,2845792000
2013-07-22,2846696000
2013-07-23,2846696000
2013-07-24,2846696000
2013-07-25,2833136000
2013-07-26,2799688000
2013-07-29,2783416000
2013-07-30,2783416000
2013-07-31,2824096000
2013-08-01,3104336000
2013-08-02,3110663999
2013-08-05,3124224000
2013-08-06,3087160000
2013-08-07,3068176000
2013-08-08,3051000000
2013-08-09,3048288000
2013-08-12,3059136000
2013-08-13,3062752000
2013-08-14,3061848000
2013-08-15,3034728000
2013-08-16,3037440000
2013-08-19,3046480000
2013-08-20,3064560000
2013-08-21,3055519999
2013-08-22,3078119999
2013-08-23,3102528000
2013-08-26,3099816000
2013-08-27,2986816000
2013-08-28,2993144000
2013-08-29,3032016000
2013-08-30,2969640000
2013-09-03,2984104000
2013-09-04,3033824000
2013-09-05,3069984000
2013-09-06,3076312000
2013-09-09,3137784000
2013-09-10,3205584000
2013-09-11,3169424000
2013-09-12,3164000000
2013-09-13,3178463999
2013-09-16,3194736000
2013-09-17,3203776000
2013-09-18,3209200000
2013-09-19,3253496000
2013-09-20,3248976000
2013-09-23,3215528000
2013-09-24,3222760000
2013-09-25,3258919999
2013-09-26,3289656000
2013-09-27,3243552000
2013-09-30,3264260000
2013-10-01,3306027999
2013-10-02,3316924000
2013-10-03,3297856000
2013-10-04,3309660000
2013-10-07,3281512000
2013-10-08,3218860000
2013-10-09,3231572000
2013-10-10,3313292000
2013-10-11,3355968000
2013-10-14,3366864000
2013-10-15,3297856000
2013-10-16,3299672000
2013-10-17,3343256000
2013-10-18,3375036000
2013-10-21,3369588000
2013-10-22,3386839999
2013-10-23,3376852000
2013-10-24,3385024000
2013-10-25,3462204000
2013-10-28,3424068000
2013-10-29,3396827999
2013-10-30,3357783999
2013-10-31,3607483999
2013-11-01,3668320000
2013-11-04,3706456000
2013-11-05,3642896000
2013-11-06,3628368000
2013-11-07,3559360000
2013-11-08,3670136000
2013-11-11,3674676000
2013-11-12,3733696000
2013-11-13,3732788000
2013-11-14,3753672000
2013-11-15,3739144000
2013-11-18,3685572000
2013-11-19,3651068000
2013-11-20,3684664000
2013-11-21,3726432000
2013-11-22,3749132000
2013-11-25,3767292000
2013-11-26,3755488000
2013-11-27,3730972000
2013-11-29,3706456000
2013-12-02,3702824000
2013-12-03,3671044000
2013-12-04,3668320000
2013-12-05,3631092000
2013-12-06,3649252000
2013-12-09,3751856000
2013-12-10,3749132000
2013-12-11,3701916000
2013-12-12,3733696000
2013-12-13,3770924000
2013-12-16,3886239999
2013-12-17,3843564000
2013-12-18,3883516000
2013-12-19,3890780000
2013-12-20,3881700000
2013-12-23,3908032000
2013-12-24,3923468000
2013-12-26,3918020000
2013-12-27,3896227999
2013-12-30,3949800000
2013-12-31,3968588000
2014-01-02,3947566000
2014-01-03,3971330000
2014-01-06,3924716000
2014-01-07,3956706000
2014-01-08,3974986000
2014-01-09,4012460000
2014-01-10,4066386000
2014-01-13,3995094000
2014-01-14,4017030000
2014-01-15,4053590000
2014-01-16,4012460000
2014-01-17,3996008000
2014-01-21,3989610000
2014-01-22,3981384000
2014-01-23,3909178000
2014-01-24,3756540000
2014-01-27,3677936000
2014-01-28,3734604000
2014-01-29,3742830000
2014-01-30,3783960000
2014-01-31,3742830000
2014-02-03,3497878000
2014-02-04,3597504000
2014-02-05,3581052000
2014-02-06,3620354000
