,CB
2004-08-23,11215226100
2004-08-24,11266988682
2004-08-25,11281367177
2004-08-26,11209474702
2004-08-27,11220977498
2004-08-30,11157712120
2004-08-31,11085819645
2004-09-01,10789622648
2004-09-02,11045559858
2004-09-03,11200847605
2004-09-07,11287118575
2004-09-08,11172090615
2004-09-09,11143333625
2004-09-10,11172090615
2004-09-13,11318751264
2004-09-14,11384892341
2004-09-15,11445282020
2004-09-16,11551682883
2004-09-17,11491293204
2004-09-20,11451033418
2004-09-21,11451033418
2004-09-22,11287118575
2004-09-23,11292869973
2004-09-24,11269864381
2004-09-27,11036932762
2004-09-28,11197971906
2004-09-29,11172090615
2004-09-30,11642350129
2004-10-01,11944597860
2004-10-04,12313688841
2004-10-05,12287532787
2004-10-06,12287532787
2004-10-07,12127690236
2004-10-08,11927160491
2004-10-11,11770224169
2004-10-12,11732443203
2004-10-13,11715005833
2004-10-14,10599014208
2004-10-15,10165986208
2004-10-18,10282235336
2004-10-19,9634146449
2004-10-20,9881175846
2004-10-21,9884082074
2004-10-22,10041018396
2004-10-25,10110767873
2004-10-26,10805356410
2004-10-27,10782106584
2004-10-28,11037854665
2004-10-29,11061104491
2004-11-01,11125041511
2004-11-02,11029135981
2004-11-03,11188978531
2004-11-04,11340102397
2004-11-05,11360445994
2004-11-08,11404039417
2004-11-09,11447632840
2004-11-10,11377883363
2004-11-11,11447632840
2004-11-12,11392414504
2004-11-15,11418570558
2004-11-16,11252915551
2004-11-17,11247103095
2004-11-18,11316852571
2004-11-19,11331383712
2004-11-22,11462163981
2004-11-23,11511569860
2004-11-24,11683037323
2004-11-26,11677224867
2004-11-29,11741161887
2004-11-30,11746974343
2004-12-01,11918441807
2004-12-02,11973660142
2004-12-03,11927160491
2004-12-06,11839973646
2004-12-07,11645256357
2004-12-08,11563881968
2004-12-09,11752786800
2004-12-10,11802192679
2004-12-13,11973660142
2004-12-14,12229408223
2004-12-15,12148033834
2004-12-16,12118971552
2004-12-17,12336938666
2004-12-20,12264282961
2004-12-21,12197439713
2004-12-22,12351469807
2004-12-23,12249751820
2004-12-27,12174189887
2004-12-28,12368907176
2004-12-29,12296251471
2004-12-30,12389250773
2004-12-31,12454499985
2005-01-03,12332139985
2005-01-04,12300093319
2005-01-05,12291353319
2005-01-06,12428279985
2005-01-07,12381666652
2005-01-10,12288439985
2005-01-11,12393319985
2005-01-12,12457413319
2005-01-13,12349619985
2005-01-14,12381666652
2005-01-18,12678826652
2005-01-19,12774966652
2005-01-20,12725439985
2005-01-21,12477806652
2005-01-24,12303006652
2005-01-25,12410799985
2005-01-26,12576859985
2005-01-27,12454499985
2005-01-28,12273873319
2005-01-31,12643866652
2005-02-01,12780793318
2005-02-02,12818666652
2005-02-03,12970159985
2005-02-04,13395506651
2005-02-07,13398419984
2005-02-08,13299366651
2005-02-09,13340153318
2005-02-10,13418813317
2005-02-11,13765499984
2005-02-14,13637313317
2005-02-15,13646053317
2005-02-16,13375113318
2005-02-17,13185746651
2005-02-18,13083779985
2005-02-22,12833233318
2005-02-23,12958506651
2005-02-24,13013859985
2005-02-25,13104173318
2005-02-28,12952679985
2005-03-01,13063386651
2005-03-02,13124566651
2005-03-03,13174093318
2005-03-04,13290626651
2005-03-07,13354719984
2005-03-08,13325586651
2005-03-09,13232359984
2005-03-10,13246926651
2005-03-11,13293539984
2005-03-14,13235273318
2005-03-15,12914806651
2005-03-16,12999293318
2005-03-17,12786619985
2005-03-18,12541899985
2005-03-21,12477806652
2005-03-22,12195213319
2005-03-23,12192299986
2005-03-24,12148599986
2005-03-28,12308833319
2005-03-29,12282613319
2005-03-30,12235999986
2005-03-31,11970863362
2005-04-01,11582180132
2005-04-04,11965062120
2005-04-05,11936055908
2005-04-06,11982465846
2005-04-07,11976664604
2005-04-08,11660496902
2005-04-11,11675000008
2005-04-12,11846136654
2005-04-13,11619888206
2005-04-14,11413944107
2005-04-15,11396540380
2005-04-18,11396540380
2005-04-19,11463254666
2005-04-20,11225403734
2005-04-21,11561875784
2005-04-22,11608285722
2005-04-25,11541571436
2005-04-26,11492260877
2005-04-27,12034677026
2005-04-28,12083987585
2005-04-29,12461068331
2005-05-02,12458167710
2005-05-03,12469770194
2005-05-04,12806242244
2005-05-05,12614801250
2005-05-06,12582894418
2005-05-09,12684416157
2005-05-10,12371149076
2005-05-11,12362447213
2005-05-12,12339242244
2005-05-13,12127496902
2005-05-16,12362447213
2005-05-17,12620602493
2005-05-18,12594496903
2005-05-19,12635105598
2005-05-20,12577093176
2005-05-23,12565490691
2005-05-24,12530683238
2005-05-25,12527782617
2005-05-26,12603198766
2005-05-27,12588695660
2005-05-31,12536484480
2005-06-01,12672813673
2005-06-02,12661211188
2005-06-03,12550987586
2005-06-06,12667012431
2005-06-07,12893260878
2005-06-08,12893260878
2005-06-09,12980279512
2005-06-10,12962875785
2005-06-13,13026689449
2005-06-14,13276142866
2005-06-15,13189124232
2005-06-16,13313850940
2005-06-17,13313850940
2005-06-20,13168819884
2005-06-21,13252937897
2005-06-22,13151416158
2005-06-23,12907763984
2005-06-24,12716322990
2005-06-27,12780136654
2005-06-28,12977378890
2005-06-29,13084701872
2005-06-30,11681860452
2005-07-01,11796465103
2005-07-05,11882418591
2005-07-06,11728744173
2005-07-07,11804279057
2005-07-08,11825116266
2005-07-11,11843348824
2005-07-12,11801674405
2005-07-13,11676651150
2005-07-14,11848558126
2005-07-15,11950139522
2005-07-18,11874604638
2005-07-19,12033488359
2005-07-20,12137674405
2005-07-21,12049116266
2005-07-22,12114232545
2005-07-25,12062139521
2005-07-26,11926697661
2005-07-27,12111627894
2005-07-28,12163720917
2005-07-29,12036093010
2005-08-01,12041302312
2005-08-02,12210604638
2005-08-03,12236651149
2005-08-04,12093395335
2005-08-05,11911069754
2005-08-08,11812093010
2005-08-09,11864186033
2005-08-10,11819906964
2005-08-11,11879813940
2005-08-12,11689674406
2005-08-15,11681860452
2005-08-16,11572465103
2005-08-17,11621953475
2005-08-18,11614139522
2005-08-19,11749581382
2005-08-22,11801674405
2005-08-23,11759999987
2005-08-24,11640186034
2005-08-25,11655813941
2005-08-26,11733953475
2005-08-29,11593302313
2005-08-30,11509953476
2005-08-31,11567255801
2005-09-01,11642790685
2005-09-02,11624558127
2005-09-06,11707906964
2005-09-07,11744372080
2005-09-08,11421395336
2005-09-09,11507348824
2005-09-12,11671441847
2005-09-13,12059534870
2005-09-14,11786046499
2005-09-15,11976186033
2005-09-16,12322604637
2005-09-19,12020465103
2005-09-20,11895441847
2005-09-21,11473488359
2005-09-22,11325023243
2005-09-23,11950139522
2005-09-26,11955348824
2005-09-27,11898046498
2005-09-28,11819906964
2005-09-29,12168930219
2005-09-30,15447805347
2005-10-03,14958805348
2005-10-04,15539697964
2005-10-05,15684100649
2005-10-06,15746456353
2005-10-07,15739892595
2005-10-10,15608617427
2005-10-11,15595489910
2005-10-12,15536416085
2005-10-13,15739892595
2005-10-14,16104181185
2005-10-17,16258429507
2005-10-18,16425805345
2005-10-19,16347040245
2005-10-20,15992597292
2005-10-21,16455342258
2005-10-24,16573489909
2005-10-25,16465187896
2005-10-26,16737583869
2005-10-27,16530825480
2005-10-28,16918087224
2005-10-31,17098590579
2005-11-01,17006697962
2005-11-02,17338167760
2005-11-03,17426778498
2005-11-04,17554771787
2005-11-07,17689328834
2005-11-08,17594154337
2005-11-09,17659791921
2005-11-10,18257093933
2005-11-11,18345704672
2005-11-14,18565590577
2005-11-15,18171765075
2005-11-16,18001107357
2005-11-17,18240684538
2005-11-18,18293194605
2005-11-21,18296476484
2005-11-22,18109409370
2005-11-23,18470416081
2005-11-25,18394932859
2005-11-28,18178328833
2005-11-29,18332577155
2005-11-30,18214429504
2005-12-01,18240684538
2005-12-02,18214429504
2005-12-05,17974852323
2005-12-06,17581026820
2005-12-07,17436624136
2005-12-08,17709020109
2005-12-09,18030644269
2005-12-12,18030644269
2005-12-13,18050335545
2005-12-14,18017516753
2005-12-15,17672919438
2005-12-16,17984697961
2005-12-19,17531798632
2005-12-20,17656510042
2005-12-21,17689328834
2005-12-22,17646664404
2005-12-23,17666355679
2005-12-27,17544926149
2005-12-28,17689328834
2005-12-29,17682765075
2005-12-30,17538362391
2006-01-03,17899369102
2006-01-04,18204583866
2006-01-05,18161919437
2006-01-06,18398214739
2006-01-09,18345704672
2006-01-10,18391650980
2006-01-11,18595127490
2006-01-12,18184892591
2006-01-13,18017516753
2006-01-17,18004389236
2006-01-18,17984697961
2006-01-19,17902650981
2006-01-20,17361140915
2006-01-23,17325040244
2006-01-24,17180637559
2006-01-25,17223301989
2006-01-26,17482570445
2006-01-27,17603999975
2006-01-30,18037208028
2006-01-31,17968288565
2006-02-01,18070026820
2006-02-02,17853422793
2006-02-03,17748402659
2006-02-06,17794348968
2006-02-07,17774657693
2006-02-08,17426778498
2006-02-09,17229865747
2006-02-10,17364422794
2006-02-13,17295503331
2006-02-14,17922342256
2006-02-15,18060181182
2006-02-16,18004389236
2006-02-17,17892805343
2006-02-21,18089718095
2006-02-22,18509798631
2006-02-23,18342422792
2006-02-24,18165201316
2006-02-27,18391650980
2006-02-28,18289912725
2006-03-01,18345704672
2006-03-02,18306322121
2006-03-03,17991261719
2006-03-06,17892805343
2006-03-07,18112691249
2006-03-08,18024080511
2006-03-09,17751684538
2006-03-10,18027362390
2006-03-13,18348986551
2006-03-14,18454006685
2006-03-15,18457288564
2006-03-16,18591845611
2006-03-17,18519644269
2006-03-20,18578718094
2006-03-21,18188174470
2006-03-22,18165201316
2006-03-23,17882959706
2006-03-24,17692610713
2006-03-27,17590872458
2006-03-28,17341449639
2006-03-29,17262684539
2006-03-30,17131409371
2006-03-31,17029559977
2006-04-03,17065577120
2006-04-04,17111417120
2006-04-05,17203097120
2006-04-06,17131062834
2006-04-07,16761068549
2006-04-10,16960799977
2006-04-11,16738148549
2006-04-12,16630097121
2006-04-13,16443462835
2006-04-17,16626822835
2006-04-18,17144159977
2006-04-19,17638577119
2006-04-20,17848131405
2006-04-21,17671319976
2006-04-24,17523977119
2006-04-25,17353714263
2006-04-26,17828485690
2006-04-27,17913617119
2006-04-28,18185382833
2006-05-01,17707337119
2006-05-02,18028217119
2006-05-03,18021668547
2006-05-04,17985651405
2006-05-05,17792468548
2006-05-08,17998748547
2006-05-09,17713885691
2006-05-10,17674594262
2006-05-11,17563268548
2006-05-12,17353714263
2006-05-15,17599285691
2006-05-16,17661497119
2006-05-17,17232565691
2006-05-18,17157257120
2006-05-19,17193274263
2006-05-22,17088497120
2006-05-23,17193274263
2006-05-24,17383182834
2006-05-25,17294777120
2006-05-26,17245662834
2006-05-30,16852748549
2006-05-31,16950977120
2006-06-01,16964074263
2006-06-02,16679211406
2006-06-05,16286297121
2006-06-06,16158599978
2006-06-07,16364879978
2006-06-08,16469657121
2006-06-09,16410719978
2006-06-12,16017805693
2006-06-13,15847542836
2006-06-14,15775508550
2006-06-15,16145502836
2006-06-16,15913028550
2006-06-19,15962142836
2006-06-20,15962142836
2006-06-21,16155325693
2006-06-22,16030902836
2006-06-23,15899931407
2006-06-26,16276474264
2006-06-27,15971965693
2006-06-28,16001434264
2006-06-29,16499125692
2006-06-30,16614215913
2006-07-03,16614215913
2006-07-05,16246397731
2006-07-06,16285806822
2006-07-07,16354772731
2006-07-10,16495988640
2006-07-11,16512409095
2006-07-12,16686465913
2006-07-13,16420454550
2006-07-14,16321931822
2006-07-17,16670045459
2006-07-18,16630636368
2006-07-19,16844102277
2006-07-20,17077272732
2006-07-21,16824397731
2006-07-24,17096977277
2006-07-25,17277602277
2006-07-26,17471363641
2006-07-27,17077272732
2006-07-28,17119965913
2006-07-31,16922920459
2006-08-01,16814545459
2006-08-02,16765284095
2006-08-03,16732443186
2006-08-04,16647056822
2006-08-07,16459863640
2006-08-08,16243113640
2006-08-09,16088761368
2006-08-10,16358056822
2006-08-11,16193852277
2006-08-14,16354772731
2006-08-15,16541965913
2006-08-16,16729159095
2006-08-17,16988602277
2006-08-18,17103545459
2006-08-21,17165943186
2006-08-22,17100261368
2006-08-23,17172511368
2006-08-24,17162659095
2006-08-25,17119965913
2006-08-28,17248045459
2006-08-29,17297306822
2006-08-30,17287454550
2006-08-31,17688113641
2006-09-01,17740659095
2006-09-05,17691397732
2006-09-06,17579738641
2006-09-07,17773500004
2006-09-08,18039511368
2006-09-11,18147886368
2006-09-12,18367920459
2006-09-13,18384340914
2006-09-14,18174159095
2006-09-15,18190579550
2006-09-18,18046079550
2006-09-19,18006670459
2006-09-20,18055931823
2006-09-21,17967261368
2006-09-22,17872022732
2006-09-25,18085488641
2006-09-26,18377772732
2006-09-27,17990250004
2006-09-28,18118329550
2006-09-29,17973829550
2006-10-02,17710059633
2006-10-03,18152074432
2006-10-04,18368170557
2006-10-05,18584266681
2006-10-06,18427105863
2006-10-09,18463121884
2006-10-10,18679218008
2006-10-11,18738153315
2006-10-12,18849475560
2006-10-13,19088490971
2006-10-16,18898588316
2006-10-17,18928055969
2006-10-18,18941152704
2006-10-19,18656298722
2006-10-20,18548250660
2006-10-23,18711959845
2006-10-24,18888765765
2006-10-25,19101587705
2006-10-26,19298038727
2006-10-27,18914959234
2006-10-30,18882217397
2006-10-31,18744701682
2006-11-01,18731604947
2006-11-02,18558073211
2006-11-03,18525331374
2006-11-06,18564621579
2006-11-07,18800362805
2006-11-08,18777443519
2006-11-09,18492589537
2006-11-10,18865846479
2006-11-13,18898588316
2006-11-14,18751250049
2006-11-15,18715234029
2006-11-16,18901862500
2006-11-17,18924781786
2006-11-20,19085216787
2006-11-21,19036104031
2006-11-22,18970620357
2006-11-24,18865846479
2006-11-27,18643201987
2006-11-28,18685766375
2006-11-29,18803636989
2006-11-30,18610460150
2006-12-01,18459847700
2006-12-04,18731604947
2006-12-05,18970620357
2006-12-06,18973894541
2006-12-07,18875669030
2006-12-08,19026281480
2006-12-11,19222732502
2006-12-12,19854649956
2006-12-13,19982343121
2006-12-14,19920133630
2006-12-15,19880843426
2006-12-18,19805537201
2006-12-19,19812085568
2006-12-20,19851375773
2006-12-21,19857924140
2006-12-22,19704037506
2006-12-26,19916859447
2006-12-27,20024907509
2006-12-28,19949601284
2006-12-29,19831730670
2007-01-03,19861666653
2007-01-04,19601671348
2007-01-05,19460154916
2007-01-08,19470028155
2007-01-09,19269272287
2007-01-10,19265981207
2007-01-11,19502938954
2007-01-12,19351549282
2007-01-16,19335093883
2007-01-17,19318638484
2007-01-18,19502938954
2007-01-19,19516103273
2007-01-22,19252816888
2007-01-23,19265981207
2007-01-24,19470028155
2007-01-25,19302183085
2007-01-26,19163957733
2007-01-29,19186995292
2007-01-30,19285727686
2007-01-31,19015859142
2007-02-01,19242943649
2007-02-02,19325220644
2007-02-05,19519394353
2007-02-06,19697112662
2007-02-07,19608253507
2007-02-08,19427244118
2007-02-09,19163957733
2007-02-12,19131046935
2007-02-13,19088262898
2007-02-14,19186995292
2007-02-15,19269272287
2007-02-16,19305474165
2007-02-20,19285727686
2007-02-21,19177122052
2007-02-22,19183704212
2007-02-23,18953328625
2007-02-26,18828267593
2007-02-27,18387262898
2007-02-28,18476122053
2007-03-01,18367516419
2007-03-02,18239164307
2007-03-05,18031826278
2007-03-06,18206253508
2007-03-07,18044990598
2007-03-08,18156887311
2007-03-09,18104230034
2007-03-12,18005497640
2007-03-13,17515126748
2007-03-14,17748793415
2007-03-15,18005497640
2007-03-16,18091065715
2007-03-19,18295112663
2007-03-20,18518906090
2007-03-21,18561690128
2007-03-22,18518906090
2007-03-23,18716370879
2007-03-26,18871051630
2007-03-27,18933582146
2007-03-28,18785483555
2007-03-29,18884215949
2007-03-30,18778901395
2007-04-02,18567040268
2007-04-03,18732556620
2007-04-04,18593003617
2007-04-05,18593003617
2007-04-09,18670893666
2007-04-10,18745538295
2007-04-11,18605985292
2007-04-12,18729311202
2007-04-13,18872109624
2007-04-16,18985699278
2007-04-17,18969472184
2007-04-18,18868864205
2007-04-19,18865618786
2007-04-20,18995435534
2007-04-23,18865618786
2007-04-24,19047362232
2007-04-25,19887925671
2007-04-26,19482248336
2007-04-27,19595837989
2007-04-30,19297259471
2007-05-01,19423830799
2007-05-02,19663991782
2007-05-03,19527684197
2007-05-04,19440057893
2007-05-07,19608819664
2007-05-08,19689955131
2007-05-09,19894416508
2007-05-10,20059932861
2007-05-11,20186504189
2007-05-14,20163786258
2007-05-15,20011251580
2007-05-16,20095632466
2007-05-17,19933361532
2007-05-18,20037214930
2007-05-21,20160540840
2007-05-22,20163786258
2007-05-23,19806790204
2007-05-24,19647764688
2007-05-25,19904152764
2007-05-29,19797053948
2007-05-30,19816526460
2007-05-31,19982042812
2007-06-01,19943097788
2007-06-04,20014496999
2007-06-05,20111859559
2007-06-06,19978797394
2007-06-07,19699691387
2007-06-08,19887925671
2007-06-11,20231940051
2007-06-12,20102123303
2007-06-13,20261148819
2007-06-14,20170277096
2007-06-15,20241676307
2007-06-18,20176767933
2007-06-19,20296848424
2007-06-20,20157295421
2007-06-21,20128086653
2007-06-22,20280621331
2007-06-25,20248167144
2007-06-26,20170277096
2007-06-27,20105368722
2007-06-28,20020987836
2007-06-29,20290357587
2007-07-02,20738111643
2007-07-03,20803151981
2007-07-05,20442178107
2007-07-06,20357625668
2007-07-09,20360877685
2007-07-10,19860067086
2007-07-11,19811286832
2007-07-12,20048684065
2007-07-13,20087708267
2007-07-16,20081204234
2007-07-17,19980391710
2007-07-18,19817790866
2007-07-19,20152748605
2007-07-20,19690962208
2007-07-23,19752750529
2007-07-24,18816169667
2007-07-25,19720230360
2007-07-26,19082835051
2007-07-27,18643812773
2007-07-30,19401532706
2007-07-31,18770641431
2007-08-01,19102347153
2007-08-02,18708853110
2007-08-03,17795036367
2007-08-06,19014542697
2007-08-07,19404784722
2007-08-08,18933242275
2007-08-09,18416171591
2007-08-10,18422675625
2007-08-13,18477959912
2007-08-14,17716987962
2007-08-15,17635687540
2007-08-16,18152758224
2007-08-17,18699097060
2007-08-20,18978770511
2007-08-21,19134867321
2007-08-22,19287712115
2007-08-23,18949502359
2007-08-24,19512101280
2007-08-27,19128363288
2007-08-28,18448691760
2007-08-29,18796657566
2007-08-30,18543000249
2007-08-31,18783649498
2007-09-04,19004786646
2007-09-05,18747877313
2007-09-06,18621048654
2007-09-07,18263326798
2007-09-10,18614544621
2007-09-11,18773893448
2007-09-12,18643812773
2007-09-13,18890966055
2007-09-14,18845437819
2007-09-17,19011290680
2007-09-18,19186899592
2007-09-19,19424296824
2007-09-20,19212915727
2007-09-21,19320232284
2007-09-24,19121859254
2007-09-25,19102347153
2007-09-26,19099095136
2007-09-27,19365760520
2007-09-28,19697466242
2007-10-01,20805687508
2007-10-02,20839348223
2007-10-03,20839348223
2007-10-04,20960526794
2007-10-05,20936964294
2007-10-08,21172589294
2007-10-09,21317330366
2007-10-10,20957160723
2007-10-11,20822517865
2007-10-12,21206250009
2007-10-15,20990821437
2007-10-16,20607089294
2007-10-17,20617187508
2007-10-18,20543133937
2007-10-19,19832892865
2007-10-22,20378196437
2007-10-23,20347901794
2007-10-24,19822794651
2007-10-25,19910312508
2007-10-26,20418589294
2007-10-29,20687875008
2007-10-30,20637383937
2007-10-31,20401758937
2007-11-01,19499651793
2007-11-02,19503017865
2007-11-05,19230366079
2007-11-06,19698250008
2007-11-07,19129383936
2007-11-08,19267392865
2007-11-09,19701616079
2007-11-12,19678053579
2007-11-13,20203160722
2007-11-14,19974267865
2007-11-15,19802598222
2007-11-16,19577071436
2007-11-19,19398669651
2007-11-20,19304419651
2007-11-21,19506383936
2007-11-23,19785767865
2007-11-26,19439062508
2007-11-27,19917044651
2007-11-28,20196428580
2007-11-29,19671321436
2007-11-30,20139205365
2007-12-03,20058419651
2007-12-04,19849723222
2007-12-05,20068517865
2007-12-06,20553232151
2007-12-07,20479178580
2007-12-10,20973991080
2007-12-11,20108910722
2007-12-12,20213258937
2007-12-13,20462348222
2007-12-14,20031491079
2007-12-17,20536401794
2007-12-18,20475812508
2007-12-19,20233455365
2007-12-20,20448883937
2007-12-21,20839348223
2007-12-24,21256741080
2007-12-26,21159125008
2007-12-27,20640750008
2007-12-28,20835982151
2007-12-31,20433728451
2008-01-02,20188973529
2008-01-03,20145976043
2008-01-04,20089748561
2008-01-07,20321273487
2008-01-08,19921066115
2008-01-09,20228663517
2008-01-10,20390730965
2008-01-11,19904528620
2008-01-14,20043443576
2008-01-15,19990523593
2008-01-16,20033521079
2008-01-17,19243028832
2008-01-18,18684061512
2008-01-22,19319101308
2008-01-23,19838378642
2008-01-24,20056673572
2008-01-25,19064423890
2008-01-28,19471246259
2008-01-29,19474553758
2008-01-30,19140496365
2008-01-31,19262873826
2008-02-01,19620083712
2008-02-04,19706078684
2008-02-05,19282718820
2008-02-06,19514243746
2008-02-07,19616776213
2008-02-08,18951968926
2008-02-11,18713829002
2008-02-12,18667524017
2008-02-13,18839513962
2008-02-14,18720444000
2008-02-15,19120651372
2008-02-19,19008196408
2008-02-20,19243028832
2008-02-21,18826283966
2008-02-22,19322408807
2008-02-25,19295948815
2008-02-26,19504321249
2008-02-27,19937603610
2008-02-28,19219876340
2008-02-29,18601374038
2008-03-03,18221011660
2008-03-04,17933259252
2008-03-05,18075481707
2008-03-06,17989486734
2008-03-07,18161476679
2008-03-10,17923336755
2008-03-11,18611296535
2008-03-12,18015946726
2008-03-13,18240856654
2008-03-14,17748039312
2008-03-17,17781114301
2008-03-18,18783286480
2008-03-19,18148246683
2008-03-20,19229798837
2008-03-24,18793208977
2008-03-25,18551761554
2008-03-26,18273931643
2008-03-27,18201166666
2008-03-28,18015946726
2008-03-31,18348023879
2008-04-01,19237766410
2008-04-02,19097806910
2008-04-03,19111136387
2008-04-04,19001168209
2008-04-07,19261092993
2008-04-08,18957847411
2008-04-09,19047821375
2008-04-10,18921191352
2008-04-11,18724581579
2008-04-14,18851211602
2008-04-15,18881202923
2008-04-16,19301081421
2008-04-17,19497691194
2008-04-18,19720959919
2008-04-21,19521017777
2008-04-22,19494358825
2008-04-23,19141127708
2008-04-24,19670974384
2008-04-25,19714295181
2008-04-28,19624321217
2008-04-29,19444373290
2008-04-30,20090852881
2008-05-01,20510731379
2008-05-02,20494069534
2008-05-05,20104182357
2008-05-06,20467410582
2008-05-07,19987549441
2008-05-08,20104182357
2008-05-09,19907572585
2008-05-12,20234144750
2008-05-13,20107514727
2008-05-14,20367439511
2008-05-15,20537390331
2008-05-16,20420757415
2008-05-19,20457413475
2008-05-20,20137506048
2008-05-21,19714295181
2008-05-22,19870916525
2008-05-23,19551009099
2008-05-27,19820930990
2008-05-28,19624321217
2008-05-29,20094185250
2008-05-30,20017540763
2008-06-02,19857587049
2008-06-03,20090852881
2008-06-04,20350777666
2008-06-05,20883956711
2008-06-06,20400763201
2008-06-09,20290795023
2008-06-10,20264136071
2008-06-11,19670974384
2008-06-12,20077523405
2008-06-13,20237477119
2008-06-16,20004211287
2008-06-17,19654312538
2008-06-18,19511020670
2008-06-19,19484361718
2008-06-20,19031159530
2008-06-23,18814555543
2008-06-24,19147792446
2008-06-25,19141127708
2008-06-26,18574624973
2008-06-27,18408006521
2008-06-30,18063431067
2008-07-01,18092941120
2008-07-02,17906044120
2008-07-03,17978179804
2008-07-07,17706031542
2008-07-08,18243770277
2008-07-09,17525692331
2008-07-10,17332237542
2008-07-11,16164951018
2008-07-14,16138719861
2008-07-15,14853393126
2008-07-16,15420641915
2008-07-17,16066584177
2008-07-18,16076420861
2008-07-21,15656722335
2008-07-22,15768204756
2008-07-23,16279712334
2008-07-24,15882966072
2008-07-25,15705905756
2008-07-28,15623933388
2008-07-29,15860013809
2008-07-30,16492840491
2008-07-31,16623996281
2008-08-01,16846961122
2008-08-04,17132224964
2008-08-05,17584712436
2008-08-06,17374863174
2008-08-07,17161735016
2008-08-08,17742099384
2008-08-11,17850302910
2008-08-12,17653569226
2008-08-13,17401094332
2008-08-14,17171571701
2008-08-15,17092878227
2008-08-18,16853518912
2008-08-19,16302664597
2008-08-20,16358405807
2008-08-21,16650227438
2008-08-22,16938770175
2008-08-25,16692853070
2008-08-26,16476446018
2008-08-27,16837124438
2008-08-28,17138782753
2008-08-29,17250265174
2008-09-02,17155177227
2008-09-03,17165013911
2008-09-04,16905981227
2008-09-05,17148619437
2008-09-08,17614222489
2008-09-09,17010905859
2008-09-10,16919096806
2008-09-11,16961722438
2008-09-12,17089599332
2008-09-15,17302727490
2008-09-16,18771672329
2008-09-17,18217539119
2008-09-18,19378267854
2008-09-19,21640705218
2008-09-22,19604511590
2008-09-23,18525755224
2008-09-24,18381483856
2008-09-25,19673368380
2008-09-26,18788066802
2008-09-29,17378142069
2008-09-30,18078629160
2008-10-01,18025191498
2008-10-02,18035211060
2008-10-03,17617729322
2008-10-06,17500834436
2008-10-07,16866262195
2008-10-08,15196335245
2008-10-09,12774941167
2008-10-10,13609904642
2008-10-13,15309890277
2008-10-14,16448780457
2008-10-15,14838970877
2008-10-16,14889068686
2008-10-17,15557039466
2008-10-20,16492198558
2008-10-21,15951142226
2008-10-22,15129538167
2008-10-23,15874325586
2008-10-24,16201631268
2008-10-27,14812252046
2008-10-28,16488858704
2008-10-29,18883533950
2008-10-30,18619685492
2008-10-31,19157401970
2008-11-03,18446013089
2008-11-04,18482751482
2008-11-05,17490814874
2008-11-06,17110071529
2008-11-07,17834819826
2008-11-10,17273724370
2008-11-11,17216946854
2008-11-12,16575694905
2008-11-13,18085308868
2008-11-14,17601030053
2008-11-17,17103391821
2008-11-18,16836203509
2008-11-19,13509709025
2008-11-20,12681425258
2008-11-21,15313230131
2008-11-24,15563719174
2008-11-25,16198291415
2008-11-26,16579034759
2008-11-28,17450736627
2008-12-01,14778853507
2008-12-02,15176296121
2008-12-03,15677274206
2008-12-04,15814208216
2008-12-05,17310462763
2008-12-08,16432081188
2008-12-09,15951142226
2008-12-10,16017939304
2008-12-11,15810868362
2008-12-12,15734051722
2008-12-15,16084736382
2008-12-16,17186888169
2008-12-17,17033254890
2008-12-18,17287083786
2008-12-19,17387279403
2008-12-22,17380599695
2008-12-23,17253685247
2008-12-24,17216946854
2008-12-26,17340521448
2008-12-29,17457416335
2008-12-30,17464096043
2008-12-31,17753327897
2009-01-02,17790230128
2009-01-05,17666104442
2009-01-06,17226632417
2009-01-07,16522135279
2009-01-08,16606003986
2009-01-09,16689872693
2009-01-12,15834411881
2009-01-13,16485233047
2009-01-14,15992085050
2009-01-15,16334269375
2009-01-16,16696582189
2009-01-20,15522420291
2009-01-21,16018923037
2009-01-22,15079593518
2009-01-23,14804504159
2009-01-26,15062819777
2009-01-27,15223847694
2009-01-28,16377881102
2009-01-29,15136624239
2009-01-30,14646830990
2009-02-02,14475738828
2009-02-03,14348258393
2009-02-04,14640121493
2009-02-05,14895082363
2009-02-06,14918565601
2009-02-09,15190300211
2009-02-10,14113426013
2009-02-11,14697152214
2009-02-12,15019208049
2009-02-13,14200649469
2009-02-17,13640406506
2009-02-18,13486088085
2009-02-19,13670599241
2009-02-20,13210998726
2009-02-23,12197864746
2009-02-24,13019778074
2009-02-25,12925845122
2009-02-26,12919135626
2009-02-27,12248185970
2009-03-02,12023417835
2009-03-03,11389370410
2009-03-04,11731554735
2009-03-05,10691582768
2009-03-06,10902931910
2009-03-09,10681518523
2009-03-10,11459820124
2009-03-11,11312211200
2009-03-12,11808713945
2009-03-13,12281733453
2009-03-16,12234766977
2009-03-17,12982875843
2009-03-18,13382090888
2009-03-19,12613853532
2009-03-20,12976166347
2009-03-23,13553183051
2009-03-24,12831912171
2009-03-25,12892297640
2009-03-26,13422347868
2009-03-27,13469314344
2009-03-30,12580306050
2009-03-31,13610688734
2009-04-01,13752185993
2009-04-02,14173308788
2009-04-03,14779725613
2009-04-06,14708976983
2009-04-07,14452934324
2009-04-08,14799939507
