,CB
2009-04-09,15338976685
2009-04-13,16006035192
2009-04-14,15103147919
2009-04-15,15413094297
2009-04-16,15635447132
2009-04-17,15483842926
2009-04-20,14698870036
2009-04-21,15605126291
2009-04-22,14634859371
2009-04-23,14820153401
2009-04-24,14823522384
2009-04-27,15140206725
2009-04-28,15210955355
2009-04-29,15901596739
2009-04-30,15605126291
2009-05-01,15443415138
2009-05-04,15861168950
2009-05-05,15217693320
2009-05-06,15163789602
2009-05-07,14732559860
2009-05-08,14661811230
2009-05-11,14277747241
2009-05-12,14439458394
2009-05-13,14220474541
2009-05-14,14810046454
2009-05-15,14527051936
2009-05-18,15295179914
2009-05-19,14705608001
2009-05-20,14372078747
2009-05-21,14752773754
2009-05-22,14803308489
2009-05-26,15146944690
2009-05-27,14570848707
2009-05-28,14806677472
2009-05-29,14820153401
2009-06-01,14981864554
2009-06-02,15328869738
2009-06-03,15342345667
2009-06-04,15520901732
2009-06-05,15500687838
2009-06-08,15551222573
2009-06-09,15446784120
2009-06-10,15349083632
2009-06-11,15345714649
2009-06-12,15153682655
2009-06-15,14739297825
2009-06-16,14607907512
2009-06-17,14479886183
2009-06-18,14365340783
2009-06-19,14452934324
2009-06-22,14321544012
2009-06-23,14486624148
2009-06-24,14796570525
2009-06-25,15015554378
2009-06-26,14810046454
2009-06-29,14806677472
2009-06-30,14868329687
2009-07-01,15090194882
2009-07-02,14451492047
2009-07-06,14821267372
2009-07-07,14333836261
2009-07-08,14038016001
2009-07-09,14098524690
2009-07-10,14051462376
2009-07-13,14666634054
2009-07-14,14609486959
2009-07-15,14982623878
2009-07-16,15254912982
2009-07-17,14938923158
2009-07-20,14767481870
2009-07-21,15177596323
2009-07-22,15591072369
2009-07-23,15923870162
2009-07-24,16270114330
2009-07-27,16142373763
2009-07-28,16407939679
2009-07-29,16125565794
2009-07-30,15927231756
2009-07-31,16491979526
2009-08-03,16824777319
2009-08-04,16972687449
2009-08-05,16811330943
2009-08-06,16895370790
2009-08-07,16989495418
2009-08-10,16676867189
2009-08-11,16545765028
2009-08-12,16875201227
2009-08-13,16828138913
2009-08-14,16569296185
2009-08-17,16105396231
2009-08-18,16387770116
2009-08-19,16777715005
2009-08-20,17070173671
2009-08-21,16982772231
2009-08-24,16777715005
2009-08-25,17080258453
2009-08-26,17147490330
2009-08-27,17601305503
2009-08-28,17608028691
2009-08-31,17540796813
2009-09-01,17039919327
2009-09-02,16945794698
2009-09-03,17591220721
2009-09-04,17332377993
2009-09-08,17302123648
2009-09-09,17295400461
2009-09-10,17342462775
2009-09-11,17224806989
2009-09-14,17268507710
2009-09-15,17013026576
2009-09-16,17439948997
2009-09-17,17093704828
2009-09-18,16818054131
2009-09-21,16892009196
2009-09-22,16626443281
2009-09-23,16754183848
2009-09-24,16767630223
2009-09-25,17298762055
2009-09-28,17806362729
2009-09-29,17954272859
2009-09-30,18037336052
2009-10-01,18135181683
2009-10-02,18138555671
2009-10-05,18158799594
2009-10-06,18442214527
2009-10-07,18560304082
2009-10-08,18489450349
2009-10-09,18391604717
2009-10-12,18293759086
2009-10-13,18125059721
2009-10-14,18465832438
2009-10-15,18445588514
2009-10-16,18506320285
2009-10-19,18604165917
2009-10-20,18486076361
2009-10-21,18172295543
2009-10-22,18482702374
2009-10-23,18347742883
2009-10-26,18027214090
2009-10-27,17973230293
2009-10-28,17514368022
2009-10-29,17828148840
2009-10-30,17328798721
2009-11-02,17355790619
2009-11-03,17301806823
2009-11-04,17389530492
2009-11-05,17210709166
2009-11-06,17301806823
2009-11-09,17838270802
2009-11-10,17652701501
2009-11-11,17632457577
2009-11-12,17403026441
2009-11-13,17376034543
2009-11-16,17257944988
2009-11-17,17342294670
2009-11-18,17197213217
2009-11-19,16964408094
2009-11-20,16778838793
2009-11-23,16788960755
2009-11-24,16809204678
2009-11-25,16819326640
2009-11-27,16255870763
2009-11-30,16434692089
2009-12-01,16809204678
2009-12-02,16842944551
2009-12-03,16343594432
2009-12-04,16468431962
2009-12-07,16606765441
2009-12-08,16566277593
2009-12-09,16768716831
2009-12-10,16900302335
2009-12-11,16940790183
2009-12-14,16971156068
2009-12-15,16647253288
2009-12-16,16600017466
2009-12-17,16390830254
2009-12-18,16481927911
2009-12-21,16458310000
2009-12-22,16748472907
2009-12-23,16853066513
2009-12-24,16886806386
2009-12-28,17004895941
2009-12-29,16981278030
2009-12-30,17045383789
2009-12-31,17065980187
2010-01-04,16683350075
2010-01-05,16307492178
2010-01-06,16084009105
2010-01-07,16175433998
2010-01-08,16084009105
2010-01-11,16256700571
2010-01-12,16290561642
2010-01-13,16344739357
2010-01-14,16500500288
2010-01-15,16324422714
2010-01-19,16530975252
2010-01-20,16503886395
2010-01-21,16392144858
2010-01-22,16216067285
2010-01-25,16402303179
2010-01-26,16439550358
2010-01-27,16578380753
2010-01-28,16534361359
2010-01-29,16683350075
2010-02-01,16598697396
2010-02-02,16781547184
2010-02-03,16815408255
2010-02-04,16297333857
2010-02-05,16365056000
2010-02-08,16358283786
2010-02-09,16490341966
2010-02-10,16520816931
2010-02-11,16517430824
2010-02-12,16527589145
2010-02-16,16757844433
2010-02-17,16845883220
2010-02-18,17038891329
2010-02-19,17062594080
2010-02-22,17167563402
2010-02-23,17028733008
2010-02-24,17042277436
2010-02-25,17055821865
2010-02-26,16927149792
2010-03-01,17076138508
2010-03-02,17049049651
2010-03-03,17116771794
2010-03-04,17218355010
2010-03-05,17435065869
2010-03-08,17546807406
2010-03-09,17076138508
2010-03-10,16910219256
2010-03-11,17011802472
2010-03-12,16998258043
2010-03-15,17204810581
2010-03-16,17357185404
2010-03-17,17438451977
2010-03-18,17445224191
2010-03-19,17844784838
2010-03-22,17753359944
2010-03-23,17875259803
2010-03-24,17905734767
2010-03-25,17834626517
2010-03-26,17865101481
2010-03-29,17841398731
2010-03-30,17814309873
2010-03-31,17702424713
2010-04-01,17878433524
2010-04-05,17790429119
2010-04-06,17847970461
2010-04-07,18128907603
2010-04-08,18040903197
2010-04-09,18088290184
2010-04-12,17956283576
2010-04-13,18074751045
2010-04-14,18240605502
2010-04-15,18057827121
2010-04-16,17810737828
2010-04-19,17743042131
2010-04-20,17841200891
2010-04-21,17753196485
2010-04-22,17668576864
2010-04-23,17983361854
2010-04-26,17820892182
2010-04-27,17736272561
2010-04-28,18159370666
2010-04-29,17986746639
2010-04-30,18003670563
2010-05-03,17895357449
2010-05-04,17627959446
2010-05-05,17688885573
2010-05-06,17133780860
2010-05-07,17106702581
2010-05-10,17445181065
2010-05-11,17475644128
2010-05-12,18206757654
2010-05-13,18183064160
2010-05-14,17949514006
2010-05-17,18044287982
2010-05-18,17854740031
2010-05-19,17881818309
2010-05-20,16910385060
2010-05-21,16903615490
2010-05-24,16636217488
2010-05-25,16487286955
2010-05-26,16392512980
2010-05-27,16859613288
2010-05-28,16639602273
2010-06-01,16436515183
2010-06-02,16697143615
2010-06-03,16954387263
2010-06-04,16395897764
2010-06-07,16412821689
2010-06-08,16710682755
2010-06-09,16730991464
2010-06-10,17137165644
2010-06-11,17350407089
2010-06-14,17394409292
2010-06-15,17709194282
2010-06-16,17638113801
2010-06-17,17787044334
2010-06-18,17966437930
2010-06-21,18061211906
2010-06-22,18108598894
2010-06-23,17898742233
2010-06-24,17868279170
2010-06-25,18007055348
2010-06-28,18067981475
2010-06-29,17523031116
2010-06-30,17463530644
2010-07-01,17368546406
2010-07-02,17243031520
2010-07-06,17253208402
2010-07-07,17602614707
2010-07-08,17714560416
2010-07-09,18552457089
2010-07-12,18664402798
2010-07-13,18956140101
2010-07-14,18725464094
2010-07-15,18657618210
2010-07-16,18216619961
2010-07-19,18087712781
2010-07-20,18148774077
2010-07-21,17799367772
2010-07-22,17948628718
2010-07-23,17894352010
2010-07-26,17918098070
2010-07-27,18138597194
2010-07-28,17968982483
2010-07-29,17968982483
2010-07-30,18006297719
2010-08-02,18067359015
2010-08-03,18087712781
2010-08-04,18403196143
2010-08-05,18230189138
2010-08-06,18169127842
2010-08-09,18386234672
2010-08-10,18372665495
2010-08-11,17785798595
2010-08-12,17968982483
2010-08-13,18121635723
2010-08-16,18155558665
2010-08-17,18504964970
2010-08-18,18454080556
2010-08-19,18087712781
2010-08-20,18152166371
2010-08-23,18141989488
2010-08-24,17938451835
2010-08-25,18111458840
2010-08-26,18128420311
2010-08-27,18433726791
2010-08-30,18125028017
2010-08-31,18138597194
2010-09-01,18528711029
2010-09-02,18498180381
2010-09-03,18739033271
2010-09-07,18386234672
2010-09-08,18667795092
2010-09-09,18871332745
2010-09-10,18844194392
2010-09-13,19227523638
2010-09-14,19458199645
2010-09-15,19576929943
2010-09-16,19604068297
2010-09-17,19641383533
2010-09-20,19946690013
2010-09-21,19916159365
2010-09-22,19549791589
2010-09-23,19285192640
2010-09-24,19692267947
2010-09-27,19529437824
2010-09-28,19817782833
2010-09-29,19587106826
2010-09-30,19635388640
2010-10-01,19615163347
2010-10-04,19584825407
2010-10-05,20056748911
2010-10-06,19921913624
2010-10-07,19891575685
2010-10-08,19857866863
2010-10-11,19948880682
2010-10-12,20120795672
2010-10-13,20120795672
2010-10-14,20137650083
2010-10-15,20114053908
2010-10-18,20360128306
2010-10-19,20026410971
2010-10-20,20417433303
2010-10-21,20370240953
2010-10-22,20353386542
2010-10-25,20467996536
2010-10-26,20650024173
2010-10-27,20376982717
2010-10-28,20120795672
2010-10-29,20029781854
2010-11-01,20326419485
2010-11-02,20417433303
2010-11-03,20407320657
2010-11-04,20987112390
2010-11-05,20859018867
2010-11-08,20599460940
2010-11-09,20306194192
2010-11-10,20589348294
2010-11-11,20279227134
2010-11-12,20157875376
2010-11-15,20248889195
2010-11-16,19851125099
2010-11-17,19884833920
2010-11-18,20316306838
2010-11-19,20376982717
2010-11-22,20272485370
2010-11-23,19810674513
2010-11-24,20117424790
2010-11-26,19857866863
2010-11-29,19979218621
2010-11-30,19726402458
2010-12-01,20050007147
2010-12-02,20171358905
2010-12-03,20033152736
2010-12-06,19908430096
2010-12-07,19969105975
2010-12-08,20023040089
2010-12-09,20056748911
2010-12-10,20319677720
2010-12-13,20545526826
2010-12-14,20454513007
2010-12-15,20488221829
2010-12-16,20727554463
2010-12-17,20579235647
2010-12-20,20548897708
2010-12-21,20832051810
2010-12-22,20946661804
2010-12-23,20943290922
2010-12-27,20919694747
2010-12-28,20997225036
2010-12-29,20993854154
2010-12-30,21024192094
2010-12-31,20983741508
2011-01-03,20980370626
2011-01-04,20966887097
2011-01-05,20896098571
2011-01-06,20805084753
2011-01-07,20650024173
2011-01-10,20380353599
2011-01-11,20474738300
2011-01-12,20511818004
2011-01-13,20518559768
2011-01-14,20491592711
2011-01-18,20447771243
2011-01-19,20417433303
2011-01-20,20464625654
2011-01-21,20397208010
2011-01-24,20461254771
2011-01-25,20943290922
2011-01-26,21051159151
2011-01-27,21300604432
2011-01-28,20619686233
2011-01-31,20761263285
2011-02-01,20953403568
2011-02-02,21068013562
2011-02-03,21334313253
2011-02-04,21256782964
2011-02-07,21179252674
2011-02-08,21664659706
2011-02-09,21600612945
2011-02-10,21489373833
2011-02-11,21384876486
2011-02-14,21068013562
2011-02-15,21027562976
2011-02-16,21196107084
2011-02-17,21351167664
2011-02-18,22160179385
2011-02-22,21856799990
2011-02-23,21671401470
2011-02-24,21115205912
2011-02-25,21330942371
2011-02-28,21320829725
2011-03-01,21094980619
2011-03-02,20741037992
2011-03-03,21148914734
2011-03-04,21132060323
2011-03-07,20936549157
2011-03-08,21098351502
2011-03-09,20993854154
2011-03-10,20579235647
2011-03-11,20693845641
2011-03-14,20592719176
2011-03-15,20275856252
2011-03-16,20323048602
2011-03-17,20498334475
2011-03-18,20505076240
2011-03-21,20929807393
2011-03-22,20815197399
2011-03-23,20815197399
2011-03-24,20946661804
2011-03-25,21024192094
2011-03-28,21300604432
2011-03-29,21577016770
2011-03-30,21630950884
2011-03-31,21928161526
2011-04-01,22314530987
2011-04-04,22694122036
2011-04-05,22514494129
2011-04-06,22531440158
2011-04-07,22304363369
2011-04-08,22297584958
2011-04-11,22578889039
2011-04-12,22575499833
2011-04-13,22504326512
2011-04-14,22436542396
2011-04-15,22328087810
2011-04-18,21978999612
2011-04-19,21853598998
2011-04-20,21799371705
2011-04-21,22138292285
2011-04-25,22182351961
2011-04-26,22155238314
2011-04-27,22433153190
2011-04-28,22802576622
2011-04-29,22792409005
2011-05-02,22639894744
2011-05-03,22880528355
2011-05-04,22528050952
2011-05-05,22639894744
2011-05-06,22789019799
2011-05-09,22829690268
2011-05-10,23199113701
2011-05-11,23016096587
2011-05-12,23212670524
2011-05-13,22978815324
2011-05-16,22921198825
2011-05-17,23246562582
2011-05-18,23504142222
2011-05-19,23453304136
2011-05-20,23253340993
2011-05-23,23009318176
2011-05-24,22972036912
2011-05-25,22917809619
2011-05-26,22927977237
2011-05-27,23243173376
2011-05-31,23324514315
2011-06-01,23033042616
2011-06-02,23165221642
2011-06-03,23080491497
2011-06-06,22789019799
2011-06-07,22812744239
2011-06-08,22463656042
2011-06-09,22650062361
2011-06-10,22365369074
2011-06-13,22280638929
2011-06-14,22280638929
2011-06-15,21775647265
2011-06-16,21948496760
2011-06-17,21795982499
2011-06-20,21856988204
2011-06-21,21978999612
2011-06-22,21958664378
2011-06-23,21853598998
2011-06-24,21673971091
2011-06-27,21938329143
2011-06-28,21931550731
2011-06-29,22395871926
2011-06-30,22273487999
2011-07-01,22422384000
2011-07-05,22097520000
2011-07-06,22094136000
2011-07-07,22388544000
2011-07-08,22212576000
2011-07-11,21823416000
2011-07-12,21935087999
2011-07-13,22002768000
2011-07-14,21918168000
2011-07-15,21850487999
2011-07-18,21552696000
2011-07-19,21613608000
2011-07-20,21566232000
2011-07-21,22083984000
2011-07-22,22259952000
2011-07-25,22161816000
2011-07-26,22293792000
2011-07-27,23139792000
2011-07-28,22716792000
2011-07-29,22666032000
2011-08-01,22405463999
2011-08-02,22503600000
2011-08-03,22635576000
2011-08-04,21708360000
2011-08-05,21380112000
2011-08-08,19958832000
2011-08-09,21403800000
2011-08-10,20084040000
2011-08-11,21461328000
2011-08-12,21227832000
2011-08-15,21721896000
2011-08-16,21420720000
2011-08-17,21637296000
2011-08-18,20666088000
2011-08-19,20297232000
2011-08-22,20270160000
2011-08-23,20970648000
2011-08-24,21180456000
2011-08-25,20774376000
2011-08-26,21116160000
2011-08-29,21897863999
2011-08-30,21711744000
2011-08-31,21853872000
2011-09-01,21562848000
2011-09-02,21055248000
2011-09-06,20808216000
2011-09-07,21721896000
2011-09-08,21606840000
2011-09-09,20845440000
2011-09-12,20930040000
2011-09-13,20821752000
2011-09-14,20750688000
2011-09-15,20923272000
2011-09-16,21271824000
2011-09-19,21116160000
2011-09-20,21400416000
2011-09-21,20385216000
2011-09-22,20141568000
2011-09-23,20202480000
2011-09-26,20723616000
2011-09-27,20564568000
2011-09-28,20358144000
2011-09-29,20886048000
2011-09-30,20496083823
2011-10-03,19992137207
2011-10-04,20154482425
2011-10-05,20644900273
2011-10-06,20824156451
2011-10-07,20408146829
2011-10-10,21199579769
2011-10-11,21216490729
2011-10-12,21236783881
2011-10-13,21108260584
2011-10-14,21358542795
2011-10-17,20857978372
2011-10-18,21656175696
2011-10-19,22302174377
2011-10-20,22988759363
2011-10-21,23739605998
2011-10-24,23868129296
2011-10-25,23337125145
2011-10-26,24013563555
2011-10-27,24801614302
2011-10-28,24642651276
2011-10-31,24402515640
2011-11-01,23479177211
2011-11-02,24284138919
2011-11-03,24585154011
2011-11-04,24365311528
2011-11-07,24429573177
2011-11-08,24598682779
2011-11-09,23763281343
2011-11-10,23817396416
2011-11-11,24094736164
2011-11-14,23776810111
2011-11-15,23786956687
2011-11-16,23252570343
2011-11-17,22691126463
2011-11-18,22958319635
2011-11-21,22440844251
2011-11-22,22254823689
2011-11-23,21838814066
2011-11-25,21960572980
2011-11-28,22400257947
2011-11-29,22329231914
2011-11-30,23516381323
2011-12-01,23201837462
2011-12-02,23127429237
2011-12-05,23401386793
2011-12-06,23756516959
2011-12-07,23773427919
2011-12-08,23228894999
2011-12-09,23462266250
2011-12-12,23137575814
2011-12-13,22714801807
2011-12-14,22748623728
2011-12-15,22633629198
2011-12-16,22572749741
2011-12-19,22420551099
2011-12-20,23019199092
2011-12-21,23425062138
2011-12-22,23661815581
2011-12-23,23834307376
2011-12-27,23874893680
2011-12-28,23665197773
2011-12-29,23868129296
2011-12-30,23715930654
2012-01-03,23811441092
2012-01-04,23584600974
2012-01-05,23652314442
2012-01-06,23709870890
2012-01-09,23818212439
2012-01-10,23970567742
2012-01-11,23611686361
2012-01-12,23730184930
2012-01-13,23618457708
2012-01-17,23686171176
2012-01-18,23730184930
2012-01-19,24014581497
2012-01-20,24603688670
2012-01-23,24309135083
2012-01-24,24068752271
2012-01-25,24265121329
2012-01-26,24122923046
2012-01-27,23516887505
2012-01-30,23354375182
2012-01-31,23564286933
2012-02-01,24546132222
2012-02-02,24539360875
2012-02-03,25125082375
2012-02-06,24708644546
2012-02-07,25121696702
2012-02-08,24918556297
2012-02-09,24908399277
2012-02-10,24742501280
2012-02-13,25033669193
2012-02-14,24918556297
2012-02-15,24695101852
2012-02-16,24783129361
2012-02-17,24911784950
2012-02-21,25050597560
2012-02-22,24644316751
2012-02-23,24833914462
2012-02-24,24759429647
2012-02-27,24657859445
2012-02-28,24410705286
2012-02-29,24278664023
2012-03-01,24515661161
2012-03-02,24529203855
2012-03-05,24637545404
2012-03-06,24248192962
2012-03-07,24221107575
2012-03-08,24204179208
2012-03-09,24268507002
2012-03-12,24315906430
2012-03-13,24593531650
2012-03-14,24833914462
2012-03-15,24840685809
2012-03-16,24468261734
2012-03-19,24796672054
2012-03-20,25033669193
2012-03-21,24938870338
2012-03-22,24661245118
2012-03-23,24630774057
2012-03-26,25108154008
2012-03-27,24864385523
2012-03-28,24830528788
2012-03-29,24749272627
2012-03-30,24783129361
2012-04-02,25210642171
2012-04-03,24979601245
2012-04-04,24949022299
2012-04-05,24864080783
2012-04-09,24548098340
2012-04-10,24313659754
2012-04-11,24500531091
2012-04-12,24809718212
2012-04-13,24313659754
2012-04-16,24612653893
2012-04-17,24789332248
2012-04-18,24582074947
2012-04-19,25428092454
2012-04-20,25584384845
2012-04-23,25312571991
2012-04-24,25563998881
2012-04-25,25805232788
2012-04-26,26148396516
2012-04-27,25944536876
2012-04-30,25812028109
2012-05-01,26080443302
2012-05-02,26104226927
2012-05-03,26161987159
2012-05-04,25971718161
2012-05-07,25975115822
2012-05-08,25761063199
2012-05-09,25574191863
2012-05-10,25808630449
2012-05-11,25913957930
2012-05-14,25645542737
2012-05-15,25706700629
2012-05-16,25570794202
2012-05-17,24945624639
2012-05-18,24469952145
2012-05-21,24707788392
2012-05-22,24643232839
2012-05-23,24758753302
2012-05-24,24884466747
2012-05-25,24864080783
2012-05-29,24949022299
2012-05-30,24442770859
2012-05-31,24575279626
2012-06-01,23858373224
2012-06-04,23783624690
2012-06-05,23899145152
2012-06-06,24575279626
2012-06-07,24650028160
2012-06-08,24751957980
2012-06-11,24245706541
2012-06-12,24493735770
2012-06-13,24201536952
2012-06-14,24670414124
2012-06-15,24717981374
2012-06-18,24554893662
2012-06-19,24833501837
2012-06-20,24799525230
2012-06-21,24262694844
2012-06-22,24558291322
2012-06-25,24031653918
2012-06-26,24211729934
2012-06-27,24398601271
2012-06-28,24565086644
2012-06-29,25186858546
2012-07-02,25325011834
2012-07-03,25491713282
2012-07-05,25012021360
2012-07-06,24675216393
2012-07-09,24607174986
2012-07-10,24243153456
2012-07-11,23909750560
2012-07-12,24331607286
2012-07-13,24770474363
2012-07-16,24566350141
2012-07-17,24494906664
2012-07-18,24562948071
2012-07-19,24372432130
2012-07-20,24079854078
2012-07-23,23777069815
2012-07-24,23532120749
2012-07-25,24600370845
2012-07-26,24576556352
2012-07-27,25025629641
2012-07-30,25022227571
2012-07-31,25005217219
2012-08-01,24872536475
2012-08-02,24685422604
2012-08-03,25059650345
2012-08-06,25069856556
2012-08-07,24906557178
2012-08-08,24937175812
2012-08-09,24875938545
2012-08-10,24746659871
2012-08-13,24647999830
2012-08-14,24600370845
2012-08-15,24804495067
2012-08-16,24906557178
2012-08-17,24991608938
2012-08-20,25205939371
2012-08-21,25219547652
2012-08-22,25277382849
2012-08-23,25216145582
2012-08-24,25260372497
2012-08-27,25144702104
2012-08-28,25131093823
2012-08-29,25052846204
2012-08-30,25012021360
2012-08-31,25083464838
2012-09-04,25376042889
2012-09-05,25287589060
2012-09-06,25559754689
2012-09-07,25539342267
2012-09-10,25450888437
2012-09-11,25546146408
2012-09-12,25702641645
2012-09-13,26209550130
2012-09-14,26206148060
2012-09-17,25988415556
2012-09-18,26144910793
2012-09-19,25923776219
2012-09-20,25964601063
2012-09-21,25831920319
2012-09-24,25882951374
2012-09-25,25702641645
2012-09-26,25586971252
2012-09-27,25695837504
2012-09-28,25719651997
2012-10-01,26222788744
2012-10-02,26263687297
2012-10-03,26365933679
2012-10-04,26536344315
2012-10-05,26628366059
2012-10-08,26607916783
2012-10-09,26393199381
2012-10-10,26427281508
2012-10-11,26567018230
2012-10-12,26246646233
2012-10-15,26471588273
2012-10-16,26822634185
2012-10-17,27023718736
2012-10-18,27845098004
2012-10-19,27442928901
2012-10-22,27569032772
2012-10-23,27350907158
2012-10-24,27177088309
2012-10-25,27269110052
2012-10-26,27044168012
2012-10-31,26805593121
2012-11-01,26696530314
2012-11-02,26413648657
2012-11-05,26560201804
2012-11-06,26938513417
2012-11-07,26543160741
2012-11-08,26590875719
2012-11-09,26635182484
2012-11-12,26430689721
2012-11-13,26198931255
2012-11-14,25936498875
2012-11-15,26151216277
2012-11-16,26345484402
2012-11-19,26652223548
2012-11-20,26802184908
2012-11-21,26829450610
2012-11-23,27197537585
2012-11-26,26918064141
2012-11-27,26727204228
2012-11-28,26921472354
2012-11-29,27136189756
2012-11-30,27003269459
2012-12-03,27003269459
2012-12-04,27050984438
2012-12-05,27371356434
2012-12-06,27453153540
2012-12-07,27596298474
2012-12-10,27545175283
2012-12-11,27235027925
2012-12-12,27565624560
2012-12-13,27183904734
2012-12-14,27033943374
2012-12-17,27572440985
2012-12-18,27722402345
2012-12-19,27603114900
2012-12-20,27824648727
2012-12-21,27289559329
2012-12-24,27282742903
2012-12-26,27265701840
2012-12-27,27136189756
2012-12-28,26914655928
2012-12-31,27194095731
2013-01-02,27872244234
2013-01-03,28018778835
2013-01-04,28052856649
2013-01-07,27712078507
2013-01-08,27258843578
2013-01-09,27480349370
2013-01-10,27957438769
2013-01-11,28202799031
2013-01-14,28294809130
2013-01-15,28427712605
2013-01-16,28264139097
2013-01-17,28362964758
2013-01-18,28366372540
2013-01-22,28915025348
2013-01-23,28846869720
2013-01-24,29071783294
2013-01-25,29082006638
2013-01-28,28850277501
2013-01-29,28945695381
2013-01-30,28591286113
2013-01-31,29078598856
2013-02-01,29167201173
2013-02-04,28795752999
2013-02-05,29191055643
2013-02-06,29174016736
2013-02-07,29047928824
2013-02-08,29375075840
2013-02-11,29446639250
2013-02-12,29586358288
2013-02-13,29531833785
2013-02-14,29456862594
2013-02-15,29477309283
2013-02-19,29630659446
2013-02-20,29296696867
2013-02-21,29358036933
2013-02-22,29542057129
2013-02-25,28768490747
2013-02-26,28976365414
2013-02-27,29228541239
2013-02-28,29099045545
2013-03-01,29194463425
2013-03-04,29231949020
2013-03-05,29562503818
2013-03-06,29531833785
2013-03-07,29518202660
2013-03-08,29640882791
2013-03-11,29763562922
2013-03-12,30002107621
2013-03-13,30192943381
2013-03-14,30349701326
2013-03-15,30077078812
2013-03-18,29889650834
2013-03-19,29899874179
2013-03-20,30141826659
2013-03-21,29882835271
2013-03-22,30097525501
2013-03-25,30148642222
2013-03-26,30087302157
2013-03-27,30104341064
2013-03-28,30319031293
2013-04-01,30165652060
2013-04-02,30250673627
2013-04-03,29930992534
2013-04-04,30288083117
2013-04-05,30260876215
2013-04-08,30621367660
2013-04-09,30788009932
2013-04-10,30927445302
2013-04-11,31257328983
2013-04-12,31284535885
2013-04-15,30203061549
2013-04-16,30563552995
2013-04-17,30237070176
2013-04-18,30043221003
2013-04-19,30277880529
2013-04-22,30359501233
2013-04-23,30607764210
2013-04-24,30451324526
2013-04-25,30437721075
2013-04-26,30247272764
2013-04-29,30240471039
2013-04-30,30315290018
2013-05-01,30029617552
2013-05-02,30148647746
2013-05-03,30573755583
2013-05-06,30839022872
2013-05-07,31080484123
2013-05-08,31376359177
2013-05-09,31213117768
2013-05-10,31151902240
2013-05-13,31090686711
2013-05-14,31498790234
2013-05-15,31515794548
2013-05-16,31325346237
2013-05-17,31168906553
2013-05-20,30961453929
2013-05-21,30611165072
2013-05-22,30454725388
2013-05-23,30305087430
2013-05-24,30532945230
2013-05-28,30441121938
2013-05-29,30308488293
2013-05-30,30641772836
2013-05-31,30498936603
2013-06-03,30124841708
2013-06-04,30196259824
2013-06-05,29876578731
2013-06-06,30271078803
2013-06-07,30566953857
2013-06-10,30685984051
2013-06-11,30413915036
2013-06-12,30036419278
2013-06-13,30532945230
2013-06-14,30114639119
2013-06-17,30441121938
2013-06-18,30662178013
2013-06-19,30101035669
2013-06-20,29410660543
2013-06-21,29298432074
2013-06-24,29176001017
2013-06-25,29376651916
2013-06-26,30131643433
2013-06-27,30444522800
2013-06-28,30430919350
2013-07-01,30601573930
2013-07-02,30332271899
2013-07-03,30339089672
2013-07-05,30720884957
2013-07-08,31181084632
2013-07-09,31491293302
2013-07-10,31276533454
2013-07-11,31453795550
2013-07-12,31873088588
2013-07-15,31951492977
2013-07-16,31777639766
2013-07-17,32121937301
2013-07-18,32473052608
2013-07-19,32295790511
2013-07-22,32582136975
2013-07-23,31781048653
2013-07-24,31320848978
2013-07-25,31508337734
2013-07-26,31474248869
2013-07-29,31290168999
2013-07-30,31133360221
2013-07-31,31150404654
2013-08-01,31474248869
2013-08-02,31344711183
2013-08-05,31007231422
2013-08-06,30714067184
2013-08-07,30601573930
2013-08-08,30635662795
2013-08-09,30591347271
2013-08-12,30618618363
2013-08-13,30799289346
2013-08-14,30864058189
2013-08-15,30557258406
2013-08-16,30526578428
2013-08-19,30294774147
2013-08-20,30489080677
2013-08-21,30461809585
2013-08-22,30884511508
2013-08-23,30829969325
2013-08-26,30598165044
2013-08-27,30151600915
2013-08-28,29977747705
2013-08-29,30086832072
2013-08-30,29902752202
2013-09-03,30093649845
2013-09-04,30076605413
2013-09-05,30062969867
2013-09-06,30062969867
2013-09-09,30509533996
2013-09-10,30683387206
2013-09-11,31436751118
2013-09-12,31037911400
2013-09-13,31249262362
2013-09-16,31498111075
2013-09-17,31634466534
2013-09-18,32162843938
2013-09-19,32503732586
2013-09-20,32381012673
2013-09-23,32156026165
2013-09-24,32268519419
2013-09-25,32476461494
2013-09-26,32271928306
2013-09-27,32152617279
2013-09-30,31704636220
2013-10-01,31860516219
2013-10-02,31897791871
2013-10-03,31274271876
2013-10-04,31474204918
2013-10-07,31335268398
2013-10-08,30891349271
2013-10-09,30840518837
2013-10-10,31572477091
2013-10-11,31887625784
2013-10-14,32023173609
2013-10-15,31782576219
2013-10-16,32446760561
2013-10-17,32836460557
2013-10-18,32860181427
2013-10-21,33033004903
2013-10-22,33141443163
2013-10-23,32629750124
2013-10-24,32782241427
2013-10-25,32578919690
2013-10-28,32470481430
2013-10-29,32663637081
2013-10-30,32612806646
2013-10-31,32341710997
2013-11-01,32484036213
2013-11-04,32694135341
2013-11-05,32738188384
2013-11-06,33134665772
2013-11-07,33005895338
2013-11-08,33304100553
2013-11-11,33385429248
2013-11-12,32670414472
2013-11-13,32972008382
2013-11-14,33310877944
2013-11-15,33446425769
2013-11-18,33354930987
2013-11-19,33395595335
2013-11-20,33158386641
2013-11-21,34405426629
2013-11-22,34764628365
