,BALL
2009-04-13,3994303800
2009-04-14,3953048079
2009-04-15,3983052239
2009-04-16,4035559520
2009-04-17,4046811079
2009-04-20,3941796520
2009-04-21,3994303800
2009-04-22,4005555360
2009-04-23,3859285079
2009-04-24,3780524160
2009-04-27,3664258040
2009-04-28,3559243480
2009-04-29,3641754920
2009-04-30,3536740360
2009-05-01,3562994000
2009-05-04,3596748680
2009-05-05,3660507520
2009-05-06,3694262200
2009-05-07,3604249720
2009-05-08,3638004399
2009-05-11,3626752840
2009-05-12,3713014800
2009-05-13,3608000239
2009-05-14,3656757000
2009-05-15,3675509600
2009-05-18,3731767399
2009-05-19,3743018960
2009-05-20,3698012720
2009-05-21,3634253880
2009-05-22,3645505440
2009-05-26,3754270520
2009-05-27,3645505440
2009-05-28,3649255960
2009-05-29,3731767399
2009-06-01,3945547040
2009-06-02,4088066800
2009-06-03,4035559520
2009-06-04,4118070960
2009-06-05,4091817320
2009-06-08,4144324600
2009-06-09,4163077200
2009-06-10,4099318360
2009-06-11,4106819399
2009-06-12,4031809000
2009-06-15,3949297559
2009-06-16,3878037680
2009-06-17,3893039760
2009-06-18,3926794440
2009-06-19,3930544960
2009-06-22,3806777800
2009-06-23,3810528320
2009-06-24,3863035600
2009-06-25,3953048079
2009-06-26,4020557440
2009-06-29,4251474240
2009-06-30,4243956159
2009-07-01,4495811840
2009-07-02,4424390080
2009-07-06,4413112960
2009-07-07,4337932160
2009-07-08,4337932160
2009-07-09,4262751360
2009-07-10,4281546560
2009-07-13,4315377920
2009-07-14,4315377920
2009-07-15,4435667200
2009-07-16,4477016640
2009-07-17,4413112960
2009-07-20,4439426240
2009-07-21,4416872000
2009-07-22,4473257600
2009-07-23,4525884160
2009-07-24,4653691520
2009-07-27,4661209600
2009-07-28,4619860160
2009-07-29,4597305920
2009-07-30,4589787840
2009-07-31,4544679360
2009-08-03,4619860160
2009-08-04,4597305920
2009-08-05,4559715520
2009-08-06,4477016640
2009-08-07,4439426240
2009-08-10,4492052800
2009-08-11,4593546880
2009-08-12,4664968640
2009-08-13,4837884480
2009-08-14,4755185600
2009-08-17,4713836160
2009-08-18,4706318080
2009-08-19,4706318080
2009-08-20,4702559040
2009-08-21,4706318080
2009-08-24,4638655360
2009-08-25,4664968640
2009-08-26,4664968640
2009-08-27,4657450560
2009-08-28,4582269760
2009-08-31,4555956480
2009-09-01,4514607040
2009-09-02,4544679360
2009-09-03,4507088960
2009-09-04,4548438400
2009-09-08,4627378240
2009-09-09,4668727680
2009-09-10,4680004800
2009-09-11,4604824000
2009-09-14,4702559040
2009-09-15,4796535040
2009-09-16,4886752000
2009-09-17,4743908480
2009-09-18,4785257920
2009-09-21,4811571200
2009-09-22,4758944640
2009-09-23,4638655360
2009-09-24,4604824000
2009-09-25,4601064960
2009-09-28,4671260600
2009-09-29,4641483640
2009-09-30,4578207600
2009-10-01,4563319120
2009-10-02,4548430640
2009-10-05,4663816360
2009-10-06,4637761520
2009-10-07,4708481800
2009-10-08,4760591480
2009-10-09,4797812680
2009-10-12,4846200240
2009-10-13,4808979040
2009-10-14,4861088720
2009-10-15,4857366600
2009-10-16,4775479960
2009-10-19,4812701160
2009-10-20,4786646320
2009-10-21,4715926040
2009-10-22,4756869360
2009-10-23,4667538480
2009-10-26,4637761520
2009-10-27,4637761520
2009-10-28,4507487320
2009-10-29,4693593320
2009-10-30,4589373960
2009-11-02,4555874880
2009-11-03,4581929720
2009-11-04,4537264280
2009-11-05,4585651840
2009-11-06,4607984560
2009-11-09,4734536640
2009-11-10,4693593320
2009-11-11,4689871200
2009-11-12,4648927880
2009-11-13,4663816360
2009-11-16,4734536640
2009-11-17,4775479960
2009-11-18,4749425120
2009-11-19,4701037560
2009-11-20,4689871200
2009-11-23,4719648160
2009-11-24,4686149080
2009-11-25,4723370280
2009-11-27,4637761520
2009-11-30,4596818200
2009-12-01,4619150920
2009-12-02,4567041240
2009-12-03,4500043080
2009-12-04,4578207600
2009-12-07,4660094240
2009-12-08,4835033880
2009-12-09,4782924200
2009-12-10,4786646320
2009-12-11,4790368440
2009-12-14,4853644480
2009-12-15,4831311760
2009-12-16,4853644480
2009-12-17,4775479960
2009-12-18,4768035720
2009-12-21,4797812680
2009-12-22,4820145400
2009-12-23,4816423280
2009-12-24,4842478120
2009-12-28,4849922360
2009-12-29,4853644480
2009-12-30,4849922360
2009-12-31,4812701160
2010-01-04,4883421440
2010-01-05,4827589640
2010-01-06,4838756000
2010-01-07,4827589640
2010-01-08,4846200240
2010-01-11,4820145400
2010-01-12,4812701160
2010-01-13,4831311760
2010-01-14,4808979040
2010-01-15,4782924200
2010-01-19,4835033880
2010-01-20,4786646320
2010-01-21,4760591480
2010-01-22,4730814520
2010-01-25,4734536640
2010-01-26,4704759680
2010-01-27,4693593320
2010-01-28,4701037560
2010-01-29,4727092400
2010-02-01,4738258760
2010-02-02,4857366600
2010-02-03,4794090560
2010-02-04,4652650000
2010-02-05,4704759680
2010-02-08,4674982720
2010-02-09,4704759680
2010-02-10,4660094240
2010-02-11,4749425120
2010-02-12,4782924200
2010-02-16,4842478120
2010-02-17,4853644480
2010-02-18,4920642640
2010-02-19,4898309920
2010-02-22,4902032040
2010-02-23,4868532960
2010-02-24,4935531120
2010-02-25,4942975360
2010-02-26,5028584120
2010-03-01,5080693800
2010-03-02,5043472600
2010-03-03,5080693800
2010-03-04,5065805320
2010-03-05,5106748640
2010-03-08,5062083200
2010-03-09,5028584120
2010-03-10,5036028360
2010-03-11,5069527440
2010-03-12,5065805320
2010-03-15,5047194720
2010-03-16,5069527440
2010-03-17,5099304400
2010-03-18,5054638960
2010-03-19,5043472600
2010-03-22,5039750480
2010-03-23,5073249560
2010-03-24,5024862000
2010-03-25,4946697480
2010-03-26,5024862000
2010-03-29,4977084000
2010-03-30,4921824000
2010-03-31,4918140000
2010-04-01,4995504000
2010-04-05,5013924000
2010-04-06,4984452000
2010-04-07,4962348000
2010-04-08,4973400000
2010-04-09,5006556000
2010-04-12,4966032000
2010-04-13,4936560000
2010-04-14,4991820000
2010-04-15,5017608000
2010-04-16,5002872000
2010-04-19,4980768000
2010-04-20,5006556000
2010-04-21,4991820000
2010-04-22,5043396000
2010-04-23,5098656000
2010-04-26,5087604000
2010-04-27,5028660000
2010-04-28,5043396000
2010-04-29,4958664000
2010-04-30,4899720000
2010-05-03,4884984000
2010-05-04,4807620000
2010-05-05,4807620000
2010-05-06,4671312000
2010-05-07,4557108000
2010-05-10,4744992000
2010-05-11,4744992000
2010-05-12,4800252000
2010-05-13,4763412000
2010-05-14,4689732000
2010-05-17,4748676000
2010-05-18,4708152000
2010-05-19,4671312000
2010-05-20,4509216000
2010-05-21,4608684000
2010-05-24,4498164000
2010-05-25,4479744000
2010-05-26,4442904000
2010-05-27,4582896000
2010-05-28,4535004000
2010-06-01,4461324000
2010-06-02,4634472000
2010-06-03,4744992000
2010-06-04,4711836000
2010-06-07,4623420000
2010-06-08,4645524000
2010-06-09,4638156000
2010-06-10,4763412000
2010-06-11,4822356000
2010-06-14,4803936000
2010-06-15,4921824000
2010-06-16,5013924000
2010-06-17,5098656000
2010-06-18,5080236000
2010-06-21,5117076000
2010-06-22,5054448000
2010-06-23,5028660000
2010-06-24,4936560000
2010-06-25,4958664000
2010-06-28,4786348800
2010-06-29,4732569600
2010-06-30,4736154880
2010-07-01,4678790400
2010-07-02,4642937600
2010-07-06,4711057920
2010-07-07,4800689920
2010-07-08,4825786880
2010-07-09,4868810240
2010-07-12,4829372160
2010-07-13,4962027520
2010-07-14,4965612800
2010-07-15,4969198080
2010-07-16,4836542720
2010-07-19,4868810240
2010-07-20,4951271680
2010-07-21,4926174720
2010-07-22,5005050880
2010-07-23,5126950400
2010-07-26,5191485440
2010-07-27,5180729600
2010-07-28,5116194560
2010-07-29,5112609280
2010-07-30,5220167680
2010-08-02,5284702720
2010-08-03,5270361600
2010-08-04,5259605760
2010-08-05,5281117440
2010-08-06,5241679360
2010-08-09,5270361600
2010-08-10,5270361600
2010-08-11,5126950400
2010-08-12,5148462080
2010-08-13,5123365120
2010-08-16,5076756480
2010-08-17,5173559040
2010-08-18,5227338240
2010-08-19,5141291520
2010-08-20,5123365120
2010-08-23,5130535680
2010-08-24,5040903680
2010-08-25,5051659520
2010-08-26,4976368640
2010-08-27,5062415360
2010-08-30,4972783360
2010-08-31,5026562560
2010-09-01,5177144320
2010-09-02,5263191040
2010-09-03,5295458560
2010-09-07,5245264640
2010-09-08,5263191040
2010-09-09,5277532160
2010-09-10,5324140800
2010-09-13,5349237760
2010-09-14,5363578880
2010-09-15,5352823040
2010-09-16,5352823040
2010-09-17,5374334720
2010-09-20,5381505280
2010-09-21,5356408320
2010-09-22,5324140800
2010-09-23,5277532160
2010-09-24,5395846400
2010-09-27,5028297080
2010-09-28,5055367320
2010-09-29,4980924160
2010-09-30,4977540380
2010-10-01,5024913300
2010-10-04,4991075500
2010-10-05,5119659140
2010-10-06,5095972680
2010-10-07,5075670000
2010-10-08,5085821340
2010-10-11,5129810480
2010-10-12,5143345600
2010-10-13,5241475220
2010-10-14,5224556320
2010-10-15,5258394120
2010-10-18,5278696800
2010-10-19,5207637420
2010-10-20,5258394120
2010-10-21,5258394120
2010-10-22,5194102300
2010-10-25,5204253640
2010-10-26,5207637420
2010-10-27,5143345600
2010-10-28,5227940100
2010-10-29,5444502020
2010-11-01,5342988620
2010-11-02,5437734460
2010-11-03,5454653360
2010-11-04,5559550540
2010-11-05,5590004560
2010-11-08,5546015420
2010-11-09,5539247860
2010-11-10,5556166760
2010-11-11,5562934320
2010-11-12,5488491160
2010-11-15,5522328960
2010-11-16,5454653360
2010-11-17,5447885800
2010-11-18,5535864080
2010-11-19,5535864080
2010-11-22,5559550540
2010-11-23,5441118239
2010-11-24,5542631640
2010-11-26,5488491160
2010-11-29,5461420920
2010-11-30,5573085660
2010-12-01,5749042219
2010-12-02,5843788060
2010-12-03,5823485380
2010-12-06,5749042219
2010-12-07,5752426000
2010-12-08,5694901739
2010-12-09,5732123320
2010-12-10,5752426000
2010-12-13,5772728680
2010-12-14,5840404280
2010-12-15,5786263800
2010-12-16,5816717820
2010-12-17,5796415140
2010-12-20,5786263800
2010-12-21,5860706960
2010-12-22,5891160980
2010-12-23,5853939400
2010-12-27,5860706960
2010-12-28,5877625860
2010-12-29,5864090739
2010-12-30,5837020500
2010-12-31,5755809780
2011-01-03,5826869160
2011-01-04,5891160980
2011-01-05,5935150120
2011-01-06,5975755480
2011-01-07,5928382560
2011-01-10,5820101600
2011-01-11,5864090739
2011-01-12,5924998780
2011-01-13,5982523040
2011-01-14,5904696100
2011-01-18,6002825719
2011-01-19,5891160980
2011-01-20,5853939400
2011-01-21,5881009640
2011-01-24,5941917680
2011-01-25,5924998780
2011-01-26,6063733760
2011-01-27,6121258020
2011-01-28,5999441940
2011-01-31,6016360840
2011-02-01,6134793140
2011-02-02,6192317400
2011-02-03,6256609219
2011-02-04,6236306540
2011-02-07,6216003860
2011-02-08,6222771420
2011-02-09,6243074100
2011-02-10,6270144340
2011-02-11,6263376780
2011-02-14,6249841660
2011-02-15,6236306540
2011-02-16,6232922760
2011-02-17,6243074100
2011-02-18,6259993000
2011-02-22,6060349980
2011-02-23,6073885100
2011-02-24,6090804000
2011-02-25,6107722900
2011-02-28,6107722900
2011-03-01,6026512180
2011-03-02,6060349980
2011-03-03,6138176920
2011-03-04,6063733760
2011-03-07,6036663520
2011-03-08,6131409360
2011-03-09,6073885100
2011-03-10,5908079880
2011-03-11,5921615000
2011-03-14,5860706960
2011-03-15,5782880020
2011-03-16,5721971980
2011-03-17,5715204420
2011-03-18,5799798920
2011-03-21,5935150120
2011-03-22,5894544760
2011-03-23,5955452800
2011-03-24,5972371699
2011-03-25,6006209500
2011-03-28,5938533900
2011-03-29,5985906820
2011-03-30,6040047300
2011-03-31,6067117540
2011-04-01,6053582420
2011-04-04,6019092000
2011-04-05,6049187460
2011-04-06,6126098080
2011-04-07,6099346559
2011-04-08,6019092000
2011-04-11,6065907160
2011-04-12,6025779880
2011-04-13,6062563220
2011-04-14,6092658680
2011-04-15,6149505660
2011-04-18,6119410200
2011-04-19,6169569300
2011-04-20,6149505660
2011-04-21,6196320820
2011-04-25,6146161720
2011-04-26,6229760220
2011-04-27,6186289000
2011-04-28,6259855680
2011-04-29,6239792040
2011-05-02,6266543559
2011-05-03,6303326900
2011-05-04,6303326900
2011-05-05,6316702660
2011-05-06,6360173880
2011-05-09,6396957220
2011-05-10,6473867840
2011-05-11,6457148140
2011-05-12,6527370880
2011-05-13,6430396620
2011-05-16,6437084500
2011-05-17,6430396620
2011-05-18,6564154220
2011-05-19,6590905740
2011-05-20,6527370880
2011-05-23,6460492080
2011-05-24,6430396620
2011-05-25,6440428440
2011-05-26,6487243600
2011-05-27,6534058760
2011-05-31,6604281500
2011-06-01,6473867840
2011-06-02,6457148140
2011-06-03,6363517820
2011-06-06,6353486000
2011-06-07,6480555720
2011-06-08,6373549640
2011-06-09,6463836019
2011-06-10,6370205700
2011-06-13,6346798120
2011-06-14,6410332980
2011-06-15,6276575380
2011-06-16,6269887500
2011-06-17,6323390540
2011-06-20,6313358720
2011-06-21,6373549640
2011-06-22,6353486000
2011-06-23,6323390540
2011-06-24,6269887500
2011-06-27,6320046600
2011-06-28,6366861760
2011-06-29,6366861760
2011-06-30,6430396620
2011-07-01,6544090580
2011-07-05,6437913440
2011-07-06,6496916720
2011-07-07,6569031840
2011-07-08,6614923280
2011-07-11,6542808160
2011-07-12,6473971000
2011-07-13,6516584480
2011-07-14,6437913440
2011-07-15,6464137120
2011-07-18,6267459520
2011-07-19,6329740760
2011-07-20,6339574640
2011-07-21,6434635480
2011-07-22,6444469360
2011-07-25,6480526920
2011-07-26,6487082840
2011-07-27,6437913440
2011-07-28,6323184840
2011-07-29,6359242400
2011-08-01,6254347679
2011-08-02,5988832920
2011-08-03,5985554960
2011-08-04,5769209600
2011-08-05,5808545120
2011-08-08,5362742560
2011-08-09,5900328000
2011-08-10,5572532000
2011-08-11,5824934920
2011-08-12,5887216160
2011-08-15,5946219440
2011-08-16,5867548400
2011-08-17,5854436560
2011-08-18,5641369160
2011-08-19,5572532000
2011-08-22,5533196480
2011-08-23,5720040200
2011-08-24,5759375720
2011-08-25,5674148760
2011-08-26,5736430000
2011-08-29,5841324720
2011-08-30,5864270440
2011-08-31,5887216160
2011-09-01,5851158600
2011-09-02,5739707960
2011-09-06,5713484280
2011-09-07,5795433280
2011-09-08,5706928360
2011-09-09,5579087920
2011-09-12,5526640560
2011-09-13,5556142200
2011-09-14,5605311600
2011-09-15,5608589560
2011-09-16,5624979360
2011-09-19,5526640560
2011-09-20,5490583000
2011-09-21,5372576440
2011-09-22,5123451480
2011-09-23,5074282080
2011-09-26,5156231080
2011-09-27,5270959679
2011-09-28,5126729440
2011-09-29,5182454760
2011-09-30,5084115960
2011-10-03,4855779820
2011-10-04,5061451500
2011-10-05,5093587700
2011-10-06,5225346120
2011-10-07,5215705260
2011-10-10,5357104540
2011-10-11,5386027120
2011-10-12,5402095220
2011-10-13,5376386260
2011-10-14,5456726760
2011-10-17,5376386260
2011-10-18,5508144680
2011-10-19,5479222100
2011-10-20,5549921740
2011-10-21,5594912420
2011-10-24,5639903100
2011-10-25,5527426400
2011-10-26,5578844320
2011-10-27,5739525320
2011-10-28,5729884459
2011-10-31,5556348980
2011-11-01,5431017800
2011-11-02,5453513140
2011-11-03,5594912420
2011-11-04,5601339660
2011-11-07,5601339660
2011-11-08,5704175500
2011-11-09,5472794860
2011-11-10,5543494500
2011-11-11,5688107400
2011-11-14,5585271560
2011-11-15,5585271560
2011-11-16,5508144680
2011-11-17,5456726760
2011-11-18,5447085900
2011-11-21,5389240740
2011-11-22,5347463680
2011-11-23,5308900240
2011-11-25,5331395580
2011-11-28,5459940379
2011-11-29,5463154000
2011-11-30,5643116720
2011-12-01,5630262240
2011-12-02,5610980520
2011-12-05,5659184820
2011-12-06,5643116720
2011-12-07,5636689480
2011-12-08,5520999160
2011-12-09,5610980520
2011-12-12,5514571920
2011-12-13,5498503820
2011-12-14,5492076580
2011-12-15,5594912420
2011-12-16,5565989840
2011-12-19,5556348980
2011-12-20,5639903100
2011-12-21,5691321020
2011-12-22,5733098080
2011-12-23,5752379800
2011-12-27,5765234280
2011-12-28,5643116720
2011-12-29,5752379800
2011-12-30,5739525320
2012-01-03,5721489600
2012-01-04,5712037800
2012-01-05,5715188400
2012-01-06,5847513600
2012-01-09,5803405200
2012-01-10,5806555800
2012-01-11,5812857000
2012-01-12,5957784600
2012-01-13,5929429200
2012-01-17,5850664200
2012-01-18,5938881000
2012-01-19,6008194200
2012-01-20,5970387000
2012-01-23,5951483400
2012-01-24,5948332800
2012-01-25,5938881000
2012-01-26,6200380800
2012-01-27,6212983200
2012-01-30,6172025400
2012-01-31,6184627800
2012-02-01,6351609600
2012-02-02,6253941000
2012-02-03,6269694000
2012-02-06,6301200000
2012-02-07,6269694000
2012-02-08,6279145800
2012-02-09,6307501200
2012-02-10,6272844600
2012-02-13,6294898800
2012-02-14,6279145800
2012-02-15,6257091600
2012-02-16,6351609600
2012-02-17,6320103600
2012-02-21,6339007200
2012-02-22,6253941000
2012-02-23,6279145800
2012-02-24,6266543400
2012-02-27,6285447000
2012-02-28,6313802400
2012-02-29,6313802400
2012-03-01,6298049399
2012-03-02,6272844600
2012-03-05,6253941000
2012-03-06,6187778400
2012-03-07,6216133800
2012-03-08,6279145800
2012-03-09,6257091600
2012-03-12,6253941000
2012-03-13,6361061400
2012-03-14,6348459000
2012-03-15,6402019200
2012-03-16,6521742000
2012-03-19,6521742000
2012-03-20,6502838400
2012-03-21,6471332400
2012-03-22,6433525200
2012-03-23,6474483000
2012-03-26,6543796200
2012-03-27,6672970800
2012-03-28,6685573200
2012-03-29,6735982800
2012-03-30,6754886400
2012-04-02,6703170600
2012-04-03,6774712560
2012-04-04,6784044120
2012-04-05,6777823080
2012-04-09,6752938920
2012-04-10,6603633960
2012-04-11,6647181240
2012-04-12,6659623320
2012-04-13,6653402280
2012-04-16,6653402280
2012-04-17,6709391640
2012-04-18,6693839040
2012-04-19,6734275800
2012-04-20,6768491520
2012-04-23,6668954880
2012-04-24,6681396960
2012-04-25,6687618000
2012-04-26,6476102640
2012-04-27,6497876280
2012-04-30,6494765760
2012-05-01,6507207840
2012-05-02,6451218479
2012-05-03,6448107960
2012-05-04,6339239760
2012-05-07,6364123920
2012-05-08,6364123920
2012-05-09,6361013400
2012-05-10,6417002760
2012-05-11,6370344960
2012-05-14,6295692479
2012-05-15,6273918840
2012-05-16,6205487400
2012-05-17,6049961400
2012-05-18,6012635159
2012-05-21,6109061280
2012-05-22,6074845560
2012-05-23,6149498040
2012-05-24,6199266360
2012-05-25,6202376880
2012-05-29,6277029360
2012-05-30,6221040000
2012-05-31,6217929479
2012-06-01,6118392840
2012-06-04,6149498040
2012-06-05,6174382200
2012-06-06,6308134560
2012-06-07,6273918840
2012-06-08,6398339640
2012-06-11,6339239760
2012-06-12,6404560680
2012-06-13,6392118600
2012-06-14,6463660560
2012-06-15,6650291760
2012-06-18,6609855000
2012-06-19,6644070720
2012-06-20,6600523440
2012-06-21,6451218479
2012-06-22,6476102640
2012-06-25,6283250400
2012-06-26,6227261040
2012-06-27,6245924159
2012-06-28,6311245080
2012-06-29,6385897560
2012-07-02,6224034080
2012-07-03,6306980240
2012-07-05,6270115280
2012-07-06,6233250320
2012-07-09,6217889919
2012-07-10,6263971120
2012-07-11,6202529520
2012-07-12,6150304160
2012-07-13,6334628960
2012-07-16,6297764000
2012-07-17,6356133520
2012-07-18,6374566000
2012-07-19,6500521280
2012-07-20,6417575120
2012-07-23,6349989360
2012-07-24,6273187360
2012-07-25,6227106160
2012-07-26,6291619840
2012-07-27,6436007600
2012-07-30,6436007600
2012-07-31,6383782240
2012-08-01,6211745760
2012-08-02,6082718400
2012-08-03,6313124400
2012-08-06,6337701040
2012-08-07,6380710160
2012-08-08,6362277680
2012-08-09,6411430960
2012-08-10,6451368000
2012-08-13,6454440080
2012-08-14,6451368000
2012-08-15,6549674560
2012-08-16,6626476560
2012-08-17,6614188240
2012-08-20,6592683680
2012-08-21,6515881680
2012-08-22,6568107040
2012-08-23,6479016720
2012-08-24,6472872560
2012-08-27,6445223840
2012-08-28,6432935520
2012-08-29,6432935520
2012-08-30,6423719280
2012-08-31,6479016720
2012-09-04,6417575120
2012-09-05,6479016720
2012-09-06,6558890800
2012-09-07,6571179120
2012-09-10,6558890800
2012-09-11,6598827840
2012-09-12,6611116160
2012-09-13,6687918160
2012-09-14,6647981120
2012-09-17,6626476560
2012-09-18,6623404480
2012-09-19,6601899919
2012-09-20,6555818720
2012-09-21,6528170000
2012-09-24,6543530400
2012-09-25,6485160880
2012-09-26,6497449200
2012-09-27,6506665440
2012-09-28,6500521280
2012-10-01,6454028880
2012-10-02,6411488200
2012-10-03,6466183360
2012-10-04,6496569560
2012-10-05,6499608180
2012-10-08,6484415080
2012-10-09,6420604060
2012-10-10,6314252360
2012-10-11,6305136500
2012-10-12,6277788920
2012-10-15,6347677180
2012-10-16,6441874400
2012-10-17,6539110240
2012-10-18,6526955760
2012-10-19,6481376459
2012-10-22,6487453700
2012-10-23,6381102000
2012-10-24,6368947520
2012-10-25,6457067500
2012-10-26,6505685420
2012-10-31,6508724040
2012-11-01,6596844020
2012-11-02,6590766780
2012-11-05,6566457820
2012-11-06,6691041240
2012-11-07,6678886760
2012-11-08,6615075740
2012-11-09,6663693660
2012-11-12,6639384700
2012-11-13,6590766780
2012-11-14,6533033000
2012-11-15,6569496440
2012-11-16,6584689540
2012-11-19,6782199840
2012-11-20,6800431560
2012-11-21,6779161220
2012-11-23,6849049480
2012-11-26,6803470180
2012-11-27,6782199840
2012-11-28,6797392940
2012-11-29,6797392940
2012-11-30,6791315700
2012-12-03,6675848140
2012-12-04,6639384700
2012-12-05,6627230220
2012-12-06,6715350200
2012-12-07,6706234340
2012-12-10,6767006740
2012-12-11,6800431560
2012-12-12,6757890880
2012-12-13,6770045360
2012-12-14,6724466060
2012-12-17,6715350200
2012-12-18,6715350200
2012-12-19,6773083980
2012-12-20,6906783260
2012-12-21,6806508800
2012-12-24,6839933620
2012-12-26,6824740520
2012-12-27,6782199840
2012-12-28,6727504680
2012-12-31,6668165760
2013-01-02,6861834560
2013-01-03,6918445440
2013-01-04,6927384000
2013-01-07,6867793600
2013-01-08,6766489920
2013-01-09,6796285120
2013-01-10,6796285120
2013-01-11,6763510400
2013-01-14,6793305600
2013-01-15,6820121280
2013-01-16,6778408000
2013-01-17,6900568320
2013-01-18,6948240640
2013-01-22,6933343040
2013-01-23,6930363520
2013-01-24,6930363520
2013-01-25,6945261120
2013-01-28,6867793600
2013-01-29,6885670720
2013-01-30,6840977920
2013-01-31,6632411520
2013-02-01,6793305600
2013-02-04,6697960960
2013-02-05,6784367040
2013-02-06,6754571840
2013-02-07,6736694720
2013-02-08,6757551360
2013-02-11,6724776640
2013-02-12,6689022400
2013-02-13,6733715200
2013-02-14,6736694720
2013-02-15,6784367040
2013-02-19,6718817600
2013-02-20,6635391040
2013-02-21,6563882560
2013-02-22,6605595840
2013-02-25,6474496960
2013-02-26,6528128320
2013-02-27,6602616320
2013-02-28,6617513920
2013-03-01,6587718720
2013-03-04,6554944000
2013-03-05,6584739200
2013-03-06,6596657280
2013-03-07,6623472960
2013-03-08,6683063360
2013-03-11,6709879040
2013-03-12,6718817600
2013-03-13,6820121280
2013-03-14,6855875520
2013-03-15,6852896000
2013-03-18,6826080320
2013-03-19,6852896000
2013-03-20,6885670720
2013-03-21,6832039360
2013-03-22,6835018880
2013-03-25,6864814080
2013-03-26,6924404480
2013-03-27,7052523840
2013-03-28,7088278080
2013-04-01,6957262400
2013-04-02,7060224000
2013-04-03,6910194240
2013-04-04,6933728320
2013-04-05,6913136000
2013-04-08,6954320640
2013-04-09,6974912960
2013-04-10,7086699840
2013-04-11,7080816320
2013-04-12,7045515200
2013-04-15,6824883200
2013-04-16,6901368960
2013-04-17,6851359040
2013-04-18,6760164480
2013-04-19,6827824960
2013-04-22,6871951360
2013-04-23,6910194240
2013-04-24,6963145920
2013-04-25,6633668800
2013-04-26,6477755520
2013-04-29,6539532480
2013-04-30,6489522560
2013-05-01,6574833600
2013-05-02,6613076480
2013-05-03,6668969920
2013-05-06,6677795200
2013-05-07,6692504000
2013-05-08,6680736960
2013-05-09,6751339200
2013-05-10,6763106240
2013-05-13,6707212800
2013-05-14,6716038079
2013-05-15,6704271040
2013-05-16,6657202880
2013-05-17,6730746880
2013-05-20,6774873280
2013-05-21,6807232640
2013-05-22,6716038079
2013-05-23,6657202880
2013-05-24,6530707200
2013-05-28,6545416000
2013-05-29,6463046720
2013-05-30,6407153280
2013-05-31,6348318079
2013-06-03,6377735680
2013-06-04,6377735680
2013-06-05,6283599360
2013-06-06,6298308160
2013-06-07,6410095040
2013-06-10,6386560960
2013-06-11,6310075200
2013-06-12,6242414720
2013-06-13,6383619200
2013-06-14,6374793920
2013-06-17,6365968640
2013-06-18,6354201600
2013-06-19,6357143360
2013-06-20,6271832320
2013-06-21,6260065280
2013-06-24,6183579520
2013-06-25,6198288320
2013-06-26,6183579520
2013-06-27,6198288320
2013-06-28,6110035520
2013-07-01,6057728040
2013-07-02,6104036520
2013-07-03,6089565120
2013-07-05,6156133560
2013-07-08,6202442040
2013-07-09,6321107520
2013-07-10,6387675960
2013-07-11,6543967080
2013-07-12,6567121320
2013-07-15,6529495680
2013-07-16,6480292920
2013-07-17,6433984440
2013-07-18,6538178520
2013-07-19,6538178520
2013-07-22,6607641239
2013-07-23,6604746960
2013-07-24,6584487000
2013-07-25,6546861360
2013-07-26,6506341440
2013-07-29,6494764320
2013-07-30,6506341440
2013-07-31,6480292920
2013-08-01,6596064120
2013-08-02,6636584040
2013-08-05,6552649920
2013-08-06,6407935920
2013-08-07,6425301600
2013-08-08,6448455840
2013-08-09,6465821520
2013-08-12,6506341440
2013-08-13,6552649920
2013-08-14,6570015600
2013-08-15,6460032960
2013-08-16,6512130000
2013-08-19,6590275560
2013-08-20,6682892520
2013-08-21,6578698440
2013-08-22,6662632560
2013-08-23,6613429800
2013-08-26,6584487000
2013-08-27,6523707120
2013-08-28,6442667280
2013-08-29,6486081480
2013-08-30,6428195880
2013-09-03,6407935920
2013-09-04,6442667280
2013-09-05,6428195880
2013-09-06,6425301600
2013-09-09,6517918560
2013-09-10,6558438480
2013-09-11,6546861360
2013-09-12,6460032960
2013-09-13,6433984440
2013-09-16,6610535520
2013-09-17,6625006920
2013-09-18,6723412440
2013-09-19,6668421120
2013-09-20,6625006920
2013-09-23,6604746960
2013-09-24,6575804160
2013-09-25,6570015600
2013-09-26,6581592720
2013-09-27,6512130000
2013-09-30,6421071360
2013-10-01,6498330240
2013-10-02,6509776000
2013-10-03,6423932800
2013-10-04,6466854400
2013-10-07,6423932800
2013-10-08,6389595519
2013-10-09,6386734080
2013-10-10,6403902720
2013-10-11,6506914560
2013-10-14,6521221760
2013-10-15,6406764160
2013-10-16,6469715840
2013-10-17,6587034880
2013-10-18,6607064960
2013-10-21,6587034880
2013-10-22,6664293760
2013-10-23,6581312000
2013-10-24,6847425920
2013-10-25,6953299200
2013-10-28,6979052160
2013-10-29,6990497920
2013-10-30,6947576320
2013-10-31,6996220800
2013-11-01,6993359360
2013-11-04,7079202560
2013-11-05,7093509760
2013-11-06,7159322880
2013-11-07,7062033920
2013-11-08,7082064000
2013-11-11,7113539840
2013-11-12,7059172480
2013-11-13,7079202560
2013-11-14,7087786880
2013-11-15,7179352960
2013-11-18,7199383040
2013-11-19,7227997440
2013-11-20,7133569920
2013-11-21,7199383040
2013-11-22,7156461440
2013-11-25,7182214400
