,VTRS
2009-04-13,4251574540
2009-04-14,4196676160
2009-04-15,4257674360
2009-04-16,4397970220
2009-04-17,4452868600
2009-04-20,4309522830
2009-04-21,4266824090
2009-04-22,4300373100
2009-04-23,4376620850
2009-04-24,4355271480
2009-04-27,4397970220
2009-04-28,4425419410
2009-04-29,4434569140
2009-04-30,4041130750
2009-05-01,3964883000
2009-05-04,4041130750
2009-05-05,4086879400
2009-05-06,4047230570
2009-05-07,4096029130
2009-05-08,4184476520
2009-05-11,4221075440
2009-05-12,4160077240
2009-05-13,4089929310
2009-05-14,3864235970
2009-05-15,3891685160
2009-05-18,4004531830
2009-05-19,3916084440
2009-05-20,3913034530
2009-05-21,3848986420
2009-05-22,3836786780
2009-05-26,4004531830
2009-05-27,3946583540
2009-05-28,3894735070
2009-05-29,4028931110
2009-06-01,4153977420
2009-06-02,4123478320
2009-06-03,4047230570
2009-06-04,4141777780
2009-06-05,4178376700
2009-06-08,4141777780
2009-06-09,4132628050
2009-06-10,4050280480
2009-06-11,4205825889
2009-06-12,4153977420
2009-06-15,3983182460
2009-06-16,3943533630
2009-06-17,3964883000
2009-06-18,4004531830
2009-06-19,3983182460
2009-06-22,3852036330
2009-06-23,3842886600
2009-06-24,3934383900
2009-06-25,4044180660
2009-06-26,4092979220
2009-06-29,4041130750
2009-06-30,3980132550
2009-07-01,3907648000
2009-07-02,3791639700
2009-07-06,3742794100
2009-07-07,3727529850
2009-07-08,3733635550
2009-07-09,3788586850
2009-07-10,3715318450
2009-07-13,3733635550
2009-07-14,3770269750
2009-07-15,3773322600
2009-07-16,3822168200
2009-07-17,3797745400
2009-07-20,3935123650
2009-07-21,4005339199
2009-07-22,3950387900
2009-07-23,4093871850
2009-07-24,4228197250
2009-07-27,3693948500
2009-07-28,3834379600
2009-07-29,3941229350
2009-07-30,4008392050
2009-07-31,4026709150
2009-08-03,4115241800
2009-08-04,4170193100
2009-08-05,4060290500
2009-08-06,4005339199
2009-08-07,4026709150
2009-08-10,4035867700
2009-08-11,4063343350
2009-08-12,4151876000
2009-08-13,4338099850
2009-08-14,4270937150
2009-08-17,4261778600
2009-08-18,4270937150
2009-08-19,4295359950
2009-08-20,4374734050
2009-08-21,4393051150
2009-08-24,4466319550
2009-08-25,4478530950
2009-08-26,4438843900
2009-08-27,4542640800
2009-08-28,4518218000
2009-08-31,4478530950
2009-09-01,4356416950
2009-09-02,4377786900
2009-09-03,4371681200
2009-09-04,4435791050
2009-09-08,4484636650
2009-09-09,4399156850
2009-09-10,4725811800
2009-09-11,4628120600
2009-09-14,4652543400
2009-09-15,4658649100
2009-09-16,4838767250
2009-09-17,4796027350
2009-09-18,4908982799
2009-09-21,4881507150
2009-09-22,4924247050
2009-09-23,4948669850
2009-09-24,4930352750
2009-09-25,4902877100
2009-09-28,4921194200
2009-09-29,4930352750
2009-09-30,4887612850
2009-10-01,4786067640
2009-10-02,4875096480
2009-10-05,4979475120
2009-10-06,4933425720
2009-10-07,5123763240
2009-10-08,5047014240
2009-10-09,5154462840
2009-10-12,5111483400
2009-10-13,5025524520
2009-10-14,5142183000
2009-10-15,5142183000
2009-10-16,5117623320
2009-10-19,5077713840
2009-10-20,5004034800
2009-10-21,4948775520
2009-10-22,5068503960
2009-10-23,4951845480
2009-10-26,4908866040
2009-10-27,5004034800
2009-10-28,4841326920
2009-10-29,5065434000
2009-10-30,4985615039
2009-11-02,5025524520
2009-11-03,5123763240
2009-11-04,5175952560
2009-11-05,5347870320
2009-11-06,5363220120
2009-11-09,5498298360
2009-11-10,5393919720
2009-11-11,5372430000
2009-11-12,5295681000
2009-11-13,5384709840
2009-11-16,5522858039
2009-11-17,5492158440
2009-11-18,5418479400
2009-11-19,5350940280
2009-11-20,5387779800
2009-11-23,5519788080
2009-11-24,5618026800
2009-11-25,5614956840
2009-11-27,5528997960
2009-11-30,5486018520
2009-12-01,5596537080
2009-12-02,5682495960
2009-12-03,5587327200
2009-12-04,5522858039
2009-12-07,5581187280
2009-12-08,5568907440
2009-12-09,5562767520
2009-12-10,5578117320
2009-12-11,5685565920
2009-12-14,5762314920
2009-12-15,5845203840
2009-12-16,5789944560
2009-12-17,5654866320
2009-12-18,5602677000
2009-12-21,5805294360
2009-12-22,5799154440
2009-12-23,5753105039
2009-12-24,5753105039
2009-12-28,5737755240
2009-12-29,5713195560
2009-12-30,5713195560
2009-12-31,5657936280
2010-01-04,5746965120
2010-01-05,5685565920
2010-01-06,5630306640
2010-01-07,5535137880
2010-01-08,5347870320
2010-01-11,5455318920
2010-01-12,5344800360
2010-01-13,5467598760
2010-01-14,5486018520
2010-01-15,5587327200
2010-01-19,5753105039
2010-01-20,5593467120
2010-01-21,5507508240
2010-01-22,5458388880
2010-01-25,5427689280
2010-01-26,5553557640
2010-01-27,5602677000
2010-01-28,5504438280
2010-01-29,5596537080
2010-02-01,5562767520
2010-02-02,5587327200
2010-02-03,5528997960
2010-02-04,5458388880
2010-02-05,5492158440
2010-02-08,5452248960
2010-02-09,5427689280
2010-02-10,5406199560
2010-02-11,5614956840
2010-02-12,5621096760
2010-02-16,5734685280
2010-02-17,5793014520
2010-02-18,5789944560
2010-02-19,5854413720
2010-02-22,6020191560
2010-02-23,5882043360
2010-02-24,5961862320
2010-02-25,6354817200
2010-02-26,6551294640
2010-03-01,6563574480
2010-03-02,6554364600
2010-03-03,6486825480
2010-03-04,6535944840
2010-03-05,6683302920
2010-03-08,6575854320
2010-03-09,6634183560
2010-03-10,6695582760
2010-03-11,6747772080
2010-03-12,6738562200
2010-03-15,6738562200
2010-03-16,6781541640
2010-03-17,6784611600
2010-03-18,6864430560
2010-03-19,6916619880
2010-03-22,7033278360
2010-03-23,7036348320
2010-03-24,6956529360
2010-03-25,6833730960
2010-03-26,6870570480
2010-03-29,7020998520
2010-03-30,6953459400
2010-03-31,6971879160
2010-04-01,7155698880
2010-04-05,7183506000
2010-04-06,7053739439
2010-04-07,7019752960
2010-04-08,6967228400
2010-04-09,6964138720
2010-04-12,6961049040
2010-04-13,6961049040
2010-04-14,6828192800
2010-04-15,6812744400
2010-04-16,6720054000
2010-04-19,6664439760
2010-04-20,6738592080
2010-04-21,6822013439
2010-04-22,6784937280
2010-04-23,6871448319
2010-04-26,6720054000
2010-04-27,6599556480
2010-04-28,6707695280
2010-04-29,6726233360
2010-04-30,6800385680
2010-05-03,6806565040
2010-05-04,6599556480
2010-05-05,6744771439
2010-05-06,6602646160
2010-05-07,6593377120
2010-05-10,6741681760
2010-05-11,6726233360
2010-05-12,6673708800
2010-05-13,6531583520
2010-05-14,6340023360
2010-05-17,6364740800
2010-05-18,6176270319
2010-05-19,6250422640
2010-05-20,6006337920
2010-05-21,6027965680
2010-05-24,5944544319
2010-05-25,5916737200
2010-05-26,5969261760
2010-05-27,6123745760
2010-05-28,6006337920
2010-06-01,5851853920
2010-06-02,5854943600
2010-06-03,5824046800
2010-06-04,5715908000
2010-06-07,5694280240
2010-06-08,5508899439
2010-06-09,5549065280
2010-06-10,5647935040
2010-06-11,5660293760
2010-06-14,5545975600
2010-06-15,5681921520
2010-06-16,5530527200
2010-06-17,5672652480
2010-06-18,5756073840
2010-06-21,5552154960
2010-06-22,5583051760
2010-06-23,5496540720
2010-06-24,5481092319
2010-06-25,5539796240
2010-06-28,5459464560
2010-06-29,5329698000
2010-06-30,5264814720
2010-07-01,5217259560
2010-07-02,5226542940
2010-07-06,5266770920
2010-07-07,5396738240
2010-07-08,5523611100
2010-07-09,5449344060
2010-07-12,5421493920
2010-07-13,5523611100
2010-07-14,5523611100
2010-07-15,5669050720
2010-07-16,5480288660
2010-07-19,5604067060
2010-07-20,5622633820
2010-07-21,5501949880
2010-07-22,5505044340
2010-07-23,5495760960
2010-07-26,5656672880
2010-07-27,5597878140
2010-07-28,5542177860
2010-07-29,5412210539
2010-07-30,5384360400
2010-08-02,5505044340
2010-08-03,5409116080
2010-08-04,5489572039
2010-08-05,5455532980
2010-08-06,5461721900
2010-08-09,5600972600
2010-08-10,5600972600
2010-08-11,5424588380
2010-08-12,5399832700
2010-08-13,5402927160
2010-08-16,5390549320
2010-08-17,5554555700
2010-08-18,5498855420
2010-08-19,5446249600
2010-08-20,5427682840
2010-08-23,5430777300
2010-08-24,5368888100
2010-08-25,5378171480
2010-08-26,5251298620
2010-08-27,5365793640
2010-08-30,5269865380
2010-08-31,5310093360
2010-09-01,5399832700
2010-09-02,5396738240
2010-09-03,5505044340
2010-09-07,5461721900
2010-09-08,5436966220
2010-09-09,5477194200
2010-09-10,5539083400
2010-09-13,5554555700
2010-09-14,5576216920
2010-09-15,5576216920
2010-09-16,5616444900
2010-09-17,5631917200
2010-09-20,5693806400
2010-09-21,5662861800
2010-09-22,5684523020
2010-09-23,5709278700
2010-09-24,5854718320
2010-09-27,5771167900
2010-09-28,5817584800
2010-09-29,5817584800
2010-09-30,5820679260
2010-10-01,8262097199
2010-10-04,8165924640
2010-10-05,8240239800
2010-10-06,8214010920
2010-10-07,8139695760
2010-10-08,8130952800
2010-10-11,8043523199
2010-10-12,8187782040
2010-10-13,8275211640
2010-10-14,8279583120
2010-10-15,8441327879
2010-10-18,8279583120
2010-10-19,8231496839
2010-10-20,8297069040
2010-10-21,8380127160
2010-10-22,8471928240
2010-10-25,8589958200
2010-10-26,8568100800
2010-10-27,8852247000
2010-10-28,8961534000
2010-10-29,8882847360
2010-11-01,8821646640
2010-11-02,8812903680
2010-11-03,8812903680
2010-11-04,8847875520
2010-11-05,8804160720
2010-11-08,8738588520
2010-11-09,8515643040
2010-11-10,8524386000
2010-11-11,8511271559
2010-11-12,8415099000
2010-11-15,8410727519
2010-11-16,8288326080
2010-11-17,8310183480
2010-11-18,8415099000
2010-11-19,8677387800
2010-11-22,8804160720
2010-11-23,8804160720
2010-11-24,8970276960
2010-11-26,8887218840
2010-11-29,8760445920
2010-11-30,8554986360
2010-12-01,8646787440
2010-12-02,8629301520
2010-12-03,8699245200
2010-12-06,8812903680
2010-12-07,8799789240
2010-12-08,8777931840
2010-12-09,8791046280
2010-12-10,8804160720
2010-12-13,8673016320
2010-12-14,9040220640
2010-12-15,9114535800
2010-12-16,9324366840
2010-12-17,9354967200
2010-12-20,9267537600
2010-12-21,9271909080
2010-12-22,9359338680
2010-12-23,9359338680
2010-12-27,9363710160
2010-12-28,9293766480
2010-12-29,9267537600
2010-12-30,9254423160
2010-12-31,9236937240
2011-01-03,9468625680
2011-01-04,9420539400
2011-01-05,9481740120
2011-01-06,9818344080
2011-01-07,9757143360
2011-01-10,9800858160
2011-01-11,9875173320
2011-01-12,9879544800
2011-01-13,9936374040
2011-01-14,9966974400
2011-01-18,10417236840
2011-01-19,10058775480
2011-01-20,10233634680
2011-01-21,10058775480
2011-01-24,10281720960
2011-01-25,10404122400
2011-01-26,10474066080
2011-01-27,10360407600
2011-01-28,10015060680
2011-01-31,10124347680
2011-02-01,10290463920
2011-02-02,10115604720
2011-02-03,10294835400
2011-02-04,10119976200
2011-02-07,10194291360
2011-02-08,10054404000
2011-02-09,10194291360
2011-02-10,10238006160
2011-02-11,10207405800
2011-02-14,10216148760
2011-02-15,10203034320
2011-02-16,10203034320
2011-02-17,10321064280
2011-02-18,10203034320
2011-02-22,9988831800
2011-02-23,9818344080
2011-02-24,9674085240
2011-02-25,9883916280
2011-02-28,9997574760
2011-03-01,9910145160
2011-03-02,9905773680
2011-03-03,10098118800
2011-03-04,9940745520
2011-03-07,9848944440
2011-03-08,9984460320
2011-03-09,9905773680
2011-03-10,9761514840
2011-03-11,9770257800
2011-03-14,9717800040
2011-03-15,9529826400
2011-03-16,9241308720
2011-03-17,9389939040
2011-03-18,9468625680
2011-03-21,9529826400
2011-03-22,9643484880
2011-03-23,9599770080
2011-03-24,9765886320
2011-03-25,9752771880
2011-03-28,9669713760
2011-03-29,9813972600
2011-03-30,9958231440
2011-03-31,9905773680
2011-04-01,10064072280
2011-04-04,10124725320
2011-04-05,10107395880
2011-04-06,10051075200
2011-04-07,10068404640
2011-04-08,10155051840
2011-04-11,10224369600
2011-04-12,10172381280
2011-04-13,10176713640
2011-04-14,10038078120
2011-04-15,10350008040
2011-04-18,10172381280
2011-04-19,10406328720
2011-04-20,10739920440
2011-04-21,10683599760
2011-04-25,10839564720
2011-04-26,10917547200
2011-04-27,10930544280
2011-04-28,10835232360
2011-04-29,10796241120
2011-05-02,10761582240
2011-05-03,10497308280
2011-05-04,10432322880
2011-05-05,10414993440
2011-05-06,10354340400
2011-05-09,10393331640
2011-05-10,10488643560
2011-05-11,10215704880
2011-05-12,10436655240
2011-05-13,10436655240
2011-05-16,10315349160
2011-05-17,10241699040
2011-05-18,10358672760
2011-05-19,10432322880
2011-05-20,10319681520
2011-05-23,10098731160
2011-05-24,10129057680
2011-05-25,9951430920
2011-05-26,9968760360
2011-05-27,10137722400
2011-05-31,10202707800
2011-06-01,10055407560
2011-06-02,10068404640
2011-06-03,9895110240
2011-06-06,9708818760
2011-06-07,9773804160
2011-06-08,9760807080
2011-06-09,9773804160
2011-06-10,9548521440
2011-06-13,9570183240
2011-06-14,9760807080
2011-06-15,9561518520
2011-06-16,9596177400
2011-06-17,9648165720
2011-06-20,9778136520
2011-06-21,9899442600
2011-06-22,9899442600
2011-06-23,9929769120
2011-06-24,10012083960
2011-06-27,10064072280
2011-06-28,10289355000
2011-06-29,10475646480
2011-06-30,10687932120
2011-07-01,10647507640
2011-07-05,10566489360
2011-07-06,10553697000
2011-07-07,10617658800
2011-07-08,10651771760
2011-07-11,10374603960
2011-07-12,10289321560
2011-07-13,10242416240
2011-07-14,10174190320
2011-07-15,10050530840
2011-07-18,9862909560
2011-07-19,10101700280
2011-07-20,9973776680
2011-07-21,10110228520
2011-07-22,10208303280
2011-07-25,10046266720
2011-07-26,10042002600
2011-07-27,9764834800
2011-07-28,9892758400
2011-07-29,9713665360
2011-08-01,9445025800
2011-08-02,8890690200
2011-08-03,8703068920
2011-08-04,8131676840
2011-08-05,8212695120
2011-08-08,7624246560
2011-08-09,7926999080
2011-08-10,7411040560
2011-08-11,8012281480
2011-08-12,8204166879
2011-08-15,8451485840
2011-08-16,8532504120
2011-08-17,8464278200
2011-08-18,7914206719
2011-08-19,7602925959
2011-08-22,7564548879
2011-08-23,7833188440
2011-08-24,7986696760
2011-08-25,7790547240
2011-08-26,8199902760
2011-08-29,8545296480
2011-08-30,8694540680
2011-08-31,8848049000
2011-09-01,8634843000
2011-09-02,8272392799
2011-09-06,8216959240
2011-09-07,8464278200
2011-09-08,8310769879
2011-09-09,8255336320
2011-09-12,8327826360
2011-09-13,8622050640
2011-09-14,8558088840
2011-09-15,8587937680
2011-09-16,8745710120
2011-09-19,8651899480
2011-09-20,8609258280
2011-09-21,8276656920
2011-09-22,7811867840
2011-09-23,7799075480
2011-09-26,7880093760
2011-09-27,7892886120
2011-09-28,7551756520
2011-09-29,7543228280
2011-09-30,7244739879
2011-10-03,6917290830
2011-10-04,6904473120
2011-10-05,7195007880
2011-10-06,7494087780
2011-10-07,7400091240
2011-10-10,7639355160
2011-10-11,7652172870
2011-10-12,7707716280
2011-10-13,7635082590
2011-10-14,7549631190
2011-10-17,7408636380
2011-10-18,7498360350
2011-10-19,7404363809
2011-10-20,7425726660
2011-10-21,7707716280
2011-10-24,7917072210
2011-10-25,7780349970
2011-10-26,8357146919
2011-10-27,8694679950
2011-10-28,8664771960
2011-10-31,8361419490
2011-11-01,7938435059
2011-11-02,7989705900
2011-11-03,8070884730
2011-11-04,7908527070
2011-11-07,7981160760
2011-11-08,8113610429
2011-11-09,7733351700
2011-11-10,7840165950
2011-11-11,8002523610
2011-11-14,7887164220
2011-11-15,7989705900
2011-11-16,7763259690
2011-11-17,7647900299
2011-11-18,7630810020
2011-11-21,7545358620
2011-11-22,7643627730
2011-11-23,7528268340
2011-11-25,7438544370
2011-11-28,7805985390
2011-11-29,7899981929
2011-11-30,8344329210
2011-12-01,8412690330
2011-12-02,8331511500
2011-12-05,8540867429
2011-12-06,8463961169
2011-12-07,8557957710
2011-12-08,8275968090
2011-12-09,8545140000
2011-12-12,8587865700
2011-12-13,8562230280
2011-12-14,8523777150
2011-12-15,8647681680
2011-12-16,8921126160
2011-12-19,8810039340
2011-12-20,9168935220
2011-12-21,9079211250
2011-12-22,9215933490
2011-12-23,9327020310
2011-12-27,9181752930
2011-12-28,9181752930
2011-12-29,9318475170
2011-12-30,9168935220
2012-01-03,9463742550
2012-01-04,9288567180
2012-01-05,9181752930
2012-01-06,9173207790
2012-01-09,9275749470
2012-01-10,9480832830
2012-01-11,9532103670
2012-01-12,9519285960
2012-01-13,9275749470
2012-01-17,9215933490
2012-01-18,9331292880
2012-01-19,9344110590
2012-01-20,9211660920
2012-01-23,9194570640
2012-01-24,8904035880
2012-01-25,9062120970
2012-01-26,9057848400
2012-01-27,8989487280
2012-01-30,8963851860
2012-01-31,8865582750
2012-02-01,9386836290
2012-02-02,9297112320
2012-02-03,9587647080
2012-02-06,9540648810
2012-02-07,9626100210
2012-02-08,9779912730
2012-02-09,9809820720
2012-02-10,9741459600
2012-02-13,9809820720
2012-02-14,9929452680
2012-02-15,9895272120
2012-02-16,10083265200
2012-02-17,10006358940
2012-02-21,9698733900
2012-02-22,10014904080
2012-02-23,10121718330
2012-02-24,10031994360
2012-02-27,9908089830
2012-02-28,9908089830
2012-02-29,10014904080
2012-03-01,10100355480
2012-03-02,9895272120
2012-03-05,9677371050
2012-03-06,9489377970
2012-03-07,9557739090
2012-03-08,9647463060
2012-03-09,9814093290
2012-03-12,9737187030
2012-03-13,9882454410
2012-03-14,9681643620
2012-03-15,9814093290
2012-03-16,9779912730
2012-03-19,9771367590
2012-03-20,9715824180
2012-03-21,9852546420
2012-03-22,9856818990
2012-03-23,9818365860
2012-03-26,9963633240
2012-03-27,9976450950
2012-03-28,9890999550
2012-03-29,9912362400
2012-03-30,10019176650
2012-04-02,9880806310
2012-04-03,9893414740
2012-04-04,9733707960
2012-04-05,9494147790
2012-04-09,9237776380
2012-04-10,9048649930
2012-04-11,9204153900
2012-04-12,9405888780
2012-04-13,9275601670
2012-04-16,9288210100
2012-04-17,9527770270
2012-04-18,9460525310
2012-04-19,9284007290
2012-04-20,9178937040
2012-04-23,9061258360
2012-04-24,9220965140
2012-04-25,9330238200
2012-04-26,9300818530
2012-04-27,9279804480
2012-04-30,9115894890
2012-05-01,9124300510
2012-05-02,9002419020
2012-05-03,8922565630
2012-05-04,8825901000
2012-05-07,8846915050
2012-05-08,8825901000
2012-05-09,8674599840
2012-05-10,8859523480
2012-05-11,9044447120
2012-05-14,9002419020
2012-05-15,8918362820
2012-05-16,8943579680
2012-05-17,8893145960
2012-05-18,8746047610
2012-05-21,8914160010
2012-05-22,8939376870
2012-05-23,8779670090
2012-05-24,8943579680
2012-05-25,9090678030
2012-05-29,9199951090
2012-05-30,9048649930
2012-05-31,9107489270
2012-06-01,8817495380
2012-06-04,8783872900
2012-06-05,8821698190
2012-06-06,8981404970
2012-06-07,8989810590
2012-06-08,9057055550
2012-06-11,8872131910
2012-06-12,8830103810
2012-06-13,8767061660
2012-06-14,8838509430
2012-06-15,8909957200
2012-06-18,8855320670
2012-06-19,8968796540
2012-06-20,9048649930
2012-06-21,8876334720
2012-06-22,8922565630
2012-06-25,8741844800
2012-06-26,8687208270
2012-06-27,8804886950
2012-06-28,8750250420
2012-06-29,8981404970
2012-07-02,8836636060
2012-07-03,8970770830
2012-07-05,8848830130
2012-07-06,8775665710
2012-07-09,8869153580
2012-07-10,8775665710
2012-07-11,8800053850
2012-07-12,8771601020
2012-07-13,8966706140
2012-07-16,8978900210
2012-07-17,9145552500
2012-07-18,9165875950
2012-07-19,9190264090
2012-07-20,9064258700
2012-07-23,8942318000
2012-07-24,8755342260
2012-07-25,8816312610
2012-07-26,9247169750
2012-07-27,9458533630
2012-07-30,9486986460
2012-07-31,9360981070
2012-08-01,9328463550
2012-08-02,9243105060
2012-08-03,9401627970
2012-08-06,9450404250
2012-08-07,9450404250
2012-08-08,9421951420
2012-08-09,9470727700
2012-08-10,9535762740
2012-08-13,9547956810
2012-08-14,9511374600
2012-08-15,9600797780
2012-08-16,9649574060
2012-08-17,9604862470
2012-08-20,9706479720
2012-08-21,9686156270
2012-08-22,9657703440
2012-08-23,9576409640
2012-08-24,9669897510
2012-08-27,9588603710
2012-08-28,9523568670
2012-08-29,9596733090
2012-08-30,9543892120
2012-08-31,9580474330
2012-09-04,9608927160
2012-09-05,9669897510
2012-09-06,9783708830
2012-09-07,9779644140
2012-09-10,9734932550
2012-09-11,9759320690
2012-09-12,9738997240
2012-09-13,9860937940
2012-09-14,9877196700
2012-09-17,9836549800
2012-09-18,9897520150
2012-09-19,9921908290
2012-09-20,9954425810
2012-09-21,9978813950
2012-09-24,9836549800
2012-09-25,9844679180
2012-09-26,9775579450
2012-09-27,9958490500
2012-09-28,9905649530
2012-10-01,9898417200
2012-10-02,9906554000
2012-10-03,9979785200
2012-10-04,10036742800
2012-10-05,10020469200
2012-10-08,9987922000
2012-10-09,9792638800
2012-10-10,9739749600
2012-10-11,9747886400
2012-10-12,9674655200
2012-10-15,9747886400
2012-10-16,9780433600
2012-10-17,9878075200
2012-10-18,9817049200
2012-10-19,9621766000
2012-10-22,9633971200
2012-10-23,9536329600
2012-10-24,9739749600
2012-10-25,10171000000
2012-10-26,10260504800
2012-10-31,10309325600
2012-11-01,10529019200
2012-11-02,10447651200
2012-11-05,10512745600
2012-11-06,10585976800
2012-11-07,10504608800
2012-11-08,10435446000
2012-11-09,10524950800
2012-11-12,10594113600
2012-11-13,10638866000
2012-11-14,10415104000
2012-11-15,10374420000
2012-11-16,10390693600
2012-11-19,10553429600
2012-11-20,10590045200
2012-11-21,10777191600
2012-11-23,11029432400
2012-11-26,10980611600
2012-11-27,11066048000
2012-11-28,11061979600
2012-11-29,11102663600
2012-11-30,11057911200
2012-12-03,11131142400
2012-12-04,11139279200
2012-12-05,11094526800
2012-12-06,11110800400
2012-12-07,11090458400
2012-12-10,11399656800
2012-12-11,11330494000
2012-12-12,11326425600
2012-12-13,11379314800
2012-12-14,11379314800
2012-12-17,11468819600
2012-12-18,11513572000
2012-12-19,11285741600
2012-12-20,11297946800
2012-12-21,11314220400
2012-12-24,11371178000
2012-12-26,11167758000
2012-12-27,11127074000
2012-12-28,10952132800
2012-12-31,11167758000
2013-01-02,10890615100
2013-01-03,10859162060
2013-01-04,11087196600
2013-01-07,10973179330
2013-01-08,10922068140
2013-01-09,11020358890
2013-01-10,11106854750
2013-01-11,10945657920
2013-01-14,10827709020
2013-01-15,11000700740
2013-01-16,11036085410
2013-01-17,11024290520
2013-01-18,11008564000
2013-01-22,10965316070
2013-01-23,11067538450
2013-01-24,11134376160
2013-01-25,11189418980
2013-01-28,11106854750
2013-01-29,11122581270
2013-01-30,11087196600
2013-01-31,11114718010
2013-02-01,11358479070
2013-02-04,11260188320
2013-02-05,11386000480
2013-02-06,11327026030
2013-02-07,11323094400
2013-02-08,11346684180
2013-02-11,11342752550
2013-02-12,11323094400
2013-02-13,11346684180
2013-02-14,11464633080
2013-02-15,11488222860
2013-02-19,11444974930
2013-02-20,11287709730
2013-02-21,11327026030
2013-02-22,11393863740
2013-02-25,11213008760
2013-02-26,11138307790
2013-02-27,11232666910
2013-02-28,11641556430
2013-03-01,11834206300
2013-03-04,12081898990
2013-03-05,12066172470
2013-03-06,12148736700
2013-03-07,12105488770
2013-03-08,12081898990
2013-03-11,12097625510
2013-03-12,12168394850
2013-03-13,12180189740
2013-03-14,12191984630
2013-03-15,11979676610
2013-03-18,12062240840
2013-03-19,12097625510
2013-03-20,12097625510
2013-03-21,11869590970
2013-03-22,11724120660
2013-03-25,11507881010
2013-03-26,11409590260
2013-03-27,11299504620
2013-03-28,11386000480
2013-04-01,10940440000
2013-04-02,10902320000
2013-04-03,10868012000
2013-04-04,10917568000
2013-04-05,10913756000
2013-04-08,10814644000
2013-04-09,10906132000
2013-04-10,10883260000
2013-04-11,11035740000
2013-04-12,10932816000
2013-04-15,10711720000
2013-04-16,10787960000
2013-04-17,10681224000
2013-04-18,10658352000
2013-04-19,10803208000
2013-04-22,10799396000
2013-04-23,10909944000
2013-04-24,10936628000
2013-04-25,11161536000
2013-04-26,11172972000
2013-04-29,11058612000
2013-04-30,11096732000
2013-05-01,10940440000
2013-05-02,10989996000
2013-05-03,11016680000
2013-05-06,11226340000
2013-05-07,11317828000
2013-05-08,11180596000
2013-05-09,11157724000
2013-05-10,11302580000
2013-05-13,11131040000
2013-05-14,11474120000
2013-05-15,11626600000
2013-05-16,11702840000
2013-05-17,11969680000
2013-05-20,11923936000
2013-05-21,11904876000
2013-05-22,12026860000
2013-05-23,12103100000
2013-05-24,11885816000
2013-05-28,12057356000
2013-05-29,11859132000
2013-05-30,11805764000
2013-05-31,11618976000
2013-06-03,11588480000
2013-06-04,11386444000
2013-06-05,11394068000
2013-06-06,11592292000
2013-06-07,11657096000
2013-06-10,11706652000
2013-06-11,11729524000
2013-06-12,11748584000
2013-06-13,11946808000
2013-06-14,12076416000
2013-06-17,12023048000
2013-06-18,12148844000
2013-06-19,11920124000
2013-06-20,11569420000
2013-06-21,11676156000
2013-06-24,11531300000
2013-06-25,11588480000
2013-06-26,11618976000
2013-06-27,11779080000
2013-06-28,11828636000
2013-07-01,11791606000
2013-07-02,11604377000
2013-07-03,11642587000
2013-07-05,11783964000
2013-07-08,11806890000
2013-07-09,11917699000
2013-07-10,11952088000
2013-07-11,12013224000
2013-07-12,12261589000
2013-07-15,12276873000
2013-07-16,12265410000
2013-07-17,12219558000
2013-07-18,12341829999
2013-07-19,12483207000
2013-07-22,12475565000
2013-07-23,12349472000
2013-07-24,12372398000
2013-07-25,12452639000
2013-07-26,12773603000
2013-07-29,12647510000
2013-07-30,12765960999
2013-07-31,12823276000
2013-08-01,12983757999
2013-08-02,13908440000
2013-08-05,14091848000
2013-08-06,14068922000
2013-08-07,14168268000
2013-08-08,14156804999
2013-08-09,14210299000
2013-08-12,14210299000
2013-08-13,14195015000
2013-08-14,14068922000
2013-08-15,13832020000
2013-08-16,13828199000
2013-08-19,13751779000
2013-08-20,13652432999
2013-08-21,13541624000
2013-08-22,13595118000
2013-08-23,13675359000
2013-08-26,13572192000
2013-08-27,13281796000
2013-08-28,13396426000
2013-08-29,13503414000
2013-08-30,13503414000
2013-09-03,13644791000
2013-09-04,13728853000
2013-09-05,13709748000
2013-09-06,13484309000
2013-09-09,13942829000
2013-09-10,14611504000
2013-09-11,14538904999
2013-09-12,14794912000
2013-09-13,14871332000
2013-09-16,14882795000
2013-09-17,14710850000
2013-09-18,14749060000
2013-09-19,14645893000
2013-09-20,14771985999
2013-09-23,14546547000
2013-09-24,14569473000
2013-09-25,14573294000
2013-09-26,14661176999
2013-09-27,14642072000
2013-09-30,14584757000
2013-10-01,14687235000
2013-10-02,14702127000
2013-10-03,14888277000
2013-10-04,14985075000
2013-10-07,14910614999
2013-10-08,14471301000
2013-10-09,14489916000
2013-10-10,14795202000
2013-10-11,14858492999
2013-10-14,14698403999
2013-10-15,14590437000
2013-10-16,14776587000
2013-10-17,14784033000
2013-10-18,14352164999
2013-10-21,14355888000
2013-10-22,14515977000
2013-10-23,14381949000
2013-10-24,14329827000
2013-10-25,14307489000
2013-10-28,14236752000
2013-10-29,14389395000
2013-10-30,14300042999
2013-10-31,14099001000
2013-11-01,14151123000
2013-11-04,14661174000
2013-11-05,14847324000
2013-11-06,14709573000
2013-11-07,14515977000
2013-11-08,15044642999
2013-11-11,15286638000
2013-11-12,15420666000
2013-11-13,15495126000
2013-11-14,15629153999
2013-11-15,15770628000
2013-11-18,15565863000
2013-11-19,15599370000
2013-11-20,15755736000
2013-11-21,15778074000
2013-11-22,15886041000
2013-11-25,16463106000
