,LEN
2004-09-01,7410578536
2004-09-02,7383654014
2004-09-03,7356729493
2004-09-07,7556287710
2004-09-08,7428000285
2004-09-09,7434335466
2004-09-10,7404243354
2004-09-13,7440670648
2004-09-14,7485016918
2004-09-15,7426416489
2004-09-16,7521444212
2004-09-17,7532530779
2004-09-20,7277539725
2004-09-21,7481849327
2004-09-22,7649731637
2004-09-23,7530946984
2004-09-24,7540449756
2004-09-27,7675072363
2004-09-28,7553120119
2004-09-29,7473930351
2004-09-30,7538865961
2004-10-01,7538865961
2004-10-04,7174593026
2004-10-05,7068478736
2004-10-06,7134998141
2004-10-07,6846747384
2004-10-08,6921185766
2004-10-11,6861001542
2004-10-12,6929104743
2004-10-13,6775476592
2004-10-14,6751719662
2004-10-15,6765973820
2004-10-18,6761222434
2004-10-19,6691535438
2004-10-20,6682032666
2004-10-21,6767557616
2004-10-22,6723211345
2004-10-25,6937023720
2004-10-26,7119160188
2004-10-27,7138165732
2004-10-28,7100154643
2004-10-29,7123911574
2004-11-01,7087484280
2004-11-02,7206268933
2004-11-03,7128662960
2004-11-04,7079565303
2004-11-05,6949694083
2004-11-08,6897428836
2004-11-09,6994040353
2004-11-10,7003543126
2004-11-11,6975034809
2004-11-12,7332972563
2004-11-15,7627558501
2004-11-16,7467595169
2004-11-17,7564206687
2004-11-18,7578460845
2004-11-19,7342475335
2004-11-22,7363064675
2004-11-23,7301296655
2004-11-24,7431167876
2004-11-26,7394740582
2004-11-29,7150836095
2004-11-30,7115992597
2004-12-01,7298129064
2004-12-02,7108073620
2004-12-03,7283874906
2004-12-06,7287042497
2004-12-07,7119160188
2004-12-08,7011462102
2004-12-09,7467595169
2004-12-10,7936398599
2004-12-13,8014004572
2004-12-14,8050431865
2004-12-15,8924686909
2004-12-16,8739382851
2004-12-17,8691868990
2004-12-20,8679198627
2004-12-21,8631684766
2004-12-22,8772642554
2004-12-23,8706123148
2004-12-27,8577835723
2004-12-28,8766307372
2004-12-29,8861335095
2004-12-30,8948443840
2004-12-31,8976952157
2005-01-03,8869254072
2005-01-04,8462218661
2005-01-05,8383028893
2005-01-06,8478056615
2005-01-07,8531905658
2005-01-10,8710874535
2005-01-11,8696620376
2005-01-12,8726712488
2005-01-13,8875589253
2005-01-14,9111574763
2005-01-18,9159088624
2005-01-19,9122661331
2005-01-20,8774226349
2005-01-21,8680782422
2005-01-24,8598425063
2005-01-25,8728296284
2005-01-26,8980119747
2005-01-27,8847080936
2005-01-28,8910432751
2005-01-31,8878218425
2005-02-01,8988272488
2005-02-02,9095182148
2005-02-03,8983555885
2005-02-04,9371889505
2005-02-07,9236680228
2005-02-08,9395472518
2005-02-09,9200519608
2005-02-10,9238252429
2005-02-11,9057449327
2005-02-14,9021288706
2005-02-15,8911234644
2005-02-16,9126626166
2005-02-17,9205236210
2005-02-18,9115620760
2005-02-22,8780741970
2005-02-23,8779169769
2005-02-24,9235108027
2005-02-25,9794811544
2005-02-28,9562125812
2005-03-01,9645452460
2005-03-02,9362456299
2005-03-03,9351450893
2005-03-04,9742928915
2005-03-07,9678468678
2005-03-08,9367172902
2005-03-09,9065310331
2005-03-10,8991416889
2005-03-11,8956828470
2005-03-14,9000850095
2005-03-15,8966261675
2005-03-16,8895512635
2005-03-17,8725714939
2005-03-18,8678548912
2005-03-21,8626666283
2005-03-22,8741436948
2005-03-23,8678548912
2005-03-24,8848346608
2005-03-28,8915951247
2005-03-29,8904945840
2005-03-30,8875074024
2005-03-31,8911234644
2005-04-01,9007138898
2005-04-04,9103043153
2005-04-05,9037010715
2005-04-06,8887651631
2005-04-07,9041727318
2005-04-08,8955256269
2005-04-11,8969406077
2005-04-12,9172219992
2005-04-13,8964689474
2005-04-14,8618805278
2005-04-15,8332664717
2005-04-18,8419135765
2005-04-19,8425424569
2005-04-20,8246193668
2005-04-21,8356247730
2005-04-22,8261915676
2005-04-25,8524473225
2005-04-26,8461585189
2005-04-27,8356247730
2005-04-28,8092117980
2005-04-29,8092117980
2005-05-02,8092117980
2005-05-03,7958480905
2005-05-04,8159722619
2005-05-05,8261915676
2005-05-06,8332664717
2005-05-09,8460012989
2005-05-10,8316942708
2005-05-11,8381402944
2005-05-12,8118845395
2005-05-13,8063818364
2005-05-16,8346814525
2005-05-17,8370397538
2005-05-18,8760303359
2005-05-19,8801180582
2005-05-20,8738292546
2005-05-23,8799608381
2005-05-24,8799608381
2005-05-25,8705276327
2005-05-26,9035438514
2005-05-27,9049588322
2005-05-31,9153819922
2005-06-01,9284791661
2005-06-02,9362112325
2005-06-03,9270589906
2005-06-06,9401561644
2005-06-07,9423653263
2005-06-08,9254810178
2005-06-09,9362112325
2005-06-10,9284791661
2005-06-13,9393671780
2005-06-14,9543579192
2005-06-15,9728202003
2005-06-16,9813412532
2005-06-17,9994879398
2005-06-20,9794476859
2005-06-21,10005925207
2005-06-22,9938072379
2005-06-23,9830770232
2005-06-24,9660349175
2005-06-27,9949118188
2005-06-28,10059576281
2005-06-29,9819724423
2005-06-30,10012237098
2005-07-01,10002769262
2005-07-05,10110071409
2005-07-06,10051686417
2005-07-07,10286804357
2005-07-08,10338877458
2005-07-11,10537702024
2005-07-12,10443023659
2005-07-13,10479317032
2005-07-14,10406730286
2005-07-15,10523500269
2005-07-18,10458803387
2005-07-19,10572417425
2005-07-20,10700233217
2005-07-21,10457225414
2005-07-22,10477739060
2005-07-25,10245777065
2005-07-26,10351501240
2005-07-27,10433555823
2005-07-28,10772819964
2005-07-29,10615022689
2005-08-01,10649738089
2005-08-02,10596087016
2005-08-03,10471427169
2005-08-04,10414620150
2005-08-05,9945962243
2005-08-08,9671394984
2005-08-09,9709266330
2005-08-10,9743981731
2005-08-11,9863907660
2005-08-12,9901779006
2005-08-15,9868641578
2005-08-16,9706110385
2005-08-17,9570404728
2005-08-18,9548313110
2005-08-19,9450478799
2005-08-22,9423653263
2005-08-23,9298993415
2005-08-24,9483616227
2005-08-25,9352644489
2005-08-26,9216938832
2005-08-29,9215360860
2005-08-30,9384203944
2005-08-31,9805290926
2005-09-01,9724764382
2005-09-02,9631606224
2005-09-06,9817922541
2005-09-07,9862133192
2005-09-08,9623711464
2005-09-09,9876343759
2005-09-12,9836869963
2005-09-13,9745290756
2005-09-14,9803711974
2005-09-15,9836869963
2005-09-16,9601606139
2005-09-19,9315815856
2005-09-20,8542129454
2005-09-21,8445813392
2005-09-22,9030025572
2005-09-23,8905288377
2005-09-26,9011078150
2005-09-27,9000025488
2005-09-28,8928972655
2005-09-29,9214762938
2005-09-30,9435816195
2005-10-03,9742132852
2005-10-04,9364763363
2005-10-05,9097920502
2005-10-06,9023709765
2005-10-07,9094762598
2005-10-10,8701603590
2005-10-11,8755287952
2005-10-12,8583182202
2005-10-13,8688971975
2005-10-14,8810551267
2005-10-17,8829498689
2005-10-18,8502655658
2005-10-19,8887919907
2005-10-20,8783709085
2005-10-21,8753709000
2005-10-24,9124762683
2005-10-25,8968446451
2005-10-26,8753709000
2005-10-27,8420550162
2005-10-28,8703182542
2005-10-31,8775814326
2005-11-01,8993709680
2005-11-02,9260552541
2005-11-03,9154762768
2005-11-04,9131078490
2005-11-07,9213183986
2005-11-08,8731603675
2005-11-09,8605287528
2005-11-10,8886340955
2005-11-11,8829498689
2005-11-14,8742656338
2005-11-15,8684235120
2005-11-16,8744235289
2005-11-17,9022130813
2005-11-18,8984235969
2005-11-21,9058446706
2005-11-22,9331605374
2005-11-23,9333184326
2005-11-25,9380552881
2005-11-28,9102657357
2005-11-29,9069499368
2005-11-30,9257395206
2005-12-01,9392211641
2005-12-02,9454804985
2005-12-05,9329618296
2005-12-06,9366532320
2005-12-07,9080849874
2005-12-08,9204431606
2005-12-09,9276654696
2005-12-12,9326408381
2005-12-13,9488509094
2005-12-14,9722832898
2005-12-15,10048639283
2005-12-16,10087158264
2005-12-19,9907403017
2005-12-20,9963576532
2005-12-21,9902588145
2005-12-22,9994070726
2005-12-23,9894563357
2005-12-27,9923452593
2005-12-28,9820735309
2005-12-29,9862464206
2005-12-30,9793451031
2006-01-03,10074318604
2006-01-04,9963576532
2006-01-05,10096788009
2006-01-06,10050244240
2006-01-09,10470743121
2006-01-10,10578275277
2006-01-11,10584695108
2006-01-12,10469138163
2006-01-13,10270123426
2006-01-17,10180245803
2006-01-18,10154566482
2006-01-19,10050244240
2006-01-20,9910612933
2006-01-23,9823945224
2006-01-24,10101602882
2006-01-25,9862464206
2006-01-26,10101602882
2006-01-27,10165801185
2006-01-30,10103207840
2006-01-31,10040614495
2006-02-01,9880118739
2006-02-02,9690733747
2006-02-03,9758141964
2006-02-06,9663449468
2006-02-07,9284679484
2006-02-08,9291099314
2006-02-09,9254185290
2006-02-10,9156282879
2006-02-13,9053565595
2006-02-14,9196406818
2006-02-15,9318383593
2006-02-16,9438755410
2006-02-17,9347272829
2006-02-21,9437150452
2006-02-22,9799870861
2006-02-23,9779006413
2006-02-24,9740487431
2006-02-27,9700363492
2006-02-28,9719677710
2006-03-01,9620629875
2006-03-02,9625501080
2006-03-03,9455008905
2006-03-06,9295882875
2006-03-07,9152994195
2006-03-08,9159489135
2006-03-09,8958145995
2006-03-10,9143251785
2006-03-13,9221191065
2006-03-14,9557304210
2006-03-15,9552433005
2006-03-16,9726172650
2006-03-17,9744033735
2006-03-20,9555680475
2006-03-21,9359208540
2006-03-22,9287764200
2006-03-23,9653104575
2006-03-24,9729420120
2006-03-27,9794369520
2006-03-28,9909654705
2006-03-29,9922644585
2006-03-30,9831715425
2006-03-31,9804111930
2006-04-03,9644985900
2006-04-04,9672589395
2006-04-05,10112621580
2006-04-06,9948624345
2006-04-07,9971356635
2006-04-10,9888546150
2006-04-11,9869061330
2006-04-12,9685579275
2006-04-13,9636867225
2006-04-17,9386812035
2006-04-18,9635243490
2006-04-19,9412791795
2006-04-20,9320238900
2006-04-21,9169231545
2006-04-24,8993868165
2006-04-25,8940284910
2006-04-26,9128638170
2006-04-27,9029590335
2006-04-28,8919176355
2006-05-01,8828247195
2006-05-02,8644765140
2006-05-03,8646388875
2006-05-04,8529479955
2006-05-05,8847732015
2006-05-08,8696724660
2006-05-09,8518113810
2006-05-10,8604171765
2006-05-11,8313523200
2006-05-12,8206356690
2006-05-15,8087824035
2006-05-16,7944935355
2006-05-17,7828026435
2006-05-18,7959548970
2006-05-19,7915708125
2006-05-22,7828026435
2006-05-23,7879985955
2006-05-24,7904341980
2006-05-25,7927074270
2006-05-26,7954677765
2006-05-30,7764700770
2006-05-31,7709797885
2006-06-01,7814397522
2006-06-02,7737154713
2006-06-05,7482897133
2006-06-06,7241513355
2006-06-07,7193236599
2006-06-08,7162661320
2006-06-09,7264042507
2006-06-12,7043578656
2006-06-13,6929323668
2006-06-14,7024267954
2006-06-15,7304273137
2006-06-16,7223811877
2006-06-19,7061280133
2006-06-20,6940588244
2006-06-21,7215765751
2006-06-22,7169098221
2006-06-23,7167488996
2006-06-26,7350940667
2006-06-27,7075763160
2006-06-28,7006566477
2006-06-29,7217374977
2006-06-30,7140132168
2006-07-03,7122430690
2006-07-05,7112775339
2006-07-06,7070935484
2006-07-07,7135304492
2006-07-10,7064498584
2006-07-11,6930932893
2006-07-12,6692767565
2006-07-13,6609087855
2006-07-14,6448165336
2006-07-17,6607478630
2006-07-18,6518971244
2006-07-19,6827942481
2006-07-20,6687939889
2006-07-21,6868173110
2006-07-24,7207719626
2006-07-25,7276916309
2006-07-26,7273697858
2006-07-27,7138522942
2006-07-28,7315537713
2006-07-31,7198064274
2006-08-01,7270479408
2006-08-02,7251168706
2006-08-03,7574622969
2006-08-04,7536001564
2006-08-07,7629336625
2006-08-08,7457149530
2006-08-09,7162661320
2006-08-10,7185190473
2006-08-11,7011394152
2006-08-14,6887483813
2006-08-15,7043578656
2006-08-16,7273697858
2006-08-17,7381515946
2006-08-18,7410481999
2006-08-21,7278525534
2006-08-22,7251168706
2006-08-23,7133695267
2006-08-24,7218984202
2006-08-25,7202891950
2006-08-28,7283353209
2006-08-29,7323583839
2006-08-30,7188408923
2006-08-31,7223847803
2006-09-01,7215792665
2006-09-05,7178739030
2006-09-06,7007970103
2006-09-07,6967694413
2006-09-08,6880698922
2006-09-11,6945140026
2006-09-12,7325342542
2006-09-13,7285066852
2006-09-14,7294733018
2006-09-15,7473557082
2006-09-18,7463890917
2006-09-19,7420393171
2006-09-20,7360785150
2006-09-21,7289899935
2006-09-22,7380117481
2006-09-25,7552497435
2006-09-26,7563774628
2006-09-27,7431670364
2006-09-28,7375284398
2006-09-29,7289899935
2006-10-02,7351118984
2006-10-03,7228680886
2006-10-04,7397838785
2006-10-05,7352730012
2006-10-06,7268956576
2006-10-09,7442947558
2006-10-10,7558941546
2006-10-11,7496111469
2006-10-12,7687823754
2006-10-13,7460668861
2006-10-16,7573440794
2006-10-17,7492889414
2006-10-18,7391394674
2006-10-19,7422004199
2006-10-20,7430059337
2006-10-23,7312454321
2006-10-24,7465501944
2006-10-25,7647548064
2006-10-26,7776430273
2006-10-27,7676546561
2006-10-30,7684601699
2006-10-31,7649159092
2006-11-01,7537998187
2006-11-02,7483223248
2006-11-03,7454224751
2006-11-06,7488056331
2006-11-07,7357563094
2006-11-08,7286677880
2006-11-09,7215792665
2006-11-10,7446169613
2006-11-13,7452613723
2006-11-14,7773208218
2006-11-15,7885980150
2006-11-16,7958476393
2006-11-17,7948810227
2006-11-20,7911756592
2006-11-21,8014862359
2006-11-22,8221073893
2006-11-24,8195297452
2006-11-27,8121190182
2006-11-28,8034194691
2006-11-29,8042249829
2006-11-30,8351731027
2006-12-01,8354912639
2006-12-04,8304006850
2006-12-05,8515584036
2006-12-06,8617395614
2006-12-07,8471041470
2006-12-08,8318324103
2006-12-11,8329459744
2006-12-12,8283326373
2006-12-13,8304006850
2006-12-14,8380365533
2006-12-15,8434452934
2006-12-18,8377183922
2006-12-19,8194241242
2006-12-20,8202195271
2006-12-21,8143335453
2006-12-22,8063795157
2006-12-26,8152880288
2006-12-27,8369229892
2006-12-28,8318324103
2006-12-29,8345367803
2007-01-03,8054250322
2007-01-04,7968346803
2007-01-05,7899942149
2007-01-08,7750406393
2007-01-09,7759951228
2007-01-10,7798130570
2007-01-11,7944484714
2007-01-12,7977891638
2007-01-16,7909486984
2007-01-17,8264236702
2007-01-18,8280144761
2007-01-19,8507630006
2007-01-22,8510811618
2007-01-23,8469450664
2007-01-24,8531492095
2007-01-25,8254691866
2007-01-26,8226057360
2007-01-29,8259464284
2007-01-30,8245147031
2007-01-31,8650802538
2007-02-01,8752614116
2007-02-02,8926011961
2007-02-05,8827381994
2007-02-06,8801929100
2007-02-07,8758977340
2007-02-08,8517174842
2007-02-09,8385137951
2007-02-12,8300825238
2007-02-13,8393091981
2007-02-14,8389910369
2007-02-15,8463087441
2007-02-16,8424908099
2007-02-20,8448770188
2007-02-21,8383547145
2007-02-22,8265827508
2007-02-23,8108337723
2007-02-26,8111519335
2007-02-27,7890397313
2007-02-28,7904963107
2007-03-01,7914605266
2007-03-02,7826218811
2007-03-05,7561059447
2007-03-06,7697656695
2007-03-07,7753902621
2007-03-08,7832646917
2007-03-09,7753902621
2007-03-12,7376251405
2007-03-13,7043596930
2007-03-14,7260545501
2007-03-15,7326433585
2007-03-16,7260545501
2007-03-19,7310363321
2007-03-20,7320005479
2007-03-21,7514455680
2007-03-22,7409998960
2007-03-23,7324826559
2007-03-26,7157695808
2007-03-27,7151267702
2007-03-28,6996993163
2007-03-29,6918248867
2007-03-30,6783258645
2007-04-02,6669159767
2007-04-03,6736654878
2007-04-04,6733440825
2007-04-05,6862002941
2007-04-09,6895750496
2007-04-10,6794507830
2007-04-11,6585594392
2007-04-12,6686837058
2007-04-13,6606485735
2007-04-16,6672373820
2007-04-17,6850753756
2007-04-18,7059667194
2007-04-19,7022705586
2007-04-20,7125555279
2007-04-23,6935926158
2007-04-24,6948782369
2007-04-25,6932712105
2007-04-26,7101449882
2007-04-27,6932712105
2007-04-30,6863609967
2007-05-01,6980922898
2007-05-02,7046810983
2007-05-03,7054846115
2007-05-04,6966459660
2007-05-07,6924676973
2007-05-08,6942354264
2007-05-09,6937533184
2007-05-10,6765581354
2007-05-11,6755939195
2007-05-14,6754332169
2007-05-15,6762367301
2007-05-16,6931105078
2007-05-17,7175373099
2007-05-18,7154481755
2007-05-21,7297507109
2007-05-22,7472672992
2007-05-23,7414820040
2007-05-24,7371430326
2007-05-25,7310363321
2007-05-29,7344110876
2007-05-30,7416427066
2007-05-31,7361997138
2007-06-01,7263622148
2007-06-04,7315228700
2007-06-05,7237818873
2007-06-06,7141056588
2007-06-07,6841093507
2007-06-08,6960433657
2007-06-11,6944306610
2007-06-12,6763683679
2007-06-13,6779810726
2007-06-14,6736267698
2007-06-15,6734654994
2007-06-18,6642730824
2007-06-19,6721753356
2007-06-20,6605638615
2007-06-21,6497587397
2007-06-22,6407275932
2007-06-25,6249230867
2007-06-26,6055706298
2007-06-27,6105700145
2007-06-28,5987972699
2007-06-29,5896048529
2007-07-02,5747679693
2007-07-03,5678333389
2007-07-05,5805737064
2007-07-06,5975071061
2007-07-09,5855730910
2007-07-10,5621888723
2007-07-11,5599310857
2007-07-12,5667044456
2007-07-13,5870245253
2007-07-16,5715425598
2007-07-17,5578345695
2007-07-18,5505773982
2007-07-19,5508999391
2007-07-20,5355792441
2007-07-23,5212261719
2007-07-24,5149366234
2007-07-25,5149366234
2007-07-26,5065505588
2007-07-27,5010673627
2007-07-30,5017124446
2007-07-31,4944552732
2007-08-01,4897784295
2007-08-02,5123562958
2007-08-03,5063892883
2007-08-06,5218712538
2007-08-07,5562218648
2007-08-08,5810575178
2007-08-09,5883146891
2007-08-10,5717038303
2007-08-13,5309024004
2007-08-14,5080019931
2007-08-15,4841339629
2007-08-16,4992933875
2007-08-17,4907460523
2007-08-20,4815536353
2007-08-21,4742964640
2007-08-22,4733288411
2007-08-23,4836501515
2007-08-24,4821987172
2007-08-27,4605884737
2007-08-28,4391395007
2007-08-29,4531700319
2007-08-30,4438163444
2007-08-31,4539770714
2007-09-04,4587946562
2007-09-05,4459477635
2007-09-06,4419331095
2007-09-07,4258744936
2007-09-10,4155969794
2007-09-11,4128670147
2007-09-12,4024289144
2007-09-13,4025895006
2007-09-14,4128670147
2007-09-17,4128670147
2007-09-18,4216992535
2007-09-19,4339038016
2007-09-20,4104582224
2007-09-21,4066041545
2007-09-24,3882973324
2007-09-25,3728810611
2007-09-26,3574647899
2007-09-27,3613188577
2007-09-28,3637276501
2007-10-01,3736839919
2007-10-02,3969689850
2007-10-03,4146334625
2007-10-04,3908667110
2007-10-05,4006624667
2007-10-08,3945601926
2007-10-09,4001807082
2007-10-10,4064435684
2007-10-11,4061223961
2007-10-12,3886185047
2007-10-15,3794650937
2007-10-16,3688664072
2007-10-17,3569830314
2007-10-18,3500778266
2007-10-19,3385156231
2007-10-22,3622823747
2007-10-23,3603553407
2007-10-24,3626035470
2007-10-25,3728810611
2007-10-26,3900637802
2007-10-29,3942390203
2007-10-30,3969689850
2007-10-31,3669393733
2007-11-01,3439755525
2007-11-02,3399608986
2007-11-05,3406032432
2007-11-06,3450996556
2007-11-07,3285592813
2007-11-08,3189241117
2007-11-09,3198876287
2007-11-12,3216540764
2007-11-13,3391579678
2007-11-14,3348221415
2007-11-15,3210117318
2007-11-16,3089677699
2007-11-19,2821498813
2007-11-20,2556531651
2007-11-21,2403974800
2007-11-23,2503538218
2007-11-26,2328499305
2007-11-27,2326893443
2007-11-28,2418427554
2007-11-29,2371857568
2007-11-30,2545157625
2007-12-03,2689768853
2007-12-04,2540337250
2007-12-05,2611036073
2007-12-06,3009520348
2007-12-07,2943641899
2007-12-10,3056117299
2007-12-11,2734759013
2007-12-12,2744399762
2007-12-13,2852054788
2007-12-14,2754040511
2007-12-17,2701016393
2007-12-18,2718691099
2007-12-19,2715477516
2007-12-20,2750826928
2007-12-21,2763681259
2007-12-24,2876156659
2007-12-26,2905078905
2007-12-27,2840807248
2007-12-28,2811885002
2007-12-31,2874549868
2008-01-02,2763681259
2008-01-03,2686555270
2008-01-04,2540337250
2008-01-07,2533910085
2008-01-08,2349129070
2008-01-09,2227012921
2008-01-10,2363590193
2008-01-11,2304138910
2008-01-14,2397332813
2008-01-15,2244687627
2008-01-16,2289677787
2008-01-17,2235046879
2008-01-18,2087222067
2008-01-22,2112930730
2008-01-23,2400546396
2008-01-24,2604608908
2008-01-25,2728331848
2008-01-28,2972564145
2008-01-29,3022374679
2008-01-30,2924360402
2008-01-31,3300349597
2008-02-01,3438533660
2008-02-04,3184660614
2008-02-05,3068971631
2008-02-06,3096287085
2008-02-07,3081825962
2008-02-08,3105927834
2008-02-11,3189480988
2008-02-12,3142884037
2008-02-13,3176626657
2008-02-14,3080219171
2008-02-15,2987025268
2008-02-19,2938821525
2008-02-20,3083432754
2008-02-21,2956496231
2008-02-22,2937214734
2008-02-25,3017554305
2008-02-26,3279461308
2008-02-27,3406397831
2008-02-28,3123602539
2008-02-29,3005774423
2008-03-03,2702128216
2008-03-04,2773194349
2008-03-05,2724740167
2008-03-06,2592298737
2008-03-07,2537383997
2008-03-10,2419478821
2008-03-11,2577762482
2008-03-12,2476008700
2008-03-13,2580992761
2008-03-14,2508311488
2008-03-17,2287037390
2008-03-18,2593913876
2008-03-19,2585838179
2008-03-20,2862027016
2008-03-24,3033231793
2008-03-25,3047768047
2008-03-26,2841030204
2008-03-27,2891099526
2008-03-28,2897560083
2008-03-31,3038077211
2008-04-01,3453168037
2008-04-02,3453168037
2008-04-03,3509697916
2008-04-04,3491931382
2008-04-07,3522619031
2008-04-08,3230278800
2008-04-09,3000929005
2008-04-10,3034846932
2008-04-11,2929862871
2008-04-14,2757042955
2008-04-15,2810342556
2008-04-16,2988007890
2008-04-17,2983162471
2008-04-18,3017080399
2008-04-21,2960550520
2008-04-22,2892714665
2008-04-23,2750582398
2008-04-24,2968626217
2008-04-25,3070379999
2008-04-28,3155982387
2008-04-29,3275502703
2008-04-30,2975086774
2008-05-01,3138215854
2008-05-02,3112373623
2008-05-05,3149521830
2008-05-06,3225433381
2008-05-07,3055843744
2008-05-08,2965395938
2008-05-09,2973471635
2008-05-12,2999313865
2008-05-13,3023540956
2008-05-14,3217357684
2008-05-15,3301344933
2008-05-16,3231893939
2008-05-19,3120449320
2008-05-20,3041307490
2008-05-21,2815187974
2008-05-22,2792576022
2008-05-23,2726355307
2008-05-27,2823263671
2008-05-28,2831339368
2008-05-29,2781270046
2008-05-30,2726355307
2008-06-02,2682088378
2008-06-03,2769389627
2008-06-04,2672388239
2008-06-05,2644904512
2008-06-06,2462218565
2008-06-09,2454135116
2008-06-10,2531736226
2008-06-11,2374917316
2008-06-12,2421801320
2008-06-13,2481618843
2008-06-16,2572153471
2008-06-17,2470302014
2008-06-18,2539819675
2008-06-19,2555986573
2008-06-20,2462218565
2008-06-23,2290849446
2008-06-24,2379767385
2008-06-25,2355517038
2008-06-26,2156664193
2008-06-27,2040262527
2008-06-30,1994995213
2008-07-01,1912544033
2008-07-02,1851109821
2008-07-03,1854343200
2008-07-07,1754108433
2008-07-08,2020862250
2008-07-09,1847876441
2008-07-10,1768658641
2008-07-11,1666807183
2008-07-14,1655490355
2008-07-15,1702374359
2008-07-16,1893143755
2008-07-17,1990145143
2008-07-18,1967511486
2008-07-21,1980445005
2008-07-22,2098463360
2008-07-23,2188997989
2008-07-24,1789675608
2008-07-25,1860809959
2008-07-28,1737941535
2008-07-29,1928710931
2008-07-30,1889910376
2008-07-31,1956194658
2008-08-01,1915777413
2008-08-04,1880210237
2008-08-05,1999845282
2008-08-06,2051579356
2008-08-07,1983678384
2008-08-08,1999845282
2008-08-11,2090379911
2008-08-12,1846259751
2008-08-13,1794525678
2008-08-14,1886676996
2008-08-15,1910927343
2008-08-18,1771892020
2008-08-19,1684590771
2008-08-20,1752491743
2008-08-21,1854343200
2008-08-22,1912544033
2008-08-25,1881826927
2008-08-26,1784825539
2008-08-27,1972361556
2008-08-28,2119480327
2008-08-29,2125947087
2008-09-02,2185946037
2008-09-03,2215027359
2008-09-04,2017920621
2008-09-05,2190792924
2008-09-08,2415365355
2008-09-09,2160095973
2008-09-10,2155249086
2008-09-11,2258649342
2008-09-12,2320043244
2008-09-15,2171405376
2008-09-16,2336199534
2008-09-17,2055080088
2008-09-18,2425059129
2008-09-19,2706178575
2008-09-22,2219874246
2008-09-23,2053464459
2008-09-24,2386284033
2008-09-25,2421827871
2008-09-26,2468681112
2008-09-29,2231183649
2008-09-30,2454140451
2008-10-01,2478374886
2008-10-02,2244108681
2008-10-03,1951679832
2008-10-06,1937139171
2008-10-07,1686716676
2008-10-08,1691563563
2008-10-09,1454066100
2008-10-10,1568775759
2008-10-13,1555850727
2008-10-14,1523538147
2008-10-15,1415291004
2008-10-16,1450834842
2008-10-17,1442756697
2008-10-20,1567160130
2008-10-21,1455681729
2008-10-22,1363590876
2008-10-23,1145480961
2008-10-24,1053390107
2008-10-27,1040465076
2008-10-28,1025924415
2008-10-29,1097012091
2008-10-30,1130940300
2008-10-31,1250496846
2008-11-03,1294118829
2008-11-04,1465375503
2008-11-05,1382978424
2008-11-06,1361975247
2008-11-07,1252112475
2008-11-10,1148712219
2008-11-11,1163252880
2008-11-12,1014615012
2008-11-13,1072777656
2008-11-14,1017846270
2008-11-17,972608657
2008-11-18,951605481
2008-11-19,772270662
2008-11-20,613939020
2008-11-21,588088956
2008-11-24,739958082
2008-11-25,974224287
2008-11-26,1195565460
2008-11-28,1148712219
2008-12-01,1029006151
2008-12-02,1181091966
2008-12-03,1250663136
2008-12-04,1375244070
2008-12-05,1465848385
2008-12-08,1587193450
2008-12-09,1465848385
2008-12-10,1567778239
2008-12-11,1452904911
2008-12-12,1564542371
2008-12-15,1423782096
2008-12-16,1587193450
2008-12-17,1658382555
2008-12-18,1637349410
2008-12-19,1616316265
2008-12-22,1439961438
2008-12-23,1402748951
2008-12-24,1346121254
2008-12-26,1388187543
2008-12-29,1352592991
2008-12-30,1401131017
2008-12-31,1402748951
2009-01-02,1485263595
2009-01-05,1650292884
2009-01-06,1807232501
2009-01-07,1710156449
2009-01-08,1847680856
2009-01-09,1480409793
2009-01-12,1350975057
2009-01-13,1401131017
2009-01-14,1278168018
2009-01-15,1224776189
2009-01-16,1270078347
2009-01-20,1096959387
2009-01-21,1145497413
2009-01-22,1059746901
2009-01-23,1106666992
2009-01-26,1265224544
2009-01-27,1255516939
2009-01-28,1433489701
2009-01-29,1294347360
2009-01-30,1244191399
2009-02-02,1265224544
2009-02-03,1389805477
2009-02-04,1278168018
2009-02-05,1355828859
2009-02-06,1504678806
2009-02-09,1409220688
2009-02-10,1190799571
2009-02-11,1240955531
2009-02-12,1179474031
2009-02-13,1211832715
2009-02-17,1181091966
2009-02-18,1116374598
2009-02-19,951345309
2009-02-20,949727375
2009-02-23,1020916480
2009-02-24,1197271308
2009-02-25,1184327834
2009-02-26,1171384360
2009-02-27,1080780045
2009-03-02,1109644760
2009-03-03,1022350467
2009-03-04,1092857396
2009-03-05,1025707940
2009-03-06,1020671731
2009-03-09,1049210250
2009-03-10,1272482191
2009-03-11,1265767245
2009-03-12,1430283412
2009-03-13,1425247203
2009-03-16,1316129337
2009-03-17,1430283412
2009-03-18,1567939797
2009-03-19,1426925940
2009-03-20,1361455220
2009-03-23,1638446726
2009-03-24,1583048425
2009-03-25,1576333479
2009-03-26,1725741019
2009-03-27,1722383546
2009-03-30,1462179404
2009-03-31,1260731036
2009-04-01,1193581580
2009-04-02,1230513781
2009-04-03,1289269555
2009-04-06,1267445982
2009-04-07,1196939053
2009-04-08,1257373563
2009-04-09,1373206375
2009-04-13,1379921320
2009-04-14,1306056919
2009-04-15,1458821931
2009-04-16,1477288032
2009-04-17,1567939797
2009-04-20,1275839664
2009-04-21,1346346592
