,MOS
2013-12-16,18257947020
2013-12-17,18440195130
2013-12-18,18547887195
2013-12-19,18506467170
2013-12-20,18937235430
2013-12-23,19260311625
2013-12-24,19339009672
2013-12-26,19442559735
2013-12-27,19475695755
2013-12-30,19471553752
2013-12-31,19579245817
2014-01-02,17775400000
2014-01-03,17711106000
2014-01-06,17616556000
2014-01-07,17529570000
2014-01-08,17752708000
2014-01-09,17446366000
2014-01-10,17605210000
2014-01-13,17453930000
2014-01-14,18164946000
2014-01-15,18649042000
2014-01-16,18652824000
2014-01-17,18357828000
2014-01-21,18274624000
2014-01-22,18066614000
2014-01-23,17782964000
2014-01-24,17162716000
2014-01-27,16905540000
2014-01-28,17075730000
2014-01-29,16897976000
2014-01-30,16992526000
2014-01-31,16890411999
2014-02-03,16886630000
2014-02-04,17064383999
2014-02-05,16966052000
2014-02-06,17476622000
2014-02-07,17567390000
2014-02-10,17707324000
2014-02-11,18138472000
2014-02-12,18146036000
2014-02-13,18013666000
2014-02-14,18070396000
2014-02-18,18119562000
2014-02-19,17945590000
2014-02-20,18293534000
2014-02-21,18164946000
2014-02-24,18153600000
2014-02-25,18157382000
2014-02-26,18202766000
2014-02-27,18297316000
2014-02-28,18478852000
2014-03-03,18524236000
2014-03-04,18520454000
2014-03-05,18853270000
2014-03-06,18910000000
2014-03-07,18807886000
2014-03-10,18868398000
2014-03-11,18459942000
2014-03-12,18263278000
2014-03-13,18025012000
2014-03-14,18115780000
2014-03-17,18161164000
2014-03-18,18357828000
2014-03-19,18505326000
2014-03-20,18546928000
2014-03-21,18399430000
2014-03-24,18316226000
2014-03-25,18414558000
2014-03-26,18350264000
2014-03-27,18418340000
2014-03-28,18596094000
2014-03-31,18710000000
2014-04-01,18635160000
2014-04-02,18530384000
2014-04-03,18492964000
2014-04-04,18399414000
2014-04-07,18066376000
2014-04-08,18070118000
2014-04-09,18141216000
2014-04-10,17991536000
2014-04-11,17662240000
2014-04-14,17752048000
2014-04-15,18100054000
2014-04-16,18201088000
2014-04-17,18231024000
2014-04-21,18294638000
2014-04-22,18350768000
2014-04-23,18275928000
2014-04-24,18257218000
2014-04-25,18492964000
2014-04-28,18612708000
2014-04-29,18687548000
2014-04-30,18724968000
2014-05-01,18642644000
2014-05-02,18683806000
2014-05-05,18601482000
2014-05-06,18208572000
2014-05-07,18242250000
2014-05-08,18186120000
2014-05-09,18133732000
2014-05-12,18231024000
2014-05-13,18433092000
2014-05-14,18710000000
2014-05-15,18448060000
2014-05-16,18451802000
2014-05-19,18522900000
2014-05-20,18590256000
2014-05-21,18710000000
2014-05-22,18515416000
2014-05-23,18534126000
2014-05-27,18549094000
2014-05-28,18459286000
2014-05-29,18661354000
2014-05-30,18706258000
2014-06-02,18650128000
2014-06-03,18317090000
2014-06-04,18287154000
2014-06-05,18272186000
2014-06-06,18238508000
2014-06-09,18361994000
2014-06-10,18376962000
2014-06-11,18264702000
2014-06-12,18186120000
2014-06-13,18178636000
2014-06-16,18579030000
2014-06-17,18728710000
2014-06-18,18732452000
2014-06-19,18945746000
2014-06-20,18949488000
2014-06-23,19005618000
2014-06-24,18758646000
2014-06-25,18695032000
2014-06-26,18695032000
2014-06-27,18597740000
2014-06-30,18494300000
2014-07-01,18456900000
2014-07-02,18352180000
2014-07-03,18397060000
2014-07-07,18236240000
2014-07-08,18023060000
2014-07-09,17966960000
2014-07-10,17705160000
2014-07-11,17678980000
2014-07-14,17802400000
2014-07-15,17753780000
2014-07-16,17880940000
2014-07-17,17783700000
2014-07-18,17873460000
2014-07-21,17664020000
2014-07-22,17678980000
2014-07-23,17765000000
2014-07-24,17705160000
2014-07-25,17615400000
2014-07-28,17750040000
2014-07-29,17652800000
2014-07-30,17645320000
2014-07-31,17245140000
2014-08-01,17218960000
2014-08-04,17555560000
2014-08-05,17619140000
2014-08-06,17589220000
2014-08-07,17286280000
2014-08-08,17308720000
2014-08-11,17391000000
2014-08-12,17402220000
2014-08-13,17099280000
2014-08-14,17189040000
2014-08-15,17372300000
2014-08-18,17574260000
2014-08-19,17619140000
2014-08-20,17712640000
2014-08-21,17783700000
2014-08-22,17753780000
2014-08-25,17776220000
2014-08-26,17776220000
2014-08-27,17933300000
2014-08-28,17940780000
2014-08-29,17862240000
2014-09-02,17727600000
2014-09-03,17671500000
2014-09-04,17540600000
2014-09-05,17675240000
2014-09-08,17630360000
2014-09-09,17290020000
2014-09-10,17275060000
2014-09-11,17263840000
2014-09-12,17312460000
2014-09-15,17357340000
2014-09-16,17495720000
2014-09-17,17506940000
2014-09-18,17477020000
2014-09-19,17368560000
2014-09-22,17267580000
2014-09-23,17136680000
2014-09-24,17196520000
2014-09-25,16994560000
2014-09-26,17020740000
2014-09-29,16987080000
2014-09-30,16427258999
2014-10-01,15990776999
2014-10-02,15879807000
2014-10-03,15761439000
2014-10-06,15924194999
2014-10-07,15717051000
2014-10-08,15975981000
2014-10-09,15554294999
2014-10-10,15395238000
2014-10-13,15188094000
2014-10-14,15339753000
2014-10-15,15313860000
2014-10-16,15128910000
2014-10-17,15077124000
2014-10-20,15461819999
2014-10-21,15768837000
2014-10-22,15835419000
2014-10-23,15698556000
2014-10-24,16038864000
2014-10-27,15876108000
2014-10-28,15975981000
2014-10-29,15802128000
2014-10-30,16016669999
2014-10-31,16390269000
2014-11-03,16201619999
2014-11-04,16094349000
2014-11-05,16238610000
2014-11-06,16345881000
2014-11-07,16286697000
2014-11-10,16316289000
2014-11-11,16575219000
2014-11-12,16708383000
2014-11-13,16793460000
2014-11-14,16700985000
2014-11-17,16745373000
2014-11-18,17300223000
2014-11-19,17607240000
2014-11-20,17470377000
2014-11-21,17462979000
2014-11-24,16815654000
2014-11-25,16841547000
2014-11-26,16867440000
2014-11-28,16930323000
2014-12-01,16541928000
2014-12-02,16590015000
2014-12-03,16956216000
2014-12-04,16952517000
2014-12-05,17008001999
2014-12-08,16638101999
2014-12-09,16782363000
2014-12-10,16982108999
2014-12-11,16889633999
2014-12-12,16497540000
2014-12-15,16338483000
2014-12-16,16197921000
2014-12-17,16408764000
2014-12-18,16723179000
2014-12-19,17019099000
2014-12-22,17052390000
2014-12-23,17159661000
2014-12-24,17059788000
2014-12-26,17008001999
2014-12-29,17081982000
2014-12-30,17059788000
2014-12-31,16707900000
2015-01-02,16751820000
2015-01-05,16451700000
2015-01-06,16671299999
2015-01-07,16759140000
2015-01-08,16956780000
2015-01-09,16821360000
2015-01-12,16967760000
2015-01-13,16634700000
2015-01-14,16653000000
2015-01-15,16627380000
2015-01-16,16832340000
2015-01-20,17439900000
2015-01-21,17630220000
2015-01-22,17809560000
2015-01-23,17546040000
2015-01-26,17692440000
2015-01-27,17791260000
2015-01-28,17458200000
2015-01-29,17648520000
2015-01-30,17820540000
2015-02-02,17966940000
2015-02-03,18343920000
2015-02-04,18058440000
2015-02-05,18223140000
2015-02-06,18190200000
2015-02-09,18479340000
2015-02-10,18585480000
2015-02-11,18735540000
2015-02-12,19046640000
2015-02-13,19152780000
2015-02-17,19035660000
2015-02-18,19277220000
2015-02-19,19405320000
2015-02-20,19427280000
2015-02-23,19387020000
2015-02-24,19467540000
2015-02-25,19602960000
2015-02-26,19471200000
2015-02-27,19493160000
2015-03-02,19591980000
2015-03-03,19255260000
2015-03-04,18995400000
2015-03-05,18457380000
2015-03-06,17944980000
2015-03-09,18054780000
2015-03-10,17688780000
2015-03-11,17513100000
2015-03-12,17472840000
2015-03-13,17139780000
2015-03-16,17165400000
2015-03-17,17308140000
2015-03-18,17403300000
2015-03-19,16956780000
2015-03-20,17019000000
2015-03-23,17154420000
2015-03-24,17172720000
2015-03-25,17029980000
2015-03-26,17103179999
2015-03-27,16854299999
2015-03-30,17333760000
2015-03-31,16641478000
2015-04-01,16428311000
2015-04-02,16572831000
2015-04-06,16580057000
2015-04-07,16561992000
2015-04-08,16619800000
2015-04-09,16619800000
2015-04-10,16565605000
2015-04-13,16482506000
2015-04-14,16478893000
2015-04-15,16601735000
2015-04-16,16627026000
2015-04-17,16374116000
2015-04-20,16258500000
2015-04-21,16146497000
2015-04-22,16132045000
2015-04-23,16215144000
2015-04-24,16254887000
2015-04-27,16113980000
2015-04-28,16005589999
2015-04-29,15908039000
2015-04-30,15897200000
2015-05-01,16251273999
2015-05-04,16135657999
2015-05-05,15936943000
2015-05-06,16020042000
2015-05-07,16074237000
2015-05-08,16424698000
2015-05-11,16258500000
2015-05-12,16200692000
2015-05-13,16410246000
2015-05-14,16460828000
2015-05-15,16843806000
2015-05-18,16865484000
2015-05-19,16836580000
2015-05-20,17082264000
2015-05-21,17136459000
2015-05-22,16991939000
2015-05-26,16789611000
2015-05-27,16832967000
2015-05-28,16811289000
2015-05-29,16565605000
2015-06-01,16388568000
2015-06-02,16356051000
2015-06-03,16406632999
2015-06-04,16106754000
2015-06-05,16009203000
2015-06-08,15908039000
2015-06-09,15871909000
2015-06-10,16117593000
2015-06-11,16204305000
2015-06-12,16092302000
2015-06-15,16059785000
2015-06-16,16113980000
2015-06-17,16211531000
2015-06-18,16269339000
2015-06-19,16200692000
2015-06-22,16254887000
2015-06-23,16356051000
2015-06-24,16345212000
2015-06-25,16695673000
2015-06-26,16818514999
2015-06-29,16583670000
2015-06-30,16598955000
2015-07-01,16556438999
2015-07-02,16528095000
2015-07-06,16457235000
2015-07-07,16276542000
2015-07-08,15978930000
2015-07-09,15840753000
2015-07-10,15957672000
2015-07-13,16071048000
2015-07-14,16202138999
2015-07-15,16102935000
2015-07-16,16039161000
2015-07-17,16035618000
2015-07-20,15925785000
2015-07-21,15890355000
2015-07-22,15660060000
2015-07-23,15575028000
2015-07-24,15195927000
2015-07-27,14983347000
2015-07-28,15149868000
2015-07-29,15135696000
2015-07-30,15174669000
2015-07-31,15213642000
2015-08-03,15149868000
2015-08-04,15582113999
2015-08-05,15794694000
2015-08-06,15815952000
2015-08-07,15730920000
2015-08-10,16042704000
2015-08-11,15536055000
2015-08-12,15429764999
2015-08-13,15355362000
2015-08-14,15334104000
2015-08-17,15525426000
2015-08-18,15443937000
2015-08-19,15082551000
2015-08-20,14696363999
2015-08-21,14150742000
2015-08-24,13548432000
2015-08-25,13311051000
2015-08-26,13789356000
2015-08-27,14366864999
2015-08-28,14540472000
2015-08-31,14466069000
2015-09-01,13892103000
2015-09-02,14062167000
2015-09-03,14303091000
2015-09-04,14055081000
2015-09-08,14278289999
2015-09-09,14023194000
2015-09-10,13977135000
2015-09-11,13867302000
2015-09-14,13704324000
2015-09-15,13920447000
2015-09-16,13962962999
2015-09-17,13757469000
2015-09-18,13102013999
2015-09-21,12910692000
2015-09-22,12003684000
2015-09-23,11330514000
2015-09-24,11497035000
2015-09-25,11387202000
2015-09-28,10969128000
2015-09-29,10997472000
2015-09-30,10928943000
2015-10-01,10588182000
2015-10-02,10886787000
2015-10-05,11262678000
2015-10-06,11269704000
2015-10-07,11765037000
2015-10-08,11905557000
2015-10-09,11919609000
2015-10-12,11621004000
2015-10-13,11747472000
2015-10-14,12411429000
2015-10-15,12270909000
2015-10-16,12270909000
2015-10-19,12000407999
2015-10-20,12211188000
2015-10-21,12088232999
2015-10-22,12351707999
2015-10-23,12513306000
2015-10-26,12432507000
2015-10-27,12039051000
2015-10-28,12140928000
2015-10-29,12176057999
2015-10-30,11870427000
2015-11-02,12112823999
2015-11-03,12825963000
2015-11-04,11726394000
2015-11-05,11476971000
2015-11-06,11417250000
2015-11-09,11466432000
2015-11-10,11157288000
2015-11-11,11188905000
2015-11-12,11122158000
2015-11-13,11315373000
2015-11-16,11480484000
2015-11-17,11146749000
2015-11-18,11224035000
2015-11-19,11350503000
2015-11-20,10981638000
2015-11-23,10876248000
2015-11-24,11076489000
2015-11-25,11051898000
2015-11-27,10907865000
2015-11-30,11115132000
2015-12-01,11178366000
2015-12-02,10788423000
2015-12-03,10900839000
2015-12-04,10848144000
2015-12-07,11259164999
2015-12-08,10546026000
2015-12-09,10834092000
2015-12-10,10563591000
2015-12-11,10317681000
2015-12-14,10082310000
2015-12-15,10352811000
2015-12-16,10570617000
2015-12-17,10131492000
2015-12-18,10026102000
2015-12-21,9569412000
2015-12-22,10082310000
2015-12-23,10542513000
2015-12-24,10451175000
2015-12-28,10180674000
2015-12-29,10142031000
2015-12-30,9959355000
2015-12-31,9692367000
2016-01-04,9983946000
2016-01-05,9941790000
2016-01-06,9288372000
2016-01-07,8968689000
2016-01-08,8750883000
2016-01-11,8360940000
2016-01-12,8627928000
2016-01-13,8480382000
2016-01-14,8803578000
2016-01-15,8947611000
2016-01-19,8722779000
2016-01-20,8406609000
2016-01-21,8649006000
2016-01-22,8378505000
2016-01-25,7869119999
2016-01-26,8027205000
2016-01-27,7928841000
2016-01-28,8079900000
2016-01-29,8466330000
2016-02-01,8403096000
2016-02-02,7763730000
2016-02-03,8406609000
2016-02-04,8712240000
2016-02-05,8733318000
2016-02-08,8283653999
2016-02-09,8382018000
2016-02-10,8227446000
2016-02-11,8694675000
2016-02-12,8048283000
2016-02-16,8269602000
2016-02-17,8887890000
2016-02-18,9035436000
2016-02-19,8571719999
2016-02-22,8838708000
2016-02-23,8564694000
2016-02-24,8771961000
2016-02-25,8930046000
2016-02-26,9421866000
2016-02-29,9362145000
2016-03-01,9520230000
2016-03-02,9889095000
2016-03-03,10008537000
2016-03-04,10401993000
2016-03-07,10668981000
2016-03-08,10233369000
2016-03-09,10584669000
2016-03-10,10349298000
2016-03-11,10082310000
2016-03-14,10349298000
2016-03-15,10026102000
2016-03-16,10222830000
2016-03-17,10493331000
2016-03-18,10440636000
2016-03-21,10440636000
2016-03-22,10240395000
2016-03-23,9843426000
2016-03-24,9576438000
2016-03-28,9822348000
2016-03-29,9825861000
2016-03-30,9878556000
2016-03-31,9180000000
2016-04-01,9125600000
2016-04-04,8775400000
2016-04-05,8625800000
2016-04-06,8636000000
2016-04-07,8415000000
2016-04-08,8486400000
2016-04-11,8455800000
2016-04-12,8680200000
2016-04-13,9016800000
2016-04-14,8659800000
2016-04-15,8877400000
2016-04-18,9010000000
2016-04-19,9594800000
2016-04-20,9696800000
2016-04-21,9761400000
2016-04-22,9707000000
2016-04-25,9615200000
2016-04-26,9707000000
2016-04-27,9703600000
2016-04-28,9713800000
2016-04-29,9516600000
2016-05-02,9696800000
2016-05-03,9353400000
2016-05-04,9217400000
2016-05-05,8867200000
2016-05-06,8836600000
2016-05-09,8476200000
2016-05-10,8860400000
2016-05-11,8863800000
2016-05-12,8649600000
2016-05-13,8445600000
2016-05-16,8772000000
2016-05-17,8908000000
2016-05-18,8578200000
2016-05-19,8727800000
2016-05-20,8819600000
2016-05-23,8945400000
2016-05-24,8826400000
2016-05-25,9006600000
2016-05-26,8884200000
2016-05-27,8734600000
2016-05-31,8578200000
2016-06-01,8578200000
2016-06-02,8721000000
2016-06-03,9078000000
2016-06-06,9642400000
2016-06-07,9870200000
2016-06-08,9526800000
2016-06-09,9360200000
2016-06-10,9169800000
2016-06-13,9149400000
2016-06-14,8938600000
2016-06-15,8942000000
2016-06-16,8806000000
2016-06-17,9091600000
2016-06-20,9139200000
2016-06-21,9169800000
2016-06-22,9091600000
2016-06-23,9520000000
2016-06-24,9149400000
2016-06-27,8394600000
2016-06-28,8588400000
2016-06-29,8710800000
2016-06-30,9165618000
2016-07-01,9302157000
2016-07-05,8917047000
2016-07-06,8833023000
2016-07-07,8748999000
2016-07-08,8920548000
2016-07-11,8994069000
2016-07-12,9270648000
2016-07-13,9596241000
2016-07-14,9865818000
2016-07-15,10044369000
2016-07-18,10250928000
2016-07-19,10040868000
2016-07-20,10156401000
2016-07-21,10114389000
2016-07-22,9900828000
2016-07-25,10023363000
2016-07-26,10271934000
2016-07-27,10110888000
2016-07-28,9680265000
2016-07-29,9452700000
2016-08-01,9323163000
2016-08-02,9543726000
2016-08-03,9557730000
2016-08-04,9256644000
2016-08-05,9547227000
2016-08-08,9914832000
2016-08-09,9876321000
2016-08-10,9760788000
2016-08-11,9841311000
2016-08-12,9515718000
2016-08-15,9953343000
2016-08-16,9827307000
2016-08-17,9732780000
2016-08-18,9788796000
2016-08-19,9827307000
2016-08-22,9939339000
2016-08-23,10247427000
2016-08-24,9956844000
2016-08-25,9977850000
2016-08-26,9662760000
2016-08-29,9785295000
2016-08-30,10660545000
2016-08-31,10527507000
2016-09-01,10212417000
2016-09-02,10324449000
2016-09-06,10030365000
2016-09-07,10002357000
2016-09-08,9890325000
2016-09-09,9456201000
2016-09-12,9540225000
2016-09-13,9274149000
2016-09-14,9043083000
2016-09-15,9085095000
2016-09-16,8941554000
2016-09-19,8850528000
2016-09-20,8784009000
2016-09-21,8864532000
2016-09-22,8945055000
2016-09-23,8689482000
2016-09-26,8451414000
2016-09-27,8398898999
2016-09-28,8563446000
2016-09-29,8489925000
2016-09-30,8570784000
2016-10-03,8721456000
2016-10-04,8633856000
2016-10-05,8784528000
2016-10-06,8707440000
2016-10-07,8612832000
2016-10-10,8700432000
2016-10-11,8710944000
2016-10-12,8336016000
2016-10-13,8143295999
2016-10-14,8111759999
2016-10-17,7999631999
2016-10-18,8195856000
2016-10-19,8353536000
2016-10-20,8651376000
2016-10-21,8518224000
2016-10-24,8588304000
2016-10-25,8619840000
2016-10-26,8696928000
2016-10-27,8385072000
2016-10-28,8336016000
2016-10-31,8244912000
2016-11-01,8521728000
2016-11-02,8665392000
2016-11-03,8462159999
2016-11-04,8584800000
2016-11-07,8798544000
2016-11-08,9173472000
2016-11-09,9380208000
2016-11-10,9891792000
2016-11-11,9604464000
2016-11-14,9912816000
2016-11-15,9793680000
2016-11-16,9534384000
2016-11-17,9576432000
2016-11-18,9902304000
2016-11-21,10179120000
2016-11-22,9590448000
2016-11-23,9618480000
2016-11-25,9611472000
2016-11-28,9583440000
2016-11-29,9481824000
2016-11-30,9951360000
2016-12-01,10193136000
2016-12-02,10098528000
2016-12-05,10221168000
2016-12-06,10294752000
2016-12-07,10592592000
2016-12-08,10575072000
2016-12-09,11009568000
2016-12-12,10596096000
2016-12-13,10343808000
2016-12-14,10294752000
2016-12-15,10420896000
2016-12-16,10357824000
2016-12-19,9730608000
2016-12-20,9867264000
2016-12-21,10084512000
2016-12-22,10284240000
2016-12-23,10224672000
2016-12-27,10526016000
2016-12-28,10182624000
2016-12-29,10277232000
2016-12-30,10277232000
2017-01-03,10350265000
2017-01-04,10798905000
2017-01-05,10819935000
2017-01-06,10795400000
2017-01-09,10763855000
2017-01-10,10767360000
2017-01-11,11016215000
2017-01-12,11009205000
2017-01-13,10953125000
2017-01-17,10784885000
2017-01-18,10725300000
2017-01-19,10602625000
2017-01-20,10963640000
2017-01-23,11058275000
2017-01-24,11724225000
2017-01-25,11657630000
2017-01-26,11159920000
2017-01-27,11012710000
2017-01-30,10854985000
2017-01-31,10995185000
2017-02-01,11103840000
2017-02-02,11023225000
2017-02-03,11163425000
2017-02-06,11226515000
2017-02-07,11296614999
2017-02-08,11289605000
2017-02-09,11156415000
2017-02-10,11517430000
2017-02-13,11829375000
2017-02-14,11924010000
2017-02-15,11839890000
2017-02-16,11619075000
2017-02-17,11773295000
2017-02-21,11790820000
2017-02-22,11612065000
2017-02-23,11156415000
2017-02-24,11012710000
2017-02-27,11054770000
2017-02-28,10932095000
2017-03-01,10876015000
2017-03-02,10662210000
2017-03-03,10592110000
2017-03-06,10392325000
2017-03-07,10227590000
2017-03-08,10048835000
2017-03-09,10164500000
2017-03-10,10231095000
2017-03-13,10206560000
2017-03-14,10024300000
2017-03-15,10213570000
2017-03-16,10160995000
2017-03-17,10224085000
2017-03-20,10252125000
2017-03-21,10038320000
2017-03-22,10076875000
2017-03-23,10164500000
2017-03-24,10076875000
2017-03-27,10038320000
2017-03-28,10224085000
2017-03-29,10332740000
2017-03-30,10287175000
2017-03-31,10242180000
2017-04-03,10147410000
2017-04-04,10235160000
2017-04-05,10179000000
2017-04-06,10245690000
2017-04-07,10126350000
2017-04-10,10157940000
2017-04-11,10070190000
2017-04-12,9880650000
2017-04-13,9638460000
2017-04-17,9603360000
2017-04-18,9491040000
2017-04-19,9417330000
2017-04-20,9512100000
2017-04-21,9361170000
2017-04-24,9508590000
2017-04-25,9666540000
2017-04-26,9624420000
2017-04-27,9634950000
2017-04-28,9452430000
2017-05-01,9431370000
2017-05-02,8757450000
2017-05-03,8294130000
2017-05-04,8185320000
2017-05-05,8230950000
2017-05-08,8262540000
2017-05-09,8244989999
2017-05-10,8234460000
2017-05-11,8318700000
2017-05-12,8041410000
2017-05-15,8230950000
2017-05-16,8216910000
2017-05-17,8006310000
2017-05-18,8020350000
2017-05-19,8301149999
2017-05-22,8108100000
2017-05-23,8185320000
2017-05-24,8122140000
2017-05-25,8037899999
2017-05-26,8129160000
2017-05-30,8051940000
2017-05-31,7943130000
2017-06-01,7999290000
2017-06-02,7897500000
2017-06-05,7932600000
2017-06-06,7932600000
2017-06-07,7809750000
2017-06-08,7915050000
2017-06-09,8252010000
2017-06-12,8266050000
2017-06-13,8318700000
2017-06-14,7981739999
2017-06-15,7837829999
2017-06-16,7971210000
2017-06-19,8023860000
2017-06-20,7799220000
2017-06-21,7676370000
2017-06-22,7834320000
2017-06-23,8062470000
2017-06-26,8153730000
2017-06-27,7943130000
2017-06-28,7925579999
2017-06-29,7936110000
2017-06-30,8015612999
2017-07-03,8345647000
2017-07-05,8029657000
2017-07-06,7864639999
2017-07-07,7934860000
2017-07-10,8356180000
2017-07-11,8310537000
2017-07-12,8275427000
2017-07-13,8373735000
2017-07-14,8328092000
2017-07-17,8412356000
2017-07-18,8415867000
2017-07-19,8615994000
2017-07-20,8577373000
2017-07-21,8556307000
2017-07-24,8482576000
2017-07-25,8503642000
2017-07-26,8285960000
2017-07-27,8384268000
2017-07-28,8486087000
2017-07-31,8475554000
2017-08-01,8036679000
2017-08-02,7811975000
2017-08-03,7836552000
2017-08-04,7927837999
2017-08-07,7713667000
2017-08-08,7562694000
2017-08-09,7464386000
2017-08-10,7236171000
2017-08-11,7141374000
2017-08-14,7130841000
2017-08-15,7078176000
2017-08-16,7222127000
2017-08-17,7057110000
2017-08-18,6972846000
2017-08-21,6972846000
2017-08-22,7000934000
2017-08-23,7081687000
2017-08-24,7088709000
2017-08-25,7151907000
2017-08-28,7046577000
2017-08-29,7000934000
2017-08-30,6958802000
2017-08-31,7014978000
2017-09-01,7060621000
2017-09-05,6832406000
2017-09-06,6930713999
2017-09-07,6856983000
2017-09-08,6807829000
2017-09-11,7025511000
2017-09-12,7113286000
2017-09-13,7067643000
2017-09-14,7176484000
2017-09-15,7253726000
2017-09-18,7481941000
2017-09-19,7316924000
2017-09-20,7327457000
2017-09-21,7352034000
2017-09-22,7323946000
2017-09-25,7464386000
2017-09-26,7510029000
2017-09-27,7534606000
2017-09-28,7478430000
2017-09-29,7580249000
2017-10-02,8321550000
2017-10-03,8325376000
2017-10-04,8310072000
2017-10-05,8279464000
2017-10-06,8042252000
2017-10-09,8011644000
2017-10-10,8003992000
2017-10-11,8072860000
2017-10-12,8122598000
2017-10-13,8333028000
2017-10-16,8378939999
2017-10-17,8057555999
2017-10-18,8095816000
2017-10-19,8072860000
2017-10-20,8191466000
2017-10-23,8046078000
2017-10-24,8283289999
2017-10-25,8241204000
2017-10-26,8095816000
2017-10-27,8011644000
2017-10-30,7977210000
2017-10-31,8547284000
2017-11-01,8662064000
2017-11-02,8597022000
2017-11-03,8562588000
2017-11-06,8604674000
2017-11-07,8631456000
2017-11-08,8662064000
2017-11-09,8608500000
2017-11-10,8738584000
2017-11-13,8906928000
2017-11-14,8799800000
2017-11-15,8562588000
2017-11-16,8600848000
2017-11-17,8776844000
2017-11-20,8811278000
2017-11-21,9033186000
2017-11-22,9140314000
2017-11-24,9125010000
2017-11-27,8983448000
2017-11-28,9216834000
2017-11-29,9331614000
2017-11-30,9293354000
2017-12-01,9289528000
2017-12-04,9067620000
2017-12-05,9121184000
2017-12-06,8956666000
2017-12-07,9132662000
2017-12-08,9037012000
2017-12-11,9121184000
2017-12-12,9496132000
2017-12-13,9446394000
2017-12-14,9526740000
2017-12-15,9534392000
2017-12-18,9377526000
2017-12-19,9369874000
2017-12-20,9366048000
2017-12-21,9656824000
2017-12-22,9763952000
2017-12-26,9756300000
2017-12-27,9752474000
2017-12-28,9779256000
2017-12-29,9817516000
2018-01-02,10196290000
2018-01-03,10104466000
2018-01-04,10261332000
2018-01-05,10276636000
2018-01-08,10058554000
2018-01-09,9989686000
2018-01-10,9913166000
2018-01-11,10356982000
2018-01-12,10414372000
2018-01-16,9825168000
2018-01-17,9771604000
2018-01-18,10031772000
2018-01-19,10150378000
2018-01-22,10200116000
2018-01-23,10444980000
2018-01-24,10406720000
2018-01-25,10211594000
2018-01-26,10567412000
2018-01-29,10598020000
2018-01-30,10402894000
2018-01-31,10444980000
2018-02-01,10280462000
2018-02-02,9962904000
2018-02-05,9480828000
2018-02-06,9591782000
2018-02-07,9660650000
2018-02-08,9232138000
2018-02-09,9316310000
2018-02-12,9645346000
2018-02-13,9645346000
2018-02-14,9840472000
2018-02-15,9894036000
2018-02-16,9729518000
2018-02-20,10238376000
2018-02-21,10506196000
2018-02-22,10502370000
2018-02-23,10995924000
2018-02-26,10785494000
2018-02-27,10261332000
2018-02-28,10070032000
2018-03-01,10085336000
2018-03-02,10234550000
2018-03-05,10705148000
2018-03-06,10613324000
2018-03-07,10437328000
2018-03-08,10441154000
2018-03-09,10808450000
2018-03-12,10567412000
2018-03-13,10563586000
2018-03-14,10368460000
2018-03-15,10096814000
2018-03-16,9985860000
2018-03-19,9790734000
2018-03-20,9576478000
2018-03-21,9664476000
2018-03-22,9442568000
2018-03-23,9281876000
2018-03-26,9431090000
2018-03-27,9258920000
2018-03-28,9017882000
2018-03-29,9289528000
2018-04-02,9122418000
2018-04-03,9222622000
2018-04-04,9288140000
2018-04-05,9708226000
2018-04-06,9334388000
2018-04-09,9438446000
2018-04-10,9646562000
2018-04-11,9403760000
2018-04-12,9565628000
2018-04-13,9573336000
2018-04-16,9712080000
2018-04-17,9862386000
2018-04-18,10035816000
2018-04-19,9962590000
2018-04-20,9897072000
2018-04-23,9978006000
2018-04-24,10055086000
2018-04-25,10405800000
2018-04-26,10471318000
2018-04-27,10463610000
2018-04-30,10386530000
2018-05-01,10347990000
2018-05-02,10459756000
2018-05-03,10409654000
2018-05-04,10571522000
2018-05-07,10621624000
2018-05-08,10058940000
2018-05-09,9943320000
2018-05-10,10166852000
2018-05-11,10236224000
2018-05-14,10471318000
2018-05-15,10625478000
2018-05-16,10687142000
2018-05-17,10798908000
2018-05-18,10756514000
2018-05-21,10899112000
2018-05-22,10771930000
2018-05-23,10810470000
2018-05-24,10737244000
2018-05-25,10802762000
2018-05-29,10725682000
2018-05-30,10806616000
2018-05-31,10594646000
2018-06-01,10660164000
2018-06-04,10583084000
2018-06-05,10741098000
2018-06-06,11207432000
2018-06-07,11292220000
2018-06-08,11353884000
2018-06-11,11346176000
2018-06-12,11357738000
2018-06-13,11438672000
2018-06-14,11361592000
2018-06-15,11168892000
2018-06-18,11272950000
2018-06-19,10910674000
2018-06-20,10710266000
2018-06-21,10937652000
2018-06-22,11130352000
2018-06-25,10841302000
2018-06-26,10810470000
2018-06-27,10818178000
2018-06-28,10910674000
2018-06-29,10810470000
2018-07-02,10713045000
2018-07-03,10647510000
2018-07-05,10716900000
2018-07-06,10840260000
2018-07-09,10932780000
2018-07-10,11152515000
2018-07-11,10794000000
2018-07-12,10890375000
2018-07-13,10851825000
2018-07-16,10786290000
2018-07-17,10971330000
2018-07-18,10963620000
2018-07-19,10871100000
2018-07-20,10917360000
2018-07-23,10940490000
2018-07-24,11187210000
2018-07-25,11314425000
2018-07-26,11514885000
2018-07-27,11480190000
2018-07-30,11445495000
2018-07-31,11607405000
2018-08-01,11383815000
2018-08-02,11599695000
