,IRM
2009-04-13,5117225540
2009-04-14,4979524180
2009-04-15,5026099640
2009-04-16,5337952720
2009-04-17,5335927700
2009-04-20,5017999560
2009-04-21,5109125460
2009-04-22,5117225540
2009-04-23,5252901880
2009-04-24,5254926900
2009-04-27,5230626660
2009-04-28,5157725940
2009-04-29,5481729140
2009-04-30,5769281980
2009-05-01,5823957520
2009-05-04,5971783980
2009-05-05,6062909880
2009-05-06,5990009160
2009-05-07,5676131060
2009-05-08,5834082620
2009-05-11,5684231140
2009-05-12,5607280380
2009-05-13,5378453120
2009-05-14,5473629060
2009-05-15,5457428900
2009-05-18,5686256160
2009-05-19,5688281180
2009-05-20,5655880860
2009-05-21,5491854240
2009-05-22,5467554000
2009-05-26,5641705720
2009-05-27,5528304600
2009-05-28,5400728340
2009-05-29,5518179500
2009-06-01,5767256960
2009-06-02,5894833220
2009-06-03,5765231940
2009-06-04,5753081820
2009-06-05,5755106840
2009-06-08,5744981740
2009-06-09,5838132660
2009-06-10,5726756560
2009-06-11,5710556400
2009-06-12,5659930900
2009-06-15,5544504760
2009-06-16,5522229540
2009-06-17,5617405480
2009-06-18,5708531380
2009-06-19,5830032580
2009-06-22,5680181100
2009-06-23,5637655680
2009-06-24,5704481340
2009-06-25,5917108440
2009-06-26,5830032580
2009-06-29,5872558000
2009-06-30,5842460000
2009-07-01,5940003680
2009-07-02,5759141440
2009-07-06,5773366560
2009-07-07,5606729440
2009-07-08,5582343520
2009-07-09,5663629920
2009-07-10,5663629920
2009-07-13,5722562560
2009-07-14,5866845920
2009-07-15,6053804640
2009-07-16,6141187520
2009-07-17,6051772480
2009-07-20,6068029760
2009-07-21,6104608640
2009-07-22,6100544320
2009-07-23,6181830720
2009-07-24,6224506080
2009-07-27,6257020640
2009-07-28,6378950240
2009-07-29,6492751200
2009-07-30,5927810720
2009-07-31,5935939360
2009-08-03,6114769440
2009-08-04,6135091040
2009-08-05,5931875040
2009-08-06,5933907200
2009-08-07,5994872000
2009-08-10,5862781600
2009-08-11,5748980640
2009-08-12,5856685120
2009-08-13,5870910240
2009-08-14,5783527360
2009-08-17,5635179680
2009-08-18,5651436960
2009-08-19,5681919360
2009-08-20,5757109280
2009-08-21,6005032800
2009-08-24,5972518240
2009-08-25,5996904160
2009-08-26,6098512160
2009-08-27,6179798560
2009-08-28,6070061920
2009-08-31,5952196640
2009-09-01,5803848960
2009-09-02,5716466080
2009-09-03,5722562560
2009-09-04,5809945440
2009-09-08,5759141440
2009-09-09,5710369600
2009-09-10,5728659040
2009-09-11,5777430880
2009-09-14,5864813760
2009-09-15,5897328320
2009-09-16,5921714240
2009-09-17,5807913280
2009-09-18,5744916320
2009-09-21,5616890240
2009-09-22,5625018880
2009-09-23,5511217920
2009-09-24,5440092320
2009-09-25,5444156640
2009-09-28,5531539520
2009-09-29,5521378720
2009-09-30,5424323580
2009-10-01,5267657070
2009-10-02,5163890940
2009-10-05,5318522820
2009-10-06,5393804130
2009-10-07,5397873390
2009-10-08,5540297490
2009-10-09,5595232500
2009-10-12,5536228230
2009-10-13,5446704510
2009-10-14,5469085440
2009-10-15,5477223960
2009-10-16,5440600620
2009-10-19,5465016180
2009-10-20,5408046540
2009-10-21,5288003370
2009-10-22,5365319310
2009-10-23,5285968740
2009-10-26,5391769500
2009-10-27,5367353940
2009-10-28,5369388570
2009-10-29,5161856310
2009-10-30,4970601090
2009-11-02,4978739610
2009-11-03,5009259060
2009-11-04,5011293690
2009-11-05,5092678890
2009-11-06,5117094450
2009-11-09,5224929840
2009-11-10,5178133350
2009-11-11,5202548910
2009-11-12,5086575000
2009-11-13,5094713520
2009-11-16,5169994830
2009-11-17,5133371490
2009-11-18,4982808870
2009-11-19,4974670350
2009-11-20,4950254790
2009-11-23,5031639990
2009-11-24,5009259060
2009-11-25,5047917030
2009-11-27,4988912760
2009-11-30,4883112000
2009-12-01,4883112000
2009-12-02,4893285150
2009-12-03,4836315510
2009-12-04,4883112000
2009-12-07,4850557920
2009-12-08,4750861050
2009-12-09,4763068830
2009-12-10,4805796060
2009-12-11,4844454030
2009-12-14,4860731070
2009-12-15,4813934580
2009-12-16,4787484390
2009-12-17,4716272340
2009-12-18,4714237710
2009-12-21,4761034200
2009-12-22,4787484390
2009-12-23,4758999570
2009-12-24,4763068830
2009-12-28,4726445490
2009-12-29,4726445490
2009-12-30,4679649000
2009-12-31,4633503560
2010-01-04,4659969090
2010-01-05,4674219760
2010-01-06,4824869700
2010-01-07,4902230480
2010-01-08,4916481150
2010-01-11,4953125730
2010-01-12,4894087240
2010-01-13,5020307460
2010-01-14,5054916230
2010-01-15,4963304780
2010-01-19,5034558130
2010-01-20,4947018300
2010-01-21,4900194670
2010-01-22,4833012940
2010-01-25,4798404170
2010-01-26,4723079200
2010-01-27,4725115010
2010-01-28,4662004900
2010-01-29,4653861660
2010-02-01,4678291380
2010-02-02,4729186630
2010-02-03,4704756910
2010-02-04,4598894790
2010-02-05,4499140100
2010-02-08,4438065800
2010-02-09,4466567140
2010-02-10,4401421220
2010-02-11,4423815130
2010-02-12,4419743510
2010-02-16,4560214400
2010-02-17,4794332550
2010-02-18,4853371040
2010-02-19,4916481150
2010-02-22,4859478470
2010-02-23,4859478470
2010-02-24,4947018300
2010-02-25,5297177620
2010-02-26,5268676280
2010-03-01,5291070190
2010-03-02,5258497230
2010-03-03,5215745220
2010-03-04,5219816840
2010-03-05,5258497230
2010-03-08,5260533040
2010-03-09,5221852650
2010-03-10,5219816840
2010-03-11,5246282370
2010-03-12,5274783710
2010-03-15,5303285050
2010-03-16,5313464100
2010-03-17,5372502590
2010-03-18,5366395160
2010-03-19,5293106000
2010-03-22,5358251920
2010-03-23,5553689680
2010-03-24,5500758620
2010-03-25,5517045100
2010-03-26,5502794430
2010-03-29,5647336940
2010-03-30,5582191020
2010-03-31,5562364400
2010-04-01,5572514700
2010-04-05,5542063800
2010-04-06,5483192060
2010-04-07,5424320320
2010-04-08,5383719120
2010-04-09,5381689060
2010-04-12,5379659000
2010-04-13,5379659000
2010-04-14,5456801280
2010-04-15,5566424520
2010-04-16,5525823320
2010-04-19,5556274220
2010-04-20,5631386440
2010-04-21,5659807280
2010-04-22,5747099860
2010-04-23,5763340340
2010-04-26,5736949560
2010-04-27,5548153980
2010-04-28,5684168000
2010-04-29,5237554800
2010-04-30,5105600900
2010-05-03,5129961620
2010-05-04,5089360420
2010-05-05,5073119940
2010-05-06,4849813340
2010-05-07,4849813340
2010-05-10,5097480660
2010-05-11,5081240180
2010-05-12,5176653000
2010-05-13,5073119940
2010-05-14,4969586880
2010-05-17,5148232160
2010-05-18,5211164020
2010-05-19,5107630960
2010-05-20,4861993700
2010-05-21,4993947600
2010-05-24,4918835380
2010-05-25,4916805320
2010-05-26,4922895500
2010-05-27,5048759220
2010-05-28,4977707120
2010-06-01,4845753220
2010-06-02,4939135980
2010-06-03,4973647000
2010-06-04,4748310340
2010-06-07,4663047820
2010-06-08,4709739200
2010-06-09,4723949620
2010-06-10,4835602920
2010-06-11,4882294300
2010-06-14,4945226160
2010-06-15,5075150000
2010-06-16,5064999700
2010-06-17,4967556820
2010-06-18,4941166040
2010-06-21,4876204120
2010-06-22,4817332380
2010-06-23,4762520760
2010-06-24,4770641000
2010-06-25,4756430580
2010-06-28,4723949620
2010-06-29,4606206140
2010-06-30,4520052540
2010-07-01,4475777760
2010-07-02,4429490490
2010-07-06,4459677840
2010-07-07,4640801940
2010-07-08,4695139170
2010-07-09,4733376480
2010-07-12,4711239090
2010-07-13,4834000980
2010-07-14,4874250780
2010-07-15,4872238290
2010-07-16,4725326520
2010-07-19,4729351500
2010-07-20,4842050940
2010-07-21,4852113390
2010-07-22,4962800340
2010-07-23,5051349900
2010-07-26,5147949420
2010-07-27,5131849500
2010-07-28,5121787050
2010-07-29,4842050940
2010-07-30,4763563830
2010-08-02,4904438130
2010-08-03,4767588810
2010-08-04,4751488890
2010-08-05,4733376480
2010-08-06,4675014270
2010-08-09,4699164150
2010-08-10,4650864390
2010-08-11,4483827720
2010-08-12,4463702820
2010-08-13,4421440530
2010-08-16,4427478000
2010-08-17,4429490490
2010-08-18,4409365590
2010-08-19,4310753580
2010-08-20,4342953420
2010-08-23,4288616189
2010-08-24,4224216509
2010-08-25,4216166550
2010-08-26,4111517070
2010-08-27,4177929240
2010-08-30,4089379680
2010-08-31,4081329720
2010-09-01,4129629480
2010-09-02,4232266470
2010-09-03,4226229000
2010-09-07,4127616990
2010-09-08,4113529560
2010-09-09,4198054140
2010-09-10,4254403860
2010-09-13,4240316430
2010-09-14,4187991689
2010-09-15,4099442130
2010-09-16,4075292250
2010-09-17,4107492090
2010-09-20,4165854300
2010-09-21,4204091610
2010-09-22,4198054140
2010-09-23,4230253980
2010-09-24,4397290650
2010-09-27,4399303140
2010-09-28,4491877680
2010-09-29,4467727800
2010-09-30,4470859520
2010-10-01,4466856960
2010-10-04,4476863360
2010-10-05,4092617600
2010-10-06,4088615040
2010-10-07,4068602239
2010-10-08,4098621440
2010-10-11,4182675199
2010-10-12,4194682880
2010-10-13,4252720000
2010-10-14,4276735360
2010-10-15,4308755840
2010-10-18,4384804480
2010-10-19,4380801920
2010-10-20,4424830080
2010-10-21,4490872320
2010-10-22,4524894080
2010-10-25,4582931200
2010-10-26,4568922240
2010-10-27,4514887680
2010-10-28,4240712320
2010-10-29,4360789120
2010-11-01,4334772480
2010-11-02,4442841600
2010-11-03,4482867200
2010-11-04,4564919680
2010-11-05,4582931200
2010-11-08,4566920960
2010-11-09,4590936320
2010-11-10,4594938880
2010-11-11,4644970880
2010-11-12,4588935040
2010-11-15,4562918400
2010-11-16,4402816000
2010-11-17,4390808320
2010-11-18,4446844160
2010-11-19,4474862080
2010-11-22,4456850560
2010-11-23,4430833920
2010-11-24,4560917120
2010-11-26,4522892800
2010-11-29,4520891520
2010-11-30,4444842880
2010-12-01,4570923520
2010-12-02,4695002880
2010-12-03,4676991360
2010-12-06,4630961920
2010-12-07,4660981120
2010-12-08,4658979840
2010-12-09,4664983680
2010-12-10,4684996480
2010-12-13,4857106560
2010-12-14,4951166720
2010-12-15,4919146240
2010-12-16,5053232000
2010-12-17,5067240960
2010-12-20,5059235840
2010-12-21,5027215360
2010-12-22,5009203840
2010-12-23,4997196160
2010-12-27,5001198720
2010-12-28,5009203840
2010-12-29,5009203840
2010-12-30,5005201280
2010-12-31,5007702280
2011-01-03,4977668080
2011-01-04,4909590560
2011-01-05,4963652120
2011-01-06,4951638440
2011-01-07,4947633880
2011-01-10,4961649840
2011-01-11,4929613360
2011-01-12,4989681760
2011-01-13,4951638440
2011-01-14,4965654400
2011-01-18,4979670360
2011-01-19,4929613360
2011-01-20,4905586000
2011-01-21,4925608800
2011-01-24,4971661240
2011-01-25,4983674920
2011-01-26,5067770680
2011-01-27,5121832240
2011-01-28,4949636160
2011-01-31,4883560920
2011-02-01,4927611080
2011-02-02,5001695440
2011-02-03,5025722800
2011-02-04,5137850480
2011-02-07,5263994120
2011-02-08,5318055680
2011-02-09,5312048840
2011-02-10,5340080760
2011-02-11,5342083040
2011-02-14,5336076200
2011-02-15,5366110400
2011-02-16,5340080760
2011-02-17,5400149160
2011-02-18,5432185640
2011-02-22,5282014640
2011-02-23,5201923440
2011-02-24,5059761560
2011-02-25,5217941680
2011-02-28,5205928000
2011-03-01,5109818560
2011-03-02,5095802600
2011-03-03,5123834520
2011-03-04,5047747880
2011-03-07,5137850480
2011-03-08,5272003240
2011-03-09,5265996400
2011-03-10,5538306480
2011-03-11,5686475200
2011-03-14,5690479760
2011-03-15,5686475200
2011-03-16,5654438720
2011-03-17,5706498000
2011-03-18,5744541320
2011-03-21,5776577800
2011-03-22,5910730560
2011-03-23,6187045200
2011-03-24,6237102200
2011-03-25,6205065720
2011-03-28,6179036080
2011-03-29,6291163760
2011-03-30,6259127280
2011-03-31,6297623190
2011-04-01,6358119090
2011-04-04,6541623320
2011-04-05,6604135750
2011-04-06,6759408560
2011-04-07,6694879600
2011-04-08,6729160609
2011-04-11,6650515939
2011-04-12,6620267990
2011-04-13,6646482880
2011-04-14,6979210330
2011-04-15,6963078090
2011-04-18,6836036700
2011-04-19,7037689700
2011-04-20,6654549000
2011-04-21,6410548870
2011-04-25,6400466220
2011-04-26,6414581930
2011-04-27,6386350510
2011-04-28,6386350510
2011-04-29,6422648050
2011-05-02,6493226600
2011-05-03,6491210070
2011-05-04,6473061300
2011-05-05,6400466220
2011-05-06,6384333980
2011-05-09,6493226600
2011-05-10,6573887800
2011-05-11,6581953920
2011-05-12,6650515939
2011-05-13,6539606790
2011-05-16,6585986979
2011-05-17,6642449820
2011-05-18,6690846540
2011-05-19,6630350640
2011-05-20,6654549000
2011-05-23,6632367170
2011-05-24,6624301050
2011-05-25,6670681240
2011-05-26,6797722630
2011-05-27,6852168939
2011-05-31,6858218530
2011-06-01,6688830010
2011-06-02,6696896130
2011-06-03,6583970450
2011-06-06,6467011710
2011-06-07,6493226600
2011-06-08,6477094359
2011-06-09,6539606790
2011-06-10,6434747230
2011-06-13,6503309250
2011-06-14,6563805149
2011-06-15,6505325780
2011-06-16,6481127420
2011-06-17,6563805149
2011-06-20,6624301050
2011-06-21,6723111020
2011-06-22,6656565530
2011-06-23,6686813479
2011-06-24,6620267990
2011-06-27,6662615120
2011-06-28,6747309380
2011-06-29,6785623450
2011-06-30,6668344900
2011-07-01,6727027900
2011-07-05,6773974300
2011-07-06,6846350000
2011-07-07,6924594000
2011-07-08,6922637900
2011-07-11,6863954900
2011-07-12,6889384200
2011-07-13,6912857400
2011-07-14,6867867100
2011-07-15,6752457200
2011-07-18,6674213199
2011-07-19,6773974300
2011-07-20,6746588900
2011-07-21,6799403600
2011-07-22,6783754800
2011-07-25,6773974300
2011-07-26,6721159600
2011-07-27,6545110600
2011-07-28,6198880900
2011-07-29,6187144300
2011-08-01,6146066200
2011-08-02,6030656300
2011-08-03,6114768600
2011-08-04,5960236700
2011-08-05,5970017200
2011-08-08,5461431200
2011-08-09,5735285200
2011-08-10,5608138700
2011-08-11,5991534300
2011-08-12,6087383200
2011-08-15,6269300499
2011-08-16,6259520000
2011-08-17,6245827300
2011-08-18,5911334200
2011-08-19,5885904900
2011-08-22,5934807400
2011-08-23,6202793100
2011-08-24,6261476100
2011-08-25,6101075900
2011-08-26,6175407700
2011-08-29,6337764000
2011-08-30,6357325000
2011-08-31,6365149400
2011-09-01,6367105499
2011-09-02,6165627200
2011-09-06,6163671100
2011-09-07,6390578700
2011-09-08,6337764000
2011-09-09,6159758900
2011-09-12,6206705300
2011-09-13,6331895699
2011-09-14,6525549600
2011-09-15,6629222900
2011-09-16,6588144800
2011-09-19,6615530200
2011-09-20,6609661900
2011-09-21,6294729800
2011-09-22,6058041700
2011-09-23,5995446500
2011-09-26,6238002900
2011-09-27,6365149400
2011-09-28,6284949300
2011-09-29,6320159100
2011-09-30,5417138400
2011-10-03,5199562000
2011-10-04,5192709200
2011-10-05,5113902000
2011-10-06,5047087200
2011-10-07,5071072000
2011-10-10,5213267600
2011-10-11,5173864000
2011-10-12,5329765200
2011-10-13,5360602800
2011-10-14,5473674000
2011-10-17,5435983600
2011-10-18,5550768000
2011-10-19,5454828800
2011-10-20,5511364400
2011-10-21,5614156400
2011-10-24,5687824000
2011-10-25,5552481199
2011-10-26,5597024400
2011-10-27,5442836400
2011-10-28,5348610400
2011-10-31,5298927600
2011-11-01,5134460400
2011-11-02,5177290400
2011-11-03,5220120400
2011-11-04,5179003600
2011-11-07,5194422400
2011-11-08,5187569600
2011-11-09,5036808000
2011-11-10,5074498400
2011-11-11,5177290400
2011-11-14,5132747200
2011-11-15,5168724400
2011-11-16,5119041600
2011-11-17,5083064400
2011-11-18,5071072000
2011-11-21,4993978000
2011-11-22,4949434800
2011-11-23,4894612400
2011-11-25,4894612400
2011-11-28,5026528800
2011-11-29,5076211600
2011-11-30,5202988400
2011-12-01,5071072000
2011-12-02,5122468000
2011-12-05,5168724400
2011-12-06,5170437600
2011-12-07,5100196400
2011-12-08,5024815600
2011-12-09,5125894400
2011-12-12,5053940000
2011-12-13,5045374000
2011-12-14,5009396800
2011-12-15,5077924800
2011-12-16,5167011200
2011-12-19,5144739600
2011-12-20,5304067200
2011-12-21,5249244800
2011-12-22,5266376800
2011-12-23,5264663600
2011-12-27,5249244800
2011-12-28,5257810800
2011-12-29,5314346400
2011-12-30,5276656000
2012-01-03,5312633200
2012-01-04,5336618000
2012-01-05,5341757600
2012-01-06,5417138400
2012-01-09,5388014000
2012-01-10,5495945600
2012-01-11,5410285600
2012-01-12,5400006400
2012-01-13,5405146000
2012-01-17,5430844000
2012-01-18,5468534400
2012-01-19,5483953200
2012-01-20,5468534400
2012-01-23,5406859200
2012-01-24,5398293200
2012-01-25,5441123200
2012-01-26,5350323600
2012-01-27,5321199200
2012-01-30,5300640800
2012-01-31,5280082400
2012-02-01,5285222000
2012-02-02,5268090000
2012-02-03,5285222000
2012-02-06,5244105200
2012-02-07,5292074800
2012-02-08,5288648400
2012-02-09,5281795600
2012-02-10,5220120400
2012-02-13,5271516400
2012-02-14,5235539200
2012-02-15,5196135600
2012-02-16,5213267600
2012-02-17,5298927600
2012-02-21,5242392000
2012-02-22,5280082400
2012-02-23,5182430000
2012-02-24,5386300800
2012-02-27,5410285600
2012-02-28,5304067200
2012-02-29,5319486000
2012-03-01,5283508800
2012-03-02,5209841200
2012-03-05,5045374000
2012-03-06,4946008400
2012-03-07,4946008400
2012-03-08,4940868800
2012-03-09,4930589600
2012-03-12,4949434800
2012-03-13,4980272400
2012-03-14,4968280000
2012-03-15,4987125200
2012-03-16,5000830800
2012-03-19,5024815600
2012-03-20,5002544000
2012-03-21,4993978000
2012-03-22,4908318000
2012-03-23,4884333200
2012-03-26,4951148000
2012-03-27,4990551600
2012-03-28,4899752000
2012-03-29,4922023600
2012-03-30,4934016000
2012-04-02,4950454400
2012-04-03,4936750720
2012-04-04,4929898880
2012-04-05,4943602560
2012-04-09,4947028480
2012-04-10,4892213760
2012-04-11,4948741440
2012-04-12,5061796800
2012-04-13,5078926400
2012-04-16,5056657920
2012-04-17,5066935680
2012-04-18,5005269120
2012-04-19,5061796800
2012-04-20,5166287360
2012-04-23,5132028160
2012-04-24,5123463360
2012-04-25,5168000320
2012-04-26,5162861440
2012-04-27,5257074240
2012-04-30,5202259520
2012-05-01,5221102080
2012-05-02,5327305600
2012-05-03,5296472320
2012-05-04,5354712960
2012-05-07,5443786880
2012-05-08,5368416640
2012-05-09,5308463040
2012-05-10,5281055680
2012-05-11,5299898240
2012-05-14,5246796480
2012-05-15,5173139200
2012-05-16,5121750400
2012-05-17,4993278400
2012-05-18,4887074880
2012-05-21,4916195200
2012-05-22,4899065600
2012-05-23,4974435840
2012-05-24,4996704320
2012-05-25,5018972800
2012-05-29,5041241280
2012-05-30,4921334080
2012-05-31,4856241600
2012-06-01,4715778880
2012-06-04,4695223360
2012-06-05,4864806400
2012-06-06,5536286720
2012-06-07,5498601600
2012-06-08,5604805120
2012-06-11,5572258880
2012-06-12,5587675520
2012-06-13,5627073600
2012-06-14,5616795840
2012-06-15,5683601280
2012-06-18,5666471680
2012-06-19,5687027200
2012-06-20,5654480960
2012-06-21,5572258880
2012-06-22,5615082880
2012-06-25,5599666240
2012-06-26,5561981120
2012-06-27,5577397760
2012-06-28,5536286720
2012-06-29,5645916160
2012-07-02,5591308799
2012-07-03,5563824640
2012-07-05,5629099520
2012-07-06,5536340479
2012-07-09,5536340479
2012-07-10,5417815040
2012-07-11,5361128960
2012-07-12,5368000000
2012-07-13,5457323520
2012-07-16,5410944000
2012-07-17,5479654400
2012-07-18,5498549760
2012-07-19,5539776000
2012-07-20,5441863680
2012-07-23,5410944000
2012-07-24,5362846720
2012-07-25,5373153280
2012-07-26,5548364799
2012-07-27,5627381760
2012-07-30,5565542400
2012-07-31,5532904960
2012-08-01,5538058240
2012-08-02,5495114240
2012-08-03,5637688320
2012-08-06,5625664000
2012-08-07,5699527680
2012-08-08,5727011840
2012-08-09,5723576320
2012-08-10,5787133440
2012-08-13,5769955840
2012-08-14,5739036159
2012-08-15,5735600640
2012-08-16,5730447360
2012-08-17,5759649280
2012-08-20,5704680960
2012-08-21,5668608000
2012-08-22,5644559360
2012-08-23,5586155520
2012-08-24,5591308799
2012-08-27,5527751680
2012-08-28,5520880640
2012-08-29,5668608000
2012-08-30,5660019200
2012-08-31,5634252799
2012-09-04,5593026560
2012-09-05,5579284479
2012-09-06,5668608000
2012-09-07,5666890240
2012-09-10,5649712640
2012-09-11,5605050880
2012-09-12,5682350080
2012-09-13,5656583680
2012-09-14,5720140799
2012-09-17,5713269760
2012-09-18,5714987520
2012-09-19,5780262400
2012-09-20,5806028799
2012-09-21,5821488640
2012-09-24,5852408320
2012-09-25,5781980159
2012-09-26,5773391360
2012-09-27,5775109120
2012-09-28,5859279360
2012-10-01,6064941180
2012-10-02,6136949980
2012-10-03,6201757900
2012-10-04,6230561420
2012-10-05,6289968680
2012-10-08,6284568019
2012-10-09,6261165160
2012-10-10,6183755700
2012-10-11,6473591120
2012-10-12,6343975280
2012-10-15,6471790900
2012-10-16,6567202559
2012-10-17,6785029180
2012-10-18,6081143160
2012-10-19,6135149760
2012-10-22,6064941180
2012-10-23,6021735900
2012-10-24,6016335240
2012-10-25,6063140960
2012-10-26,6118947780
2012-10-31,6228761200
2012-11-01,6336774400
2012-11-02,6257564720
2012-11-05,6264765599
2012-11-06,6266565820
2012-11-07,6167553720
2012-11-08,6133349540
2012-11-09,6156752400
2012-11-12,6113547120
2012-11-13,6046938980
2012-11-14,5976730400
2012-11-15,5870517420
2012-11-16,5884919180
2012-11-19,5996532820
2012-11-20,5958728200
2012-11-21,5866916980
2012-11-23,5868717200
2012-11-26,5762504220
2012-11-27,5744502020
2012-11-28,5688695200
2012-11-29,5668892780
2012-11-30,5688695200
2012-12-03,5695896080
2012-12-04,5665292340
2012-12-05,5663492120
2012-12-06,5616686400
2012-12-07,5641889480
2012-12-10,5618486620
2012-12-11,5614886180
2012-12-12,5625687500
2012-12-13,5528475620
2012-12-14,5569880680
2012-12-17,5573481120
2012-12-18,5627487720
2012-12-19,5600484420
2012-12-20,5623887280
2012-12-21,5658091460
2012-12-24,5607685300
2012-12-26,5580682000
2012-12-27,5568080460
2012-12-28,5523074960
2012-12-31,5906113650
2013-01-02,6102033040
2013-01-03,6214258710
2013-01-04,6315071600
2013-01-07,6277029000
2013-01-08,6200943800
2013-01-09,6183824630
2013-01-10,6296050300
2013-01-11,6246594920
2013-01-14,6275126870
2013-01-15,6394961059
2013-01-16,6358820590
2013-01-17,6442514309
2013-01-18,6505284600
2013-01-22,6530012290
2013-01-23,6556642110
2013-01-24,6518599510
2013-01-25,6522403770
2013-01-28,6495773950
2013-01-29,6514795250
2013-01-30,6547131460
2013-01-31,6507186730
2013-02-01,6564250630
2013-02-04,6459633480
2013-02-05,6514795250
2013-02-06,6562348500
2013-02-07,6588978320
2013-02-08,6514795250
2013-02-11,6472948390
2013-02-12,6556642110
2013-02-13,6564250630
2013-02-14,6573761280
2013-02-15,6602293230
2013-02-19,6649846480
2013-02-20,6594684710
2013-02-21,6549033590
2013-02-22,6568054890
2013-02-25,6478654780
2013-02-26,6579467670
2013-02-27,6653650739
2013-02-28,6562348500
2013-03-01,6587076190
2013-03-04,6583271930
2013-03-05,6685986950
2013-03-06,6621314530
2013-03-07,6604195360
2013-03-08,6634629440
2013-03-11,6805821140
2013-03-12,6919948940
2013-03-13,6923753200
2013-03-14,6954187280
2013-03-15,6919948940
2013-03-18,6925655329
2013-03-19,6906634030
2013-03-20,6900927640
2013-03-21,6784897710
2013-03-22,6762072149
2013-03-25,6782995579
2013-03-26,6788701970
2013-03-27,6781093450
2013-03-28,6906634030
2013-04-01,6873444460
2013-04-02,6921150210
2013-04-03,6888710300
2013-04-04,6953590120
2013-04-05,6894434990
2013-04-08,6953590120
2013-04-09,6966947730
2013-04-10,7090982679
2013-04-11,7209292940
2013-04-12,7098615600
2013-04-15,6917333750
2013-04-16,7054726310
2013-04-17,6953590120
2013-04-18,6965039500
2013-04-19,6997479410
2013-04-22,7024194630
2013-04-23,7129147280
2013-04-24,7102432060
2013-04-25,7163495420
2013-04-26,7146321350
2013-04-29,7096707370
2013-04-30,7224558780
2013-05-01,7178761259
2013-05-02,7312337360
2013-05-03,7375308950
2013-05-06,7379125410
2013-05-07,7424922929
2013-05-08,7493619210
2013-05-09,7529875580
2013-05-10,7545141420
2013-05-13,7508885050
2013-05-14,7503160360
2013-05-15,7461179300
2013-05-16,7327603200
2013-05-17,7434464080
2013-05-20,7293255060
2013-05-21,7354318420
2013-05-22,7203568250
2013-05-23,7066175690
2013-05-24,7007020560
2013-05-28,7079533300
2013-05-29,6934507820
2013-05-30,6934507820
2013-05-31,6839096320
2013-06-03,6734143670
2013-06-04,6583393500
2013-06-05,6505156070
2013-06-06,6564311200
2013-06-07,5524325850
2013-06-10,5438455500
2013-06-11,5562490450
2013-06-12,5510968240
2013-06-13,5512876470
2013-06-14,5520509390
2013-06-17,5572031600
2013-06-18,5501427090
2013-06-19,5455629570
2013-06-20,5260990110
2013-06-21,5121689320
2013-06-24,5012920210
2013-06-25,5030094280
2013-06-26,5070167110
2013-06-27,5104515250
2013-06-28,5077800030
2013-07-01,5148744120
2013-07-02,5190837160
2013-07-03,5165964000
2013-07-05,5137264200
2013-07-08,5181270560
2013-07-09,5234843520
2013-07-10,5234843520
2013-07-11,5512274920
2013-07-12,5401302360
2013-07-15,5430002160
2013-07-16,5495055040
2013-07-17,5523754840
2013-07-18,5540974720
2013-07-19,5502708320
2013-07-22,5452962000
2013-07-23,5437655440
2013-07-24,5387909120
2013-07-25,5433828800
2013-07-26,5328596200
2013-07-29,5340076120
2013-07-30,5315202960
2013-07-31,5319029600
2013-08-01,5340076120
2013-08-02,5405129000
2013-08-05,5452962000
2013-08-06,5408955640
2013-08-07,5382169160
2013-08-08,5353469360
2013-08-09,5395562400
2013-08-12,5347729400
2013-08-13,5305636360
2013-08-14,5301809720
2013-08-15,5177443920
2013-08-16,5127697600
2013-08-19,5116217680
2013-08-20,5162137360
2013-08-21,5146830800
2013-08-22,5112391040
2013-08-23,5167877320
2013-08-26,5164050680
2013-08-27,5093257840
2013-08-28,5081777920
2013-08-29,5045424840
2013-08-30,4936365600
2013-09-03,4934452280
2013-09-04,5032031600
2013-09-05,4924885680
2013-09-06,4944018880
2013-09-09,4957412120
2013-09-10,4945932200
2013-09-11,4953585480
2013-09-12,5085604560
2013-09-13,5087517880
2013-09-16,5143004160
2013-09-17,5208057040
2013-09-18,5389822440
2013-09-19,5552454640
2013-09-20,5487401760
2013-09-23,5435742120
2013-09-24,5535234760
2013-09-25,5363035960
2013-09-26,5336249480
2013-09-27,5303723040
2013-09-30,5177275180
2013-10-01,5169610820
2013-10-02,5094883310
2013-10-03,4981834000
2013-10-04,5000994900
2013-10-07,5018239710
2013-10-08,4955008740
2013-10-09,4922435210
2013-10-10,4955008740
2013-10-11,4847707700
2013-10-14,4882197320
2013-10-15,4864952510
2013-10-16,4895609950
2013-10-17,4978001820
2013-10-18,5077638500
2013-10-21,5087218950
2013-10-22,5140869470
2013-10-23,5087218950
2013-10-24,5125540750
2013-10-25,5196436080
2013-10-28,5102547670
2013-10-29,5087218950
2013-10-30,5056561510
2013-10-31,5085302860
2013-11-01,5002910990
2013-11-04,4976085730
2013-11-05,4987582270
2013-11-06,5039316700
2013-11-07,5077638500
2013-11-08,5158114280
2013-11-11,5173443000
2013-11-12,5173443000
2013-11-13,5068058050
2013-11-14,5458940410
2013-11-15,5777011350
2013-11-18,5757850450
2013-11-19,5688871210
2013-11-20,5501094390
2013-11-21,5474269130
2013-11-22,5441695600
2013-11-25,5428282970
