,SEE
2009-04-13,2324894000
2009-04-14,2221076000
2009-04-15,2381522000
2009-04-16,2428712000
2009-04-17,2474329000
2009-04-20,2351635000
2009-04-21,2431858000
2009-04-22,2477475000
2009-04-23,2702414000
2009-04-24,2820389000
2009-04-27,2766907000
2009-04-28,2762188000
2009-04-29,3067350000
2009-04-30,2998138000
2009-05-01,3012295000
2009-05-04,3290716000
2009-05-05,3341051999
2009-05-06,3326895000
2009-05-07,3207347000
2009-05-08,3297008000
2009-05-11,3051620000
2009-05-12,3039036000
2009-05-13,2903758000
2009-05-14,2958813000
2009-05-15,2946229000
2009-05-18,3062631000
2009-05-19,3057912000
2009-05-20,3042182000
2009-05-21,3035890000
2009-05-22,3090945000
2009-05-26,3171168000
2009-05-27,3064204000
2009-05-28,3164876000
2009-05-29,3147573000
2009-06-01,3252964000
2009-06-02,3260829000
2009-06-03,3147573000
2009-06-04,3186898000
2009-06-05,3105101999
2009-06-08,3087799000
2009-06-09,3065776999
2009-06-10,3018587000
2009-06-11,3017014000
2009-06-12,3007576000
2009-06-15,2917915000
2009-06-16,2815670000
2009-06-17,2700841000
2009-06-18,2831400000
2009-06-19,2807805000
2009-06-22,2768480000
2009-06-23,2746458000
2009-06-24,2773199000
2009-06-25,2809378000
2009-06-26,2801513000
2009-06-29,2891174000
2009-06-30,2904030000
2009-07-01,3011062000
2009-07-02,2955972000
2009-07-06,2996896000
2009-07-07,2929214000
2009-07-08,2965416000
2009-07-09,2971712000
2009-07-10,3009488000
2009-07-13,3033098000
2009-07-14,3039394000
2009-07-15,3203090000
2009-07-16,3218830000
2009-07-17,3231422000
2009-07-20,3280216000
2009-07-21,3261328000
2009-07-22,3329010000
2009-07-23,3374656000
2009-07-24,3396691999
2009-07-27,3402988000
2009-07-28,3380952000
2009-07-29,3059856000
2009-07-30,2966990000
2009-07-31,2894586000
2009-08-03,2982730000
2009-08-04,2979582000
2009-08-05,2933936000
2009-08-06,2908752000
2009-08-07,2926066000
2009-08-10,2908752000
2009-08-11,2921344000
2009-08-12,2960694000
2009-08-13,3011062000
2009-08-14,2891438000
2009-08-17,2822182000
2009-08-18,2844218000
2009-08-19,2841070000
2009-08-20,2875698000
2009-08-21,2955972000
2009-08-24,2929214000
2009-08-25,3025228000
2009-08-26,3014210000
2009-08-27,3023654000
2009-08-28,3028375999
2009-08-31,2976434000
2009-09-01,2867828000
2009-09-02,2850514000
2009-09-03,2900882000
2009-09-04,2924491999
2009-09-08,2951250000
2009-09-09,2998470000
2009-09-10,3014210000
2009-09-11,2998470000
2009-09-14,3173184000
2009-09-15,3229848000
2009-09-16,3266050000
2009-09-17,3215682000
2009-09-18,3239291999
2009-09-21,3204664000
2009-09-22,3204664000
2009-09-23,3141704000
2009-09-24,3081891999
2009-09-25,3055134000
2009-09-28,3118094000
2009-09-29,3130686000
2009-09-30,3091725000
2009-10-01,2984625000
2009-10-02,2957850000
2009-10-05,3024000000
2009-10-06,3020850000
2009-10-07,3052350000
2009-10-08,3099600000
2009-10-09,3118500000
2009-10-12,3121650000
2009-10-13,3156300000
2009-10-14,3213000000
2009-10-15,3225600000
2009-10-16,3184650000
2009-10-19,3236625000
2009-10-20,3298050000
2009-10-21,3227174999
2009-10-22,3257100000
2009-10-23,3187799999
2009-10-26,3134250000
2009-10-27,3127950000
2009-10-28,3087000000
2009-10-29,3135825000
2009-10-30,3028725000
2009-11-02,3094875000
2009-11-03,3235050000
2009-11-04,3200400000
2009-11-05,3299625000
2009-11-06,3301200000
2009-11-09,3446100000
2009-11-10,3433500000
2009-11-11,3461850000
2009-11-12,3409875000
2009-11-13,3433500000
2009-11-16,3529575000
2009-11-17,3548475000
2009-11-18,3537450000
2009-11-19,3483900000
2009-11-20,3488625000
2009-11-23,3557925000
2009-11-24,3531150000
2009-11-25,3567375000
2009-11-27,3513825000
2009-11-30,3510675000
2009-12-01,3543750000
2009-12-02,3567375000
2009-12-03,3516974999
2009-12-04,3562650000
2009-12-07,3567375000
2009-12-08,3526425000
2009-12-09,3535875000
2009-12-10,3515400000
2009-12-11,3512250000
2009-12-14,3507525000
2009-12-15,3472875000
2009-12-16,3474450000
2009-12-17,3431925000
2009-12-18,3425625000
2009-12-21,3438224999
2009-12-22,3416175000
2009-12-23,3441375000
2009-12-24,3496500000
2009-12-28,3463424999
2009-12-29,3479175000
2009-12-30,3444525000
2009-12-31,3449508000
2010-01-04,3474756000
2010-01-05,3438462000
2010-01-06,3372186000
2010-01-07,3406902000
2010-01-08,3421104000
2010-01-11,3419526000
2010-01-12,3392700000
2010-01-13,3392700000
2010-01-14,3364296000
2010-01-15,3332736000
2010-01-19,3417948000
2010-01-20,3369030000
2010-01-21,3304332000
2010-01-22,3225432000
2010-01-25,3167046000
2010-01-26,3167046000
2010-01-27,3185982000
2010-01-28,3119706000
2010-01-29,3130752000
2010-02-01,3140220000
2010-02-02,3174936000
2010-02-03,3105504000
2010-02-04,2972952000
2010-02-05,3006090000
2010-02-08,3017136000
2010-02-09,3067632000
2010-02-10,3050273999
2010-02-11,3096036000
2010-02-12,3088146000
2010-02-16,3114971999
2010-02-17,3133908000
2010-02-18,3174936000
2010-02-19,3182826000
2010-02-22,3198606000
2010-02-23,3171780000
2010-02-24,3204918000
2010-02-25,3227010000
2010-02-26,3223854000
2010-03-01,3258570000
2010-03-02,3279084000
2010-03-03,3290130000
2010-03-04,3239634000
2010-03-05,3299598000
2010-03-08,3294864000
2010-03-09,3266460000
2010-03-10,3288552000
2010-03-11,3291708000
2010-03-12,3329580000
2010-03-15,3342204000
2010-03-16,3389544000
2010-03-17,3425838000
2010-03-18,3430571999
2010-03-19,3408480000
2010-03-22,3432150000
2010-03-23,3430571999
2010-03-24,3387966000
2010-03-25,3357984000
2010-03-26,3362718000
2010-03-29,3357984000
2010-03-30,3373764000
2010-03-31,3336963999
2010-04-01,3376538999
2010-04-05,3435110000
2010-04-06,3444608000
2010-04-07,3405033000
2010-04-08,3430361000
2010-04-09,3435110000
2010-04-12,3401866999
2010-04-13,3400284000
2010-04-14,3503179000
2010-04-15,3593410000
2010-04-16,3553835000
2010-04-19,3571248000
2010-04-20,3631402000
2010-04-21,3653563999
2010-04-22,3672560000
2010-04-23,3682058000
2010-04-26,3661479000
2010-04-27,3602908000
2010-04-28,3530090000
2010-04-29,3528507000
2010-04-30,3403450000
2010-05-03,3431944000
2010-05-04,3405033000
2010-05-05,3393952000
2010-05-06,3273644000
2010-05-07,3257813999
2010-05-10,3397118000
2010-05-11,3332215000
2010-05-12,3382871000
2010-05-13,3409782000
2010-05-14,3346462000
2010-05-17,3533256000
2010-05-18,3411365000
2010-05-19,3438276000
2010-05-20,3265729000
2010-05-21,3317968000
2010-05-24,3257813999
2010-05-25,3264146000
2010-05-26,3240401000
2010-05-27,3335381000
2010-05-28,3298972000
2010-06-01,3208741000
2010-06-02,3267312000
2010-06-03,3297388999
2010-06-04,3183413000
2010-06-07,3159668000
2010-06-08,3177081000
2010-06-09,3200826000
2010-06-10,3260980000
2010-06-11,3300555000
2010-06-14,3313219000
2010-06-15,3378122000
2010-06-16,3352794000
2010-06-17,3382871000
2010-06-18,3406616000
2010-06-21,3387620000
2010-06-22,3313219000
2010-06-23,3306887000
2010-06-24,3268895000
2010-06-25,3275227000
2010-06-28,3234069000
2010-06-29,3166000000
2010-06-30,3121676000
2010-07-01,3101097000
2010-07-02,3085266999
2010-07-06,3129591000
2010-07-07,3216656000
2010-07-08,3273644000
2010-07-09,3300555000
2010-07-12,3302138000
2010-07-13,3414531000
2010-07-14,3416113999
2010-07-15,3452523000
2010-07-16,3343296000
2010-07-19,3367041000
2010-07-20,3462021000
2010-07-21,3427195000
2010-07-22,3514260000
2010-07-23,3590244000
2010-07-26,3618738000
2010-07-27,3634568000
2010-07-28,3534838999
2010-07-29,3460438000
2010-07-30,3424029000
2010-08-02,3533256000
2010-08-03,3522175000
2010-08-04,3560166999
2010-08-05,3545920000
2010-08-06,3539588000
2010-08-09,3582329000
2010-08-10,3557001000
2010-08-11,3449357000
2010-08-12,3433527000
2010-08-13,3425612000
2010-08-16,3427195000
2010-08-17,3566499000
2010-08-18,3457272000
2010-08-19,3384454000
2010-08-20,3359126000
2010-08-23,3317968000
2010-08-24,3240401000
2010-08-25,3246733000
2010-08-26,3210324000
2010-08-27,3308470000
2010-08-30,3268895000
2010-08-31,3246733000
2010-09-01,3245150000
2010-09-02,3300555000
2010-09-03,3349628000
2010-09-07,3330632000
2010-09-08,3363875000
2010-09-09,3395535000
2010-09-10,3433527000
2010-09-13,3473102000
2010-09-14,3484183000
2010-09-15,3490515000
2010-09-16,3501596000
2010-09-17,3561750000
2010-09-20,3596576000
2010-09-21,3582329000
2010-09-22,3557001000
2010-09-23,3509511000
2010-09-24,3594993000
2010-09-27,3563333000
2010-09-28,3593410000
2010-09-29,3575997000
2010-09-30,3565328000
2010-10-01,3604978000
2010-10-04,3546296000
2010-10-05,3631940000
2010-10-06,3612908000
2010-10-07,3584360000
2010-10-08,3625596000
2010-10-11,3628768000
2010-10-12,3638284000
2010-10-13,3709654000
2010-10-14,3712826000
2010-10-15,3769922000
2010-10-18,3758820000
2010-10-19,3722342000
2010-10-20,3800056000
2010-10-21,3776266000
2010-10-22,3768336000
2010-10-25,3785782000
2010-10-26,3735030000
2010-10-27,3674762000
2010-10-28,3647800000
2010-10-29,3671590000
2010-11-01,3655730000
2010-11-02,3703310000
2010-11-03,3676348000
2010-11-04,3747718000
2010-11-05,3741374000
2010-11-08,3730272000
2010-11-09,3689036000
2010-11-10,3635112000
2010-11-11,3617666000
2010-11-12,3571672000
2010-11-15,3566913999
2010-11-16,3528850000
2010-11-17,3562156000
2010-11-18,3600220000
2010-11-19,3627182000
2010-11-22,3649386000
2010-11-23,3630354000
2010-11-24,3709654000
2010-11-26,3689036000
2010-11-29,3731858000
2010-11-30,3687450000
2010-12-01,3746132000
2010-12-02,3803228000
2010-12-03,3850808000
2010-12-06,3828604000
2010-12-07,3825432000
2010-12-08,3804813999
2010-12-09,3836534000
2010-12-10,3857152000
2010-12-13,3868254000
2010-12-14,3906318000
2010-12-15,3928522000
2010-12-16,3963413999
2010-12-17,3972930000
2010-12-20,3990376000
2010-12-21,4020510000
2010-12-22,4037956000
2010-12-23,4028440000
2010-12-27,4030026000
2010-12-28,4052230000
2010-12-29,4058574000
2010-12-30,4055402000
2010-12-31,4038915000
2011-01-03,4088112000
2011-01-04,4056372000
2011-01-05,4064307000
2011-01-06,4099220999
2011-01-07,4115091000
2011-01-10,4111917000
2011-01-11,4146831000
2011-01-12,4167462000
2011-01-13,4218245999
2011-01-14,4262682000
2011-01-18,4242051000
2011-01-19,4077003000
2011-01-20,4073829000
2011-01-21,4038915000
2011-01-24,4257920999
2011-01-25,4256334000
2011-01-26,4322988000
2011-01-27,4313466000
2011-01-28,4227768000
2011-01-31,4235703000
2011-02-01,4434078000
2011-02-02,4372185000
2011-02-03,4472166000
2011-02-04,4470579000
2011-02-07,4495971000
2011-02-08,4521363000
2011-02-09,4516602000
2011-02-10,4478514000
2011-02-11,4505493000
2011-02-14,4526124000
2011-02-15,4515015000
2011-02-16,4495971000
2011-02-17,4492797000
2011-02-18,4481688000
2011-02-22,4403925000
2011-02-23,4400751000
2011-02-24,4319814000
2011-02-25,4356315000
2011-02-28,4367424000
2011-03-01,4261095000
2011-03-02,4272204000
2011-03-03,4330923000
2011-03-04,4269030000
2011-03-07,4194441000
2011-03-08,4240464000
2011-03-09,4210311000
2011-03-10,4143657000
2011-03-11,4154766000
2011-03-14,4132548000
2011-03-15,4094460000
2011-03-16,3991305000
2011-03-17,4034154000
2011-03-18,4099220999
2011-03-21,4186506000
2011-03-22,4170636000
2011-03-23,4176984000
2011-03-24,4181745000
2011-03-25,4194441000
2011-03-28,4153179000
2011-03-29,4178570999
2011-03-30,4213485000
2011-03-31,4244272000
2011-04-01,4282480000
2011-04-04,4266560000
2011-04-05,4268152000
2011-04-06,4255416000
2011-04-07,4228352000
2011-04-08,4169448000
2011-04-11,4142384000
2011-04-12,4118504000
2011-04-13,4105768000
2011-04-14,4123280000
2011-04-15,4153528000
2011-04-18,4100992000
2011-04-19,4155120000
2011-04-20,4190144000
2011-04-21,4194920000
2011-04-25,4183776000
2011-04-26,4237904000
2011-04-27,4126464000
2011-04-28,4102584000
2011-04-29,4102584000
2011-05-02,4104176000
2011-05-03,4083480000
2011-05-04,4051640000
2011-05-05,4062784000
2011-05-06,4093032000
2011-05-09,4118504000
2011-05-10,4150344000
2011-05-11,4143976000
2011-05-12,4148752000
2011-05-13,4075520000
2011-05-16,4113728000
2011-05-17,4069152000
2011-05-18,4102584000
2011-05-19,4139200000
2011-05-20,4097807999
2011-05-23,4037312000
2011-05-24,4018207999
2011-05-25,4013432000
2011-05-26,4022984000
2011-05-27,4035720000
2011-05-31,4088256000
2011-06-01,3795328000
2011-06-02,3566080000
2011-06-03,3484888000
2011-06-06,3578816000
2011-06-07,3653640000
2011-06-08,3671152000
2011-06-09,3809656000
2011-06-10,3728464000
2011-06-13,3728464000
2011-06-14,3765080000
2011-06-15,3669560000
2011-06-16,3645680000
2011-06-17,3658416000
2011-06-20,3645680000
2011-06-21,3655232000
2011-06-22,3629760000
2011-06-23,3582000000
2011-06-24,3583592000
2011-06-27,3634535999
2011-06-28,3723688000
2011-06-29,3715728000
2011-06-30,3789747000
2011-07-01,3802491000
2011-07-05,3761073000
2011-07-06,3784968000
2011-07-07,3799305000
2011-07-08,3748329000
2011-07-11,3711690000
2011-07-12,3788154000
2011-07-13,3748329000
2011-07-14,3678237000
2011-07-15,3670272000
2011-07-18,3593808000
2011-07-19,3568320000
2011-07-20,3547611000
2011-07-21,3665493000
2011-07-22,3671865000
2011-07-25,3620889000
2011-07-26,3576285000
2011-07-27,3472740000
2011-07-28,3416985000
2011-07-29,3429729000
2011-08-01,3399462000
2011-08-02,3268836000
2011-08-03,3286359000
2011-08-04,3142989000
2011-08-05,3125466000
2011-08-08,2861028000
2011-08-09,3036258000
2011-08-10,2853063000
2011-08-11,2934306000
2011-08-12,2940678000
2011-08-15,3023514000
2011-08-16,3005991000
2011-08-17,3001212000
2011-08-18,2813238000
2011-08-19,2767041000
2011-08-22,2739960000
2011-08-23,2782971000
2011-08-24,2832354000
2011-08-25,2728809000
2011-08-26,2711286000
2011-08-29,2775006000
2011-08-30,2899260000
2011-08-31,2934306000
2011-09-01,2904039000
2011-09-02,2827575000
2011-09-06,2802087000
2011-09-07,2894481000
2011-09-08,2868993000
2011-09-09,2779785000
2011-09-12,2790936000
2011-09-13,2851470000
2011-09-14,2910411000
2011-09-15,3036258000
2011-09-16,3047409000
2011-09-19,2996433000
2011-09-20,2915190000
2011-09-21,2881737000
2011-09-22,2741553000
2011-09-23,2775006000
2011-09-26,2848284000
2011-09-27,2880143999
2011-09-28,2739960000
2011-09-29,2779785000
2011-09-30,3184690000
2011-10-03,2976827000
2011-10-04,3127479999
2011-10-05,3146550000
2011-10-06,3222829999
2011-10-07,3140829000
2011-10-10,3232365000
2011-10-11,3264784000
2011-10-12,3369669000
2011-10-13,3339157000
2011-10-14,3341064000
2011-10-17,3215202000
2011-10-18,3285761000
2011-10-19,3222829999
2011-10-20,3245714000
2011-10-21,3306738000
2011-10-24,3413529999
2011-10-25,3358227000
2011-10-26,3333436000
2011-10-27,3516508000
2011-10-28,3499345000
2011-10-31,3394460000
2011-11-01,3352505999
2011-11-02,3384925000
2011-11-03,3394460000
2011-11-04,3375390000
2011-11-07,3398274000
2011-11-08,3478367999
2011-11-09,3337250000
2011-11-10,3358227000
2011-11-11,3461204999
2011-11-14,3386832000
2011-11-15,3390646000
2011-11-16,3321994000
2011-11-17,3213295000
2011-11-18,3219016000
2011-11-21,3167527000
2011-11-22,3207574000
2011-11-23,3125573000
2011-11-25,3110316999
2011-11-28,3211388000
2011-11-29,3188504000
2011-11-30,3360134000
2011-12-01,3362041000
2011-12-02,3398274000
2011-12-05,3444041999
2011-12-06,3487903000
2011-12-07,3569904000
2011-12-08,3413529999
2011-12-09,3461204999
2011-12-12,3365854999
2011-12-13,3316273000
2011-12-14,3251435000
2011-12-15,3281947000
2011-12-16,3321994000
2011-12-19,3178969000
2011-12-20,3268598000
2011-12-21,3194225000
2011-12-22,3249528000
2011-12-23,3251435000
2011-12-27,3255249000
2011-12-28,3215202000
2011-12-29,3253341999
2011-12-30,3281947000
2012-01-03,3335222000
2012-01-04,3360169000
2012-01-05,3337141000
2012-01-06,3365926000
2012-01-09,3362088000
2012-01-10,3354412000
2012-01-11,3379359000
2012-01-12,3459957000
2012-01-13,3450362000
2012-01-17,3611558000
2012-01-18,3667209000
2012-01-19,3709426999
2012-01-20,3703670000
2012-01-23,3722859999
2012-01-24,3820729000
2012-01-25,3861028000
2012-01-26,3843757000
2012-01-27,3818809999
2012-01-30,3755483000
2012-01-31,3824567000
2012-02-01,3889813000
2012-02-02,3841838000
2012-02-03,3974249000
2012-02-06,3947383000
2012-02-07,3928193000
2012-02-08,3924355000
2012-02-09,3983844000
2012-02-10,3853351999
2012-02-13,3768916000
2012-02-14,3705588999
2012-02-15,3791944000
2012-02-16,3951221000
2012-02-17,4037576000
2012-02-21,3958897000
2012-02-22,3818809999
2012-02-23,3824567000
2012-02-24,3805376999
2012-02-27,3828405000
2012-02-28,3826486000
2012-02-29,3766997000
2012-03-01,3784268000
2012-03-02,3795782000
2012-03-05,3765078000
2012-03-06,3761240000
2012-03-07,3755483000
2012-03-08,3734374000
2012-03-09,3742050000
2012-03-12,3690237000
2012-03-13,3788105999
2012-03-14,3814972000
2012-03-15,3851433000
2012-03-16,3899408000
2012-03-19,3868704000
2012-03-20,3818809999
2012-03-21,3820729000
2012-03-22,3772754000
2012-03-23,3753563999
2012-03-26,3763159000
2012-03-27,3784268000
2012-03-28,3742050000
2012-03-29,3734374000
2012-03-30,3705588999
2012-04-02,3748060000
2012-04-03,3844560000
2012-04-04,3850350000
2012-04-05,3749990000
2012-04-09,3632260000
2012-04-10,3518390000
2012-04-11,3545410000
2012-04-12,3622610000
2012-04-13,3614890000
2012-04-16,3584010000
2012-04-17,3672790000
2012-04-18,3690160000
2012-04-19,3690160000
2012-04-20,3688230000
2012-04-23,3603310000
2012-04-24,3562780000
2012-04-25,3651560000
2012-04-26,3699810000
2012-04-27,3713319999
2012-04-30,3701740000
2012-05-01,3721040000
2012-05-02,3657350000
2012-05-03,3533829999
2012-05-04,3414170000
2012-05-07,3396800000
2012-05-08,3466280000
2012-05-09,3502949999
2012-05-10,3497160000
2012-05-11,3435400000
2012-05-14,3385220000
2012-05-15,3321530000
2012-05-16,3253980000
2012-05-17,3138180000
2012-05-18,3093790000
2012-05-21,3126600000
2012-05-22,3101510000
2012-05-23,3138180000
2012-05-24,3103439999
2012-05-25,3088000000
2012-05-29,3132390000
2012-05-30,3033960000
2012-05-31,3020450000
2012-06-01,2945180000
2012-06-04,2883420000
2012-06-05,2943250000
2012-06-06,3022380000
2012-06-07,2999220000
2012-06-08,3016590000
2012-06-11,2972200000
2012-06-12,3020450000
2012-06-13,2958690000
2012-06-14,2995360000
2012-06-15,2999220000
2012-06-18,3012730000
2012-06-19,3064840000
2012-06-20,3051330000
2012-06-21,2979920000
2012-06-22,3006940000
2012-06-25,2952900000
2012-06-26,2947110000
2012-06-27,2875700000
2012-06-28,2885350000
2012-06-29,2979920000
2012-07-02,3002298893
2012-07-03,3081510125
2012-07-05,3081510125
2012-07-06,3056394369
2012-07-09,3029346631
2012-07-10,3021618706
2012-07-11,3004230874
2012-07-12,2913427755
2012-07-13,2967523230
2012-07-16,2953999361
2012-07-17,2988775024
2012-07-18,2982979080
2012-07-19,3027414650
2012-07-20,3010026818
2012-07-23,2977183137
2012-07-24,2973319174
2012-07-25,2952067380
2012-07-26,2961727286
2012-07-27,3079578144
2012-07-30,3112421825
2012-07-31,3129809657
2012-08-01,3052530406
2012-08-02,2540555370
2012-08-03,2669998115
2012-08-06,2666134152
2012-08-07,2691249909
2012-08-08,2687385946
2012-08-09,2706705759
2012-08-10,2702841796
2012-08-13,2642950377
2012-08-14,2641018396
2012-08-15,2617834620
2012-08-16,2673862077
2012-08-17,2623630564
2012-08-20,2579194995
2012-08-21,2577263014
2012-08-22,2602378770
2012-08-23,2532827444
2012-08-24,2561807164
2012-08-27,2534759426
2012-08-28,2536691407
2012-08-29,2816828691
2012-08-30,2764665197
2012-08-31,2756937272
2012-09-04,2727957553
2012-09-05,2890243979
2012-09-06,2896039923
2012-09-07,2909563792
2012-09-10,3023550687
2012-09-11,3013890781
2012-09-12,3052530406
2012-09-13,3133673619
2012-09-14,3149129470
2012-09-17,3091170032
2012-09-18,3108557863
2012-09-19,3112421825
2012-09-20,3201292964
2012-09-21,3220612777
2012-09-24,3158789376
2012-09-25,3027414650
2012-09-26,3008094837
2012-09-27,3011958799
2012-09-28,2986843043
2012-10-01,3030944000
2012-10-02,2967155000
2012-10-03,2945892000
2012-10-04,2982619000
2012-10-05,3075403000
2012-10-08,3036743000
2012-10-09,3013547000
2012-10-10,2976820000
2012-10-11,2992284000
2012-10-12,2967155000
2012-10-15,2996150000
2012-10-16,3085068000
2012-10-17,3146924000
2012-10-18,3191383000
2012-10-19,3083135000
2012-10-22,3100532000
2012-10-23,3038676000
2012-10-24,3042542000
2012-10-25,3077336000
2012-10-26,3061872000
2012-10-31,3135326000
2012-11-01,3224244000
2012-11-02,3222311000
2012-11-05,3257105000
2012-11-06,3257105000
2012-11-07,3216512000
2012-11-08,3202981000
2012-11-09,3224244000
2012-11-12,3241641000
2012-11-13,3324760000
2012-11-14,3214579000
2012-11-15,3187516999
2012-11-16,3168187000
2012-11-19,3237775000
2012-11-20,3235841999
2012-11-21,3245507000
2012-11-23,3317028000
2012-11-26,3320894000
2012-11-27,3268703000
2012-11-28,3274502000
2012-11-29,3247440000
2012-11-30,3251306000
2012-12-03,3197182000
2012-12-04,3179785000
2012-12-05,3177852000
2012-12-06,3228110000
2012-12-07,3191383000
2012-12-10,3202981000
2012-12-11,3187516999
2012-12-12,3162388000
2012-12-13,3175919000
2012-12-14,3117929000
2012-12-17,3150790000
2012-12-18,3218444999
2012-12-19,3330559000
2012-12-20,3353755000
2012-12-21,3353755000
2012-12-24,3392415000
2012-12-26,3373085000
2012-12-27,3357621000
2012-12-28,3303497000
2012-12-31,3393438000
2013-01-02,3476772000
2013-01-03,3488400000
2013-01-04,3509718000
2013-01-07,3519408000
2013-01-08,3527160000
2013-01-09,3531036000
2013-01-10,3544602000
2013-01-11,3531036000
2013-01-14,3552353999
2013-01-15,3542664000
2013-01-16,3602742000
2013-01-17,3649253999
2013-01-18,3643440000
2013-01-22,3655068000
2013-01-23,3668634000
2013-01-24,3668634000
2013-01-25,3608556000
2013-01-28,3612432000
2013-01-29,3622122000
2013-01-30,3616308000
2013-01-31,3627936000
2013-02-01,3697703999
2013-02-04,3662819999
2013-02-05,3763596000
2013-02-06,3782976000
2013-02-07,3726774000
2013-02-08,3730650000
2013-02-11,3703518000
2013-02-12,3672510000
2013-02-13,3678324000
2013-02-14,3676386000
2013-02-15,3759719999
2013-02-19,4098869999
2013-02-20,3980652000
2013-02-21,4003908000
2013-02-22,4073676000
2013-02-25,4085303999
2013-02-26,4182203999
2013-02-27,4232592000
2013-02-28,4304298000
2013-03-01,4337244000
2013-03-04,4346934000
2013-03-05,4405074000
2013-03-06,4329492000
2013-03-07,4333368000
2013-03-08,4360500000
2013-03-11,4424454000
2013-03-12,4412826000
2013-03-13,4519416000
2013-03-14,4680270000
2013-03-15,4703526000
2013-03-18,4655076000
2013-03-19,4651200000
2013-03-20,4705464000
2013-03-21,4569804000
2013-03-22,4594998000
2013-03-25,4600812000
2013-03-26,4689960000
2013-03-27,4695774000
2013-03-28,4672518000
2013-04-01,4640136000
2013-04-02,4490140000
2013-04-03,4330404000
2013-04-04,4293392000
2013-04-05,4266119999
2013-04-08,4332352000
2013-04-09,4303132000
2013-04-10,4420012000
2013-04-11,4460920000
2013-04-12,4412220000
2013-04-15,4180408000
2013-04-16,4260276000
2013-04-17,4166772000
2013-04-18,4120019999
2013-04-19,4184304000
2013-04-22,4205732000
2013-04-23,4266119999
2013-04-24,4299236000
2013-04-25,4345988000
2013-04-26,4244692000
2013-04-29,4303132000
2013-04-30,4308976000
2013-05-01,4324560000
2013-05-02,4240796000
2013-05-03,4384948000
2013-05-06,4435596000
2013-05-07,4449232000
2013-05-08,4445336000
2013-05-09,4429752000
2013-05-10,4499880000
2013-05-13,4451180000
2013-05-14,4517412000
2013-05-15,4544684000
2013-05-16,4601176000
2013-05-17,4647928000
2013-05-20,4634292000
2013-05-21,4644032000
2013-05-22,4607020000
2013-05-23,4638188000
2013-05-24,4628448000
2013-05-28,4741432000
2013-05-29,4747276000
2013-05-30,4721952000
2013-05-31,4679096000
2013-06-03,4776496000
2013-06-04,4784288000
2013-06-05,4597280000
2013-06-06,4597280000
2013-06-07,4755068000
2013-06-10,4702472000
2013-06-11,4645980000
2013-06-12,4568060000
2013-06-13,4647928000
2013-06-14,4651824000
2013-06-17,4733640000
2013-06-18,4799872000
2013-06-19,4731692000
2013-06-20,4583644000
2013-06-21,4571956000
2013-06-24,4441440000
2013-06-25,4531048000
2013-06-26,4593384000
2013-06-27,4682992000
2013-06-28,4665460000
2013-07-01,4765305000
2013-07-02,4804285000
2013-07-03,4864704000
2013-07-05,4981644000
2013-07-08,5036216000
2013-07-09,5084941000
2013-07-10,5217473000
2013-07-11,5312974000
2013-07-12,5361699000
2013-07-15,5381189000
2013-07-16,5361699000
2013-07-17,5367546000
2013-07-18,5328566000
2013-07-19,5369495000
2013-07-22,5326617000
2013-07-23,5268147000
2013-07-24,5209677000
2013-07-25,5275943000
2013-07-26,5285688000
2013-07-29,5242810000
2013-07-30,5295433000
2013-07-31,5309076000
2013-08-01,5433812000
2013-08-02,5917164000
2013-08-05,5878184000
2013-08-06,5854796000
2013-08-07,5856745000
2013-08-08,5860643000
2013-08-09,5864541000
2013-08-12,5884031000
2013-08-13,5899623000
2013-08-14,5907419000
2013-08-15,5765142000
2013-08-16,5683284000
2013-08-19,5591681000
2013-08-20,5628712000
2013-08-21,5646253000
2013-08-22,5642355000
2013-08-23,5732009000
2013-08-26,5712519000
2013-08-27,5484486000
2013-08-28,5478639000
2013-08-29,5537109000
2013-08-30,5535160000
2013-09-03,5562446000
2013-09-04,5728111000
2013-09-05,5755397000
2013-09-06,5753448000
2013-09-09,5897674000
2013-09-10,5958093000
2013-09-11,5874286000
2013-09-12,5811918000
2013-09-13,5854796000
2013-09-16,5919113000
2013-09-17,5809969000
2013-09-18,5909368000
2013-09-19,5813867000
2013-09-20,5566344000
2013-09-23,5264249000
2013-09-24,5311025000
2013-09-25,5291535000
2013-09-26,5383138000
2013-09-27,5357801000
2013-09-30,5299331000
2013-10-01,5355852000
2013-10-02,5285688000
2013-10-03,5225269000
2013-10-04,5275943000
2013-10-07,5176544000
2013-10-08,5207728000
2013-10-09,5182391000
2013-10-10,5338311000
2013-10-11,5348056000
2013-10-14,5324668000
2013-10-15,5293484000
2013-10-16,5279841000
2013-10-17,5433812000
2013-10-18,5443557000
2013-10-21,5445506000
2013-10-22,5535160000
2013-10-23,5464996000
2013-10-24,5544905000
2013-10-25,5521517000
2013-10-28,5472792000
2013-10-29,5558548000
2013-10-30,5915215000
2013-10-31,5882082000
2013-11-01,6082829000
2013-11-04,6149095000
2013-11-05,6063339000
2013-11-06,6061390000
2013-11-07,5944450000
2013-11-08,6006818000
2013-11-11,6061390000
2013-11-12,6022410000
2013-11-13,6004869000
2013-11-14,6034104000
2013-11-15,6184177000
2013-11-18,6176381000
2013-11-19,6127656000
2013-11-20,6004869000
2013-11-21,6258239000
2013-11-22,6193922000
2013-11-25,6269933000
