,DTE
2009-04-13,3995040000
2009-04-14,3950760000
2009-04-15,4018000000
2009-04-16,4044240000
2009-04-17,4052440000
2009-04-20,4022920000
2009-04-21,3965520000
2009-04-22,3914680000
2009-04-23,3896640000
2009-04-24,3899920000
2009-04-27,3950760000
2009-04-28,3922880000
2009-04-29,3990119999
2009-04-30,4126240000
2009-05-01,4252520000
2009-05-04,4242680000
2009-05-05,4298440000
2009-05-06,4318120000
2009-05-07,4365680000
2009-05-08,4416520000
2009-05-11,4337800000
2009-05-12,4336160000
2009-05-13,4200040000
2009-05-14,4175440000
2009-05-15,4108200000
2009-05-18,4139359999
2009-05-19,4195119999
2009-05-20,4121320000
2009-05-21,4049160000
2009-05-22,4065560000
2009-05-26,4203320000
2009-05-27,4093440000
2009-05-28,4219720000
2009-05-29,4221359999
2009-06-01,4403400000
2009-06-02,4364040000
2009-06-03,4318120000
2009-06-04,4360760000
2009-06-05,4396840000
2009-06-08,4355840000
2009-06-09,4311560000
2009-06-10,4372240000
2009-06-11,4400120000
2009-06-12,4459160000
2009-06-15,4359120000
2009-06-16,4349280000
2009-06-17,4373880000
2009-06-18,4454240000
2009-06-19,4367320000
2009-06-22,4385360000
2009-06-23,4301720000
2009-06-24,4346000000
2009-06-25,4449320000
2009-06-26,4459160000
2009-06-29,4523120000
2009-06-30,4492950000
2009-07-01,4565550000
2009-07-02,4316400000
2009-07-06,4522650000
2009-07-07,4402200000
2009-07-08,4384050000
2009-07-09,4385700000
2009-07-10,4332900000
2009-07-13,4420350000
2009-07-14,4471500000
2009-07-15,4573800000
2009-07-16,4595250000
2009-07-17,4578750000
2009-07-20,4601850000
2009-07-21,4644750000
2009-07-22,4639800000
2009-07-23,4776750000
2009-07-24,4870800000
2009-07-27,4907100000
2009-07-28,4860900000
2009-07-29,4818000000
2009-07-30,4925250000
2009-07-31,4837800000
2009-08-03,4806450000
2009-08-04,4804800000
2009-08-05,4760250000
2009-08-06,4748700000
2009-08-07,4832850000
2009-08-10,4806450000
2009-08-11,4789950000
2009-08-12,4781700000
2009-08-13,4765200000
2009-08-14,4788300000
2009-08-17,4768500000
2009-08-18,4773450000
2009-08-19,4872450000
2009-08-20,4882350000
2009-08-21,4961550000
2009-08-24,4963200000
2009-08-25,4973100000
2009-08-26,4969800000
2009-08-27,4945050000
2009-08-28,4920300000
2009-08-31,4882350000
2009-09-01,4832850000
2009-09-02,4798200000
2009-09-03,4860900000
2009-09-04,4897200000
2009-09-08,4907100000
2009-09-09,4918650000
2009-09-10,4958250000
2009-09-11,4930200000
2009-09-14,5016000000
2009-09-15,5039100000
2009-09-16,5110050000
2009-09-17,4961550000
2009-09-18,4948350000
2009-09-21,4936800000
2009-09-22,4870800000
2009-09-23,4910400000
2009-09-24,4930200000
2009-09-25,4918650000
2009-09-28,4973100000
2009-09-29,4994550000
2009-09-30,4903600000
2009-10-01,4851120000
2009-10-02,4749440000
2009-10-05,4775680000
2009-10-06,4823240000
2009-10-07,4852760000
2009-10-08,4867520000
2009-10-09,4900320000
2009-10-12,4954440000
2009-10-13,4979040000
2009-10-14,5018400000
2009-10-15,5069240000
2009-10-16,5097120000
2009-10-19,5289000000
2009-10-20,5393960000
2009-10-21,5385760000
2009-10-22,5387400000
2009-10-23,5280800000
2009-10-26,5239800000
2009-10-27,5292280000
2009-10-28,5248000000
2009-10-29,5369360000
2009-10-30,5159440000
2009-11-02,5169280000
2009-11-03,5244720000
2009-11-04,5264400000
2009-11-05,5377560000
2009-11-06,5349680000
2009-11-09,5467760000
2009-11-10,5482520000
2009-11-11,5513680000
2009-11-12,5505480000
2009-11-13,5536640000
2009-11-16,5608800000
2009-11-17,5610440000
2009-11-18,5618640000
2009-11-19,5561239999
2009-11-20,5536640000
2009-11-23,5600600000
2009-11-24,5618640000
2009-11-25,5664560000
2009-11-27,5557960000
2009-11-30,5597320000
2009-12-01,5720320000
2009-12-02,5843320000
2009-12-03,5877760000
2009-12-04,5884320000
2009-12-07,5949920000
2009-12-08,5945000000
2009-12-09,5964680000
2009-12-10,6030280000
2009-12-11,6131960000
2009-12-14,6163120000
2009-12-15,6131960000
2009-12-16,6113920000
2009-12-17,5926960000
2009-12-18,5997480000
2009-12-21,6041760000
2009-12-22,6051600000
2009-12-23,6130320000
2009-12-24,6218880000
2009-12-28,6228719999
2009-12-29,6223800000
2009-12-30,6189360000
2009-12-31,6156940000
2010-01-04,6150300000
2010-01-05,6080580000
2010-01-06,6105480000
2010-01-07,6049040000
2010-01-08,6095520000
2010-01-11,6181840000
2010-01-12,6176860000
2010-01-13,6231640000
2010-01-14,6254880000
2010-01-15,6205080000
2010-01-19,6261520000
2010-01-20,6198440000
2010-01-21,6052360000
2010-01-22,5941140000
2010-01-25,6025800000
2010-01-26,6078920000
2010-01-27,6037420000
2010-01-28,5989280000
2010-01-29,5937820000
2010-02-01,6017500000
2010-02-02,6077260000
2010-02-03,6027460000
2010-02-04,5896320000
2010-02-05,5901300000
2010-02-08,5861460000
2010-02-09,5932840000
2010-02-10,5924540000
2010-02-11,5979320000
2010-02-12,5924540000
2010-02-16,6083900000
2010-02-17,6055679999
2010-02-18,6156940000
2010-02-19,6299700000
2010-02-22,6301360000
2010-02-23,6213380000
2010-02-24,6251559999
2010-02-25,6206740000
2010-02-26,6132040000
2010-03-01,6258200000
2010-03-02,6306340000
2010-03-03,6298040000
2010-03-04,6312980000
2010-03-05,6361120000
2010-03-08,6332900000
2010-03-09,6347840000
2010-03-10,6329580000
2010-03-11,6342860000
2010-03-12,6337880000
2010-03-15,6364440000
2010-03-16,6442460000
2010-03-17,6472340000
2010-03-18,6376059999
2010-03-19,6369420000
2010-03-22,6349500000
2010-03-23,6395980000
2010-03-24,6361120000
2010-03-25,6311320000
2010-03-26,6312980000
2010-03-29,6409260000
2010-03-30,6384360000
2010-03-31,6413550000
2010-04-01,6525090000
2010-04-05,6579170000
2010-04-06,6683949999
2010-04-07,6631560000
2010-04-08,6597760000
2010-04-09,6631560000
2010-04-12,6650150000
2010-04-13,6618039999
2010-04-14,6612970000
2010-04-15,6631560000
2010-04-16,6562270000
2010-04-19,6599449999
2010-04-20,6645080000
2010-04-21,6732960000
2010-04-22,6795490000
2010-04-23,6891820000
2010-04-26,6837740000
2010-04-27,6739720000
2010-04-28,6944210000
2010-04-29,6912100000
2010-04-30,6927310000
2010-05-03,7032090000
2010-05-04,6922240000
2010-05-05,6849570000
2010-05-06,6694090000
2010-05-07,6570720000
2010-05-10,6815770000
2010-05-11,6861400000
2010-05-12,6895199999
2010-05-13,6871539999
2010-05-14,6802250000
2010-05-17,6844500000
2010-05-18,6781970000
2010-05-19,6685640000
2010-05-20,6484530000
2010-05-21,6526780000
2010-05-24,6450730000
2010-05-25,6433830000
2010-05-26,6405100000
2010-05-27,6541990000
2010-05-28,6543680000
2010-06-01,6457490000
2010-06-02,6560580000
2010-06-03,6599449999
2010-06-04,6386510000
2010-06-07,6391580000
2010-06-08,6481150000
2010-06-09,6487910000
2010-06-10,6634940000
2010-06-11,6628180000
2010-06-14,6685640000
2010-06-15,6868160000
2010-06-16,6935760000
2010-06-17,6952660000
2010-06-18,6952660000
2010-06-21,6907030000
2010-06-22,6760000000
2010-06-23,6687330000
2010-06-24,6689020000
2010-06-25,6690710000
2010-06-28,6727890000
2010-06-29,6560580000
2010-06-30,6558890000
2010-07-01,6482840000
2010-07-02,6538610000
2010-07-06,6602830000
2010-07-07,6809010000
2010-07-08,6815770000
2010-07-09,6863090000
2010-07-12,6854640000
2010-07-13,6917170000
2010-07-14,6890130000
2010-07-15,6935760000
2010-07-16,6776900000
2010-07-19,6856330000
2010-07-20,6868160000
2010-07-21,6734650000
2010-07-22,6859710000
2010-07-23,6910410000
2010-07-26,6957730000
2010-07-27,7042230000
2010-07-28,6998289999
2010-07-29,6925619999
2010-07-30,6638320000
2010-08-02,6689020000
2010-08-03,6655220000
2010-08-04,6678880000
2010-08-05,6727890000
2010-08-06,6734650000
2010-08-09,6805630000
2010-08-10,6797180000
2010-08-11,6646770000
2010-08-12,6640010000
2010-08-13,6645080000
2010-08-16,6673810000
2010-08-17,6702539999
2010-08-18,6677190000
2010-08-19,6594380000
2010-08-20,6601140000
2010-08-23,6638320000
2010-08-24,6636630000
2010-08-25,6638320000
2010-08-26,6634940000
2010-08-27,6776900000
2010-08-30,6704230000
2010-08-31,6736340000
2010-09-01,6878300000
2010-09-02,6820840000
2010-09-03,6836050000
2010-09-07,6783660000
2010-09-08,6751550000
2010-09-09,6771830000
2010-09-10,6825910000
2010-09-13,6878300000
2010-09-14,6937449999
2010-09-15,6929000000
2010-09-16,6714369999
2010-09-17,6658600000
2010-09-20,6694090000
2010-09-21,6612970000
2010-09-22,6631560000
2010-09-23,6538610000
2010-09-24,6591000000
2010-09-27,6616350000
2010-09-28,6611280000
2010-09-29,6638320000
2010-09-30,6565440000
2010-10-01,6644399999
2010-10-04,6624240000
2010-10-05,6720000000
2010-10-06,6698160000
2010-10-07,6694800000
2010-10-08,6750240000
2010-10-11,6780480000
2010-10-12,6714960000
2010-10-13,6731760000
2010-10-14,6701520000
2010-10-15,6733440000
2010-10-18,6756960000
2010-10-19,6703200000
2010-10-20,6758639999
2010-10-21,6716639999
2010-10-22,6708240000
2010-10-25,6693120000
2010-10-26,6725040000
2010-10-27,6726720000
2010-10-28,6753600000
2010-10-29,6684720000
2010-11-01,6528480000
2010-11-02,6619200000
2010-11-03,6624240000
2010-11-04,6731760000
2010-11-05,6694800000
2010-11-08,6644399999
2010-11-09,6617520000
2010-11-10,6570480000
2010-11-11,6585600000
2010-11-12,6533520000
2010-11-15,6535200000
2010-11-16,6447840000
2010-11-17,6427680000
2010-11-18,6476399999
2010-11-19,6533520000
2010-11-22,6558720000
2010-11-23,6452879999
2010-11-24,6486480000
2010-11-26,6446160000
2010-11-29,6405840000
2010-11-30,6368879999
2010-12-01,6489840000
2010-12-02,6508320000
2010-12-03,6515040000
2010-12-06,6474720000
2010-12-07,6498240000
2010-12-08,6471360000
2010-12-09,6528480000
2010-12-10,6590639999
2010-12-13,6605760000
2010-12-14,6599040000
2010-12-15,6491520000
2010-12-16,6520080000
2010-12-17,6484800000
2010-12-20,6520080000
2010-12-21,6508320000
2010-12-22,6488160000
2010-12-23,6501600000
2010-12-27,6444480000
2010-12-28,6456240000
2010-12-29,6464639999
2010-12-30,6486480000
2010-12-31,6516640000
2011-01-03,6552130000
2011-01-04,6589310000
2011-01-05,6591000000
2011-01-06,6567340000
2011-01-07,6663670000
2011-01-10,6634940000
2011-01-11,6677190000
2011-01-12,6709300000
2011-01-13,6717750000
2011-01-14,6736340000
2011-01-18,6744789999
2011-01-19,6695780000
2011-01-20,6722820000
2011-01-21,6689020000
2011-01-24,6743100000
2011-01-25,6743100000
2011-01-26,6690710000
2011-01-27,6760000000
2011-01-28,6646770000
2011-01-31,6651840000
2011-02-01,6705920000
2011-02-02,6646770000
2011-02-03,6667050000
2011-02-04,6656910000
2011-02-07,6661980000
2011-02-08,6678880000
2011-02-09,6754930000
2011-02-10,6743100000
2011-02-11,6749860000
2011-02-14,6705920000
2011-02-15,6721130000
2011-02-16,6714369999
2011-02-17,6736340000
2011-02-18,6776900000
2011-02-22,6678880000
2011-02-23,6695780000
2011-02-24,6704230000
2011-02-25,6754930000
2011-02-28,6770140000
2011-03-01,6707610000
2011-03-02,6751550000
2011-03-03,6841119999
2011-03-04,6861400000
2011-03-07,6915480000
2011-03-08,7003360000
2011-03-09,7070960000
2011-03-10,6976320000
2011-03-11,7043920000
2011-03-14,6969560000
2011-03-15,6927310000
2011-03-16,6854640000
2011-03-17,6793800000
2011-03-18,6763380000
2011-03-21,6859710000
2011-03-22,6832670000
2011-03-23,6825910000
2011-03-24,6858020000
2011-03-25,6869850000
2011-03-28,6830980000
2011-03-29,6917170000
2011-03-30,7043920000
2011-03-31,7040539999
2011-04-01,7098000000
2011-04-04,7099690000
2011-04-05,7116590000
2011-04-06,7138560000
2011-04-07,7118280000
2011-04-08,7076030000
2011-04-11,7006740000
2011-04-12,6952660000
2011-04-13,6971250000
2011-04-14,6956039999
2011-04-15,7094619999
2011-04-18,7016880000
2011-04-19,7003360000
2011-04-20,7103070000
2011-04-21,7113210000
2011-04-25,7104760000
2011-04-26,7027020000
2011-04-27,7135180000
2011-04-28,7184190000
2011-04-29,7265310000
2011-05-02,7346430000
2011-05-03,7398820000
2011-05-04,7400510000
2011-05-05,7310940000
2011-05-06,7356570000
2011-05-09,7359949999
2011-05-10,7476560000
2011-05-11,7468110000
2011-05-12,7542470000
2011-05-13,7554300000
2011-05-16,7485010000
2011-05-17,7495150000
2011-05-18,7430930000
2011-05-19,7464730000
2011-05-20,7463039999
2011-05-23,7400510000
2011-05-24,7407270000
2011-05-25,7351500000
2011-05-26,7339670000
2011-05-27,7351500000
2011-05-31,7422480000
2011-06-01,7312630000
2011-06-02,7292350000
2011-06-03,7226440000
2011-06-06,7189260000
2011-06-07,7184190000
2011-06-08,7158840000
2011-06-09,7128420000
2011-06-10,7094619999
2011-06-13,7141940000
2011-06-14,7160530000
2011-06-15,7106449999
2011-06-16,7048990000
2011-06-17,7081100000
2011-06-20,7081100000
2011-06-21,7145320000
2011-06-22,7077720000
2011-06-23,7001670000
2011-06-24,7052369999
2011-06-27,7114900000
2011-06-28,7150390000
2011-06-29,7187570000
2011-06-30,7192640000
2011-07-01,7304180000
2011-07-05,7277140000
2011-07-06,7261930000
2011-07-07,7282210000
2011-07-08,7243340000
2011-07-11,7148699999
2011-07-12,7190949999
2011-07-13,7158840000
2011-07-14,7168980000
2011-07-15,7236580000
2011-07-18,7158840000
2011-07-19,7196020000
2011-07-20,7263619999
2011-07-21,7430930000
2011-07-22,7366710000
2011-07-25,7373470000
2011-07-26,7344740000
2011-07-27,7292350000
2011-07-28,7316010000
2011-07-29,7167289999
2011-08-01,7092930000
2011-08-02,6959420000
2011-08-03,6971250000
2011-08-04,6771830000
2011-08-05,6776900000
2011-08-08,6330740000
2011-08-09,6591000000
2011-08-10,6494670000
2011-08-11,6814080000
2011-08-12,6751550000
2011-08-15,6954350000
2011-08-16,6935760000
2011-08-17,6966180000
2011-08-18,6868160000
2011-08-19,6830980000
2011-08-22,6795490000
2011-08-23,7037160000
2011-08-24,7179119999
2011-08-25,7098000000
2011-08-26,7099690000
2011-08-29,7226440000
2011-08-30,7212920000
2011-08-31,7270380000
2011-09-01,7187570000
2011-09-02,7138560000
2011-09-06,7027020000
2011-09-07,7119970000
2011-09-08,7103070000
2011-09-09,6969560000
2011-09-12,7072650000
2011-09-13,7123350000
2011-09-14,7135180000
2011-09-15,7202780000
2011-09-16,7270380000
2011-09-19,7238270000
2011-09-20,7331220000
2011-09-21,7118280000
2011-09-22,6920550000
2011-09-23,6969560000
2011-09-26,7062510000
2011-09-27,7099690000
2011-09-28,6983080000
2011-09-29,7109830000
2011-09-30,7048990000
2011-10-03,6910410000
2011-10-04,7003360000
2011-10-05,7032090000
2011-10-06,7167289999
2011-10-07,7177430000
2011-10-10,7336289999
2011-10-11,7267000000
2011-10-12,7199400000
2011-10-13,7234890000
2011-10-14,7273760000
2011-10-17,7260240000
2011-10-18,7309250000
2011-10-19,7322770000
2011-10-20,7380230000
2011-10-21,7461350000
2011-10-24,7473180000
2011-10-25,7351500000
2011-10-26,7332910000
2011-10-27,7501910000
2011-10-28,7520500000
2011-10-31,7493460000
2011-11-01,7290660000
2011-11-02,7461350000
2011-11-03,7505289999
2011-11-04,7495150000
2011-11-07,7476560000
2011-11-08,7518810000
2011-11-09,7317699999
2011-11-10,7359949999
2011-11-11,7515430000
2011-11-14,7427550000
2011-11-15,7510360000
2011-11-16,7376850000
2011-11-17,7322770000
2011-11-18,7363330000
2011-11-21,7283900000
2011-11-22,7196020000
2011-11-23,7092930000
2011-11-25,7108140000
2011-11-28,7226440000
2011-11-29,7324460000
2011-11-30,7571199999
2011-12-01,7567820000
2011-12-02,7432619999
2011-12-05,7522190000
2011-12-06,7562750000
2011-12-07,7518810000
2011-12-08,7398820000
2011-12-09,7503600000
2011-12-12,7466420000
2011-12-13,7476560000
2011-12-14,7437690000
2011-12-15,7407270000
2011-12-16,7397130000
2011-12-19,7510360000
2011-12-20,7706400000
2011-12-21,7801039999
2011-12-22,7794280000
2011-12-23,7865260000
2011-12-27,7915960000
2011-12-28,7856810000
2011-12-29,7910890000
2011-12-30,7829770000
2012-01-03,7792800000
2012-01-04,7753700000
2012-01-05,7809800000
2012-01-06,7741800000
2012-01-09,7741800000
2012-01-10,7775800000
2012-01-11,7750300000
2012-01-12,7750300000
2012-01-13,7735000000
2012-01-17,7748600000
2012-01-18,7743499999
2012-01-19,7665300000
2012-01-20,7757100000
2012-01-23,7704400000
2012-01-24,7660200000
2012-01-25,7820000000
2012-01-26,7860800000
2012-01-27,7753700000
2012-01-30,7689099999
2012-01-31,7695900000
2012-02-01,7731599999
2012-02-02,7745200000
2012-02-03,7769000000
2012-02-06,7690800000
2012-02-07,7865900000
2012-02-08,7886300000
2012-02-09,7848900000
2012-02-10,7803000000
2012-02-13,7770700000
2012-02-14,7723100000
2012-02-15,7695900000
2012-02-16,7811500000
2012-02-17,7854000000
2012-02-21,7860800000
2012-02-22,7865900000
2012-02-23,7927100000
2012-02-24,7933900000
2012-02-27,7857400000
2012-02-28,7867600000
2012-02-29,7809800000
2012-03-01,7869300000
2012-03-02,7860800000
2012-03-05,7862500000
2012-03-06,7792800000
2012-03-07,7852300000
2012-03-08,7959400000
2012-03-09,8010400000
2012-03-12,8083499999
2012-03-13,8166800000
2012-03-14,7993400000
2012-03-15,7915200000
2012-03-16,7961100000
2012-03-19,7908400000
2012-03-20,7894800000
2012-03-21,7843800000
2012-03-22,7837000000
2012-03-23,7906700000
2012-03-26,8018900000
2012-03-27,8005300000
2012-03-28,7928800000
2012-03-29,7935600000
2012-03-30,7959400000
2012-04-02,7984900000
2012-04-03,7986599999
2012-04-04,7983200000
2012-04-05,7923700000
2012-04-09,7879500000
2012-04-10,7785999999
2012-04-11,7828499999
2012-04-12,7886300000
2012-04-13,7847199999
2012-04-16,7957700000
2012-04-17,8007000000
2012-04-18,7974699999
2012-04-19,7915200000
2012-04-20,8022300000
2012-04-23,7995100000
2012-04-24,8097100000
2012-04-25,8134500000
2012-04-26,8177000000
2012-04-27,8158300000
2012-04-30,8154900000
2012-05-01,8216100000
2012-05-02,8144699999
2012-05-03,8122600000
2012-05-04,8064800000
2012-05-07,8025700000
2012-05-08,8054600000
2012-05-09,8039300000
2012-05-10,8149800000
2012-05-11,8149800000
2012-05-14,8141300000
2012-05-15,8076700000
2012-05-16,8083499999
2012-05-17,7966200000
2012-05-18,7964500000
2012-05-21,8061400000
2012-05-22,8122600000
2012-05-23,8085200000
2012-05-24,8165100000
2012-05-25,8180400000
2012-05-29,8221200000
2012-05-30,8136200000
2012-05-31,8219500000
2012-06-01,8151500000
2012-06-04,8216100000
2012-06-05,8267100000
2012-06-06,8353800000
2012-06-07,8330000000
2012-06-08,8387800000
2012-06-11,8409900000
2012-06-12,8481300000
2012-06-13,8500000000
2012-06-14,8602000000
2012-06-15,8692100000
2012-06-18,8670000000
2012-06-19,8600300000
2012-06-20,8545900000
2012-06-21,8459200000
2012-06-22,8450700000
2012-06-25,8411599999
2012-06-26,8413300000
2012-06-27,8483000000
2012-06-28,8537400000
2012-06-29,8581599999
2012-07-02,8689440000
2012-07-03,8715240000
2012-07-05,8661920000
2012-07-06,8668800000
2012-07-09,8629240000
2012-07-10,8632680000
2012-07-11,8648160000
2012-07-12,8668800000
2012-07-13,8778880000
2012-07-16,8816720000
2012-07-17,8868320000
2012-07-18,8906160000
2012-07-19,8880360000
2012-07-20,8931960000
2012-07-23,8806400000
2012-07-24,8687720000
2012-07-25,8682560000
2012-07-26,8797800000
2012-07-27,8949160000
2012-07-30,9023120000
2012-07-31,8981840000
2012-08-01,8956040000
2012-08-02,8918200000
2012-08-03,9021400000
2012-08-06,8992160000
2012-08-07,8897560000
2012-08-08,8883800000
2012-08-09,8813280000
2012-08-10,8854560000
2012-08-13,8811560000
2012-08-14,8782320000
2012-08-15,8816720000
2012-08-16,8837360000
2012-08-17,8858000000
2012-08-20,8845960000
2012-08-21,8759960000
2012-08-22,8706640000
2012-08-23,8565599999
2012-08-24,8596560000
2012-08-27,8630960000
2012-08-28,8629240000
2012-08-29,8613760000
2012-08-30,8572480000
2012-08-31,8546680000
2012-09-04,8696320000
2012-09-05,8649880000
2012-09-06,8735880000
2012-09-07,8706640000
2012-09-10,8704920000
2012-09-11,8723840000
2012-09-12,8668800000
2012-09-13,8673960000
2012-09-14,8606880000
2012-09-17,8563880000
2012-09-18,8555280000
2012-09-19,8570760000
2012-09-20,8601720000
2012-09-21,8606880000
2012-09-24,8715240000
2012-09-25,8737600000
2012-09-26,8780600000
2012-09-27,8746200000
2012-09-28,8772000000
2012-10-01,8657730000
2012-10-02,8700480000
2012-10-03,8763750000
2012-10-04,8813340000
2012-10-05,8827020000
2012-10-08,8828730000
2012-10-09,8833860000
2012-10-10,8815050000
2012-10-11,8840700000
2012-10-12,8784270000
2012-10-15,8842410000
2012-10-16,8866350000
2012-10-17,8960400000
2012-10-18,8975790000
2012-10-19,8934750000
2012-10-22,8955270000
2012-10-23,8837280000
2012-10-24,8878320000
2012-10-25,8962110000
2012-10-26,8970660000
2012-10-31,9035640000
2012-11-01,8965530000
2012-11-02,8915940000
2012-11-05,8785980000
2012-11-06,8840700000
2012-11-07,8650890000
2012-11-08,8628660000
2012-11-09,8611560000
2012-11-12,8520930000
2012-11-13,8577359999
2012-11-14,8550000000
2012-11-15,8531190000
2012-11-16,8628660000
2012-11-19,8609850000
2012-11-20,8626950000
2012-11-21,8587620000
2012-11-23,8567100000
2012-11-26,8623530000
2012-11-27,8621820000
2012-11-28,8667990000
2012-11-29,8714160000
2012-11-30,8813340000
2012-12-03,8813340000
2012-12-04,8801370000
2012-12-05,8958690000
2012-12-06,8903970000
2012-12-07,8881740000
2012-12-10,8897130000
2012-12-11,8917650000
2012-12-12,8955270000
2012-12-13,8866350000
2012-12-14,8809920000
2012-12-17,8905680000
2012-12-18,8921070000
2012-12-19,8861220000
2012-12-20,8900550000
2012-12-21,8893710000
2012-12-24,8868060000
2012-12-26,8770590000
2012-12-27,8741520000
2012-12-28,8644050000
2012-12-31,8838570000
2013-01-02,9049630000
2013-01-03,9042710000
2013-01-04,9073850000
2013-01-07,8971780000
2013-01-08,8935450000
2013-01-09,8947560000
2013-01-10,9039250000
2013-01-11,9046170000
2013-01-14,9025410000
2013-01-15,9027140000
2013-01-16,8980430000
2013-01-17,9020220000
2013-01-18,9111910000
2013-01-22,9222630000
2013-01-23,9175920000
2013-01-24,9200140000
2013-01-25,9236470000
2013-01-28,9193220000
2013-01-29,9252040000
2013-01-30,9328160000
2013-01-31,9319510000
2013-02-01,9416390000
2013-02-04,9367950000
2013-02-05,9400820000
2013-02-06,9426770000
2013-02-07,9444070000
2013-02-08,9461370000
2013-02-11,9478670000
2013-02-12,9495970000
2013-02-13,9478670000
2013-02-14,9473480000
2013-02-15,9482130000
2013-02-19,9530570000
2013-02-20,9547870000
2013-02-21,9542680000
2013-02-22,9658590000
2013-02-25,9617070000
2013-02-26,9684540000
2013-02-27,9753740000
2013-02-28,9833320000
2013-03-01,9777960000
2013-03-04,9873110000
2013-03-05,9938850000
2013-03-06,9835050000
2013-03-07,9786610000
2013-03-08,9810830000
2013-03-11,9824670000
2013-03-12,9812560000
2013-03-13,9845430000
2013-03-14,9774500000
2013-03-15,9767580000
2013-03-18,9729520000
2013-03-19,9717410000
2013-03-20,9784880000
2013-03-21,9745090000
2013-03-22,9755470000
2013-03-25,9724330000
2013-03-26,9835050000
2013-03-27,9861000000
2013-03-28,10059950000
2013-04-01,10125060000
2013-04-02,10145940000
2013-04-03,10130280000
2013-04-04,10191180000
2013-04-05,10189440000
2013-04-08,10281660000
2013-04-09,10152900000
2013-04-10,10250340000
2013-04-11,10297320000
2013-04-12,10415640000
2013-04-15,10420860000
2013-04-16,10565280000
2013-04-17,10652280000
2013-04-18,10666200000
2013-04-19,10697520000
2013-04-22,10793220000
2013-04-23,10774080000
2013-04-24,10760160000
2013-04-25,10695780000
2013-04-26,10697520000
2013-04-29,10687080000
2013-04-30,10789740000
2013-05-01,10725360000
2013-05-02,10714920000
2013-05-03,10747980000
2013-05-06,10579200000
2013-05-07,10655760000
2013-05-08,10605300000
2013-05-09,10394760000
2013-05-10,10406940000
2013-05-13,10346040000
2013-05-14,10464360000
2013-05-15,10568760000
2013-05-16,10516560000
2013-05-17,10626180000
2013-05-20,10591380000
2013-05-21,10586160000
2013-05-22,10406940000
2013-05-23,10257300000
2013-05-24,10107660000
2013-05-28,10020660000
2013-05-29,9810120000
2013-05-30,9985860000
2013-05-31,9860580000
2013-06-03,9891900000
2013-06-04,9843180000
2013-06-05,9768360000
2013-06-06,9886680000
2013-06-07,9994560000
2013-06-10,9937140000
2013-06-11,9919740000
2013-06-12,9822300000
2013-06-13,9924960000
2013-06-14,9900600000
2013-06-17,9926700000
2013-06-18,10006740000
2013-06-19,9782280000
2013-06-20,9474300000
2013-06-21,9573480000
2013-06-24,9521280000
2013-06-25,9667440000
2013-06-26,9829260000
2013-06-27,9869280000
2013-06-28,9921480000
2013-07-01,9800000000
2013-07-02,9828000000
2013-07-03,9812250000
2013-07-05,9793000000
2013-07-08,9887500000
2013-07-09,9950500000
2013-07-10,10060750000
2013-07-11,10235750000
2013-07-12,10272500000
2013-07-15,10395000000
2013-07-16,10356500000
2013-07-17,10363500000
2013-07-18,10501750000
2013-07-19,10463250000
2013-07-22,10494750000
2013-07-23,10547250000
2013-07-24,10370500000
2013-07-25,10426500000
2013-07-26,10445750000
2013-07-29,10512250000
2013-07-30,10606750000
2013-07-31,10526250000
2013-08-01,10659250000
2013-08-02,10666250000
2013-08-05,10578750000
2013-08-06,10531500000
2013-08-07,10517500000
2013-08-08,10582250000
2013-08-09,10542000000
2013-08-12,10489500000
2013-08-13,10410750000
2013-08-14,10328500000
2013-08-15,10193750000
2013-08-16,10064250000
2013-08-19,9999500000
2013-08-20,10064250000
2013-08-21,9943500000
2013-08-22,9966250000
2013-08-23,10032750000
2013-08-26,9982000000
2013-08-27,10006500000
2013-08-28,10020500000
2013-08-29,9978500000
2013-08-30,9957500000
2013-09-03,9807000000
2013-09-04,9787750000
2013-09-05,9679250000
2013-09-06,9761500000
2013-09-09,9842000000
2013-09-10,9933000000
2013-09-11,9955750000
2013-09-12,9780750000
2013-09-13,9800000000
2013-09-16,9814000000
2013-09-17,9859500000
2013-09-18,10155250000
2013-09-19,10111500000
2013-09-20,10003000000
2013-09-23,10066000000
2013-09-24,10003000000
2013-09-25,9908500000
2013-09-26,9910250000
2013-09-27,9836750000
2013-09-30,9936780000
2013-10-01,9959790000
2013-10-02,9988110000
2013-10-03,9818190000
2013-10-04,9798720000
2013-10-07,9719070000
2013-10-08,9798720000
2013-10-09,9881910000
2013-10-10,10018200000
2013-10-11,10064220000
2013-10-14,10012890000
2013-10-15,9896070000
2013-10-16,9979260000
2013-10-17,10122630000
2013-10-18,10122630000
2013-10-21,10065990000
2013-10-22,10152720000
2013-10-23,10280160000
2013-10-24,10181040000
2013-10-25,10457160000
2013-10-28,10487250000
2013-10-29,10510260000
2013-10-30,10443000000
2013-10-31,10412910000
2013-11-01,10457160000
2013-11-04,10556280000
2013-11-05,10506720000
2013-11-06,10570440000
2013-11-07,10444770000
2013-11-08,10443000000
2013-11-11,10418220000
2013-11-12,10283700000
2013-11-13,10264230000
2013-11-14,10414680000
2013-11-15,10466010000
2013-11-18,10446540000
2013-11-19,10359810000
2013-11-20,10356270000
2013-11-21,10379280000
2013-11-22,10370430000
2013-11-25,10266000000
