,NTRS
2009-04-08,13727030464
2009-04-09,15097378960
2009-04-13,15431725156
2009-04-14,14395722857
2009-04-15,15193915538
2009-04-16,15012615135
2009-04-17,14847796588
2009-04-20,13691712204
2009-04-21,13225511169
2009-04-22,12643937151
2009-04-23,13411520673
2009-04-24,13084238128
2009-04-27,12952383290
2009-04-28,12519145965
2009-04-29,12950028740
2009-04-30,12799337496
2009-05-01,12427318489
2009-05-04,13100719983
2009-05-05,12606264340
2009-05-06,13046565317
2009-05-07,12326072809
2009-05-08,13018310709
2009-05-11,12410836634
2009-05-12,12599200688
2009-05-13,12337845563
2009-05-14,12950028740
2009-05-15,12608618891
2009-05-18,12924128682
2009-05-19,12335491012
2009-05-20,11987017511
2009-05-21,12125936002
2009-05-22,12243663536
2009-05-26,12931192334
2009-05-27,12578009732
2009-05-28,13060692621
2009-05-29,13573984670
2009-06-01,13310274994
2009-06-02,13121910939
2009-06-03,13015956159
2009-06-04,13458611686
2009-06-05,13088947230
2009-06-08,13039501665
2009-06-09,13270247632
2009-06-10,12947674189
2009-06-11,13032438013
2009-06-12,12994765202
2009-06-15,12756955584
2009-06-16,12415545735
2009-06-17,12043526728
2009-06-18,12361391070
2009-06-19,12782855641
2009-06-22,12215408927
2009-06-23,12213054377
2009-06-24,12429673039
2009-06-25,12683964513
2009-06-26,12479118604
2009-06-29,12716928222
2009-06-30,12959194668
2009-07-01,12910911529
2009-07-02,12737092226
2009-07-06,13072660046
2009-07-07,12915739843
2009-07-08,13094387459
2009-07-09,13369601355
2009-07-10,13111286558
2009-07-13,13705169175
2009-07-14,13772765570
2009-07-15,14146959902
2009-07-16,14110747548
2009-07-17,13936928245
2009-07-20,13980383071
2009-07-21,13891059262
2009-07-22,13987625542
2009-07-23,14209727984
2009-07-24,13929685774
2009-07-27,14038322838
2009-07-28,13961069815
2009-07-29,14132474960
2009-07-30,14494598507
2009-07-31,14439072897
2009-08-03,14571851531
2009-08-04,14772226560
2009-08-05,14810853072
2009-08-06,14682902752
2009-08-07,14895348566
2009-08-10,14820509700
2009-08-11,14682902752
2009-08-12,14738428362
2009-08-13,14726357578
2009-08-14,14767398246
2009-08-17,14460800310
2009-08-18,14576679845
2009-08-19,14465628624
2009-08-20,14752913304
2009-08-21,14569437374
2009-08-24,14315950891
2009-08-25,14511497606
2009-08-26,14451143682
2009-08-27,14434244583
2009-08-28,14132474960
2009-08-31,14113161705
2009-09-01,13601360425
2009-09-02,13714825803
2009-09-03,13854846908
2009-09-04,14093848449
2009-09-08,14180758100
2009-09-09,14200071356
2009-09-10,14204899670
2009-09-11,14142131588
2009-09-14,14318365048
2009-09-15,14296637635
2009-09-16,14484941880
2009-09-17,14192828885
2009-09-18,14178343943
2009-09-21,14079363507
2009-09-22,14207313827
2009-09-23,14161444844
2009-09-24,14040736995
2009-09-25,13907958361
2009-09-28,14166273158
2009-09-29,14110747548
2009-09-30,14048780640
2009-10-01,13790317860
2009-10-02,13642969920
2009-10-05,13894186080
2009-10-06,13973898900
2009-10-07,14058442800
2009-10-08,14374878540
2009-10-09,14601939300
2009-10-12,14558459580
2009-10-13,14285503560
2009-10-14,14292750180
2009-10-15,14469084600
2009-10-16,14070520500
2009-10-19,14077767120
2009-10-20,13877277300
2009-10-21,13082564640
2009-10-22,13019760600
2009-10-23,12836179560
2009-10-26,12546314760
2009-10-27,12469017480
2009-10-28,12072868920
2009-10-29,12394135740
2009-10-30,12138088500
2009-11-02,12239541180
2009-11-03,11990740560
2009-11-04,12026973660
2009-11-05,12179152680
2009-11-06,12012480420
2009-11-09,12314422920
2009-11-10,12307176300
2009-11-11,12473848560
2009-11-12,11879625720
2009-11-13,11604254160
2009-11-16,11572852140
2009-11-17,11737108860
2009-11-18,11758848720
2009-11-19,11514879180
2009-11-20,11411010960
2009-11-23,11633240640
2009-11-24,11611500780
2009-11-25,11645318340
2009-11-27,11519710260
2009-11-30,11954507460
2009-12-01,11927936520
2009-12-02,12082531080
2009-12-03,11778173040
2009-12-04,11761264260
2009-12-07,11611500780
2009-12-08,11425504200
2009-12-09,11471399460
2009-12-10,11512463640
2009-12-11,11623578480
2009-12-14,11722615620
2009-12-15,11688798060
2009-12-16,11828899380
2009-12-17,11802328440
2009-12-18,12094608780
2009-12-21,12229879020
2009-12-22,12386889120
2009-12-23,12534237060
2009-12-24,12609118800
2009-12-28,12642936360
2009-12-29,12626027580
2009-12-30,12708155940
2009-12-31,12666346927
2010-01-04,12697771070
2010-01-05,12680850377
2010-01-06,12497140002
2010-01-07,12615584849
2010-01-08,12671181410
2010-01-11,12337602045
2010-01-12,12315846869
2010-01-13,12460881375
2010-01-14,12400450331
2010-01-15,12460881375
2010-01-19,12673598652
2010-01-20,13401188428
2010-01-21,12934660764
2010-01-22,12586577948
2010-01-25,12567240014
2010-01-26,12311012385
2010-01-27,12688102103
2010-01-28,12470550343
2010-01-29,12211905472
2010-02-01,12610750366
2010-02-02,12598664157
2010-02-03,12475384826
2010-02-04,12059619240
2010-02-05,12216739956
2010-02-08,12083791658
2010-02-09,12105546834
2010-02-10,12221574439
2010-02-11,12168395120
2010-02-12,12088626141
2010-02-16,12325515836
2010-02-17,12530981387
2010-02-18,12683267619
2010-02-19,13198140118
2010-02-22,13210226327
2010-02-23,12922574555
2010-02-24,12946746973
2010-02-25,12837971093
2010-02-26,12881481445
2010-03-01,12917740072
2010-03-02,12910488346
2010-03-03,12922574555
2010-03-04,12995091809
2010-03-05,13268240130
2010-03-08,13270657372
2010-03-09,13246484954
2010-03-10,13060357337
2010-03-11,13065191820
2010-03-12,13045853886
2010-03-15,13115953898
2010-03-16,13248902196
2010-03-17,13488209132
2010-03-18,13444698780
2010-03-19,13403605670
2010-03-22,13447116022
2010-03-23,13485791890
2010-03-24,13333505658
2010-03-25,13531719484
2010-03-26,13379433252
2010-03-29,13340757383
2010-03-30,13210226327
2010-03-31,13375450852
2010-04-01,13709474055
2010-04-05,13837758328
2010-04-06,13905531152
2010-04-07,13774826421
2010-04-08,13995088098
2010-04-09,14041076799
2010-04-12,14225031607
2010-04-13,14285543056
2010-04-14,14271020309
2010-04-15,14195986111
2010-04-16,13891008404
2010-04-19,14128213287
2010-04-20,13402075890
2010-04-21,13247166579
2010-04-22,13465007798
2010-04-23,13629598941
2010-04-26,13387553142
2010-04-27,13152768717
2010-04-28,13160030091
2010-04-29,13469848714
2010-04-30,13307678029
2010-05-03,13288314365
2010-05-04,13051109482
2010-05-05,13053529940
2010-05-06,12506506434
2010-05-07,12537972388
2010-05-10,13339143982
2010-05-11,13179393755
2010-05-12,13394814516
2010-05-13,13138245969
2010-05-14,12871995590
2010-05-17,13026904902
2010-05-18,12777597729
2010-05-19,12671097577
2010-05-20,12126494529
2010-05-21,12557336052
2010-05-24,12259619719
2010-05-25,12291085673
2010-05-26,12218471933
2010-05-27,12579120174
2010-05-28,12298347047
2010-06-01,12058721706
2010-06-02,12370960786
2010-06-03,12327392543
2010-06-04,11865085066
2010-06-07,11739221251
2010-06-08,11874766898
2010-06-09,11799732701
2010-06-10,11981267050
2010-06-11,12085346744
2010-06-14,11942539722
2010-06-15,12286244757
2010-06-16,12421790404
2010-06-17,12320131169
2010-06-18,12174903689
2010-06-21,11954642012
2010-06-22,11765846289
2010-06-23,11727118961
2010-06-24,11482652704
2010-06-25,11724698503
2010-06-28,11690812091
2010-06-29,11477811788
2010-06-30,11307212328
2010-07-01,11275736148
2010-07-02,11091721558
2010-07-06,11128040227
2010-07-07,11897996013
2010-07-08,11597761681
2010-07-09,11750300092
2010-07-12,11885889790
2010-07-13,12140120474
2010-07-14,12052955668
2010-07-15,12040849445
2010-07-16,11709138933
2010-07-19,11757563826
2010-07-20,11941578416
2010-07-21,11418589580
2010-07-22,11372585933
2010-07-23,11503333142
2010-07-26,11675241509
2010-07-27,11684926487
2010-07-28,11534809322
2010-07-29,11498490652
2010-07-30,11377428422
2010-08-02,11747878847
2010-08-03,11699453955
2010-08-04,11745457603
2010-08-05,11890732279
2010-08-06,11759985070
2010-08-09,11859256099
2010-08-10,11897996013
2010-08-11,11888311035
2010-08-12,12152226697
2010-08-13,11958527128
2010-08-16,12016636999
2010-08-17,12227285280
2010-08-18,12060219402
2010-08-19,11694611466
2010-08-20,11694611466
2010-08-23,11554179278
2010-08-24,11365322199
2010-08-25,11258787436
2010-08-26,11103827781
2010-08-27,11391955890
2010-08-30,11098985292
2010-08-31,11169201385
2010-09-01,11476699451
2010-09-02,11433117048
2010-09-03,11830201164
2010-09-07,11551758034
2010-09-08,11580812969
2010-09-09,11607446660
2010-09-10,11549336789
2010-09-13,11859256099
2010-09-14,11769670049
2010-09-15,11786618761
2010-09-16,11924629704
2010-09-17,11873783567
2010-09-20,11980318330
2010-09-21,11728508890
2010-09-22,11510596875
2010-09-23,11372585933
2010-09-24,11776933783
2010-09-27,11614710394
2010-09-28,11646186574
2010-09-29,11578391725
2010-09-30,11684403360
2010-10-01,11800666080
2010-10-04,11546341380
2010-10-05,11771600400
2010-10-06,11841842460
2010-10-07,11679559080
2010-10-08,11711046900
2010-10-11,11856375300
2010-10-12,11931461640
2010-10-13,11984748720
2010-10-14,11941150200
2010-10-15,11805510360
2010-10-18,12147032100
2010-10-19,11938728060
2010-10-20,11849108880
2010-10-21,11483365740
2010-10-22,11580251340
2010-10-25,11631116280
2010-10-26,12248761980
2010-10-27,12185786340
2010-10-28,12115544280
2010-10-29,12021080820
2010-11-01,11967793740
2010-11-02,12258450540
2010-11-03,12212429880
2010-11-04,12505508820
2010-11-05,12566062320
2010-11-08,12425578200
2010-11-09,12239073420
2010-11-10,12459488160
2010-11-11,12401356800
2010-11-12,12256028400
2010-11-15,12425578200
2010-11-16,12253606260
2010-11-17,12214852020
2010-11-18,12365024700
2010-11-19,12394090380
2010-11-22,12319004040
2010-11-23,12193052760
2010-11-24,12394090380
2010-11-26,12287516220
2010-11-29,12253606260
2010-11-30,12183364200
2010-12-01,12478865280
2010-12-02,12834919860
2010-12-03,12793743480
2010-12-06,12750144960
2010-12-07,12718657140
2010-12-08,12728345700
2010-12-09,12982670400
2010-12-10,13103777400
2010-12-13,13190974440
2010-12-14,13200663000
2010-12-15,13115888100
2010-12-16,13249105800
2010-12-17,13142531640
2010-12-20,13140109500
2010-12-21,13297548600
2010-12-22,13498586220
2010-12-23,13394434200
2010-12-27,13462254120
2010-12-28,13491319800
2010-12-29,13445299140
2010-12-30,13442877000
2010-12-31,13416210636
2011-01-03,13542116240
2011-01-04,13559065072
2011-01-05,13692234461
2011-01-06,13643809228
2011-01-07,13379891712
2011-01-10,13246722323
2011-01-11,13280619985
2011-01-12,13534852455
2011-01-13,13438001991
2011-01-14,13530009932
2011-01-18,13471899653
2011-01-19,12709202243
2011-01-20,12810895231
2011-01-21,12810895231
2011-01-24,12726151074
2011-01-25,12733414859
2011-01-26,12723729813
2011-01-27,12714044766
2011-01-28,12515501313
2011-01-31,12585717900
2011-02-01,12663198272
2011-02-02,12561505284
2011-02-03,12595402947
2011-02-04,12551820238
2011-02-07,12619615563
2011-02-08,12709202243
2011-02-09,12617194301
2011-02-10,12595402947
2011-02-11,12798788923
2011-02-14,12745521167
2011-02-15,12791525138
2011-02-16,13074812748
2011-02-17,13084497794
2011-02-18,13207982137
2011-02-22,12820580277
2011-02-23,12687410888
2011-02-24,12624458086
2011-02-25,12641406918
2011-02-28,12486446174
2011-03-01,12367804354
2011-03-02,12365383093
2011-03-03,12549398976
2011-03-04,12454969773
2011-03-07,12333906692
2011-03-08,12573611592
2011-03-09,12605087993
2011-03-10,12333906692
2011-03-11,12336327953
2011-03-14,12239477489
2011-03-15,12050619082
2011-03-16,11922292216
2011-03-17,12060304129
2011-03-18,12091780530
2011-03-21,12210422349
2011-03-22,12212843611
2011-03-23,12191052256
2011-03-24,12353276785
2011-03-25,12270953890
2011-03-28,12205579826
2011-03-29,12239477489
2011-03-30,12377489401
2011-03-31,12255322896
2011-04-01,12482318039
2011-04-04,12511296142
2011-04-05,12484732881
2011-04-06,12639282766
2011-04-07,12615134346
2011-04-08,12586156243
2011-04-11,12644112450
2011-04-12,12547518772
2011-04-13,12467828987
2011-04-14,12467828987
2011-04-15,12504051617
2011-04-18,12412287623
2011-04-19,11753035770
2011-04-20,11839970080
2011-04-21,11924489549
2011-04-25,11827895871
2011-04-26,11989690281
2011-04-27,12042816804
2011-04-28,12054891014
2011-04-29,12071794908
2011-05-02,11871363026
2011-05-03,11922074707
2011-05-04,11871363026
2011-05-05,11743376402
2011-05-06,11695079563
2011-05-09,11714398299
2011-05-10,11900341129
2011-05-11,11695079563
2011-05-12,11789258399
2011-05-13,11649197566
2011-05-16,11743376402
2011-05-17,11842384922
2011-05-18,11951052810
2011-05-19,11938978600
2011-05-20,11815821661
2011-05-23,11719227983
2011-05-24,11738546718
2011-05-25,11745791244
2011-05-26,11716813141
2011-05-27,11699909247
2011-05-31,11782013874
2011-06-01,11475328946
2011-06-02,11504307049
2011-06-03,11405298529
2011-06-06,11366661058
2011-06-07,11296630642
2011-06-08,11207281489
2011-06-09,11434276633
2011-06-10,11294215800
2011-06-13,11422202423
2011-06-14,11456010210
2011-06-15,11195207280
2011-06-16,11192792438
2011-06-17,11299045484
2011-06-20,11243504119
2011-06-21,11308704851
2011-06-22,11166229176
2011-06-23,10989945714
2011-06-24,10861959091
2011-06-27,10934404349
2011-06-28,10929574665
2011-06-29,11142080757
2011-06-30,11075968926
2011-07-01,11206104331
2011-07-05,11030180543
2011-07-06,11085608586
2011-07-07,11230203480
2011-07-08,11054279692
2011-07-11,10839797265
2011-07-12,10919324457
2011-07-13,10926554201
2011-07-14,10709661860
2011-07-15,10673513136
2011-07-18,10456620794
2011-07-19,10516868667
2011-07-20,10649413987
2011-07-21,11049459862
2011-07-22,11066329266
2011-07-25,10981982244
2011-07-26,10989211989
2011-07-27,10810878286
2011-07-28,10757860158
2011-07-29,10822927860
2011-08-01,10791598966
2011-08-02,10372273772
2011-08-03,10446981134
2011-08-04,9899930450
2011-08-05,9952948578
2011-08-08,9073329636
2011-08-09,9408307808
2011-08-10,8707022569
2011-08-11,8955243805
2011-08-12,8846797634
2011-08-15,9068509806
2011-08-16,8969703295
2011-08-17,8976933039
2011-08-18,8519049206
2011-08-19,8381684056
2011-08-22,8458801334
2011-08-23,8726301889
2011-08-24,9029951167
2011-08-25,8960063635
2011-08-26,8972113209
2011-08-29,9355289680
2011-08-30,9295041807
2011-08-31,9258893084
2011-09-01,9162496487
2011-09-02,8803419166
2011-09-06,8678103590
2011-09-07,9015491678
2011-09-08,8779320017
2011-09-09,8557607845
2011-09-12,8656414356
2011-09-13,8615445803
2011-09-14,8810648910
2011-09-15,8962473550
2011-09-16,8916685167
2011-09-19,8596166483
2011-09-20,8588936739
2011-09-21,8393733631
2011-09-22,8200940438
2011-09-23,8261188311
2011-09-26,8451571589
2011-09-27,8579297079
2011-09-28,8384093971
2011-09-29,8678103590
2011-09-30,8430879599
2011-10-03,8197090199
2011-10-04,8681540400
2011-10-05,8765897400
2011-10-06,8847844200
2011-10-07,8597183400
2011-10-10,9023788800
2011-10-11,8992456200
2011-10-12,9165990600
2011-10-13,8881587000
2011-10-14,8900868600
2011-10-17,8953893000
2011-10-18,9346755600
2011-10-19,9141888600
2011-10-20,9305782200
2011-10-21,9638389800
2011-10-24,9787822200
2011-10-25,9491367600
2011-10-26,9604647000
2011-10-27,10224068400
2011-10-28,10127660400
2011-10-31,9754079400
2011-11-01,9327474000
2011-11-02,9570904200
2011-11-03,9780591600
2011-11-04,9561263400
2011-11-07,9645620400
2011-11-08,9833616000
2011-11-09,9284090400
2011-11-10,9356396400
2011-11-11,9645620400
2011-11-14,9356396400
2011-11-15,9421471800
2011-11-16,9127427400
2011-11-17,8939431800
2011-11-18,8903278800
2011-11-21,8833383000
2011-11-22,8676720000
2011-11-23,8459802000
2011-11-25,8454981600
2011-11-28,8575491600
2011-11-29,8529697800
2011-11-30,9069582600
2011-12-01,8997276600
2011-12-02,9223835400
2011-12-05,9493777800
2011-12-06,9619108200
2011-12-07,9766130400
2011-12-08,9392549400
2011-12-09,9578134800
2011-12-12,9460035000
2011-12-13,9438343200
2011-12-14,9460035000
2011-12-15,9457624800
2011-12-16,9394959600
2011-12-19,9228655800
2011-12-20,9505828800
2011-12-21,9549212400
2011-12-22,9768540600
2011-12-23,9807103800
2011-12-27,9703465200
2011-12-28,9510649200
2011-12-29,9626338800
2011-12-30,9558853200
2012-01-03,9802723181
2012-01-04,9790668676
2012-01-05,9875050209
2012-01-06,9887104713
2012-01-09,9983540751
2012-01-10,10125783906
2012-01-11,10188467330
2012-01-12,10251150754
2012-01-13,10166769221
2012-01-17,10108907599
2012-01-18,9937733633
2012-01-19,10154714717
2012-01-20,10383750305
2012-01-23,10407859314
2012-01-24,10316245079
2012-01-25,10188467330
2012-01-26,9903981020
2012-01-27,10046224175
2012-01-30,9971486246
2012-01-31,9925679128
2012-02-01,10161947419
2012-02-02,10222219943
2012-02-03,10629662200
2012-02-06,10644127605
2012-02-07,10648949407
2012-02-08,10653771209
2012-02-09,10622429497
2012-02-10,10518760757
2012-02-13,10523582559
2012-02-14,10465720937
2012-02-15,10410270215
2012-02-16,10571800578
2012-02-17,10579033280
2012-02-21,10542869766
2012-02-22,10371695800
2012-02-23,10579033280
2012-02-24,10574211478
2012-02-27,10711632831
2012-02-28,10701989228
2012-02-29,10706811030
2012-03-01,10839410581
2012-03-02,10832177878
2012-03-05,10687523822
2012-03-06,10485008144
2012-03-07,10521171658
2012-03-08,10600731389
2012-03-09,10675469318
2012-03-12,10757439949
2012-03-13,10986475538
2012-03-14,11075678872
2012-03-15,11379452389
2012-03-16,11396328696
2012-03-19,11480710228
2012-03-20,11478299327
2012-03-21,11427670408
2012-03-22,11319179866
2012-03-23,11393917795
2012-03-26,11548215454
2012-03-27,11446957615
2012-03-28,11459012120
2012-03-29,11355343380
2012-03-30,11439724912
2012-04-02,11522287129
2012-04-03,11539150188
2012-04-04,11331975466
2012-04-05,11346429516
2012-04-09,11134436778
2012-04-10,10912808006
2012-04-11,11086256610
2012-04-12,11271750256
2012-04-13,11009168342
2012-04-16,11119982728
2012-04-17,11291022323
2012-04-18,11213934055
2012-04-19,11192252979
2012-04-20,11158526862
2012-04-23,11035667434
2012-04-24,11182616946
2012-04-25,11300658357
2012-04-26,11363292575
2012-04-27,11462061919
2012-04-30,11457243902
2012-05-01,11519878120
2012-05-02,11351247533
2012-05-03,11331975466
2012-05-04,11228388105
2012-05-07,11257296206
2012-05-08,11136845786
2012-05-09,10879081889
2012-05-10,10929671065
2012-05-11,10869445855
2012-05-14,10645408075
2012-05-15,10688770226
2012-05-16,10592409890
2012-05-17,10496049555
2012-05-18,10399689219
2012-05-21,10433415337
2012-05-22,10447869387
2012-05-23,10484004513
2012-05-24,10517730630
2012-05-25,10476777488
2012-05-29,10585182865
2012-05-30,10322600951
2012-05-31,10402098228
2012-06-01,10050383003
2012-06-04,10019065894
2012-06-05,9992566801
2012-06-06,10211786565
2012-06-07,10300919875
2012-06-08,10423779303
2012-06-11,10315373925
2012-06-12,10524957655
2012-06-13,10365963102
2012-06-14,10512912613
2012-06-15,10683952209
2012-06-18,10599636916
2012-06-19,10753813452
2012-06-20,10727314360
2012-06-21,10428597320
2012-06-22,10585182865
2012-06-25,10469550462
2012-06-26,10534593689
2012-06-27,10587591874
2012-06-28,10602045924
2012-06-29,11086256610
2012-07-02,11134985598
2012-07-03,11199849592
2012-07-05,11303151508
2012-07-06,11168618780
2012-07-09,11156606930
2012-07-10,11002855241
2012-07-11,11209459073
2012-07-12,11007659981
2012-07-13,11303151508
2012-07-16,11298346768
2012-07-17,11307956248
2012-07-18,11108559527
2012-07-19,11050902644
2012-07-20,10882736734
2012-07-23,10825079850
2012-07-24,10767422967
2012-07-25,10707363713
2012-07-26,10916369916
2012-07-27,11110961897
2012-07-30,10981233909
2012-07-31,10906760435
2012-08-01,10822677480
2012-08-02,10592049947
2012-08-03,10925979396
2012-08-06,10882736734
2012-08-07,11053305014
2012-08-08,11070121605
2012-08-09,11091742936
2012-08-10,11103754787
2012-08-13,11106157157
2012-08-14,11130180858
2012-08-15,11168618780
2012-08-16,11334382320
2012-08-17,11348796541
2012-08-20,11315163359
2012-08-21,11279127807
2012-08-22,11262311216
2012-08-23,11094145306
2012-08-24,11163814040
2012-08-27,11115766637
2012-08-28,11125376118
2012-08-29,11142192709
2012-08-30,11091742936
2012-08-31,11156606930
2012-09-04,11231080404
2012-09-05,11228678034
2012-09-06,11509755340
2012-09-07,11528974301
2012-09-10,11315163359
2012-09-11,11396843944
2012-09-12,11516962451
2012-09-13,11742785244
2012-09-14,11802844497
2012-09-17,11685128360
2012-09-18,11656299919
2012-09-19,11490536379
2012-09-20,11471317418
2012-09-21,11492938749
2012-09-24,11473719788
2012-09-25,11281530177
2012-09-26,11149399819
2012-09-27,11183033001
2012-09-28,11149399819
2012-10-01,11225697280
2012-10-02,11302323200
2012-10-03,11366976320
2012-10-04,11424445760
2012-10-05,11338241600
2012-10-08,11280772160
2012-10-09,11194568000
2012-10-10,11206540800
2012-10-11,11266404800
2012-10-12,11084418240
2012-10-15,11173016960
2012-10-16,11381343680
2012-10-17,11544173760
2012-10-18,11570513920
2012-10-19,11278377600
2012-10-22,11299928640
2012-10-23,11237670080
2012-10-24,11275983040
2012-10-25,11333452480
2012-10-26,11295139520
2012-10-31,11445996800
2012-11-01,11565724800
2012-11-02,11445996800
2012-11-05,11639956160
2012-11-06,11675874560
2012-11-07,11256826560
2012-11-08,11144282240
2012-11-09,11168227840
2012-11-12,11249642880
2012-11-13,11173016960
2012-11-14,11036527040
2012-11-15,11139493120
2012-11-16,11218513600
2012-11-19,11338241600
2012-11-20,11414867520
2012-11-21,11448391360
2012-11-23,11563330240
2012-11-26,11541779200
2012-11-27,11465153280
2012-11-28,11481915200
2012-11-29,11525017280
2012-11-30,11498677120
2012-12-03,11508255360
2012-12-04,11390921920
2012-12-05,11359792640
2012-12-06,11410078400
2012-12-07,11457969600
2012-12-10,11429234880
2012-12-11,11481915200
2012-12-12,11426840320
2012-12-13,11386132800
2012-12-14,11283166720
2012-12-17,11661507200
2012-12-18,11850677440
2012-12-19,11877017600
2012-12-20,12023085760
2012-12-21,12011112960
2012-12-24,12013507520
2012-12-26,11948854400
2012-12-27,11958432640
2012-12-28,11960827200
2012-12-31,11996644759
2013-01-02,12391271231
2013-01-03,12386487880
2013-01-04,12776331001
2013-01-07,12697405707
2013-01-08,12470196526
2013-01-09,12472588201
2013-01-10,12534771767
2013-01-11,12573038576
2013-01-14,12561080198
2013-01-15,12630438790
2013-01-16,11905761087
2013-01-17,11970336327
2013-01-18,12018169839
2013-01-22,12116228538
2013-01-23,12094703458
2013-01-24,12168845401
2013-01-25,12274079127
2013-01-28,12326695990
2013-01-29,12381704529
2013-01-30,12429538041
2013-01-31,12312345937
2013-02-01,12448671445
2013-02-04,12264512425
2013-02-05,12374529502
2013-02-06,12529988416
2013-02-07,12575430252
2013-02-08,12604130359
2013-02-11,12601738683
2013-02-12,12659138897
2013-02-13,12728497489
2013-02-14,12697405707
2013-02-15,12788289379
2013-02-19,12893523105
2013-02-20,12738064192
2013-02-21,12561080198
2013-02-22,12730889165
2013-02-25,12479763228
2013-02-26,12551513496
2013-02-27,12745239219
2013-02-28,12721322463
2013-03-01,12742847543
2013-03-04,12876781376
2013-03-05,13003540182
2013-03-06,12927006563
2013-03-07,13013106885
2013-03-08,13137474015
2013-03-11,13178132500
2013-03-12,13103990557
2013-03-13,13118340611
2013-03-14,13199657581
2013-03-15,13046590343
2013-03-18,12974840075
2013-03-19,12912656510
2013-03-20,13046590343
2013-03-21,12869606349
2013-03-22,13099207206
2013-03-25,13015498560
2013-03-26,13120732286
2013-03-27,13070507099
2013-03-28,13048982019
2013-04-01,13036984632
2013-04-02,13132880069
2013-04-03,13003421230
2013-04-04,13027395089
2013-04-05,12888346705
2013-04-08,13084932351
2013-04-09,13125687912
2013-04-10,13336657872
2013-04-11,13446937625
2013-04-12,13339055258
2013-04-15,12900333635
2013-04-16,12802040812
2013-04-17,12641415956
2013-04-18,12464009398
2013-04-19,12586276080
2013-04-22,12550315291
2013-04-23,12672581973
2013-04-24,12684568902
2013-04-25,12734914007
2013-04-26,12679774130
2013-04-29,12787656497
2013-04-30,12926704880
2013-05-01,12749298322
2013-05-02,12756490480
2013-05-03,12849988531
2013-05-06,12907525793
2013-05-07,12993831686
2013-05-08,13036984632
2013-05-09,13075342807
2013-05-10,13048971562
2013-05-13,13211993805
2013-05-14,13585986008
2013-05-15,13679484059
2013-05-16,13708252690
2013-05-17,13969567755
2013-05-20,13959978212
2013-05-21,13895248792
2013-05-22,13808942899
2013-05-23,13691470989
2013-05-24,13739418707
2013-05-28,14106218753
2013-05-29,14041489333
2013-05-30,14106218753
2013-05-31,13940799124
2013-06-03,13995939000
2013-06-04,13859288003
2013-06-05,13590780780
2013-06-06,13772982110
2013-06-07,13959978212
2013-06-10,14055873648
2013-06-11,13782571654
2013-06-12,13617152025
2013-06-13,13823327214
2013-06-14,13693868375
2013-06-17,13916825265
2013-06-18,13991144229
2013-06-19,13880864476
2013-06-20,13931209581
2013-06-21,13902440950
2013-06-24,13684278831
2013-06-25,13701060532
2013-06-26,13737021321
2013-06-27,13979157299
2013-06-28,13880864476
2013-07-01,14098291148
2013-07-02,14067100238
2013-07-03,14115086253
2013-07-05,14477380665
2013-07-08,14539762484
2013-07-09,14666925423
2013-07-10,14674123325
2013-07-11,14609342205
2013-07-12,14758098851
2013-07-15,14810883468
2013-07-16,14575751995
2013-07-17,14254245696
2013-07-18,14187065275
2013-07-19,14189464576
2013-07-22,14256644997
2013-07-23,14422196748
2013-07-24,14182266674
2013-07-25,14191863877
2013-07-26,14146277163
2013-07-29,14009517020
2013-07-30,13985524013
2013-07-31,14045506531
2013-08-01,14278238703
2013-08-02,14206259681
2013-08-05,14035909329
2013-08-06,13997520517
2013-08-07,13829569465
2013-08-08,13839166668
2013-08-09,13882354081
2013-08-12,13690410022
2013-08-13,13812774360
2013-08-14,13752791841
2013-08-15,13580042188
2013-08-16,13584840789
2013-08-19,13445681346
2013-08-20,13556049181
2013-08-21,13445681346
2013-08-22,13690410022
2013-08-23,13683212120
2013-08-26,13524858271
2013-08-27,13140970152
2013-08-28,13193754769
2013-08-29,13220147077
2013-08-30,13164963160
2013-09-03,13244140084
2013-09-04,13316119107
2013-09-05,13308921204
2013-09-06,13308921204
2013-09-09,13340112114
2013-09-10,13440882745
2013-09-11,13294525400
2013-09-12,13198553370
2013-09-13,13150567355
2013-09-16,13268133092
2013-09-17,13342511415
2013-09-18,13438483444
2013-09-19,13440882745
2013-09-20,13349709317
2013-09-23,13246539385
2013-09-24,13217747776
2013-09-25,13320917708
2013-09-26,13265733791
2013-09-27,13143369453
2013-09-30,12954838640
2013-10-01,13038218440
2013-10-02,12788079040
2013-10-03,12661818200
2013-10-04,12776167640
2013-10-07,12657053640
2013-10-08,12485529480
2013-10-09,12623701720
2013-10-10,13038218440
2013-10-11,13052512120
2013-10-14,13162097000
2013-10-15,12978661440
2013-10-16,13112069120
2013-10-17,13462264280
2013-10-18,13464646560
2013-10-21,13426530080
2013-10-22,13331238880
2013-10-23,13228800840
2013-10-24,13343150280
2013-10-25,13436059200
2013-10-28,13543261800
2013-10-29,13621877040
2013-10-30,13602818800
2013-10-31,13440823760
2013-11-01,13478940240
2013-11-04,13495616200
2013-11-05,13612347920
2013-11-06,13621877040
2013-11-07,13395560440
2013-11-08,13912515200
2013-11-11,13841046800
2013-11-12,13745755600
2013-11-13,13731461920
2013-11-14,13626641600
2013-11-15,13614730200
2013-11-18,13576613720
2013-11-19,13636170720
2013-11-20,13674287200
2013-11-21,13802930320
