,NTRS
2004-08-20,9293341341
2004-08-23,9339380541
2004-08-24,9348149912
2004-08-25,9433651283
2004-08-26,9455574712
2004-08-27,9427074255
2004-08-30,9376650369
2004-08-31,9438035969
2004-09-01,9370073340
2004-09-02,9400766140
2004-09-03,9363496312
2004-09-07,9479690483
2004-09-08,9317457112
2004-09-09,9319649455
2004-09-10,9339380541
2004-09-13,9328418826
2004-09-14,9231955741
2004-09-15,9181531855
2004-09-16,9170570141
2004-09-17,9282379626
2004-09-20,9192493570
2004-09-21,9315264769
2004-09-22,9220994027
2004-09-23,8995182713
2004-09-24,8955720542
2004-09-27,8837334028
2004-09-28,8878988542
2004-09-29,8931604770
2004-09-30,8912903534
2004-10-01,9019945758
2004-10-04,8965332378
2004-10-05,8954409702
2004-10-06,9094219954
2004-10-07,9030868434
2004-10-08,8974070519
2004-10-11,8936933421
2004-10-12,8725033508
2004-10-13,8676973734
2004-10-14,8491288244
2004-10-15,8510949061
2004-10-18,8530609877
2004-10-19,8513133596
2004-10-20,8591776862
2004-10-21,8676973734
2004-10-22,8663866523
2004-10-25,8648574777
2004-10-26,8851736549
2004-10-27,9109511700
2004-10-28,9172863220
2004-10-29,9293012655
2004-11-01,9336703359
2004-11-02,9391316738
2004-11-03,9603216651
2004-11-04,9819485634
2004-11-05,10040123687
2004-11-08,9928712393
2004-11-09,9869729943
2004-11-10,9847884591
2004-11-11,10009540194
2004-11-12,10094737066
2004-11-15,10092552531
2004-11-16,10066338109
2004-11-17,10088183461
2004-11-18,10092552531
2004-11-19,9906867041
2004-11-22,10072891714
2004-11-23,10147165911
2004-11-24,10234547318
2004-11-26,10267315346
2004-11-29,10269499881
2004-11-30,10276053486
2004-12-01,10450816301
2004-12-02,10487953399
2004-12-03,10472661652
2004-12-06,10453000836
2004-12-07,10404941062
2004-12-08,10435524554
2004-12-09,10332851401
2004-12-10,10501060610
2004-12-13,10579703876
2004-12-14,10608102834
2004-12-15,10741359480
2004-12-16,10758835761
2004-12-17,10562227595
2004-12-20,10514167821
2004-12-21,10712960522
2004-12-22,10669269819
2004-12-23,10691115170
2004-12-27,10658347143
2004-12-28,10651793537
2004-12-29,10651793537
2004-12-30,10640870861
2004-12-31,10612471904
2005-01-03,10361250358
2005-01-04,10271684416
2005-01-05,10232362783
2005-01-06,10352512218
2005-01-07,10186487544
2005-01-10,10149350446
2005-01-11,10048861828
2005-01-12,10016093800
2005-01-13,9954926815
2005-01-14,10061969039
2005-01-18,10276053486
2005-01-19,10027016476
2005-01-20,9775794930
2005-01-21,9675306312
2005-01-24,9651276425
2005-01-25,9598847580
2005-01-26,9625062003
2005-01-27,9522388849
2005-01-28,9456852794
2005-01-31,9533311525
2005-02-01,9622877467
2005-02-02,9539865131
2005-02-03,9500543497
2005-02-04,9684044452
2005-02-07,9677490847
2005-02-08,9734288762
2005-02-09,9601032116
2005-02-10,9681859917
2005-02-11,9799824817
2005-02-14,9767056789
2005-02-15,9710258875
2005-02-16,9546418736
2005-02-17,9397870344
2005-02-18,9275536374
2005-02-22,9133541587
2005-02-23,9144464263
2005-02-24,9168494150
2005-02-25,9229661135
2005-02-28,9229661135
2005-03-01,9509281638
2005-03-02,9518019779
2005-03-03,9472144540
2005-03-04,9734288762
2005-03-07,9699336199
2005-03-08,9607585721
2005-03-09,9424084766
2005-03-10,9469960005
2005-03-11,9343256964
2005-03-14,9498358962
2005-03-15,9410977555
2005-03-16,9367286851
2005-03-17,9338887894
2005-03-18,9428453836
2005-03-21,9327965218
2005-03-22,9212184854
2005-03-23,9199077642
2005-03-24,9087666348
2005-03-28,9159756009
2005-03-29,9142279728
2005-03-30,9325780683
2005-03-31,9474891099
2005-04-01,9407275624
2005-04-04,9402913335
2005-04-05,9474891099
2005-04-06,9710454690
2005-04-07,9791157032
2005-04-08,9773707877
2005-04-11,9723541556
2005-04-12,9871859373
2005-04-13,9719179268
2005-04-14,9544687719
2005-04-15,9368015026
2005-04-18,9553412296
2005-04-19,9751896433
2005-04-20,9581767173
2005-04-21,9699548968
2005-04-22,9666831803
2005-04-25,9793338176
2005-04-26,9767164444
2005-04-27,9882765095
2005-04-28,9649382648
2005-04-29,9815149620
2005-05-02,9922025693
2005-05-03,9874040517
2005-05-04,10199031027
2005-05-05,10188125305
2005-05-06,9943837137
2005-05-09,10020177189
2005-05-10,9917663404
2005-05-11,10037626344
2005-05-12,9889308528
2005-05-13,9778070165
2005-05-16,9967829725
2005-05-17,10089973809
2005-05-18,10292820234
2005-05-19,10225204759
2005-05-20,10076886943
2005-05-23,10103060675
2005-05-24,10129234407
2005-05-25,10063800077
2005-05-26,10140140129
2005-05-27,10144502418
2005-05-31,10039807489
2005-06-01,10100879531
2005-06-02,10033264056
2005-06-03,9961286292
2005-06-06,10072524654
2005-06-07,10068162365
2005-06-08,10094336098
2005-06-09,10083430376
2005-06-10,10002728034
2005-06-13,10033264056
2005-06-14,9946018281
2005-06-15,9998365746
2005-06-16,10057256643
2005-06-17,10105241819
2005-06-20,10098698386
2005-06-21,10033264056
2005-06-22,10131415552
2005-06-23,9882765095
2005-06-24,9965648580
2005-06-27,9832598774
2005-06-28,9937293704
2005-06-29,9956924003
2005-06-30,9939202047
2005-07-01,10063469324
2005-07-05,10246600049
2005-07-06,10141953920
2005-07-07,10072189835
2005-07-08,10211718006
2005-07-11,10353426304
2005-07-12,10490774348
2005-07-13,10643383284
2005-07-14,10608501242
2005-07-15,10671724944
2005-07-18,10686985838
2005-07-19,10728408264
2005-07-20,10990023584
2005-07-21,10950781286
2005-07-22,11164433798
2005-07-25,11066328052
2005-07-26,11107750478
2005-07-27,11068508180
2005-07-28,11160073542
2005-07-29,11075048563
2005-08-01,11035806265
2005-08-02,11022725499
2005-08-03,10957321669
2005-08-04,10863576179
2005-08-05,10748029413
2005-08-08,10769830689
2005-08-09,10806892860
2005-08-10,10802532604
2005-08-11,10896278094
2005-08-12,10896278094
2005-08-15,10915899243
2005-08-16,10710967242
2005-08-17,10819973626
2005-08-18,10852675541
2005-08-19,11007464605
2005-08-22,11077228691
2005-08-23,11000924222
2005-08-24,10950781286
2005-08-25,11051067159
2005-08-26,10881017200
2005-08-29,10939880648
2005-08-30,10798172349
2005-08-31,10865756307
2005-09-01,11033626137
2005-09-02,10939880648
2005-09-06,11125191500
2005-09-07,10933340265
2005-09-08,10861396051
2005-09-09,10881017200
2005-09-12,10841774902
2005-09-13,10654283923
2005-09-14,10641203157
2005-09-15,10580159582
2005-09-16,10761110179
2005-09-19,10761110179
2005-09-20,10634662774
2005-09-21,10479873709
2005-09-22,10512575624
2005-09-23,10652103795
2005-09-26,10713147370
2005-09-27,10752389668
2005-09-28,10652103795
2005-09-29,10946421031
2005-09-30,11002004845
2005-10-03,11121710140
2005-10-04,11028122363
2005-10-05,10912769988
2005-10-06,10858358490
2005-10-07,10782182394
2005-10-10,10788711773
2005-10-11,10669006478
2005-10-12,10562359943
2005-10-13,10682065238
2005-10-14,10871417250
2005-10-17,10965005026
2005-10-18,11058592802
2005-10-19,11402473468
2005-10-20,11339356131
2005-10-21,11343709050
2005-10-24,11472120185
2005-10-25,11376355949
2005-10-26,11395944088
2005-10-27,11385061789
2005-10-28,11578766721
2005-10-31,11665825117
2005-11-01,11404649928
2005-11-02,11400297008
2005-11-03,11080357401
2005-11-04,11132592439
2005-11-07,11315415072
2005-11-08,11319767991
2005-11-09,11454708506
2005-11-10,11591825480
2005-11-11,11611413619
2005-11-14,11426414527
2005-11-15,11317591532
2005-11-16,11221827295
2005-11-17,11263180034
2005-11-18,11311062152
2005-11-21,11324120911
2005-11-22,11252297734
2005-11-23,11372003029
2005-11-25,11404649928
2005-11-28,11419885147
2005-11-29,11478649565
2005-11-30,11467767265
2005-12-01,11552649202
2005-12-02,11639707598
2005-12-05,11496061244
2005-12-06,11533061063
2005-12-07,11472120185
2005-12-08,11472120185
2005-12-09,11718060155
2005-12-12,11718060155
2005-12-13,11868235889
2005-12-14,11933529686
2005-12-15,11866059429
2005-12-16,11792059792
2005-12-19,11689766176
2005-12-20,11665825117
2005-12-21,11620119459
2005-12-22,11557002122
2005-12-23,11639707598
2005-12-27,11513472923
2005-12-28,11356767810
2005-12-29,11315415072
2005-12-30,11278415253
2006-01-03,11385061789
2006-01-04,11369826569
2006-01-05,11385061789
2006-01-06,11524355223
2006-01-09,11469943725
2006-01-10,11391591168
2006-01-11,11472120185
2006-01-12,11367650109
2006-01-13,11415532227
2006-01-17,11435120367
2006-01-18,11128239519
2006-01-19,10795241153
2006-01-20,10756064875
2006-01-23,10769123634
2006-01-24,10808299913
2006-01-25,10951946267
2006-01-26,11293650472
2006-01-27,11302356312
2006-01-30,11385061789
2006-01-31,11363297190
2006-02-01,11306709232
2006-02-02,11206592076
2006-02-03,11265356494
2006-02-06,11335003211
2006-02-07,11263180034
2006-02-08,11450355586
2006-02-09,11406826388
2006-02-10,11520002303
2006-02-13,11402473468
2006-02-14,11417708687
2006-02-15,11358944270
2006-02-16,11480826025
2006-02-17,11380708869
2006-02-21,11308885692
2006-02-22,11711530775
2006-02-23,11626648839
2006-02-24,11559178582
2006-02-27,11589649020
2006-02-28,11474296645
2006-03-01,11596178400
2006-03-02,11600531320
2006-03-03,11543943362
2006-03-06,11491708324
2006-03-07,11561355041
2006-03-08,11506943544
2006-03-09,11439473286
2006-03-10,11572237341
2006-03-13,11589649020
2006-03-14,11709354315
2006-03-15,11626648839
2006-03-16,11567884421
2006-03-17,11641884058
2006-03-20,11613590079
2006-03-21,11609237159
2006-03-22,11602707780
2006-03-23,11533061063
2006-03-24,11574413801
2006-03-27,11548296282
2006-03-28,11478649565
2006-03-29,11463414345
2006-03-30,11454708506
2006-03-31,11433750352
2006-04-03,11388015351
2006-04-04,11390193208
2006-04-05,11472951782
2006-04-06,11444639638
2006-04-07,11390193208
2006-04-10,11499086068
2006-04-11,11466418210
2006-04-12,11385837493
2006-04-13,11486018925
2006-04-17,11490374639
2006-04-18,12470410384
2006-04-19,12507433957
2006-04-20,12492188956
2006-04-21,12553168958
2006-04-24,12577125387
2006-04-25,12622860389
2006-04-26,12755709678
2006-04-27,12932116112
2006-04-28,12825401109
2006-05-01,12677306819
2006-05-02,12720863963
2006-05-03,12707796820
2006-05-04,12834112538
2006-05-05,13006163258
2006-05-08,13010518972
2006-05-09,12934293970
2006-05-10,12762243250
2006-05-11,12577125387
2006-05-12,12496544670
2006-05-15,12577125387
2006-05-16,12413786097
2006-05-17,12128486802
2006-05-18,12056617514
2006-05-19,12309248950
2006-05-22,12307071093
2006-05-23,12256980377
2006-05-24,12237379662
2006-05-25,12283114664
2006-05-26,12337561094
2006-05-30,12006526798
2006-05-31,12178577518
2006-06-01,12409430382
2006-06-02,12511789671
2006-06-05,12206889662
2006-06-06,12141553945
2006-06-07,12161154660
2006-06-08,12156798946
2006-06-09,12089285372
2006-06-12,11880211080
2006-06-13,11701626789
2006-06-14,11740828219
2006-06-15,12023949656
2006-06-16,11956436082
2006-06-19,11801808220
2006-06-20,11734294647
2006-06-21,11845365365
2006-06-22,11801808220
2006-06-23,11688559646
2006-06-26,11834476079
2006-06-27,11564421785
2006-06-28,11762606791
2006-06-29,12084929658
2006-06-30,12034277943
2006-07-03,12029925582
2006-07-05,11860183507
2006-07-06,11794898093
2006-07-07,11723084138
2006-07-10,11662151085
2006-07-11,11699146152
2006-07-12,11690441431
2006-07-13,11533756438
2006-07-14,11566399144
2006-07-17,11768783927
2006-07-18,11858007326
2006-07-19,12338943208
2006-07-20,12404228622
2006-07-21,12186610576
2006-07-24,12395523900
2006-07-25,12502156742
2006-07-26,12476042577
2006-07-27,12371585915
2006-07-28,12573970697
2006-07-31,12428166607
2006-08-01,12299771959
2006-08-02,12310652862
2006-08-03,12375938276
2006-08-04,12460809313
2006-08-07,12506509103
2006-08-08,12397700080
2006-08-09,12243191267
2006-08-10,12212724741
2006-08-11,12238838907
2006-08-14,12243191267
2006-08-15,12445576050
2006-08-16,12513037645
2006-08-17,12502156742
2006-08-18,12493452020
2006-08-21,12421638065
2006-08-22,12406404802
2006-08-23,12404228622
2006-08-24,12267129253
2006-08-25,12153967869
2006-08-28,12186610576
2006-08-29,12164848771
2006-08-30,12223605643
2006-08-31,12184434395
2006-09-01,12217077102
2006-09-05,12299771959
2006-09-06,12186610576
2006-09-07,12116972801
2006-09-08,12293243418
2006-09-11,12241015087
2006-09-12,12358528832
2006-09-13,12397700080
2006-09-14,12373762095
2006-09-15,12469514035
2006-09-18,12406404802
2006-09-19,12489099659
2006-09-20,12591380141
2006-09-21,12534799449
2006-09-22,12454280772
2006-09-25,12602261043
2006-09-26,12652313194
2006-09-27,12708893886
2006-09-28,12735008051
2006-09-29,12715422427
2006-10-02,12677554223
2006-10-03,12989315230
2006-10-04,13113583603
2006-10-05,13080881400
2006-10-06,13080881400
2006-10-09,13069980665
2006-10-10,13174627716
2006-10-11,13080881400
2006-10-12,13107043162
2006-10-13,13032918168
2006-10-16,13198609332
2006-10-17,13198609332
2006-10-18,12960973320
2006-10-19,12503142471
2006-10-20,12450818945
2006-10-23,12603429228
2006-10-24,12498782177
2006-10-25,12511863059
2006-10-26,12660113048
2006-10-27,12666653489
2006-10-30,12804002743
2006-10-31,12801822596
2006-11-01,12647032166
2006-11-02,12575087319
2006-11-03,12616510110
2006-11-06,12760399805
2006-11-07,12801822596
2006-11-08,12817083625
2006-11-09,12701535839
2006-11-10,12762579952
2006-11-13,12775660834
2006-11-14,12708076280
2006-11-15,12666653489
2006-11-16,12684094664
2006-11-17,12638311579
2006-11-20,12679734370
2006-11-21,12599068935
2006-11-22,12601249082
2006-11-24,12479160855
2006-11-27,12287307928
2006-11-28,12320010131
2006-11-29,12426837330
2006-11-30,12418116742
2006-12-01,12311289544
2006-12-04,12729877749
2006-12-05,12636131432
2006-12-06,12509682912
2006-12-07,12557646144
2006-12-08,12500962324
2006-12-11,12492241737
2006-12-12,12596888788
2006-12-13,12620870404
2006-12-14,12657932901
2006-12-15,12936991704
2006-12-18,12936991704
2006-12-19,13035098315
2006-12-20,13157186541
2006-12-21,13279274767
2006-12-22,13224771095
2006-12-26,13303256383
2006-12-27,13362120350
2006-12-28,13314157118
2006-12-29,13231311536
2007-01-03,13414653934
2007-01-04,13296501705
2007-01-05,13121461367
2007-01-08,13241801599
2007-01-09,13351201811
2007-01-10,13414653934
2007-01-11,13462790027
2007-01-12,13471542044
2007-01-16,13637830365
2007-01-17,13165221451
2007-01-18,13257117629
2007-01-19,13252741621
2007-01-22,13261493638
2007-01-23,13208981536
2007-01-24,13335885781
2007-01-25,13171785464
2007-01-26,13134589392
2007-01-29,13176161473
2007-01-30,13230861578
2007-01-31,13292125697
2007-02-01,13355577819
2007-02-02,13272433659
2007-02-05,13563438221
2007-02-06,13622514335
2007-02-07,13653146395
2007-02-08,13648770386
2007-02-09,13552498200
2007-02-12,13567814230
2007-02-13,13602822297
2007-02-14,13723162530
2007-02-15,13804118687
2007-02-16,13801930682
2007-02-20,13863194801
2007-02-21,13793178665
2007-02-22,13817246712
2007-02-23,13742854568
2007-02-26,13646582382
2007-02-27,13108333341
2007-02-28,13193665506
2007-03-01,13147717418
2007-03-02,13020813172
2007-03-05,12802012749
2007-03-06,13082077291
2007-03-07,12904848948
2007-03-08,13001121134
2007-03-09,12996745126
2007-03-12,12898284935
2007-03-13,12432240034
2007-03-14,12655416466
2007-03-15,12696988546
2007-03-16,12657604470
2007-03-19,12823892792
2007-03-20,12939857016
2007-03-21,13419029942
2007-03-22,13349013807
2007-03-23,13425593955
2007-03-26,13386209879
2007-03-27,13195853511
2007-03-28,13079889286
2007-03-29,13213357544
2007-03-30,13158657439
2007-04-02,13169169916
2007-04-03,13329501705
2007-04-04,13254826625
2007-04-05,13408569436
2007-04-09,13360250267
2007-04-10,13287771513
2007-04-11,13272397232
2007-04-12,13268004580
2007-04-13,13441514324
2007-04-16,13738018316
2007-04-17,14117982692
2007-04-18,14197050423
2007-04-19,14043307612
2007-04-20,14188265120
2007-04-23,14109197388
2007-04-24,14049896590
2007-04-25,14245369592
2007-04-26,14150927580
2007-04-27,14082841478
2007-04-30,13825871351
2007-05-01,13843441958
2007-05-02,13929098667
2007-05-03,14021344354
2007-05-04,14003773747
2007-05-07,14080645152
2007-05-08,14078448826
2007-05-09,14291492436
2007-05-10,14104804737
2007-05-11,14238780615
2007-05-14,14076252500
2007-05-15,13992792117
2007-05-16,14133356973
2007-05-17,14063074545
2007-05-18,14093823107
2007-05-21,14071859849
2007-05-22,14102608411
2007-05-23,14117982692
2007-05-24,14010362724
2007-05-25,14177283490
2007-05-29,14166301861
2007-05-30,14280510806
2007-05-31,14293688761
2007-06-01,14284903458
2007-06-04,14313455694
2007-06-05,14060878219
2007-06-06,14023540679
2007-06-07,13738018316
2007-06-08,13997184769
2007-06-11,14098215759
2007-06-12,13880779498
2007-06-13,14240976941
2007-06-14,14243173266
2007-06-15,14357382212
2007-06-18,14357382212
2007-06-19,14445235246
2007-06-20,14278314480
2007-06-21,14315652020
2007-06-22,14082841478
2007-06-25,14034522309
2007-06-26,14043307612
2007-06-27,13986203140
2007-06-28,14232191637
2007-06-29,14109197388
2007-07-02,14243887490
2007-07-03,14294467915
2007-07-05,14221896000
2007-07-06,14279073872
2007-07-09,14371438126
2007-07-10,14219696852
2007-07-11,14182311320
2007-07-12,14705708761
2007-07-13,14569361528
2007-07-16,14762886632
2007-07-17,14930021949
2007-07-18,14802471313
2007-07-19,14591353017
2007-07-20,14290069617
2007-07-23,14378035573
2007-07-24,13876629622
2007-07-25,13894222813
2007-07-26,13658913880
2007-07-27,13674307922
2007-07-30,14070154726
2007-07-31,13735884091
2007-08-01,13810655154
2007-08-02,14089947066
2007-08-03,13588541114
2007-08-06,14356044084
2007-08-07,14472598976
2007-08-08,14892636418
2007-08-09,14186709618
2007-08-10,13964595578
2007-08-13,14070154726
2007-08-14,13408210904
2007-08-15,13307050054
2007-08-16,13940404940
2007-08-17,14261480681
2007-08-20,13685303666
2007-08-21,13731485794
2007-08-22,13797460261
2007-08-23,13419206648
2007-08-24,13575346221
2007-08-27,13595138561
2007-08-28,13098130907
2007-08-29,13375223670
2007-08-30,13406011755
2007-08-31,13515969200
2007-09-04,13599536859
2007-09-05,13397215159
2007-09-06,13298253458
2007-09-07,13051948780
2007-09-10,13161906226
2007-09-11,13370825372
2007-09-12,13313647501
2007-09-13,13597337710
2007-09-14,13711693453
2007-09-17,13639121539
2007-09-18,14514382806
2007-09-19,14641933442
2007-09-20,14378035573
2007-09-21,14402226211
2007-09-24,14166917278
2007-09-25,14307662808
2007-09-26,14455005785
2007-09-27,14626539400
2007-09-28,14573759826
2007-10-01,14911278377
2007-10-02,14926700799
2007-10-03,14873823925
2007-10-04,14911278377
2007-10-05,15351918991
2007-10-08,15589864923
2007-10-09,15876281322
2007-10-10,15951190226
2007-10-11,15559020080
2007-10-12,15510549612
2007-10-15,15371747819
2007-10-16,15724260310
2007-10-17,15259384462
2007-10-18,15389373443
2007-10-19,15124989075
2007-10-22,15369544616
2007-10-23,15926954993
2007-10-24,15995254288
2007-10-25,16078976004
2007-10-26,16380814825
2007-10-29,16473349354
2007-10-30,16347766779
2007-10-31,16570290289
2007-11-01,15750698747
2007-11-02,16048131161
2007-11-05,16224387407
2007-11-06,16902973953
2007-11-07,16418269277
2007-11-08,16779594581
2007-11-09,16768578565
2007-11-12,16938225202
2007-11-13,17671891824
2007-11-14,17299550505
2007-11-15,16706888879
2007-11-16,16814845830
2007-11-19,16526226228
2007-11-20,16779594581
2007-11-21,16468942948
2007-11-23,16951444420
2007-11-26,16383018028
2007-11-27,16717904895
2007-11-28,17555122061
2007-11-29,17588170107
2007-11-30,17843741663
2007-12-03,17696127058
2007-12-04,17720362292
2007-12-05,17528683624
2007-12-06,17621218153
2007-12-07,17266502459
2007-12-10,17676298230
2007-12-11,16856706688
2007-12-12,17085839807
2007-12-13,17072620589
2007-12-14,16614354350
2007-12-17,16405050059
2007-12-18,16374205216
2007-12-19,16585712710
2007-12-20,16850097079
2007-12-21,17048385355
2007-12-24,17255486444
2007-12-26,17299550505
2007-12-27,17002118091
2007-12-28,16902973953
2007-12-31,16872129110
2008-01-02,16316921936
2008-01-03,16757562550
2008-01-04,16118633660
2008-01-07,16222184204
2008-01-08,15675789843
2008-01-09,16081179207
2008-01-10,16435894902
2008-01-11,16336750764
2008-01-14,16303702718
2008-01-15,15373951022
2008-01-16,15979831866
2008-01-17,15752901950
2008-01-18,15248368447
2008-01-22,15420218286
2008-01-23,15691212264
2008-01-24,15473095160
2008-01-25,15299042118
2008-01-28,15539191252
2008-01-29,15812388433
2008-01-30,15924751789
2008-01-31,16162697721
2008-02-01,16259638656
2008-02-04,15982035069
2008-02-05,15349715788
2008-02-06,15378357428
2008-02-07,15911532571
2008-02-08,15539191252
2008-02-11,15552410471
2008-02-12,15871874916
2008-02-13,16078976004
2008-02-14,16028302334
2008-02-15,16008473506
2008-02-19,15693415467
2008-02-20,16089992020
2008-02-21,15730869919
2008-02-22,15481907972
2008-02-25,15924751789
2008-02-26,15774933981
2008-02-27,15719853904
2008-02-28,15380560631
2008-02-29,14900262362
2008-03-03,15085331420
2008-03-04,15171256340
2008-03-05,15204304386
2008-03-06,14638081197
2008-03-07,14741631741
2008-03-10,14386916047
2008-03-11,15431234302
2008-03-12,15008219312
2008-03-13,15158037121
2008-03-14,14558765886
2008-03-17,14283365502
2008-03-18,15473095160
2008-03-19,14620455572
2008-03-20,15334293367
2008-03-24,15193288370
2008-03-25,15426827896
2008-03-26,14911278377
2008-03-27,14708583695
2008-03-28,14437589717
2008-03-31,14663541365
2008-04-01,15704791783
2008-04-02,15614344183
2008-04-03,15808475617
2008-04-04,15420212749
2008-04-07,15501836193
2008-04-08,15188578652
2008-04-09,14747370848
2008-04-10,14729722536
2008-04-11,14828994292
2008-04-14,14339253630
2008-04-15,15009889492
2008-04-16,15945250036
2008-04-17,16137175431
2008-04-18,16084230494
2008-04-21,16346749138
2008-04-22,16198944523
2008-04-23,16562940962
2008-04-24,16525438298
2008-04-25,16920319283
2008-04-28,16534262454
2008-04-29,16457051089
2008-04-30,16348955177
2008-05-01,17021797078
2008-05-02,16748248239
2008-05-05,16781338825
2008-05-06,16909289088
2008-05-07,16284980045
2008-05-08,16382045762
2008-05-09,16093054650
2008-05-12,16730599927
2008-05-13,16644564405
2008-05-14,16779132786
2008-05-15,17114450717
2008-05-16,16779132786
2008-05-19,16640152327
2008-05-20,16470287323
2008-05-21,16229829070
2008-05-22,16547498689
2008-05-23,16481317518
2008-05-27,16587207391
2008-05-28,16615885898
2008-05-29,16829871683
2008-05-30,16765896552
2008-06-02,16443814855
2008-06-03,16333512904
2008-06-04,15876862826
2008-06-05,16386457840
2008-06-06,15744500485
2008-06-09,15451097296
2008-06-10,15616550222
2008-06-11,15217257159
2008-06-12,15532720739
2008-06-13,15643022690
2008-06-16,15740088407
2008-06-17,15581253598
2008-06-18,15782003149
2008-06-19,16282774006
2008-06-20,16035697636
2008-06-23,15616550222
2008-06-24,15651846846
2008-06-25,15631992495
2008-06-26,15351825540
2008-06-27,15217257159
2008-06-30,15215628006
2008-07-01,15583980675
2008-07-02,15206752038
2008-07-03,15086926472
2008-07-07,14709697835
2008-07-08,15741529106
2008-07-09,15095802439
2008-07-10,15393147365
2008-07-11,15475250068
2008-07-14,14742982715
2008-07-15,14909407113
2008-07-16,16864339048
2008-07-17,17414649059
2008-07-18,17336984339
2008-07-21,17103990181
2008-07-22,17882856366
2008-07-23,17459028898
2008-07-24,16746732473
2008-07-25,17101771189
2008-07-28,16495986379
2008-07-29,17365831235
2008-07-30,17447933938
2008-07-31,17345860307
2008-08-01,17414649059
2008-08-04,17336984339
2008-08-05,17931674190
2008-08-06,17980492013
2008-08-07,17192749861
2008-08-08,17605482369
2008-08-11,17998243949
2008-08-12,17445714946
2008-08-13,16942003767
2008-08-14,17456809906
2008-08-15,17596606401
2008-08-18,17039639414
2008-08-19,16762265416
2008-08-20,17350298291
2008-08-21,17132837077
2008-08-22,17609920353
2008-08-25,17028544454
2008-08-26,17161683973
2008-08-27,17487875794
2008-08-28,18106974556
2008-08-29,17838476527
2008-09-02,17834038543
2008-09-03,18155792380
2008-09-04,17177216917
2008-09-05,17891732334
2008-09-08,18668379527
2008-09-09,18284493915
2008-09-10,18572962872
2008-09-11,19349610065
2008-09-12,19325201153
2008-09-15,18659503559
2008-09-16,17827381567
2008-09-17,15692711282
2008-09-18,16742294489
2008-09-19,16986383606
2008-09-22,15754843058
2008-09-23,15317701637
2008-09-24,16243021293
2008-09-25,16529271259
2008-09-26,17729745920
2008-09-29,14394600974
2008-09-30,16096340200
2008-10-01,15949199140
2008-10-02,14448806210
2008-10-03,14274912230
2008-10-06,13528059880
2008-10-07,12357619630
2008-10-08,12663048800
2008-10-09,11352155720
2008-10-10,12611772370
2008-10-13,14047512410
2008-10-14,14216947570
2008-10-15,12246149130
2008-10-16,12988542660
2008-10-17,12547119480
2008-10-20,13021983810
2008-10-21,12972936790
2008-10-22,11398973330
2008-10-23,11283044010
2008-10-24,11044497140
2008-10-27,11075708880
2008-10-28,12255066770
2008-10-29,12286278510
2008-10-30,12384372550
2008-10-31,12553807710
2008-11-03,11891672940
2008-11-04,12781207530
2008-11-05,11655355480
2008-11-06,11115838260
2008-11-07,11481461500
2008-11-10,11265208730
2008-11-11,10368985910
2008-11-12,10108144940
2008-11-13,11102461800
2008-11-14,10014509720
2008-11-17,9399192560
2008-11-18,9713539370
2008-11-19,8616669650
2008-11-20,7689235090
2008-11-21,8458381539
2008-11-24,9784880490
2008-11-25,9265427960
2008-11-26,9900809810
2008-11-28,10230762490
2008-12-01,8783875400
2008-12-02,9501745420
2008-12-03,10154962550
2008-12-04,10293185970
2008-12-05,11276355780
2008-12-08,11784661260
2008-12-09,11171573510
2008-12-10,11207244070
2008-12-11,10172797830
2008-12-12,10208468390
2008-12-15,10081392020
2008-12-16,11369991000
2008-12-17,11265208730
2008-12-18,11004367760
2008-12-19,11497067370
2008-12-22,11140361770
2008-12-23,11017744220
2008-12-24,11053414780
2008-12-26,10984303070
2008-12-29,10658809210
2008-12-30,11220620530
2008-12-31,11645857234
2009-01-02,11887083276
2009-01-05,11770937404
2009-01-06,12099272849
2009-01-07,11672660127
2009-01-08,11697229447
2009-01-09,11203609491
2009-01-12,10830602556
2009-01-13,10776996769
2009-01-14,10551405749
2009-01-15,10783697492
2009-01-16,11409098341
2009-01-20,9812092602
2009-01-21,12845286719
2009-01-22,12168513658
2009-01-23,12630863571
2009-01-26,12331564593
2009-01-27,12534819869
2009-01-28,13673942844
2009-01-29,12693403656
2009-01-30,12847520293
2009-02-02,13477388291
2009-02-03,13164687867
2009-02-04,13055242718
2009-02-05,13477388291
2009-02-06,13763285822
2009-02-09,13919636034
2009-02-10,12948031144
2009-02-11,13627037780
2009-02-12,13408147483
2009-02-13,12863155315
2009-02-17,12371768933
2009-02-18,12735841570
2009-02-19,12300294551
2009-02-20,12617462124
2009-02-23,12213185147
2009-02-24,13577899142
2009-02-25,12986001910
2009-02-26,12695637230
2009-02-27,12407506125
2009-03-02,12132776466
2009-03-03,12130542892
2009-03-04,11853579659
2009-03-05,10864106173
2009-03-06,10582675791
2009-03-09,10694354514
2009-03-10,12007696296
2009-03-11,12298060976
2009-03-12,13187023611
2009-03-13,13117782803
2009-03-16,12396338253
2009-03-17,13394746036
2009-03-18,13796789439
2009-03-19,12637564294
2009-03-20,12912293953
2009-03-23,14428891011
2009-03-24,13609169184
2009-03-25,14422190288
2009-03-26,13957606800
2009-03-27,13126717101
2009-03-30,12729140847
2009-03-31,14084922167
2009-04-01,14824251081
2009-04-02,14026058400
2009-04-03,14452232073
2009-04-06,13988385589
2009-04-07,13418584325
