,HOG
2009-04-13,4201044959
2009-04-14,4133586320
2009-04-15,3984712080
2009-04-16,4212675760
2009-04-17,4401094720
2009-04-20,4094041600
2009-04-21,4233611200
2009-04-22,4449944080
2009-04-23,4466227200
2009-04-24,4754671040
2009-04-27,4524381200
2009-04-28,4556947440
2009-04-29,4905871440
2009-04-30,5154770560
2009-05-01,5005896320
2009-05-04,5110573520
2009-05-05,5015200960
2009-05-06,4919828400
2009-05-07,4570904400
2009-05-08,4698843200
2009-05-11,4426682480
2009-05-12,4326657600
2009-05-13,3989364399
2009-05-14,4003321360
2009-05-15,4066127680
2009-05-18,4277808240
2009-05-19,4208023440
2009-05-20,4080084640
2009-05-21,3896318000
2009-05-22,3828859360
2009-05-26,3973081279
2009-05-27,3791640800
2009-05-28,3826533200
2009-05-29,3947493519
2009-06-01,4291765200
2009-06-02,4429008640
2009-06-03,4252220480
2009-06-04,4352245360
2009-06-05,4063801519
2009-06-08,3961450480
2009-06-09,3954472000
2009-06-10,3845142480
2009-06-11,3924231920
2009-06-12,3880034880
2009-06-15,3747443760
2009-06-16,3714877520
2009-06-17,3838164000
2009-06-18,3819554720
2009-06-19,3852120959
2009-06-22,3621831120
2009-06-23,3568329440
2009-06-24,3700920560
2009-06-25,3812576240
2009-06-26,3877708720
2009-06-29,3906646830
2009-06-30,3771694170
2009-07-01,3818229570
2009-07-02,3625107660
2009-07-06,3576245490
2009-07-07,3499462080
2009-07-08,3622780890
2009-07-09,3646048590
2009-07-10,3764713860
2009-07-13,3857784659
2009-07-14,3846150810
2009-07-15,4069520729
2009-07-16,4411555920
2009-07-17,4402248840
2009-07-20,4639579380
2009-07-21,4648886460
2009-07-22,4697748630
2009-07-23,5111913690
2009-07-24,5058397980
2009-07-27,5063051520
2009-07-28,5067705060
2009-07-29,5018842890
2009-07-30,5186370330
2009-07-31,5258500200
2009-08-03,5430681180
2009-08-04,5423700870
2009-08-05,5230578960
2009-08-06,5353897770
2009-08-07,5528405520
2009-08-10,5458602420
2009-08-11,5216618340
2009-08-12,5328303300
2009-08-13,5428354410
2009-08-14,5281767900
2009-08-17,4993248420
2009-08-18,5030476740
2009-08-19,5028149970
2009-08-20,5074685370
2009-08-21,5167756170
2009-08-24,5030476740
2009-08-25,5200330950
2009-08-26,5107260150
2009-08-27,5260826970
2009-08-28,5428354410
2009-08-31,5579594460
2009-09-01,5393452860
2009-09-02,5274787590
2009-09-03,5263153740
2009-09-04,5419047330
2009-09-08,5821578540
2009-09-09,5861133630
2009-09-10,5875094250
2009-09-11,5826232080
2009-09-14,5744795130
2009-09-15,5809944690
2009-09-16,5844846240
2009-09-17,5742468360
2009-09-18,5795984070
2009-09-21,5674992030
2009-09-22,5751775440
2009-09-23,5649397560
2009-09-24,5474889810
2009-09-25,5344590690
2009-09-28,5362030080
2009-09-29,5327121030
2009-09-30,5352721000
2009-10-01,5059484980
2009-10-02,4889594270
2009-10-05,5085084950
2009-10-06,5150248510
2009-10-07,5241012040
2009-10-08,5417884560
2009-10-09,5527266250
2009-10-12,5618029780
2009-10-13,5734393280
2009-10-14,6111411020
2009-10-15,6444210630
2009-10-16,6483774220
2009-10-19,6642028580
2009-10-20,6639701310
2009-10-21,6595483180
2009-10-22,6683919440
2009-10-23,6453519710
2009-10-26,6248719950
2009-10-27,6127701910
2009-10-28,5841447700
2009-10-29,6146320070
2009-10-30,5799556840
2009-11-02,5820502270
2009-11-03,5818175000
2009-11-04,5799556840
2009-11-05,6027629300
2009-11-06,5988065710
2009-11-09,6299919890
2009-11-10,6278974460
2009-11-11,6246392680
2009-11-12,6109083750
2009-11-13,6283629000
2009-11-16,6560574130
2009-11-17,6602464990
2009-11-18,6579192290
2009-11-19,6462828790
2009-11-20,6479119680
2009-11-23,6669955820
2009-11-24,6697883060
2009-11-25,6772355700
2009-11-27,6676937630
2009-11-30,6781664780
2009-12-01,6730464840
2009-12-02,6884064660
2009-12-03,6662974010
2009-12-04,6637374040
2009-12-07,6655992200
2009-12-08,6399992500
2009-12-09,6367410720
2009-12-10,6288283540
2009-12-11,6432574280
2009-12-14,6365083450
2009-12-15,6302247160
2009-12-16,6281301730
2009-12-17,5955483930
2009-12-18,6048574730
2009-12-21,5976429360
2009-12-22,6011338410
2009-12-23,5988065710
2009-12-24,6027629300
2009-12-28,5922902150
2009-12-29,5920574880
2009-12-30,5934538500
2009-12-31,5868172800
2010-01-04,5928717440
2010-01-05,5972961600
2010-01-06,5958989760
2010-01-07,6007891200
2010-01-08,5945017920
2010-01-11,5861186880
2010-01-12,5777355840
2010-01-13,6026520320
2010-01-14,5991590720
2010-01-15,5840229120
2010-01-19,5986933440
2010-01-20,6017205760
2010-01-21,5956661120
2010-01-22,5493261760
2010-01-25,5453674880
2010-01-26,5397787520
2010-01-27,5476961280
2010-01-28,5437374400
2010-01-29,5295327360
2010-02-01,5418745280
2010-02-02,5472304000
2010-02-03,5416416640
2010-02-04,5283684160
2010-02-05,5255740480
2010-02-08,5176566720
2010-02-09,5292998720
2010-02-10,5269712320
2010-02-11,5409430720
2010-02-12,5469975360
2010-02-16,5607365120
2010-02-17,5693524800
2010-02-18,5744754880
2010-02-19,5688867520
2010-02-22,5623665600
2010-02-23,5600379200
2010-02-24,5712153920
2010-02-25,5730783040
2010-02-26,5730783040
2010-03-01,5786670400
2010-03-02,5802970880
2010-03-03,5847215040
2010-03-04,5921731520
2010-03-05,6245412480
2010-03-08,6201168320
2010-03-09,6212811520
2010-03-10,6278013440
2010-03-11,6233769280
2010-03-12,6252398400
2010-03-15,6170896000
2010-03-16,6601694400
2010-03-17,6562107520
2010-03-18,6576079360
2010-03-19,6592379840
2010-03-22,6699497280
2010-03-23,6631966720
2010-03-24,6473619200
2010-03-25,6457318720
2010-03-26,6501562880
2010-03-29,6607452480
2010-03-30,6656448420
2010-03-31,6549123980
2010-04-01,6621451320
2010-04-05,7319060180
2010-04-06,7305061340
2010-04-07,7286396220
2010-04-08,7426384620
2010-04-09,7680696880
2010-04-12,7641033500
2010-04-13,7624701520
2010-04-14,7664364900
2010-04-15,7762356780
2010-04-16,7718027120
2010-04-19,7645699780
2010-04-20,8205653380
2010-04-21,7986338219
2010-04-22,8217319080
2010-04-23,8280313860
2010-04-26,8228984780
2010-04-27,7928009719
2010-04-28,7972339380
2010-04-29,8165990000
2010-04-30,7893012620
2010-05-03,8144991739
2010-05-04,7680696880
2010-05-05,7358723560
2010-05-06,7232734000
2010-05-07,7041416520
2010-05-10,7694695719
2010-05-11,7788021320
2010-05-12,7984005080
2010-05-13,7678363739
2010-05-14,7545374760
2010-05-17,7694695719
2010-05-18,7606036400
2010-05-19,7510377659
2010-05-20,7048415940
2010-05-21,7202403180
2010-05-24,7099745020
2010-05-25,6985421160
2010-05-26,7001753140
2010-05-27,7253732260
2010-05-28,7048415940
2010-06-01,6808102520
2010-06-02,6861764740
2010-06-03,6819768220
2010-06-04,6381137900
2010-06-07,6061497720
2010-06-08,6138491340
2010-06-09,6108160520
2010-06-10,6374138480
2010-06-11,6311143700
2010-06-14,6416135000
2010-06-15,6500128040
2010-06-16,6322809400
2010-06-17,6355473360
2010-06-18,6255148340
2010-06-21,6143157620
2010-06-22,5846848840
2010-06-23,5818851160
2010-06-24,5529541800
2010-06-25,5713859860
2010-06-28,5578410560
2010-06-29,5403282560
2010-06-30,5190793920
2010-07-01,5186123840
2010-07-02,5104397440
2010-07-06,5022671040
2010-07-07,5207139200
2010-07-08,5291200640
2010-07-09,5555060160
2010-07-12,5569070400
2010-07-13,5860950400
2010-07-14,5895976000
2010-07-15,5839935040
2010-07-16,5499019200
2010-07-19,5513029440
2010-07-20,6264912320
2010-07-21,6229886720
2010-07-22,6514761600
2010-07-23,6622173440
2010-07-26,6743595520
2010-07-27,6568467520
2010-07-28,6391004480
2010-07-29,6306943040
2010-07-30,6358313920
2010-08-02,6587147840
2010-08-03,6395674560
2010-08-04,6500751360
2010-08-05,6680549440
2010-08-06,6538112000
2010-08-09,6594152960
2010-08-10,6437705280
2010-08-11,6094454400
2010-08-12,5996382720
2010-08-13,5970697280
2010-08-16,6052423680
2010-08-17,6185520960
2010-08-18,6204201280
2010-08-19,5933336640
2010-08-20,5886635840
2010-08-23,5811914560
2010-08-24,5622776320
2010-08-25,5646126720
2010-08-26,5606431040
2010-08-27,5837600000
2010-08-30,5706837760
2010-08-31,5681152320
2010-09-01,5982372480
2010-09-02,6103794560
2010-09-03,6334963520
2010-09-07,6187856000
2010-09-08,6138820160
2010-09-09,6190191040
2010-09-10,6213541440
2010-09-13,6372324160
2010-09-14,6414354880
2010-09-15,6734255360
2010-09-16,6638518720
2010-09-17,6603493120
2010-09-20,6654864000
2010-09-21,6619838400
2010-09-22,6475065920
2010-09-23,6379329280
2010-09-24,6654864000
2010-09-27,6590837440
2010-09-28,6686593760
2010-09-29,6618863680
2010-09-30,6642218880
2010-10-01,6672580640
2010-10-04,6871099840
2010-10-05,7494683680
2010-10-06,7237776480
2010-10-07,7265802720
2010-10-08,7401262880
2010-10-11,7384914240
2010-10-12,7415276000
2010-10-13,7555407200
2010-10-14,7468992960
2010-10-15,7543729599
2010-10-18,7588104480
2010-10-19,7076625600
2010-10-20,7228434400
2010-10-21,7319519680
2010-10-22,7314848640
2010-10-25,7349881440
2010-10-26,7349881440
2010-10-27,7226098880
2010-10-28,7104651840
2010-10-29,7160704320
2010-11-01,7149026720
2010-11-02,7333532800
2010-11-03,7452644320
2010-11-04,7800636800
2010-11-05,7854353760
2010-11-08,7571755840
2010-11-09,7415276000
2010-11-10,7539058560
2010-11-11,7550736160
2010-11-12,7403598400
2010-11-15,7349881440
2010-11-16,7184059520
2010-11-17,7268138240
2010-11-18,7412940480
2010-11-19,7450308800
2010-11-22,7375572160
2010-11-23,7272809280
2010-11-24,7426953600
2010-11-26,7317184160
2010-11-29,7347545920
2010-11-30,7305506560
2010-12-01,7534387520
2010-12-02,7718893599
2010-12-03,7765604000
2010-12-06,7805307840
2010-12-07,7845011680
2010-12-08,7875373440
2010-12-09,7826327520
2010-12-10,7868366879
2010-12-13,7802972319
2010-12-14,7861360319
2010-12-15,7924419360
2010-12-16,7994484959
2010-12-17,8057544000
2010-12-20,8029517760
2010-12-21,8216359360
2010-12-22,8176655520
2010-12-23,8085570239
2010-12-27,8071557120
2010-12-28,8085570239
2010-12-29,8148629280
2010-12-30,8083234720
2010-12-31,8106539400
2011-01-03,8169670799
2011-01-04,8150965200
2011-01-05,8478313200
2011-01-06,8482989600
2011-01-07,8534430000
2011-01-10,8532091800
2011-01-11,8487665999
2011-01-12,8599899600
2011-01-13,8630296200
2011-01-14,8649001800
2011-01-18,8585870400
2011-01-19,8412843599
2011-01-20,8405829000
2011-01-21,8415181800
2011-01-24,8532091800
2011-01-25,9219522600
2011-01-26,9203155200
2011-01-27,9418269600
2011-01-28,9205493400
2011-01-31,9270963000
2011-02-01,9472048200
2011-02-02,9392549400
2011-02-03,9462695400
2011-02-04,9612340200
2011-02-07,9649751400
2011-02-08,9614678400
2011-02-09,9663780600
2011-02-10,9808749000
2011-02-11,10079980200
2011-02-14,9979437600
2011-02-15,9942026400
2011-02-16,9965408400
2011-02-17,9916306200
2011-02-18,9848498400
2011-02-22,9577267200
2011-02-23,9537517800
2011-02-24,9516474000
2011-02-25,9556223400
2011-02-28,9544532400
2011-03-01,9184449600
2011-03-02,9329418000
2011-03-03,9441651600
2011-03-04,9294345000
2011-03-07,9528165000
2011-03-08,9731588400
2011-03-09,9591296400
2011-03-10,9371505600
2011-03-11,9577267200
2011-03-14,9546870600
2011-03-15,9551547000
2011-03-16,9383196600
2011-03-17,9404240400
2011-03-18,9420607800
2011-03-21,9579605400
2011-03-22,9329418000
2011-03-23,9376182000
2011-03-24,9385534800
2011-03-25,9577267200
2011-03-28,9499981440
2011-03-29,9694480320
2011-03-30,9912412800
2011-03-31,9956936640
2011-04-01,9877262400
2011-04-04,9823365120
2011-04-05,9783528000
2011-04-06,9471861120
2011-04-07,9417963840
2011-04-08,9270332160
2011-04-11,9216434880
2011-04-12,9249241920
2011-04-13,9408590400
2011-04-14,9483577920
2011-04-15,9502324800
2011-04-18,9305482560
2011-04-19,8813376960
2011-04-20,8874304320
2011-04-21,8942261760
2011-04-25,8799316800
2011-04-26,8848527360
2011-04-27,8860244160
2011-04-28,8731359360
2011-04-29,8731359360
2011-05-02,8834467200
2011-05-03,8677462080
2011-05-04,8616534720
2011-05-05,8668088640
2011-05-06,8853214080
2011-05-09,8806346880
2011-05-10,9021936000
2011-05-11,8853214080
2011-05-12,8935231680
2011-05-13,8932888320
2011-05-16,8721985920
2011-05-17,8630594880
2011-05-18,8717299200
2011-05-19,8707925760
2011-05-20,8567324160
2011-05-23,8520456960
2011-05-24,8485306560
2011-05-25,8492336640
2011-05-26,8574354240
2011-05-27,8637624960
2011-05-31,8707925760
2011-06-01,8431409279
2011-06-02,8539203839
2011-06-03,8405632319
2011-06-06,8637624960
2011-06-07,8569667520
2011-06-08,8415005759
2011-06-09,8522800319
2011-06-10,8295494400
2011-06-13,8159579520
2011-06-14,8504053440
2011-06-15,8393915520
2011-06-16,8461872960
2011-06-17,8609504640
2011-06-20,8665745280
2011-06-21,8886021120
2011-06-22,8804003520
2011-06-23,8946948480
2011-06-24,8921171520
2011-06-27,8963892000
2011-06-28,9141580000
2011-06-29,9214058000
2011-06-30,9578786000
2011-07-01,9840642000
2011-07-05,10018330000
2011-07-06,9899092000
2011-07-07,10074442000
2011-07-08,10039372000
2011-07-11,9812586000
2011-07-12,9735432000
2011-07-13,9852332000
2011-07-14,9772840000
2011-07-15,9782192000
2011-07-18,9681658000
2011-07-19,10546718000
2011-07-20,10518662000
2011-07-21,10675308000
2011-07-22,10733758000
2011-07-25,10686998000
2011-07-26,10640238000
2011-07-27,10270834000
2011-07-28,10160948000
2011-07-29,10144582000
2011-08-01,9952866000
2011-08-02,9756474000
2011-08-03,9821938000
2011-08-04,9153270000
2011-08-05,9139242000
2011-08-08,8264830000
2011-08-09,8725416000
2011-08-10,8323280000
2011-08-11,8730092000
2011-08-12,8788542000
2011-08-15,8931160000
2011-08-16,8746458000
2011-08-17,8664628000
2011-08-18,7881398000
2011-08-19,7507318000
2011-08-22,7504980000
2011-08-23,7995960000
2011-08-24,8131564000
2011-08-25,7984270000
2011-08-26,8239112000
2011-08-29,8758148000
2011-08-30,8790880000
2011-08-31,9038708000
2011-09-01,8793218000
2011-09-02,8416800000
2011-09-06,8218070000
2011-09-07,8559418000
2011-09-08,8477588000
2011-09-09,8096494000
2011-09-12,8150268000
2011-09-13,8356012000
2011-09-14,8526686000
2011-09-15,8797894000
2011-09-16,8767500000
2011-09-19,8671642000
2011-09-20,8578121999
2011-09-21,8248464000
2011-09-22,7893088000
2011-09-23,7923482000
2011-09-26,8035615000
2011-09-27,8306530020
2011-09-28,8198623190
2011-09-29,8292754679
2011-09-30,7881790370
2011-10-03,7753220530
2011-10-04,7911636940
2011-10-05,7975921860
2011-10-06,8081532800
2011-10-07,7686639719
2011-10-10,7985105420
2011-10-11,8173368400
2011-10-12,8423620409
2011-10-13,8363927270
2011-10-14,8694535430
2011-10-17,8543006690
2011-10-18,7941483510
2011-10-19,7890973929
2011-10-20,8095308140
2011-10-21,8632546400
2011-10-24,8976929900
2011-10-25,8699127210
2011-10-26,8813921710
2011-10-27,9167488770
2011-10-28,9105499740
2011-10-31,8931012100
2011-11-01,8726677890
2011-11-02,8921828540
2011-11-03,9027439480
2011-11-04,8951675110
2011-11-07,8937899770
2011-11-08,9064173720
2011-11-09,8639434070
2011-11-10,8641729960
2011-11-11,9064173720
2011-11-14,9038918930
2011-11-15,9199631230
2011-11-16,8924124430
2011-11-17,8347856040
2011-11-18,8343264260
2011-11-21,8159593060
2011-11-22,8072349239
2011-11-23,7941483510
2011-11-25,7989697199
2011-11-28,8150409500
2011-11-29,7998880760
2011-11-30,8441987530
2011-12-01,8526935460
2011-12-02,8678464200
2011-12-05,8864431290
2011-12-06,8772595690
2011-12-07,8841472390
2011-12-08,8646321740
2011-12-09,8871318960
2011-12-12,8742749120
2011-12-13,8407549179
2011-12-14,8386886170
2011-12-15,8552190250
2011-12-16,8423620409
2011-12-19,8350151929
2011-12-20,8625658730
2011-12-21,8696831320
2011-12-22,8818513490
2011-12-23,8997592910
2011-12-27,8887390190
2011-12-28,8770299800
2011-12-29,8896573750
2011-12-30,8924124430
2012-01-03,9006098040
2012-01-04,9081664080
2012-01-05,9134331320
2012-01-06,9063345040
2012-01-09,9010677800
2012-01-10,9235086040
2012-01-11,9134331320
2012-01-12,9331261000
2012-01-13,9624365640
2012-01-17,9484682960
2012-01-18,9592307320
2012-01-19,9628945400
2012-01-20,9608336480
2012-01-23,9587727560
2012-01-24,9919760160
2012-01-25,10256372520
2012-01-26,10201415400
2012-01-27,10153327920
2012-01-30,10054863080
2012-01-31,10118979720
2012-02-01,10176226720
2012-02-02,10226604080
2012-02-03,10558636680
2012-02-06,10377736160
2012-02-07,10512839080
2012-02-08,10615883680
2012-02-09,10661681280
2012-02-10,10554056920
2012-02-13,10641072360
2012-02-14,10647942000
2012-02-15,10446432560
2012-02-16,10405214720
2012-02-17,10544897400
2012-02-21,10480780760
2012-02-22,10716638400
2012-02-23,10812813360
2012-02-24,10771595520
2012-02-27,10778465160
2012-02-28,10712058640
2012-02-29,10666261040
2012-03-01,10821972880
2012-03-02,10730377680
2012-03-05,10643362240
2012-03-06,10331938560
2012-03-07,10441852800
2012-03-08,10526578360
2012-03-09,10734957440
2012-03-12,11016612680
2012-03-13,11302847680
2012-03-14,11394442880
2012-03-15,11295978040
2012-03-16,11309717320
2012-03-19,11334906000
2012-03-20,11316586960
2012-03-21,11376123840
2012-03-22,11199803080
2012-03-23,11234151280
2012-03-26,11559314240
2012-03-27,11401312520
2012-03-28,11220412000
2012-03-29,11101338240
2012-03-30,11238731040
2012-04-02,11352653180
2012-04-03,11229080660
2012-04-04,11130680320
2012-04-05,11073470820
2012-04-09,10737078960
2012-04-10,10723348680
2012-04-11,10892688800
2012-04-12,11103219760
2012-04-13,11020838080
2012-04-16,10986512380
2012-04-17,11297732060
2012-04-18,11364095080
2012-04-19,11343499660
2012-04-20,11830924600
2012-04-23,11574626040
2012-04-24,11524281680
2012-04-25,12240544620
2012-04-26,12100953440
2012-04-27,12103241820
2012-04-30,11975092540
2012-05-01,12199353780
2012-05-02,12231391100
2012-05-03,12130702380
2012-05-04,11874403820
2012-05-07,11794310520
2012-05-08,11599798220
2012-05-09,11551742240
2012-05-10,11595221460
2012-05-11,11165006020
2012-05-14,10929302880
2012-05-15,10769116280
2012-05-16,10670715940
2012-05-17,10467050120
2012-05-18,10359496260
2012-05-21,10803441980
2012-05-22,10890400420
2012-05-23,10853786340
2012-05-24,10844632820
2012-05-25,10874381760
2012-05-29,11096354620
2012-05-30,10828614160
2012-05-31,11025414840
2012-06-01,10588334260
2012-06-04,10526548000
2012-06-05,10711906780
2012-06-06,11020838080
2012-06-07,10984224000
2012-06-08,11135257080
2012-06-11,10931591260
2012-06-12,11302308820
2012-06-13,11046010260
2012-06-14,11311462340
2012-06-15,11215350380
2012-06-18,11338922900
2012-06-19,11531146820
2012-06-20,11496821120
2012-06-21,11142122220
2012-06-22,11231369040
2012-06-25,10965916960
2012-06-26,10567738840
2012-06-27,10281691340
2012-06-28,10226770220
2012-06-29,10464761740
2012-07-02,10353976200
2012-07-03,10503149400
2012-07-05,10593557400
2012-07-06,10424042400
2012-07-09,10326853800
2012-07-10,10643281800
2012-07-11,10130216400
2012-07-12,9838650600
2012-07-13,9933579000
2012-07-16,9899676000
2012-07-17,9908716800
2012-07-18,9949400400
2012-07-19,10121175600
2012-07-20,9924538200
2012-07-23,9773104800
2012-07-24,9580987800
2012-07-25,9508661400
2012-07-26,9764064000
2012-07-27,10089532800
2012-07-30,10055629800
2012-07-31,9770844600
2012-08-01,9418253400
2012-08-02,9312024000
2012-08-03,9580987800
2012-08-06,9479278800
2012-08-07,9576467400
2012-08-08,9422773800
2012-08-09,9420513600
2012-08-10,9348187200
2012-08-13,9357228000
2012-08-14,9307503600
2012-08-15,9364008600
2012-08-16,9585508200
2012-08-17,9556125600
2012-08-20,9585508200
2012-08-21,9696258000
2012-08-22,9727900800
2012-08-23,9590028600
2012-08-24,9617151000
2012-08-27,9741462000
2012-08-28,9768584400
2012-08-29,9732421200
2012-08-30,9587768400
2012-08-31,9483799200
2012-09-04,9420513600
2012-09-05,9404692200
2012-09-06,9840910800
2012-09-07,9938099400
2012-09-10,10107614400
2012-09-11,10177680600
2012-09-12,10317813000
2012-09-13,10335894600
2012-09-14,10471506600
2012-09-17,10473766800
2012-09-18,10299731400
2012-09-19,10315552800
2012-09-20,10003645200
2012-09-21,9965221800
2012-09-24,9795706800
2012-09-25,9583248000
2012-09-26,9477018600
2012-09-27,9601329600
2012-09-28,9576467400
2012-10-01,9497567800
2012-10-02,9459379850
2012-10-03,9162861650
2012-10-04,9349308700
2012-10-05,9432423650
2012-10-08,9542494800
2012-10-09,9412206500
2012-10-10,9412206500
2012-10-11,9387496650
2012-10-12,9304381700
2012-10-15,9403221100
2012-10-16,9704232000
2012-10-17,9883940000
2012-10-18,10002996550
2012-10-19,9856983800
2012-10-22,9778361550
2012-10-23,10533135150
2012-10-24,10409585900
2012-10-25,10450020200
2012-10-26,10360166200
2012-10-31,10503932600
2012-11-01,10694872350
2012-11-02,10622989150
2012-11-05,10634220900
2012-11-06,10694872350
2012-11-07,10447773850
2012-11-08,10101835950
2012-11-09,10173719150
2012-11-12,10297268400
2012-11-13,10227631550
2012-11-14,10259080450
2012-11-15,10465744650
2012-11-16,10382629700
2012-11-19,10775740950
2012-11-20,10733060300
2012-11-21,10728567600
2012-11-23,10840885100
2012-11-26,10780233650
2012-11-27,10555598650
2012-11-28,10679147900
2012-11-29,10640959950
2012-11-30,10548859600
2012-12-03,10333210000
2012-12-04,10447773850
2012-12-05,10396107800
2012-12-06,10373644300
2012-12-07,10436542100
2012-12-10,10481469100
2012-12-11,10697118700
2012-12-12,11052042000
2012-12-13,10782480000
2012-12-14,10744292050
2012-12-17,11056534700
2012-12-18,11094722650
2012-12-19,10946463550
2012-12-20,10991390550
2012-12-21,10937478150
2012-12-24,10910521950
2012-12-26,10760016500
2012-12-27,10755523800
2012-12-28,10618496450
2012-12-31,10958868070
2013-01-02,11219205710
2013-01-03,10988043840
2013-01-04,10927448010
2013-01-07,11003753870
2013-01-08,10970089520
2013-01-09,11403237490
2013-01-10,11302244440
2013-01-11,11252870060
2013-01-14,11286534410
2013-01-15,11519940570
2013-01-16,11389771750
2013-01-17,11674796580
2013-01-18,11694995190
2013-01-22,11605223590
2013-01-23,11616445040
2013-01-24,11863316940
2013-01-25,12105700260
2013-01-28,11939622800
2013-01-29,12235869080
2013-01-30,11894737000
2013-01-31,11764568180
2013-02-01,11840874040
2013-02-04,11620933620
2013-02-05,11791499660
2013-02-06,11870049810
2013-02-07,11791499660
2013-02-08,11863316940
2013-02-11,12004707210
2013-02-12,11957577120
2013-02-13,12036127270
2013-02-14,11995730050
2013-02-15,11818431140
2013-02-19,11760079600
2013-02-20,11573803530
2013-02-21,11457100450
2013-02-22,11493009090
2013-02-25,11367328850
2013-02-26,11519940570
2013-02-27,11721926670
2013-02-28,11811698270
2013-03-01,11674796580
2013-03-04,11865561230
2013-03-05,11982264310
2013-03-06,12054081590
2013-03-07,12215670470
2013-03-08,12303197780
2013-03-11,12291976330
2013-03-12,12242601950
2013-03-13,12296464910
2013-03-14,12325640680
2013-03-15,12435610890
2013-03-18,12229136210
2013-03-19,11847606910
2013-03-20,12114677420
2013-03-21,11834141170
2013-03-22,11847606910
2013-03-25,11780278210
2013-03-26,11912691320
2013-03-27,11854339780
2013-03-28,11962065700
2013-04-01,11500561120
2013-04-02,11509483200
2013-04-03,11270817560
2013-04-04,11339963680
2013-04-05,11310966920
2013-04-08,11462642280
2013-04-09,11411340320
2013-04-10,11645544920
2013-04-11,11645544920
2013-04-12,11598704000
2013-04-15,11141447400
2013-04-16,11516174760
2013-04-17,11409109800
2013-04-18,11386804600
2013-04-19,11560785160
2013-04-22,11484947480
2013-04-23,11790528720
2013-04-24,11866366400
2013-04-25,12113954120
2013-04-26,12053730080
2013-04-29,12214327520
2013-04-30,12189791800
2013-05-01,12047038520
2013-05-02,12080496320
2013-05-03,12122876200
2013-05-06,12303548320
2013-05-07,12834412080
2013-05-08,12803184800
2013-05-09,12751882840
2013-05-10,12796493240
2013-05-13,12809876360
2013-05-14,13041850440
2013-05-15,13133301760
2013-05-16,12930324440
2013-05-17,13267132960
2013-05-20,13262671920
2013-05-21,13202447880
2013-05-22,12850025720
2013-05-23,12720655560
2013-05-24,12366002880
2013-05-28,12568980200
2013-05-29,12372694440
2013-05-30,12359311320
2013-05-31,12165256080
2013-06-03,12176408680
2013-06-04,12060421640
2013-06-05,12022502800
2013-06-06,12122876200
2013-06-07,12026963840
2013-06-10,12047038520
2013-06-11,11832908600
2013-06-12,11699077400
2013-06-13,11926590440
2013-06-14,11850752760
2013-06-17,11937743040
2013-06-18,12087187880
2013-06-19,11948895640
2013-06-20,11607626080
2013-06-21,11273048080
2013-06-24,11186057800
2013-06-25,11496100080
2013-06-26,11685694280
2013-06-27,11951126160
2013-06-28,12227710640
2013-07-01,12326325440
2013-07-02,12177628320
2013-07-03,12133241120
2013-07-05,12261964000
2013-07-08,12244209120
2013-07-09,12028931200
2013-07-10,11982324640
2013-07-11,12228673600
2013-07-12,12419538560
2013-07-15,12304131840
2013-07-16,12222015520
2013-07-17,12332983520
2013-07-18,12483900000
2013-07-19,12399564320
2013-07-22,12346299680
2013-07-23,12419538560
2013-07-24,12397344960
2013-07-25,12370712640
2013-07-26,12288596320
2013-07-29,12521629120
2013-07-30,12694739200
2013-07-31,12599306720
2013-08-01,12969939840
2013-08-02,13005449600
2013-08-05,13069811040
2013-08-06,13029862560
2013-08-07,12921113920
2013-08-08,13136391840
2013-08-09,13043178720
2013-08-12,12867849280
2013-08-13,13063152960
2013-08-14,13056494880
2013-08-15,12761320000
2013-08-16,12969939840
2013-08-19,12883384800
2013-08-20,13009888320
2013-08-21,12910017120
2013-08-22,13089785280
2013-08-23,13280650240
2013-08-26,13249579200
2013-08-27,13060933600
2013-08-28,13138611200
2013-08-29,13316160000
2013-08-30,13311721280
2013-09-03,13553631520
2013-09-04,13793322400
2013-09-05,13822174080
2013-09-06,13753373920
2013-09-09,13915387200
2013-09-10,14097374720
2013-09-11,14059645600
2013-09-12,13986406720
2013-09-13,14048548800
2013-09-16,14066303680
2013-09-17,14279362240
2013-09-18,14379233440
2013-09-19,14314872000
2013-09-20,14263826720
2013-09-23,14206123360
2013-09-24,14281581599
2013-09-25,14201684640
2013-09-26,14343723679
2013-09-27,14348162400
2013-09-30,14167875039
2013-10-01,14434735700
2013-10-02,14414886560
2013-10-03,14218600620
2013-10-04,14401653800
2013-10-07,14117149460
2013-10-08,13881165240
2013-10-09,14099505780
2013-10-10,14267120740
2013-10-11,14500899500
2013-10-14,14487666740
2013-10-15,14386215580
2013-10-16,14670719920
2013-10-17,14441352080
2013-10-18,14500899500
2013-10-21,14461201219
2013-10-22,14271531659
2013-10-23,14114944000
2013-10-24,14313435400
2013-10-25,14331079080
2013-10-28,14234038840
2013-10-29,14302408099
2013-10-30,14156847740
2013-10-31,14123765840
2013-11-01,14282558960
2013-11-04,14335490000
2013-11-05,14218600620
2013-11-06,14185518719
2013-11-07,14013492840
2013-11-08,14172285960
2013-11-11,14192135099
2013-11-12,14114944000
2013-11-13,14419297479
2013-11-14,14538392320
2013-11-15,14714829120
2013-11-18,14666309000
2013-11-19,14675130840
2013-11-20,14686158140
2013-11-21,14840540340
2013-11-22,14825102120
2013-11-25,14873622240
