,PCH
2014-06-18,1650010500
2014-06-19,1649195679
2014-06-20,1655714240
2014-06-23,1643491940
2014-06-24,1671195820
2014-06-25,1685047760
2014-06-26,1685455170
2014-06-27,1698899700
2014-06-30,1686843000
2014-07-01,1707215500
2014-07-02,1705585700
2014-07-03,1703955900
2014-07-07,1690102599
2014-07-08,1698659050
2014-07-09,1695806900
2014-07-10,1690102599
2014-07-11,1692139850
2014-07-14,1698659050
2014-07-15,1693769650
2014-07-16,1697029250
2014-07-17,1690917500
2014-07-18,1709252750
2014-07-21,1693769650
2014-07-22,1699066500
2014-07-23,1661988550
2014-07-24,1699473950
2014-07-25,1685620650
2014-07-28,1691324950
2014-07-29,1692547300
2014-07-30,1692954750
2014-07-31,1682768500
2014-08-01,1679508900
2014-08-04,1679508900
2014-08-05,1662803450
2014-08-06,1682768500
2014-08-07,1686843000
2014-08-08,1698251600
2014-08-11,1722698600
2014-08-12,1705993150
2014-08-13,1711697450
2014-08-14,1717809199
2014-08-15,1723513500
2014-08-18,1734514650
2014-08-19,1753664800
2014-08-20,1744700900
2014-08-21,1748775400
2014-08-22,1740626400
2014-08-25,1744293450
2014-08-26,1745108350
2014-08-27,1743886000
2014-08-28,1734922100
2014-08-29,1738996600
2014-09-02,1749182850
2014-09-03,1734514650
2014-09-04,1729217800
2014-09-05,1749182850
2014-09-08,1742256200
2014-09-09,1723513500
2014-09-10,1708030400
2014-09-11,1699066500
2014-09-12,1653839550
2014-09-15,1661581100
2014-09-16,1681546150
2014-09-17,1672989700
2014-09-18,1668100300
2014-09-19,1674212050
2014-09-22,1663210900
2014-09-23,1639171349
2014-09-24,1652617200
2014-09-25,1637949000
2014-09-26,1652209750
2014-09-29,1663210900
2014-09-30,1639120440
2014-10-01,1641158640
2014-10-02,1642789200
2014-10-03,1651349640
2014-10-06,1650534360
2014-10-07,1637489880
2014-10-08,1664394120
2014-10-09,1661133000
2014-10-10,1682330280
2014-10-13,1707196320
2014-10-14,1708826880
2014-10-15,1714126200
2014-10-16,1722686640
2014-10-17,1725540120
2014-10-20,1751629080
2014-10-21,1736546400
2014-10-22,1721463719
2014-10-23,1747552680
2014-10-24,1730431800
2014-10-27,1745106840
2014-10-28,1769565239
2014-10-29,1759781880
2014-10-30,1783425000
2014-10-31,1793208360
2014-11-03,1796469480
2014-11-04,1779348600
2014-11-05,1778533320
2014-11-06,1777718040
2014-11-07,1787501400
2014-11-10,1787909040
2014-11-11,1765896480
2014-11-12,1745922120
2014-11-13,1738176960
2014-11-14,1713718560
2014-11-17,1720648440
2014-11-18,1712495640
2014-11-19,1693336560
2014-11-20,1691706000
2014-11-21,1699451160
2014-11-24,1708419239
2014-11-25,1714941480
2014-11-26,1703935200
2014-11-28,1693744200
2014-12-01,1684368480
2014-12-02,1696597680
2014-12-03,1700674080
2014-12-04,1697412960
2014-12-05,1696190040
2014-12-08,1691706000
2014-12-09,1687629600
2014-12-10,1681515000
2014-12-11,1702304640
2014-12-12,1679476800
2014-12-15,1663171200
2014-12-16,1656648960
2014-12-17,1681515000
2014-12-18,1714533840
2014-12-19,1716164400
2014-12-22,1736138760
2014-12-23,1735731120
2014-12-24,1737361680
2014-12-26,1734508200
2014-12-29,1752036719
2014-12-30,1733692920
2014-12-31,1708379740
2015-01-02,1720212319
2015-01-05,1718172220
2015-01-06,1719396280
2015-01-07,1736941140
2015-01-08,1739797280
2015-01-09,1714908060
2015-01-12,1712051920
2015-01-13,1712051920
2015-01-14,1718988260
2015-01-15,1678186260
2015-01-16,1725516580
2015-01-20,1705523600
2015-01-21,1712867959
2015-01-22,1761422340
2015-01-23,1721844400
2015-01-26,1745917580
2015-01-27,1741429360
2015-01-28,1734493020
2015-01-29,1650848920
2015-01-30,1626367720
2015-02-02,1629223860
2015-02-03,1631671980
2015-02-04,1625959700
2015-02-05,1652889020
2015-02-06,1632488020
2015-02-09,1626367720
2015-02-10,1628407819
2015-02-11,1619023360
2015-02-12,1632080000
2015-02-13,1630447920
2015-02-17,1619431380
2015-02-18,1628407819
2015-02-19,1624735640
2015-02-20,1632896040
2015-02-23,1641872480
2015-02-24,1625143660
2015-02-25,1629223860
2015-02-26,1634120100
2015-02-27,1629223860
2015-03-02,1637384260
2015-03-03,1620247420
2015-03-04,1610046920
2015-03-05,1607190780
2015-03-06,1581485520
2015-03-09,1583933640
2015-03-10,1572509080
2015-03-11,1556188280
2015-03-12,1571693040
2015-03-13,1586381760
2015-03-16,1609230880
2015-03-17,1612495040
2015-03-18,1630855940
2015-03-19,1631263959
2015-03-20,1646768720
2015-03-23,1642688520
2015-03-24,1656561200
2015-03-25,1626367720
2015-03-26,1618615340
2015-03-27,1624735640
2015-03-30,1634528120
2015-03-31,1635353720
2015-04-01,1623509250
2015-04-02,1621467100
2015-04-06,1617382800
2015-04-07,1595327580
2015-04-08,1602270889
2015-04-09,1584299970
2015-04-10,1598595020
2015-04-13,1607988910
2015-04-14,1595736010
2015-04-15,1594510720
2015-04-16,1584708400
2015-04-17,1556118300
2015-04-20,1562244750
2015-04-21,1556935160
2015-04-22,1530387210
2015-04-23,1517725879
2015-04-24,1536513660
2015-04-27,1529161920
2015-04-28,1556118300
2015-04-29,1533654650
2015-04-30,1507515129
2015-05-01,1512416290
2015-05-04,1498121240
2015-05-05,1466263700
2015-05-06,1470756430
2015-05-07,1474432300
2015-05-08,1492403220
2015-05-11,1470756430
2015-05-12,1450334930
2015-05-13,1431138720
2015-05-14,1451968650
2015-05-15,1455236090
2015-05-18,1452377080
2015-05-19,1475657590
2015-05-20,1479741889
2015-05-21,1474432300
2015-05-22,1475657590
2015-05-26,1474432300
2015-05-27,1491586360
2015-05-28,1488727350
2015-05-29,1481784040
2015-06-01,1479333460
2015-06-02,1491177930
2015-06-03,1497304379
2015-06-04,1475657590
2015-06-05,1475657590
2015-06-08,1468714280
2015-06-09,1460954110
2015-06-10,1456869810
2015-06-11,1459728820
2015-06-12,1461770970
2015-06-15,1446659060
2015-06-16,1467080560
2015-06-17,1476066020
2015-06-18,1501388680
2015-06-19,1494036940
2015-06-22,1487910490
2015-06-23,1487502060
2015-06-24,1478516600
2015-06-25,1473615440
2015-06-26,1489135780
2015-06-29,1459728820
2015-06-30,1442680720
2015-07-01,1450441460
2015-07-02,1455751440
2015-07-06,1458202200
2015-07-07,1466371400
2015-07-08,1462286800
2015-07-09,1447990700
2015-07-10,1431243840
2015-07-13,1435328440
2015-07-14,1423074640
2015-07-15,1425933859
2015-07-16,1429610000
2015-07-17,1403468560
2015-07-20,1404693940
2015-07-21,1392031680
2015-07-22,1390397840
2015-07-23,1370383300
2015-07-24,1372425600
2015-07-27,1378144040
2015-07-28,1407961620
2015-07-29,1410820840
2015-07-30,1413271600
2015-07-31,1430018460
2015-08-03,1432469220
2015-08-04,1432060760
2015-08-05,1434103060
2015-08-06,1429610000
2015-08-07,1429610000
2015-08-10,1435328440
2015-08-11,1434919980
2015-08-12,1439821500
2015-08-13,1455751440
2015-08-14,1465146020
2015-08-17,1468822160
2015-08-18,1474540600
2015-08-19,1462286800
2015-08-20,1443497640
2015-08-21,1410003920
2015-08-24,1364664859
2015-08-25,1334030359
2015-08-26,1348734920
2015-08-27,1363439480
2015-08-28,1372017140
2015-08-31,1348734920
2015-09-01,1340565720
2015-09-02,1353227980
2015-09-03,1340974180
2015-09-04,1317283500
2015-09-08,1319325800
2015-09-09,1295635120
2015-09-10,1302987400
2015-09-11,1301353560
2015-09-14,1276029040
2015-09-15,1257239880
2015-09-16,1272352900
2015-09-17,1273578280
2015-09-18,1257648340
2015-09-21,1261324480
2015-09-22,1242535320
2015-09-23,1230689980
2015-09-24,1209858520
2015-09-25,1193928580
2015-09-28,1176364800
2015-09-29,1165744840
2015-09-30,1176532140
2015-10-01,1155690480
2015-10-02,1172036880
2015-10-05,1214537520
2015-10-06,1205138340
2015-10-07,1230883920
2015-10-08,1228840620
2015-10-09,1228431960
2015-10-12,1226797320
2015-10-13,1216580820
2015-10-14,1211268240
2015-10-15,1214128860
2015-10-16,1205138340
2015-10-19,1209633600
2015-10-20,1207998960
2015-10-21,1194921840
2015-10-22,1216989480
2015-10-23,1208816280
2015-10-26,1197782460
2015-10-27,1188791940
2015-10-28,1256220840
2015-10-29,1279514460
2015-10-30,1276653840
2015-11-02,1333457580
2015-11-03,1339996140
2015-11-04,1323241080
2015-11-05,1356342540
2015-11-06,1335909540
2015-11-09,1351847280
2015-11-10,1350212640
2015-11-11,1351847280
2015-11-12,1309346640
2015-11-13,1309755300
2015-11-16,1324058400
2015-11-17,1330188300
2015-11-18,1335500880
2015-11-19,1329779640
2015-11-20,1348169340
2015-11-23,1350212640
2015-11-24,1366559040
2015-11-25,1377184200
2015-11-27,1392713280
2015-11-30,1365741720
2015-12-01,1378410179
2015-12-02,1353481920
2015-12-03,1321606440
2015-12-04,1334274900
2015-12-07,1315067880
2015-12-08,1306894680
2015-12-09,1294226220
2015-12-10,1276245180
2015-12-11,1254177540
2015-12-14,1237831140
2015-12-15,1248864960
2015-12-16,1268889300
2015-12-17,1278288480
2015-12-18,1240283100
2015-12-21,1230883920
2015-12-22,1247230320
2015-12-23,1266437340
2015-12-24,1278697140
2015-12-28,1279105800
2015-12-29,1289730960
2015-12-30,1266028680
2015-12-31,1236060000
2016-01-04,1201316250
2016-01-05,1214805000
2016-01-06,1189462500
2016-01-07,1136733750
2016-01-08,1113435000
2016-01-11,1098311250
2016-01-12,1081552500
2016-01-13,1062341249
2016-01-14,1070925000
2016-01-15,1050896250
2016-01-19,1034955000
2016-01-20,1027597500
2016-01-21,1038633750
2016-01-22,1058253750
2016-01-25,1003072500
2016-01-26,1076647500
2016-01-27,1123245000
2016-01-28,1114661250
2016-01-29,1178835000
2016-02-01,1160850000
2016-02-02,1155945000
2016-02-03,1176382500
2016-02-04,1184557500
2016-02-05,1158397500
2016-02-08,1140412500
2016-02-09,1104442500
2016-02-10,1093815000
2016-02-11,1059480000
2016-02-12,1055801249
2016-02-16,1084822500
2016-02-17,1088910000
2016-02-18,1087275000
2016-02-19,1068472500
2016-02-22,1084413750
2016-02-23,1065611250
2016-02-24,1069698750
2016-02-25,1074603750
2016-02-26,1084005000
2016-02-29,1080735000
2016-03-01,1090136250
2016-03-02,1111800000
2016-03-03,1118748750
2016-03-04,1147361250
2016-03-07,1165755000
2016-03-08,1154718750
2016-03-09,1201316250
2016-03-10,1210717500
2016-03-11,1242600000
2016-03-14,1199272500
2016-03-15,1187827500
2016-03-16,1186192500
2016-03-17,1219710000
2016-03-18,1259358750
2016-03-21,1247505000
2016-03-22,1264672500
2016-03-23,1231563750
2016-03-24,1220118750
2016-03-28,1228293750
2016-03-29,1280205000
2016-03-30,1287971250
2016-03-31,1277919814
2016-04-01,1299827011
2016-04-04,1302666833
2016-04-05,1285627902
2016-04-06,1293741678
2016-04-07,1286439279
2016-04-08,1307129410
2016-04-11,1315243186
2016-04-12,1332282117
2016-04-13,1346481226
2016-04-14,1355406381
2016-04-15,1366765668
2016-04-18,1376096511
2016-04-19,1385427354
2016-04-20,1374473756
2016-04-21,1377313577
2016-04-22,1389078553
2016-04-25,1372851000
2016-04-26,1426807615
2016-04-27,1441006724
2016-04-28,1432487258
2016-04-29,1428836059
2016-05-02,1415448327
2016-05-03,1389484242
2016-05-04,1393946819
2016-05-05,1392729753
2016-05-06,1390701309
2016-05-09,1391918375
2016-05-10,1408551617
2016-05-11,1393946819
2016-05-12,1400843529
2016-05-13,1399220774
2016-05-16,1419910905
2016-05-17,1420316593
2016-05-18,1398003708
2016-05-19,1365548601
2016-05-20,1381776154
2016-05-23,1367577045
2016-05-24,1391106998
2016-05-25,1406928862
2016-05-26,1391106998
2016-05-27,1390701309
2016-05-31,1386644420
2016-06-01,1395975264
2016-06-02,1400843529
2016-06-03,1407334551
2016-06-06,1386644420
2016-06-07,1402871974
2016-06-08,1404900418
2016-06-09,1412608506
2016-06-10,1395569575
2016-06-13,1383398910
2016-06-14,1350538115
2016-06-15,1335933317
2016-06-16,1340395894
2016-06-17,1365548601
2016-06-20,1371228245
2016-06-21,1361086024
2016-06-22,1352160870
2016-06-23,1378124955
2016-06-24,1312403365
2016-06-27,1270617415
2016-06-28,1316865942
2016-06-29,1333093495
2016-06-30,1389234000
2016-07-01,1400641200
2016-07-05,1379456400
2016-07-06,1407567000
2016-07-07,1383530400
2016-07-08,1433640600
2016-07-11,1476417600
2016-07-12,1509824400
2016-07-13,1509824400
2016-07-14,1492713600
2016-07-15,1502083800
2016-07-18,1493528399
2016-07-19,1491491400
2016-07-20,1494343200
2016-07-21,1503306000
2016-07-22,1524898200
2016-07-25,1506157800
2016-07-26,1524490800
2016-07-27,1508194800
2016-07-28,1548120000
2016-07-29,1558305000
2016-08-01,1568490000
2016-08-02,1540379400
2016-08-03,1542009000
2016-08-04,1538342400
2016-08-05,1552601400
2016-08-08,1545268200
2016-08-09,1528564800
2016-08-10,1536305400
2016-08-11,1545675600
2016-08-12,1540379400
2016-08-15,1566045600
2016-08-16,1561971600
2016-08-17,1570934400
2016-08-18,1571341800
2016-08-19,1585600800
2016-08-22,1579082400
2016-08-23,1616563200
2016-08-24,1583563800
2016-08-25,1572971400
2016-08-26,1539157200
2016-08-29,1555453200
2016-08-30,1548527400
2016-08-31,1542823800
2016-09-01,1575823200
2016-09-02,1586415600
2016-09-06,1592934000
2016-09-07,1593748800
2016-09-08,1580712000
2016-09-09,1544453399
2016-09-12,1544860800
2016-09-13,1474788000
2016-09-14,1467454800
2016-09-15,1493528399
2016-09-16,1470714000
2016-09-19,1487417400
2016-09-20,1484158200
2016-09-21,1512676200
2016-09-22,1545268200
2016-09-23,1565230800
2016-09-26,1570527000
2016-09-27,1582749000
2016-09-28,1594971000
2016-09-29,1557897600
2016-09-30,1584845280
2016-10-03,1572619680
2016-10-04,1535942880
2016-10-05,1508639040
2016-10-06,1526569920
2016-10-07,1546130880
2016-10-10,1588105440
2016-10-11,1562431680
2016-10-12,1587697920
2016-10-13,1574249760
2016-10-14,1601146080
2016-10-17,1591365600
2016-10-18,1581177600
2016-10-19,1605628800
2016-10-20,1603591200
2016-10-21,1591365600
2016-10-24,1593403200
2016-10-25,1628042400
2016-10-26,1603591200
2016-10-27,1585252800
2016-10-28,1603591200
2016-10-31,1564876800
2016-11-01,1532275200
2016-11-02,1505786400
2016-11-03,1536350400
2016-11-04,1530237600
2016-11-07,1542463200
2016-11-08,1540425600
2016-11-09,1607666400
2016-11-10,1599516000
2016-11-11,1628042400
2016-11-14,1644343200
2016-11-15,1654531200
2016-11-16,1670832000
2016-11-17,1697320800
2016-11-18,1738072800
2016-11-21,1764561600
2016-11-22,1770674400
2016-11-23,1738072800
2016-11-25,1738072800
2016-11-28,1717696800
2016-11-29,1709546400
2016-11-30,1674092160
2016-12-01,1652493600
2016-12-02,1681020000
2016-12-05,1689170400
2016-12-06,1697320800
2016-12-07,1744185600
2016-12-08,1766599200
2016-12-09,1760486400
2016-12-12,1746223200
2016-12-13,1760486400
2016-12-14,1709546400
2016-12-15,1665941760
2016-12-16,1699358400
2016-12-19,1705471200
2016-12-20,1709546400
2016-12-21,1701396000
2016-12-22,1691208000
2016-12-23,1707508800
2016-12-27,1713621600
2016-12-28,1672869600
2016-12-29,1709546400
2016-12-30,1697320800
2017-01-03,1710632946
2017-01-04,1720827422
2017-01-05,1708594051
2017-01-06,1686166206
2017-01-09,1667816150
2017-01-10,1708594051
2017-01-11,1724905212
2017-01-12,1682088416
2017-01-13,1690243996
2017-01-17,1680049521
2017-01-18,1665777255
2017-01-19,1629077144
2017-01-20,1629077144
2017-01-23,1635193830
2017-01-24,1668631708
2017-01-25,1675971731
2017-01-26,1661699465
2017-01-27,1631116040
2017-01-30,1620921564
2017-01-31,1680049521
2017-02-01,1690243996
2017-02-02,1737138582
2017-02-03,1775877588
2017-02-06,1755488638
2017-02-07,1753449743
2017-02-08,1775877588
2017-02-09,1841122230
2017-02-10,1824811069
2017-02-13,1802383224
2017-02-14,1796266539
2017-02-15,1798305434
2017-02-16,1777916483
2017-02-17,1800344329
2017-02-21,1820733279
2017-02-22,1810538804
2017-02-23,1826849964
2017-02-24,1798305434
2017-02-27,1826849964
2017-02-28,1804422119
2017-03-01,1830927754
2017-03-02,1812577699
2017-03-03,1804422119
2017-03-06,1796266539
2017-03-07,1794227644
2017-03-08,1767722008
2017-03-09,1763644218
2017-03-10,1755488638
2017-03-13,1779955378
2017-03-14,1792188748
2017-03-15,1820733279
2017-03-16,1824811069
2017-03-17,1822772174
2017-03-20,1806461014
2017-03-21,1794227644
2017-03-22,1802383224
2017-03-23,1824811069
2017-03-24,1824811069
2017-03-27,1820733279
2017-03-28,1828888859
2017-03-29,1853355600
2017-03-30,1857433390
2017-03-31,1865598578
2017-04-03,1877845396
2017-04-04,1879886532
2017-04-05,1849269487
2017-04-06,1908462440
2017-04-07,1953367439
2017-04-10,1949285166
2017-04-11,1908462440
2017-04-12,1888051077
2017-04-13,1914585849
2017-04-17,1945202893
2017-04-18,1924791530
2017-04-19,1892133350
2017-04-20,1916626985
2017-04-21,1910503576
2017-04-24,1920709258
2017-04-25,1847228351
2017-04-26,1898256759
2017-04-27,1916626985
2017-04-28,1839063806
2017-05-01,1875804259
2017-05-02,1863557441
2017-05-03,1843146078
2017-05-04,1824775852
2017-05-05,1851310624
2017-05-08,1851310624
2017-05-09,1843146078
2017-05-10,1841104942
2017-05-11,1812529034
2017-05-12,1818652443
2017-05-15,1849269487
2017-05-16,1853351760
2017-05-17,1785994262
2017-05-18,1775788581
2017-05-19,1810487898
2017-05-22,1814570170
2017-05-23,1826816988
2017-05-24,1839063806
2017-05-25,1839063806
2017-05-26,1824775852
2017-05-30,1820693579
2017-05-31,1867639714
2017-06-01,1896215622
2017-06-02,1881927668
2017-06-05,1843146078
2017-06-06,1841104942
2017-06-07,1837022670
2017-06-08,1855392896
2017-06-09,1904380167
2017-06-12,1906421304
2017-06-13,1934997212
2017-06-14,1920709258
2017-06-15,1918668122
2017-06-16,1928873803
2017-06-19,1949285166
2017-06-20,1926832667
2017-06-21,1916626985
2017-06-22,1932956076
2017-06-23,1967655393
2017-06-26,1969696529
2017-06-27,1857434033
2017-06-28,1867639714
2017-06-29,1851310624
2017-06-30,1865885300
2017-07-03,1876092550
2017-07-05,1867926750
2017-07-06,1839346450
2017-07-07,1863843850
2017-07-10,1851595150
2017-07-11,1865885300
2017-07-12,1904672850
2017-07-13,1874051100
2017-07-14,1882216900
2017-07-17,1888341250
2017-07-18,1896507050
2017-07-19,1937336050
2017-07-20,1947543300
2017-07-21,1963874900
2017-07-24,1941418950
2017-07-25,1982247950
2017-07-26,1976123600
2017-07-27,1982247950
2017-07-28,1941418950
2017-07-31,1953667650
2017-08-01,1992455200
2017-08-02,1943460400
2017-08-03,1965916350
2017-08-04,1978165050
2017-08-07,1980206500
2017-08-08,1951626200
2017-08-09,1925087350
2017-08-10,1908755750
2017-08-11,1906714300
2017-08-14,1933253150
2017-08-15,1914880100
2017-08-16,1890382700
2017-08-17,1810766150
2017-08-18,1812807600
2017-08-21,1816890500
2017-08-22,1800558900
2017-08-23,1806683250
2017-08-24,1820973400
2017-08-25,1851595150
2017-08-28,1851595150
2017-08-29,1849553700
2017-08-30,1880175450
2017-08-31,1951626200
2017-09-01,1921004450
2017-09-05,1941418950
2017-09-06,1963874900
2017-09-07,1951626200
2017-09-08,1990413750
2017-09-11,1982247950
2017-09-12,1984289400
2017-09-13,1967957800
2017-09-14,1959792000
2017-09-15,1953667650
2017-09-18,1951626200
2017-09-19,2000621000
2017-09-20,1984289400
2017-09-21,1996538100
2017-09-22,2041450000
2017-09-25,2067988850
2017-09-26,2072071750
2017-09-27,2096569150
2017-09-28,2092486250
2017-09-29,2082279000
2017-10-02,2113418250
2017-10-03,2137921650
2017-10-04,2103208500
2017-10-05,2078705100
2017-10-06,2070537300
2017-10-09,2072579250
2017-10-10,2090956800
2017-10-11,2107292400
2017-10-12,2107292400
2017-10-13,2135879700
2017-10-16,2142005550
2017-10-17,2133837750
2017-10-18,2164467000
2017-10-19,2178760650
2017-10-20,2164467000
2017-10-23,2144047500
2017-10-24,2092998750
2017-10-25,2068495350
2017-10-26,2119544100
2017-10-27,2115460200
2017-10-30,2101166550
2017-10-31,2115460200
2017-11-01,2144047500
2017-11-02,2119544100
2017-11-03,2117502150
2017-11-06,2095040700
2017-11-07,2119544100
2017-11-08,2133837750
2017-11-09,2127711900
2017-11-10,2148131400
2017-11-13,2146089450
2017-11-14,2170592850
2017-11-15,2182844550
2017-11-16,2199180150
2017-11-17,2184886500
2017-11-20,2150173350
2017-11-21,2150173350
2017-11-22,2146089450
2017-11-24,2130979020
2017-11-27,2121586050
2017-11-28,2133837750
2017-11-29,2095040700
2017-11-30,2107292400
2017-12-01,2111376300
2017-12-04,2072579250
2017-12-05,2090956800
2017-12-06,2088914850
2017-12-07,2092998750
2017-12-08,2064411450
2017-12-11,2080747050
2017-12-12,2105250450
2017-12-13,2076663150
2017-12-14,2082789000
2017-12-15,2092998750
2017-12-18,2088914850
2017-12-19,2074621200
2017-12-20,2064411450
2017-12-21,2023572450
2017-12-22,1990901250
2017-12-26,2019488550
2017-12-27,2019488550
2017-12-28,2025614400
2017-12-29,2037866100
2018-01-02,2551505000
2018-01-03,2609493750
2018-01-04,2523771250
2018-01-05,2526292500
2018-01-08,2599408750
2018-01-09,2538898750
2018-01-10,2556547500
2018-01-11,2614536250
2018-01-12,2599408750
2018-01-16,2584281250
2018-01-17,2644791250
2018-01-18,2614536250
2018-01-19,2619578750
2018-01-22,2617057500
2018-01-23,2647312500
2018-01-24,2748162500
2018-01-25,2791023750
2018-01-26,2798587500
2018-01-29,2773375000
2018-01-30,2725471250
2018-01-31,2667482500
2018-02-01,2667482500
2018-02-02,2627142500
2018-02-05,2556547500
2018-02-06,2561590000
2018-02-07,2521250000
2018-02-08,2475867500
2018-02-09,2493516250
2018-02-12,2561590000
2018-02-13,2617057500
2018-02-14,2738077500
2018-02-15,2722950000
2018-02-16,2760768750
2018-02-20,2619578750
2018-02-21,2622100000
2018-02-22,2584281250
2018-02-23,2634706250
2018-02-26,2690173750
2018-02-27,2654876250
2018-02-28,2579238750
2018-03-01,2533856250
2018-03-02,2617057500
2018-03-05,2576717500
2018-03-06,2609493750
2018-03-07,2566632500
2018-03-08,2569153750
2018-03-09,2548983750
2018-03-12,2594366250
2018-03-13,2614536250
2018-03-14,2606972500
2018-03-15,2647312500
2018-03-16,2695216250
2018-03-19,2644791250
2018-03-20,2619578750
2018-03-21,2634706250
2018-03-22,2675046250
2018-03-23,2543941250
2018-03-26,2632185000
2018-03-27,2659918750
2018-03-28,2659918750
2018-03-29,2624621250
2018-04-02,3274960000
2018-04-03,3227725000
2018-04-04,3331642000
2018-04-05,3322195000
2018-04-06,3315897000
2018-04-09,3297003000
2018-04-10,3309599000
2018-04-11,3309599000
2018-04-12,3303301000
2018-04-13,3325344000
2018-04-16,3315897000
2018-04-17,3344238000
2018-04-18,3350536000
2018-04-19,3328493000
2018-04-20,3300152000
2018-04-23,3306450000
2018-04-24,3284407000
2018-04-25,3293854000
2018-04-26,3278109000
2018-04-27,3315897000
2018-04-30,3265513000
2018-05-01,3262364000
2018-05-02,3265513000
2018-05-03,3246619000
2018-05-04,3070275000
2018-05-07,3104914000
2018-05-08,3048232000
2018-05-09,3026189000
2018-05-10,3051381000
2018-05-11,3004146000
2018-05-14,2960060000
2018-05-15,2925421000
2018-05-16,2934868000
2018-05-17,2972656000
2018-05-18,3041934000
2018-05-21,3082871000
2018-05-22,3142702000
2018-05-23,3139553000
2018-05-24,3104914000
2018-05-25,3152149000
2018-05-29,3139553000
2018-05-30,3177341000
2018-05-31,3180490000
2018-06-01,3221427000
2018-06-04,3246619000
2018-06-05,3274960000
2018-06-06,3243470000
2018-06-07,3252917000
2018-06-08,3265513000
2018-06-11,3284407000
2018-06-12,3309599000
2018-06-13,3221427000
2018-06-14,3180490000
2018-06-15,3152149000
2018-06-18,3183639000
2018-06-19,3164745000
2018-06-20,3067126000
2018-06-21,2997848000
2018-06-22,3045083000
2018-06-25,3082871000
2018-06-26,3155298000
2018-06-27,3136404000
2018-06-28,3164745000
2018-06-29,3202533000
2018-07-02,3130404200
2018-07-03,3152449300
2018-07-05,3202838100
2018-07-06,3215435300
2018-07-09,3202838100
2018-07-10,3165046500
2018-07-11,3120956300
2018-07-12,3092612600
2018-07-13,3064268900
2018-07-16,3114657700
2018-07-17,3124105600
2018-07-18,3039074500
2018-07-19,3130404200
2018-07-20,3067418200
2018-07-23,2998133600
2018-07-24,2991835000
2018-07-25,2969789900
2018-07-26,2941446200
2018-07-27,2887908100
2018-07-30,2875310900
2018-07-31,2944595500
2018-08-01,2938296900
2018-08-02,2963491300
2018-08-03,2913102500
2018-08-06,2891057400
2018-08-07,2886648380
2018-08-08,2891057400
2018-08-09,2887908100
2018-08-10,2872161600
2018-08-13,2850116500
2018-08-14,2875310900
2018-08-15,2891057400
2018-08-16,2938296900
2018-08-17,3004432200
2018-08-20,3051671700
2018-08-21,3042223800
2018-08-22,3004432200
2018-08-23,2938296900
2018-08-24,2966640600
2018-08-27,2963491300
2018-08-28,2966640600
2018-08-29,2950894100
2018-08-30,2928849000
2018-08-31,3042223800
2018-09-04,2960342000
2018-09-05,2998133600
2018-09-06,3023328000
2018-09-07,2979237800
2018-09-10,2994984300
2018-09-11,2985536400
2018-09-12,3032775900
2018-09-13,3042223800
2018-09-14,3013880100
2018-09-17,2988685700
2018-09-18,2972939200
2018-09-19,2897356000
2018-09-20,2938296900
2018-09-21,2903654600
2018-09-24,2884758800
2018-09-25,2869012300
2018-09-26,2680054300
2018-09-27,2658009200
2018-09-28,2579276700
2018-10-01,2626643460
2018-10-02,2633192060
2018-10-03,2516626980
2018-10-04,2534308200
2018-10-05,2521211000
2018-10-08,2554608860
2018-10-09,2491742300
2018-10-10,2436734060
2018-10-11,2390239000
2018-10-12,2335885620
2018-10-15,2322133560
2018-10-16,2372557780
2018-10-17,2398752180
2018-10-18,2362080020
2018-10-19,2392203580
2018-10-22,2331301600
2018-10-23,2343743940
2018-10-24,2367318900
2018-10-25,2405300780
2018-10-26,2246824660
2018-10-29,2405955640
2018-10-30,2360770300
2018-10-31,2373867500
2018-11-01,2432150040
2018-11-02,2431495180
2018-11-05,2429530600
2018-11-06,2370593200
2018-11-07,2389584140
2018-11-08,2389584140
2018-11-09,2367973760
2018-11-12,2390893860
2018-11-13,2411849380
2018-11-14,2423636860
2018-11-15,2407265360
2018-11-16,2385654980
2018-11-19,2423636860
2018-11-20,2370593200
2018-11-21,2388274420
2018-11-23,2369283480
2018-11-26,2374522360
2018-11-27,2382380680
2018-11-28,2404645920
2018-11-29,2427566020
2018-11-30,2429530600
2018-12-03,2400716760
2018-12-04,2331301600
2018-12-06,2458344440
2018-12-07,2323443280
2018-12-10,2310346080
2018-12-11,2285461400
2018-12-12,2293319720
2018-12-13,2289390560
2018-12-14,2218010820
2018-12-17,2111923500
2018-12-18,2119126960
2018-12-19,2109958920
2018-12-20,1995358420
2018-12-21,1966544580
2018-12-24,1904332880
2018-12-26,1969818880
2018-12-27,1993393840
2018-12-28,2051021520
2018-12-31,2147090400
2019-01-02,2087373600
2019-01-03,2136911400
2019-01-04,2222415000
2019-01-07,2251594800
2019-01-08,2262452400
2019-01-09,2266524000
2019-01-10,2315383200
2019-01-11,2314026000
2019-01-14,2277381600
2019-01-15,2314026000
2019-01-16,2341848600
2019-01-17,2371028400
2019-01-18,2401565400
2019-01-22,2355420600
2019-01-23,2337098400
2019-01-24,2402244000
2019-01-25,2407672800
2019-01-28,2415816000
2019-01-29,2430066600
2019-01-30,2464675200
2019-01-31,2502676800
2019-02-01,2537964000
2019-02-04,2545428600
