,CVX
2009-04-09,137878814150
2009-04-13,135389307900
2009-04-14,132601060900
2009-04-15,132840053500
2009-04-16,131306517650
2009-04-17,131465846050
2009-04-20,127203811350
2009-04-21,129215332399
2009-04-22,126964818750
2009-04-23,130509875650
2009-04-24,132640892999
2009-04-27,130270883050
2009-04-28,131426013949
2009-04-29,134552833800
2009-04-30,131645090499
2009-05-01,133178626350
2009-05-04,132800221400
2009-05-05,130948028750
2009-05-06,135648216550
2009-05-07,135389307900
2009-05-08,140169159900
2009-05-11,135429140000
2009-05-12,137799149950
2009-05-13,135628300499
2009-05-14,135130399249
2009-05-15,131206937399
2009-05-18,131505678150
2009-05-19,131167105300
2009-05-20,129872562049
2009-05-21,128398774350
2009-05-22,128339026200
2009-05-26,130768784300
2009-05-27,128597934849
2009-05-28,131067525050
2009-05-29,132780305350
2009-06-01,137838982050
2009-06-02,138117806750
2009-06-03,135946957300
2009-06-04,138994112950
2009-06-05,138157638850
2009-06-08,138575875900
2009-06-09,139790754950
2009-06-10,139850503100
2009-06-11,143196399500
2009-06-12,144729935350
2009-06-15,141563283400
2009-06-16,139173357400
2009-06-17,137082172150
2009-06-18,136285530150
2009-06-19,135548636300
2009-06-22,130967944800
2009-06-23,131366265799
2009-06-24,130888280600
2009-06-25,133178626350
2009-06-26,131346349750
2009-06-29,133198542399
2009-06-30,131999945000
2009-07-01,132537907039
2009-07-02,128353757840
2009-07-06,127795871280
2009-07-07,124926740400
2009-07-08,125086136560
2009-07-09,125683872160
2009-07-10,122336552800
2009-07-13,124408702880
2009-07-14,125524476000
2009-07-15,128652625639
2009-07-16,129290210280
2009-07-17,129748474240
2009-07-20,130784549280
2009-07-21,131999945000
2009-07-22,131382284880
2009-07-23,135267566280
2009-07-24,136343490360
2009-07-27,137180320199
2009-07-28,136164169680
2009-07-29,133733378240
2009-07-30,134889000400
2009-07-31,138415640440
2009-08-03,140268620800
2009-08-04,140288545320
2009-08-05,139053225080
2009-08-06,137977301000
2009-08-07,138475414000
2009-08-10,137937451960
2009-08-11,135367188880
2009-08-12,136921301440
2009-08-13,136542735560
2009-08-14,136741980759
2009-08-17,132677378680
2009-08-18,133374736880
2009-08-19,135805528320
2009-08-20,136722056240
2009-08-21,138933677960
2009-08-24,140985903520
2009-08-25,140766733800
2009-08-26,141643412680
2009-08-27,141464092000
2009-08-28,140826507360
2009-08-31,139352092880
2009-09-01,136443112960
2009-09-02,135566434080
2009-09-03,136144245160
2009-09-04,137399489919
2009-09-08,140428016960
2009-09-09,140129149160
2009-09-10,142360695400
2009-09-11,140965979000
2009-09-14,141543790080
2009-09-15,142719336760
2009-09-16,144353147400
2009-09-17,143396770440
2009-09-18,144731713280
2009-09-21,143556166600
2009-09-22,144711788760
2009-09-23,142201299240
2009-09-24,140886280920
2009-09-25,140786658320
2009-09-28,142858808400
2009-09-29,141284771320
2009-09-30,140352974430
2009-10-01,137124636810
2009-10-02,135789460140
2009-10-05,138280461390
2009-10-06,140612038560
2009-10-07,140512398510
2009-10-08,142385631450
2009-10-09,144996200760
2009-10-12,146809649670
2009-10-13,147606770070
2009-10-14,150376763460
2009-10-15,152827908690
2009-10-16,153067044810
2009-10-19,154760925660
2009-10-20,153505461030
2009-10-21,153385892970
2009-10-22,154023589290
2009-10-23,152807980680
2009-10-26,150356835450
2009-10-27,152628628590
2009-10-28,151233667890
2009-10-29,155338837950
2009-10-30,152528988540
2009-11-02,152728268640
2009-11-03,152847836700
2009-11-04,152010860280
2009-11-05,153923949240
2009-11-06,154501861530
2009-11-09,154760925660
2009-11-10,156116030340
2009-11-11,156454806510
2009-11-12,154282653420
2009-11-13,155318909940
2009-11-16,156654086610
2009-11-17,157052646810
2009-11-18,157271854920
2009-11-19,154123229340
2009-11-20,152987332770
2009-11-23,156913150740
2009-11-24,157491063030
2009-11-25,158706671640
2009-11-27,155777254170
2009-11-30,155518190040
2009-12-01,157550847060
2009-12-02,156893222730
2009-12-03,155358765960
2009-12-04,155577974070
2009-12-07,155777254170
2009-12-08,152967404760
2009-12-09,153565245060
2009-12-10,154282653420
2009-12-11,154960205760
2009-12-14,153963805260
2009-12-15,154183013370
2009-12-16,155219269890
2009-12-17,153007260780
2009-12-18,153246396900
2009-12-21,154442077500
2009-12-22,154422149490
2009-12-23,153525389040
2009-12-24,154302581430
2009-12-28,154980133770
2009-12-29,153864165210
2009-12-30,154740997650
2009-12-31,153593741170
2010-01-04,157723355980
2010-01-05,158840546460
2010-01-06,158860496290
2010-01-07,158262001390
2010-01-08,158541299010
2010-01-11,161354225040
2010-01-12,160416583030
2010-01-13,159199643400
2010-01-14,158700897650
2010-01-15,158062503090
2010-01-19,158960245440
2010-01-20,155907921450
2010-01-21,152097503920
2010-01-22,148805781970
2010-01-25,148725982650
2010-01-26,147927989450
2010-01-27,147030247100
2010-01-28,146112554920
2010-01-29,143878173960
2010-02-01,146790849140
2010-02-02,148526484350
2010-02-03,146052705430
2010-02-04,142381936710
2010-02-05,142002889940
2010-02-08,139908157790
2010-02-09,142262237730
2010-02-10,141145047250
2010-02-11,143100130590
2010-02-12,141663742830
2010-02-16,145613809170
2010-02-17,145314561720
2010-02-18,146870648460
2010-02-19,147728491150
2010-02-22,145553959680
2010-02-23,143718575320
2010-02-24,144317070220
2010-02-25,143858224130
2010-02-26,144237270900
2010-03-01,145254712230
2010-03-02,146272153560
2010-03-03,145893106790
2010-03-04,145793357640
2010-03-05,148227236900
2010-03-08,148905531120
2010-03-09,148227236900
2010-03-10,147548942680
2010-03-11,147608792170
2010-03-12,147070146760
2010-03-15,146770899310
2010-03-16,147588842340
2010-03-17,148965380610
2010-03-18,149144929080
2010-03-19,149583825340
2010-03-22,148546434180
2010-03-23,149164878910
2010-03-24,147489093190
2010-03-25,147229745400
2010-03-26,148486584690
2010-03-29,150082571090
2010-03-30,150222219900
2010-03-31,151386481190
2010-04-01,153103379170
2010-04-05,155039880380
2010-04-06,155479086840
2010-04-07,154460926410
2010-04-08,155039880380
2010-04-09,158713243500
2010-04-12,160569888990
2010-04-13,160130682530
2010-04-14,160869347940
2010-04-15,162885704870
2010-04-16,161208734750
2010-04-19,162346678760
2010-04-20,163804045650
2010-04-21,163544514560
2010-04-22,162107111600
2010-04-23,165041809310
2010-04-26,164882097870
2010-04-27,160170610390
2010-04-28,160949203660
2010-04-29,164283179970
2010-04-30,162586245920
2010-05-03,165361232190
2010-05-04,161228698680
2010-05-05,160090754670
2010-05-06,154121539600
2010-05-07,153921900300
2010-05-10,159491836770
2010-05-11,159112522100
2010-05-12,159831223580
2010-05-13,157555335560
2010-05-14,155379267190
2010-05-17,155179627890
2010-05-18,153422802050
2010-05-19,152923703800
2010-05-20,146934524800
2010-05-21,148691350640
2010-05-24,146615101920
2010-05-25,144878240010
2010-05-26,142841919150
2010-05-27,148451783480
2010-05-28,147473550910
2010-06-01,144319249970
2010-06-02,147992613090
2010-06-03,147553406630
2010-06-04,142302893040
2010-06-07,142442640550
2010-06-08,141783830860
2010-06-09,141324660470
2010-06-10,148072468810
2010-06-11,147852865580
2010-06-14,148092432740
2010-06-15,150188645390
2010-06-16,149629655350
2010-06-17,150368320760
2010-06-18,150767599360
2010-06-21,151166877960
2010-06-22,147733082000
2010-06-23,144259358180
2010-06-24,141404516190
2010-06-25,139867293580
2010-06-28,139667654280
2010-06-29,136473425480
2010-06-30,135565347060
2010-07-01,134806213080
2010-07-02,134466600510
2010-07-06,134966030760
2010-07-07,138741723450
2010-07-08,140659535610
2010-07-09,143516276640
2010-07-12,143536253850
2010-07-13,146293108830
2010-07-14,145933519050
2010-07-15,145913541840
2010-07-16,142837051500
2010-07-19,143835912000
2010-07-20,146033405100
2010-07-21,144175524570
2010-07-22,146712630240
2010-07-23,146872447920
2010-07-26,149069941020
2010-07-27,150428391300
2010-07-28,150947798760
2010-07-29,151866750420
2010-07-30,152246317410
2010-08-02,155422693800
2010-08-03,157140733860
2010-08-04,157859913420
2010-08-05,157959799470
2010-08-06,157280574330
2010-08-09,158399298090
2010-08-10,157899867840
2010-08-11,154084220730
2010-08-12,153964357470
2010-08-13,154623605400
2010-08-16,155242898910
2010-08-17,155362762170
2010-08-18,153904425840
2010-08-19,151507160640
2010-08-20,149928961050
2010-08-23,149928961050
2010-08-24,147391855380
2010-08-25,147971194470
2010-08-26,146492880930
2010-08-27,149689234530
2010-08-30,147391855380
2010-08-31,147991171680
2010-09-01,153365041170
2010-09-02,154723491450
2010-09-03,155822238000
2010-09-07,153924403050
2010-09-08,154323947250
2010-09-09,154543696560
2010-09-10,157460369220
2010-09-13,158319389250
2010-09-14,158838796710
2010-09-15,158239480410
2010-09-16,157919845050
2010-09-17,156741189660
2010-09-20,159617907900
2010-09-21,159318249750
2010-09-22,158319389250
2010-09-23,156901007340
2010-09-24,160057406520
2010-09-27,159977497680
2010-09-28,161575674480
2010-09-29,162374762880
2010-09-30,161839505300
2010-10-01,163636612700
2010-10-04,162358669660
2010-10-05,166511984540
2010-10-06,167510377540
2010-10-07,166771566720
2010-10-08,167610216840
2010-10-11,167150956060
2010-10-12,167410538240
2010-10-13,167071084620
2010-10-14,167530345400
2010-10-15,166951277460
2010-10-18,168688481280
2010-10-19,165313912940
2010-10-20,167769959720
2010-10-21,168229220500
2010-10-22,168828256300
2010-10-25,169467227820
2010-10-26,170026327900
2010-10-27,168349027660
2010-10-28,168608609840
2010-10-29,164934523600
2010-11-01,162638219700
2010-11-02,164035969900
2010-11-03,165134202200
2010-11-04,170006360040
2010-11-05,169686874280
2010-11-08,169327452800
2010-11-09,166851438160
2010-11-10,170066263620
2010-11-11,171903306740
2010-11-12,170605395840
2010-11-15,169447259960
2010-11-16,164694909280
2010-11-17,164654973560
2010-11-18,167370602520
2010-11-19,167610216840
2010-11-22,166631791700
2010-11-23,163237255500
2010-11-24,165593462980
2010-11-26,163836291300
2010-11-29,163117448340
2010-11-30,161679762420
2010-12-01,165134202200
2010-12-02,168728417000
2010-12-03,169507163540
2010-12-06,169626970700
2010-12-07,172322631800
2010-12-08,172003146040
2010-12-09,173021506900
2010-12-10,173780285580
2010-12-13,176455978820
2010-12-14,176475946680
2010-12-15,175737135860
2010-12-16,177833761160
2010-12-17,176695593140
2010-12-20,177314596800
2010-12-21,178173214780
2010-12-22,179550997120
2010-12-23,181068554480
2010-12-27,179950354320
2010-12-28,182086915340
2010-12-29,182446336820
2010-12-30,182905597600
2010-12-31,182019568750
2011-01-03,183395935900
2011-01-04,182717726000
2011-01-05,182398568400
2011-01-06,180902517150
2011-01-07,181899884650
2011-01-10,180343991350
2011-01-11,183176515050
2011-01-12,184413250750
2011-01-13,183874672300
2011-01-14,185171250050
2011-01-18,186208512250
2011-01-19,185450512950
2011-01-20,184931881850
2011-01-21,187066248300
2011-01-24,187704563500
2011-01-25,187664668800
2011-01-26,188781720400
2011-01-27,189001141250
2011-01-28,186248406950
2011-01-31,189360193550
2011-02-01,191933401700
2011-02-02,192452032800
2011-02-03,194107662850
2011-02-04,193708715850
2011-02-07,194805820100
2011-02-08,194965398900
2011-02-09,191973296400
2011-02-10,192890874500
2011-02-11,192392190750
2011-02-14,193389558250
2011-02-15,192172769900
2011-02-16,192811085100
2011-02-17,193828399950
2011-02-18,196920239200
2011-02-22,200111815200
2011-02-23,204001548450
2011-02-24,203522812050
2011-02-25,203662443500
2011-02-28,206953756250
2011-03-01,205258231500
2011-03-02,206395230450
2011-03-03,207831439650
2011-03-04,206953756250
2011-03-07,205477652350
2011-03-08,206993650950
2011-03-09,203742232900
2011-03-10,197638343800
2011-03-11,199333868550
2011-03-14,201069288000
2011-03-15,201927024050
2011-03-16,198496079850
2011-03-17,203941706400
2011-03-18,205058758000
2011-03-21,209826174650
2011-03-22,209905964050
2011-03-23,210404647800
2011-03-24,210205174300
2011-03-25,212997803300
2011-03-28,211521699400
2011-03-29,214174696950
2011-03-30,215451327350
2011-03-31,214335812430
2011-04-01,215990838240
2011-04-04,215811377610
2011-04-05,218004785310
2011-04-06,216668800620
2011-04-07,217227122580
2011-04-08,218662807620
2011-04-11,214914074460
2011-04-12,207735649260
2011-04-13,206997866670
2011-04-14,209131454160
2011-04-15,211843303680
2011-04-18,208373731500
2011-04-19,210168337800
2011-04-20,214973894670
2011-04-21,215611976910
2011-04-25,214196231940
2011-04-26,216848261250
2011-04-27,217286942790
2011-04-28,216967901670
2011-04-29,218224126080
2011-05-02,215711677260
2011-05-03,211703723190
2011-05-04,208732652760
2011-05-05,204624998340
2011-05-06,205143440160
2011-05-09,207556188630
2011-05-10,208094570520
2011-05-11,203907155820
2011-05-12,204904159320
2011-05-13,204166376730
2011-05-16,202690811550
2011-05-17,200218242870
2011-05-18,205103560020
2011-05-19,207117507090
2011-05-20,204525297990
2011-05-23,202132489590
2011-05-24,203927095890
2011-05-25,205881222750
2011-05-26,206100563520
2011-05-27,205801462470
2011-05-31,209191274370
2011-06-01,204365777430
2011-06-02,201633987840
2011-06-03,201394707000
2011-06-06,198762617760
2011-06-07,198343876290
2011-06-08,199300999650
2011-06-09,201853328610
2011-06-10,198742677690
2011-06-13,197267112510
2011-06-14,200597104200
2011-06-15,196230228870
2011-06-16,198264116010
2011-06-17,197745674190
2011-06-20,199221239370
2011-06-21,202571171130
2011-06-22,201534287490
2011-06-23,198124535520
2011-06-24,195213285300
2011-06-27,197207292300
2011-06-28,200098602450
2011-06-29,201953028960
2011-06-30,204100686120
2011-07-01,206581489870
2011-07-05,208625672160
2011-07-06,208546286440
2011-07-07,211543097370
2011-07-08,210153847270
2011-07-11,207216575630
2011-07-12,207176882770
2011-07-13,208566132870
2011-07-14,207732582810
2011-07-15,210749240170
2011-07-18,210828625890
2011-07-19,213309429640
2011-07-20,212555265300
2011-07-21,217179483490
2011-07-22,216266547710
2011-07-25,214539908300
2011-07-26,213488047510
2011-07-27,209637840090
2011-07-28,208447054290
2011-07-29,206442564860
2011-08-01,209141679340
2011-08-02,205311318350
2011-08-03,203941914680
2011-08-04,192192828120
2011-08-05,193721003230
2011-08-08,179114030750
2011-08-09,185365656200
2011-08-10,179749116510
2011-08-11,186695367010
2011-08-12,190247877980
2011-08-15,196678121300
2011-08-16,194772864020
2011-08-17,193859928240
2011-08-18,185048113320
2011-08-19,185147345470
2011-08-22,185167191900
2011-08-23,193165303190
2011-08-24,193681310370
2011-08-25,190446342280
2011-08-26,192212674550
2011-08-29,195963649820
2011-08-30,195288871200
2011-08-31,196162114120
2011-09-01,195527028360
2011-09-02,191339431630
2011-09-06,189751717230
2011-09-07,197055203470
2011-09-08,195308717630
2011-09-09,188918167170
2011-09-12,190347110130
2011-09-13,190386802990
2011-09-14,193125610330
2011-09-15,196995664180
2011-09-16,197729982090
2011-09-19,195904110530
2011-09-20,194078238970
2011-09-21,187092295610
2011-09-22,178955259310
2011-09-23,178637716430
2011-09-26,181574988070
2011-09-27,185643506220
2011-09-28,182071148820
2011-09-29,187330452770
2011-09-30,182661829770
2011-10-03,177315533640
2011-10-04,180472018440
2011-10-05,186745531980
2011-10-06,186646891830
2011-10-07,186232603200
2011-10-10,193729254600
2011-10-11,192545572800
2011-10-12,192900677340
2011-10-13,192920405370
2011-10-14,198207517410
2011-10-17,194538103830
2011-10-18,203100068850
2011-10-19,201699378720
2011-10-20,203968102170
2011-10-21,208189900590
2011-10-24,209649774810
2011-10-25,206157913500
2011-10-26,210636176310
2011-10-27,214976342910
2011-10-28,216298120920
2011-10-31,207242955150
2011-11-01,201383730240
2011-11-02,206236825620
2011-11-03,209373582390
2011-11-04,209965423290
2011-11-07,212510339160
2011-11-08,214759334580
2011-11-09,205723896840
2011-11-10,208130716500
2011-11-11,211188561150
2011-11-14,209452494510
2011-11-15,203731365810
2011-11-16,199351743150
2011-11-17,197438124240
2011-11-18,193097957640
2011-11-21,188718334980
2011-11-22,190217665260
2011-11-23,184950281250
2011-11-25,182069988870
2011-11-28,188935343310
2011-11-29,192131284170
2011-11-30,202843604460
2011-12-01,200890529490
2011-12-02,200614337070
2011-12-05,202843604460
2011-12-06,205881721080
2011-12-07,206197369560
2011-12-08,201719106750
2011-12-09,205664712750
2011-12-12,203336805210
2011-12-13,204421846860
2011-12-14,198325885590
2011-12-15,196629275010
2011-12-16,198976910580
2011-12-19,196727915160
2011-12-20,204520487010
2011-12-21,207992620290
2011-12-22,209728686930
2011-12-23,212076322500
2011-12-27,213023267940
2011-12-28,209038205880
2011-12-29,212017138410
2011-12-30,209906239200
2012-01-03,216751448940
2012-01-04,216378315160
2012-01-05,214257344200
2012-01-06,212705893220
2012-01-09,215023250380
2012-01-10,214178789720
2012-01-11,211645407740
2012-01-12,206146594140
2012-01-13,208346119580
2012-01-17,209583352640
2012-01-18,209799377460
2012-01-19,209995763660
2012-01-20,209917209180
2012-01-23,210152872620
2012-01-24,209583352640
2012-01-25,211566853260
2012-01-26,209328050580
2012-01-27,204163093520
2012-01-30,203082969420
2012-01-31,202513449440
2012-02-01,201865374980
2012-02-02,203632850780
2012-02-03,207187441000
2012-02-06,209485159540
2012-02-07,209799377460
2012-02-08,209661907120
2012-02-09,208896000940
2012-02-10,206755391360
2012-02-13,208915639560
2012-02-14,209131664380
2012-02-15,206205510000
2012-02-16,209190580240
2012-02-17,209465520920
2012-02-21,212902279420
2012-02-22,211115165000
2012-02-23,212784447700
2012-02-24,214218066960
2012-02-27,215298191060
2012-02-28,215258913820
2012-02-29,214296621440
2012-03-01,215553493120
2012-03-02,215258913820
2012-03-05,214689393840
2012-03-06,213766378700
2012-03-07,214964334520
2012-03-08,216083735860
2012-03-09,215180359340
2012-03-12,216024820000
2012-03-13,218361815780
2012-03-14,217379884780
2012-03-15,216083735860
2012-03-16,216574701360
2012-03-19,217399523400
2012-03-20,214218066960
2012-03-21,211920348420
2012-03-22,206892861700
2012-03-23,208876362320
2012-03-26,211782878080
2012-03-27,210211788480
2012-03-28,207953347180
2012-03-29,209838654700
2012-03-30,210545645020
2012-04-02,211634120100
2012-04-03,209367309580
2012-04-04,206357923200
2012-04-05,204696898250
2012-04-09,202234673030
2012-04-10,198248213150
2012-04-11,197271139650
2012-04-12,200475940730
2012-04-13,196938934660
2012-04-16,198365461970
2012-04-17,202488712140
2012-04-18,202039258330
2012-04-19,200319608970
2012-04-20,200339150440
2012-04-23,200182818680
2012-04-24,201335765410
2012-04-25,202938165950
2012-04-26,207569494340
2012-04-27,207530411400
2012-04-30,208233904320
2012-05-01,211575495690
2012-05-02,209152353410
2012-05-03,207120040530
2012-05-04,202684126840
2012-05-07,201882926570
2012-05-08,200964477480
2012-05-09,198893081660
2012-05-10,201980633920
2012-05-11,200671355430
2012-05-14,199205745180
2012-05-15,197173432300
2012-05-16,195610114700
2012-05-17,195688280580
2012-05-18,192405313620
2012-05-21,194808914430
2012-05-22,194085880040
2012-05-23,193460553000
2012-05-24,195531948820
2012-05-25,193186972420
2012-05-29,195883695280
2012-05-30,190783371610
2012-05-31,192112191570
2012-06-01,188399312270
2012-06-04,188731517260
2012-06-05,188555644030
2012-06-06,195023870600
2012-06-07,196176817330
2012-06-08,197056183480
2012-06-11,195238826770
2012-06-12,196860768780
2012-06-13,195668739110
2012-06-14,199166662240
2012-06-15,203876156510
2012-06-18,202176048620
2012-06-19,203348536820
2012-06-20,202508253610
2012-06-21,195453782940
2012-06-22,196274524680
2012-06-25,193616884760
2012-06-26,197271139650
2012-06-27,200436857790
2012-06-28,202176048620
2012-06-29,206162508500
2012-07-02,205986622400
2012-07-03,208924840800
2012-07-05,206317415200
2012-07-06,204449408800
2012-07-09,203262446400
2012-07-10,202133859200
2012-07-11,204021324000
2012-07-12,204371575200
2012-07-13,206278498400
2012-07-16,207776795200
2012-07-17,209041591200
2012-07-18,209917219200
2012-07-19,211785225600
2012-07-20,212466269600
2012-07-23,210053428000
2012-07-24,206842792000
2012-07-25,206375790400
2012-07-26,210676096800
2012-07-27,212602478400
2012-07-30,213692148800
2012-07-31,213225147200
2012-08-01,215015320000
2012-08-02,212583020000
2012-08-03,216221740800
2012-08-06,216591450400
2012-08-07,217836788000
2012-08-08,218206497600
2012-08-09,219159959200
2012-08-10,220950132000
2012-08-13,220424755200
2012-08-14,220502588800
2012-08-15,219043208800
2012-08-16,220502588800
2012-08-17,219218334400
2012-08-20,218945916800
2012-08-21,217895163200
2012-08-22,218225956000
2012-08-23,216552533600
2012-08-24,217953538400
2012-08-27,217408703200
2012-08-28,218615124000
2012-08-29,217544912000
2012-08-30,215852031200
2012-08-31,218245414400
2012-09-04,216416324800
2012-09-05,215540696800
2012-09-06,219938295200
2012-09-07,221825760000
2012-09-10,221747926400
2012-09-11,222176011200
2012-09-12,222759763200
2012-09-13,226807110400
2012-09-14,228149740000
2012-09-17,227935697600
2012-09-18,227604904800
2012-09-19,226884944000
2012-09-20,229317244000
2012-09-21,229219952000
2012-09-24,229181035200
2012-09-25,227527071200
2012-09-26,226301192000
2012-09-27,228052448000
2012-09-28,226807110400
2012-10-01,227260633250
2012-10-02,228636795720
2012-10-03,225109167980
2012-10-04,227066807550
2012-10-05,227745197500
2012-10-08,227977788340
2012-10-09,227473841520
2012-10-10,217956999650
2012-10-11,219139336420
2012-10-12,217220461990
2012-10-15,218674154740
2012-10-16,221135741130
2012-10-17,223248441260
2012-10-18,222221165050
2012-10-19,219759578660
2012-10-22,218519094180
2012-10-23,212006550660
2012-10-24,212646175470
2012-10-25,215068996720
2012-10-26,215495413260
2012-10-31,213673451680
2012-11-01,216038125220
2012-11-02,210048911090
2012-11-05,211638281830
2012-11-06,213906042520
2012-11-07,208382010070
2012-11-08,205203268590
2012-11-09,205145120880
2012-11-12,205319564010
2012-11-13,204059696960
2012-11-14,198671342500
2012-11-15,196965676340
2012-11-16,198477516800
2012-11-19,202257117950
2012-11-20,200725894920
2012-11-21,201772553700
2012-11-23,204427965790
2012-11-26,203497602430
2012-11-27,200377008660
2012-11-28,204641174060
2012-11-29,205048208030
2012-11-30,204854382330
2012-12-03,202857977620
2012-12-04,201501197720
2012-12-05,203846488690
2012-12-06,206327457650
2012-12-07,207374116430
2012-12-10,207315968720
2012-12-11,208827809180
2012-12-12,209486816560
2012-12-13,209157312870
2012-12-14,208982869740
2012-12-17,210649770760
2012-12-18,213402095700
2012-12-19,213033826870
2012-12-20,213944807660
2012-12-21,212646175470
2012-12-24,210552857910
2012-12-26,210223354220
2012-12-27,210339649640
2012-12-28,206327457650
2012-12-31,208603573960
2013-01-02,212943855460
2013-01-03,212037218880
2013-01-04,213156047000
2013-01-07,211709286500
2013-01-08,210764069640
2013-01-09,211304193560
2013-01-10,213098176580
2013-01-11,215528734220
2013-01-14,217689229900
2013-01-15,218827348160
2013-01-16,219849725580
2013-01-17,221335066360
2013-01-18,222299573360
2013-01-22,223592012740
2013-01-23,221855900140
2013-01-24,222801117000
2013-01-25,224151426800
2013-01-28,223842784560
2013-01-29,226099730940
2013-01-30,224633680300
2013-01-31,222125962100
2013-02-01,224730131000
2013-02-04,222222412800
2013-02-05,223399111340
2013-02-06,223592012740
2013-02-07,221875190280
2013-02-08,223071178960
2013-02-11,223071178960
2013-02-12,224730131000
2013-02-13,222858987420
2013-02-14,223206209940
2013-02-15,221759449440
2013-02-19,223611302880
2013-02-20,221817319860
2013-02-21,221817319860
2013-02-22,223688463440
2013-02-25,219020249560
2013-02-26,221759449440
2013-02-27,225019483100
2013-02-28,225983990100
2013-03-01,225501736600
2013-03-04,226639854860
2013-03-05,227488621020
2013-03-06,228530288580
2013-03-07,228703899840
2013-03-08,228723189980
2013-03-11,229031832220
2013-03-12,228105905500
2013-03-13,228318097040
2013-03-14,231481680000
2013-03-15,230864395520
2013-03-18,229803437820
2013-03-19,230440012440
2013-03-20,232156834900
2013-03-21,232137544760
2013-03-22,233757916520
2013-03-25,231828902520
2013-03-26,233372113720
2013-03-27,231848192660
2013-03-28,229205443480
2013-04-01,229817577510
2013-04-02,228645529000
2013-04-03,226301431980
2013-04-04,226858635370
2013-04-05,225801870320
2013-04-08,226359073710
2013-04-09,227953828240
2013-04-10,229875219240
2013-04-11,232392241450
2013-04-12,230451636540
2013-04-15,223976548870
2013-04-16,224821960910
2013-04-17,220594900710
2013-04-18,222093585690
2013-04-19,222689216900
2013-04-22,223976548870
2013-04-23,225725014680
2013-04-24,227262127480
2013-04-25,227704047410
2013-04-26,230643775640
2013-04-29,233103156120
2013-04-30,234428915910
2013-05-01,231085695570
2013-05-02,234486557640
2013-05-03,237272574590
2013-05-06,236811440750
2013-05-07,236407948640
2013-05-08,237022793760
2013-05-09,237560783240
2013-05-10,236773012930
2013-05-13,236042884350
2013-05-14,240173875000
2013-05-15,236350306910
2013-05-16,235869959160
2013-05-17,237138077220
2013-05-20,239751168980
2013-05-21,241979982540
2013-05-22,240039377630
2013-05-23,240942431400
2013-05-24,241038500950
2013-05-28,242921464130
2013-05-29,241115356590
2013-05-30,240385228010
2013-05-31,235850745250
2013-06-03,238425409190
2013-06-04,236254237360
2013-06-05,233583503870
2013-06-06,231700540690
2013-06-07,233833284700
2013-06-10,235735461790
2013-06-11,233352936950
2013-06-12,230509278270
2013-06-13,233756429060
2013-06-14,231104909480
2013-06-17,232911017020
2013-06-18,233487434320
2013-06-19,231527615500
2013-06-20,226628068450
2013-06-21,228511031630
2013-06-24,224456896620
2013-06-25,225667372950
2013-06-26,227012346650
2013-06-27,228088325610
2013-06-28,227377410940
2013-07-01,227924716760
2013-07-02,228058700050
2013-07-03,227924716760
2013-07-05,230661803970
2013-07-08,232059058280
2013-07-09,235944573690
2013-07-10,235236376300
2013-07-11,236901597190
2013-07-12,237456670820
2013-07-15,238643379960
2013-07-16,237571513640
2013-07-17,238011744450
2013-07-18,240155477090
2013-07-19,242911704770
2013-07-22,243141390410
2013-07-23,243581621220
2013-07-24,241878119390
2013-07-25,244538644720
2013-07-26,244155835320
2013-07-29,241495309990
2013-07-30,240748831660
2013-07-31,240959376830
2013-08-01,242012102680
2013-08-02,239160172650
2013-08-05,237322687530
2013-08-06,235695747580
2013-08-07,236059416510
2013-08-08,235561764290
2013-08-09,234470757500
2013-08-12,233130924600
2013-08-13,234470757500
2013-08-14,233609436350
2013-08-15,230164151750
2013-08-16,229455954360
2013-08-19,227120817020
2013-08-20,226412619630
2013-08-21,225283331900
2013-08-22,226412619630
2013-08-23,228786037910
2013-08-26,227465345480
2013-08-27,227407924070
2013-08-28,233150065070
2013-08-29,230393837390
2013-08-30,230508680210
2013-09-03,230738365850
2013-09-04,231331720420
2013-09-05,232307884390
2013-09-06,232001636870
2013-09-09,233934824340
2013-09-10,235446921470
2013-09-11,237188704240
2013-09-12,237131282830
2013-09-13,237609794580
2013-09-16,237494951760
2013-09-17,237992603980
2013-09-18,240825393540
2013-09-19,240098055680
2013-09-20,239102751240
2013-09-23,240251179440
2013-09-24,238279711030
2013-09-25,237475811290
2013-09-26,236365664030
2013-09-27,234738724080
2013-09-30,231327495000
2013-10-01,230984787600
2013-10-02,230051861900
2013-10-03,225139722500
2013-10-04,224911250900
2013-10-07,224416229100
2013-10-08,222245748900
2013-10-09,221103390900
2013-10-10,221579373400
2013-10-11,224035443100
2013-10-14,225768019400
2013-10-15,224949329500
2013-10-16,226872298800
2013-10-17,227557713600
2013-10-18,227805224500
2013-10-21,228128892600
2013-10-22,229690115200
2013-10-23,228719110900
2013-10-24,229537800800
2013-10-25,229594918700
2013-10-28,230204176300
2013-10-29,231327495000
2013-10-30,229042779000
2013-10-31,228395442800
2013-11-01,224682779300
2013-11-04,224854133000
2013-11-05,225520508500
2013-11-06,230642080200
2013-11-07,228300246300
2013-11-08,230737276700
2013-11-11,230527844400
2013-11-12,228471600000
2013-11-13,228642953700
2013-11-14,227633870800
2013-11-15,228585835800
2013-11-18,229537800800
2013-11-19,232393695800
2013-11-20,232279460000
2013-11-21,235059197800
2013-11-22,236144437900
