,CVX
2004-08-23,98392594080
2004-08-24,98582785950
2004-08-25,99111096700
2004-08-26,99871864180
2004-08-27,100653764090
2004-08-30,100907353250
2004-08-31,103020596250
2004-09-01,104246277190
2004-09-02,105366295980
2004-09-03,105408560840
2004-09-07,105577620280
2004-09-08,105450825700
2004-09-09,106803301220
2004-09-10,105725547290
2004-09-13,107648598420
2004-09-14,108240306460
2004-09-15,107859922720
2004-09-16,107711995710
2004-09-17,109761841420
2004-09-20,109952033290
2004-09-21,113100765360
2004-09-22,112297733020
2004-09-23,110564873760
2004-09-24,111642627690
2004-09-27,113481149100
2004-09-28,114263049010
2004-09-29,113333222090
2004-09-30,112140266760
2004-10-01,112725637280
2004-10-04,112600200740
2004-10-05,113833660050
2004-10-06,115840644690
2004-10-07,115443428980
2004-10-08,115589771610
2004-10-11,114795340190
2004-10-12,113875472230
2004-10-13,111450365790
2004-10-14,111617614510
2004-10-15,111638520600
2004-10-18,110614122190
2004-10-19,110279624750
2004-10-20,111575802330
2004-10-21,111617614510
2004-10-22,111513084060
2004-10-25,111722144960
2004-10-26,112788355550
2004-10-27,110739558730
2004-10-28,109694254230
2004-10-29,110927713540
2004-11-01,110697746550
2004-11-02,108920728900
2004-11-03,111157680530
2004-11-04,113687317420
2004-11-05,114000908770
2004-11-08,111554896240
2004-11-09,110321436930
2004-11-10,110070563850
2004-11-11,110635028280
2004-11-12,114084533130
2004-11-15,110739558730
2004-11-16,109840596860
2004-11-17,111638520600
2004-11-18,112035736310
2004-11-19,112683825100
2004-11-22,114565373200
2004-11-23,114063627040
2004-11-24,114105439220
2004-11-26,114648997560
2004-11-29,114272687940
2004-11-30,114147251400
2004-12-01,111805769320
2004-12-02,109715160320
2004-12-03,109945127310
2004-12-06,110405061290
2004-12-07,108983447170
2004-12-08,110154188210
2004-12-09,110342343020
2004-12-10,109966033400
2004-12-13,112161172850
2004-12-14,110969525720
2004-12-15,110133282120
2004-12-16,108648949730
2004-12-17,108126297480
2004-12-20,109882409040
2004-12-21,110342343020
2004-12-22,109338850700
2004-12-23,110112376030
2004-12-27,108732574090
2004-12-28,109631535960
2004-12-29,110655934370
2004-12-30,109798784680
2004-12-31,109777878590
2005-01-03,106411998100
2005-01-04,105680284950
2005-01-05,106370185920
2005-01-06,108147203570
2005-01-07,106934650350
2005-01-10,107415490420
2005-01-11,107457302600
2005-01-12,109736066410
2005-01-13,108837104540
2005-01-14,109338850700
2005-01-18,110990431810
2005-01-19,110154188210
2005-01-20,108628043640
2005-01-21,108669855820
2005-01-24,109903315130
2005-01-25,110885901360
2005-01-26,111931205860
2005-01-27,113018322540
2005-01-28,112307515480
2005-01-31,113729129600
2005-02-01,115297086350
2005-02-02,116091517770
2005-02-03,117575850160
2005-02-04,118621154660
2005-02-07,117617662340
2005-02-08,118328469400
2005-02-09,117408601440
2005-02-10,120000956600
2005-02-11,121589819440
2005-02-14,121485288990
2005-02-15,121610725530
2005-02-16,124391235500
2005-02-17,122530593490
2005-02-18,124872075570
2005-02-22,124056738060
2005-02-23,125771037440
2005-02-24,127861646440
2005-02-25,129492321460
2005-02-28,129785006720
2005-03-01,127401712460
2005-03-02,128718796130
2005-03-03,127924364710
2005-03-04,129011481390
2005-03-07,128363392600
2005-03-08,128572453500
2005-03-09,124934793840
2005-03-10,122279720410
2005-03-11,121882504700
2005-03-14,123220494460
2005-03-15,121610725530
2005-03-16,122530593490
2005-03-17,124286705050
2005-03-18,126230971420
2005-03-21,125478352180
2005-03-22,123701334530
2005-03-23,122133377780
2005-03-24,121694349890
2005-03-28,121861598610
2005-03-29,121025355010
2005-03-30,121798880340
2005-03-31,121153194330
2005-04-01,123230937330
2005-04-04,118389796140
2005-04-05,115751062530
2005-04-06,118909231890
2005-04-07,120425984280
2005-04-08,117787250670
2005-04-11,118161244410
2005-04-12,115813394820
2005-04-13,112759112610
2005-04-14,111720241110
2005-04-15,108478962030
2005-04-18,109289281800
2005-04-19,110826811620
2005-04-20,108146523150
2005-04-21,110847589050
2005-04-22,111928015410
2005-04-25,112966886910
2005-04-26,111408579660
2005-04-27,108042636000
2005-04-28,106276554450
2005-04-29,108042636000
2005-05-02,110556705030
2005-05-03,109413946380
2005-05-04,110141156430
2005-05-05,110743701900
2005-05-06,109580165820
2005-05-09,111055363350
2005-05-10,110078824140
2005-05-11,110951476200
2005-05-12,108146523150
2005-05-13,106546661040
2005-05-16,104946798930
2005-05-17,106941432210
2005-05-18,106899877350
2005-05-19,108375074880
2005-05-20,107460867960
2005-05-23,109226949510
2005-05-24,109393168950
2005-05-25,110785256760
2005-05-26,111616353960
2005-05-27,113403212940
2005-05-31,111741018540
2005-06-01,113756429250
2005-06-02,114213532710
2005-06-03,114400529580
2005-06-06,113964203550
2005-06-07,113818761540
2005-06-08,113922648690
2005-06-09,116374385430
2005-06-10,116976930900
2005-06-13,116374385430
2005-06-14,116623714590
2005-06-15,118098912120
2005-06-16,120342874560
2005-06-17,122524504710
2005-06-20,123293269620
2005-06-21,122129733540
2005-06-22,121070084610
2005-06-23,119117006190
2005-06-24,117787250670
2005-06-27,118950786750
2005-06-28,118431351000
2005-06-29,117932692680
2005-06-30,121983161040
2005-07-01,124273617390
2005-07-05,127742022720
2005-07-06,124688080920
2005-07-07,126084168600
2005-07-08,125124358320
2005-07-11,124993475100
2005-07-12,125451566370
2005-07-13,125364310890
2005-07-14,123946409340
2005-07-15,123619201290
2005-07-18,122942971320
2005-07-19,124993475100
2005-07-20,125647891200
2005-07-21,124273617390
2005-07-22,126062354730
2005-07-25,127327559190
2005-07-26,126193237950
2005-07-27,127240303710
2005-07-28,128570949780
2005-07-29,126542259870
2005-08-01,127458442410
2005-08-02,129923409720
2005-08-03,131646705450
2005-08-04,131777588670
2005-08-05,131624891580
2005-08-08,133631767620
2005-08-09,133544512140
2005-08-10,136293059760
2005-08-11,136336687500
2005-08-12,135856782360
2005-08-15,135529574310
2005-08-16,132933723780
2005-08-17,130097920680
2005-08-18,129748898760
2005-08-19,130708709040
2005-08-22,131624891580
2005-08-23,131035917090
2005-08-24,130512384210
2005-08-25,130534198080
2005-08-26,129530760060
2005-08-29,129814340370
2005-08-30,132061168980
2005-08-31,133937161800
2005-09-01,136794778770
2005-09-02,135900410100
2005-09-06,135987665580
2005-09-07,136053107190
2005-09-08,135376877220
2005-09-09,139194304470
2005-09-12,138081797100
2005-09-13,136053107190
2005-09-14,136445756850
2005-09-15,136227618150
2005-09-16,138256308060
2005-09-19,140284997970
2005-09-20,139696023480
2005-09-21,140197742490
2005-09-22,139107048990
2005-09-23,138016355490
2005-09-26,140132300880
2005-09-27,140001417660
2005-09-28,141746527260
2005-09-29,143469822990
2005-09-30,143310925400
2005-10-03,142691011000
2005-10-04,139126503200
2005-10-05,137355319200
2005-10-06,132838800000
2005-10-07,135052780000
2005-10-10,133569413400
2005-10-11,137598857000
2005-10-12,134964220800
2005-10-13,131820369200
2005-10-14,131687530400
2005-10-17,132728101000
2005-10-18,126838914200
2005-10-19,129163593200
2005-10-20,123429385000
2005-10-21,124647074000
2005-10-24,128034463400
2005-10-25,129894206600
2005-10-26,127658086800
2005-10-27,125089870000
2005-10-28,127038172400
2005-10-31,126351838600
2005-11-01,127613807200
2005-11-02,129562109600
2005-11-03,131687530400
2005-11-04,128432979800
2005-11-07,127082452000
2005-11-08,128100882800
2005-11-09,125687644600
2005-11-10,124492095400
2005-11-11,125377687400
2005-11-14,125311268000
2005-11-15,125510526200
2005-11-16,126528957000
2005-11-17,127215290800
2005-11-18,128654377800
2005-11-21,130292723000
2005-11-22,130890497600
2005-11-23,129982765800
2005-11-25,129606389200
2005-11-28,126595376400
2005-11-29,127016032600
2005-11-30,126883193800
2005-12-01,129982765800
2005-12-02,131023336400
2005-12-05,132041767200
2005-12-06,132794520400
2005-12-07,131289014000
2005-12-08,131997487600
2005-12-09,130226303600
2005-12-12,131908928400
2005-12-13,130314862800
2005-12-14,131244734400
2005-12-15,130669099600
2005-12-16,127325989800
2005-12-19,125643365000
2005-12-20,125909042600
2005-12-21,126241139600
2005-12-22,126440397800
2005-12-23,126484677400
2005-12-27,123739342200
2005-12-28,125532666000
2005-12-29,125023450600
2005-12-30,125687644600
2006-01-03,130801938400
2006-01-04,130425561800
2006-01-05,128831496200
2006-01-06,131178315000
2006-01-09,130514121000
2006-01-10,131156175200
2006-01-11,132484563200
2006-01-12,132595262200
2006-01-13,133635832800
2006-01-17,136956802800
2006-01-18,134831382000
2006-01-19,136381168000
2006-01-20,135318457600
2006-01-23,137731695800
2006-01-24,137377459000
2006-01-25,135628414800
2006-01-26,133325875600
2006-01-27,133680112400
2006-01-30,134499285000
2006-01-31,131466132400
2006-02-01,129960626000
2006-02-02,129539969800
2006-02-03,127303850000
2006-02-06,130270583200
2006-02-07,127835205200
2006-02-08,128167302200
2006-02-09,125975462000
2006-02-10,125333407800
2006-02-13,125355547600
2006-02-14,123362965600
2006-02-15,123894320800
2006-02-16,124647074000
2006-02-17,126573236600
2006-02-21,128189442000
2006-02-22,126728215200
2006-02-23,126506817200
2006-02-24,127635947000
2006-02-27,126418258000
2006-02-28,125045590400
2006-03-01,126728215200
2006-03-02,126218999800
2006-03-03,126130440600
2006-03-06,123650783000
2006-03-07,122477373600
2006-03-08,122034577600
2006-03-09,120551211000
2006-03-10,119732038400
2006-03-13,122167416400
2006-03-14,124757773000
2006-03-15,125089870000
2006-03-16,127835205200
2006-03-17,126595376400
2006-03-20,125643365000
2006-03-21,125244848600
2006-03-22,125067730200
2006-03-23,125377687400
2006-03-24,127458828600
2006-03-27,128875775800
2006-03-28,128100882800
2006-03-29,129805647400
2006-03-30,129539969800
2006-03-31,127309887980
2006-04-03,128122457560
2006-04-04,129374253940
2006-04-05,130669973000
2006-04-06,130472320940
2006-04-07,128803259100
2006-04-10,131153122480
2006-04-11,130582127640
2006-04-12,128847181780
2006-04-13,129088756520
2006-04-17,130274668880
2006-04-18,133678676580
2006-04-19,133986135340
2006-04-20,131833924020
2006-04-21,135018318320
2006-04-24,133942212660
2006-04-25,132668454940
2006-04-26,132251189480
2006-04-27,131724117320
2006-04-28,134008096680
2006-05-01,134337516780
2006-05-02,137917215200
2006-05-03,135940694600
2006-05-04,136160308000
2006-05-05,136928954900
2006-05-08,136182269340
2006-05-09,138048983240
2006-05-10,138092905920
2006-05-11,137719563140
2006-05-12,134798704920
2006-05-15,132997875040
2006-05-16,134008096680
2006-05-17,129440137960
2006-05-18,128913065800
2006-05-19,128407954980
2006-05-22,127858921480
2006-05-23,127595385400
2006-05-24,126497318400
2006-05-25,130648011660
2006-05-26,131394697220
2006-05-30,128364032300
2006-05-31,131306851860
2006-06-01,131724117320
2006-06-02,133415140500
2006-06-05,130340552900
2006-06-06,129418176620
2006-06-07,125552980780
2006-06-08,127068313240
2006-06-09,126343589020
2006-06-12,126475357060
2006-06-13,124696488520
2006-06-14,127002429220
2006-06-15,130516243620
2006-06-16,128935027140
2006-06-19,126299666340
2006-06-20,126299666340
2006-06-21,127990689520
2006-06-22,128825220440
2006-06-23,128935027140
2006-06-26,131065277120
2006-06-27,131987653400
2006-06-28,134754782240
2006-06-29,137148568300
2006-06-30,135195972320
2006-07-03,136699118000
2006-07-05,139160791360
2006-07-06,139378638560
2006-07-07,138725096960
2006-07-10,140010395440
2006-07-11,142254221600
2006-07-12,141317478640
2006-07-13,141469971680
2006-07-14,144606971360
2006-07-17,141317478640
2006-07-18,142798839600
2006-07-19,143757367280
2006-07-20,142297791040
2006-07-21,140402520400
2006-07-24,144367339440
2006-07-25,145848700400
2006-07-26,147046860000
2006-07-27,147547908560
2006-07-28,143888075600
2006-07-31,143299888160
2006-08-01,144323770000
2006-08-02,143713797840
2006-08-03,142689916000
2006-08-04,143038471520
2006-08-07,145587283760
2006-08-08,146393318400
2006-08-09,147003290560
2006-08-10,146720089200
2006-08-11,147809325200
2006-08-14,146066547600
2006-08-15,145652637920
2006-08-16,142493853520
2006-08-17,144105922800
2006-08-18,146524026720
2006-08-21,145717992080
2006-08-22,144977311600
2006-08-23,143082040960
2006-08-24,145369436560
2006-08-25,145456575440
2006-08-28,144127707520
2006-08-29,143212749280
2006-08-30,142014589680
2006-08-31,140293596800
2006-09-01,141230339760
2006-09-05,144519832480
2006-09-06,142079943840
2006-09-07,142472068800
2006-09-08,139901471840
2006-09-11,135065264000
2006-09-12,133736396080
2006-09-13,135914868080
2006-09-14,135174187600
2006-09-15,134607784880
2006-09-18,136916965200
2006-09-19,134825632080
2006-09-20,132625375360
2006-09-21,135174187600
2006-09-22,134934555680
2006-09-25,135457388960
2006-09-26,138529034480
2006-09-27,139857902400
2006-09-28,140576798160
2006-09-29,141295693920
2006-10-02,138407366180
2006-10-03,135038902920
2006-10-04,136669496600
2006-10-05,137055689840
2006-10-06,136583675880
2006-10-09,135682558320
2006-10-10,137098600200
2006-10-11,135382185800
2006-10-12,137356062359
2006-10-13,137742255600
2006-10-16,139565945900
2006-10-17,139308483740
2006-10-18,138600462800
2006-10-19,140831801520
2006-10-20,140059415040
2006-10-23,140831801520
2006-10-24,143513699020
2006-10-25,144994106440
2006-10-26,144822465000
2006-10-27,145208658240
2006-10-30,142440940020
2006-10-31,144178809600
2006-11-01,143706795640
2006-11-02,145444665220
2006-11-03,147847645380
2006-11-06,149692790860
2006-11-07,147847645380
2006-11-08,149134956180
2006-11-09,150615363600
2006-11-10,149199321720
2006-11-13,150937191300
2006-11-14,151001556840
2006-11-15,150078984100
2006-11-16,147075258900
2006-11-17,148255293800
2006-11-20,148555666320
2006-11-21,150658273960
2006-11-22,149328052800
2006-11-24,147697459120
2006-11-27,147504362500
2006-11-28,149928797840
2006-11-29,152439053900
2006-11-30,155163861760
2006-12-01,156858820980
2006-12-04,157695573000
2006-12-05,158661056100
2006-12-06,157824304080
2006-12-07,157309379760
2006-12-08,156258075940
2006-12-11,158124676600
2006-12-12,158446504300
2006-12-13,159626539200
2006-12-14,162995002460
2006-12-15,161729146840
2006-12-18,157330834940
2006-12-19,159819635820
2006-12-20,158017400700
2006-12-21,157116283140
2006-12-22,156043524140
2006-12-26,156815910620
2006-12-27,158854152720
2006-12-28,159369077040
2006-12-29,157759938540
2007-01-03,152267412460
2007-01-04,150787005040
2007-01-05,151366294900
2007-01-08,153297261100
2007-01-09,151537936340
2007-01-10,148920404380
2007-01-11,147375631420
2007-01-12,150937191300
2007-01-16,149478239060
2007-01-17,151945584760
2007-01-18,152160136560
2007-01-19,155163861760
2007-01-22,152803791960
2007-01-23,155678786080
2007-01-24,156279531120
2007-01-25,153447447360
2007-01-26,153404537000
2007-01-29,153468902540
2007-01-30,156773000260
2007-01-31,156365351840
2007-02-01,159776725460
2007-02-02,158854152720
2007-02-05,158296318040
2007-02-06,157416655660
2007-02-07,155850427520
2007-02-08,158231952500
2007-02-09,157309379760
2007-02-12,155163861760
2007-02-13,156258075940
2007-02-14,154884944420
2007-02-15,153104164480
2007-02-16,151924129580
2007-02-20,150443722160
2007-02-21,150057528920
2007-02-22,151623757060
2007-02-23,152481964260
2007-02-26,153211440380
2007-02-27,147139624440
2007-02-28,147010893360
2007-03-01,145037016800
2007-03-02,143299147220
2007-03-05,142526760740
2007-03-06,145187203060
2007-03-07,146603244940
2007-03-08,146882162280
2007-03-09,146903617460
2007-03-12,147676003940
2007-03-13,145551941120
2007-03-14,146581789760
2007-03-15,147761824660
2007-03-16,146066865440
2007-03-19,148856038840
2007-03-20,150293535900
2007-03-21,153061254120
2007-03-22,156472627740
2007-03-23,158124676600
2007-03-26,159626539200
2007-03-27,159133070060
2007-03-28,158939973440
2007-03-29,160806574100
2007-03-30,158682511280
2007-04-02,159220505290
2007-04-03,160305664420
2007-04-04,160752494650
2007-04-05,160880160430
2007-04-09,160624828870
2007-04-10,163922861520
2007-04-11,162901535280
2007-04-12,164199470710
2007-04-13,163859028630
2007-04-16,165688904810
2007-04-17,165880403480
2007-04-18,165476128510
2007-04-19,163433476030
2007-04-20,166923007350
2007-04-23,165029298280
2007-04-24,164050527300
2007-04-25,166646398160
2007-04-26,166348511340
2007-04-27,166135735040
2007-04-30,165518683770
2007-05-01,166710231050
2007-05-02,167327282320
2007-05-03,169284824280
2007-05-04,168731605900
2007-05-07,169327379540
2007-05-08,170327428150
2007-05-09,169689099250
2007-05-10,166369788970
2007-05-11,170306150520
2007-05-14,172072193810
2007-05-15,171774306990
2007-05-16,171774306990
2007-05-17,173327573980
2007-05-18,176285164550
2007-05-21,176242609290
2007-05-22,174859563340
2007-05-23,173199908200
2007-05-24,170157207110
2007-05-25,172625412190
2007-05-29,171731751730
2007-05-30,175008506750
2007-05-31,173391406870
2007-06-01,174965951490
2007-06-04,176880938190
2007-06-05,176029832990
2007-06-06,174029735770
2007-06-07,170646592600
2007-06-08,171689196470
2007-06-11,173114797680
2007-06-12,171412587280
2007-06-13,172667967450
2007-06-14,175178727790
2007-06-15,176966048710
2007-06-18,177434156570
2007-06-19,177221380270
2007-06-20,172284970110
2007-06-21,176285164550
2007-06-22,173519072650
2007-06-25,176497940850
2007-06-26,175966000100
2007-06-27,178498038070
2007-06-28,179115089340
2007-06-29,179242755120
2007-07-02,179610726750
2007-07-03,182099753850
2007-07-05,182605996650
2007-07-06,184947369600
2007-07-09,188786377500
2007-07-10,187731705000
2007-07-11,191423058750
2007-07-12,196801888500
2007-07-13,196865168850
2007-07-16,194312861400
2007-07-17,192161329500
2007-07-18,196337832600
2007-07-19,196169085000
2007-07-20,194312861400
2007-07-23,195262066650
2007-07-24,189524648250
2007-07-25,192055862250
2007-07-26,184483313700
2007-07-27,179716194000
2007-07-30,182310688350
2007-07-31,179842754700
2007-08-01,179652913650
2007-08-02,176952952050
2007-08-03,170899131900
2007-08-06,173008476900
2007-08-07,175455317100
2007-08-08,177881063850
2007-08-09,171088972950
2007-08-10,175961559900
2007-08-13,173915495250
2007-08-14,173915495250
2007-08-15,170350702200
2007-08-16,171679589550
2007-08-17,177944344200
2007-08-20,179062297050
2007-08-21,177817783500
2007-08-22,180116969550
2007-08-23,180306810600
2007-08-24,183977070900
2007-08-27,183513015000
2007-08-28,177817783500
2007-08-29,182880211500
2007-08-30,183913790550
2007-08-31,185116117200
2007-09-04,187162181850
2007-09-05,186381724200
2007-09-06,187584050850
2007-09-07,184884089250
2007-09-10,183618482250
2007-09-11,186866873550
2007-09-12,188132480550
2007-09-13,190030891050
2007-09-14,191212124250
2007-09-17,191802740850
2007-09-18,196886262300
2007-09-19,198510457950
2007-09-20,198637018650
2007-09-21,200050279800
2007-09-24,199016700750
2007-09-25,193806618600
2007-09-26,195135505950
2007-09-27,197244850950
2007-09-28,197392505100
2007-10-01,195152704800
2007-10-02,191267835200
2007-10-03,189036101600
2007-10-04,189780012800
2007-10-05,190771894400
2007-10-08,189242743600
2007-10-09,191763776000
2007-10-10,190275953600
2007-10-11,188044220000
2007-10-12,188891452200
2007-10-15,190792558600
2007-10-16,193106949000
2007-10-17,192714329200
2007-10-18,190978536400
2007-10-19,184469313400
2007-10-22,182754184800
2007-10-23,183746066400
2007-10-24,185771158000
2007-10-25,188519496600
2007-10-26,189387393000
2007-10-29,191929089600
2007-10-30,186143113600
2007-10-31,189098094200
2007-11-01,183994036800
2007-11-02,182836841600
2007-11-05,182836841600
2007-11-06,187300308800
2007-11-07,180894406800
2007-11-08,184283335600
2007-11-09,180315809200
2007-11-12,176203633400
2007-11-13,179427248600
2007-11-14,178022083000
2007-11-15,173909907200
2007-11-16,177670791600
2007-11-19,175707692600
2007-11-20,181638318000
2007-11-21,177195515000
2007-11-23,179096621400
2007-11-26,173145331800
2007-11-27,174219870200
2007-11-28,177836105200
2007-11-29,178869315200
2007-11-30,181369683400
2007-12-03,181514332800
2007-12-04,180109167200
2007-12-05,184531306000
2007-12-06,188829459600
2007-12-07,187961563200
2007-12-10,189532042400
2007-12-11,185750493800
2007-12-12,189656027600
2007-12-13,192342373600
2007-12-14,190151968400
2007-12-17,185936471600
2007-12-18,188436839800
2007-12-19,187837578000
2007-12-20,190213961000
2007-12-21,194326136800
2007-12-24,195235361600
2007-12-26,195979272800
2007-12-27,193726875000
2007-12-28,196020601200
2007-12-31,192858978600
2008-01-02,193127613200
2008-01-03,195503996200
2008-01-04,192900307000
2008-01-07,190379274600
2008-01-08,187940899000
2008-01-09,191288499400
2008-01-10,189903998000
2008-01-11,187362301400
2008-01-14,187858242200
2008-01-15,182402893400
2008-01-16,178228725000
2008-01-17,170996255000
2008-01-18,172463413200
2008-01-22,167896625000
2008-01-23,168309909000
2008-01-24,172897361400
2008-01-25,169074484400
2008-01-28,171223561200
2008-01-29,170686292000
2008-01-30,171988136600
2008-01-31,172029465000
2008-02-01,170458985800
2008-02-04,169487768400
2008-02-05,164776330800
2008-02-06,160168214200
2008-02-07,162709910800
2008-02-08,163784449200
2008-02-11,166202160600
2008-02-12,167627990400
2008-02-13,169694410400
2008-02-14,171182232800
2008-02-15,172752712000
2008-02-19,175294408600
2008-02-20,178414702800
2008-02-21,175191087600
2008-02-22,176513596400
2008-02-25,180150495600
2008-02-26,182092930400
2008-02-27,182299572400
2008-02-28,183952708400
2008-02-29,179075957200
2008-03-03,180191824000
2008-03-04,179220606600
2008-03-05,183477431800
2008-03-06,181431676000
2008-03-07,176182969200
2008-03-10,175087766600
2008-03-11,182175587200
2008-03-12,179220606600
2008-03-13,179861196800
2008-03-14,176348282800
2008-03-17,173971899800
2008-03-18,177960090400
2008-03-19,169219133800
2008-03-20,171946808200
2008-03-24,173599944200
2008-03-25,174695146800
2008-03-26,175563043200
2008-03-27,174405848000
2008-03-28,174612490000
2008-03-31,175053983280
2008-04-01,177884050020
2008-04-02,179463145230
2008-04-03,179893807560
2008-04-04,180570562650
2008-04-07,181021732710
2008-04-08,183093013440
2008-04-09,184467031350
2008-04-10,183749260800
2008-04-11,182108642400
2008-04-14,183134028900
2008-04-15,184918201410
2008-04-16,188527561890
2008-04-17,188650608270
2008-04-18,191091028140
2008-04-21,190106657100
2008-04-22,192834185190
2008-04-23,193757033040
2008-04-24,189491425200
2008-04-25,190086149370
2008-04-28,189696502500
2008-04-29,194290234020
2008-04-30,197181823950
2008-05-01,194700388620
2008-05-02,195479682360
2008-05-05,196094914260
2008-05-06,198658380510
2008-05-07,195397651440
2008-05-08,199827321120
2008-05-09,199724782470
2008-05-12,199663259280
2008-05-13,200422045290
2008-05-14,200401537560
2008-05-15,201980632770
2008-05-16,205856593740
2008-05-19,209589000600
2008-05-20,211414188570
2008-05-21,211270634460
2008-05-22,208994276430
2008-05-23,206574364290
2008-05-27,204215975340
2008-05-28,205938624660
2008-05-29,202739418780
2008-05-30,203334142950
2008-06-02,203785313010
2008-06-03,200688645780
2008-06-04,196956238920
2008-06-05,205056792270
2008-06-06,204051913500
2008-06-09,207538227600
2008-06-10,202575356940
2008-06-11,203887851660
2008-06-12,201098800380
2008-06-13,203846836200
2008-06-16,204031405770
2008-06-17,205836086010
2008-06-18,203559727980
2008-06-19,198637872780
2008-06-20,198145687260
2008-06-23,203149573380
2008-06-24,202288248720
2008-06-25,203764805280
2008-06-26,199765797930
2008-06-27,200565599400
2008-06-30,201475083290
2008-07-01,201373461640
2008-07-02,197999622860
2008-07-03,200458866790
2008-07-07,196780163060
2008-07-08,194686757070
2008-07-09,190865783030
2008-07-10,195621676250
2008-07-11,187491944250
2008-07-14,188609782400
2008-07-15,181740158860
2008-07-16,175581886870
2008-07-17,174118535110
2008-07-18,174890859650
2008-07-21,176638752030
2008-07-22,174037237790
2008-07-23,167980587450
2008-07-24,166659506000
2008-07-25,167797668480
2008-07-28,167655398170
2008-07-29,168366749720
2008-07-30,177350103580
2008-07-31,171862534480
2008-08-01,171354426230
2008-08-04,168285452400
2008-08-05,167655398170
2008-08-06,171862534480
2008-08-07,169565885190
2008-08-08,171537345200
2008-08-11,170886966640
2008-08-12,169830101480
2008-08-13,175277021920
2008-08-14,175968049140
2008-08-15,171232480250
2008-08-18,169078101270
2008-08-19,172167399430
2008-08-20,175724157180
2008-08-21,179910969160
2008-08-22,179057347300
2008-08-25,173793345830
2008-08-26,174362427070
2008-08-27,176049346460
2008-08-28,177187508940
2008-08-29,175439616560
2008-09-02,169281344570
2008-09-03,171090209940
2008-09-04,165074208260
2008-09-05,163041775260
2008-09-08,164728694650
2008-09-09,160135396070
2008-09-10,164952262280
2008-09-11,168285452400
2008-09-12,171212155920
2008-09-15,162777558970
2008-09-16,166374965380
2008-09-17,162696261650
2008-09-18,168448047040
2008-09-19,178447617400
2008-09-22,177492373890
2008-09-23,173691724180
2008-09-24,173224264590
2008-09-25,177776914510
2008-09-26,176720049350
2008-09-29,157513557500
2008-09-30,164228237440
2008-10-01,163670721600
2008-10-02,158414143680
2008-10-03,158055740640
2008-10-06,152998275520
2008-10-07,146049238800
2008-10-08,145551456800
2008-10-09,127432192000
2008-10-10,115146932240
2008-10-13,139159935920
2008-10-14,136471913120
2008-10-15,119427857440
2008-10-16,125640176800
2008-10-17,124146830800
2008-10-20,138602420080
2008-10-21,133007350400
2008-10-22,122932242720
2008-10-23,132947616559
2008-10-24,127252990480
2008-10-27,122872508880
2008-10-28,139418782560
2008-10-29,141370088000
2008-10-30,147701875040
2008-10-31,148538148800
2008-11-03,146726222320
2008-11-04,155686298320
2008-11-05,149095664640
2008-11-06,139597984080
2008-11-07,146268262880
2008-11-10,148020455520
2008-11-11,146427553120
2008-11-12,133963091840
2008-11-13,150748300880
2008-11-14,144715183040
2008-11-17,140932039840
2008-11-18,146148795200
2008-11-19,140593548080
2008-11-20,128228643200
2008-11-21,140354612720
2008-11-24,147940810400
2008-11-25,152381025840
2008-11-26,159150861040
2008-11-28,157319023280
2008-12-01,143401038560
2008-12-02,150409809120
2008-12-03,148816906720
2008-12-04,142883345280
2008-12-05,148179745760
2008-12-08,155487185520
2008-12-09,150449631680
2008-12-10,156184080320
2008-12-11,158215030880
2008-12-12,157299112000
2008-12-15,155726120880
2008-12-16,157319023280
2008-12-17,152958452960
2008-12-18,145412077840
2008-12-19,141071418800
2008-12-22,138164371920
2008-12-23,137786057600
2008-12-24,138622331360
2008-12-26,140075854800
2008-12-29,142465208400
2008-12-30,146108972640
2008-12-31,147283738160
2009-01-02,152361114560
2009-01-05,152639872480
2009-01-06,154013750800
2009-01-07,147263826880
2009-01-08,147821342720
2009-01-09,144993940960
2009-01-12,141011684960
2009-01-13,143002812960
2009-01-14,138761710320
2009-01-15,140912128560
2009-01-16,142843522720
2009-01-20,136013953680
2009-01-21,141828047440
2009-01-22,139279403600
2009-01-23,141011684960
2009-01-26,141947515120
2009-01-27,143540417520
2009-01-28,146925335120
2009-01-29,140613459360
2009-01-30,140414346560
2009-02-02,139956387120
2009-02-03,142644409920
2009-02-04,142564764800
2009-02-05,145850126000
2009-02-06,149135487200
2009-02-09,148179745760
2009-02-10,141609023360
2009-02-11,141887781280
2009-02-12,139100202080
2009-02-13,138841355440
2009-02-17,131772851040
2009-02-18,131653383360
2009-02-19,132768415040
2009-02-20,129562698959
2009-02-23,125321596320
2009-02-24,129980835840
2009-02-25,126436628000
2009-02-26,125779555760
2009-02-27,120881380880
2009-03-02,114728795360
2009-03-03,114947819440
2009-03-04,118034067840
2009-03-05,112419086880
2009-03-06,116023028560
2009-03-09,116042939840
2009-03-10,123011887840
2009-03-11,121896856160
2009-03-12,126237515200
2009-03-13,125261862480
2009-03-16,125321596320
2009-03-17,130040569680
2009-03-18,132589213520
2009-03-19,133664422639
2009-03-20,128845892879
2009-03-23,137686501200
2009-03-24,137328098160
2009-03-25,138781621600
2009-03-26,139717451760
2009-03-27,137188719200
2009-03-30,133007350400
2009-03-31,133915520199
2009-04-01,136026621500
2009-04-02,140029747550
2009-04-03,140368320400
2009-04-06,139193273450
2009-04-07,136225782000
2009-04-08,136385110400
