,HBI
2015-12-16,11599016500
2015-12-17,11540038450
2015-12-18,11398491130
2015-12-21,11237284460
2015-12-22,11437809830
2015-12-23,11465332920
2015-12-24,11386695520
2015-12-28,11355240560
2015-12-29,11551834060
2015-12-30,11433877960
2015-12-31,11571493410
2016-01-04,11319589440
2016-01-05,11601805980
2016-01-06,11574744120
2016-01-07,11768043120
2016-01-08,11211342000
2016-01-11,11787373020
2016-01-12,11837630760
2016-01-13,11505156480
2016-01-14,11551548240
2016-01-15,11230671900
2016-01-19,11029640940
2016-01-20,10929125460
2016-01-21,11164950240
2016-01-22,11307991500
2016-01-25,11242269840
2016-01-26,11690723520
2016-01-27,11617269900
2016-01-28,11451032760
2016-01-29,11818300860
2016-02-01,12054125640
2016-02-02,11613403920
2016-02-03,11771909100
2016-02-04,11362115220
2016-02-05,9649486080
2016-02-08,9208764360
2016-02-09,9289949940
2016-02-10,9680413920
2016-02-11,9726805680
2016-02-12,10275774840
2016-02-16,10619847060
2016-02-17,10778352240
2016-02-18,10469073840
2016-02-19,10256444940
2016-02-22,10414950120
2016-02-23,10233249060
2016-02-24,10677836760
2016-02-25,10851805860
2016-02-26,10905929580
2016-02-29,11014177020
2016-03-01,11354383260
2016-03-02,11215207980
2016-03-03,11454898740
2016-03-04,11358249240
2016-03-07,11354383260
2016-03-08,11056702800
2016-03-09,10913661540
2016-03-10,11110826520
2016-03-11,11369847180
2016-03-14,11338919340
2016-03-15,11307991500
2016-03-16,11207476020
2016-03-17,11307991500
2016-03-18,11412372960
2016-03-21,11331187380
2016-03-22,11184280140
2016-03-23,10847939880
2016-03-24,10886599680
2016-03-28,10940723400
2016-03-29,10960053300
2016-03-30,11010311040
2016-03-31,10956187320
2016-04-01,10990981140
2016-04-04,10584393030
2016-04-05,10182406050
2016-04-06,10277214300
2016-04-07,10569223710
2016-04-08,10311345270
2016-04-11,10250667990
2016-04-12,10231706340
2016-04-13,10432699830
2016-04-14,10360645560
2016-04-15,10546469730
2016-04-18,10626108660
2016-04-19,10724709240
2016-04-20,10686785940
2016-04-21,10686785940
2016-04-22,10827102150
2016-04-25,10500961770
2016-04-26,10626108660
2016-04-27,10538885070
2016-04-28,11198750490
2016-04-29,11009133990
2016-05-02,11115319230
2016-05-03,10902948750
2016-05-04,10758840210
2016-05-05,10622316330
2016-05-06,10489584780
2016-05-09,10535092740
2016-05-10,10607147010
2016-05-11,10182406050
2016-05-12,10224121680
2016-05-13,10201367700
2016-05-16,10273421970
2016-05-17,10258252650
2016-05-18,10121728770
2016-05-19,10235498670
2016-05-20,10436492160
2016-05-23,10227914010
2016-05-24,10159652070
2016-05-25,10262044980
2016-05-26,10337891580
2016-05-27,10250667990
2016-05-31,10265837310
2016-06-01,10485792450
2016-06-02,10527508080
2016-06-03,10379607210
2016-06-06,10345476240
2016-06-07,10288591290
2016-06-08,10227914010
2016-06-09,10174821390
2016-06-10,10186198380
2016-06-13,9913150620
2016-06-14,9833511690
2016-06-15,9901773630
2016-06-16,9875227320
2016-06-17,9947281590
2016-06-20,10152067410
2016-06-21,10098974790
2016-06-22,9988997220
2016-06-23,10038297510
2016-06-24,9715949460
2016-06-27,9640102860
2016-06-28,9791796060
2016-06-29,9973827900
2016-06-30,9530125290
2016-07-01,9708364800
2016-07-05,9484200000
2016-07-06,9685265040
2016-07-07,9677677680
2016-07-08,9965997360
2016-07-11,9962203680
2016-07-12,10231554960
2016-07-13,10136712960
2016-07-14,10129125600
2016-07-15,10072220400
2016-07-18,10060839360
2016-07-19,10144300320
2016-07-20,10250523360
2016-07-21,10193618160
2016-07-22,10193618160
2016-07-25,10186030800
2016-07-26,10072220400
2016-07-27,9890123760
2016-07-28,9730789200
2016-07-29,10113950880
2016-08-01,10072220400
2016-08-02,9730789200
2016-08-03,9487993680
2016-08-04,9594216720
2016-08-05,9643534560
2016-08-08,9689058720
2016-08-09,9704233440
2016-08-10,10011521520
2016-08-11,10341571680
2016-08-12,10284666480
2016-08-15,10330190640
2016-08-16,10303634880
2016-08-17,10364333760
2016-08-18,10284666480
2016-08-19,10584367200
2016-08-22,10508493600
2016-08-23,10546430400
2016-08-24,10531255680
2016-08-25,10387095840
2016-08-26,10303634880
2016-08-29,10315015920
2016-08-30,10151887680
2016-08-31,10068426720
2016-09-01,10060839360
2016-09-02,10015315200
2016-09-06,9897711120
2016-09-07,9935647920
2016-09-08,9848393280
2016-09-09,9749757600
2016-09-12,10045664640
2016-09-13,9855980640
2016-09-14,9905298480
2016-09-15,9905298480
2016-09-16,9909092160
2016-09-19,9901504800
2016-09-20,9753551280
2016-09-21,9916679520
2016-09-22,9920473200
2016-09-23,9791488080
2016-09-26,9658709280
2016-09-27,9742170240
2016-09-28,9708027120
2016-09-29,9544898880
2016-09-30,9579042000
2016-10-03,9676842000
2016-10-04,9676842000
2016-10-05,9680636840
2016-10-06,9707200720
2016-10-07,9600945200
2016-10-10,9726174920
2016-10-11,9832430440
2016-10-12,9570586480
2016-10-13,9373254800
2016-10-14,9251819920
2016-10-17,9168333440
2016-10-18,9259409600
2016-10-19,9422587720
2016-10-20,9396023840
2016-10-21,9369459960
2016-10-24,9327716720
2016-10-25,9054488240
2016-10-26,9065872760
2016-10-27,9031719200
2016-10-28,9779302680
2016-10-31,9752738800
2016-11-01,9471920640
2016-11-02,9175923120
2016-11-03,8982386280
2016-11-04,9016539840
2016-11-07,9221461200
2016-11-08,9206281840
2016-11-09,9263204440
2016-11-10,9270794120
2016-11-11,9396023840
2016-11-14,9559201960
2016-11-15,9775507840
2016-11-16,9673047160
2016-11-17,9619919400
2016-11-18,9339101240
2016-11-21,9289768320
2016-11-22,9194897320
2016-11-23,9289768320
2016-11-25,9259409600
2016-11-28,9027924360
2016-11-29,8906489480
2016-11-30,8815413320
2016-12-01,8823003000
2016-12-02,8678799080
2016-12-05,8709157800
2016-12-06,8675004240
2016-12-07,8564953880
2016-12-08,8686388760
2016-12-09,8690183600
2016-12-12,8758490720
2016-12-13,8728132000
2016-12-14,8523210640
2016-12-15,8379006719
2016-12-16,8177880200
2016-12-19,8219623440
2016-12-20,8310699599
2016-12-21,8379006719
2016-12-22,8242392480
2016-12-23,8231007960
2016-12-27,8234802800
2016-12-28,8170290520
2016-12-29,8215828599
2016-12-30,8185469880
2017-01-03,8551547760
2017-01-04,8737114800
2017-01-05,8740980780
2017-01-06,8682991080
2017-01-09,8590207560
2017-01-10,8671393140
2017-01-11,8478094140
2017-01-12,8474228160
2017-01-13,8528351879
2017-01-17,8837630280
2017-01-18,8509021980
2017-01-19,8536083839
2017-01-20,8648197260
2017-01-23,8710052940
2017-01-24,8748712740
2017-01-25,9212630340
2017-01-26,9139176720
2017-01-27,8845362240
2017-01-30,9019331340
2017-01-31,9166238580
2017-02-01,8980671540
2017-02-02,8779640580
2017-02-03,7337630040
2017-02-06,7469073360
2017-02-07,7461341400
2017-02-08,7689434220
2017-02-09,7824743519
2017-02-10,8060568300
2017-02-13,7905929100
2017-02-14,8060568300
2017-02-15,8168815740
2017-02-16,8060568300
2017-02-17,8126289960
2017-02-21,8110826040
2017-02-22,8222939460
2017-02-23,8087630160
2017-02-24,8265465240
2017-02-27,7983248699
2017-02-28,7735825980
2017-03-01,7770619800
2017-03-02,7867269300
2017-03-03,7940722920
2017-03-06,7898197140
2017-03-07,7724228040
2017-03-08,7817011560
2017-03-09,7728094019
2017-03-10,7720362060
2017-03-13,7789949699
2017-03-14,7832475480
2017-03-15,7859537339
2017-03-16,7929124980
2017-03-17,7840207440
2017-03-20,7805413620
2017-03-21,7778351760
2017-03-22,7813145580
2017-03-23,7855671360
2017-03-24,7894331160
2017-03-27,7909795080
2017-03-28,8056702320
2017-03-29,8153351820
2017-03-30,8006444580
2017-03-31,8025774480
2017-04-03,7574357700
2017-04-04,7406038639
2017-04-05,7442629740
2017-04-06,7581675920
2017-04-07,7618267020
2017-04-10,7607289690
2017-04-11,7629244350
2017-04-12,7724381210
2017-04-13,7779267860
2017-04-17,7804881629
2017-04-18,7779267860
2017-04-19,7932950480
2017-04-20,8101269540
2017-04-21,7936609590
2017-04-24,7969541580
2017-04-25,8035405560
2017-04-26,8042723780
2017-04-27,8185429070
2017-04-28,7980518910
2017-05-01,7980518910
2017-05-02,8071996660
2017-05-03,7581675920
2017-05-04,7640221680
2017-05-05,7852450060
2017-05-08,7914654930
2017-05-09,8229338389
2017-05-10,8324475250
2017-05-11,8152497080
2017-05-12,7845131840
2017-05-15,7812199850
2017-05-16,7570698590
2017-05-17,7471902620
2017-05-18,7449947960
2017-05-19,7581675920
2017-05-22,7592653250
2017-05-23,7515811940
2017-05-24,7468243510
2017-05-25,7427993300
2017-05-26,7574357700
2017-05-30,7545084820
2017-05-31,7556062149
2017-06-01,7717062990
2017-06-02,7797563410
2017-06-05,7790245190
2017-06-06,7739017649
2017-06-07,7801222520
2017-06-08,7797563410
2017-06-09,8075655770
2017-06-12,8350089020
2017-06-13,8361066350
2017-06-14,8397657450
2017-06-15,8280565930
2017-06-16,8273247710
2017-06-19,8196406399
2017-06-20,8079314879
2017-06-21,8064678440
2017-06-22,8141519750
2017-06-23,8269588600
2017-06-26,8324475250
2017-06-27,8357407240
2017-06-28,8361066350
2017-06-29,8412293889
2017-06-30,8474498760
2017-07-03,8515090580
2017-07-05,8485803940
2017-07-06,8247849990
2017-07-07,8394283190
2017-07-10,8386961530
2017-07-11,8306423270
2017-07-12,8368657380
2017-07-13,8438213150
2017-07-14,8306423270
2017-07-17,8390622360
2017-07-18,8357674889
2017-07-19,8474821449
2017-07-20,8515090580
2017-07-21,8621254650
2017-07-24,8507768919
2017-07-25,8628576310
2017-07-26,8562681370
2017-07-27,8463838960
2017-07-28,8518751410
2017-07-31,8390622360
2017-08-01,8434552320
2017-08-02,8657862950
2017-08-03,8727418720
2017-08-04,8892156070
2017-08-07,8892156070
2017-08-08,9012963460
2017-08-09,8899477730
2017-08-10,8767687850
2017-08-11,8760366190
2017-08-14,8862869430
2017-08-15,8804296150
2017-08-16,8899477730
2017-08-17,8742062040
2017-08-18,8613932990
2017-08-21,8529733900
2017-08-22,8584646350
2017-08-23,8599289670
2017-08-24,8731079550
2017-08-25,8884834410
2017-08-28,8972694330
2017-08-29,8928764370
2017-08-30,8833582790
2017-08-31,8881173580
2017-09-01,9060554250
2017-09-05,9034928440
2017-09-06,9236274090
2017-09-07,9199665790
2017-09-08,9199665790
2017-09-11,9309490690
2017-09-12,9371724800
2017-09-13,9397350610
2017-09-14,9236274090
2017-09-15,9250917410
2017-09-18,9053232590
2017-09-19,9045910930
2017-09-20,9020285120
2017-09-21,8969033500
2017-09-22,8983676820
2017-09-25,8862869430
2017-09-26,8998320140
2017-09-27,9221630770
2017-09-28,8965372670
2017-09-29,9020285120
2017-10-02,9066023824
2017-10-03,8659540770
2017-10-04,8608730388
2017-10-05,8626876953
2017-10-06,8619618327
2017-10-09,8536144128
2017-10-10,8634135579
2017-10-11,8586954510
2017-10-12,8594213136
2017-10-13,8612359701
2017-10-16,8488963060
2017-10-17,8394600922
2017-10-18,8423635426
2017-10-19,8401859548
2017-10-20,8525256190
2017-10-23,8296609472
2017-10-24,8387342296
2017-10-25,8267574968
2017-10-26,8282092220
2017-10-27,8173212830
2017-10-30,8224023212
2017-10-31,8165954205
2017-11-01,7988117868
2017-11-02,7287660463
2017-11-03,7026349929
2017-11-06,7019091303
2017-11-07,6924729165
2017-11-08,7146117257
2017-11-09,7066272372
2017-11-10,7000944738
2017-11-13,6979168860
2017-11-14,6986427486
2017-11-15,6964651608
2017-11-16,6975539547
2017-11-17,7077160311
2017-11-20,7167893135
2017-11-21,7080789623
2017-11-22,7193298326
2017-11-24,7193298326
2017-11-27,7138858631
2017-11-28,7167893135
2017-11-29,7371134662
2017-11-30,7581634815
2017-12-01,7563488250
2017-12-04,7675996952
2017-12-05,7505419242
2017-12-06,7454608860
2017-12-07,7469126112
2017-12-08,7530824433
2017-12-11,7494531303
2017-12-12,7603410693
2017-12-13,7708660769
2017-12-14,7715919395
2017-12-15,7788505655
2017-12-18,7665109013
2017-12-19,7574376189
2017-12-20,7367505349
2017-12-21,7327582906
2017-12-22,7407427792
2017-12-26,7588893441
2017-12-27,7657850387
2017-12-28,7632445196
2017-12-29,7588893441
2018-01-02,7949543400
2018-01-03,7848774540
2018-01-04,7934614680
2018-01-05,7923418140
2018-01-08,8061508800
2018-01-09,8110027140
2018-01-10,8080169699
2018-01-11,8337690120
2018-01-12,8367547560
2018-01-16,8248117800
2018-01-17,8188402920
2018-01-18,8210796000
2018-01-19,8658657600
2018-01-22,8584014000
2018-01-23,8576549640
2018-01-24,8673586320
2018-01-25,8513102579
2018-01-26,8460852060
2018-01-29,8430994620
2018-01-30,8117491500
2018-01-31,8106294960
2018-02-01,8005526100
2018-02-02,7833845819
2018-02-05,7781595300
2018-02-06,8072705340
2018-02-07,8195867280
2018-02-08,7303876260
2018-02-09,7188178680
2018-02-12,7348662420
2018-02-13,7438234740
2018-02-14,7889828520
2018-02-15,7733076960
2018-02-16,7647236819
2018-02-20,7438234740
2018-02-21,7449431280
2018-02-22,7512878340
2018-02-23,7441966920
2018-02-26,7561396680
2018-02-27,7445699100
2018-02-28,7240429199
2018-03-01,7281483180
2018-03-02,7460627819
2018-03-05,7572593220
2018-03-06,7583789760
2018-03-07,7613647199
2018-03-08,7292679720
2018-03-09,7468092180
2018-03-12,7520342699
2018-03-13,7378519860
2018-03-14,7232964840
2018-03-15,7251625740
2018-03-16,7352394600
2018-03-19,7232964840
2018-03-20,7139660340
2018-03-21,7087409819
2018-03-22,6938122620
2018-03-23,6878407740
2018-03-26,7012766220
2018-03-27,7012766220
2018-03-28,6859746840
2018-03-29,6874675560
2018-04-02,6581359980
2018-04-03,6646521960
2018-04-04,6874588889
2018-04-05,6957851420
2018-04-06,6834767680
2018-04-09,6726164379
2018-04-10,6809426910
2018-04-11,6798566580
2018-04-12,6718924160
2018-04-13,6563259430
2018-04-16,6534298550
2018-04-17,6646521960
2018-04-18,6483617010
2018-04-19,6378633820
2018-04-20,6230209310
2018-04-23,6595840420
2018-04-24,6566879540
2018-04-25,6519818110
2018-04-26,6613940970
2018-04-27,6762365480
2018-04-30,6686343170
2018-05-01,6418455030
2018-05-02,6255550080
2018-05-03,5976801610
2018-05-04,6085404910
2018-05-07,6096265240
2018-05-08,6063684250
2018-05-09,5994902160
2018-05-10,6002142379
2018-05-11,6056444030
2018-05-14,6060064139
2018-05-15,6251929970
2018-05-16,6407594700
2018-05-17,6566879540
2018-05-18,6653762180
2018-05-21,6559639320
2018-05-22,6599460530
2018-05-23,6559639320
2018-05-24,6592220310
2018-05-25,6584980090
2018-05-29,6632041520
2018-05-30,6733404600
2018-05-31,6599460530
2018-06-01,6624801300
2018-06-04,6755125260
2018-06-05,6823907350
2018-06-06,7008532960
2018-06-07,7171437910
2018-06-08,7272800990
2018-06-11,7421225500
2018-06-12,7573270120
2018-06-13,7627571770
2018-06-14,7301761870
2018-06-15,7348823300
2018-06-18,7547929350
2018-06-19,7598610889
2018-06-20,7757895730
2018-06-21,7978722440
2018-06-22,7949761560
2018-06-25,8007683320
2018-06-26,8072845300
2018-06-27,7888219690
2018-06-28,7985962660
2018-06-29,7971482220
2018-07-02,8015395500
2018-07-03,8040841200
2018-07-05,8091732600
2018-07-06,8113543200
2018-07-09,8164434600
2018-07-10,8080827300
2018-07-11,7957233900
2018-07-12,7873626600
2018-07-13,7880896800
2018-07-16,7946328600
2018-07-17,8019030600
2018-07-18,7968139200
2018-07-19,8069922000
2018-07-20,8059016700
2018-07-23,8109908100
2018-07-24,7884531900
2018-07-25,7913612700
2018-07-26,8000855100
2018-07-27,7920882900
2018-07-30,7979044500
2018-07-31,8091732600
2018-08-01,6528639600
2018-08-02,6644962800
2018-08-03,6532274700
2018-08-06,6586801200
2018-08-07,6623152200
2018-08-08,6754015799
2018-08-09,6826717800
2018-08-10,6768556200
2018-08-13,6612246900
2018-08-14,6612246900
2018-08-15,6630422399
2018-08-16,6637692600
2018-08-17,6688583999
2018-08-20,6881244300
2018-08-21,6950311200
2018-08-22,6688583999
2018-08-23,6463207800
2018-08-24,6412316400
2018-08-27,6357789899
2018-08-28,6365060100
2018-08-29,6543180000
2018-08-30,6365060100
2018-08-31,6375965400
2018-09-04,6401411100
2018-09-05,6488653500
2018-09-06,6419586600
2018-09-07,6397776000
2018-09-10,6459572700
2018-09-11,6470478000
2018-09-12,6514099200
2018-09-13,6386870700
2018-09-14,6430491900
2018-09-17,6506828999
2018-09-18,6575895900
2018-09-19,6626787300
2018-09-20,6772191300
2018-09-21,6797637000
2018-09-24,6583166100
2018-09-25,6510464100
2018-09-26,6579531000
2018-09-27,6590436300
2018-09-28,6699489300
2018-10-01,6537493880
2018-10-02,6482893430
2018-10-03,6490173489
2018-10-04,6271771690
2018-10-05,6257211570
2018-10-08,6337292230
2018-10-09,6330012170
2018-10-10,6057009920
2018-10-11,5885928510
2018-10-12,5955089080
2018-10-15,6053369890
2018-10-16,6209891180
2018-10-17,6144370640
2018-10-18,6024249650
2018-10-19,5940528960
2018-10-22,6035169739
2018-10-23,6067930010
2018-10-24,6042449800
2018-10-25,6137090580
2018-10-26,5976929260
2018-10-29,6082490130
2018-10-30,6402812770
2018-10-31,6246291480
2018-11-01,5904128660
2018-11-02,5809487880
2018-11-05,6020609620
2018-11-06,6009689530
2018-11-07,6155290730
2018-11-08,6082490130
2018-11-09,6027889680
2018-11-12,5885928510
2018-11-13,5747607370
2018-11-14,5773087580
2018-11-15,5703927010
2018-11-16,5427284730
2018-11-19,5434564790
2018-11-20,5369044250
2018-11-21,5722127160
2018-11-23,5572885930
2018-11-26,5707567040
2018-11-27,5660246650
2018-11-28,5762167490
2018-11-29,5700286980
2018-11-30,5791287730
2018-12-03,5882288480
2018-12-04,5623846350
2018-12-06,5714847100
2018-12-07,5518285480
2018-12-10,5441844850
2018-12-11,5416364640
2018-12-12,5379964340
2018-12-13,5023241400
2018-12-14,4939520710
2018-12-17,4721118910
2018-12-18,4648318310
2018-12-19,4411716360
2018-12-20,4400796270
2018-12-21,4327995670
2018-12-24,4229714859
2018-12-26,4509997170
2018-12-27,4473596870
2018-12-28,4437196570
2018-12-31,4568062100
2019-01-02,4619101900
2019-01-03,4564416400
2019-01-04,4702953000
2019-01-07,4852426700
2019-01-08,5012837500
2019-01-09,5038357400
2019-01-10,4965443400
2019-01-11,4994609000
2019-01-14,5034711700
2019-01-15,5023774600
2019-01-16,5034711700
2019-01-17,5220642400
2019-01-18,5410218800
2019-01-22,5315430600
2019-01-23,5395636000
2019-01-24,5362824700
2019-01-25,5541464000
2019-01-28,5599795200
2019-01-29,5552401100
2019-01-30,5450321500
2019-01-31,5464904300
2019-02-01,5537818300
2019-02-04,5603440900
2019-02-05,5687292000
2019-02-06,5676354900
2019-02-07,6821104700
2019-02-08,6503928800
2019-02-11,6704442300
2019-02-12,6781002000
2019-02-13,6861207400
2019-02-14,6821104700
2019-02-15,6842978900
2019-02-19,6850270300
2019-02-20,6912247200
2019-02-21,6977869800
2019-02-22,6974224100
2019-02-25,6941412800
2019-02-26,6813813300
2019-02-27,6846624600
2019-02-28,6777356300
2019-03-01,6751836400
2019-03-04,6715379400
2019-03-05,6751836400
2019-03-06,6660693900
2019-03-07,6682568099
2019-03-08,6667985300
2019-03-11,6522157300
2019-03-12,6467471799
2019-03-13,6449243300
2019-03-14,6471117500
2019-03-15,6427369100
2019-03-18,6434660499
2019-03-19,6507574500
2019-03-20,6416432000
2019-03-21,6482054600
2019-03-22,6168524400
2019-03-25,6157587300
2019-03-26,6237792700
2019-03-27,6259666900
2019-03-28,6460180400
2019-03-29,6518511600
2019-04-01,6629100660
2019-04-02,6530648670
2019-04-03,6501477709
2019-04-04,6705674430
2019-04-05,6731199020
2019-04-08,6687442580
2019-04-09,6556173260
2019-04-10,6570758740
2019-04-11,6680149840
2019-04-12,6753077240
2019-04-15,6742138129
2019-04-16,6836943750
2019-04-17,6858821970
2019-04-18,6887992930
2019-04-22,6793187310
2019-04-23,6862468340
2019-04-24,6913517520
2019-04-25,6833297379
2019-04-26,6847882860
2019-04-29,6767662720
2019-04-30,6588990590
2019-05-01,6614515180
2019-05-02,6282695510
2019-05-03,6497831340
2019-05-06,6490538600
2019-05-07,6472306750
2019-05-08,6388440240
2019-05-09,6388440240
2019-05-10,6198829000
2019-05-13,5877948440
2019-05-14,6009217760
2019-05-15,5980046799
2019-05-16,6133194340
2019-05-17,6133194340
2019-05-20,6042035090
2019-05-21,6158718930
2019-05-22,5980046799
2019-05-23,5794081930
2019-05-24,5753971860
2019-05-28,5743032750
2019-05-29,5651873500
2019-05-30,5531543290
2019-05-31,5414859450
2019-06-03,5433091300
2019-06-04,5735740010
2019-06-05,5801374670
2019-06-06,5856070220
2019-06-07,5925351250
2019-06-10,5958168580
2019-06-11,5983693170
2019-06-12,5859716590
2019-06-13,5983693170
2019-06-14,6049327830
2019-06-17,6144133450
2019-06-18,6326451950
2019-06-19,6282695510
2019-06-20,6399379350
2019-06-21,6424903940
2019-06-24,6089437900
2019-06-25,6071206049
2019-06-26,6169658040
2019-06-27,6195182629
2019-06-28,6279049140
2019-07-01,6189688710
2019-07-02,6167804130
2019-07-03,6339233340
2019-07-05,6339233340
2019-07-08,6368412780
2019-07-09,6266284740
2019-07-10,5959900620
2019-07-11,5865067439
2019-07-12,5974490340
2019-07-15,6062028660
2019-07-16,6175098990
2019-07-17,6014612069
2019-07-18,6003669780
2019-07-19,6029201790
2019-07-22,5824945710
2019-07-23,5908836600
2019-07-24,6040144080
2019-07-25,5883304590
2019-07-26,5894246880
2019-07-29,5773881690
2019-07-30,5795766270
2019-07-31,5868714870
2019-08-01,5489382150
2019-08-02,5529503880
2019-08-05,5471145000
2019-08-06,5482087290
2019-08-07,5379959250
2019-08-08,5467497570
2019-08-09,5496677010
2019-08-12,5292420930
2019-08-13,5314305510
2019-08-14,5080869990
2019-08-15,4781780730
2019-08-16,4967799660
2019-08-19,5033453400
2019-08-20,5037100830
2019-08-21,5106402000
2019-08-22,5168408310
2019-08-23,4978741950
2019-08-26,5007921390
2019-08-27,4924030500
2019-08-28,4945915080
2019-08-29,4982389380
2019-08-30,4982389380
2019-09-03,4785428160
2019-09-04,4967799660
2019-09-05,5226767190
2019-09-06,5150171160
2019-09-09,5493029580
2019-09-10,5668106220
2019-09-11,5806708560
2019-09-12,5803061130
2019-09-13,5773881690
2019-09-16,5700933090
2019-09-17,5409138690
2019-09-18,5423728410
2019-09-19,5285126070
2019-09-20,5226767190
2019-09-23,5310658080
2019-09-24,5431023270
2019-09-25,5427375840
2019-09-26,5485734720
2019-09-27,5511266730
2019-09-30,5590038200
2019-10-01,5429488800
2019-10-02,5239748600
2019-10-03,5320023300
2019-10-04,5407595700
2019-10-07,5414893400
2019-10-08,5330969850
2019-10-09,5279885950
2019-10-10,5382053750
2019-10-11,5568145100
2019-10-14,5590038200
2019-10-15,5641122100
2019-10-16,5652068650
2019-10-17,5779778400
2019-10-18,5557198550
2019-10-21,5710450250
2019-10-22,5951274350
2019-10-23,5900190450
2019-10-24,5819915750
2019-10-25,5798022650
2019-10-28,5841808850
2019-10-29,5856404250
2019-10-30,5849106550
2019-10-31,5549900850
2019-11-01,5648419800
2019-11-04,5768831850
2019-11-05,5808969200
2019-11-06,5798022650
2019-11-07,5834511150
2019-11-08,5787076100
2019-11-11,5834511150
2019-11-12,5703152550
2019-11-13,5538954300
2019-11-14,5564496250
2019-11-15,5681259450
2019-11-18,5633824400
2019-11-19,5462328450
2019-11-20,5495168100
2019-11-21,5389351450
2019-11-22,5484221550
2019-11-25,5531656600
2019-11-26,5491519250
2019-11-27,5619229000
2019-11-29,5498816950
2019-12-02,5542603150
2019-12-03,5327321000
2019-12-04,5371107200
2019-12-05,5422191100
2019-12-06,5462328450
2019-12-09,5571793950
2019-12-10,5484221550
2019-12-11,5465977300
2019-12-12,5538954300
2019-12-13,5254344000
2019-12-16,5422191100
2019-12-17,5341916400
2019-12-18,5414893400
2019-12-19,5294481350
2019-12-20,5334618700
2019-12-23,5378404900
2019-12-24,5367458350
2019-12-26,5356511800
2019-12-27,5411244550
2019-12-30,5291910580
2019-12-31,5331402450
2020-01-02,5230877690
2020-01-03,5173434970
2020-01-06,5266779390
2020-01-07,5230877690
2020-01-08,5166254630
2020-01-09,5044188850
2020-01-10,4968795280
2020-01-13,5076500380
2020-01-14,5123172590
2020-01-15,5029828170
2020-01-16,5130352930
2020-01-17,5141123440
2020-01-21,5108811910
2020-01-22,5144713610
2020-01-23,5184205480
2020-01-24,5115992250
2020-01-27,5040598680
2020-01-28,5108811910
2020-01-29,5148303780
2020-01-30,5123172590
2020-01-31,4940073920
2020-02-03,4800057290
2020-02-04,4972385450
2020-02-05,5259599050
2020-02-06,5177025140
2020-02-07,5098041400
2020-02-10,4986746130
2020-02-11,5151893950
2020-02-12,5302681090
2020-02-13,5166254630
2020-02-14,5133943100
2020-02-18,5209336670
2020-02-19,5130352930
2020-02-20,5284730240
2020-02-21,5202156330
2020-02-24,5054959360
2020-02-25,4818008140
2020-02-26,4548745390
2020-02-27,4616958620
2020-02-28,4753385080
2020-03-02,4796467120
2020-03-03,4433859950
2020-03-04,4591827430
2020-03-05,4451810800
2020-03-06,4315384340
2020-03-09,4042531420
2020-03-10,4064072440
2020-03-11,3651202890
2020-03-12,3338858100
2020-03-13,3475284560
2020-03-16,3008562460
2020-03-17,3518366600
2020-03-18,3213202149
2020-03-19,3299366230
2020-03-20,3223972660
2020-03-23,3223972660
2020-03-24,3231153000
2020-03-25,3202431640
2020-03-26,3213202149
2020-03-27,2940349230
2020-03-30,2825336280
2020-03-31,2758734060
2020-04-01,2590475820
2020-04-02,2541400500
2020-04-03,2513357460
2020-04-06,2821830900
2020-04-07,2930497680
2020-04-08,3228454980
2020-04-09,3354648660
2020-04-13,3277530300
2020-04-14,3319594860
2020-04-15,3116282820
2020-04-16,3042669840
2020-04-17,3228454980
2020-04-20,3081229019
2020-04-21,3042669840
2020-04-22,2934003059
2020-04-23,2905960019
2020-04-24,2958540720
2020-04-27,3217938840
2020-04-28,3417745500
2020-04-29,3642089820
2020-04-30,3484347720
2020-05-01,3358154040
2020-05-04,3333616380
2020-05-05,3522906900
2020-05-06,3365164800
2020-05-07,3263508780
2020-05-08,3319594860
2020-05-11,3144325860
2020-05-12,3032153700
2020-05-13,2891938500
2020-05-14,2990089140
2020-05-15,2986583760
2020-05-18,3267014160
2020-05-19,3245981880
2020-05-20,3354648660
2020-05-21,3438777780
2020-05-22,3361659420
2020-05-26,3747251220
2020-05-27,3961079400
2020-05-28,3578992980
2020-05-29,3456304680
2020-06-01,3607036019
2020-06-02,3757767360
2020-06-03,4220477519
2020-06-04,4185423720
2020-06-05,4528950960
2020-06-08,4630606980
2020-06-09,4592047800
2020-06-10,4409768040
2020-06-11,3926025599
2020-06-12,4108305360
2020-06-15,4087273080
2020-06-16,4241509800
2020-06-17,4153875300
2020-06-18,4139853780
2020-06-19,3978606300
2020-06-22,3936541740
2020-06-23,3950563260
2020-06-24,3754261980
2020-06-25,3771788880
2020-06-26,3666627480
2020-06-29,3910338450
2020-06-30,3959436869
2020-07-01,3878775180
2020-07-02,4019056380
2020-07-06,3991000140
2020-07-07,3910338450
2020-07-08,3987493109
2020-07-09,3777071310
2020-07-10,4008535290
2020-07-13,4019056380
2020-07-14,4401322650
2020-07-15,5029081020
2020-07-16,5001024780
2020-07-17,4916856060
2020-07-20,4902827940
2020-07-21,4867757640
2020-07-22,4927377150
2020-07-23,4937898240
2020-07-24,4899320910
2020-07-27,4965954480
2020-07-28,4983489630
2020-07-29,5134291920
2020-07-30,5001024780
2020-07-31,4955433390
2020-08-03,5022066960
2020-08-04,5001024780
