,SLM
2009-04-16,980277900
2009-04-17,821566240
2009-04-20,723538450
2009-04-21,812230260
2009-04-22,765550360
2009-04-23,793558300
2009-04-24,807562270
2009-04-27,742210410
2009-04-28,770218350
2009-04-29,835570210
2009-04-30,802894280
2009-05-01,877582120
2009-05-04,984945890
2009-05-05,970941920
2009-05-06,1017621820
2009-05-07,938265989
2009-05-08,1106313630
2009-05-11,975609909
2009-05-12,989613880
2009-05-13,900922070
2009-05-14,924262020
2009-05-15,924262020
2009-05-18,961605940
2009-05-19,924262020
2009-05-20,984945890
2009-05-21,1082973680
2009-05-22,961605940
2009-05-26,1040961770
2009-05-27,1008285840
2009-05-28,1054965739
2009-05-29,1101645640
2009-06-01,1110981620
2009-06-02,1026957800
2009-06-03,970941920
2009-06-04,1087641670
2009-06-05,1101645640
2009-06-08,1321041170
2009-06-09,1316373180
2009-06-10,1358385090
2009-06-11,1400397000
2009-06-12,1447076900
2009-06-15,1358385090
2009-06-16,1358385090
2009-06-17,1283697250
2009-06-18,1353717100
2009-06-19,1456412880
2009-06-22,1311705190
2009-06-23,1386393030
2009-06-24,1386393030
2009-06-25,1531100720
2009-06-26,1545104690
2009-06-29,1675808410
2009-06-30,1725927600
2009-07-01,1664791200
2009-07-02,1570735200
2009-07-06,1603654800
2009-07-07,1504896000
2009-07-08,1486084800
2009-07-09,1519004400
2009-07-10,1504896000
2009-07-13,1584843600
2009-07-14,1584843600
2009-07-15,1608357600
2009-07-16,1650682800
2009-07-17,1627168800
2009-07-20,1645980000
2009-07-21,1598952000
2009-07-22,1570735200
2009-07-23,1514301600
2009-07-24,1542518400
2009-07-27,1537815600
2009-07-28,1490787600
2009-07-29,1476679200
2009-07-30,1519004400
2009-07-31,1490787600
2009-08-03,1448462400
2009-08-04,1467273600
2009-08-05,1542518400
2009-08-06,1537815600
2009-08-07,1589546400
2009-08-10,1561329600
2009-08-11,1514301600
2009-08-12,1481382000
2009-08-13,1486084800
2009-08-14,1467273600
2009-08-17,1387326000
2009-08-18,1415542800
2009-08-19,1392028800
2009-08-20,1434354000
2009-08-21,1462570800
2009-08-24,1537815600
2009-08-25,1561329600
2009-08-26,1490787600
2009-08-27,1495490400
2009-08-28,1504896000
2009-08-31,1495490400
2009-09-01,1387326000
2009-09-02,1373217600
2009-09-03,1420245600
2009-09-04,1424948400
2009-09-08,1462570800
2009-09-09,1490787600
2009-09-10,1589546400
2009-09-11,1551924000
2009-09-14,1471976400
2009-09-15,1457868000
2009-09-16,1551924000
2009-09-17,1509598800
2009-09-18,1481382000
2009-09-21,1476679200
2009-09-22,1486084800
2009-09-23,1448462400
2009-09-24,1486084800
2009-09-25,1471976400
2009-09-28,1476679200
2009-09-29,1495490400
2009-09-30,1491117490
2009-10-01,1414404050
2009-10-02,1409609460
2009-10-05,1443171590
2009-10-06,1476733720
2009-10-07,1519885030
2009-10-08,1563036340
2009-10-09,1553447160
2009-10-12,1539063390
2009-10-13,1515090440
2009-10-14,1639749780
2009-10-15,1634955190
2009-10-16,1572625520
2009-10-19,1548652570
2009-10-20,1524679620
2009-10-21,1836327970
2009-10-22,1879479280
2009-10-23,1884273870
2009-10-26,1865095510
2009-10-27,1788382070
2009-10-28,1726052400
2009-10-29,1759614530
2009-10-30,1658928140
2009-11-02,1668517320
2009-11-03,1706874040
2009-11-04,1668517320
2009-11-05,1711668630
2009-11-06,1730846990
2009-11-09,1841122560
2009-11-10,1807560430
2009-11-11,1821944200
2009-11-12,1754819940
2009-11-13,1750025350
2009-11-16,1788382070
2009-11-17,1841122560
2009-11-18,1970576490
2009-11-19,1874684690
2009-11-20,1865095510
2009-11-23,1903452230
2009-11-24,1937014360
2009-11-25,1937014360
2009-11-27,1836327970
2009-11-30,1879479280
2009-12-01,1927425179
2009-12-02,1922630590
2009-12-03,1975371080
2009-12-04,1956192720
2009-12-07,1937014360
2009-12-08,1889068460
2009-12-09,1884273870
2009-12-10,1932219770
2009-12-11,2023316979
2009-12-14,2052084520
2009-12-15,1980165670
2009-12-16,1975371080
2009-12-17,1932219770
2009-12-18,1937014360
2009-12-21,1898657640
2009-12-22,1889068460
2009-12-23,1932219770
2009-12-24,1960987310
2009-12-28,1946603539
2009-12-29,1970576490
2009-12-30,1975371080
2009-12-31,1946721179
2010-01-04,1995147080
2010-01-05,2019360030
2010-01-06,2033887800
2010-01-07,2101684060
2010-01-08,2014517440
2010-01-11,1985461899
2010-01-12,1980619310
2010-01-13,1990304490
2010-01-14,1990304490
2010-01-15,1859554560
2010-01-19,1995147080
2010-01-20,2067785929
2010-01-21,2043572979
2010-01-22,1796600890
2010-01-25,1840184200
2010-01-26,1796600890
2010-01-27,1806286070
2010-01-28,1782073120
2010-01-29,1820813840
2010-02-01,1840184200
2010-02-02,1874082330
2010-02-03,1845026790
2010-02-04,1757860170
2010-02-05,1811128660
2010-02-08,1796600890
2010-02-09,1854711970
2010-02-10,1845026790
2010-02-11,1869239740
2010-02-12,1888610100
2010-02-16,1937036000
2010-02-17,1927350820
2010-02-18,1893452690
2010-02-19,1927350820
2010-02-22,1956406360
2010-02-23,1903137870
2010-02-24,1922508230
2010-02-25,1917665640
2010-02-26,1932193410
2010-03-01,1893452690
2010-03-02,1946721179
2010-03-03,1966091539
2010-03-04,2009674850
2010-03-05,2072628520
2010-03-08,2125897009
2010-03-09,2111369240
2010-03-10,2106526649
2010-03-11,2169480320
2010-03-12,2111369240
2010-03-15,2130739600
2010-03-16,2135582190
2010-03-17,2169480320
2010-03-18,2121054420
2010-03-19,2004832259
2010-03-22,2019360030
2010-03-23,2014517440
2010-03-24,2058100750
2010-03-25,2082313700
2010-03-26,2174322910
2010-03-29,2188850680
2010-03-30,2169480320
2010-03-31,2167199040
2010-04-01,2167199040
2010-04-05,2210833920
2010-04-06,2167199040
2010-04-07,2138109120
2010-04-08,2283558720
2010-04-09,2283558720
2010-04-12,2307800320
2010-04-13,2254468800
2010-04-14,2336890240
2010-04-15,2351435200
2010-04-16,2196288960
2010-04-19,2191440640
2010-04-20,2210833920
2010-04-21,2269013760
2010-04-22,2332041920
2010-04-23,2307800320
2010-04-26,2196288960
2010-04-27,2089625919
2010-04-28,2142957440
2010-04-29,2186592320
2010-04-30,2118715840
2010-05-03,2215682240
2010-05-04,2113867520
2010-05-05,2021749440
2010-05-06,1929631360
2010-05-07,1910238080
2010-05-10,2089625919
2010-05-11,2007204479
2010-05-12,2075080960
2010-05-13,2094474240
2010-05-14,2036294400
2010-05-17,2016901120
2010-05-18,1963569600
2010-05-19,1949024639
2010-05-20,1803575040
2010-05-21,1798726720
2010-05-24,1774485120
2010-05-25,1798726720
2010-05-26,1895693120
2010-05-27,1992659520
2010-05-28,1924783040
2010-06-01,1881148160
2010-06-02,1953872960
2010-06-03,1987811199
2010-06-04,1905389760
2010-06-07,1798726720
2010-06-08,1866603200
2010-06-09,1905389760
2010-06-10,1987811199
2010-06-11,2002356160
2010-06-14,1973266240
2010-06-15,2075080960
2010-06-16,2055687680
2010-06-17,2079929280
2010-06-18,2065384320
2010-06-21,2075080960
2010-06-22,2065384320
2010-06-23,2084777600
2010-06-24,1987811199
2010-06-25,2007204479
2010-06-28,2026597759
2010-06-29,1842361600
2010-06-30,1799350000
2010-07-01,1784800000
2010-07-02,1789650000
2010-07-06,1784800000
2010-07-07,1881800000
2010-07-08,1930300000
2010-07-09,1954550000
2010-07-12,1959400000
2010-07-13,2022450000
2010-07-14,1983650000
2010-07-15,1988499999
2010-07-16,1891500000
2010-07-19,1959400000
2010-07-20,2017600000
2010-07-21,1789650000
2010-07-22,1862400000
2010-07-23,1891500000
2010-07-26,1920600000
2010-07-27,1944850000
2010-07-28,1998200000
2010-07-29,2051550000
2010-07-30,2075800000
2010-08-02,2124300000
2010-08-03,2051550000
2010-08-04,2027299999
2010-08-05,2032150000
2010-08-06,2100050000
2010-08-09,2129149999
2010-08-10,2104900000
2010-08-11,2041850000
2010-08-12,2007899999
2010-08-13,2022450000
2010-08-16,2061250000
2010-08-17,2066100000
2010-08-18,2041850000
2010-08-19,1983650000
2010-08-20,1978800000
2010-08-23,1954550000
2010-08-24,1920600000
2010-08-25,1925450000
2010-08-26,1915750000
2010-08-27,1949699999
2010-08-30,1944850000
2010-08-31,1910900000
2010-09-01,1983650000
2010-09-02,2012750000
2010-09-03,2041850000
2010-09-07,1988499999
2010-09-08,2046699999
2010-09-09,2056400000
2010-09-10,2051550000
2010-09-13,2100050000
2010-09-14,1993350000
2010-09-15,1954550000
2010-09-16,1944850000
2010-09-17,2027299999
2010-09-20,2085500000
2010-09-21,2104900000
2010-09-22,2056400000
2010-09-23,2075800000
2010-09-24,2070949999
2010-09-27,2051550000
2010-09-28,2061250000
2010-09-29,2041850000
2010-09-30,2029479040
2010-10-01,2014701280
2010-10-04,1980219839
2010-10-05,2004849440
2010-10-06,2014701280
2010-10-07,1980219839
2010-10-08,1985145760
2010-10-11,1975293920
2010-10-12,1970368000
2010-10-13,1985145760
2010-10-14,1994997600
2010-10-15,1975293920
2010-10-18,1955590240
2010-10-19,1945738400
2010-10-20,2004849440
2010-10-21,2004849440
2010-10-22,2029479040
2010-10-25,2063960480
2010-10-26,2073812320
2010-10-27,2078738239
2010-10-28,2103367839
2010-10-29,2093516000
2010-11-01,2088590080
2010-11-02,2078738239
2010-11-03,2083664160
2010-11-04,2152627040
2010-11-05,2231441760
2010-11-08,2201886240
2010-11-09,2172330720
2010-11-10,2177256640
2010-11-11,2137849280
2010-11-12,2078738239
2010-11-15,2063960480
2010-11-16,2029479040
2010-11-17,2024553120
2010-11-18,2059034559
2010-11-19,2059034559
2010-11-22,2034404960
2010-11-23,1999923519
2010-11-24,2029479040
2010-11-26,1999923519
2010-11-29,2004849440
2010-11-30,2029479040
2010-12-01,2108293760
2010-12-02,2137849280
2010-12-03,2132923360
2010-12-06,2088590080
2010-12-07,2142775199
2010-12-08,2157552960
2010-12-09,2172330720
2010-12-10,2162478880
2010-12-13,2172330720
2010-12-14,2152627040
2010-12-15,2118145600
2010-12-16,2113219680
2010-12-17,2123071519
2010-12-20,2256071360
2010-12-21,2280700960
2010-12-22,2295478720
2010-12-23,2256071360
2010-12-27,2251145440
2010-12-28,2246219520
2010-12-29,2206812160
2010-12-30,2196960320
2010-12-31,2366230000
2011-01-03,2413660000
2011-01-04,2418930000
2011-01-05,2408390000
2011-01-06,2492710000
2011-01-07,2545410000
2011-01-10,2508520000
2011-01-11,2619190000
2011-01-12,2666620000
2011-01-13,2650810000
2011-01-14,2687700000
2011-01-18,2677160000
2011-01-19,2598110000
2011-01-20,2656080000
2011-01-21,2650810000
2011-01-24,2640270000
2011-01-25,2666620000
2011-01-26,2692970000
2011-01-27,2750940000
2011-01-28,2708780000
2011-01-31,2708780000
2011-02-01,2829990000
2011-02-02,2761480000
2011-02-03,2745670000
2011-02-04,2714050000
2011-02-07,2692970000
2011-02-08,2787830000
2011-02-09,2793100000
2011-02-10,2803640000
2011-02-11,2824720000
2011-02-14,2877420000
2011-02-15,2824720000
2011-02-16,2861610000
2011-02-17,2851070000
2011-02-18,2861610000
2011-02-22,2729860000
2011-02-23,2645540000
2011-02-24,2735130000
2011-02-25,2814180000
2011-02-28,2787830000
2011-03-01,2698240000
2011-03-02,2729860000
2011-03-03,2814180000
2011-03-04,2772020000
2011-03-07,2761480000
2011-03-08,2882690000
2011-03-09,2856340000
2011-03-10,2782560000
2011-03-11,2808910000
2011-03-14,2761480000
2011-03-15,2677160000
2011-03-16,2603380000
2011-03-17,2714050000
2011-03-18,2772020000
2011-03-21,2787830000
2011-03-22,2787830000
2011-03-23,2761480000
2011-03-24,2777290000
2011-03-25,2819450000
2011-03-28,2845800000
2011-03-29,2919580000
2011-03-30,2914310000
2011-03-31,2861040000
2011-04-01,2834840000
2011-04-04,2882000000
2011-04-05,2892480000
2011-04-06,2892480000
2011-04-07,2902960000
2011-04-08,2850560000
2011-04-11,2824360000
2011-04-12,2756240000
2011-04-13,2756240000
2011-04-14,2730040000
2011-04-15,2766720000
2011-04-18,2709080000
2011-04-19,2756240000
2011-04-20,2703840000
2011-04-21,3049680000
2011-04-25,3044440000
2011-04-26,3081120000
2011-04-27,3081120000
2011-04-28,3081120000
2011-04-29,3102080000
2011-05-02,3123040000
2011-05-03,3117800000
2011-05-04,3054920000
2011-05-05,3033960000
2011-05-06,3091600000
2011-05-09,3091600000
2011-05-10,3133520000
2011-05-11,3065400000
2011-05-12,3028720000
2011-05-13,2971080000
2011-05-16,3033960000
2011-05-17,2997280000
2011-05-18,3049680000
2011-05-19,3081120000
2011-05-20,3054920000
2011-05-23,2992040000
2011-05-24,2950120000
2011-05-25,3002520000
2011-05-26,3112560000
2011-05-27,3149240000
2011-05-31,3185920000
2011-06-01,3102080000
2011-06-02,3149240000
2011-06-03,3049680000
2011-06-06,3028720000
2011-06-07,3054920000
2011-06-08,2992040000
2011-06-09,2976320000
2011-06-10,2944880000
2011-06-13,2939640000
2011-06-14,2944880000
2011-06-15,2934400000
2011-06-16,2960600000
2011-06-17,2986800000
2011-06-20,3049680000
2011-06-21,3091600000
2011-06-22,3065400000
2011-06-23,3112560000
2011-06-24,3117800000
2011-06-27,3138760000
2011-06-28,3170200000
2011-06-29,3180680000
2011-06-30,3066000000
2011-07-01,3096660000
2011-07-05,3101770000
2011-07-06,3066000000
2011-07-07,3086440000
2011-07-08,3045560000
2011-07-11,2968910000
2011-07-12,2958690000
2011-07-13,2963800000
2011-07-14,2948470000
2011-07-15,2928030000
2011-07-18,2907590000
2011-07-19,2943360000
2011-07-20,2968910000
2011-07-21,3066000000
2011-07-22,3050670000
2011-07-25,2958690000
2011-07-26,2928030000
2011-07-27,2841160000
2011-07-28,2830940000
2011-07-29,2846270000
2011-08-01,2856490000
2011-08-02,2764510000
2011-08-03,2769620000
2011-08-04,2621430000
2011-08-05,2565220000
2011-08-08,2187080000
2011-08-09,2498790000
2011-08-10,2386370000
2011-08-11,2590770000
2011-08-12,2534560000
2011-08-15,2600990000
2011-08-16,2509010000
2011-08-17,2529450000
2011-08-18,2355710000
2011-08-19,2319940000
2011-08-22,2376150000
2011-08-23,2509010000
2011-08-24,2529450000
2011-08-25,2498790000
2011-08-26,2488570000
2011-08-29,2529450000
2011-08-30,2478350000
2011-08-31,2503900000
2011-09-01,2427250000
2011-09-02,2314830000
2011-09-06,2289280000
2011-09-07,2437470000
2011-09-08,2381260000
2011-09-09,2319940000
2011-09-12,2371040000
2011-09-13,2406810000
2011-09-14,2468130000
2011-09-15,2468130000
2011-09-16,2457910000
2011-09-19,2437470000
2011-09-20,2401700000
2011-09-21,2309720000
2011-09-22,2273950000
2011-09-23,2263730000
2011-09-26,2309720000
2011-09-27,2340380000
2011-09-28,2284170000
2011-09-29,2330160000
2011-09-30,2246640000
2011-10-03,2049300000
2011-10-04,2130260000
2011-10-05,2206160000
2011-10-06,2322540000
2011-10-07,2266880000
2011-10-10,2418680000
2011-10-11,2459160000
2011-10-12,2479400000
2011-10-13,2433860000
2011-10-14,2443980000
2011-10-17,2347840000
2011-10-18,2469280000
2011-10-19,2408560000
2011-10-20,2469280000
2011-10-21,2524940000
2011-10-24,2560360000
2011-10-25,2231460000
2011-10-26,2337720000
2011-10-27,2509760000
2011-10-28,2464220000
2011-10-31,2469280000
2011-11-01,2373140000
2011-11-02,2479400000
2011-11-03,2545180000
2011-11-04,2560360000
2011-11-07,2560360000
2011-11-08,2590720000
2011-11-09,2438920000
2011-11-10,2489520000
2011-11-11,2565420000
2011-11-14,2489520000
2011-11-15,2499640000
2011-11-16,2464220000
2011-11-17,2368080000
2011-11-18,2363020000
2011-11-21,2277000000
2011-11-22,2261820000
2011-11-23,2170740000
2011-11-25,2165680000
2011-11-28,2211220000
2011-11-29,2185920000
2011-11-30,2327600000
2011-12-01,2297240000
2011-12-02,2282060000
2011-12-05,2297240000
2011-12-06,2378200000
2011-12-07,2413620000
2011-12-08,2312420000
2011-12-09,2363020000
2011-12-12,2317480000
2011-12-13,2337720000
2011-12-14,2342780000
2011-12-15,2398440000
2011-12-16,2423740000
2011-12-19,2368080000
2011-12-20,2454100000
2011-12-21,2438920000
2011-12-22,2469280000
2011-12-23,2504700000
2011-12-27,2449040000
2011-12-28,2433860000
2011-12-29,2449040000
2011-12-30,2418680000
2012-01-03,2469730000
2012-01-04,2414400000
2012-01-05,2459670000
2012-01-06,2474760000
2012-01-09,2479790000
2012-01-10,2474760000
2012-01-11,2469730000
2012-01-12,2459670000
2012-01-13,2449610000
2012-01-17,2449610000
2012-01-18,2565300000
2012-01-19,2610570000
2012-01-20,2625660000
2012-01-23,2615600000
2012-01-24,2615600000
2012-01-25,2625660000
2012-01-26,2696080000
2012-01-27,2716200000
2012-01-30,2686020000
2012-01-31,2686020000
2012-02-01,2751410000
2012-02-02,2781590000
2012-02-03,2872130000
2012-02-06,2852010000
2012-02-07,2841950000
2012-02-08,2831890000
2012-02-09,2857040000
2012-02-10,2852010000
2012-02-13,2877160000
2012-02-14,2887220000
2012-02-15,2862070000
2012-02-16,2872130000
2012-02-17,2897280000
2012-02-21,2922430000
2012-02-22,2912370000
2012-02-23,2937520000
2012-02-24,2907340000
2012-02-27,2912370000
2012-02-28,2907340000
2012-02-29,2831890000
2012-03-01,2917400000
2012-03-02,2892250000
2012-03-05,2867100000
2012-03-06,2806740000
2012-03-07,2867100000
2012-03-08,2902310000
2012-03-09,2937520000
2012-03-12,2922430000
2012-03-13,2977760000
2012-03-14,2892250000
2012-03-15,2902310000
2012-03-16,2922430000
2012-03-19,2962670000
2012-03-20,2957640000
2012-03-21,2927460000
2012-03-22,2877160000
2012-03-23,2892250000
2012-03-26,2927460000
2012-03-27,2877160000
2012-03-28,2846980000
2012-03-29,2846980000
2012-03-30,2831890000
2012-04-02,2718480000
2012-04-03,2723300000
2012-04-04,2660640000
2012-04-05,2626900000
2012-04-09,2602800000
2012-04-10,2554600000
2012-04-11,2569060000
2012-04-12,2622080000
2012-04-13,2554600000
2012-04-16,2554600000
2012-04-17,2593160000
2012-04-18,2573880000
2012-04-19,2564240000
2012-04-20,2593160000
2012-04-23,2569060000
2012-04-24,2573880000
2012-04-25,2554600000
2012-04-26,2559420000
2012-04-27,2559420000
2012-04-30,2549780000
2012-05-01,2540140000
2012-05-02,2487120000
2012-05-03,2443740000
2012-05-04,2390720000
2012-05-07,2395540000
2012-05-08,2361800000
2012-05-09,2385900000
2012-05-10,2390720000
2012-05-11,2356980000
2012-05-14,2342520000
2012-05-15,2332880000
2012-05-16,2270220000
2012-05-17,2231660000
2012-05-18,2217200000
2012-05-21,2284680000
2012-05-22,2299140000
2012-05-23,2289500000
2012-05-24,2332880000
2012-05-25,2332880000
2012-05-29,2376260000
2012-05-30,2414820000
2012-05-31,2405180000
2012-06-01,2356980000
2012-06-04,2371440000
2012-06-05,2424460000
2012-06-06,2506400000
2012-06-07,2458200000
2012-06-08,2501580000
2012-06-11,2443740000
2012-06-12,2496760000
2012-06-13,2458200000
2012-06-14,2501580000
2012-06-15,2583520000
2012-06-18,2588340000
2012-06-19,2631720000
2012-06-20,2588340000
2012-06-21,2549780000
2012-06-22,2607620000
2012-06-25,2573880000
2012-06-26,2530500000
2012-06-27,2617260000
2012-06-28,2631720000
2012-06-29,2704020000
2012-07-02,2649440000
2012-07-03,2654080000
2012-07-05,2654080000
2012-07-06,2695840000
2012-07-09,2691200000
2012-07-10,2658720000
2012-07-11,2681920000
2012-07-12,2654080000
2012-07-13,2705120000
2012-07-16,2714400000
2012-07-17,2677280000
2012-07-18,2658720000
2012-07-19,2514880000
2012-07-20,2598400000
2012-07-23,2561280000
2012-07-24,2533440000
2012-07-25,2589120000
2012-07-26,2644800000
2012-07-27,2668000000
2012-07-30,2658720000
2012-07-31,2649440000
2012-08-01,2607680000
2012-08-02,2575200000
2012-08-03,2654080000
2012-08-06,2621600000
2012-08-07,2654080000
2012-08-08,2658720000
2012-08-09,2649440000
2012-08-10,2668000000
2012-08-13,2668000000
2012-08-14,2658720000
2012-08-15,2691200000
2012-08-16,2663360000
2012-08-17,2654080000
2012-08-20,2644800000
2012-08-21,2598400000
2012-08-22,2616960000
2012-08-23,2603040000
2012-08-24,2621600000
2012-08-27,2603040000
2012-08-28,2603040000
2012-08-29,2598400000
2012-08-30,2570560000
2012-08-31,2607680000
2012-09-04,2621600000
2012-09-05,2565920000
2012-09-06,2612320000
2012-09-07,2640160000
2012-09-10,2640160000
2012-09-11,2677280000
2012-09-12,2695840000
2012-09-13,2746880000
2012-09-14,2779360000
2012-09-17,2746880000
2012-09-18,2746880000
2012-09-19,2756160000
2012-09-20,2728320000
2012-09-21,2700480000
2012-09-24,2723680000
2012-09-25,2658720000
2012-09-26,2607680000
2012-09-27,2621600000
2012-09-28,2603040000
2012-10-01,2557500002
2012-10-02,2593394739
2012-10-03,2611342108
2012-10-04,2669671055
2012-10-05,2669671055
2012-10-08,2687618423
2012-10-09,2665184213
2012-10-10,2669671055
2012-10-11,2772868423
2012-10-12,2723513160
2012-10-15,2736973687
2012-10-16,2745947371
2012-10-17,2750434213
2012-10-18,2714539476
2012-10-19,2660697371
2012-10-22,2674157897
2012-10-23,2687618423
2012-10-24,2745947371
2012-10-25,2808763160
2012-10-26,2799789476
2012-10-31,2817736845
2012-11-01,2835684213
2012-11-02,2831197371
2012-11-05,2831197371
2012-11-06,2844657897
2012-11-07,2741460529
2012-11-08,2696592108
2012-11-09,2701078950
2012-11-12,2692105266
2012-11-13,2687618423
2012-11-14,2651723687
2012-11-15,2647236844
2012-11-16,2683131581
2012-11-19,2714539476
2012-11-20,2701078950
2012-11-21,2705565792
2012-11-23,2732486844
2012-11-26,2678644739
2012-11-27,2683131581
2012-11-28,2732486844
2012-11-29,2687618423
2012-11-30,2651723687
2012-12-03,2642750002
2012-12-04,2665184213
2012-12-05,2696592108
2012-12-06,2723513160
2012-12-07,2705565792
2012-12-10,2745947371
2012-12-11,2772868423
2012-12-12,2736973687
2012-12-13,2705565792
2012-12-14,2674157897
2012-12-17,2741460529
2012-12-18,2754921055
2012-12-19,2701078950
2012-12-20,2692105266
2012-12-21,2692105266
2012-12-24,2687618423
2012-12-26,2678644739
2012-12-27,2687618423
2012-12-28,2692105266
2012-12-31,2745947371
2013-01-02,2786328950
2013-01-03,2777355266
2013-01-04,2804276318
2013-01-07,2786328950
2013-01-08,2795302634
2013-01-09,2813250002
2013-01-10,2826710529
2013-01-11,2781842108
2013-01-14,2781842108
2013-01-15,2777355266
2013-01-16,2772868423
2013-01-17,2692105266
2013-01-18,2705565792
2013-01-22,2710052634
2013-01-23,2719026318
2013-01-24,2705565792
2013-01-25,2705565792
2013-01-28,2683131581
2013-01-29,2705565792
2013-01-30,2687618423
2013-01-31,2705565792
2013-02-01,2732486844
2013-02-04,2723513160
2013-02-05,2750434213
2013-02-06,2858118424
2013-02-07,2867092108
2013-02-08,2988236845
2013-02-11,2938881582
2013-02-12,2925421055
2013-02-13,2943368424
2013-02-14,3033105266
2013-02-15,3037592108
2013-02-19,3073486845
2013-02-20,3064513161
2013-02-21,3028618424
2013-02-22,3028618424
2013-02-25,3006184213
2013-02-26,2992723687
2013-02-27,3028618424
2013-02-28,3037592108
2013-03-01,3167710529
2013-03-04,3140789477
2013-03-05,3149763161
2013-03-06,3136302634
2013-03-07,3104894740
2013-03-08,3055539476
2013-03-11,3109381582
2013-03-12,3163223687
2013-03-13,3172197371
2013-03-14,3185657898
2013-03-15,3190144740
2013-03-18,3226039477
2013-03-19,3181171055
2013-03-20,3190144740
2013-03-21,3212578950
2013-03-22,3252960529
2013-03-25,3221552634
2013-03-26,3248473687
2013-03-27,3248473687
2013-03-28,3284368424
2013-04-01,3161852462
2013-04-02,3175081970
2013-04-03,3086885249
2013-04-04,3091295085
2013-04-05,3117754101
2013-04-08,3135393445
2013-04-09,3183901642
2013-04-10,3205950822
2013-04-11,3272098363
2013-04-12,3294147544
2013-04-15,3245639347
2013-04-16,3276508200
2013-04-17,3205950822
2013-04-18,3108934429
2013-04-19,3197131150
2013-04-22,3245639347
2013-04-23,3210360658
2013-04-24,3254459019
2013-04-25,3276508200
2013-04-26,3232409839
2013-04-29,3232409839
2013-04-30,3250049183
2013-05-01,3236819675
2013-05-02,3302967216
2013-05-03,3298557380
2013-05-06,3329426232
2013-05-07,3360295085
2013-05-08,3369114757
2013-05-09,3355885249
2013-05-10,3329426232
2013-05-13,3311786888
2013-05-14,3395573773
2013-05-15,3523459019
2013-05-16,3523459019
2013-05-17,3580786888
2013-05-20,3598426233
2013-05-21,3607245905
2013-05-22,3607245905
2013-05-23,3567557380
2013-05-24,3589606560
2013-05-28,3616065577
2013-05-29,3695442626
2013-05-30,3783639348
2013-05-31,3739540987
2013-06-03,3770409839
2013-06-04,3752770495
2013-06-05,3704262298
2013-06-06,3739540987
2013-06-07,3708672134
2013-06-10,3699852462
2013-06-11,3677803282
2013-06-12,3673393446
2013-06-13,3660163938
2013-06-14,3616065577
2013-06-17,3620475413
2013-06-18,3642524593
2013-06-19,3607245905
2013-06-20,3541098364
2013-06-21,3519049183
2013-06-24,3470540987
2013-06-25,3607245905
2013-06-26,3616065577
2013-06-27,3620475413
2013-06-28,3598426233
2013-07-01,3609568962
2013-07-02,3609568962
2013-07-03,3591982755
2013-07-05,3609568962
2013-07-08,3622758617
2013-07-09,3653534479
2013-07-10,3649137927
2013-07-11,3666724134
2013-07-12,3671120686
2013-07-15,3693103444
2013-07-16,3675517237
2013-07-17,3675517237
2013-07-18,3838189651
2013-07-19,3851379306
2013-07-22,3904137927
2013-07-23,3890948272
2013-07-24,3855775858
2013-07-25,3833793099
2013-07-26,3794224134
2013-07-29,3767844824
2013-07-30,3851379306
2013-07-31,3877758617
2013-08-01,3921724134
2013-08-02,3921724134
2013-08-05,3934913789
2013-08-06,3886551720
2013-08-07,3842586203
2013-08-08,3899741375
2013-08-09,3882155168
2013-08-12,3890948272
2013-08-13,3926120685
2013-08-14,3921724134
2013-08-15,3868965513
2013-08-16,3895344823
2013-08-19,3846982755
2013-08-20,3899741375
2013-08-21,3882155168
2013-08-22,3917327582
2013-08-23,3926120685
2013-08-26,3886551720
2013-08-27,3763448272
2013-08-28,3763448272
2013-08-29,3781034479
2013-08-30,3763448272
2013-09-03,3820603444
2013-09-04,3798620686
2013-09-05,3794224134
2013-09-06,3789827582
2013-09-09,3873362065
2013-09-10,3886551720
2013-09-11,3912931030
2013-09-12,3908534479
2013-09-13,3886551720
2013-09-16,3895344823
2013-09-17,3912931030
2013-09-18,3970086203
2013-09-19,3974482754
2013-09-20,3934913789
2013-09-23,3895344823
2013-09-24,3921724134
2013-09-25,3939310341
2013-09-26,3956896548
2013-09-27,3943706892
2013-09-30,3815861536
2013-10-01,3811569228
2013-10-02,3802984613
2013-10-03,3768646151
2013-10-04,3841615382
2013-10-07,3785815382
2013-10-08,3721430767
2013-10-09,3704261536
2013-10-10,3790107690
2013-10-11,3845907690
2013-10-14,3863076921
2013-10-15,3858784613
2013-10-16,3944630767
2013-10-17,3940338459
2013-10-18,3953215382
2013-10-21,3974676920
2013-10-22,4004723074
2013-10-23,3931753844
2013-10-24,3936046151
2013-10-25,3944630767
2013-10-28,3940338459
2013-10-29,3966092305
2013-10-30,3927461536
2013-10-31,3888830767
2013-11-01,3867369228
2013-11-04,3858784613
2013-11-05,3867369228
2013-11-06,3884538459
2013-11-07,3820153844
2013-11-08,3845907690
2013-11-11,3888830767
2013-11-12,3936046151
2013-11-13,3961799997
2013-11-14,4026184613
2013-11-15,4026184613
2013-11-18,3996138459
2013-11-19,3978969228
2013-11-20,3970384613
2013-11-21,4000430767
2013-11-22,4021892305
2013-11-25,4039061536
2013-11-26,4051938459
2013-11-27,4077692305
2013-11-29,4081984613
2013-12-02,4056230767
2013-12-03,4064815382
