,STZ
2009-05-08,2737212500
2009-05-11,2682468250
2009-05-12,2654001240
2009-05-13,2548892280
2009-05-14,2570789980
2009-05-15,2605826300
2009-05-18,2629913770
2009-05-19,2697796640
2009-05-20,2588308140
2009-05-21,2483199180
2009-05-22,2465681020
2009-05-26,2522615040
2009-05-27,2511666190
2009-05-28,2500717340
2009-05-29,2531374120
2009-06-01,2360715500
2009-06-02,2382265600
2009-06-03,2343083600
2009-06-04,2433202200
2009-06-05,2392061100
2009-06-08,2435161300
2009-06-09,2441038600
2009-06-10,2529198100
2009-06-11,2615398500
2009-06-12,2631071300
2009-06-15,2548789100
2009-06-16,2546830000
2009-06-17,2515484400
2009-06-18,2550748200
2009-06-19,2542911800
2009-06-22,2484138800
2009-06-23,2462588700
2009-06-24,2425365800
2009-06-25,2448875000
2009-06-26,2405774800
2009-06-29,2446915900
2009-06-30,2484138800
2009-07-01,2666335100
2009-07-02,2595807500
2009-07-06,2687885200
2009-07-07,2572298300
2009-07-08,2521361700
2009-07-09,2484138800
2009-07-10,2439079500
2009-07-13,2464547800
2009-07-14,2480220600
2009-07-15,2556625500
2009-07-16,2535075400
2009-07-17,2468466000
2009-07-20,2515484400
2009-07-21,2511566200
2009-07-22,2538993600
2009-07-23,2625194000
2009-07-24,2621275800
2009-07-27,2625194000
2009-07-28,2625194000
2009-07-29,2631071300
2009-07-30,2682007900
2009-07-31,2676130600
2009-08-03,2707476200
2009-08-04,2764290100
2009-08-05,2756453700
2009-08-06,2750576400
2009-08-07,2752535500
2009-08-10,2776044700
2009-08-11,2729026300
2009-08-12,2770167400
2009-08-13,2809349400
2009-08-14,2852449600
2009-08-17,2821104000
2009-08-18,2732944500
2009-08-19,2719230800
2009-08-20,2785840200
2009-08-21,2903386200
2009-08-24,2928854500
2009-08-25,2938650000
2009-08-26,2944527300
2009-08-27,2901427100
2009-08-28,2960200100
2009-08-31,2906308950
2009-09-01,2843427350
2009-09-02,2884693400
2009-09-03,2947575000
2009-09-04,2996701250
2009-09-08,3014386700
2009-09-09,2967225500
2009-09-10,2949540050
2009-09-11,2933819650
2009-09-14,2979015800
2009-09-15,2990806100
2009-09-16,3098883850
2009-09-17,3063512950
2009-09-18,3055652750
2009-09-21,3028142050
2009-09-22,3091023650
2009-09-23,3087093550
2009-09-24,3039932350
2009-09-25,3006526500
2009-09-28,3043862450
2009-09-29,3016351750
2009-09-30,2977050750
2009-10-01,3138184850
2009-10-02,3098883850
2009-10-05,3118534350
2009-10-06,3183381000
2009-10-07,3155870299
2009-10-08,3183381000
2009-10-09,3226612100
2009-10-12,3258052899
2009-10-13,3283598550
2009-10-14,3277703400
2009-10-15,3324864600
2009-10-16,3232507250
2009-10-19,3291458750
2009-10-20,3289493699
2009-10-21,3228577150
2009-10-22,3248227650
2009-10-23,3193206250
2009-10-26,3183381000
2009-10-27,3203031500
2009-10-28,3092988700
2009-10-29,3183381000
2009-10-30,3108709100
2009-11-02,3073338200
2009-11-03,3075303250
2009-11-04,3073338200
2009-11-05,3159800399
2009-11-06,3157835350
2009-11-09,3218751900
2009-11-10,3226612100
2009-11-11,3275738350
2009-11-12,3244297550
2009-11-13,3324864600
2009-11-16,3366130650
2009-11-17,3389711250
2009-11-18,3385781150
2009-11-19,3338619949
2009-11-20,3358270450
2009-11-23,3413291850
2009-11-24,3409361750
2009-11-25,3423117100
2009-11-27,3338619949
2009-11-30,3703271290
2009-12-01,3733572750
2009-12-02,3629682030
2009-12-03,3577736670
2009-12-04,3623188859
2009-12-07,3590723010
2009-12-08,3499818630
2009-12-09,3458695220
2009-12-10,3421900590
2009-12-11,3458695220
2009-12-14,3480339119
2009-12-15,3499818630
2009-12-16,3270393290
2009-12-17,3272557680
2009-12-18,3322338650
2009-12-21,3350475720
2009-12-22,3406749860
2009-12-23,3413243030
2009-12-24,3445708880
2009-12-28,3473845950
2009-12-29,3456530830
2009-12-30,3460859610
2009-12-31,3447873270
2010-01-04,3488996680
2010-01-05,3445708880
2010-01-06,3491161070
2010-01-07,3456530830
2010-01-08,3389434740
2010-01-11,3395927910
2010-01-12,3387270350
2010-01-13,3443544490
2010-01-14,3534448869
2010-01-15,3551763990
2010-01-19,3640503980
2010-01-20,3642668369
2010-01-21,3634010810
2010-01-22,3595051790
2010-01-25,3595051790
2010-01-26,3553928380
2010-01-27,3536613260
2010-01-28,3499818630
2010-01-29,3480339119
2010-02-01,3512804970
2010-02-02,3547435210
2010-02-03,3530120089
2010-02-04,3343982550
2010-02-05,3318009870
2010-02-08,3231434270
2010-02-09,3289872800
2010-02-10,3274722070
2010-02-11,3352640110
2010-02-12,3324503040
2010-02-16,3378612790
2010-02-17,3393763520
2010-02-18,3374284010
2010-02-19,3376448400
2010-02-22,3361297670
2010-02-23,3294201580
2010-02-24,3250913780
2010-02-25,3209790370
2010-02-26,3255242560
2010-03-01,3302859140
2010-03-02,3348311330
2010-03-03,3339653770
2010-03-04,3369955230
2010-03-05,3421900590
2010-03-08,3415407420
2010-03-09,3421900590
2010-03-10,3380777180
2010-03-11,3426229370
2010-03-12,3486832290
2010-03-15,3491161070
2010-03-16,3499818630
2010-03-17,3514969359
2010-03-18,3504147410
2010-03-19,3463024000
2010-03-22,3486832290
2010-03-23,3543106430
2010-03-24,3510640579
2010-03-25,3501983020
2010-03-26,3465188390
2010-03-29,3530120089
2010-03-30,3553928380
2010-03-31,3558257160
2010-04-01,3571243500
2010-04-05,3608038130
2010-04-06,3679463000
2010-04-07,3644832760
2010-04-08,3646997150
2010-04-09,3556092770
2010-04-12,3711928849
2010-04-13,3694613730
2010-04-14,3735737140
2010-04-15,3740065920
2010-04-16,3683791780
2010-04-19,3807162010
2010-04-20,3941354190
2010-04-21,3954340530
2010-04-22,3962998089
2010-04-23,3969491260
2010-04-26,3984641990
2010-04-27,3926203460
2010-04-28,3937025410
2010-04-29,4014943450
2010-04-30,3954340530
2010-05-03,4025765400
2010-05-04,3962998089
2010-05-05,3919710290
2010-05-06,3828805910
2010-05-07,3616695690
2010-05-10,3768202990
2010-05-11,3785518109
2010-05-12,3919710290
2010-05-13,3904559560
2010-05-14,3852614200
2010-05-17,3867764930
2010-05-18,3841792250
2010-05-19,3757381040
2010-05-20,3556092770
2010-05-21,3527955700
2010-05-24,3534448869
2010-05-25,3419736200
2010-05-26,3480339119
2010-05-27,3614531300
2010-05-28,3605873740
2010-06-01,3371772040
2010-06-02,3434522140
2010-06-03,3440797150
2010-06-04,3317388620
2010-06-07,3294380250
2010-06-08,3346672000
2010-06-09,3355038680
2010-06-10,3434522140
2010-06-11,3526555620
2010-06-14,3543288980
2010-06-15,3511913930
2010-06-16,3480538880
2010-06-17,3424063790
2010-06-18,3409422100
2010-06-21,3413605440
2010-06-22,3394780410
2010-06-23,3392688740
2010-06-24,3359222019
2010-06-25,3348763670
2010-06-28,3336213650
2010-06-29,3227446810
2010-06-30,3267188540
2010-07-01,3252546850
2010-07-02,3219080130
2010-07-06,3263005200
2010-07-07,3355038680
2010-07-08,3357130350
2010-07-09,3361313690
2010-07-12,3361313690
2010-07-13,3421972120
2010-07-14,3424063790
2010-07-15,3444980490
2010-07-16,3417788780
2010-07-19,3455438840
2010-07-20,3499363910
2010-07-21,3457530510
2010-07-22,3528647290
2010-07-23,3568389019
2010-07-26,3599764070
2010-07-27,3620680769
2010-07-28,3572572359
2010-07-29,3570480690
2010-07-30,3568389019
2010-08-02,3643689140
2010-08-03,3622772440
2010-08-04,3670880850
2010-08-05,3620680769
2010-08-06,3608130750
2010-08-09,3633230790
2010-08-10,3631139120
2010-08-11,3534922299
2010-08-12,3537013970
2010-08-13,3493088900
2010-08-16,3449163829
2010-08-17,3528647290
2010-08-18,3524463950
2010-08-19,3488905560
2010-08-20,3484722220
2010-08-23,3488905560
2010-08-24,3474263870
2010-08-25,3503547250
2010-08-26,3488905560
2010-08-27,3522372280
2010-08-30,3461713850
2010-08-31,3497800320
2010-09-01,3560785920
2010-09-02,3621672000
2010-09-03,3655264320
2010-09-07,3602776320
2010-09-08,3562885439
2010-09-09,3579681600
2010-09-10,3585980159
2010-09-13,3617472960
2010-09-14,3672060479
2010-09-15,3716150400
2010-09-16,3722448960
2010-09-17,3770737920
2010-09-20,3829524479
2010-09-21,3810628799
2010-09-22,3802230720
2010-09-23,3743444159
2010-09-24,3802230720
2010-09-27,3772837439
2010-09-28,3745543680
2010-09-29,3730847040
2010-09-30,3714050880
2010-10-01,3730847040
2010-10-04,3707752320
2010-10-05,3728747520
2010-10-06,3888311040
2010-10-07,3917704320
2010-10-08,3928201920
2010-10-11,4012182720
2010-10-12,3991187520
2010-10-13,4005884159
2010-10-14,3993287040
2010-10-15,3993287040
2010-10-18,4075168320
2010-10-19,4003784640
2010-10-20,4054173119
2010-10-21,4058372159
2010-10-22,4049974080
2010-10-25,4094064000
2010-10-26,4062571200
2010-10-27,3980689920
2010-10-28,3997486080
2010-10-29,4142352960
2010-11-01,4125556799
2010-11-02,4098263040
2010-11-03,4100362560
2010-11-04,4188542400
2010-11-05,4213736640
2010-11-08,4207438080
2010-11-09,4178044799
2010-11-10,4175945280
2010-11-11,4232632320
2010-11-12,4167547200
2010-11-15,4264125119
2010-11-16,4125556799
2010-11-17,4173845760
2010-11-18,4362802560
2010-11-19,4354404480
2010-11-22,4358603520
2010-11-23,4314513600
2010-11-24,4411091520
2010-11-26,4352304960
2010-11-29,4352304960
2010-11-30,3855018060
2010-12-01,3942929679
2010-12-02,3985950259
2010-12-03,4077602800
2010-12-06,4049545899
2010-12-07,4021489000
2010-12-08,4015877620
2010-12-09,4032711759
2010-12-10,4014007160
2010-12-13,3993432100
2010-12-14,4027100380
2010-12-15,4103789240
2010-12-16,4178607640
2010-12-17,4143068899
2010-12-20,4100048320
2010-12-21,4111271080
2010-12-22,4111271080
2010-12-23,4172996259
2010-12-27,4189830399
2010-12-28,4150550740
2010-12-29,4148680280
2010-12-30,4103789240
2010-12-31,4143068899
2011-01-03,4042064060
2011-01-04,4015877620
2011-01-05,4036452679
2011-01-06,3710992640
2011-01-07,3645526539
2011-01-10,3651137920
2011-01-11,3596894580
2011-01-12,3613728720
2011-01-13,3619340100
2011-01-14,3613728720
2011-01-18,3623081020
2011-01-19,3595024120
2011-01-20,3580060440
2011-01-21,3553874000
2011-01-24,3580060440
2011-01-25,3538910320
2011-01-26,3600635500
2011-01-27,3643656080
2011-01-28,3580060440
2011-01-31,3595024120
2011-02-01,3634303780
2011-02-02,3617469640
2011-02-03,3682935740
2011-02-04,3696028960
2011-02-07,3735308620
2011-02-08,3735308620
2011-02-09,3733438160
2011-02-10,3750272300
2011-02-11,3763365520
2011-02-14,3811997480
2011-02-15,3811997480
2011-02-16,3856888520
2011-02-17,3939188759
2011-02-18,3918613700
2011-02-22,3767106440
2011-02-23,3815738399
2011-02-24,3761495060
2011-02-25,3804515640
2011-02-28,3800774720
2011-03-01,3710992640
2011-03-02,3671712980
2011-03-03,3739049539
2011-03-04,3716604020
2011-03-07,3681065280
2011-03-08,3737179080
2011-03-09,3754013220
2011-03-10,3638044700
2011-03-11,3621210560
2011-03-14,3559485380
2011-03-15,3479055600
2011-03-16,3393014440
2011-03-17,3417330420
2011-03-18,3436035020
2011-03-21,3464091920
2011-03-22,3480926060
2011-03-23,3540780780
2011-03-24,3566967220
2011-03-25,3632433320
2011-03-28,3598765039
2011-03-29,3609987800
2011-03-30,3701640340
2011-03-31,3793292880
2011-04-01,3834443000
2011-04-04,3856888520
2011-04-05,3853147600
2011-04-06,3811997480
2011-04-07,4075732340
2011-04-08,4027100380
2011-04-11,4025229920
2011-04-12,4040193600
2011-04-13,4043934520
2011-04-14,4085084640
2011-04-15,4120623380
2011-04-18,4128105220
2011-04-19,4227239600
2011-04-20,4189830399
2011-04-21,4158032580
2011-04-25,4146809820
2011-04-26,4219757759
2011-04-27,4262778340
2011-04-28,4195441780
2011-04-29,4187959940
2011-05-02,4229110060
2011-05-03,4272130640
2011-05-04,4229110060
2011-05-05,4172996259
2011-05-06,4178607640
2011-05-09,4176737179
2011-05-10,4259037420
2011-05-11,4189830399
2011-05-12,4296446620
2011-05-13,4247814660
2011-05-16,4214146380
2011-05-17,4260907880
2011-05-18,4247814660
2011-05-19,4180478100
2011-05-20,4086955100
2011-05-23,4077602800
2011-05-24,4062639120
2011-05-25,4086955100
2011-05-26,4021489000
2011-05-27,4055157280
2011-05-31,4098372840
2011-06-01,4046116720
2011-06-02,3963999959
2011-06-03,3896813520
2011-06-06,3894947230
2011-06-07,3960267380
2011-06-08,3950935930
2011-06-09,3969598830
2011-06-10,3919209000
2011-06-13,3950935930
2011-06-14,4027453819
2011-06-15,3930406739
2011-06-16,3939738190
2011-06-17,3943470770
2011-06-20,3956534800
2011-06-21,4034918980
2011-06-22,4018122370
2011-06-23,3930406739
2011-06-24,3885615780
2011-06-27,3878150620
2011-06-28,3881883200
2011-06-29,3913610130
2011-06-30,3885615780
2011-07-01,4070378489
2011-07-05,4070378489
2011-07-06,4036785270
2011-07-07,4061047040
2011-07-08,3990128020
2011-07-11,3887482069
2011-07-12,3855755140
2011-07-13,3865086590
2011-07-14,3844557400
2011-07-15,3872551750
2011-07-18,3792301280
2011-07-19,3908011260
2011-07-20,3889348360
2011-07-21,4008790920
2011-07-22,4005058340
2011-07-25,3956534800
2011-07-26,3917342709
2011-07-27,3827760790
2011-07-28,3820295630
2011-07-29,3805365310
2011-08-01,3768039510
2011-08-02,3648596950
2011-08-03,3631800340
2011-08-04,3387316349
2011-08-05,3422775860
2011-08-08,3103640270
2011-08-09,3391048930
2011-08-10,3290269270
2011-08-11,3450770209
2011-08-12,3521689230
2011-08-15,3592608250
2011-08-16,3607538569
2011-08-17,3577677930
2011-08-18,3545951000
2011-08-19,3538485840
2011-08-22,3570212770
2011-08-23,3618736310
2011-08-24,3601939700
2011-08-25,3493694880
2011-08-26,3557148739
2011-08-29,3708318230
2011-08-30,3682190170
2011-08-31,3485312610
2011-09-01,3411269550
2011-09-02,3374248020
2011-09-06,3310782540
2011-09-07,3397166110
2011-09-08,3286101520
2011-09-09,3238502410
2011-09-12,3266709290
2011-09-13,3282575660
2011-09-14,3356618720
2011-09-15,3381299740
2011-09-16,3374248020
2011-09-19,3314308400
2011-09-20,3298442030
2011-09-21,3180325720
2011-09-22,3136252470
2011-09-23,3106282660
2011-09-26,3203243810
2011-09-27,3222636040
2011-09-28,3148592980
2011-09-29,3242028270
2011-09-30,3173274000
2011-10-03,3092179220
2011-10-04,3219110180
2011-10-05,3300204960
2011-10-06,3596377199
2011-10-07,3591088410
2011-10-10,3668657330
2011-10-11,3635161660
2011-10-12,3568170319
2011-10-13,3578747900
2011-10-14,3578747900
2011-10-17,3517045350
2011-10-18,3568170319
2011-10-19,3545252230
2011-10-20,3543489300
2011-10-21,3552303949
2011-10-24,3515282420
2011-10-25,3488838470
2011-10-26,3534674650
2011-10-27,3626347010
2011-10-28,3626347010
2011-10-31,3564644460
2011-11-01,3476497960
2011-11-02,3464157449
2011-11-03,3525860000
2011-11-04,3515282420
2011-11-07,3559355670
2011-11-08,3603428920
2011-11-09,3471209170
2011-11-10,3476497960
2011-11-11,3608717710
2011-11-14,3589325480
2011-11-15,3585799620
2011-11-16,3488838470
2011-11-17,3437713500
2011-11-18,3411269550
2011-11-21,3312545470
2011-11-22,3234976550
2011-11-23,3176799860
2011-11-25,3169748140
2011-11-28,3245554130
2011-11-29,3268472220
2011-11-30,3159182730
2011-12-01,3110505030
2011-12-02,3094279130
2011-12-05,3151069780
2011-12-06,3144579420
2011-12-07,3133221290
2011-12-08,3133221290
2011-12-09,3211105610
2011-12-12,3172163450
2011-12-13,3152692370
2011-12-14,3141334240
2011-12-15,3164050500
2011-12-16,3168918270
2011-12-19,3165673090
2011-12-20,3168918270
2011-12-21,3310083600
2011-12-22,3340912810
2011-12-23,3366874250
2011-12-27,3405816409
2011-12-28,3323064320
2011-12-29,3355516120
2011-12-30,3353893530
2012-01-03,3363629070
2012-01-04,3316573960
2012-01-05,3201370070
2012-01-06,3190011940
2012-01-09,3246802590
2012-01-10,3358761300
2012-01-11,3404193820
2012-01-12,3407439000
2012-01-13,3358761300
2012-01-17,3352270940
2012-01-18,3370119430
2012-01-19,3410684180
2012-01-20,3412306770
2012-01-23,3420419719
2012-01-24,3397703460
2012-01-25,3431777850
2012-01-26,3394458280
2012-01-27,3394458280
2012-01-30,3371742020
2012-01-31,3391213100
2012-02-01,3469097420
2012-02-02,3517775120
2012-02-03,3548604330
2012-02-06,3540491380
2012-02-07,3551849510
2012-02-08,3509662170
2012-02-09,3522642890
2012-02-10,3480455550
2012-02-13,3503171810
2012-02-14,3482078140
2012-02-15,3483700730
2012-02-16,3571320590
2012-02-17,3605394980
2012-02-21,3542113969
2012-02-22,3545359150
2012-02-23,3493436270
2012-02-24,3499926630
2012-02-27,3485323320
2012-02-28,3514529940
2012-02-29,3543736560
2012-03-01,3652450090
2012-03-02,3607017570
2012-03-05,3603772390
2012-03-06,3540491380
2012-03-07,3542113969
2012-03-08,3603772390
2012-03-09,3624866060
2012-03-12,3662185630
2012-03-13,3704372969
2012-03-14,3673543760
2012-03-15,3681656710
2012-03-16,3694637430
2012-03-19,3686524480
2012-03-20,3660563040
2012-03-21,3702750380
2012-03-22,3791992830
2012-03-23,3817954270
2012-03-26,3858519020
2012-03-27,3856896430
2012-03-28,3853651250
2012-03-29,3832557580
2012-03-30,3827689810
2012-04-02,3886103050
2012-04-03,3975345500
2012-04-04,4006174710
2012-04-05,3506416990
2012-04-09,3496681450
2012-04-10,3435023030
2012-04-11,3441513390
2012-04-12,3486945909
2012-04-13,3503171810
2012-04-16,3490191090
2012-04-17,3504794400
2012-04-18,3459361880
2012-04-19,3423664900
2012-04-20,3446381159
2012-04-23,3444758570
2012-04-24,3486945909
2012-04-25,3530755840
2012-04-26,3561585050
2012-04-27,3532378430
2012-04-30,3504794400
2012-05-01,3522642890
2012-05-02,3488568500
2012-05-03,3503171810
2012-05-04,3376609790
2012-05-07,3363629070
2012-05-08,3340912810
2012-05-09,3290612520
2012-05-10,3272764030
2012-05-11,3237067050
2012-05-14,3134843880
2012-05-15,3092656540
2012-05-16,3105637260
2012-05-17,3058582150
2012-05-18,3048846610
2012-05-21,3084543590
2012-05-22,3045601430
2012-05-23,3082921000
2012-05-24,3107259850
2012-05-25,3138089060
2012-05-29,3165673090
2012-05-30,3141334240
2012-05-31,2985976260
2012-06-01,2903935440
2012-06-04,2893099860
2012-06-05,2959661280
2012-06-06,3013839180
2012-06-07,2958113340
2012-06-08,2964305100
2012-06-11,2896195740
2012-06-12,2942633940
2012-06-13,2958113340
2012-06-14,3030866519
2012-06-15,3043250040
2012-06-18,3044797980
2012-06-19,3078852660
2012-06-20,3071112960
2012-06-21,3018483000
2012-06-22,2998359780
2012-06-25,3383796840
2012-06-26,3434878860
2012-06-27,3366769500
2012-06-28,3368317440
2012-06-29,4188725640
2012-07-02,4459615140
2012-07-03,4372930500
2012-07-05,4425560460
2012-07-06,4405437240
2012-07-09,4290889680
2012-07-10,4283149980
2012-07-11,4275410280
2012-07-12,4448779560
2012-07-13,4533916260
2012-07-16,4507601280
2012-07-17,4516888920
2012-07-18,4543203900
2012-07-19,4512245100
2012-07-20,4402341360
2012-07-23,4380670200
2012-07-24,4403889300
2012-07-25,4297081440
2012-07-26,4444135740
2012-07-27,4492121880
2012-07-30,4434848100
2012-07-31,4366738740
2012-08-01,4498313640
2012-08-02,4501409520
2012-08-03,4631436480
2012-08-06,4629888540
2012-08-07,4592737980
2012-08-08,4611313260
2012-08-09,4620600900
2012-08-10,4634532360
2012-08-13,4605121500
2012-08-14,4749079920
2012-08-15,4899230100
2012-08-16,4942572420
2012-08-17,5030805000
2012-08-20,4947216240
2012-08-21,4984366800
2012-08-22,4989010619
2012-08-23,4996750320
2012-08-24,5064859680
2012-08-27,5023065300
2012-08-28,5021517360
2012-08-29,5084982900
2012-08-30,5080339080
2012-08-31,5988294360
2012-09-04,6039196680
2012-09-05,6028289039
2012-09-06,6191903640
2012-09-07,6117368100
2012-09-10,5955571440
2012-09-11,5962843199
2012-09-12,5906487060
2012-09-13,5955571440
2012-09-14,5851948860
2012-09-17,5988294360
2012-09-18,5962843199
2012-09-19,6028289039
2012-09-20,6131911619
2012-09-21,6046468440
2012-09-24,5973750840
2012-09-25,5848312980
2012-09-26,5850130920
2012-09-27,5926484400
2012-09-28,5881035900
2012-10-01,5939209980
2012-10-02,6073737539
2012-10-03,6235534199
2012-10-04,6311887680
2012-10-05,6580942800
2012-10-08,6608211900
2012-10-09,6322795320
2012-10-10,6420964080
2012-10-11,6399148800
2012-10-12,6362790000
2012-10-15,6464594640
2012-10-16,6504589320
2012-10-17,6711834480
2012-10-18,6599122199
2012-10-19,6480956100
2012-10-22,6460958760
2012-10-23,6411874380
2012-10-24,6362790000
2012-10-25,6510043140
2012-10-26,6462776699
2012-10-31,6424599960
2012-11-01,6504589320
2012-11-02,6510043140
2012-11-05,6493681680
2012-11-06,6610029840
2012-11-07,6502771380
2012-11-08,6337338840
2012-11-09,6439143480
2012-11-12,6348246480
2012-11-13,6233716260
2012-11-14,6150091020
2012-11-15,6101006640
2012-11-16,6206447160
2012-11-19,6293708280
2012-11-20,6302797980
2012-11-21,6251895660
2012-11-23,6382787340
2012-11-26,6253713600
2012-11-27,6330067080
2012-11-28,6428235840
2012-11-29,6500953440
2012-11-30,6560012160
2012-12-03,6569153760
2012-12-04,6556355520
2012-12-05,6514304160
2012-12-06,6581952000
2012-12-07,6581952000
2012-12-10,6536244000
2012-12-11,6538072320
2012-12-12,6514304160
2012-12-13,6435686400
2012-12-14,6453969599
2012-12-17,6499677599
2012-12-18,6534415680
2012-12-19,6479566080
2012-12-20,6561840480
2012-12-21,6435686400
2012-12-24,6411918240
2012-12-26,6360725280
2012-12-27,6369866880
2012-12-28,6283935840
2012-12-31,6470424480
2013-01-02,6867169920
2013-01-03,6708106080
2013-01-04,6719076000
2013-01-07,6656913119
2013-01-08,6592921920
2013-01-09,6549042240
2013-01-10,6523445760
2013-01-11,6514304160
2013-01-14,6459454560
2013-01-15,6656913119
2013-01-16,7066456800
2013-01-17,7048173599
2013-01-18,7082911680
2013-01-22,6965899200
2013-01-23,6927504480
2013-01-24,6905564640
2013-01-25,7039032000
2013-01-28,7068285119
2013-01-29,7207237440
2013-01-30,7161529440
2013-01-31,5916443520
2013-02-01,5974949760
2013-02-04,5768349600
2013-02-05,5651337120
2013-02-06,5735439840
2013-02-07,5775662880
2013-02-08,5823199200
2013-02-11,5726298240
2013-02-12,5757379680
2013-02-13,5828684160
2013-02-14,7998900000
2013-02-15,7933080480
2013-02-19,7912968960
2013-02-20,7642377599
2013-02-21,7854462720
2013-02-22,8037294720
2013-02-25,8039123040
2013-02-26,8174418720
2013-02-27,8163448800
2013-02-28,8194486720
2013-03-01,8120395520
2013-03-04,8233384600
2013-03-05,8175963920
2013-03-06,8011111000
2013-03-07,8159293399
2013-03-08,8148179720
2013-03-11,8051861160
2013-03-12,8016667840
2013-03-13,8129656920
2013-03-14,8281543880
2013-03-15,8474181000
2013-03-18,8724238800
2013-03-19,8742761600
2013-03-20,8681636360
2013-03-21,8568647280
2013-03-22,8629772520
2013-03-25,8666818120
2013-03-26,8805739120
2013-03-27,8781659480
2013-03-28,8824261920
2013-04-01,8761284400
2013-04-02,9037274120
2013-04-03,8955773800
2013-04-04,8937251000
2013-04-05,8861307520
2013-04-08,8996523960
2013-04-09,9007637640
2013-04-10,9033569560
2013-04-11,9153967760
2013-04-12,9111365320
2013-04-15,8924285040
2013-04-16,8911319080
2013-04-17,8779807200
2013-04-18,8768693520
2013-04-19,8987262560
2013-04-22,8852046120
2013-04-23,9055796920
2013-04-24,8898353120
2013-04-25,8978001160
2013-04-26,8852046120
2013-04-29,8844637000
2013-04-30,9141001800
2013-05-01,9118774440
2013-05-02,9244729480
2013-05-03,9300297880
2013-05-06,9304002440
2013-05-07,9289184200
2013-05-08,9242877200
2013-05-09,9039126400
2013-05-10,9141001800
2013-05-13,9142854080
2013-05-14,9285479640
2013-05-15,9305854720
2013-05-16,9587401280
2013-05-17,9670753880
2013-05-20,9529980600
2013-05-21,9611480920
2013-05-22,9539242000
2013-05-23,9609628640
2013-05-24,9817084000
2013-05-28,9904141160
2013-05-29,9918959400
2013-05-30,10068994080
2013-05-31,9981623970
2013-06-03,10056942770
2013-06-04,9812156670
2013-06-05,9782029150
2013-06-06,9855464980
2013-06-07,10043761980
2013-06-10,9942081600
2013-06-11,9821571520
2013-06-12,9699178470
2013-06-13,9793326970
2013-06-14,9795209940
2013-06-17,9857347950
2013-06-18,9902539230
2013-06-19,9734954900
2013-06-20,9486402860
2013-06-21,9507115530
2013-06-24,9476988010
2013-06-25,9510881470
2013-06-26,9676582830
2013-06-27,9766965390
2013-06-28,9814039640
2013-07-01,10007985550
2013-07-02,9650221250
2013-07-03,9501466620
2013-07-05,9525945230
2013-07-08,9597498090
2013-07-09,9652104220
2013-07-10,9646455310
2013-07-11,9830986370
2013-07-12,9849816070
2013-07-15,9838518250
2013-07-16,9864879830
2013-07-17,9761316480
2013-07-18,9770731330
2013-07-19,9795209940
2013-07-22,9825337460
2013-07-23,9697295500
2013-07-24,9584317300
2013-07-25,9414850000
2013-07-26,9527828200
2013-07-29,9623859670
2013-07-30,9702944410
2013-07-31,9808390730
2013-08-01,9996687730
2013-08-02,10058825740
2013-08-05,10171803940
2013-08-06,10188750670
2013-08-07,10162389090
2013-08-08,10294196990
2013-08-09,10216995220
2013-08-12,10181218790
2013-08-13,10301728870
2013-08-14,10249005710
2013-08-15,10094602170
2013-08-16,10156740180
2013-08-19,10136027510
2013-08-20,10207580370
2013-08-21,10156740180
2013-08-22,10390228460
2013-08-23,10518270420
2013-08-26,10486259930
2013-08-27,10356335000
2013-08-28,10279133230
2013-08-29,10275367290
2013-08-30,10215112250
2013-09-03,10438345420
2013-09-04,10595355690
2013-09-05,10691831880
2013-09-06,10911267920
2013-09-09,10958560170
2013-09-10,11017202560
2013-09-11,11045577910
2013-09-12,10979368760
2013-09-13,11104220300
2013-09-16,11126920580
2013-09-17,11227180150
2013-09-18,11287714230
2013-09-19,11100436920
2013-09-20,10828033560
2013-09-23,10871542430
2013-09-24,10858300600
2013-09-25,10871542430
2013-09-26,10886675950
2013-09-27,10778849620
2013-09-30,10858300600
2013-10-01,10950993410
2013-10-02,11020985940
2013-10-03,11378515350
2013-10-04,11722802930
2013-10-07,11560117590
2013-10-08,11319872960
2013-10-09,11283930850
2013-10-10,11529850550
2013-10-11,11915755310
2013-10-14,11951697420
2013-10-15,11785228700
2013-10-16,11968722630
2013-10-17,12086007410
2013-10-18,12169241770
2013-10-21,12186266980
2013-10-22,12186266980
2013-10-23,12104924310
2013-10-24,12078440650
2013-10-25,12089790790
2013-10-28,12297876690
2013-10-29,12417053160
2013-10-30,12237342610
2013-10-31,12352735700
2013-11-01,12409486399
2013-11-04,12443536820
2013-11-05,12498395829
2013-11-06,12562713290
2013-11-07,12418944850
2013-11-08,12628922440
2013-11-11,12617572300
2013-11-12,12681889760
2013-11-13,12731073700
2013-11-14,12876733829
2013-11-15,13079144660
2013-11-18,13096169870
2013-11-19,13064011140
2013-11-20,13056444380
2013-11-21,13118870149
2013-11-22,13309930840
2013-11-25,13081036350
2013-11-26,13334522809
2013-11-27,13429107309
2013-11-29,13319389290
2013-12-02,13435032000
2013-12-03,13524320250
2013-12-04,13541418000
2013-12-05,13313448000
2013-12-06,13421733750
2013-12-09,13414134750
2013-12-10,13484425500
2013-12-11,13313448000
2013-12-12,13315347750
2013-12-13,13169066999
2013-12-16,13406535749
2013-12-17,13330545750
2013-12-18,13275453000
2013-12-19,13199463000
2013-12-20,13241257500
2013-12-23,13239357750
