,ANF
2009-04-15,2045747961
2009-04-16,2086769934
2009-04-17,2127791907
2009-04-20,2054665781
2009-04-21,2088553498
2009-04-22,2143843984
2009-04-23,2126900125
2009-04-24,2261559211
2009-04-27,2236589314
2009-04-28,2299905838
2009-04-29,2387300476
2009-04-30,2418142739
2009-05-01,2316269764
2009-05-04,2368993497
2009-05-05,2334142216
2009-05-06,2323418744
2009-05-07,2375248855
2009-05-08,2370780742
2009-05-11,2272482257
2009-05-12,2288567463
2009-05-13,2279631237
2009-05-14,2435121569
2009-05-15,2332354970
2009-05-18,2329674103
2009-05-19,2372567987
2009-05-20,2385972326
2009-05-21,2318950631
2009-05-22,2366312629
2009-05-26,2483377189
2009-05-27,2557547864
2009-05-28,2507504999
2009-05-29,2690697631
2009-06-01,2881039243
2009-06-02,2882826488
2009-06-03,2832783623
2009-06-04,2497675150
2009-06-05,2440483304
2009-06-08,2477121831
2009-06-09,2492313415
2009-06-10,2438696059
2009-06-11,2377036100
2009-06-12,2464611114
2009-06-15,2417249117
2009-06-16,2305546293
2009-06-17,2410100136
2009-06-18,2367206252
2009-06-19,2324312367
2009-06-22,2293929199
2009-06-23,2249248069
2009-06-24,2322525122
2009-06-25,2332354970
2009-06-26,2337716706
2009-06-29,2328780480
2009-06-30,2268907766
2009-07-01,2272482257
2009-07-02,2142906980
2009-07-06,2100013096
2009-07-07,2087502380
2009-07-08,2144694226
2009-07-09,2055331966
2009-07-10,2067842682
2009-07-13,2138438867
2009-07-14,2191162600
2009-07-15,2241205466
2009-07-16,2264439653
2009-07-17,2241205466
2009-07-20,2334142216
2009-07-21,2364525384
2009-07-22,2388653194
2009-07-23,2447632285
2009-07-24,2515547602
2009-07-27,2529845564
2009-07-28,2509292244
2009-07-29,2529845564
2009-07-30,2603122616
2009-07-31,2556756734
2009-08-03,2688216419
2009-08-04,2625616569
2009-08-05,2683745001
2009-08-06,2766913373
2009-08-07,2934144402
2009-08-10,2886747372
2009-08-11,2833090358
2009-08-12,2868861701
2009-08-13,2947558655
2009-08-14,3062921236
2009-08-17,2820570388
2009-08-18,2814310403
2009-08-19,2804473283
2009-08-20,2865284566
2009-08-21,2910893029
2009-08-24,2864390283
2009-08-25,2958290058
2009-08-26,2989589983
2009-08-27,2989589983
2009-08-28,3017312774
2009-08-31,2887641656
2009-09-01,2831301791
2009-09-02,2869755984
2009-09-03,2770490508
2009-09-04,2698053538
2009-09-08,2699842105
2009-09-09,2737402016
2009-09-10,2738296299
2009-09-11,2801790433
2009-09-14,2816993254
2009-09-15,2816993254
2009-09-16,2951135789
2009-09-17,3042352714
2009-09-18,3070969788
2009-09-21,2984224282
2009-09-22,2998532819
2009-09-23,2951135789
2009-09-24,2911787312
2009-09-25,2843821761
2009-09-28,2921624432
2009-09-29,2975281446
2009-09-30,2940404387
2009-10-01,2834878925
2009-10-02,2738296299
2009-10-05,2736507732
2009-10-06,2822358955
2009-10-07,2920730148
2009-10-08,3081701191
2009-10-09,3113895400
2009-10-12,3186332369
2009-10-13,3251615070
2009-10-14,3306166368
2009-10-15,3344620561
2009-10-16,3361611949
2009-10-19,3360717666
2009-10-20,3313320636
2009-10-21,3249826503
2009-10-22,3302589233
2009-10-23,3243566518
2009-10-26,3231940831
2009-10-27,3105846847
2009-10-28,2945770088
2009-10-29,3061132669
2009-10-30,2935038685
2009-11-02,2950554555
2009-11-03,3006022834
2009-11-04,3024810477
2009-11-05,3142009581
2009-11-06,3132168435
2009-11-09,3362988046
2009-11-10,3357620148
2009-11-11,3362988046
2009-11-12,3288732124
2009-11-13,3639434788
2009-11-16,3743214148
2009-11-17,3692219118
2009-11-18,3642118737
2009-11-19,3588439758
2009-11-20,3554443071
2009-11-23,3519551735
2009-11-24,3526708932
2009-11-25,3651065234
2009-11-27,3575914663
2009-11-30,3572336064
2009-12-01,3583966510
2009-12-02,3569652115
2009-12-03,3239526393
2009-12-04,3232369196
2009-12-07,3188531363
2009-12-08,3102644996
2009-12-09,3107118245
2009-12-10,3149166778
2009-12-11,3151850727
2009-12-14,3207319006
2009-12-15,3163481173
2009-12-16,3185847414
2009-12-17,3178690217
2009-12-18,3107118245
2009-12-21,3153640027
2009-12-22,3153640027
2009-12-23,3157218625
2009-12-24,3140220282
2009-12-28,3183163465
2009-12-29,3176900918
2009-12-30,3163481173
2009-12-31,3117854041
2010-01-04,3140220282
2010-01-05,3172427669
2010-01-06,3239526393
2010-01-07,2922820416
2010-01-08,3004233535
2010-01-11,2905822073
2010-01-12,2899559525
2010-01-13,2939818760
2010-01-14,2949659906
2010-01-15,2914768569
2010-01-19,2881666532
2010-01-20,2834250101
2010-01-21,2744785135
2010-01-22,2682159659
2010-01-25,2724208193
2010-01-26,2777887172
2010-01-27,2789517618
2010-01-28,2792201567
2010-01-29,2821725005
2010-02-01,2872924390
2010-02-02,2922194998
2010-02-03,2863070268
2010-02-04,2975048924
2010-02-05,2972361436
2010-02-08,2906070072
2010-02-09,2902486755
2010-02-10,2892632633
2010-02-11,2956236510
2010-02-12,3032381996
2010-02-16,3157798090
2010-02-17,3169443870
2010-02-18,3197214577
2010-02-19,3184672967
2010-02-22,3193631260
2010-02-23,3149735627
2010-02-24,3211547845
2010-02-25,3230360259
2010-02-26,3262610112
2010-03-01,3298443281
2010-03-02,3271568404
2010-03-03,3246485185
2010-03-04,3719483027
2010-03-05,3793836854
2010-03-08,3890586413
2010-03-09,3860128218
2010-03-10,3889690583
2010-03-11,3894169730
2010-03-12,3862815706
2010-03-15,3891482242
2010-03-16,3933586216
2010-03-17,3983752654
2010-03-18,4001669239
2010-03-19,3933586216
2010-03-22,4007044215
2010-03-23,4018689995
2010-03-24,3975690191
2010-03-25,4018689995
2010-03-26,4059898140
2010-03-29,4007940044
2010-03-30,4036606580
2010-03-31,4088564676
2010-04-01,4179043430
2010-04-05,4309834500
2010-04-06,4284751281
2010-04-07,4258772233
2010-04-08,4201439161
2010-04-09,4477354569
2010-04-12,4395834107
2010-04-13,4395834107
2010-04-14,4451375520
2010-04-15,4462125471
2010-04-16,4360000937
2010-04-19,4218459917
2010-04-20,4268626354
2010-04-21,4283855451
2010-04-22,4364480084
2010-04-23,4360896767
2010-04-26,4437042252
2010-04-27,4288334598
2010-04-28,4174564284
2010-04-29,4156647699
2010-04-30,3923019865
2010-05-03,4008244399
2010-05-04,3923916965
2010-05-05,3967874883
2010-05-06,3628770948
2010-05-07,3510353700
2010-05-10,3801911317
2010-05-11,3797425815
2010-05-12,3888032951
2010-05-13,3690670872
2010-05-14,3608137639
2010-05-17,3658375259
2010-05-18,3443071174
2010-05-19,3343493034
2010-05-20,3184706270
2010-05-21,3226869987
2010-05-24,3172146865
2010-05-25,3190985973
2010-05-26,3064494822
2010-05-27,3193677274
2010-05-28,3214310582
2010-06-01,3108452740
2010-06-02,3163175862
2010-06-03,3371303145
2010-06-04,3120115045
2010-06-07,3025919507
2010-06-08,3033993410
2010-06-09,3060906421
2010-06-10,3223281586
2010-06-11,3229561288
2010-06-14,3260062700
2010-06-15,3322859726
2010-06-16,3208030880
2010-06-17,3173043966
2010-06-18,3169455564
2010-06-21,3095893335
2010-06-22,2973887686
2010-06-23,2929032668
2010-06-24,2874309547
2010-06-25,2904810959
2010-06-28,2884177650
2010-06-29,2726287987
2010-06-30,2753200998
2010-07-01,2862647242
2010-07-02,2790879213
2010-07-06,2754995199
2010-07-07,2951460177
2010-07-08,3180220769
2010-07-09,3234943890
2010-07-12,3214310582
2010-07-13,3250194597
2010-07-14,3223281586
2010-07-15,3172146865
2010-07-16,2982858690
2010-07-19,3010668801
2010-07-20,3094099134
2010-07-21,3053729618
2010-07-22,3224178686
2010-07-23,3301329317
2010-07-26,3426026267
2010-07-27,3319271324
2010-07-28,3263651102
2010-07-29,3267239503
2010-07-30,3313888722
2010-08-02,3484969726
2010-08-03,3420366786
2010-08-04,3481380674
2010-08-05,3546880877
2010-08-06,3499325935
2010-08-09,3545983614
2010-08-10,3482277937
2010-08-11,3373709107
2010-08-12,3378195422
2010-08-13,3379092685
2010-08-16,3376400896
2010-08-17,3144907026
2010-08-18,3227455228
2010-08-19,3200537336
2010-08-20,3265140276
2010-08-23,3283982801
2010-08-24,3152982394
2010-08-25,3194256495
2010-08-26,3162852287
2010-08-27,3229249754
2010-08-30,3144009763
2010-08-31,3104530188
2010-09-01,3282188274
2010-09-02,3154776920
2010-09-03,3202331862
2010-09-07,3101838399
2010-09-08,3094660295
2010-09-09,3080304086
2010-09-10,3126961765
2010-09-13,3183489338
2010-09-14,3305517114
2010-09-15,3282188274
2010-09-16,3242708700
2010-09-17,3313592482
2010-09-20,3415880470
2010-09-21,3347688478
2010-09-22,3265140276
2010-09-23,3297441746
2010-09-24,3480483411
2010-09-27,3458051834
2010-09-28,3516373933
2010-09-29,3525346564
2010-09-30,3528038353
2010-10-01,3387168053
2010-10-04,3402421525
2010-10-05,3482277937
2010-10-06,3462538150
2010-10-07,3771196642
2010-10-08,3846566739
2010-10-11,3926423152
2010-10-12,4040375560
2010-10-13,3998204197
2010-10-14,4007176827
2010-10-15,4060115348
2010-10-18,4091519555
2010-10-19,3880662736
2010-10-20,3854642107
2010-10-21,3785552851
2010-10-22,3804395376
2010-10-25,3838491372
2010-10-26,4023327562
2010-10-27,3855539370
2010-10-28,3832210530
2010-10-29,3845669476
2010-11-01,3794316165
2010-11-02,3821959832
2010-11-03,3834444068
2010-11-04,4078778411
2010-11-05,4193811733
2010-11-08,4212538088
2010-11-09,4141199594
2010-11-10,4178652303
2010-11-11,4175977110
2010-11-12,4094829573
2010-11-15,4042217433
2010-11-16,4073428024
2010-11-17,4196486927
2010-11-18,4162601142
2010-11-19,4217888475
2010-11-22,4253557722
2010-11-23,4319545830
2010-11-24,4297252550
2010-11-26,4321329292
2010-11-29,4348081227
2010-11-30,4480949173
2010-12-01,4497892065
2010-12-02,4995478063
2010-12-03,5007070568
2010-12-06,5015096149
2010-12-07,5002611913
2010-12-08,4962484010
2010-12-09,4946432848
2010-12-10,4991911138
2010-12-13,4876877816
2010-12-14,4917005719
2010-12-15,4878661279
2010-12-16,4964267472
2010-12-17,5092676762
2010-12-20,5081975987
2010-12-21,5184525073
2010-12-22,5080192525
2010-12-23,5113186579
2010-12-27,5096243686
2010-12-28,5149747557
2010-12-29,5176499492
2010-12-30,5181849880
2010-12-31,5139046783
2011-01-03,5174716030
2011-01-04,5013312687
2011-01-05,4935732074
2011-01-06,4773437000
2011-01-07,4777003924
2011-01-10,4836749913
2011-01-11,4715474473
2011-01-12,4698531581
2011-01-13,4675346570
2011-01-14,4596874226
2011-01-18,4572797484
2011-01-19,4536236506
2011-01-20,4552287667
2011-01-21,4519293614
2011-01-24,4511268033
2011-01-25,4394451249
2011-01-26,4422094915
2011-01-27,4434579152
2011-01-28,4312411980
2011-01-31,4474199688
2011-02-01,4502601669
2011-02-02,4360591761
2011-02-03,4419170848
2011-02-04,4564731004
2011-02-07,4602008606
2011-02-08,4657037445
2011-02-09,4619759844
2011-02-10,4706740913
2011-02-11,4871827432
2011-02-14,4837212517
2011-02-15,4740468267
2011-02-16,5099930848
2011-02-17,5207325842
2011-02-18,5241053195
2011-02-22,5021825398
2011-02-23,4882478175
2011-02-24,4988098045
2011-02-25,5042239323
2011-02-28,5091942791
2011-03-01,5141646259
2011-03-02,5190462165
2011-03-03,5247266128
2011-03-04,5185136793
2011-03-07,5061765685
2011-03-08,5090167667
2011-03-09,4942832387
2011-03-10,4779520991
2011-03-11,4888691109
2011-03-14,4901116976
2011-03-15,4860289127
2011-03-16,4763544877
2011-03-17,4729817523
2011-03-18,4700527980
2011-03-21,4821236402
2011-03-22,4870052308
2011-03-23,4886028423
2011-03-24,4991648293
2011-03-25,5038689075
2011-03-28,4920643338
2011-03-29,5033363703
2011-03-30,5155847250
2011-03-31,5209988527
2011-04-01,5263242243
2011-04-04,5251703938
2011-04-05,5819743573
2011-04-06,5999031083
2011-04-07,6083349466
2011-04-08,5987492778
2011-04-11,6164117602
2011-04-12,6029208189
2011-04-13,6087787276
2011-04-14,6038083808
2011-04-15,6213821070
2011-04-18,6057610170
2011-04-19,6046959427
2011-04-20,6183643964
2011-04-21,6178318593
2011-04-25,6149029049
2011-04-26,6254648919
2011-04-27,6369144408
2011-04-28,6347842921
2011-04-29,6283938462
2011-05-02,6305931170
2011-05-03,6267772566
2011-05-04,6273097022
2011-05-05,6502936056
2011-05-06,6526008700
2011-05-09,6565054713
2011-05-10,6702603170
2011-05-11,6731887680
2011-05-12,6673318660
2011-05-13,6589902176
2011-05-16,6451466311
2011-05-17,6493174552
2011-05-18,6716801720
2011-05-19,6706152807
2011-05-20,6586352539
2011-05-23,6624511143
2011-05-24,6635160056
2011-05-25,6619186687
2011-05-26,6723900995
2011-05-27,6775370740
2011-05-31,6723900995
2011-06-01,6590789586
2011-06-02,6565054713
2011-06-03,6428393666
2011-06-06,6251799196
2011-06-07,6202991680
2011-06-08,5881749478
2011-06-09,5913696216
2011-06-10,5776147760
2011-06-13,5822293049
2011-06-14,5974927465
2011-06-15,5801882633
2011-06-16,5668771223
2011-06-17,5810756726
2011-06-20,5891510982
2011-06-21,6028172029
2011-06-22,5845365693
2011-06-23,5936768861
2011-06-24,5734439518
2011-06-27,5789458901
2011-06-28,5943868136
2011-06-29,5979364512
2011-06-30,5938543680
2011-07-01,6098277371
2011-07-05,6336990498
2011-07-06,6431055894
2011-07-07,6598776270
2011-07-08,6484300458
2011-07-11,6333440861
2011-07-12,6361837962
2011-07-13,6493174552
2011-07-14,6509147921
2011-07-15,6569491760
2011-07-18,6607650364
2011-07-19,6841926445
2011-07-20,6767384056
2011-07-21,6763834418
2011-07-22,6845476083
2011-07-25,6798443385
2011-07-26,6835714579
2011-07-27,6531333156
2011-07-28,6504710874
2011-07-29,6488737505
2011-08-01,6657069734
2011-08-02,6169816091
2011-08-03,6206957022
2011-08-04,5960235123
2011-08-05,6216684409
2011-08-08,5398699618
2011-08-09,5831126172
2011-08-10,5804596936
2011-08-11,6055740374
2011-08-12,6198998251
2011-08-15,6341371820
2011-08-16,6280354576
2011-08-17,5736505229
2011-08-18,5182044187
2011-08-19,4983959221
2011-08-22,5001645379
2011-08-23,5249251586
2011-08-24,5254557433
2011-08-25,5056472468
2011-08-26,5235986968
2011-08-29,5610933510
2011-08-30,5705554453
2011-08-31,5625082436
2011-09-01,5540188879
2011-09-02,5343872529
2011-09-06,5322649140
2011-09-07,5725893534
2011-09-08,5568486731
2011-09-09,5570255347
2011-09-12,5603859046
2011-09-13,5772761852
2011-09-14,5847043714
2011-09-15,5987648667
2011-09-16,6023020982
2011-09-19,6070773608
2011-09-20,5998260362
2011-09-21,5803712628
2011-09-22,5472097172
2011-09-23,5495089177
2011-09-26,5797522473
2011-09-27,5909829574
2011-09-28,5900986495
2011-09-29,5675487985
2011-09-30,5443799320
2011-10-03,5274896514
2011-10-04,5327954987
2011-10-05,5596784583
2011-10-06,5732083689
2011-10-07,5707323069
2011-10-10,6011524980
2011-10-11,6085806842
2011-10-12,6258246879
2011-10-13,6103493000
2011-10-14,6272395805
2011-10-17,6079616687
2011-10-18,6222874564
2011-10-19,6073426532
2011-10-20,6162741628
2011-10-21,6160088704
2011-10-24,6455447537
2011-10-25,6497010007
2011-10-26,6385587214
2011-10-27,6734888827
2011-10-28,6792368840
2011-10-31,6497541495
2011-11-01,6483568287
2011-11-02,6463481801
2011-11-03,5175326734
2011-11-04,5083627559
2011-11-07,5092360814
2011-11-08,5083627559
2011-11-09,4915075744
2011-11-10,4843463055
2011-11-11,4960488668
2011-11-14,4999788314
2011-11-15,4864422866
2011-11-16,4200695509
2011-11-17,4323834400
2011-11-18,4130829472
2011-11-21,4058343458
2011-11-22,4004197279
2011-11-23,3919484708
2011-11-25,3899398222
2011-11-28,4098516429
2011-11-29,4099389755
2011-11-30,4184102325
2011-12-01,4181482349
2011-12-02,4279294802
2011-12-05,4387587160
2011-12-06,4294141335
2011-12-07,4325581051
2011-12-08,4275801500
2011-12-09,4407673646
2011-12-12,4312481169
2011-12-13,4206808788
2011-12-14,4040003623
2011-12-15,4032143694
2011-12-16,4067076712
2011-12-19,3942191170
2011-12-20,4209428764
2011-12-21,4239995155
2011-12-22,4321214424
2011-12-23,4238248504
2011-12-27,4295014660
2011-12-28,4191088929
2011-12-29,4256588339
2011-12-30,4265321594
2012-01-03,4269688221
2012-01-04,4127336170
2012-01-05,4007690580
2012-01-06,3922104684
2012-01-09,3984984118
2012-01-10,3926471312
2012-01-11,3952671076
2012-01-12,3907258151
2012-01-13,3929091288
2012-01-17,3987604095
2012-01-18,4139562726
2012-01-19,4111616311
2012-01-20,3887171666
2012-01-23,3862718552
2012-01-24,3988477420
2012-01-25,4090656500
2012-01-26,4006817255
2012-01-27,4124716193
2012-01-30,4087163198
2012-01-31,3951840378
2012-02-01,4028399759
2012-02-02,3475279741
2012-02-03,3484742136
2012-02-06,3815065755
2012-02-07,3846893812
2012-02-08,3847754030
2012-02-09,3912270362
2012-02-10,3877001433
2012-02-13,3842592723
2012-02-14,3835710981
2012-02-15,4154851769
2012-02-16,4171195907
2012-02-17,4170335689
2012-02-21,4127324801
2012-02-22,4105819357
2012-02-23,4144529156
2012-02-24,4141088285
2012-02-27,4130765672
2012-02-28,4111840881
2012-02-29,3938937112
2012-03-01,4071410647
2012-03-02,4153131334
2012-03-05,4215067012
2012-03-06,4109260228
2012-03-07,4165174382
2012-03-08,4256357465
2012-03-09,4369045991
2012-03-12,4367325555
2012-03-13,4439583847
2012-03-14,4604745656
2012-03-15,4547971284
2012-03-16,4513562574
2012-03-19,4484315170
2012-03-20,4549691720
2012-03-21,4499799090
2012-03-22,4470551686
2012-03-23,4406895572
2012-03-26,4404314919
2012-03-27,4397433177
2012-03-28,4261518771
2012-03-29,4277862909
2012-03-30,4267540295
2012-04-02,4440444065
2012-04-03,4400874048
2012-04-04,4362164249
2012-04-05,4294207046
2012-04-09,4209905706
2012-04-10,4049905203
2012-04-11,4081733260
2012-04-12,4143668938
2012-04-13,4056786945
2012-04-16,4024098670
2012-04-17,4165174382
2012-04-18,4128185019
2012-04-19,4149690463
2012-04-20,4219368101
2012-04-23,4111840881
2012-04-24,4109260228
2012-04-25,4209045488
2012-04-26,4343239458
2012-04-27,4376787951
2012-04-30,4211739087
2012-05-01,4450994746
2012-05-02,4473661071
2012-05-03,4406501588
2012-05-04,4241121361
2012-05-07,4113518343
2012-05-08,3919595335
2012-05-09,3933866726
2012-05-10,3990952286
2012-05-11,3913718881
2012-05-14,3854114839
2012-05-15,3811300669
2012-05-16,3315999481
2012-05-17,3068348886
2012-05-18,3012942313
2012-05-21,3067509393
2012-05-22,2982720545
2012-05-23,2966770168
2012-05-24,2962572700
2012-05-25,3041485093
2012-05-29,3011263326
2012-05-30,2845043605
2012-05-31,2815661331
2012-06-01,2698132235
2012-06-04,2667910468
2012-06-05,2720798561
2012-06-06,2740106912
2012-06-07,2697292742
2012-06-08,2699811223
2012-06-11,2608306427
2012-06-12,2632651739
2012-06-13,2594874530
2012-06-14,2563813269
2012-06-15,2647762623
2012-06-18,2615022375
2012-06-19,2696453248
2012-06-20,2707366664
2012-06-21,2599911491
2012-06-22,2578084659
2012-06-25,2500011760
2012-06-26,2536949476
2012-06-27,2567171243
2012-06-28,2644404649
2012-06-29,2866030943
2012-07-02,2855957021
2012-07-03,2907166127
2012-07-05,2910524101
2012-07-06,2813142850
2012-07-09,2757736277
2012-07-10,2751020328
2012-07-11,2864351956
2012-07-12,2815661331
2012-07-13,2978523078
2012-07-16,2884499801
2012-07-17,2971807129
2012-07-18,3017139780
2012-07-19,3066669899
2012-07-20,3081780783
2012-07-23,3018818768
2012-07-24,2934869414
2012-07-25,2975165103
2012-07-26,3003707884
2012-07-27,3085138757
2012-07-30,2970967636
2012-07-31,2807035562
2012-08-01,2825306207
2012-08-02,2413386196
2012-08-03,2439131196
2012-08-06,2481485875
2012-08-07,2490621198
2012-08-08,2567856200
2012-08-09,2674158139
2012-08-10,2658378945
2012-08-13,2696581204
2012-08-14,2684954429
2012-08-15,2925794758
2012-08-16,2940743469
2012-08-17,2983928631
2012-08-20,3010504116
2012-08-21,3052858794
2012-08-22,3035418632
2012-08-23,2952370243
2012-08-24,3005521212
2012-08-27,3022961374
2012-08-28,2980606695
2012-08-29,2984759115
2012-08-30,2980606695
2012-08-31,2988911534
2012-09-04,2902541209
2012-09-05,2874304757
2012-09-06,3000538309
2012-09-07,3029605245
2012-09-10,3036249116
2012-09-11,2987250567
2012-09-12,3204837347
2012-09-13,3200684927
2012-09-14,3268784607
2012-09-17,3196532508
2012-09-18,3143381539
2012-09-19,3221447025
2012-09-20,3212311702
2012-09-21,3062824601
2012-09-24,2950709275
2012-09-25,2870982821
2012-09-26,2881779112
2012-09-27,2856864595
2012-09-28,2817001368
2012-10-01,2777968625
2012-10-02,2696581204
2012-10-03,2709038462
2012-10-04,2702394591
2012-10-05,2712360398
2012-10-08,2776307657
2012-10-09,2737274914
2012-10-10,2776307657
2012-10-11,2784612496
2012-10-12,2737274914
2012-10-15,2699072655
2012-10-16,2700733623
2012-10-17,2699072655
2012-10-18,2694920236
2012-10-19,2658378945
2012-10-22,2609380395
2012-10-23,2602736524
2012-10-24,2558720877
2012-10-25,2562873297
2012-10-26,2539619748
2012-10-31,2454850699
2012-11-01,2667583019
2012-11-02,2631458663
2012-11-05,2735015151
2012-11-06,2731001334
2012-11-07,2636275244
2012-11-08,2528704939
2012-11-09,2530310465
2012-11-12,2515860723
2012-11-13,2503016507
2012-11-14,3365184477
2012-11-15,3351537498
2012-11-16,3280894312
2012-11-19,3516104010
2012-11-20,3518512300
2012-11-21,3508879139
2012-11-23,3564269818
2012-11-26,3581127851
2012-11-27,3581930615
2012-11-28,3681473285
2012-11-29,3684684339
2012-11-30,3683881576
2012-12-03,3664615252
2012-12-04,3648559983
2012-12-05,3630899187
2012-12-06,3638124058
2012-12-07,3724019749
2012-12-10,3797873989
2012-12-11,3793057408
2012-12-12,3713583824
2012-12-13,3764960686
2012-12-14,3755327525
2012-12-17,3786635300
2012-12-18,3932738252
2012-12-19,3839617689
2012-12-20,3897416659
2012-12-21,3802690570
2012-12-24,3781015956
2012-12-26,3647757219
2012-12-27,3705556189
2012-12-28,3673445651
2012-12-31,3850856378
2013-01-02,3817943076
2013-01-03,3781818719
2013-01-04,3805901624
2013-01-07,3804296097
2013-01-08,3826773474
2013-01-09,3803493333
2013-01-10,3891797315
2013-01-11,3859686776
2013-01-14,3919894037
2013-01-15,4029872632
2013-01-16,4014620126
2013-01-17,4043519611
2013-01-18,3993748276
2013-01-22,3979298534
2013-01-23,3957623920
2013-01-24,3968862609
2013-01-25,4061180408
2013-01-28,3978495770
2013-01-29,4070813570
2013-01-30,4058772117
2013-01-31,3982344618
2013-02-01,4067566792
2013-02-04,3997477527
2013-02-05,4054026821
2013-02-06,4055619758
2013-02-07,4065177386
2013-02-08,4031725691
2013-02-11,3978362273
2013-02-12,4054026821
2013-02-13,4029336284
2013-02-14,4085089109
2013-02-15,4058805634
2013-02-19,4147213685
2013-02-20,4049248007
2013-02-21,3906680070
2013-02-22,3732253375
2013-02-25,3597650127
2013-02-26,3620747726
2013-02-27,3695615805
2013-02-28,3713934590
2013-03-01,3685261709
2013-03-04,3688447585
2013-03-05,3760129788
2013-03-06,3740218065
2013-03-07,3803935579
2013-03-08,3843759025
2013-03-11,3888361285
2013-03-12,3860484872
2013-03-13,3964025832
2013-03-14,3958450550
2013-03-15,3879600126
2013-03-18,3861281341
2013-03-19,3736235720
2013-03-20,3788006200
2013-03-21,3658978235
2013-03-22,3660571172
2013-03-25,3694022867
2013-03-26,3639066511
2013-03-27,3651810014
2013-03-28,3679686427
2013-04-01,3658978235
2013-04-02,3620747726
2013-04-03,3759333319
2013-04-04,3812696737
2013-04-05,3877210720
2013-04-08,3940131765
2013-04-09,3821457895
2013-04-10,3917034166
2013-04-11,3945707047
2013-04-12,3874821313
2013-04-15,3709155777
2013-04-16,3812696737
2013-04-17,3717120466
2013-04-18,3664553517
2013-04-19,3725085155
2013-04-22,3684465240
2013-04-23,3683668771
2013-04-24,3725881624
2013-04-25,3834201398
2013-04-26,3855706059
2013-04-29,3915441228
2013-04-30,3899825946
2013-05-01,3859694566
2013-05-02,3855760117
2013-05-03,3895104608
2013-05-06,3853399447
2013-05-07,4097335291
2013-05-08,4129597774
2013-05-09,4199630968
2013-05-10,4236614789
2013-05-13,4208286756
2013-05-14,4222450773
2013-05-15,4224811442
2013-05-16,4195696519
2013-05-17,4268090382
2013-05-20,4281467509
2013-05-21,4265729713
2013-05-22,4257860814
2013-05-23,4278319950
2013-05-24,3936022878
2013-05-28,3866776574
2013-05-29,3940744217
2013-05-30,3957268903
2013-05-31,3940744217
2013-06-03,3912416184
2013-06-04,3933662209
2013-06-05,3880153701
2013-06-06,3902973506
2013-06-07,4068220368
2013-06-10,4023367648
2013-06-11,3955695124
2013-06-12,3864415905
2013-06-13,3902186616
2013-06-14,3836874761
2013-06-17,3862842125
2013-06-18,3851825667
2013-06-19,3765267787
2013-06-20,3697595263
2013-06-21,3615758721
2013-06-24,3419823156
2013-06-25,3444216741
2013-06-26,3487495681
2013-06-27,3561463324
2013-06-28,3560676434
2013-07-01,3634644077
2013-07-02,3771562906
2013-07-03,3741661093
2013-07-05,3874645472
2013-07-08,3929727760
2013-07-09,4013924970
2013-07-10,4049335012
2013-07-11,3972219810
2013-07-12,4009203631
2013-07-15,4044613673
2013-07-16,3952547564
2013-07-17,3924219531
2013-07-18,3921858861
2013-07-19,3873071693
2013-07-22,3917137522
2013-07-23,3884875040
2013-07-24,3874645472
2013-07-25,3881727481
2013-07-26,3855760117
2013-07-29,3848678108
2013-07-30,3917924412
2013-07-31,3877259937
2013-08-01,4000878211
2013-08-02,4027312307
2013-08-05,4016427679
2013-08-06,3853935735
2013-08-07,3771523552
2013-08-08,3788627967
2013-08-09,3827501638
2013-08-12,3900584140
2013-08-13,3933238023
2013-08-14,3904471507
2013-08-15,3797957648
2013-08-16,3762193871
2013-08-19,3728762514
2013-08-20,3770746079
2013-08-21,3638575598
2013-08-22,2995605081
2013-08-23,3007267182
2013-08-26,2937294574
2013-08-27,2797349359
2013-08-28,2811343880
2013-08-29,2795016939
2013-08-30,2745258640
2013-09-03,2715714650
2013-09-04,2730486645
2013-09-05,2788797151
2013-09-06,2833890610
2013-09-09,2864989546
2013-09-10,2909305531
2013-09-11,2888313749
2013-09-12,2892978589
2013-09-13,2893756063
2013-09-16,2903085744
2013-09-17,2987830346
2013-09-18,3002602341
2013-09-19,2971503405
2013-09-20,2960618777
2013-09-23,2896088483
2013-09-24,2923300053
2013-09-25,2880539015
2013-09-26,2838555450
2013-09-27,2796571885
2013-09-30,2749923480
2013-10-01,2791907045
2013-10-02,2780244944
2013-10-03,2753033374
2013-10-04,2728931698
2013-10-07,2639522255
2013-10-08,2580434275
2013-10-09,2632524994
2013-10-10,2654294250
2013-10-11,2658959090
2013-10-14,2655849197
2013-10-15,2663623931
2013-10-16,2678395926
2013-10-17,2662846458
2013-10-18,2707939916
2013-10-21,2642632149
2013-10-22,2682283293
2013-10-23,2753033374
2013-10-24,2839332923
2013-10-25,2784132311
2013-10-28,2848662605
2013-10-29,2862657126
2013-10-30,2927964893
2013-10-31,2914389615
2013-11-01,2869289669
2013-11-04,2971153340
2013-11-05,2978929193
2013-11-06,2576140020
2013-11-07,2566031411
2013-11-08,2672560594
2013-11-11,2664007156
2013-11-12,2660896815
2013-11-13,2739432928
2013-11-14,2733989831
2013-11-15,2690445055
2013-11-18,2709884687
2013-11-19,2735545002
2013-11-20,2720770881
2013-11-21,2719215711
2013-11-22,2655453718
2013-11-25,2649233036
2013-11-26,2629793404
2013-11-27,2672560594
