,LUV
2009-04-13,5446350000
2009-04-14,5387070000
2009-04-15,5661240000
2009-04-16,5261100000
2009-04-17,5335200000
2009-04-20,5194410000
2009-04-21,5579730000
2009-04-22,5535270000
2009-04-23,5505630000
2009-04-24,5624190000
2009-04-27,5098080000
2009-04-28,5149950000
2009-04-29,5335200000
2009-04-30,5172180000
2009-05-01,5231460000
2009-05-04,5468580000
2009-05-05,5520450000
2009-05-06,5572320000
2009-05-07,5350020000
2009-05-08,5453760000
2009-05-11,5305560000
2009-05-12,5283330000
2009-05-13,5112900000
2009-05-14,5149950000
2009-05-15,5105490000
2009-05-18,5275920000
2009-05-19,5246280000
2009-05-20,5135130000
2009-05-21,5009160000
2009-05-22,4964700000
2009-05-26,5120310000
2009-05-27,4890600000
2009-05-28,4942470000
2009-05-29,4994340000
2009-06-01,5098080000
2009-06-02,5216640000
2009-06-03,5164770000
2009-06-04,5083260000
2009-06-05,5105490000
2009-06-08,5053620000
2009-06-09,5046210000
2009-06-10,4927650000
2009-06-11,4920240000
2009-06-12,4898010000
2009-06-15,4801680000
2009-06-16,4764630000
2009-06-17,4905420000
2009-06-18,4920240000
2009-06-19,4920240000
2009-06-22,4712760000
2009-06-23,4631250000
2009-06-24,4675710000
2009-06-25,4905420000
2009-06-26,4860960000
2009-06-29,4942470000
2009-06-30,4993660000
2009-07-01,5045600000
2009-07-02,4823000000
2009-07-06,4897200000
2009-07-07,4808160000
2009-07-08,4904620000
2009-07-09,4823000000
2009-07-10,4889780000
2009-07-13,5045600000
2009-07-14,5060440000
2009-07-15,5245940000
2009-07-16,5245940000
2009-07-17,5208840000
2009-07-20,5416600000
2009-07-21,5097540000
2009-07-22,5134640000
2009-07-23,5290460000
2009-07-24,5527900000
2009-07-27,5505640000
2009-07-28,5572420000
2009-07-29,5691140000
2009-07-30,5735660000
2009-07-31,5824700000
2009-08-03,6203120000
2009-08-04,6470240000
2009-08-05,6700260000
2009-08-06,6789300000
2009-08-07,6759620000
2009-08-10,6581539999
2009-08-11,6611220000
2009-08-12,6685420000
2009-08-13,6856080000
2009-08-14,6737360000
2009-08-17,6455399999
2009-08-18,6544440000
2009-08-19,6277320000
2009-08-20,6299580000
2009-08-21,6440560000
2009-08-24,6284740000
2009-08-25,6440560000
2009-08-26,6381200000
2009-08-27,6269899999
2009-08-28,6314420000
2009-08-31,6069560000
2009-09-01,5950840000
2009-09-02,6032460000
2009-09-03,6240220000
2009-09-04,6381200000
2009-09-08,6418300000
2009-09-09,6537020000
2009-09-10,6863500000
2009-09-11,6930280000
2009-09-14,7078679999
2009-09-15,7197399999
2009-09-16,7330960000
2009-09-17,7197399999
2009-09-18,7182560000
2009-09-21,7249340000
2009-09-22,7049000000
2009-09-23,7182560000
2009-09-24,7041580000
2009-09-25,7160300000
2009-09-28,7256760000
2009-09-29,7167720000
2009-09-30,7113600000
2009-10-01,6661590000
2009-10-02,6817199999
2009-10-05,6728280000
2009-10-06,6787560000
2009-10-07,6817199999
2009-10-08,7202520000
2009-10-09,7121010000
2009-10-12,7069139999
2009-10-13,7098780000
2009-10-14,7439639999
2009-10-15,7017270000
2009-10-16,6854250000
2009-10-19,6809790000
2009-10-20,6861660000
2009-10-21,6557850000
2009-10-22,6631949999
2009-10-23,6550440000
2009-10-26,6520800000
2009-10-27,6409650000
2009-10-28,6291090000
2009-10-29,6276270000
2009-10-30,6224400000
2009-11-02,6142889999
2009-11-03,6135480000
2009-11-04,6076199999
2009-11-05,6194760000
2009-11-06,6409650000
2009-11-09,6713460000
2009-11-10,6631949999
2009-11-11,6987630000
2009-11-12,6706050000
2009-11-13,6787560000
2009-11-16,6913530000
2009-11-17,6787560000
2009-11-18,6720870000
2009-11-19,6602310000
2009-11-20,6669000000
2009-11-23,6772740000
2009-11-24,6624540000
2009-11-25,6743100000
2009-11-27,6661590000
2009-11-30,6817199999
2009-12-01,6928350000
2009-12-02,6972810000
2009-12-03,7046910000
2009-12-04,7580430000
2009-12-07,7484100000
2009-12-08,7484100000
2009-12-09,7580430000
2009-12-10,7573020000
2009-12-11,8076900000
2009-12-14,8084310000
2009-12-15,7965750000
2009-12-16,8299199999
2009-12-17,8365889999
2009-12-18,8328840000
2009-12-21,8380710000
2009-12-22,8484449999
2009-12-23,8603010000
2009-12-24,8558550000
2009-12-28,8484449999
2009-12-29,8469630000
2009-12-30,8432580000
2009-12-31,8492490000
2010-01-04,8306740000
2010-01-05,8745110000
2010-01-06,8485060000
2010-01-07,8611370000
2010-01-08,8418190000
2010-01-11,8514780000
2010-01-12,8418190000
2010-01-13,8566790000
2010-01-14,8514780000
2010-01-15,8381040000
2010-01-19,8395900000
2010-01-20,8418190000
2010-01-21,8678240000
2010-01-22,8678240000
2010-01-25,8410760000
2010-01-26,8626230000
2010-01-27,8462770000
2010-01-28,8507349999
2010-01-29,8418190000
2010-02-01,8596510000
2010-02-02,8581650000
2010-02-03,8522210000
2010-02-04,8195290000
2010-02-05,8388469999
2010-02-08,8358750000
2010-02-09,8655950000
2010-02-10,8574219999
2010-02-11,8826840000
2010-02-12,8945720000
2010-02-16,9250350000
2010-02-17,9131470000
2010-02-18,9242920000
2010-02-19,9235490000
2010-02-22,9287500000
2010-02-23,9213200000
2010-02-24,9242920000
2010-02-25,9235490000
2010-02-26,9346940000
2010-03-01,9443530000
2010-03-02,9384090000
2010-03-03,9324650000
2010-03-04,9361800000
2010-03-05,9421240000
2010-03-08,9324650000
2010-03-09,9421240000
2010-03-10,9525260000
2010-03-11,9540120000
2010-03-12,9659000000
2010-03-15,9659000000
2010-03-16,9792740000
2010-03-17,9681290000
2010-03-18,9703580000
2010-03-19,9517830000
2010-03-22,9606990000
2010-03-23,9681290000
2010-03-24,9659000000
2010-03-25,9711010000
2010-03-26,9696150000
2010-03-29,9792740000
2010-03-30,9725870000
2010-03-31,9848900000
2010-04-01,9841450000
2010-04-05,9804200000
2010-04-06,10020250000
2010-04-07,9908500000
2010-04-08,9983000000
2010-04-09,9908500000
2010-04-12,9945750000
2010-04-13,9938300000
2010-04-14,10057500000
2010-04-15,10087300000
2010-04-16,9968100000
2010-04-19,10243750000
2010-04-20,10236300000
2010-04-21,10117100000
2010-04-22,10012800000
2010-04-23,10400200000
2010-04-26,10109650000
2010-04-27,9819100000
2010-04-28,9856350000
2010-04-29,9997900000
2010-04-30,9819100000
2010-05-03,9983000000
2010-05-04,9692450000
2010-05-05,9707350000
2010-05-06,9372100000
2010-05-07,9230550000
2010-05-10,9655200000
2010-05-11,9580700000
2010-05-12,9789300000
2010-05-13,9603050000
2010-05-14,9521100000
2010-05-17,9603050000
2010-05-18,9416800000
2010-05-19,9148600000
2010-05-20,8694150000
2010-05-21,8872950000
2010-05-24,8828250000
2010-05-25,9059200000
2010-05-26,9163500000
2010-05-27,9416800000
2010-05-28,9267800000
2010-06-01,9089000000
2010-06-02,9401900000
2010-06-03,9394450000
2010-06-04,8954900000
2010-06-07,8686700000
2010-06-08,8858050000
2010-06-09,8820800000
2010-06-10,8977250000
2010-06-11,8992150000
2010-06-14,8969800000
2010-06-15,9200750000
2010-06-16,9007050000
2010-06-17,9215650000
2010-06-18,9133700000
2010-06-21,9089000000
2010-06-22,8843150000
2010-06-23,8820800000
2010-06-24,8701600000
2010-06-25,8671800000
2010-06-28,8649450000
2010-06-29,8276950000
2010-06-30,8288060000
2010-07-01,8198540000
2010-07-02,8019500000
2010-07-06,7929980000
2010-07-07,8422339999
2010-07-08,8526780000
2010-07-09,8646140000
2010-07-12,8847560000
2010-07-13,9026600000
2010-07-14,8996760000
2010-07-15,8974380000
2010-07-16,8772960000
2010-07-19,8579000000
2010-07-20,8556620000
2010-07-21,8482019999
2010-07-22,8720740000
2010-07-23,8817720000
2010-07-26,9004220000
2010-07-27,8952000000
2010-07-28,8959460000
2010-07-29,8959460000
2010-07-30,8989300000
2010-08-02,9183260000
2010-08-03,9004220000
2010-08-04,9063900000
2010-08-05,8996760000
2010-08-06,8914700000
2010-08-09,9056440000
2010-08-10,8877400000
2010-08-11,8526780000
2010-08-12,8526780000
2010-08-13,8504400000
2010-08-16,8459640000
2010-08-17,8579000000
2010-08-18,8608840000
2010-08-19,8355199999
2010-08-20,8407420000
2010-08-23,8243300000
2010-08-24,8213460000
2010-08-25,8161240000
2010-08-26,8071720000
2010-08-27,8302980000
2010-08-30,8198540000
2010-08-31,8243300000
2010-09-01,8579000000
2010-09-02,8601380000
2010-09-03,8631220000
2010-09-07,8534240000
2010-09-08,8586460000
2010-09-09,8564080000
2010-09-10,8593920000
2010-09-13,8564080000
2010-09-14,8579000000
2010-09-15,8802800000
2010-09-16,8914700000
2010-09-17,8825180000
2010-09-20,9078820000
2010-09-21,9071360000
2010-09-22,9011680000
2010-09-23,8855020000
2010-09-24,9160880000
2010-09-27,9959100000
2010-09-28,9877040000
2010-09-29,9839740000
2010-09-30,9776360000
2010-10-01,9679120000
2010-10-04,9589360000
2010-10-05,9738960000
2010-10-06,9679120000
2010-10-07,9634240000
2010-10-08,9753920000
2010-10-11,9619280000
2010-10-12,9716520000
2010-10-13,9701560000
2010-10-14,9619280000
2010-10-15,9686600000
2010-10-18,9738960000
2010-10-19,9492120000
2010-10-20,9843680000
2010-10-21,10187760000
2010-10-22,10075560000
2010-10-25,10127920000
2010-10-26,10150360000
2010-10-27,10292480000
2010-10-28,10292480000
2010-10-29,10292480000
2010-11-01,10374760000
2010-11-02,10531840000
2010-11-03,10554280000
2010-11-04,10651520000
2010-11-05,10614120000
2010-11-08,10666480000
2010-11-09,10419640000
2010-11-10,10240120000
2010-11-11,10240120000
2010-11-12,10142880000
2010-11-15,10105480000
2010-11-16,9948400000
2010-11-17,9955880000
2010-11-18,10142880000
2010-11-19,10150360000
2010-11-22,10202720000
2010-11-23,10038160000
2010-11-24,10285000000
2010-11-26,10120440000
2010-11-29,10135400000
2010-11-30,9963360000
2010-12-01,10038160000
2010-12-02,9933440000
2010-12-03,9873600000
2010-12-06,9731480000
2010-12-07,9686600000
2010-12-08,9589360000
2010-12-09,9611800000
2010-12-10,9649200000
2010-12-13,9604320000
2010-12-14,9634240000
2010-12-15,9424800000
2010-12-16,9454720000
2010-12-17,9671640000
2010-12-20,9679120000
2010-12-21,9798800000
2010-12-22,9791320000
2010-12-23,9679120000
2010-12-27,9716520000
2010-12-28,9783840000
2010-12-29,9768880000
2010-12-30,9701560000
2010-12-31,9709040000
2011-01-03,9903520000
2011-01-04,9963360000
2011-01-05,9955880000
2011-01-06,9843680000
2011-01-07,9940920000
2011-01-10,9948400000
2011-01-11,9776360000
2011-01-12,9843680000
2011-01-13,9791320000
2011-01-14,9903520000
2011-01-18,9783840000
2011-01-19,9596840000
2011-01-20,9566920000
2011-01-21,9402360000
2011-01-24,9544480000
2011-01-25,9350000000
2011-01-26,9320080000
2011-01-27,9342520000
2011-01-28,8923640000
2011-01-31,8863800000
2011-02-01,8863800000
2011-02-02,8654360000
2011-02-03,8736640000
2011-02-04,8766560000
2011-02-07,8990960000
2011-02-08,9110640000
2011-02-09,9177960000
2011-02-10,9207880000
2011-02-11,9267720000
2011-02-14,9118120000
2011-02-15,9252760000
2011-02-16,9260240000
2011-02-17,9350000000
2011-02-18,9402360000
2011-02-22,8886240000
2011-02-23,8744120000
2011-02-24,8796480000
2011-02-25,8818920000
2011-02-28,8848840000
2011-03-01,8759080000
2011-03-02,8654360000
2011-03-03,8811440000
2011-03-04,8826400000
2011-03-07,8803960000
2011-03-08,9469680000
2011-03-09,9207880000
2011-03-10,9350000000
2011-03-11,9514560000
2011-03-14,9275200000
2011-03-15,9260240000
2011-03-16,8990960000
2011-03-17,8863800000
2011-03-18,9125600000
2011-03-21,9185440000
2011-03-22,9215360000
2011-03-23,9290160000
2011-03-24,9379920000
2011-03-25,9484640000
2011-03-28,9409840000
2011-03-29,9357480000
2011-03-30,9581880000
2011-03-31,9851400000
2011-04-01,9882600000
2011-04-04,9718800000
2011-04-05,9516000000
2011-04-06,9477000000
2011-04-07,9204000000
2011-04-08,9110400000
2011-04-11,9188400000
2011-04-12,9235200000
2011-04-13,9165000000
2011-04-14,9048000000
2011-04-15,9071400000
2011-04-18,9009000000
2011-04-19,9024600000
2011-04-20,9071400000
2011-04-21,8821800000
2011-04-25,8977800000
2011-04-26,9110400000
2011-04-27,9180600000
2011-04-28,9211800000
2011-04-29,9165000000
2011-05-02,9055800000
2011-05-03,9001200000
2011-05-04,9079200000
2011-05-05,9289800000
2011-05-06,9445800000
2011-05-09,9360000000
2011-05-10,9438000000
2011-05-11,9469200000
2011-05-12,9469200000
2011-05-13,9414600000
2011-05-16,9469200000
2011-05-17,9531600000
2011-05-18,9570600000
2011-05-19,9672000000
2011-05-20,9570600000
2011-05-23,9469200000
2011-05-24,9336600000
2011-05-25,9235200000
2011-05-26,9196200000
2011-05-27,9227400000
2011-05-31,9227400000
2011-06-01,9040200000
2011-06-02,9024600000
2011-06-03,9016800000
2011-06-06,8759400000
2011-06-07,8845200000
2011-06-08,8642400000
2011-06-09,8619000000
2011-06-10,8525400000
2011-06-13,8525400000
2011-06-14,8650200000
2011-06-15,8400600000
2011-06-16,8400600000
2011-06-17,8533200000
2011-06-20,8611200000
2011-06-21,8704800000
2011-06-22,8595600000
2011-06-23,8899800000
2011-06-24,8860800000
2011-06-27,8884200000
2011-06-28,8915400000
2011-06-29,8884200000
2011-06-30,9044640000
2011-07-01,9218880000
2011-07-05,9020880000
2011-07-06,9068400000
2011-07-07,9195120000
2011-07-08,9012960000
2011-07-11,8743680000
2011-07-12,8640720000
2011-07-13,8616960000
2011-07-14,8514000000
2011-07-15,8490240000
2011-07-18,8284320000
2011-07-19,8379360000
2011-07-20,8308080000
2011-07-21,8292240000
2011-07-22,8252640000
2011-07-25,8110080000
2011-07-26,8015039999
2011-07-27,7872480000
2011-07-28,7753679999
2011-07-29,7888320000
2011-08-01,7698240000
2011-08-02,7436880000
2011-08-03,7642800000
2011-08-04,7001280000
2011-08-05,6708240000
2011-08-08,6399360000
2011-08-09,6684480000
2011-08-10,6470640000
2011-08-11,6565679999
2011-08-12,6581520000
2011-08-15,6732000000
2011-08-16,6755759999
2011-08-17,6708240000
2011-08-18,6367679999
2011-08-19,6248880000
2011-08-22,6217200000
2011-08-23,6343920000
2011-08-24,6502320000
2011-08-25,6431039999
2011-08-26,6494399999
2011-08-29,6874560000
2011-08-30,6763679999
2011-08-31,6827039999
2011-09-01,6676560000
2011-09-02,6534000000
2011-09-06,6383520000
2011-09-07,6613200000
2011-09-08,6438960000
2011-09-09,6383520000
2011-09-12,6304320000
2011-09-13,6581520000
2011-09-14,6732000000
2011-09-15,6811200000
2011-09-16,7104240000
2011-09-19,6866640000
2011-09-20,6724080000
2011-09-21,6573600000
2011-09-22,6359759999
2011-09-23,6636960000
2011-09-26,6898320000
2011-09-27,6755759999
2011-09-28,6755759999
2011-09-29,6834960000
2011-09-30,6198839999
2011-10-03,5666850000
2011-10-04,5782500000
2011-10-05,5836470000
2011-10-06,6060060000
2011-10-07,5928990000
2011-10-10,6144870000
2011-10-11,6283650000
2011-10-12,6422430000
2011-10-13,6638310000
2011-10-14,6638310000
2011-10-17,6638310000
2011-10-18,6800220000
2011-10-19,6715410000
2011-10-20,7016100000
2011-10-21,6838769999
2011-10-24,6985260000
2011-10-25,6723120000
2011-10-26,6653730000
2011-10-27,6823350000
2011-10-28,6769379999
2011-10-31,6592050000
2011-11-01,6522660000
2011-11-02,6538080000
2011-11-03,6622890000
2011-11-04,6576629999
2011-11-07,6491820000
2011-11-08,6530370000
2011-11-09,6299070000
2011-11-10,6252810000
2011-11-11,6329910000
2011-11-14,6314490000
2011-11-15,6322199999
2011-11-16,6206550000
2011-11-17,5998380000
2011-11-18,6021510000
2011-11-21,5959830000
2011-11-22,5898150000
2011-11-23,5705400000
2011-11-25,5782500000
2011-11-28,6067770000
2011-11-29,6114030000
2011-11-30,6460980000
2011-12-01,6422430000
2011-12-02,6383879999
2011-12-05,6530370000
2011-12-06,6584339999
2011-12-07,6615180000
2011-12-08,6376170000
2011-12-09,6507240000
2011-12-12,6499530000
2011-12-13,6291360000
2011-12-14,6299070000
2011-12-15,6491820000
2011-12-16,6715410000
2011-12-19,6399300000
2011-12-20,6538080000
2011-12-21,6453269999
2011-12-22,6476400000
2011-12-23,6615180000
2011-12-27,6561210000
2011-12-28,6476400000
2011-12-29,6630600000
2011-12-30,6599760000
2012-01-03,6484110000
2012-01-04,6630600000
2012-01-05,6646019999
2012-01-06,6568920000
2012-01-09,6622890000
2012-01-10,6715410000
2012-01-11,6846480000
2012-01-12,6915870000
2012-01-13,6815640000
2012-01-17,6892740000
2012-01-18,6954420000
2012-01-19,7170300000
2012-01-20,7247400000
2012-01-23,7154879999
2012-01-24,7062360000
2012-01-25,7332210000
2012-01-26,7231980000
2012-01-27,7417019999
2012-01-30,7231980000
2012-01-31,7386180000
2012-02-01,7509540000
2012-02-02,7517250000
2012-02-03,7740839999
2012-02-06,7517250000
2012-02-07,7432440000
2012-02-08,7424730000
2012-02-09,7540379999
2012-02-10,7417019999
2012-02-13,7494120000
2012-02-14,7393890000
2012-02-15,7347629999
2012-02-16,7393890000
2012-02-17,7270530000
2012-02-21,7016100000
2012-02-22,6954420000
2012-02-23,6838769999
2012-02-24,6692280000
2012-02-27,6800220000
2012-02-28,6900449999
2012-02-29,6923580000
2012-03-01,6846480000
2012-03-02,6908160000
2012-03-05,6738540000
2012-03-06,6630600000
2012-03-07,6545790000
2012-03-08,6553500000
2012-03-09,6538080000
2012-03-12,6383879999
2012-03-13,6484110000
2012-03-14,6306780000
2012-03-15,6514949999
2012-03-16,6407010000
2012-03-19,6484110000
2012-03-20,6468690000
2012-03-21,6414720000
2012-03-22,6314490000
2012-03-23,6345330000
2012-03-26,6437850000
2012-03-27,6345330000
2012-03-28,6445560000
2012-03-29,6476400000
2012-03-30,6353040000
2012-04-02,6252820000
2012-04-03,6207399999
2012-04-04,6343660000
2012-04-05,6290670000
2012-04-09,6222540000
2012-04-10,5987870000
2012-04-11,6018150000
2012-04-12,6161980000
2012-04-13,6010580000
2012-04-16,6048430000
2012-04-17,6116560000
2012-04-18,5972730000
2012-04-19,6230110000
2012-04-20,5987870000
2012-04-23,5965160000
2012-04-24,6071140000
2012-04-25,6040860000
2012-04-26,6124130000
2012-04-27,6245250000
2012-04-30,6267959999
2012-05-01,6267959999
2012-05-02,6184690000
2012-05-03,6222540000
2012-05-04,6131700000
2012-05-07,6252820000
2012-05-08,6260390000
2012-05-09,6207399999
2012-05-10,6131700000
2012-05-11,6093850000
2012-05-14,6116560000
2012-05-15,6108990000
2012-05-16,6214970000
2012-05-17,6320950000
2012-05-18,6169550000
2012-05-21,6313380000
2012-05-22,6260390000
2012-05-23,6328520000
2012-05-24,6616180000
2012-05-25,6631320000
2012-05-29,6767580000
2012-05-30,6714589999
2012-05-31,6835709999
2012-06-01,6775149999
2012-06-04,6510200000
2012-06-05,6555620000
2012-06-06,6661600000
2012-06-07,6707020000
2012-06-08,6858420000
2012-06-11,6797860000
2012-06-12,6805430000
2012-06-13,6956830000
2012-06-14,6964399999
2012-06-15,6760010000
2012-06-18,6835709999
2012-06-19,6987110000
2012-06-20,7047670000
2012-06-21,6971970000
2012-06-22,6971970000
2012-06-25,6631320000
2012-06-26,6714589999
2012-06-27,6918980000
2012-06-28,6971970000
2012-06-29,6979540000
2012-07-02,6880090000
2012-07-03,6857920000
2012-07-05,6761850000
2012-07-06,6850530000
2012-07-09,6828360000
2012-07-10,7116570000
2012-07-11,7064840000
2012-07-12,6880090000
2012-07-13,6976160000
2012-07-16,6961380000
2012-07-17,6939210000
2012-07-18,6961380000
2012-07-19,6761850000
2012-07-20,6547540000
2012-07-23,6436690000
2012-07-24,6399740000
2012-07-25,6259330000
2012-07-26,6414520000
2012-07-27,6577100000
2012-07-30,6761850000
2012-07-31,6791410000
2012-08-01,6784020000
2012-08-02,6606660000
2012-08-03,6747070000
2012-08-06,6843140000
2012-08-07,6717510000
2012-08-08,6724900000
2012-08-09,6680559999
2012-08-10,6702730000
2012-08-13,6739679999
2012-08-14,6658390000
2012-08-15,6665780000
2012-08-16,6702730000
2012-08-17,6747070000
2012-08-20,6976160000
2012-08-21,6990940000
2012-08-22,6887480000
2012-08-23,6872700000
2012-08-24,6806190000
2012-08-27,6702730000
2012-08-28,6636220000
2012-08-29,6569710000
2012-08-30,6621440000
2012-08-31,6606660000
2012-09-04,6540150000
2012-09-05,6717510000
2012-09-06,6806190000
2012-09-07,6791410000
2012-09-10,6761850000
2012-09-11,6614049999
2012-09-12,6784020000
2012-09-13,6732290000
2012-09-14,6702730000
2012-09-17,6687950000
2012-09-18,6591880000
2012-09-19,6695340000
2012-09-20,6606660000
2012-09-21,6532760000
2012-09-24,6569710000
2012-09-25,6532760000
2012-09-26,6591880000
2012-09-27,6562320000
2012-09-28,6481030000
2012-10-01,6512100000
2012-10-02,6600300000
2012-10-03,6717900000
2012-10-04,6688500000
2012-10-05,6592950000
2012-10-08,6512100000
2012-10-09,6431250000
2012-10-10,6445950000
2012-10-11,6401850000
2012-10-12,6497400000
2012-10-15,6534150000
2012-10-16,6526800000
2012-10-17,6578249999
2012-10-18,6600300000
2012-10-19,6526800000
2012-10-22,6490050000
2012-10-23,6460649999
2012-10-24,6431250000
2012-10-25,6490050000
2012-10-26,6423900000
2012-10-31,6482700000
2012-11-01,6651750000
2012-11-02,6637050000
2012-11-05,6644399999
2012-11-06,6725250000
2012-11-07,6622350000
2012-11-08,6747300000
2012-11-09,6659100000
2012-11-12,6666450000
2012-11-13,6637050000
2012-11-14,6438600000
2012-11-15,6497400000
2012-11-16,6563550000
2012-11-19,6688500000
2012-11-20,6695850000
2012-11-21,6784050000
2012-11-23,6886949999
2012-11-26,6909000000
2012-11-27,6828149999
2012-11-28,6931050000
2012-11-29,6982500000
2012-11-30,7004550000
2012-12-03,6938400000
2012-12-04,7078050000
2012-12-05,7195649999
2012-12-06,7261800000
2012-12-07,7210350000
2012-12-10,7232400000
2012-12-11,7438199999
2012-12-12,7364700000
2012-12-13,7452900000
2012-12-14,7489650000
2012-12-17,7614600000
2012-12-18,7717500000
2012-12-19,7761600000
2012-12-20,7746899999
2012-12-21,7688100000
2012-12-24,7666050000
2012-12-26,7577850000
2012-12-27,7541100000
2012-12-28,7467600000
2012-12-31,7424000000
2013-01-02,7590750000
2013-01-03,7772000000
2013-01-04,7888000000
2013-01-07,7909750000
2013-01-08,7996750000
2013-01-09,7975000000
2013-01-10,8025750000
2013-01-11,8011250000
2013-01-14,7989500000
2013-01-15,8033000000
2013-01-16,8178000000
2013-01-17,8265000000
2013-01-18,8163500000
2013-01-22,8323000000
2013-01-23,8236000000
2013-01-24,8301249999
2013-01-25,8294000000
2013-01-28,8286750000
2013-01-29,8214250000
2013-01-30,8149000000
2013-01-31,8127250000
2013-02-01,8141750000
2013-02-04,8105500000
2013-02-05,8170750000
2013-02-06,8315750000
2013-02-07,8417250000
2013-02-08,8439000000
2013-02-11,8446250000
2013-02-12,8373750000
2013-02-13,8417250000
2013-02-14,8315750000
2013-02-15,8410000000
2013-02-19,8482499999
2013-02-20,8286750000
2013-02-21,8301249999
2013-02-22,8410000000
2013-02-25,8207000000
2013-02-26,8265000000
2013-02-27,8569500000
2013-02-28,8482499999
2013-03-01,8569500000
2013-03-04,8729000000
2013-03-05,8779750000
2013-03-06,8736250000
2013-03-07,8765250000
2013-03-08,8888500000
2013-03-11,8939250000
2013-03-12,8946500000
2013-03-13,9026250000
2013-03-14,9098750000
2013-03-15,8975500000
2013-03-18,9106000000
2013-03-19,9164000000
2013-03-20,9272750000
2013-03-21,9251000000
2013-03-22,9330750000
2013-03-25,9323500000
2013-03-26,9388750000
2013-03-27,9562750000
2013-03-28,9773000000
2013-04-01,9446220000
2013-04-02,9053520000
2013-04-03,8953560000
2013-04-04,9139200000
2013-04-05,9146340000
2013-04-08,9232020000
2013-04-09,9210600000
2013-04-10,9310560000
2013-04-11,9346260000
2013-04-12,9389100000
2013-04-15,9046380000
2013-04-16,9410520000
2013-04-17,9389100000
2013-04-18,9267720000
2013-04-19,9524760000
2013-04-22,9403380000
2013-04-23,9524760000
2013-04-24,9581880000
2013-04-25,9581880000
2013-04-26,9560460000
2013-04-29,9667560000
2013-04-30,9781800000
2013-05-01,9624720000
2013-05-02,9824640000
2013-05-03,10045980000
2013-05-06,10174500000
2013-05-07,10160220000
2013-05-08,10231620000
2013-05-09,10060260000
2013-05-10,10110240000
2013-05-13,9960300000
2013-05-14,9981720000
2013-05-15,10238760000
2013-05-16,10095960000
2013-05-17,10267320000
2013-05-20,10174500000
2013-05-21,10217340000
2013-05-22,10017420000
2013-05-23,10260180000
2013-05-24,10195920000
2013-05-28,10188780000
2013-05-29,10088820000
2013-05-30,10188780000
2013-05-31,10117380000
2013-06-03,9996000000
2013-06-04,9938880000
2013-06-05,9731820000
2013-06-06,9639000000
2013-06-07,9910320000
2013-06-10,9981720000
2013-06-11,9960300000
2013-06-12,9903180000
2013-06-13,9981720000
2013-06-14,9903180000
2013-06-17,9838920000
2013-06-18,9896040000
2013-06-19,9774660000
2013-06-20,9660420000
2013-06-21,9624720000
2013-06-24,9503340000
2013-06-25,9531900000
2013-06-26,9260580000
2013-06-27,9310560000
2013-06-28,9203460000
2013-07-01,9216330000
2013-07-02,8935130000
2013-07-03,8935130000
2013-07-05,8991370000
2013-07-08,9075730000
2013-07-09,9209300000
2013-07-10,9237420000
2013-07-11,9342870000
2013-07-12,9462380000
2013-07-15,9476440000
2013-07-16,9420200000
2013-07-17,9595950000
2013-07-18,9687340000
2013-07-19,9708430000
2013-07-22,9750610000
2013-07-23,9764670000
2013-07-24,9673280000
2013-07-25,9708430000
2013-07-26,9694370000
2013-07-29,9631100000
2013-07-30,9715460000
2013-07-31,9722490000
2013-08-01,9982600000
2013-08-02,9975570000
2013-08-05,9905270000
2013-08-06,9729520000
2013-08-07,9680310000
2013-08-08,9743580000
2013-08-09,9659220000
2013-08-12,9645160000
2013-08-13,9469410000
2013-08-14,9490500000
2013-08-15,9363960000
2013-08-16,9378020000
2013-08-19,9216330000
2013-08-20,9244450000
2013-08-21,9174150000
2013-08-22,9272570000
2013-08-23,9328810000
2013-08-26,9328810000
2013-08-27,8998400000
2013-08-28,8977310000
2013-08-29,8991370000
2013-08-30,9005430000
2013-09-03,9012460000
2013-09-04,9146030000
2013-09-05,9202270000
2013-09-06,9209300000
2013-09-09,9328810000
2013-09-10,9771700000
2013-09-11,9736550000
2013-09-12,9666250000
2013-09-13,9771700000
2013-09-16,9912300000
2013-09-17,9996660000
2013-09-18,10017750000
2013-09-19,10221620000
2013-09-20,10130230000
2013-09-23,10144290000
2013-09-24,10334100000
2013-09-25,10256770000
2013-09-26,10334100000
2013-09-27,10291920000
2013-09-30,10177440000
2013-10-01,10296270000
2013-10-02,10254330000
2013-10-03,10289280000
2013-10-04,10408110000
2013-10-07,10394130000
2013-10-08,10359180000
2013-10-09,10450050000
2013-10-10,10568880000
2013-10-11,10645770000
2013-10-14,10701690000
2013-10-15,10624800000
2013-10-16,10904400000
2013-10-17,11190990000
2013-10-18,11232930000
2013-10-21,11246910000
2013-10-22,11435640000
2013-10-23,11470590000
2013-10-24,11896980000
2013-10-25,12001830000
2013-10-28,11952900000
2013-10-29,11994840000
2013-10-30,11973870000
2013-10-31,12036780000
2013-11-01,12211530000
2013-11-04,12491130000
2013-11-05,12491130000
2013-11-06,12442200000
2013-11-07,12281430000
2013-11-08,12365310000
2013-11-11,12449190000
2013-11-12,12602970000
2013-11-13,12582000000
2013-11-14,12707820000
2013-11-15,12693840000
2013-11-18,12679860000
2013-11-19,12700830000
2013-11-20,12588990000
2013-11-21,12896550000
2013-11-22,12973440000
2013-11-25,12966450000
