,CZR
2019-09-27,898950000
2019-09-30,877381850
2019-10-01,882649151
2019-10-02,880391736
2019-10-03,877381850
2019-10-04,877005614
2019-10-07,884154094
2019-10-08,874371964
2019-10-09,876253143
2019-10-10,884154094
2019-10-11,898827290
2019-10-14,899579761
2019-10-15,903718355
2019-10-16,904470827
2019-10-17,903718355
2019-10-18,906352006
2019-10-21,908233184
2019-10-22,910490599
2019-10-23,913500485
2019-10-24,916510372
2019-10-25,919520258
2019-10-28,921777673
2019-10-29,921025201
2019-10-30,916510372
2019-10-31,924035087
2019-11-01,929302388
2019-11-04,931559803
2019-11-05,927044974
2019-11-06,934569689
2019-11-07,959401251
2019-11-08,956767601
2019-11-11,966173495
2019-11-12,963916081
2019-11-13,960153723
2019-11-14,967302203
2019-11-15,975203154
2019-11-18,981599163
2019-11-19,982727870
2019-11-20,982727870
2019-11-21,977460569
2019-11-22,978213041
2019-11-25,984985285
2019-11-26,984232813
2019-11-27,982727870
2019-11-29,981222927
2019-12-02,972945740
2019-12-03,974450683
2019-12-04,972945740
2019-12-05,969183382
2019-12-06,981222927
2019-12-09,975955626
2019-12-10,979717984
2019-12-11,979717984
2019-12-12,992510000
2019-12-13,991757529
2019-12-16,997024830
2019-12-17,1005302017
2019-12-18,1007559432
2019-12-19,1013579204
2019-12-20,1012826733
2019-12-23,1021856392
2019-12-24,1023361335
2019-12-26,1023361335
2019-12-27,1024490042
2019-12-30,1018846505
2019-12-31,1060800000
2020-01-02,1060800000
2020-01-03,1050270000
2020-01-06,1056119999
2020-01-07,1057680000
2020-01-08,1063920000
2020-01-09,1063920000
2020-01-10,1056119999
2020-01-13,1061580000
2020-01-14,1058460000
2020-01-15,1057680000
2020-01-16,1073280000
2020-01-17,1076400000
2020-01-21,1062359999
2020-01-22,1070940000
2020-01-23,1071720000
2020-01-24,1060800000
2020-01-27,1053000000
2020-01-28,1060800000
2020-01-29,1073280000
2020-01-30,1075620000
2020-01-31,1066260000
2020-02-03,1077960000
2020-02-04,1088880000
2020-02-05,1095900000
2020-02-06,1094340000
2020-02-07,1085760000
2020-02-10,1101360000
2020-02-11,1112280000
2020-02-12,1120080000
2020-02-13,1127880000
2020-02-14,1138020000
2020-02-18,1135680000
2020-02-19,1139580000
2020-02-20,1140750000
2020-02-21,1130610000
2020-02-24,1093560000
2020-02-25,1038180000
2020-02-26,1010100000
2020-02-27,994500000
2020-02-28,991380000
2020-03-02,967200000
2020-03-03,933660000
2020-03-04,931710000
2020-03-05,877500000
2020-03-06,865020000
2020-03-09,783119999
2020-03-10,833040000
2020-03-11,764400000
2020-03-12,615420000
2020-03-13,662220000
2020-03-16,474240000
2020-03-17,397800000
2020-03-18,274560000
2020-03-19,391559999
2020-03-20,425100000
2020-03-23,470340000
2020-03-24,482040000
2020-03-25,556140000
2020-03-26,549120000
2020-03-27,534300000
2020-03-30,500760000
2020-03-31,540800000
2020-04-01,530400000
2020-04-02,516800000
2020-04-03,502400000
2020-04-06,560800000
2020-04-07,587600000
2020-04-08,595200000
2020-04-09,634400000
2020-04-13,630400000
2020-04-14,644000000
2020-04-15,605600000
2020-04-16,616000000
2020-04-17,650400000
2020-04-20,642400000
2020-04-21,632000000
2020-04-22,644000000
2020-04-23,645200000
2020-04-24,709599999
2020-04-27,739200000
2020-04-28,758800000
2020-04-29,784400000
2020-04-30,772800000
2020-05-01,747200000
2020-05-04,759200000
2020-05-05,752000000
2020-05-06,747200000
2020-05-07,758400000
2020-05-08,776000000
2020-05-11,773600000
2020-05-12,796800000
2020-05-13,768400000
2020-05-14,788800000
2020-05-15,802400000
2020-05-18,838000000
2020-05-19,840800000
2020-05-20,874000000
2020-05-21,880800000
2020-05-22,888800000
2020-05-26,911200000
2020-05-27,927200000
2020-05-28,909599999
2020-05-29,911200000
2020-06-01,918400000
2020-06-02,908800000
2020-06-03,940800000
2020-06-04,974400000
2020-06-05,976000000
2020-06-08,991200000
2020-06-09,971200000
2020-06-10,951200000
2020-06-11,897600000
2020-06-12,925600000
2020-06-15,936800000
2020-06-16,964800000
2020-06-17,985600000
2020-06-18,969599999
2020-06-19,982400000
2020-06-22,967200000
2020-06-23,996000000
2020-06-24,964000000
2020-06-25,956000000
2020-06-26,940000000
2020-06-29,965600000
2020-06-30,1843760000
2020-07-01,1848320000
2020-07-02,1869600000
2020-07-06,1837680000
2020-07-07,1811840000
2020-07-08,1842240000
2020-07-09,1865040000
2020-07-10,1858960000
2020-07-13,1845280000
2020-07-14,1855160000
2020-07-15,1895440000
2020-07-16,1871120000
2020-07-17,1887840000
2020-07-20,1880240000
2020-07-21,5836800000
2020-07-22,5812480000
2020-07-23,5560160000
2020-07-24,5130000000
2020-07-27,4520480000
2020-07-28,4601040000
2020-07-29,5095040000
2020-07-30,5072240000
2020-07-31,4719600000
2020-08-03,4897440000
2020-08-04,5157360000
2020-08-05,5402080000
2020-08-06,5738000000
2020-08-07,5634640000
2020-08-10,5817040000
2020-08-11,5757760000
2020-08-12,5648319999
2020-08-13,5997920000
2020-08-14,6280640000
2020-08-17,6317120000
2020-08-18,6493440000
2020-08-19,6694840000
2020-08-20,6992000000
2020-08-21,6794400000
2020-08-24,6797440000
2020-08-25,6666720000
2020-08-26,6990480000
2020-08-27,7183520000
2020-08-28,7455600000
2020-08-31,6961600000
2020-09-01,7122720000
2020-09-02,7397840000
2020-09-03,7238240000
2020-09-04,7571120000
2020-09-08,7590880000
2020-09-09,7642560000
2020-09-10,7712480000
2020-09-11,7616720000
2020-09-14,8419280000
2020-09-15,8964960000
2020-09-16,8502880000
2020-09-17,8420800000
2020-09-18,8542400000
2020-09-21,8273360000
2020-09-22,8835760000
2020-09-23,8338720000
2020-09-24,8036240000
2020-09-25,8674640000
2020-09-28,8847920000
2020-09-29,8282480000
2020-09-30,1457560000
2020-10-01,1484600000
2020-10-02,1477580000
2020-10-05,1483820000
2020-10-06,1430000000
2020-10-07,1449240000
2020-10-08,1423240000
2020-10-09,1361100000
2020-10-12,1402700000
2020-10-13,1441700000
2020-10-14,1438580000
2020-10-15,1445600000
2020-10-16,1429220000
2020-10-19,1388920000
2020-10-20,1416220000
2020-10-21,1363700000
2020-10-22,1407380000
2020-10-23,1421940000
2020-10-26,1345760000
2020-10-27,1260220000
2020-10-28,1176760000
2020-10-29,1198600000
2020-10-30,1165320000
2020-11-02,1213160000
2020-11-03,1302860000
2020-11-04,1357200000
2020-11-05,1459380000
2020-11-06,1479140000
2020-11-09,1640080000
2020-11-10,1567280000
2020-11-11,1533220000
2020-11-12,1502280000
2020-11-13,1595880000
2020-11-16,1642940000
2020-11-17,1656980000
2020-11-18,1658800000
2020-11-19,1708980000
2020-11-20,1664260000
2020-11-23,1739400000
2020-11-24,1822599999
2020-11-25,1803620000
2020-11-27,1822599999
2020-11-30,1771120000
2020-12-01,1763840000
2020-12-02,1781000000
2020-12-03,1849380000
2020-12-04,1919840000
2020-12-07,1946360000
2020-12-08,1957020000
2020-12-09,1866280000
2020-12-10,1849380000
2020-12-11,1817400000
2020-12-14,1867060000
2020-12-15,1956239999
2020-12-16,1971840000
2020-12-17,2003560000
2020-12-18,1961440000
2020-12-21,1919580000
2020-12-22,1932060000
2020-12-23,1993680000
2020-12-24,1971840000
2020-12-28,1914640000
2020-12-29,1907620000
2020-12-30,1915940000
2020-12-31,15448160000
2021-01-04,14892799999
2021-01-05,15552160000
2021-01-06,15857919999
2021-01-07,16236480000
2021-01-08,16390400000
2021-01-11,16280160000
2021-01-12,16448640000
2021-01-13,15916160000
2021-01-14,16257280000
2021-01-15,16640000000
2021-01-19,16779360000
2021-01-20,16650400000
2021-01-21,16789760000
2021-01-22,16542240000
2021-01-25,16307200000
2021-01-26,15466880000
2021-01-27,13908960000
2021-01-28,15337919999
2021-01-29,14641120000
2021-02-01,14726400000
2021-02-02,15808000000
2021-02-03,15964000000
2021-02-04,16531840000
2021-02-05,17239040000
2021-02-08,17232800000
2021-02-09,16966559999
2021-02-10,16558880000
2021-02-11,16321760000
2021-02-12,16689919999
2021-02-16,16294720000
2021-02-17,16350880000
2021-02-18,16488160000
2021-02-19,17297280000
2021-02-22,17619680000
2021-02-23,17840160000
2021-02-24,18680480000
2021-02-25,17709120000
2021-02-26,19435520000
2021-03-01,19564480000
2021-03-02,19339840000
2021-03-03,19876480000
2021-03-04,18890560000
2021-03-05,19408480000
2021-03-08,19774560000
2021-03-09,19506240000
2021-03-10,20465120000
2021-03-11,20956000000
2021-03-12,20928960000
2021-03-15,21049600000
2021-03-16,19926400000
2021-03-17,19976320000
2021-03-18,18844800000
2021-03-19,18578560000
2021-03-22,18401760000
2021-03-23,17594720000
2021-03-24,17243200000
2021-03-25,18083520000
2021-03-26,18206240000
2021-03-29,17147520000
2021-03-30,18123040000
2021-03-31,18277050000
2021-04-01,18588460000
2021-04-05,18847620000
2021-04-06,19332500000
2021-04-07,19351310000
2021-04-08,20095350000
2021-04-09,20132970000
2021-04-12,19714970000
2021-04-13,20007570000
2021-04-14,19493430000
2021-04-15,19470440000
2021-04-16,19570760000
2021-04-19,18548750000
2021-04-20,18784920000
2021-04-21,19704520000
2021-04-22,19671080000
2021-04-23,20009660000
2021-04-26,20268820000
2021-04-27,21269930000
2021-04-28,21443400000
2021-04-29,20789230000
2021-04-30,20448560000
2021-05-03,20254190000
2021-05-04,19965770000
2021-05-05,21522820000
2021-05-06,21363980000
2021-05-07,22101750000
2021-05-10,21878120000
2021-05-11,21060930000
2021-05-12,19313690000
2021-05-13,19723330000
2021-05-14,20609490000
2021-05-17,20977330000
2021-05-18,20931350000
2021-05-19,20168500000
2021-05-20,21023310000
2021-05-21,20943890000
2021-05-24,21961720000
2021-05-25,22375540000
2021-05-26,22279400000
2021-05-27,22557370000
2021-05-28,22457050000
2021-06-01,22895950000
2021-06-02,22927300000
2021-06-03,22900130000
2021-06-04,23123760000
2021-06-07,23115400000
2021-06-08,23345300000
2021-06-09,23163470000
2021-06-10,23282600000
2021-06-11,23054790000
2021-06-14,22283580000
2021-06-15,22258500000
2021-06-16,22381810000
2021-06-17,21700470000
2021-06-18,20912540000
2021-06-21,21698380000
2021-06-22,21800790000
2021-06-23,21572980000
2021-06-24,21888570000
2021-06-25,21407870000
2021-06-28,21012860000
2021-06-29,21083920000
2021-06-30,21998842588
2021-07-01,21818611107
2021-07-02,21714712959
2021-07-06,20875046292
2021-07-07,20260138885
2021-07-08,20050222218
2021-07-09,20537907403
2021-07-12,20853842588
2021-07-13,20518824070
2021-07-14,20041740737
2021-07-15,20031138885
2021-07-16,19062129626
2021-07-19,18610490737
2021-07-20,19358981478
2021-07-21,19929361107
2021-07-22,19617666663
2021-07-23,19149064811
2021-07-26,19772453700
2021-07-27,19615546292
2021-07-28,19585861107
2021-07-29,19053648144
2021-07-30,18523555552
2021-08-02,18341203700
2021-08-03,18400574070
2021-08-04,18021027774
2021-08-05,19189351848
2021-08-06,19189351848
2021-08-09,19261444441
2021-08-10,19204194441
2021-08-11,19708842589
2021-08-12,19880592589
2021-08-13,19299611107
2021-08-16,18532037033
2021-08-17,17834435182
2021-08-18,18025268515
2021-08-19,17486694441
2021-08-20,18158851848
2021-08-23,18930666663
2021-08-24,19901796292
2021-08-25,20716018514
2021-08-26,21201583329
2021-08-27,22102740736
2021-08-30,21653222218
2021-08-31,21549324070
2021-09-01,21604453699
2021-09-02,21945833329
2021-09-03,21958555551
2021-09-07,22704925921
2021-09-08,22452601847
2021-09-09,22601027773
2021-09-10,22092138885
2021-09-13,22123944440
2021-09-14,21854657403
2021-09-15,22757935181
2021-09-16,23020861107
2021-09-17,22490768514
2021-09-20,22210879625
2021-09-21,22272370366
2021-09-22,23304990736
2021-09-23,23667574069
2021-09-24,23822361106
2021-09-27,24670509254
2021-09-28,24486037032
2021-09-29,24044999995
2021-09-30,24027920000
2021-10-01,25570860000
2021-10-04,25275540000
2021-10-05,24558640000
2021-10-06,24468760000
2021-10-07,24856100000
2021-10-08,24387440000
2021-10-11,24560780000
2021-10-12,25050840000
2021-10-13,24601440000
2021-10-14,24507280000
2021-10-15,23691940000
2021-10-18,24182000000
2021-10-19,24381020000
2021-10-20,24295420000
2021-10-21,24248340000
2021-10-22,23978700000
2021-10-25,23955160000
2021-10-26,24134920000
2021-10-27,23702640000
2021-10-28,23730460000
2021-10-29,23424440000
2021-11-01,23980840000
2021-11-02,23912360000
2021-11-03,23687660000
2021-11-04,22067680000
2021-11-05,22786720000
2021-11-08,22534200000
2021-11-09,22056980000
2021-11-10,21395720000
2021-11-11,21804460000
2021-11-12,22684000000
2021-11-15,22091220000
2021-11-16,22082660000
2021-11-17,21549800000
2021-11-18,20563260000
2021-11-19,20415600000
2021-11-22,20195180000
2021-11-23,20103160000
2021-11-24,20103160000
2021-11-26,19516800000
2021-11-29,20004720000
2021-11-30,19274980000
2021-12-01,17776980000
2021-12-02,19266420000
2021-12-03,18530260000
2021-12-06,19696560000
2021-12-07,19341320000
2021-12-08,19955500000
2021-12-09,19433340000
2021-12-10,19041720000
2021-12-13,18237080000
2021-12-14,18438240000
2021-12-15,18652240000
2021-12-16,18378320000
2021-12-17,18812740000
2021-12-20,18468200000
2021-12-21,20083900000
2021-12-22,19991880000
2021-12-23,20278640000
2021-12-27,20148100000
2021-12-28,19854920000
2021-12-29,19769320000
2021-12-30,19899860000
2021-12-31,19991483334
2022-01-03,19978658690
2022-01-04,19226279546
2022-01-05,17986563911
2022-01-06,18510236895
2022-01-07,19164293764
2022-01-10,18873601822
2022-01-11,19232691868
2022-01-12,18798791396
2022-01-13,18116947797
2022-01-14,17706559173
2022-01-18,16919980977
2022-01-19,16629289035
2022-01-20,16454018893
2022-01-21,15425909892
2022-01-24,16235999936
2022-01-25,16520279556
2022-01-26,16105616051
2022-01-27,15047582880
2022-01-28,15596905152
2022-01-31,16274473870
2022-02-01,17270521260
2022-02-02,16565165812
2022-02-03,16321497567
2022-02-04,16849445432
2022-02-07,17259834056
2022-02-08,17603962017
2022-02-09,18567947795
2022-02-10,18486725046
2022-02-11,17898928840
2022-02-14,17362431212
2022-02-15,17992976233
2022-02-16,18258018886
2022-02-17,17509914624
2022-02-18,16945630266
2022-02-22,16366383822
2022-02-23,16817383821
2022-02-24,18093435948
2022-02-25,18101985711
2022-02-28,17995113674
2022-03-01,17736483343
2022-03-02,18416189502
2022-03-03,17785644480
2022-03-04,16843033110
2022-03-07,14885137383
2022-03-08,15013383827
2022-03-09,16584402779
2022-03-10,16556616049
2022-03-11,15990194250
2022-03-14,15383161077
2022-03-15,16024393302
2022-03-16,16958454910
2022-03-17,17011890929
2022-03-18,17276933582
2022-03-21,16776772446
2022-03-22,17114488085
2022-03-23,16458293775
2022-03-24,16883644484
2022-03-25,16543791405
2022-03-28,16432644485
2022-03-29,17362431212
2022-03-30,16571578134
2022-03-31,16555040000
2022-04-01,16403100000
2022-04-04,17267660000
2022-04-05,16512240000
2022-04-06,15410140000
2022-04-07,15099840000
2022-04-08,14761720000
2022-04-11,14676120000
2022-04-12,14342280000
2022-04-13,14982140000
2022-04-14,14740319999
2022-04-18,14631180000
2022-04-19,15354500000
2022-04-20,15343800000
2022-04-21,14575540000
2022-04-22,14252399999
2022-04-25,14659000000
2022-04-26,13873620000
2022-04-27,13728100000
2022-04-28,14421460000
2022-04-29,14183920000
2022-05-02,14626899999
2022-05-03,14477100000
2022-05-04,14207460000
2022-05-05,13471300000
2022-05-06,12829300000
2022-05-09,11331300000
2022-05-10,10864780000
2022-05-11,10349040000
2022-05-12,10663620000
2022-05-13,11767860000
2022-05-16,11125860000
2022-05-17,10999600000
2022-05-18,10261300000
2022-05-19,10406820000
2022-05-20,10723540000
2022-05-23,10325500000
2022-05-24,9231960000
2022-05-25,9929600000
2022-05-26,10918280000
2022-05-27,11042400000
2022-05-31,10736380000
2022-06-01,10605840000
2022-06-02,11100180000
2022-06-03,10828400000
2022-06-06,11200760000
2022-06-07,11207180000
2022-06-08,11160100000
2022-06-09,10734240000
2022-06-10,9737000000
2022-06-13,8482960000
2022-06-14,8429460000
2022-06-15,8857460000
2022-06-16,8061380000
2022-06-17,8485100000
2022-06-21,8583540000
2022-06-22,8551440000
2022-06-23,8457280000
2022-06-24,9516580000
2022-06-27,9426700000
2022-06-28,9195580000
2022-06-29,8617780000
2022-06-30,8196199999
2022-07-01,8245420000
2022-07-05,9043640000
2022-07-06,8628480000
2022-07-07,8887420000
2022-07-08,8472260000
2022-07-11,8176940000
2022-07-12,8286080000
2022-07-13,8161960000
2022-07-14,7573460000
2022-07-15,8057100000
2022-07-18,8260400000
2022-07-19,8943060000
2022-07-20,9469500000
2022-07-21,9433120000
2022-07-22,9127100000
2022-07-25,9026520000
2022-07-26,8624200000
2022-07-27,9388180000
2022-07-28,9606460000
2022-07-29,9777660000
2022-08-01,9852560000
2022-08-02,10522380000
2022-08-03,10541640000
2022-08-04,10310520000
2022-08-05,10201380000
2022-08-08,10492420000
2022-08-09,9865400000
2022-08-10,10357600000
2022-08-11,10556620000
2022-08-12,10993180000
2022-08-15,11001740000
2022-08-16,11138700000
2022-08-17,10526660000
2022-08-18,10520240000
2022-08-19,9995940000
2022-08-22,9552960000
2022-08-23,9773380000
2022-08-24,9841860000
2022-08-25,10025900000
2022-08-26,9482340000
2022-08-29,9445960000
2022-08-30,9246940000
2022-08-31,9227680000
2022-09-01,9095000000
2022-09-02,9116400000
2022-09-06,9330400000
2022-09-07,9687780000
2022-09-08,9882520000
2022-09-09,10342620000
2022-09-12,10674320000
2022-09-13,9754120000
2022-09-14,9899640000
2022-09-15,9983100000
2022-09-16,9647120000
2022-09-19,9936020000
2022-09-20,9666380000
2022-09-21,8889560000
2022-09-22,8050679999
2022-09-23,7569179999
2022-09-26,7226780000
2022-09-27,7049159999
2022-09-28,7383000000
2022-09-29,6937880000
2022-09-30,6935900000
2022-10-03,7342250000
2022-10-04,8180749999
2022-10-05,8281800000
2022-10-06,8303299999
2022-10-07,8015200000
2022-10-10,7606700000
2022-10-11,7565849999
2022-10-12,7763650000
2022-10-13,7815250000
2022-10-14,7595950000
2022-10-17,8094750000
2022-10-18,8354900000
2022-10-19,8021650000
2022-10-20,8043149999
2022-10-21,8516150000
2022-10-24,8905300000
2022-10-25,9135350000
2022-10-26,9143950000
2022-10-27,8924650000
2022-10-28,9481500000
2022-10-31,9401950000
2022-11-01,9543850000
2022-11-02,9477200000
2022-11-03,9249300000
2022-11-04,9167600000
2022-11-07,9475050000
2022-11-08,9599750000
2022-11-09,9236400000
2022-11-10,10883300000
2022-11-11,11205800000
2022-11-14,11074650000
2022-11-15,11674500000
2022-11-16,10906950000
2022-11-17,10698400000
2022-11-18,10745700000
2022-11-21,10442550000
2022-11-22,10573700000
2022-11-23,10567250000
2022-11-25,10681200000
2022-11-28,10470500000
2022-11-29,10507050000
2022-11-30,10924150000
2022-12-01,11145600000
2022-12-02,11046700000
2022-12-05,10704850000
2022-12-06,10472650000
2022-12-07,10569400000
2022-12-08,10805900000
2022-12-09,10608100000
2022-12-12,10808050000
2022-12-13,11298250000
2022-12-14,10683350000
2022-12-15,10380200000
2022-12-16,10160900000
2022-12-19,9683600000
2022-12-20,9683600000
2022-12-21,9655650000
2022-12-22,9156850000
2022-12-23,9264350000
2022-12-27,8976250000
2022-12-28,8597850000
2022-12-29,8909600000
2022-12-30,8944000000
2023-01-03,9085900000
2023-01-04,9758850000
2023-01-05,9131050000
2023-01-06,9483650000
2023-01-09,9352500000
2023-01-10,9739500000
2023-01-11,9853450000
2023-01-12,10150150000
2023-01-13,10399550000
2023-01-17,10380200000
2023-01-18,10141550000
2023-01-19,9786800000
2023-01-20,10216800000
2023-01-23,10823100000
2023-01-24,10984350000
2023-01-25,11147750000
2023-01-26,11293950000
2023-01-27,11268150000
2023-01-30,10883300000
2023-01-31,11192900000
2023-02-01,11489600000
2023-02-02,11556250000
2023-02-03,11822850000
2023-02-06,11502500000
2023-02-07,11803500000
2023-02-08,11554100000
2023-02-09,11528300000
2023-02-10,11216550000
2023-02-13,11377800000
2023-02-14,11457350000
2023-02-15,11586350000
2023-02-16,11218700000
2023-02-17,11352000000
2023-02-21,11012300000
2023-02-22,11607850000
2023-02-23,11293950000
2023-02-24,10756450000
2023-02-27,10851050000
2023-02-28,10913400000
2023-03-01,11029500000
2023-03-02,11235900000
2023-03-03,11702450000
2023-03-06,11392850000
2023-03-07,11326200000
2023-03-08,11470250000
2023-03-09,10601650000
2023-03-10,10171650000
2023-03-13,9801850000
2023-03-14,9887850000
2023-03-15,9530950000
2023-03-16,9612650000
2023-03-17,9285850000
2023-03-20,9346050000
2023-03-21,9556750000
2023-03-22,9221350000
2023-03-23,9049350000
2023-03-24,9116000000
2023-03-27,9363250000
2023-03-28,9404100000
2023-03-29,9713700000
2023-03-30,10077050000
2023-03-31,10494150000
2023-04-03,10595200000
2023-04-04,10500600000
2023-04-05,9851300000
2023-04-06,9737350000
2023-04-10,9776050000
2023-04-11,9872800000
2023-04-12,9485800000
2023-04-13,9530950000
2023-04-14,9358950000
2023-04-17,9535250000
2023-04-18,9565350000
2023-04-19,9647050000
2023-04-20,9408400000
2023-04-21,9470750000
2023-04-24,9423450000
2023-04-25,9077300000
2023-04-26,8896700000
2023-04-27,9333150000
2023-04-28,9737350000
2023-05-01,9999650000
2023-05-02,9584700000
2023-05-03,9464300000
2023-05-04,9322400000
2023-05-05,9606200000
2023-05-08,9733050000
2023-05-09,9765300000
2023-05-10,9601900000
2023-05-11,9374000000
2023-05-12,9174050000
2023-05-15,9554600000
2023-05-16,8896700000
2023-05-17,9333150000
2023-05-18,9634150000
2023-05-19,9414850000
2023-05-22,9597600000
2023-05-23,9083750000
2023-05-24,8963350000
2023-05-25,8901000000
2023-05-26,9062250000
2023-05-30,8860150000
2023-05-31,8817150000
2023-06-01,8956900000
2023-06-02,9644900000
2023-06-05,9943750000
2023-06-06,10375900000
2023-06-07,10451150000
2023-06-08,10438250000
2023-06-09,10427500000
2023-06-12,10691950000
2023-06-13,10793000000
2023-06-14,10575850000
2023-06-15,10797300000
2023-06-16,10500600000
2023-06-20,10575850000
2023-06-21,10412450000
2023-06-22,9976000000
2023-06-23,9720150000
2023-06-26,10057700000
2023-06-27,10378050000
2023-06-28,10335050000
2023-06-29,10700550000
2023-06-30,10958550000
2023-07-03,10879000000
2023-07-05,10584450000
2023-07-06,10174875000
2023-07-07,10569400000
2023-07-10,10906950000
2023-07-11,11233750000
2023-07-12,11444450000
2023-07-13,11625050000
2023-07-14,11326200000
2023-07-17,11281050000
2023-07-18,12115250000
2023-07-19,12401200000
2023-07-20,12067950000
2023-07-21,12411950000
2023-07-24,12420550000
2023-07-25,12491500000
2023-07-26,12766700000
2023-07-27,12427000000
2023-07-28,12457100000
2023-07-31,12689300000
2023-08-01,12424850000
2023-08-02,11887350000
2023-08-03,11825000000
2023-08-04,11921750000
2023-08-07,12072250000
2023-08-08,12169000000
2023-08-09,11938950000
2023-08-10,12153950000
2023-08-11,11799200000
2023-08-14,11784150000
2023-08-15,11631500000
2023-08-16,11504650000
2023-08-17,11330500000
2023-08-18,11201500000
2023-08-21,11027350000
2023-08-22,11096150000
2023-08-23,11416500000
2023-08-24,11143450000
2023-08-25,11147750000
2023-08-28,11173550000
2023-08-29,11369200000
2023-08-30,11592800000
2023-08-31,11880900000
2023-09-01,11986250000
2023-09-05,11625050000
2023-09-06,11554100000
2023-09-07,11474550000
2023-09-08,11814250000
2023-09-11,11489600000
2023-09-12,11571300000
2023-09-13,11255250000
2023-09-14,11517550000
2023-09-15,11367050000
2023-09-18,10960700000
2023-09-19,10709150000
2023-09-20,10786550000
2023-09-21,10214650000
2023-09-22,9890000000
2023-09-25,9915800000
2023-09-26,9851300000
2023-09-27,9885700000
2023-09-28,10057700000
2023-09-29,9965250000
2023-10-02,10121760000
2023-10-03,9739440000
2023-10-04,9577440000
2023-10-05,9434880000
2023-10-06,9633600000
2023-10-09,9659520000
2023-10-10,9884160000
2023-10-11,10154160000
2023-10-12,9499680000
2023-10-13,9154080000
2023-10-16,9419760000
2023-10-17,9475920000
2023-10-18,9184320000
2023-10-19,9052560000
2023-10-20,8929440000
2023-10-23,8933760000
2023-10-24,8998560000
2023-10-25,8324640000
2023-10-26,8372160000
2023-10-27,8454240000
2023-10-30,8659440000
2023-10-31,8616240000
2023-11-01,8525520000
2023-11-02,8776080000
2023-11-03,9590400000
2023-11-06,9482400000
2023-11-07,9426240000
2023-11-08,9521280000
2023-11-09,9097920000
2023-11-10,9352800000
2023-11-13,9082800000
2023-11-14,9828000000
2023-11-15,10046160000
2023-11-16,9858240000
2023-11-17,9916560000
2023-11-20,9994320000
2023-11-21,9838800000
2023-11-22,9977040000
2023-11-24,9948960000
2023-11-27,9931680000
2023-11-28,9769680000
2023-11-29,9726480000
2023-11-30,9659520000
2023-12-01,10098000000
2023-12-04,9987840000
2023-12-05,9376560000
2023-12-06,9376560000
2023-12-07,9277200000
2023-12-08,9545040000
2023-12-11,9497520000
2023-12-12,9383040000
2023-12-13,10113120000
2023-12-14,10504080000
2023-12-15,10357200000
2023-12-18,10210320000
2023-12-19,10618560000
2023-12-20,10013760000
2023-12-21,10296720000
2023-12-22,10113120000
2023-12-26,10270800000
2023-12-27,10186560000
2023-12-28,10329120000
2023-12-29,10126080000
2024-01-02,10320480000
2024-01-03,9720000000
2024-01-04,9700560000
2024-01-05,9700560000
2024-01-08,9990000000
2024-01-09,9884160000
2024-01-10,9797760000
2024-01-11,9750240000
2024-01-12,9590400000
2024-01-16,9666000000
2024-01-17,9545040000
2024-01-18,10050480000
2024-01-19,10100160000
2024-01-22,9894960000
2024-01-23,9882000000
2024-01-24,9523440000
2024-01-25,9698400000
2024-01-26,9609840000
2024-01-29,9812880000
2024-01-30,9562320000
2024-01-31,9475920000
2024-02-01,9504000000
2024-02-02,9376560000
2024-02-05,9234000000
2024-02-06,9370080000
2024-02-07,9303120000
2024-02-08,9558000000
2024-02-09,9612000000
2024-02-12,9657360000
2024-02-13,9169200000
2024-02-14,9229680000
2024-02-15,9322560000
2024-02-16,9182160000
2024-02-20,8996400000
2024-02-21,9123840000
2024-02-22,8957520000
2024-02-23,8996400000
2024-02-26,8819280000
2024-02-27,9063360000
2024-02-28,8951040000
2024-02-29,9389520000
2024-03-01,9279360000
2024-03-04,8979120000
2024-03-05,8873280000
2024-03-06,8853840000
2024-03-07,9005040000
2024-03-08,9100080000
2024-03-11,9208080000
2024-03-12,9123840000
2024-03-13,8987760000
2024-03-14,8622720000
2024-03-15,8460720000
2024-03-18,8603280000
2024-03-19,8704800000
2024-03-20,9015840000
2024-03-21,8992080000
2024-03-22,8922960000
2024-03-25,9011520000
2024-03-26,9225360000
2024-03-27,9365760000
2024-03-28,9447840000
2024-04-01,9324720000
2024-04-02,9037440000
2024-04-03,9359280000
2024-04-04,9143280000
2024-04-05,9268560000
2024-04-08,9305280000
2024-04-09,9499680000
2024-04-10,8964000000
2024-04-11,9119520000
2024-04-12,8661600000
2024-04-15,8687520000
2024-04-16,8519039999
2024-04-17,8320320000
2024-04-18,8203679999
2024-04-19,8251200000
2024-04-22,8298720000
2024-04-23,8449919999
2024-04-24,8311679999
2024-04-25,8216640000
2024-04-26,7907760000
2024-04-29,8115120000
2024-04-30,7737120000
2024-05-01,7858080000
2024-05-02,7590240000
2024-05-03,7631280000
2024-05-06,7786799999
2024-05-07,7851600000
2024-05-08,7823520000
2024-05-09,8056799999
2024-05-10,7814880000
2024-05-13,7834320000
2024-05-14,7929360000
2024-05-15,7834320000
2024-05-16,7626960000
2024-05-17,7672320000
2024-05-20,7547039999
2024-05-21,7687440000
2024-05-22,7499520000
2024-05-23,7026480000
2024-05-24,7264080000
2024-05-28,7184160000
2024-05-29,6944400000
2024-05-30,6879600000
2024-05-31,7680960000
2024-06-03,7693919999
