,TRGP
2020-03-11,3364758550
2020-03-12,2589350524
2020-03-13,2906033682
2020-03-16,2288967235
2020-03-17,1678886446
2020-03-18,1101405393
2020-03-19,1487945130
2020-03-20,1699843419
2020-03-23,1653272367
2020-03-24,1867499209
2020-03-25,1904756051
2020-03-26,1781342761
2020-03-27,1627658288
2020-03-30,1508902104
2020-03-31,1610721000
2020-04-01,1372959000
2020-04-02,1473192000
2020-04-03,1475523000
2020-04-06,1680651000
2020-04-07,1832166000
2020-04-08,1862469000
2020-04-09,2006990999
2020-04-13,1993005000
2020-04-14,2023308000
2020-04-15,1862469000
2020-04-16,1790208000
2020-04-17,1848483000
2020-04-20,1836828000
2020-04-21,1827504000
2020-04-22,1934730000
2020-04-23,2158506000
2020-04-24,2265732000
2020-04-27,2340324000
2020-04-28,2463867000
2020-04-29,2848482000
2020-04-30,3020976000
2020-05-01,2752911000
2020-05-04,2787876000
2020-05-05,2902095000
2020-05-06,2717946000
2020-05-07,3128202000
2020-05-08,3216780000
2020-05-11,3118878000
2020-05-12,3361302000
2020-05-13,3282048000
2020-05-14,3307689000
2020-05-15,3503493000
2020-05-18,4065264000
2020-05-19,3897431999
2020-05-20,4046616000
2020-05-21,4034960999
2020-05-22,4205124000
2020-05-26,4261068000
2020-05-27,4293702000
2020-05-28,4270392000
2020-05-29,4170159000
2020-06-01,4263399000
2020-06-02,4515147000
2020-06-03,4771557000
2020-06-04,5107221000
2020-06-05,5456871000
2020-06-08,6095565000
2020-06-09,5648013000
2020-06-10,5342652000
2020-06-11,4552443000
2020-06-12,4575753000
2020-06-15,5118876000
2020-06-16,5321673000
2020-06-17,4951044000
2020-06-18,5062932000
2020-06-19,4804191000
2020-06-22,4862466000
2020-06-23,4787874000
2020-06-24,4456872000
2020-06-25,4554774000
2020-06-26,4237758000
2020-06-29,4377618000
2020-06-30,4684338000
2020-07-01,4478946000
2020-07-02,4450938000
2020-07-06,4462608000
2020-07-07,4404258000
2020-07-08,4306230000
2020-07-09,4030818000
2020-07-10,4168524000
2020-07-13,3991140000
2020-07-14,4166190000
2020-07-15,4450938000
2020-07-16,4462608000
2020-07-17,4331904000
2020-07-20,4264218000
2020-07-21,4586310000
2020-07-22,4469610000
2020-07-23,4446270000
2020-07-24,4383252000
2020-07-27,4231542000
2020-07-28,4177859999
2020-07-29,4464942000
2020-07-30,4359912000
2020-07-31,4266552000
2020-08-03,4385586000
2020-08-04,4604982000
2020-08-05,4705344000
2020-08-06,4518624000
2020-08-07,4576974000
2020-08-10,4770696000
2020-08-11,4576974000
2020-08-12,4672668000
2020-08-13,4485948000
2020-08-14,4660998000
2020-08-17,4574640000
2020-08-18,4308564000
2020-08-19,4285224000
2020-08-20,4331904000
2020-08-21,4294559999
2020-08-24,4271220000
2020-08-25,4180194000
2020-08-26,3991140000
2020-08-27,4077497999
2020-08-28,4147518000
2020-08-31,3970134000
2020-09-01,3960797999
2020-09-02,3965465999
2020-09-03,3841764000
2020-09-04,3813756000
2020-09-08,3608364000
2020-09-09,3599028000
2020-09-10,3477660000
2020-09-11,3433314000
2020-09-14,3554682000
2020-09-15,3508002000
2020-09-16,3769409999
2020-09-17,3734400000
2020-09-18,3585024000
2020-09-21,3428646000
2020-09-22,3405306000
2020-09-23,3269934000
2020-09-24,3258264000
2020-09-25,3304944000
2020-09-28,3419310000
2020-09-29,3412308000
2020-09-30,3205855000
2020-10-01,3103030000
2020-10-02,3269835000
2020-10-05,3621725000
2020-10-06,3553175000
2020-10-07,3694845000
2020-10-08,3907350000
2020-10-09,3831945000
2020-10-12,3838800000
2020-10-13,3857080000
2020-10-14,3959904999
2020-10-15,3946195000
2020-10-16,3781675000
2020-10-19,3660570000
2020-10-20,3831945000
2020-10-21,3767964999
2020-10-22,3925630000
2020-10-23,3909635000
2020-10-26,3669709999
2020-10-27,3735975000
2020-10-28,3601160000
2020-10-29,3658285000
2020-10-30,3667425000
2020-11-02,3671995000
2020-11-03,3790815000
2020-11-04,3820519999
2020-11-05,4053589999
2020-11-06,3873075000
2020-11-09,4471745000
2020-11-10,4624840000
2020-11-11,4624840000
2020-11-12,4565430000
2020-11-13,4691105000
2020-11-16,4931030000
2020-11-17,5175525000
2020-11-18,5182380000
2020-11-19,5310340000
2020-11-20,5273780000
2020-11-23,5657660000
2020-11-24,5758200000
2020-11-25,5707930000
2020-11-27,5598250000
2020-11-30,5369750000
2020-12-01,5394885000
2020-12-02,5522845000
2020-12-03,5689650000
2020-12-04,6059820000
2020-12-07,5877020000
2020-12-08,6002695000
2020-12-09,5941000000
2020-12-10,6411710000
2020-12-11,6455125000
2020-12-14,6270040000
2020-12-15,6439130000
2020-12-16,6461980000
2020-12-17,6340875000
2020-12-18,6158075000
2020-12-21,6187780000
2020-12-22,6091810000
2020-12-23,6135225000
2020-12-24,6066675000
2020-12-28,5879305000
2020-12-29,5968420000
2020-12-30,5982130000
2020-12-31,6027830000
2021-01-04,5977560000
2021-01-05,6347730000
2021-01-06,6523675000
2021-01-07,6962395000
2021-01-08,6672200000
2021-01-11,6674485000
2021-01-12,7085785000
2021-01-13,7012665000
2021-01-14,7099495000
2021-01-15,6861855000
2021-01-19,6873280000
2021-01-20,6802445000
2021-01-21,6573945000
2021-01-22,6573945000
2021-01-25,6391145000
2021-01-26,6304315000
2021-01-27,6167215000
2021-01-28,6409425000
2021-01-29,6254045000
2021-02-01,6398000000
2021-02-02,6674485000
2021-02-03,6861855000
2021-02-04,6811585000
2021-02-05,6907555000
2021-02-08,7142910000
2021-02-09,6925835000
2021-02-10,7094925000
2021-02-11,6950970000
2021-02-12,7024090000
2021-02-16,7092640000
2021-02-17,7081215000
2021-02-18,6752175000
2021-02-19,6845860000
2021-02-22,6939545000
2021-02-23,7156620000
2021-02-24,7437674999
2021-02-25,7289150000
2021-02-26,7067505000
2021-03-01,7325710000
2021-03-02,7350845000
2021-03-03,7375980000
2021-03-04,7631900000
2021-03-05,7894674999
2021-03-08,7842120000
2021-03-09,7629615000
2021-03-10,7860400000
2021-03-11,7869539999
2021-03-12,7944945000
2021-03-15,7764429999
2021-03-16,7526789999
2021-03-17,7618190000
2021-03-18,7401115000
2021-03-19,7414825000
2021-03-22,7314285000
2021-03-23,7019520000
2021-03-24,7136055000
2021-03-25,7277725000
2021-03-26,7414825000
2021-03-29,7236595000
2021-03-30,7259445000
2021-03-31,7258050000
2021-04-01,7338060000
2021-04-05,7150608000
2021-04-06,7123176000
2021-04-07,7365492000
2021-04-08,7203186000
2021-04-09,7095744000
2021-04-12,7150608000
2021-04-13,7232904000
2021-04-14,7507224000
2021-04-15,7621524000
2021-04-16,7630668000
2021-04-19,7539227999
2021-04-20,7367777999
2021-04-21,7477506000
2021-04-22,7491222000
2021-04-23,7758683999
2021-04-26,7815833999
2021-04-27,7751825999
2021-04-28,7893558000
2021-04-29,7955279999
2021-04-30,7930133999
2021-05-03,8124444000
2021-05-04,8110727999
2021-05-05,8327898000
2021-05-06,8494775999
2021-05-07,8739378000
2021-05-10,8625078000
2021-05-11,8583929999
2021-05-12,8629650000
2021-05-13,8567927999
2021-05-14,8805672000
2021-05-17,8926830000
2021-05-18,8805672000
2021-05-19,8714232000
2021-05-20,8835390000
2021-05-21,8814816000
2021-05-24,8835390000
2021-05-25,8522208000
2021-05-26,8659368000
2021-05-27,8860536000
2021-05-28,8883396000
2021-06-01,9116568000
2021-06-02,9278874000
2021-06-03,9418320000
2021-06-04,10575036000
2021-06-07,10821924000
2021-06-08,10773918000
2021-06-09,10335006000
2021-06-10,10641330000
2021-06-11,10728198000
2021-06-14,10760202000
2021-06-15,10904220000
2021-06-16,11192256000
2021-06-17,10369296000
2021-06-18,10099548000
2021-06-21,10449306000
2021-06-22,10376154000
2021-06-23,10344150000
2021-06-24,10421874000
2021-06-25,10357866000
2021-06-28,10069830000
2021-06-29,10035540000
2021-06-30,10170160000
2021-07-01,10245664000
2021-07-02,10250240000
2021-07-06,10062624000
2021-07-07,9870432000
2021-07-08,9909328000
2021-07-09,10305152000
2021-07-12,10218208000
2021-07-13,10156432000
2021-07-14,9845264000
2021-07-15,9605024000
2021-07-16,9456304000
2021-07-19,9161152000
2021-07-20,9488336000
2021-07-21,9799504000
2021-07-22,9799504000
2021-07-23,9728576000
2021-07-26,9950512000
2021-07-27,9627904000
2021-07-28,9806368000
2021-07-29,9822384000
2021-07-30,9634768000
2021-08-02,9502064000
2021-08-03,9637056000
2021-08-04,9474608000
2021-08-05,9701120000
2021-08-06,9810944000
2021-08-09,9756032000
2021-08-10,10158720000
2021-08-11,10110672000
2021-08-12,10140416000
2021-08-13,10053472000
2021-08-16,9842976000
2021-08-17,9891024000
2021-08-18,9714848000
2021-08-19,9408256000
2021-08-20,9575280000
2021-08-23,9854416000
2021-08-24,10046608000
2021-08-25,10149568000
2021-08-26,9968816000
2021-08-27,10330320000
2021-08-30,10108384000
2021-08-31,10048896000
2021-09-01,10019152000
2021-09-02,10307440000
2021-09-03,10307440000
2021-09-07,10163296000
2021-09-08,10135840000
2021-09-09,10058048000
2021-09-10,9950512000
2021-09-13,10236512000
2021-09-14,10112960000
2021-09-15,10687248000
2021-09-16,10575136000
2021-09-17,10305152000
2021-09-20,10094656000
2021-09-21,10236512000
2021-09-22,10529376000
2021-09-23,10854272000
2021-09-24,10849696000
2021-09-27,11316448000
2021-09-28,11284416000
2021-09-29,11325600000
2021-09-30,11259248000
2021-10-01,11616176000
2021-10-04,11913616000
2021-10-05,11947936000
2021-10-06,11870144000
2021-10-07,11968528000
2021-10-08,12060048000
2021-10-11,12130976000
2021-10-12,12302576000
2021-10-13,12407824000
2021-10-14,12632048000
2021-10-15,12746448000
2021-10-18,12895168000
2021-10-19,12858560000
2021-10-20,12988976000
2021-10-21,12744160000
2021-10-22,12860848000
2021-10-25,12993552000
2021-10-26,12856272000
2021-10-27,12542816000
2021-10-28,12638912000
2021-10-29,12508496000
2021-11-01,12778480000
2021-11-02,12721280000
2021-11-03,12579424000
2021-11-04,12808224000
2021-11-05,12968384000
2021-11-08,13231504000
2021-11-09,13096512000
2021-11-10,12545104000
2021-11-11,12641200000
2021-11-12,12405536000
2021-11-15,12616032000
2021-11-16,12510784000
2021-11-17,12497056000
2021-11-18,12483328000
2021-11-19,12252240000
2021-11-22,12311728000
2021-11-23,12714416000
2021-11-24,12966096000
2021-11-26,12462736000
2021-11-29,12346048000
2021-11-30,11812944000
2021-12-01,11634480000
2021-12-02,11998272000
2021-12-03,11723712000
2021-12-06,11954800000
2021-12-07,12213344000
2021-12-08,12151568000
2021-12-09,11938784000
2021-12-10,11945648000
2021-12-13,11597872000
2021-12-14,11531520000
2021-12-15,11650496000
2021-12-16,11529232000
2021-12-17,11389664000
2021-12-20,11206624000
2021-12-21,11565840000
2021-12-22,11641344000
2021-12-23,11625328000
2021-12-27,12021152000
2021-12-28,11975392000
2021-12-29,11883872000
2021-12-30,11783200000
2021-12-31,11936840000
2022-01-03,12165340000
2022-01-04,12423545000
2022-01-05,12352710000
2022-01-06,12695460000
2022-01-07,12775435000
2022-01-10,12469245000
2022-01-11,12887400000
2022-01-12,13017645000
2022-01-13,13049635000
2022-01-14,13202730000
2022-01-18,13122755000
2022-01-19,12866835000
2022-01-20,12695460000
2022-01-21,12670325000
2022-01-24,12695460000
2022-01-25,12994795000
2022-01-26,13106760000
2022-01-27,13193590000
2022-01-28,13241575000
2022-01-31,13499780000
2022-02-01,13876805000
2022-02-02,13997910000
2022-02-03,13783120000
2022-02-04,13952210000
2022-02-07,14055035000
2022-02-08,14041325000
2022-02-09,14258400000
2022-02-10,14196705000
2022-02-11,14637710000
2022-02-14,14290390000
2022-02-15,14267540000
2022-02-16,14390930000
2022-02-17,14272110000
2022-02-18,14187565000
2022-02-22,13890515000
2022-02-23,13970490000
2022-02-24,14189850000
2022-02-25,14564590000
2022-02-28,14937045000
2022-03-01,14978175000
2022-03-02,15444315000
2022-03-03,15540285000
2022-03-04,15887605000
2022-03-07,15679670000
2022-03-08,15311785000
2022-03-09,15611119999
2022-03-10,15921880000
2022-03-11,15654535000
2022-03-14,14989599999
2022-03-15,14838790000
2022-03-16,15005595000
2022-03-17,15453454999
2022-03-18,15825910000
2022-03-21,16367454999
2022-03-22,16253204999
2022-03-23,16504555000
2022-03-24,16653079999
2022-03-25,17286025000
2022-03-28,17068950000
2022-03-29,17100940000
2022-03-30,17423125000
2022-03-31,17192066000
2022-04-01,17618052000
2022-04-04,17538322000
2022-04-05,17246738000
2022-04-06,17406198000
2022-04-07,17290020000
2022-04-08,17602106000
2022-04-11,17258128000
2022-04-12,17529210000
2022-04-13,17766122000
2022-04-14,17914192000
2022-04-18,17950640000
2022-04-19,18007590000
2022-04-20,18367514000
2022-04-21,17911914000
2022-04-22,17351526000
2022-04-25,16645345999
2022-04-26,16756968000
2022-04-27,17121448000
2022-04-28,17372028000
2022-04-29,16722798000
2022-05-02,16916428000
2022-05-03,17394808000
2022-05-04,17772956000
2022-05-05,17016660000
2022-05-06,17192066000
2022-05-09,15397002000
2022-05-10,15494956000
2022-05-11,15670362000
2022-05-12,15565574000
2022-05-13,16237584000
2022-05-16,16433492000
2022-05-17,16620287999
2022-05-18,15893606000
2022-05-19,15697698000
2022-05-20,15818432000
2022-05-23,15777428000
2022-05-24,15711366000
2022-05-25,16057621999
2022-05-26,16185190000
2022-05-27,16588395999
2022-05-31,16406156000
2022-06-01,17100945999
2022-06-02,17467704000
2022-06-03,17620330000
2022-06-06,17397086000
2022-06-07,18310564000
2022-06-08,17713728000
2022-06-09,17103224000
2022-06-10,16499554000
2022-06-13,15387890000
2022-06-14,15103140000
2022-06-15,15201094000
2022-06-16,14180550000
2022-06-17,13816070000
2022-06-21,14458466000
2022-06-22,13672556000
2022-06-23,13246570000
2022-06-24,13244292000
2022-06-27,13838850000
2022-06-28,14235222000
2022-06-29,13813792000
2022-06-30,13521222000
2022-07-01,13822600000
2022-07-05,13360336000
2022-07-06,12753048000
2022-07-07,13555212000
2022-07-08,13532552000
2022-07-11,13353538000
2022-07-12,13380730000
2022-07-13,13305952000
2022-07-14,13097480000
2022-07-15,13337676000
2022-07-18,13711566000
2022-07-19,14194224000
2022-07-20,14316588000
2022-07-21,14207820000
2022-07-22,13983486000
2022-07-25,14536390000
2022-07-26,14821906000
2022-07-27,15096092000
2022-07-28,15261509999
2022-07-29,15660326000
2022-08-01,15503972000
2022-08-02,15399735999
2022-08-03,15318159999
2022-08-04,14488804000
2022-08-05,14438952000
2022-08-08,14729000000
2022-08-09,15182200000
2022-08-10,15304564000
2022-08-11,15950374000
2022-08-12,15755498000
2022-08-15,15447322000
2022-08-16,15460918000
2022-08-17,15281904000
2022-08-18,15882394000
2022-08-19,15610474000
2022-08-22,15381607999
2022-08-23,15796285999
2022-08-24,16147516000
2022-08-25,16360520000
2022-08-26,15909585999
2022-08-29,16113526000
2022-08-30,15431459999
2022-08-31,15460918000
2022-09-01,15327224000
2022-09-02,15775892000
2022-09-06,15420130000
2022-09-07,15449588000
2022-09-08,15893724000
2022-09-09,16283476000
2022-09-12,16478352000
2022-09-13,15648996000
2022-09-14,16417170000
2022-09-15,16349190000
2022-09-16,15576483999
2022-09-19,15716976000
2022-09-20,15526632000
2022-09-21,15157274000
2022-09-22,14830970000
2022-09-23,13539350000
2022-09-26,12979648000
2022-09-27,13188120000
2022-09-28,13845260000
2022-09-29,13777280000
2022-09-30,13639388097
2022-10-03,14236139582
2022-10-04,14776380509
2022-10-05,14948172603
2022-10-06,14663359395
2022-10-07,14414712943
2022-10-10,14322035629
2022-10-11,14884880779
2022-10-12,14656578128
2022-10-13,15456767619
2022-10-14,14683703195
2022-10-17,14936870492
2022-10-18,15176475255
2022-10-19,15171954410
2022-10-20,14866797401
2022-10-21,15323402703
2022-10-24,14979818515
2022-10-25,15081537518
2022-10-26,15214902433
2022-10-27,15348267349
2022-10-28,15180996099
2022-10-31,15454507196
2022-11-01,15483892686
2022-11-02,15144829343
2022-11-03,15752882939
2022-11-04,15906591654
2022-11-07,16125852616
2022-11-08,16317988511
2022-11-09,15440944662
2022-11-10,16182363174
2022-11-11,16419707514
2022-11-14,16254696687
2022-11-15,16770072969
2022-11-16,16308946822
2022-11-17,16042216992
2022-11-18,16349634423
2022-11-21,15965362634
2022-11-22,16733906212
2022-11-23,16589239186
2022-11-25,16571155807
2022-11-28,16340592734
2022-11-29,16663833121
2022-11-30,16815281415
2022-12-01,16941865063
2022-12-02,16996115198
2022-12-05,16275040488
2022-12-06,15743841249
2022-12-07,15499715642
2022-12-08,15431902973
2022-12-09,15511017753
2022-12-12,15917893766
2022-12-13,16442311737
2022-12-14,16562114118
2022-12-15,16073862904
2022-12-16,15845560252
2022-12-19,15605955490
2022-12-20,15773226739
2022-12-21,16293123866
2022-12-22,15983446012
2022-12-23,16582457919
2022-12-27,16702260300
2022-12-28,16263738376
2022-12-29,16645749743
2022-12-30,16614103831
2023-01-03,15995160000
2023-01-04,16081192000
2023-01-05,16058552000
2023-01-06,16549839999
2023-01-09,16961888000
2023-01-10,16841896000
2023-01-11,16900760000
2023-01-12,17072824000
2023-01-13,17070560000
2023-01-17,17011696000
2023-01-18,16622288000
2023-01-19,16950568000
2023-01-20,17129424000
2023-01-23,17115839999
2023-01-24,17000376000
2023-01-25,17050184000
2023-01-26,17217720000
2023-01-27,17059239999
2023-01-30,16717376000
2023-01-31,16984528000
2023-02-01,16884912000
2023-02-02,16927928000
2023-02-03,16620024000
2023-02-06,16420792000
2023-02-07,16889439999
2023-02-08,17018488000
2023-02-09,16839631999
2023-02-10,17376200000
2023-02-13,17351296000
2023-02-14,17482608000
2023-02-15,17319600000
2023-02-16,17224512000
2023-02-17,16740016000
2023-02-21,16592856000
2023-02-22,17106784000
2023-02-23,17312808000
2023-02-24,17152064000
2023-02-27,17038864000
2023-02-28,16776239999
2023-03-01,17272056000
2023-03-02,17489400000
2023-03-03,17939936000
2023-03-06,17765608000
2023-03-07,17439592000
2023-03-08,17308280000
2023-03-09,17025280000
2023-03-10,16651720000
2023-03-13,16348343999
2023-03-14,16384568000
2023-03-15,15429160000
2023-03-16,15546888000
2023-03-17,15275208000
2023-03-20,15535568000
2023-03-21,16063080000
2023-03-22,15440480000
2023-03-23,15134839999
2023-03-24,15286528000
2023-03-27,15811776000
2023-03-28,15906864000
2023-03-29,16110624000
2023-03-30,16212504000
2023-03-31,16457520000
2023-04-03,17012496000
2023-04-04,16847808000
2023-04-05,16983168000
2023-04-06,16904208000
2023-04-10,17010240000
2023-04-11,17217792000
2023-04-12,17172672000
2023-04-13,17285472000
2023-04-14,17576496000
2023-04-17,17258400000
2023-04-18,17339616000
2023-04-19,17197488000
2023-04-20,17046336000
2023-04-21,17057616000
2023-04-24,17368944000
2023-04-25,17035056000
2023-04-26,16780127999
2023-04-27,16757568000
2023-04-28,17039568000
2023-05-01,17010240000
2023-05-02,16301856000
2023-05-03,16105584000
2023-05-04,15645359999
2023-05-05,16216127999
2023-05-08,16074000000
2023-05-09,16058208000
2023-05-10,15972480000
2023-05-11,15722064000
2023-05-12,15767184000
2023-05-15,15967968000
2023-05-16,15455856000
2023-05-17,15667920000
2023-05-18,15713040000
2023-05-19,15841632000
2023-05-22,16071743999
2023-05-23,16008575999
2023-05-24,15981504000
2023-05-25,15658896000
2023-05-26,15609264000
2023-05-30,15451343999
2023-05-31,15352080000
2023-06-01,15521280000
2023-06-02,16128143999
2023-06-05,15995040000
2023-06-06,16031136000
2023-06-07,16419168000
2023-06-08,16304112000
2023-06-09,15974736000
2023-06-12,15823584000
2023-06-13,15999552000
2023-06-14,16010832000
2023-06-15,16222896000
2023-06-16,16195824000
2023-06-20,16004064000
2023-06-21,16231920000
2023-06-22,16058208000
2023-06-23,15773952000
2023-06-26,16137168000
2023-06-27,16398864000
2023-06-28,16719216000
2023-06-29,16967375999
2023-06-30,17031179999
2023-07-03,17234838000
2023-07-05,17109510000
2023-07-06,17011038000
2023-07-07,17299740000
2023-07-10,17237076000
2023-07-11,17568300000
2023-07-12,17684676000
2023-07-13,17810004000
2023-07-14,17463114000
2023-07-17,17389260000
2023-07-18,17561586000
2023-07-19,17622012000
2023-07-20,17812242000
2023-07-21,18051708000
2023-07-24,18212844000
2023-07-25,18277746000
2023-07-26,18212844000
2023-07-27,18029328000
2023-07-28,18044994000
2023-07-31,18349362000
2023-08-01,18264318000
2023-08-02,18165846000
2023-08-03,18309078000
2023-08-04,18456786000
2023-08-07,18371742000
2023-08-08,18537354000
2023-08-09,18861864000
2023-08-10,18846198000
2023-08-11,19009572000
2023-08-14,18931242000
2023-08-15,18814866000
2023-08-16,18620160000
2023-08-17,18752202000
2023-08-18,18967050000
2023-08-21,18917814000
2023-08-22,18732060000
2023-08-23,18716394000
2023-08-24,18819342000
2023-08-25,18906624000
2023-08-28,19087902000
2023-08-29,19179660000
2023-08-30,19291560000
2023-08-31,19302750000
2023-09-01,19589214000
2023-09-05,19437030000
2023-09-06,19029714000
2023-09-07,19137138000
2023-09-08,19096854000
2023-09-11,18761154000
2023-09-12,19065522000
2023-09-13,18971526000
2023-09-14,19188612000
2023-09-15,18946908000
2023-09-18,19170708000
2023-09-19,19056570000
2023-09-20,19119234000
2023-09-21,18591066000
2023-09-22,18897672000
2023-09-25,19094616000
2023-09-26,18877530000
2023-09-27,19378842000
2023-09-28,19569072000
2023-09-29,19184136000
2023-10-02,18572457338
2023-10-03,18269706026
2023-10-04,17637490050
2023-10-05,17842292408
2023-10-06,18096069244
2023-10-09,18507900073
2023-10-10,18521256748
2023-10-11,19033262644
2023-10-12,19037714869
2023-10-13,19416154009
2023-10-16,19574208003
2023-10-17,19556399103
2023-10-18,19480711275
2023-10-19,19525233526
2023-10-20,19298170042
2023-10-23,19233612777
2023-10-24,19031036531
2023-10-25,18999870955
2023-10-26,19080011008
2023-10-27,18786164147
2023-10-30,18610301252
2023-10-31,18612527364
2023-11-01,18732737444
2023-11-02,20090666124
2023-11-03,19616504143
2023-11-06,19487389612
2023-11-07,19037714869
2023-11-08,18561326775
2023-11-09,18630336265
2023-11-10,18824008061
2023-11-13,18901922001
2023-11-14,19240291115
2023-11-15,19204673313
2023-11-16,18665954067
2023-11-17,19149020499
2023-11-20,19340466181
2023-11-21,19491841838
2023-11-22,19416154009
2023-11-24,19554172990
2023-11-27,19583112454
2023-11-28,19478485162
2023-11-29,19592016904
2023-11-30,20135188376
2023-12-01,20070631111
2023-12-04,19881411541
2023-12-05,19534137977
2023-12-06,19062202108
2023-12-07,18859625862
2023-12-08,19269230579
2023-12-11,19068880445
2023-12-12,18797294709
2023-12-13,18888565326
2023-12-14,19206899426
2023-12-15,19013227631
2023-12-18,19140116048
2023-12-19,19204673313
2023-12-20,19095593797
2023-12-21,19391666771
2023-12-22,19302622267
2023-12-26,19489615725
2023-12-27,19380536208
2023-12-28,19222482214
2023-12-29,19338240069
2024-01-02,19254376000
2024-01-03,19550700000
2024-01-04,19216500000
2024-01-05,19114012000
2024-01-08,18793180000
2024-01-09,18626080000
2024-01-10,18672868000
2024-01-11,18543644000
2024-01-12,18675096000
2024-01-16,18387684000
2024-01-17,18155972000
2024-01-18,18401052000
2024-01-19,18378772000
2024-01-22,18672868000
2024-01-23,18543644000
2024-01-24,18710744000
2024-01-25,19158572000
2024-01-26,19341268000
2024-01-29,19267744000
2024-01-30,19392512000
2024-01-31,18929088000
2024-02-01,19169712000
2024-02-02,19156344000
2024-02-05,19064996000
2024-02-06,19209816000
2024-02-07,19394740000
2024-02-08,19584120000
2024-02-09,19403652000
2024-02-12,19720028000
2024-02-13,19704432000
2024-02-14,19682152000
2024-02-15,20780556000
2024-02-16,21598232000
2024-02-20,21469008000
2024-02-21,21716316000
2024-02-22,21914608000
2024-02-23,21618284000
2024-02-26,21736368000
2024-02-27,21629424000
2024-02-28,21700720000
2024-02-29,21887872000
2024-03-01,22132952000
2024-03-04,22500572000
2024-03-05,22841456000
2024-03-06,23235812000
2024-03-07,23333844000
2024-03-08,23133324000
2024-03-11,23304880000
2024-03-12,23516540000
2024-03-13,23710376000
2024-03-14,23536592000
2024-03-15,23610116000
2024-03-18,23919808000
2024-03-19,24309708000
2024-03-20,24303024000
2024-03-21,24733028000
2024-03-22,24708520000
2024-03-25,24866708000
2024-03-26,24652820000
2024-03-27,24741940000
2024-03-28,24951372000
2024-04-01,25004844000
2024-04-02,25241012000
2024-04-03,25844800000
2024-04-04,25479408000
2024-04-05,25838116000
2024-04-08,25838116000
2024-04-09,25490548000
2024-04-10,25550704000
2024-04-11,25695524000
2024-04-12,25552932000
2024-04-15,25474952000
2024-04-16,25414796000
2024-04-17,25004844000
2024-04-18,24904584000
2024-04-19,25158576000
2024-04-22,25356868000
2024-04-23,25847028000
2024-04-24,26045320000
2024-04-25,26219104000
2024-04-26,26036408000
2024-04-29,26112160000
2024-04-30,25412568000
2024-05-01,25044948000
2024-05-02,25174172000
2024-05-03,25022668000
2024-05-06,25131840000
2024-05-07,25138524000
2024-05-08,25053860000
2024-05-09,25307852000
2024-05-10,25220960000
2024-05-13,25156348000
2024-05-14,25495004000
2024-05-15,25751224000
2024-05-16,25873764000
2024-05-17,26216876000
2024-05-20,26190140000
2024-05-21,26334960000
2024-05-22,25604176000
2024-05-23,25365780000
2024-05-24,25461584000
2024-05-28,25735628000
2024-05-29,25550704000
2024-05-30,25974024000
2024-05-31,26341644000
2024-06-03,25962884000
2024-06-04,26007444000
2024-06-05,26332732000
2024-06-06,26285944000
2024-06-07,26292628000
2024-06-10,26715948000
2024-06-11,26981080000
2024-06-12,27065744000
2024-06-13,26789472000
2024-06-14,26513200000
2024-06-17,27092480000
2024-06-18,27502432000
2024-06-20,28144096000
2024-06-21,27872280000
2024-06-24,28652080000
2024-06-25,28926124000
2024-06-26,28407000000
2024-06-27,28647624000
2024-06-28,28692184000
2024-07-01,29246956000
2024-07-02,29186800000
2024-07-03,29766080000
2024-07-05,29518772000
2024-07-08,29532140000
2024-07-09,29500948000
2024-07-10,29607891999
2024-07-11,29768308000
2024-07-12,30089140000
2024-07-15,29930952000
2024-07-16,30037896000
2024-07-17,29848516000
2024-07-18,30338675999
2024-07-19,30383236000
2024-07-22,30692927999
2024-07-23,30285204000
2024-07-24,29324936000
2024-07-25,29405143999
2024-07-26,29313796000
2024-07-29,29395209999
2024-07-30,29644939999
2024-07-31,29896880000
2024-08-01,30078100000
2024-08-02,28858180000
2024-08-05,28257060000
2024-08-06,29088020000
2024-08-07,29446040000
2024-08-08,30212910000
2024-08-09,29987490000
