,TRGP
2015-07-23,4862480000
2015-07-24,4837280000
2015-07-27,4818800000
2015-07-28,4982320000
2015-07-29,5101040000
2015-07-30,5021520000
2015-07-31,4953200000
2015-08-03,4753840000
2015-08-04,4678240000
2015-08-05,4404960000
2015-08-06,4298560000
2015-08-07,4139520000
2015-08-10,4331040000
2015-08-11,4333840000
2015-08-12,4367440000
2015-08-13,4198320000
2015-08-14,4158560000
2015-08-17,4217919999
2015-08-18,4202240000
2015-08-19,4067279999
2015-08-20,3642800000
2015-08-21,3562720000
2015-08-24,3320240000
2015-08-25,3288320000
2015-08-26,3333680000
2015-08-27,3580640000
2015-08-28,3693759999
2015-08-31,3699360000
2015-09-01,3570560000
2015-09-02,3547040000
2015-09-03,3605840000
2015-09-04,3555440000
2015-09-08,3605279999
2015-09-09,3562160000
2015-09-10,3496080000
2015-09-11,3346000000
2015-09-14,3290000000
2015-09-15,3317440000
2015-09-16,3445120000
2015-09-17,3465840000
2015-09-18,3400880000
2015-09-21,3460240000
2015-09-22,3395280000
2015-09-23,3153920000
2015-09-24,2989840000
2015-09-25,3024000000
2015-09-28,2806160000
2015-09-29,2739520000
2015-09-30,2885120000
2015-10-01,2915360000
2015-10-02,3096240000
2015-10-05,3388560000
2015-10-06,3482080000
2015-10-07,3568320000
2015-10-08,3664080000
2015-10-09,3594080000
2015-10-12,3496080000
2015-10-13,3438960000
2015-10-14,3430560000
2015-10-15,3480960000
2015-10-16,3466960000
2015-10-19,3458560000
2015-10-20,3512320000
2015-10-21,3406480000
2015-10-22,3306800000
2015-10-23,3284960000
2015-10-26,3155600000
2015-10-27,2966320000
2015-10-28,3084480000
2015-10-29,3073840000
2015-10-30,3200400000
2015-11-02,3259760000
2015-11-03,2849280000
2015-11-04,2807280000
2015-11-05,2807840000
2015-11-06,2708720000
2015-11-09,2662800000
2015-11-10,2612400000
2015-11-11,2448880000
2015-11-12,2302160000
2015-11-13,2321200000
2015-11-16,2424800000
2015-11-17,2366000000
2015-11-18,2406880000
2015-11-19,2357600000
2015-11-20,2249520000
2015-11-23,2217040000
2015-11-24,2325680000
2015-11-25,2271920000
2015-11-27,2236640000
2015-11-30,2200800000
2015-12-01,2145920000
2015-12-02,2065280000
2015-12-03,2017120000
2015-12-04,1692880000
2015-12-07,1457680000
2015-12-08,1570800000
2015-12-09,1758960000
2015-12-10,1796480000
2015-12-11,1591520000
2015-12-14,1558480000
2015-12-15,1582000000
2015-12-16,1583680000
2015-12-17,1479520000
2015-12-18,1441440000
2015-12-21,1459360000
2015-12-22,1514800000
2015-12-23,1578080000
2015-12-24,1524320000
2015-12-28,1459920000
2015-12-29,1465520000
2015-12-30,1458800000
2015-12-31,4345311766
2016-01-04,4303560803
2016-01-05,4236116940
2016-01-06,3723864740
2016-01-07,3446060255
2016-01-08,3627516363
2016-01-11,3511898312
2016-01-12,3535985406
2016-01-13,2774833234
2016-01-14,3017309981
2016-01-15,2736293884
2016-01-19,2572501644
2016-01-20,2606223576
2016-01-21,3009280949
2016-01-22,3283873822
2016-01-25,3332048010
2016-01-26,3579342175
2016-01-27,3611458301
2016-01-28,3799337634
2016-01-29,3608246688
2016-02-01,3454089286
2016-02-02,3457300899
2016-02-03,3572918950
2016-02-04,3775250540
2016-02-05,3662844101
2016-02-08,3173073189
2016-02-09,2829430647
2016-02-10,2916144186
2016-02-11,2477759074
2016-02-12,2614252607
2016-02-16,2770015815
2016-02-17,3306355109
2016-02-18,3698171839
2016-02-19,3433213805
2016-02-22,3617881526
2016-02-23,3399491873
2016-02-24,3553649275
2016-02-25,3902109236
2016-02-26,4102835019
2016-02-29,4316407253
2016-03-01,4245751777
2016-03-02,4366187248
2016-03-03,4616693026
2016-03-04,4737128496
2016-03-07,4822236228
2016-03-08,4343705960
2016-03-09,4554066581
2016-03-10,4382245310
2016-03-11,4550854969
2016-03-14,4674502051
2016-03-15,4485016912
2016-03-16,4855958160
2016-03-17,4854352354
2016-03-18,4777273653
2016-03-21,4696983339
2016-03-22,4798149134
2016-03-23,4505892393
2016-03-24,4507498199
2016-03-28,4499469168
2016-03-29,4534796906
2016-03-30,4671290439
2016-03-31,4759503018
2016-04-01,4504472716
2016-04-04,4386521201
2016-04-05,4472593928
2016-04-06,4571418170
2016-04-07,4577793928
2016-04-08,4713278776
2016-04-11,4781818170
2016-04-12,5130890896
2016-04-13,5099012108
2016-04-14,5118139381
2016-04-15,5186678775
2016-04-18,5338103017
2016-04-19,5931048470
2016-04-20,6023496954
2016-04-21,6125509075
2016-04-22,6323157560
2016-04-25,5983648470
2016-04-26,6072909075
2016-04-27,6449078771
2016-04-28,6170139378
2016-04-29,6449078771
2016-05-02,6203612105
2016-05-03,6087254530
2016-05-04,6238678772
2016-05-05,6358224226
2016-05-06,6375757560
2016-05-09,6189266651
2016-05-10,6363006044
2016-05-11,6691357559
2016-05-12,6554278771
2016-05-13,6531963620
2016-05-16,6903351498
2016-05-17,6983048467
2016-05-18,6713672710
2016-05-19,6853939377
2016-05-20,7029272709
2016-05-23,6822060589
2016-05-24,6726424225
2016-05-25,7003769679
2016-05-26,6853939377
2016-05-27,6809309074
2016-05-31,6826842407
2016-06-01,6943199982
2016-06-02,6959139376
2016-06-03,6968703013
2016-06-06,7166351497
2016-06-07,7140848467
2016-06-08,6919290891
2016-06-09,6873066649
2016-06-10,6487333317
2016-06-13,6347066650
2016-06-14,6297654529
2016-06-15,6500084832
2016-06-16,6445890893
2016-06-17,6611660589
2016-06-20,6688169680
2016-06-21,6724830286
2016-06-22,6635569680
2016-06-23,6844375740
2016-06-24,6549496953
2016-06-27,6173327257
2016-06-28,6531963620
2016-06-29,6737581801
2016-06-30,7079544399
2016-07-01,7166904700
2016-07-05,6960263987
2016-07-06,7047624289
2016-07-07,6916583837
2016-07-08,7111464509
2016-07-11,7175304729
2016-07-12,7464265724
2016-07-13,7198824810
2016-07-14,7178664740
2016-07-15,7087944428
2016-07-18,7252584995
2016-07-19,6941783924
2016-07-20,7005624144
2016-07-21,6844343588
2016-07-22,6775463351
2016-07-25,6526822494
2016-07-26,6457942256
2016-07-27,6241221509
2016-07-28,6246261527
2016-07-29,6259701573
2016-08-01,6195861353
2016-08-02,6281541648
2016-08-03,6469702297
2016-08-04,6795623420
2016-08-05,6938423912
2016-08-08,7069464364
2016-08-09,7049304294
2016-08-10,6978744051
2016-08-11,7098024462
2016-08-12,7129944572
2016-08-15,7321465232
2016-08-16,7224024897
2016-08-17,7249224983
2016-08-18,7511305887
2016-08-19,7378585429
2016-08-22,7198824810
2016-08-23,7284505105
2016-08-24,7109784503
2016-08-25,7269385053
2016-08-26,7314745209
2016-08-29,7400425504
2016-08-30,7333225273
2016-08-31,7321465232
2016-09-01,7279465088
2016-09-02,7403785516
2016-09-06,7722986616
2016-09-07,7864107102
2016-09-08,8124508000
2016-09-09,7815386935
2016-09-12,7775066796
2016-09-13,7603706205
2016-09-14,7736426662
2016-09-15,7817066940
2016-09-16,7862427097
2016-09-19,8085867867
2016-09-20,7948107392
2016-09-21,8289148567
2016-09-22,8243788411
2016-09-23,7919547294
2016-09-26,7859067085
2016-09-27,7889307189
2016-09-28,8275708521
2016-09-29,8299228602
2016-09-30,8893821883
2016-10-03,8882955882
2016-10-04,8738075868
2016-10-05,8859412880
2016-10-06,8857601880
2016-10-07,8839491878
2016-10-10,9007914895
2016-10-11,8895632884
2016-10-12,8689178863
2016-10-13,8696422864
2016-10-14,8714532866
2016-10-17,8457370840
2016-10-18,8527999847
2016-10-19,8710910865
2016-10-20,8647525859
2016-10-21,8799649874
2016-10-24,8556975850
2016-10-25,8319734826
2016-10-26,8468236841
2016-10-27,8444693839
2016-10-28,8276270822
2016-10-31,7950290790
2016-11-01,7955723790
2016-11-02,8258160820
2016-11-03,8386741833
2016-11-04,8212885816
2016-11-07,8287136823
2016-11-08,8500834844
2016-11-09,8799649874
2016-11-10,8700044864
2016-11-11,8716343866
2016-11-14,8812326875
2016-11-15,9044134898
2016-11-16,9015158896
2016-11-17,9049567899
2016-11-18,9134684907
2016-11-21,9591056953
2016-11-22,9386413932
2016-11-23,9359248930
2016-11-25,9406334934
2016-11-28,8977127892
2016-11-29,8799649874
2016-11-30,9650819959
2016-12-01,9391846933
2016-12-02,9529482947
2016-12-05,9659874960
2016-12-06,9710582965
2016-12-07,9746802968
2016-12-08,9815620975
2016-12-09,9696094963
2016-12-12,9676173961
2016-12-13,9770345971
2016-12-14,9610977955
2016-12-15,9781211972
2016-12-16,9946012988
2016-12-19,9951445989
2016-12-20,10179632011
2016-12-21,10409629034
2016-12-22,10366165030
2016-12-23,10511045044
2016-12-27,10540021047
2016-12-28,10337189027
2016-12-29,10262938020
2016-12-30,10154278009
2017-01-03,11120564000
2017-01-04,11176186000
2017-01-05,11314282000
2017-01-06,11394838000
2017-01-09,11239480000
2017-01-10,10936436000
2017-01-11,11015074000
2017-01-12,10999730000
2017-01-13,11114810000
2017-01-17,11446624000
2017-01-18,11508000000
2017-01-19,11486902000
2017-01-20,11517590000
2017-01-23,11080286000
2017-01-24,11392920000
2017-01-25,11404428000
2017-01-26,11442788000
2017-01-27,11229890000
2017-01-30,10965206000
2017-01-31,11051516000
2017-02-01,11325790000
2017-02-02,11484984000
2017-02-03,11680620000
2017-02-06,11766930000
2017-02-07,11250988000
2017-02-08,11337298000
2017-02-09,11375658000
2017-02-10,11381412000
2017-02-13,11423608000
2017-02-14,11373740000
2017-02-15,11371822000
2017-02-16,11226054000
2017-02-17,11256742000
2017-02-21,11216464000
2017-02-22,10947944000
2017-02-23,10784914000
2017-02-24,10813684000
2017-02-27,10723538000
2017-02-28,10836700000
2017-03-01,10984386000
2017-03-02,10947944000
2017-03-03,11141662000
2017-03-06,11185776000
2017-03-07,11329626000
2017-03-08,10896158000
2017-03-09,10648736000
2017-03-10,10687096000
2017-03-13,10840536000
2017-03-14,10541328000
2017-03-15,10905748000
2017-03-16,10898076000
2017-03-17,10830946000
2017-03-20,10917256000
2017-03-21,10798340000
2017-03-22,10781078000
2017-03-23,10882732000
2017-03-24,10873142000
2017-03-27,10903830000
2017-03-28,10993976000
2017-03-29,11318118000
2017-03-30,11327708000
2017-03-31,12201630000
2017-04-03,12118113000
2017-04-04,12116076000
2017-04-05,11881821000
2017-04-06,12083484000
2017-04-07,12089595000
2017-04-10,12164964000
2017-04-11,12091632000
2017-04-12,11993856000
2017-04-13,11904228000
2017-04-17,11788119000
2017-04-18,11716824000
2017-04-19,11356275000
2017-04-20,11445903000
2017-04-21,11291091000
2017-04-24,11439792000
2017-04-25,11606826000
2017-04-26,11619048000
2017-04-27,11437755000
2017-04-28,11229981000
2017-05-01,11378682000
2017-05-02,11354238000
2017-05-03,11203500000
2017-05-04,9962967000
2017-05-05,10260369000
2017-05-08,10260369000
2017-05-09,10034262000
2017-05-10,10362219000
2017-05-11,10366293000
2017-05-12,10352034000
2017-05-15,10429440000
2017-05-16,10343886000
2017-05-17,10093335000
2017-05-18,10091298000
2017-05-19,10372404000
2017-05-22,10345923000
2017-05-23,10237962000
2017-05-24,10099446000
2017-05-25,9873339000
2017-05-26,9643158000
2017-05-30,9353904000
2017-05-31,9355941000
2017-06-01,9341682000
2017-06-02,9264276000
2017-06-05,9192981000
2017-06-06,9282609000
2017-06-07,8981133000
2017-06-08,9044280000
2017-06-09,9323349000
2017-06-12,9317238000
2017-06-13,9333534000
2017-06-14,8862987000
2017-06-15,8647065000
2017-06-16,8860950000
2017-06-19,8759100000
2017-06-20,8435216999
2017-06-21,8286516000
2017-06-22,8445402000
2017-06-23,8677620000
2017-06-26,8779470000
2017-06-27,8867061000
2017-06-28,9003540000
2017-06-29,8928171000
2017-06-30,9745120000
2017-07-03,9706312000
2017-07-05,9361352000
2017-07-06,9587732000
2017-07-07,9402316000
2017-07-10,9451904000
2017-07-11,9456216000
2017-07-12,9745120000
2017-07-13,9714936000
2017-07-14,9861544000
2017-07-17,9926224000
2017-07-18,9900352000
2017-07-19,10057740000
2017-07-20,10001684000
2017-07-21,9887416000
2017-07-24,9982280000
2017-07-25,10055584000
2017-07-26,9971500000
2017-07-27,10219440000
2017-07-28,10083612000
2017-07-31,10005996000
2017-08-01,9965032000
2017-08-02,9917600000
2017-08-03,9919756000
2017-08-04,9880948000
2017-08-07,9658880000
2017-08-08,9441124000
2017-08-09,9671816000
2017-08-10,9518740000
2017-08-11,9551080000
2017-08-14,9426032000
2017-08-15,9307452000
2017-08-16,9242772000
2017-08-17,9188872000
2017-08-18,9337636000
2017-08-21,9348416000
2017-08-22,9626540000
2017-08-23,9600668000
2017-08-24,9486400000
2017-08-25,9505804000
2017-08-28,9331168000
2017-08-29,9365664000
2017-08-30,9428188000
2017-08-31,9609292000
2017-09-01,9602824000
2017-09-05,9641632000
2017-09-06,9837828000
2017-09-07,9824892000
2017-09-08,9747276000
2017-09-11,9820580000
2017-09-12,10001684000
2017-09-13,10172008000
2017-09-14,10281964000
2017-09-15,10118108000
2017-09-18,10182788000
2017-09-19,10238844000
2017-09-20,10387608000
2017-09-21,10094392000
2017-09-22,10124576000
2017-09-25,10424260000
2017-09-26,10303524000
2017-09-27,10400544000
2017-09-28,10243156000
2017-09-29,10197880000
2017-10-02,10141942000
2017-10-03,10243556000
2017-10-04,10131132000
2017-10-05,10435974000
2017-10-06,10394896000
2017-10-09,10351656000
2017-10-10,10304092000
2017-10-11,10330036000
2017-10-12,10260852000
2017-10-13,10211126000
2017-10-16,9878178000
2017-10-17,9811156000
2017-10-18,9612252000
2017-10-19,9618738000
2017-10-20,9465236000
2017-10-23,9246874000
2017-10-24,9153908000
2017-10-25,8723670000
2017-10-26,8797178000
2017-10-27,9093372000
2017-10-30,9123640000
2017-10-31,8972300000
2017-11-01,9082562000
2017-11-02,9257684000
2017-11-03,9489018000
2017-11-06,9789536000
2017-11-07,9575498000
2017-11-08,9441454000
2017-11-09,9590632000
2017-11-10,9540906000
2017-11-13,9143098000
2017-11-14,8985272000
2017-11-15,9149584000
2017-11-16,9058780000
2017-11-17,9089048000
2017-11-20,9210120000
2017-11-21,9130126000
2017-11-22,9357136000
2017-11-24,9380918000
2017-11-27,9106344000
2017-11-28,8991758000
2017-11-29,9022026000
2017-11-30,9383080000
2017-12-01,9556040000
2017-12-04,9685760000
2017-12-05,9735486000
2017-12-06,9437130000
2017-12-07,9731162000
2017-12-08,9806832000
2017-12-11,9997088000
2017-12-12,10031680000
2017-12-13,10087892000
2017-12-14,10161400000
2017-12-15,10023032000
2017-12-18,10165724000
2017-12-19,9878178000
2017-12-20,9845748000
2017-12-21,9999250000
2017-12-22,10202478000
2017-12-26,10228422000
2017-12-27,10295444000
2017-12-28,10418678000
2017-12-29,10468404000
2018-01-02,10735983000
2018-01-03,10919691000
2018-01-04,11015919000
2018-01-05,10596015000
2018-01-08,10626633000
2018-01-09,10611324000
2018-01-10,10830024000
2018-01-11,11114334000
2018-01-12,11249928000
2018-01-16,11099025000
2018-01-17,11199627000
2018-01-18,11085903000
2018-01-19,11094651000
2018-01-22,11153700000
2018-01-23,11160261000
2018-01-24,11107773000
2018-01-25,10935000000
2018-01-26,10932813000
2018-01-29,10692243000
2018-01-30,10480104000
2018-01-31,10497600000
2018-02-01,10696617000
2018-02-02,10309518000
2018-02-05,10023021000
2018-02-06,10165176000
2018-02-07,10403559000
2018-02-08,9907110000
2018-02-09,9878679000
2018-02-12,10285461000
2018-02-13,10344510000
2018-02-14,10456047000
2018-02-15,10902195000
2018-02-16,10477917000
2018-02-20,10442925000
2018-02-21,10222038000
2018-02-22,10051452000
2018-02-23,10272339000
2018-02-26,10320453000
2018-02-27,10044891000
2018-02-28,9764955000
2018-03-01,9907110000
2018-03-02,9988029000
2018-03-05,10180485000
2018-03-06,10114875000
2018-03-07,9861183000
2018-03-08,9791199000
2018-03-09,9985842000
2018-03-12,10215477000
2018-03-13,10309518000
2018-03-14,10222038000
2018-03-15,10136745000
2018-03-16,10438551000
2018-03-19,10095192000
2018-03-20,10154241000
2018-03-21,10388250000
2018-03-22,10167363000
2018-03-23,10108314000
2018-03-26,10145493000
2018-03-27,9942102000
2018-03-28,9565938000
2018-03-29,9622800000
2018-04-02,9600162000
2018-04-03,9701868000
2018-04-04,9659859000
2018-04-05,9998142000
2018-04-06,9938445000
2018-04-09,9865482000
2018-04-10,10228086000
2018-04-11,10091004000
2018-04-12,9967188000
2018-04-13,9993720000
2018-04-16,10312104000
2018-04-17,10446975000
2018-04-18,10619433000
2018-04-19,10429287000
2018-04-20,10522149000
2018-04-23,10610589000
2018-04-24,10232508000
2018-04-25,10336425000
2018-04-26,10309893000
2018-04-27,10473507000
2018-04-30,10385067000
2018-05-01,10320948000
2018-05-02,10486773000
2018-05-03,10236930000
2018-05-04,10177233000
2018-05-07,10292205000
2018-05-08,10480140000
2018-05-09,10522149000
2018-05-10,10628277000
2018-05-11,10639332000
2018-05-14,10800735000
2018-05-15,10769781000
2018-05-16,10743249000
2018-05-17,10738827000
2018-05-18,10687974000
2018-05-21,10774203000
2018-05-22,10729983000
2018-05-23,10725561000
2018-05-24,10455819000
2018-05-25,10345269000
2018-05-29,10305471000
2018-05-30,10690185000
2018-05-31,10752093000
2018-06-01,10787469000
2018-06-04,10769781000
2018-06-05,10785258000
2018-06-06,10783047000
2018-06-07,10993092000
2018-06-08,10902441000
2018-06-11,11196504000
2018-06-12,10785258000
2018-06-13,10597323000
2018-06-14,10727772000
2018-06-15,10289994000
2018-06-18,10480140000
2018-06-19,10537626000
2018-06-20,10727772000
2018-06-21,10665864000
2018-06-22,10933395000
2018-06-25,10721139000
2018-06-26,10836111000
2018-06-27,10880331000
2018-06-28,11101431000
2018-06-29,10942239000
2018-07-02,10860750000
2018-07-03,10948500000
2018-07-05,10935000000
2018-07-06,11214000000
2018-07-09,11391750000
2018-07-10,11452500000
2018-07-11,11360250000
2018-07-12,11517750000
2018-07-13,11758500000
2018-07-16,11628000000
2018-07-17,11610000000
2018-07-18,11646000000
2018-07-19,11767500000
2018-07-20,11616750000
2018-07-23,11695500000
2018-07-24,11706750000
2018-07-25,11832750000
2018-07-26,11884500000
2018-07-27,11529000000
2018-07-30,11736000000
2018-07-31,11490750000
2018-08-01,11607750000
2018-08-02,11682000000
2018-08-03,11616750000
2018-08-06,11900250000
2018-08-07,11868750000
2018-08-08,11965500000
2018-08-09,11817000000
2018-08-10,12145500000
2018-08-13,11927250000
2018-08-14,12030750000
2018-08-15,11801250000
2018-08-16,11907000000
2018-08-17,12132000000
2018-08-20,12199500000
2018-08-21,12215250000
2018-08-22,12534750000
2018-08-23,12460500000
2018-08-24,12525750000
2018-08-27,12566250000
2018-08-28,12480750000
2018-08-29,12483000000
2018-08-30,12442500000
2018-08-31,12390750000
2018-09-04,12237750000
2018-09-05,12300750000
2018-09-06,12136500000
2018-09-07,12145500000
2018-09-10,12170250000
2018-09-11,12336750000
2018-09-12,12503250000
2018-09-13,12492000000
2018-09-14,12404250000
2018-09-17,12296250000
2018-09-18,12566250000
2018-09-19,12600000000
2018-09-20,12433500000
2018-09-21,12449250000
2018-09-24,12530250000
2018-09-25,12627000000
2018-09-26,12462750000
2018-09-27,12687750000
2018-09-28,12669750000
2018-10-01,13274495000
2018-10-02,13170770000
2018-10-03,13456590000
2018-10-04,13440455000
2018-10-05,13486555000
2018-10-08,13306765000
2018-10-09,13373610000
2018-10-10,13099315000
2018-10-11,12744345000
2018-10-12,12774310000
2018-10-15,12760480000
2018-10-16,13057825000
2018-10-17,13039385000
2018-10-18,13018640000
2018-10-19,13037080000
2018-10-22,12963320000
2018-10-23,12447000000
2018-10-24,11870750000
2018-10-25,12089725000
2018-10-26,11856920000
2018-10-29,11760110000
2018-10-30,11536525000
2018-10-31,11909935000
2018-11-01,12124300000
2018-11-02,11824650000
2018-11-05,11965255000
2018-11-06,11905325000
2018-11-07,12209585000
2018-11-08,12041320000
2018-11-09,11651775000
2018-11-12,11414360000
2018-11-13,11022510000
2018-11-14,10759740000
2018-11-15,10874990000
2018-11-16,10948750000
2018-11-19,10891125000
2018-11-20,10337925000
2018-11-21,10600695000
2018-11-23,10234200000
2018-11-26,10377110000
2018-11-27,10397855000
2018-11-28,10356365000
2018-11-29,10420905000
2018-11-30,10287215000
2018-12-03,10745910000
2018-12-04,10413990000
2018-12-06,10059020000
2018-12-07,10268775000
2018-12-10,9897670000
2018-12-11,9821605000
2018-12-12,10015225000
2018-12-13,10195015000
2018-12-14,9729405000
2018-12-17,9415925000
2018-12-18,9005635000
2018-12-19,9001025000
2018-12-20,8791270000
2018-12-21,8348710000
2018-12-24,7862355000
2018-12-26,8404030000
2018-12-27,8175835000
2018-12-28,8069805000
2018-12-31,8363844000
2019-01-02,8531028000
2019-01-03,8677314000
2019-01-04,9148680000
2019-01-07,9524844000
2019-01-08,9914940000
2019-01-09,10168038000
2019-01-10,9945126000
2019-01-11,9770976000
2019-01-14,9729180000
2019-01-15,9880110000
2019-01-16,9945126000
2019-01-17,9924228000
2019-01-18,10100700000
2019-01-22,9812772000
2019-01-23,9582894000
2019-01-24,9580572000
2019-01-25,9880110000
2019-01-28,9859212000
2019-01-29,10137852000
2019-01-30,10026396000
2019-01-31,9986922000
2019-02-01,10126242000
2019-02-04,10256274000
2019-02-05,10198224000
2019-02-06,10170360000
2019-02-07,9919584000
2019-02-08,9907974000
2019-02-11,9868500000
2019-02-12,10130886000
2019-02-13,10314324000
2019-02-14,10472220000
2019-02-15,10567422000
2019-02-19,11120058000
2019-02-20,10423458000
2019-02-21,9759366000
2019-02-22,9724536000
2019-02-25,9603792000
2019-02-26,9364626000
2019-02-27,9471438000
2019-02-28,9343728000
2019-03-01,9687384000
2019-03-04,9652554000
2019-03-05,9561996000
2019-03-06,9353016000
2019-03-07,9308898000
2019-03-08,9148680000
2019-03-11,9366948000
2019-03-12,9427320000
2019-03-13,9469116000
2019-03-14,9422676000
2019-03-15,9297288000
2019-03-18,9462150000
2019-03-19,9429642000
2019-03-20,9654876000
2019-03-21,9754722000
2019-03-22,9457506000
2019-03-25,9411066000
2019-03-26,9515556000
2019-03-27,9469116000
2019-03-28,9517878000
2019-03-29,9647910000
2019-04-01,9700311073
2019-04-02,9670555518
2019-04-03,9286022186
2019-04-04,9215066630
2019-04-05,9336377741
2019-04-08,9231088853
2019-04-09,9153266631
2019-04-10,8995333298
2019-04-11,9015933298
2019-04-12,9180733297
2019-04-15,9146399964
2019-04-16,9066288853
2019-04-17,9011355520
2019-04-18,9004488853
2019-04-22,9377577741
2019-04-23,9363844408
2019-04-24,9311199963
2019-04-25,9208199964
2019-04-26,9297466630
2019-04-29,9512622185
2019-04-30,9189888853
2019-05-01,9125799964
2019-05-02,9004488853
2019-05-03,9125799964
2019-05-06,9144111075
2019-05-07,9338666630
2019-05-08,9027377742
2019-05-09,8823666632
2019-05-10,9253977741
2019-05-13,9256266630
2019-05-14,9439377741
2019-05-15,9599599962
2019-05-16,9672844406
2019-05-17,9652244406
2019-05-20,9441666630
2019-05-21,9652244406
2019-05-22,9540088851
2019-05-23,9180733297
2019-05-24,9260844408
2019-05-28,9015933298
2019-05-29,8951844409
2019-05-30,8935822187
2019-05-31,8803066632
2019-06-03,9027377742
2019-06-04,9331799963
2019-06-05,9006777742
2019-06-06,8942688854
2019-06-07,8821377743
2019-06-10,8805355521
2019-06-11,8807644410
2019-06-12,8462022189
2019-06-13,8661155521
2019-06-14,8375044411
2019-06-17,8407088856
2019-06-18,8603933299
2019-06-19,8587911077
2019-06-20,8825955521
2019-06-21,8862577743
2019-06-24,8562733300
2019-06-25,8530688855
2019-06-26,8759577743
2019-06-27,8773311077
2019-06-28,8986177742
2019-07-01,9242435270
2019-07-02,9045935271
2019-07-03,9166147035
2019-07-05,9304852917
2019-07-08,9223941153
2019-07-09,9367270564
2019-07-10,9626188210
2019-07-11,9679358798
2019-07-12,9670111740
2019-07-15,9517535269
2019-07-16,9427376446
2019-07-17,9159211741
2019-07-18,9052870565
2019-07-19,9180017623
2019-07-22,9253994094
2019-07-23,9147652917
2019-07-24,9314099976
2019-07-25,9297917623
2019-07-26,9219317623
2019-07-29,9045935271
2019-07-30,8985829388
2019-07-31,8995076447
2019-08-01,8639064683
2019-08-02,8588205860
2019-08-05,8209076449
2019-08-06,8218323508
2019-08-07,7887741156
2019-08-08,8313105861
2019-08-09,8289988214
2019-08-12,8188270567
2019-08-13,8218323508
2019-08-14,7751347039
2019-08-15,7647317627
2019-08-16,7878494097
2019-08-19,8174399979
2019-08-20,8213699979
2019-08-21,8292299978
2019-08-22,8142035273
2019-08-23,7610329392
2019-08-26,7621888215
2019-08-27,7503988216
2019-08-28,7878494097
2019-08-29,8209076449
2019-08-30,8350094096
2019-09-03,8132788214
2019-09-04,8391705860
2019-09-05,8502670566
2019-09-06,8669117625
2019-09-09,9087547035
2019-09-10,9045935271
2019-09-11,9122223506
2019-09-12,9080611741
2019-09-13,9223941153
2019-09-16,10003005856
2019-09-17,9552211740
2019-09-18,9626188210
2019-09-19,9448182328
2019-09-20,9579952916
2019-09-23,9542964681
2019-09-24,9337217623
2019-09-25,9233188211
2019-09-26,9193888211
2019-09-27,9189264682
2019-09-30,9351576000
2019-10-01,9232848000
2019-10-02,9055920000
2019-10-03,9295704000
2019-10-04,9449352000
2019-10-07,9179304000
2019-10-08,8818464000
2019-10-09,8878992000
2019-10-10,9011688000
2019-10-11,9186288000
2019-10-14,8951160000
2019-10-15,9046608000
2019-10-16,9062904000
2019-10-17,9074544000
2019-10-18,9165336000
2019-10-21,9167664000
2019-10-22,9332952000
2019-10-23,9442368000
2019-10-24,9484272000
2019-10-25,9514536000
2019-10-28,9556440000
2019-10-29,9563424000
2019-10-30,9365544000
2019-10-31,9051264000
2019-11-01,9337608000
2019-11-04,9533160000
2019-11-05,9454008000
2019-11-06,9188616000
2019-11-07,9270096000
2019-11-08,9288720000
2019-11-11,9125760000
2019-11-12,9034968000
2019-11-13,8923224000
2019-11-14,8853384000
2019-11-15,9139728000
2019-11-18,9086184000
2019-11-19,8639208000
2019-11-20,8878992000
2019-11-21,8960472000
2019-11-22,8736984000
2019-11-25,8834760000
2019-11-26,8660160000
2019-11-27,8590320000
2019-11-29,8504184000
2019-12-02,8504184000
2019-12-03,8366831999
2019-12-04,8234135999
2019-12-05,8199216000
2019-12-06,8341224000
2019-12-09,8471592000
2019-12-10,8632224000
2019-12-11,8581008000
2019-12-12,8650848000
2019-12-13,8639208000
2019-12-16,8732328000
2019-12-17,8846400000
2019-12-18,9002376000
2019-12-19,9118776000
2019-12-20,9246816000
2019-12-23,9377184000
2019-12-24,9384168000
2019-12-26,9474960000
2019-12-27,9454008000
2019-12-30,9358560000
2019-12-31,9507480388
2020-01-02,9456252230
2020-01-03,9605279598
2020-01-06,9747321309
2020-01-07,9772935388
2020-01-08,9218739862
2020-01-09,9398038414
2020-01-10,9232711177
2020-01-13,9351467362
2020-01-14,9521451704
2020-01-15,9507480388
2020-01-16,9607608151
2020-01-17,9612265256
2020-01-21,9365438677
2020-01-22,9162854599
2020-01-23,9167511704
2020-01-24,9006841572
2020-01-27,8743715125
2020-01-28,8909042362
2020-01-29,8860142757
2020-01-30,8620301836
2020-01-31,8499217099
2020-02-03,8513188415
2020-02-04,8750700783
2020-02-05,8929999336
2020-02-06,8827543020
2020-02-07,8680844204
2020-02-10,8233762099
2020-02-11,8436346178
2020-02-12,8587702099
2020-02-13,8501545652
2020-02-14,8590030652
2020-02-18,8583044994
2020-02-19,8604001967
2020-02-20,9186140125
2020-02-21,9113954993
2020-02-24,8792614730
2020-02-25,8305947231
2020-02-26,8089391836
2020-02-27,7514239337
2020-02-28,7544510521
2020-03-02,7896121968
2020-03-03,7700523547
2020-03-04,7907764731
2020-03-05,7567796047
2020-03-06,6487347627
2020-03-09,3055061050
2020-03-10,3294901971
