,PFG
2011-01-26,10638243000
2011-01-27,10808532000
2011-01-28,10458315000
2011-01-31,10529001000
2011-02-01,11020590000
2011-02-02,10885644000
2011-02-03,10686438000
2011-02-04,10782828000
2011-02-07,10827810000
2011-02-08,10358712000
2011-02-09,10442250000
2011-02-10,10410120000
2011-02-11,10451889000
2011-02-14,10307304000
2011-02-15,10448676000
2011-02-16,10789254000
2011-02-17,10969182000
2011-02-18,11145897000
2011-02-22,10779615000
2011-02-23,10647882000
2011-02-24,10724994000
2011-02-25,10904922000
2011-02-28,11007738000
2011-03-01,10763550000
2011-03-02,10635030000
2011-03-03,10818171000
2011-03-04,10599687000
2011-03-07,10500084000
2011-03-08,10782828000
2011-03-09,10773189000
2011-03-10,10326582000
2011-03-11,10387629000
2011-03-14,10384416000
2011-03-15,10011708000
2011-03-16,9870336000
2011-03-17,10092033000
2011-03-18,10201275000
2011-03-21,10297665000
2011-03-22,10191636000
2011-03-23,10120950000
2011-03-24,10223766000
2011-03-25,10236618000
2011-03-28,10178784000
2011-03-29,10185210000
2011-03-30,10214127000
2011-03-31,10275200000
2011-04-01,10153600000
2011-04-04,10236800000
2011-04-05,10140800000
2011-04-06,10262400000
2011-04-07,10185600000
2011-04-08,10150400000
2011-04-11,10208000000
2011-04-12,10067200000
2011-04-13,10000000000
2011-04-14,9897600000
2011-04-15,10048000000
2011-04-18,9782400000
2011-04-19,9862400000
2011-04-20,10092800000
2011-04-21,10179200000
2011-04-25,10188800000
2011-04-26,10233600000
2011-04-27,10486400000
2011-04-28,10643200000
2011-04-29,10800000000
2011-05-02,10739200000
2011-05-03,10185600000
2011-05-04,10038400000
2011-05-05,9977600000
2011-05-06,10051200000
2011-05-09,10115200000
2011-05-10,10265600000
2011-05-11,10134400000
2011-05-12,10233600000
2011-05-13,9926400000
2011-05-16,9897600000
2011-05-17,9996800000
2011-05-18,10160000000
2011-05-19,10179200000
2011-05-20,10105600000
2011-05-23,9980800000
2011-05-24,9897600000
2011-05-25,9904000000
2011-05-26,9897600000
2011-05-27,9910400000
2011-05-31,10006400000
2011-06-01,9606400000
2011-06-02,9731200000
2011-06-03,9561600000
2011-06-06,9363200000
2011-06-07,9379200000
2011-06-08,9235200000
2011-06-09,9212800000
2011-06-10,9052800000
2011-06-13,9110400000
2011-06-14,9347200000
2011-06-15,9001600000
2011-06-16,9136000000
2011-06-17,9312000000
2011-06-20,9392000000
2011-06-21,9632000000
2011-06-22,9484800000
2011-06-23,9430400000
2011-06-24,9283200000
2011-06-27,9408000000
2011-06-28,9452800000
2011-06-29,9686400000
2011-06-30,9487998000
2011-07-01,9628353000
2011-07-05,9419380000
2011-07-06,9344524000
2011-07-07,9625234000
2011-07-08,9403785000
2011-07-11,9004553000
2011-07-12,8988958000
2011-07-13,9023267000
2011-07-14,8879793000
2011-07-15,8861079000
2011-07-18,8620916000
2011-07-19,8817413000
2011-07-20,8901626000
2011-07-21,9129313000
2011-07-22,9041981000
2011-07-25,8945292000
2011-07-26,8851722000
2011-07-27,8555417000
2011-07-28,8599083000
2011-07-29,8617797000
2011-08-01,8552298000
2011-08-02,8558536000
2011-08-03,8730081000
2011-08-04,8168661000
2011-08-05,7900426999
2011-08-08,6995917000
2011-08-09,7538623000
2011-08-10,6911704000
2011-08-11,7513671000
2011-08-12,7323412000
2011-08-15,7516790000
2011-08-16,7370197000
2011-08-17,7420101000
2011-08-18,6961608000
2011-08-19,6746397000
2011-08-22,6883633000
2011-08-23,7301579000
2011-08-24,7470005000
2011-08-25,7357721000
2011-08-26,7382673000
2011-08-29,7859880000
2011-08-30,7791262000
2011-08-31,7909784000
2011-09-01,7719525000
2011-09-02,7251675000
2011-09-06,7061416000
2011-09-07,7650907000
2011-09-08,7401387000
2011-09-09,7179938000
2011-09-12,7304698000
2011-09-13,7423220000
2011-09-14,7769429000
2011-09-15,8015830000
2011-09-16,7950330999
2011-09-19,7650907000
2011-09-20,7644669000
2011-09-21,7257913000
2011-09-22,7070773000
2011-09-23,7139391000
2011-09-26,7445053000
2011-09-27,7470005000
2011-09-28,7176819000
2011-09-29,7460648000
2011-09-30,6821403000
2011-10-03,6385098000
2011-10-04,6664935000
2011-10-05,6896628000
2011-10-06,7137348000
2011-10-07,6821403000
2011-10-10,7260717000
2011-10-11,7320896999
2011-10-12,7498428000
2011-10-13,7369041000
2011-10-14,7567635000
2011-10-17,7191510000
2011-10-18,7630824000
2011-10-19,7399131000
2011-10-20,7543563000
2011-10-21,7811364000
2011-10-24,8015976000
2011-10-25,7579671000
2011-10-26,7934733000
2011-10-27,8566623000
2011-10-28,8118282000
2011-10-31,7757202000
2011-11-01,7287798000
2011-11-02,7438248000
2011-11-03,7666932000
2011-11-04,7519491000
2011-11-07,7522500000
2011-11-08,7567635000
2011-11-09,6998934000
2011-11-10,7125312000
2011-11-11,7227618000
2011-11-14,7230627000
2011-11-15,7266735000
2011-11-16,7077168000
2011-11-17,6881583000
2011-11-18,7146375000
2011-11-21,6914682000
2011-11-22,6830430000
2011-11-23,6520503000
2011-11-25,6448287000
2011-11-28,6707061000
2011-11-29,6728124000
2011-11-30,7260717000
2011-12-01,7293816000
2011-12-02,7311870000
2011-12-05,7567635000
2011-12-06,7663923000
2011-12-07,7681977000
2011-12-08,7236645000
2011-12-09,7381077000
2011-12-12,7146375000
2011-12-13,7019996999
2011-12-14,7059114000
2011-12-15,7059114000
2011-12-16,7083186000
2011-12-19,6899637000
2011-12-20,7290807000
2011-12-21,7390104000
2011-12-22,7471346999
2011-12-23,7507455000
2011-12-27,7426212000
2011-12-28,7290807000
2011-12-29,7444266000
2011-12-30,7402140000
2012-01-03,7600734000
2012-01-04,7501437000
2012-01-05,7498428000
2012-01-06,7363023000
2012-01-09,7465329000
2012-01-10,7814373000
2012-01-11,7841454000
2012-01-12,7901634000
2012-01-13,7853490000
2012-01-17,7940751000
2012-01-18,8049075000
2012-01-19,8121291000
2012-01-20,8145363000
2012-01-23,8214570000
2012-01-24,8235633000
2012-01-25,8211561000
2012-01-26,8181471000
2012-01-27,8286786000
2012-01-30,8217579000
2012-01-31,8217579000
2012-02-01,8398119000
2012-02-02,8265723000
2012-02-03,8274750000
2012-02-06,8109255000
2012-02-07,8085183000
2012-02-08,8043057000
2012-02-09,8106246000
2012-02-10,7886589000
2012-02-13,7952787000
2012-02-14,7949778000
2012-02-15,7973850000
2012-02-16,8220588000
2012-02-17,8244660000
2012-02-21,8271741000
2012-02-22,8127309000
2012-02-23,8392101000
2012-02-24,8380065000
2012-02-27,8262714000
2012-02-28,8292804000
2012-02-29,8322894000
2012-03-01,8422191000
2012-03-02,8298821999
2012-03-05,8283777000
2012-03-06,7955796000
2012-03-07,8043057000
2012-03-08,7997921999
2012-03-09,8166426000
2012-03-12,8190498000
2012-03-13,8470335000
2012-03-14,8590695000
2012-03-15,8918676000
2012-03-16,8777253000
2012-03-19,8756190000
2012-03-20,8686983000
2012-03-21,8711055000
2012-03-22,8693001000
2012-03-23,8762208000
2012-03-26,8930712000
2012-03-27,8864514000
2012-03-28,8867523000
2012-03-29,8729109000
2012-03-30,8879559000
2012-04-02,9035867000
2012-04-03,8809442000
2012-04-04,8770195000
2012-04-05,8845670000
2012-04-09,8522637000
2012-04-10,8247908000
2012-04-11,8269041000
2012-04-12,8601131000
2012-04-13,8365649000
2012-04-16,8404896000
2012-04-17,8573960000
2012-04-18,8531694000
2012-04-19,8531694000
2012-04-20,8501504000
2012-04-23,8380744000
2012-04-24,8531694000
2012-04-25,8670568000
2012-04-26,8812461000
2012-04-27,8359611000
2012-04-30,8353573000
2012-05-01,8383763000
2012-05-02,8278098000
2012-05-03,8069787000
2012-05-04,7876571000
2012-05-07,7867514000
2012-05-08,7795058000
2012-05-09,7671279000
2012-05-10,7746754000
2012-05-11,7613918000
2012-05-14,7420701999
2012-05-15,7336170000
2012-05-16,7236543000
2012-05-17,7094650000
2012-05-18,7085593000
2012-05-21,7281828000
2012-05-22,7324094000
2012-05-23,7266733000
2012-05-24,7369379000
2012-05-25,7378436000
2012-05-29,7580709000
2012-05-30,7423721000
2012-05-31,7414664000
2012-06-01,7034270000
2012-06-04,7013137000
2012-06-05,7112764000
2012-06-06,7336170000
2012-06-07,7408626000
2012-06-08,7490139000
2012-06-11,7426740000
2012-06-12,7604861000
2012-06-13,7517310000
2012-06-14,7644108000
2012-06-15,7668260000
2012-06-18,7586747000
2012-06-19,7668260000
2012-06-20,7589766000
2012-06-21,7420701999
2012-06-22,7502215000
2012-06-25,7402588000
2012-06-26,7465987000
2012-06-27,7638070000
2012-06-28,7671279000
2012-06-29,7918837000
2012-07-02,7770285710
2012-07-03,7912914281
2012-07-05,7776228567
2012-07-06,7737599996
2012-07-09,7710857139
2012-07-10,7541485710
2012-07-11,7669257139
2012-07-12,7544457139
2012-07-13,7758399996
2012-07-16,7704914282
2012-07-17,7770285710
2012-07-18,7731657139
2012-07-19,7767314281
2012-07-20,7600914282
2012-07-23,7523657139
2012-07-24,7461257139
2012-07-25,7449371424
2012-07-26,7615771424
2012-07-27,7422628567
2012-07-30,7479085710
2012-07-31,7603885710
2012-08-01,7517714282
2012-08-02,7431542853
2012-08-03,7758399996
2012-08-06,7734628567
2012-08-07,7817828567
2012-08-08,7764342853
2012-08-09,7761371424
2012-08-10,7794057139
2012-08-13,7844571424
2012-08-14,7835657139
2012-08-15,7817828567
2012-08-16,7936685710
2012-08-17,7889142853
2012-08-20,7847542853
2012-08-21,7957485710
2012-08-22,8091199996
2012-08-23,8037714281
2012-08-24,8103085710
2012-08-27,8082285710
2012-08-28,8085257138
2012-08-29,8195199996
2012-08-30,8123885710
2012-08-31,8153599996
2012-09-04,8123885710
2012-09-05,8180342853
2012-09-06,8328914281
2012-09-07,8412114281
2012-09-10,8224914281
2012-09-11,8322971424
2012-09-12,8343771424
2012-09-13,8525028567
2012-09-14,8664685710
2012-09-17,8566628567
2012-09-18,8471542853
2012-09-19,8453714281
2012-09-20,8412114281
2012-09-21,8296228567
2012-09-24,8198171424
2012-09-25,7963428567
2012-09-26,7960457139
2012-09-27,8005028567
2012-09-28,8005028567
2012-10-01,7997370000
2012-10-02,8068722000
2012-10-03,8065749000
2012-10-04,8270886000
2012-10-05,8253048000
2012-10-08,8256021000
2012-10-09,8089533000
2012-10-10,8053857000
2012-10-11,8137101000
2012-10-12,8003316000
2012-10-15,8065749000
2012-10-16,8300616000
2012-10-17,8455212000
2012-10-18,8499807000
2012-10-19,8371968000
2012-10-22,8449266000
2012-10-23,8300616000
2012-10-24,8315481000
2012-10-25,8410617000
2012-10-26,8235210000
2012-10-31,8187642000
2012-11-01,8410617000
2012-11-02,8374941000
2012-11-05,8374941000
2012-11-06,8413590000
2012-11-07,8024127000
2012-11-08,7878450000
2012-11-09,7908180000
2012-11-12,7917099000
2012-11-13,7878450000
2012-11-14,7780341000
2012-11-15,7798179000
2012-11-16,7824936000
2012-11-19,7937910000
2012-11-20,7952775000
2012-11-21,7955748000
2012-11-23,8125208999
2012-11-26,8202507000
2012-11-27,8122236000
2012-11-28,7967640000
2012-11-29,8003316000
2012-11-30,8071695000
2012-12-03,8131155000
2012-12-04,8226291000
2012-12-05,8288724000
2012-12-06,8232237000
2012-12-07,8223318000
2012-12-10,8244129000
2012-12-11,8241156000
2012-12-12,8324400000
2012-12-13,8211426000
2012-12-14,8178723000
2012-12-17,8279805000
2012-12-18,8532510000
2012-12-19,8363049000
2012-12-20,8449266000
2012-12-21,8339265000
2012-12-24,8351157000
2012-12-26,8363049000
2012-12-27,8357103000
2012-12-28,8348183999
2012-12-31,8387737190
2013-01-02,8555374294
2013-01-03,8490672254
2013-01-04,8625958338
2013-01-07,8549492290
2013-01-08,8587725314
2013-01-09,8637722345
2013-01-10,8725952399
2013-01-11,8587725314
2013-01-14,8578902308
2013-01-15,8573020305
2013-01-16,8540669285
2013-01-17,8678896370
2013-01-18,8678896370
2013-01-22,8911235514
2013-01-23,8928881525
2013-01-24,8987701561
2013-01-25,9052403601
2013-01-28,9055344603
2013-01-29,9087695623
2013-01-30,9037698592
2013-01-31,9120046643
2013-02-01,8975937554
2013-02-04,8920058520
2013-02-05,9043580596
2013-02-06,9005347572
2013-02-07,8975937554
2013-02-08,9087695623
2013-02-11,9134751652
2013-02-12,9170043674
2013-02-13,9252391725
2013-02-14,9299447754
2013-02-15,9320034767
2013-02-19,9493553874
2013-02-20,9293565751
2013-02-21,9090636625
2013-02-22,9296506753
2013-02-25,9028875587
2013-02-26,9070049612
2013-02-27,9305329758
2013-02-28,9296506753
2013-03-01,9278860742
2013-03-04,9378854803
2013-03-05,9534727900
2013-03-06,9581783929
2013-03-07,9602370942
2013-03-08,9828828082
2013-03-11,9964114166
2013-03-12,9946468155
2013-03-13,10043521215
2013-03-14,10111164257
2013-03-15,10025875204
2013-03-18,9896471124
2013-03-19,9849415095
2013-03-20,9896471124
2013-03-21,9808241069
2013-03-22,9861179102
2013-03-25,9805300067
2013-03-26,9931763146
2013-03-27,9878825113
2013-03-28,10008229193
2013-04-01,9970896000
2013-04-02,10056852000
2013-04-03,9881976000
2013-04-04,9976823999
2013-04-05,9920508000
2013-04-08,9973860000
2013-04-09,10104276000
2013-04-10,10317684000
2013-04-11,10507380000
2013-04-12,10507380000
2013-04-15,10184304000
2013-04-16,10350288000
2013-04-17,10122060000
2013-04-18,9953112000
2013-04-19,10178376000
2013-04-22,10228764000
2013-04-23,10451064000
2013-04-24,10551840000
2013-04-25,10605192000
2013-04-26,10593336000
2013-04-29,10617048000
2013-04-30,10700040000
2013-05-01,10557768000
2013-05-02,10667436000
2013-05-03,10883808000
2013-05-06,10963836000
2013-05-07,11043864000
2013-05-08,11052756000
2013-05-09,10934196000
2013-05-10,10981620000
2013-05-13,11011260000
2013-05-14,11224668000
2013-05-15,11292840000
2013-05-16,11156496000
2013-05-17,11304696000
2013-05-20,11275056000
2013-05-21,11304696000
2013-05-22,11138712000
2013-05-23,11043864000
2013-05-24,11032008000
2013-05-28,11266164000
2013-05-29,11307660000
2013-05-30,11414364000
2013-05-31,11218740000
2013-06-03,11174280000
2013-06-04,11156496000
2013-06-05,11040900000
2013-06-06,11203920000
2013-06-07,11435112000
2013-06-10,11476608000
2013-06-11,11266164000
2013-06-12,11272092000
2013-06-13,11461788000
2013-06-14,11275056000
2013-06-17,11485500000
2013-06-18,11524032000
2013-06-19,11322480000
2013-06-20,11034972000
2013-06-21,10907520000
2013-06-24,10705968000
2013-06-25,10963836000
2013-06-26,11103144000
2013-06-27,11254308000
2013-06-28,11100180000
2013-07-01,11293052000
2013-07-02,11134794000
2013-07-03,11039242000
2013-07-05,11319925999
2013-07-08,11442352000
2013-07-09,11543875999
2013-07-10,11469225999
2013-07-11,11600610000
2013-07-12,11615540000
2013-07-15,11570750000
2013-07-16,11582694000
2013-07-17,11782756000
2013-07-18,11893238000
2013-07-19,11848448000
2013-07-22,12161978000
2013-07-23,12066425999
2013-07-24,11970874000
2013-07-25,12081356000
2013-07-26,12836814000
2013-07-29,12696472000
2013-07-30,12735290000
2013-07-31,12947296000
2013-08-01,13392210000
2013-08-02,13248882000
2013-08-05,13087638000
2013-08-06,12962225999
2013-08-07,12854730000
2013-08-08,12872646000
2013-08-09,12806954000
2013-08-12,12708416000
2013-08-13,12824870000
2013-08-14,12789038000
2013-08-15,12532242000
2013-08-16,12684528000
2013-08-19,12508354000
2013-08-20,12624808000
2013-08-21,12544186000
2013-08-22,12675570000
2013-08-23,12633766000
2013-08-26,12583004000
2013-08-27,12123160000
2013-08-28,12179894000
2013-08-29,12290375999
2013-08-30,12218712000
2013-09-03,12356068000
2013-09-04,12493424000
2013-09-05,12565088000
2013-09-06,12553144000
2013-09-09,12744248000
2013-09-10,13063750000
2013-09-11,13087638000
2013-09-12,12971184000
2013-09-13,12866674000
2013-09-16,13090624000
2013-09-17,13108540000
2013-09-18,13129442000
2013-09-19,12899520000
2013-09-20,12911464000
2013-09-23,12824870000
2013-09-24,12863688000
2013-09-25,12923408000
2013-09-26,12986114000
2013-09-27,12896534000
2013-09-30,12816026000
2013-10-01,12872893000
2013-10-02,12875886000
2013-10-03,12753173000
2013-10-04,12992612999
2013-10-07,12720250000
2013-10-08,12483803000
2013-10-09,12582572000
2013-10-10,12965676000
2013-10-11,13151242000
2013-10-14,13205116000
2013-10-15,13142262999
2013-10-16,13447549000
2013-10-17,13654066000
2013-10-18,13875548000
2013-10-21,13860583000
2013-10-22,13947380000
2013-10-23,13839632000
2013-10-24,13992275000
2013-10-25,14022205000
2013-10-28,14091044000
2013-10-29,14342456000
2013-10-30,14231715000
2013-10-31,14204778000
2013-11-01,14210764000
2013-11-04,14309533000
2013-11-05,14207771000
2013-11-06,14351435000
2013-11-07,14055128000
2013-11-08,14498092000
2013-11-11,14417281000
2013-11-12,14321505000
2013-11-13,14450204000
2013-11-14,14647742000
2013-11-15,14722567000
2013-11-18,14743518000
2013-11-19,14710595000
2013-11-20,14668693000
2013-11-21,14872217000
2013-11-22,15012887999
2013-11-25,14985951000
2013-11-26,15141587000
2013-11-27,15150566000
2013-11-29,15153559000
2013-12-02,15051797000
2013-12-03,14875210000
2013-12-04,14809364000
2013-12-05,14716581000
2013-12-06,14803378000
2013-12-09,14782427000
2013-12-10,14731546000
2013-12-11,14495099000
2013-12-12,14462176000
2013-12-13,14390344000
2013-12-16,14396330000
2013-12-17,14249673000
2013-12-18,14507071000
2013-12-19,14426260000
2013-12-20,14590875000
2013-12-23,14734539000
2013-12-24,14785420000
2013-12-26,14833308000
2013-12-27,14779434000
2013-12-30,14713587999
2013-12-31,14741094716
2014-01-02,14534821032
2014-01-03,14636463137
2014-01-06,14651410505
2014-01-07,14660378926
2014-01-08,14687284189
2014-01-09,14884589452
2014-01-10,14815831558
2014-01-13,14265768400
2014-01-14,14454105242
2014-01-15,14415242084
2014-01-16,14331536821
2014-01-17,14182063137
2014-01-21,14149178927
2014-01-22,14119284190
2014-01-23,13655915770
2014-01-24,13144715770
2014-01-27,13087915771
2014-01-28,13243368402
2014-01-29,12965347350
2014-01-30,13243368402
2014-01-31,13025136823
2014-02-03,12469094719
2014-02-04,12633515771
2014-02-05,12669389455
2014-02-06,12777010508
2014-02-07,13001221034
2014-02-10,12869684192
2014-02-11,13072968402
2014-02-12,13141726297
2014-02-13,13291199981
2014-02-14,13315115770
2014-02-18,13389852612
2014-02-19,13213473665
2014-02-20,13180589455
2014-02-21,13297178928
2014-02-24,13416757875
2014-02-25,13267284191
2014-02-26,13273263139
2014-02-27,13350989454
2014-02-28,13557263138
2014-03-03,13392842086
2014-03-04,13862189454
2014-03-05,13883115769
2014-03-06,13957852611
2014-03-07,14134231559
2014-03-10,14107326295
2014-03-11,13966821032
2014-03-12,13892084190
2014-03-13,13691789454
2014-03-14,13563242086
2014-03-17,13658905243
2014-03-18,13790442085
2014-03-19,13748589454
2014-03-20,13760547349
2014-03-21,13877136822
2014-03-24,14029599980
2014-03-25,13936926296
2014-03-26,13951873664
2014-03-27,13539326296
2014-03-28,13694778928
2014-03-31,13689838792
2014-04-01,13951788306
2014-04-02,14121460150
2014-04-03,14067879568
2014-04-04,13892254326
2014-04-07,13543980541
2014-04-08,13475516463
2014-04-09,13686862093
2014-04-10,13189753357
2014-04-11,12883153358
2014-04-14,13112359183
2014-04-15,13165939765
2014-04-16,13362401900
2014-04-17,13454679570
2014-04-21,13395145590
2014-04-22,13487423259
2014-04-23,13442772774
2014-04-24,13332634910
2014-04-25,13779139763
2014-04-28,13731512579
2014-04-29,13859510637
2014-04-30,13942858209
2014-05-01,13841650443
2014-05-02,13886300928
2014-05-05,13782116462
2014-05-06,13570770832
2014-05-07,13805930054
2014-05-08,13924998015
2014-05-09,13865464035
2014-05-12,14207784422
2014-05-13,14124436849
2014-05-14,13856533938
2014-05-15,13469563065
2014-05-16,13543980541
2014-05-19,13627328113
2014-05-20,13514213550
2014-05-21,13728535880
2014-05-22,13814860151
2014-05-23,13829743646
2014-05-27,13930951413
2014-05-28,13880347530
2014-05-29,13880347530
2014-05-30,13922021316
2014-06-02,14073832966
2014-06-03,14085739762
2014-06-04,14344712577
2014-06-05,14341735878
2014-06-06,14550104809
2014-06-09,14695963061
2014-06-10,14737636848
2014-06-11,14535221314
2014-06-12,14490570829
2014-06-13,14511407722
2014-06-16,14508431023
2014-06-17,14675126168
2014-06-18,14847774711
2014-06-19,14871588303
2014-06-20,14993632963
2014-06-23,14978749468
2014-06-24,14886471799
2014-06-25,14969819371
2014-06-26,14993632963
2014-06-27,14963865973
2014-06-30,15053136000
2014-07-01,15199254000
2014-07-02,15166452000
2014-07-03,15369228000
2014-07-07,15342390000
2014-07-08,15327480000
2014-07-09,15360282000
2014-07-10,15273804000
2014-07-11,15342390000
2014-07-14,15399048000
2014-07-15,15428868000
2014-07-16,15461670000
2014-07-17,15235038000
2014-07-18,15467634000
2014-07-21,15390102000
2014-07-22,15470616000
2014-07-23,15419922000
2014-07-24,15440796000
2014-07-25,15443778000
2014-07-28,15378174000
2014-07-29,15196272000
2014-07-30,15270822000
2014-07-31,14814576000
2014-08-01,14662494000
2014-08-04,14784756000
2014-08-05,14725116000
2014-08-06,14969640000
2014-08-07,14760900000
2014-08-08,14969640000
2014-08-11,15053136000
2014-08-12,15151542000
2014-08-13,15243984000
2014-08-14,15327480000
2014-08-15,15229074000
2014-08-18,15506400000
2014-08-19,15577968000
2014-08-20,15679356000
2014-08-21,15944754000
2014-08-22,15780744000
2014-08-25,15935808000
2014-08-26,16123674000
2014-08-27,16210152000
2014-08-28,16081926000
2014-08-29,16189278000
2014-09-02,16266810000
2014-09-03,16287684000
2014-09-04,16156476000
2014-09-05,16213134000
2014-09-08,16165422000
2014-09-09,15956682000
2014-09-10,16061052000
2014-09-11,16090872000
2014-09-12,16114728000
2014-09-15,15971592000
2014-09-16,16019304000
2014-09-17,16064034000
2014-09-18,16284702000
2014-09-19,16234008000
2014-09-22,16093854000
2014-09-23,15959664000
2014-09-24,16189278000
2014-09-25,15819510000
2014-09-26,15923880000
2014-09-29,15804600000
2014-09-30,15651801000
2014-10-01,15120827000
2014-10-02,15153640000
2014-10-03,15359467000
2014-10-06,15350518000
2014-10-07,15016422000
2014-10-08,15362450000
2014-10-09,14929915000
2014-10-10,14718122000
2014-10-13,14464567000
2014-10-14,14554057000
2014-10-15,14282604000
2014-10-16,14357179000
2014-10-17,14724088000
2014-10-20,14667411000
2014-10-21,15102929000
2014-10-22,14867272000
2014-10-23,15093980000
2014-10-24,15019405000
2014-10-27,15022388000
2014-10-28,15269977000
2014-10-29,15323671000
2014-10-30,15431059000
2014-10-31,15621971000
2014-11-03,15511600000
2014-11-04,15583192000
2014-11-05,15759189000
2014-11-06,15630920000
2014-11-07,15756206000
2014-11-10,15887458000
2014-11-11,15929220000
2014-11-12,15923254000
2014-11-13,15884475000
2014-11-14,15768138000
2014-11-17,15759189000
2014-11-18,15833764000
2014-11-19,15792002000
2014-11-20,15821832000
2014-11-21,15941152000
2014-11-24,16084336000
2014-11-25,16132064000
2014-11-26,16161894000
2014-11-28,15890441000
2014-12-01,15708477999
2014-12-02,15836747000
2014-12-03,15899390000
2014-12-04,15705495000
2014-12-05,15950101000
2014-12-08,16012744000
2014-12-09,15842713000
2014-12-10,15639869000
2014-12-11,15899390000
2014-12-12,15090997000
2014-12-15,14831476000
2014-12-16,14616700000
2014-12-17,14968694000
2014-12-18,15589158000
2014-12-19,15723393000
2014-12-22,15753223000
2014-12-23,15905356000
2014-12-24,15830781000
2014-12-26,15827798000
2014-12-29,15839730000
2014-12-30,15771121000
2014-12-31,15477372635
2015-01-02,15438634505
2015-01-05,14932058967
2015-01-06,14720489183
2015-01-07,14973776952
2015-01-08,15414795657
2015-01-09,15224084865
2015-01-12,14967817240
2015-01-13,14744328032
2015-01-14,14383765442
2015-01-15,14142397098
2015-01-16,14312248896
2015-01-20,14204974076
2015-01-21,14291389903
2015-01-22,14696650334
2015-01-23,14529778392
2015-01-26,14699630190
2015-01-27,14541697816
2015-01-28,14285430191
2015-01-29,14327148176
2015-01-30,13984464724
2015-02-02,14288410047
2015-02-03,14574476234
2015-02-04,14437402852
2015-02-05,14580435946
2015-02-06,14794985586
2015-02-09,14690690622
2015-02-10,14815844578
2015-02-11,14926099254
2015-02-12,15227064722
2015-02-13,15376057527
2015-02-17,15432674793
2015-02-18,15304540980
2015-02-19,15376057527
2015-02-20,15528030189
2015-02-23,15295601412
2015-02-24,15471412923
2015-02-25,15468433067
2015-02-26,15396916520
2015-02-27,15247923714
2015-03-02,15632325153
2015-03-03,15441614362
2015-03-04,15042313643
2015-03-05,15110850333
2015-03-06,15048273355
2015-03-09,15098930909
2015-03-10,14711549615
2015-03-11,14827764003
2015-03-12,15209185585
2015-03-13,15039333787
2015-03-16,15435654649
2015-03-17,15224084865
2015-03-18,15247923714
2015-03-19,15095951053
2015-03-20,15453533786
2015-03-23,15471412923
2015-03-24,15358178390
2015-03-25,15152568319
2015-03-26,15140648894
2015-03-27,15045293499
2015-03-30,15283681988
2015-03-31,15290502418
2015-04-01,15186323406
2015-04-02,15302408591
2015-04-06,15296455504
2015-04-07,15266690072
2015-04-08,15430399948
2015-04-09,15466118467
2015-04-10,14966059209
2015-04-13,15120839456
2015-04-14,15183346863
2015-04-15,15388728344
2015-04-16,15433376492
2015-04-17,15111909826
2015-04-20,15123815999
2015-04-21,15180370320
2015-04-22,15397657973
2015-04-23,15272643159
2015-04-24,15364915998
2015-04-27,15323244393
2015-04-28,15510766615
2015-04-29,15463141924
2015-04-30,15216088838
2015-05-01,15376822171
2015-05-04,15543508590
2015-05-05,15347056739
2015-05-06,15260736986
2015-05-07,15370869084
2015-05-08,15594109824
2015-05-11,15576250565
2015-05-12,15385751800
2015-05-13,15373845628
2015-05-14,15475048096
2015-05-15,15272643159
2015-05-18,15537555504
2015-05-19,15626851800
2015-05-20,15728054268
2015-05-21,15739960441
2015-05-22,15653640688
2015-05-26,15364915998
2015-05-27,15472071553
2015-05-28,15576250565
2015-05-29,15385751800
2015-06-01,15379798714
2015-06-02,15588156738
2015-06-03,15823303651
2015-06-04,15412540689
2015-06-05,15442306121
2015-06-08,15373845628
2015-06-09,15379798714
2015-06-10,15668523404
2015-06-11,15734007355
2015-06-12,15665546861
2015-06-15,15492907356
2015-06-16,15558391306
2015-06-17,15516719701
2015-06-18,15739960441
2015-06-19,15626851800
2015-06-22,15781632046
2015-06-23,15861998712
2015-06-24,15784608589
2015-06-25,15501836985
2015-06-26,15608992540
2015-06-29,15102980196
2015-06-30,15254966307
2015-07-01,15403679178
2015-07-02,15311477198
2015-07-06,15195481158
2015-07-07,15278760366
2015-07-08,14927797990
2015-07-09,15046768287
2015-07-10,15237120762
2015-07-13,15522649474
2015-07-14,15525623732
2015-07-15,15585108880
2015-07-16,15790332642
2015-07-17,15710027692
2015-07-20,15817100959
2015-07-21,15808178187
2015-07-22,15778435613
2015-07-23,15608902940
2015-07-24,16197805909
2015-07-27,16150217790
2015-07-28,16159140562
2015-07-29,16331647493
2015-07-30,16444669275
2015-07-31,16510102938
2015-08-03,16623124720
2015-08-04,16578510859
2015-08-05,16584459373
2015-08-06,16524974225
2015-08-07,16426823730
2015-08-10,16825374224
2015-08-11,16661790066
2015-08-12,16649893037
2015-08-13,16929473234
2015-08-14,17244744521
2015-08-17,17152542541
2015-08-18,17155516798
2015-08-19,16997881155
2015-08-20,16691532641
2015-08-21,16040170266
2015-08-24,15064613832
2015-08-25,14505453437
2015-08-26,14892106901
2015-08-27,15293631653
2015-08-28,15138970267
2015-08-31,14975386109
2015-09-01,14371611853
2015-09-02,14419199972
2015-09-03,14490582150
2015-09-04,14148542546
2015-09-08,14517350467
2015-09-09,14211001952
2015-09-10,14100954428
2015-09-11,14329972249
2015-09-14,14216950467
