,AXP
2009-04-13,23774520000
2009-04-14,21415660000
2009-04-15,23960440000
2009-04-16,24041780000
2009-04-17,25343220000
2009-04-20,22054760000
2009-04-21,22740340000
2009-04-22,22577660000
2009-04-23,24367140000
2009-04-24,29398600000
2009-04-27,28155260000
2009-04-28,28062300000
2009-04-29,28991900000
2009-04-30,29305640000
2009-05-01,28224980000
2009-05-04,31699360000
2009-05-05,30874340000
2009-05-06,31536680000
2009-05-07,30177140000
2009-05-08,33000800000
2009-05-11,30258480000
2009-05-12,29572900000
2009-05-13,27992580000
2009-05-14,28724640000
2009-05-15,28155260000
2009-05-18,30363060000
2009-05-19,28805980000
2009-05-20,27864760000
2009-05-21,28062300000
2009-05-22,27190800000
2009-05-26,28550340000
2009-05-27,27307000000
2009-05-28,28236600000
2009-05-29,28875700000
2009-06-01,30200380000
2009-06-02,28713020000
2009-06-03,28445760000
2009-06-04,29340500000
2009-06-05,28991900000
2009-06-08,29805300000
2009-06-09,31292660000
2009-06-10,31013780000
2009-06-11,29782060000
2009-06-12,29235920000
2009-06-15,29317260000
2009-06-16,28689780000
2009-06-17,27829900000
2009-06-18,28004200000
2009-06-19,28631680000
2009-06-22,26993260000
2009-06-23,27179180000
2009-06-24,26644660000
2009-06-25,28399280000
2009-06-26,27609120000
2009-06-29,27888000000
2009-06-30,27376720000
2009-07-01,27094000000
2009-07-02,26234060000
2009-07-06,27706560000
2009-07-07,26658140000
2009-07-08,26764160000
2009-07-09,26858400000
2009-07-10,27353160000
2009-07-13,28884560000
2009-07-14,28813880000
2009-07-15,32065160000
2009-07-16,33313840000
2009-07-17,33019340000
2009-07-20,34032420000
2009-07-21,34609640000
2009-07-22,33879280000
2009-07-23,34692100000
2009-07-24,34762780000
2009-07-27,33431640000
2009-07-28,32607040000
2009-07-29,32689500000
2009-07-30,33254940000
2009-07-31,33372739999
2009-08-03,33749700000
2009-08-04,33820380000
2009-08-05,35764080000
2009-08-06,36883180000
2009-08-07,38508820000
2009-08-10,38096520000
2009-08-11,37118780000
2009-08-12,37460400000
2009-08-13,37672440000
2009-08-14,37366160000
2009-08-17,35799420000
2009-08-18,37330820000
2009-08-19,37342600000
2009-08-20,38308560000
2009-08-21,38697300000
2009-08-24,38485260000
2009-08-25,38661960000
2009-08-26,39038920000
2009-08-27,40004880000
2009-08-28,40334720000
2009-08-31,39839960000
2009-09-01,37672440000
2009-09-02,37637100000
2009-09-03,38237880000
2009-09-04,38685520000
2009-09-08,39451220000
2009-09-09,40158020000
2009-09-10,40523200000
2009-09-11,40252260000
2009-09-14,39957760000
2009-09-15,40817700000
2009-09-16,42219520000
2009-09-17,41230000000
2009-09-18,40959060000
2009-09-21,39769280000
2009-09-22,40016660000
2009-09-23,39580800000
2009-09-24,39875300000
2009-09-25,38956460000
2009-09-28,40534979999
2009-09-29,40040220000
2009-09-30,40171500000
2009-10-01,38465100000
2009-10-02,38500650000
2009-10-05,39365700000
2009-10-06,39721200000
2009-10-07,40278150000
2009-10-08,41451300000
2009-10-09,41403900000
2009-10-12,41569800000
2009-10-13,41285400000
2009-10-14,41581650000
2009-10-15,42114900000
2009-10-16,41415750000
2009-10-19,42351900000
2009-10-20,41972700000
2009-10-21,41593500000
2009-10-22,43181400000
2009-10-23,40977300000
2009-10-26,41332800000
2009-10-27,42600750000
2009-10-28,41083950000
2009-10-29,43181400000
2009-10-30,41285400000
2009-11-02,42280800000
2009-11-03,42707400000
2009-11-04,42612600000
2009-11-05,44721900000
2009-11-06,44093850000
2009-11-09,46274250000
2009-11-10,47020800000
2009-11-11,47459250000
2009-11-12,46807500000
2009-11-13,47814750000
2009-11-16,49106400000
2009-11-17,49011600000
2009-11-18,49260450000
2009-11-19,48750900000
2009-11-20,48502050000
2009-11-23,49331550000
2009-11-24,49106400000
2009-11-25,49438200000
2009-11-27,48395400000
2009-11-30,49568550000
2009-12-01,48940500000
2009-12-02,48632400000
2009-12-03,46060950000
2009-12-04,46570500000
2009-12-07,46700849999
2009-12-08,46369050000
2009-12-09,47257800000
2009-12-10,47672550000
2009-12-11,48265050000
2009-12-14,48916800000
2009-12-15,48537600000
2009-12-16,48904950000
2009-12-17,47933250000
2009-12-18,48004350000
2009-12-21,48608700000
2009-12-22,49082700000
2009-12-23,48833850000
2009-12-24,49390800000
2009-12-28,48644250000
2009-12-29,48442800000
2009-12-30,48348000000
2009-12-31,48016200000
2010-01-04,48490200000
2010-01-05,48383550000
2010-01-06,49165650000
2010-01-07,49746300000
2010-01-08,49710750000
2010-01-11,49141950000
2010-01-12,49793700000
2010-01-13,49947750000
2010-01-14,50575800000
2010-01-15,50232150000
2010-01-19,50907600000
2010-01-20,50931300000
2010-01-21,49959599999
2010-01-22,45729150000
2010-01-25,44781150000
2010-01-26,45148500000
2010-01-27,45823950000
2010-01-28,44354550000
2010-01-29,44627099999
2010-02-01,45278850000
2010-02-02,46238700000
2010-02-03,45421050000
2010-02-04,44473050000
2010-02-05,44852250000
2010-02-08,43596150000
2010-02-09,44484900000
2010-02-10,44733750000
2010-02-11,45373650000
2010-02-12,45527700000
2010-02-16,46949700000
2010-02-17,46274250000
2010-02-18,46392750000
2010-02-19,46286100000
2010-02-22,46132050000
2010-02-23,44947050000
2010-02-24,45515849999
2010-02-25,45077400000
2010-02-26,45255150000
2010-03-01,45184050000
2010-03-02,45492150000
2010-03-03,45361800000
2010-03-04,46084650000
2010-03-05,47637000000
2010-03-08,47056350000
2010-03-09,47044500000
2010-03-10,47068200000
2010-03-11,47530350000
2010-03-12,48300600000
2010-03-15,48229500000
2010-03-16,48490200000
2010-03-17,48596850000
2010-03-18,48585000000
2010-03-19,47791050000
2010-03-22,48679800000
2010-03-23,48869400000
2010-03-24,48596850000
2010-03-25,49082700000
2010-03-26,48727200000
2010-03-29,49153800000
2010-03-30,48928650000
2010-03-31,48893100000
2010-04-01,49414500000
2010-04-05,50563950000
2010-04-06,51097200000
2010-04-07,50208450000
2010-04-08,51772650000
2010-04-09,51997800000
2010-04-12,52779900000
2010-04-13,53313150000
2010-04-14,55055100000
2010-04-15,55303950000
2010-04-16,53443500000
2010-04-19,54225600000
2010-04-20,54747000000
2010-04-21,54498150000
2010-04-22,55422450000
2010-04-23,56939250000
2010-04-26,55860900000
2010-04-27,54261150000
2010-04-28,54604800000
2010-04-29,56406000000
2010-04-30,54652200000
2010-05-03,55932000000
2010-05-04,54344100000
2010-05-05,52649550000
2010-05-06,50362500000
2010-05-07,48111000000
2010-05-10,51061650000
2010-05-11,51346050000
2010-05-12,52258500000
2010-05-13,50729850000
2010-05-14,48158400000
2010-05-17,48845700000
2010-05-18,47210400000
2010-05-19,47601450000
2010-05-20,45764700000
2010-05-21,47186700000
2010-05-24,46262400000
2010-05-25,46215000000
2010-05-26,45231450000
2010-05-27,47791050000
2010-05-28,47245950000
2010-06-01,46440150000
2010-06-02,48549450000
2010-06-03,48039900000
2010-06-04,45515849999
2010-06-07,44686350000
2010-06-08,45539550000
2010-06-09,45160350000
2010-06-10,47435550000
2010-06-11,47554050000
2010-06-14,47269650000
2010-06-15,49284150000
2010-06-16,50172900000
2010-06-17,49841100000
2010-06-18,49805550000
2010-06-21,50481000000
2010-06-22,49698900000
2010-06-23,49971450000
2010-06-24,48656100000
2010-06-25,50563950000
2010-06-28,49900350000
2010-06-29,47506650000
2010-06-30,47362100000
2010-07-01,47099640000
2010-07-02,47028060000
2010-07-06,46777530000
2010-07-07,49091950000
2010-07-08,50249160000
2010-07-09,50797940000
2010-07-12,51096190000
2010-07-13,52694810000
2010-07-14,52134100000
2010-07-15,51811990000
2010-07-16,49366340000
2010-07-19,49604940000
2010-07-20,50177580000
2010-07-21,49091950000
2010-07-22,51525670000
2010-07-23,53434470000
2010-07-26,54197990000
2010-07-27,53148150000
2010-07-28,53183940000
2010-07-29,53160080000
2010-07-30,53255520000
2010-08-02,53673070000
2010-08-03,53207800000
2010-08-04,52623230000
2010-08-05,51561460000
2010-08-06,51895500000
2010-08-09,52193750000
2010-08-10,52599370000
2010-08-11,51251280000
2010-08-12,50284950000
2010-08-13,49783890000
2010-08-16,49557220000
2010-08-17,49795820000
2010-08-18,49736170000
2010-08-19,48865280000
2010-08-20,48626680000
2010-08-23,47958600000
2010-08-24,47207010000
2010-08-25,47481400000
2010-08-26,47397890000
2010-08-27,48805629999
2010-08-30,47588770000
2010-08-31,47564910000
2010-09-01,48996510000
2010-09-02,48769840000
2010-09-03,49867400000
2010-09-07,47827370000
2010-09-08,47803510000
2010-09-09,48543170000
2010-09-10,47946670000
2010-09-13,49175460000
2010-09-14,48173340000
2010-09-15,48734050000
2010-09-16,48865280000
2010-09-17,49354410000
2010-09-20,51442160000
2010-09-21,51036540000
2010-09-22,51048470000
2010-09-23,50535480000
2010-09-24,51454090000
2010-09-27,51823920000
2010-09-28,52122170000
2010-09-29,51310930000
2010-09-30,50099760000
2010-10-01,49801760000
2010-10-04,46547600000
2010-10-05,45629760000
2010-10-06,45319840000
2010-10-07,45081440000
2010-10-08,45284080000
2010-10-11,45224480000
2010-10-12,45939680000
2010-10-13,46797920000
2010-10-14,47012480000
2010-10-15,46595280000
2010-10-18,47143600000
2010-10-19,46857520000
2010-10-20,47358160000
2010-10-21,48001840000
2010-10-22,46523760000
2010-10-25,46845600000
2010-10-26,47799200000
2010-10-27,48490560000
2010-10-28,49134240000
2010-10-29,49420320000
2010-11-01,49539520000
2010-11-02,50528880000
2010-11-03,50147440000
2010-11-04,52126160000
2010-11-05,52531440000
2010-11-08,52328800000
2010-11-09,51685120000
2010-11-10,51923520000
2010-11-11,51673200000
2010-11-12,50898400000
2010-11-15,50898400000
2010-11-16,49980560000
2010-11-17,49360719999
2010-11-18,50362000000
2010-11-19,50958000000
2010-11-22,50326240000
2010-11-23,50004400000
2010-11-24,51256000000
2010-11-26,50552719999
2010-11-29,51649360000
2010-11-30,51518240000
2010-12-01,52805600000
2010-12-02,53616160000
2010-12-03,53496960000
2010-12-06,53640000000
2010-12-07,53377760000
2010-12-08,54390960000
2010-12-09,54605520000
2010-12-10,55141920000
2010-12-13,55273040000
2010-12-14,55070400000
2010-12-15,54975040000
2010-12-16,53127440000
2010-12-17,52459920000
2010-12-20,50660000000
2010-12-21,51530160000
2010-12-22,51029520000
2010-12-23,50981840000
2010-12-27,51315600000
2010-12-28,51005680000
2010-12-29,51089120000
2010-12-30,50671920000
2010-12-31,51160640000
2011-01-03,51732800000
2011-01-04,52388400000
2011-01-05,53687680000
2011-01-06,53318160000
2011-01-07,52877120000
2011-01-10,52996320000
2011-01-11,53687680000
2011-01-12,53640000000
2011-01-13,53711520000
2011-01-14,55130000000
2011-01-18,55273040000
2011-01-19,53926080000
2011-01-20,53961840000
2011-01-21,54832000000
2011-01-24,54581680000
2011-01-25,53401600000
2011-01-26,52996320000
2011-01-27,53091680000
2011-01-28,52281120000
2011-01-31,51708960000
2011-02-01,51971200000
2011-02-02,52114240000
2011-02-03,51887760000
2011-02-04,52233440000
2011-02-07,53425440000
2011-02-08,54688960000
2011-02-09,54498240000
2011-02-10,55511440000
2011-02-11,55726000000
2011-02-14,55451840000
2011-02-15,55058480000
2011-02-16,55857120000
2011-02-17,54569760000
2011-02-18,54271760000
2011-02-22,52793680000
2011-02-23,51780480000
2011-02-24,51923520000
2011-02-25,51887760000
2011-02-28,51935440000
2011-03-01,51434800000
2011-03-02,51279840000
2011-03-03,52805600000
2011-03-04,52114240000
2011-03-07,52102320000
2011-03-08,53926080000
2011-03-09,53699600000
2011-03-10,52471840000
2011-03-11,52781760000
2011-03-14,52340719999
2011-03-15,52018880000
2011-03-16,50493120000
2011-03-17,51756640000
2011-03-18,52650640000
2011-03-21,52829440000
2011-03-22,53342000000
2011-03-23,53663840000
2011-03-24,54343280000
2011-03-25,54343280000
2011-03-28,54498240000
2011-03-29,54414800000
2011-03-30,54724719999
2011-03-31,53788000000
2011-04-01,53978400000
2011-04-04,54049800000
2011-04-05,54049800000
2011-04-06,55073200000
2011-04-07,54930399999
2011-04-08,55073200000
2011-04-11,55192200000
2011-04-12,54763800000
2011-04-13,54859000000
2011-04-14,54597200000
2011-04-15,55037500000
2011-04-18,54811400000
2011-04-19,55501600000
2011-04-20,55930000000
2011-04-21,56060900000
2011-04-25,55989500000
2011-04-26,56049000000
2011-04-27,56667800000
2011-04-28,57738800000
2011-04-29,58405200000
2011-05-02,59083500000
2011-05-03,59381000000
2011-05-04,59143000000
2011-05-05,58928800000
2011-05-06,59738000000
2011-05-09,59726100000
2011-05-10,59702300000
2011-05-11,59297700000
2011-05-12,58952600000
2011-05-13,58893100000
2011-05-16,59583300000
2011-05-17,60404400000
2011-05-18,60761400000
2011-05-19,61665800000
2011-05-20,60916100000
2011-05-23,60832800000
2011-05-24,60166400000
2011-05-25,59987899999
2011-05-26,60309200000
2011-05-27,60844700000
2011-05-31,61404000000
2011-06-01,59392899999
2011-06-02,59607100000
2011-06-03,58643200000
2011-06-06,58048200000
2011-06-07,58179100000
2011-06-08,57239000000
2011-06-09,57512700000
2011-06-10,56810600000
2011-06-13,57405600000
2011-06-14,57298500000
2011-06-15,56263200000
2011-06-16,57607899999
2011-06-17,57715000000
2011-06-20,58167200000
2011-06-21,58964500000
2011-06-22,59321500000
2011-06-23,58559900000
2011-06-24,57524600000
2011-06-27,58952600000
2011-06-28,59285800000
2011-06-29,60594800000
2011-06-30,60747500000
2011-07-01,61499500000
2011-07-05,61487750000
2011-07-06,61993000000
2011-07-07,62968250000
2011-07-08,62357250000
2011-07-11,61417250000
2011-07-12,61570000000
2011-07-13,61041250000
2011-07-14,60371500000
2011-07-15,60876750000
2011-07-18,60312750000
2011-07-19,60876750000
2011-07-20,61205750000
2011-07-21,61781500000
2011-07-22,61382000000
2011-07-25,60876750000
2011-07-26,60594750000
2011-07-27,59314000000
2011-07-28,59396250000
2011-07-29,58797000000
2011-08-01,58773500000
2011-08-02,57011000000
2011-08-03,57410500000
2011-08-04,55037000000
2011-08-05,55471750000
2011-08-08,50572000000
2011-08-09,54167500000
2011-08-10,50290000000
2011-08-11,52957250000
2011-08-12,52745750000
2011-08-15,53838500000
2011-08-16,52745750000
2011-08-17,53885500000
2011-08-18,52029000000
2011-08-19,52252250000
2011-08-22,52405000000
2011-08-23,54543500000
2011-08-24,56494000000
2011-08-25,56505750000
2011-08-26,56964000000
2011-08-29,57046250000
2011-08-30,57175499999
2011-08-31,58409250000
2011-09-01,58162500000
2011-09-02,56999250000
2011-09-06,56470500000
2011-09-07,58726500000
2011-09-08,58197750000
2011-09-09,55554000000
2011-09-12,55765500000
2011-09-13,56282500000
2011-09-14,57563250000
2011-09-15,57998000000
2011-09-16,58891000000
2011-09-19,57199000000
2011-09-20,57892250000
2011-09-21,56670250000
2011-09-22,54790250000
2011-09-23,54578750000
2011-09-26,55883000000
2011-09-27,55319000000
2011-09-28,54602250000
2011-09-29,54896000000
2011-09-30,52084000000
2011-10-03,50436800000
2011-10-04,50378800000
2011-10-05,50355599999
2011-10-06,51538800000
2011-10-07,50378800000
2011-10-10,52722000000
2011-10-11,53081600000
2011-10-12,54554800000
2011-10-13,53742800000
2011-10-14,53476000000
2011-10-17,52339200000
2011-10-18,54148800000
2011-10-19,53510800000
2011-10-20,53580400000
2011-10-21,56213600000
2011-10-24,57907200000
2011-10-25,57327200000
2011-10-26,58522000000
2011-10-27,60389600000
2011-10-28,60436000000
2011-10-31,58719200000
2011-11-01,56828400000
2011-11-02,58371200000
2011-11-03,59948800000
2011-11-04,59368800000
2011-11-07,59450000000
2011-11-08,59554400000
2011-11-09,57083600000
2011-11-10,56944400000
2011-11-11,58429200000
2011-11-14,57362000000
2011-11-15,57942000000
2011-11-16,55819200000
2011-11-17,54172000000
2011-11-18,54380800000
2011-11-21,53429600000
2011-11-22,53360000000
2011-11-23,52316000000
2011-11-25,52200000000
2011-11-28,53371600000
2011-11-29,52838000000
2011-11-30,55726400000
2011-12-01,55436400000
2011-12-02,55946800000
2011-12-05,56584800000
2011-12-06,56329600000
2011-12-07,57025599999
2011-12-08,55459600000
2011-12-09,56608000000
2011-12-12,55552400000
2011-12-13,54972400000
2011-12-14,54612800000
2011-12-15,53847200000
2011-12-16,54380800000
2011-12-19,53406400000
2011-12-20,55587200000
2011-12-21,55088400000
2011-12-22,55250800000
2011-12-23,55622000000
2011-12-27,55285599999
2011-12-28,54485200000
2011-12-29,55123200000
2011-12-30,54717200000
2012-01-03,56132400000
2012-01-04,55958400000
2012-01-05,56608000000
2012-01-06,55993200000
2012-01-09,56132400000
2012-01-10,56457200000
2012-01-11,56782000000
2012-01-12,57594000000
2012-01-13,57721600000
2012-01-17,58255200000
2012-01-18,58649600000
2012-01-19,59102000000
2012-01-20,58046400000
2012-01-23,57350400000
2012-01-24,57106800000
2012-01-25,58197200000
2012-01-26,57976800000
2012-01-27,57826000000
2012-01-30,56979200000
2012-01-31,58162400000
2012-02-01,58719200000
2012-02-02,59345599999
2012-02-03,60610000000
2012-02-06,60099600000
2012-02-07,60470800000
2012-02-08,59902400000
2012-02-09,60679600000
2012-02-10,60099600000
2012-02-13,60401200000
2012-02-14,60273600000
2012-02-15,59763200000
2012-02-16,61329200000
2012-02-17,61317600000
2012-02-21,61306000000
2012-02-22,61236400000
2012-02-23,61097200000
2012-02-24,61862800000
2012-02-27,62848800000
2012-02-28,62361600000
2012-02-29,61352400000
2012-03-01,62141200000
2012-03-02,61468400000
2012-03-05,61445200000
2012-03-06,60018400000
2012-03-07,60633200000
2012-03-08,61422000000
2012-03-09,61712000000
2012-03-12,61213200000
2012-03-13,62930000000
2012-03-14,65134000000
2012-03-15,65795200000
2012-03-16,65598000000
2012-03-19,66433200000
2012-03-20,66015599999
2012-03-21,66178000000
2012-03-22,66456400000
2012-03-23,66410000000
2012-03-26,68045599999
2012-03-27,67535200000
2012-03-28,68509600000
2012-03-29,67152400000
2012-03-30,67117600000
2012-04-02,66421450000
2012-04-03,66856550000
2012-04-04,65688650000
2012-04-05,66524500000
2012-04-09,65448199999
2012-04-10,64326100000
2012-04-11,65207750000
2012-04-12,66455800000
2012-04-13,65585600000
2012-04-16,66215350000
2012-04-17,66616100000
2012-04-18,66455800000
2012-04-19,65917650000
2012-04-20,65780250000
2012-04-23,65631400000
2012-04-24,65986350000
2012-04-25,67451949999
2012-04-26,68230550000
2012-04-27,68894650000
2012-04-30,68940450000
2012-05-01,69810650000
2012-05-02,69902250000
2012-05-03,69684700000
2012-05-04,68814500000
2012-05-07,68814500000
2012-05-08,68574050000
2012-05-09,68081700000
2012-05-10,68035900000
2012-05-11,68287800000
2012-05-14,66890900000
2012-05-15,66341300000
2012-05-16,65711550000
2012-05-17,63719250000
2012-05-18,63433000000
2012-05-21,64497850000
2012-05-22,64520750000
2012-05-23,64085650000
2012-05-24,64509300000
2012-05-25,63902450000
2012-05-29,64761200000
2012-05-30,63501700000
2012-05-31,63925350000
2012-06-01,61177350000
2012-06-04,61268950000
2012-06-05,61807100000
2012-06-06,63410100000
2012-06-07,63249800000
2012-06-08,63959700000
2012-06-11,63089500000
2012-06-12,64669600000
2012-06-13,63089500000
2012-06-14,63032250000
2012-06-15,64440600000
2012-06-18,63948250000
2012-06-19,65196300000
2012-06-20,65768800000
2012-06-21,64486400000
2012-06-22,65024550000
2012-06-25,64177250000
2012-06-26,64245950000
2012-06-27,65127600000
2012-06-28,64910050000
2012-06-29,66650450000
2012-07-02,66490300000
2012-07-03,66895659999
2012-07-05,66715500000
2012-07-06,66017380000
2012-07-09,65769659999
2012-07-10,65747140000
2012-07-11,65398080000
2012-07-12,64103180000
2012-07-13,65229180000
2012-07-16,66028640000
2012-07-17,66073680000
2012-07-18,65634540000
2012-07-19,63314980000
2012-07-20,62842060000
2012-07-23,62751980000
2012-07-24,62639380000
2012-07-25,63112300000
2012-07-26,65037760000
2012-07-27,65904780000
2012-07-30,65634540000
2012-07-31,64981460000
2012-08-01,63956800000
2012-08-02,63607740000
2012-08-03,64868860000
2012-08-06,64294600000
2012-08-07,64902640000
2012-08-08,65206659999
2012-08-09,63585220000
2012-08-10,62887100000
2012-08-13,63202380000
2012-08-14,63146080000
2012-08-15,63799159999
2012-08-16,64598620000
2012-08-17,64846340000
2012-08-20,64069400000
2012-08-21,63731600000
2012-08-22,63979320000
2012-08-23,63528920000
2012-08-24,64733740000
2012-08-27,64654920000
2012-08-28,64812560000
2012-08-29,64654920000
2012-08-30,64373420000
2012-08-31,65645800000
2012-09-04,65994860000
2012-09-05,64395940000
2012-09-06,64643659999
2012-09-07,65003980000
2012-09-10,64767520000
2012-09-11,64440980000
2012-09-12,64486020000
2012-09-13,66490300000
2012-09-14,66738020000
2012-09-17,66636680000
2012-09-18,66062420000
2012-09-19,66062420000
2012-09-20,65690840000
2012-09-21,65150360000
2012-09-24,64936420000
2012-09-25,64328380000
2012-09-26,63213640000
2012-09-27,63697820000
2012-09-28,64024360000
2012-10-01,64080300000
2012-10-02,63469800000
2012-10-03,63714000000
2012-10-04,64790700000
2012-10-05,65001600000
2012-10-08,65290200000
2012-10-09,64646400000
2012-10-10,64346700000
2012-10-11,64901700000
2012-10-12,64257900000
2012-10-15,63924900000
2012-10-16,65079300000
2012-10-17,65900700000
2012-10-18,63947100000
2012-10-19,63114600000
2012-10-22,62981400000
2012-10-23,61471800000
2012-10-24,61305300000
2012-10-25,61538400000
2012-10-26,61882500000
2012-10-31,62126700000
2012-11-01,63103500000
2012-11-02,62948100000
2012-11-05,62559600000
2012-11-06,63480900000
2012-11-07,61682700000
2012-11-08,61671600000
2012-11-09,61971300000
2012-11-12,61627200000
2012-11-13,60761400000
2012-11-14,59551500000
2012-11-15,59540400000
2012-11-16,60273000000
2012-11-19,61305300000
2012-11-20,62004600000
2012-11-21,62137800000
2012-11-23,62726100000
2012-11-26,61815900000
2012-11-27,60428400000
2012-11-28,61616100000
2012-11-29,62071200000
2012-11-30,62049000000
2012-12-03,62148900000
2012-12-04,61982400000
2012-12-05,62604000000
2012-12-06,62293200000
2012-12-07,62837100000
2012-12-10,62992500000
2012-12-11,63336600000
2012-12-12,64013700000
2012-12-13,64069200000
2012-12-14,62881500000
2012-12-17,63569700000
2012-12-18,64180200000
2012-12-19,63036900000
2012-12-20,63714000000
2012-12-21,63991500000
2012-12-24,63858300000
2012-12-26,63414300000
2012-12-27,62925900000
2012-12-28,62903700000
2012-12-31,63170520000
2013-01-02,64566250000
2013-01-03,64841000000
2013-01-04,65511390000
2013-01-07,65786140000
2013-01-08,66159800000
2013-01-09,66225740000
2013-01-10,66808210000
2013-01-11,67302760000
2013-01-14,67269790000
2013-01-15,66775240000
2013-01-16,66621380000
2013-01-17,66753260000
2013-01-18,65698220000
2013-01-22,65280600000
2013-01-23,64764070000
2013-01-24,65170700000
2013-01-25,65390500000
2013-01-28,64917930000
2013-01-29,65335550000
2013-01-30,65203670000
2013-01-31,64632190000
2013-02-01,65841090000
2013-02-04,65291590000
2013-02-05,66665340000
2013-02-06,66555440000
2013-02-07,68291860000
2013-02-08,67918200000
2013-02-11,68116020000
2013-02-12,68357800000
2013-02-13,68247900000
2013-02-14,68511660000
2013-02-15,67797310000
2013-02-19,68445720000
2013-02-20,68039090000
2013-02-21,67632460000
2013-02-22,68764430000
2013-02-25,68159980000
2013-02-26,68050080000
2013-02-27,68687500000
2013-02-28,68302850000
2013-03-01,68544630000
2013-03-04,69116110000
2013-03-05,70467880000
2013-03-06,71050350000
2013-03-07,70951440000
2013-03-08,71105300000
2013-03-11,71984500000
2013-03-12,71753710000
2013-03-13,71764700000
2013-03-14,71852620000
2013-03-15,72632910000
2013-03-18,72292220000
2013-03-19,71577870000
2013-03-20,72534000000
2013-03-21,71885590000
2013-03-22,72775780000
2013-03-25,72643900000
2013-03-26,73819830000
2013-03-27,73797850000
2013-03-28,74138540000
2013-04-01,73313400000
2013-04-02,73727600000
2013-04-03,72212500000
2013-04-04,72735700000
2013-04-05,71177000000
2013-04-08,71504000000
2013-04-09,71089800000
2013-04-10,71286000000
2013-04-11,71656600000
2013-04-12,71591200000
2013-04-15,69869000000
2013-04-16,70403100000
2013-04-17,69901700000
2013-04-18,70893600000
2013-04-19,73291600000
2013-04-22,72659400000
2013-04-23,73520500000
2013-04-24,73487800000
2013-04-25,74261700000
2013-04-26,73847500000
2013-04-29,73716700000
2013-04-30,74566900000
2013-05-01,74425200000
2013-05-02,75624200000
2013-05-03,76550700000
2013-05-06,76365400000
2013-05-07,76561600000
2013-05-08,76637900000
2013-05-09,76528900000
2013-05-10,76387200000
2013-05-13,76071100000
2013-05-14,77945900000
2013-05-15,79330200000
2013-05-16,78730700000
2013-05-17,79918800000
2013-05-20,81096000000
2013-05-21,81869900000
2013-05-22,81139600000
2013-05-23,81412100000
2013-05-24,82044300000
2013-05-28,83014400000
2013-05-29,82654700000
2013-05-30,82992600000
2013-05-31,82523900000
2013-06-03,83352300000
2013-06-04,82905400000
2013-06-05,81488400000
2013-06-06,83101600000
2013-06-07,85063600000
2013-06-10,85325200000
2013-06-11,83406800000
2013-06-12,81444800000
2013-06-13,81978900000
2013-06-14,79537300000
2013-06-17,80485600000
2013-06-18,81728200000
2013-06-19,80910700000
2013-06-20,79482800000
2013-06-21,79907900000
2013-06-24,78490900000
2013-06-25,79820700000
2013-06-26,80551000000
2013-06-27,81880800000
2013-06-28,81488400000
2013-07-01,81237360000
2013-07-02,80141880000
2013-07-03,80098920000
2013-07-05,81956940000
2013-07-08,82740960000
2013-07-09,83353140000
2013-07-10,81978420000
2013-07-11,82633560000
2013-07-12,84126420000
2013-07-15,83610900000
2013-07-16,84061980000
2013-07-17,82483200000
2013-07-18,79486740000
2013-07-19,79540440000
2013-07-22,80249280000
2013-07-23,79916340000
2013-07-24,80936640000
2013-07-25,81376980000
2013-07-26,80915160000
2013-07-29,80614440000
2013-07-30,80754060000
2013-07-31,79228980000
2013-08-01,81226620000
2013-08-02,81291060000
2013-08-05,81548820000
2013-08-06,81419940000
2013-08-07,80700360000
2013-08-08,81828060000
2013-08-09,81087000000
2013-08-12,81076260000
2013-08-13,81871020000
2013-08-14,81495120000
2013-08-15,80421120000
2013-08-16,80732580000
2013-08-19,79841160000
2013-08-20,79765980000
2013-08-21,78874560000
2013-08-22,79325640000
2013-08-23,79100100000
2013-08-26,79057140000
2013-08-27,77231340000
2013-08-28,77338740000
2013-08-29,77564280000
2013-08-30,77231340000
2013-09-03,77789820000
2013-09-04,78552360000
2013-09-05,79261200000
2013-09-06,78777900000
2013-09-09,79110840000
2013-09-10,80120400000
2013-09-11,80743320000
2013-09-12,80861460000
2013-09-13,80872200000
2013-09-16,81194400000
2013-09-17,82612080000
2013-09-18,83385360000
2013-09-19,83310180000
2013-09-20,83041680000
2013-09-23,82096560000
2013-09-24,81699180000
2013-09-25,81613260000
2013-09-26,81967680000
2013-09-27,81505860000
2013-09-30,80579840000
2013-10-01,81017310000
2013-10-02,79576860000
2013-10-03,78979340000
2013-10-04,79288770000
2013-10-07,77826980000
2013-10-08,77058740000
2013-10-09,77058740000
2013-10-10,79662220000
2013-10-11,80451800000
2013-10-14,81166690000
2013-10-15,80291750000
2013-10-16,81433440000
2013-10-17,85605410000
2013-10-18,85914840000
2013-10-21,85786800000
2013-10-22,86288290000
2013-10-23,86032210000
2013-10-24,86320300000
2013-10-25,88144870000
2013-10-28,88304920000
2013-10-29,89265220000
2013-10-30,88667700000
2013-10-31,87280600000
2013-11-01,87664720000
2013-11-04,87419310000
2013-11-05,87387300000
2013-11-06,87622040000
2013-11-07,86341640000
2013-11-08,87259260000
2013-11-11,86853800000
2013-11-12,86459010000
2013-11-13,86896480000
2013-11-14,87376630000
2013-11-15,88347600000
2013-11-18,87856780000
2013-11-19,87984820000
2013-11-20,87760750000
2013-11-21,89574650000
2013-11-22,89467950000
2013-11-25,90257530000
