,KEYS
2019-06-07,15440440000
2019-06-10,15483680000
2019-06-11,15729960000
2019-06-12,15859680000
2019-06-13,15948040000
2019-06-14,15760040000
2019-06-17,15667920000
2019-06-18,16168000000
2019-06-19,16316520000
2019-06-20,16619200000
2019-06-21,16246960000
2019-06-24,16252600000
2019-06-25,16021360000
2019-06-26,16399240000
2019-06-27,16378560000
2019-06-28,16884280000
2019-07-01,17452040000
2019-07-02,17079799999
2019-07-03,17175680000
2019-07-05,17196360000
2019-07-08,16888040000
2019-07-09,16929400000
2019-07-10,16722600000
2019-07-11,16874880000
2019-07-12,17177560000
2019-07-15,17109880000
2019-07-16,16810960000
2019-07-17,16585360000
2019-07-18,16427440000
2019-07-19,16442479999
2019-07-22,16436840000
2019-07-23,16690640000
2019-07-24,17617480000
2019-07-25,17061000000
2019-07-26,17070400000
2019-07-29,16968880000
2019-07-30,17147479999
2019-07-31,16740240000
2019-08-01,16753330000
2019-08-02,16474699999
2019-08-05,15621980000
2019-08-06,16059560000
2019-08-07,15938010000
2019-08-08,16691620000
2019-08-09,16341930000
2019-08-12,16136230000
2019-08-13,16543890000
2019-08-14,15709870000
2019-08-15,15584580000
2019-08-16,16024030000
2019-08-19,16338190000
2019-08-20,16325100000
2019-08-21,16669180000
2019-08-22,18765450000
2019-08-23,17424660000
2019-08-26,17796790000
2019-08-27,17673370000
2019-08-28,17968830000
2019-08-29,18105340000
2019-08-30,18112820000
2019-09-03,17725730000
2019-09-04,17922080000
2019-09-05,18569100000
2019-09-06,18335350000
2019-09-09,18443810000
2019-09-10,18408280000
2019-09-11,18425110000
2019-09-12,18520480000
2019-09-13,18621460000
2019-09-16,18509260000
2019-09-17,18958060000
2019-09-18,18950580000
2019-09-19,18701870000
2019-09-20,18469990000
2019-09-23,18675690000
2019-09-24,18344700000
2019-09-25,18625200000
2019-09-26,18565360000
2019-09-27,18006230000
2019-09-30,18185750000
2019-10-01,17937040000
2019-10-02,17727600000
2019-10-03,17851020000
2019-10-04,18060460000
2019-10-07,17991270000
2019-10-08,17095540000
2019-10-09,17692070000
2019-10-10,17658410000
2019-10-11,17765000000
2019-10-14,17854760000
2019-10-15,18275510000
2019-10-16,17875330000
2019-10-17,18146480000
2019-10-18,18374620000
2019-10-21,19255390000
2019-10-22,19167500000
2019-10-23,19341410000
2019-10-24,18836510000
2019-10-25,18939360000
2019-10-28,19154410000
2019-10-29,19520930000
2019-10-30,19313360000
2019-10-31,18971080000
2019-11-01,19157200000
2019-11-04,19608400000
2019-11-05,19574560000
2019-11-06,19435440000
2019-11-07,19499360000
2019-11-08,19787000000
2019-11-11,19856560000
2019-11-12,20127280000
2019-11-13,20050200000
2019-11-14,20084040000
2019-11-15,20507040000
2019-11-18,20185560000
2019-11-19,20328440000
2019-11-20,20211880000
2019-11-21,19881000000
2019-11-22,19488080000
2019-11-25,19984400000
2019-11-26,19877240000
2019-11-27,20311520000
2019-11-29,20121640000
2019-12-02,19418520000
2019-12-03,19127120000
2019-12-04,19394080000
2019-12-05,18944760000
2019-12-06,19401600000
2019-12-09,19123360000
2019-12-10,19100800000
2019-12-11,19409120000
2019-12-12,20172400000
2019-12-13,20268280000
2019-12-16,19771960000
2019-12-17,19540720000
2019-12-18,19538840000
2019-12-19,19525680000
2019-12-20,19386560000
2019-12-23,19544480000
2019-12-24,19405360000
2019-12-26,19486200000
2019-12-27,19407240000
2019-12-30,19209840000
2019-12-31,19294440000
2020-01-02,19587720000
2020-01-03,19153440000
2020-01-06,18826320000
2020-01-07,18946640000
2020-01-08,19001160000
2020-01-09,19102680000
2020-01-10,18867680000
2020-01-13,19138400000
2020-01-14,19061320000
2020-01-15,18999280000
2020-01-16,19433560000
2020-01-17,19809560000
2020-01-21,19715560000
2020-01-22,19835880000
2020-01-23,19582080000
2020-01-24,19360240000
2020-01-27,18801880000
2020-01-28,19202320000
2020-01-29,17984080000
2020-01-30,17914520000
2020-01-31,17389130000
2020-02-03,17430270000
2020-02-04,17703290000
2020-02-05,17839800000
2020-02-06,18043630000
2020-02-07,17671500000
2020-02-10,17680850000
2020-02-11,17980050000
2020-02-12,18413890000
2020-02-13,18066070000
2020-02-14,18355920000
2020-02-18,18251200000
2020-02-19,18415760000
2020-02-20,18412020000
2020-02-21,17985660000
2020-02-24,16996430000
2020-02-25,17514420000
2020-02-26,17591090000
2020-02-27,17278800000
2020-02-28,17720120000
2020-03-02,18217540000
2020-03-03,17486370000
2020-03-04,18312910000
2020-03-05,18438200000
2020-03-06,17953870000
2020-03-09,16680400000
2020-03-10,17733210000
2020-03-11,17166600000
2020-03-12,15401320000
2020-03-13,17209610000
2020-03-16,15666860000
2020-03-17,17613530000
2020-03-18,16082000000
2020-03-19,16076390000
2020-03-20,15537830000
2020-03-23,15178790000
2020-03-24,15906220000
2020-03-25,15326519999
2020-03-26,15747269999
2020-03-27,14638360000
2020-03-30,16018420000
2020-03-31,15648160000
2020-04-01,15126430000
2020-04-02,15661250000
2020-04-03,15431240000
2020-04-06,16966510000
2020-04-07,16682269999
2020-04-08,17017000000
2020-04-09,17222700000
2020-04-13,17306850000
2020-04-14,17738820000
2020-04-15,17385390000
2020-04-16,18060460000
2020-04-17,17922080000
2020-04-20,17822970000
2020-04-21,17129199999
2020-04-22,17815490000
2020-04-23,17907120000
2020-04-24,18239980000
2020-04-27,18013710000
2020-04-28,17938910000
2020-04-29,18496170000
2020-04-30,18095990000
2020-05-01,17548080000
2020-05-04,17482630000
2020-05-05,17955740000
2020-05-06,18492430000
2020-05-07,18137130000
2020-05-08,18829030000
2020-05-11,18900090000
2020-05-12,18514870000
2020-05-13,18243720000
2020-05-14,18456900000
2020-05-15,17723860000
2020-05-18,18110950000
2020-05-19,17952000000
2020-05-20,19246040000
2020-05-21,18698130000
2020-05-22,19085220000
2020-05-26,19335800000
2020-05-27,19025380000
2020-05-28,19380680000
2020-05-29,20220310000
2020-06-01,19995910000
2020-06-02,19879970000
2020-06-03,19922980000
2020-06-04,19145060000
2020-06-05,19898670000
2020-06-08,19236690000
2020-06-09,19281570000
2020-06-10,19352630000
2020-06-11,18292340000
2020-06-12,17890290000
2020-06-15,18426980000
2020-06-16,18971150000
2020-06-17,19505970000
2020-06-18,19184330000
2020-06-19,19904280000
2020-06-22,19601340000
2020-06-23,19511580000
2020-06-24,18930010000
2020-06-25,18772930000
2020-06-26,18243720000
2020-06-29,18350310000
2020-06-30,18845860000
2020-07-01,18645770000
2020-07-02,18836510000
2020-07-06,19040340000
2020-07-07,18677560000
2020-07-08,18539180000
2020-07-09,18668210000
2020-07-10,18258680000
2020-07-13,17721990000
2020-07-14,17920210000
2020-07-15,18097860000
2020-07-16,18023060000
2020-07-17,18284860000
2020-07-20,18301690000
2020-07-21,18406410000
2020-07-22,18395190000
2020-07-23,18546660000
2020-07-24,18110950000
2020-07-27,18363400000
2020-07-28,17892160000
2020-07-29,17991270000
2020-07-30,18509260000
2020-07-31,18679430000
2020-08-03,18843990000
2020-08-04,18756100000
2020-08-05,18765450000
2020-08-06,18696260000
2020-08-07,18352180000
2020-08-10,18282990000
2020-08-11,18477470000
2020-08-12,18619590000
2020-08-13,19298400000
2020-08-14,19251650000
2020-08-17,19186200000
2020-08-18,19203030000
2020-08-19,19448000000
2020-08-20,19227340000
2020-08-21,17929560000
2020-08-24,18006230000
2020-08-25,18247460000
2020-08-26,18339090000
2020-08-27,17879070000
2020-08-28,18200710000
2020-08-31,18423240000
2020-09-01,18651380000
2020-09-02,19167500000
2020-09-03,18305430000
2020-09-04,17755650000
2020-09-08,17463930000
2020-09-09,17370430000
2020-09-10,16959030000
2020-09-11,17269450000
2020-09-14,17621010000
2020-09-15,17991270000
2020-09-16,18320390000
2020-09-17,18372750000
2020-09-18,18157700000
2020-09-21,18288600000
2020-09-22,18217540000
2020-09-23,18019320000
2020-09-24,18064200000
2020-09-25,18348440000
2020-09-28,18746750000
2020-09-29,18625200000
2020-09-30,18471860000
2020-10-01,18228760000
2020-10-02,18376490000
2020-10-05,18642030000
2020-10-06,18604630000
2020-10-07,18916920000
2020-10-08,19294660000
2020-10-09,19683620000
2020-10-12,19769640000
2020-10-13,19539630000
2020-10-14,19631260000
2020-10-15,19762160000
2020-10-16,19618170000
2020-10-19,19949160000
2020-10-20,19719150000
2020-10-21,19765900000
2020-10-22,19870620000
2020-10-23,20173560000
2020-10-26,19793950000
2020-10-27,19990300000
2020-10-28,19504100000
2020-10-29,19548980000
2020-10-30,19610690000
2020-11-02,19481640000
2020-11-03,20035920000
2020-11-04,20050800000
2020-11-05,20670180000
2020-11-06,21012420000
2020-11-09,21494160000
2020-11-10,20832000000
2020-11-11,21471840000
2020-11-12,21207720000
2020-11-13,21594600000
2020-11-16,21886620000
2020-11-17,21866160000
2020-11-18,21416040000
2020-11-19,21940560000
2020-11-20,21607620000
2020-11-23,21789900000
2020-11-24,21970320000
2020-11-25,22044720000
2020-11-27,22147020000
2020-11-30,22327440000
2020-12-01,22662240000
2020-12-02,22669680000
2020-12-03,22811040000
2020-12-04,22917060000
2020-12-07,23233260000
2020-12-08,23646180000
2020-12-09,23188620000
2020-12-10,23205360000
2020-12-11,23491800000
2020-12-14,23011920000
2020-12-15,22946820000
2020-12-16,23047260000
2020-12-17,23595960000
2020-12-18,23856360000
2020-12-21,23616420000
2020-12-22,23936340000
2020-12-23,24258119999
2020-12-24,24356699999
2020-12-28,24518520000
2020-12-29,24181860000
2020-12-30,24410640000
2020-12-31,24568740000
2021-01-04,24399480000
2021-01-05,24894240000
2021-01-06,25316460000
2021-01-07,26226000000
2021-01-08,27304800000
2021-01-11,27927900000
2021-01-12,27308520000
2021-01-13,27269460000
2021-01-14,27347580000
2021-01-15,27209940000
2021-01-19,27355020000
2021-01-20,27440580000
2021-01-21,27282480000
2021-01-22,26999760000
2021-01-25,27165300000
2021-01-26,27319680000
2021-01-27,28108320000
2021-01-28,27048119999
2021-01-29,26335740000
2021-02-01,26419850000
2021-02-02,26184900000
2021-02-03,26170100000
2021-02-04,26009150000
2021-02-05,26445749999
2021-02-08,26769499999
2021-02-09,27084000000
2021-02-10,27463249999
2021-02-11,27814750000
2021-02-12,28393800000
2021-02-16,27947950000
2021-02-17,27576100000
2021-02-18,27387400000
2021-02-19,26305150000
2021-02-22,25461550000
2021-02-23,25820450000
2021-02-24,26573399999
2021-02-25,25831550000
2021-02-26,26181200000
2021-03-01,26723249999
2021-03-02,26225600000
2021-03-03,25433800000
2021-03-04,24499550000
2021-03-05,24919499999
2021-03-08,24462550000
2021-03-09,25217350000
2021-03-10,25026800000
2021-03-11,25204400000
2021-03-12,25161850000
2021-03-15,25326500000
2021-03-16,25433800000
2021-03-17,25409750000
2021-03-18,25160000000
2021-03-19,24932450000
2021-03-22,25424550000
2021-03-23,25008300000
2021-03-24,25023100000
2021-03-25,25202550000
2021-03-26,26305150000
2021-03-29,26144200000
2021-03-30,26184900000
2021-03-31,26529000000
2021-04-01,26601150000
2021-04-05,27256050000
2021-04-06,27000749999
2021-04-07,26630749999
2021-04-08,26760250000
2021-04-09,27052550000
2021-04-12,26830550000
2021-04-13,26534550000
2021-04-14,26532699999
2021-04-15,26874950000
2021-04-16,26899000000
2021-04-19,26571550000
2021-04-20,26455000000
2021-04-21,26760250000
2021-04-22,26936000000
2021-04-23,27354100000
2021-04-26,27516900000
2021-04-27,27452149999
2021-04-28,27122850000
2021-04-29,27452149999
2021-04-30,26560400000
2021-05-03,25833600000
2021-05-04,25818880000
2021-05-05,25892480000
2021-05-06,26277040000
2021-05-07,26387440000
2021-05-10,25741600000
2021-05-11,25563120000
2021-05-12,24917279999
2021-05-13,25401200000
2021-05-14,25732400000
2021-05-17,25675360000
2021-05-18,25463759999
2021-05-19,25419600000
2021-05-20,25949520000
2021-05-21,25697440000
2021-05-24,25907200000
2021-05-25,25756320000
2021-05-26,26008400000
2021-05-27,25859360000
2021-05-28,26197920000
2021-06-01,26122480000
2021-06-02,26483120000
2021-06-03,26685520000
2021-06-04,27393920000
2021-06-07,27259600000
2021-06-08,27368160000
2021-06-09,27042480000
2021-06-10,27404960000
2021-06-11,27200720000
2021-06-14,27338720000
2021-06-15,27228320000
2021-06-16,27397600000
2021-06-17,27480400000
2021-06-18,27136320000
2021-06-21,27430720000
2021-06-22,27704880000
2021-06-23,27774799999
2021-06-24,28089440000
2021-06-25,28210880000
2021-06-28,28411440000
2021-06-29,28665360000
2021-06-30,28411440000
2021-07-01,28255040000
2021-07-02,28179600000
2021-07-06,28365440000
2021-07-07,28575200000
2021-07-08,28367279999
2021-07-09,28669040000
2021-07-12,29020480000
2021-07-13,28965279999
2021-07-14,29057279999
2021-07-15,28807040000
2021-07-16,28521840000
2021-07-19,28479520000
2021-07-20,28812560000
2021-07-21,29156640000
2021-07-22,29178720000
2021-07-23,29384799999
2021-07-26,29436320000
2021-07-27,29226560000
2021-07-28,29467600000
2021-07-29,29754640000
2021-07-30,30277200000
2021-08-02,30178530000
2021-08-03,30507930000
2021-08-04,30573810000
2021-08-05,30451200000
2021-08-06,30487800000
2021-08-09,30551849999
2021-08-10,30310290000
2021-08-11,30204150000
2021-08-12,30200490000
2021-08-13,30396300000
2021-08-16,30496950000
2021-08-17,30088859999
2021-08-18,29949780000
2021-08-19,30504270000
2021-08-20,30888570000
2021-08-23,31351560000
2021-08-24,32012190000
2021-08-25,31959119999
2021-08-26,32131140000
2021-08-27,32484330000
2021-08-30,32773470000
2021-08-31,32826540000
2021-09-01,32705760000
2021-09-02,32993070000
2021-09-03,33174240000
2021-09-07,33154109999
2021-09-08,33207180000
2021-09-09,33084570000
2021-09-10,32965619999
2021-09-13,32605109999
2021-09-14,32605109999
2021-09-15,32874119999
2021-09-16,32899740000
2021-09-17,32473349999
2021-09-20,31820040000
2021-09-21,31884090000
2021-09-22,32339760000
2021-09-23,32894250000
2021-09-24,32643540000
2021-09-27,32359890000
2021-09-28,30725700000
2021-09-29,30540869999
2021-09-30,30065070000
2021-10-01,30271859999
2021-10-04,29492280000
2021-10-05,29783250000
2021-10-06,29490450000
2021-10-07,29871090000
2021-10-08,29602080000
2021-10-11,29587440000
2021-10-12,29519730000
2021-10-13,30017490000
2021-10-14,30793410000
2021-10-15,30873930000
2021-10-18,31591290000
2021-10-19,31973760000
2021-10-20,31865790000
2021-10-21,32290349999
2021-10-22,32248260000
2021-10-25,32500800000
2021-10-26,32533740000
2021-10-27,32380020000
2021-10-28,32821050000
2021-10-29,32943660000
2021-11-01,33128490000
2021-11-02,33816570000
2021-11-03,33573180000
2021-11-04,34048980000
2021-11-05,33613440000
2021-11-08,34089240000
2021-11-09,34012380000
2021-11-10,33600630000
2021-11-11,33994080000
2021-11-12,34151460000
2021-11-15,34438770000
2021-11-16,35265930000
2021-11-17,35566050000
2021-11-18,35551410000
2021-11-19,35617290000
2021-11-22,35125020000
2021-11-23,35738070000
2021-11-24,36537780000
2021-11-26,35020710000
2021-11-29,36186420000
2021-11-30,35589840000
2021-12-01,35441610000
2021-12-02,36321840000
2021-12-03,36459090000
2021-12-06,35712450000
2021-12-07,37044690000
2021-12-08,37000770000
2021-12-09,36715290000
2021-12-10,36938550000
2021-12-13,37348470000
2021-12-14,36232170000
2021-12-15,37333830000
2021-12-16,36341970000
2021-12-17,36087600000
2021-12-20,35542260000
2021-12-21,36157140000
2021-12-22,36711630000
2021-12-23,36861690000
2021-12-27,38051190000
2021-12-28,37860870000
2021-12-29,37934070000
2021-12-30,37844400000
2021-12-31,37791330000
2022-01-03,37086780000
2022-01-04,36116880000
2022-01-05,35165280000
2022-01-06,35243970000
2022-01-07,34404000000
2022-01-10,34180740000
2022-01-11,35081100000
2022-01-12,34843200000
2022-01-13,34149630000
2022-01-14,34246619999
2022-01-18,33199859999
2022-01-19,33022349999
2022-01-20,32478840000
2022-01-21,31735859999
2022-01-24,32090880000
2022-01-25,30884910000
2022-01-26,30833670000
2022-01-27,29484960000
2022-01-28,30015660000
2022-01-31,30556420000
2022-02-01,30599860000
2022-02-02,30998060000
2022-02-03,30024280000
2022-02-04,30084010000
2022-02-07,30060480000
2022-02-08,30484019999
2022-02-09,31159150000
2022-02-10,30630630000
2022-02-11,29872240000
2022-02-14,30033330000
2022-02-15,30728370000
2022-02-16,30793530000
2022-02-17,29955500000
2022-02-18,29066790000
2022-02-22,28704790000
2022-02-23,27756350000
2022-02-24,28688500000
2022-02-25,28956380000
2022-02-28,28483970000
2022-03-01,27745490000
2022-03-02,28572660000
2022-03-03,28127400000
2022-03-04,27452269999
2022-03-07,26583470000
2022-03-08,26478490000
2022-03-09,27340050000
2022-03-10,26514690000
2022-03-11,26402470000
2022-03-14,26060380000
2022-03-15,27088460000
2022-03-16,27948210000
2022-03-17,28371750000
2022-03-18,29215210000
2022-03-21,29010680000
2022-03-22,28753660000
2022-03-23,28299350000
2022-03-24,28793480000
2022-03-25,28979910000
2022-03-28,28967240000
2022-03-29,29877670000
2022-03-30,29106610000
2022-03-31,28592570000
2022-04-01,28670400000
2022-04-04,28885790000
2022-04-05,28045949999
2022-04-06,27428740000
2022-04-07,27388920000
2022-04-08,27111990000
2022-04-11,26679400000
2022-04-12,26545460000
2022-04-13,26654060000
2022-04-14,26051330000
2022-04-18,26293870000
2022-04-19,26853160000
2022-04-20,27370820000
2022-04-21,27032350000
2022-04-22,26295680000
2022-04-25,26599760000
2022-04-26,25589780000
2022-04-27,25577110000
2022-04-28,26277580000
2022-04-29,25388870000
2022-05-02,25394730000
2022-05-03,25584470000
2022-05-04,26241400000
2022-05-05,25222890000
2022-05-06,24841620000
2022-05-09,23663799999
2022-05-10,24181110000
2022-05-11,23454370000
2022-05-12,23379190000
2022-05-13,24463929999
2022-05-16,24197220000
2022-05-17,25126230000
2022-05-18,24344000000
2022-05-19,24540900000
2022-05-20,24666200000
2022-05-23,25088640000
2022-05-24,24854150000
2022-05-25,24603549999
2022-05-26,25285540000
2022-05-27,25996170000
2022-05-31,26062400000
2022-06-01,25695450000
2022-06-02,26631620000
2022-06-03,26264670000
2022-06-06,26246770000
2022-06-07,26572549999
2022-06-08,25931730000
2022-06-09,25750940000
2022-06-10,25154870000
2022-06-13,23905450000
2022-06-14,24195429999
2022-06-15,24786130000
2022-06-16,23457950000
2022-06-17,23950200000
2022-06-21,24440660000
2022-06-22,24322520000
2022-06-23,24508679999
2022-06-24,25145920000
2022-06-27,25412630000
2022-06-28,24866679999
2022-06-29,24823720000
2022-06-30,24675150000
2022-07-01,24370850000
2022-07-05,24585650000
2022-07-06,25025990000
2022-07-07,25595210000
2022-07-08,25536140000
2022-07-11,25330290000
2022-07-12,25235420000
2022-07-13,25351770000
2022-07-14,24804030000
2022-07-15,25702610000
2022-07-18,25280170000
2022-07-19,26411450000
2022-07-20,26803460000
2022-07-21,27458600000
2022-07-22,26953820000
2022-07-25,27218740000
2022-07-26,27073750000
2022-07-27,27852400000
2022-07-28,28521860000
2022-07-29,29105400000
2022-08-01,29293350000
2022-08-02,29191320000
2022-08-03,29631660000
2022-08-04,30075580000
2022-08-05,29939540000
2022-08-08,29753380000
2022-08-09,29089290000
2022-08-10,29814240000
2022-08-11,29842880000
2022-08-12,30358400000
2022-08-15,30632270000
2022-08-16,30542770000
2022-08-17,30302910000
2022-08-18,32105440000
2022-08-19,31545170000
2022-08-22,30537400000
2022-08-23,30471170000
2022-08-24,30589309999
2022-08-25,30897190000
2022-08-26,29907320000
2022-08-29,29776650000
2022-08-30,29356000000
2022-08-31,29336309999
2022-09-01,29366740000
2022-09-02,29225330000
2022-09-06,29271870000
2022-09-07,30370929999
2022-09-08,30949100000
2022-09-09,30852440000
2022-09-12,31092299999
2022-09-13,30136440000
2022-09-14,30091690000
2022-09-15,29653140000
2022-09-16,29611970000
2022-09-19,29706840000
2022-09-20,29438340000
2022-09-21,29006950000
2022-09-22,28409090000
2022-09-23,28076150000
2022-09-26,27845240000
2022-09-27,28086890000
2022-09-28,28559450000
2022-09-29,28428780000
2022-09-30,28167440000
2022-10-03,29073179999
2022-10-04,30188350000
2022-10-05,30199090000
2022-10-06,30163290000
2022-10-07,28829740000
2022-10-10,28697280000
2022-10-11,27924000000
2022-10-12,27526620000
2022-10-13,28101210000
2022-10-14,27608960000
2022-10-17,28480690000
2022-10-18,28854799999
2022-10-19,28845850000
2022-10-20,28783200000
2022-10-21,30243840000
2022-10-24,30322600000
2022-10-25,31094090000
2022-10-26,31373330000
2022-10-27,31036809999
2022-10-28,31799350000
2022-10-31,30998700000
2022-11-01,30968440000
2022-11-02,29743800000
2022-11-03,29720660000
2022-11-04,29165300000
2022-11-07,29106560000
2022-11-08,29124360000
2022-11-09,28661560000
2022-11-10,30564380000
2022-11-11,30648040000
2022-11-14,30445120000
2022-11-15,30701440000
2022-11-16,29649460000
2022-11-17,29553340000
2022-11-18,30598200000
2022-11-21,30639140000
2022-11-22,31021840000
2022-11-23,31335120000
2022-11-25,31438360000
2022-11-28,30899020000
2022-11-29,30813580000
2022-11-30,32198419999
2022-12-01,32303440000
2022-12-02,32134340000
2022-12-05,31783680000
2022-12-06,31475740000
2022-12-07,31630599999
2022-12-08,32226900000
2022-12-09,32168160000
2022-12-12,32591800000
2022-12-13,32965599999
2022-12-14,32570440000
2022-12-15,31360040000
2022-12-16,30945300000
2022-12-19,30505640000
2022-12-20,30676520000
2022-12-21,30984460000
2022-12-22,30220840000
2022-12-23,30229740000
2022-12-27,30194140000
2022-12-28,29843480000
2022-12-29,30651599999
2022-12-30,30450460000
2023-01-03,30427320000
2023-01-04,30347220000
2023-01-05,30058860000
2023-01-06,31224759999
2023-01-09,31436580000
2023-01-10,31685780000
2023-01-11,31940320000
2023-01-12,31669759999
2023-01-13,32148580000
2023-01-17,32922880000
2023-01-18,32305220000
2023-01-19,31456160000
2023-01-20,31847759999
2023-01-23,32137900000
2023-01-24,32077380000
2023-01-25,32191300000
2023-01-26,32050680000
2023-01-27,31586099999
2023-01-30,31489980000
2023-01-31,31924300000
2023-02-01,31949220000
2023-02-02,32428040000
2023-02-03,32289200000
2023-02-06,31902940000
2023-02-07,32568660000
2023-02-08,32285640000
2023-02-09,32488560000
2023-02-10,32173500000
2023-02-13,32752000000
2023-02-14,32972720000
2023-02-15,33554780000
2023-02-16,33280660000
2023-02-17,33068840000
2023-02-21,32570440000
2023-02-22,28430160000
2023-02-23,28633080000
2023-02-24,28090180000
2023-02-27,28698940000
2023-02-28,28472880000
2023-03-01,27967360000
2023-03-02,28095520000
2023-03-03,28426599999
2023-03-06,28366080000
2023-03-07,28125780000
2023-03-08,28191640000
2023-03-09,28020759999
2023-03-10,27502780000
2023-03-13,27445820000
2023-03-14,27905060000
2023-03-15,27492099999
2023-03-16,27659419999
2023-03-17,27618480000
2023-03-20,27689680000
2023-03-21,27990500000
2023-03-22,27559740000
2023-03-23,27846320000
2023-03-24,27892599999
2023-03-27,27723500000
2023-03-28,27645180000
2023-03-29,27883700000
2023-03-30,28136460000
2023-03-31,28743440000
2023-04-03,28670460000
2023-04-04,27999400000
2023-04-05,27760880000
2023-04-06,27723500000
2023-04-10,28018980000
2023-04-11,27798259999
2023-04-12,28068820000
2023-04-13,28437280000
2023-04-14,28401680000
2023-04-17,27239340000
2023-04-18,26748060000
2023-04-19,26456140000
2023-04-20,26308400000
2023-04-21,26409860000
2023-04-24,26135740000
2023-04-25,25270660000
2023-04-26,25142500000
2023-04-27,25256419999
2023-04-28,25745919999
2023-05-01,25728120000
2023-05-02,25350759999
2023-05-03,25377460000
2023-05-04,25146060000
2023-05-05,25571480000
2023-05-08,25477140000
2023-05-09,25454000000
2023-05-10,25929259999
2023-05-11,25722780000
2023-05-12,25858060000
2023-05-15,26486400000
2023-05-16,26080560000
2023-05-17,28063480000
2023-05-18,28074160000
2023-05-19,27979820000
2023-05-22,28252160000
2023-05-23,28033220000
2023-05-24,27671880000
2023-05-25,27963800000
2023-05-26,28770140000
2023-05-30,28884060000
2023-05-31,28800400000
2023-06-01,29038919999
2023-06-02,29060280000
2023-06-05,28738099999
2023-06-06,28741660000
2023-06-07,28741660000
2023-06-08,28903640000
2023-06-09,28759460000
2023-06-12,29197340000
2023-06-13,29357540000
2023-06-14,29224040000
2023-06-15,29442980000
2023-06-16,29345080000
2023-06-20,28939240000
2023-06-21,28686480000
2023-06-22,28460419999
2023-06-23,28120440000
2023-06-26,28287759999
2023-06-27,28935680000
2023-06-28,29005099999
2023-06-29,29430520000
2023-06-30,29806099999
2023-07-03,29722440000
2023-07-05,29364660000
2023-07-06,29305919999
2023-07-07,29151060000
2023-07-10,30051740000
2023-07-11,30158540000
2023-07-12,29934259999
2023-07-13,30094460000
2023-07-14,29727780000
2023-07-17,30336540000
2023-07-18,30240419999
2023-07-19,30719240000
2023-07-20,29797200000
2023-07-21,29960960000
2023-07-24,29955620000
2023-07-25,30108700000
2023-07-26,30082000000
2023-07-27,29560460000
2023-07-28,28958820000
2023-07-31,28350080000
2023-08-01,28348320000
2023-08-02,28135360000
2023-08-03,27908320000
2023-08-04,27932960000
2023-08-07,28006880000
2023-08-08,27616160000
2023-08-09,27573919999
2023-08-10,27723520000
2023-08-11,27551040000
2023-08-14,27639040000
2023-08-15,26905120000
2023-08-16,26540800000
2023-08-17,26408800000
2023-08-18,22769120000
2023-08-21,22807840000
2023-08-22,22645919999
2023-08-23,22897600000
2023-08-24,22475200000
2023-08-25,22739199999
2023-08-28,22749760000
2023-08-29,23277760000
2023-08-30,23334080000
2023-08-31,23460800000
2023-09-01,23562880000
2023-09-05,23682560000
2023-09-06,23580480000
2023-09-07,23161600000
2023-09-08,23284800000
2023-09-11,23358720000
2023-09-12,23170400000
2023-09-13,23212639999
2023-09-14,23429120000
2023-09-15,23383360000
2023-09-18,23364000000
2023-09-19,23400960000
2023-09-20,23327040000
2023-09-21,23056000000
2023-09-22,23052480000
2023-09-25,23019040000
2023-09-26,22885280000
2023-09-27,22950400000
2023-09-28,23344639999
2023-09-29,23286560000
2023-10-02,23179199999
2023-10-03,23108800000
2023-10-04,22945120000
2023-10-05,22753280000
2023-10-06,23066560000
2023-10-09,23084160000
2023-10-10,23286560000
2023-10-11,23393919999
2023-10-12,22834240000
2023-10-13,22691680000
2023-10-16,23133440000
2023-10-17,22763840000
2023-10-18,22177760000
2023-10-19,21822240000
2023-10-20,21616320000
2023-10-23,21456160000
2023-10-24,21514240000
2023-10-25,21202720000
2023-10-26,21060160000
2023-10-27,20998560000
2023-10-30,21074240000
2023-10-31,21358750000
2023-11-01,21140000000
2023-11-02,21560000000
2023-11-03,22008000000
2023-11-06,21703500000
2023-11-07,21878500000
2023-11-08,21838250000
2023-11-09,21334250000
2023-11-10,21743750000
2023-11-13,21581000000
2023-11-14,22604749999
2023-11-15,23308250000
2023-11-16,23240000000
2023-11-17,23306500000
2023-11-20,23610999999
2023-11-21,23548000000
2023-11-22,23751000000
2023-11-24,23807000000
2023-11-27,23861250000
2023-11-28,23856000000
2023-11-29,24129000000
2023-11-30,23780749999
2023-12-01,24129000000
2023-12-04,24174499999
2023-12-05,24188500000
2023-12-06,24680250000
2023-12-07,24830749999
2023-12-08,25257750000
2023-12-11,25751250000
2023-12-12,26139750000
2023-12-13,26654250000
2023-12-14,27776000000
2023-12-15,27742750000
2023-12-18,27781250000
2023-12-19,27859999999
2023-12-20,27415500000
2023-12-21,27795250000
2023-12-22,27861750000
2023-12-26,28000000000
2023-12-27,28059500000
2023-12-28,27987750000
2023-12-29,27840750000
2024-01-02,27210750000
2024-01-03,26363750000
2024-01-04,26181750000
2024-01-05,26068000000
2024-01-08,26776750000
2024-01-09,26498499999
2024-01-10,26775000000
2024-01-11,26615750000
2024-01-12,26591249999
2024-01-16,26372499999
2024-01-17,26208000000
2024-01-18,26664750000
2024-01-19,26885250000
2024-01-22,27123250000
2024-01-23,27132000000
2024-01-24,27163500000
