,ACGL
2004-11-26,1348475458
2004-11-29,1348475458
2004-11-30,1339196957
2004-12-01,1357753959
2004-12-02,1345382624
2004-12-03,1342289791
2004-12-06,1357753959
2004-12-07,1342289791
2004-12-08,1323732789
2004-12-09,1320639955
2004-12-10,1320639955
2004-12-13,1336104123
2004-12-14,1326825622
2004-12-15,1336104123
2004-12-16,1323732789
2004-12-17,1348475458
2004-12-20,1339196957
2004-12-21,1336104123
2004-12-22,1326825622
2004-12-23,1339196957
2004-12-27,1317547122
2004-12-28,1333011290
2004-12-29,1320639955
2004-12-30,1323732789
2004-12-31,1329918456
2005-01-03,1308268621
2005-01-04,1292804453
2005-01-05,1283525952
2005-01-06,1283525952
2005-01-07,1295897286
2005-01-10,1302082954
2005-01-11,1292804453
2005-01-12,1292804453
2005-01-13,1286618785
2005-01-14,1280433118
2005-01-18,1302082954
2005-01-19,1305175787
2005-01-20,1289711619
2005-01-21,1289711619
2005-01-24,1283525952
2005-01-25,1280433118
2005-01-26,1274247451
2005-01-27,1268061784
2005-01-28,1261876116
2005-01-31,1261876116
2005-02-01,1271154617
2005-02-02,1280433118
2005-02-03,1311361454
2005-02-04,1339196957
2005-02-07,1360846792
2005-02-08,1360846792
2005-02-09,1367032460
2005-02-10,1379403794
2005-02-11,1388682295
2005-02-14,1407239297
2005-02-15,1422703465
2005-02-16,1422703465
2005-02-17,1404146463
2005-02-18,1422703465
2005-02-22,1376310960
2005-02-23,1388682295
2005-02-24,1397960796
2005-02-25,1410332130
2005-02-28,1425796298
2005-03-01,1419610631
2005-03-02,1422703465
2005-03-03,1404146463
2005-03-04,1431981966
2005-03-07,1441260466
2005-03-08,1431981966
2005-03-09,1425796298
2005-03-10,1419610631
2005-03-11,1407239297
2005-03-14,1404146463
2005-03-15,1410332130
2005-03-16,1394867962
2005-03-17,1397960796
2005-03-18,1373218127
2005-03-21,1373218127
2005-03-22,1360846792
2005-03-23,1363939626
2005-03-24,1363939626
2005-03-28,1357753959
2005-03-29,1379403794
2005-03-30,1382496628
2005-03-31,1384270778
2005-04-01,1387381499
2005-04-04,1393602940
2005-04-05,1399824382
2005-04-06,1409156545
2005-04-07,1424710149
2005-04-08,1415377986
2005-04-11,1402935103
2005-04-12,1421599428
2005-04-13,1424710149
2005-04-14,1402935103
2005-04-15,1393602940
2005-04-18,1384270778
2005-04-19,1381160057
2005-04-20,1384270778
2005-04-21,1390492219
2005-04-22,1399824382
2005-04-25,1399824382
2005-04-26,1409156545
2005-04-27,1390492219
2005-04-28,1381160057
2005-04-29,1381160057
2005-05-02,1396713661
2005-05-03,1402935103
2005-05-04,1396713661
2005-05-05,1390492219
2005-05-06,1393602940
2005-05-09,1387381499
2005-05-10,1390492219
2005-05-11,1421599428
2005-05-12,1440263753
2005-05-13,1440263753
2005-05-16,1449595916
2005-05-17,1462038799
2005-05-18,1480703124
2005-05-19,1502478170
2005-05-20,1514921053
2005-05-23,1508699612
2005-05-24,1508699612
2005-05-25,1505588891
2005-05-26,1514921053
2005-05-27,1508699612
2005-05-31,1542917541
2005-06-01,1508699612
2005-06-02,1499367449
2005-06-03,1496256728
2005-06-06,1493146008
2005-06-07,1480703124
2005-06-08,1511810333
2005-06-09,1505588891
2005-06-10,1493146008
2005-06-13,1490035287
2005-06-14,1514921053
2005-06-15,1502478170
2005-06-16,1505588891
2005-06-17,1496256728
2005-06-20,1496256728
2005-06-21,1496256728
2005-06-22,1502478170
2005-06-23,1502478170
2005-06-24,1518031774
2005-06-27,1539806820
2005-06-28,1555360425
2005-06-29,1558471145
2005-06-30,1566912219
2005-07-01,1576294927
2005-07-05,1576294927
2005-07-06,1566912219
2005-07-07,1551274372
2005-07-08,1545019234
2005-07-11,1576294927
2005-07-12,1566912219
2005-07-13,1570039788
2005-07-14,1566912219
2005-07-15,1576294927
2005-07-18,1573167357
2005-07-19,1560657080
2005-07-20,1535636526
2005-07-21,1532508957
2005-07-22,1519998679
2005-07-25,1541891664
2005-07-26,1570039788
2005-07-27,1576294927
2005-07-28,1623208466
2005-07-29,1598187912
2005-08-01,1560657080
2005-08-02,1582550065
2005-08-03,1582550065
2005-08-04,1591932773
2005-08-05,1582550065
2005-08-08,1582550065
2005-08-09,1598187912
2005-08-10,1598187912
2005-08-11,1566912219
2005-08-12,1588805204
2005-08-15,1595060343
2005-08-16,1595060343
2005-08-17,1604443050
2005-08-18,1604443050
2005-08-19,1595060343
2005-08-22,1610698189
2005-08-23,1613825758
2005-08-24,1610698189
2005-08-25,1610698189
2005-08-26,1595060343
2005-08-29,1576294927
2005-08-30,1554401942
2005-08-31,1510615971
2005-09-01,1538764095
2005-09-02,1535636526
2005-09-06,1526253818
2005-09-07,1541891664
2005-09-08,1513743541
2005-09-09,1526253818
2005-09-12,1557529511
2005-09-13,1576294927
2005-09-14,1560657080
2005-09-15,1579422496
2005-09-16,1598187912
2005-09-19,1657611729
2005-09-20,1701397699
2005-09-21,1645101451
2005-09-22,1623208466
2005-09-23,1670122006
2005-09-26,1663866867
2005-09-27,1663866867
2005-09-28,1685759852
2005-09-29,1695142560
2005-09-30,3615073757
2005-10-03,3529781636
2005-10-04,3529781636
2005-10-05,3510098839
2005-10-06,3457611380
2005-10-07,3477294177
2005-10-10,3437928582
2005-10-11,3424806718
2005-10-12,3392002055
2005-10-13,3398562988
2005-10-14,3431367650
2005-10-17,3424806718
2005-10-18,3424806718
2005-10-19,3451050447
2005-10-20,3418245785
2005-10-21,3496976974
2005-10-24,3588830028
2005-10-25,3542903501
2005-10-26,3523220704
2005-10-27,3503537906
2005-10-28,3536342568
2005-10-31,3608512825
2005-11-01,3654439352
2005-11-02,3851267324
2005-11-03,3772536135
2005-11-04,3785658000
2005-11-07,3752853338
2005-11-08,3746292406
2005-11-09,3765975203
2005-11-10,3825023595
2005-11-11,4008729702
2005-11-14,4107143688
2005-11-15,4015290634
2005-11-16,3943120378
2005-11-17,3943120378
2005-11-18,3962803175
2005-11-21,3989046905
2005-11-22,3969364108
2005-11-23,4008729702
2005-11-25,3989046905
2005-11-28,3923437581
2005-11-29,3857828257
2005-11-30,3825023595
2005-12-01,3864389189
2005-12-02,3857828257
2005-12-05,3798779865
2005-12-06,3831584527
2005-12-07,3825023595
2005-12-08,3851267324
2005-12-09,3923437581
2005-12-12,3943120378
2005-12-13,3956242243
2005-12-14,3989046905
2005-12-15,3903754783
2005-12-16,3956242243
2005-12-19,3884071986
2005-12-20,3857828257
2005-12-21,3890632919
2005-12-22,3962803175
2005-12-23,3982485972
2005-12-27,3989046905
2005-12-28,4002168770
2005-12-29,4002168770
2005-12-30,3989046905
2006-01-03,4015290634
2006-01-04,4034973432
2006-01-05,3975925040
2006-01-06,4048095296
2006-01-09,4015290634
2006-01-10,4041534364
2006-01-11,4054656229
2006-01-12,4021851567
2006-01-13,3995607837
2006-01-17,3929998513
2006-01-18,3870950121
2006-01-19,3929998513
2006-01-20,3923437581
2006-01-23,3916876648
2006-01-24,3903754783
2006-01-25,3903754783
2006-01-26,3995607837
2006-01-27,4002168770
2006-01-30,4015290634
2006-01-31,3962803175
2006-02-01,4008729702
2006-02-02,3982485972
2006-02-03,3910315716
2006-02-06,3936559446
2006-02-07,3897193851
2006-02-08,3864389189
2006-02-09,3884071986
2006-02-10,3903754783
2006-02-13,3857828257
2006-02-14,4002168770
2006-02-15,4080899959
2006-02-16,4061217161
2006-02-17,4080899959
2006-02-21,4107143688
2006-02-22,4166192080
2006-02-23,4100582756
2006-02-24,4146509283
2006-02-27,4146509283
2006-02-28,4120265553
2006-03-01,4146509283
2006-03-02,4087460891
2006-03-03,4074339026
2006-03-06,4094021823
2006-03-07,4080899959
2006-03-08,4015290634
2006-03-09,3975925040
2006-03-10,4028412499
2006-03-13,4100582756
2006-03-14,4153070215
2006-03-15,4133387418
2006-03-16,4146509283
2006-03-17,4120265553
2006-03-20,4126826485
2006-03-21,4133387418
2006-03-22,4080899959
2006-03-23,4054656229
2006-03-24,4074339026
2006-03-27,4080899959
2006-03-28,4107143688
2006-03-29,4126826485
2006-03-30,4139948350
2006-03-31,4228808475
2006-04-03,4248569263
2006-04-04,4241982333
2006-04-05,4274916979
2006-04-06,4248569263
2006-04-07,4241982333
2006-04-10,4248569263
2006-04-11,4235395404
2006-04-12,4235395404
2006-04-13,4288090837
2006-04-17,4294677766
2006-04-18,4288090837
2006-04-19,4340786270
2006-04-20,4334199341
2006-04-21,4334199341
2006-04-24,4327612412
2006-04-25,4334199341
2006-04-26,4400068632
2006-04-27,4373720915
2006-04-28,4446177135
2006-05-01,4531807213
2006-05-02,4538394143
2006-05-03,4498872568
2006-05-04,4439590206
2006-05-05,4373720915
2006-05-08,4347373199
2006-05-09,4301264695
2006-05-10,4281503908
2006-05-11,4241982333
2006-05-12,4261743121
2006-05-15,4228808475
2006-05-16,4294677766
2006-05-17,4228808475
2006-05-18,4182699972
2006-05-19,4195873830
2006-05-22,4195873830
2006-05-23,4162939184
2006-05-24,4116830681
2006-05-25,4162939184
2006-05-26,4169526113
2006-05-30,4123417610
2006-05-31,4202460759
2006-06-01,4281503908
2006-06-02,4288090837
2006-06-05,4255156192
2006-06-06,4248569263
2006-06-07,4241982333
2006-06-08,4255156192
2006-06-09,4334199341
2006-06-12,4136591468
2006-06-13,4123417610
2006-06-14,4090482964
2006-06-15,4182699972
2006-06-16,4215634617
2006-06-19,4209047688
2006-06-20,4255156192
2006-06-21,4268330050
2006-06-22,4294677766
2006-06-23,4261743121
2006-06-26,4327612412
2006-06-27,4347373199
2006-06-28,4347373199
2006-06-29,4340786270
2006-06-30,4357293769
2006-07-03,4383661659
2006-07-05,4291374045
2006-07-06,4311149962
2006-07-07,4324333907
2006-07-10,4311149962
2006-07-11,4258414183
2006-07-12,4258414183
2006-07-13,4258414183
2006-07-14,4265006155
2006-07-17,4238638266
2006-07-18,4212270376
2006-07-19,4278190100
2006-07-20,4192494459
2006-07-21,4159534597
2006-07-24,4199086431
2006-07-25,4330925879
2006-07-26,4370477714
2006-07-27,4304557990
2006-07-28,4442989411
2006-07-31,4456173355
2006-08-01,4436397438
2006-08-02,4370477714
2006-08-03,4330925879
2006-08-04,4311149962
2006-08-07,4317741935
2006-08-08,4311149962
2006-08-09,4291374045
2006-08-10,4245230238
2006-08-11,4297966017
2006-08-14,4357293769
2006-08-15,4330925879
2006-08-16,4363885742
2006-08-17,4337517852
2006-08-18,4311149962
2006-08-21,4337517852
2006-08-22,4324333907
2006-08-23,4330925879
2006-08-24,4330925879
2006-08-25,4291374045
2006-08-28,4344109824
2006-08-29,4337517852
2006-08-30,4363885742
2006-08-31,4363885742
2006-09-01,4396845604
2006-09-05,4442989411
2006-09-06,4462765328
2006-09-07,4442989411
2006-09-08,4482541245
2006-09-11,4528685052
2006-09-12,4535277024
2006-09-13,4541868997
2006-09-14,4475949273
2006-09-15,4555052942
2006-09-18,4535277024
2006-09-19,4555052942
2006-09-20,4528685052
2006-09-21,4601196749
2006-09-22,4574828859
2006-09-25,4607788721
2006-09-26,4581420831
2006-09-27,4607788721
2006-09-28,4614380694
2006-09-29,4647340556
2006-10-02,4664369627
2006-10-03,4757523942
2006-10-04,4770831701
2006-10-05,4804101100
2006-10-06,4744216183
2006-10-09,4717600664
2006-10-10,4750870062
2006-10-11,4777485581
2006-10-12,4750870062
2006-10-13,4837370498
2006-10-16,4844024377
2006-10-17,4837370498
2006-10-18,4784139461
2006-10-19,4770831701
2006-10-20,4744216183
2006-10-23,4804101100
2006-10-24,4844024377
2006-10-25,4817408859
2006-10-26,4857332137
2006-10-27,4797447220
2006-10-30,4870639896
2006-10-31,4750870062
2006-11-01,4724254544
2006-11-02,4810754979
2006-11-03,4910563174
2006-11-06,4950486452
2006-11-07,4977101970
2006-11-08,5030333007
2006-11-09,5050294646
2006-11-10,5050294646
2006-11-13,5043640767
2006-11-14,5070256285
2006-11-15,5090217924
2006-11-16,5130141202
2006-11-17,5176718359
2006-11-20,5176718359
2006-11-21,5163410600
2006-11-22,5190026119
2006-11-24,5176718359
2006-11-27,5183372239
2006-11-28,5096871804
2006-11-29,4983755850
2006-11-30,4937178692
2006-12-01,4943832572
2006-12-04,4957140331
2006-12-05,4930524813
2006-12-06,4923870933
2006-12-07,4930524813
2006-12-08,4937178692
2006-12-11,4957140331
2006-12-12,4977101970
2006-12-13,4990409730
2006-12-14,5036986887
2006-12-15,5076910165
2006-12-18,5056948526
2006-12-19,5076910165
2006-12-20,5070256285
2006-12-21,5056948526
2006-12-22,5070256285
2006-12-26,5090217924
2006-12-27,5076910165
2006-12-28,5023679128
2006-12-29,4997063609
2007-01-03,4990409730
2007-01-04,4983755850
2007-01-05,4937178692
2007-01-08,4963794211
2007-01-09,4917217053
2007-01-10,4937178692
2007-01-11,4917217053
2007-01-12,4910563174
2007-01-16,4923870933
2007-01-17,4890601535
2007-01-18,4830716618
2007-01-19,4830716618
2007-01-22,4777485581
2007-01-23,4777485581
2007-01-24,4824062739
2007-01-25,4777485581
2007-01-26,4744216183
2007-01-29,4770831701
2007-01-30,4770831701
2007-01-31,4777485581
2007-02-01,4790793340
2007-02-02,4844024377
2007-02-05,4837370498
2007-02-06,4903909294
2007-02-07,4917217053
2007-02-08,4917217053
2007-02-09,4883947655
2007-02-12,4850678257
2007-02-13,4917217053
2007-02-14,4863986016
2007-02-15,4877293776
2007-02-16,4877293776
2007-02-20,4883947655
2007-02-21,4910563174
2007-02-22,4917217053
2007-02-23,4883947655
2007-02-26,4824062739
2007-02-27,4764177822
2007-02-28,4770831701
2007-03-01,4837370498
2007-03-02,4890601535
2007-03-05,4804101100
2007-03-06,4824062739
2007-03-07,4804101100
2007-03-08,4850678257
2007-03-09,4857332137
2007-03-12,4877293776
2007-03-13,4817408859
2007-03-14,4750870062
2007-03-15,4777485581
2007-03-16,4750870062
2007-03-19,4777485581
2007-03-20,4770831701
2007-03-21,4797447220
2007-03-22,4817408859
2007-03-23,4910563174
2007-03-26,4963794211
2007-03-27,4937178692
2007-03-28,4923870933
2007-03-29,4957140331
2007-03-30,4945596825
2007-04-02,4945596825
2007-04-03,4978219495
2007-04-04,4952121359
2007-04-05,4978219495
2007-04-09,4984744029
2007-04-10,5004317631
2007-04-11,5030415767
2007-04-12,5043464836
2007-04-13,5069562972
2007-04-16,5089136574
2007-04-17,5089136574
2007-04-18,5069562972
2007-04-19,5043464836
2007-04-20,5049989370
2007-04-23,5147857381
2007-04-24,5147857381
2007-04-25,5213102721
2007-04-26,5134808313
2007-04-27,5337068869
2007-04-30,5278348062
2007-05-01,5154381915
2007-05-02,5252249926
2007-05-03,5271823528
2007-05-04,5226151790
2007-05-07,5258774460
2007-05-08,5200053653
2007-05-09,5200053653
2007-05-10,5160906449
2007-05-11,5154381915
2007-05-14,5134808313
2007-05-15,4991268563
2007-05-16,5017366699
2007-05-17,5115234710
2007-05-18,5206578187
2007-05-21,5200053653
2007-05-22,5232676324
2007-05-23,5226151790
2007-05-24,5115234710
2007-05-25,5160906449
2007-05-29,5193529119
2007-05-30,5200053653
2007-05-31,5213102721
2007-06-01,5193529119
2007-06-04,5226151790
2007-06-05,5206578187
2007-06-06,5193529119
2007-06-07,5121759244
2007-06-08,5147857381
2007-06-11,5206578187
2007-06-12,5180480051
2007-06-13,5213102721
2007-06-14,5206578187
2007-06-15,5121759244
2007-06-18,5121759244
2007-06-19,5200053653
2007-06-20,5167430983
2007-06-21,5134808313
2007-06-22,5128283779
2007-06-25,5134808313
2007-06-26,5187004585
2007-06-27,5317495267
2007-06-28,5297921664
2007-06-29,5258774460
2007-07-02,5127399467
2007-07-03,5114878345
2007-07-05,5127399467
2007-07-06,5096096662
2007-07-09,5127399467
2007-07-10,5121138906
2007-07-11,5158702272
2007-07-12,5183744516
2007-07-13,5177483955
2007-07-16,5171223394
2007-07-17,5152441711
2007-07-18,5133660028
2007-07-19,5152441711
2007-07-20,5139920589
2007-07-23,5096096662
2007-07-24,4952103758
2007-07-25,5058533296
2007-07-26,5002188246
2007-07-27,4820631977
2007-07-30,4889498148
2007-07-31,4845674221
2007-08-01,4851934782
2007-08-02,4914540392
2007-08-03,4745505245
2007-08-06,4826892538
2007-08-07,4695420757
2007-08-08,4639075708
2007-08-09,4507603927
2007-08-10,4651596830
2007-08-13,4820631977
2007-08-14,4732984123
2007-08-15,4645336269
2007-08-16,4639075708
2007-08-17,4664117952
2007-08-20,4651596830
2007-08-21,4751765806
2007-08-22,4870716465
2007-08-23,4876977026
2007-08-24,4908279831
2007-08-27,4864455904
2007-08-28,4758026367
2007-08-29,4952103758
2007-08-30,4895758709
2007-08-31,4995927685
2007-09-04,5002188246
2007-09-05,4920800953
2007-09-06,4908279831
2007-09-07,4870716465
2007-09-10,4858195343
2007-09-11,4858195343
2007-09-12,4864455904
2007-09-13,5008448808
2007-09-14,5008448808
2007-09-17,4945843197
2007-09-18,5033491052
2007-09-19,5096096662
2007-09-20,5020969930
2007-09-21,4977146002
2007-09-24,4927061514
2007-09-25,4902019270
2007-09-26,5077314979
2007-09-27,5108617784
2007-09-28,5177483955
2007-10-01,4930464413
2007-10-02,4965723991
2007-10-03,4906958027
2007-10-04,4924587816
2007-10-05,4942217606
2007-10-08,4983353781
2007-10-09,5006860166
2007-10-10,5006860166
2007-10-11,4948094202
2007-10-12,4912834623
2007-10-15,4883451641
2007-10-16,4818809080
2007-10-17,4818809080
2007-10-18,4807055887
2007-10-19,4671894169
2007-10-22,4730660134
2007-10-23,4754166519
2007-10-24,4730660134
2007-10-25,4671894169
2007-10-26,4707153748
2007-10-29,4760043116
2007-10-30,4765919712
2007-10-31,4883451641
2007-11-01,4795302695
2007-11-02,4683647362
2007-11-05,4571992030
2007-11-06,4560238837
2007-11-07,4401570733
2007-11-08,4542609048
2007-11-09,4507349469
2007-11-12,4519102662
2007-11-13,4583745223
2007-11-14,4548485644
2007-11-15,4542609048
2007-11-16,4460336697
2007-11-19,4419200522
2007-11-20,4395694137
2007-11-21,4401570733
2007-11-23,4477966487
2007-11-26,4425077119
2007-11-27,4477966487
2007-11-28,4619004801
2007-11-29,4589621819
2007-11-30,4554362241
2007-12-03,4624881398
2007-12-04,4736536730
2007-12-05,4677770766
2007-12-06,4754166519
2007-12-07,4654264380
2007-12-10,4689523959
2007-12-11,4530855855
2007-12-12,4530855855
2007-12-13,4560238837
2007-12-14,4472089890
2007-12-17,4495596276
2007-12-18,4389817540
2007-12-19,4383940944
2007-12-20,4407447330
2007-12-21,4466213294
2007-12-24,4548485644
2007-12-26,4566115433
2007-12-27,4560238837
2007-12-28,4554362241
2007-12-31,4595498416
2008-01-02,4472089890
2008-01-03,4560238837
2008-01-04,4524979258
2008-01-07,4577868626
2008-01-08,4648387784
2008-01-09,4648387784
2008-01-10,4724783537
2008-01-11,4654264380
2008-01-14,4642511187
2008-01-15,4589621819
2008-01-16,4589621819
2008-01-17,4401570733
2008-01-18,4395694137
2008-01-22,4425077119
2008-01-23,4542609048
2008-01-24,4513226065
2008-01-25,4419200522
2008-01-28,4454460101
2008-01-29,4566115433
2008-01-30,4454460101
2008-01-31,4601375012
2008-02-01,4595498416
2008-02-04,4654264380
2008-02-05,4577868626
2008-02-06,4583745223
2008-02-07,4589621819
2008-02-08,4560238837
2008-02-11,4436830312
2008-02-12,4560238837
2008-02-13,4642511187
2008-02-14,4571992030
2008-02-15,4624881398
2008-02-19,4613128205
2008-02-20,4630757994
2008-02-21,4560238837
2008-02-22,4571992030
2008-02-25,4571992030
2008-02-26,4642511187
2008-02-27,4613128205
2008-02-28,4530855855
2008-02-29,4472089890
2008-03-03,4407447330
2008-03-04,4430953715
2008-03-05,4378064347
2008-03-06,4366311154
2008-03-07,4448583505
2008-03-10,4401570733
2008-03-11,4419200522
2008-03-12,4354557962
2008-03-13,4372187751
2008-03-14,4342804769
2008-03-17,4289915401
2008-03-18,4383940944
2008-03-19,4313421786
2008-03-20,4419200522
2008-03-24,4389817540
2008-03-25,4448583505
2008-03-26,4430953715
2008-03-27,4407447330
2008-03-28,4425077119
2008-03-31,4325904418
2008-04-01,4461974806
2008-04-02,4501662003
2008-04-03,4513001202
2008-04-04,4478983605
2008-04-07,4524340401
2008-04-08,4393939612
2008-04-09,4376930814
2008-04-10,4393939612
2008-04-11,4354252416
2008-04-14,4337243617
2008-04-15,4382600413
2008-04-16,4439296408
2008-04-17,4439296408
2008-04-18,4439296408
2008-04-21,4439296408
2008-04-22,4507331602
2008-04-23,4484653204
2008-04-24,4564027597
2008-04-25,4575366796
2008-04-28,4581036396
2008-04-29,4444966008
2008-04-30,4450635607
2008-05-01,4467644406
2008-05-02,4388270013
2008-05-05,4393939612
2008-05-06,4365591615
2008-05-07,4308895620
2008-05-08,4342913217
2008-05-09,4365591615
2008-05-12,4410948411
2008-05-13,4405278811
2008-05-14,4433626809
2008-05-15,4467644406
2008-05-16,4461974806
2008-05-19,4450635607
2008-05-20,4433626809
2008-05-21,4416618010
2008-05-22,4456305207
2008-05-23,4399609212
2008-05-27,4422287610
2008-05-28,4393939612
2008-05-29,4433626809
2008-05-30,4433626809
2008-06-02,4433626809
2008-06-03,4433626809
2008-06-04,4416618010
2008-06-05,4484653204
2008-06-06,4456305207
2008-06-09,4478983605
2008-06-10,4478983605
2008-06-11,4376930814
2008-06-12,4348582816
2008-06-13,4354252416
2008-06-16,4393939612
2008-06-17,4359922015
2008-06-18,4337243617
2008-06-19,4348582816
2008-06-20,4320234819
2008-06-23,4252199625
2008-06-24,4303226020
2008-06-25,4263538823
2008-06-26,4235190826
2008-06-27,4172825232
2008-06-30,3987091789
2008-07-01,4041190728
2008-07-02,4062830303
2008-07-03,4035780834
2008-07-07,3905943381
2008-07-08,4084469879
2008-07-09,3965452214
2008-07-10,3932992850
2008-07-11,3889713699
2008-07-14,3873484018
2008-07-15,3835614760
2008-07-16,3922173063
2008-07-17,3938402744
2008-07-18,3965452214
2008-07-21,3905943381
2008-07-22,4062830303
2008-07-23,4143978712
2008-07-24,4062830303
2008-07-25,4116929242
2008-07-28,4068240197
2008-07-29,4149388605
2008-07-30,4154798499
2008-07-31,4192667757
2008-08-01,4171028181
2008-08-04,4133158924
2008-08-05,4192667757
2008-08-06,4198077650
2008-08-07,4133158924
2008-08-08,4198077650
2008-08-11,4176438075
2008-08-12,4138568818
2008-08-13,4116929242
2008-08-14,4138568818
2008-08-15,4203487544
2008-08-18,4138568818
2008-08-19,4143978712
2008-08-20,4171028181
2008-08-21,4149388605
2008-08-22,4203487544
2008-08-25,4138568818
2008-08-26,4106109454
2008-08-27,4176438075
2008-08-28,4235946908
2008-08-29,4192667757
2008-09-02,4225127120
2008-09-03,4241356801
2008-09-04,4171028181
2008-09-05,4192667757
2008-09-08,4284635952
2008-09-09,4111519348
2008-09-10,4143978712
2008-09-11,4106109454
2008-09-12,4111519348
2008-09-15,4133158924
2008-09-16,4371194255
2008-09-17,4360374467
2008-09-18,4609229585
2008-09-19,4836445128
2008-09-22,4446932769
2008-09-23,4398243724
2008-09-24,4425293193
2008-09-25,4446932769
2008-09-26,4414473406
2008-09-29,4295455740
2008-09-30,4402286014
2008-10-01,4418570673
2008-10-02,4358860258
2008-10-03,4396857795
2008-10-06,4266580527
2008-10-07,4071164625
2008-10-08,3897461601
2008-10-09,3571768431
2008-10-10,3463204041
2008-10-13,3897461601
2008-10-14,3761756113
2008-10-15,3593481309
2008-10-16,3468632260
2008-10-17,3550055553
2008-10-20,3674904601
2008-10-21,3745471455
2008-10-22,3626050626
2008-10-23,3745471455
2008-10-24,3729186796
2008-10-27,3740043235
2008-10-28,4087449283
2008-10-29,4185157234
2008-10-30,4239439429
2008-10-31,4206870112
2008-11-03,4098305722
2008-11-04,4120018600
2008-11-05,3859464064
2008-11-06,3653191723
2008-11-07,3664048162
2008-11-10,3653191723
2008-11-11,3794325430
2008-11-12,3783468991
2008-11-13,4038595308
2008-11-14,4000597771
2008-11-17,3913746259
2008-11-18,3930030918
2008-11-19,3555483772
2008-11-20,3425206504
2008-11-21,3723758577
2008-11-24,3897461601
2008-11-25,3881176942
2008-11-26,4006025991
2008-11-28,4087449283
2008-12-01,3810610089
2008-12-02,4000597771
2008-12-03,4087449283
2008-12-04,3919174479
2008-12-05,4109162161
2008-12-08,4109162161
2008-12-09,4006025991
2008-12-10,4011454210
2008-12-11,3946315576
2008-12-12,4082021064
2008-12-15,4022310649
2008-12-16,4152587917
2008-12-17,3919174479
2008-12-18,4011454210
2008-12-19,4016882430
2008-12-22,3940887357
2008-12-23,4011454210
2008-12-24,4060308186
2008-12-26,4103733942
2008-12-29,4152587917
2008-12-30,4223154771
2008-12-31,4228582990
2009-01-02,4158016137
2009-01-05,4125446820
2009-01-06,4114590381
2009-01-07,4049451747
2009-01-08,4120018600
2009-01-09,4044023527
2009-01-12,4022310649
2009-01-13,4087449283
2009-01-14,3995169552
2009-01-15,4038595308
2009-01-16,4114590381
2009-01-20,3892033381
2009-01-21,4016882430
2009-01-22,3924602698
2009-01-23,3892033381
2009-01-26,3783468991
2009-01-27,3783468991
2009-01-28,3919174479
2009-01-29,3685761040
2009-01-30,3626050626
2009-02-02,3577196650
2009-02-03,3664048162
2009-02-04,3560911992
2009-02-05,3571768431
2009-02-06,3615194187
2009-02-09,3664048162
2009-02-10,3522914455
2009-02-11,3647763504
2009-02-12,3799753650
2009-02-13,3826894747
2009-02-17,3658619943
2009-02-18,3593481309
2009-02-19,3365496090
2009-02-20,3343783212
2009-02-23,3137510871
2009-02-24,3229790602
2009-02-25,3262359919
2009-02-26,3251503480
2009-02-27,3256931700
2009-03-02,3170080188
2009-03-03,3094085115
2009-03-04,3034374700
2009-03-05,2882384554
2009-03-06,2882384554
2009-03-09,2719537969
2009-03-10,2936666749
2009-03-11,2882384554
2009-03-12,2952951408
2009-03-13,3056087578
2009-03-16,3066944017
2009-03-17,3213505944
2009-03-18,3343783212
2009-03-19,3218934163
2009-03-20,3186364846
2009-03-23,3430634724
2009-03-24,3251503480
2009-03-25,3332926773
2009-03-26,3338354992
2009-03-27,3311213895
2009-03-30,3202649505
2009-03-31,3251663983
2009-04-01,3365852852
2009-04-02,3414790939
2009-04-03,3447416330
2009-04-06,3490916851
2009-04-07,3458291460
2009-04-08,3474604156
2009-04-09,3572480329
2009-04-13,3572480329
2009-04-14,3371290417
2009-04-15,3458291460
2009-04-16,3458291460
2009-04-17,3333227461
2009-04-20,3186413201
2009-04-21,3365852852
2009-04-22,3306039635
2009-04-23,3387603113
2009-04-24,3333227461
2009-04-27,3349540157
2009-04-28,3447416330
2009-04-29,3626855981
2009-04-30,3490916851
2009-05-01,3425666069
2009-05-04,3539854938
2009-05-05,3425666069
2009-05-06,3496354417
2009-05-07,3463729026
2009-05-08,3610543286
2009-05-11,3512667112
2009-05-12,3556167634
2009-05-13,3561605199
2009-05-14,3599668155
2009-05-15,3485479286
2009-05-18,3610543286
2009-05-19,3496354417
2009-05-20,3441978765
2009-05-21,3447416330
2009-05-22,3409353374
2009-05-26,3501791982
2009-05-27,3393040678
2009-05-28,3387603113
2009-05-29,3431103634
2009-06-01,3528979808
2009-06-02,3605105720
2009-06-03,3577917895
2009-06-04,3621418416
2009-06-05,3577917895
2009-06-08,3507229547
2009-06-09,3572480329
2009-06-10,3577917895
2009-06-11,3561605199
2009-06-12,3528979808
2009-06-15,3485479286
2009-06-16,3414790939
2009-06-17,3349540157
2009-06-18,3436541200
2009-06-19,3403915808
2009-06-22,3376727982
2009-06-23,3382165548
2009-06-24,3441978765
2009-06-25,3528979808
2009-06-26,3561605199
2009-06-29,3512667112
2009-06-30,3524552871
2009-07-01,3600349707
2009-07-02,3497482572
2009-07-06,3584107528
2009-07-07,3502896632
2009-07-08,3464998214
2009-07-09,3513724751
2009-07-10,3497482572
2009-07-13,3649076244
2009-07-14,3584107528
2009-07-15,3665318423
