,ACGL
2014-03-05,7377450064
2014-03-06,7488210708
2014-03-07,7476343496
2014-03-10,7547546768
2014-03-11,7543591031
2014-03-12,7563369717
2014-03-13,7543591031
2014-03-14,7587104141
2014-03-17,7638528726
2014-03-18,7689953311
2014-03-19,7650395938
2014-03-20,7662263150
2014-03-21,7519856607
2014-03-24,7579192666
2014-03-25,7575236929
2014-03-26,7527768081
2014-03-27,7480299234
2014-03-28,7507989395
2014-03-31,7632717480
2014-04-01,7588942771
2014-04-02,7573024695
2014-04-03,7580983733
2014-04-04,7533229504
2014-04-07,7417823453
2014-04-08,7433741529
2014-04-09,7517311428
2014-04-10,7445680086
2014-04-11,7497413833
2014-04-14,7517311428
2014-04-15,7545168061
2014-04-16,7616799404
2014-04-17,7612819885
2014-04-21,7588942771
2014-04-22,7592922290
2014-04-23,7664553632
2014-04-24,7696389784
2014-04-25,7612819885
2014-04-28,7573024695
2014-04-29,7628737961
2014-04-30,7604860847
2014-05-01,7636696999
2014-05-02,7569045176
2014-05-05,7553127099
2014-05-06,7525270466
2014-05-07,7588942771
2014-05-08,7573024695
2014-05-09,7553127099
2014-05-12,7573024695
2014-05-13,7596901809
2014-05-14,7521290947
2014-05-15,7469557200
2014-05-16,7501393352
2014-05-19,7501393352
2014-05-20,7509352390
2014-05-21,7545168061
2014-05-22,7569045176
2014-05-23,7541188542
2014-05-27,7592922290
2014-05-28,7549147580
2014-05-29,7561086138
2014-05-30,7553127099
2014-06-02,7565065657
2014-06-03,7573024695
2014-06-04,7640676518
2014-06-05,7704348822
2014-06-06,7668533151
2014-06-09,7640676518
2014-06-10,7648635556
2014-06-11,7636696999
2014-06-12,7600881328
2014-06-13,7604860847
2014-06-16,7561086138
2014-06-17,7620778923
2014-06-18,7608840366
2014-06-19,7656594594
2014-06-20,7632717480
2014-06-23,7592922290
2014-06-24,7612819885
2014-06-25,7608840366
2014-06-26,7573024695
2014-06-27,7588942771
2014-06-30,7580295516
2014-07-01,7651546336
2014-07-02,7576337138
2014-07-03,7604045790
2014-07-07,7596129032
2014-07-08,7572378759
2014-07-09,7556545243
2014-07-10,7516961455
2014-07-11,7544670107
2014-07-14,7564462001
2014-07-15,7580295516
2014-07-16,7528836591
2014-07-17,7370501437
2014-07-18,7421960362
2014-07-21,7382376573
2014-07-22,7330917648
2014-07-23,7354667921
2014-07-24,7315084133
2014-07-25,7220083040
2014-07-28,7220083040
2014-07-29,7200291146
2014-07-30,7121123569
2014-07-31,7053831128
2014-08-01,7172582494
2014-08-04,7164665736
2014-08-05,7148832221
2014-08-06,7148832221
2014-08-07,7144873842
2014-08-08,7204249525
2014-08-11,7224041419
2014-08-12,7243833313
2014-08-13,7303208996
2014-08-14,7330917648
2014-08-15,7338834406
2014-08-18,7362584679
2014-08-19,7311125754
2014-08-20,7311125754
2014-08-21,7362584679
2014-08-22,7323000891
2014-08-25,7338834406
2014-08-26,7326959269
2014-08-27,7346751164
2014-08-28,7315084133
2014-08-29,7334876027
2014-09-02,7326959269
2014-09-03,7323000891
2014-09-04,7275500344
2014-09-05,7255708450
2014-09-08,7259666829
2014-09-09,7243833313
2014-09-10,7188416009
2014-09-11,7121123569
2014-09-12,7121123569
2014-09-15,7125081948
2014-09-16,7109248432
2014-09-17,7148832221
2014-09-18,7196332767
2014-09-19,7204249525
2014-09-22,7216124661
2014-09-23,7144873842
2014-09-24,7196332767
2014-09-25,7148832221
2014-09-26,7216124661
2014-09-29,7220083040
2014-09-30,6941617283
2014-10-01,6895948748
2014-10-02,6945422994
2014-10-03,7029148641
2014-10-06,6998702951
2014-10-07,6949228705
2014-10-08,7029148641
2014-10-09,6972062973
2014-10-10,6960645839
2014-10-13,6945422994
2014-10-14,6972062973
2014-10-15,6819834524
2014-10-16,6762748855
2014-10-17,6895948748
2014-10-20,6941617283
2014-10-21,7059594331
2014-10-22,7059594331
2014-10-23,6998702951
2014-10-24,7063400042
2014-10-27,7116680000
2014-10-28,7139514267
2014-10-29,7131902845
2014-10-30,7124291422
2014-10-31,7143319978
2014-11-03,7154737112
2014-11-04,7196599935
2014-11-05,7196599935
2014-11-06,7242268470
2014-11-07,7291742716
2014-11-10,7265102738
2014-11-11,7272714160
2014-11-12,7284131294
2014-11-13,7306965561
2014-11-14,7268908449
2014-11-17,7219434203
2014-11-18,7227045625
2014-11-19,7261297026
2014-11-20,7249879893
2014-11-21,7223239914
2014-11-24,7291742716
2014-11-25,7253685604
2014-11-26,7249879893
2014-11-28,7272714160
2014-12-01,7230851337
2014-12-02,7306965561
2014-12-03,7364051230
2014-12-04,7394496919
2014-12-05,7413525476
2014-12-08,7493445411
2014-12-09,7390691208
2014-12-10,7364051230
2014-12-11,7375468363
2014-12-12,7322188406
2014-12-15,7299354139
2014-12-16,7299354139
2014-12-17,7371662652
2014-12-18,7462999722
2014-12-19,7462999722
2014-12-22,7474416855
2014-12-23,7580976770
2014-12-24,7550531080
2014-12-26,7520085390
2014-12-29,7542919657
2014-12-30,7561948214
2014-12-31,7340768211
2015-01-02,7266242646
2015-01-05,7221527306
2015-01-06,7236432419
2015-01-07,7281147759
2015-01-08,7407841220
2015-01-09,7340768211
2015-01-12,7318410541
2015-01-13,7348220768
2015-01-14,7314684263
2015-01-15,7344494489
2015-01-16,7359399603
2015-01-20,7296052872
2015-01-21,7322136820
2015-01-22,7411567498
2015-01-23,7378030994
2015-01-26,7419020055
2015-01-27,7433925168
2015-01-28,7359399603
2015-01-29,7333315655
2015-01-30,7199169636
2015-02-02,7310957985
2015-02-03,7404114942
2015-02-04,7433925168
2015-02-05,7508450734
2015-02-06,7452556560
2015-02-09,7422746333
2015-02-10,7493545621
2015-02-11,7482366786
2015-02-12,7400388664
2015-02-13,7445104003
2015-02-17,7366852159
2015-02-18,7460009116
2015-02-19,7471187951
2015-02-20,7456282838
2015-02-23,7396662385
2015-02-24,7381757272
2015-02-25,7310957985
2015-02-26,7314684263
2015-02-27,7348220768
2015-03-02,7407841220
2015-03-03,7389209829
2015-03-04,7370578437
2015-03-05,7441377725
2015-03-06,7437651446
2015-03-09,7515903290
2015-03-10,7426472612
2015-03-11,7545713517
2015-03-12,7631417917
2015-03-13,7642596752
2015-03-16,7713396039
2015-03-17,7713396039
2015-03-18,7791647883
2015-03-19,7698490926
2015-03-20,7787921605
2015-03-23,7784195326
2015-03-24,7776742770
2015-03-25,7709669761
2015-03-26,7694764648
2015-03-27,7679859535
2015-03-30,7784195326
2015-03-31,7496686390
2015-04-01,7525899001
2015-04-02,7536853730
2015-04-06,7551460036
2015-04-07,7518595848
2015-04-08,7555111612
2015-04-09,7595278953
2015-04-10,7661007329
2015-04-13,7650052599
2015-04-14,7661007329
2015-04-15,7609885259
2015-04-16,7591627377
2015-04-17,7496686390
2015-04-20,7551460036
2015-04-21,7489383237
2015-04-22,7460170626
2015-04-23,7456519049
2015-04-24,7452867473
2015-04-27,7394442250
2015-04-28,7427306438
2015-04-29,7394442250
2015-04-30,7387139097
2015-05-01,7449215896
2015-05-04,7500337966
2015-05-05,7482080084
2015-05-06,7511292695
2015-05-07,7598930530
2015-05-08,7628143141
2015-05-11,7653704176
2015-05-12,7609885259
2015-05-13,7609885259
2015-05-14,7723084128
2015-05-15,7679265211
2015-05-18,7818025115
2015-05-19,7887405067
2015-05-20,7883753490
2015-05-21,7905662949
2015-05-22,7850889303
2015-05-26,7799767233
2015-05-27,7792464080
2015-05-28,7818025115
2015-05-29,7777857774
2015-06-01,7796115656
2015-06-02,7865495608
2015-06-03,7938527137
2015-06-04,7814373538
2015-06-05,7818025115
2015-06-08,7759599892
2015-06-09,7788812503
2015-06-10,7894708220
2015-06-11,7989649206
2015-06-12,7989649206
2015-06-15,7971391324
2015-06-16,8106499652
2015-06-17,8069983888
2015-06-18,8161273298
2015-06-19,8121105958
2015-06-22,8175879604
2015-06-23,8194137486
2015-06-24,8153970145
2015-06-25,8153970145
2015-06-26,8208743792
2015-06-29,8080938617
2015-06-30,8073193773
2015-07-01,8272130000
2015-07-02,8243193821
2015-07-06,8355321513
2015-07-07,8380640669
2015-07-08,8319151290
2015-07-09,8272130000
2015-07-10,8366172579
2015-07-13,8308300223
2015-07-14,8326385334
2015-07-15,8319151290
2015-07-16,8366172579
2015-07-17,8355321513
2015-07-20,8391491736
2015-07-21,8416810892
2015-07-22,8507236449
2015-07-23,8449364092
2015-07-24,8471066226
2015-07-27,8449364092
2015-07-28,8420427914
2015-07-29,8474683248
2015-07-30,8688087564
2015-07-31,8604896051
2015-08-03,8688087564
2015-08-04,8680853520
2015-08-05,8706172676
2015-08-06,8651917341
2015-08-07,8695321609
2015-08-10,8771279077
2015-08-11,8782130144
2015-08-12,8720640765
2015-08-13,8789364189
2015-08-14,8854470590
2015-08-17,8901491880
2015-08-18,8908725924
2015-08-19,8850853568
2015-08-20,8688087564
2015-08-21,8500002405
2015-08-24,8098512929
2015-08-25,8044257595
2015-08-26,8105746974
2015-08-27,8196172531
2015-08-28,8217874665
2015-08-31,8232342754
2015-09-01,8149151241
2015-09-02,8264895955
2015-09-03,8311917245
2015-09-04,8239576799
2015-09-08,8398725780
2015-09-09,8355321513
2015-09-10,8391491736
2015-09-11,8409576847
2015-09-14,8416810892
2015-09-15,8467449204
2015-09-16,8489151338
2015-09-17,8489151338
2015-09-18,8286598089
2015-09-21,8424044936
2015-09-22,8391491736
2015-09-23,8405959825
2015-09-24,8590427962
2015-09-25,8731491832
2015-09-28,8745959921
2015-09-29,8832768456
2015-09-30,8867867498
2015-10-01,8857004451
2015-10-02,8972876954
2015-10-05,9048918284
2015-10-06,8990982032
2015-10-07,9157548755
2015-10-08,9211863991
2015-10-09,9128580630
2015-10-12,9190137897
2015-10-13,9211863991
2015-10-14,9124959614
2015-10-15,9266179227
2015-10-16,9324115479
2015-10-19,9353083604
2015-10-20,9367567667
2015-10-21,9334978526
2015-10-22,9371188683
2015-10-23,9356704620
2015-10-26,9363946651
2015-10-27,9353083604
2015-10-28,9371188683
2015-10-29,9371188683
2015-10-30,9038055237
2015-11-02,9052539300
2015-11-03,9005466095
2015-11-04,8980118985
2015-11-05,8994603048
2015-11-06,8994603048
2015-11-09,8943908828
2015-11-10,8987361017
2015-11-11,8965634922
2015-11-12,8889593592
2015-11-13,8853383435
2015-11-16,8889593592
2015-11-17,8846141403
2015-11-18,8918561718
2015-11-19,8940287812
2015-11-20,8940287812
2015-11-23,8922182734
2015-11-24,8882351561
2015-11-25,8770100073
2015-11-27,8802689215
2015-11-30,8748373979
2015-12-01,8835278356
2015-12-02,8791826168
2015-12-03,8730268900
2015-12-04,8885972576
2015-12-07,8813552262
2015-12-08,8773721089
2015-12-09,8599912335
2015-12-10,8513007957
2015-12-11,8440587643
2015-12-14,8429724596
2015-12-15,8407998501
2015-12-16,8465934753
2015-12-17,8440587643
2015-12-18,8458692721
2015-12-21,8411619517
2015-12-22,8469555769
2015-12-23,8494902879
2015-12-24,8516628973
2015-12-28,8563702177
2015-12-29,8599912335
2015-12-30,8527492020
2015-12-31,8399865485
2016-01-04,8291480124
2016-01-05,8320382887
2016-01-06,8334834268
2016-01-07,8327608577
2016-01-08,8240900288
2016-01-11,8222836062
2016-01-12,8143353463
2016-01-13,8056645175
2016-01-14,8056645175
2016-01-15,8006065339
2016-01-19,8038580948
2016-01-20,7814584535
2016-01-21,7825423071
2016-01-22,7865164370
2016-01-25,7951872659
2016-01-26,7977162576
2016-01-27,7933808432
2016-01-28,8020516721
2016-01-29,8136127773
2016-02-01,8190320453
2016-02-02,8020516721
2016-02-03,8020516721
2016-02-04,7944646968
2016-02-05,7941034123
2016-02-08,8146966309
2016-02-09,8172256226
2016-02-10,8295092969
2016-02-11,8034968102
2016-02-12,8237287443
2016-02-16,8262577361
2016-02-17,8211997526
2016-02-18,8233674598
2016-02-19,8266190206
2016-02-22,8277028742
2016-02-23,8208384680
2016-02-24,8284254433
2016-02-25,8320382887
2016-02-26,8211997526
2016-02-29,8183094763
2016-03-01,8269803051
2016-03-02,8327608577
2016-03-03,8363737031
2016-03-04,8356511340
2016-03-07,8280641588
2016-03-08,8295092969
2016-03-09,8284254433
2016-03-10,8295092969
2016-03-11,8446832475
2016-03-14,8421542557
2016-03-15,8417929712
2016-03-16,8381801258
2016-03-17,8439606784
2016-03-18,8450445320
2016-03-21,8486573774
2016-03-22,8490186619
2016-03-23,8490186619
2016-03-24,8349285650
2016-03-28,8454058165
2016-03-29,8501025155
2016-03-30,8605797671
2016-03-31,8574593166
2016-04-01,8701222179
2016-04-04,8683132320
2016-04-05,8516705617
2016-04-06,8426256322
2016-04-07,8426256322
2016-04-08,8411784435
2016-04-11,8382840660
2016-04-12,8455200096
2016-04-13,8491379814
2016-04-14,8494997786
2016-04-15,8599918968
2016-04-18,8614390855
2016-04-19,8581829109
2016-04-20,8560121278
2016-04-21,8364750801
2016-04-22,8538413448
2016-04-25,8570975194
2016-04-26,8599918968
2016-04-27,8610772884
2016-04-28,8523941560
2016-04-29,8502233730
2016-05-02,8585447081
2016-05-03,8538413448
2016-05-04,8509469673
2016-05-05,8527559532
2016-05-06,8480525899
2016-05-09,8491379814
2016-05-10,8628862743
2016-05-11,8672278404
2016-05-12,8646952602
2016-05-13,8646952602
2016-05-16,8690368263
2016-05-17,8552885335
2016-05-18,8639716658
2016-05-19,8585447081
2016-05-20,8592683025
2016-05-23,8531177504
2016-05-24,8661424489
2016-05-25,8646952602
2016-05-26,8668660432
2016-05-27,8701222179
2016-05-31,8762727699
2016-06-01,8744637840
2016-06-02,8762727699
2016-06-03,8701222179
2016-06-06,8646952602
2016-06-07,8625244771
2016-06-08,8697604207
2016-06-09,8665042461
2016-06-10,8621626799
2016-06-13,8473289955
2016-06-14,8397312547
2016-06-15,8299627309
2016-06-16,8390076604
2016-06-17,8321335140
2016-06-20,8390076604
2016-06-21,8422638350
2016-06-22,8440728209
2016-06-23,8545649391
2016-06-24,8321335140
2016-06-27,8144054521
2016-06-28,8292391365
2016-06-29,8429874294
2016-06-30,8707601952
2016-07-01,8649551272
2016-07-05,8573359755
2016-07-06,8555218917
2016-07-07,8537078080
2016-07-08,8558847085
2016-07-11,8555218917
2016-07-12,8522565410
2016-07-13,8518937243
2016-07-14,8497168238
2016-07-15,8460886563
2016-07-18,8395579548
2016-07-19,8366554208
2016-07-20,8362926041
2016-07-21,8388323213
2016-07-22,8515309075
2016-07-25,8493540070
2016-07-26,8424604888
2016-07-27,8399207716
2016-07-28,8740255459
2016-07-29,8783793469
2016-08-01,8841844148
2016-08-02,8925292000
2016-08-03,8932548335
2016-08-04,8957945508
2016-08-05,9005111685
2016-08-08,8997855350
2016-08-09,9055906030
2016-08-10,9088559537
2016-08-11,9084931369
2016-08-12,9045021527
2016-08-15,9324390423
2016-08-16,9708976176
2016-08-17,9654553664
2016-08-18,9679950836
2016-08-19,9621900156
2016-08-22,9611015654
2016-08-23,9571105812
2016-08-24,9596502984
2016-08-25,9611015654
2016-08-26,9585618482
2016-08-29,9614643822
2016-08-30,9719860678
2016-08-31,9788795861
2016-09-01,9846846540
2016-09-02,9886756383
2016-09-06,10010114077
2016-09-07,10057280254
2016-09-08,9955691565
2016-09-09,9745257851
2016-09-12,9835962038
2016-09-13,9806936698
2016-09-14,9752514186
2016-09-15,9763398688
2016-09-16,9669066334
2016-09-19,9730745181
2016-09-20,9792424028
2016-09-21,9864987378
2016-09-22,9879500048
2016-09-23,9708976176
2016-09-26,9611015654
2016-09-27,9705348009
2016-09-28,9741629683
2016-09-29,9647297329
2016-09-30,9606014616
2016-10-03,9566019854
2016-10-04,9627829941
2016-10-05,9369681932
2016-10-06,9336958945
2016-10-07,9602378729
2016-10-10,9511481543
2016-10-11,9395133144
2016-10-12,9529660980
2016-10-13,9580563404
2016-10-14,9686004140
2016-10-17,9689640027
2016-10-18,9609650503
2016-10-19,9555112192
2016-10-20,9464215006
2016-10-21,9406040807
2016-10-24,9427856131
2016-10-25,9435127906
2016-10-26,9562383967
2016-10-27,9336958945
2016-10-28,9387861370
2016-10-31,9449671456
2016-11-01,9336958945
2016-11-02,9369681932
2016-11-03,9431492019
2016-11-04,9355138383
2016-11-07,9515117430
2016-11-08,9551476304
2016-11-09,9602378729
2016-11-10,9696911802
2016-11-11,9831439637
2016-11-14,9864162624
2016-11-15,9827803750
2016-11-16,9744178339
2016-11-17,9769629551
2016-11-18,9798716650
2016-11-21,9802352538
2016-11-22,9813260200
2016-11-23,9889613836
2016-11-25,9955059810
2016-11-28,9893249724
2016-11-29,9984146910
2016-11-30,10024141672
2016-12-01,10096859420
2016-12-02,10071408208
2016-12-05,10173213057
2016-12-06,10235023143
2016-12-07,10285925567
2016-12-08,10453176390
2016-12-09,10445904615
2016-12-12,10653150199
2016-12-13,10591340112
2016-12-14,10478627602
2016-12-15,10500442926
2016-12-16,10522258251
2016-12-19,10554981238
2016-12-20,10558617125
2016-12-21,10554981238
2016-12-22,10554981238
2016-12-23,10573160675
2016-12-27,10507714701
2016-12-28,10424089290
2016-12-29,10434996952
2016-12-30,10456812277
2017-01-03,11512259880
2017-01-04,11592680836
2017-01-05,11476070449
2017-01-06,11588659788
2017-01-09,11423796828
2017-01-10,11568554549
2017-01-11,11576596644
2017-01-12,11681143888
2017-01-13,11665059696
2017-01-17,11628870266
2017-01-18,11805796370
2017-01-19,11753522748
2017-01-20,11725375413
2017-01-23,11753522748
2017-01-24,11813838465
2017-01-25,11886217326
2017-01-26,11930448852
2017-01-27,11926427804
2017-01-30,11850027896
2017-01-31,11841985800
2017-02-01,11934469900
2017-02-02,12055101334
2017-02-03,12147585434
2017-02-06,12219964294
2017-02-07,12236048485
2017-02-08,12332553633
2017-02-09,12445142971
2017-02-10,12465248211
2017-02-13,12493395545
2017-02-14,12465248211
2017-02-15,12477311354
2017-02-16,12605984884
2017-02-17,12601963836
2017-02-21,12553711262
2017-02-22,12622069075
2017-02-23,12674342697
2017-02-24,12670321649
2017-02-27,12614026979
2017-02-28,12674342697
2017-03-01,12831163561
2017-03-02,12678363744
2017-03-03,12686405840
2017-03-06,12610005932
2017-03-07,12597942788
2017-03-08,12589900693
2017-03-09,12626090123
2017-03-10,12746721557
2017-03-13,12770847844
2017-03-14,12742700509
2017-03-15,12819100418
2017-03-16,12798995179
2017-03-17,12815079370
2017-03-20,12758784701
2017-03-21,12545669167
2017-03-22,12549690215
2017-03-23,12553711262
2017-03-24,12493395545
2017-03-27,12505458689
2017-03-28,12630111171
2017-03-29,12658258505
2017-03-30,12770847844
2017-03-31,12745301147
2017-04-03,12668643748
2017-04-04,12866339144
2017-04-05,12745301147
2017-04-06,12692851348
2017-04-07,12612159349
2017-04-10,12676712948
2017-04-11,12741266547
2017-04-12,12632332349
2017-04-13,12515328951
2017-04-17,12741266547
2017-04-18,12741266547
2017-04-19,12797750946
2017-04-20,12793716346
2017-04-21,12773543346
2017-04-24,12858269945
2017-04-25,12979307942
2017-04-26,13112449740
2017-04-27,13156830339
2017-04-28,13039826941
2017-05-01,13043861541
2017-05-02,12975273342
2017-05-03,12995446342
2017-05-04,13072103740
2017-05-05,13076138340
2017-05-08,12947031143
2017-05-09,12825993145
2017-05-10,12838096945
2017-05-11,12817923945
2017-05-12,12801785546
2017-05-15,12866339144
2017-05-16,12817923945
2017-05-17,12700920548
2017-05-18,12809854746
2017-05-19,12745301147
2017-05-22,12708989748
2017-05-23,12749335747
2017-05-24,12785647146
2017-05-25,12781612546
2017-05-26,12850200745
2017-05-30,12773543346
2017-05-31,13080172940
2017-06-01,13209280138
2017-06-02,13285937536
2017-06-05,13225418537
2017-06-06,13064034540
2017-06-07,12781612546
2017-06-08,12745301147
2017-06-09,12479017552
2017-06-12,12567778750
2017-06-13,12628297749
2017-06-14,12676712948
2017-06-15,12684782148
2017-06-16,12700920548
2017-06-19,12737231947
2017-06-20,12713024347
2017-06-21,12684782148
2017-06-22,12511294351
2017-06-23,12499190552
2017-06-26,12495155952
2017-06-27,12503225152
2017-06-28,12688816748
2017-06-29,12664609148
2017-06-30,12584812578
2017-07-03,12770954500
2017-07-05,12843792644
2017-07-06,12706209484
2017-07-07,12843792644
2017-07-10,12876165152
2017-07-11,12920677351
2017-07-12,12973282677
2017-07-13,12989468931
2017-07-14,12969236113
2017-07-17,13021841439
2017-07-18,13054213947
2017-07-19,13143238345
2017-07-20,13216076488
2017-07-21,13284868068
2017-07-24,13284868068
2017-07-25,13369845903
2017-07-26,13357706212
2017-07-27,12762861373
2017-07-28,12936863605
2017-07-31,13118958964
2017-08-01,13163471163
2017-08-02,13203936798
2017-08-03,13179657417
2017-08-04,13224169616
2017-08-07,13118958964
2017-08-08,13118958964
2017-08-09,13074446765
2017-08-10,13021841439
2017-08-11,12969236113
2017-08-14,13038027693
2017-08-15,13074446765
2017-08-16,13038027693
2017-08-17,13001608621
2017-08-18,12973282677
2017-08-21,13005655185
2017-08-22,13086586456
2017-08-23,13082539892
2017-08-24,13042074257
2017-08-25,13139191781
2017-08-28,12997562058
2017-08-29,13001608621
2017-08-30,13038027693
2017-08-31,13131098654
2017-09-01,13171564290
2017-09-05,12831652953
2017-09-06,12779047627
2017-09-07,12346065330
2017-09-08,12722395738
2017-09-11,13070400201
2017-09-12,13175610853
2017-09-13,13216076488
2017-09-14,13013748312
2017-09-15,13005655185
2017-09-18,13066353638
2017-09-19,13001608621
2017-09-20,13033981130
2017-09-21,13232262743
2017-09-22,13232262743
2017-09-25,13224169616
2017-09-26,13236309306
2017-09-27,13317240577
2017-09-28,13349613085
2017-09-29,13284868068
2017-10-02,13541337330
2017-10-03,13553525753
2017-10-04,13500709256
2017-10-05,13581965405
2017-10-06,13533211715
2017-10-09,13476332411
2017-10-10,13427578721
2017-10-11,13350385379
2017-10-12,13346322571
2017-10-13,13317882919
2017-10-16,13395076261
2017-10-17,13488520833
2017-10-18,13581965405
2017-10-19,13699786822
2017-10-20,13833859469
2017-10-23,13866361929
2017-10-24,13805419817
2017-10-25,13829796661
2017-10-26,13626656287
2017-10-27,13504772063
2017-10-30,13521023293
2017-10-31,13492583641
2017-11-01,13252877999
2017-11-02,12915664978
2017-11-03,12797843562
2017-11-06,12940041823
2017-11-07,12948167438
2017-11-08,12927853401
2017-11-09,12988795513
2017-11-10,12911602171
2017-11-13,12960355861
2017-11-14,12940041823
2017-11-15,13061926048
2017-11-16,12960355861
2017-11-17,12996921128
2017-11-20,12972544283
2017-11-21,13139119390
2017-11-22,12948167438
2017-11-24,12956293053
2017-11-27,13037549203
2017-11-28,13094428508
2017-11-29,13033486395
2017-11-30,12822220406
2017-12-01,12846597251
2017-12-04,12680022145
2017-12-05,12554075113
2017-12-06,12574389150
2017-12-07,12440316503
2017-12-08,12460630541
2017-12-11,12537823883
2017-12-12,12493133001
2017-12-13,12257490167
2017-12-14,12159982787
2017-12-15,12460630541
2017-12-18,12375311584
2017-12-19,12257490167
2017-12-20,12127480327
2017-12-21,12119354712
2017-12-22,12147794365
2017-12-26,12224987707
2017-12-27,12253427359
2017-12-28,12302181049
2017-12-29,12294055434
2018-01-02,11993894195
2018-01-03,12006120386
2018-01-04,12050949756
2018-01-05,12002044989
2018-01-08,12006120386
2018-01-09,11851255290
2018-01-10,11786048933
2018-01-11,12071326743
2018-01-12,12319925977
2018-01-16,12413660114
2018-01-17,12360679950
2018-01-18,12213965648
2018-01-19,12381056936
2018-01-22,12601128389
2018-01-23,12686711732
2018-01-24,12690787129
2018-01-25,12548148225
2018-01-26,12511469649
2018-01-29,12401433923
2018-01-30,12340302963
2018-01-31,12352529155
2018-02-01,12393283128
2018-02-02,12356604552
2018-02-05,11900160057
2018-02-06,11798275125
2018-02-07,11953140222
2018-02-08,11684164001
2018-02-09,11802350522
2018-02-12,11806425920
2018-02-13,11875707673
2018-02-14,12230267237
2018-02-15,12205814853
2018-02-16,12205814853
2018-02-20,12050949756
2018-02-21,12067251346
2018-02-22,11944989427
2018-02-23,11953140222
2018-02-26,12034648167
2018-02-27,12095779127
2018-02-28,11985743400
2018-03-01,11716767180
2018-03-02,11700465590
2018-03-05,12108005318
2018-03-06,12234342634
2018-03-07,12181362469
2018-03-08,12050949756
2018-03-09,11965366414
2018-03-12,11565977480
2018-03-13,11606731453
2018-03-14,11468167945
2018-03-15,11447790959
2018-03-16,11553751288
2018-03-19,11602656056
2018-03-20,11676013207
2018-03-21,11659711618
2018-03-22,11460017151
2018-03-23,11329604438
2018-03-26,11451866356
2018-03-27,11476318740
2018-03-28,11655636220
2018-03-29,11627108439
2018-04-02,11496331956
2018-04-03,11605628070
2018-04-04,11674444141
2018-04-05,11658252124
2018-04-06,11524667985
2018-04-09,10844603278
2018-04-10,10630059055
2018-04-11,10767691198
2018-04-12,10921515358
2018-04-13,10917467354
2018-04-16,11083435526
2018-04-17,11022715463
2018-04-18,10860795295
2018-04-19,10872939308
2018-04-20,10937707375
2018-04-23,10945803383
2018-04-24,10909371345
2018-04-25,10876987312
2018-04-26,10974139413
2018-04-27,11022715463
2018-04-30,10812219244
2018-05-01,10881035316
2018-05-02,10650299076
2018-05-03,10516714937
2018-05-04,10638155063
2018-05-07,10678635105
2018-05-08,10791979223
2018-05-09,10711019139
2018-05-10,10735307164
2018-05-11,10747451177
2018-05-14,10682683110
2018-05-15,10545050967
2018-05-16,10626011051
2018-05-17,10634107059
2018-05-18,10613867038
2018-05-21,10739355169
2018-05-22,10747451177
2018-05-23,10626011051
2018-05-24,10601723025
2018-05-25,10662443089
2018-05-29,10524810946
2018-05-30,10670539097
2018-05-31,10585531009
2018-06-01,10771739202
2018-06-04,10889131324
2018-06-05,10941755379
2018-06-06,11010571451
2018-06-07,11014619455
2018-06-08,11374891830
2018-06-11,11265595716
2018-06-12,11217019665
2018-06-13,11140107585
2018-06-14,10945803383
2018-06-15,10864843299
2018-06-18,10844603278
2018-06-19,10893179329
2018-06-20,10937707375
2018-06-21,10670539097
2018-06-22,10719115148
2018-06-25,10771739202
2018-06-26,10690779118
2018-06-27,10634107059
2018-06-28,10694827122
2018-06-29,10711019139
2018-07-02,10730268019
2018-07-03,10782650101
2018-07-05,10851149747
2018-07-06,10992178429
2018-07-09,11237971275
2018-07-10,11378999958
2018-07-11,11298412139
2018-07-12,11314529703
2018-07-13,11455558385
2018-07-16,11495852294
2018-07-17,11427352649
2018-07-18,11665086713
2018-07-19,11689263058
2018-07-20,11705380622
2018-07-23,11701351231
2018-07-24,11737615749
2018-07-25,11886703214
2018-07-26,12088172760
2018-07-27,12144584232
2018-07-30,12225172051
2018-07-31,12313818651
2018-08-01,12112349105
2018-08-02,12104290323
2018-08-03,12072055196
2018-08-06,12132496060
2018-08-07,12172789969
2018-08-08,12209054487
2018-08-09,12225172051
2018-08-10,12176819360
2018-08-13,12128466669
2018-08-14,12196966314
2018-08-15,12192936923
2018-08-16,12269495351
2018-08-17,12342024387
2018-08-20,12305759869
2018-08-21,12382318297
2018-08-22,12221142660
2018-08-23,12321877433
2018-08-24,12438729770
2018-08-27,12547523324
2018-08-28,12446788551
2018-08-29,12438729770
2018-08-30,12329936215
2018-08-31,12317848042
2018-09-04,12325906824
2018-09-05,12325906824
2018-09-06,12233230833
2018-09-07,12200995705
2018-09-10,12120407887
2018-09-11,12180848751
2018-09-12,12088172760
2018-09-13,12229201442
2018-09-14,12249348396
2018-09-17,12160701796
2018-09-18,12184878142
2018-09-19,12148613623
2018-09-20,12176819360
2018-09-21,12168760578
2018-09-24,12051908241
2018-09-25,11947144077
2018-09-26,11898791386
2018-09-27,11922967732
2018-09-28,12011614332
2018-10-01,11788058675
2018-10-02,11840342798
2018-10-03,11780014964
2018-10-04,11639250019
2018-10-05,11546747341
2018-10-08,11603053319
2018-10-09,11611097030
2018-10-10,11297392296
2018-10-11,10987709417
2018-10-12,10939447150
2018-10-15,11003796839
2018-10-16,11229020751
2018-10-17,11281304873
