,FE
2004-08-23,12978785370
2004-08-24,13067210100
2004-08-25,13165459800
2004-08-26,13155634830
2004-08-27,13139259880
2004-08-30,13142534870
2004-08-31,13178559760
2004-09-01,13391434110
2004-09-02,13591208500
2004-09-03,13574833550
2004-09-07,13601033470
2004-09-08,13404534070
2004-09-09,13378334150
2004-09-10,13358684210
2004-09-13,13365234190
2004-09-14,13545358640
2004-09-15,13512608740
2004-09-16,13614133430
2004-09-17,13646883330
2004-09-20,13591208500
2004-09-21,13502783769
2004-09-22,13470033870
2004-09-23,13417634030
2004-09-24,13361959200
2004-09-27,13532258680
2004-09-28,13601033470
2004-09-29,13528983690
2004-09-30,13437893401
2004-10-01,13424808792
2004-10-04,13473876076
2004-10-05,13431351097
2004-10-06,13490231837
2004-10-07,13336487682
2004-10-08,13339758834
2004-10-11,13414995336
2004-10-12,13565468339
2004-10-13,13558926034
2004-10-14,13568739491
2004-10-15,13630891384
2004-10-18,13581824100
2004-10-19,13444435706
2004-10-20,13428079945
2004-10-21,13395368422
2004-10-22,13362656900
2004-10-25,13434622249
2004-10-26,13640704840
2004-10-27,13575281796
2004-10-28,13460791467
2004-10-29,13519672207
2004-11-01,13532756816
2004-11-02,13421537640
2004-11-03,13460791467
2004-11-04,13683229819
2004-11-05,13607993318
2004-11-08,13647247145
2004-11-09,13624349079
2004-11-10,13614535622
2004-11-11,13823889366
2004-11-12,14115021915
2004-11-15,14072496936
2004-11-16,14115021915
2004-11-17,13902397020
2004-11-18,13771550930
2004-11-19,13761737473
2004-11-22,14075768088
2004-11-23,13974362369
2004-11-24,14049598870
2004-11-26,14059412327
2004-11-29,13951464303
2004-11-30,13814075909
2004-12-01,12914509043
2004-12-02,12819645628
2004-12-03,12822916780
2004-12-06,12829459085
2004-12-07,12773849497
2004-12-08,12757493736
2004-12-09,12757493736
2004-12-10,12721511061
2004-12-13,12757493736
2004-12-14,12757493736
2004-12-15,12767307192
2004-12-16,12692070691
2004-12-17,12862170607
2004-12-20,13078066655
2004-12-21,13068253198
2004-12-22,13094422416
2004-12-23,13032270524
2004-12-27,12943949413
2004-12-28,12996287849
2004-12-29,12993016697
2004-12-30,12963576327
2004-12-31,12959280000
2005-01-03,12906800000
2005-01-04,12864160000
2005-01-05,12759200000
2005-01-06,12762479999
2005-01-07,12628000000
2005-01-10,12562400000
2005-01-11,12549280000
2005-01-12,12562400000
2005-01-13,12726400000
2005-01-14,12831360000
2005-01-18,12929760000
2005-01-19,12890400000
2005-01-20,12742800000
2005-01-21,12706720000
2005-01-24,12870720000
2005-01-25,12785439999
2005-01-26,13057680000
2005-01-27,13120000000
2005-01-28,12923200000
2005-01-31,13041280000
2005-02-01,13120000000
2005-02-02,13238080000
2005-02-03,13064240000
2005-02-04,13169200000
2005-02-07,13139680000
2005-02-08,13251200000
2005-02-09,13293840000
2005-02-10,13421760000
2005-02-11,13470960000
2005-02-14,13572640000
2005-02-15,13520160000
2005-02-16,13454560000
2005-02-17,13612000000
2005-02-18,13339760000
2005-02-22,13077360000
2005-02-23,13244640000
2005-02-24,13290560000
2005-02-25,13487360000
2005-02-28,13526720000
2005-03-01,13638240000
2005-03-02,13526720000
2005-03-03,13539840000
2005-03-04,13602160000
2005-03-07,13700560000
2005-03-08,13638240000
2005-03-09,13290560000
2005-03-10,13507040000
2005-03-11,13313520000
2005-03-14,13782560000
2005-03-15,13720240000
2005-03-16,13654640000
2005-03-17,13671040000
2005-03-18,13562800000
2005-03-21,13513600000
2005-03-22,13346320000
2005-03-23,13277439999
2005-03-24,13385680000
2005-03-28,13402080000
2005-03-29,13352880000
2005-03-30,13503760000
2005-03-31,13759600000
2005-04-01,13766160000
2005-04-04,13759600000
2005-04-05,13792400000
2005-04-06,13648080000
2005-04-07,13743200000
2005-04-08,13644800000
2005-04-11,13776000000
2005-04-12,14008880000
2005-04-13,13858000000
2005-04-14,13776000000
2005-04-15,13523439999
2005-04-18,13638240000
2005-04-19,13615280000
2005-04-20,13497200000
2005-04-21,13766160000
2005-04-22,13900640000
2005-04-25,14018720000
2005-04-26,13946560000
2005-04-27,14061360000
2005-04-28,14051520000
2005-04-29,14274560000
2005-05-02,14199120000
2005-05-03,14336880000
2005-05-04,14048240000
2005-05-05,14163040000
2005-05-06,14022000000
2005-05-09,14287680000
2005-05-10,14254880000
2005-05-11,14494320000
2005-05-12,14514000000
2005-05-13,14340160000
2005-05-16,14350000000
2005-05-17,14435280000
2005-05-18,14448400000
2005-05-19,14432000000
2005-05-20,14471360000
2005-05-23,14484479999
2005-05-24,14458240000
2005-05-25,14363120000
2005-05-26,14432000000
2005-05-27,14530400000
2005-05-31,14530400000
2005-06-01,14618960000
2005-06-02,14874800000
2005-06-03,14760000000
2005-06-06,14782960000
2005-06-07,14894479999
2005-06-08,14786240000
2005-06-09,14809200000
2005-06-10,14753439999
2005-06-13,14714080000
2005-06-14,14924000000
2005-06-15,14901040000
2005-06-16,14956800000
2005-06-17,15458640000
2005-06-20,15360240000
2005-06-21,15429120000
2005-06-22,15540640000
2005-06-23,15701360000
2005-06-24,15602960000
2005-06-27,15658720000
2005-06-28,15950640000
2005-06-29,15963760000
2005-06-30,15780080000
2005-07-01,15976880000
2005-07-05,15911280000
2005-07-06,15753840000
2005-07-07,15865360000
2005-07-08,16078560000
2005-07-11,16278640000
2005-07-12,16242560000
2005-07-13,16236000000
2005-07-14,16140880000
2005-07-15,16062160000
2005-07-18,16111360000
2005-07-19,16183520000
2005-07-20,16262240000
2005-07-21,16131040000
2005-07-22,16281920000
2005-07-25,16085120000
2005-07-26,16072000000
2005-07-27,16400000000
2005-07-28,16400000000
2005-07-29,16327840000
2005-08-01,16072000000
2005-08-02,16285200000
2005-08-03,16288479999
2005-08-04,16360640000
2005-08-05,16239280000
2005-08-08,16055600000
2005-08-09,16304880000
2005-08-10,16308160000
2005-08-11,16422960000
2005-08-12,16308160000
2005-08-15,16295040000
2005-08-16,16078560000
2005-08-17,16026080000
2005-08-18,16144160000
2005-08-19,16091680000
2005-08-22,16249120000
2005-08-23,16416400000
2005-08-24,16380320000
2005-08-25,16613200000
2005-08-26,16534479999
2005-08-29,16668960000
2005-08-30,16619760000
2005-08-31,16737840000
2005-09-01,17006800000
2005-09-02,17023200000
2005-09-06,17154400000
2005-09-07,17213440000
2005-09-08,17105200000
2005-09-09,17295440000
2005-09-12,17111760000
2005-09-13,17023200000
2005-09-14,17029760000
2005-09-15,17160960000
2005-09-16,17275760000
2005-09-19,17236400000
2005-09-20,17069120000
2005-09-21,16892000000
2005-09-22,16728000000
2005-09-23,16573840000
2005-09-26,16623040000
2005-09-27,16819840000
2005-09-28,16842800000
2005-09-29,17101920000
2005-09-30,17095360000
2005-10-03,17121600000
2005-10-04,17105200000
2005-10-05,16675520000
2005-10-06,16521360000
2005-10-07,16649280000
2005-10-10,16340960000
2005-10-11,16298320000
2005-10-12,16104800000
2005-10-13,15848960000
2005-10-14,15842400000
2005-10-17,15993280000
2005-10-18,15717760000
2005-10-19,15645600000
2005-10-20,15215920000
2005-10-21,15147040000
2005-10-24,15317600000
2005-10-25,15370080000
2005-10-26,15248720000
2005-10-27,15219200000
2005-10-28,15396320000
2005-10-31,15580000000
2005-11-01,15219200000
2005-11-02,15274960000
2005-11-03,15130640000
2005-11-04,15196240000
2005-11-07,15160160000
2005-11-08,15147040000
2005-11-09,15252000000
2005-11-10,15366800000
2005-11-11,15235600000
2005-11-14,15202800000
2005-11-15,15183120000
2005-11-16,15202800000
2005-11-17,15383200000
2005-11-18,15363520000
2005-11-21,15307760000
2005-11-22,15278240000
2005-11-23,15399600000
2005-11-25,15448800000
2005-11-28,15291360000
2005-11-29,15432400000
2005-11-30,15402880000
2005-12-01,15416000000
2005-12-02,15360240000
2005-12-05,15491439999
2005-12-06,15471760000
2005-12-07,15366800000
2005-12-08,15547200000
2005-12-09,15717760000
2005-12-12,15619360000
2005-12-13,15773520000
2005-12-14,16062160000
2005-12-15,16272080000
2005-12-16,16285200000
2005-12-19,16111360000
2005-12-20,16173680000
2005-12-21,15996560000
2005-12-22,16160560000
2005-12-23,16262240000
2005-12-27,16311439999
2005-12-28,16229439999
2005-12-29,16144160000
2005-12-30,16068720000
2006-01-03,16459870000
2006-01-04,16614500000
2006-01-05,16637530000
2006-01-06,16798740000
2006-01-09,16880990000
2006-01-10,16844800000
2006-01-11,16795450000
2006-01-12,16713200000
2006-01-13,16696750000
2006-01-17,16923760000
2006-01-18,16815190000
2006-01-19,16946790000
2006-01-20,16719780000
2006-01-23,16811900000
2006-01-24,16982980000
2006-01-25,16538830000
2006-01-26,16568440000
2006-01-27,16640820000
2006-01-30,16522380000
2006-01-31,16482900000
2006-02-01,16532250000
2006-02-02,16242730000
2006-02-03,15920310000
2006-02-06,16074940000
2006-02-07,15874250000
2006-02-08,15966370000
2006-02-09,16127580000
2006-02-10,16163770000
2006-02-13,16068360000
2006-02-14,16134160000
2006-02-15,15857800000
2006-02-16,16084810000
2006-02-17,16417100000
2006-02-21,16420389999
2006-02-22,16673720000
2006-02-23,16433550000
2006-02-24,16614500000
2006-02-27,16825060000
2006-02-28,16805320000
2006-03-01,16779000000
2006-03-02,16752680000
2006-03-03,16792160000
2006-03-06,16377620000
2006-03-07,16344720000
2006-03-08,16394070000
2006-03-09,16199960000
2006-03-10,16262470000
2006-03-13,16367750000
2006-03-14,16601340000
2006-03-15,16788870000
2006-03-16,17025750000
2006-03-17,17022460000
2006-03-20,16828350000
2006-03-21,16611210000
2006-03-22,16614500000
2006-03-23,16558570000
2006-03-24,16545410000
2006-03-27,16367750000
2006-03-28,16226280000
2006-03-29,16680300000
2006-03-30,16446710000
2006-03-31,16039200000
2006-04-03,16012960000
2006-04-04,16268800000
2006-04-05,16400000000
2006-04-06,16249120000
2006-04-07,15940800000
2006-04-10,16035920000
2006-04-11,15950640000
2006-04-12,16117920000
2006-04-13,16032640000
2006-04-17,15891600000
2006-04-18,16327840000
2006-04-19,16350800000
2006-04-20,16501680000
2006-04-21,16504960000
2006-04-24,16409840000
2006-04-25,16131040000
2006-04-26,16216320000
2006-04-27,16691920000
2006-04-28,16632880000
2006-05-01,16449200000
2006-05-02,16947760000
2006-05-03,16731280000
2006-05-04,16757520000
2006-05-05,17016640000
2006-05-08,17046160000
2006-05-09,17121600000
2006-05-10,17141280000
2006-05-11,16967439999
2006-05-12,16901840000
2006-05-15,17210160000
2006-05-16,17377440000
2006-05-17,17160960000
2006-05-18,17216720000
2006-05-19,17157680000
2006-05-22,17380720000
2006-05-23,17019920000
2006-05-24,17062560000
2006-05-25,17154400000
2006-05-26,17272480000
2006-05-30,17026479999
2006-05-31,17193760000
2006-06-01,17203600000
2006-06-02,17334800000
2006-06-05,17200320000
2006-06-06,17370880000
2006-06-07,17452880000
2006-06-08,17515200000
2006-06-09,17623440000
2006-06-12,17859600000
2006-06-13,17466000000
2006-06-14,17154400000
2006-06-15,17239680000
2006-06-16,17344640000
2006-06-19,17124880000
2006-06-20,17377440000
2006-06-21,17479120000
2006-06-22,17292160000
2006-06-23,17357760000
2006-06-26,17485680000
2006-06-27,17318400000
2006-06-28,17587360000
2006-06-29,17807120000
2006-06-30,17455620000
2006-07-03,17565100000
2006-07-05,17445960000
2006-07-06,17310720000
2006-07-07,17304280000
2006-07-10,17468500000
2006-07-11,17439520000
2006-07-12,17307500000
2006-07-13,17313940000
2006-07-14,17349360000
2006-07-17,17445960000
2006-07-18,17478160000
2006-07-19,17871000000
2006-07-20,17845240000
2006-07-21,17787280000
2006-07-24,17967600000
2006-07-25,17941840000
2006-07-26,18051320000
2006-07-27,17854900000
2006-07-28,18048100000
2006-07-31,18032000000
2006-08-01,18376540000
2006-08-02,18212320000
2006-08-03,18086740000
2006-08-04,18363660000
2006-08-07,17925740000
2006-08-08,18193000000
2006-08-09,18173680000
2006-08-10,18086740000
2006-08-11,18096400000
2006-08-14,18057760000
2006-08-15,18151140000
2006-08-16,18019120000
2006-08-17,17977260000
2006-08-18,18083520000
2006-08-21,18035220000
2006-08-22,18151140000
2006-08-23,17922520000
2006-08-24,18083520000
2006-08-25,18189780000
2006-08-28,18112500000
2006-08-29,18160800000
2006-08-30,18173680000
2006-08-31,18373320000
2006-09-01,18399080000
2006-09-05,18260620000
2006-09-06,18064200000
2006-09-07,18032000000
2006-09-08,17961160000
2006-09-11,18196220000
2006-09-12,17803380000
2006-09-13,17996580000
2006-09-14,17903200000
2006-09-15,18032000000
2006-09-18,18109280000
2006-09-19,17957940000
2006-09-20,17854900000
2006-09-21,17719660000
2006-09-22,17726100000
2006-09-25,18054540000
2006-09-26,17983700000
2006-09-27,18270280000
2006-09-28,18202660000
2006-09-29,17986920000
2006-10-02,18129180000
2006-10-03,18285000000
2006-10-04,18265920000
2006-10-05,18335880000
2006-10-06,18164160000
2006-10-09,18081480000
2006-10-10,18332700000
2006-10-11,18370860000
2006-10-12,18370860000
2006-10-13,18437640000
2006-10-16,18377220000
2006-10-17,18548940000
2006-10-18,18727020000
2006-10-19,18660240000
2006-10-20,18701580000
2006-10-23,18812880000
2006-10-24,18863760000
2006-10-25,19057740000
2006-10-26,18955980000
2006-10-27,18930540000
2006-10-30,18730200000
2006-10-31,18714300000
2006-11-01,18860580000
2006-11-02,18746100000
2006-11-03,18405840000
2006-11-06,18609360000
2006-11-07,18637980000
2006-11-08,18863760000
2006-11-09,18733380000
2006-11-10,18762000000
2006-11-13,18762000000
2006-11-14,18714300000
2006-11-15,18491700000
2006-11-16,18641160000
2006-11-17,18647520000
2006-11-20,18599820000
2006-11-21,18727020000
2006-11-22,18816060000
2006-11-24,18752460000
2006-11-27,18720660000
2006-11-28,18749280000
2006-11-29,18975060000
2006-11-30,19029120000
2006-12-01,19248540000
2006-12-04,19308960000
2006-12-05,19493400000
2006-12-06,19353480000
2006-12-07,19165860000
2006-12-08,19137240000
2006-12-11,19248540000
2006-12-12,19369380000
2006-12-13,19334400000
2006-12-14,19343940000
2006-12-15,19350300000
2006-12-18,19385280000
2006-12-19,19496580000
2006-12-20,19467960000
2006-12-21,19302600000
2006-12-22,19296240000
2006-12-26,19363020000
2006-12-27,19401180000
2006-12-28,19273980000
2006-12-29,19175400000
2007-01-03,18984440000
2007-01-04,18962460000
2007-01-05,18560540000
2007-01-08,18526000000
2007-01-09,18444360000
2007-01-10,18422380000
2007-01-11,18394120000
2007-01-12,18208860000
2007-01-16,18230840000
2007-01-17,18318760000
2007-01-18,18268520000
2007-01-19,18390980000
2007-01-22,18265380000
2007-01-23,18180600000
2007-01-24,18394120000
2007-01-25,18331320000
2007-01-26,18494600000
2007-01-29,18557400000
2007-01-30,18626480000
2007-01-31,18629620000
2007-02-01,19018980000
2007-02-02,19103760000
2007-02-05,19354960000
2007-02-06,19427180000
2007-02-07,19559060000
2007-02-08,19829100000
2007-02-09,19829100000
2007-02-12,19869920000
2007-02-13,19920160000
2007-02-14,20045760000
2007-02-15,19929580000
2007-02-16,19803980000
2007-02-20,20023780000
2007-02-21,19835380000
2007-02-22,19901320000
2007-02-23,19942140000
2007-02-26,20293820000
2007-02-27,19841660000
2007-02-28,19646980000
2007-03-01,19665820000
2007-03-02,19358100000
2007-03-05,19216800000
2007-03-06,19452300000
2007-03-07,19433460000
2007-03-08,19471140000
2007-03-09,19552780000
2007-03-12,19725480000
2007-03-13,19411480000
2007-03-14,19493120000
2007-03-15,19640700000
2007-03-16,19816540000
2007-03-19,19948420000
2007-03-20,20366040000
2007-03-21,20623520000
2007-03-22,20661200000
2007-03-23,20739700000
2007-03-26,20915540000
2007-03-27,20808780000
2007-03-28,20890420000
2007-03-29,20981479999
2007-03-30,20799360000
2007-04-02,20614240000
2007-04-03,20596000000
2007-04-04,20486560000
2007-04-05,20687200000
2007-04-09,20748000000
2007-04-10,20766240000
2007-04-11,20720640000
2007-04-12,20374080000
2007-04-13,20364960000
2007-04-16,20520000000
2007-04-17,20550400000
2007-04-18,20757120000
2007-04-19,20653760000
2007-04-20,20930400000
2007-04-23,21058080000
2007-04-24,21538400000
2007-04-25,21653920000
2007-04-26,21471520000
2007-04-27,21243520000
2007-04-30,20805760000
2007-05-01,21143200000
2007-05-02,21337760000
2007-05-03,21170560000
2007-05-04,21228320000
2007-05-07,21742080000
2007-05-08,21626560000
2007-05-09,21617440000
2007-05-10,21352960000
2007-05-11,21532320000
2007-05-14,21836320000
2007-05-15,21790720000
2007-05-16,21763360000
2007-05-17,21508000000
2007-05-18,21638720000
2007-05-21,21957920000
2007-05-22,21930560000
2007-05-23,21620480000
2007-05-24,20814880000
2007-05-25,20836160000
2007-05-29,21006400000
2007-05-30,21176640000
2007-05-31,21045920000
2007-06-01,21079360000
2007-06-04,21073279999
2007-06-05,20586880000
2007-06-06,20474400000
2007-06-07,19677920000
2007-06-08,19921120000
2007-06-11,19811680000
2007-06-12,19501600000
2007-06-13,19753920000
2007-06-14,19699200000
2007-06-15,20337600000
2007-06-18,19978880000
2007-06-19,19969760000
2007-06-20,19307040000
2007-06-21,19604960000
2007-06-22,19325280000
2007-06-25,19519840000
2007-06-26,19422560000
2007-06-27,19696160000
2007-06-28,19528960000
2007-06-29,19677920000
2007-07-02,20194720000
2007-07-03,20051840000
2007-07-05,20024480000
2007-07-06,19936320000
2007-07-09,19939360000
2007-07-10,19659680000
2007-07-11,19845120000
2007-07-12,20073120000
2007-07-13,20504800000
2007-07-16,20045760000
2007-07-17,19921120000
2007-07-18,20140000000
2007-07-19,20702400000
2007-07-20,20258560000
2007-07-23,20395360000
2007-07-24,19486400000
2007-07-25,19297920000
2007-07-26,18495360000
2007-07-27,18373760000
2007-07-30,18306880000
2007-07-31,18468000000
2007-08-01,19218880000
2007-08-02,19206720000
2007-08-03,18206560000
2007-08-06,19048640000
2007-08-07,19620160000
2007-08-08,19535040000
2007-08-09,18653440000
2007-08-10,18325120000
2007-08-13,19079040000
2007-08-14,18714240000
2007-08-15,18471040000
2007-08-16,18443680000
2007-08-17,19076000000
2007-08-20,18951360000
2007-08-21,18984800000
2007-08-22,19264480000
2007-08-23,19215840000
2007-08-24,19252320000
2007-08-27,18525760000
2007-08-28,18112320000
2007-08-29,18610880000
2007-08-30,18547040000
2007-08-31,18677760000
2007-09-04,18905760000
2007-09-05,18775040000
2007-09-06,19042560000
2007-09-07,18726400000
2007-09-10,18799360000
2007-09-11,18920960000
2007-09-12,18866240000
2007-09-13,19057760000
2007-09-14,19060800000
2007-09-17,19036480000
2007-09-18,19380000000
2007-09-19,19826880000
2007-09-20,19589760000
2007-09-21,19671840000
2007-09-24,19574560000
2007-09-25,19793440000
2007-09-26,20003200000
2007-09-27,19744800000
2007-09-28,19255360000
2007-10-01,19649550000
2007-10-02,19473810000
2007-10-03,19640459999
2007-10-04,20137380000
2007-10-05,20267670000
2007-10-08,20176770000
2007-10-09,20331300000
2007-10-10,20252520000
2007-10-11,20634300000
2007-10-12,20722170000
2007-10-15,20370690000
2007-10-16,20337360000
2007-10-17,20213130000
2007-10-18,20207070000
2007-10-19,19849530000
2007-10-22,19891950000
2007-10-23,19807110000
2007-10-24,20022240000
2007-10-25,20413110000
2007-10-26,20710050000
2007-10-29,21037290000
2007-10-30,20819130000
2007-10-31,21119100000
2007-11-01,20831250000
2007-11-02,20952450000
2007-11-05,20952450000
2007-11-06,20631270000
2007-11-07,20264640000
2007-11-08,20452500000
2007-11-09,20461590000
2007-11-12,20234340000
2007-11-13,20400990000
2007-11-14,20301000000
2007-11-15,20397959999
2007-11-16,20500980000
2007-11-19,20525220000
2007-11-20,20716110000
2007-11-21,20658540000
2007-11-23,20564610000
2007-11-26,20504010000
2007-11-27,20513100000
2007-11-28,20513100000
2007-11-29,20522190000
2007-11-30,20773680000
2007-12-03,21037290000
2007-12-04,21422100000
2007-12-05,21849330000
2007-12-06,22094760000
2007-12-07,22400790000
2007-12-10,22400790000
2007-12-11,21906900000
2007-12-12,22025070000
2007-12-13,22297770000
2007-12-14,21946290000
2007-12-17,21882660000
2007-12-18,22376550000
2007-12-19,22361400000
2007-12-20,22346250000
2007-12-21,22652280000
2007-12-24,22464420000
2007-12-26,22279590000
2007-12-27,22049310000
2007-12-28,22261410000
2007-12-31,21991360000
2008-01-02,21854560000
2008-01-03,22094720000
2008-01-04,22593279999
2008-01-07,23584320000
2008-01-08,22912480000
2008-01-09,23131360000
2008-01-10,23663360000
2008-01-11,23368480000
2008-01-14,23386720000
2008-01-15,23353279999
2008-01-16,23046240000
2008-01-17,22027840000
2008-01-18,21805920000
2008-01-22,20845279999
2008-01-23,21763360000
2008-01-24,21194880000
2008-01-25,20839200000
2008-01-28,21185760000
2008-01-29,21389440000
2008-01-30,21076320000
2008-01-31,21650880000
2008-02-01,22006560000
2008-02-04,22340960000
2008-02-05,21270880000
2008-02-06,21319520000
2008-02-07,21422880000
2008-02-08,21270880000
2008-02-11,21356000000
2008-02-12,21632640000
2008-02-13,21678240000
2008-02-14,21556640000
2008-02-15,21699520000
2008-02-19,21687360000
2008-02-20,21584000000
2008-02-21,21176640000
2008-02-22,21401600000
2008-02-25,21653920000
2008-02-26,21650880000
2008-02-27,21188800000
2008-02-28,21261760000
2008-02-29,20547360000
2008-03-03,20480480000
2008-03-04,21109760000
2008-03-05,21413760000
2008-03-06,20942560000
2008-03-07,20799680000
2008-03-10,20596000000
2008-03-11,21270880000
2008-03-12,21070240000
2008-03-13,20744960000
2008-03-14,20589920000
2008-03-17,20729760000
2008-03-18,21301279999
2008-03-19,20878720000
2008-03-20,21134080000
2008-03-24,20948640000
2008-03-25,20854400000
2008-03-26,20708480000
2008-03-27,20778400000
2008-03-28,20635520000
2008-03-31,20860480000
2008-04-01,21650880000
2008-04-02,21869760000
2008-04-03,21833279999
2008-04-04,21951840000
2008-04-07,21973120000
2008-04-08,22164640000
2008-04-09,22143360000
2008-04-10,22389600000
2008-04-11,22787840000
2008-04-14,22648000000
2008-04-15,22556800000
2008-04-16,22921600000
2008-04-17,22927680000
2008-04-18,23034080000
2008-04-21,23152640000
2008-04-22,23310720000
2008-04-23,23563040000
2008-04-24,23325920000
2008-04-25,23377600000
2008-04-28,23183040000
2008-04-29,23064480000
2008-04-30,22994560000
2008-05-01,23319840000
2008-05-02,24022080000
2008-05-05,23465760000
2008-05-06,23344160000
2008-05-07,22985440000
2008-05-08,23076640000
2008-05-09,23100960000
2008-05-12,23246880000
2008-05-13,23088800000
2008-05-14,23411040000
2008-05-15,23204320000
2008-05-16,23353279999
2008-05-19,23721120000
2008-05-20,23967360000
2008-05-21,23930880000
2008-05-22,23979520000
2008-05-23,23639040000
2008-05-27,23727200000
2008-05-28,23970400000
2008-05-29,24228800000
2008-05-30,23927840000
2008-06-02,23730240000
2008-06-03,23639040000
2008-06-04,23876160000
2008-06-05,24000800000
2008-06-06,23356320000
2008-06-09,23681600000
2008-06-10,23885279999
2008-06-11,23566080000
2008-06-12,23781920000
2008-06-13,24256160000
2008-06-16,24247040000
2008-06-17,24201440000
2008-06-18,24180160000
2008-06-19,24800320000
2008-06-20,24605760000
2008-06-23,24867200000
2008-06-24,25019200000
2008-06-25,25086080000
2008-06-26,24350400000
2008-06-27,24323040000
2008-06-30,25028320000
2008-07-01,25119520000
2008-07-02,24797279999
2008-07-03,24864160000
2008-07-07,24624000000
2008-07-08,24639200000
2008-07-09,25140800000
2008-07-10,25195520000
2008-07-11,25295840000
2008-07-14,25052640000
2008-07-15,24915840000
2008-07-16,24016000000
2008-07-17,23404960000
2008-07-18,23313760000
2008-07-21,23629920000
2008-07-22,23523520000
2008-07-23,22468640000
2008-07-24,22353120000
2008-07-25,21954880000
2008-07-28,21994400000
2008-07-29,22155520000
2008-07-30,22492960000
2008-07-31,22359200000
2008-08-01,21732960000
2008-08-04,20960800000
2008-08-05,20802720000
2008-08-06,20957760000
2008-08-07,20933440000
2008-08-08,21207040000
2008-08-11,21392480000
2008-08-12,20754080000
2008-08-13,21298240000
2008-08-14,21383360000
2008-08-15,21739040000
2008-08-18,21763360000
2008-08-19,21888000000
2008-08-20,22064320000
2008-08-21,22310560000
2008-08-22,22383520000
2008-08-25,22310560000
2008-08-26,22313600000
2008-08-27,22389600000
2008-08-28,22547680000
2008-08-29,22082560000
2008-09-02,21666080000
2008-09-03,21000320000
2008-09-04,20890880000
2008-09-05,20884800000
2008-09-08,21435040000
2008-09-09,20416640000
2008-09-10,20252480000
2008-09-11,20763200000
2008-09-12,21103680000
2008-09-15,20377120000
2008-09-16,20526080000
2008-09-17,19176320000
2008-09-18,20240320000
2008-09-19,20954720000
2008-09-22,20024480000
2008-09-23,20118720000
2008-09-24,20222080000
2008-09-25,20969920000
2008-09-26,20866560000
2008-09-29,20304160000
2008-09-30,20364960000
2008-10-01,19756960000
2008-10-02,18759840000
2008-10-03,18547040000
2008-10-06,17224640000
2008-10-07,16568000000
2008-10-08,16112000000
2008-10-09,15388480000
2008-10-10,13816800000
2008-10-13,16260960000
2008-10-14,16303520000
2008-10-15,14643680000
2008-10-16,14959840000
2008-10-17,15196960000
2008-10-20,16650080000
2008-10-21,16203200000
2008-10-22,14996320000
2008-10-23,15671200000
2008-10-24,14950720000
2008-10-27,14069120000
2008-10-28,15963040000
2008-10-29,15707680000
2008-10-30,16662240000
2008-10-31,15856639999
2008-11-03,16175840000
2008-11-04,17376640000
2008-11-05,16215360000
2008-11-06,16242720000
2008-11-07,16640960000
2008-11-10,16105920000
2008-11-11,16127200000
2008-11-12,15850560000
2008-11-13,16923680000
2008-11-14,16036000000
2008-11-17,16288320000
2008-11-18,16416000000
2008-11-19,16148480000
2008-11-20,15598240000
2008-11-21,17273280000
2008-11-24,17106080000
2008-11-25,17473920000
2008-11-26,17476960000
2008-11-28,17808320000
2008-12-01,16683520000
2008-12-02,17024000000
2008-12-03,17315840000
2008-12-04,16370400000
2008-12-05,16595360000
2008-12-08,16975360000
2008-12-09,16498080000
2008-12-10,16674400000
2008-12-11,16619680000
2008-12-12,16455520000
2008-12-15,16139360000
2008-12-16,16449440000
2008-12-17,15956960000
2008-12-18,15935680000
2008-12-19,15193920000
2008-12-22,14923360000
2008-12-23,13977920000
2008-12-24,13959680000
2008-12-26,13962720000
2008-12-29,14175520000
2008-12-30,14443040000
2008-12-31,14768320000
2009-01-02,15096639999
2009-01-05,15741120000
2009-01-06,15580000000
2009-01-07,14747040000
2009-01-08,14519040000
2009-01-09,14865600000
2009-01-12,14798720000
2009-01-13,14546400000
2009-01-14,14616320000
2009-01-15,14896000000
2009-01-16,15209120000
2009-01-20,14923360000
2009-01-21,15184800000
2009-01-22,15352000000
2009-01-23,15069280000
2009-01-26,15698560000
2009-01-27,15683360000
2009-01-28,15841440000
2009-01-29,15981280000
2009-01-30,15196960000
2009-02-02,15446240000
2009-02-03,15680320000
2009-02-04,15494880000
2009-02-05,15792800000
2009-02-06,16099840000
2009-02-09,16054240000
2009-02-10,15728960000
2009-02-11,15674240000
2009-02-12,15732000000
2009-02-13,15613440000
2009-02-17,14592000000
2009-02-18,14357920000
2009-02-19,14658880000
2009-02-20,14406560000
2009-02-23,13810720000
2009-02-24,14598080000
2009-02-25,13917120000
2009-02-26,13224000000
2009-02-27,12938240000
2009-03-02,12318080000
2009-03-03,12029280000
2009-03-04,12117440000
2009-03-05,11433440000
2009-03-06,11412160000
2009-03-09,11263200000
2009-03-10,11515520000
2009-03-11,11305760000
2009-03-12,11223680000
2009-03-13,10880160000
2009-03-16,11311840000
2009-03-17,11430400000
2009-03-18,11661440000
2009-03-19,11746560000
2009-03-20,12053600000
2009-03-23,12217760000
2009-03-24,11965440000
2009-03-25,12096160000
2009-03-26,12421440000
2009-03-27,12251200000
2009-03-30,11786080000
2009-03-31,11734400000
2009-04-01,11783040000
2009-04-02,11998880000
2009-04-03,11989760000
2009-04-06,11743520000
2009-04-07,11697920000
2009-04-08,12132639999
