,FE
2013-11-25,13915220000
2013-11-26,13773100000
2013-11-27,13585000000
2013-11-29,13639340000
2013-12-02,13618440000
2013-12-03,13597540000
2013-12-04,13593360000
2013-12-05,13409440000
2013-12-06,13559920000
2013-12-09,13576639999
2013-12-10,13455420000
2013-12-11,13430340000
2013-12-12,13455420000
2013-12-13,13254780000
2013-12-16,13300760000
2013-12-17,13350920000
2013-12-18,13367640000
2013-12-19,13208800000
2013-12-20,13630980000
2013-12-23,13505580000
2013-12-24,13467960000
2013-12-26,13405260000
2013-12-27,13706220000
2013-12-30,13697860000
2013-12-31,13818619999
2014-01-02,13567220000
2014-01-03,13412190000
2014-01-06,13340960000
2014-01-07,13361910000
2014-01-08,13349340000
2014-01-09,13324200000
2014-01-10,13575600000
2014-01-13,13391240000
2014-01-14,13349340000
2014-01-15,13269730000
2014-01-16,13613310000
2014-01-17,13663590000
2014-01-21,13470850000
2014-01-22,13043470000
2014-01-23,12976430000
2014-01-24,13018330000
2014-01-27,12938720000
2014-01-28,12800450000
2014-01-29,12813020000
2014-01-30,13056040000
2014-01-31,13194310000
2014-02-03,13093750000
2014-02-04,12963860000
2014-02-05,12662180000
2014-02-06,12762740000
2014-02-07,12888440000
2014-02-10,12972240000
2014-02-11,13123080000
2014-02-12,13018330000
2014-02-13,13240400000
2014-02-14,13303250000
2014-02-18,13248780000
2014-02-19,13294870000
2014-02-20,13516940000
2014-02-21,13282300000
2014-02-24,13282300000
2014-02-25,12905200000
2014-02-26,13009950000
2014-02-27,12901010000
2014-02-28,12896820000
2014-03-03,12787880000
2014-03-04,12829780000
2014-03-05,13014140000
2014-03-06,12921960000
2014-03-07,12850730000
2014-03-10,12963860000
2014-03-11,12896820000
2014-03-12,12989000000
2014-03-13,13164980000
2014-03-14,13156600000
2014-03-17,13361910000
2014-03-18,13378670000
2014-03-19,13290680000
2014-03-20,13340960000
2014-03-21,13764150000
2014-03-24,13994600000
2014-03-25,13881470000
2014-03-26,13894039999
2014-03-27,14057449999
2014-03-28,14279520000
2014-03-31,14292600000
2014-04-01,14078400000
2014-04-02,14040600000
2014-04-03,14208600000
2014-04-04,14292600000
2014-04-07,14124600000
2014-04-08,14368200000
2014-04-09,14175000000
2014-04-10,14065800000
2014-04-11,13923000000
2014-04-14,13990200000
2014-04-15,14292600000
2014-04-16,14343000000
2014-04-17,14116200000
2014-04-21,14061599999
2014-04-22,14044799999
2014-04-23,13981800000
2014-04-24,14355600000
2014-04-25,14553000000
2014-04-28,14418600000
2014-04-29,14389200000
2014-04-30,14175000000
2014-05-01,14229600000
2014-05-02,14002800000
2014-05-05,14036400000
2014-05-06,13713000000
2014-05-07,14233800000
2014-05-08,14124600000
2014-05-09,14074200000
2014-05-12,13830600000
2014-05-13,13645800000
2014-05-14,13587000000
2014-05-15,13549200000
2014-05-16,13540800000
2014-05-19,13167000000
2014-05-20,13120800000
2014-05-21,13246800000
2014-05-22,13251000000
2014-05-23,13221600000
2014-05-27,13956599999
2014-05-28,14128800000
2014-05-29,14061599999
2014-05-30,14204400000
2014-06-02,14090999999
2014-06-03,14494200000
2014-06-04,14405999999
2014-06-05,14515200000
2014-06-06,14578200000
2014-06-09,14527800000
2014-06-10,14590800000
2014-06-11,14343000000
2014-06-12,14385000000
2014-06-13,14355600000
2014-06-16,14343000000
2014-06-17,14359799999
2014-06-18,14712600000
2014-06-19,14582400000
2014-06-20,14620200000
2014-06-23,14532000000
2014-06-24,14431200000
2014-06-25,14443800000
2014-06-26,14359799999
2014-06-27,14275800000
2014-06-30,14582400000
2014-07-01,14280000000
2014-07-02,13780200000
2014-07-03,13650000000
2014-07-07,13721400000
2014-07-08,13906200000
2014-07-09,13931400000
2014-07-10,13935600000
2014-07-11,13679400000
2014-07-14,13410600000
2014-07-15,13423200000
2014-07-16,13536599999
2014-07-17,13309800000
2014-07-18,13393800000
2014-07-21,13381200000
2014-07-22,13284600000
2014-07-23,13419000000
2014-07-24,13519799999
2014-07-25,13435800000
2014-07-28,13612199999
2014-07-29,13565999999
2014-07-30,13293000000
2014-07-31,13108200000
2014-08-01,13074600000
2014-08-04,13045200000
2014-08-05,13410600000
2014-08-06,13221600000
2014-08-07,13209000000
2014-08-08,13587000000
2014-08-11,13612199999
2014-08-12,13565999999
2014-08-13,13612199999
2014-08-14,13742400000
2014-08-15,13847400000
2014-08-18,13792800000
2014-08-19,13944000000
2014-08-20,14002800000
2014-08-21,14053200000
2014-08-22,13998600000
2014-08-25,14145600000
2014-08-26,13952400000
2014-08-27,14195999999
2014-08-28,14275800000
2014-08-29,14380800000
2014-09-02,14149799999
2014-09-03,14355600000
2014-09-04,14288400000
2014-09-05,14523600000
2014-09-08,14380800000
2014-09-09,14347199999
2014-09-10,14263200000
2014-09-11,14515200000
2014-09-12,14355600000
2014-09-15,14431200000
2014-09-16,14615999999
2014-09-17,14578200000
2014-09-18,14405999999
2014-09-19,14540399999
2014-09-22,14548800000
2014-09-23,14368200000
2014-09-24,14175000000
2014-09-25,14225399999
2014-09-26,14271599999
2014-09-29,14267400000
2014-09-30,14200110000
2014-10-01,14115509999
2014-10-02,14153580000
2014-10-03,14166270000
2014-10-06,14272020000
2014-10-07,14225490000
2014-10-08,14635800000
2014-10-09,14614649999
2014-10-10,14741550000
2014-10-13,14847300000
2014-10-14,15041880000
2014-10-15,14859990000
2014-10-16,14661179999
2014-10-17,14695020000
2014-10-20,14779619999
2014-10-21,14893830000
2014-10-22,15024960000
2014-10-23,14974200000
2014-10-24,15342210000
2014-10-27,15282990000
2014-10-28,15549480000
2014-10-29,15473340000
2014-10-30,15866730000
2014-10-31,15794820000
2014-11-03,15841350000
2014-11-04,15617160000
2014-11-05,15693300000
2014-11-06,15498720000
2014-11-07,15756750000
2014-11-10,15799050000
2014-11-11,15773670000
2014-11-12,15397200000
2014-11-13,15270300000
2014-11-14,15181470000
2014-11-17,15380280000
2014-11-18,15519869999
2014-11-19,15667920000
2014-11-20,15536789999
2014-11-21,15739830000
2014-11-24,15363360000
2014-11-25,15329520000
2014-11-26,15414119999
2014-11-28,15600240000
2014-12-01,15667920000
2014-12-02,15684840000
2014-12-03,15663690000
2014-12-04,15629850000
2014-12-05,15651000000
2014-12-08,15879420000
2014-12-09,15997860000
2014-12-10,15756750000
2014-12-11,16006320000
2014-12-12,15841350000
2014-12-15,15815970000
2014-12-16,15731369999
2014-12-17,16099380000
2014-12-18,16408170000
2014-12-19,16378560000
2014-12-22,16167060000
2014-12-23,16501230000
2014-12-24,16810020000
2014-12-26,16920000000
2014-12-29,17245710000
2014-12-30,16996140000
2014-12-31,16414790000
2015-01-02,16503200000
2015-01-05,16061150000
2015-01-06,16145350000
2015-01-07,16280070000
2015-01-08,16427420000
2015-01-09,16406370000
2015-01-12,16191660000
2015-01-13,16263230000
2015-01-14,16650549999
2015-01-15,16810530000
2015-01-16,17227320000
2015-01-20,17244160000
2015-01-21,17387300000
2015-01-22,17210480000
2015-01-23,17357830000
2015-01-26,17408350000
2015-01-27,17315730000
2015-01-28,17151540000
2015-01-29,17416770000
2015-01-30,16978930000
2015-02-02,16987350000
2015-02-03,17025239999
2015-02-04,16907359999
2015-02-05,17273630000
2015-02-06,16393739999
2015-02-09,15976950000
2015-02-10,16259019999
2015-02-11,15808549999
2015-02-12,15648570000
2015-02-13,15673829999
2015-02-17,15547530000
2015-02-18,15202310000
2015-02-19,15252829999
2015-02-20,15092850000
2015-02-23,14987600000
2015-02-24,15185470000
2015-02-25,15092850000
2015-02-26,14991810000
2015-02-27,14726579999
2015-03-02,14436090000
2015-03-03,14465560000
2015-03-04,14444510000
2015-03-05,14629750000
2015-03-06,14356100000
2015-03-09,14377150000
2015-03-10,14482400000
2015-03-11,14385570000
2015-03-12,14798150000
2015-03-13,14566600000
2015-03-16,14781310000
2015-03-17,14760260000
2015-03-18,15202310000
2015-03-19,15130739999
2015-03-20,15315980000
2015-03-23,15315980000
2015-03-24,15029700000
2015-03-25,14701320000
2015-03-26,14612910000
2015-03-27,14583440000
2015-03-30,14949710000
2015-03-31,14795320000
2015-04-01,14554780000
2015-04-02,14913480000
2015-04-06,15099160000
2015-04-07,15111820000
2015-04-08,15044300000
2015-04-09,15069620000
2015-04-10,15297500000
2015-04-13,15061179999
2015-04-14,15082280000
2015-04-15,15082280000
2015-04-16,14875500000
2015-04-17,14799540000
2015-04-20,15234200000
2015-04-21,14976780000
2015-04-22,14981000000
2015-04-23,15023200000
2015-04-24,15327040000
2015-04-27,15293280000
2015-04-28,15343920000
2015-04-29,15335480000
2015-04-30,15154019999
2015-05-01,15297500000
2015-05-04,15466300000
2015-05-05,14900820000
2015-05-06,14698260000
2015-05-07,14664500000
2015-05-08,14807980000
2015-05-11,14744679999
2015-05-12,14710920000
2015-05-13,14575880000
2015-05-14,14748900000
2015-05-15,14871280000
2015-05-18,14909260000
2015-05-19,14981000000
2015-05-20,15120260000
2015-05-21,15158240000
2015-05-22,15196220000
2015-05-26,15086500000
2015-05-27,15132920000
2015-05-28,15221540000
2015-05-29,15056960000
2015-06-01,15023200000
2015-06-02,14774220000
2015-06-03,14550559999
2015-06-04,14580099999
2015-06-05,14516800000
2015-06-08,14474599999
2015-06-09,14314240000
2015-06-10,14575880000
2015-06-11,14567440000
2015-06-12,14208740000
2015-06-15,14048380000
2015-06-16,14077920000
2015-06-17,14107460000
2015-06-18,14364880000
2015-06-19,14263599999
2015-06-22,14217179999
2015-06-23,14039940000
2015-06-24,13926000000
2015-06-25,13866920000
2015-06-26,13820500000
2015-06-29,13761420000
2015-06-30,13768649999
2015-07-01,13878630000
2015-07-02,14047830000
2015-07-06,14090130000
2015-07-07,14407380000
2015-07-08,14293170000
2015-07-09,14157810000
2015-07-10,14238179999
2015-07-13,14242410000
2015-07-14,14221259999
2015-07-15,14322780000
2015-07-16,14673869999
2015-07-17,14551200000
2015-07-20,14369310000
2015-07-21,14077440000
2015-07-22,14094360000
2015-07-23,13671360000
2015-07-24,13658670000
2015-07-27,13853250000
2015-07-28,13874399999
2015-07-29,13794030000
2015-07-30,13942080000
2015-07-31,14365080000
2015-08-03,14563890000
2015-08-04,14259330000
2015-08-05,14195880000
2015-08-06,14369310000
2015-08-07,14491980000
2015-08-10,14436990000
2015-08-11,14462369999
2015-08-12,14640030000
2015-08-13,14572350000
2015-08-14,14716170000
2015-08-17,14750009999
2015-08-18,14656950000
2015-08-19,14754240000
2015-08-20,14542740000
2015-08-21,14377770000
2015-08-24,13849020000
2015-08-25,13417560000
2015-08-26,13595220000
2015-08-27,13751730000
2015-08-28,13743270000
2015-08-31,13519080000
2015-09-01,13104540000
2015-09-02,13053780000
2015-09-03,13218750000
2015-09-04,12939570000
2015-09-08,13189140000
2015-09-09,13019940000
2015-09-10,12931110000
2015-09-11,12939570000
2015-09-14,13062240000
2015-09-15,13193370000
2015-09-16,13358340000
2015-09-17,13417560000
2015-09-18,13167990000
2015-09-21,13261050000
2015-09-22,13070700000
2015-09-23,12888810000
2015-09-24,12994560000
2015-09-25,13129920000
2015-09-28,13074930000
2015-09-29,13041090000
2015-09-30,13212820000
2015-10-01,12908980000
2015-10-02,13060900000
2015-10-05,13335200000
2015-10-06,13145300000
2015-10-07,13094660000
2015-10-08,13225480000
2015-10-09,13318320000
2015-10-12,13672800000
2015-10-13,13643260000
2015-10-14,13715000000
2015-10-15,13816280000
2015-10-16,13715000000
2015-10-19,13596840000
2015-10-20,13769860000
2015-10-21,13605280000
2015-10-22,13719220000
2015-10-23,13364740000
2015-10-26,13204380000
2015-10-27,13162180000
2015-10-28,13014480000
2015-10-29,13006040000
2015-10-30,13166400000
2015-11-02,13149520000
2015-11-03,13111540000
2015-11-04,13077780000
2015-11-05,12828800000
2015-11-06,12360380000
2015-11-09,12288640000
2015-11-10,12440560000
2015-11-11,12748620000
2015-11-12,12727520000
2015-11-13,12913200000
2015-11-16,12845680000
2015-11-17,12685320000
2015-11-18,12833020000
2015-11-19,13170620000
2015-11-20,13288780000
2015-11-23,13153740000
2015-11-24,13149520000
2015-11-25,13052460000
2015-11-27,13145300000
2015-11-30,13246580000
2015-12-01,13617940000
2015-12-02,13495560000
2015-12-03,13525099999
2015-12-04,13850040000
2015-12-07,13706559999
2015-12-08,13461800000
2015-12-09,13525099999
2015-12-10,13314100000
2015-12-11,13276120000
2015-12-14,13073560000
2015-12-15,13136860000
2015-12-16,13352080000
2015-12-17,13305660000
2015-12-18,13086220000
2015-12-21,13111540000
2015-12-22,13385840000
2015-12-23,13702340000
2015-12-24,13757200000
2015-12-28,13774080000
2015-12-29,13757200000
2015-12-30,13626380000
2015-12-31,13453520000
2016-01-04,13356000000
2016-01-05,13372960000
2016-01-06,13504400000
2016-01-07,13144000000
2016-01-08,13394160000
2016-01-11,13597680000
2016-01-12,13644320000
2016-01-13,13356000000
2016-01-14,13805440000
2016-01-15,13495920000
2016-01-19,13775760000
2016-01-20,13194880000
2016-01-21,13271200000
2016-01-22,13686720000
2016-01-25,13491680000
2016-01-26,13601920000
2016-01-27,13534080000
2016-01-28,13627360000
2016-01-29,14017440000
2016-02-01,14013199999
2016-02-02,13979280000
2016-02-03,14212480000
2016-02-04,14098000000
2016-02-05,14288800000
2016-02-08,14076800000
2016-02-09,14127680000
2016-02-10,14259120000
2016-02-11,13911440000
2016-02-12,13941120000
2016-02-16,14187040000
2016-02-17,13682480000
2016-02-18,14386320000
2016-02-19,13979280000
2016-02-22,14131920000
2016-02-23,14008960000
2016-02-24,13864800000
2016-02-25,14394800000
2016-02-26,13915680000
2016-02-29,14191280000
2016-03-01,14182800000
2016-03-02,14293040000
2016-03-03,14407519999
2016-03-04,14653440000
2016-03-07,14886640000
2016-03-08,15077440000
2016-03-09,15179199999
2016-03-10,15251280000
2016-03-11,15136800000
2016-03-14,15090160000
2016-03-15,15090160000
2016-03-16,15221600000
2016-03-17,15336080000
2016-03-18,15162240000
2016-03-21,15200400000
2016-03-22,15162240000
2016-03-23,15255519999
2016-03-24,15331839999
2016-03-28,15153760000
2016-03-29,15408160000
2016-03-30,15174960000
2016-03-31,15287250000
2016-04-01,15312750000
2016-04-04,15164000000
2016-04-05,14904750000
2016-04-06,14700750000
2016-04-07,14773000000
2016-04-08,14925999999
2016-04-11,15028000000
2016-04-12,15193750000
2016-04-13,15151250000
2016-04-14,15049249999
2016-04-15,15155499999
2016-04-18,15236250000
2016-04-19,15087500000
2016-04-20,14773000000
2016-04-21,14411749999
2016-04-22,14649750000
2016-04-25,14641250000
2016-04-26,14615750000
2016-04-27,15321249999
2016-04-28,13799750000
2016-04-29,13850750000
2016-05-02,14046249999
2016-05-03,14263000000
2016-05-04,14301250000
2016-05-05,14241750000
2016-05-06,14063250000
2016-05-09,14258749999
2016-05-10,14403250000
2016-05-11,14428750000
2016-05-12,14437250000
2016-05-13,14228999999
2016-05-16,14173750000
2016-05-17,14016499999
2016-05-18,13663750000
2016-05-19,13748750000
2016-05-20,13723250000
2016-05-23,13625500000
2016-05-24,13638250000
2016-05-25,13646750000
2016-05-26,13748750000
2016-05-27,13803999999
2016-05-31,13944250000
2016-06-01,14054750000
2016-06-02,14156750000
2016-06-03,14373500000
2016-06-06,14356500000
2016-06-07,14479750000
2016-06-08,14505250000
2016-06-09,14556250000
2016-06-10,14322500000
2016-06-13,14305499999
2016-06-14,14343750000
2016-06-15,14301250000
2016-06-16,14445750000
2016-06-17,14573250000
2016-06-20,14339500000
2016-06-21,14254500000
2016-06-22,14042000000
2016-06-23,14092999999
2016-06-24,13974000000
2016-06-27,14071750000
2016-06-28,14335249999
2016-06-29,14530749999
2016-06-30,14836749999
2016-07-01,14930250000
2016-07-05,14951500000
2016-07-06,15138499999
2016-07-07,15015250000
2016-07-08,15308500000
2016-07-11,15346750000
2016-07-12,15380749999
2016-07-13,15486999999
2016-07-14,15236250000
2016-07-15,15380749999
2016-07-18,15423250000
2016-07-19,15376500000
2016-07-20,15291499999
2016-07-21,15283000000
2016-07-22,15516750000
2016-07-25,15555000000
2016-07-26,15253250000
2016-07-27,14960000000
2016-07-28,15032249999
2016-07-29,14841000000
2016-08-01,14581750000
2016-08-02,14156750000
2016-08-03,14050500000
2016-08-04,13995250000
2016-08-05,13782750000
2016-08-08,13969749999
2016-08-09,13957000000
2016-08-10,13901750000
2016-08-11,13974000000
2016-08-12,14075999999
2016-08-15,13978250000
2016-08-16,13778500000
2016-08-17,13957000000
2016-08-18,14075999999
2016-08-19,13893249999
2016-08-22,13867750000
2016-08-23,13991000000
2016-08-24,14025000000
2016-08-25,13995250000
2016-08-26,13736000000
2016-08-29,13855000000
2016-08-30,13689250000
2016-08-31,13910249999
2016-09-01,13791250000
2016-09-02,13948500000
2016-09-06,14046249999
2016-09-07,14080250000
2016-09-08,14297000000
2016-09-09,13872000000
2016-09-12,14144000000
2016-09-13,13897500000
2016-09-14,13863499999
2016-09-15,13957000000
2016-09-16,14020750000
2016-09-19,14339500000
2016-09-20,14339500000
2016-09-21,14692250000
2016-09-22,14807000000
2016-09-23,14658250000
2016-09-26,14696500000
2016-09-27,14309750000
2016-09-28,14254500000
2016-09-29,14097250000
2016-09-30,14191320000
2016-10-03,13856699999
2016-10-04,13569270000
2016-10-05,13466310000
2016-10-06,13500630000
2016-10-07,13436280000
2016-10-10,13612170000
2016-10-11,13393380000
2016-10-12,13453440000
2016-10-13,13539240000
2016-10-14,13517790000
2016-10-17,13826669999
2016-10-18,14225639999
2016-10-19,14221350000
2016-10-20,14092650000
2016-10-21,14238509999
2016-10-24,14302860000
2016-10-25,14422979999
2016-10-26,14568840000
2016-10-27,14543100000
2016-10-28,14568840000
2016-10-31,14710410000
2016-11-01,14358630000
2016-11-02,14311440000
2016-11-03,14281410000
2016-11-04,14401530000
2016-11-07,14761889999
2016-11-08,14800500000
2016-11-09,14367210000
2016-11-10,13663650000
2016-11-11,13564980000
2016-11-14,13659360000
2016-11-15,13766610000
2016-11-16,13672230000
2016-11-17,13710840000
2016-11-18,13470600000
2016-11-21,13689390000
2016-11-22,13685100000
2016-11-23,13509210000
2016-11-25,13788060000
2016-11-28,13981110000
2016-11-29,13963949999
2016-11-30,13423410000
2016-12-01,13294710000
2016-12-02,13114530000
2016-12-05,13084500000
2016-12-06,13028730000
2016-12-07,12895740000
2016-12-08,13097370000
2016-12-09,13183170000
2016-12-12,13324740000
2016-12-13,13560690000
2016-12-14,13423410000
2016-12-15,13436280000
2016-12-16,13633620000
2016-12-19,13577850000
2016-12-20,13423410000
2016-12-21,13479180000
2016-12-22,13393380000
2016-12-23,13414830000
2016-12-27,13419120000
2016-12-28,13230360000
2016-12-29,13350480000
2016-12-30,13286130000
2017-01-03,13710850000
2017-01-04,13719710000
2017-01-05,13666550000
2017-01-06,13790590000
2017-01-09,13737430000
2017-01-10,13453910000
2017-01-11,13613390000
2017-01-12,13591240000
2017-01-13,13560230000
2017-01-17,13799450000
2017-01-18,13626680000
2017-01-19,13427330000
2017-01-20,13307720000
2017-01-23,13117230000
2017-01-24,13103940000
2017-01-25,13201400000
2017-01-26,13210260000
2017-01-27,13285570000
2017-01-30,13210260000
2017-01-31,13431760000
2017-02-01,13219120000
2017-02-02,13267850000
2017-02-03,13241270000
2017-02-06,13236840000
2017-02-07,13285570000
2017-02-08,13307720000
2017-02-09,13236840000
2017-02-10,13489350000
2017-02-13,13524790000
2017-02-14,13449480000
2017-02-15,13467200000
2017-02-16,13564660000
2017-02-17,13737430000
2017-02-21,13879190000
2017-02-22,13639970000
2017-02-23,13905770000
2017-02-24,14317760000
2017-02-27,14091830000
2017-02-28,14366490000
2017-03-01,13981080000
2017-03-02,14016520000
2017-03-03,14060820000
2017-03-06,13874760000
2017-03-07,13812740000
2017-03-08,13781730000
2017-03-09,13777300000
2017-03-10,13848180000
2017-03-13,13777300000
2017-03-14,13733000000
2017-03-15,13994370000
2017-03-16,13790590000
2017-03-17,13892480000
2017-03-20,13715280000
2017-03-21,13892480000
2017-03-22,13914630000
2017-03-23,13821600000
2017-03-24,13883620000
2017-03-27,13905770000
2017-03-28,14003230000
2017-03-29,13985510000
2017-03-30,13896910000
2017-03-31,14128080000
2017-04-03,13968240000
2017-04-04,14088120000
2017-04-05,14110320000
2017-04-06,14101440000
2017-04-07,13906080000
2017-04-10,14030400000
2017-04-11,13959360000
2017-04-12,14034840000
2017-04-13,13883880000
2017-04-17,13954920000
2017-04-18,13972680000
2017-04-19,13697400000
2017-04-20,13613040000
2017-04-21,13590840000
2017-04-24,13635240000
2017-04-25,13590840000
2017-04-26,13550880000
2017-04-27,13550880000
2017-04-28,13293360000
2017-05-01,13080240000
2017-05-02,12889320000
2017-05-03,12853800000
2017-05-04,12818280000
2017-05-05,12800520000
2017-05-08,12902640000
2017-05-09,12769440000
2017-05-10,12809400000
2017-05-11,12791640000
2017-05-12,12751680000
2017-05-15,12844920000
2017-05-16,12738360000
2017-05-17,12693960000
2017-05-18,12503040000
2017-05-19,12538560000
2017-05-22,12627360000
2017-05-23,12654000000
2017-05-24,12729480000
2017-05-25,12813840000
2017-05-26,12840480000
2017-05-30,12960360000
2017-05-31,12982560000
2017-06-01,13049160000
2017-06-02,13075800000
2017-06-05,12924840000
2017-06-06,12902640000
2017-06-07,12938160000
2017-06-08,12818280000
2017-06-09,12924840000
2017-06-12,13102440000
2017-06-13,13040280000
2017-06-14,13137960000
2017-06-15,13226760000
2017-06-16,13288920000
2017-06-19,13262280000
2017-06-20,13262280000
2017-06-21,13066920000
2017-06-22,12955920000
2017-06-23,12836040000
2017-06-26,13359960000
2017-06-27,13195680000
2017-06-28,12920400000
2017-06-29,12796080000
2017-06-30,12947040000
2017-07-03,12902640000
2017-07-05,12969240000
2017-07-06,13013640000
2017-07-07,12987000000
2017-07-10,13013640000
2017-07-11,13000320000
2017-07-12,13200120000
2017-07-13,13169040000
2017-07-14,13408800000
2017-07-17,13426560000
2017-07-18,13519800000
2017-07-19,13688520000
2017-07-20,13866120000
2017-07-21,14092560000
2017-07-24,13875000000
2017-07-25,13706280000
2017-07-26,13808400000
2017-07-27,13875000000
2017-07-28,14274600000
2017-07-31,14168040000
2017-08-01,14176920000
2017-08-02,14301240000
2017-08-03,14234640000
2017-08-04,14239080000
2017-08-07,14114760000
2017-08-08,14185800000
2017-08-09,14034840000
2017-08-10,14225760000
2017-08-11,14283480000
2017-08-14,14421119999
2017-08-15,14518800000
2017-08-16,14514359999
2017-08-17,14496600000
2017-08-18,14576520000
2017-08-21,14616480000
2017-08-22,14607600000
2017-08-23,14620920000
2017-08-24,14505480000
2017-08-25,14514359999
2017-08-28,14563199999
2017-08-29,14501039999
2017-08-30,14474400000
2017-08-31,14465520000
2017-09-01,14394480000
2017-09-05,14438880000
2017-09-06,14341199999
2017-09-07,14261279999
2017-09-08,14301240000
2017-09-11,14434440000
2017-09-12,14101440000
2017-09-13,13977120000
2017-09-14,14048160000
2017-09-15,14039280000
2017-09-18,13875000000
2017-09-19,13928280000
2017-09-20,13848360000
2017-09-21,13830600000
2017-09-22,13715160000
2017-09-25,13812840000
2017-09-26,13688520000
2017-09-27,13346640000
2017-09-28,13351080000
2017-09-29,13688520000
2017-10-02,13697400000
2017-10-03,13772880000
2017-10-04,13919400000
2017-10-05,13910520000
2017-10-06,13932720000
2017-10-09,13946040000
2017-10-10,14025960000
2017-10-11,14132520000
2017-10-12,14407800000
2017-10-13,14425560000
2017-10-16,14234640000
2017-10-17,14283480000
2017-10-18,14203560000
2017-10-19,14341199999
2017-10-20,14265720000
2017-10-23,14265720000
2017-10-24,14212440000
2017-10-25,14141400000
2017-10-26,14110320000
2017-10-27,14341199999
2017-10-30,14505480000
2017-10-31,14629800000
2017-11-01,14456640000
2017-11-02,14474400000
2017-11-03,14541000000
2017-11-06,14549880000
2017-11-07,14714160000
2017-11-08,14976119999
2017-11-09,14918400000
2017-11-10,15042720000
2017-11-13,15189240000
2017-11-14,15562199999
2017-11-15,15442320000
2017-11-16,15380160000
2017-11-17,15384600000
2017-11-20,15340199999
2017-11-21,15198119999
2017-11-22,15202560000
2017-11-24,15069359999
2017-11-27,15069359999
2017-11-28,14891760000
2017-11-29,14949480000
2017-11-30,15158160000
2017-12-01,14989440000
2017-12-04,14465520000
2017-12-05,14363400000
2017-12-06,14372279999
2017-12-07,14527680000
2017-12-08,14576520000
2017-12-11,14714160000
2017-12-12,14501039999
2017-12-13,14327880000
2017-12-14,14261279999
2017-12-15,14132520000
2017-12-18,13990440000
2017-12-19,13768440000
2017-12-20,13581960000
2017-12-21,13581960000
2017-12-22,13533120000
2017-12-26,13462080000
2017-12-27,13462080000
2017-12-28,13519800000
2017-12-29,13595280000
2018-01-02,14670320000
2018-01-03,14460880000
2018-01-04,14432320000
2018-01-05,14332360000
2018-01-08,14465640000
2018-01-09,14308560000
2018-01-10,14194320000
2018-01-11,14394240000
2018-01-12,14313320000
2018-01-16,14241920000
2018-01-17,14241920000
2018-01-18,14070560000
2018-01-19,13994400000
2018-01-22,15446200000
2018-01-23,15232000000
2018-01-24,14803600000
2018-01-25,15274840000
2018-01-26,15274840000
2018-01-29,15312920000
2018-01-30,15384320000
2018-01-31,15660400000
2018-02-01,15527119999
2018-02-02,15284360000
2018-02-05,15041600000
2018-02-06,14703640000
2018-02-07,14665560000
2018-02-08,14584640000
2018-02-09,14894040000
2018-02-12,14994000000
2018-02-13,15279600000
2018-02-14,15208200000
2018-02-15,15608040000
2018-02-16,15722280000
2018-02-20,15612799999
2018-02-21,15593760000
2018-02-22,15669920000
2018-02-23,16088799999
2018-02-26,16026920000
2018-02-27,15660400000
2018-02-28,15389080000
2018-03-01,15379560000
2018-03-02,15365280000
2018-03-05,15531880000
2018-03-06,15160600000
2018-03-07,15036840000
2018-03-08,15136800000
2018-03-09,15541400000
2018-03-12,15565200000
2018-03-13,15703240000
2018-03-14,15907920000
2018-03-15,16031680000
2018-03-16,16131640000
2018-03-19,16084040000
2018-03-20,16060240000
2018-03-21,16212560000
2018-03-22,16398200000
2018-03-23,16060240000
2018-03-26,16179240000
2018-03-27,16436280000
2018-03-28,16369640000
2018-03-29,16188760000
2018-04-02,16151220000
2018-04-03,16232310000
2018-04-04,16303860000
2018-04-05,16384950000
2018-04-06,16313400000
2018-04-09,16284780000
2018-04-10,16404030000
2018-04-11,16456500000
2018-04-12,16260930000
2018-04-13,16413569999
2018-04-16,16508970000
2018-04-17,16723620000
2018-04-18,16742700000
2018-04-19,16632989999
2018-04-20,16427879999
2018-04-23,16456500000
2018-04-24,16356330000
2018-04-25,16294319999
2018-04-26,16356330000
2018-04-27,16361099999
2018-04-30,16408800000
2018-05-01,16160760000
2018-05-02,16222770000
2018-05-03,16160760000
2018-05-04,16270470000
2018-05-07,16280010000
2018-05-08,15855480000
2018-05-09,15989040000
2018-05-10,16175069999
2018-05-11,16246620000
2018-05-14,16098750000
2018-05-15,16041510000
2018-05-16,16060590000
2018-05-17,15860250000
2018-05-18,15826860000
2018-05-21,15941340000
2018-05-22,16008120000
2018-05-23,16146450000
2018-05-24,16189379999
2018-05-25,16265700000
2018-05-29,16246620000
2018-05-30,16327709999
2018-05-31,16418340000
2018-06-01,16313400000
2018-06-04,16132140000
2018-06-05,16189379999
2018-06-06,15822090000
2018-06-07,15903180000
2018-06-08,15893640000
2018-06-11,15726690000
2018-06-12,15893640000
2018-06-13,16041510000
2018-06-14,16346790000
2018-06-15,16551900000
2018-06-18,16570980000
2018-06-19,16656840000
2018-06-20,16642530000
2018-06-21,16766550000
2018-06-22,16737930000
2018-06-25,17267400000
2018-06-26,17200620000
2018-06-27,17396190000
2018-06-28,17262630000
2018-06-29,17129069999
2018-07-02,18218660000
2018-07-03,18324290000
2018-07-05,18439980000
2018-07-06,18495310000
2018-07-09,17765960000
2018-07-10,17801170000
2018-07-11,18057700000
2018-07-12,17931950000
2018-07-13,18027520000
