,SYY
2004-08-23,20536236521
2004-08-24,20332022858
2004-08-25,20261824411
2004-08-26,20383076274
2004-08-27,20785121923
2004-08-30,20574526583
2004-08-31,20510709813
2004-09-01,20542618198
2004-09-02,20982953910
2004-09-03,20982953910
2004-09-07,21244602666
2004-09-08,20887228755
2004-09-09,20874465401
2004-09-10,20868083724
2004-09-13,20600053291
2004-09-14,20459656397
2004-09-15,19866160438
2004-09-16,19910832177
2004-09-17,19987412301
2004-09-20,19968267270
2004-09-21,19847015407
2004-09-22,19591748328
2004-09-23,19508786527
2004-09-24,19145030940
2004-09-27,19113122555
2004-09-28,19138649263
2004-09-29,19145030940
2004-09-30,19093977524
2004-10-01,19572603297
2004-10-04,19695620252
2004-10-05,19542346943
2004-10-06,19293277815
2004-10-07,19146390894
2004-10-08,19088913403
2004-10-11,19286891427
2004-10-12,19376300858
2004-10-13,19299664203
2004-10-14,19216641161
2004-10-15,19133618118
2004-10-18,19210254773
2004-10-19,19325209755
2004-10-20,19510415003
2004-10-21,19797802459
2004-10-22,19702006640
2004-10-25,19510415003
2004-10-26,19842507174
2004-10-27,20417282084
2004-10-28,20468373187
2004-10-29,20608873721
2004-11-01,21068693649
2004-11-02,21713718826
2004-11-03,22090515711
2004-11-04,22339584839
2004-11-05,22275720960
2004-11-08,22352357615
2004-11-09,22224629857
2004-11-10,22333198451
2004-11-11,22390675942
2004-11-12,22512017312
2004-11-15,22614199518
2004-11-16,22301266511
2004-11-17,22531176475
2004-11-18,22812177543
2004-11-19,22607813130
2004-11-22,22665290621
2004-11-23,22754700052
2004-11-24,22799404767
2004-11-26,22646131457
2004-11-29,22365130390
2004-11-30,22192697917
2004-12-01,22505630924
2004-12-02,22761086439
2004-12-03,22856882258
2004-12-06,22716381724
2004-12-07,22301266511
2004-12-08,22262948184
2004-12-09,22684449785
2004-12-10,23105951386
2004-12-13,23348634125
2004-12-14,23789294890
2004-12-15,23687112684
2004-12-16,23699885459
2004-12-17,23169815264
2004-12-20,23271997471
2004-12-21,23968113751
2004-12-22,24396001739
2004-12-23,24249114818
2004-12-27,24019204854
2004-12-28,24242728430
2004-12-29,24178864551
2004-12-30,24198023715
2004-12-31,24376842576
2005-01-03,23684488942
2005-01-04,23296739660
2005-01-05,23233174204
2005-01-06,23188678385
2005-01-07,23086973655
2005-01-10,23360305116
2005-01-11,23118756383
2005-01-12,23086973655
2005-01-13,23150539111
2005-01-14,22978912380
2005-01-18,23163252202
2005-01-19,22896277287
2005-01-20,22724650555
2005-01-21,22699224373
2005-01-24,22578450006
2005-01-25,22413179820
2005-01-26,22375040547
2005-01-27,22654728554
2005-01-28,22813642194
2005-01-31,22228839998
2005-02-01,22120778722
2005-02-02,22088995994
2005-02-03,22044500175
2005-02-04,22222483452
2005-02-07,22101709085
2005-02-08,22381397092
2005-02-09,22279692363
2005-02-10,22190700724
2005-02-11,22146204905
2005-02-14,22470388731
2005-02-15,22241553089
2005-02-16,22216126906
2005-02-17,22006360901
2005-02-18,22108065631
2005-02-22,21771168714
2005-02-23,21860160352
2005-02-24,21974578173
2005-02-25,21993647810
2005-02-28,21879229989
2005-03-01,22006360901
2005-03-02,22127135268
2005-03-03,22076282903
2005-03-04,22031787084
2005-03-07,21961865082
2005-03-08,21961865082
2005-03-09,21510550344
2005-03-10,21650394347
2005-03-11,21434271796
2005-03-14,21752099077
2005-03-15,21421558705
2005-03-16,21103731425
2005-03-17,20874895783
2005-03-18,20830399963
2005-03-21,20747764871
2005-03-22,21535976526
2005-03-23,21529619981
2005-03-24,21968221628
2005-03-28,22851781467
2005-03-29,22997982016
2005-03-30,23086973655
2005-03-31,22756433283
2005-04-01,22553023824
2005-04-04,22236434465
2005-04-05,22881786043
2005-04-06,22743943959
2005-04-07,22856723846
2005-04-08,22549711930
2005-04-11,22524649733
2005-04-12,22493321987
2005-04-13,22468259789
2005-04-14,22461994240
2005-04-15,21929422550
2005-04-18,22029671338
2005-04-19,21910625902
2005-04-20,21578551789
2005-04-21,21973281395
2005-04-22,21741456071
2005-04-25,21973281395
2005-04-26,21873032606
2005-04-27,21841704859
2005-04-28,21685066127
2005-04-29,21678800578
2005-05-02,22186310071
2005-05-03,22242700015
2005-05-04,22399338747
2005-05-05,22342948803
2005-05-06,22424400944
2005-05-09,22518384184
2005-05-10,22587305226
2005-05-11,22743943959
2005-05-12,22487056437
2005-05-13,22236434465
2005-05-16,22743943959
2005-05-17,22906848240
2005-05-18,23213860156
2005-05-19,23201329057
2005-05-20,23295312297
2005-05-23,23395561086
2005-05-24,23589793114
2005-05-25,23395561086
2005-05-26,23489544325
2005-05-27,23395561086
2005-05-31,23282781198
2005-06-01,23658714156
2005-06-02,23646183058
2005-06-03,23451951029
2005-06-06,23408092184
2005-06-07,23520872072
2005-06-08,23357967790
2005-06-09,23314108945
2005-06-10,23182532410
2005-06-13,23495809875
2005-06-14,23677510804
2005-06-15,23151204663
2005-06-16,23094814719
2005-06-17,23213860156
2005-06-20,23213860156
2005-06-21,22888051592
2005-06-22,22913113790
2005-06-23,22543446381
2005-06-24,22524649733
2005-06-27,22399338747
2005-06-28,22718881761
2005-06-29,22461994240
2005-06-30,22675022916
2005-07-01,22712616212
2005-07-05,23107345818
2005-07-06,22794068353
2005-07-07,22675022916
2005-07-08,22875520494
2005-07-11,22969503733
2005-07-12,23032159226
2005-07-13,22900582691
2005-07-14,22963238184
2005-07-15,23069752522
2005-07-18,23013362578
2005-07-19,23307843396
2005-07-20,23138673564
2005-07-21,22875520494
2005-07-22,22963238184
2005-07-25,22737678409
2005-07-26,22524649733
2005-07-27,22487056437
2005-07-28,22712616212
2005-07-29,22593570775
2005-08-01,22405604296
2005-08-02,22449463141
2005-08-03,22173778972
2005-08-04,21772783817
2005-08-05,21421913056
2005-08-08,21302867620
2005-08-09,21252743225
2005-08-10,21302867620
2005-08-11,21327929817
2005-08-12,21334195366
2005-08-15,21804111564
2005-08-16,21371788662
2005-08-17,21365523113
2005-08-18,21396850859
2005-08-19,21403116408
2005-08-22,21296602070
2005-08-23,21233946577
2005-08-24,20995855704
2005-08-25,20970793507
2005-08-26,21020917901
2005-08-29,21127432239
2005-08-30,20701374887
2005-08-31,20914403563
2005-09-01,20212662041
2005-09-02,20325441929
2005-09-06,20657516042
2005-09-07,20682578239
2005-09-08,20419425168
2005-09-09,20281583084
2005-09-12,20356769675
2005-09-13,20312910830
2005-09-14,20287848633
2005-09-15,20156272098
2005-09-16,20469549563
2005-09-19,20363035225
2005-09-20,19999633365
2005-09-21,19717683647
2005-09-22,19692621449
2005-09-23,19830463534
2005-09-26,20056023309
2005-09-27,20131209900
2005-09-28,20012164464
2005-09-29,19817932435
2005-09-30,19453716261
2005-10-03,19701771297
2005-10-04,19726576801
2005-10-05,19503327268
2005-10-06,19366896998
2005-10-07,19404105253
2005-10-10,19540535523
2005-10-11,19596347907
2005-10-12,19850604319
2005-10-13,19726576801
2005-10-14,19875409823
2005-10-17,20123464860
2005-10-18,20228888251
2005-10-19,20538957047
2005-10-20,20154471740
2005-10-21,19943624958
2005-10-24,20371519897
2005-10-25,19999437342
2005-10-26,19918819455
2005-10-27,19645958914
2005-10-28,20005638717
2005-10-31,19788590560
2005-11-01,18976210315
2005-11-02,18963807563
2005-11-03,18845981420
2005-11-04,18628933263
2005-11-07,18796370413
2005-11-08,19019619946
2005-11-09,18901793804
2005-11-10,19038224074
2005-11-11,19478521764
2005-11-14,19342091494
2005-11-15,19218063976
2005-11-16,19081633705
2005-11-17,19416508005
2005-11-18,19782389184
2005-11-21,20241291002
2005-11-22,20309506138
2005-11-23,20377721273
2005-11-25,20489346039
2005-11-28,20421130904
2005-11-29,20073853853
2005-11-30,20042846973
2005-12-01,20216485499
2005-12-02,20222686875
2005-12-05,20117263484
2005-12-06,20036645597
2005-12-07,20160673115
2005-12-08,20154471740
2005-12-09,20166874491
2005-12-12,20321908889
2005-12-13,20253693754
2005-12-14,20228888251
2005-12-15,20321908889
2005-12-16,20247492378
2005-12-19,20135867612
2005-12-20,19937423582
2005-12-21,19925020830
2005-12-22,19807194688
2005-12-23,19782389184
2005-12-27,19602549283
2005-12-28,19596347907
2005-12-29,19435112133
2005-12-30,19255272231
2006-01-03,19243875015
2006-01-04,19256254478
2006-01-05,19181977701
2006-01-06,19342910718
2006-01-09,19429566958
2006-01-10,19274823673
2006-01-11,19126270118
2006-01-12,19051993341
2006-01-13,18730127307
2006-01-17,19070562535
2006-01-18,19120080387
2006-01-19,19095321461
2006-01-20,18816783547
2006-01-23,18816783547
2006-01-24,18773455427
2006-01-25,18804404084
2006-01-26,18822973278
2006-01-27,18922008981
2006-01-30,20098057953
2006-01-31,18990096027
2006-02-01,19064372804
2006-02-02,19175787970
2006-02-03,18637281335
2006-02-06,18618712141
2006-02-07,18940578175
2006-02-08,19033424147
2006-02-09,18866301398
2006-02-10,18891060324
2006-02-13,18878680861
2006-02-14,18835352741
2006-02-15,18692988918
2006-02-16,18754886232
2006-02-17,18581573752
2006-02-21,18439209929
2006-02-22,18340174227
2006-02-23,18556814827
2006-02-24,18779645158
2006-02-27,18810593815
2006-02-28,18624901872
2006-03-01,18544435364
2006-03-02,18327794764
2006-03-03,18451589392
2006-03-06,18228759061
2006-03-07,18414451004
2006-03-08,18556814827
2006-03-09,18569194290
2006-03-10,18773455427
2006-03-13,18835352741
2006-03-14,19132459850
2006-03-15,19219116090
2006-03-16,19349100450
2006-03-17,19522412930
2006-03-20,19435756690
2006-03-21,19367669644
2006-03-22,19485274541
2006-03-23,20029970907
2006-03-24,20085678490
2006-03-27,19943314667
2006-03-28,19912366010
2006-03-29,19912366010
2006-03-30,19930935204
2006-03-31,19838089233
2006-04-03,19856468589
2006-04-04,19682833011
2006-04-05,19701436823
2006-04-06,19490593621
2006-04-07,19651826658
2006-04-10,19546405057
2006-04-11,19534002516
2006-04-12,19596015222
2006-04-13,19651826658
2006-04-17,19614619034
2006-04-18,19713839364
2006-04-19,19534002516
2006-04-20,19391373291
2006-04-21,19192932630
2006-04-24,19075108488
2006-04-25,18876667828
2006-04-26,18814655121
2006-04-27,18634818273
2006-04-28,18535597942
2006-05-01,18504591589
2006-05-02,18306150929
2006-05-03,18231735681
2006-05-04,18138716622
2006-05-05,18448780154
2006-05-08,18392968718
2006-05-09,18548000484
2006-05-10,18727837332
2006-05-11,18380566176
2006-05-12,18399169988
2006-05-15,18796051309
2006-05-16,18696830979
2006-05-17,18845661474
2006-05-18,18926277993
2006-05-19,18808453851
2006-05-22,18951083075
2006-05-23,18591409378
2006-05-24,19006894511
2006-05-25,19217737713
2006-05-26,19316958043
2006-05-30,19075108488
2006-05-31,18963485617
2006-06-01,18982089429
2006-06-02,18944881805
2006-06-05,18579006837
2006-06-06,18827057663
2006-06-07,18988290699
2006-06-08,19118517383
2006-06-09,18951083075
2006-06-12,18746441144
2006-06-13,18641019543
2006-06-14,18585208108
2006-06-15,18771246227
2006-06-16,18876667828
2006-06-19,18572805566
2006-06-20,18696830979
2006-06-21,18752642415
2006-06-22,18752642415
2006-06-23,18796051309
2006-06-26,18851862745
2006-06-27,18777447497
2006-06-28,18796051309
2006-06-29,18802252580
2006-06-30,18951083075
2006-07-03,19037900864
2006-07-05,18975888158
2006-07-06,19006894511
2006-07-07,18994491970
2006-07-10,19037900864
2006-07-11,19267347878
2006-07-12,19205335172
2006-07-13,19019297052
2006-07-14,18740239874
2006-07-17,18659623355
2006-07-18,18529396672
2006-07-19,18529396672
2006-07-20,18368163635
2006-07-21,18231735681
2006-07-24,18306150929
2006-07-25,18175924245
2006-07-26,17698426406
2006-07-27,17034890448
2006-07-28,17289142544
2006-07-31,17115506966
2006-08-01,17053494260
2006-08-02,17239532379
2006-08-03,16687619292
2006-08-04,16836449787
2006-08-07,17202324755
2006-08-08,17165117131
2006-08-09,17152714590
2006-08-10,17375960333
2006-08-11,17338752709
2006-08-14,17493784475
2006-08-15,17704627677
2006-08-16,18126314080
2006-08-17,18485987777
2006-08-18,18535597942
2006-08-21,18641019543
2006-08-22,18814655121
2006-08-23,18858064016
2006-08-24,18932479263
2006-08-25,18839460204
2006-08-28,19037900864
2006-08-29,19242542795
2006-08-30,19577411410
2006-08-31,19465788538
2006-09-01,19620820304
2006-09-05,19540203786
2006-09-06,19658027928
2006-09-07,19676631740
2006-09-08,19788254612
2006-09-11,20278154992
2006-09-12,20557212171
2006-09-13,20699841396
2006-09-14,20693640125
2006-09-15,20947892221
2006-09-18,20582017254
2006-09-19,20805262997
2006-09-20,21034710010
2006-09-21,20668835043
2006-09-22,20712243937
2006-09-25,20780457914
2006-09-26,21084320176
2006-09-27,20978898575
2006-09-28,20768055373
2006-09-29,20743250290
2006-10-02,20215537301
2006-10-03,20426051319
2006-10-04,20419859730
2006-10-05,20178387768
2006-10-06,20271261600
2006-10-09,20413668141
2006-10-10,20481775618
2006-10-11,20326985899
2006-10-12,20630373748
2006-10-13,20345560665
2006-10-16,20580841038
2006-10-17,20661331692
2006-10-18,20587032627
2006-10-19,20252686833
2006-10-20,20636565337
2006-10-23,20624182159
2006-10-24,21076168139
2006-10-25,21088551316
2006-10-26,21268107390
2006-10-27,21224766269
2006-10-30,21410513932
2006-10-31,21658177482
2006-11-01,21738668136
2006-11-02,21837733556
2006-11-03,21664369071
2006-11-06,21732476547
2006-11-07,21633411127
2006-11-08,21992523275
2006-11-09,21664369071
2006-11-10,21645794304
2006-11-13,21645794304
2006-11-14,21701518603
2006-11-15,22110163461
2006-11-16,21887266266
2006-11-17,21782009257
2006-11-20,22147312994
2006-11-21,21720093370
2006-11-22,22184462527
2006-11-24,22004906453
2006-11-27,21670560660
2006-11-28,22289719536
2006-11-29,22388784956
2006-11-30,22196845704
2006-12-01,22153504583
2006-12-04,22549766263
2006-12-05,22376401778
2006-12-06,22642640095
2006-12-07,22518808320
2006-12-08,22555957852
2006-12-11,22364018601
2006-12-12,22444509255
2006-12-13,22463084021
2006-12-14,22562149441
2006-12-15,22438317666
2006-12-18,22450700843
2006-12-19,22524999908
2006-12-20,22295911124
2006-12-21,22580724207
2006-12-22,22692172805
2006-12-26,22716939160
2006-12-27,22877920468
2006-12-28,22828387758
2006-12-29,22760280281
2007-01-03,22285848903
2007-01-04,22236434604
2007-01-05,22168489942
2007-01-08,21977009533
2007-01-09,22106722068
2007-01-10,22051130982
2007-01-11,22199373879
2007-01-12,21933772021
2007-01-16,22075838131
2007-01-17,22075838131
2007-01-18,22267318540
2007-01-19,22372323926
2007-01-22,22304379265
2007-01-23,22347616777
2007-01-24,22681163296
2007-01-25,22452622162
2007-01-26,22298202477
2007-01-29,21013430700
2007-01-30,21211087897
2007-01-31,21340800432
2007-02-01,21476689755
2007-02-02,21680523738
2007-02-05,21482866542
2007-02-06,21556987991
2007-02-07,21223441472
2007-02-08,21124612873
2007-02-09,20988723551
2007-02-12,21093728936
2007-02-13,21149320023
2007-02-14,21211087897
2007-02-15,21266678983
2007-02-16,21414921881
2007-02-20,21661993376
2007-02-21,21285209345
2007-02-22,20859011016
2007-02-23,20846657441
2007-02-26,20741652055
2007-02-27,20142503678
2007-02-28,20358691237
2007-03-01,20204271552
2007-03-02,19765719648
2007-03-05,19629830325
2007-03-06,19568062451
2007-03-07,19598946388
2007-03-08,19759542860
2007-03-09,19895432183
2007-03-12,19920139332
2007-03-13,19561885664
2007-03-14,19889255395
2007-03-15,20105442954
2007-03-16,20037498293
2007-03-19,20210448340
2007-03-20,20117796529
2007-03-21,20309276938
2007-03-22,20173387615
2007-03-23,20358691237
2007-03-26,20797243142
2007-03-27,20661353819
2007-03-28,20673707394
2007-03-29,20840480653
2007-03-30,20896071740
2007-04-02,20584327801
2007-04-03,20651517002
2007-04-04,20413300745
2007-04-05,20309462890
2007-04-09,20425516964
2007-04-10,20828652167
2007-04-11,20645408893
2007-04-12,20749246748
2007-04-13,20688165657
2007-04-16,20663733220
2007-04-17,20682057548
2007-04-18,20437733182
2007-04-19,20364435872
2007-04-20,20578219692
2007-04-23,20614868347
2007-04-24,20401084527
2007-04-25,20462165619
2007-04-26,21189030606
2007-04-27,20963030568
2007-04-30,19997949324
2007-05-01,19674219539
2007-05-02,20242273689
2007-05-03,20834760276
2007-05-04,20553787256
2007-05-07,20504922382
2007-05-08,20449949400
2007-05-09,20419408855
2007-05-10,20065138524
2007-05-11,20010165542
2007-05-14,20327787217
2007-05-15,20101787179
2007-05-16,20608760238
2007-05-17,20285030453
2007-05-18,20498814273
2007-05-21,20126219616
2007-05-22,20095679070
2007-05-23,20291138563
2007-05-24,20260598017
2007-05-25,20217841253
2007-05-29,20187300707
2007-05-30,20254489908
2007-05-31,20230057471
2007-06-01,20333895327
2007-06-04,20462165619
2007-06-05,20046814197
2007-06-06,19942976342
2007-06-07,19686435758
2007-06-08,20046814197
2007-06-11,19906327687
2007-06-12,19442111392
2007-06-13,19655895212
2007-06-14,19826922268
2007-06-15,20388868309
2007-06-18,20767571076
2007-06-19,20688165657
2007-06-20,20627084565
2007-06-21,20633192674
2007-06-22,20566003474
2007-06-25,20388868309
2007-06-26,20242273689
2007-06-27,20205625035
2007-06-28,20126219616
2007-06-29,20150652052
2007-07-02,20358327763
2007-07-03,20248381799
2007-07-05,20217841253
2007-07-06,19942976342
2007-07-09,19900219578
2007-07-10,19729192522
2007-07-11,19600922230
2007-07-12,19949084451
2007-07-13,20077354743
2007-07-16,19961300669
2007-07-17,19668111430
2007-07-18,19484868156
2007-07-19,19875787141
2007-07-20,19521516811
2007-07-23,19545949248
2007-07-24,19026759971
2007-07-25,19002327534
2007-07-26,18648057204
2007-07-27,18507570694
2007-07-30,18941246443
2007-07-31,19472651938
2007-08-01,19344381646
2007-08-02,19497084374
2007-08-03,18831300478
2007-08-06,19710868194
2007-08-07,19796381722
2007-08-08,19997949324
2007-08-09,19130597826
2007-08-10,19790273613
2007-08-13,20498814273
2007-08-14,19662003321
2007-08-15,19545949248
2007-08-16,19588706011
2007-08-17,20419408855
2007-08-20,20578219692
2007-08-21,20633192674
2007-08-22,20657625111
2007-08-23,20468273728
2007-08-24,20614868347
2007-08-27,20474381837
2007-08-28,19997949324
2007-08-29,20675949438
2007-08-30,20358327763
2007-08-31,20388868309
2007-09-04,20608760238
2007-09-05,20065138524
2007-09-06,20211733144
2007-09-07,20156760162
2007-09-10,20156760162
2007-09-11,20437733182
2007-09-12,20315570999
2007-09-13,20303354781
2007-09-14,20352219654
2007-09-17,20278922344
2007-09-18,20737030530
2007-09-19,20657625111
2007-09-20,20920273804
2007-09-21,21146273842
2007-09-24,21018003550
2007-09-25,21195138715
2007-09-26,21378381990
2007-09-27,21396706317
2007-09-28,21738760429
2007-10-01,21796784199
2007-10-02,21279840377
2007-10-03,21267676993
2007-10-04,21127798077
2007-10-05,21358902374
2007-10-08,21133879769
2007-10-09,21024409313
2007-10-10,20756814864
2007-10-11,20641262715
2007-10-12,20714243020
2007-10-15,20683834560
2007-10-16,20756814864
2007-10-17,20702079636
2007-10-18,20647344407
2007-10-19,20148645662
2007-10-22,20118237202
2007-10-23,20099992126
2007-10-24,20081747050
2007-10-25,19954031517
2007-10-26,19996603361
2007-10-29,20118237202
2007-10-30,20562200719
2007-10-31,20854121936
2007-11-01,20483138723
2007-11-02,20379749959
2007-11-05,20860203628
2007-11-06,21364984066
2007-11-07,20823713476
2007-11-08,20610854255
2007-11-09,20379749959
2007-11-12,20306769654
2007-11-13,20446648571
2007-11-14,20288524578
2007-11-15,20069583666
2007-11-16,20185135814
2007-11-19,19692518760
2007-11-20,19972276593
2007-11-21,19345862315
2007-11-23,19382352467
2007-11-26,18993124178
2007-11-27,19133003094
2007-11-28,19376270775
2007-11-29,19583048304
2007-11-30,19771580757
2007-12-03,19686437068
2007-12-04,20027011821
2007-12-05,19747253988
2007-12-06,20002685053
2007-12-07,19722927220
2007-12-10,19941868133
2007-12-11,19662110300
2007-12-12,19820234293
2007-12-13,19844561061
2007-12-14,19193820015
2007-12-17,18816755109
2007-12-18,19218146783
2007-12-19,19345862315
2007-12-20,19175574939
2007-12-21,19479659540
2007-12-24,19583048304
2007-12-26,19522231384
2007-12-27,19139084786
2007-12-28,19321535547
2007-12-31,18824940381
2008-01-02,18342404261
2008-01-03,18384626172
2008-01-04,18263992142
2008-01-07,18366531067
2008-01-08,17823677932
2008-01-09,17359236917
2008-01-10,17564314768
2008-01-11,17130032260
2008-01-14,17250666290
2008-01-15,16786225274
2008-01-16,17226539484
2008-01-17,16768130170
2008-01-18,16864637394
2008-01-22,16575115722
2008-01-23,17003366528
2008-01-24,16611305931
2008-01-25,16653527841
2008-01-28,17087810349
2008-01-29,16991303125
2008-01-30,16762098468
2008-01-31,17491934350
2008-02-01,17992565574
2008-02-04,17902090052
2008-02-05,17709075604
2008-02-06,17672885395
2008-02-07,17865899843
2008-02-08,17636695186
2008-02-11,17835741335
2008-02-12,17841773037
2008-02-13,18125263007
2008-02-14,17799551126
2008-02-15,18022724082
2008-02-19,17914153455
2008-02-20,18028755783
2008-02-21,17835741335
2008-02-22,18064945992
2008-02-25,18022724082
2008-02-26,18095104500
2008-02-27,17908121753
2008-02-28,17503997753
2008-02-29,16924954409
2008-03-03,17033525036
2008-03-04,17003366528
2008-03-05,17178285872
2008-03-06,16900827603
2008-03-07,16780193573
2008-03-10,16744003364
2008-03-11,17075746946
2008-03-12,17136063961
2008-03-13,16912891006
2008-03-14,16635432736
2008-03-17,16943049513
2008-03-18,17497966051
2008-03-19,17401458827
2008-03-20,17703043902
2008-03-24,17902090052
2008-03-25,17781456022
2008-03-26,17721139007
2008-03-27,17528124559
2008-03-28,17449712439
2008-03-31,17477510473
2008-04-01,18031587304
2008-04-02,17664210275
2008-04-03,17543758790
2008-04-04,17393194434
2008-04-07,17441375028
2008-04-08,17182404335
2008-04-09,17049907701
2008-04-10,16935478791
2008-04-11,16821049880
2008-04-14,16712643543
2008-04-15,16766846712
2008-04-16,16917411068
2008-04-17,16875253048
2008-04-18,17086043147
2008-04-21,17098088295
2008-04-22,16989681959
2008-04-23,17170359186
2008-04-24,16802982157
2008-04-25,16935478791
2008-04-28,18368851462
2008-04-29,18477257799
2008-04-30,18411009482
2008-05-01,18922928293
2008-05-02,19013266907
2008-05-05,18856679976
2008-05-06,18820544531
2008-05-07,18555551264
2008-05-08,18404986908
2008-05-09,18332716017
2008-05-12,18615777006
2008-05-13,18573618987
2008-05-14,18712138194
2008-05-15,18947018590
2008-05-16,18645889878
2008-05-19,18706115620
2008-05-20,18633844729
2008-05-21,18441122353
2008-05-22,18513393244
2008-05-23,18338738591
2008-05-27,18453167502
2008-05-28,18603731858
2008-05-29,18645889878
2008-05-30,18585664135
2008-06-02,18555551264
2008-06-03,18706115620
2008-06-04,18808499382
2008-06-05,19115650669
2008-06-06,18296580571
2008-06-09,18362828888
2008-06-10,18218287106
2008-06-11,17929203542
2008-06-12,17971361562
2008-06-13,18158061363
2008-06-16,18230332254
2008-06-17,17862955225
2008-06-18,17483533047
2008-06-19,17712390869
2008-06-20,17411262156
2008-06-23,17387171859
2008-06-24,17351036414
2008-06-25,17453420176
2008-06-26,17007749682
2008-06-27,16995704533
2008-06-30,16568101761
2008-07-01,16562079187
2008-07-02,16387424534
2008-07-03,16309131068
2008-07-07,16640372652
2008-07-08,17254675226
2008-07-09,17116156018
2008-07-10,17218539780
2008-07-11,17116156018
2008-07-14,17104110870
2008-07-15,17188426909
2008-07-16,17634097404
2008-07-17,17802729483
2008-07-18,17766594037
2008-07-21,17537736216
2008-07-22,17784661760
2008-07-23,17995451859
2008-07-24,17579894235
2008-07-25,17453420176
2008-07-28,17080020573
2008-07-29,17381149285
2008-07-30,17284788097
2008-07-31,17080020573
2008-08-01,17122178592
2008-08-04,17224562355
2008-08-05,17736481166
2008-08-06,17736481166
2008-08-07,17200472058
2008-08-08,17989429284
2008-08-11,18760318788
2008-08-12,18886792848
2008-08-13,18989176610
2008-08-14,19151786115
2008-08-15,19464959976
2008-08-18,19380643936
2008-08-19,18959063739
2008-08-20,19061447501
2008-08-21,19079515224
2008-08-22,19326440768
2008-08-25,18953041164
2008-08-26,19031334630
2008-08-27,19254169877
2008-08-28,19254169877
2008-08-29,19169853837
2008-09-02,19278260174
2008-09-03,19440869679
2008-09-04,19205989283
2008-09-05,19344508491
2008-09-08,20344255816
2008-09-09,20175623737
2008-09-10,20476752450
2008-09-11,20958558390
2008-09-12,20850152053
2008-09-15,20573113637
2008-09-16,20597203935
2008-09-17,19802224134
2008-09-18,20555045915
2008-09-19,20133465717
2008-09-22,19326440768
2008-09-23,19579388886
2008-09-24,19555298589
2008-09-25,19976878787
2008-09-26,20055172252
2008-09-29,18637579228
2008-09-30,18422461289
2008-10-01,18619652733
2008-10-02,18326853316
2008-10-03,17759180977
2008-10-06,17573940529
2008-10-07,17095900664
2008-10-08,16133845437
2008-10-09,15285324676
2008-10-10,14669848351
2008-10-13,15781291036
2008-10-14,15566173097
2008-10-15,14502534398
2008-10-16,15315202168
2008-10-17,15404834643
2008-10-20,15542271104
2008-10-21,15040329246
2008-10-22,14203759482
2008-10-23,14371073435
2008-10-24,13833278587
2008-10-27,13940837557
2008-10-28,15847021518
2008-10-29,14855088798
2008-10-30,15123986222
2008-10-31,15655805572
2008-11-03,15219594195
2008-11-04,15291300175
2008-11-05,14783382818
2008-11-06,14711676839
2008-11-07,14998500758
2008-11-10,14932770276
2008-11-11,14371073435
2008-11-12,13588283156
2008-11-13,14018519035
2008-11-14,13552430167
2008-11-17,13534503672
2008-11-18,13767548106
2008-11-19,13456822194
2008-11-20,12960855834
2008-11-21,13277557244
2008-11-24,13504626180
2008-11-25,13564381163
2008-11-26,13355238722
2008-11-28,14012543536
2008-12-01,12709884905
2008-12-02,13116218790
2008-12-03,13086341298
2008-12-04,13158047278
2008-12-05,13331336729
2008-12-08,13217802261
2008-12-09,13277557244
2008-12-10,13379140716
2008-12-11,13271581746
2008-12-12,13098292295
2008-12-15,13301459238
2008-12-16,14102176011
2008-12-17,14263514465
2008-12-18,14359122438
2008-12-19,14383024432
2008-12-22,13785474601
2008-12-23,13761572607
2008-12-24,13791450099
2008-12-26,13785474601
2008-12-29,13290236371
2008-12-30,13390562312
2008-12-31,13538100460
2009-01-02,14134154578
2009-01-05,14358412563
2009-01-06,14500049185
2009-01-07,14417427822
2009-01-08,14263988148
2009-01-09,14033828637
2009-01-12,13986616430
2009-01-13,13986616430
2009-01-14,13886290489
2009-01-15,13945305748
2009-01-16,14010222534
2009-01-20,13632524875
2009-01-21,13927601171
2009-01-22,14175465259
2009-01-23,13762358445
2009-01-26,13862684386
2009-01-27,13844979808
2009-01-28,14057434741
2009-01-29,13715146238
2009-01-30,13154501275
2009-02-02,13892192015
2009-02-03,14334806459
2009-02-04,14145957630
2009-02-05,14199071363
2009-02-06,14559064444
2009-02-09,14423329348
2009-02-10,13785964549
2009-02-11,13880388963
2009-02-12,13980714904
2009-02-13,13939404223
2009-02-17,13579411141
2009-02-18,13721047764
2009-02-19,13691540134
2009-02-20,13408266890
2009-02-23,13006963127
2009-02-24,13225319586
2009-02-25,13136796697
2009-02-26,12788606668
2009-02-27,12688280728
2009-03-02,12292878491
2009-03-03,12015506773
2009-03-04,12493530372
2009-03-05,11985999143
2009-03-06,11938786936
2009-03-09,11478467914
2009-03-10,12009605247
2009-03-11,11696824373
2009-03-12,12127635765
2009-03-13,12776803616
2009-03-16,12947947868
2009-03-17,13355153156
2009-03-18,13514494356
2009-03-19,13544001986
2009-03-20,13337448579
2009-03-23,13738752341
2009-03-24,13673835556
2009-03-25,13951207274
2009-03-26,14098745422
2009-03-27,13915798119
2009-03-30,13481839551
2009-03-31,13487755233
2009-04-01,13399020001
2009-04-02,13819033432
2009-04-03,13564659101
2009-04-06,13481839551
2009-04-07,13197886809
2009-04-08,13357610226
