,SYY
2009-04-09,13617900240
2009-04-13,13824949114
2009-04-14,13724382518
2009-04-15,13109151577
2009-04-16,13292537723
2009-04-17,13558743419
2009-04-20,13020416346
2009-04-21,13055910438
2009-04-22,13091404531
2009-04-23,13138729988
2009-04-24,13487755233
2009-04-27,13363525909
2009-04-28,13262959313
2009-04-29,13594237511
2009-04-30,13801286385
2009-05-01,14404685962
2009-05-04,13848611842
2009-05-05,13771707975
2009-05-06,14102986174
2009-05-07,13943262756
2009-05-08,13961009803
2009-05-11,13895937299
2009-05-12,13842696160
2009-05-13,13653394332
2009-05-14,13529165008
2009-05-15,13499586597
2009-05-18,13771707975
2009-05-19,13824949114
2009-05-20,13943262756
2009-05-21,13671141379
2009-05-22,13771707975
2009-05-26,13966925485
2009-05-27,14061576399
2009-05-28,14043829352
2009-05-29,14173974359
2009-06-01,14522999604
2009-06-02,14452011419
2009-06-03,14404685962
2009-06-04,14280456637
2009-06-05,14150311631
2009-06-08,14026082306
2009-06-09,14091154809
2009-06-10,13884105935
2009-06-11,14020166624
2009-06-12,14162142995
2009-06-15,13499586597
2009-06-16,13493670915
2009-06-17,13777623657
2009-06-18,13996503895
2009-06-19,14008335260
2009-06-22,13854527525
2009-06-23,13464092505
2009-06-24,13576490465
2009-06-25,13682972743
2009-06-26,13594237511
2009-06-29,13434514094
2009-06-30,13298453405
2009-07-01,13369441591
2009-07-02,12896187021
2009-07-06,13126898624
2009-07-07,12819283154
2009-07-08,12848861564
2009-07-09,12908018385
2009-07-10,12724632240
2009-07-13,13002669299
2009-07-14,12984922253
2009-07-15,13523249326
2009-07-16,13546912054
2009-07-17,13552827736
2009-07-20,13629731604
2009-07-21,13611984558
2009-07-22,13677057061
2009-07-23,13399020001
2009-07-24,13629731604
2009-07-27,13795370703
2009-07-28,13748045246
2009-07-29,13777623657
2009-07-30,13925515710
2009-07-31,14055660717
2009-08-03,14227215498
2009-08-04,14487505511
2009-08-05,14611734836
2009-08-06,14540746650
2009-08-07,14700470068
2009-08-10,14806952346
2009-08-11,14664975975
2009-08-12,14718217114
2009-08-13,14635397564
2009-08-14,14469758465
2009-08-17,14280456637
2009-08-18,14244962544
2009-08-19,14428348690
2009-08-20,14593987790
2009-08-21,14907518942
2009-08-24,14984422809
2009-08-25,14984422809
2009-08-26,15031748266
2009-08-27,15138230545
2009-08-28,15138230545
2009-08-31,15079073723
2009-09-01,15002169856
2009-09-02,14895687578
2009-09-03,15049495313
2009-09-04,15274291233
2009-09-08,15256544187
2009-09-09,15250628505
2009-09-10,15363026465
2009-09-11,15374857829
2009-09-14,15321616690
2009-09-15,15256544187
2009-09-16,15244712823
2009-09-17,15073158041
2009-09-18,15185556002
2009-09-21,15138230545
2009-09-22,15120483498
2009-09-23,15114567816
2009-09-24,14948928717
2009-09-25,14747795525
2009-09-28,14917043591
2009-09-29,14786660214
2009-09-30,14727395043
2009-10-01,14508113909
2009-10-02,14448848738
2009-10-05,14531819978
2009-10-06,14573305598
2009-10-07,14472554807
2009-10-08,14537746495
2009-10-09,14839998868
2009-10-12,15000014830
2009-10-13,15124471690
2009-10-14,15462283166
2009-10-15,15829727227
2009-10-16,16084567463
2009-10-19,16303848597
2009-10-20,16232730391
2009-10-21,16114200049
2009-10-22,16315701631
2009-10-23,16137906117
2009-10-26,16161612186
2009-10-27,16363113768
2009-10-28,16007522741
2009-10-29,16244583425
2009-10-30,15675637782
2009-11-02,15705270368
2009-11-03,15651931713
2009-11-04,15699343850
2009-11-05,15906771950
2009-11-06,15948257569
2009-11-09,16262362977
2009-11-10,16096420497
2009-11-11,15948257569
2009-11-12,15888992398
2009-11-13,16013449258
2009-11-16,16209024323
2009-11-17,16209024323
2009-11-18,16191244771
2009-11-19,15966037121
2009-11-20,16025302292
2009-11-23,16262362977
2009-11-24,16131979600
2009-11-25,16120126566
2009-11-27,15900845432
2009-11-30,16025302292
2009-12-01,16351260734
2009-12-02,16594247936
2009-12-03,16588321418
2009-12-04,16760190415
2009-12-07,16878720757
2009-12-08,17068369305
2009-12-09,16961691997
2009-12-10,17145414028
2009-12-11,17382474712
2009-12-14,16985398065
2009-12-15,16718704795
2009-12-16,16576468384
2009-12-17,16345334216
2009-12-18,16232730391
2009-12-21,16481644110
2009-12-22,16783896483
2009-12-23,16908353343
2009-12-24,16908353343
2009-12-28,16975374389
2009-12-29,16809298050
2009-12-30,16785572858
2009-12-31,16572046137
2010-01-04,16666946902
2010-01-05,16595771328
2010-01-06,16643221710
2010-01-07,16661015604
2010-01-08,16554252243
2010-01-11,16518664456
2010-01-12,16429694989
2010-01-13,16607633924
2010-01-14,16714397284
2010-01-15,16684740795
2010-01-19,16838954539
2010-01-20,16862679730
2010-01-21,16489007967
2010-01-22,16293275139
2010-01-25,16465282776
2010-01-26,16370382010
2010-01-27,16376313308
2010-01-28,16334794223
2010-01-29,16601702626
2010-02-01,16827091943
2010-02-02,16702534689
2010-02-03,16489007967
2010-02-04,16186511778
2010-02-05,16139061395
2010-02-08,16014504141
2010-02-09,16210236969
2010-02-10,16263618649
2010-02-11,16364450712
2010-02-12,16334794223
2010-02-16,16714397284
2010-02-17,16886404922
2010-02-18,16910130113
2010-02-19,17283801876
2010-02-22,17200763707
2010-02-23,17153313324
2010-02-24,17182969813
2010-02-25,17325320961
2010-02-26,17141450728
2010-03-01,17182969813
2010-03-02,17242282791
2010-03-03,17052481261
2010-03-04,17188901111
2010-03-05,17224488898
2010-03-08,17171107217
2010-03-09,17022824772
2010-03-10,16850817135
2010-03-11,16993168282
2010-03-12,16987236985
2010-03-15,17010962176
2010-03-16,16981305687
2010-03-17,17236351493
2010-03-18,17147382026
2010-03-19,17064343856
2010-03-22,17171107217
2010-03-23,17455809513
2010-03-24,17254145387
2010-03-25,17206695004
2010-03-26,17301595770
2010-03-29,17472954708
2010-03-30,17496503164
2010-03-31,17366986654
2010-04-01,17425857795
2010-04-05,17502390278
2010-04-06,17649568131
2010-04-07,17549487191
2010-04-08,17408196452
2010-04-09,17590696990
2010-04-12,17584809876
2010-04-13,17826181555
2010-04-14,17755536185
2010-04-15,17614245447
2010-04-16,17490616050
2010-04-19,17614245447
2010-04-20,17932149609
2010-04-21,17955698066
2010-04-22,18173521288
2010-04-23,18361908940
2010-04-26,18491425450
2010-04-27,18026343435
2010-04-28,18144085717
2010-04-29,18385457396
2010-04-30,18567957934
2010-05-03,18267715114
2010-05-04,18179408402
2010-05-05,18273602228
2010-05-06,17590696990
2010-05-07,17325776855
2010-05-10,17814407327
2010-05-11,17885052696
2010-05-12,18067553234
2010-05-13,18102875919
2010-05-14,17761423300
2010-05-17,17879165582
2010-05-18,17996907864
2010-05-19,17920375381
2010-05-20,17296341284
2010-05-21,17390535110
2010-05-24,17149163431
2010-05-25,17013759806
2010-05-26,17113840746
2010-05-27,17573035648
2010-05-28,17549487191
2010-06-01,17419970681
2010-06-02,17779084642
2010-06-03,17767310414
2010-06-04,17302228398
2010-06-07,17366986654
2010-06-08,17690777930
2010-06-09,17890939810
2010-06-10,18091101690
2010-06-11,18220618201
2010-06-14,18096988804
2010-06-15,18214731087
2010-06-16,18244166657
2010-06-17,18261828000
2010-06-18,18314812027
2010-06-21,18179408402
2010-06-22,18055779006
2010-06-23,17914488267
2010-06-24,17620132561
2010-06-25,17431744909
2010-06-28,17626019675
2010-06-29,17202147458
2010-06-30,16819485040
2010-07-01,16801823698
2010-07-02,16642871617
2010-07-06,16713516986
2010-07-07,17143276317
2010-07-08,17337551083
2010-07-09,17437632023
2010-07-12,17396422224
2010-07-13,17626019675
2010-07-14,17643681017
2010-07-15,17767310414
2010-07-16,17584809876
2010-07-19,17573035648
2010-07-20,17879165582
2010-07-21,17667229474
2010-07-22,18002794978
2010-07-23,18214731087
2010-07-26,18338360483
2010-07-27,18220618201
2010-07-28,18161747060
2010-07-29,18120537261
2010-07-30,18232392429
2010-08-02,18467876994
2010-08-03,18509086793
2010-08-04,18414892967
2010-08-05,18179408402
2010-08-06,18020456321
2010-08-09,18279489342
2010-08-10,18220618201
2010-08-11,17767310414
2010-08-12,17784971756
2010-08-13,17649568131
2010-08-16,17237470143
2010-08-17,17190373230
2010-08-18,17013759806
2010-08-19,16660532959
2010-08-20,16766501013
2010-08-23,16854807725
2010-08-24,16466258193
2010-08-25,16619323160
2010-08-26,16389725710
2010-08-27,16513355106
2010-08-30,16065934433
2010-08-31,16183676715
2010-09-01,16566339133
2010-09-02,16742952557
2010-09-03,16813597926
2010-09-07,16678194301
2010-09-08,16713516986
2010-09-09,16772388127
2010-09-10,16937227323
2010-09-13,17049082491
2010-09-14,16919565980
2010-09-15,17078518062
2010-09-16,17131502089
2010-09-17,17172711888
2010-09-20,17419970681
2010-09-21,17496503164
2010-09-22,17525938735
2010-09-23,17390535110
2010-09-24,17649568131
2010-09-27,17396422224
2010-09-28,17396422224
2010-09-29,17060856719
2010-09-30,16790049470
2010-10-01,16825372154
2010-10-04,16571456409
2010-10-05,16817132783
2010-10-06,16682595721
2010-10-07,16735240658
2010-10-08,16688445158
2010-10-11,16729391221
2010-10-12,16717692346
2010-10-13,16904874346
2010-10-14,17016013658
2010-10-15,17080357470
2010-10-18,17080357470
2010-10-19,16834681096
2010-10-20,16986766470
2010-10-21,17168099033
2010-10-22,17290937220
2010-10-25,17285087782
2010-10-26,17255840595
2010-10-27,17203195658
2010-10-28,17384528220
2010-10-29,17232442845
2010-11-01,17308485532
2010-11-02,17431323720
2010-11-03,17495667532
2010-11-04,17624355157
2010-11-05,17565860782
2010-11-08,17097905783
2010-11-09,16840530533
2010-11-10,16887326033
2010-11-11,16741090096
2010-11-12,16782036158
2010-11-15,16916573221
2010-11-16,16834681096
2010-11-17,16770337283
2010-11-18,16963368721
2010-11-19,16869777721
2010-11-22,16980917033
2010-11-23,16998465345
2010-11-24,17115454095
2010-11-26,16939970971
2010-11-29,16980917033
2010-11-30,16975067595
2010-12-01,17197346220
2010-12-02,17144701283
2010-12-03,17138851845
2010-12-06,17109604658
2010-12-07,17062809158
2010-12-08,17214894533
2010-12-09,17162249595
2010-12-10,17209045095
2010-12-13,17209045095
2010-12-14,17062809158
2010-12-15,17074508033
2010-12-16,17138851845
2010-12-17,17138851845
2010-12-20,17173948470
2010-12-21,17156400158
2010-12-22,17080357470
2010-12-23,16992615908
2010-12-27,16998465345
2010-12-28,16998465345
2010-12-29,17068658595
2010-12-30,17185647345
2010-12-31,17197346220
2011-01-03,17050519882
2011-01-04,17313194786
2011-01-05,17319032007
2011-01-06,17429939188
2011-01-07,17721800193
2011-01-10,17558358030
2011-01-11,17575869690
2011-01-12,17780172394
2011-01-13,17803521274
2011-01-14,17774335174
2011-01-18,17529171930
2011-01-19,17488311389
2011-01-20,17494148609
2011-01-21,17476636949
2011-01-24,17365729767
2011-01-25,17313194786
2011-01-26,17330706447
2011-01-27,17389078648
2011-01-28,17038845442
2011-01-31,17009659342
2011-02-01,17033008222
2011-02-02,17114729303
2011-02-03,17336543667
2011-02-04,17424101968
2011-02-07,16350053472
2011-02-08,16350053472
2011-02-09,16373402352
2011-02-10,16402588452
2011-02-11,16484309534
2011-02-14,16361727912
2011-02-15,16490146754
2011-02-16,16548518955
2011-02-17,16571867835
2011-02-18,16717798337
2011-02-22,16501821194
2011-02-23,16350053472
2011-02-24,16215797410
2011-02-25,16291681271
2011-02-28,16221634630
2011-03-01,16186611309
2011-03-02,16075704127
2011-03-03,16075704127
2011-03-04,16087378568
2011-03-07,16104890228
2011-03-08,16128239108
2011-03-09,16309192931
2011-03-10,16209960189
2011-03-11,16244983510
2011-03-14,16192448529
2011-03-15,16262495170
2011-03-16,16023169147
2011-03-17,16075704127
2011-03-18,16169099649
2011-03-21,16361727912
2011-03-22,16390914012
2011-03-23,16344216252
2011-03-24,16285844051
2011-03-25,16262495170
2011-03-28,16280006831
2011-03-29,16320867371
2011-03-30,16174936869
2011-03-31,16169099649
2011-04-01,16274169610
2011-04-04,16546501486
2011-04-05,16878023519
2011-04-06,16990504209
2011-04-07,16931303846
2011-04-08,16617541922
2011-04-11,16806983084
2011-04-12,16842503301
2011-04-13,16688582357
2011-04-14,16860263410
2011-04-15,16972744100
2011-04-18,16818823156
2011-04-19,16931303846
2011-04-20,17097064863
2011-04-21,17168105299
2011-04-25,17150345190
2011-04-26,17322026243
2011-04-27,17428586896
2011-04-28,17322026243
2011-04-29,17114824972
2011-05-02,17327946279
2011-05-03,17256905843
2011-05-04,17227305662
2011-05-05,16960904028
2011-05-06,16878023519
2011-05-09,18689554630
2011-05-10,18464593250
2011-05-11,18440913105
2011-05-12,18997396518
2011-05-13,18813875393
2011-05-16,19021076664
2011-05-17,19163157535
2011-05-18,19328918552
2011-05-19,19204597789
2011-05-20,19192757717
2011-05-23,19133557353
2011-05-24,18867155719
2011-05-25,18902675937
2011-05-26,18908595974
2011-05-27,18938196155
2011-05-31,19068436954
2011-06-01,18796115284
2011-06-02,18488273396
2011-06-03,18429073033
2011-06-06,18275152088
2011-06-07,18215951725
2011-06-08,18085710927
2011-06-09,18286992161
2011-06-10,17996910382
2011-06-13,18062030781
2011-06-14,18257391980
2011-06-15,18026510563
2011-06-16,18239631871
2011-06-17,18292912197
2011-06-20,18423152996
2011-06-21,18523793613
2011-06-22,18500113468
2011-06-23,18399472851
2011-06-24,18210031689
2011-06-27,18251471943
2011-06-28,18334352452
2011-06-29,18334352452
2011-06-30,18458673214
2011-07-01,18582993977
2011-07-05,18517873577
2011-07-06,18553393795
2011-07-07,18677714558
2011-07-08,18529713650
2011-07-11,18292912197
2011-07-12,18452753178
2011-07-13,18523793613
2011-07-14,18369872669
2011-07-15,18298832234
2011-07-18,18138991253
2011-07-19,18458673214
2011-07-20,18500113468
2011-07-21,18624434231
2011-07-22,18547473759
2011-07-25,18369872669
2011-07-26,18482353359
2011-07-27,18239631871
2011-07-28,18275152088
2011-07-29,18109391072
2011-08-01,17890349728
2011-08-02,17523307477
2011-08-03,17694988530
2011-08-04,17215465589
2011-08-05,17440426969
2011-08-08,17049704572
2011-08-09,17168105299
2011-08-10,16593861776
2011-08-11,17026024427
2011-08-12,17322026243
2011-08-15,16641222067
2011-08-16,16570181631
2011-08-17,16505061232
2011-08-18,16161699126
2011-08-19,15984098037
2011-08-22,15883457419
2011-08-23,16102498763
2011-08-24,16155779089
2011-08-25,15936737746
2011-08-26,16043298400
2011-08-29,16546501486
2011-08-30,16481381087
2011-08-31,16534661413
2011-09-01,16451780905
2011-09-02,16078818617
2011-09-06,15907137564
2011-09-07,16161699126
2011-09-08,15907137564
2011-09-09,15806496947
2011-09-12,15865697310
2011-09-13,15966337928
2011-09-14,16167619162
2011-09-15,16244579634
2011-09-16,16220899489
2011-09-19,16025538291
2011-09-20,16049218436
2011-09-21,15694016257
2011-09-22,15403934478
2011-09-23,15315133933
2011-09-26,15599295676
2011-09-27,15688096221
2011-09-28,15528255241
2011-09-29,15463134841
2011-09-30,15332894042
2011-10-03,15076763127
2011-10-04,14953663584
2011-10-05,14930216051
2011-10-06,15111934425
2011-10-07,15111934425
2011-10-10,15322962214
2011-10-11,15317100331
2011-10-12,15481233055
2011-10-13,15528128119
2011-10-14,15633642014
2011-10-17,15328824097
2011-10-18,15639503897
2011-10-19,15264343384
2011-10-20,15393304810
2011-10-21,15797774738
2011-10-24,15815360387
2011-10-25,15674675195
2011-10-26,15703984610
2011-10-27,16196382784
2011-10-28,16372239274
2011-10-31,16249139731
2011-11-01,15944321814
2011-11-02,16155349603
2011-11-03,16319482327
2011-11-04,16296034795
2011-11-07,16342929859
2011-11-08,16471891286
2011-11-09,16131902071
2011-11-10,16161211486
2011-11-11,16266725380
2011-11-14,16208106550
2011-11-15,16319482327
2011-11-16,16131902071
2011-11-17,16026388176
2011-11-18,16290172912
2011-11-21,15950183697
2011-11-22,16073283240
2011-11-23,15762603440
2011-11-25,15868117335
2011-11-28,16301896678
2011-11-29,16290172912
2011-11-30,16729814139
2011-12-01,16841189916
2011-12-02,17075665237
2011-12-05,17128422184
2011-12-06,17063941471
2011-12-07,17210488546
2011-12-08,17052217705
2011-12-09,17274969259
2011-12-12,17128422184
2011-12-13,17052217705
2011-12-14,16940841927
2011-12-15,16993598874
2011-12-16,16940841927
2011-12-19,16759123554
2011-12-20,17034632056
2011-12-21,17040493939
2011-12-22,17122560301
2011-12-23,17251521727
2011-12-27,17286693025
2011-12-28,17175317248
2011-12-29,17298416792
2011-12-30,17192902897
2012-01-03,17252498923
2012-01-04,16988878397
2012-01-05,16936154291
2012-01-06,16942012525
2012-01-09,16936154291
2012-01-10,17106043075
2012-01-11,17123617777
2012-01-12,17182200116
2012-01-13,17264215391
2012-01-17,17475111813
2012-01-18,17475111813
2012-01-19,17574701790
2012-01-20,17703582936
2012-01-23,17738732340
2012-01-24,17744590573
2012-01-25,17826605848
2012-01-26,17779739977
2012-01-27,17750448807
2012-01-30,17656717065
2012-01-31,17639142363
2012-02-01,17814889381
2012-02-02,17943770527
2012-02-03,18101942843
2012-02-06,17451678877
2012-02-07,17199774818
2012-02-08,17252498923
2012-02-09,17305223029
2012-02-10,17170483648
2012-02-13,17152908947
2012-02-14,17164625414
2012-02-15,17065035438
2012-02-16,17065035438
2012-02-17,17264215391
2012-02-21,17205633052
2012-02-22,17223207754
2012-02-23,17170483648
2012-02-24,17147050713
2012-02-27,17088468373
2012-02-28,17188058350
2012-02-29,17234924222
2012-03-01,17182200116
2012-03-02,17193916584
2012-03-05,17258357157
2012-03-06,17217349520
2012-03-07,17299364795
2012-03-08,17428245941
2012-03-09,17533694152
2012-03-12,17662575298
2012-03-13,17674291766
2012-03-14,17686008234
2012-03-15,17393096538
2012-03-16,17357947134
2012-03-19,17369663602
2012-03-20,17404813006
2012-03-21,17521977684
2012-03-22,17498544748
2012-03-23,17480970047
2012-03-26,17586418257
2012-03-27,17545410620
2012-03-28,17469253579
2012-03-29,17445820643
2012-03-30,17492686514
2012-04-02,17630197168
2012-04-03,17407178695
2012-04-04,17313276181
2012-04-05,17295669459
2012-04-09,17084388800
2012-04-10,17013961914
2012-04-11,17184160223
2012-04-12,17278062737
2012-04-13,17201766944
2012-04-16,17418916510
2012-04-17,17665410611
2012-04-18,17413047603
2012-04-19,17342620716
2012-04-20,17037437543
2012-04-23,16749861091
2012-04-24,16779205627
2012-04-25,16908321585
2012-04-26,16972879564
2012-04-27,17055044265
2012-04-30,16961141750
2012-05-01,17025699729
2012-05-02,16843763606
2012-05-03,16638351855
2012-05-04,16374251032
2012-05-07,16603138412
2012-05-08,16444677918
2012-05-09,16268610702
2012-05-10,16362513217
2012-05-11,16198183816
2012-05-14,16180577095
2012-05-15,16256872888
2012-05-16,16286217424
2012-05-17,16309693053
2012-05-18,15998640972
2012-05-21,16057330044
2012-05-22,16174708188
2012-05-23,16162970373
2012-05-24,16315561960
2012-05-25,16397726660
2012-05-29,16491629175
2012-05-30,16438809011
2012-05-31,16380119939
2012-06-01,16168839280
2012-06-04,16286217424
2012-06-05,16385988846
2012-06-06,16591400597
2012-06-07,16796812349
2012-06-08,16902452678
2012-06-11,16808550163
2012-06-12,16785074534
2012-06-13,16743992184
2012-06-14,17008093007
2012-06-15,17101995522
2012-06-18,17137208965
2012-06-19,17313276181
2012-06-20,17160684594
2012-06-21,16955272843
2012-06-22,17019830822
2012-06-25,16902452678
2012-06-26,16873108142
2012-06-27,17019830822
2012-06-28,17207635851
2012-06-29,17495212303
2012-07-02,17562204020
2012-07-03,17344733622
2012-07-05,17215426899
2012-07-06,17039099549
2012-07-09,17074365019
2012-07-10,17168406272
2012-07-11,17150773537
2012-07-12,16862772200
2012-07-13,16986201344
2012-07-16,16968568609
2012-07-17,16997956501
2012-07-18,17086120176
2012-07-19,17086120176
2012-07-20,16968568609
2012-07-23,16780486103
2012-07-24,16733465477
2012-07-25,16639424223
2012-07-26,16933303139
2012-07-27,17191916586
2012-07-30,17250692369
2012-07-31,17274202682
2012-08-01,17191916586
2012-08-02,16927425561
2012-08-03,17180161429
2012-08-06,17121385646
2012-08-07,16962691031
2012-08-08,16980323766
2012-08-09,16862772200
2012-08-10,16950935874
2012-08-13,17715021056
2012-08-14,17897225984
2012-08-15,18014777550
2012-08-16,17867838092
2012-08-17,17961879345
2012-08-20,17844327779
2012-08-21,17767919261
2012-08-22,17750286526
2012-08-23,17650367694
2012-08-24,17844327779
2012-08-27,17861960514
2012-08-28,17897225984
2012-08-29,17832572622
2012-08-30,17797307152
2012-08-31,17809062309
2012-09-04,17803184731
2012-09-05,17726776213
2012-09-06,17997144815
2012-09-07,17973634502
2012-09-10,17944246610
2012-09-11,17903103562
2012-09-12,17744408948
2012-09-13,18020655129
2012-09-14,17838450201
2012-09-17,17938369032
2012-09-18,18050043020
2012-09-19,18232247948
2012-09-20,18144084273
2012-09-21,18073553334
2012-09-24,18191104900
2012-09-25,18144084273
2012-09-26,18149961852
2012-09-27,18367432250
2012-09-28,18379187406
2012-10-01,18528622510
2012-10-02,18640169984
2012-10-03,18552106188
2012-10-04,18528622510
2012-10-05,18552106188
2012-10-08,18434687795
2012-10-09,18334882160
2012-10-10,18293785722
2012-10-11,18346624000
2012-10-12,18346624000
2012-10-15,18487526072
2012-10-16,18546235269
2012-10-17,18587331706
2012-10-18,18604944465
2012-10-19,18152883650
2012-10-22,18123529052
2012-10-23,17982626979
2012-10-24,17853466746
2012-10-25,18105916293
2012-10-26,18117658132
2012-10-31,18240947445
2012-11-01,18534493429
2012-11-02,18399462277
2012-11-05,18070690775
2012-11-06,17970885140
2012-11-07,17753661112
2012-11-08,17548178923
2012-11-09,17612759040
2012-11-12,17589275361
2012-11-13,17589275361
2012-11-14,17606888120
2012-11-15,17565791682
2012-11-16,17630371799
2012-11-19,17888692264
2012-11-20,17882821345
2012-11-21,17894563184
2012-11-23,18199851008
2012-11-26,18223334686
2012-11-27,18358365839
2012-11-28,18546235269
2012-11-29,18493396992
2012-11-30,18581460787
2012-12-03,18511009751
2012-12-04,18334882160
2012-12-05,18593202626
2012-12-06,18710621020
2012-12-07,18687137341
2012-12-10,18628428144
2012-12-11,18704750100
2012-12-12,18810426654
2012-12-13,18716491939
2012-12-14,18646040903
2012-12-17,18751717457
2012-12-18,18927845048
2012-12-19,18781072056
2012-12-20,19015908843
2012-12-21,18763459297
2012-12-24,18745846538
2012-12-26,18599073546
2012-12-27,18616686305
2012-12-28,18440558714
2012-12-31,18652480483
2013-01-02,18793876418
2013-01-03,18711395456
2013-01-04,18764418932
2013-01-07,18711395456
2013-01-08,18522867542
2013-01-09,18192943693
2013-01-10,18234184174
2013-01-11,18210618185
2013-01-14,18304882142
2013-01-15,18387363104
2013-01-16,18352014120
2013-01-17,18428603585
2013-01-18,18540542034
2013-01-22,18605348504
2013-01-23,18687829467
2013-01-24,18587674013
2013-01-25,18752635937
2013-01-28,18676046472
2013-01-29,18717286953
2013-01-30,18628914494
2013-01-31,18717286953
2013-02-01,18905814867
2013-02-04,18399146099
2013-02-05,18481627061
2013-02-06,18516976045
2013-02-07,18575891018
2013-02-08,18623022996
2013-02-11,18593565510
2013-02-12,18593565510
2013-02-13,18723178451
2013-02-14,18870465883
2013-02-15,18894031873
2013-02-19,19023644813
2013-02-20,19165040749
2013-02-21,19241630214
2013-02-22,19294653690
2013-02-25,18846899894
2013-02-26,18782093424
2013-02-27,18935272354
2013-02-28,18947055348
2013-03-01,19135583262
2013-03-04,19312328182
2013-03-05,19347677166
2013-03-06,19341785668
2013-03-07,19247521711
2013-03-08,19601011550
2013-03-11,19789539464
2013-03-12,19795430961
2013-03-13,19889694918
2013-03-14,19901477913
2013-03-15,19948609891
2013-03-18,19901477913
2013-03-19,20278533741
2013-03-20,20343340211
2013-03-21,20290316735
2013-03-22,20561325611
2013-03-25,20632023579
2013-03-26,20620240585
2013-03-27,20626132082
2013-03-28,20720396039
2013-04-01,20894596018
2013-04-02,20787869932
2013-04-03,20455833219
2013-04-04,20378753267
2013-04-05,20384682494
2013-04-08,20254239500
2013-04-09,20355036359
2013-04-10,20604063894
2013-04-11,20532913170
2013-04-12,20526983943
2013-04-15,20040787327
2013-04-16,20432116310
2013-04-17,20295744089
2013-04-18,20289814862
2013-04-19,20580346986
2013-04-22,20592205440
2013-04-23,20758223797
2013-04-24,20586276213
2013-04-25,20669285391
2013-04-26,20633710029
2013-04-29,20758223797
2013-04-30,20669285391
2013-05-01,20497337808
2013-05-02,20764153024
2013-05-03,20550700851
2013-05-06,20355036359
2013-05-07,20396540948
2013-05-08,20420257856
2013-05-09,20254239500
2013-05-10,20277956408
2013-05-13,20313531770
2013-05-14,20604063894
2013-05-15,20829374521
2013-05-16,20687073072
2013-05-17,20835303748
2013-05-20,20663356164
2013-05-21,20799728386
2013-05-22,20793799159
2013-05-23,20491408581
2013-05-24,20645568483
2013-05-28,20740436115
2013-05-29,20218664138
2013-05-30,20218664138
2013-05-31,20040787327
2013-06-03,20094150370
2013-06-04,20266097954
2013-06-05,19773972111
2013-06-06,19797689019
2013-06-07,20017070419
2013-06-10,20206805684
2013-06-11,20236451819
2013-06-12,20254239500
2013-06-13,20485479354
2013-06-14,20438045537
2013-06-17,20568488532
2013-06-18,20598134667
2013-06-19,20248310273
2013-06-20,19803618246
2013-06-21,19969636603
2013-06-24,19957778149
2013-06-25,20088221143
2013-06-26,20218664138
2013-06-27,20331319451
2013-06-28,20254239500
2013-07-01,20167170875
2013-07-02,19996760631
2013-07-03,19832226603
2013-07-05,19943874694
2013-07-08,20378714625
2013-07-09,20578505945
2013-07-10,20537372438
2013-07-11,20831183203
2013-07-12,20919326432
2013-07-15,20966336154
2013-07-16,20901697786
2013-07-17,20831183203
2013-07-18,21072108029
2013-07-19,21172003689
2013-07-22,21001593446
2013-07-23,20866440494
2013-07-24,20231809243
2013-07-25,20296447611
2013-07-26,20431600563
2013-07-29,20555001084
2013-07-30,20390467056
2013-07-31,20278818965
2013-08-01,20443352993
2013-08-02,20555001084
2013-08-05,20572629730
2013-08-06,20602010806
2013-08-07,20478610285
2013-08-08,20484486500
2013-08-09,20572629730
2013-08-12,19385634241
2013-08-13,19456148825
2013-08-14,19409139102
2013-08-15,19085947261
2013-08-16,19068318616
2013-08-19,19097699692
2013-08-20,19056566185
2013-08-21,18792136497
2013-08-22,18968422956
2013-08-23,18950794310
2013-08-26,18739250559
2013-08-27,18651107330
2013-08-28,18492449517
2013-08-29,18774507851
2013-08-30,18815641358
2013-09-03,18909660803
2013-09-04,18886155942
2013-09-05,18862651080
2013-09-06,18827393789
2013-09-09,18933165664
2013-09-10,18939041879
2013-09-11,19103575907
2013-09-12,19179966706
2013-09-13,19320995873
2013-09-16,19397386672
2013-09-17,19491406116
2013-09-18,19620682853
2013-09-19,19291614797
2013-09-20,19138833199
2013-09-23,18986051601
2013-09-24,19038937539
2013-09-25,18809765143
2013-09-26,18874403511
2013-09-27,18821517573
2013-09-30,18596799790
2013-10-01,18631855021
2013-10-02,18503319176
2013-10-03,18439051253
2013-10-04,18532531868
2013-10-07,18479949022
2013-10-08,18205349716
2013-10-09,18491634099
2013-10-10,18865556558
2013-10-11,18824658789
2013-10-14,18760390866
2013-10-15,18614327406
2013-10-16,18748705789
2013-10-17,18754548328
2013-10-18,18737020712
2013-10-21,18807131173
2013-10-22,19064202864
2013-10-23,19017462557
2013-10-24,19181053632
2013-10-25,19274534247
2013-10-28,19414755169
2013-10-29,19186896171
2013-10-30,18982407326
2013-10-31,18894769250
2013-11-01,19023305095
2013-11-04,19841260474
2013-11-05,19461495477
2013-11-06,19665984321
2013-11-07,19362172323
2013-11-08,19356329785
2013-11-11,19332959631
2013-11-12,19368014862
2013-11-13,19514078322
2013-11-14,19613401475
2013-11-15,19689354475
2013-11-18,19648456706
2013-11-19,19630929091
2013-11-20,19473180553
2013-11-21,19578346245
2013-11-22,19823732859
