,VO
2017-12-20,23842716572
2017-12-21,23798064407
2017-12-22,23822700084
2017-12-26,23856574140
2017-12-27,23864272790
2017-12-28,23955116850
2017-12-29,23831938463
2018-01-02,23992070366
2018-01-03,24121407673
2018-01-04,24198394165
2018-01-05,24318493092
2018-01-08,24426274181
2018-01-09,24413956343
2018-01-10,24327731472
2018-01-11,24589485544
2018-01-12,24723442040
2018-01-16,24517118242
2018-01-17,24728061230
2018-01-18,24661852847
2018-01-19,24852779347
2018-01-22,25003672871
2018-01-23,25096056662
2018-01-24,25079119633
2018-01-25,25063722335
2018-01-26,25276205053
2018-01-29,25069881254
2018-01-30,24843540968
2018-01-31,24846620428
2018-02-01,24825064210
2018-02-02,24310794443
2018-02-05,23437767624
2018-02-06,23761110890
2018-02-07,23699521697
2018-02-08,22901941640
2018-02-09,23174473821
2018-02-12,23456244382
2018-02-13,23536310334
2018-02-14,23925861983
2018-02-15,24184536596
2018-02-16,24172218758
2018-02-20,24047500641
2018-02-21,23921242794
2018-02-22,23890448197
2018-02-23,24247665520
2018-02-26,24366224718
2018-02-27,24065977399
2018-02-28,23848875491
2018-03-01,23639472233
2018-03-02,23842716572
2018-03-05,24153742000
2018-03-06,24330810931
2018-03-07,24336969851
2018-03-08,24412416613
2018-03-09,24789650424
2018-03-12,24778872315
2018-03-13,24663392577
2018-03-14,24554071758
2018-03-15,24467846887
2018-03-16,24580247165
2018-03-19,24327731472
2018-03-20,24375463097
2018-03-21,24412416613
2018-03-22,23765730080
2018-03-23,23305350858
2018-03-26,23851954951
2018-03-27,23517833576
2018-03-28,23423910055
2018-03-29,23744173862
2018-04-02,23205268418
2018-04-03,23448545733
2018-04-04,23722617644
2018-04-05,23881209818
2018-04-06,23366940051
2018-04-09,23410052487
2018-04-10,23776508189
2018-04-11,23682584669
2018-04-12,23811921975
2018-04-13,23728776564
2018-04-16,23952037391
2018-04-17,24179917407
2018-04-18,24258443629
2018-04-19,24081374697
2018-04-20,23928941443
2018-04-23,23932020903
2018-04-24,23667187370
2018-04-25,23687203858
2018-04-26,23850415221
2018-04-27,23890448197
2018-04-30,23697981967
2018-05-01,23716458725
2018-05-02,23574803580
2018-05-03,23544008983
2018-05-04,23804223326
2018-05-07,23884289278
2018-05-08,23921242794
2018-05-09,24118328213
2018-05-10,24301556064
2018-05-11,24281539576
2018-05-14,24247665520
2018-05-15,24142963891
2018-05-16,24255364169
2018-05-17,24278460117
2018-05-18,24270761467
2018-05-21,24418575532
2018-05-22,24309254713
2018-05-23,24367764447
2018-05-24,24353906879
2018-05-25,24292317685
2018-05-29,24065977399
2018-05-30,24360065798
2018-05-31,24129106322
2018-06-01,24360065798
2018-06-04,24449370129
2018-06-05,24529436081
2018-06-06,24720362581
2018-06-07,24663392577
2018-06-08,24777332585
2018-06-11,24818905290
2018-06-12,24935924758
2018-06-13,24825064210
2018-06-14,24917448000
2018-06-15,24925146649
2018-06-18,24960560436
2018-06-19,24843540968
2018-06-20,24949782327
2018-06-21,24760395557
2018-06-22,24675710415
2018-06-25,24327731472
2018-06-26,24363145258
2018-06-27,24102930915
2018-06-28,24236887411
2018-06-29,24272301197
2018-07-02,24289238226
2018-07-03,24283079306
2018-07-05,24475545536
2018-07-06,24692647444
2018-07-09,24886653403
2018-07-10,24920527460
2018-07-11,24757316097
2018-07-12,24934385028
2018-07-13,24926686379
2018-07-16,24831223129
2018-07-17,24945163137
2018-07-18,25009831791
2018-07-19,25031388008
2018-07-20,24939004218
2018-07-23,24968259085
2018-07-24,24837382049
2018-07-25,25037546928
2018-07-26,25142248557
2018-07-27,24886653403
2018-07-30,24709584472
2018-07-31,24886653403
2018-08-01,24751157178
2018-08-02,24914368541
2018-08-03,24963639895
2018-08-06,25056023686
2018-08-07,25111453960
2018-08-08,25056023686
2018-08-09,25077579904
2018-08-10,24922067190
2018-08-13,24794269613
2018-08-14,24986735843
2018-08-15,24735759879
2018-08-16,24926686379
2018-08-17,25062182605
2018-08-20,25173043154
2018-08-21,25290062622
2018-08-22,25239251537
2018-08-23,25188440452
2018-08-24,25390145061
2018-08-27,25527181017
2018-08-28,25545657775
2018-08-29,25644200485
2018-08-30,25477909662
2018-08-31,25505624799
2018-09-04,25493306960
2018-09-05,25425558847
2018-09-06,25342413436
2018-09-07,25242330996
2018-09-10,25365509384
2018-09-11,25427098577
2018-09-12,25456353444
2018-09-13,25545657775
2018-09-14,25621104537
2018-09-17,25410161549
2018-09-18,25541038585
2018-09-19,25482528852
2018-09-20,25625723727
2018-09-21,25628803186
2018-09-24,25493306960
2018-09-25,25479449392
2018-09-26,25343953166
2018-09-27,25347032626
2018-09-28,25280824242
2018-10-01,25220774779
2018-10-02,25106834771
2018-10-03,25154566396
2018-10-04,24894352053
2018-10-05,24748077718
2018-10-08,24657233657
2018-10-09,24552532028
2018-10-10,23787286298
2018-10-11,23311509777
2018-10-12,23548628172
2018-10-15,23576343310
2018-10-16,24093692536
2018-10-17,24010547124
2018-10-18,23687203858
2018-10-19,23551707632
2018-10-22,23456244382
2018-10-23,23282254910
2018-10-24,22575518914
2018-10-25,22871147043
2018-10-26,22475436474
2018-10-29,22432324038
2018-10-30,22889623801
2018-10-31,23168314902
2018-11-01,23544008983
2018-11-02,23462403301
2018-11-05,23584041959
2018-11-06,23724157374
2018-11-07,24093692536
2018-11-08,24022864963
2018-11-09,23784206838
2018-11-12,23373098971
2018-11-13,23380797620
2018-11-14,23237602745
2018-11-15,23487038979
2018-11-16,23547088443
2018-11-19,23122123007
2018-11-20,22758746765
2018-11-21,22969689753
2018-11-23,22938895156
2018-11-26,23291493289
2018-11-27,23212967067
2018-11-28,23671806560
2018-11-29,23602518717
2018-11-30,23710299806
2018-12-03,24007467665
2018-12-04,23239142475
2018-12-06,23209887608
2018-12-07,22675601353
2018-12-10,22640187567
2018-12-11,22601694321
2018-12-12,22751048115
2018-12-13,22598614861
2018-12-14,22298367542
2018-12-17,21770240207
2018-12-18,21759462098
2018-12-19,21423800993
2018-12-20,21055805562
2018-12-21,20638538775
2018-12-24,20005709811
2018-12-26,20935706634
2018-12-27,21117394755
2018-12-28,21060424751
2018-12-31,21275986929
2019-01-02,21212858005
2019-01-03,20790972029
2019-01-04,21473072348
2019-01-07,21757922369
2019-01-08,22016596982
2019-01-09,22210602942
2019-01-10,22343019708
2019-01-11,22352258087
2019-01-14,22202904292
2019-01-15,22424625389
2019-01-16,22500072151
2019-01-17,22711015140
2019-01-18,23057454354
2019-01-22,22740270006
2019-01-23,22738730277
2019-01-24,22869607313
2019-01-25,23142139495
2019-01-28,23051295434
2019-01-29,23051295434
2019-01-30,23351542753
2019-01-31,23503976007
2019-02-01,23594820068
2019-02-04,23731856023
2019-02-05,23822700084
2019-02-06,23804223326
2019-02-07,23687203858
2019-02-08,23748793052
2019-02-11,23819620624
2019-02-12,24087533616
2019-02-13,24173758488
2019-02-14,24133725512
2019-02-15,24392400125
2019-02-19,24446290669
2019-02-20,24506340133
2019-02-21,24409337153
2019-02-22,24561770407
2019-02-25,24564849867
2019-02-26,24487863375
2019-02-27,24549452568
2019-02-28,24504800403
2019-03-01,24671091226
2019-03-04,24510959322
2019-03-05,24449370129
2019-03-06,24209172274
2019-03-07,24061358209
2019-03-08,23993610096
2019-03-11,24324652012
2019-03-12,24423194722
2019-03-13,24554071758
2019-03-14,24507879863
2019-03-15,24594104734
2019-03-18,24728061230
2019-03-19,24688028254
2019-03-20,24538674460
2019-03-21,24918987730
2019-03-22,24407797423
2019-03-25,24404717964
2019-03-26,24606422573
2019-03-27,24517118242
2019-03-28,24583326625
2019-03-29,24751157178
2019-04-01,25037546928
2019-04-02,25045245577
2019-04-03,25136089638
2019-04-04,25160725315
2019-04-05,25348572355
2019-04-08,25353191545
2019-04-09,25166884234
2019-04-10,25310079109
2019-04-11,25370128573
2019-04-12,25574912642
2019-04-15,25533339936
2019-04-16,25482528852
2019-04-17,25288522892
2019-04-18,25359350464
2019-04-22,25348572355
2019-04-23,25621104537
2019-04-24,25624183997
2019-04-25,25433257497
2019-04-26,25602627779
2019-04-29,25582611291
2019-04-30,25670375892
2019-05-01,25391684791
2019-05-02,25451734255
2019-05-03,25671915622
2019-05-06,25568753723
2019-05-07,25142248557
2019-05-08,25133010178
2019-05-09,25114533420
2019-05-10,25208456940
2019-05-13,24564849867
2019-05-14,24823524480
2019-05-15,24923606920
2019-05-16,25116073150
2019-05-17,24952861787
2019-05-20,24768094206
2019-05-21,25052944226
2019-05-22,24940543948
2019-05-23,24594104734
2019-05-24,24657233657
2019-05-28,24447830399
2019-05-29,24250744980
2019-05-30,24330810931
2019-05-31,24115248754
2019-06-03,24173758488
2019-06-04,24695726903
2019-06-05,24932845299
2019-06-06,25068341525
2019-06-07,25209996670
2019-06-10,25333175057
2019-06-11,25270046134
2019-06-12,25250029646
2019-06-13,25382446412
2019-06-14,25303920190
2019-06-17,25291602351
2019-06-18,25530260477
2019-06-19,25682693731
2019-06-20,25862842122
2019-06-21,25756600763
2019-06-24,25641121025
2019-06-25,25424019118
2019-06-26,25356271005
2019-06-27,25482528852
2019-06-28,25738124005
2019-07-01,25919812126
2019-07-02,25919812126
2019-07-03,26152311332
2019-07-05,26143072953
2019-07-08,25993719158
2019-07-09,26084563219
2019-07-10,26106119437
2019-07-11,26129215384
2019-07-12,26309363776
2019-07-15,26269330800
2019-07-16,26196963497
2019-07-17,26033752134
2019-07-18,26138453763
2019-07-19,25982941050
2019-07-22,26001417808
2019-07-23,26203122417
2019-07-24,26409446215
2019-07-25,26212360796
2019-07-26,26381731078
2019-07-29,26283188368
2019-07-30,26315522695
2019-07-31,26075324840
2019-08-01,25745822654
2019-08-02,25491767231
2019-08-05,24751157178
2019-08-06,25072960714
2019-08-07,25171503424
2019-08-08,25684233461
2019-08-09,25467131553
2019-08-12,25142248557
2019-08-13,25457893174
2019-08-14,24708044742
2019-08-15,24744998258
2019-08-16,25117612879
2019-08-19,25383986142
2019-08-20,25223854238
2019-08-21,25444035606
2019-08-22,25425558847
2019-08-23,24791190153
2019-08-26,24986735843
2019-08-27,24877415024
2019-08-28,25036007198
2019-08-29,25365509384
2019-08-30,25356271005
2019-09-03,25209996670
2019-09-04,25490227501
2019-09-05,25785855630
2019-09-06,25827428336
2019-09-09,25807411848
2019-09-10,25835126985
2019-09-11,26021434296
2019-09-12,26078404300
2019-09-13,26058387812
2019-09-16,26058387812
2019-09-17,26146152413
2019-09-18,26095341328
2019-09-19,26029132945
2019-09-20,25916732666
2019-09-23,25955225912
2019-09-24,25773537791
2019-09-25,25912113477
2019-09-26,25861302392
2019-09-27,25685773190
2019-09-30,25805872118
2019-10-01,25450194525
2019-10-02,25022149629
2019-10-03,25236172077
2019-10-04,25517942638
2019-10-07,25405542360
2019-10-08,24963639895
2019-10-09,25191519912
2019-10-10,25328555868
2019-10-11,25670375892
2019-10-14,25614945618
2019-10-15,25813570767
2019-10-16,25748902114
2019-10-17,25853603743
2019-10-18,25833587255
2019-10-21,26013735646
2019-10-22,25905954558
2019-10-23,25981401320
2019-10-24,26032212404
2019-10-25,26107659167
2019-10-28,26186185388
2019-10-29,26213900526
2019-10-30,26241615663
2019-10-31,26092261868
2019-11-01,26377111889
2019-11-04,26463336760
2019-11-05,26398668106
2019-11-06,26320141884
2019-11-07,26355555671
2019-11-08,26406366756
2019-11-11,26370952969
2019-11-12,26381731078
2019-11-13,26421764054
2019-11-14,26480273788
2019-11-15,26669660558
2019-11-18,26697375695
2019-11-19,26752805970
2019-11-20,26705074344
2019-11-21,26577276768
2019-11-22,26641945421
2019-11-25,26914477603
2019-11-26,26979146256
2019-11-27,27085387615
2019-11-29,26932954361
2019-12-02,26680438667
2019-12-03,26507988925
2019-12-04,26681978397
2019-12-05,26740488131
2019-12-06,26939113280
2019-12-09,26842110300
2019-12-10,26822093812
2019-12-11,26874444627
2019-12-12,27069990317
2019-12-13,27022258692
2019-12-16,27217804381
2019-12-17,27180850865
2019-12-18,27223963301
2019-12-19,27342522498
2019-12-20,27519591430
2019-12-23,27494955752
2019-12-24,27379476014
2019-12-26,27454922777
2019-12-27,27411810341
2019-12-30,27313267631
2019-12-31,27434906289
2020-01-02,27533448998
2020-01-03,27410270611
2020-01-06,27448763857
2020-01-07,27441065208
2020-01-08,27490336563
2020-01-09,27667405494
2020-01-10,27624293059
2020-01-13,27824457938
2020-01-14,27858331995
2020-01-15,27944556866
2020-01-16,28234026076
2020-01-17,28261741213
2020-01-21,28198612289
2020-01-22,28212469858
2020-01-23,28324870136
2020-01-24,28055417414
2020-01-27,27633531438
2020-01-28,27881427942
2020-01-29,27772107124
2020-01-30,27821378478
2020-01-31,27367158176
2020-02-03,27585799813
2020-02-04,27973811733
2020-02-05,28220168507
2020-02-06,28220168507
2020-02-07,28018463898
2020-02-10,28166277963
2020-02-11,28366442842
2020-02-12,28532733665
2020-02-13,28577385830
2020-02-14,28623577725
2020-02-18,28565067991
2020-02-19,28665150431
2020-02-20,28680547729
2020-02-21,28358744193
2020-02-24,27533448998
2020-02-25,26635786502
2020-02-26,26344777562
2020-02-27,25282363972
2020-02-28,24966719355
2020-03-02,25909034017
2020-03-03,25360890194
2020-03-04,26297045937
2020-03-05,25465591823
2020-03-06,24862017726
2020-03-09,22667902704
2020-03-10,23599439257
2020-03-11,22310685381
2020-03-12,20068838734
2020-03-13,21463833969
2020-03-16,18804720535
2020-03-17,20013408460
2020-03-18,18335102934
2020-03-19,18686161338
2020-03-20,17845468845
2020-03-23,17301944212
2020-03-24,19185033806
2020-03-25,19705462492
2020-03-26,20783273380
2020-03-27,20199715770
2020-03-30,20732462295
2020-03-31,20270543343
2020-04-01,19291275165
2020-04-02,19508377072
2020-04-03,19145000830
2020-04-06,20640078505
2020-04-07,20840243384
2020-04-08,21781018316
2020-04-09,22344559438
2020-04-13,21844147240
2020-04-14,22464658365
2020-04-15,21813352643
2020-04-16,21831829401
2020-04-17,22629409458
2020-04-20,22184427534
2020-04-21,21566995868
2020-04-22,22099742393
2020-04-23,22130536990
2020-04-24,22412307551
2020-04-27,23005103539
2020-04-28,23095947600
2020-04-29,23778047919
2020-04-30,23155997063
2020-05-01,22456959716
2020-05-04,22595535402
2020-05-05,22812637309
2020-05-06,22614012160
2020-05-07,23055914624
2020-05-08,23560946011
2020-05-11,23479340330
2020-05-12,22886544341
2020-05-13,22319923760
2020-05-14,22598614861
2020-05-15,22709475410
2020-05-18,23653329802
2020-05-19,23467022491
2020-05-20,23867352249
2020-05-21,23728776564
2020-05-22,23841176842
2020-05-26,24352367149
2020-05-27,24746537988
2020-05-28,24711124202
2020-05-29,24838921778
2020-06-01,25112993690
2020-06-02,25405542360
2020-06-03,25936749154
2020-06-04,25799713199
2020-06-05,26503369735
2020-06-08,27009940853
2020-06-09,26438701082
2020-06-10,26092261868
2020-06-11,24469386617
2020-06-12,24858938266
2020-06-15,25228473428
2020-06-16,25693471840
2020-06-17,25557975614
2020-06-18,25590309940
2020-06-19,25383986142
2020-06-22,25531800206
2020-06-23,25522561827
2020-06-24,24741918798
2020-06-25,24948242597
2020-06-26,24475545536
2020-06-29,24840461508
2020-06-30,25237711807
2020-07-01,25311618839
2020-07-02,25407082089
2020-07-06,25713488328
2020-07-07,25422479388
2020-07-08,25602627779
2020-07-09,25397843710
2020-07-10,25624183997
2020-07-13,25314698299
2020-07-14,25730425356
2020-07-15,26186185388
2020-07-16,26127675654
2020-07-17,26333999453
2020-07-20,26404827026
2020-07-21,26534164332
2020-07-22,26717392183
2020-07-23,26612690554
2020-07-24,26369413239
2020-07-27,26598832986
2020-07-28,26378651618
2020-07-29,26872904897
2020-07-30,26788219756
2020-07-31,26835951381
2020-08-03,27033036800
2020-08-04,27143897349
2020-08-05,27302489522
2020-08-06,27227042760
2020-08-07,27271694926
2020-08-10,27368697906
2020-08-11,27183930325
2020-08-12,27393333583
2020-08-13,27407191152
2020-08-14,27387174664
2020-08-17,27505733861
2020-08-18,27448763857
2020-08-19,27274774385
2020-08-20,27231661950
2020-08-21,27200867353
2020-08-24,27442604938
2020-08-25,27470320075
2020-08-26,27522670890
2020-08-27,27584260083
2020-08-28,27782885232
2020-08-31,27690501442
2020-09-01,28036940656
2020-09-02,28485002040
2020-09-03,27578101164
2020-09-04,27291711414
2020-09-08,26675819478
2020-09-09,27105404103
2020-09-10,26715852453
2020-09-11,26737408671
2020-09-14,27211645462
2020-09-15,27314807361
2020-09-16,27413350071
2020-09-17,27211645462
2020-09-18,26994543554
2020-09-21,26552641090
2020-09-22,26842110300
2020-09-23,26213900526
2020-09-24,26233917013
2020-09-25,26621928933
2020-09-28,27134658970
2020-09-29,26979146256
2020-09-30,27139278159
2020-10-01,27387174664
2020-10-02,27427207639
2020-10-05,27884507402
2020-10-06,27642769817
2020-10-07,28100069580
2020-10-08,28454207443
2020-10-09,28572766640
2020-10-12,28797567197
2020-10-13,28697484757
2020-10-14,28571226911
2020-10-15,28655912052
2020-10-16,28622037995
2020-10-19,28267900132
2020-10-20,28364903112
2020-10-21,28281757701
2020-10-22,28538892584
2020-10-23,28792948008
2020-10-26,28200152019
2020-10-27,28013844708
2020-10-28,27180850865
2020-10-29,27414889801
2020-10-30,27120801401
2020-11-02,27578101164
2020-11-03,28187834180
2020-11-04,28498859608
2020-11-05,29080877488
2020-11-06,29122450193
2020-11-09,29476588056
2020-11-10,29475048327
2020-11-11,29684451585
2020-11-12,29325694532
2020-11-13,29841504029
2020-11-16,30324979198
2020-11-17,30292644872
2020-11-18,29930808359
2020-11-19,30163307565
2020-11-20,30098638912
2020-11-23,30409664340
2020-11-24,30759183013
2020-11-25,30769961122
2020-11-27,30891599779
2020-11-30,30745325445
2020-12-01,30956268433
2020-12-02,30913155997
2020-12-03,31114860606
2020-12-04,31509031445
2020-12-07,31482856038
2020-12-08,31593716586
2020-12-09,31296548727
2020-12-10,31439743602
2020-12-11,31322724135
2020-12-14,31205704667
2020-12-15,31678401728
2020-12-16,31716894974
2020-12-17,32058714998
2020-12-18,32029460131
2020-12-21,31860089849
2020-12-22,31937076341
2020-12-23,31963251748
2020-12-24,31884725526
2020-12-28,31693799026
2020-12-29,31553683611
2020-12-30,31770785518
2020-12-31,31836993901
2021-01-04,31370455760
2021-01-05,31669163349
2021-01-06,32195750954
2021-01-07,32657669906
2021-01-08,32805483971
2021-01-11,32719259100
2021-01-12,33010268039
2021-01-13,32914804789
2021-01-14,32931741817
2021-01-15,32717719370
2021-01-19,32887089652
2021-01-20,33196575350
2021-01-21,32990251551
2021-01-22,32930202088
2021-01-25,32911725330
2021-01-26,32572984765
2021-01-27,31752308760
2021-01-28,32158797438
2021-01-29,31686100377
2021-02-01,32245022309
2021-02-02,32756212616
2021-02-03,32779308563
2021-02-04,33207353459
2021-02-05,33538395374
2021-02-08,33820165935
2021-02-09,33931026484
2021-02-10,34081920008
2021-02-11,34197399746
2021-02-12,34423740032
2021-02-16,34368309758
2021-02-17,34209717585
2021-02-18,34051125411
2021-02-19,34414501653
2021-02-22,34014171895
2021-02-23,34024950004
2021-02-24,34349833000
2021-02-25,33373644282
2021-02-26,33378263471
2021-03-01,34186621637
2021-03-02,33858659181
2021-03-03,33268942652
2021-03-04,32546809357
2021-03-05,33158082104
2021-03-08,33099572370
2021-03-09,33495282939
2021-03-10,33766275391
2021-03-11,34283624617
2021-03-12,34445296250
2021-03-15,34780957355
2021-03-16,34456074359
2021-03-17,34650080319
2021-03-18,34051125411
2021-03-19,34126572173
2021-03-22,34300561645
2021-03-23,33792450798
2021-03-24,33438312935
2021-03-25,33655414842
2021-03-26,34160446230
2021-03-29,33844801613
2021-03-30,33944884052
2021-03-31,34080380278
2021-04-01,34571554097
2021-04-05,34807132763
2021-04-06,34976503045
2021-04-07,34757861408
2021-04-08,34939549529
2021-04-09,35065807376
2021-04-12,35091982783
2021-04-13,35188985763
2021-04-14,35172048735
2021-04-15,35503090650
2021-04-16,35569299033
2021-04-19,35306005231
2021-04-20,35004218182
2021-04-21,35456898755
2021-04-22,35312164150
2021-04-23,35792559860
2021-04-26,35995804199
2021-04-27,35991185010
2021-04-28,35941913655
2021-04-29,36037376905
2021-04-30,35726351477
2021-05-03,35723272017
2021-05-04,35512329029
2021-05-05,35432263078
2021-05-06,35392230102
2021-05-07,35861847703
2021-05-10,35558520924
2021-05-11,35278290094
2021-05-12,34371389218
2021-05-13,34733225730
2021-05-14,35382991723
2021-05-17,35307544961
2021-05-18,35093522513
2021-05-19,34996519533
2021-05-20,35381451993
2021-05-21,35424564428
2021-05-24,35747907695
2021-05-25,35601633360
2021-05-26,35807957159
2021-05-27,35918817707
2021-05-28,36014280957
2021-06-01,36126681235
2021-06-02,36114363397
2021-06-03,35960390413
2021-06-04,36202127998
2021-06-07,36205207457
2021-06-08,36353021522
2021-06-09,36194429348
2021-06-10,36299130978
2021-06-11,36459262881
2021-06-14,36417690175
2021-06-15,36322226925
2021-06-16,36135919614
2021-06-17,35994264469
2021-06-18,35532345517
2021-06-21,36112823667
2021-06-22,36302210437
2021-06-23,36297591248
2021-06-24,36450024502
2021-06-25,36684063438
2021-06-28,36633252353
2021-06-29,36619394784
2021-06-30,36545487752
2021-07-01,36727175873
2021-07-02,36818019934
2021-07-06,36671745599
2021-07-07,36690222357
2021-07-08,36329925574
2021-07-09,36854973450
2021-07-12,36876529668
2021-07-13,36466961530
2021-07-14,36272955570
2021-07-15,36169793671
2021-07-16,35932675276
2021-07-19,35395309561
2021-07-20,36195969078
2021-07-21,36557805591
2021-07-22,36505454776
2021-07-23,36853433720
2021-07-26,36856513180
2021-07-27,36724096413
2021-07-28,36885768047
2021-07-29,37147522119
2021-07-30,37025883462
2021-08-02,37010486164
2021-08-03,37252223748
2021-08-04,37038201301
2021-08-05,37356925378
2021-08-06,37367703486
2021-08-09,37336908890
2021-08-10,37384640515
2021-08-11,37550931337
2021-08-12,37592504043
2021-08-13,37592504043
2021-08-16,37507818902
2021-08-17,37232207261
2021-08-18,36891926966
2021-08-19,36824178853
2021-08-20,37115187793
2021-08-23,37443150249
2021-08-24,37749556487
2021-08-25,37986674882
2021-08-26,37724920809
2021-08-27,38163743814
2021-08-30,38126790298
2021-08-31,38145267056
2021-09-01,38225333007
2021-09-02,38462451403
2021-09-03,38405481399
2021-09-07,38060581914
2021-09-08,37962039205
2021-09-09,37917387039
2021-09-10,37687967293
2021-09-13,37717222160
2021-09-14,37464706466
2021-09-15,37781890813
2021-09-16,37831162168
2021-09-17,37515517551
2021-09-20,36904244805
2021-09-21,36888847506
2021-09-22,37353845918
2021-09-23,37795748382
2021-09-24,37692586483
2021-09-27,37610980801
2021-09-28,36847274801
2021-09-29,36864211829
2021-09-30,36454643691
2021-10-01,36916562643
2021-10-04,36488517748
2021-10-05,36801082905
2021-10-06,36965833998
2021-10-07,37312273212
2021-10-08,37173697527
2021-10-11,36962754539
2021-10-12,37142902930
2021-10-13,37384640515
2021-10-14,38009770830
2021-10-15,38112932729
2021-10-18,38257667334
2021-10-19,38451673294
2021-10-20,38698030068
2021-10-21,38853542782
2021-10-22,38904353867
2021-10-25,39009055496
2021-10-26,38873559270
2021-10-27,38342352475
2021-10-28,38839685214
2021-10-29,38856622242
2021-11-01,39126074964
2021-11-02,39218458754
2021-11-03,39387829037
2021-11-04,39420163363
2021-11-05,39601851484
2021-11-08,39834350690
2021-11-09,39888241235
2021-11-10,39395527686
2021-11-11,39580295267
2021-11-12,39869764476
2021-11-15,39906717993
2021-11-16,40217743420
2021-11-17,39911337182
2021-11-18,39709632573
2021-11-19,39549500670
2021-11-22,39270809569
2021-11-23,39292365786
2021-11-24,39487911476
2021-11-26,38567153032
2021-11-29,38925910085
2021-11-30,37886592443
2021-12-01,37095171305
2021-12-02,38017469479
2021-12-03,37552471067
2021-12-06,37938943257
2021-12-07,38815049536
2021-12-08,39106058476
2021-12-09,38525580326
2021-12-10,38645679254
2021-12-13,38357749774
2021-12-14,37943562447
2021-12-15,38528659786
2021-12-16,38139108136
2021-12-17,38049803806
2021-12-20,37513977821
2021-12-21,38413180048
2021-12-22,38691871149
2021-12-23,38907433326
2021-12-27,39236935512
2021-12-28,39173806589
2021-12-29,39278508218
2021-12-30,39255412270
2021-12-31,39227697133
2022-01-03,39015214415
2022-01-04,38985959548
2022-01-05,38009770830
2022-01-06,38106773810
2022-01-07,37878893793
2022-01-10,37752635946
2022-01-11,38179141112
2022-01-12,38176061652
2022-01-13,37698745402
2022-01-14,37592504043
2022-01-18,36794923986
2022-01-19,36389975038
2022-01-20,35943453384
2022-01-21,35313703880
2022-01-24,35732510396
2022-01-25,35071966295
2022-01-26,34799434113
2022-01-27,34480710036
2022-01-28,35185906303
2022-01-31,36135919614
2022-02-01,36456183421
2022-02-02,36613235865
2022-02-03,35904960138
2022-02-04,36098966098
2022-02-07,36148237453
2022-02-08,36543948022
2022-02-09,37343067809
2022-02-10,36745652631
2022-02-11,36095886639
2022-02-14,35801798239
2022-02-15,36494676667
2022-02-16,36540868562
2022-02-17,35680159582
2022-02-18,35404547940
2022-02-22,34988820884
2022-02-23,34272846508
2022-02-24,35001138722
2022-02-25,35901880679
2022-02-28,35784861211
2022-03-01,35135095218
2022-03-02,35868006622
2022-03-03,35589315521
2022-03-04,35247495497
2022-03-07,34064982980
2022-03-08,33929486754
2022-03-09,34813291682
2022-03-10,34707050323
2022-03-11,34174303798
2022-03-14,33852500262
2022-03-15,34443756520
2022-03-16,35341419017
2022-03-17,35889562840
2022-03-18,36314528276
2022-03-21,36206747187
2022-03-22,36583980998
2022-03-23,35994264469
2022-03-24,36471580720
2022-03-25,36571663159
2022-03-28,36774907498
2022-03-29,37481643495
2022-03-30,37109028873
2022-03-31,36620934514
2022-04-01,36830337772
2022-04-04,37016645083
2022-04-05,36505454776
2022-04-06,36183651240
2022-04-07,36215985566
2022-04-08,36220604756
2022-04-11,35852609324
2022-04-12,35715573368
2022-04-13,36243700703
2022-04-14,35861847703
2022-04-18,35707874719
2022-04-19,36434627203
2022-04-20,36562424780
2022-04-21,35866466892
2022-04-22,34914913851
2022-04-25,35065807376
2022-04-26,34165065419
2022-04-27,34182002448
2022-04-28,34816371142
2022-04-29,33683129979
2022-05-02,33840182423
2022-05-03,34041887032
2022-05-04,34976503045
2022-05-05,33733941064
2022-05-06,33296657790
2022-05-09,31963251748
2022-05-10,31941695530
2022-05-11,31452061441
2022-05-12,31661464699
2022-05-13,32639193148
2022-05-16,32369740426
2022-05-17,33021046148
2022-05-18,31767706058
2022-05-19,31924758502
2022-05-20,31984807966
2022-05-23,32337406099
2022-05-24,31926298232
2022-05-25,32351263668
2022-05-26,33094953180
2022-05-27,34003393786
2022-05-31,33561491322
2022-06-01,33225830217
2022-06-02,33974138919
2022-06-03,33538395374
2022-06-06,33643097004
2022-06-07,34080380278
2022-06-08,33593825649
2022-06-09,32768530454
2022-06-10,31801580115
2022-06-13,30320360009
2022-06-14,30206420001
2022-06-15,30562097594
2022-06-16,29310297234
2022-06-17,29475048327
2022-06-21,30053986746
2022-06-22,30081701884
2022-06-23,30318820279
2022-06-24,31295008998
2022-06-27,31285770618
2022-06-28,30763802203
2022-06-29,30569796243
2022-06-30,30328058658
2022-07-01,30731467876
2022-07-05,30773040582
2022-07-06,30751484364
2022-07-07,31285770618
2022-07-08,31187227909
2022-07-11,30823851666
2022-07-12,30600590840
2022-07-13,30426601368
2022-07-14,30155608916
2022-07-15,30756103554
2022-07-18,30672958142
2022-07-19,31570620639
2022-07-20,31895503635
2022-07-21,32158797438
2022-07-22,31830834982
2022-07-25,31900122825
2022-07-26,31575239828
2022-07-27,32334326640
2022-07-28,32899407491
2022-07-29,33225830217
2022-08-01,33139605346
2022-08-02,33050301015
2022-08-03,33387501850
2022-08-04,33332071576
2022-08-05,33482965100
2022-08-08,33649255923
2022-08-09,33396740229
