,WRB
2009-06-04,2466123300
2009-06-05,2498524920
2009-06-08,2512925640
2009-06-09,2509325460
2009-06-10,2462523120
2009-06-11,2466123300
2009-06-12,2437321860
2009-06-15,2401320060
2009-06-16,2372518620
2009-06-17,2379718980
2009-06-18,2368918440
2009-06-19,2336516820
2009-06-22,2340117000
2009-06-23,2329316460
2009-06-24,2336516820
2009-06-25,2347317360
2009-06-26,2311315560
2009-06-29,2314915740
2009-06-30,2296297080
2009-07-01,2361286620
2009-07-02,2307128670
2009-07-06,2336012910
2009-07-07,2317960260
2009-07-08,2314349730
2009-07-09,2285465490
2009-07-10,2242139130
2009-07-13,2346844500
2009-07-14,2317960260
2009-07-15,2332402380
2009-07-16,2336012910
2009-07-17,2336012910
2009-07-20,2382949800
2009-07-21,2458770930
2009-07-22,2549034180
2009-07-23,2581528950
2009-07-24,2534592060
2009-07-27,2552644710
2009-07-28,2433497220
2009-07-29,2473213050
2009-07-30,2502097290
2009-07-31,2484044640
2009-08-03,2520149940
2009-08-04,2588750010
2009-08-05,2577918420
2009-08-06,2516539410
2009-08-07,2512928880
2009-08-10,2516539410
2009-08-11,2484044640
2009-08-12,2567086830
2009-08-13,2614023720
2009-08-14,2621244780
2009-08-17,2585139480
2009-08-18,2617634250
2009-08-19,2621244780
2009-08-20,2660960610
2009-08-21,2733171210
2009-08-24,2682623790
2009-08-25,2704286970
2009-08-26,2693455380
2009-08-27,2711508030
2009-08-28,2740392270
2009-08-31,2733171210
2009-09-01,2718729090
2009-09-02,2711508030
2009-09-03,2762055450
2009-09-04,2787329160
2009-09-08,2711508030
2009-09-09,2718729090
2009-09-10,2725950150
2009-09-11,2747613330
2009-09-14,2725950150
2009-09-15,2682623790
2009-09-16,2693455380
2009-09-17,2689844850
2009-09-18,2671792200
2009-09-21,2689844850
2009-09-22,2689844850
2009-09-23,2650129020
2009-09-24,2599581600
2009-09-25,2621244780
2009-09-28,2693455380
2009-09-29,2700676440
2009-09-30,2694175470
2009-10-01,2690578440
2009-10-02,2708563590
2009-10-05,2733742800
2009-10-06,2766116070
2009-10-07,2755324980
2009-10-08,2737339830
2009-10-09,2758922010
2009-10-12,2740936860
2009-10-13,2694175470
2009-10-14,2708563590
2009-10-15,2683384380
2009-10-16,2668996260
2009-10-19,2704966560
2009-10-20,2679787350
2009-10-21,2643817050
2009-10-22,2708563590
2009-10-23,2661802200
2009-10-26,2640220020
2009-10-27,2651011110
2009-10-28,2611443780
2009-10-29,2690578440
2009-10-30,2633025960
2009-11-02,2640220020
2009-11-03,2643817050
2009-11-04,2625831900
2009-11-05,2611443780
2009-11-06,2636622990
2009-11-09,2643817050
2009-11-10,2651011110
2009-11-11,2658205170
2009-11-12,2615040810
2009-11-13,2618637840
2009-11-16,2629428930
2009-11-17,2643817050
2009-11-18,2625831900
2009-11-19,2604249720
2009-11-20,2600652690
2009-11-23,2622234870
2009-11-24,2607846750
2009-11-25,2618637840
2009-11-27,2582667540
2009-11-30,2633025960
2009-12-01,2615040810
2009-12-02,2629428930
2009-12-03,2615040810
2009-12-04,2633025960
2009-12-07,2622234870
2009-12-08,2622234870
2009-12-09,2622234870
2009-12-10,2625831900
2009-12-11,2636622990
2009-12-14,2640220020
2009-12-15,2618637840
2009-12-16,2615040810
2009-12-17,2539503180
2009-12-18,2489144760
2009-12-21,2514323970
2009-12-22,2539503180
2009-12-23,2532309120
2009-12-24,2564682390
2009-12-28,2571876450
2009-12-29,2604249720
2009-12-30,2618637840
2009-12-31,2520334125
2010-01-04,2506524075
2010-01-05,2499619050
2010-01-06,2503071562
2010-01-07,2513429100
2010-01-08,2509976587
2010-01-11,2516881612
2010-01-12,2527239150
2010-01-13,2572121812
2010-01-14,2551406737
2010-01-15,2551406737
2010-01-19,2537596687
2010-01-20,2541049200
2010-01-21,2558311762
2010-01-22,2527239150
2010-01-25,2537596687
2010-01-26,2527239150
2010-01-27,2527239150
2010-01-28,2503071562
2010-01-29,2489261512
2010-02-01,2503071562
2010-02-02,2503071562
2010-02-03,2475451462
2010-02-04,2465093925
2010-02-05,2471998950
2010-02-08,2478903975
2010-02-09,2547954225
2010-02-10,2554859250
2010-02-11,2561764275
2010-02-12,2565216787
2010-02-16,2579026837
2010-02-17,2572121812
2010-02-18,2613551962
2010-02-19,2613551962
2010-02-22,2613551962
2010-02-23,2617004475
2010-02-24,2637719550
2010-02-25,2651529600
2010-02-26,2634267037
2010-03-01,2651529600
2010-03-02,2658434625
2010-03-03,2668792162
2010-03-04,2668792162
2010-03-05,2703317287
2010-03-08,2734389900
2010-03-09,2686054725
2010-03-10,2675697187
2010-03-11,2686054725
2010-03-12,2668792162
2010-03-15,2648077087
2010-03-16,2637719550
2010-03-17,2627362012
2010-03-18,2620456987
2010-03-19,2620456987
2010-03-22,2617004475
2010-03-23,2627362012
2010-03-24,2623909500
2010-03-25,2637719550
2010-03-26,2648077087
2010-03-29,2679149700
2010-03-30,2675697187
2010-03-31,2630006887
2010-04-01,2636811562
2010-04-05,2633409225
2010-04-06,2640213900
2010-04-07,2653823250
2010-04-08,2633409225
2010-04-09,2630006887
2010-04-12,2653823250
2010-04-13,2650420912
2010-04-14,2725272337
2010-04-15,2735479349
2010-04-16,2721870000
2010-04-19,2735479349
2010-04-20,2752491037
2010-04-21,2796721425
2010-04-22,2806928437
2010-04-23,2813733112
2010-04-26,2806928437
2010-04-27,2704858312
2010-04-28,2745686362
2010-04-29,2752491037
2010-04-30,2721870000
2010-05-03,2752491037
2010-05-04,2732077012
2010-05-05,2725272337
2010-05-06,2691248962
2010-05-07,2667432600
2010-05-10,2755893375
2010-05-11,2796721425
2010-05-12,2762698049
2010-05-13,2738881687
2010-05-14,2721870000
2010-05-17,2800123762
2010-05-18,2742284025
2010-05-19,2745686362
2010-05-20,2664030262
2010-05-21,2657225587
2010-05-24,2647018575
2010-05-25,2677639612
2010-05-26,2660627925
2010-05-27,2759295712
2010-05-28,2749088700
2010-06-01,2728674675
2010-06-02,2793319087
2010-06-03,2789916749
2010-06-04,2704858312
2010-06-07,2698053637
2010-06-08,2728674675
2010-06-09,2715065325
2010-06-10,2759295712
2010-06-11,2789916749
2010-06-14,2759295712
2010-06-15,2823940125
2010-06-16,2789916749
2010-06-17,2789916749
2010-06-18,2810330775
2010-06-21,2772905062
2010-06-22,2769502725
2010-06-23,2745686362
2010-06-24,2715065325
2010-06-25,2766100387
2010-06-28,2745686362
2010-06-29,2670834937
2010-06-30,2594473560
2010-07-01,2574617895
2010-07-02,2567999340
2010-07-06,2548143675
2010-07-07,2614329225
2010-07-08,2634184890
2010-07-09,2660659109
2010-07-12,2637494167
2010-07-13,2693751885
2010-07-14,2654040555
2010-07-15,2637494167
2010-07-16,2567999340
2010-07-19,2581236450
2010-07-20,2604401392
2010-07-21,2558071507
2010-07-22,2594473560
2010-07-23,2620947780
2010-07-26,2660659109
2010-07-27,2657349832
2010-07-28,2630875612
2010-07-29,2620947780
2010-07-30,2647422000
2010-08-02,2630875612
2010-08-03,2617638502
2010-08-04,2630875612
2010-08-05,2624257057
2010-08-06,2611019947
2010-08-09,2640803445
2010-08-10,2620947780
2010-08-11,2591164282
2010-08-12,2597782837
2010-08-13,2591164282
2010-08-16,2597782837
2010-08-17,2604401392
2010-08-18,2591164282
2010-08-19,2591164282
2010-08-20,2587855005
2010-08-23,2584545727
2010-08-24,2567999340
2010-08-25,2587855005
2010-08-26,2567999340
2010-08-27,2587855005
2010-08-30,2564690062
2010-08-31,2584545727
2010-09-01,2584545727
2010-09-02,2584545727
2010-09-03,2611019947
2010-09-07,2577927172
2010-09-08,2584545727
2010-09-09,2597782837
2010-09-10,2587855005
2010-09-13,2614329225
2010-09-14,2647422000
2010-09-15,2667277665
2010-09-16,2650731277
2010-09-17,2680514775
2010-09-20,2703679717
2010-09-21,2687133329
2010-09-22,2647422000
2010-09-23,2620947780
2010-09-24,2670586942
2010-09-27,2630875612
2010-09-28,2634184890
2010-09-29,2630875612
2010-09-30,2586596862
2010-10-01,2576921312
2010-10-04,2567245763
2010-10-05,2599497594
2010-10-06,2576921312
2010-10-07,2570470946
2010-10-08,2576921312
2010-10-11,2596272411
2010-10-12,2596272411
2010-10-13,2622073876
2010-10-14,2644650158
2010-10-15,2654325707
2010-10-18,2683352355
2010-10-19,2657550890
2010-10-20,2667226440
2010-10-21,2644650158
2010-10-22,2654325707
2010-10-25,2683352355
2010-10-26,2634974609
2010-10-27,2631749425
2010-10-28,2631749425
2010-10-29,2628524242
2010-11-01,2618848693
2010-11-02,2631749425
2010-11-03,2631749425
2010-11-04,2728504919
2010-11-05,2728504919
2010-11-08,2689802722
2010-11-09,2641424975
2010-11-10,2657550890
2010-11-11,2638199792
2010-11-12,2615623510
2010-11-15,2631749425
2010-11-16,2589822045
2010-11-17,2602722777
2010-11-18,2631749425
2010-11-19,2628524242
2010-11-22,2618848693
2010-11-23,2576921312
2010-11-24,2589822045
2010-11-26,2583371679
2010-11-29,2583371679
2010-11-30,2551119847
2010-12-01,2586596862
2010-12-02,2583371679
2010-12-03,2554345031
2010-12-06,2567245763
2010-12-07,2567245763
2010-12-08,2576921312
2010-12-09,2570470946
2010-12-10,2596272411
2010-12-13,2605947960
2010-12-14,2602722777
2010-12-15,2599497594
2010-12-16,2618848693
2010-12-17,2605947960
2010-12-20,2609173144
2010-12-21,2612398327
2010-12-22,2625299059
2010-12-23,2612398327
2010-12-27,2634974609
2010-12-28,2631749425
2010-12-29,2622073876
2010-12-30,2612398327
2010-12-31,2576127307
2011-01-03,2604715650
2011-01-04,2588833237
2011-01-05,2576127307
2011-01-06,2547538965
2011-01-07,2531656552
2011-01-10,2512597657
2011-01-11,2531656552
2011-01-12,2544362482
2011-01-13,2544362482
2011-01-14,2579303789
2011-01-18,2614245097
2011-01-19,2601539167
2011-01-20,2598362685
2011-01-21,2607892132
2011-01-24,2633303992
2011-01-25,2700010125
2011-01-26,2690480677
2011-01-27,2706363090
2011-01-28,2658715852
2011-01-31,2658715852
2011-02-01,2703186607
2011-02-02,2706363090
2011-02-03,2715892537
2011-02-04,2728598467
2011-02-07,2728598467
2011-02-08,2741304397
2011-02-09,2731774950
2011-02-10,2738127914
2011-02-11,2741304397
2011-02-14,2722245502
2011-02-15,2731774950
2011-02-16,2776245705
2011-02-17,2801657565
2011-02-18,2858834250
2011-02-22,2830245907
2011-02-23,2801657565
2011-02-24,2769892740
2011-02-25,2817539977
2011-02-28,2817539977
2011-03-01,2792128117
2011-03-02,2776245705
2011-03-03,2817539977
2011-03-04,2782598670
2011-03-07,2766716257
2011-03-08,2808010530
2011-03-09,2849304802
2011-03-10,2804834047
2011-03-11,2849304802
2011-03-14,2846128320
2011-03-15,2811187012
2011-03-16,2817539977
2011-03-17,2823892942
2011-03-18,2836598872
2011-03-21,2868363697
2011-03-22,2865187215
2011-03-23,2849304802
2011-03-24,2865187215
2011-03-25,2884246110
2011-03-28,2912834452
2011-03-29,2950952242
2011-03-30,3001775962
2011-03-31,3040238204
2011-04-01,3103974855
2011-04-04,3078480195
2011-04-05,3037051372
2011-04-06,3011556712
2011-04-07,3011556712
2011-04-08,3001996215
2011-04-11,3008369880
2011-04-12,2995622550
2011-04-13,3005183047
2011-04-14,2995622550
2011-04-15,2989248885
2011-04-18,2966941057
2011-04-19,2951006895
2011-04-20,2963754225
2011-04-21,2998809382
2011-04-25,3017930377
2011-04-26,3001996215
2011-04-27,3021117210
2011-04-28,3056172367
2011-04-29,3078480195
2011-05-02,3043425037
2011-05-03,3059359200
2011-05-04,3027490875
2011-05-05,3008369880
2011-05-06,3027490875
2011-05-09,3043425037
2011-05-10,3056172367
2011-05-11,3037051372
2011-05-12,3091227525
2011-05-13,3046611870
2011-05-16,3072106530
2011-05-17,3056172367
2011-05-18,3116722185
2011-05-19,3113535352
2011-05-20,3116722185
2011-05-23,3078480195
2011-05-24,3043425037
2011-05-25,3033864540
2011-05-26,3062546032
2011-05-27,3097601190
2011-05-31,3126282682
2011-06-01,3072106530
2011-06-02,3094414357
2011-06-03,3084853860
2011-06-06,3078480195
2011-06-07,3075293362
2011-06-08,3049798702
2011-06-09,3056172367
2011-06-10,3017930377
2011-06-13,3024304042
2011-06-14,3049798702
2011-06-15,3017930377
2011-06-16,3043425037
2011-06-17,3027490875
2011-06-20,3037051372
2011-06-21,3037051372
2011-06-22,3008369880
2011-06-23,2966941057
2011-06-24,2973314722
2011-06-27,3008369880
2011-06-28,3027490875
2011-06-29,3052985535
2011-06-30,3001548960
2011-07-01,3029659200
2011-07-05,3001548960
2011-07-06,3017165760
2011-07-07,3048399360
2011-07-08,3045276000
2011-07-11,2976562080
2011-07-12,2985932160
2011-07-13,2973438720
2011-07-14,2923464960
2011-07-15,2917218240
2011-07-18,2889108000
2011-07-19,2917218240
2011-07-20,2929711680
2011-07-21,3001548960
2011-07-22,3007795680
2011-07-25,2957821920
2011-07-26,3026535840
2011-07-27,2942205120
2011-07-28,2882861280
2011-07-29,2848504319
2011-08-01,2845380960
2011-08-02,2798530560
2011-08-03,2820394080
2011-08-04,2761050240
2011-08-05,2729816640
2011-08-08,2554908480
2011-08-09,2692336319
2011-08-10,2576772000
2011-08-11,2707953120
2011-08-12,2689212960
2011-08-15,2754803520
2011-08-16,2736063360
2011-08-17,2742310080
2011-08-18,2707953120
2011-08-19,2667349439
2011-08-22,2670472800
2011-08-23,2720446560
2011-08-24,2764173600
2011-08-25,2723569920
2011-08-26,2754803520
2011-08-29,2842257600
2011-08-30,2851627680
2011-08-31,2857874400
2011-09-01,2820394080
2011-09-02,2773543680
2011-09-06,2736063360
2011-09-07,2826640800
2011-09-08,2779790400
2011-09-09,2714199840
2011-09-12,2745433439
2011-09-13,2761050240
2011-09-14,2764173600
2011-09-15,2776667040
2011-09-16,2764173600
2011-09-19,2711076480
2011-09-20,2692336319
2011-09-21,2608005600
2011-09-22,2598635520
2011-09-23,2626745760
2011-09-26,2732940000
2011-09-27,2726693280
2011-09-28,2661102720
2011-09-29,2736063360
2011-09-30,2715474625
2011-10-03,2619815860
2011-10-04,2700045792
2011-10-05,2727817692
2011-10-06,2755589591
2011-10-07,2650673526
2011-10-10,2712388858
2011-10-11,2622901627
2011-10-12,2669188126
2011-10-13,2718560392
2011-10-14,2764846891
2011-10-17,2700045792
2011-10-18,2777189958
2011-10-19,2841991057
2011-10-20,2900620622
2011-10-21,3008622454
2011-10-24,3070337786
2011-10-25,3030222820
2011-10-26,3088852386
2011-10-27,3212283051
2011-10-28,3212283051
2011-10-31,3181425385
2011-11-01,3082680853
2011-11-02,3153653485
2011-11-03,3206111518
2011-11-04,3196854218
2011-11-07,3196854218
2011-11-08,3261655317
2011-11-09,3165996552
2011-11-10,3178339618
2011-11-11,3240054951
2011-11-14,3196854218
2011-11-15,3206111518
2011-11-16,3128967352
2011-11-17,3082680853
2011-11-18,3088852386
2011-11-21,3033308587
2011-11-22,3042565887
2011-11-23,2956164421
2011-11-25,3020965520
2011-11-28,3024051287
2011-11-29,2999365154
2011-11-30,3119710052
2011-12-01,3039480120
2011-12-02,3033308587
2011-12-05,3036394354
2011-12-06,3048737420
2011-12-07,3054908953
2011-12-08,3020965520
2011-12-09,3057994720
2011-12-12,3014793987
2011-12-13,2993193621
2011-12-14,3014793987
2011-12-15,3024051287
2011-12-16,3030222820
2011-12-19,3017879754
2011-12-20,3073423553
2011-12-21,3095023919
2011-12-22,3107366986
2011-12-23,3119710052
2011-12-27,3165996552
2011-12-28,3125881586
2011-12-29,3156739252
2011-12-30,3144396185
2012-01-03,3144226410
2012-01-04,3110117445
2012-01-05,3153528855
2012-01-06,3165932115
2012-01-09,3190738634
2012-01-10,3215545154
2012-01-11,3209343525
2012-01-12,3206242710
2012-01-13,3147327225
2012-01-17,3150428040
2012-01-18,3187637820
2012-01-19,3196940265
2012-01-20,3206242710
2012-01-23,3231049230
2012-01-24,3162831300
2012-01-25,3203141895
2012-01-26,3221746785
2012-01-27,3156629670
2012-01-30,3175234560
2012-01-31,3147327225
2012-02-01,3324073680
2012-02-02,3311670420
2012-02-03,3339577755
2012-02-06,3311670420
2012-02-07,3327174495
2012-02-08,3302367975
2012-02-09,3327174495
2012-02-10,3327174495
2012-02-13,3358182645
2012-02-14,3320972865
2012-02-15,3324073680
2012-02-16,3355081830
2012-02-17,3348880200
2012-02-21,3351981015
2012-02-22,3305468790
2012-02-23,3336476940
2012-02-24,3330275310
2012-02-27,3305468790
2012-02-28,3296166345
2012-02-29,3283763085
2012-03-01,3293065529
2012-03-02,3249654120
2012-03-05,3271359825
2012-03-06,3196940265
2012-03-07,3209343525
2012-03-08,3231049230
2012-03-09,3262057380
2012-03-12,3265158195
2012-03-13,3333376125
2012-03-14,3296166345
2012-03-15,3293065529
2012-03-16,3255855750
2012-03-19,3293065529
2012-03-20,3320972865
2012-03-21,3280662270
2012-03-22,3240351675
2012-03-23,3265158195
2012-03-26,3311670420
2012-03-27,3324073680
2012-03-28,3342678570
2012-03-29,3336476940
2012-03-30,3317872050
2012-04-02,3348471082
2012-04-03,3385779952
2012-04-04,3385779952
2012-04-05,3354689227
2012-04-09,3336034792
2012-04-10,3314271285
2012-04-11,3357798300
2012-04-12,3404434387
2012-04-13,3367125517
2012-04-16,3401325315
2012-04-17,3444852330
2012-04-18,3416870677
2012-04-19,3485270272
2012-04-20,3491488417
2012-04-23,3460397692
2012-04-24,3444852330
2012-04-25,3457288619
2012-04-26,3475943055
2012-04-27,3472833982
2012-04-30,3469724910
2012-05-01,3516360997
2012-05-02,3528797287
2012-05-03,3550560795
2012-05-04,3544342650
2012-05-07,3559888012
2012-05-08,3590978737
2012-05-09,3556778940
2012-05-10,3594087810
2012-05-11,3594087810
2012-05-14,3569215230
2012-05-15,3594087810
2012-05-16,3581651520
2012-05-17,3535015432
2012-05-18,3485270272
2012-05-21,3519470070
2012-05-22,3544342650
2012-05-23,3569215230
2012-05-24,3594087810
2012-05-25,3566106157
2012-05-29,3581651520
2012-05-30,3513251925
2012-05-31,3528797287
2012-06-01,3500815635
2012-06-04,3447961402
2012-06-05,3435525112
2012-06-06,3485270272
2012-06-07,3513251925
2012-06-08,3528797287
2012-06-11,3497706562
2012-06-12,3513251925
2012-06-13,3491488417
2012-06-14,3525688215
2012-06-15,3463506765
2012-06-18,3438634185
2012-06-19,3472833982
2012-06-20,3463506765
2012-06-21,3410652532
2012-06-22,3426197895
2012-06-25,3410652532
2012-06-26,3435525112
2012-06-27,3463506765
2012-06-28,3507033780
2012-06-29,3584760592
2012-07-02,3576323070
2012-07-03,3594757725
2012-07-05,3582467955
2012-07-06,3560960857
2012-07-09,3533308875
2012-07-10,3539453760
2012-07-11,3508729335
2012-07-12,3548671087
2012-07-13,3582467955
2012-07-16,3570178184
2012-07-17,3573250627
2012-07-18,3548671087
2012-07-19,3481077352
2012-07-20,3410411175
2012-07-23,3438063157
2012-07-24,3388904077
2012-07-25,3367396980
2012-07-26,3330527670
2012-07-27,3370469422
2012-07-30,3370469422
2012-07-31,3333600112
2012-08-01,3333600112
2012-08-02,3352034767
2012-08-03,3373541865
2012-08-06,3358179652
2012-08-07,3373541865
2012-08-08,3388904077
2012-08-09,3388904077
2012-08-10,3388904077
2012-08-13,3379686750
2012-08-14,3398121405
2012-08-15,3425773387
2012-08-16,3419628502
2012-08-17,3447280485
2012-08-20,3431918272
2012-08-21,3419628502
2012-08-22,3388904077
2012-08-23,3370469422
2012-08-24,3395048962
2012-08-27,3395048962
2012-08-28,3385831635
2012-08-29,3388904077
2012-08-30,3385831635
2012-08-31,3404266290
2012-09-04,3453425370
2012-09-05,3444208042
2012-09-06,3478004910
2012-09-07,3431918272
2012-09-10,3422700945
2012-09-11,3416556059
2012-09-12,3438063157
2012-09-13,3456497812
2012-09-14,3505656892
2012-09-17,3462642697
2012-09-18,3453425370
2012-09-19,3438063157
2012-09-20,3419628502
2012-09-21,3425773387
2012-09-24,3416556059
2012-09-25,3373541865
2012-09-26,3367396980
2012-09-27,3404266290
2012-09-28,3413483617
2012-10-01,3387014730
2012-10-02,3353389132
2012-10-03,3356446005
2012-10-04,3377844112
2012-10-05,3411469710
2012-10-08,3417583455
2012-10-09,3383957857
2012-10-10,3402299092
2012-10-11,3399242219
2012-10-12,3347275387
2012-10-15,3380900985
2012-10-16,3454265925
2012-10-17,3484834650
2012-10-18,3579597697
2012-10-19,3530687737
2012-10-22,3515403375
2012-10-23,3597938932
2012-10-24,3597938932
2012-10-25,3579597697
2012-10-26,3549028972
2012-10-31,3521517120
2012-11-01,3533744610
2012-11-02,3469550287
2012-11-05,3490948395
2012-11-06,3509289630
2012-11-07,3484834650
2012-11-08,3521517120
2012-11-09,3524573992
2012-11-12,3506232757
2012-11-13,3494005267
2012-11-14,3481777777
2012-11-15,3497062140
2012-11-16,3512346502
2012-11-19,3549028972
2012-11-20,3573483952
2012-11-21,3607109550
2012-11-23,3628507657
2012-11-26,3600995805
2012-11-27,3582654570
2012-11-28,3585711442
2012-11-29,3591825187
2012-11-30,3600995805
2012-12-03,3597938932
2012-12-04,3591825187
2012-12-05,3640735147
2012-12-06,3600995805
2012-12-07,3600995805
2012-12-10,3597938932
2012-12-11,3582654570
2012-12-12,3573483952
2012-12-13,3552085844
2012-12-14,3521517120
2012-12-17,3576540825
2012-12-18,3536801482
2012-12-19,3536801482
2012-12-20,3545972100
2012-12-21,3500119012
2012-12-24,3497062140
2012-12-26,3445095307
2012-12-27,3414526582
2012-12-28,3405355965
2012-12-31,3421708875
2013-01-02,3501283500
2013-01-03,3522707437
2013-01-04,3541070812
2013-01-07,3538010250
2013-01-08,3547191937
2013-01-09,3556373624
2013-01-10,3562494750
2013-01-11,3565555312
2013-01-14,3580858125
2013-01-15,3599221500
2013-01-16,3593100375
2013-01-17,3611463750
2013-01-18,3642069375
2013-01-22,3743067937
2013-01-23,3749189062
2013-01-24,3767552437
2013-01-25,3767552437
2013-01-28,3724704562
2013-01-29,3730825687
2013-01-30,3694098937
2013-01-31,3733886250
2013-02-01,3764491875
2013-02-04,3733886250
2013-02-05,3740007375
2013-02-06,3758370750
2013-02-07,3773673562
2013-02-08,3758370750
2013-02-11,3752249625
2013-02-12,3770613000
2013-02-13,3779794687
2013-02-14,3776734125
2013-02-15,3770613000
2013-02-19,3776734125
2013-02-20,3740007375
2013-02-21,3788976375
2013-02-22,3816521437
2013-02-25,3733886250
2013-02-26,3773673562
2013-02-27,3785915812
2013-02-28,3764491875
2013-03-01,3770613000
2013-03-04,3761431312
2013-03-05,3798158062
2013-03-06,3804279187
2013-03-07,3813460875
2013-03-08,3822642562
2013-03-11,3822642562
2013-03-12,3825703125
2013-03-13,3834884812
2013-03-14,3880793250
2013-03-15,3902217187
2013-03-18,3893035500
2013-03-19,3911398875
2013-03-20,3932822812
2013-03-21,3917520000
2013-03-22,3942004500
2013-03-25,3966489000
2013-03-26,3969549562
2013-03-27,3984852375
2013-03-28,4024639687
2013-04-01,3999360420
2013-04-02,4029936570
2013-04-03,4008533265
2013-04-04,4023821340
2013-04-05,4029936570
2013-04-08,4063570334
2013-04-09,4078858410
2013-04-10,4084973640
2013-04-11,4112492175
2013-04-12,4097204100
2013-04-15,4014648495
2013-04-16,4075800795
2013-04-17,4008533265
2013-04-18,3965726655
2013-04-19,4008533265
2013-04-22,4002418035
2013-04-23,4017706110
2013-04-24,3974899500
2013-04-25,3981014730
2013-04-26,3925977660
2013-04-29,3907631970
2013-04-30,3935150504
2013-05-01,3883171050
2013-05-02,3877055820
2013-05-03,3889286280
2013-05-06,3877055820
2013-05-07,3895401510
2013-05-08,3895401510
2013-05-09,3846479670
2013-05-10,3855652515
2013-05-13,3840364440
2013-05-14,3846479670
2013-05-15,3858710129
2013-05-16,3837306825
2013-05-17,3858710129
2013-05-20,3825076365
2013-05-21,3794500215
2013-05-22,3739463145
2013-05-23,3739463145
2013-05-24,3718059840
2013-05-28,3705829379
2013-05-29,3696656535
2013-05-30,3730290300
2013-05-31,3711944610
2013-06-03,3705829379
2013-06-04,3669138000
2013-06-05,3641619465
2013-06-06,3715002225
2013-06-07,3760866450
2013-06-10,3800615445
2013-06-11,3742520760
2013-06-12,3721117455
2013-06-13,3766981680
2013-06-14,3742520760
2013-06-17,3770039295
2013-06-18,3785327370
2013-06-19,3730290300
2013-06-20,3644677080
2013-06-21,3641619465
2013-06-24,3614100930
2013-06-25,3623273775
2013-06-26,3644677080
2013-06-27,3681368459
2013-06-28,3702771765
2013-07-01,3758759550
2013-07-02,3752672490
2013-07-03,3746585430
2013-07-05,3780064260
2013-07-08,3819630150
2013-07-09,3865283100
2013-07-10,3874413690
2013-07-11,3907892520
2013-07-12,3950501940
2013-07-15,3974850180
2013-07-16,3923110170
2013-07-17,3947458410
2013-07-18,3987024300
2013-07-19,3990067830
2013-07-22,4023546660
2013-07-23,3850065450
2013-07-24,3843978390
2013-07-25,3853108980
2013-07-26,3856152510
2013-07-29,3837891330
2013-07-30,3825717210
2013-07-31,3819630150
2013-08-01,3892674869
2013-08-02,3892674869
2013-08-05,3862239570
2013-08-06,3813543090
2013-08-07,3770933670
2013-08-08,3761803080
2013-08-09,3758759550
2013-08-12,3783107790
2013-08-13,3801368970
2013-08-14,3810499560
2013-08-15,3773977200
2013-08-16,3770933670
2013-08-19,3740498369
2013-08-20,3767890140
2013-08-21,3743541900
2013-08-22,3789194850
2013-08-23,3792238380
2013-08-26,3780064260
2013-08-27,3743541900
2013-08-28,3731367780
2013-08-29,3728324250
2013-08-30,3707019540
2013-09-03,3703976010
2013-09-04,3703976010
2013-09-05,3694845420
2013-09-06,3670497180
2013-09-09,3716150130
2013-09-10,3743541900
2013-09-11,3761803080
2013-09-12,3755716020
2013-09-13,3746585430
2013-09-16,3746585430
2013-09-17,3780064260
2013-09-18,3828760740
2013-09-19,3868326630
2013-09-20,3895718400
2013-09-23,3877457220
2013-09-24,3871370160
2013-09-25,3895718400
2013-09-26,3901805460
2013-09-27,3898761930
2013-09-30,3830593050
2013-10-01,3818528190
2013-10-02,3818528190
2013-10-03,3785349825
2013-10-04,3800430900
2013-10-07,3776301180
2013-10-08,3758203890
2013-10-09,3767252535
2013-10-10,3842657910
2013-10-11,3872820060
2013-10-14,3915047070
2013-10-15,3875836275
2013-10-16,3915047070
2013-10-17,3948225435
2013-10-18,3969338940
2013-10-21,3960290295
2013-10-22,3902982210
2013-10-23,3918063285
2013-10-24,3899965995
2013-10-25,3899965995
2013-10-28,3912030855
2013-10-29,3927111930
2013-10-30,3939176790
2013-10-31,3924095715
2013-11-01,3893933565
2013-11-04,3890917350
2013-11-05,3872820060
2013-11-06,3902982210
2013-11-07,3863771415
2013-11-08,3869803845
2013-11-11,3881868705
2013-11-12,3881868705
2013-11-13,3905998425
2013-11-14,3933144359
2013-11-15,3909014640
2013-11-18,3899965995
2013-11-19,3909014640
2013-11-20,3893933565
2013-11-21,3942193005
2013-11-22,3981403800
2013-11-25,3966322725
2013-11-26,3942193005
2013-11-27,3945209220
2013-11-29,3912030855
2013-12-02,3845674125
2013-12-03,3854722770
2013-12-04,3833609265
2013-12-05,3827576835
2013-12-06,3866787630
2013-12-09,3887901135
2013-12-10,3863771415
2013-12-11,3785349825
2013-12-12,3791382255
2013-12-13,3806463330
2013-12-16,3785349825
2013-12-17,3767252535
2013-12-18,3803447115
2013-12-19,3791382255
2013-12-20,3815511975
2013-12-23,3815511975
2013-12-24,3839641695
2013-12-26,3839641695
2013-12-27,3836625480
2013-12-30,3866787630
2013-12-31,3757875255
2014-01-02,3708198832
2014-01-03,3696510262
2014-01-06,3678977407
2014-01-07,3667288837
2014-01-08,3614690272
2014-01-09,3632223127
2014-01-10,3635145270
2014-01-13,3594235275
2014-01-14,3611768130
2014-01-15,3608845987
2014-01-16,3611768130
2014-01-17,3594235275
2014-01-21,3576702420
