,UNM
2009-04-13,4954330128
2009-04-14,4517183352
2009-04-15,4891407486
2009-04-16,4825173126
2009-04-17,4977512154
2009-04-20,4643028636
2009-04-21,5106669156
2009-04-22,4788744228
2009-04-23,5000694180
2009-04-24,4980823872
2009-04-27,5047058232
2009-04-28,5066928540
2009-04-29,5335177698
2009-04-30,5411347212
2009-05-01,5517322188
2009-05-04,5868364296
2009-05-05,5878299450
2009-05-06,5971027554
2009-05-07,5762389320
2009-05-08,6272393892
2009-05-11,5636544036
2009-05-12,5600115138
2009-05-13,5341801134
2009-05-14,5543815931
2009-05-15,5388165186
2009-05-18,5795506500
2009-05-19,5672972934
2009-05-20,5510698752
2009-05-21,5474269854
2009-05-22,5494140162
2009-05-26,5788883064
2009-05-27,5374918314
2009-05-28,5580244830
2009-05-29,5666349498
2009-06-01,5709401831
2009-06-02,5828623680
2009-06-03,5610050292
2009-06-04,5765701038
2009-06-05,5692843242
2009-06-08,5719336986
2009-06-09,5613362010
2009-06-10,5560374522
2009-06-11,5633232318
2009-06-12,5583556548
2009-06-15,5523945624
2009-06-16,5285501928
2009-06-17,5139786336
2009-06-18,5222579286
2009-06-19,5338489416
2009-06-22,5013941052
2009-06-23,5096734002
2009-06-24,5199397260
2009-06-25,5272255056
2009-06-26,5278878492
2009-06-29,5282190210
2009-06-30,5256182123
2009-07-01,5302579696
2009-07-02,4984424914
2009-07-06,5000995475
2009-07-07,4924770892
2009-07-08,4904886218
2009-07-09,5024194261
2009-07-10,4921456780
2009-07-13,5312522032
2009-07-14,5266124460
2009-07-15,5431830076
2009-07-16,5375490166
2009-07-17,5421887739
2009-07-20,5677074387
2009-07-21,5706901397
2009-07-22,5753298970
2009-07-23,5972030382
2009-07-24,6150992447
2009-07-27,6137735998
2009-07-28,6071453751
2009-07-29,6001857393
2009-07-30,6157620671
2009-07-31,6220588805
2009-08-03,6310069838
2009-08-04,6595083496
2009-08-05,6545371812
2009-08-06,6651423406
2009-08-07,6830385470
2009-08-10,6667993967
2009-08-11,6711077427
2009-08-12,7012661647
2009-08-13,7201566049
2009-08-14,7072315669
2009-08-17,6790616123
2009-08-18,6986148749
2009-08-19,7035860434
2009-08-20,7118713241
2009-08-21,7340758766
2009-08-24,7284418857
2009-08-25,7549547842
2009-08-26,7499836157
2009-08-27,7453438585
2009-08-28,7506464382
2009-08-31,7466695034
2009-09-01,6959635851
2009-09-02,6966264075
2009-09-03,7168424926
2009-09-04,7131969691
2009-09-08,7128655578
2009-09-09,7254591846
2009-09-10,7254591846
2009-09-11,7264534183
2009-09-14,7264534183
2009-09-15,7284418857
2009-09-16,7586003077
2009-09-17,7453438585
2009-09-18,7443496248
2009-09-21,7340758766
2009-09-22,7443496248
2009-09-23,7145226140
2009-09-24,7015975760
2009-09-25,6903295941
2009-09-28,7105456792
2009-09-29,7188309600
2009-09-30,7123873088
2009-10-01,6781634782
2009-10-02,6761698570
2009-10-05,7014223922
2009-10-06,7153777406
2009-10-07,7193649830
2009-10-08,7200295234
2009-10-09,7177036320
2009-10-12,7283362784
2009-10-13,7256781168
2009-10-14,7555824347
2009-10-15,7472756797
2009-10-16,7236844956
2009-10-19,7449497884
2009-10-20,7306621697
2009-10-21,7080677962
2009-10-22,7276717380
2009-10-23,7090646068
2009-10-26,6894606650
2009-10-27,6811539100
2009-10-28,6602208874
2009-10-29,7040805538
2009-10-30,6628790490
2009-11-02,6721826146
2009-11-03,6708535338
2009-11-04,6372942436
2009-11-05,6379587840
2009-11-06,6489237006
2009-11-09,6765021272
2009-11-10,6721826146
2009-11-11,6828152610
2009-11-12,6479268900
2009-11-13,6529109430
2009-11-16,6665340212
2009-11-17,6578949960
2009-11-18,6495882410
2009-11-19,6356328926
2009-11-20,6339715415
2009-11-23,6416137562
2009-11-24,6436073774
2009-11-25,6532432132
2009-11-27,6279906780
2009-11-30,6326424608
2009-12-01,6319779204
2009-12-02,6436073774
2009-12-03,6233388952
2009-12-04,6343038118
2009-12-07,6273261376
2009-12-08,6190193826
2009-12-09,6193516528
2009-12-10,6286552184
2009-12-11,6326424608
2009-12-14,6452687284
2009-12-15,6326424608
2009-12-16,6399524052
2009-12-17,6406169456
2009-12-18,6362974330
2009-12-21,6459332688
2009-12-22,6535754834
2009-12-23,6588918065
2009-12-24,6658694808
2009-12-28,6671985615
2009-12-29,6678631020
2009-12-30,6612176980
2009-12-31,6485914655
2010-01-04,6625468146
2010-01-05,6721826510
2010-01-06,6781635149
2010-01-07,6931156747
2010-01-08,6838121086
2010-01-11,6964383769
2010-01-12,6947770258
2010-01-13,6994288088
2010-01-14,7127196176
2010-01-15,7107259963
2010-01-19,7190327517
2010-01-20,7153777793
2010-01-21,6971029173
2010-01-22,6708535701
2010-01-25,6755053531
2010-01-26,6578950316
2010-01-27,6642081657
2010-01-28,6515818974
2010-01-29,6502528166
2010-02-01,6678631381
2010-02-02,6868025406
2010-02-03,6628790849
2010-02-04,6279907120
2010-02-05,6386233589
2010-02-08,6223421183
2010-02-09,6316456844
2010-02-10,6359651972
2010-02-11,6452687633
2010-02-12,6485914655
2010-02-16,6671985977
2010-02-17,6821507575
2010-02-18,6951092960
2010-02-19,6980997280
2010-02-22,6980997280
2010-02-23,6858057299
2010-02-24,6954415662
2010-02-25,6904575130
2010-02-26,6914543236
2010-03-01,7080678345
2010-03-02,7077355643
2010-03-03,7093969154
2010-03-04,7203618326
2010-03-05,7376398839
2010-03-08,7449498287
2010-03-09,7469434500
2010-03-10,7565792863
2010-03-11,7725282568
2010-03-12,7775123101
2010-03-15,7921321997
2010-03-16,8030971169
2010-03-17,8117361425
2010-03-18,8084134403
2010-03-19,7951226316
2010-03-22,7937935508
2010-03-23,8037616573
2010-03-24,8034293871
2010-03-25,8104070617
2010-03-26,8190460873
2010-03-29,8263560321
2010-03-30,8217042491
2010-03-31,8204734867
2010-04-01,8337229576
2010-04-05,8393539827
2010-04-06,8479661388
2010-04-07,8400164563
2010-04-08,8423351137
2010-04-09,8456474814
2010-04-12,8459787182
2010-04-13,8476349021
2010-04-14,8747963174
2010-04-15,8635342672
2010-04-16,8386915092
2010-04-19,8439912976
2010-04-20,8575720052
2010-04-21,8496223227
2010-04-22,8449850079
2010-04-23,8582344788
2010-04-26,8492910859
2010-04-27,8039116480
2010-04-28,8042428848
2010-04-29,8184860660
2010-04-30,8105363835
2010-05-03,8068927790
2010-05-04,7807250739
2010-05-05,7810563107
2010-05-06,7505825276
2010-05-07,7432953186
2010-05-10,8055678319
2010-05-11,7966244390
2010-05-12,8052365951
2010-05-13,7807250739
2010-05-14,7522387114
2010-05-17,7482638702
2010-05-18,7310395580
2010-05-19,7303770844
2010-05-20,7124902987
2010-05-21,7439577921
2010-05-24,7313707947
2010-05-25,7350143992
2010-05-26,7419703715
2010-05-27,7790688900
2010-05-28,7651569456
2010-06-01,7492575805
2010-06-02,7750940488
2010-06-03,7704567339
2010-06-04,7379955302
2010-06-07,7197775077
2010-06-08,7379955302
2010-06-09,7333582154
2010-06-10,7638319985
2010-06-11,7714504443
2010-06-14,7734378649
2010-06-15,7890059932
2010-06-16,7760877591
2010-06-17,7737691017
2010-06-18,7810563107
2010-06-21,7764189959
2010-06-22,7605196308
2010-06-23,7532324218
2010-06-24,7396517141
2010-06-25,7515762379
2010-06-28,7548886056
2010-06-29,7257397696
2010-06-30,7010911429
2010-07-01,6894601377
2010-07-02,6868754699
2010-07-06,6881678038
2010-07-07,7091682298
2010-07-08,7237069862
2010-07-09,7321071566
2010-07-12,7272609044
2010-07-13,7395380765
2010-07-14,7249993201
2010-07-15,7256454870
2010-07-16,7020603933
2010-07-19,7017373098
2010-07-20,7156298993
2010-07-21,7043219776
2010-07-22,7046450611
2010-07-23,7256454870
2010-07-26,7211223184
2010-07-27,7392149930
2010-07-28,7233839027
2010-07-29,7346918244
2010-07-30,7372764922
2010-08-02,7508459982
2010-08-03,7343687409
2010-08-04,7052912281
2010-08-05,7069066454
2010-08-06,7046450611
2010-08-09,7207992349
2010-08-10,7081989793
2010-08-11,6758906317
2010-08-12,6713674631
2010-08-13,6723367135
2010-08-16,6694289622
2010-08-17,6794445500
2010-08-18,6787983830
2010-08-19,6600595414
2010-08-20,6568287067
2010-08-23,6594133745
2010-08-24,6400283659
2010-08-25,6325974460
2010-08-26,6283973608
2010-08-27,6529517049
2010-08-30,6332436129
2010-08-31,6477823693
2010-09-01,6762137152
2010-09-02,6930140560
2010-09-03,7195069010
2010-09-07,6878447204
2010-09-08,6910755551
2010-09-09,7001218924
2010-09-10,7065835620
2010-09-13,7185376506
2010-09-14,7162760662
2010-09-15,7156298993
2010-09-16,7146606489
2010-09-17,7172453167
2010-09-20,7314609896
2010-09-21,7275839879
2010-09-22,7172453167
2010-09-23,7075528124
2010-09-24,7237069862
2010-09-27,7156298993
2010-09-28,7220915688
2010-09-29,7188607341
2010-09-30,7156298993
2010-10-01,7120759811
2010-10-04,7043219776
2010-10-05,7269378210
2010-10-06,7253224036
2010-10-07,7217684853
2010-10-08,7227377358
2010-10-11,7204761514
2010-10-12,7188607341
2010-10-13,7285532383
2010-10-14,7275839879
2010-10-15,7275839879
2010-10-18,7379226591
2010-10-19,7195069010
2010-10-20,7195069010
2010-10-21,7253224036
2010-10-22,7243531531
2010-10-25,7220915688
2010-10-26,7243531531
2010-10-27,7379226591
2010-10-28,7356610748
2010-10-29,7243531531
2010-11-01,7259685705
2010-11-02,7372764922
2010-11-03,7130452315
2010-11-04,7405073269
2010-11-05,7392149930
2010-11-08,7220915688
2010-11-09,7023834768
2010-11-10,7143375654
2010-11-11,7133683150
2010-11-12,7052912281
2010-11-15,7104605637
2010-11-16,6975372246
2010-11-17,7049681446
2010-11-18,7175684001
2010-11-19,7025012334
2010-11-22,6977481804
2010-11-23,6806371896
2010-11-24,6971144400
2010-11-26,6872914638
2010-11-29,6885589446
2010-11-30,6809540597
2010-12-01,7034518440
2010-12-02,7186616136
2010-12-03,7129579500
2010-12-06,7097892480
2010-12-07,7180278732
2010-12-08,7370400852
2010-12-09,7405256574
2010-12-10,7512992442
2010-12-13,7589041290
2010-12-14,7579535184
2010-12-15,7525667250
2010-12-16,7493980230
2010-12-17,7551016865
2010-12-20,7601716097
2010-12-21,7712620668
2010-12-22,7788669515
2010-12-23,7722126774
2010-12-27,7766488602
2010-12-28,7734801582
2010-12-29,7690439754
2010-12-30,7665090138
2010-12-31,7674596244
2011-01-03,7765390663
2011-01-04,7752880972
2011-01-05,7837321386
2011-01-06,7824811695
2011-01-07,7790410045
2011-01-10,7765390663
2011-01-11,7796664890
2011-01-12,7862340768
2011-01-13,7787282622
2011-01-14,7846703654
2011-01-18,7849831077
2011-01-19,7743498704
2011-01-20,7765390663
2011-01-21,7856085922
2011-01-24,7877977882
2011-01-25,7946781182
2011-01-26,8015584482
2011-01-27,8012457059
2011-01-28,7796664890
2011-01-31,7799792313
2011-02-01,8018711905
2011-02-02,7862340768
2011-02-03,7890487573
2011-02-04,8062495823
2011-02-07,8175083042
2011-02-08,8212612115
2011-02-09,8221994383
2011-02-10,8203229847
2011-02-11,8306434797
2011-02-14,8265778301
2011-02-15,8265778301
2011-02-16,8365855829
2011-02-17,8375238097
2011-02-18,8403384902
2011-02-22,8221994383
2011-02-23,8162573351
2011-02-24,8203229847
2011-02-25,8318944488
2011-02-28,8297052529
2011-03-01,8175083042
2011-03-02,7993692523
2011-03-03,8178210465
2011-03-04,8137553969
2011-03-07,8071878091
2011-03-08,8268905724
2011-03-09,8284542838
2011-03-10,8146936237
2011-03-11,8231376651
2011-03-14,8093770051
2011-03-15,8037476441
2011-03-16,7899869841
2011-03-17,7956163450
2011-03-18,8028094173
2011-03-21,8209484692
2011-03-22,8134426546
2011-03-23,8096897473
2011-03-24,8103152319
2011-03-25,8178210465
2011-03-28,8196975001
2011-03-29,8221994383
2011-03-30,8322071911
2011-03-31,8040800643
2011-04-01,8141884994
2011-04-04,8123506021
2011-04-05,8095937562
2011-04-06,8178642940
2011-04-07,8175579778
2011-04-08,8059179616
2011-04-11,8086748076
2011-04-12,8049990130
2011-04-13,7958095265
2011-04-14,7902958347
2011-04-15,7869263563
2011-04-18,7765116050
2011-04-19,7817189806
2011-04-20,7850884590
2011-04-21,7902958347
2011-04-25,7841695104
2011-04-26,7930526806
2011-04-27,7991790049
2011-04-28,8092874400
2011-04-29,8111253373
2011-05-02,8080621751
2011-05-03,8010169022
2011-05-04,8126569183
2011-05-05,7967284752
2011-05-06,8034674319
2011-05-09,8074495427
2011-05-10,8160263967
2011-05-11,8099000724
2011-05-12,8172516616
2011-05-13,8031611157
2011-05-16,8065305940
2011-05-17,8034674319
2011-05-18,8074495427
2011-05-19,8239906183
2011-05-20,8184769264
2011-05-23,8019358508
2011-05-24,7918274157
2011-05-25,7933589968
2011-05-26,7988726887
2011-05-27,7994853211
2011-05-31,8059179616
2011-06-01,7792684509
2011-06-02,7829442455
2011-06-03,7740610753
2011-06-06,7667094861
2011-06-07,7664031699
2011-06-08,7621147429
2011-06-09,7697726482
2011-06-10,7596642132
2011-06-13,7636463239
2011-06-14,7786558185
2011-06-15,7495557781
2011-06-16,7538442051
2011-06-17,7670158023
2011-06-20,7700789645
2011-06-21,7786558185
2011-06-22,7645652726
2011-06-23,7587452645
2011-06-24,7510873591
2011-06-27,7556821024
2011-06-28,7645652726
2011-06-29,7728358104
2011-06-30,7597773113
2011-07-01,7734938562
2011-07-05,7693192556
2011-07-06,7761775280
2011-07-07,7860176580
2011-07-08,7767738995
2011-07-11,7603736829
2011-07-12,7606718686
2011-07-13,7684246983
2011-07-14,7600754971
2011-07-15,7547081534
2011-07-18,7412897943
2011-07-19,7538135962
2011-07-20,7553045250
2011-07-21,7699156271
2011-07-22,7618646116
2011-07-25,7544099677
2011-07-26,7487444383
2011-07-27,7263805064
2011-07-28,7320460358
2011-07-29,7272750637
2011-08-01,7222059058
2011-08-02,7034202031
2011-08-03,7266786922
2011-08-04,6888091009
2011-08-05,6795653424
2011-08-08,6080007605
2011-08-09,6694270267
2011-08-10,6354338502
2011-08-11,6795653424
2011-08-12,6703215839
2011-08-15,6965619306
2011-08-16,6864236149
2011-08-17,6879145437
2011-08-18,6497467666
2011-08-19,6467649091
2011-08-22,6485540236
2011-08-23,6816526427
2011-08-24,6926855158
2011-08-25,6738998130
2011-08-26,6783725994
2011-08-29,7034202031
2011-08-30,6992456025
2011-08-31,7019292743
2011-09-01,6917909585
2011-09-02,6679360979
2011-09-06,6583941536
2011-09-07,6834417573
2011-09-08,6727070700
2011-09-09,6580959679
2011-09-12,6652524260
2011-09-13,6706197697
2011-09-14,6685324694
2011-09-15,6894054724
2011-09-16,6905982155
2011-09-19,6685324694
2011-09-20,6592887109
2011-09-21,6261900918
2011-09-22,6199281908
2011-09-23,6187354478
2011-09-26,6410993797
2011-09-27,6446776087
2011-09-28,6214191196
2011-09-29,6431866800
2011-09-30,6555078608
2011-10-03,6257973423
2011-10-04,6548823762
2011-10-05,6777125641
2011-10-06,7002300097
2011-10-07,6880330600
2011-10-10,7133651863
2011-10-11,7158671247
2011-10-12,7368208588
2011-10-13,7268131051
2011-10-14,7474540970
2011-10-17,7180563208
2011-10-18,7512070046
2011-10-19,7268131051
2011-10-20,7455776432
2011-10-21,7615275005
2011-10-24,7646549235
2011-10-25,7374463433
2011-10-26,7533962007
2011-10-27,7737244501
2011-10-28,7580873351
2011-10-31,7455776432
2011-11-01,7136779286
2011-11-02,6905349983
2011-11-03,6861566062
2011-11-04,6836546678
2011-11-07,6883458023
2011-11-08,7024192058
2011-11-09,6773998218
2011-11-10,6817782140
2011-11-11,6986662982
2011-11-14,6908477407
2011-11-15,7002300097
2011-11-16,6842801524
2011-11-17,6720832026
2011-11-18,6792762756
2011-11-21,6661410990
2011-11-22,6683302951
2011-11-23,6483147879
2011-11-25,6473765610
2011-11-28,6680175528
2011-11-29,6677048105
2011-11-30,7039829173
2011-12-01,6939751637
2011-12-02,6899095138
2011-12-05,6980408136
2011-12-06,6902222561
2011-12-07,6983535558
2011-12-08,6683302951
2011-12-09,6714577181
2011-12-12,6555078608
2011-12-13,6414344573
2011-12-14,6336158998
2011-12-15,6404962304
2011-12-16,6436236533
2011-12-19,6226699193
2011-12-20,6383070343
2011-12-21,6526931801
2011-12-22,6598862530
2011-12-23,6661410990
2011-12-27,6633264183
2011-12-28,6555078608
2011-12-29,6630136760
2011-12-30,6589480261
2012-01-03,6250042581
2012-01-04,6270372645
2012-01-05,6316841364
2012-01-06,6232616812
2012-01-09,6122253607
2012-01-10,6342980017
2012-01-11,6354597197
2012-01-12,6485290467
2012-01-13,6459151813
2012-01-17,6494003351
2012-01-18,6537567774
2012-01-19,6604366557
2012-01-20,6613079441
2012-01-23,6700208288
2012-01-24,6772815660
2012-01-25,6746677006
2012-01-26,6627600916
2012-01-27,6656643864
2012-01-30,6627600916
2012-01-31,6630505211
2012-02-01,6711825467
2012-02-02,6703112583
2012-02-03,6909317519
2012-02-06,6868657391
2012-02-07,6610175146
2012-02-08,6682782518
2012-02-09,6534663480
2012-02-10,6517237710
2012-02-13,6552089249
2012-02-14,6543376364
2012-02-15,6586940787
2012-02-16,6633409505
2012-02-17,6703112583
2012-02-21,6781528544
2012-02-22,6761198480
2012-02-23,6749581301
2012-02-24,6732155531
2012-02-27,6737964121
2012-02-28,6755389890
2012-02-29,6694399698
2012-03-01,6729251236
2012-03-02,6743772711
2012-03-05,6825092968
2012-03-06,6685686813
2012-03-07,6743772711
2012-03-08,6822188673
2012-03-09,6900604634
2012-03-12,6883178865
2012-03-13,7028393609
2012-03-14,7013872135
2012-03-15,7156182584
2012-03-16,7098096686
2012-03-19,7028393609
2012-03-20,7060340853
2012-03-21,7022585019
2012-03-22,6923838993
2012-03-23,6955786237
2012-03-26,7069053737
2012-03-27,7101000981
2012-03-28,7167799763
2012-03-29,7098096686
2012-03-30,7109713866
2012-04-02,6963921929
2012-04-03,6921424440
2012-04-04,6853428457
2012-04-05,6827929963
2012-04-09,6655106840
2012-04-10,6536113869
2012-04-11,6592777188
2012-04-12,6711770159
2012-04-13,6592777188
2012-04-16,6669272669
2012-04-17,6748601316
2012-04-18,6663606337
2012-04-19,6672105835
2012-04-20,6618275682
2012-04-23,6553112865
2012-04-24,6640941010
2012-04-25,6759933980
2012-04-26,6728769155
2012-04-27,6771266644
2012-04-30,6725935989
2012-05-01,6723102823
2012-05-02,6482283716
2012-05-03,6366123912
2012-05-04,6241464609
2012-05-07,6244297775
2012-05-08,6213132950
2012-05-09,6170635460
2012-05-10,6164969128
2012-05-11,6139470635
2012-05-14,6043142992
2012-05-15,5963814345
2012-05-16,5819322881
2012-05-17,5666331920
2012-05-18,5638000260
2012-05-21,5725828405
2012-05-22,5731494737
2012-05-23,5703163077
2012-05-24,5720162073
2012-05-25,5703163077
2012-05-29,5739994234
2012-05-30,5623834430
2012-05-31,5652166090
2012-06-01,5468010302
2012-06-04,5397181153
2012-06-05,5425512813
2012-06-06,5626667596
2012-06-07,5604002268
2012-06-08,5606835434
2012-06-11,5521840456
2012-06-12,5507674626
2012-06-13,5428345979
2012-06-14,5408513817
2012-06-15,5527506787
2012-06-18,5456677638
2012-06-19,5496341962
2012-06-20,5609668600
2012-06-21,5431179145
2012-06-22,5456677638
2012-06-25,5247023357
2012-06-26,5306519843
2012-06-27,5326352004
2012-06-28,5354683664
2012-06-29,5419846481
2012-07-02,5394508582
2012-07-03,5450179465
2012-07-05,5408426302
2012-07-06,5344404787
2012-07-09,5311002257
2012-07-10,5274816183
2012-07-11,5336054154
2012-07-12,5260898462
2012-07-13,5405642758
2012-07-16,5338837698
2012-07-17,5266465550
2012-07-18,5411209847
2012-07-19,5394508582
2012-07-20,5274816183
2012-07-23,5219145300
2012-07-24,5110587077
2012-07-25,5155123784
2012-07-26,5171825049
2012-07-27,5274816183
2012-07-30,5288733904
2012-07-31,5258114918
2012-08-01,5177392137
2012-08-02,5205227579
2012-08-03,5338837698
2012-08-06,5277599727
2012-08-07,5336054154
2012-08-08,5322136433
2012-08-09,5388941493
2012-08-10,5411209847
2012-08-13,5397292126
2012-08-14,5400075670
2012-08-15,5411209847
2012-08-16,5466880730
2012-08-17,5400075670
2012-08-20,5455746553
2012-08-21,5455746553
2012-08-22,5377807317
2012-08-23,5377807317
2012-08-24,5347188331
2012-08-27,5319352889
2012-08-28,5299868080
2012-08-29,5377807317
2012-08-30,5363889596
2012-08-31,5430694656
2012-09-04,5427911112
2012-09-05,5400075670
2012-09-06,5547603510
2012-09-07,5600490849
2012-09-10,5553170599
2012-09-11,5611625026
2012-09-12,5589356673
2012-09-13,5670079453
2012-09-14,5823174382
2012-09-17,5720183248
2012-09-18,5667295909
2012-09-19,5645027556
2012-09-20,5581006040
2012-09-21,5536469334
2012-09-24,5516984525
2012-09-25,5375023772
2012-09-26,5358322508
2012-09-27,5408426302
2012-09-28,5349971875
2012-10-01,5329439288
2012-10-02,5343111528
2012-10-03,5326704840
2012-10-04,5433348315
2012-10-05,5463427243
2012-10-08,5430613867
2012-10-09,5408738282
2012-10-10,5345845976
2012-10-11,5449755003
2012-10-12,5400534938
2012-10-15,5419676074
2012-10-16,5553664030
2012-10-17,5652104160
2012-10-18,5690386433
2012-10-19,5600149647
2012-10-22,5627494128
2012-10-23,5594680751
2012-10-24,5586477407
2012-10-25,5611087439
2012-10-26,5583742958
2012-10-31,5545460685
2012-11-01,5611087439
2012-11-02,5646635264
2012-11-05,5627494128
2012-11-06,5717730914
2012-11-07,5482568380
2012-11-08,5354049321
2012-11-09,5375924905
2012-11-12,5340377080
2012-11-13,5310298151
2012-11-14,5244671398
2012-11-15,5288422567
2012-11-16,5326704840
2012-11-19,5408738282
2012-11-20,5416941626
2012-11-21,5436082763
2012-11-23,5531788445
2012-11-26,5559132926
2012-11-27,5512647309
2012-11-28,5556398478
2012-11-29,5575539614
2012-11-30,5575539614
2012-12-03,5589211855
2012-12-04,5586477407
2012-12-05,5654838608
2012-12-06,5649369712
2012-12-07,5695855329
2012-12-10,5734137602
2012-12-11,5704058674
2012-12-12,5766950979
2012-12-13,5704058674
2012-12-14,5695855329
2012-12-17,5712262018
2012-12-18,5813436596
2012-12-19,5734137602
2012-12-20,5783357668
2012-12-21,5706793122
2012-12-24,5695855329
2012-12-26,5679448641
2012-12-27,5663041952
2012-12-28,5619290783
2012-12-31,5608098643
2013-01-02,5780489763
2013-01-03,5831668377
2013-01-04,5896315048
2013-01-07,5863991713
2013-01-08,5820893932
2013-01-09,5861298101
2013-01-10,5958268107
2013-01-11,5982510608
2013-01-14,5990591442
2013-01-15,5982510608
2013-01-16,5960961718
2013-01-17,6063318946
2013-01-18,6060625335
2013-01-22,6157595340
2013-01-23,6235710066
2013-01-24,6230322844
2013-01-25,6273420624
2013-01-28,6238403678
2013-01-29,6286888680
2013-01-30,6200693120
2013-01-31,6278807847
2013-02-01,6297663125
2013-02-04,6179144230
2013-02-05,6329986461
2013-02-06,6426956466
2013-02-07,6365003407
2013-02-08,6480828691
2013-02-11,6510458415
2013-02-12,6510458415
2013-02-13,6596653975
2013-02-14,6572411474
2013-02-15,6588573141
2013-02-19,6680155924
2013-02-20,6532007305
2013-02-21,6456586190
2013-02-22,6532007305
2013-02-25,6386552297
2013-02-26,6402713965
2013-02-27,6569717863
2013-02-28,6591266753
2013-03-01,6628977310
2013-03-04,6793287597
2013-03-05,6909112881
2013-03-06,7019550943
2013-03-07,7038406222
2013-03-08,7140763450
2013-03-11,7291605680
2013-03-12,7270056790
2013-03-13,7391269297
2013-03-14,7490932914
2013-03-15,7469384023
2013-03-18,7369720407
2013-03-19,7391269297
2013-03-20,7431673466
2013-03-21,7350865128
2013-03-22,7404737353
2013-03-25,7431673466
2013-03-26,7560966806
2013-03-27,7560966806
2013-03-28,7609451809
2013-04-01,7448969696
2013-04-02,7430380467
2013-04-03,7207309717
2013-04-04,7164820050
2013-04-05,6973616550
2013-04-08,7024073029
2013-04-09,7093118738
2013-04-10,7279011029
2013-04-11,7292289050
2013-04-12,7292289050
2013-04-15,7010795008
2013-04-16,7117019175
2013-04-17,6941749300
2013-04-18,6870047987
2013-04-19,7002828196
2013-04-22,7024073029
2013-04-23,7186064884
2013-04-24,7252454988
2013-04-25,7324156300
2013-04-26,7231210154
2013-04-29,7310878280
2013-04-30,7406480030
2013-05-01,7215276529
2013-05-02,7308222675
2013-05-03,7284322238
2013-05-06,7324156300
2013-05-07,7427724863
2013-05-08,7478181342
2013-05-09,7446314092
2013-05-10,7459592113
2013-05-13,7518015405
2013-05-14,7624239572
2013-05-15,7687974072
2013-05-16,7486148155
2013-05-17,7555193863
2013-05-20,7478181342
2013-05-21,7425069259
2013-05-22,7326811905
2013-05-23,7318845092
2013-05-24,7220587738
2013-05-28,7374612780
2013-05-29,7504737384
2013-05-30,7666729238
2013-05-31,7563160676
2013-06-03,7571127488
2013-06-04,7483492551
2013-06-05,7300255863
2013-06-06,7454280905
2013-06-07,7634861988
2013-06-10,7600339134
2013-06-11,7491459363
2013-06-12,7438347280
2013-06-13,7539260238
2013-06-14,7371957175
2013-06-17,7531293426
2013-06-18,7621583967
2013-06-19,7525982217
2013-06-20,7674696051
2013-06-21,7759675384
2013-06-24,7571127488
2013-06-25,7634861988
2013-06-26,7767642197
2013-06-27,7913700426
2013-06-28,7799509447
2013-07-01,7820012077
2013-07-02,7846306670
2013-07-03,7801605861
2013-07-05,8014592068
2013-07-08,8080328551
2013-07-09,8261761246
2013-07-10,8274908542
2013-07-11,8253872868
2013-07-12,8301203136
2013-07-15,8261761246
2013-07-16,8217060437
2013-07-17,8190765844
2013-07-18,8340645026
2013-07-19,8272279083
2013-07-22,8348533404
2013-07-23,8353792323
2013-07-24,8303832595
2013-07-25,8298573677
2013-07-26,8303832595
2013-07-29,8264390705
2013-07-30,8251243408
2013-07-31,8319609351
2013-08-01,8650921228
2013-08-02,8556260692
2013-08-05,8506300964
2013-08-06,8130288279
2013-08-07,8004074230
2013-08-08,8035627743
2013-08-09,7972520718
2013-08-12,7791088024
2013-08-13,7885748560
2013-08-14,7843677211
2013-08-15,7727981000
2013-08-16,7785829105
2013-08-19,7735869378
2013-08-20,7770052349
2013-08-21,7756905053
2013-08-22,7967261800
2013-08-23,7925190450
2013-08-26,7906784235
2013-08-27,7685909650
2013-08-28,7756905053
2013-08-29,7822641536
2013-08-30,7764793431
2013-09-03,7820012077
2013-09-04,7993556393
2013-09-05,8017221527
2013-09-06,7956743962
2013-09-09,8059292877
2013-09-10,8159212332
2013-09-11,8272279083
2013-09-12,8156582872
2013-09-13,8148694494
2013-09-16,8224948815
2013-09-17,8259131786
2013-09-18,8227578274
2013-09-19,7998815312
2013-09-20,7956743962
2013-09-23,7975150178
2013-09-24,8014592068
2013-09-25,8098734767
2013-09-26,8138176657
2013-09-27,8051404499
2013-09-30,7947884000
2013-10-01,8049713000
2013-10-02,7947884000
2013-10-03,7872165000
2013-10-04,8023603000
2013-10-07,7906108000
2013-10-08,7778169000
2013-10-09,7707672000
2013-10-10,7911330000
2013-10-11,8052324000
2013-10-14,8167208000
2013-10-15,8122821000
2013-10-16,8318646000
2013-10-17,8331701000
2013-10-18,8334312000
2013-10-21,8316035000
2013-10-22,8274259000
2013-10-23,8135876000
2013-10-24,8172430000
2013-10-25,8185485000
2013-10-28,8195929000
2013-10-29,8316035000
2013-10-30,8292536000
2013-10-31,8287314000
2013-11-01,8227261000
2013-11-04,8292536000
2013-11-05,8506638000
2013-11-06,8446585000
2013-11-07,8342145000
2013-11-08,8658076000
2013-11-11,8603245000
2013-11-12,8551025000
2013-11-13,8564079999
2013-11-14,8673742000
2013-11-15,8697241000
2013-11-18,8697241000
2013-11-19,8671131000
2013-11-20,8658076000
2013-11-21,8783404000
2013-11-22,8859123000
2013-11-25,8848679000
