,R
2018-07-23,3948113949
2018-07-24,3837032310
2018-07-25,4103733039
2018-07-26,4116832289
2018-07-27,4048716190
2018-07-30,4027757390
2018-07-31,4102685100
2018-08-01,4055527800
2018-08-02,4075438660
2018-08-03,4043476490
2018-08-06,4075962630
2018-08-07,4095873490
2018-08-08,4114736410
2018-08-09,4047144279
2018-08-10,4012562260
2018-08-13,4007846529
2018-08-14,4058147650
2018-08-15,4039808699
2018-08-16,4086966000
2018-08-17,4072818810
2018-08-20,4092729670
2018-08-21,4139886970
2018-08-22,4122071990
2018-08-23,4063387350
2018-08-24,4080678360
2018-08-27,4137267119
2018-08-28,4124167869
2018-08-29,4115784350
2018-08-30,4031425180
2018-08-31,4026185480
2018-09-04,4016230050
2018-09-05,4055527800
2018-09-06,4050812070
2018-09-07,3999463010
2018-09-10,4129407570
2018-09-11,4097445400
2018-09-12,4125215810
2018-09-13,4115784350
2018-09-14,4102161130
2018-09-17,3937634550
2018-09-18,3965928930
2018-09-19,3952829680
2018-09-20,3917199720
2018-09-21,3877901970
2018-09-24,3815549539
2018-09-25,3809785869
2018-09-26,3842272010
2018-09-27,3838080250
2018-09-28,3828648789
2018-10-01,3835776140
2018-10-02,3724715699
2018-10-03,3755100160
2018-10-04,3718953129
2018-10-05,3720524740
2018-10-08,3701141550
2018-10-09,3641944240
2018-10-10,3515167699
2018-10-11,3504166430
2018-10-12,3497356120
2018-10-15,3527740580
2018-10-16,3583270800
2018-10-17,3544504420
2018-10-18,3389438900
2018-10-19,3410917570
2018-10-22,3376866019
2018-10-23,3282569420
2018-10-24,3123836810
2018-10-25,3194035390
2018-10-26,2997584140
2018-10-29,2866616640
2018-10-30,2914288810
2018-10-31,2897524970
2018-11-01,2961960980
2018-11-02,2949388100
2018-11-05,2983963520
2018-11-06,2966151940
2018-11-07,3009633150
2018-11-08,2981344170
2018-11-09,2952007450
2018-11-12,2899096580
2018-11-13,2942053920
2018-11-14,2922670730
2018-11-15,2932100390
2018-11-16,2871331470
2018-11-19,2810562550
2018-11-20,2714694340
2018-11-21,2799037410
2018-11-23,2808990940
2018-11-26,2927385560
2018-11-27,2865568900
2018-11-28,2917955900
2018-11-29,2943625530
2018-11-30,2963532590
2018-12-03,2983963520
2018-12-04,2800609020
2018-12-06,2753984590
2018-12-07,2688500840
2018-12-10,2676975700
2018-12-11,2676975700
2018-12-12,2679595050
2018-12-13,2598919070
2018-12-14,2570630090
2018-12-17,2577440400
2018-12-18,2560152690
2018-12-19,2477381230
2018-12-20,2440186460
2018-12-21,2413469090
2018-12-24,2365273050
2018-12-26,2515623740
2018-12-27,2517719220
2018-12-28,2497812160
2018-12-31,2523926700
2019-01-02,2558522580
2019-01-03,2561143480
2019-01-04,2716300760
2019-01-07,2745654840
2019-01-08,2746703200
2019-01-09,2858877720
2019-01-10,2888755980
2019-01-11,2915489160
2019-01-14,2910247360
2019-01-15,2721542560
2019-01-16,2767670400
2019-01-17,2842628140
2019-01-18,2971052240
2019-01-22,2873554760
2019-01-23,2815894960
2019-01-24,2835289620
2019-01-25,2884038360
2019-01-28,2882990000
2019-01-29,2937504720
2019-01-30,3012462460
2019-01-31,3035526380
2019-02-01,3059114480
2019-02-04,3070646440
2019-02-05,3082702580
2019-02-06,3061735380
2019-02-07,3051775960
2019-02-08,3036050560
2019-02-11,3059638660
2019-02-12,3120967720
2019-02-13,3172337360
2019-02-14,3339026600
2019-02-15,3377291740
2019-02-19,3355276180
2019-02-20,3383581900
2019-02-21,3349510200
2019-02-22,3331163900
2019-02-25,3311769240
2019-02-26,3249916000
2019-02-27,3277697540
2019-02-28,3258302880
2019-03-01,3267213940
2019-03-04,3280318440
2019-03-05,3249916000
2019-03-06,3211650860
2019-03-07,3147700900
2019-03-08,3094758720
2019-03-11,3192780380
2019-03-12,3185966040
2019-03-13,3203263980
2019-03-14,3219513560
2019-03-15,3194352920
2019-03-18,3226327900
2019-03-19,3143507460
2019-03-20,3119395180
2019-03-21,3152418520
2019-03-22,3083226760
2019-03-25,3032381300
2019-03-26,3075364060
2019-03-27,3123588620
2019-03-28,3229997160
2019-03-29,3249391820
2019-04-01,3340670710
2019-04-02,3300371220
2019-04-03,3332820160
2019-04-04,3386727269
2019-04-05,3387774010
2019-04-08,3408185440
2019-04-09,3353754960
2019-04-10,3371026170
2019-04-11,3412372400
2019-04-12,3466279510
2019-04-15,3424933280
2019-04-16,3442204490
2019-04-17,3431213720
2019-04-18,3431737089
2019-04-22,3440111010
2019-04-23,3454242000
2019-04-24,3516523030
2019-04-25,3344857670
2019-04-26,3396147930
2019-04-29,3427550129
2019-04-30,3297231000
2019-05-01,3169005350
2019-05-02,3205641250
2019-05-03,3331773420
2019-05-06,3342764190
2019-05-07,3268445650
2019-05-08,3230763010
2019-05-09,3209828210
2019-05-10,3151210770
2019-05-13,3028742190
2019-05-14,3107247690
2019-05-15,3128182490
2019-05-16,3169005350
2019-05-17,3019844900
2019-05-20,3006760650
2019-05-21,3039732960
2019-05-22,2966461160
2019-05-23,2847656170
2019-05-24,2817300710
2019-05-28,2787991990
2019-05-29,2778047960
2019-05-30,2736701730
2019-05-31,2643018500
2019-06-03,2677560920
2019-06-04,2805263200
2019-06-05,2774907740
2019-06-06,2758683270
2019-06-07,2784851770
2019-06-10,2865450750
2019-06-11,2908890460
2019-06-12,2933488850
2019-06-13,2981638890
2019-06-14,2952330170
2019-06-17,2940292660
2019-06-18,2959657350
2019-06-19,2980068780
2019-06-20,3010947610
2019-06-21,2977975300
2019-06-24,2832478440
2019-06-25,2837712140
2019-06-26,2893189360
2019-06-27,2956517130
2019-06-28,3051247100
2019-07-01,3009912070
2019-07-02,2896903030
2019-07-03,2917307440
2019-07-05,2915214680
2019-07-08,2904750880
2019-07-09,2864988440
2019-07-10,2817378150
2019-07-11,2845630410
2019-07-12,3009912070
2019-07-15,2966487300
2019-07-16,3077403580
2019-07-17,3004680170
2019-07-18,2980613430
2019-07-19,3060661500
2019-07-22,3019852680
2019-07-23,3062754260
2019-07-24,3143848710
2019-07-25,3080542720
2019-07-26,3091529710
2019-07-29,3103563080
2019-07-30,2792788220
2019-07-31,2786509940
2019-08-01,2649957350
2019-08-02,2610194910
2019-08-05,2523345370
2019-08-06,2539564260
2019-08-07,2535901930
2019-08-08,2612287670
2019-08-09,2542180210
2019-08-12,2491953970
2019-08-13,2522822180
2019-08-14,2468410420
2019-08-15,2434403070
2019-08-16,2492477160
2019-08-19,2517590280
2019-08-20,2493523540
2019-08-21,2546365730
2019-08-22,2549504870
2019-08-23,2439634970
2019-08-26,2457946620
2019-08-27,2360633280
2019-08-28,2465271280
2019-08-29,2505033720
2019-08-30,2520206230
2019-09-03,2479920600
2019-09-04,2578280320
2019-09-05,2675070470
2019-09-06,2655189250
2019-09-09,2804821590
2019-09-10,2824179620
2019-09-11,2863418870
2019-09-12,2785986750
2019-09-13,2790172270
2019-09-16,2803775210
2019-09-17,2782324420
2019-09-18,2741515600
2019-09-19,2724773520
2019-09-20,2685534270
2019-09-23,2698090830
2019-09-24,2615426810
2019-09-25,2719018430
2019-09-26,2702799540
2019-09-27,2660944340
2019-09-30,2708502860
2019-10-01,2609621840
2019-10-02,2555211120
2019-10-03,2560966100
2019-10-04,2519111700
2019-10-07,2522773960
2019-10-08,2472548680
2019-10-09,2523820320
2019-10-10,2547886600
2019-10-11,2640489460
2019-10-14,2605959580
2019-10-15,2673972980
2019-10-16,2668218000
2019-10-17,2712688300
2019-10-18,2744079100
2019-10-21,2754542700
2019-10-22,2804767980
2019-10-23,2813138860
2019-10-24,2793258020
2019-10-25,2868595940
2019-10-28,2883768160
2019-10-29,2726814160
2019-10-30,2534283920
2019-10-31,2544224340
2019-11-01,2627933140
2019-11-04,2757158600
2019-11-05,2822032920
2019-11-06,2862317780
2019-11-07,2822556100
2019-11-08,2817847480
2019-11-11,2821509740
2019-11-12,2796397100
2019-11-13,2706410140
2019-11-14,2779132160
2019-11-15,2757681780
2019-11-18,2723675080
2019-11-19,2672926620
2019-11-20,2624270880
2019-11-21,2662463020
2019-11-22,2700131980
2019-11-25,2785933500
2019-11-26,2790642120
2019-11-27,2789595760
2019-11-29,2746171820
2019-12-02,2749310900
2019-12-03,2661416660
2019-12-04,2687575660
2019-12-05,2679727960
2019-12-06,2794827560
2019-12-09,2794827560
2019-12-10,2714257840
2019-12-11,2688622020
2019-12-12,2768145380
2019-12-13,2723675080
2019-12-16,2773377180
2019-12-17,2766052660
2019-12-18,2744602280
2019-12-19,2754019520
2019-12-20,2812092500
2019-12-23,2805291160
2019-12-24,2820463380
2019-12-26,2834589240
2019-12-27,2818893840
2019-12-30,2814185220
2019-12-31,2838853814
2020-01-02,2839899240
2020-01-03,2815854446
2020-01-06,2806968326
2020-01-07,2829967694
2020-01-08,2824217852
2020-01-09,2808536465
2020-01-10,2777696403
2020-01-13,2818990723
2020-01-14,2892693243
2020-01-15,2927192296
2020-01-16,2924578731
2020-01-17,2892170531
2020-01-21,2841467378
2020-01-22,2777696403
2020-01-23,2769332997
2020-01-24,2705039309
2020-01-27,2598928588
2020-01-28,2603110291
2020-01-29,2613564550
2020-01-30,2604678430
2020-01-31,2494386006
2020-02-03,2528362345
2020-02-04,2560770546
2020-02-05,2651722592
2020-02-06,2631336788
2020-02-07,2616178114
2020-02-10,2548748149
2020-02-11,2591610607
2020-02-12,2623496095
2020-02-13,2352730807
2020-02-14,2097124194
2020-02-18,2009831138
2020-02-19,2072033975
2020-02-20,2145736495
2020-02-21,2131623246
2020-02-24,2097124194
2020-02-25,2036489497
2020-02-26,1945014738
2020-02-27,1928810637
2020-02-28,1988399909
2020-03-02,1959127986
2020-03-03,1880721050
2020-03-04,1924628934
2020-03-05,1820609065
2020-03-06,1799700549
2020-03-09,1612046614
2020-03-10,1779837458
2020-03-11,1649159231
2020-03-12,1494958922
2020-03-13,1614660178
2020-03-16,1420733689
2020-03-17,1616751030
2020-03-18,1632432417
2020-03-19,1505935893
2020-03-20,1379439369
2020-03-23,1310441265
2020-03-24,1386234637
2020-03-25,1401393311
2020-03-26,1452619176
2020-03-27,1384666498
2020-03-30,1369507824
2020-03-31,1384266200
2020-04-01,1287933000
2020-04-02,1256520000
2020-04-03,1200500150
2020-04-06,1355994500
2020-04-07,1430862150
2020-04-08,1509394650
2020-04-09,1638187950
2020-04-13,1608869150
2020-04-14,1579550350
2020-04-15,1480075850
2020-04-16,1440286050
2020-04-17,1475887450
2020-04-20,1389501700
2020-04-21,1379554250
2020-04-22,1379030700
2020-04-23,1446568650
2020-04-24,1461751600
2020-04-27,1590021350
2020-04-28,1607298500
2020-04-29,1826665950
2020-04-30,1853367000
2020-05-01,1829283700
2020-05-04,1716196900
2020-05-05,1775881600
2020-05-06,1693684250
2020-05-07,1735568250
2020-05-08,1858078950
2020-05-11,1769598999
2020-05-12,1677977749
2020-05-13,1557037700
2020-05-14,1608869150
2020-05-15,1565414500
2020-05-18,1749704100
2020-05-19,1654941550
2020-05-20,1654418000
2020-05-21,1640282150
2020-05-22,1628240500
2020-05-26,1782687749
2020-05-27,1829283700
2020-05-28,1814624299
2020-05-29,1793682300
2020-06-01,1852843450
2020-06-02,1927187550
2020-06-03,2017238150
2020-06-04,2080587700
2020-06-05,2210428100
2020-06-08,2265400850
2020-06-09,2223516850
2020-06-10,2129277850
2020-06-11,1850225700
2020-06-12,1959124100
2020-06-15,1954935700
2020-06-16,2013049750
2020-06-17,2006243600
2020-06-18,2019332350
2020-06-19,1957553450
2020-06-22,1957029900
2020-06-23,2003625850
2020-06-24,1880068049
2020-06-25,1891062599
2020-06-26,1823524650
2020-06-29,1922475600
2020-06-30,1967437010
2020-07-01,1903971299
2020-07-02,1926525229
2020-07-06,2084927250
2020-07-07,2023035070
2020-07-08,2045064490
2020-07-09,1971108580
2020-07-10,2044015470
2020-07-13,2043490960
2020-07-14,2109579220
2020-07-15,2233888090
2020-07-16,2285814580
2020-07-17,2280569480
2020-07-20,2179339050
2020-07-21,2241231230
2020-07-22,2243853780
2020-07-23,2229167500
2020-07-24,2212907690
2020-07-27,2255917510
2020-07-28,2211858670
2020-07-29,1990515450
2020-07-30,1973731130
2020-07-31,1921280130
2020-08-03,1894005610
2020-08-04,1911838950
2020-08-05,1928098760
2020-08-06,1889809530
2020-08-07,1965338970
2020-08-10,2009922320
2020-08-11,2039294880
2020-08-12,2098564510
2020-08-13,2049260570
2020-08-14,2063422340
2020-08-17,2046113510
2020-08-18,2022510560
2020-08-19,2075486070
2020-08-20,2056603710
2020-08-21,2064995869
2020-08-24,2121642950
2020-08-25,2101187060
2020-08-26,2160456690
2020-08-27,2184059640
2020-08-28,2182486110
2020-08-31,2145245900
2020-09-01,2217628280
2020-09-02,2213956710
2020-09-03,2120593930
2020-09-04,2138427270
2020-09-08,2114299810
2020-09-09,2192976310
2020-09-10,2164652770
2020-09-11,2166750810
2020-09-14,2223922400
2020-09-15,2219726320
2020-09-16,2288437130
2020-09-17,2347182250
2020-09-18,2334069500
2020-09-21,2242280250
2020-09-22,2264834180
2020-09-23,2193500820
2020-09-24,2136853740
2020-09-25,2148917470
2020-09-28,2198221410
2020-09-29,2154687080
2020-09-30,2211517440
2020-10-01,2206281840
2020-10-02,2306805360
2020-10-05,2404711080
2020-10-06,2409946680
2020-10-07,2481150840
2020-10-08,2473821000
2020-10-09,2473297440
2020-10-12,2554449240
2020-10-13,2520941400
2020-10-14,2557067040
2020-10-15,2649213600
2020-10-16,2624606280
2020-10-19,2585862840
2020-10-20,2634030360
2020-10-21,2616752880
2020-10-22,2685862800
2020-10-23,2700522480
2020-10-26,2656019880
2020-10-27,2632983240
2020-10-28,2589004200
2020-10-29,2668585320
2020-10-30,2579056560
2020-11-02,2601569640
2020-11-03,2750260680
2020-11-04,2684292120
2020-11-05,2778009360
2020-11-06,2745548640
2020-11-09,2819370600
2020-11-10,2893716120
2020-11-11,2888480520
2020-11-12,2818847040
2020-11-13,2921464800
2020-11-16,3015705600
2020-11-17,3019370520
2020-11-18,3028794600
2020-11-19,3036124440
2020-11-20,2932983120
2020-11-23,3061255320
2020-11-24,3159161040
2020-11-25,3177485640
2020-11-27,3186386160
2020-11-30,3100522320
2020-12-01,3173820720
2020-12-02,3159684600
2020-12-03,3165443760
2020-12-04,3230888760
2020-12-07,3182721240
2020-12-08,3224606040
2020-12-09,3242930640
2020-12-10,3264396600
2020-12-11,3282197640
2020-12-14,3175914960
2020-12-15,3310993440
2020-12-16,3322511760
2020-12-17,3271726440
2020-12-18,3315181920
2020-12-21,3344501280
2020-12-22,3342407040
2020-12-23,3359684520
2020-12-24,3352354680
2020-12-28,3297904440
2020-12-29,3281674080
2020-12-30,3275914920
2020-12-31,3229368640
2021-01-04,3211590380
2021-01-05,3270676950
2021-01-06,3410288580
2021-01-07,3501794330
2021-01-08,3505454560
2021-01-11,3505977450
2021-01-12,3572384479
2021-01-13,3467283590
2021-01-14,3580750720
2021-01-15,3527415939
2021-01-19,3569247140
2021-01-20,3636699950
2021-01-21,3582842280
2021-01-22,3568201359
2021-01-25,3513297910
2021-01-26,3485061850
2021-01-27,3374732060
2021-01-28,3418131930
2021-01-29,3272768510
2021-02-01,3321397280
2021-02-02,3374732060
2021-02-03,3377869399
2021-02-04,3533167729
2021-02-05,3516435250
2021-02-08,3605849439
2021-02-09,3565064020
2021-02-10,3615261460
2021-02-11,3414471700
2021-02-12,3390418760
2021-02-16,3343358660
2021-02-17,3362705590
2021-02-18,3344927330
2021-02-19,3469375149
2021-02-22,3486630520
2021-02-23,3583365170
2021-02-24,3619967470
2021-02-25,3569247140
2021-02-26,3543625530
2021-03-01,3658138439
2021-03-02,3656046880
2021-03-03,3707812990
2021-03-04,3687420280
2021-03-05,3813436770
2021-03-08,3901282290
2021-03-09,3892916050
2021-03-10,3979715790
2021-03-11,4127693660
2021-03-12,4046645710
2021-03-15,4021024100
2021-03-16,3944682160
2021-03-17,3978147120
2021-03-18,3906511189
2021-03-19,3868340220
2021-03-22,3802978970
2021-03-23,3619444580
2021-03-24,3686374500
2021-03-25,3788860939
2021-03-26,3997494050
2021-03-29,3876706460
2021-03-30,3964029090
2021-03-31,3962395700
2021-04-01,4028391980
2021-04-05,4111149219
2021-04-06,4085484000
2021-04-07,4039391360
2021-04-08,4047771840
2021-04-09,4042010260
2021-04-12,4088102900
2021-04-13,4005345660
2021-04-14,4033106000
2021-04-15,4104863860
2021-04-16,4075008400
2021-04-19,3997488959
2021-04-20,3856068360
2021-04-21,3857639700
2021-04-22,3868639080
2021-04-23,3916303060
2021-04-26,3944587180
2021-04-27,4021582840
2021-04-28,4051962080
2021-04-29,4291329540
2021-04-30,4181859520
2021-05-03,4204382060
2021-05-04,4290805760
2021-05-05,4492461060
2021-05-06,4559504900
2021-05-07,4568409160
2021-05-10,4532792120
2021-05-11,4421750760
2021-05-12,4267759440
2021-05-13,4444273300
2021-05-14,4459462920
2021-05-17,4525459200
2021-05-18,4446892200
2021-05-19,4385609940
2021-05-20,4242094219
2021-05-21,4242618000
2021-05-24,4274568580
2021-05-25,4218000340
2021-05-26,4283472840
2021-05-27,4326946580
2021-05-28,4283996620
2021-06-01,4411798940
2021-06-02,4310185620
2021-06-03,4340564860
2021-06-04,4222190580
2021-06-07,4199144260
2021-06-08,4243141780
2021-06-09,4168241240
2021-06-10,4084436440
2021-06-11,4159860760
2021-06-14,3994346280
2021-06-15,4108530320
2021-06-16,4022106620
2021-06-17,3869162860
2021-06-18,3759169060
2021-06-21,3871257980
2021-06-22,3843497640
2021-06-23,3841926299
2021-06-24,3877543340
2021-06-25,3941968280
2021-06-28,3862353719
2021-06-29,3892209180
2021-06-30,3889094260
2021-07-01,3993738260
2021-07-02,3883338840
2021-07-06,3846713440
2021-07-07,3854038520
2021-07-08,3751487400
2021-07-09,3864502920
2021-07-12,3897465779
2021-07-13,3869735119
2021-07-14,3835202600
2021-07-15,3824738199
2021-07-16,3712245900
2021-07-19,3607078680
2021-07-20,3704397600
2021-07-21,3730035380
2021-07-22,3739453340
2021-07-23,3840958020
2021-07-26,3814273800
2021-07-27,3866595800
2021-07-28,3844620560
2021-07-29,4039258400
2021-07-30,3984320300
2021-08-02,3962345060
2021-08-03,4100475140
2021-08-04,3945078800
2021-08-05,3993215039
2021-08-06,4038735180
2021-08-09,3940893039
2021-08-10,4000540119
2021-08-11,4152273920
2021-08-12,4141286300
2021-08-13,4153320360
2021-08-16,4106753779
2021-08-17,4032979760
2021-08-18,3961821840
2021-08-19,3824738199
2021-08-20,3892756800
2021-08-23,3969146920
2021-08-24,4034549420
2021-08-25,4138146980
2021-08-26,4137100539
2021-08-27,4251162500
2021-08-30,4232849800
2021-08-31,4159075779
2021-09-01,4129252240
2021-09-02,4213490660
2021-09-03,4170063400
2021-09-07,4189945760
2021-09-08,4072221260
2021-09-09,4045013820
2021-09-10,4081116000
2021-09-13,4168493740
2021-09-14,4137100539
2021-09-15,4256394699
2021-09-16,4179481360
2021-09-17,4110416320
2021-09-20,4052862119
2021-09-21,4008388420
2021-09-22,4117741400
2021-09-23,4247499960
2021-09-24,4302438060
2021-09-27,4456264740
2021-09-28,4388769360
2021-09-29,4414930360
2021-09-30,4448891167
2021-10-01,4477937247
2021-10-04,4464489988
2021-10-05,4492460286
2021-10-06,4472558343
2021-10-07,4501604422
2021-10-08,4475247795
2021-10-11,4416079855
2021-10-12,4430602895
2021-10-13,4403170486
2021-10-14,4477937247
2021-10-15,4504831765
2021-10-18,4574219621
2021-10-19,4625857096
2021-10-20,4701699636
2021-10-21,4724828922
2021-10-22,4783996861
2021-10-25,4907711644
2021-10-26,4895878056
2021-10-27,4674805118
2021-10-28,4660282079
2021-10-29,4569378608
2021-11-01,4653289504
2021-11-02,4640380135
2021-11-03,4760867576
2021-11-04,4701161746
2021-11-05,4683949254
2021-11-08,4673191447
2021-11-09,4675343009
2021-11-10,4619940302
2021-11-11,4661357859
2021-11-12,4733435168
2021-11-15,4697396513
2021-11-16,4646834820
2021-11-17,4512362230
2021-11-18,4538180967
2021-11-19,4528498940
2021-11-22,4619940302
2021-11-23,4683949254
2021-11-24,4680184022
2021-11-26,4590356332
2021-11-29,4585515319
2021-11-30,4468793110
2021-12-01,4283758827
2021-12-02,4277304142
2021-12-03,4266546335
2021-12-06,4357449806
2021-12-07,4477937247
2021-12-08,4409625171
2021-12-09,4367669723
2021-12-10,4363904490
2021-12-13,4464489988
2021-12-14,4345078328
2021-12-15,4320873261
2021-12-16,4271387348
2021-12-17,4206840505
2021-12-20,4076671038
2021-12-21,4240727598
2021-12-22,4209529957
2021-12-23,4268160006
2021-12-27,4320335371
2021-12-28,4343464657
2021-12-29,4387571666
2021-12-30,4387033776
2021-12-31,4211925710
2022-01-03,4172070050
2022-01-04,4313608740
2022-01-05,4089292910
2022-01-06,4054035980
2022-01-07,3989142789
2022-01-10,3975857570
2022-01-11,3990675699
2022-01-12,4080606420
2022-01-13,4062211500
2022-01-14,4035641060
2022-01-18,3960017500
2022-01-19,3941111610
2022-01-20,3891547520
2022-01-21,3832275000
2022-01-24,3876218420
2022-01-25,3758695320
2022-01-26,3684093699
2022-01-27,3610514020
2022-01-28,3690736310
2022-01-31,3739789430
2022-02-01,3785776730
2022-02-02,3789353520
2022-02-03,3702488619
2022-02-04,3666209750
2022-02-07,3624821180
2022-02-08,3705554440
2022-02-09,3843005369
2022-02-10,3778623150
2022-02-11,3760228230
2022-02-14,3831253060
2022-02-15,3911475350
2022-02-16,4122505960
2022-02-17,4017757110
2022-02-18,4020311960
2022-02-22,3900234010
2022-02-23,3777601210
2022-02-24,3862422230
2022-02-25,3964105260
2022-02-28,4028487480
2022-03-01,3969725930
2022-03-02,4121994990
2022-03-03,4105643949
2022-03-04,4038195910
2022-03-07,3920672810
2022-03-08,3896657220
2022-03-09,4067832170
2022-03-10,4034619119
2022-03-11,4046371430
2022-03-14,3958995560
2022-03-15,4015713230
2022-03-16,4199151460
2022-03-17,4280395690
2022-03-18,4305433220
2022-03-21,4309520980
2022-03-22,4295213820
2022-03-23,4161339680
2022-03-24,4177179750
2022-03-25,4128126630
2022-03-28,4159806770
2022-03-29,4189443029
2022-03-30,4160828710
2022-03-31,3954759160
2022-04-01,3688549479
2022-04-04,3626733000
2022-04-05,3375977440
2022-04-06,3262314880
2022-04-07,3186539840
2022-04-08,3146159720
2022-04-11,3140177480
2022-04-12,3141673040
2022-04-13,3233400720
2022-04-14,3191525040
2022-04-18,3210468800
2022-04-19,3309175760
2022-04-20,3371989280
2022-04-21,3390933040
2022-04-22,3363015919
2022-04-25,3467206600
2022-04-26,3387941919
2022-04-27,3402399000
2022-04-28,3537497919
2022-04-29,3484654800
2022-05-02,3541984600
2022-05-03,3634210800
2022-05-04,3774793440
2022-05-05,3711481400
2022-05-06,3705000639
2022-05-09,3634709320
2022-05-10,3562423919
2022-05-11,3513568960
2022-05-12,3563420960
2022-05-13,4170119800
2022-05-16,4147187880
2022-05-17,4246393360
2022-05-18,4025549000
2022-05-19,3982676280
2022-05-20,3958248800
2022-05-23,3891447120
2022-05-24,3898924919
2022-05-25,3873998919
2022-05-26,3912883479
2022-05-27,3993145199
2022-05-31,3989157040
2022-06-01,3965726600
2022-06-02,4010094880
2022-06-03,4067923199
2022-06-06,4179591680
2022-06-07,4110297400
2022-06-08,4038510520
2022-06-09,3966723639
2022-06-10,3860040360
2022-06-13,3729926639
2022-06-14,3790746080
2022-06-15,3800716479
2022-06-16,3566910600
2022-06-17,3607290720
2022-06-21,3582364720
2022-06-22,3569403199
2022-06-23,3507088199
2022-06-24,3546471280
2022-06-27,3565913560
2022-06-28,3556441680
2022-06-29,3514067479
2022-06-30,3539214360
2022-07-01,3590514540
2022-07-05,3551167800
2022-07-06,3494388960
2022-07-07,3604460220
2022-07-08,3603464099
2022-07-11,3584537820
2022-07-12,3572086320
2022-07-13,3566109599
2022-07-14,3537720180
2022-07-15,3615915599
2022-07-18,3574078560
2022-07-19,3740430599
2022-07-20,3764337480
2022-07-21,3721006259
2022-07-22,3716025660
2022-07-25,3717519840
2022-07-26,3694111020
2022-07-27,3814143480
2022-07-28,3854984400
2022-07-29,3900805919
2022-08-01,3852494099
2022-08-02,3802688099
2022-08-03,3836058120
2022-08-04,3877397099
2022-08-05,3897319500
2022-08-08,3973522680
2022-08-09,3948619680
2022-08-10,4073632740
2022-08-11,4120450380
2022-08-12,4133898000
2022-08-15,4099531860
2022-08-16,4177727280
2022-08-17,4101524099
2022-08-18,4146349500
2022-08-19,4038270480
2022-08-22,3977507160
2022-08-23,4011375240
2022-08-24,4050721980
2022-08-25,4142365020
2022-08-26,4002908220
2022-08-29,4015359720
2022-08-30,3958082820
2022-08-31,3807170640
2022-09-01,3764835540
2022-09-02,3704072220
2022-09-06,3677675040
2022-09-07,3714531480
2022-09-08,3723994620
2022-09-09,3876400980
2022-09-12,3968542080
2022-09-13,3809162880
2022-09-14,3742920900
2022-09-15,3706562520
2022-09-16,3569097960
2022-09-19,3642312780
2022-09-20,3596989320
2022-09-21,3568599900
2022-09-22,3462015060
2022-09-23,3331025280
2022-09-26,3312597060
2022-09-27,3799201680
2022-09-28,3830579460
2022-09-29,3689628480
2022-09-30,3579092096
2022-10-03,3669648010
2022-10-04,3747876940
2022-10-05,3822312953
2022-10-06,3882525523
2022-10-07,3749773399
2022-10-10,3859768016
2022-10-11,3759729808
2022-10-12,3766841529
2022-10-13,3735075842
2022-10-14,3624132996
2022-10-17,3666329207
2022-10-18,3706628959
2022-10-19,3611806013
2022-10-20,3521250099
2022-10-21,3519827755
2022-10-24,3481424462
2022-10-25,3538318229
2022-10-26,3892481933
2022-10-27,3887740786
2022-10-28,3873517344
2022-10-31,3817097691
2022-11-01,3937522832
2022-11-02,3800977790
2022-11-03,3823735297
2022-11-04,3951746274
2022-11-07,4014803533
2022-11-08,4048939794
2022-11-09,3940367521
2022-11-10,4180743689
2022-11-11,4204449425
2022-11-14,4130961642
2022-11-15,4174106082
2022-11-16,4119108774
2022-11-17,4219146982
2022-11-18,4274618405
2022-11-21,4278885438
2022-11-22,4421593971
2022-11-23,4453359658
2022-11-25,4553871981
2022-11-28,4373234269
2022-11-29,4409266989
2022-11-30,4432498610
2022-12-01,4332934517
2022-12-02,4282678356
2022-12-05,4136651019
2022-12-06,4071697301
2022-12-07,4060792662
2022-12-08,4025234057
2022-12-09,3978296699
2022-12-12,4047043335
2022-12-13,4068852612
2022-12-14,4104885332
2022-12-15,4017648222
2022-12-16,4006743583
2022-12-19,3956487421
2022-12-20,3932781685
2022-12-21,4000580091
2022-12-22,3974977896
2022-12-23,4015277648
2022-12-27,4012907074
2022-12-28,3928988767
2022-12-29,3966917945
2022-12-30,3962176798
2023-01-03,3829812660
2023-01-04,3856247550
2023-01-05,3797812530
2023-01-06,3867841800
2023-01-09,3907262250
2023-01-10,3999552480
2023-01-11,4084886160
2023-01-12,4194799650
2023-01-13,4237466490
2023-01-17,4296365280
2023-01-18,4300539210
2023-01-19,4273176780
2023-01-20,4307031990
2023-01-23,4337177040
2023-01-24,4384017810
2023-01-25,4335321960
2023-01-26,4288944960
2023-01-27,4379843880
2023-01-30,4268075310
2023-01-31,4378452570
2023-02-01,4480945740
2023-02-02,4546801080
2023-02-03,4545873540
2023-02-06,4519902420
2023-02-07,4586685300
2023-02-08,4513873410
2023-02-09,4467960180
2023-02-10,4472134110
2023-02-13,4502742930
2023-02-14,4490684910
2023-02-15,4633062300
2023-02-16,4575091050
2023-02-17,4571844660
2023-02-21,4454974620
2023-02-22,4456829700
2023-02-23,4514800950
2023-02-24,4472597880
2023-02-27,4524076350
2023-02-28,4540772070
2023-03-01,4629352140
2023-03-02,4625641980
2023-03-03,4605236100
2023-03-06,4454510850
2023-03-07,4470279030
2023-03-08,4440133980
2023-03-09,4341350970
