,DGX
2009-04-13,9011338240
2009-04-14,9015043560
2009-04-15,9102118580
2009-04-16,9152140400
2009-04-17,9313321820
2009-04-20,9355933000
2009-04-21,9898762380
2009-04-22,9720907020
2009-04-23,9331848420
2009-04-24,9305911180
2009-04-27,9574546880
2009-04-28,9581957520
2009-04-29,9526377720
2009-04-30,9509703780
2009-05-01,9355933000
2009-05-04,9430039400
2009-05-05,9559725600
2009-05-06,9544904320
2009-05-07,9643095300
2009-05-08,9678295840
2009-05-11,9678295840
2009-05-12,9700527760
2009-05-13,9557872940
2009-05-14,9613452740
2009-05-15,9337406400
2009-05-18,9457829300
2009-05-19,9587515500
2009-05-20,9494882500
2009-05-21,9304058520
2009-05-22,9298500540
2009-05-26,9567136240
2009-05-27,9500440480
2009-05-28,9561578260
2009-05-29,9674590520
2009-06-01,9782044800
2009-06-02,9920994300
2009-06-03,9917288980
2009-06-04,9802424060
2009-06-05,9659769240
2009-06-08,9496735160
2009-06-09,9485619200
2009-06-10,9489324520
2009-06-11,9552314960
2009-06-12,9613452740
2009-06-15,9322585120
2009-06-16,9374459600
2009-06-17,9680148500
2009-06-18,9976574100
2009-06-19,9958047500
2009-06-22,9783897460
2009-06-23,9804276720
2009-06-24,10056238480
2009-06-25,10354516740
2009-06-26,10235946500
2009-06-29,10400833240
2009-06-30,10445193000
2009-07-01,10500723000
2009-07-02,10180500000
2009-07-06,10347090000
2009-07-07,10341537000
2009-07-08,10378557000
2009-07-09,10176798000
2009-07-10,10021314000
2009-07-13,10121268000
2009-07-14,10132374000
2009-07-15,10224924000
2009-07-16,10378557000
2009-07-17,10343388000
2009-07-20,10367451000
2009-07-21,10324878000
2009-07-22,10206414000
2009-07-23,10252689000
2009-07-24,10354494000
2009-07-27,10276752000
2009-07-28,9945423000
2009-07-29,10219371000
2009-07-30,10063887000
2009-07-31,10110162000
2009-08-03,9960231000
2009-08-04,9919509000
2009-08-05,9741813000
2009-08-06,9828810000
2009-08-07,9863979000
2009-08-10,9954678000
2009-08-11,9876936000
2009-08-12,9925062000
2009-08-13,9989847000
2009-08-14,9945423000
2009-08-17,10056483000
2009-08-18,9915807000
2009-08-19,9973188000
2009-08-20,10100907000
2009-08-21,10160139000
2009-08-24,10236030000
2009-08-25,10250838000
2009-08-26,10237881000
2009-08-27,10243434000
2009-08-28,10145331000
2009-08-31,9987996000
2009-09-01,9797343000
2009-09-02,9814002000
2009-09-03,9930615000
2009-09-04,10036122000
2009-09-08,9875085000
2009-09-09,9962082000
2009-09-10,10097205000
2009-09-11,10036122000
2009-09-14,10058334000
2009-09-15,9854724000
2009-09-16,9689985000
2009-09-17,9486375000
2009-09-18,9440100000
2009-09-21,9530799000
2009-09-22,9851022000
2009-09-23,9862128000
2009-09-24,9701091000
2009-09-25,9660369000
2009-09-28,9741813000
2009-09-29,9673326000
2009-09-30,9404638000
2009-10-01,9314538000
2009-10-02,9384816000
2009-10-05,9465906000
2009-10-06,9545194000
2009-10-07,9611868000
2009-10-08,9718186000
2009-10-09,9898386000
2009-10-12,9840722000
2009-10-13,9783058000
2009-10-14,9990288000
2009-10-15,10019120000
2009-10-16,9939832000
2009-10-19,10219142000
2009-10-20,10204726000
2009-10-21,10136250000
2009-10-22,10244370000
2009-10-23,10148864000
2009-10-26,10087596000
2009-10-27,10118230000
2009-10-28,10073180000
2009-10-29,10237162000
2009-10-30,10078586000
2009-11-02,10114626000
2009-11-03,10201122000
2009-11-04,10197518000
2009-11-05,10379520000
2009-11-06,10422768000
2009-11-09,10575938000
2009-11-10,10548908000
2009-11-11,10476828000
2009-11-12,10480432000
2009-11-13,10566928000
2009-11-16,10707484000
2009-11-17,10644414000
2009-11-18,10538096000
2009-11-19,10475026000
2009-11-20,10478630000
2009-11-23,10593958000
2009-11-24,10604770000
2009-11-25,10639008000
2009-11-27,10500254000
2009-11-30,10440788000
2009-12-01,10552512000
2009-12-02,10565126000
2009-12-03,10406550000
2009-12-04,10494848000
2009-12-07,10637206000
2009-12-08,10610176000
2009-12-09,10593958000
2009-12-10,10678652000
2009-12-11,10889486000
2009-12-14,11071488000
2009-12-15,11185014000
2009-12-16,11127350000
2009-12-17,10970576000
2009-12-18,10979586000
2009-12-21,11109330000
2009-12-22,11073290000
2009-12-23,11055270000
2009-12-24,11096716000
2009-12-28,11089508000
2009-12-29,11102122000
2009-12-30,11044458000
2009-12-31,10880476000
2010-01-04,11021032000
2010-01-05,10774158000
2010-01-06,10608374000
2010-01-07,10711088000
2010-01-08,10711088000
2010-01-11,10738118000
2010-01-12,10669642000
2010-01-13,10801188000
2010-01-14,10974180000
2010-01-15,10857050000
2010-01-19,11102122000
2010-01-20,10927328000
2010-01-21,10770554000
2010-01-22,10595760000
2010-01-25,10350688000
2010-01-26,10365104000
2010-01-27,10204726000
2010-01-28,10100210000
2010-01-29,10031734000
2010-02-01,10170488000
2010-02-02,10271400000
2010-02-03,10177696000
2010-02-04,9988486000
2010-02-05,10019120000
2010-02-08,9911000000
2010-02-09,10033536000
2010-02-10,10047952000
2010-02-11,10073180000
2010-02-12,10103814000
2010-02-16,10215538000
2010-02-17,10341678000
2010-02-18,10397540000
2010-02-19,10361500000
2010-02-22,10338074000
2010-02-23,10217340000
2010-02-24,10238964000
2010-02-25,10215538000
2010-02-26,10226350000
2010-03-01,10242568000
2010-03-02,10208330000
2010-03-03,10060566000
2010-03-04,10082190000
2010-03-05,10125438000
2010-03-08,10078586000
2010-03-09,10040744000
2010-03-10,10046150000
2010-03-11,10078586000
2010-03-12,10085794000
2010-03-15,10148864000
2010-03-16,10262390000
2010-03-17,10359698000
2010-03-18,10395738000
2010-03-19,10325460000
2010-03-22,10442590000
2010-03-23,10321856000
2010-03-24,10352490000
2010-03-25,10442590000
2010-03-26,10431778000
2010-03-29,10539898000
2010-03-30,10566928000
2010-03-31,10428081000
2010-04-01,10567623000
2010-04-05,10537210000
2010-04-06,10447760000
2010-04-07,10413769000
2010-04-08,10377989000
2010-04-09,10403035000
2010-04-12,10394090000
2010-04-13,10420925000
2010-04-14,10410191000
2010-04-15,10599825000
2010-04-16,10422714000
2010-04-19,10708954000
2010-04-20,10662440000
2010-04-21,10381567000
2010-04-22,10379778000
2010-04-23,10345787000
2010-04-26,10268860000
2010-04-27,10081015000
2010-04-28,10141841000
2010-04-29,10242025000
2010-04-30,10225924000
2010-05-03,10150786000
2010-05-04,10014822000
2010-05-05,10123951000
2010-05-06,9852023000
2010-05-07,9750050000
2010-05-10,9826977000
2010-05-11,9819821000
2010-05-12,9909271000
2010-05-13,9884225000
2010-05-14,9834133000
2010-05-17,9778674000
2010-05-18,9714270000
2010-05-19,9712481000
2010-05-20,9340369000
2010-05-21,9347525000
2010-05-24,9274176000
2010-05-25,9209772000
2010-05-26,9256286000
2010-05-27,9458443000
2010-05-28,9436975000
2010-06-01,9220506000
2010-06-02,9399406000
2010-06-03,9469177000
2010-06-04,9218717000
2010-06-07,9268809000
2010-06-08,9270598000
2010-06-09,9272387000
2010-06-10,9406562000
2010-06-11,9440553000
2010-06-14,9465599000
2010-06-15,9605141000
2010-06-16,9597985000
2010-06-17,9556838000
2010-06-18,9497801000
2010-06-21,9497801000
2010-06-22,9327846000
2010-06-23,9229451000
2010-06-24,9048762000
2010-06-25,9077386000
2010-06-28,9138212000
2010-06-29,8953945000
2010-06-30,8620164000
2010-07-01,8540492000
2010-07-02,8521440000
2010-07-06,8471211999
2010-07-07,8620164000
2010-07-08,8639216000
2010-07-09,8613236000
2010-07-12,8568204000
2010-07-13,8748332000
2010-07-14,8763920000
2010-07-15,8781240000
2010-07-16,8537028000
2010-07-19,8559544000
2010-07-20,8651340000
2010-07-21,8088440000
2010-07-22,7717792000
2010-07-23,7743772000
2010-07-26,7906580000
2010-07-27,7996644000
2010-07-28,8043408000
2010-07-29,8020892000
2010-07-30,8138668000
2010-08-02,8334384000
2010-08-03,8221804000
2010-08-04,8362096000
2010-08-05,8348240000
2010-08-06,8332652000
2010-08-09,8379416000
2010-08-10,8452159999
2010-08-11,8199288000
2010-08-12,8211411999
2010-08-13,8202752000
2010-08-16,8154256000
2010-08-17,8261640000
2010-08-18,8247784000
2010-08-19,8012232000
2010-08-20,8033016000
2010-08-23,8000108000
2010-08-24,7814784000
2010-08-25,7859816000
2010-08-26,7748968000
2010-08-27,7733380000
2010-08-30,7677956000
2010-08-31,7534200000
2010-09-01,7780144000
2010-09-02,7794000000
2010-09-03,7955076000
2010-09-07,7887528000
2010-09-08,7871940000
2010-09-09,8072852000
2010-09-10,8268568000
2010-09-13,8143864000
2010-09-14,8223535999
2010-09-15,8388076000
2010-09-16,8278959999
2010-09-17,8360364000
2010-09-20,8609772000
2010-09-21,8497192000
2010-09-22,8474676000
2010-09-23,8448696000
2010-09-24,8511048000
2010-09-27,8422716000
2010-09-28,8627092000
2010-09-29,8594184000
2010-09-30,8150905000
2010-10-01,8095995000
2010-10-04,7991019999
2010-10-05,8181589999
2010-10-06,8175130000
2010-10-07,8112144999
2010-10-08,8142830000
2010-10-11,8150905000
2010-10-12,8171900000
2010-10-13,8175130000
2010-10-14,8070155000
2010-10-15,8129910000
2010-10-18,8328555000
2010-10-19,8087920000
2010-10-20,7718085000
2010-10-21,7718085000
2010-10-22,7918345000
2010-10-25,7979714999
2010-10-26,8000710000
2010-10-27,7986175000
2010-10-28,7890890000
2010-10-29,7936110000
2010-11-01,7973255000
2010-11-02,8136370000
2010-11-03,8210660000
2010-11-04,8325325000
2010-11-05,8401230000
2010-11-08,8427070000
2010-11-09,8388310000
2010-11-10,8388310000
2010-11-11,8404460000
2010-11-12,8241345000
2010-11-15,8238115000
2010-11-16,8094380000
2010-11-17,8144445000
2010-11-18,8226810000
2010-11-19,8189665000
2010-11-22,8167055000
2010-11-23,8041085000
2010-11-24,8070155000
2010-11-26,8007170000
2010-11-29,7992635000
2010-11-30,7965180000
2010-12-01,8134755000
2010-12-02,8167055000
2010-12-03,8091150000
2010-12-06,8091150000
2010-12-07,8112144999
2010-12-08,8087920000
2010-12-09,8120220000
2010-12-10,8249420000
2010-12-13,8233269999
2010-12-14,8398000000
2010-12-15,8535275000
2010-12-16,8690315000
2010-12-17,8756530000
2010-12-20,8795290000
2010-12-21,8806595000
2010-12-22,8814670000
2010-12-23,8808210000
2010-12-27,8782370000
2010-12-28,8777525000
2010-12-29,8735535000
2010-12-30,8750070000
2010-12-31,8716155000
2011-01-03,8830820000
2011-01-04,8817900000
2011-01-05,8963250000
2011-01-06,8832435000
2011-01-07,8580495000
2011-01-10,8661245000
2011-01-11,8806595000
2011-01-12,8882500000
2011-01-13,8909955000
2011-01-14,8824360000
2011-01-18,8795290000
2011-01-19,8653170000
2011-01-20,8761375000
2011-01-21,8803365000
2011-01-24,8748455000
2011-01-25,9089220000
2011-01-26,9318550000
2011-01-27,9363770000
2011-01-28,9263640000
2011-01-31,9197425000
2011-02-01,9205500000
2011-02-02,9270100000
2011-02-03,9418680000
2011-02-04,9523655000
2011-02-07,9459055000
2011-02-08,9431600000
2011-02-09,9295940000
2011-02-10,9203885000
2011-02-11,9284635000
2011-02-14,9247490000
2011-02-15,9163510000
2011-02-16,9245875000
2011-02-17,9250720000
2011-02-18,9295940000
2011-02-22,9074685000
2011-02-23,9150590000
2011-02-24,9105370000
2011-02-25,9152205000
2011-02-28,9165125000
2011-03-01,9095680000
2011-03-02,9056920000
2011-03-03,9097295000
2011-03-04,9155435000
2011-03-07,9077915000
2011-03-08,9260410000
2011-03-09,9276560000
2011-03-10,9171585000
2011-03-11,9268485000
2011-03-14,9084375000
2011-03-15,8916415000
2011-03-16,8735535000
2011-03-17,8753300000
2011-03-18,8679010000
2011-03-21,8679010000
2011-03-22,8693545000
2011-03-23,8685470000
2011-03-24,8814670000
2011-03-25,8848585000
2011-03-28,8842125000
2011-03-29,9199040000
2011-03-30,9262025000
2011-03-31,9096672000
2011-04-01,9052544000
2011-04-04,9102976000
2011-04-05,9137648000
2011-04-06,9214872000
2011-04-07,9178624000
2011-04-08,9139224000
2011-04-11,9106128000
2011-04-12,9128192000
2011-04-13,9076184000
2011-04-14,9102976000
2011-04-15,9197536000
2011-04-18,9181776000
2011-04-19,9266880000
2011-04-20,9118736000
2011-04-21,8912280000
2011-04-25,8760984000
2011-04-26,8756256000
2011-04-27,8797232000
2011-04-28,8820872000
2011-04-29,8885488000
2011-05-02,8902824000
2011-05-03,8792504000
2011-05-04,8833480000
2011-05-05,8833480000
2011-05-06,8942224000
2011-05-09,8948528000
2011-05-10,8983200000
2011-05-11,8984776000
2011-05-12,9099824000
2011-05-13,9046240000
2011-05-16,9085640000
2011-05-17,9129768000
2011-05-18,9195960000
2011-05-19,9206992000
2011-05-20,9169168000
2011-05-23,9099824000
2011-05-24,9057272000
2011-05-25,9071456000
2011-05-26,9017872000
2011-05-27,9082488000
2011-05-31,9206992000
2011-06-01,9169168000
2011-06-02,9188080000
2011-06-03,9178624000
2011-06-06,9136072000
2011-06-07,9140800000
2011-06-08,9143952000
2011-06-09,9235360000
2011-06-10,9221176000
2011-06-13,9315736000
2011-06-14,9385080000
2011-06-15,9350408000
2011-06-16,9481216000
2011-06-17,9544256000
2011-06-20,9547408000
2011-06-21,9578928000
2011-06-22,9586808000
2011-06-23,9492248000
2011-06-24,9363016000
2011-06-27,9372472000
2011-06-28,9333072000
2011-06-29,9221176000
2011-06-30,9325980000
2011-07-01,9444330000
2011-07-05,9415926000
2011-07-06,9497982000
2011-07-07,9561102000
2011-07-08,9406458000
2011-07-11,9247080000
2011-07-12,9234456000
2011-07-13,9209208000
2011-07-14,9152400000
2011-07-15,9161868000
2011-07-18,9155556000
2011-07-19,9247080000
2011-07-20,9004068000
2011-07-21,9046674000
2011-07-22,8993022000
2011-07-25,8879406000
2011-07-26,8795772000
2011-07-27,8587476000
2011-07-28,8607990000
2011-07-29,8522778000
2011-08-01,8245050000
2011-08-02,8076204000
2011-08-03,8087250000
2011-08-04,7874220000
2011-08-05,7994147999
2011-08-08,7474986000
2011-08-09,7691172000
2011-08-10,7291938000
2011-08-11,7479720000
2011-08-12,7582290000
2011-08-15,7724310000
2011-08-16,7721154000
2011-08-17,7672236000
2011-08-18,7418178000
2011-08-19,7334543999
2011-08-22,7261956000
2011-08-23,7504968000
2011-08-24,7637520000
2011-08-25,7467096000
2011-08-26,7623318000
2011-08-29,7825302000
2011-08-30,7798476000
2011-08-31,7901046000
2011-09-01,7856862000
2011-09-02,7741668000
2011-09-06,7759026000
2011-09-07,8019396000
2011-09-08,7817412000
2011-09-09,7624896000
2011-09-12,7703796000
2011-09-13,7801632000
2011-09-14,7787430000
2011-09-15,7669080000
2011-09-16,7746402000
2011-09-19,7680126000
2011-09-20,7842660000
2011-09-21,7752714000
2011-09-22,7580712000
2011-09-23,7582290000
2011-09-26,7834770000
2011-09-27,7946808000
2011-09-28,7866330000
2011-09-29,8002038000
2011-09-30,7813688000
2011-10-03,7327707000
2011-10-04,7500254000
2011-10-05,7379946000
2011-10-06,7430602000
2011-10-07,7444849000
2011-10-10,7565157000
2011-10-11,7593651000
2011-10-12,7656971000
2011-10-13,7587319000
2011-10-14,7680716000
2011-10-17,7617396000
2011-10-18,7867510000
2011-10-19,7774113000
2011-10-20,7725040000
2011-10-21,7897587000
2011-10-24,8070133999
2011-10-25,8943950000
2011-10-26,8875881000
2011-10-27,9012019000
2011-10-28,9119663000
2011-10-31,8833140000
2011-11-01,8663759000
2011-11-02,8803063000
2011-11-03,8799897000
2011-11-04,8836306000
2011-11-07,8996189000
2011-11-08,9111748000
2011-11-09,8807812000
2011-11-10,9061092000
2011-11-11,9108582000
2011-11-14,9084837000
2011-11-15,8975610000
2011-11-16,8753990000
2011-11-17,8715998000
2011-11-18,8728662000
2011-11-21,8646346000
2011-11-22,8834723000
2011-11-23,8744492000
2011-11-25,8616269000
2011-11-28,8879047000
2011-11-29,8945533000
2011-11-30,9285878000
2011-12-01,9144991000
2011-12-02,9276380000
2011-12-05,9129161000
2011-12-06,9133910000
2011-12-07,9141825000
2011-12-08,8942367000
2011-12-09,9048428000
2011-12-12,8853719000
2011-12-13,8801480000
2011-12-14,8812561000
2011-12-15,8893294000
2011-12-16,8902792000
2011-12-19,8807812000
2011-12-20,9116497000
2011-12-21,9201979000
2011-12-22,9361862000
2011-12-23,9334951000
2011-12-27,9368194000
2011-12-28,9163987000
2011-12-29,9214643000
2011-12-30,9190898000
2012-01-03,9148157000
2012-01-04,9125995000
2012-01-05,9099084000
2012-01-06,9182983000
2012-01-09,9186149000
2012-01-10,9094335000
2012-01-11,9045262000
2012-01-12,9046845000
2012-01-13,8993023000
2012-01-17,9065841000
2012-01-18,9067424000
2012-01-19,9129161000
2012-01-20,9045262000
2012-01-23,8943950000
2012-01-24,9613559000
2012-01-25,9585065000
2012-01-26,9338117000
2012-01-27,9339700000
2012-01-30,9228890000
2012-01-31,9194064000
2012-02-01,9200396000
2012-02-02,9171902000
2012-02-03,9282712000
2012-02-06,9170319000
2012-02-07,9228890000
2012-02-08,9203562000
2012-02-09,9135493000
2012-02-10,9108582000
2012-02-13,9129161000
2012-02-14,9100667000
2012-02-15,8983525000
2012-02-16,9106999000
2012-02-17,9069007000
2012-02-21,9118080000
2012-02-22,9061092000
2012-02-23,9061092000
2012-02-24,9061092000
2012-02-27,9181400000
2012-02-28,9262133000
2012-02-29,9189315000
2012-03-01,9170319000
2012-03-02,9179817000
2012-03-05,9140242000
2012-03-06,9029432000
2012-03-07,9132327000
2012-03-08,9216226000
2012-03-09,9320704000
2012-03-12,9217809000
2012-03-13,9300125000
2012-03-14,9382441000
2012-03-15,9485336000
2012-03-16,9467923000
2012-03-19,9510664000
2012-03-20,9458425000
2012-03-21,9515413000
2012-03-22,9490085000
2012-03-23,9366611000
2012-03-26,9602478000
2012-03-27,9596146000
2012-03-28,9569235000
2012-03-29,9706956000
2012-03-30,9680045000
2012-04-02,9827000000
2012-04-03,9792130000
2012-04-04,9681180000
2012-04-05,9695445000
2012-04-09,9451355000
2012-04-10,9319800000
2012-04-11,9441845000
2012-04-12,9324555000
2012-04-13,9189830000
2012-04-16,9261155000
2012-04-17,9555965000
2012-04-18,9383200000
2012-04-19,9322970000
2012-04-20,9278590000
2012-04-23,9121675000
2012-04-24,9188245000
2012-04-25,9188245000
2012-04-26,9161300000
2012-04-27,9118505000
2012-04-30,9143865000
2012-05-01,9316630000
2012-05-02,9261155000
2012-05-03,9180320000
2012-05-04,9056690000
2012-05-07,9058275000
2012-05-08,9126430000
2012-05-09,9061445000
2012-05-10,9126430000
2012-05-11,9067785000
2012-05-14,8969515000
2012-05-15,9032915000
2012-05-16,9072540000
2012-05-17,8994875000
2012-05-18,8936230000
2012-05-21,9086805000
2012-05-22,9105825000
2012-05-23,9051935000
2012-05-24,9099485000
2012-05-25,9193000000
2012-05-29,9310290000
2012-05-30,9159715000
2012-05-31,9018650000
2012-06-01,8733350000
2012-06-04,8749200000
2012-06-05,8665195000
2012-06-06,8660440000
2012-06-07,8657270000
2012-06-08,8785655000
2012-06-11,8741275000
2012-06-12,8780900000
2012-06-13,8822110000
2012-06-14,8901360000
2012-06-15,9009140000
2012-06-18,9058275000
2012-06-19,9191415000
2012-06-20,9166055000
2012-06-21,8996460000
2012-06-22,9128015000
2012-06-25,9018650000
2012-06-26,9045595000
2012-06-27,9137525000
2012-06-28,9391125000
2012-06-29,9494150000
2012-07-02,9591520000
2012-07-03,9515296000
2012-07-05,9545468000
2012-07-06,9467656000
2012-07-09,9572464000
2012-07-10,9631220000
2012-07-11,9651864000
2012-07-12,10018692000
2012-07-13,10004400000
2012-07-16,10077448000
2012-07-17,10007576000
2012-07-18,10013928000
2012-07-19,9693152000
2012-07-20,9331088000
2012-07-23,9131000000
2012-07-24,9092888000
2012-07-25,9156408000
2012-07-26,9250100000
2012-07-27,9334264000
2012-07-30,9335852000
2012-07-31,9278684000
2012-08-01,9251688000
2012-08-02,9240572000
2012-08-03,9410488000
2012-08-06,9354908000
2012-08-07,9432720000
2012-08-08,9554996000
2012-08-09,9493064000
2012-08-10,9443836000
2012-08-13,9477184000
2012-08-14,9427956000
2012-08-15,9412076000
2012-08-16,9528000000
2012-08-17,9531176000
2012-08-20,9655040000
2012-08-21,9623280000
2012-08-22,9543880000
2012-08-23,9475596000
2012-08-24,9607400000
2012-08-27,9635984000
2012-08-28,9613752000
2012-08-29,9659804000
2012-08-30,9550232000
2012-08-31,9602636000
2012-09-04,9655040000
2012-09-05,9709032000
2012-09-06,9920236000
2012-09-07,9842424000
2012-09-10,9777316000
2012-09-11,9809076000
2012-09-12,9742380000
2012-09-13,9875772000
2012-09-14,9772552000
2012-09-17,9826544000
2012-09-18,9875772000
2012-09-19,9920236000
2012-09-20,9936116000
2012-09-21,10004400000
2012-09-24,9988520000
2012-09-25,10015516000
2012-09-26,9928176000
2012-09-27,10085388000
2012-09-28,10072684000
2012-10-01,10059993000
2012-10-02,10096494000
2012-10-03,10156800000
2012-10-04,10167908999
2012-10-05,10183779000
2012-10-08,10264716000
2012-10-09,10090146000
2012-10-10,10063167000
2012-10-11,10194888000
2012-10-12,10059993000
2012-10-15,10148865000
2012-10-16,10056819000
2012-10-17,9482325000
2012-10-18,9607698000
2012-10-19,9390279000
2012-10-22,9426780000
2012-10-23,9256971000
2012-10-24,9272841000
2012-10-25,9299820000
2012-10-26,9256971000
2012-10-31,9160164000
2012-11-01,9274428000
2012-11-02,9195078000
2012-11-05,9271254000
2012-11-06,9352191000
2012-11-07,9214122000
2012-11-08,9098271000
2012-11-09,9072879000
2012-11-12,9079227000
2012-11-13,8993529000
2012-11-14,8936397000
2012-11-15,8966550000
2012-11-16,9172860000
2012-11-19,9187143000
2012-11-20,9099858000
2012-11-21,9082401000
2012-11-23,9201426000
2012-11-26,9083988000
2012-11-27,9064944000
2012-11-28,9110967000
2012-11-29,9222057000
2012-11-30,9169686000
2012-12-03,9163338000
2012-12-04,9180795000
2012-12-05,9218883000
2012-12-06,9250623000
2012-12-07,9245862000
2012-12-10,9210948000
2012-12-11,9290298000
2012-12-12,9345843000
2012-12-13,9320451000
2012-12-14,9390279000
2012-12-17,9436302000
2012-12-18,9610872000
2012-12-19,9550566000
2012-12-20,9529935000
2012-12-21,9429954000
2012-12-24,9363300000
2012-12-26,9299820000
2012-12-27,9336321000
2012-12-28,9160164000
2012-12-31,9212487000
2013-01-02,9274146000
2013-01-03,9228297000
2013-01-04,9169800000
2013-01-07,9136599000
2013-01-08,9119208000
2013-01-09,9289956000
2013-01-10,9419598000
2013-01-11,9392721000
2013-01-14,9432246000
2013-01-15,9463866000
2013-01-16,9474933000
2013-01-17,9572955000
2013-01-18,9707340000
2013-01-22,9775323000
2013-01-23,9234621000
2013-01-24,9240945000
2013-01-25,9160314000
2013-01-28,9207744000
2013-01-29,9209325000
2013-01-30,9225135000
2013-01-31,9161895000
2013-02-01,9187191000
2013-02-04,9122370000
2013-02-05,9149247000
2013-02-06,9191934000
2013-02-07,9278889000
2013-02-08,9248850000
2013-02-11,9158733000
2013-02-12,8992728000
2013-02-13,9006957000
2013-02-14,8937393000
2013-02-15,9062292000
2013-02-19,9097074000
2013-02-20,8986404000
2013-02-21,8874153000
2013-02-22,8814075000
2013-02-25,8796684000
2013-02-26,8821980000
2013-02-27,8880477000
2013-02-28,8880477000
2013-03-01,8874153000
2013-03-04,8852019000
2013-03-05,8918421000
2013-03-06,8907354000
2013-03-07,8761902000
2013-03-08,8844114000
2013-03-11,8893125000
2013-03-12,8885220000
2013-03-13,8852019000
2013-03-14,8932650000
2013-03-15,8888382000
2013-03-18,8777712000
2013-03-19,8893125000
2013-03-20,8934231000
2013-03-21,8901030000
2013-03-22,8942136000
2013-03-25,8916840000
2013-03-26,9051225000
2013-03-27,8916840000
2013-03-28,8926326000
2013-04-01,8600064000
2013-04-02,8673360000
2013-04-03,8677941000
2013-04-04,8807736000
2013-04-05,8705427000
2013-04-08,8708481000
2013-04-09,8650455000
2013-04-10,8749710000
2013-04-11,9136041000
2013-04-12,9061218000
2013-04-15,8913099000
2013-04-16,8910045000
2013-04-17,8760399000
2013-04-18,8514552000
2013-04-19,8538984000
2013-04-22,8471795999
2013-04-23,8629077000
2013-04-24,8564943000
2013-04-25,8528295000
2013-04-26,8575631999
2013-04-29,8580213000
2013-04-30,8601591000
2013-05-01,8607699000
2013-05-02,8752764000
2013-05-03,8735967000
2013-05-06,8847438000
2013-05-07,8823006000
2013-05-08,9018462000
2013-05-09,9038313000
2013-05-10,9126879000
2013-05-13,9073434000
2013-05-14,9142149000
2013-05-15,9160473000
2013-05-16,9143676000
2013-05-17,9267363000
2013-05-20,9284160000
2013-05-21,9374253000
2013-05-22,9333024000
2013-05-23,9462819000
2013-05-24,9543750000
2013-05-28,9583452000
2013-05-29,9551385000
2013-05-30,9531534000
2013-05-31,9442968000
2013-06-03,9548331000
2013-06-04,9528480000
2013-06-05,9412428000
2013-06-06,9479616000
2013-06-07,9500994000
2013-06-10,9650640000
2013-06-11,9551385000
2013-06-12,9467400000
2013-06-13,9603303000
2013-06-14,9562074000
2013-06-17,9557493000
2013-06-18,9526953000
2013-06-19,9450603000
2013-06-20,9285687000
2013-06-21,9325389000
2013-06-24,9285687000
2013-06-25,9282633000
2013-06-26,9339132000
2013-06-27,9375780000
2013-06-28,9258201000
2013-07-01,9044816000
2013-07-02,9043320000
2013-07-03,8987968000
2013-07-05,9095680000
2013-07-08,9161504000
2013-07-09,8676800000
2013-07-10,8826400000
2013-07-11,8872776000
2013-07-12,8875768000
2013-07-15,8959544000
2013-07-16,8996944000
2013-07-17,8946080000
2013-07-18,8812936000
2013-07-19,8830888000
2013-07-22,8847344000
2013-07-23,8875768000
2013-07-24,8784512000
2013-07-25,8794984000
2013-07-26,8751600000
2013-07-29,8789000000
2013-07-30,8738136000
2013-07-31,8723176000
2013-08-01,8781520000
2013-08-02,8768056000
2013-08-05,8753096000
2013-08-06,8745616000
2013-08-07,8720184000
2013-08-08,8874272000
2013-08-09,8883248000
2013-08-12,8898208000
2013-08-13,8902696000
2013-08-14,8987968000
2013-08-15,8800968000
2013-08-16,8690264000
2013-08-19,8759080000
2013-08-20,8790496000
2013-08-21,8847344000
2013-08-22,8805456000
2013-08-23,8835376000
2013-08-26,8833880000
2013-08-27,8757584000
2013-08-28,8697744000
2013-08-29,8670816000
2013-08-30,8769552000
2013-09-03,8826400000
2013-09-04,8965528000
2013-09-05,9052296000
2013-09-06,9142056000
2013-09-09,9148040000
2013-09-10,9239296000
2013-09-11,9243784000
2013-09-12,9174968000
2013-09-13,9189928000
2013-09-16,9245280000
2013-09-17,9272208000
2013-09-18,9275200000
2013-09-19,9246776000
2013-09-20,9275200000
2013-09-23,9347008000
2013-09-24,9309608000
2013-09-25,9302128000
2013-09-26,9333544000
2013-09-27,9233312000
2013-09-30,9021340000
2013-10-01,9073900000
2013-10-02,9135220000
2013-10-03,9125000000
2013-10-04,9022800000
2013-10-07,9088500000
2013-10-08,9033020000
2013-10-09,9008200000
2013-10-10,8564359999
2013-10-11,8485520000
2013-10-14,8559980000
2013-10-15,8453400000
2013-10-16,8577500000
2013-10-17,8599400000
2013-10-18,8456320000
2013-10-21,8494280000
2013-10-22,8526400000
2013-10-23,8549760000
2013-10-24,8507420000
2013-10-25,8554140000
2013-10-28,8606700000
2013-10-29,8663640000
2013-10-30,8708900000
2013-10-31,8746860000
2013-11-01,8895780000
2013-11-04,9057840000
2013-11-05,9146900000
2013-11-06,9214060000
2013-11-07,9300200000
2013-11-08,9244720000
2013-11-11,9285600000
2013-11-12,9244720000
2013-11-13,9180480000
2013-11-14,9146900000
2013-11-15,9081200000
2013-11-18,9031560000
2013-11-19,8981920000
2013-11-20,8957100000
2013-11-21,8976080000
2013-11-22,9022800000
2013-11-25,9104560000
