,SWK
2009-04-13,2524185140
2009-04-14,2448824490
2009-04-15,2477382210
2009-04-16,2505146660
2009-04-17,2632863130
2009-04-20,2492454340
2009-04-21,2555122670
2009-04-22,2611444840
2009-04-23,2666973740
2009-04-24,2981901930
2009-04-27,2960483640
2009-04-28,2923993220
2009-04-29,3044570260
2009-04-30,3016805810
2009-05-01,3089786650
2009-05-04,3173873270
2009-05-05,3074714520
2009-05-06,3062815470
2009-05-07,2969209610
2009-05-08,3020772160
2009-05-11,2889089340
2009-05-12,2814521959
2009-05-13,2712983400
2009-05-14,2693151650
2009-05-15,2692358380
2009-05-18,2827214280
2009-05-19,2826421010
2009-05-20,2791517130
2009-05-21,2700291080
2009-05-22,2739954580
2009-05-26,2855772000
2009-05-27,2774065190
2009-05-28,2736781500
2009-05-29,2831973900
2009-06-01,2899401850
2009-06-02,2931132650
2009-06-03,2877190290
2009-06-04,2848632569
2009-06-05,2847046030
2009-06-08,2903368200
2009-06-09,2935892270
2009-06-10,2945411510
2009-06-11,2939065350
2009-06-12,2951757670
2009-06-15,2847839300
2009-06-16,2781204620
2009-06-17,2828800819
2009-06-18,2786757510
2009-06-19,2749473819
2009-06-22,2673319900
2009-06-23,2648728530
2009-06-24,2671733360
2009-06-25,2716156480
2009-06-26,2701877620
2009-06-29,2711396860
2009-06-30,2684425680
2009-07-01,2673319900
2009-07-02,2573367880
2009-07-06,2589299080
2009-07-07,2501336480
2009-07-08,2537321180
2009-07-09,2567708260
2009-07-10,2692455220
2009-07-13,2743633460
2009-07-14,2798810000
2009-07-15,2869979740
2009-07-16,2929954240
2009-07-17,2917959340
2009-07-20,3050702900
2009-07-21,3041106980
2009-07-22,3029112080
2009-07-23,3144263120
2009-07-24,3129869240
2009-07-27,3181847140
2009-07-28,3162655300
2009-07-29,3123471960
2009-07-30,3168252920
2009-07-31,3210634900
2009-08-03,3293799540
2009-08-04,3310592400
2009-08-05,3293799540
2009-08-06,3280205320
2009-08-07,3388959080
2009-08-10,3358572000
2009-08-11,3302595800
2009-08-12,3340179820
2009-08-13,3361770640
2009-08-14,3281004980
2009-08-17,3189843740
2009-08-18,3256215520
2009-08-19,3275407360
2009-08-20,3289801240
2009-08-21,3360171320
2009-08-24,3344977780
2009-08-25,3377763840
2009-08-26,3376164520
2009-08-27,3382561800
2009-08-28,3355373360
2009-08-31,3273008380
2009-09-01,3179448160
2009-09-02,3172251220
2009-09-03,3189044080
2009-09-04,3234624700
2009-09-08,3242621300
2009-09-09,3298597500
2009-09-10,3274607700
2009-09-11,3259414160
2009-09-14,3278606000
2009-09-15,3310592400
2009-09-16,3392957380
2009-09-17,3391358059
2009-09-18,3392957380
2009-09-21,3380962480
2009-09-22,3402553300
2009-09-23,3398555000
2009-09-24,3382561800
2009-09-25,3292200220
2009-09-28,3359371660
2009-09-29,3396955679
2009-09-30,3413748540
2009-10-01,3348176420
2009-10-02,3276207020
2009-10-05,4111014480
2009-10-06,4172547840
2009-10-07,4134455760
2009-10-08,4291707680
2009-10-09,4346404000
2009-10-12,4383519360
2009-10-13,4425518320
2009-10-14,4492912000
2009-10-15,4477284480
2009-10-16,4468494000
2009-10-19,4535887680
2009-10-20,4526120480
2009-10-21,4615002000
2009-10-22,4679465520
2009-10-23,4620862320
2009-10-26,4555422080
2009-10-27,4499749040
2009-10-28,4423564880
2009-10-29,4463610400
2009-10-30,4417704560
2009-11-02,4409890800
2009-11-03,4853321680
2009-11-04,4732208400
2009-11-05,4846484640
2009-11-06,4804485680
2009-11-09,4900204240
2009-11-10,4900204240
2009-11-11,4910948160
2009-11-12,4865042320
2009-11-13,4910948160
2009-11-16,4999829680
2009-11-17,4926575680
2009-11-18,4867972480
2009-11-19,4812299440
2009-11-20,4781044400
2009-11-23,4857228560
2009-11-24,4856251840
2009-11-25,4883600000
2009-11-27,4759556560
2009-11-30,4743929040
2009-12-01,4792765040
2009-12-02,4859182000
2009-12-03,4750766080
2009-12-04,4831833840
2009-12-07,4765416880
2009-12-08,4787881440
2009-12-09,4817183040
2009-12-10,4845507920
2009-12-11,4827926960
2009-12-14,4851368240
2009-12-15,4898250800
2009-12-16,5092618080
2009-12-17,4967597920
2009-12-18,4954900560
2009-12-21,4994946080
2009-12-22,5118012800
2009-12-23,5171732400
2009-12-24,5189313360
2009-12-28,5153174720
2009-12-29,5089687920
2009-12-30,5090664640
2009-12-31,5031084720
2010-01-04,5148291120
2010-01-05,5223498560
2010-01-06,5354379040
2010-01-07,5542886000
2010-01-08,5608326240
2010-01-11,5574141040
2010-01-12,5487212960
2010-01-13,5538979120
2010-01-14,5523351600
2010-01-15,5444237280
2010-01-19,5498933600
2010-01-20,5424702880
2010-01-21,5291868960
2010-01-22,5208847760
2010-01-25,5256707040
2010-01-26,5206894320
2010-01-27,5124849840
2010-01-28,5019364080
2010-01-29,5005690000
2010-02-01,5101408560
2010-02-02,5298706000
2010-02-03,5502840480
2010-02-04,5336798080
2010-02-05,5316286960
2010-02-08,5228382160
2010-02-09,5295775840
2010-02-10,5251823440
2010-02-11,5285031920
2010-02-12,5302612880
2010-02-16,5359262640
2010-02-17,5454004480
2010-02-18,5504793920
2010-02-19,5461818240
2010-02-22,5491119840
2010-02-23,5395401280
2010-02-24,5483306080
2010-02-25,5469632000
2010-02-26,5591722000
2010-03-01,5768508320
2010-03-02,5741160160
2010-03-03,5742136880
2010-03-04,5707951680
2010-03-05,5771438480
2010-03-08,5769485040
2010-03-09,5789019440
2010-03-10,5799763360
2010-03-11,5746043760
2010-03-12,5651301920
2010-03-15,5627860640
2010-03-16,5641534720
2010-03-17,5707951680
2010-03-18,5718695600
2010-03-19,5671813040
2010-03-22,5762648000
2010-03-23,5850552800
2010-03-24,5772415200
2010-03-25,5657162240
2010-03-26,5724555920
2010-03-29,5698184480
2010-03-30,5686463840
2010-03-31,5607349520
2010-04-01,5664976000
2010-04-05,9645427810
2010-04-06,9725222840
2010-04-07,9668226390
2010-04-08,9648684750
2010-04-09,9839215740
2010-04-12,9831073390
2010-04-13,9945066290
2010-04-14,10080229300
2010-04-15,9969493340
2010-04-16,9845729620
2010-04-19,9847358090
2010-04-20,10054173780
2010-04-21,10101399410
2010-04-22,10259361000
2010-04-23,10233305480
2010-04-26,10308215100
2010-04-27,10480832920
2010-04-28,10519916200
2010-04-29,10596454289
2010-04-30,10120941050
2010-05-03,10309843570
2010-05-04,10003691210
2010-05-05,9772448470
2010-05-06,9513521740
2010-05-07,9138973640
2010-05-10,9971121810
2010-05-11,10006948150
2010-05-12,10195850670
2010-05-13,10057430720
2010-05-14,9824559510
2010-05-17,9788733170
2010-05-18,9614486880
2010-05-19,9393014960
2010-05-20,8829564340
2010-05-21,9018466860
2010-05-24,8875161500
2010-05-25,8937043360
2010-05-26,8930529480
2010-05-27,9296935230
2010-05-28,9085234130
2010-06-01,8938671830
2010-06-02,9322990750
2010-06-03,9381615670
2010-06-04,8967984290
2010-06-07,8678116630
2010-06-08,8816536580
2010-06-09,8609720890
2010-06-10,8806765760
2010-06-11,8950071120
2010-06-14,9007067570
2010-06-15,9331133100
2010-06-16,9252966540
2010-06-17,9059178610
2010-06-18,9117803530
2010-06-21,9000553690
2010-06-22,8512012690
2010-06-23,8497356460
2010-06-24,8494099519
2010-06-25,8477814820
2010-06-28,8427332250
2010-06-29,8210745740
2010-06-30,8227030440
2010-07-01,8161891640
2010-07-02,8073954260
2010-07-06,8226648660
2010-07-07,8581445680
2010-07-08,8521760200
2010-07-09,8637815300
2010-07-12,8666000110
2010-07-13,8957795790
2010-07-14,8906399960
2010-07-15,8787029000
2010-07-16,8465390580
2010-07-19,8576471889
2010-07-20,8724027660
2010-07-21,8891478590
2010-07-22,9324198320
2010-07-23,9508228550
2010-07-26,9669047760
2010-07-27,9418700330
2010-07-28,9312592810
2010-07-29,9488333390
2010-07-30,9619309860
2010-08-02,9790076650
2010-08-03,9695574640
2010-08-04,9698890500
2010-08-05,9606046420
2010-08-06,9596098840
2010-08-09,9627599510
2010-08-10,9571229890
2010-08-11,9160063250
2010-08-12,9088772260
2010-08-13,9107009490
2010-08-16,9138510160
2010-08-17,9471754090
2010-08-18,9471754090
2010-08-19,9150115670
2010-08-20,9126904650
2010-08-23,9037376430
2010-08-24,8851688270
2010-08-25,8896452380
2010-08-26,8805266230
2010-08-27,9037376430
2010-08-30,8858319990
2010-08-31,8893136520
2010-09-01,9408752750
2010-09-02,9508228550
2010-09-03,9642520880
2010-09-07,9524807850
2010-09-08,9712153940
2010-09-09,9775155280
2010-09-10,9829866970
2010-09-13,10083530260
2010-09-14,10108399210
2010-09-15,10030476500
2010-09-16,9831524900
2010-09-17,9879604870
2010-09-20,10055345450
2010-09-21,10020528920
2010-09-22,9952553790
2010-09-23,9698890500
2010-09-24,10032134430
2010-09-27,9942606210
2010-09-28,10151505390
2010-09-29,10071924750
2010-09-30,10159795040
2010-10-01,10282481860
2010-10-04,10363367640
2010-10-05,10477103760
2010-10-06,10393474260
2010-10-07,10353332100
2010-10-08,10487139300
2010-10-11,10492157070
2010-10-12,10532299230
2010-10-13,10666106430
2010-10-14,10535644410
2010-10-15,10391801670
2010-10-18,10627636860
2010-10-19,10430271240
2010-10-20,10256321880
2010-10-21,10058956260
2010-10-22,10221197490
2010-10-25,10169347200
2010-10-26,10045575540
2010-10-27,10043902950
2010-10-28,10181055330
2010-10-29,10365040230
2010-11-01,10239595980
2010-11-02,10298136630
2010-11-03,10338278790
2010-11-04,10503865200
2010-11-05,10540662180
2010-11-08,10502192610
2010-11-09,10346641740
2010-11-10,10365040230
2010-11-11,10348314330
2010-11-12,10182727920
2010-11-15,10152621300
2010-11-16,9951910500
2010-11-17,9966963810
2010-11-18,10020486690
2010-11-19,9973654170
2010-11-22,9966963810
2010-11-23,9819775890
2010-11-24,10187745690
2010-11-26,10110806550
2010-11-29,10092408060
2010-11-30,9956928270
2010-12-01,10109133960
2010-12-02,10438634190
2010-12-03,10431943830
2010-12-06,10403509800
2010-12-07,10562405850
2010-12-08,10597530240
2010-12-09,10666106430
2010-12-10,10751408520
2010-12-13,10641017580
2010-12-14,10733010030
2010-12-15,10647707940
2010-12-16,10574113980
2010-12-17,10599202830
2010-12-20,10972190400
2010-12-21,11105997600
2010-12-22,11234787030
2010-12-23,11218061129
2010-12-27,11254858110
2010-12-28,11233114440
2010-12-29,11231441850
2010-12-30,11231441850
2010-12-31,11184609330
2011-01-03,11385320129
2011-01-04,11341832790
2011-01-05,11249840340
2011-01-06,11127741270
2011-01-07,10955464500
2011-01-10,10997279250
2011-01-11,11335142430
2011-01-12,11378629770
2011-01-13,11361903870
2011-01-14,11398700850
2011-01-18,11390337900
2011-01-19,11032403639
2011-01-20,11024040690
2011-01-21,11116033139
2011-01-24,11050802129
2011-01-25,11102652420
2011-01-26,11197990050
2011-01-27,12146348580
2011-01-28,12163074480
2011-01-31,12156384120
2011-02-01,12189835920
2011-02-02,12183145560
2011-02-03,12030939870
2011-02-04,12129622680
2011-02-07,12194853690
2011-02-08,12276810600
2011-02-09,12183145560
2011-02-10,12263429879
2011-02-11,12392219310
2011-02-14,12290191320
2011-02-15,12251721750
2011-02-16,12365457870
2011-02-17,12536062050
2011-02-18,12726737310
2011-02-22,12402254850
2011-02-23,12134640450
2011-02-24,12415635570
2011-02-25,12562823490
2011-02-28,12683249970
2011-03-01,12437379240
2011-03-02,12462468090
2011-03-03,12659833710
2011-03-04,12688267740
2011-03-07,12534389460
2011-03-08,12915739980
2011-03-09,12858871920
2011-03-10,12604638240
2011-03-11,12636417450
2011-03-14,12544425000
2011-03-15,12415635570
2011-03-16,12161401889
2011-03-17,12286846139
2011-03-18,12455777730
2011-03-21,12636417450
2011-03-22,12512645790
2011-03-23,12606310830
2011-03-24,12694958100
2011-03-25,12850508970
2011-03-28,12688267740
2011-03-29,12840473430
2011-03-30,12845491200
2011-03-31,12812039400
2011-04-01,12825420120
2011-04-04,12718202350
2011-04-05,12677853790
2011-04-06,12686259739
2011-04-07,12708115210
2011-04-08,12560170489
2011-04-11,12582025960
2011-04-12,12434081239
2011-04-13,12590431910
2011-04-14,12756869720
2011-04-15,12951887760
2011-04-18,12714839970
2011-04-19,12777044000
2011-04-20,12877915399
2011-04-21,12909858010
2011-04-25,12877915399
2011-04-26,12993917510
2011-04-27,12662723079
2011-04-28,12533271450
2011-04-29,12213845350
2011-05-02,12212164160
2011-05-03,12040682780
2011-05-04,12151641320
2011-05-05,12440806000
2011-05-06,12371877210
2011-05-09,12412225770
2011-05-10,12713158780
2011-05-11,12619012140
2011-05-12,12575301200
2011-05-13,12450893140
2011-05-16,12378601970
2011-05-17,12324803890
2011-05-18,12669447840
2011-05-19,12750144960
2011-05-20,12671129030
2011-05-23,12341615790
2011-05-24,12049088730
2011-05-25,12123061090
2011-05-26,12435762430
2011-05-27,12334891030
2011-05-31,12420631720
2011-06-01,11843983550
2011-06-02,11902825200
2011-06-03,11588442670
2011-06-06,11532963399
2011-06-07,11709488350
2011-06-08,11512789120
2011-06-09,11576674340
2011-06-10,11287509660
2011-06-13,11216899680
2011-06-14,11548094110
2011-06-15,11386699870
2011-06-16,11469078180
2011-06-17,11480846510
2011-06-20,11571630770
2011-06-21,11758242860
2011-06-22,11706125970
2011-06-23,11946536140
2011-06-24,11647284320
2011-06-27,11684270500
2011-06-28,11699401210
2011-06-29,11810359750
2011-06-30,12112973950
2011-07-01,12385326730
2011-07-05,12190691800
2011-07-06,12217085720
2011-07-07,12426587460
2011-07-08,12288019380
2011-07-11,11949847280
2011-07-12,11737046300
2011-07-13,11728798200
2011-07-14,11380728380
2011-07-15,11496201780
2011-07-18,11318042820
2011-07-19,11207518280
2011-07-20,11428567360
2011-07-21,11382378000
2011-07-22,11563836200
2011-07-25,11365881800
2011-07-26,11181124360
2011-07-27,10768719360
2011-07-28,10697785700
2011-07-29,10849550740
2011-08-01,10793463660
2011-08-02,10453641940
2011-08-03,10671391780
2011-08-04,10247439440
2011-08-05,10160009580
2011-08-08,9252718580
2011-08-09,9863077980
2011-08-10,9320353000
2011-08-11,9879574180
2011-08-12,10105572120
2011-08-15,10367861700
2011-08-16,10065981240
2011-08-17,10016492640
2011-08-18,9361593500
2011-08-19,9257667440
2011-08-22,9236222380
2011-08-23,9694816740
2011-08-24,9839983300
2011-08-25,9595839540
2011-08-26,9872975700
2011-08-29,10227644000
2011-08-30,10237541720
2011-08-31,10224344760
2011-09-01,9957106320
2011-09-02,9587591440
2011-09-06,9498511960
2011-09-07,9742655720
2011-09-08,9435826400
2011-09-09,9058063420
2011-09-12,8911247240
2011-09-13,9063012280
2011-09-14,9383038560
2011-09-15,9406133240
2011-09-16,9358294260
2011-09-19,9125697840
2011-09-20,8899699900
2011-09-21,8398215419
2011-09-22,7890132460
2011-09-23,8335529860
2011-09-26,8545031600
2011-09-27,8777628020
2011-09-28,8487294900
2011-09-29,8518637680
2011-09-30,8099634200
2011-10-03,7938572500
2011-10-04,8595047200
2011-10-05,8838551600
2011-10-06,9086991900
2011-10-07,8807290900
2011-10-10,9220261200
2011-10-11,9207098800
2011-10-12,9534513500
2011-10-13,9376564700
2011-10-14,9552611800
2011-10-17,9244940700
2011-10-18,10034684700
2011-10-19,9838894000
2011-10-20,9939257300
2011-10-21,10243637800
2011-10-24,10339065200
2011-10-25,10033039400
2011-10-26,10373616500
2011-10-27,10817847500
2011-10-28,10972505700
2011-10-31,10505240500
2011-11-01,10190988200
2011-11-02,10544727700
2011-11-03,10909984300
2011-11-04,10985668100
2011-11-07,10956052700
2011-11-08,11132099800
2011-11-09,10603958500
2011-11-10,10766843200
2011-11-11,11202847700
2011-11-14,11087676700
2011-11-15,11161715200
2011-11-16,10753680800
2011-11-17,10615475600
2011-11-18,10473979800
2011-11-21,10222248900
2011-11-22,10345646400
2011-11-23,9912932500
2011-11-25,9909641900
2011-11-28,10370325900
2011-11-29,10371971200
2011-11-30,10765197900
2011-12-01,10735582500
2011-12-02,10699385900
2011-12-05,10974151000
2011-12-06,10985668100
2011-12-07,10872142400
2011-12-08,10526629400
2011-12-09,10663189300
2011-12-12,10668125200
2011-12-13,10689514100
2011-12-14,10365390000
2011-12-15,10363744700
2011-12-16,10381843000
2011-12-19,10284770300
2011-12-20,10918210800
2011-12-21,11112356200
2011-12-22,11178168200
2011-12-23,11270305000
2011-12-27,11191330600
2011-12-28,10914920200
2011-12-29,11242334900
2011-12-30,11122228000
2012-01-03,11556587200
2012-01-04,11601010300
2012-01-05,11645433400
2012-01-06,11591138500
2012-01-09,11642142800
2012-01-10,11821480500
2012-01-11,11803382200
2012-01-12,11946523300
2012-01-13,11780348000
2012-01-17,11716181299
2012-01-18,11990946400
2012-01-19,11711245400
2012-01-20,11699728300
2012-01-23,11648724000
2012-01-24,11499001700
2012-01-25,11902100200
2012-01-26,11936651500
2012-01-27,11819835200
2012-01-30,11635561600
2012-01-31,11546715400
2012-02-01,11763895000
2012-02-02,11752377900
2012-02-03,12142314000
2012-02-06,12191673000
2012-02-07,12234450800
2012-02-08,12241032000
2012-02-09,12405562000
2012-02-10,12352912400
2012-02-13,12403916700
2012-02-14,12454921000
2012-02-15,12280519200
2012-02-16,12300262800
2012-02-17,12398980800
2012-02-21,12403916700
2012-02-22,12214707200
2012-02-23,12397335500
2012-02-24,12315070500
2012-02-27,12375946600
2012-02-28,12525668900
2012-02-29,12635904000
2012-03-01,12634258700
2012-03-02,12517442400
2012-03-05,12436822700
2012-03-06,12122570400
2012-03-07,12448339800
2012-03-08,12548703100
2012-03-09,12772463900
2012-03-12,12775754500
2012-03-13,13284152200
2012-03-14,13280861600
2012-03-15,13382870200
2012-03-16,13196951299
2012-03-19,13190370100
2012-03-20,13032421299
2012-03-21,13019258900
2012-03-22,12808660500
2012-03-23,12866246000
2012-03-26,13027485400
2012-03-27,12979771700
2012-03-28,12854728900
2012-03-29,12810305800
2012-03-30,12662228799
2012-04-02,12814804200
2012-04-03,12816445020
2012-04-04,12676975320
2012-04-05,12744248940
2012-04-09,12545709719
2012-04-10,12284819340
2012-04-11,12475154460
2012-04-12,12740967300
2012-04-13,12578526120
2012-04-16,12693383520
2012-04-17,12965759640
2012-04-18,12878796180
2012-04-19,11963218620
2012-04-20,12045259620
2012-04-23,11892663360
2012-04-24,11920557300
2012-04-25,11971422719
2012-04-26,12148631280
2012-04-27,12214264080
2012-04-30,12004239120
2012-05-01,12091202580
2012-05-02,12160117020
2012-05-03,12025569780
2012-05-04,11850002040
2012-05-07,11909071560
2012-05-08,11822108100
2012-05-09,11689201680
2012-05-10,11633413800
2012-05-11,11612083140
2012-05-14,11408621460
2012-05-15,11144449440
2012-05-16,11178906660
2012-05-17,10726040340
2012-05-18,10829412000
2012-05-21,11101788120
2012-05-22,11241257820
2012-05-23,11548091160
2012-05-24,11297045700
2012-05-25,11244539460
2012-05-29,11305249800
2012-05-30,10954114320
2012-05-31,10870432500
2012-06-01,10448741760
2012-06-04,10184569740
2012-06-05,10324039440
2012-06-06,10612823760
2012-06-07,10453664220
2012-06-08,10611182940
2012-06-11,10442178480
2012-06-12,10424129460
2012-06-13,10250202540
2012-06-14,10176365640
2012-06-15,10388031420
2012-06-18,10345370100
2012-06-19,10465149960
2012-06-20,10320757800
2012-06-21,10087761360
2012-06-22,10115655300
2012-06-25,9945010020
2012-06-26,10000797900
2012-06-27,10112373660
2012-06-28,10176365640
2012-06-29,10560317520
2012-07-02,10269999900
2012-07-03,10333566000
2012-07-05,10338455700
2012-07-06,10195024500
2012-07-09,10035294300
2012-07-10,9810368100
2012-07-11,9701164800
2012-07-12,9704424600
2012-07-13,9810368100
2012-07-16,9657157500
2012-07-17,9733762800
2012-07-18,10310747400
2012-07-19,10772009100
2012-07-20,10830685500
2012-07-23,10592720100
2012-07-24,10501445700
2012-07-25,10463958000
2012-07-26,10762229700
2012-07-27,11189263500
2012-07-30,11164815000
2012-07-31,10902401100
2012-08-01,10866543300
2012-08-02,10685624400
2012-08-03,11084949900
2012-08-06,10962707400
2012-08-07,11203932600
2012-08-08,11156665500
2012-08-09,11045832300
2012-08-10,11146886100
2012-08-13,11070280800
2012-08-14,10882842300
2012-08-15,10921959900
2012-08-16,11047462200
2012-08-17,11145256200
2012-08-20,10871433000
2012-08-21,11011604400
2012-08-22,11050722000
2012-08-23,10877952600
2012-08-24,10995305399
2012-08-27,10954557899
2012-08-28,10794827700
2012-08-29,10833945300
2012-08-30,10703553300
2012-08-31,10721482200
2012-09-04,10747560600
2012-09-05,10767119400
2012-09-06,11634226200
2012-09-07,11715721200
2012-09-10,11694532500
2012-09-11,11764618200
2012-09-12,11880341100
2012-09-13,11984654700
2012-09-14,12501333000
2012-09-17,12299225399
2012-09-18,12335083200
2012-09-19,12467105100
2012-09-20,12441026700
2012-09-21,12753967500
2012-09-24,12670842600
2012-09-25,12364421400
2012-09-26,12204691200
2012-09-27,12395389500
2012-09-28,12427987500
2012-10-01,12265008960
2012-10-02,12331105880
2012-10-03,12040924280
2012-10-04,12045760640
2012-10-05,12095736360
2012-10-08,11966766760
2012-10-09,11645954880
2012-10-10,11591142800
2012-10-11,11563736760
2012-10-12,11294512720
2012-10-15,11504088320
2012-10-16,11658851839
2012-10-17,11142973440
2012-10-18,11315470280
2012-10-19,11328367240
2012-10-22,11163931000
2012-10-23,11267106680
2012-10-24,11133300720
2012-10-25,11018840200
2012-10-26,10888258480
2012-10-31,11171991600
2012-11-01,11305797560
2012-11-02,11263882440
2012-11-05,11355773280
2012-11-06,11542779200
2012-11-07,11183276440
2012-11-08,11078488640
2012-11-09,11080100760
2012-11-12,11070428040
2012-11-13,11181664320
2012-11-14,10835058519
2012-11-15,10764125240
2012-11-16,10867300920
2012-11-19,11262270320
2012-11-20,11294512720
2012-11-21,11289676360
2012-11-23,11508924680
2012-11-26,11513761040
2012-11-27,11342876320
2012-11-28,11683033640
2012-11-29,11816839600
2012-11-30,11592754920
2012-12-03,11410585360
2012-12-04,11286452120
2012-12-05,11394464160
2012-12-06,11454112600
2012-12-07,11476682280
2012-12-10,11581470080
2012-12-11,11657239720
2012-12-12,11766863880
2012-12-13,11605651880
2012-12-14,11496027720
2012-12-17,11631445800
2012-12-18,12011906120
2012-12-19,11921627400
2012-12-20,11994172800
2012-12-21,11839409280
2012-12-24,11837797160
2012-12-26,11729785120
2012-12-27,11715276040
2012-12-28,11616936720
2012-12-31,11506181440
2013-01-02,11734842880
2013-01-03,11518625600
2013-01-04,11629067520
2013-01-07,11680399680
2013-01-08,11731731840
2013-01-09,11683510720
2013-01-10,11795508160
2013-01-11,11699065919
2013-01-14,11711510080
2013-01-15,11843729280
2013-01-16,11829729600
2013-01-17,12021058560
2013-01-18,11969726400
2013-01-22,12115945280
2013-01-23,12126833919
2013-01-24,12011725440
2013-01-25,11957282240
2013-01-28,11912172160
2013-01-29,11955726720
2013-01-30,11985281600
2013-01-31,11951060160
2013-02-01,12035058240
2013-02-04,11859284480
2013-02-05,12050613440
2013-02-06,12025725120
2013-02-07,11868617600
2013-02-08,11859284480
2013-02-11,11811063360
2013-02-12,12053724480
2013-02-13,12052168960
2013-02-14,12103501120
2013-02-15,12204609919
2013-02-19,12315051840
2013-02-20,12075501760
2013-02-21,11834396160
2013-02-22,12045946880
2013-02-25,11688177280
2013-02-26,11862395520
2013-02-27,12120611840
2013-02-28,12241942400
2013-03-01,12069279680
2013-03-04,12038169280
2013-03-05,12185943680
2013-03-06,12213943040
2013-03-07,12151722240
2013-03-08,12282385919
2013-03-11,12397494400
2013-03-12,12409938560
2013-03-13,12470603840
2013-03-14,12613711680
2013-03-15,12626155840
2013-03-18,12529713600
2013-03-19,12644822080
2013-03-20,12694598720
2013-03-21,12627711360
2013-03-22,12688376639
2013-03-25,12674376960
2013-03-26,12629266880
2013-03-27,12403716480
2013-03-28,12595045440
2013-04-01,12378759120
2013-04-02,12339993120
2013-04-03,12265562400
2013-04-04,12155466960
2013-04-05,12026763840
2013-04-08,12079485600
2013-04-09,12063979200
2013-04-10,12277967520
2013-04-11,12366354000
2013-04-12,12287271360
2013-04-15,11825180640
2013-04-16,11953883760
2013-04-17,11849990880
2013-04-18,11770908240
2013-04-19,11846889600
2013-04-22,11879453040
2013-04-23,11939928000
2013-04-24,12107397120
2013-04-25,11774009520
2013-04-26,11536761600
2013-04-29,11549166720
2013-04-30,11600337840
2013-05-01,11530559040
2013-05-02,11659262160
2013-05-03,11885655600
2013-05-06,11941478640
2013-05-07,12200435520
2013-05-08,12372556560
2013-05-09,12288822000
2013-05-10,12363252720
2013-05-13,12330689280
2013-05-14,12558633360
2013-05-15,12552430800
2013-05-16,12478000080
2013-05-17,12550880160
2013-05-20,12611355120
2013-05-21,12690437760
2013-05-22,12595848720
2013-05-23,12352398240
2013-05-24,12209739360
2013-05-28,12384961680
2013-05-29,12536924400
2013-05-30,12442335360
2013-05-31,12284170080
2013-06-03,12304328400
2013-06-04,12194232960
2013-06-05,11980244640
2013-06-06,12161669520
2013-06-07,12357050160
2013-06-10,12375657840
2013-06-11,12333790560
2013-06-12,12200435520
2013-06-13,12319834800
2013-06-14,12315182880
2013-06-17,12411322560
2013-06-18,12557082720
2013-06-19,12308980320
2013-06-20,11964738240
2013-06-21,11784864000
2013-06-24,11637553200
2013-06-25,11856193439
2013-06-26,11913567120
2013-06-27,12113599680
2013-06-28,11986447200
2013-07-01,12147619050
2013-07-02,12059244540
2013-07-03,12079400130
2013-07-05,12259250009
2013-07-08,12296460330
2013-07-09,12493364940
2013-07-10,12397238279
2013-07-11,12640655790
2013-07-12,12760038900
2013-07-15,12744534600
2013-07-16,12637554930
2013-07-17,12555382140
2013-07-18,12680966970
2013-07-19,12887174160
2013-07-22,12939888779
2013-07-23,13006557270
2013-07-24,12792597930
2013-07-25,12792597930
2013-07-26,13026712860
2013-07-29,13032914580
2013-07-30,12994153830
2013-07-31,13119738660
2013-08-01,13485640140
2013-08-02,13584867660
2013-08-05,13470135840
2013-08-06,13287185100
2013-08-07,13298038110
2013-08-08,13268579940
2013-08-09,13271680800
2013-08-12,13673242170
2013-08-13,13769368830
2013-08-14,13639132710
2013-08-15,13476337560
2013-08-16,13457732400
2013-08-19,13361605740
2013-08-20,13449980250
2013-08-21,13403467350
2013-08-22,13586418090
2013-08-23,13581766800
2013-08-26,13457732400
2013-08-27,13115087370
2013-08-28,13206562740
2013-08-29,13310441550
2013-08-30,13218966180
2013-09-03,13367807460
2013-09-04,13349202300
2013-09-05,13436026380
2013-09-06,13530602610
2013-09-09,13663939590
2013-09-10,13863945060
2013-09-11,13870146779
2013-09-12,13836037320
2013-09-13,13839138180
2013-09-16,13901155380
2013-09-17,13899604950
2013-09-18,14184884070
2013-09-19,14186434500
2013-09-20,13974025590
2013-09-23,13809680009
2013-09-24,13890302370
2013-09-25,13918210110
2013-09-26,14032941930
2013-09-27,14045345370
2013-09-30,14084721839
2013-10-01,14363088320
2013-10-02,14199800720
2013-10-03,14129820320
2013-10-04,14173363680
2013-10-07,14000745360
2013-10-08,13821906560
2013-10-09,13747260800
2013-10-10,14034958000
2013-10-11,14198245600
2013-10-14,14241788960
2013-10-15,13919879120
2013-10-16,11935546000
2013-10-17,11565427440
2013-10-18,11999305920
2013-10-21,12050624880
2013-10-22,12030408320
2013-10-23,11879561680
2013-10-24,12091058000
2013-10-25,12201471519
2013-10-28,12190585680
2013-10-29,12420743440
2013-10-30,12243459760
2013-10-31,12299444080
2013-11-01,12293223600
2013-11-04,12383420560
2013-11-05,12213912480
2013-11-06,12532712080
2013-11-07,12604247600
2013-11-08,12577810560
2013-11-11,12691334320
2013-11-12,12723991839
2013-11-13,12809523440
2013-11-14,12745763519
2013-11-15,12851511680
2013-11-18,12867062880
2013-11-19,12719326480
2013-11-20,12624464160
2013-11-21,12661787040
2013-11-22,12759759600
2013-11-25,12542042800
