,MCD
2009-04-13,61569503000
2009-04-14,60153986000
2009-04-15,59199335000
2009-04-16,60022310000
2009-04-17,61547557000
2009-04-20,60713609000
2009-04-21,61042799000
2009-04-22,59528525000
2009-04-23,60680690000
2009-04-24,59594363000
2009-04-27,59791877000
2009-04-28,59835769000
2009-04-29,59704093000
2009-04-30,58475117000
2009-05-01,57498520000
2009-05-04,57904521000
2009-05-05,58332468000
2009-05-06,58914037000
2009-05-07,58584847000
2009-05-08,60263716000
2009-05-11,59693120000
2009-05-12,59221281000
2009-05-13,58694577000
2009-05-14,58782361000
2009-05-15,58661658000
2009-05-18,59473660000
2009-05-19,59111551000
2009-05-20,61723125000
2009-05-21,61108637000
2009-05-22,62633884000
2009-05-26,64565132000
2009-05-27,63445886000
2009-05-28,63786049000
2009-05-29,64729727000
2009-06-01,65673405000
2009-06-02,66254974000
2009-06-03,66924327000
2009-06-04,66101352000
2009-06-05,65695351000
2009-06-08,64433456000
2009-06-09,64828484000
2009-06-10,64038428000
2009-06-11,63281291000
2009-06-12,64038428000
2009-06-15,63401994000
2009-06-16,62622911000
2009-06-17,62952101000
2009-06-18,63818968000
2009-06-19,63829941000
2009-06-22,62765560000
2009-06-23,62282748000
2009-06-24,61777990000
2009-06-25,63050858000
2009-06-26,62546100000
2009-06-29,62798479000
2009-06-30,62347905000
2009-07-01,63139590000
2009-07-02,62304525000
2009-07-06,62890155000
2009-07-07,61599600000
2009-07-08,61859880000
2009-07-09,61567065000
2009-07-10,61870725000
2009-07-13,62109315000
2009-07-14,62315370000
2009-07-15,61903260000
2009-07-16,62055090000
2009-07-17,62727480000
2009-07-20,63204660000
2009-07-21,63584235000
2009-07-22,63790290000
2009-07-23,60829605000
2009-07-24,60818760000
2009-07-27,60699465000
2009-07-28,61241715000
2009-07-29,61176645000
2009-07-30,60287355000
2009-07-31,59712570000
2009-08-03,59788485000
2009-08-04,59658345000
2009-08-05,59745105000
2009-08-06,59473980000
2009-08-07,59864400000
2009-08-10,61024815000
2009-08-11,60753690000
2009-08-12,61013970000
2009-08-13,60493410000
2009-08-14,59940315000
2009-08-17,59105250000
2009-08-18,59929470000
2009-08-19,60352425000
2009-08-20,60883830000
2009-08-21,61024815000
2009-08-24,60634395000
2009-08-25,61220025000
2009-08-26,61816500000
2009-08-27,61990020000
2009-08-28,60807915000
2009-08-31,60992280000
2009-09-01,60341580000
2009-09-02,60048765000
2009-09-03,60265665000
2009-09-04,60883830000
2009-09-08,60970590000
2009-09-09,59745105000
2009-09-10,59484825000
2009-09-11,58985955000
2009-09-14,58812435000
2009-09-15,59625810000
2009-09-16,61241715000
2009-09-17,61230870000
2009-09-18,61816500000
2009-09-21,60883830000
2009-09-22,60525945000
2009-09-23,60233130000
2009-09-24,60862140000
2009-09-25,61762275000
2009-09-28,62000865000
2009-09-29,62000865000
2009-09-30,61395739526
2009-10-01,61040726489
2009-10-02,61008452576
2009-10-05,60900872868
2009-10-06,61793784447
2009-10-07,61471045322
2009-10-08,61180580110
2009-10-09,60997694606
2009-10-12,60976178664
2009-10-13,61374223585
2009-10-14,61858332272
2009-10-15,62611390230
2009-10-16,63235352538
2009-10-19,63773251080
2009-10-20,63385964130
2009-10-21,62751243851
2009-10-22,64009926438
2009-10-23,63934620642
2009-10-26,63687187313
2009-10-27,63493543838
2009-10-28,63084740947
2009-10-29,63622639488
2009-10-30,63052467034
2009-11-02,63644155430
2009-11-03,63730219196
2009-11-04,64859806134
2009-11-05,66140004662
2009-11-06,66398195962
2009-11-09,67387929279
2009-11-10,67000642329
2009-11-11,67592330724
2009-11-12,66882304650
2009-11-13,68399178537
2009-11-16,69421185765
2009-11-17,68388420566
2009-11-18,68829497370
2009-11-19,68216293033
2009-11-20,68818739399
2009-11-23,68840255341
2009-11-24,69087688670
2009-11-25,69335121999
2009-11-27,68420694478
2009-11-30,68044165499
2009-12-01,68356146653
2009-12-02,67237317687
2009-12-03,66667145233
2009-12-04,66258342341
2009-12-07,66624113350
2009-12-08,65204061200
2009-12-09,65193303229
2009-12-10,65677411917
2009-12-11,66333648137
2009-12-14,66850030737
2009-12-15,66699419146
2009-12-16,67151253920
2009-12-17,66613355379
2009-12-18,66882304650
2009-12-21,67409445220
2009-12-22,67742942316
2009-12-23,68162503178
2009-12-24,68227051003
2009-12-28,68431452449
2009-12-29,68409936507
2009-12-30,67656878549
2009-12-31,67185440000
2010-01-04,67551280000
2010-01-05,67034800000
2010-01-06,66120200000
2010-01-07,66604400000
2010-01-08,66539840000
2010-01-11,67056320000
2010-01-12,67422160000
2010-01-13,67346840000
2010-01-14,67411400000
2010-01-15,67013280000
2010-01-19,68304480000
2010-01-20,67798760000
2010-01-21,68003200000
2010-01-22,68207640000
2010-01-25,67884840000
2010-01-26,68659560000
2010-01-27,68573480000
2010-01-28,67605080000
2010-01-29,67174680000
2010-02-01,68745640000
2010-02-02,68896280000
2010-02-03,70165960000
2010-02-04,68928560000
2010-02-05,68186120000
2010-02-08,67701920000
2010-02-09,68401320000
2010-02-10,68057000000
2010-02-11,68638040000
2010-02-12,68422840000
2010-02-16,68874760000
2010-02-17,69143760000
2010-02-18,69380480000
2010-02-19,69660240000
2010-02-22,69692520000
2010-02-23,69800120000
2010-02-24,70219760000
2010-02-25,69272880000
2010-02-26,68702600000
2010-03-01,68842480000
2010-03-02,68939320000
2010-03-03,68465880000
2010-03-04,68250680000
2010-03-05,68508920000
2010-03-08,70069120000
2010-03-09,70047600000
2010-03-10,69875440000
2010-03-11,70165960000
2010-03-12,70510280000
2010-03-15,70940680000
2010-03-16,71091320000
2010-03-17,71424880000
2010-03-18,71747680000
2010-03-19,71586280000
2010-03-22,72102760000
2010-03-23,72468600000
2010-03-24,71876800000
2010-03-25,71984400000
2010-03-26,72371760000
2010-03-29,72167320000
2010-03-30,72350240000
2010-03-31,71530512000
2010-04-01,72452518000
2010-04-05,72934963000
2010-04-06,72699101000
2010-04-07,72581170000
2010-04-08,73717596000
2010-04-09,73631828000
2010-04-12,73471013000
2010-04-13,73889132000
2010-04-14,74425182000
2010-04-15,74146436000
2010-04-16,74007063000
2010-04-19,74961232000
2010-04-20,75411514000
2010-04-21,75432956000
2010-04-22,76151263000
2010-04-23,76279915000
2010-04-26,76140542000
2010-04-27,75615213000
2010-04-28,75411514000
2010-04-29,76676592000
2010-04-30,75679539000
2010-05-03,76569382000
2010-05-04,75733144000
2010-05-05,75754586000
2010-05-06,74425182000
2010-05-07,72913521000
2010-05-10,75668818000
2010-05-11,75561608000
2010-05-12,75765307000
2010-05-13,75583050000
2010-05-14,74607439000
2010-05-17,75197094000
2010-05-18,75068442000
2010-05-19,74403740000
2010-05-20,72538286000
2010-05-21,72752706000
2010-05-24,72538286000
2010-05-25,72731264000
2010-05-26,70769321000
2010-05-27,72045120000
2010-05-28,71691327000
2010-06-01,71144556000
2010-06-02,72656217000
2010-06-03,72741985000
2010-06-04,71509070000
2010-06-07,71562675000
2010-06-08,73310198000
2010-06-09,73181546000
2010-06-10,74371577000
2010-06-11,74553834000
2010-06-14,74296530000
2010-06-15,75475840000
2010-06-16,75357909000
2010-06-17,75100605000
2010-06-18,74918348000
2010-06-21,74961232000
2010-06-22,73588944000
2010-06-23,73578223000
2010-06-24,72613333000
2010-06-25,72280982000
2010-06-28,72184493000
2010-06-29,71251766000
2010-06-30,69888070000
2010-07-01,70779310000
2010-07-02,70174540000
2010-07-06,70142710000
2010-07-07,71415910000
2010-07-08,73230220000
2010-07-09,73442420000
2010-07-12,74206340000
2010-07-13,75161240000
2010-07-14,75224900000
2010-07-15,75681130000
2010-07-16,74206340000
2010-07-19,74174510000
2010-07-20,75193070000
2010-07-21,74386710000
2010-07-22,75755400000
2010-07-23,74163900000
2010-07-26,75193070000
2010-07-27,74694400000
2010-07-28,74025970000
2010-07-29,73612180000
2010-07-30,73983530000
2010-08-02,74535250000
2010-08-03,74747450000
2010-08-04,75002090000
2010-08-05,74747450000
2010-08-06,76116140000
2010-08-09,77368120000
2010-08-10,77283240000
2010-08-11,75935770000
2010-08-12,76455660000
2010-08-13,76275290000
2010-08-16,76169190000
2010-08-17,77686420000
2010-08-18,77718250000
2010-08-19,77421170000
2010-08-20,77537880000
2010-08-23,77813740000
2010-08-24,77155920000
2010-08-25,77654590000
2010-08-26,77622760000
2010-08-27,78503390000
2010-08-30,77177140000
2010-08-31,77516660000
2010-09-01,79086940000
2010-09-02,79596220000
2010-09-03,79670490000
2010-09-07,80423800000
2010-09-08,80720880000
2010-09-09,78906570000
2010-09-10,79585610000
2010-09-13,79118770000
2010-09-14,78450340000
2010-09-15,79267310000
2010-09-16,79362800000
2010-09-17,78853520000
2010-09-20,79691710000
2010-09-21,80116110000
2010-09-22,79712930000
2010-09-23,79193040000
2010-09-24,79681100000
2010-09-27,79320360000
2010-09-28,79182430000
2010-09-29,78991450000
2010-09-30,77309841258
2010-10-01,77735247712
2010-10-04,77766375014
2010-10-05,78669066758
2010-10-06,78399296812
2010-10-07,78710569827
2010-10-08,78959588239
2010-10-11,78430424113
2010-10-12,78420048346
2010-10-13,78596436388
2010-10-14,79934910354
2010-10-15,80391444110
2010-10-18,80225431835
2010-10-19,79883031518
2010-10-20,80318813740
2010-10-21,81387517759
2010-10-22,81501651198
2010-10-25,81657287706
2010-10-26,81719542309
2010-10-27,80391444110
2010-10-28,80391444110
2010-10-29,80692341358
2010-11-01,80806474797
2010-11-02,81346014691
2010-11-03,81449772363
2010-11-04,82155324531
2010-11-05,82279833737
2010-11-08,82290209504
2010-11-09,82072318393
2010-11-10,82487349081
2010-11-11,82694864424
2010-11-12,81812924214
2010-11-15,82041191092
2010-11-16,80329189507
2010-11-17,81314887389
2010-11-18,81989312256
2010-11-19,82632609821
2010-11-22,82508100615
2010-11-23,81978936489
2010-11-24,82466597546
2010-11-26,81771421145
2010-11-29,81200753950
2010-11-30,81242257019
2010-12-01,82269457970
2010-12-02,82362839874
2010-12-03,82757119027
2010-12-06,82570355218
2010-12-07,83358913524
2010-12-08,81698790775
2010-12-09,80526329083
2010-12-10,80474450248
2010-12-13,80007540724
2010-12-14,80007540724
2010-12-15,79872655751
2010-12-16,79592510037
2010-12-17,79696267709
2010-12-20,79810401148
2010-12-21,79748146545
2010-12-22,79903783053
2010-12-23,79851904217
2010-12-27,79301988556
2010-12-28,79301988556
2010-12-29,79883031518
2010-12-30,79644388873
2010-12-31,80014624000
2011-01-03,79847840000
2011-01-04,77460744000
2011-01-05,77825584000
2011-01-06,77356504000
2011-01-07,77523288000
2011-01-10,76678944000
2011-01-11,77033360000
2011-01-12,76720640000
2011-01-13,75751208000
2011-01-14,77200144000
2011-01-18,77846432000
2011-01-19,78544840000
2011-01-20,78346784000
2011-01-21,78190424000
2011-01-24,78576112000
2011-01-25,78680352000
2011-01-26,78357208000
2011-01-27,77502440000
2011-01-28,76387072000
2011-01-31,76793608000
2011-02-01,76585128000
2011-02-02,76762336000
2011-02-03,76960392000
2011-02-04,77189720000
2011-02-07,76564280000
2011-02-08,78555264000
2011-02-09,79149432000
2011-02-10,78972224000
2011-02-11,79368336000
2011-02-14,79472576000
2011-02-15,79378760000
2011-02-16,79243248000
2011-02-17,79201552000
2011-02-18,79357912000
2011-02-22,78909680000
2011-02-23,78378056000
2011-02-24,78398904000
2011-02-25,77596256000
2011-02-28,78888832000
2011-03-01,78065336000
2011-03-02,77856856000
2011-03-03,79472576000
2011-03-04,79253672000
2011-03-07,79524696000
2011-03-08,78742896000
2011-03-09,78993072000
2011-03-10,79931232000
2011-03-11,79983352000
2011-03-14,78878408000
2011-03-15,78305088000
2011-03-16,76491312000
2011-03-17,76512160000
2011-03-18,76084776000
2011-03-21,76887424000
2011-03-22,77002088000
2011-03-23,77690072000
2011-03-24,78107032000
2011-03-25,78440600000
2011-03-28,78180000000
2011-03-29,78565688000
2011-03-30,79024344000
2011-03-31,78798804000
2011-04-01,78695244000
2011-04-04,79109484000
2011-04-05,79326960000
2011-04-06,79451232000
2011-04-07,78715956000
2011-04-08,78747024000
2011-04-11,78964500000
2011-04-12,79389096000
2011-04-13,79627284000
2011-04-14,79813692000
2011-04-15,80134728000
2011-04-18,79741200000
2011-04-19,79326960000
2011-04-20,81191040000
2011-04-21,79647996000
2011-04-25,79875828000
2011-04-26,79679064000
2011-04-27,80642172000
2011-04-28,80807868000
2011-04-29,81097836000
2011-05-02,81439584000
2011-05-03,81750264000
2011-05-04,81884892000
2011-05-05,81398160000
2011-05-06,81501720000
2011-05-09,82133436000
2011-05-10,82547676000
2011-05-11,82340556000
2011-05-12,83531496000
2011-05-13,83614344000
2011-05-16,84028584000
2011-05-17,83811108000
2011-05-18,84401400000
2011-05-19,85447356000
2011-05-20,85260948000
2011-05-23,85437000000
2011-05-24,85581984000
2011-05-25,85664832000
2011-05-26,85364508000
2011-05-27,84525672000
2011-05-31,84442824000
2011-06-01,83862888000
2011-06-02,83624700000
2011-06-03,83407224000
2011-06-06,83572920000
2011-06-07,84028584000
2011-06-08,84038940000
2011-06-09,84152856000
2011-06-10,83220816000
2011-06-13,83603988000
2011-06-14,84370332000
2011-06-15,84132144000
2011-06-16,84722436000
2011-06-17,85457712000
2011-06-20,85633764000
2011-06-21,85747680000
2011-06-22,85592340000
2011-06-23,85219524000
2011-06-24,84753504000
2011-06-27,85250592000
2011-06-28,87352860000
2011-06-29,87580692000
2011-06-30,86748416000
2011-07-01,88116720000
2011-07-05,88106432000
2011-07-06,88332768000
2011-07-07,88538528000
2011-07-08,88065280000
2011-07-11,87808080000
2011-07-12,87437712000
2011-07-13,87406848000
2011-07-14,88281328000
2011-07-15,87941824000
2011-07-18,87859520000
2011-07-19,88692848000
2011-07-20,88754576000
2011-07-21,89032352000
2011-07-22,91110528000
2011-07-25,90657856000
2011-07-26,90554976000
2011-07-27,89598192000
2011-07-28,89279264000
2011-07-29,88970624000
2011-08-01,88878032000
2011-08-02,87509728000
2011-08-03,88003552000
2011-08-04,86707264000
2011-08-05,87530304000
2011-08-08,84474768000
2011-08-09,88435648000
2011-08-10,86501504000
2011-08-11,88764864000
2011-08-12,88991200000
2011-08-15,89320416000
2011-08-16,89166096000
2011-08-17,90020000000
2011-08-18,88075568000
2011-08-19,89742224000
2011-08-22,90287488000
2011-08-23,92108464000
2011-08-24,92725744000
2011-08-25,91264848000
2011-08-26,92519984000
2011-08-29,93404752000
2011-08-30,93394464000
2011-08-31,93013808000
2011-09-01,92664016000
2011-09-02,91655792000
2011-09-06,91378016000
2011-09-07,91861552000
2011-09-08,91161968000
2011-09-09,87478864000
2011-09-12,88672272000
2011-09-13,88600256000
2011-09-14,89248400000
2011-09-15,90606416000
2011-09-16,90832752000
2011-09-19,91367728000
2011-09-20,91882128000
2011-09-21,90040576000
2011-09-22,88466512000
2011-09-23,89886256000
2011-09-26,91912992000
2011-09-27,92324512000
2011-09-28,90565264000
2011-09-29,91336864000
2011-09-30,89246625361
2011-10-03,87417384577
2011-10-04,87884857222
2011-10-05,87224298050
2011-10-06,88525091496
2011-10-07,88616553536
2011-10-10,89947834328
2011-10-11,90791317579
2011-10-12,89795397596
2011-10-13,90760830232
2011-10-14,91401064507
2011-10-17,90100271060
2011-10-18,91096191043
2011-10-19,91075866145
2011-10-20,90455956768
2011-10-21,93819727321
2011-10-24,93504691408
2011-10-25,93260792637
2011-10-26,93270955086
2011-10-27,95029058728
2011-10-28,94805484855
2011-10-31,94358337108
2011-11-01,93403066920
2011-11-02,94033138746
2011-11-03,94510773840
2011-11-04,95333932192
2011-11-07,96157090545
2011-11-08,96136765648
2011-11-09,94155088132
2011-11-10,94774997508
2011-11-11,96299364828
2011-11-14,95587993412
2011-11-15,96004653813
2011-11-16,94663210572
2011-11-17,93789239975
2011-11-18,94246550171
2011-11-21,93779077526
2011-11-22,94155088132
2011-11-23,93362417125
2011-11-25,93596153448
2011-11-28,95283119948
2011-11-29,94978246484
2011-11-30,97071710937
2011-12-01,97051386040
2011-12-02,97254635016
2011-12-05,96898949308
2011-12-06,97569670928
2011-12-07,98016818676
2011-12-08,98494453769
2011-12-09,99622485586
2011-12-12,100079795782
2011-12-13,99591998240
2011-12-14,99195662736
2011-12-15,99734272523
2011-12-16,99073713351
2011-12-19,98819652131
2011-12-20,100425319041
2011-12-21,100811492096
2011-12-22,100201745168
2011-12-23,101776924732
2011-12-27,102183422684
2011-12-28,101197665150
2011-12-29,102447646352
2011-12-30,101959848810
2012-01-03,100638888000
2012-01-04,101198898000
2012-01-05,101646906000
2012-01-06,102430920000
2012-01-09,101453448000
2012-01-10,101514540000
2012-01-11,101748726000
2012-01-12,102400374000
2012-01-13,102176370000
2012-01-17,102380010000
2012-01-18,103408392000
2012-01-19,103102932000
2012-01-20,103591668000
2012-01-23,102787290000
2012-01-24,100547250000
2012-01-25,101035986000
2012-01-26,100985076000
2012-01-27,100486158000
2012-01-30,100486158000
2012-01-31,100852710000
2012-02-01,100190880000
2012-02-02,100414884000
2012-02-03,101830182000
2012-02-06,101300718000
2012-02-07,102746562000
2012-02-08,101870910000
2012-02-09,101809818000
2012-02-10,101280354000
2012-02-13,101463630000
2012-02-14,101361810000
2012-02-15,100404702000
2012-02-16,101066532000
2012-02-17,101809818000
2012-02-21,102318918000
2012-02-22,102492012000
2012-02-23,102644742000
2012-02-24,102145824000
2012-02-27,102186552000
2012-02-28,101595996000
2012-02-29,101086896000
2012-03-01,101056350000
2012-03-02,101310900000
2012-03-05,101758908000
2012-03-06,101707998000
2012-03-07,102003276000
2012-03-08,98724672000
2012-03-09,98602488000
2012-03-12,98419212000
2012-03-13,98541396000
2012-03-14,99060678000
2012-03-15,99824328000
2012-03-16,99437412000
2012-03-19,99508686000
2012-03-20,99427230000
2012-03-21,98480304000
2012-03-22,97543560000
2012-03-23,97289010000
2012-03-26,98734854000
2012-03-27,99111588000
2012-03-28,98846856000
2012-03-29,99417048000
2012-03-30,99885420000
2012-04-02,99717368000
2012-04-03,100771720000
2012-04-04,98825224000
2012-04-05,99980956000
2012-04-09,100244544000
2012-04-10,99017846000
2012-04-11,99920128000
2012-04-12,98997570000
2012-04-13,98308186000
2012-04-16,97912804000
2012-04-17,98450118000
2012-04-18,98683292000
2012-04-19,96594864000
2012-04-20,97263972000
2012-04-23,96503622000
2012-04-24,95895342000
2012-04-25,96534036000
2012-04-26,97152454000
2012-04-27,98723844000
2012-04-30,98794810000
2012-05-01,98541360000
2012-05-02,98855638000
2012-05-03,98379152000
2012-05-04,97193006000
2012-05-07,96828038000
2012-05-08,94840990000
2012-05-09,93198634000
2012-05-10,93137806000
2012-05-11,93168220000
2012-05-14,92134144000
2012-05-15,92265938000
2012-05-16,92691734000
2012-05-17,90856756000
2012-05-18,91089930000
2012-05-21,92529526000
2012-05-22,92600492000
2012-05-23,92742424000
2012-05-24,92793114000
2012-05-25,92306490000
2012-05-29,92154420000
2012-05-30,91353518000
2012-05-31,90572892000
2012-06-01,87906598000
2012-06-04,87511216000
2012-06-05,88281704000
2012-06-06,89883508000
2012-06-07,89599644000
2012-06-08,88960950000
2012-06-11,87784942000
2012-06-12,88717638000
2012-06-13,89183986000
2012-06-14,90958136000
2012-06-15,91748900000
2012-06-18,91485312000
2012-06-19,90836480000
2012-06-20,89873370000
2012-06-21,88849432000
2012-06-22,89569230000
2012-06-25,89336056000
2012-06-26,90329580000
2012-06-27,89548954000
2012-06-28,89396884000
2012-06-29,89751714000
2012-07-02,88617288000
2012-07-03,89120338000
2012-07-05,89844730000
2012-07-06,90206926000
2012-07-09,90347780000
2012-07-10,90800525000
2012-07-11,90076133000
2012-07-12,92490773000
2012-07-13,92852969000
2012-07-16,92209065000
2012-07-17,92450529000
2012-07-18,92782542000
2012-07-19,93325836000
2012-07-20,92138638000
2012-07-23,89482534000
2012-07-24,88597166000
2012-07-25,88577044000
2012-07-26,89542900000
2012-07-27,89734059000
2012-07-30,89874913000
2012-07-31,89905096000
2012-08-01,89975523000
2012-08-02,90136499000
2012-08-03,90136499000
2012-08-06,90237109000
2012-08-07,89552961000
2012-08-08,88063933000
2012-08-09,87681615000
2012-08-10,88738020000
2012-08-13,88436190000
2012-08-14,88657532000
2012-08-15,88345641000
2012-08-16,87993506000
2012-08-17,87892896000
2012-08-20,88707837000
2012-08-21,89059972000
2012-08-22,89090155000
2012-08-23,88788325000
2012-08-24,89462412000
2012-08-27,90086194000
2012-08-28,89683754000
2012-08-29,90196865000
2012-08-30,89241070000
2012-08-31,90035889000
2012-09-04,89593205000
2012-09-05,89603266000
2012-09-06,91223087000
2012-09-07,91575222000
2012-09-10,91856930000
2012-09-11,91756320000
2012-09-12,91374002000
2012-09-13,92128577000
2012-09-14,92259370000
2012-09-17,92702054000
2012-09-18,93647788000
2012-09-19,93396263000
2012-09-20,93718215000
2012-09-21,94281631000
2012-09-24,94281631000
2012-09-25,93426446000
2012-09-26,93768520000
2012-09-27,93838947000
2012-09-28,92309675000
2012-10-01,92238373000
2012-10-02,91175511000
2012-10-03,90593945000
2012-10-04,91275781000
2012-10-05,91245700000
2012-10-08,91787158000
2012-10-09,92358697000
2012-10-10,92649480000
2012-10-11,92609372000
2012-10-12,92759777000
2012-10-15,93752450000
2012-10-16,94344043000
2012-10-17,93932936000
2012-10-18,93110722000
2012-10-19,88959544000
2012-10-22,88688815000
2012-10-23,88197492000
2012-10-24,87515656000
2012-10-25,87565791000
2012-10-26,86944117000
2012-10-31,87034360000
2012-11-01,87034360000
2012-11-02,87094522000
2012-11-05,87696142000
2012-11-06,88207519000
2012-11-07,87094522000
2012-11-08,85359851000
2012-11-09,84968798000
2012-11-12,85109176000
2012-11-13,84868528000
2012-11-14,84848474000
2012-11-15,84276935000
2012-11-16,84347124000
2012-11-19,85269608000
2012-11-20,85911336000
2012-11-21,86242227000
2012-11-23,87285035000
2012-11-26,86472848000
2012-11-27,86151984000
2012-11-28,86753604000
2012-11-29,86723523000
2012-11-30,87275008000
2012-12-03,87295062000
2012-12-04,87435440000
2012-12-05,87204819000
2012-12-06,88327843000
2012-12-07,88718896000
2012-12-10,89651407000
2012-12-11,89861974000
2012-12-12,89551137000
2012-12-13,89410759000
2012-12-14,89119976000
2012-12-17,90152757000
2012-12-18,90764404000
2012-12-19,89952217000
2012-12-20,90283108000
2012-12-21,90423486000
2012-12-24,89531083000
2012-12-26,88979598000
2012-12-27,88959544000
2012-12-28,87816466000
2012-12-31,88448167000
2013-01-02,90363324000
2013-01-03,90874701000
2013-01-04,90092595000
2013-01-07,91155457000
2013-01-08,91185538000
2013-01-09,91055187000
2013-01-10,91646780000
2013-01-11,91977671000
2013-01-14,91777131000
2013-01-15,91757077000
2013-01-16,91345970000
2013-01-17,92007752000
2013-01-18,92509102000
2013-01-22,93200965000
2013-01-23,93732396000
2013-01-24,93561937000
2013-01-25,93973044000
2013-01-28,94614772000
2013-01-29,95176284000
2013-01-30,94925609000
2013-01-31,95547283000
2013-02-01,96209065000
2013-02-04,94855420000
2013-02-05,95166257000
2013-02-06,95326689000
2013-02-07,94885501000
2013-02-08,95126149000
2013-02-11,95426959000
2013-02-12,95356770000
2013-02-13,94253800000
2013-02-14,93812612000
2013-02-15,94153530000
2013-02-19,94103395000
2013-02-20,94163557000
2013-02-21,94394178000
2013-02-22,95507175000
2013-02-25,96399578000
2013-02-26,96479794000
2013-02-27,95988471000
2013-02-28,96158930000
2013-03-01,95938336000
2013-03-04,95326689000
2013-03-05,96068687000
2013-03-06,97071387000
2013-03-07,97352143000
2013-03-08,98976517000
2013-03-11,99157003000
2013-03-12,99026652000
2013-03-13,99648326000
2013-03-14,99578137000
2013-03-15,99939109000
2013-03-18,98836139000
2013-03-19,98665680000
2013-03-20,99036679000
2013-03-21,98796031000
2013-03-22,99538029000
2013-03-25,98505248000
2013-03-26,98765950000
2013-03-27,99167030000
2013-03-28,99959163000
2013-04-01,99188670000
2013-04-02,100400364000
2013-04-03,99388950000
2013-04-04,100770882000
2013-04-05,101561988000
2013-04-08,101642100000
2013-04-09,101201484000
2013-04-10,101632086000
2013-04-11,102132786000
2013-04-12,103735026000
2013-04-15,102293010000
2013-04-16,103184256000
2013-04-17,102683556000
2013-04-18,102052674000
2013-04-19,100059888000
2013-04-22,99459048000
2013-04-23,99899664000
2013-04-24,101161428000
2013-04-25,101081316000
2013-04-26,101031246000
2013-04-29,102323052000
2013-04-30,102282996000
2013-05-01,101521932000
2013-05-02,102202884000
2013-05-03,103064088000
2013-05-06,102212898000
2013-05-07,102433206000
2013-05-08,101091330000
2013-05-09,99829566000
2013-05-10,100340280000
2013-05-13,100520532000
2013-05-14,101341680000
2013-05-15,102092730000
2013-05-16,101261568000
2013-05-17,101682156000
2013-05-20,101682156000
2013-05-21,102282996000
2013-05-22,101882436000
2013-05-23,101171442000
2013-05-24,100430406000
2013-05-28,101381736000
2013-05-29,99188670000
2013-05-30,97205898000
2013-05-31,96705198000
2013-06-03,98097144000
2013-06-04,98507718000
2013-06-05,96554988000
2013-06-06,96815352000
2013-06-07,98417592000
2013-06-10,99669342000
2013-06-11,98367522000
2013-06-12,98377536000
2013-06-13,99018432000
2013-06-14,98557788000
2013-06-17,98878236000
2013-06-18,99889650000
2013-06-19,98948334000
2013-06-20,96925506000
2013-06-21,97366122000
2013-06-24,97426206000
2013-06-25,97656528000
2013-06-26,98978376000
2013-06-27,99789510000
2013-06-28,99138600000
2013-07-01,99550486000
2013-07-02,99660189000
2013-07-03,100079055000
2013-07-05,99590378000
2013-07-08,99610324000
2013-07-09,99720027000
2013-07-10,99710054000
2013-07-11,100517867000
2013-07-12,101305734000
2013-07-15,100477975000
2013-07-16,100607624000
2013-07-17,99829730000
2013-07-18,99909514000
2013-07-19,99999271000
2013-07-22,97316534000
2013-07-23,96498748000
2013-07-24,96399018000
2013-07-25,97226777000
2013-07-26,97765319000
2013-07-29,97605751000
2013-07-30,98104401000
2013-07-31,97815184000
2013-08-01,98732700000
2013-08-02,98932160000
2013-08-05,99041863000
2013-08-06,98423537000
2013-08-07,98064509000
2013-08-08,97775292000
2013-08-09,97356426000
2013-08-12,96777992000
2013-08-13,96189585000
2013-08-14,95850503000
2013-08-15,95132447000
2013-08-16,94773419000
2013-08-19,95222204000
2013-08-20,95242150000
2013-08-21,94853203000
2013-08-22,95202258000
2013-08-23,94873149000
2013-08-26,95052663000
2013-08-27,94583932000
2013-08-28,95820584000
2013-08-29,94603878000
2013-08-30,94105228000
2013-09-03,94264796000
2013-09-04,94903068000
2013-09-05,95401718000
2013-09-06,96000098000
2013-09-09,96189585000
2013-09-10,96628397000
2013-09-11,97196858000
2013-09-12,96917614000
2013-09-13,97087155000
2013-09-16,97446183000
2013-09-17,97655616000
2013-09-18,98433510000
2013-09-19,97655616000
2013-09-20,96638370000
2013-09-23,97017344000
2013-09-24,97515994000
2013-09-25,97356426000
2013-09-26,97924887000
2013-09-27,96857776000
2013-09-30,95286384000
2013-10-01,95207152000
2013-10-02,94365312000
2013-10-03,93761168000
2013-10-04,93790880000
2013-10-07,93454144000
2013-10-08,93038176000
2013-10-09,92374608000
2013-10-10,93533376000
2013-10-11,93830496000
2013-10-14,93810688000
2013-10-15,92899520000
2013-10-16,94305888000
2013-10-17,94553488000
2013-10-18,94286080000
2013-10-21,93681936000
2013-10-22,94206848000
2013-10-23,93305584000
2013-10-24,93771072000
2013-10-25,93870112000
2013-10-28,94454448000
2013-10-29,95127920000
2013-10-30,95108112000
2013-10-31,95593408000
2013-11-01,96306496000
2013-11-04,96375824000
2013-11-05,96474864000
2013-11-06,96960160000
2013-11-07,96266880000
2013-11-08,96078704000
2013-11-11,96157936000
2013-11-12,96722464000
2013-11-13,97168144000
2013-11-14,96623424000
2013-11-15,95989568000
2013-11-18,96712560000
2013-11-19,97039392000
2013-11-20,96603616000
2013-11-21,96762080000
2013-11-22,97326608000
2013-11-25,97970368000
