,LHX
2009-04-13,3925266000
2009-04-14,3861570000
2009-04-15,3747448000
2009-04-16,3641288000
2009-04-17,3715600000
2009-04-20,3589535000
2009-04-21,3703657000
2009-04-22,3752756000
2009-04-23,3763372000
2009-04-24,3872186000
2009-04-27,3803182000
2009-04-28,3824414000
2009-04-29,3922612000
2009-04-30,3947825000
2009-05-01,4024791000
2009-05-04,4113700000
2009-05-05,4154837000
2009-05-06,3821760000
2009-05-07,3690387000
2009-05-08,3728870000
2009-05-11,3796547000
2009-05-12,3884129000
2009-05-13,3828395000
2009-05-14,3870859000
2009-05-15,3938536000
2009-05-18,4016829000
2009-05-19,4120335000
2009-05-20,4069909000
2009-05-21,4030099000
2009-05-22,4011521000
2009-05-26,4193320000
2009-05-27,4085833000
2009-05-28,4113700000
2009-05-29,4124316000
2009-06-01,4134932000
2009-06-02,4113700000
2009-06-03,4026118000
2009-06-04,4108392000
2009-06-05,4111046000
2009-06-08,4050004000
2009-06-09,4026118000
2009-06-10,3954460000
2009-06-11,3974365000
2009-06-12,4016829000
2009-06-15,3900053000
2009-06-16,3854935000
2009-06-17,3884129000
2009-06-18,3850954000
2009-06-19,3823087000
2009-06-22,3708965000
2009-06-23,3695695000
2009-06-24,3708965000
2009-06-25,3763372000
2009-06-26,3762045000
2009-06-29,3784604000
2009-06-30,3763372000
2009-07-01,3881475000
2009-07-02,3793893000
2009-07-06,3727304000
2009-07-07,3625818000
2009-07-08,3629772000
2009-07-09,3641634000
2009-07-10,3636362000
2009-07-13,3660086000
2009-07-14,3766844000
2009-07-15,3894690000
2009-07-16,3956636000
2009-07-17,3965862000
2009-07-20,4015946000
2009-07-21,4098980000
2009-07-22,4093708000
2009-07-23,4159608000
2009-07-24,4145110000
2009-07-27,4149064000
2009-07-28,4174106000
2009-07-29,4166198000
2009-07-30,4172788000
2009-07-31,4126658000
2009-08-03,4075256000
2009-08-04,4135884000
2009-08-05,4062076000
2009-08-06,4056804000
2009-08-07,4133248000
2009-08-10,4217600000
2009-08-11,3886782000
2009-08-12,4018582000
2009-08-13,4506242000
2009-08-14,4399484000
2009-08-17,4297998000
2009-08-18,4464066000
2009-08-19,4515468000
2009-08-20,4551054000
2009-08-21,4643314000
2009-08-24,4651222000
2009-08-25,4641996000
2009-08-26,4644632000
2009-08-27,4615636000
2009-08-28,4618272000
2009-08-31,4577414000
2009-09-01,4450886000
2009-09-02,4441660000
2009-09-03,4560280000
2009-09-04,4611682000
2009-09-08,4669674000
2009-09-09,4723712000
2009-09-10,4826516000
2009-09-11,4806746000
2009-09-14,4786976000
2009-09-15,4805428000
2009-09-16,4825198000
2009-09-17,4793566000
2009-09-18,4819926000
2009-09-21,4947772000
2009-09-22,4950408000
2009-09-23,5049258000
2009-09-24,4902960000
2009-09-25,4904278000
2009-09-28,4950408000
2009-09-29,4968860000
2009-09-30,4955680000
2009-10-01,4763252000
2009-10-02,4712400000
2009-10-05,4834137000
2009-10-06,4885188000
2009-10-07,4859008000
2009-10-08,4921840000
2009-10-09,4993835000
2009-10-12,4938857000
2009-10-13,4898278000
2009-10-14,4887806000
2009-10-15,4872098000
2009-10-16,5220292000
2009-10-19,5259562000
2009-10-20,5259562000
2009-10-21,5237309000
2009-10-22,5285742000
2009-10-23,5164005000
2009-10-26,5099864000
2009-10-27,4966346000
2009-10-28,5453294000
2009-10-29,5529216000
2009-10-30,5461148000
2009-11-02,5575031000
2009-11-03,5641790000
2009-11-04,5662734000
2009-11-05,5789707000
2009-11-06,5811960000
2009-11-09,5938933000
2009-11-10,5805415000
2009-11-11,5864320000
2009-11-12,5810651000
2009-11-13,5815887000
2009-11-16,5887882000
2009-11-17,5906208000
2009-11-18,5831595000
2009-11-19,5674515000
2009-11-20,5637863000
2009-11-23,5705931000
2009-11-24,5792325000
2009-11-25,5857775000
2009-11-27,5738656000
2009-11-30,5746510000
2009-12-01,5916680000
2009-12-02,5902281000
2009-12-03,5885264000
2009-12-04,5988675000
2009-12-07,6004383000
2009-12-08,5945478000
2009-12-09,5899663000
2009-12-10,6007001000
2009-12-11,5948096000
2009-12-14,5942860000
2009-12-15,5881337000
2009-12-16,5965113000
2009-12-17,5886573000
2009-12-18,5898354000
2009-12-21,5983439000
2009-12-22,6082923000
2009-12-23,6166699000
2009-12-24,6191570000
2009-12-28,6215132000
2009-12-29,6242621000
2009-12-30,6266183000
2009-12-31,6224295000
2010-01-04,6302232000
2010-01-05,6259200000
2010-01-06,6323096000
2010-01-07,6341352000
2010-01-08,6349176000
2010-01-11,6423504000
2010-01-12,6179656000
2010-01-13,6392208000
2010-01-14,6383080000
2010-01-15,6259200000
2010-01-19,6358304000
2010-01-20,6315272000
2010-01-21,6160096000
2010-01-22,5969712000
2010-01-25,6023176000
2010-01-26,5951456000
2010-01-27,6102720000
2010-01-28,5781936000
2010-01-29,5596768000
2010-02-01,5834096000
2010-02-02,5907120000
2010-02-03,5839312000
2010-02-04,5783240000
2010-02-05,5832792000
2010-02-08,5770200000
2010-02-09,5835400000
2010-02-10,5791064000
2010-02-11,5871912000
2010-02-12,5865392000
2010-02-16,5944936000
2010-02-17,6001008000
2010-02-18,6113152000
2010-02-19,6158792000
2010-02-22,6135320000
2010-02-23,6068816000
2010-02-24,6010136000
2010-02-25,5909728000
2010-02-26,5896688000
2010-03-01,5878432000
2010-03-02,5924072000
2010-03-03,6105328000
2010-03-04,6033608000
2010-03-05,6044040000
2010-03-08,6029696000
2010-03-09,6011440000
2010-03-10,6049256000
2010-03-11,6096200000
2010-03-12,5883648000
2010-03-15,5922768000
2010-03-16,5990576000
2010-03-17,6070120000
2010-03-18,6162704000
2010-03-19,6004920000
2010-03-22,6126192000
2010-03-23,6197912000
2010-03-24,6075336000
2010-03-25,6015352000
2010-03-26,6024480000
2010-03-29,6109240000
2010-03-30,6183568000
2010-03-31,6192696000
2010-04-01,6238336000
2010-04-05,6336136000
2010-04-06,6350480000
2010-04-07,6317880000
2010-04-08,6315272000
2010-04-09,6373952000
2010-04-12,6445672000
2010-04-13,6409160000
2010-04-14,6503048000
2010-04-15,6499136000
2010-04-16,6423504000
2010-04-19,6461320000
2010-04-20,6478272000
2010-04-21,6606064000
2010-04-22,6589112000
2010-04-23,6559120000
2010-04-26,6574768000
2010-04-27,6370040000
2010-04-28,6492616000
2010-04-29,7095064000
2010-04-30,6712992000
2010-05-03,6784712000
2010-05-04,6516088000
2010-05-05,6505656000
2010-05-06,6282672000
2010-05-07,6102720000
2010-05-10,6483488000
2010-05-11,6471752000
2010-05-12,6551296000
2010-05-13,6414376000
2010-05-14,6274848000
2010-05-17,6402640000
2010-05-18,6327008000
2010-05-19,6242248000
2010-05-20,5969712000
2010-05-21,6021872000
2010-05-24,5926680000
2010-05-25,6007528000
2010-05-26,5977536000
2010-05-27,6214864000
2010-05-28,6117064000
2010-06-01,5912336000
2010-06-02,6230512000
2010-06-03,6226600000
2010-06-04,5943632000
2010-06-07,5823664000
2010-06-08,5853656000
2010-06-09,5828880000
2010-06-10,6041432000
2010-06-11,6071424000
2010-06-14,6050560000
2010-06-15,6283976000
2010-06-16,6277456000
2010-06-17,6297016000
2010-06-18,6323096000
2010-06-21,6239640000
2010-06-22,6145752000
2010-06-23,6147056000
2010-06-24,5971016000
2010-06-25,5839312000
2010-06-28,5870608000
2010-06-29,5594160000
2010-06-30,5431160000
2010-07-01,5358136000
2010-07-02,5221624000
2010-07-06,5268540000
2010-07-07,5396608000
2010-07-08,5460008000
2010-07-09,5439720000
2010-07-12,5442256000
2010-07-13,5584272000
2010-07-14,5671764000
2010-07-15,5673032000
2010-07-16,5495512000
2010-07-19,5528480000
2010-07-20,5626116000
2010-07-21,5593148000
2010-07-22,5822656000
2010-07-23,5807440000
2010-07-26,5864500000
2010-07-27,5818852000
2010-07-28,5792224000
2010-07-29,5732628000
2010-07-30,5646404000
2010-08-02,5782080000
2010-08-03,5809976000
2010-08-04,5764328000
2010-08-05,5727556000
2010-08-06,5944384000
2010-08-09,5901272000
2010-08-10,5869572000
2010-08-11,5655280000
2010-08-12,5557644000
2010-08-13,5556376000
2010-08-16,5570324000
2010-08-17,5618508000
2010-08-18,5553840000
2010-08-19,5423236000
2010-08-20,5421968000
2010-08-23,5447328000
2010-08-24,5338280000
2010-08-25,5369980000
2010-08-26,5342084000
2010-08-27,5435916000
2010-08-30,5402948000
2010-08-31,5334476000
2010-09-01,5473956000
2010-09-02,5509460000
2010-09-03,5557644000
2010-09-07,5447328000
2010-09-08,5452400000
2010-09-09,5442256000
2010-09-10,5442256000
2010-09-13,5529748000
2010-09-14,5579200000
2010-09-15,5651476000
2010-09-16,5674300000
2010-09-17,5673032000
2010-09-20,5784616000
2010-09-21,5736432000
2010-09-22,5671764000
2010-09-23,5654012000
2010-09-24,5752916000
2010-09-27,5646404000
2010-09-28,5722484000
2010-09-29,5678104000
2010-09-30,5615972000
2010-10-01,5627730000
2010-10-04,5515679000
2010-10-05,5641579000
2010-10-06,5562262000
2010-10-07,5532046000
2010-10-08,5505607000
2010-10-11,5479168000
2010-10-12,5510643000
2010-10-13,5572334000
2010-10-14,5535823000
2010-10-15,5598773000
2010-10-18,5553449000
2010-10-19,5455247000
2010-10-20,5477909000
2010-10-21,5509384000
2010-10-22,5514420000
2010-10-25,5644097000
2010-10-26,5769997000
2010-10-27,5650392000
2010-10-28,5732227000
2010-10-29,5689421000
2010-11-01,5712083000
2010-11-02,5787623000
2010-11-03,5802731000
2010-11-04,5902192000
2010-11-05,5958847000
2010-11-08,5807767000
2010-11-09,5819098000
2010-11-10,5885825000
2010-11-11,5851832000
2010-11-12,5814062000
2010-11-15,5788882000
2010-11-16,5736004000
2010-11-17,5786364000
2010-11-18,5839242000
2010-11-19,5845537000
2010-11-22,5856868000
2010-11-23,5748594000
2010-11-24,5882048000
2010-11-26,5803990000
2010-11-29,5694457000
2010-11-30,5569816000
2010-12-01,5688162000
2010-12-02,5659205000
2010-12-03,5737263000
2010-12-06,5725932000
2010-12-07,5744817000
2010-12-08,5758666000
2010-12-09,5795177000
2010-12-10,5812803000
2010-12-13,5761184000
2010-12-14,5809026000
2010-12-15,5768738000
2010-12-16,5873235000
2010-12-17,5841760000
2010-12-20,5839242000
2010-12-21,5806508000
2010-12-22,5768738000
2010-12-23,5772515000
2010-12-27,5720896000
2010-12-28,5705788000
2010-12-29,5702011000
2010-12-30,5708306000
2010-12-31,5662500000
2011-01-03,5643750000
2011-01-04,5680000000
2011-01-05,5731250000
2011-01-06,5791250000
2011-01-07,5795000000
2011-01-10,5917500000
2011-01-11,5950000000
2011-01-12,6005000000
2011-01-13,5987500000
2011-01-14,6041250000
2011-01-18,6080000000
2011-01-19,5985000000
2011-01-20,5933750000
2011-01-21,5945000000
2011-01-24,5992500000
2011-01-25,6076250000
2011-01-26,6097500000
2011-01-27,6023750000
2011-01-28,5795000000
2011-01-31,5817500000
2011-02-01,5815000000
2011-02-02,5811250000
2011-02-03,5806250000
2011-02-04,5920000000
2011-02-07,6036250000
2011-02-08,6097500000
2011-02-09,6151250000
2011-02-10,6168750000
2011-02-11,6151250000
2011-02-14,6162500000
2011-02-15,6102500000
2011-02-16,6072500000
2011-02-17,6057500000
2011-02-18,6081250000
2011-02-22,5933750000
2011-02-23,5750000000
2011-02-24,5752500000
2011-02-25,5806250000
2011-02-28,5832500000
2011-03-01,5743750000
2011-03-02,5735000000
2011-03-03,5843750000
2011-03-04,5772500000
2011-03-07,5698750000
2011-03-08,5757500000
2011-03-09,5672500000
2011-03-10,5588750000
2011-03-11,5697500000
2011-03-14,5586250000
2011-03-15,5531250000
2011-03-16,5443750000
2011-03-17,5656250000
2011-03-18,5815000000
2011-03-21,5997500000
2011-03-22,6036250000
2011-03-23,6090000000
2011-03-24,6021250000
2011-03-25,6007500000
2011-03-28,6050000000
2011-03-29,6141250000
2011-03-30,6167500000
2011-03-31,6200000000
2011-04-01,6256250000
2011-04-04,6347500000
2011-04-05,6328750000
2011-04-06,6425000000
2011-04-07,6378750000
2011-04-08,6350000000
2011-04-11,6320000000
2011-04-12,6277500000
2011-04-13,6217500000
2011-04-14,6253750000
2011-04-15,6256250000
2011-04-18,6248750000
2011-04-19,6297500000
2011-04-20,6463750000
2011-04-21,6527500000
2011-04-25,6497500000
2011-04-26,6606250000
2011-04-27,6631250000
2011-04-28,6621250000
2011-04-29,6641250000
2011-05-02,6551250000
2011-05-03,6621250000
2011-05-04,6066250000
2011-05-05,5955000000
2011-05-06,6020000000
2011-05-09,6081250000
2011-05-10,6167500000
2011-05-11,6118750000
2011-05-12,6035000000
2011-05-13,6110000000
2011-05-16,6006250000
2011-05-17,6072500000
2011-05-18,6157500000
2011-05-19,6178750000
2011-05-20,6185000000
2011-05-23,6045000000
2011-05-24,5952500000
2011-05-25,6042500000
2011-05-26,6078750000
2011-05-27,6120000000
2011-05-31,6180000000
2011-06-01,6010000000
2011-06-02,5951250000
2011-06-03,5843750000
2011-06-06,5771250000
2011-06-07,5782500000
2011-06-08,5720000000
2011-06-09,5756250000
2011-06-10,5653750000
2011-06-13,5642500000
2011-06-14,5696250000
2011-06-15,5568750000
2011-06-16,5518750000
2011-06-17,5542500000
2011-06-20,5586250000
2011-06-21,5672500000
2011-06-22,5625000000
2011-06-23,5615000000
2011-06-24,5503750000
2011-06-27,5537500000
2011-06-28,5572500000
2011-06-29,5586250000
2011-06-30,5632500000
2011-07-01,5411340000
2011-07-05,5326992000
2011-07-06,5319864000
2011-07-07,5334120000
2011-07-08,5292540000
2011-07-11,5096520000
2011-07-12,5109588000
2011-07-13,5094144000
2011-07-14,5032368000
2011-07-15,5051376000
2011-07-18,4969404000
2011-07-19,5044248000
2011-07-20,5043060000
2011-07-21,5146416000
2011-07-22,5151168000
2011-07-25,5103648000
2011-07-26,5073948000
2011-07-27,4904064000
2011-07-28,4801896000
2011-07-29,4736556000
2011-08-01,4632012000
2011-08-02,4512024000
2011-08-03,4643892000
2011-08-04,4359960000
2011-08-05,4456188000
2011-08-08,4146120000
2011-08-09,4348080000
2011-08-10,4100976000
2011-08-11,4350456000
2011-08-12,4359960000
2011-08-15,4453812000
2011-08-16,4401540000
2011-08-17,4393224000
2011-08-18,4123548000
2011-08-19,4131864000
2011-08-22,4140180000
2011-08-23,4399164000
2011-08-24,4460940000
2011-08-25,4339764000
2011-08-26,4477572000
2011-08-29,4708044000
2011-08-30,4749624000
2011-08-31,4793580000
2011-09-01,4713984000
2011-09-02,4541724000
2011-09-06,4508460000
2011-09-07,4670028000
2011-09-08,4681908000
2011-09-09,4574988000
2011-09-12,4655772000
2011-09-13,4710420000
2011-09-14,4763880000
2011-09-15,4833972000
2011-09-16,4837536000
2011-09-19,4755564000
2011-09-20,4647456000
2011-09-21,4438368000
2011-09-22,4180571999
2011-09-23,4222152000
2011-09-26,4310064000
2011-09-27,4370652000
2011-09-28,4173444000
2011-09-29,4211460000
2011-09-30,3840708000
2011-10-03,3735051999
2011-10-04,3853072000
2011-10-05,3925008000
2011-10-06,4045276000
2011-10-07,3882296000
2011-10-10,4027292000
2011-10-11,4064383999
2011-10-12,4090236000
2011-10-13,4065508000
2011-10-14,4129576000
2011-10-17,4027292000
2011-10-18,4103724000
2011-10-19,4022796000
2011-10-20,4071128000
2011-10-21,4135196000
2011-10-24,4243100000
2011-10-25,4154304000
2011-10-26,4157676000
2011-10-27,4325152000
2011-10-28,4366740000
2011-10-31,4243100000
2011-11-01,4120583999
2011-11-02,4157676000
2011-11-03,4288060000
2011-11-04,4270076000
2011-11-07,4249844000
2011-11-08,4271200000
2011-11-09,4158800000
2011-11-10,4188024000
2011-11-11,4303796000
2011-11-14,4238604000
2011-11-15,4306044000
2011-11-16,4226240000
2011-11-17,4144187999
2011-11-18,4105972000
2011-11-21,4007060000
2011-11-22,3874428000
2011-11-23,3785632000
2011-11-25,3738424000
2011-11-28,3849700000
2011-11-29,3809236000
2011-11-30,4001440000
2011-12-01,4013804000
2011-12-02,4031787999
2011-12-05,4092483999
2011-12-06,4070004000
2011-12-07,4036283999
2011-12-08,3939619999
2011-12-09,3991324000
2011-12-12,3967719999
2011-12-13,3902528000
2011-12-14,3847451999
2011-12-15,3822724000
2011-12-16,3854196000
2011-12-19,3803616000
2011-12-20,3954232000
2011-12-21,3984580000
2011-12-22,4118336000
2011-12-23,4145312000
2011-12-27,4157676000
2011-12-28,4062136000
2011-12-29,4068880000
2011-12-30,4047292000
2012-01-03,4118041000
2012-01-04,4100073000
2012-01-05,4119164000
2012-01-06,4175314000
2012-01-09,4206758000
2012-01-10,4256170000
2012-01-11,4279753000
2012-01-12,4343764000
2012-01-13,4313443000
2012-01-17,4307828000
2012-01-18,4393176000
2012-01-19,4415636000
2012-01-20,4424620000
2012-01-23,4366224000
2012-01-24,4329165000
2012-01-25,4361732000
2012-01-26,4407775000
2012-01-27,4458310000
2012-01-30,4403283000
2012-01-31,4604300000
2012-02-01,4623391000
2012-02-02,4617776000
2012-02-03,4708739000
2012-02-06,4697509000
2012-02-07,4726707000
2012-02-08,4781734000
2012-02-09,4770504000
2012-02-10,4736814000
2012-02-13,4753659000
2012-02-14,4768258000
2012-02-15,4770504000
2012-02-16,4797456000
2012-02-17,4790718000
2012-02-21,4821039000
2012-02-22,4768258000
2012-02-23,4825531000
2012-02-24,4841253000
2012-02-27,4871574000
2012-02-28,4882804000
2012-02-29,4899649000
2012-03-01,4933339000
2012-03-02,4917617000
2012-03-05,4897403000
2012-03-06,4789595000
2012-03-07,4788472000
2012-03-08,4860344000
2012-03-09,4898526000
2012-03-12,4891788000
2012-03-13,4928847000
2012-03-14,4922109000
2012-03-15,4963660000
2012-03-16,4986120000
2012-03-19,4982751000
2012-03-20,4940077000
2012-03-21,4920986000
2012-03-22,4909756000
2012-03-23,4946815000
2012-03-26,5056869000
2012-03-27,5023179000
2012-03-28,5027671000
2012-03-29,5022056000
2012-03-30,5044452000
2012-04-02,5113830000
2012-04-03,5042214000
2012-04-04,4969479000
2012-04-05,4930314000
2012-04-09,4898982000
2012-04-10,4808343000
2012-04-11,4902339000
2012-04-12,4961646000
2012-04-13,4970598000
2012-04-16,4906815000
2012-04-17,4998573000
2012-04-18,4991859000
2012-04-19,4947099000
2012-04-20,4934790000
2012-04-23,4877721000
2012-04-24,4904577000
2012-04-25,5024310000
2012-04-26,5074665000
2012-04-27,5107116000
2012-04-30,5095926000
2012-05-01,4979550000
2012-05-02,4779249000
2012-05-03,4690848000
2012-05-04,4590138000
2012-05-07,4610280000
2012-05-08,4656159000
2012-05-09,4632660000
2012-05-10,4625946000
2012-05-11,4613637000
2012-05-14,4549854000
2012-05-15,4500618000
2012-05-16,4434597000
2012-05-17,4358505000
2012-05-18,4300317000
2012-05-21,4436835000
2012-05-22,4453620000
2012-05-23,4499499000
2012-05-24,4384242000
2012-05-25,4405503000
2012-05-29,4500618000
2012-05-30,4429002000
2012-05-31,4451382000
2012-06-01,4375290000
2012-06-04,4431240000
2012-06-05,4477119000
2012-06-06,4575591000
2012-06-07,4550973000
2012-06-08,4572234000
2012-06-11,4499499000
2012-06-12,4568877000
2012-06-13,4522998000
2012-06-14,4564401000
2012-06-15,4613637000
2012-06-18,4660635000
2012-06-19,4684134000
2012-06-20,4726656000
2012-06-21,4590138000
2012-06-22,4631541000
2012-06-25,4555449000
2012-06-26,4572234000
2012-06-27,4656159000
2012-06-28,4578948000
2012-06-29,4683015000
2012-07-02,4651683000
2012-07-03,4725537000
2012-07-05,4838556000
2012-07-06,4695324000
2012-07-09,4621470000
2012-07-10,4547616000
2012-07-11,4534188000
2012-07-12,4503975000
2012-07-13,4571115000
2012-07-16,4520760000
2012-07-17,4526355000
2012-07-18,4627065000
2012-07-19,4674063000
2012-07-20,4615875000
2012-07-23,4558806000
2012-07-24,4470405000
2012-07-25,4514046000
2012-07-26,4615875000
2012-07-27,4756869000
2012-07-30,4717704000
2012-07-31,4660635000
2012-08-01,4734489000
2012-08-02,4743441000
2012-08-03,4841913000
2012-08-06,4930314000
2012-08-07,5027667000
2012-08-08,5051166000
2012-08-09,5098164000
2012-08-10,5107116000
2012-08-13,5116068000
2012-08-14,5100402000
2012-08-15,5132853000
2012-08-16,5147400000
2012-08-17,5186565000
2012-08-20,5197755000
2012-08-21,5202231000
2012-08-22,5166423000
2012-08-23,5219016000
2012-08-24,5206707000
2012-08-27,5261538000
2012-08-28,5290632000
2012-08-29,5320845000
2012-08-30,5269371000
2012-08-31,5262657000
2012-09-04,5236920000
2012-09-05,5158590000
2012-09-06,5253705000
2012-09-07,5270490000
2012-09-10,5235801000
2012-09-11,5345463000
2012-09-12,5461839000
2012-09-13,5543526000
2012-09-14,5653188000
2012-09-17,5617380000
2012-09-18,5629689000
2012-09-19,5662140000
2012-09-20,5673330000
2012-09-21,5724804000
2012-09-24,5731518000
2012-09-25,5711376000
2012-09-26,5684520000
2012-09-27,5744946000
2012-09-28,5752006000
2012-10-01,5713824000
2012-10-02,5771097000
2012-10-03,5790188000
2012-10-04,5740776000
2012-10-05,5836231000
2012-10-08,5804787000
2012-10-09,5738530000
2012-10-10,5711578000
2012-10-11,5710455000
2012-10-12,5484732000
2012-10-15,5262378000
2012-10-16,5273608000
2012-10-17,5293822000
2012-10-18,5272485000
2012-10-19,5202859000
2012-10-22,5201736000
2012-10-23,5184891000
2012-10-24,5238795000
2012-10-25,5284838000
2012-10-26,5293822000
2012-10-31,5141094000
2012-11-01,5352218000
2012-11-02,5329758000
2012-11-05,5433074000
2012-11-06,5530775000
2012-11-07,5418475000
2012-11-08,5385908000
2012-11-09,5463395000
2012-11-12,5406122000
2012-11-13,5383662000
2012-11-14,5262378000
2012-11-15,5199490000
2012-11-16,5212966000
2012-11-19,5232057000
2012-11-20,5196121000
2012-11-21,5194998000
2012-11-23,5259009000
2012-11-26,5229811000
2012-11-27,5238795000
2012-11-28,5278100000
2012-11-29,5305052000
2012-11-30,5292699000
2012-12-03,5212966000
2012-12-04,5346603000
2012-12-05,5388154000
2012-12-06,5393769000
2012-12-07,5445427000
2012-12-10,5504946000
2012-12-11,5537513000
2012-12-12,5509438000
2012-12-13,5480240000
2012-12-14,5409491000
2012-12-17,5462272000
2012-12-18,5581310000
2012-12-19,5626230000
2012-12-20,5603770000
2012-12-21,5577941000
2012-12-24,5563342000
2012-12-26,5546497000
2012-12-27,5516176000
2012-12-28,5343086000
2012-12-31,5414976000
2013-01-02,5553226000
2013-01-03,5468064000
2013-01-04,5516728000
2013-01-07,5537742000
2013-01-08,5409446000
2013-01-09,5530000000
2013-01-10,5534424000
2013-01-11,5502350000
2013-01-14,5440414000
2013-01-15,5491290000
2013-01-16,5473594000
2013-01-17,5500138000
2013-01-18,5523364000
2013-01-22,5513410000
2013-01-23,5480230000
2013-01-24,5472488000
2013-01-25,5473594000
2013-01-28,5447050000
2013-01-29,5208154000
2013-01-30,5187140000
2013-01-31,5109720000
2013-02-01,5118568000
2013-02-04,5052208000
2013-02-05,5121886000
2013-02-06,5142900000
2013-02-07,5146218000
2013-02-08,5156172000
2013-02-11,5147324000
2013-02-12,5170550000
2013-02-13,5209260000
2013-02-14,5280044000
2013-02-15,5265666000
2013-02-19,5270090000
2013-02-20,5249076000
2013-02-21,5198200000
2013-02-22,5306588000
2013-02-25,5209260000
2013-02-26,5232486000
2013-02-27,5315436000
2013-02-28,5316542000
2013-03-01,5276726000
2013-03-04,5234698000
2013-03-05,5223638000
2013-03-06,5057738000
2013-03-07,5058844000
2013-03-08,5023452000
2013-03-11,4957092000
2013-03-12,4969258000
2013-03-13,5005756000
2013-03-14,4964834000
2013-03-15,4906216000
2013-03-18,4899580000
2013-03-19,4933866000
2013-03-20,4974788000
2013-03-21,4880778000
2013-03-22,4865294000
2013-03-25,4936078000
2013-03-26,4965940000
2013-03-27,5009074000
2013-03-28,5125204000
2013-04-01,4963112000
2013-04-02,4985750000
2013-04-03,4937240000
2013-04-04,4880106000
2013-04-05,4799256000
2013-04-08,4822972000
2013-04-09,4845610000
2013-04-10,4938318000
2013-04-11,5019168000
2013-04-12,4749668000
2013-04-15,4613840000
2013-04-16,4566408000
2013-04-17,4496338000
2013-04-18,4490948000
2013-04-19,4525444000
2013-04-22,4607372000
2013-04-23,4646180000
2013-04-24,4697924000
2013-04-25,4771228000
2013-04-26,4735654000
2013-04-29,4806802000
2013-04-30,4980360000
2013-05-01,4874716000
2013-05-02,4948020000
2013-05-03,5009466000
2013-05-06,5023480000
2013-05-07,5088160000
2013-05-08,5205662000
2013-05-09,5230456000
2013-05-10,5259562000
2013-05-13,5281122000
2013-05-14,5313462000
2013-05-15,5370596000
2013-05-16,5328554000
2013-05-17,5439588000
2013-05-20,5428808000
2013-05-21,5408326000
2013-05-22,5379220000
2013-05-23,5400780000
2013-05-24,5429886000
2013-05-28,5522594000
2013-05-29,5515048000
2013-05-30,5501034000
2013-05-31,5404014000
2013-06-03,5439588000
2013-06-04,5398624000
2013-06-05,5339334000
2013-06-06,5401858000
2013-06-07,5427730000
2013-06-10,5427730000
2013-06-11,5368440000
2013-06-12,5287590000
2013-06-13,5388922000
2013-06-14,5370596000
2013-06-17,5373830000
2013-06-18,5399702000
2013-06-19,5373830000
2013-06-20,5222910000
2013-06-21,5236924000
2013-06-24,5154996000
2013-06-25,5187336000
2013-06-26,5266030000
2013-06-27,5331788000
2013-06-28,5240200000
2013-07-01,5315744000
2013-07-02,5247648000
2013-07-03,5222112000
2013-07-05,5273184000
2013-07-08,5288080000
2013-07-09,5309360000
2013-07-10,5338088000
2013-07-11,5432784000
2013-07-12,5507264000
2013-07-15,5516840000
2013-07-16,5511520000
2013-07-17,5514712000
2013-07-18,5580680000
2013-07-19,5607280000
2013-07-22,5603024000
2013-07-23,5577488000
2013-07-24,5617920000
2013-07-25,5656224000
2013-07-26,5611536000
2013-07-29,5621112000
2013-07-30,6061608000
2013-07-31,6072248000
2013-08-01,6116936000
2013-08-02,6077568000
2013-08-05,6144600000
2013-08-06,6095656000
2013-08-07,6064800000
2013-08-08,6131832000
2013-08-09,6133960000
2013-08-12,6136088000
2013-08-13,6199928000
2013-08-14,6194608000
2013-08-15,6057352000
2013-08-16,6095656000
2013-08-19,6005216000
2013-08-20,5996704000
2013-08-21,5967976000
2013-08-22,6016920000
2013-08-23,6061608000
2013-08-26,6066928000
2013-08-27,5922224000
2013-08-28,5981808000
2013-08-29,6011600000
2013-08-30,6025432000
2013-09-03,6124384000
2013-09-04,6194608000
2013-09-05,6216952000
2013-09-06,6094592000
2013-09-09,6143536000
2013-09-10,6178648000
2013-09-11,6204184000
2013-09-12,6193544000
2013-09-13,6163752000
2013-09-16,6211632000
2013-09-17,6276536000
2013-09-18,6213760000
2013-09-19,6169072000
2013-09-20,6187160000
2013-09-23,6168008000
2013-09-24,6173328000
2013-09-25,6326544000
2013-09-26,6295688000
2013-09-27,6296149000
2013-09-30,6303590000
2013-10-01,6353551000
2013-10-02,6264259000
2013-10-03,6205794000
2013-10-04,6334417000
2013-10-07,6215361000
2013-10-08,6165400000
2013-10-09,6174967000
2013-10-10,6335480000
2013-10-11,6303590000
2013-10-14,6349299000
2013-10-15,6268511000
2013-10-16,6247251000
2013-10-17,6283393000
2013-10-18,6324850000
2013-10-21,6336543000
2013-10-22,6492804000
2013-10-23,6480048000
2013-10-24,6384378000
2013-10-25,6336543000
2013-10-28,6314220000
2013-10-29,6671388000
2013-10-30,6605482000
2013-10-31,6586348000
2013-11-01,6560836000
2013-11-04,6602293000
2013-11-05,6608671000
2013-11-06,6669262000
2013-11-07,6638435000
2013-11-08,6762806000
2013-11-11,6756428000
2013-11-12,6733042000
2013-11-13,6788318000
2013-11-14,6840404999
2013-11-15,6847846000
2013-11-18,6823397000
2013-11-19,6763869000
2013-11-20,6759617000
2013-11-21,6883988000
2013-11-22,6961586999
2013-11-25,6849972000
