,ROST
2009-04-13,4867975680
2009-04-14,4867975680
2009-04-15,4843037280
2009-04-16,4907877120
2009-04-17,4882938720
2009-04-20,4813111200
2009-04-21,4947778560
2009-04-22,4972716960
2009-04-23,4922840160
2009-04-24,4867975680
2009-04-27,4803135840
2009-04-28,4877951040
2009-04-29,4643530080
2009-04-30,4733308320
2009-05-01,4738296000
2009-05-04,4780642240
2009-05-05,4726316760
2009-05-06,4696684680
2009-05-07,4533708240
2009-05-08,4504076160
2009-05-11,4474444080
2009-05-12,4429995960
2009-05-13,4360854440
2009-05-14,4350977080
2009-05-15,4346038400
2009-05-18,4464566720
2009-05-19,4533708240
2009-05-20,4420118600
2009-05-21,4780642240
2009-05-22,4810274320
2009-05-26,4889293200
2009-05-27,4810274320
2009-05-28,4839906400
2009-05-29,4834967720
2009-06-01,4928802640
2009-06-02,4978189440
2009-06-03,4958434720
2009-06-04,4830029040
2009-06-05,4859661120
2009-06-08,4909047920
2009-06-09,4923863960
2009-06-10,4889293200
2009-06-11,4795458280
2009-06-12,4869538480
2009-06-15,4825090360
2009-06-16,4701623360
2009-06-17,4834967720
2009-06-18,4810274320
2009-06-19,4770764880
2009-06-22,4815213000
2009-06-23,4696684680
2009-06-24,4681868640
2009-06-25,4795458280
2009-06-26,4736194120
2009-06-29,4810274320
2009-06-30,4765826200
2009-07-01,4755948840
2009-07-02,4676929960
2009-07-06,4765826200
2009-07-07,4800396960
2009-07-08,5007821520
2009-07-09,5081901720
2009-07-10,5042392280
2009-07-13,5136227200
2009-07-14,5165859280
2009-07-15,5328835720
2009-07-16,5388099880
2009-07-17,5363406480
2009-07-20,5397977240
2009-07-21,5363406480
2009-07-22,5422670640
2009-07-23,5432548000
2009-07-24,5491812160
2009-07-27,5442425360
2009-07-28,5452302720
2009-07-29,5481934800
2009-07-30,5476996120
2009-07-31,5442425360
2009-08-03,5350322440
2009-08-04,5159414320
2009-08-05,5208365120
2009-08-06,5379692920
2009-08-07,5565705960
2009-08-10,5443328960
2009-08-11,5438433880
2009-08-12,5516755160
2009-08-13,5531440400
2009-08-14,5433538800
2009-08-17,5379692920
2009-08-18,5330742120
2009-08-19,5462909280
2009-08-20,5678292800
2009-08-21,5727243600
2009-08-24,5629342000
2009-08-25,5737033760
2009-08-26,5663607560
2009-08-27,5712558360
2009-08-28,5771299320
2009-08-31,5707663280
2009-09-01,5536335480
2009-09-02,5531440400
2009-09-03,5692978040
2009-09-04,5751719000
2009-09-08,5688082960
2009-09-09,5815355040
2009-09-10,5771299320
2009-09-11,5697873120
2009-09-14,5815355040
2009-09-15,5805564880
2009-09-16,5874096000
2009-09-17,5800669800
2009-09-18,5800669800
2009-09-21,5864305840
2009-09-22,5874096000
2009-09-23,5771299320
2009-09-24,5781089480
2009-09-25,5756614080
2009-09-28,5893676320
2009-09-29,5883886160
2009-09-30,5844725520
2009-10-01,5702768200
2009-10-02,5629342000
2009-10-05,5702768200
2009-10-06,5932836960
2009-10-07,5913256640
2009-10-08,5751719000
2009-10-09,5531440400
2009-10-12,5580391200
2009-10-13,5639132160
2009-10-14,5678292800
2009-10-15,5560810880
2009-10-16,5595076440
2009-10-19,5688082960
2009-10-20,5614656760
2009-10-21,5555915800
2009-10-22,5697873120
2009-10-23,5644027240
2009-10-26,5624446920
2009-10-27,5511860080
2009-10-28,5360112600
2009-10-29,5458014200
2009-10-30,5384588000
2009-11-02,5421337600
2009-11-03,5474582880
2009-11-04,5431018560
2009-11-05,5508466240
2009-11-06,5522987680
2009-11-09,5600435360
2009-11-10,5605275840
2009-11-11,5658521120
2009-11-12,5542349600
2009-11-13,5566552000
2009-11-16,5595594880
2009-11-17,5518147200
2009-11-18,5576232960
2009-11-19,5426178080
2009-11-20,5300325600
2009-11-23,5319687520
2009-11-24,5358411360
2009-11-25,5435859040
2009-11-27,5358411360
2009-11-30,5324528000
2009-12-01,5372932800
2009-12-02,5368092320
2009-12-03,5295485120
2009-12-04,5280963680
2009-12-07,5310006560
2009-12-08,5271282720
2009-12-09,5198675520
2009-12-10,5290644640
2009-12-11,5266442240
2009-12-14,5435859040
2009-12-15,5474582880
2009-12-16,5426178080
2009-12-17,5368092320
2009-12-18,5188994560
2009-12-21,5290644640
2009-12-22,5184154080
2009-12-23,5188994560
2009-12-24,5145430240
2009-12-28,5184154080
2009-12-29,5261601760
2009-12-30,5247080320
2009-12-31,5169632640
2010-01-04,5164792160
2010-01-05,5261601760
2010-01-06,5343889920
2010-01-07,5561711520
2010-01-08,5455220960
2010-01-11,5479423360
2010-01-12,5498785280
2010-01-13,5556871040
2010-01-14,5518147200
2010-01-15,5431018560
2010-01-19,5542349600
2010-01-20,5474582880
2010-01-21,5377773280
2010-01-22,5305166080
2010-01-25,5368092320
2010-01-26,5469742400
2010-01-27,5566552000
2010-01-28,5571392480
2010-01-29,5556871040
2010-02-01,5574445080
2010-02-02,5612790360
2010-02-03,5536099800
2010-02-04,5416270800
2010-02-05,5507340840
2010-02-08,5416270800
2010-02-09,5454616080
2010-02-10,5430650280
2010-02-11,5536099800
2010-02-12,5564858760
2010-02-16,5584031400
2010-02-17,5641549320
2010-02-18,5646342480
2010-02-19,5646342480
2010-02-22,5651135640
2010-02-23,5636756160
2010-02-24,5770964640
2010-02-25,5857241520
2010-02-26,5862034680
2010-03-01,5909966280
2010-03-02,5905173120
2010-03-03,5924345760
2010-03-04,6120865320
2010-03-05,6130451640
2010-03-08,6207142200
2010-03-09,6168796920
2010-03-10,6240694320
2010-03-11,6303005400
2010-03-12,6341350680
2010-03-15,6418041240
2010-03-16,6494731800
2010-03-17,6465972840
2010-03-18,6250280640
2010-03-19,6480352320
2010-03-22,6552249720
2010-03-23,6499524960
2010-03-24,6422834400
2010-03-25,6442007040
2010-03-26,6422834400
2010-03-29,6408454920
2010-03-30,6384489120
2010-03-31,6408454920
2010-04-01,6403661760
2010-04-05,6585801840
2010-04-06,6552249720
2010-04-07,6489938640
2010-04-08,6724803480
2010-04-09,6696044520
2010-04-12,6710424000
2010-04-13,6772735080
2010-04-14,6763148760
2010-04-15,6787114560
2010-04-16,6763148760
2010-04-19,6720010320
2010-04-20,6796700880
2010-04-21,6844632480
2010-04-22,6998013600
2010-04-23,7012393080
2010-04-26,6998013600
2010-04-27,6844632480
2010-04-28,6743976120
2010-04-29,6863805120
2010-04-30,6710424000
2010-05-03,6765799600
2010-05-04,6533314200
2010-05-05,6523825000
2010-05-06,6272361200
2010-05-07,6111044800
2010-05-10,6390976200
2010-05-11,6414699200
2010-05-12,6433677600
2010-05-13,6258127400
2010-05-14,6201192200
2010-05-17,6291339600
2010-05-18,6144257000
2010-05-19,6134767800
2010-05-20,6201192200
2010-05-21,6234404400
2010-05-24,6205936800
2010-05-25,6267616600
2010-05-26,6177469200
2010-05-27,6305573400
2010-05-28,6215426000
2010-06-01,6248638200
2010-06-02,6452656000
2010-06-03,6666163000
2010-06-04,6481123600
2010-06-07,6300828800
2010-06-08,6476379000
2010-06-09,6594994000
2010-06-10,6817990200
2010-06-11,6799011800
2010-06-14,6756310400
2010-06-15,6832224000
2010-06-16,6813245600
2010-06-17,6841713200
2010-06-18,6799011800
2010-06-21,6689886000
2010-06-22,6557037200
2010-06-23,6571271000
2010-06-24,6533314200
2010-06-25,6466889800
2010-06-28,6485868200
2010-06-29,6334041000
2010-06-30,6319807200
2010-07-01,6495357400
2010-07-02,6433677600
2010-07-06,6481123600
2010-07-07,6566526400
2010-07-08,6409954600
2010-07-09,6414699200
2010-07-12,6376742400
2010-07-13,6443166800
2010-07-14,6428933000
2010-07-15,6500102000
2010-07-16,6291339600
2010-07-19,6334041000
2010-07-20,6452656000
2010-07-21,6343530200
2010-07-22,6504846600
2010-07-23,6599738600
2010-07-26,6628206200
2010-07-27,6419443800
2010-07-28,6315062600
2010-07-29,6210681400
2010-07-30,6248638200
2010-08-02,6160932960
2010-08-03,6076664880
2010-08-04,6193703880
2010-08-05,5926854960
2010-08-06,5880039360
2010-08-09,6015804600
2010-08-10,5968989000
2010-08-11,5828542200
2010-08-12,5809815960
2010-08-13,5739592560
2010-08-16,5781726600
2010-08-17,5814497520
2010-08-18,5959625880
2010-08-19,5884720920
2010-08-20,5828542200
2010-08-23,5912810280
2010-08-24,5809815960
2010-08-25,5950262760
2010-08-26,5870676240
2010-08-27,5964307440
2010-08-30,5894084040
2010-08-31,5809815960
2010-09-01,5983033680
2010-09-02,6109435800
2010-09-03,6156251400
2010-09-07,6039212400
2010-09-08,6057938640
2010-09-09,6057938640
2010-09-10,6104754240
2010-09-13,6193703880
2010-09-14,6277971960
2010-09-15,6329469120
2010-09-16,6320106000
2010-09-17,6310742880
2010-09-20,6380966280
2010-09-21,6306061320
2010-09-22,6423100320
2010-09-23,6540139320
2010-09-24,6605681160
2010-09-27,6488642160
2010-09-28,6572910240
2010-09-29,6516731520
2010-09-30,6399692520
2010-10-01,6441826560
2010-10-04,6371603160
2010-10-05,6348195360
2010-10-06,6357558480
2010-10-07,6488642160
2010-10-08,6526094640
2010-10-11,6563547120
2010-10-12,6572910240
2010-10-13,6530776200
2010-10-14,6549502440
2010-10-15,6647815200
2010-10-18,6685267680
2010-10-19,6615044280
2010-10-20,6694630800
2010-10-21,6727401720
2010-10-22,6746127960
2010-10-25,6839759160
2010-10-26,6849122280
2010-10-27,6858485400
2010-10-28,6830396040
2010-10-29,6905301000
2010-11-01,6901680000
2010-11-02,7063800000
2010-11-03,7003584000
2010-11-04,7369512000
2010-11-05,7438991999
2010-11-08,7392672000
2010-11-09,7281504000
2010-11-10,7425096000
2010-11-11,7480679999
2010-11-12,7397304000
2010-11-15,7369512000
2010-11-16,7360248000
2010-11-17,7573320000
2010-11-18,7346352000
2010-11-19,7415832000
2010-11-22,7508472000
2010-11-23,7425096000
2010-11-24,7596479999
2010-11-26,7605744000
2010-11-29,7438991999
2010-11-30,7513103999
2010-12-01,7596479999
2010-12-02,7596479999
2010-12-03,7540896000
2010-12-06,7499208000
2010-12-07,7513103999
2010-12-08,7452888000
2010-12-09,7591848000
2010-12-10,7540896000
2010-12-13,7332456000
2010-12-14,7313928000
2010-12-15,7216656000
2010-12-16,7411200000
2010-12-17,7290768000
2010-12-20,7267608000
2010-12-21,7309296000
2010-12-22,7337088000
2010-12-23,7337088000
2010-12-27,7313928000
2010-12-28,7327824000
2010-12-29,7355616000
2010-12-30,7392672000
2010-12-31,7323192000
2011-01-03,7397304000
2011-01-04,7202760000
2011-01-05,7253712000
2011-01-06,7383408000
2011-01-07,7406568000
2011-01-10,7443624000
2011-01-11,7466784000
2011-01-12,7420464000
2011-01-13,7388040000
2011-01-14,7392672000
2011-01-18,7388040000
2011-01-19,7499208000
2011-01-20,7536264000
2011-01-21,7517736000
2011-01-24,7587216000
2011-01-25,7652064000
2011-01-26,7703016000
2011-01-27,7758600000
2011-01-28,7582584000
2011-01-31,7482612800
2011-02-01,7528518399
2011-02-02,7441297760
2011-02-03,7872810399
2011-02-04,8019708319
2011-02-07,7969212160
2011-02-08,8024298880
2011-02-09,7978393280
2011-02-10,8139062880
2011-02-11,8235464640
2011-02-14,8116110080
2011-02-15,8111519520
2011-02-16,8166606240
2011-02-17,8166606240
2011-02-18,8244645760
2011-02-22,8116110080
2011-02-23,8061023359
2011-02-24,8134472319
2011-02-25,8226283520
2011-02-28,8267598560
2011-03-01,8207921280
2011-03-02,8267598560
2011-03-03,8308913600
2011-03-04,8253826880
2011-03-07,8111519520
2011-03-08,8184968479
2011-03-09,8180377920
2011-03-10,8097747840
2011-03-11,8230874080
2011-03-14,8088566720
2011-03-15,8015117760
2011-03-16,7937078240
2011-03-17,8010527200
2011-03-18,7987574399
2011-03-21,7872810399
2011-03-22,7803952000
2011-03-23,7909534880
2011-03-24,8001346080
2011-03-25,8061023359
2011-03-28,8042661120
2011-03-29,8051842240
2011-03-30,8230874080
2011-03-31,8162015680
2011-04-01,8212511840
2011-04-04,8184968479
2011-04-05,8313504160
2011-04-06,8240055200
2011-04-07,8134472319
2011-04-08,8102338399
2011-04-11,8175787359
2011-04-12,8175787359
2011-04-13,8203330720
2011-04-14,8120700640
2011-04-15,8171196800
2011-04-18,8120700640
2011-04-19,8097747840
2011-04-20,8318094720
2011-04-21,8290551359
2011-04-25,8318094720
2011-04-26,8322685280
2011-04-27,8373181439
2011-04-28,8497126560
2011-04-29,8455811520
2011-05-02,8342056800
2011-05-03,8337510720
2011-05-04,8346602880
2011-05-05,8928501120
2011-05-06,8887586400
2011-05-09,8933047200
2011-05-10,9064883520
2011-05-11,9214904160
2011-05-12,9369470880
2011-05-13,9392201280
2011-05-16,9292187520
2011-05-17,9205812000
2011-05-18,9305825760
2011-05-19,9183081600
2011-05-20,9183081600
2011-05-23,9137620800
2011-05-24,9046699200
2011-05-25,9223996320
2011-05-26,9342194400
2011-05-27,9287641440
2011-05-31,9314917920
2011-06-01,9173989440
2011-06-02,9105798240
2011-06-03,8992146240
2011-06-06,8855763840
2011-06-07,8892132480
2011-06-08,8823941280
2011-06-09,8828487360
2011-06-10,8664828480
2011-06-13,8687558880
2011-06-14,8723927520
2011-06-15,8592091200
2011-06-16,8532992160
2011-06-17,8546630400
2011-06-20,8651190240
2011-06-21,8892132480
2011-06-22,8892132480
2011-06-23,8987600160
2011-06-24,8819395200
2011-06-27,8883040320
2011-06-28,9128528640
2011-06-29,9019422720
2011-06-30,9105798240
2011-07-01,9237634560
2011-07-05,9228542400
2011-07-06,9214904160
2011-07-07,9237634560
2011-07-08,9101252160
2011-07-11,8973961920
2011-07-12,8960323680
2011-07-13,8923955040
2011-07-14,8837579520
2011-07-15,8828487360
2011-07-18,8773934400
2011-07-19,8833033440
2011-07-20,8778480480
2011-07-21,8846671680
2011-07-22,8883040320
2011-07-25,8714835360
2011-07-26,8819395200
2011-07-27,8564814720
2011-07-28,8655736320
2011-07-29,8610275520
2011-08-01,8568446399
2011-08-02,8316961600
2011-08-03,8554974000
2011-08-04,8361869600
2011-08-05,8258581200
2011-08-08,7831955200
2011-08-09,7971170000
2011-08-10,7688249600
2011-08-11,7980151600
2011-08-12,8047513600
2011-08-15,8087930800
2011-08-16,8195710000
2011-08-17,8060986000
2011-08-18,7953206800
2011-08-19,7863390800
2011-08-22,7957697599
2011-08-23,8267562800
2011-08-24,8298998400
2011-08-25,8056495200
2011-08-26,8267562800
2011-08-29,8478630400
2011-08-30,8581918800
2011-08-31,8595391200
2011-09-01,8393305200
2011-09-02,8263071999
2011-09-06,8298998400
2011-09-07,8487611999
2011-09-08,8415759199
2011-09-09,8316961600
2011-09-12,8510066000
2011-09-13,8644790000
2011-09-14,8640299200
2011-09-15,8869330000
2011-09-16,9057943600
2011-09-19,9120814800
2011-09-20,9111833200
2011-09-21,8950164400
2011-09-22,8801968000
2011-09-23,8927710400
2011-09-26,9089379200
2011-09-27,9044471200
2011-09-28,8914238000
2011-09-29,8801968000
2011-09-30,8833403600
2011-10-03,8577428000
2011-10-04,8662753200
2011-10-05,8784004800
2011-10-06,9066925200
2011-10-07,9206140000
2011-10-10,9462115600
2011-10-11,9538459200
2011-10-12,9372299600
2011-10-13,9358827200
2011-10-14,9542950000
2011-10-17,9381281200
2011-10-18,9524986800
2011-10-19,9583367200
2011-10-20,9547440800
2011-10-21,9789944000
2011-10-24,9861796800
2011-10-25,9839342800
2011-10-26,9655220000
2011-10-27,9924668000
2011-10-28,9830361200
2011-10-31,9749420100
2011-11-01,9673843200
2011-11-02,9629386200
2011-11-03,9913911000
2011-11-04,9936139500
2011-11-07,9962813700
2011-11-08,10038390600
2011-11-09,9629386200
2011-11-10,9789431400
2011-11-11,9976150800
2011-11-14,9891682500
2011-11-15,9989487900
2011-11-16,9767202900
2011-11-17,9664951800
2011-11-18,9571592100
2011-11-21,9660506100
2011-11-22,9602712000
2011-11-23,9487123800
2011-11-25,9496015200
2011-11-28,9727191600
2011-11-29,9936139500
2011-11-30,9900573900
2011-12-01,10256229900
2011-12-02,10274012700
2011-12-05,10371818100
2011-12-06,10336252500
2011-12-07,10345143900
2011-12-08,10260675600
2011-12-09,10402938000
2011-12-12,10394046600
2011-12-13,10322915400
2011-12-14,10318469700
2011-12-15,10318469700
2011-12-16,10447395000
2011-12-19,10282904100
2011-12-20,10638560100
2011-12-21,10629668700
2011-12-22,10594103100
2011-12-23,10723028400
2011-12-27,10887519300
2011-12-28,10776376800
2011-12-29,10794159600
2011-12-30,10567428900
2012-01-03,10509634800
2012-01-04,10585211700
2012-01-05,11207609700
2012-01-06,11278740900
2012-01-09,11198718300
2012-01-10,11185381200
2012-01-11,11269849500
2012-01-12,11367654900
2012-01-13,11367654900
2012-01-17,11483243100
2012-01-18,11447677500
2012-01-19,11367654900
2012-01-20,11456568900
2012-01-23,11496580200
2012-01-24,11563265700
2012-01-25,11643288300
2012-01-26,11478797400
2012-01-27,11358763500
2012-01-30,11209972800
2012-01-31,11236505280
2012-02-01,11329368960
2012-02-02,11320524800
2012-02-03,11444343040
2012-02-06,11347057280
2012-02-07,11492985920
2012-02-08,11417810560
2012-02-09,11466453440
2012-02-10,11488563840
2012-02-13,11484141760
2012-02-14,11475297600
2012-02-15,11329368960
2012-02-16,11404544320
2012-02-17,11462031360
2012-02-21,11510674240
2012-02-22,11705245760
2012-02-23,11652180800
2012-02-24,11669869120
2012-02-27,11740622400
2012-02-28,11851174400
2012-02-29,11793687360
2012-03-01,11997103040
2012-03-02,11917505600
2012-03-05,12143031680
2012-03-06,12103232960
2012-03-07,12143031680
2012-03-08,12240317440
2012-03-09,12377401920
2012-03-12,12518908480
2012-03-13,12594083840
2012-03-14,12510064320
2012-03-15,12461421440
2012-03-16,12333181120
2012-03-19,12319914880
2012-03-20,12567551360
2012-03-21,12686947520
2012-03-22,12655992960
2012-03-23,12629460480
2012-03-26,12992071040
2012-03-27,13045136000
2012-03-28,13120311360
2012-03-29,12992071040
2012-03-30,12846142400
2012-04-02,12943428160
2012-04-03,12912473600
2012-04-04,12908051520
2012-04-05,13226441280
2012-04-09,13089356800
2012-04-10,12647148800
2012-04-11,12854986560
2012-04-12,13058402240
2012-04-13,13058402240
2012-04-16,13093778880
2012-04-17,13199908800
2012-04-18,13341415360
2012-04-19,13248551680
2012-04-20,13275084160
2012-04-23,13199908800
2012-04-24,13115889280
2012-04-25,13376792000
2012-04-26,13527142720
2012-04-27,13757090880
2012-04-30,13533997500
2012-05-01,13745259900
2012-05-02,14053350900
2012-05-03,14022541800
2012-05-04,13740858600
2012-05-07,13696845600
2012-05-08,13419563700
2012-05-09,13463576700
2012-05-10,13595615700
2012-05-11,13556004000
2012-05-14,13322735100
2012-05-15,13463576700
2012-05-16,13692444300
2012-05-17,13344741600
2012-05-18,13349142900
2012-05-21,13283123400
2012-05-22,13481181900
2012-05-23,13648431300
2012-05-24,13736457300
2012-05-25,13749661200
2012-05-29,13855292400
2012-05-30,13767266400
2012-05-31,13916910600
2012-06-01,13556004000
2012-06-04,13635227400
2012-06-05,13714450800
2012-06-06,14031344400
2012-06-07,13846489800
2012-06-08,14194192500
2012-06-11,14031344400
2012-06-12,14313027600
2012-06-13,14136975599
2012-06-14,14418658800
2012-06-15,14656328999
2012-06-18,15008433000
2012-06-19,14946814800
2012-06-20,14863190100
2012-06-21,14555099100
2012-06-22,14629921200
2012-06-25,14396652300
2012-06-26,14577105599
2012-06-27,14018140500
2012-06-28,13573609200
2012-06-29,13749661200
2012-07-02,13912509300
2012-07-03,13815680700
2012-07-05,14788368000
2012-07-06,14770762800
2012-07-09,14722348500
2012-07-10,14717947199
2012-07-11,14682736800
2012-07-12,14885196600
2012-07-13,15012834300
2012-07-16,15074452500
2012-07-17,15237300599
2012-07-18,15237300599
2012-07-19,15083255100
2012-07-20,14836782300
2012-07-23,14722348500
2012-07-24,14616717300
2012-07-25,14673934200
2012-07-26,14638723800
2012-07-27,14801571900
2012-07-30,14671290960
2012-07-31,14522654520
2012-08-01,14452707960
2012-08-02,14487681240
2012-08-03,14889873960
2012-08-06,14824299059
2012-08-07,14885502299
2012-08-08,14924847240
2012-08-09,14815555740
2012-08-10,14680034280
2012-08-13,14793697440
2012-08-14,14763095820
2012-08-15,14972935500
2012-08-16,14964192179
2012-08-17,15187146840
2012-08-20,15235235100
2012-08-21,15217748460
2012-08-22,15248350080
2012-08-23,15121571940
2012-08-24,15278951700
2012-08-27,15226491780
2012-08-28,15209005140
2012-08-29,15296438340
2012-08-30,15174031860
2012-08-31,15125943600
2012-09-04,15187146840
2012-09-05,14924847240
2012-09-06,15139058580
2012-09-07,14894245620
2012-09-10,14618831039
2012-09-11,14487681240
2012-09-12,14579486100
2012-09-13,14828670720
2012-09-14,14872387320
2012-09-17,14723750880
2012-09-18,14374018080
2012-09-19,14360903100
2012-09-20,14658175980
2012-09-21,14408991360
2012-09-24,14395876380
2012-09-25,14151063419
2012-09-26,14159806740
2012-09-27,14186036700
2012-09-28,14120461799
2012-10-01,14457079620
2012-10-02,14413363020
2012-10-03,14575114440
2012-10-04,14295328200
2012-10-05,14448336299
2012-10-08,14269098240
2012-10-09,13941223740
2012-10-10,14028656940
2012-10-11,13591490940
2012-10-12,13495314420
2012-10-15,13613349240
2012-10-16,13779472320
2012-10-17,13512801060
2012-10-18,13687667460
2012-10-19,13525916040
2012-10-22,13184926560
2012-10-23,13412252880
2012-10-24,13333563000
2012-10-25,13254873120
2012-10-26,13316076360
2012-10-31,13224418560
2012-11-01,12395723040
2012-11-02,12339319680
2012-11-05,12547578240
2012-11-06,12443448960
2012-11-07,12204819360
2012-11-08,12078996480
2012-11-09,11979205920
2012-11-12,11974867200
2012-11-13,12274238880
2012-11-14,11961851040
2012-11-15,11809995840
2012-11-16,11658140640
2012-11-19,12052964160
2012-11-20,12000899520
2012-11-21,12061641600
2012-11-23,12131061120
2012-11-26,12330642240
2012-11-27,12378368160
2012-11-28,12491174880
2012-11-29,12491174880
2012-11-30,12382706880
2012-12-03,12230851680
2012-12-04,12022593120
2012-12-05,12009576960
2012-12-06,11979205920
2012-12-07,12039948000
2012-12-10,11992222080
2012-12-11,11866399200
2012-12-12,11805657120
2012-12-13,11614753440
2012-12-14,11540995200
2012-12-17,11857721760
2012-12-18,11805657120
2012-12-19,11671156800
2012-12-20,11554011360
2012-12-21,11697189120
2012-12-24,11666818080
2012-12-26,11367446400
2012-12-27,11527979040
2012-12-28,11545333920
2012-12-31,11736237600
2013-01-02,11809995840
2013-01-03,12751498080
2013-01-04,12573610560
2013-01-07,12486836160
2013-01-08,12326303520
2013-01-09,12343658400
2013-01-10,12430432800
2013-01-11,12274238880
2013-01-14,12204819360
2013-01-15,12582288000
2013-01-16,12491174880
2013-01-17,12643030080
2013-01-18,12630013920
2013-01-22,12773191680
2013-01-23,12820917600
2013-01-24,13263467040
2013-01-25,13254789600
2013-01-28,13085579520
2013-01-29,12890337120
2013-01-30,12990127680
2013-01-31,12951079200
2013-02-01,12890337120
2013-02-04,12622908800
2013-02-05,12838316800
2013-02-06,12734920960
2013-02-07,12984794240
2013-02-08,13152812480
2013-02-11,13109730880
2013-02-12,13066649280
2013-02-13,13019259520
2013-02-14,13006335040
2013-02-15,12907247360
2013-02-19,12907247360
2013-02-20,12644449600
2013-02-21,12437657920
2013-02-22,12528129280
2013-02-25,12183476480
2013-02-26,12114545920
2013-02-27,12398884480
2013-02-28,12493664000
2013-03-01,12523821120
2013-03-04,12687531200
2013-03-05,12786618880
2013-03-06,12859857600
2013-03-07,11899137920
2013-03-08,12105929600
2013-03-11,12101621440
2013-03-12,12041307200
2013-03-13,11907754240
2013-03-14,12036999040
2013-03-15,12123162240
2013-03-18,12071464320
2013-03-19,11946527680
2013-03-20,12101621440
2013-03-21,12506588480
2013-03-22,12756461760
2013-03-25,12717688320
2013-03-26,12799543360
2013-03-27,12937404480
2013-03-28,13058032960
2013-04-01,12890014720
2013-04-02,12799543360
2013-04-03,12765078080
2013-04-04,12941712640
2013-04-05,12778002560
2013-04-08,12778002560
2013-04-09,12842624960
2013-04-10,12976177920
2013-04-11,13743030400
2013-04-12,13932589440
2013-04-15,13587936640
2013-04-16,13743030400
2013-04-17,13570704000
2013-04-18,13463000000
2013-04-19,13540546880
2013-04-22,13570704000
2013-04-23,13721489600
2013-04-24,13704256960
2013-04-25,14010136320
2013-04-26,14027368960
2013-04-29,14156613760
2013-04-30,14234160640
2013-05-01,14001520000
2013-05-02,13928281280
2013-05-03,14152305600
2013-05-06,13942107200
2013-05-07,14220094000
2013-05-08,14143113040
2013-05-09,14057578639
2013-05-10,14083238960
2013-05-13,13890786559
2013-05-14,14057578639
2013-05-15,14160219920
2013-05-16,13873679679
2013-05-17,14027641599
2013-05-20,13925000320
2013-05-21,14151666480
2013-05-22,13942107200
2013-05-23,13916446880
2013-05-24,14078962240
2013-05-28,14164496639
2013-05-29,13929277040
2013-05-30,13830912480
2013-05-31,13753931519
2013-06-03,13860849519
2013-06-04,13822359040
2013-06-05,13676950560
2013-06-06,13612799760
2013-06-07,13873679679
2013-06-10,13852296080
2013-06-11,13651290240
2013-06-12,13587139440
2013-06-13,13972044240
2013-06-14,13869402960
2013-06-17,13800975440
2013-06-18,13967767519
2013-06-19,13736824639
2013-06-20,13557202400
2013-06-21,13642736800
2013-06-24,13531542080
2013-06-25,13651290240
2013-06-26,13625629920
2013-06-27,13856572800
2013-06-28,13860849519
2013-07-01,13984874400
2013-07-02,13997704559
2013-07-03,13984874400
2013-07-05,14138836320
2013-07-08,14220094000
2013-07-09,14211540559
2013-07-10,14327012000
2013-07-11,14378332639
2013-07-12,14339842160
2013-07-15,14258584480
2013-07-16,14160219920
2013-07-17,14126006160
2013-07-18,14237200880
2013-07-19,14279968080
2013-07-22,14433930000
2013-07-23,14339842160
2013-07-24,14250031040
2013-07-25,14365502480
2013-07-26,14356949040
2013-07-29,14348395599
2013-07-30,14365502480
2013-07-31,14433930000
2013-08-01,14797451200
2013-08-02,14737577120
2013-08-05,14588876519
2013-08-06,14364171360
2013-08-07,14177623679
2013-08-08,14232740040
2013-08-09,14203062000
2013-08-12,14355691920
2013-08-13,14385369960
2013-08-14,14126747040
2013-08-15,13757891400
2013-08-16,13728213360
2013-08-19,13817247480
2013-08-20,14283616679
2013-08-21,14321774160
2013-08-22,14525280720
2013-08-23,14809341960
2013-08-26,14639753160
2013-08-27,14359931639
2013-08-28,14368411080
2013-08-29,14368411080
2013-08-30,14258178360
2013-09-03,14444726040
2013-09-04,14648232599
2013-09-05,14745746160
2013-09-06,14576157360
2013-09-09,14648232599
2013-09-10,14813581679
2013-09-11,14978930760
2013-09-12,14919574679
2013-09-13,14868698040
2013-09-16,15029807400
2013-09-17,15089163480
2013-09-18,15309628920
2013-09-19,15335067240
2013-09-20,15173957880
2013-09-23,15195156480
2013-09-24,15182437320
2013-09-25,15207875639
2013-09-26,15339306960
2013-09-27,15381704160
2013-09-30,15432580800
2013-10-01,15631847639
2013-10-02,15686964000
2013-10-03,15508895760
2013-10-04,15576731280
2013-10-07,15352026120
2013-10-08,15148519559
2013-10-09,15110362080
2013-10-10,15339306960
2013-10-11,15424101360
2013-10-14,15470738280
2013-10-15,15368985000
2013-10-16,15657285960
2013-10-17,15627607920
2013-10-18,15750559800
2013-10-21,15792957000
2013-10-22,15839593920
2013-10-23,16043100480
2013-10-24,15962545800
2013-10-25,16085497679
2013-10-28,16140614040
2013-10-29,16272045360
2013-10-30,16356839760
2013-10-31,16394997240
2013-11-01,16458593040
2013-11-04,16268266480
2013-11-05,16314530940
2013-11-06,16348177819
2013-11-07,16175737560
2013-11-08,16423883299
2013-11-11,16508000500
2013-11-12,16566882540
2013-11-13,16836057580
2013-11-14,17050556440
2013-11-15,17168320520
2013-11-18,17008497839
2013-11-19,17025321279
2013-11-20,17101026759
2013-11-21,16878116180
2013-11-22,15914974240
2013-11-25,15881327360
